name,address,town_city,county_area,state_region,country,lat,long,type,status,year_completed,approaches,driveways,lane_type,functional_class,control_type,other_control_type,previous_control_type
125A St. / Station Rd.,"Surrey, Greater Vancouver, BC (Canada)",Surrey, Greater Vancouver, BC,Canada,-122.87456,49.10068,Roundabout,Existing,2015,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Loch Lloyd Pkwy. / Argyle Dr.,"Belton, Cass Co., MO (United States)",Belton, Cass Co., MO,United States,-94.59884,38.84299,Roundabout,Existing,2015,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
US 31 / M-22,"Manistee Township, Manistee Co., MI (United States)",Manistee Township, Manistee Co., MI,United States,-86.24281,44.28494,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
College Dr. SE / College Pkwy. SE (north),"Rochester, Olmsted Co., MN (United States)",Rochester, Olmsted Co., MN,United States,-92.42918,44.01949,Roundabout,Existing,2000,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Park Ave. (SR 7-SR 128) / Park Ave. (SR 5-SR 128-SR 298) / SR 7,"Hot Springs, Garland Co., AR (United States)",Hot Springs, Garland Co., AR,United States,-92.98237,34.57828,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
College View Rd. E / College Dr. SE / Energy Pkwy. NE,"Rochester, Olmsted Co., MN (United States)",Rochester, Olmsted Co., MN,United States,-92.42905,44.02146,Roundabout,Existing,2021,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
65th St. NW / 55th Ave. NW,"Rochester, Olmsted Co., MN (United States)",Rochester, Olmsted Co., MN,United States,-92.54825,44.0939,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
36th Ave. NW / 4th Pl. NW,"Rochester, Olmsted, MN (United States)",Rochester, Olmsted, MN,United States,-92.51911,44.02855,Roundabout,Existing,2022,3,1,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,Signal
Clarkia Dr. NW / Gaillardia Dr. NW,"Rochester, Olmsted, MN (United States)",Rochester, Olmsted, MN,United States,-92.50562,44.09824,Traffic Calming Circle,Existing,2006,4,0,Single-Lane,Other (At-Grade),Uncontrolled,None,None (new)
16th St. SW / (driveways),"Rochester, Olmsted, MN (United States)",Rochester, Olmsted, MN,United States,-92.47502,44.00112,Other,Existing,2017,1,3,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Simpson Rd. SE / 45th St. SE,"Rochester, Olmsted, MN (United States)",Rochester, Olmsted, MN,United States,-92.42586,43.95655,Roundabout,Existing,2022,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Girard St. / N 108th Ave.,"Omaha, Douglas Co., NE (United States)",Omaha, Douglas Co., NE,United States,-96.08277,41.32549,Roundabout,Existing,2005,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Potter St. / N 110th Ave.,"Omaha, Douglas Co., NE (United States)",Omaha, Douglas Co., NE,United States,-96.08515000000001,41.32809,Roundabout,Existing,2005,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
N 122nd St. / Whitmore St. / Read St.,"Omaha, Douglas Co., NE (United States)",Omaha, Douglas Co., NE,United States,-96.10421,41.32106,Roundabout,Existing,2003,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
George Miler Pkwy. / (unknown),"Elkhorn, Douglas Co., NE (United States)",Elkhorn, Douglas Co., NE,United States,-96.19483,41.29519,Roundabout,Existing,2020,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Harvard Circle,"Brighton Heights, Allegheny Co., PA (United States)",Brighton Heights, Allegheny Co., PA,United States,-80.03139,40.48492,Other,Existing,0,2,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
College Ave. / 31st St. / Moss Alley,"Beaver Falls, Beaver Co., PA (United States)",Beaver Falls, Beaver Co., PA,United States,-80.3223,40.7717,Other,Existing,0,4,0,Unknown,Freeway Ramps (Grade-Separated),All-Way Stop,Unknown,Unknown
McCutchen Dr. / St Marias St.,"Rolla, Phelps Co., MO (United States)",Rolla, Phelps Co., MO,United States,-91.74801,37.95999,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
US 59 / STH 1 / 3rd St. W (US 59-STH 1) / 125th Ave. NE,"Thief River Falls, Pennington Co., MN (United States)",Thief River Falls, Pennington Co., MN,United States,-96.20884,48.12232,Roundabout,Existing,2021,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
W 20th Ave. / Benton St.,"Edgewater, Jefferson Co., CO (United States)",Edgewater, Jefferson Co., CO,United States,-105.05562,39.74763,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
W County Line Rd. / N Bluff Rd. / I-69 (SR 37) NB Ramps,"Indianapolis, Marion Co., IN (United States)",Indianapolis, Marion Co., IN,United States,-86.20389,39.63481,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x1 max)",Freeway Ramps (Grade-Separated),All-Way Yield,None,One/Two-Way Stop
6th Line / Webster Blvd.,"Innisfil, Simcoe, ON (Canada)",Innisfil, Simcoe, ON,Canada,-79.55307,44.28848,Roundabout,Existing,2020,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,None (new)
SR 108 / People of the Mountain Rd. (MacKey Ranch Rd.) / Sierra Rock Rd.,"Jamestown, Tuolumne Co., CA (United States)",Jamestown, Tuolumne Co., CA,United States,-120.44641,37.92569,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Windsor River Rd. / Windsor Rd.,"Windsor, Sonoma Co., CA (United States)",Windsor, Sonoma Co., CA,United States,-122.81687,38.54725,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,At-grade Rail Crossing Signals/Gates (controlling all approaches),Signal
E Joiner Pkwy. / Fieldstone Dr.,"Lincoln, Placer Co., CA (United States)",Lincoln, Placer Co., CA,United States,-121.28659,38.8477,Roundabout,Existing,2022,3,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Whitney Ranch Pkwy. / W Oaks Blvd. / Songbird Way,"Rocklin, Placer Co., CA (United States)",Rocklin, Placer Co., CA,United States,-121.26676,38.8319,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Campus Pkwy. / Crimson Ridge Way,"Roseville, Placer Co., CA (United States)",Roseville, Placer Co., CA,United States,-121.32544,38.78933,Roundabout,Existing,2017,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
W Byron Rd. / W Grant Line Rd.,"Tracy, San Joaquin Co., CA (United States)",Tracy, San Joaquin Co., CA,United States,-121.49221,37.75831,Roundabout,Existing,2018,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Moonridge Rd. / Elm St.,"Big Bear Lake, San Bernardino Co., CA (United States)",Big Bear Lake, San Bernardino Co., CA,United States,-116.87464,34.24075,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Moonridge Rd. / Rathbun Dr. / Club View Dr.,"Big Bear Lake, San Bernardino Co., CA (United States)",Big Bear Lake, San Bernardino Co., CA,United States,-116.86952,34.23967,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Morris St. / Spring St.,"Morristown, Morris Co., NJ (United States)",Morristown, Morris Co., NJ,United States,-74.47799999999998,40.79761,Roundabout,Existing,2022,3,1,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,Signal
Parkstone Blvd. / Seneca Meadows Rd. / Windsor Cresent St.,"Parkstone, Seminole Co., FL (United States)",Parkstone, Seminole Co., FL,United States,-81.28165,28.7073,Other,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Skylark Circle,"Longwood, Seminole Co., FL (United States)",Longwood, Seminole Co., FL,United States,-81.33227999999998,28.71388,Other,Existing,0,6,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Bolzano Dr. / Roveri Ave.,"Apopka, Orange Co., FL (United States)",Apopka, Orange Co., FL,United States,-81.4606,28.70522,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Stop,Unknown,Unknown
Royal Harbor Blvd.,"Tavares, Lake Co., FL (United States)",Tavares, Lake Co., FL,United States,-81.75963,28.75226,Other,Existing,0,2,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Royal Harbor Blvd. / Armada St.,"Tavares, Lake Co., FL (United States)",Tavares, Lake Co., FL,United States,-81.76274999999998,28.74877,Other,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
US 51 / STH 22 / STH 60,"North Leeds, Columbia Co., WI (United States)",North Leeds, Columbia Co., WI,United States,-89.32536,43.33205,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
US 55 / CR JJ,"Kaukauna, Outagamie Co., WI (United States)",Kaukauna, Outagamie Co., WI,United States,-88.29154,44.31574,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
McLaughlin Run Rd. / McMillan Rd. / Lesnett Rd.,"Upper St Clair, Allegheny Co., PA (United States)",Upper St Clair, Allegheny Co., PA,United States,-80.08221,40.344970000000004,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,Signal
Royal Harbor Blvd. / Indian Ocean Loop / Baltic Sea Blvd.,"Tavares, Lake Co., FL (United States)",Tavares, Lake Co., FL,United States,-81.76058999999998,28.75627,Other,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Bella Vista Dr. / Bridgeview Dr.,"Howey in the Hills, Lake Co., FL (United States)",Howey in the Hills, Lake Co., FL,United States,-81.78805,28.73743,Other,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
100th Ave. / 83rd St. / 83rd Cir.,"Bardmoor, Pinellas Co., FL (United States)",Bardmoor, Pinellas Co., FL,United States,-82.75376,27.86288,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),One-Way/Two-Way Stop,Unknown,Unknown
100th Ave. / 84th St.,"Bardmoor, Pinellas Co., FL (United States)",Bardmoor, Pinellas Co., FL,United States,-82.75543999999998,27.86285,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),One-Way/Two-Way Stop,Unknown,Unknown
100th Ave. / 85th St.,"Bardmoor, Pinellas Co., FL (United States)",Bardmoor, Pinellas Co., FL,United States,-82.75704,27.86292,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),One-Way/Two-Way Stop,Unknown,Unknown
100th Ave. / 86th St.,"Bardmoor, Pinellas Co., FL (United States)",Bardmoor, Pinellas Co., FL,United States,-82.75870999999998,27.86308,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),One-Way/Two-Way Stop,Unknown,Unknown
100th Ave. / 87th St.,"Bardmoor, Pinellas Co., FL (United States)",Bardmoor, Pinellas Co., FL,United States,-82.76023999999998,27.86324,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),One-Way/Two-Way Stop,Unknown,Unknown
Hickory Rd. / Betty Barrett Way,"Holly Springs, Cherokee Co., GA (United States)",Holly Springs, Cherokee Co., GA,United States,-84.49807,34.17294,Roundabout,Existing,2021,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,None (new)
SR 531 (172nd St. NE) / 43rd Ave. NE,"Arlington, Snohomish Co., WA (United States)",Arlington, Snohomish Co., WA,United States,-122.1723,48.15231,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,Signal
US 395 / SR 292 / Gardenspot Rd.,"Loon Lake, Stevens Co., WA (United States)",Loon Lake, Stevens Co., WA,United States,-117.62055,48.05995,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
E Honeysuckle Ave. / 4th St.,"Hayden, Kootenai Co., ID (United States)",Hayden, Kootenai Co., ID,United States,-116.77538,47.75139,Roundabout,Existing,2022,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
GA 20 (Conyers Rd.) / Turner Church Rd.,"McDonough, Henry Co., GA (United States)",McDonough, Henry Co., GA,United States,-84.12195,33.46634,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,Signal
King Ave. W / S 56th St. W,"Billings, Yellowstone Co., MT (United States)",Billings, Yellowstone Co., MT,United States,-108.65895,45.75516,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
US 63 (N Bishop Ave.) / University Dr.,"Rolla, Phelps Co., MO (United States)",Rolla, Phelps Co., MO,United States,-91.77712,37.95373,Roundabout,Existing,2022,3,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,None (new)
W Moore Rd. / N Tortolita Rd.,"Marana, Pima Co., AZ (United States)",Marana, Pima Co., AZ,United States,-111.0827,32.43912,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Collins St. (CR 74) / CR 35,"Eaton, Weld Co., CO (United States)",Eaton, Weld Co., CO,United States,-104.73663,40.52442,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Oliver Rd. / Hamot Rd. / Flower Rd.,"Summit Township, Erie Co., PA (United States)",Summit Township, Erie Co., PA,United States,-80.09260999999998,42.02926,Roundabout,Existing,2022,5,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Brandon Oaks Pkwy. / Ponytail Dr. / Rodgers Rd.,"Indian Trail, Union Co., NC (United States)",Indian Trail, Union Co., NC,United States,-80.65889,35.04366,Roundabout,Existing,2004,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Unionville Indian Trail Rd. W / Sardis Church Rd.,"Monroe, Union Co., NC (United States)",Monroe, Union Co., NC,United States,-80.62122999999998,35.07154,Roundabout,Existing,2021,3,1,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Pleasant St. / Lovefield St. / Ferry St.,"Easthampton, Hampshire Co., MA (United States)",Easthampton, Hampshire Co., MA,United States,-72.65721999999998,42.27616,Roundabout,Existing,2020,3,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Manor Rd. / Abbott Rd.,"Concord, Merrimack Co., NH (United States)",Concord, Merrimack Co., NH,United States,-71.57349,43.26422,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,One/Two-Way Stop
Wellington St. / Manor Rd.,"St Thomas, Elgin, ON (Canada)",St Thomas, Elgin, ON,Canada,-81.15594,42.7745,Roundabout,Existing,2016,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
US 4 (Old Boyce Rd.) / Whitney Rd. / Hoit Rd.,"Concord, Merrimack Co., NH (United States)",Concord, Merrimack Co., NH,United States,-71.58169,43.28906,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Cooper Ave. / Grant St.,"Long Branch, Monmouth Co., NJ (United States)",Long Branch, Monmouth Co., NJ,United States,-73.9792,40.30872,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Davidson Way W / Fairview Ln. E,"Jackson, Ocean Co., NJ (United States)",Jackson, Ocean Co., NJ,United States,-74.35165,40.14563,Other,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Tuskegee Airmen Ave. / McGuire Blvd.,"McGuire Air Force Base, Burlington Co., NJ (United States)",McGuire Air Force Base, Burlington Co., NJ,United States,-74.58677,40.03543,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
McGuire Blvd. / Arnold Ave.,"McGuire Air Force Base, Burlington Co., NJ (United States)",McGuire Air Force Base, Burlington Co., NJ,United States,-74.58497,40.02792,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Broidy Rd. / Wonnacott Ave.,"McGuire Air Force Base, Burlington Co., NJ (United States)",McGuire Air Force Base, Burlington Co., NJ,United States,-74.61153,40.02918,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Fort Dix St. / Pemberton Wrightstown Rd. / Delaware Ave. / Texas Ave. / Neely Rd.,"Fort Dix, Burlington Co., NJ (United States)",Fort Dix, Burlington Co., NJ,United States,-74.61869,40.02987,Other,Existing,0,5,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
General Circle,"Fort Dix, Burlington Co., NJ (United States)",Fort Dix, Burlington Co., NJ,United States,-74.63518999999998,40.01671,Other,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Minnetonka Rd. / Hiawatha Rd. / Nokomis Rd.,"Hi-Nella, Camden Co., NJ (United States)",Hi-Nella, Camden Co., NJ,United States,-75.02137,39.83983,Other,Existing,0,5,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Market St. / S Prairie View Dr. / Mills Civic Pkwy.,"West Des Moines, Polk Co., IA (United States)",West Des Moines, Polk Co., IA,United States,-93.78384,41.56098,Other,Existing,0,5,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Tanglewood Dr. / 159th St.,"Urbandale, Dallas Co., IA (United States)",Urbandale, Dallas Co., IA,United States,-93.83774,41.63969,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Tanglewood Dr. / 160th St.,"Urbandale, Dallas Co., IA (United States)",Urbandale, Dallas Co., IA,United States,-93.84043,41.64042,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
160th St. / Alpine Dr.,"Urbandale, Dallas Co., IA (United States)",Urbandale, Dallas Co., IA,United States,-93.83906,41.64214,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
162nd St. / Alpine Dr.,"Urbandale, Dallas Co., IA (United States)",Urbandale, Dallas Co., IA,United States,-93.84126,41.64249,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Corporate Park Dr. / Woodland View Dr.,"McNair, Fairfax Co., VA (United States)",McNair, Fairfax Co., VA,United States,-77.39609,38.95172,Roundabout,Existing,2019,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Pinebrook Rd. / Avonlea Dr.,"South Riding, Loudoun Co., VA (United States)",South Riding, Loudoun Co., VA,United States,-77.52952,38.92833,Roundabout,Existing,2007,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Marwood Hill Dr. / Rivers Bend Ln.,"Travilah, Montgomery Co., MD (United States)",Travilah, Montgomery Co., MD,United States,-77.23431999999998,39.03022,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Upshire Circle,"Gaithersburg, Montgomery Co., MD (United States)",Gaithersburg, Montgomery Co., MD,United States,-77.22396999999998,39.11353,Other,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
E Lake Hazel Rd. / S Locust Grove Rd.,"Meridian, Ada Co., ID (United States)",Meridian, Ada Co., ID,United States,-116.37449,43.54644,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,All-Way Stop
Heritage Valley Pkwy. / Central Ave.,"Fillmore, Ventura Co., CA (United States)",Fillmore, Ventura Co., CA,United States,-118.91237,34.39351,Roundabout,Existing,2021,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Heritage Valley Pkwy. / Mountain View St.,"Fillmore, Ventura Co., CA (United States)",Fillmore, Ventura Co., CA,United States,-118.90777,34.3938,Roundabout,Existing,2020,3,1,Single-Lane,Other (At-Grade),All-Way Yield,None,Other
Miami Bluffs Blvd. / Crossing Dr.,"Maineville, Warren Co., OH (United States)",Maineville, Warren Co., OH,United States,-84.2419,39.33828,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Stop,Unknown,Unknown
Village Green Pkwy. / Dew Drop Cir. / Turtle Hollow / Cypress Ln. / Acorn Ln. / Wild Turkey Walk,"Maineville, Warren Co., OH (United States)",Maineville, Warren Co., OH,United States,-84.20385,39.32187,Other,Existing,0,6,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Village Green Pkwy. / Sandstone Trl. / Wilderness Way / Crystal Lake Ln.,"Maineville, Warren Co., OH (United States)",Maineville, Warren Co., OH,United States,-84.20144999999998,39.3218,Other,Existing,0,5,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Village Green Pkwy. / Crystal Cove Pt.,"Maineville, Warren Co., OH (United States)",Maineville, Warren Co., OH,United States,-84.19845999999998,39.3228,Other,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Weldon Ave. / Elsa Terrace,"Medfield, Baltimore City, MD (United States)",Medfield, Baltimore City, MD,United States,-76.63881,39.33803,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Saint Nazaire Blvd. / SW 127th Ave.,"Homestead, Miami-Dade Co., FL (United States)",Homestead, Miami-Dade Co., FL,United States,-80.39610999999998,25.50248,Roundabout,Existing,2020,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
NE 41st Terrace / NE 22nd Dr.,"Homestead, Miami-Dade Co., FL (United States)",Homestead, Miami-Dade Co., FL,United States,-80.41460999999998,25.49024,Traffic Calming Circle,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
NE 42nd Ave. / Waterstone Blvd. / NE 41st Terrace,"Homestead, Miami-Dade Co., FL (United States)",Homestead, Miami-Dade Co., FL,United States,-80.41473999999998,25.48166,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
NW 9th Ave. / NW 12th St.,"Florida City, Miami-Dade Co., FL (United States)",Florida City, Miami-Dade Co., FL,United States,-80.49143999999998,25.45877,Roundabout,Existing,2015,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Westgate Dr. / Oakmond St.,"Windsor, Weld Co., CO (United States)",Windsor, Weld Co., CO,United States,-104.9887,40.48121,Roundabout,Existing,2020,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,None (new)
E Powell Rd. / Lyra Dr. / Mesloh Dr.,"Orange Township, Delaware Co., OH (United States)",Orange Township, Delaware Co., OH,United States,-82.97132,40.15631,Roundabout,Existing,2022,3,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,None (new)
Ketcher Rd. / SW Frontage Rd.,"Fort Collins, Larimer Co., CO (United States)",Fort Collins, Larimer Co., CO,United States,-104.99242,40.50855,Roundabout,Existing,2022,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Snow Mesa Dr. / (parking),"Fort Collins, Larimer Co., CO (United States)",Fort Collins, Larimer Co., CO,United States,-105.03198,40.52404,Roundabout,Existing,2007,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
CR 5 / Westgate Dr. / E CR 32 E,"Windsor, Larimer Co., CO (United States)",Windsor, Larimer Co., CO,United States,-104.98201,40.48667,Roundabout,Existing,2021,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
CR 5 / Oakmont St. / Oakmont Ln.,"Windsor, Larimer Co., CO (United States)",Windsor, Larimer Co., CO,United States,-104.98213,40.48214,Roundabout,Existing,2021,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Whitney Rd. / Merchants Way,"Concord, Merrimack Co., NH (United States)",Concord, Merrimack Co., NH,United States,-71.58083,43.28791,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Via Toscana / S Village Dr.,"Salem, Rockingham Co., NH (United States)",Salem, Rockingham Co., NH,United States,-71.22354,42.77099,Roundabout,Existing,2020,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Tuscan Blvd. / S Village Dr.,"Salem, Rockingham Co., NH (United States)",Salem, Rockingham Co., NH,United States,-71.22519,42.76904,Roundabout,Existing,2020,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,None (new)
Tuscan Blvd. / (unknown),"Salem, Rockingham Co., NH (United States)",Salem, Rockingham Co., NH,United States,-71.22693,42.77007,Roundabout,Existing,2020,3,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,None (new)
Tuscan Blvd. / Artisan Dr.,"Salem, Rockingham Co., NH (United States)",Salem, Rockingham Co., NH,United States,-71.22775,42.7711,Roundabout,Existing,2020,4,0,"Multilane (2 Lane, 2x2 max)",Other (At-Grade),All-Way Yield,None,None (new)
Central Ave. / N 5th Ave.,"Laurel, Jones Co., MS (United States)",Laurel, Jones Co., MS,United States,-89.13109,31.69251,Roundabout,Existing,2021,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,Other
SR 32 (Westfield Rd.) / SR 38 (Sheridan Rd.) / (Riverview Health Center entrance),"Noblesville, Hamilton Co., IN (United States)",Noblesville, Hamilton Co., IN,United States,-86.0248,40.04704,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,Signal
US 6 / SR 2,"Westville, La Porte Co., IN (United States)",Westville, La Porte Co., IN,United States,-86.91065999999998,41.53995,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Forest Glen Blvd. / (parking),"Naples, Collier Co., FL (United States)",Naples, Collier Co., FL,United States,-81.68155,26.14593,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),One-Way/Two-Way Stop,Unknown,Unknown
Loblolly Bay Dr. / Bishopwood Ct.,"Naples, Collier Co., FL (United States)",Naples, Collier Co., FL,United States,-81.67954,26.14397,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Stop,Unknown,Unknown
Jungle Plum Dr. / Periwinkle Way,"Forest Glenn of Naples, Collier Co., FL (United States)",Forest Glenn of Naples, Collier Co., FL,United States,-81.68054999999998,26.15038,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Stop,Unknown,Unknown
SR 32 (Westfield Rd.) / River Rd.,"Noblesville, Hamilton Co., IN (United States)",Noblesville, Hamilton Co., IN,United States,-86.02793,40.04704,Roundabout,Unknown,0,4,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,Unknown,Signal
E 18th St. / S Highline Pl. / S Highline Ave.,"Sioux Falls, Minnehaha Co., SD (United States)",Sioux Falls, Minnehaha Co., SD,United States,-96.65424,43.53603,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
