...1,Date,Team 1,Score 1,Score 2,Team 2,Venue,Tournament,Stage,T1 game no,T2 game no,Series,Margin,Winner,Loser,Notes
5975,2018-06-29,England,35,0,Portugal,Marcoussis,European Grand Prix,Pool C,358,150,11,35,England,Portugal,NA
5976,2018-06-29,France,38,12,Italy,Marcoussis,European Grand Prix,Pool C,352,139,13,26,France,Italy,NA
5977,2018-06-29,Russia,39,0,Spain,Marcoussis,European Grand Prix,Pool A,329,339,23,39,Russia,Spain,NA
5978,2018-06-29,Belgium,22,0,Germany,Marcoussis,European Grand Prix,Pool A,137,142,5,22,Belgium,Germany,NA
5979,2018-06-29,Ireland,45,0,Wales,Marcoussis,European Grand Prix,Pool B,236,113,5,45,Ireland,Wales,NA
5980,2018-06-29,Poland,7,21,Scotland,Marcoussis,European Grand Prix,Pool B,115,80,2,14,Scotland,Poland,NA
5981,2018-06-29,Italy,26,12,Portugal,Marcoussis,European Grand Prix,Pool C,140,151,8,14,Italy,Portugal,NA
5982,2018-06-29,France,26,14,England,Marcoussis,European Grand Prix,Pool C,353,359,24,12,France,England,NA
5983,2018-06-30,Russia,34,0,Scotland,Marcoussis,European Grand Prix,Quarter-Final,330,81,2,34,Russia,Scotland,NA
5984,2018-06-30,Wales,14,26,England,Marcoussis,European Grand Prix,Quarter-Final,114,360,14,12,England,Wales,NA
5985,2018-06-30,Ireland,38,7,Spain,Marcoussis,European Grand Prix,Quarter-Final,237,340,22,31,Ireland,Spain,NA
5986,2018-06-30,France,33,7,Belgium,Marcoussis,European Grand Prix,Quarter-Final,354,138,6,26,France,Belgium,NA
5987,2018-06-30,Italy,15,0,Portugal,Marcoussis,European Grand Prix,9th-12th Place Semi-Final,141,152,9,15,Italy,Portugal,NA
5988,2018-06-30,Poland,19,0,Germany,Marcoussis,European Grand Prix,9th-12th Place Semi-Final,116,143,7,19,Poland,Germany,NA
5989,2018-06-30,Scotland,24,26,Wales,Marcoussis,European Grand Prix,5th-8th Place Semi Final,82,115,4,2,Wales,Scotland,NA
5990,2018-06-30,Spain,12,14,Belgium,Marcoussis,European Grand Prix,5th-8th Place Semi Final,341,139,7,2,Belgium,Spain,NA
5991,2018-06-30,Russia,36,14,England,Marcoussis,European Grand Prix,Semi-Final,331,361,32,22,Russia,England,NA
5992,2018-06-30,Ireland,0,22,France,Marcoussis,European Grand Prix,Semi-Final,238,355,19,22,France,Ireland,NA
5993,2018-06-30,Portugal,12,10,Germany,Marcoussis,European Grand Prix,11th Place Match,153,144,10,2,Portugal,Germany,NA
5994,2018-06-30,Italy,19,5,Poland,Marcoussis,European Grand Prix,9th Place Match,142,117,1,14,Italy,Poland,NA
5995,2018-06-30,Scotland,14,21,Spain,Marcoussis,European Grand Prix,7th Place Match,83,342,3,7,Spain,Scotland,NA
5996,2018-06-30,Wales,29,0,Belgium,Marcoussis,European Grand Prix,5th Place Match,116,140,7,29,Wales,Belgium,NA
5997,2018-06-30,England,7,39,Ireland,Marcoussis,European Grand Prix,3rd Place Match,362,239,17,32,Ireland,England,NA
5998,2018-06-30,Russia,12,17,France,Marcoussis,European Grand Prix,Final,332,356,33,5,France,Russia,NA
5999,2018-07-07,Netherlands,64,0,Latvia,Szeged,European Trophy,Pool A,272,79,1,64,Netherlands,Latvia,NA
6000,2018-07-07,Switzerland,12,17,Norway,Szeged,European Trophy,Pool A,117,98,10,5,Norway,Switzerland,NA
6001,2018-07-07,Ukraine,52,0,Israel,Szeged,European Trophy,Pool B,96,100,2,52,Ukraine,Israel,NA
6002,2018-07-07,Hungary,5,15,Finland,Szeged,European Trophy,Pool B,125,115,5,10,Finland,Hungary,NA
6003,2018-07-07,Sweden,27,0,Austria,Szeged,European Trophy,Pool C,136,122,4,27,Sweden,Austria,NA
6004,2018-07-07,Romania,17,5,Czechia,Szeged,European Trophy,Pool C,106,128,8,12,Romania,Czechia,NA
6005,2018-07-07,Netherlands,46,0,Norway,Szeged,European Trophy,Pool A,273,99,2,46,Netherlands,Norway,NA
6006,2018-07-07,Switzerland,33,12,Latvia,Szeged,European Trophy,Pool A,118,80,3,21,Switzerland,Latvia,NA
6007,2018-07-07,Ukraine,29,12,Finland,Szeged,European Trophy,Pool B,97,116,2,17,Ukraine,Finland,NA
6008,2018-07-07,Hungary,43,7,Israel,Szeged,European Trophy,Pool B,126,101,6,36,Hungary,Israel,NA
6009,2018-07-07,Sweden,40,0,Czechia,Szeged,European Trophy,Pool C,137,129,5,40,Sweden,Czechia,NA
6010,2018-07-07,Romania,19,5,Austria,Szeged,European Trophy,Pool C,107,123,4,14,Romania,Austria,NA
6011,2018-07-07,Netherlands,46,0,Switzerland,Szeged,European Trophy,Pool A,274,119,3,46,Netherlands,Switzerland,NA
6012,2018-07-07,Norway,28,0,Latvia,Szeged,European Trophy,Pool A,100,81,1,28,Norway,Latvia,NA
6013,2018-07-07,Ukraine,29,0,Hungary,Szeged,European Trophy,Pool B,98,127,3,29,Ukraine,Hungary,NA
6014,2018-07-07,Finland,0,5,Israel,Szeged,European Trophy,Pool B,117,102,5,5,Israel,Finland,NA
6015,2018-07-07,Sweden,10,12,Romania,Szeged,European Trophy,Pool C,138,108,6,2,Romania,Sweden,NA
6016,2018-07-07,Czechia,36,0,Austria,Szeged,European Trophy,Pool C,130,124,5,36,Czechia,Austria,NA
6017,2018-07-08,Netherlands,57,5,Hungary,Szeged,European Trophy,Quarter-Final,275,128,1,52,Netherlands,Hungary,NA
6018,2018-07-08,Finland,5,20,Sweden,Szeged,European Trophy,Quarter-Final,118,139,7,15,Sweden,Finland,NA
6019,2018-07-08,Ukraine,31,5,Czechia,Szeged,European Trophy,Quarter-Final,99,131,4,26,Ukraine,Czechia,NA
6020,2018-07-08,Romania,36,0,Norway,Szeged,European Trophy,Quarter-Final,109,101,4,36,Romania,Norway,NA
6021,2018-07-08,Switzerland,31,5,Latvia,Szeged,European Trophy,9th-12th Place Semi-Final,120,82,4,26,Switzerland,Latvia,NA
6022,2018-07-08,Israel,24,5,Austria,Szeged,European Trophy,9th-12th Place Semi-Final,103,125,7,19,Israel,Austria,NA
6023,2018-07-08,Netherlands,24,7,Sweden,Szeged,European Trophy,5th-8th Place Semi Final,276,140,10,17,Netherlands,Sweden,NA
6024,2018-07-08,Ukraine,45,5,Romania,Szeged,European Trophy,5th-8th Place Semi Final,100,110,9,40,Ukraine,Romania,NA
6025,2018-07-08,Hungary,19,17,Finland,Szeged,European Trophy,Semi-Final,129,119,6,2,Hungary,Finland,NA
6026,2018-07-08,Czechia,27,5,Norway,Szeged,European Trophy,Semi-Final,132,102,7,22,Czechia,Norway,NA
6027,2018-07-08,Latvia,17,19,Austria,Szeged,European Trophy,11th Place Match,83,126,8,2,Austria,Latvia,NA
6028,2018-07-08,Switzerland,24,5,Israel,Szeged,European Trophy,9th Place Match,121,104,6,19,Switzerland,Israel,NA
6029,2018-07-08,Finland,5,0,Norway,Szeged,European Trophy,7th Place Match,120,103,6,5,Finland,Norway,NA
6030,2018-07-08,Hungary,0,24,Czechia,Szeged,European Trophy,5th Place Match,130,133,7,24,Czechia,Hungary,NA
6031,2018-07-08,Sweden,19,7,Romania,Szeged,European Trophy,3rd Place Match,141,111,7,12,Sweden,Romania,NA
6032,2018-07-08,Netherlands,19,12,Ukraine,Szeged,European Trophy,Final,277,101,5,7,Netherlands,Ukraine,NA
6033,2018-07-13,France,54,0,Moldova,Kazan,"Olympic Games Qualifier, Europe",Pool A,357,91,3,54,France,Moldova,NA
6034,2018-07-13,Poland,29,10,Italy,Kazan,"Olympic Games Qualifier, Europe",Pool A,118,143,2,19,Poland,Italy,NA
6035,2018-07-13,Spain,35,7,Czechia,Kazan,"Olympic Games Qualifier, Europe",Pool C,343,134,3,28,Spain,Czechia,NA
6036,2018-07-13,Ireland,48,0,Romania,Kazan,"Olympic Games Qualifier, Europe",Pool C,240,112,2,48,Ireland,Romania,NA
6037,2018-07-13,England,59,0,Germany,Kazan,"Olympic Games Qualifier, Europe",Pool B,363,145,13,59,England,Germany,NA
6038,2018-07-13,Russia,29,0,Sweden,Kazan,"Olympic Games Qualifier, Europe",Pool B,333,142,6,29,Russia,Sweden,NA
6039,2018-07-13,France,48,0,Italy,Kazan,"Olympic Games Qualifier, Europe",Pool A,358,144,14,48,France,Italy,NA
6040,2018-07-13,Poland,33,5,Moldova,Kazan,"Olympic Games Qualifier, Europe",Pool A,119,92,4,28,Poland,Moldova,NA
6041,2018-07-13,Spain,35,0,Romania,Kazan,"Olympic Games Qualifier, Europe",Pool C,344,113,3,35,Spain,Romania,NA
6042,2018-07-13,Ireland,50,0,Czechia,Kazan,"Olympic Games Qualifier, Europe",Pool C,241,135,2,50,Ireland,Czechia,NA
6043,2018-07-13,England,50,0,Sweden,Kazan,"Olympic Games Qualifier, Europe",Pool B,364,143,9,50,England,Sweden,NA
6044,2018-07-13,Russia,55,0,Germany,Kazan,"Olympic Games Qualifier, Europe",Pool B,334,146,9,55,Russia,Germany,NA
6045,2018-07-13,France,31,5,Poland,Kazan,"Olympic Games Qualifier, Europe",Pool A,359,120,1,26,France,Poland,NA
6046,2018-07-13,Italy,38,0,Moldova,Kazan,"Olympic Games Qualifier, Europe",Pool A,145,93,4,38,Italy,Moldova,NA
6047,2018-07-13,Spain,19,5,Ireland,Kazan,"Olympic Games Qualifier, Europe",Pool C,345,242,23,14,Spain,Ireland,NA
6048,2018-07-13,Romania,34,5,Czechia,Kazan,"Olympic Games Qualifier, Europe",Pool C,114,136,9,29,Romania,Czechia,NA
6049,2018-07-13,Germany,5,29,Sweden,Kazan,"Olympic Games Qualifier, Europe",Pool B,147,144,10,24,Sweden,Germany,NA
6050,2018-07-13,Russia,26,5,England,Kazan,"Olympic Games Qualifier, Europe",Pool B,335,365,33,21,Russia,England,NA
6051,2018-07-20,Fiji,12,19,Spain,San Francisco,World Cup,First round,241,346,15,7,Spain,Fiji,NA
6052,2018-07-20,France,33,7,Japan,San Francisco,World Cup,First round,360,345,9,26,France,Japan,NA
6053,2018-07-20,Russia,24,14,South Africa,San Francisco,World Cup,First round,336,167,9,10,Russia,South Africa,NA
6054,2018-07-20,Canada,43,19,Brazil,San Francisco,World Cup,First round,290,266,15,24,Canada,Brazil,NA
6055,2018-07-20,Australia,35,5,Papua New Guinea,San Francisco,World Cup,First round,339,120,10,30,Australia,Papua New Guinea,NA
6056,2018-07-20,New Zealand,57,0,Mexico,San Francisco,World Cup,First round,259,91,1,57,New Zealand,Mexico,NA
6057,2018-07-20,England,14,19,Ireland,San Francisco,World Cup,First round,366,243,18,5,Ireland,England,NA
6058,2018-07-20,United States,38,7,China,San Francisco,World Cup,First round,312,347,14,31,United States,China,NA
6059,2018-07-20,England,59,0,Mexico,San Francisco,World Cup,9th-16th Place Quarter-final,367,92,1,59,England,Mexico,NA
6060,2018-07-20,Fiji,43,0,Papua New Guinea,San Francisco,World Cup,9th-16th Place Quarter-final,242,121,11,43,Fiji,Papua New Guinea,NA
6061,2018-07-20,Japan,19,14,Brazil,San Francisco,World Cup,9th-16th Place Quarter-final,346,267,12,5,Japan,Brazil,NA
6062,2018-07-20,China,29,5,South Africa,San Francisco,World Cup,9th-16th Place Quarter-final,348,168,13,24,China,South Africa,NA
6063,2018-07-20,Ireland,0,45,New Zealand,San Francisco,World Cup,Quarter-Final,244,260,10,45,New Zealand,Ireland,NA
6064,2018-07-20,Spain,0,34,Australia,San Francisco,World Cup,Quarter-Final,347,340,21,34,Australia,Spain,NA
6065,2018-07-20,France,24,19,Canada,San Francisco,World Cup,Quarter-Final,361,291,25,5,France,Canada,NA
6066,2018-07-20,United States,33,17,Russia,San Francisco,World Cup,Quarter-Final,313,337,22,16,United States,Russia,NA
6067,2018-07-21,Mexico,0,34,South Africa,San Francisco,World Cup,13th-16th Place Semi-final,93,169,4,34,South Africa,Mexico,NA
6068,2018-07-21,Papua New Guinea,12,15,Brazil,San Francisco,World Cup,13th-16th Place Semi-final,122,268,2,3,Brazil,Papua New Guinea,NA
6069,2018-07-21,England,38,0,China,San Francisco,World Cup,9th-12th Place Semi-Final,368,349,7,38,England,China,NA
6070,2018-07-21,Fiji,14,15,Japan,San Francisco,World Cup,9th-12th Place Semi-Final,243,347,8,1,Japan,Fiji,NA
6071,2018-07-21,Ireland,20,15,Russia,San Francisco,World Cup,5th-8th Place Semi Final,245,338,17,5,Ireland,Russia,NA
6072,2018-07-21,Spain,26,13,Canada,San Francisco,World Cup,5th-8th Place Semi Final,348,292,15,13,Spain,Canada,NA
6073,2018-07-21,Australia,12,19,France,San Francisco,World Cup,Semi-Final,341,362,22,7,France,Australia,NA
6074,2018-07-21,New Zealand,26,21,United States,San Francisco,World Cup,Semi-Final,261,314,32,5,New Zealand,United States,NA
6075,2018-07-21,Mexico,0,32,Papua New Guinea,San Francisco,World Cup,15th Place Match,94,123,2,32,Papua New Guinea,Mexico,NA
6076,2018-07-21,South Africa,0,22,Brazil,San Francisco,World Cup,13th Place Match,170,269,8,22,Brazil,South Africa,NA
6077,2018-07-21,China,0,38,Fiji,San Francisco,World Cup,11th Place Match,350,244,10,38,Fiji,China,NA
6078,2018-07-21,England,31,5,Japan,San Francisco,World Cup,9th Place Match,369,348,13,26,England,Japan,NA
6079,2018-07-21,Russia,10,22,Canada,San Francisco,World Cup,7th Place Match,339,293,29,12,Canada,Russia,NA
6080,2018-07-21,Ireland,7,12,Spain,San Francisco,World Cup,5th Place Match,246,349,24,5,Spain,Ireland,NA
6081,2018-07-21,United States,14,24,Australia,San Francisco,World Cup,3rd Place Match,315,342,26,10,Australia,United States,NA
6082,2018-07-21,New Zealand,29,0,France,San Francisco,World Cup,Final,262,363,22,29,New Zealand,France,NA
6083,2018-08-01,Colombia,30,0,Jamaica,Barranquilla,Central American & Caribbean Games,Group Stage,131,76,2,30,Colombia,Jamaica,NA
6084,2018-08-01,Mexico,0,17,Venezuela,Barranquilla,Central American & Caribbean Games,Group Stage,95,108,3,17,Venezuela,Mexico,NA
6085,2018-08-01,Mexico,32,5,Jamaica,Barranquilla,Central American & Caribbean Games,Group Stage,96,77,8,27,Mexico,Jamaica,NA
6086,2018-08-01,Colombia,41,0,Guatemala,Barranquilla,Central American & Caribbean Games,Group Stage,132,22,1,41,Colombia,Guatemala,NA
6087,2018-08-01,Venezuela,27,5,Guatemala,Barranquilla,Central American & Caribbean Games,Group Stage,109,23,1,22,Venezuela,Guatemala,NA
6088,2018-08-01,Colombia,24,7,Mexico,Barranquilla,Central American & Caribbean Games,Group Stage,133,97,4,17,Colombia,Mexico,NA
6089,2018-08-02,Guatemala,0,48,Mexico,Barranquilla,Central American & Caribbean Games,Group Stage,24,98,1,48,Mexico,Guatemala,NA
6090,2018-08-02,Jamaica,10,19,Venezuela,Barranquilla,Central American & Caribbean Games,Group Stage,78,110,2,9,Venezuela,Jamaica,NA
6091,2018-08-02,Colombia,19,12,Venezuela,Barranquilla,Central American & Caribbean Games,Group Stage,134,111,23,7,Colombia,Venezuela,NA
6092,2018-08-02,Jamaica,24,0,Guatemala,Barranquilla,Central American & Caribbean Games,Group Stage,79,25,1,24,Jamaica,Guatemala,NA
6093,2018-08-02,Jamaica,41,5,Guatemala,Barranquilla,Central American & Caribbean Games,5th Place Match,80,26,2,36,Jamaica,Guatemala,NA
6094,2018-08-02,Colombia,20,0,Venezuela,Barranquilla,Central American & Caribbean Games,Final,135,112,24,20,Colombia,Venezuela,NA
6095,2018-08-30,China,69,0,South Korea,Jakarta Palembang,Asian Games,Pool A,351,79,7,69,China,South Korea,NA
6096,2018-08-30,Hong Kong,26,7,Singapore,Jakarta Palembang,Asian Games,Pool A,170,241,21,19,Hong Kong,Singapore,NA
6097,2018-08-30,Singapore,22,17,South Korea,Jakarta Palembang,Asian Games,Pool A,242,80,9,5,Singapore,South Korea,NA
6098,2018-08-30,China,32,7,Hong Kong,Jakarta Palembang,Asian Games,Pool A,352,279,32,25,China,Hong Kong,NA
6099,2018-08-30,Japan,65,0,Indonesia,Jakarta Palembang,Asian Games,Pool B,349,17,1,65,Japan,Indonesia,NA
6100,2018-08-30,Kazakhstan,20,5,Thailand,Jakarta Palembang,Asian Games,Pool B,213,225,21,15,Kazakhstan,Thailand,NA
6101,2018-08-30,Thailand,53,5,Indonesia,Jakarta Palembang,Asian Games,Pool B,226,18,1,48,Thailand,Indonesia,NA
6102,2018-08-30,Japan,31,21,Kazakhstan,Jakarta Palembang,Asian Games,Pool B,350,214,23,10,Japan,Kazakhstan,NA
6103,2018-08-31,China,41,0,Singapore,Jakarta Palembang,Asian Games,Pool A,353,243,19,41,China,Singapore,NA
6104,2018-08-31,Hong Kong,38,0,South Korea,Jakarta Palembang,Asian Games,Pool A,280,81,7,38,Hong Kong,South Korea,NA
6105,2018-08-31,Japan,26,0,Thailand,Jakarta Palembang,Asian Games,Pool B,351,227,22,26,Japan,Thailand,NA
6106,2018-08-31,Kazakhstan,54,0,Indonesia,Jakarta Palembang,Asian Games,Pool B,215,19,1,54,Kazakhstan,Indonesia,NA
6107,2018-08-31,China,43,7,Indonesia,Jakarta Palembang,Asian Games,Quarter-Final,354,20,1,36,China,Indonesia,NA
6108,2018-08-31,Singapore,0,34,Kazakhstan,Jakarta Palembang,Asian Games,Quarter-Final,244,216,19,34,Kazakhstan,Singapore,NA
6109,2018-08-31,Hong Kong,5,17,Thailand,Jakarta Palembang,Asian Games,Quarter-Final,281,228,30,12,Thailand,Hong Kong,NA
6110,2018-08-31,South Korea,7,35,Japan,Jakarta Palembang,Asian Games,Quarter-Final,82,352,6,28,Japan,South Korea,NA
6111,2018-09-01,Indonesia,0,51,Hong Kong,Jakarta Palembang,Asian Games,5th-8th Place Semi Final,21,282,2,51,Hong Kong,Indonesia,NA
6112,2018-09-01,Singapore,17,7,South Korea,Jakarta Palembang,Asian Games,5th-8th Place Semi Final,245,83,10,10,Singapore,South Korea,NA
6113,2018-09-01,China,29,5,Thailand,Jakarta Palembang,Asian Games,Semi-Final,355,229,28,24,China,Thailand,NA
6114,2018-09-01,Kazakhstan,12,26,Japan,Jakarta Palembang,Asian Games,Semi-Final,217,353,24,14,Japan,Kazakhstan,NA
6115,2018-09-01,Indonesia,0,27,South Korea,Jakarta Palembang,Asian Games,7th Place Match,22,84,2,27,South Korea,Indonesia,NA
6116,2018-09-01,Hong Kong,45,0,Singapore,Jakarta Palembang,Asian Games,5th place Match,283,246,22,45,Hong Kong,Singapore,NA
6117,2018-09-01,Thailand,7,29,Kazakhstan,Jakarta Palembang,Asian Games,3rd Place Match,230,218,22,22,Kazakhstan,Thailand,NA
6118,2018-09-01,China,5,7,Japan,Jakarta Palembang,Asian Games,Final,356,354,37,2,Japan,China,NA
6119,2018-09-01,France,22,0,Germany,Kazan,European Grand Prix,Pool A,364,148,5,22,France,Germany,NA
6120,2018-09-01,Spain,0,12,Belgium,Kazan,European Grand Prix,Pool A,350,141,8,12,Belgium,Spain,NA
6121,2018-09-01,Ireland,14,17,Poland,Kazan,European Grand Prix,Pool C,247,121,4,3,Poland,Ireland,NA
6122,2018-09-01,England,17,17,Italy,Kazan,European Grand Prix,Pool C,370,146,9,0,Draw,Draw,NA
6123,2018-09-01,Wales,14,29,Scotland,Kazan,European Grand Prix,Pool B,117,84,5,15,Scotland,Wales,NA
6124,2018-09-01,Russia,38,0,Portugal,Kazan,European Grand Prix,Pool B,340,154,13,38,Russia,Portugal,NA
6125,2018-09-01,France,17,5,Spain,Kazan,European Grand Prix,Pool A,365,351,36,12,France,Spain,NA
6126,2018-09-01,Belgium,40,0,Germany,Kazan,European Grand Prix,Pool A,142,149,6,40,Belgium,Germany,NA
6127,2018-09-01,Ireland,12,7,Italy,Kazan,European Grand Prix,Pool C,248,147,10,5,Ireland,Italy,NA
6128,2018-09-01,England,14,24,Poland,Kazan,European Grand Prix,Pool C,371,122,2,10,Poland,England,NA
6129,2018-09-01,Wales,26,12,Portugal,Kazan,European Grand Prix,Pool B,118,155,7,14,Wales,Portugal,NA
6130,2018-09-01,Russia,47,0,Scotland,Kazan,European Grand Prix,Pool B,341,85,3,47,Russia,Scotland,NA
6131,2018-09-01,France,17,14,Spain,Kazan,European Grand Prix,Pool A,366,352,37,3,France,Spain,NA
6132,2018-09-01,Spain,26,0,Germany,Kazan,European Grand Prix,Pool A,353,150,7,26,Spain,Germany,NA
6133,2018-09-01,Ireland,27,0,England,Kazan,European Grand Prix,Pool C,249,372,19,27,Ireland,England,NA
6134,2018-09-01,Italy,19,14,Poland,Kazan,European Grand Prix,Pool C,148,123,3,5,Italy,Poland,NA
6135,2018-09-01,Scotland,21,10,Portugal,Kazan,European Grand Prix,Pool B,86,156,7,11,Scotland,Portugal,NA
6136,2018-09-01,Russia,41,7,Wales,Kazan,European Grand Prix,Pool B,342,119,6,34,Russia,Wales,NA
6137,2018-09-02,France,31,0,Spain,Kazan,European Grand Prix,Quarter-Final,367,354,38,31,France,Spain,NA
6138,2018-09-02,Russia,37,0,Italy,Kazan,European Grand Prix,Quarter-Final,343,149,14,37,Russia,Italy,NA
6139,2018-09-02,Poland,22,12,Belgium,Kazan,European Grand Prix,Quarter-Final,124,143,5,10,Poland,Belgium,NA
6140,2018-09-02,Scotland,17,15,Ireland,Kazan,European Grand Prix,Quarter-Final,87,250,6,2,Scotland,Ireland,NA
6141,2018-09-02,Wales,40,7,Germany,Kazan,European Grand Prix,9th-12th Place Semi-Final,120,151,7,33,Wales,Germany,NA
6142,2018-09-02,England,57,0,Portugal,Kazan,European Grand Prix,9th-12th Place Semi-Final,373,157,12,57,England,Portugal,NA
6143,2018-09-02,Spain,5,14,Ireland,Kazan,European Grand Prix,5th-8th Place Semi Final,355,251,25,9,Ireland,Spain,NA
6144,2018-09-02,Italy,17,7,Belgium,Kazan,European Grand Prix,5th-8th Place Semi Final,150,144,7,10,Italy,Belgium,NA
6145,2018-09-02,France,24,22,Scotland,Kazan,European Grand Prix,Semi-Final,368,88,3,2,France,Scotland,NA
6146,2018-09-02,Russia,39,0,Poland,Kazan,European Grand Prix,Semi-Final,344,125,3,39,Russia,Poland,NA
6147,2018-09-02,Germany,10,0,Portugal,Kazan,European Grand Prix,11th Place Match,152,158,11,10,Germany,Portugal,NA
6148,2018-09-02,Wales,12,5,England,Kazan,European Grand Prix,9th Place Match,121,374,15,7,Wales,England,NA
6149,2018-09-02,Spain,5,12,Belgium,Kazan,European Grand Prix,7th Place Match,356,145,9,7,Belgium,Spain,NA
6150,2018-09-02,Ireland,28,10,Italy,Kazan,European Grand Prix,5th Place Match,252,151,11,18,Ireland,Italy,NA
6151,2018-09-02,Scotland,19,12,Poland,Kazan,European Grand Prix,3rd Place Match,89,126,3,7,Scotland,Poland,NA
6152,2018-09-02,France,5,34,Russia,Kazan,European Grand Prix,Final,369,345,34,29,Russia,France,NA
6153,2018-09-14,Kazakhstan,36,0,Sri Lanka,Hong Kong,Asian Sevens,Pool D,219,104,10,36,Kazakhstan,Sri Lanka,NA
6154,2018-09-14,China,31,0,Singapore,Hong Kong,Asian Sevens,Pool D,357,247,20,31,China,Singapore,NA
6155,2018-09-14,Hong Kong,22,7,Thailand,Hong Kong,Asian Sevens,Pool C,284,231,31,15,Hong Kong,Thailand,NA
6156,2018-09-14,Japan,48,0,South Korea,Hong Kong,Asian Sevens,Pool C,355,85,7,48,Japan,South Korea,NA
6157,2018-09-14,Sri Lanka,17,5,Singapore,Hong Kong,Asian Sevens,Pool D,105,248,16,12,Sri Lanka,Singapore,NA
6158,2018-09-14,China,21,14,Kazakhstan,Hong Kong,Asian Sevens,Pool D,358,220,32,7,China,Kazakhstan,NA
6159,2018-09-14,Thailand,24,12,South Korea,Hong Kong,Asian Sevens,Pool C,232,86,9,12,Thailand,South Korea,NA
6160,2018-09-14,Japan,31,7,Hong Kong,Hong Kong,Asian Sevens,Pool C,356,285,32,24,Japan,Hong Kong,NA
6161,2018-09-15,China,36,0,Sri Lanka,Hong Kong,Asian Sevens,Pool D,359,106,15,36,China,Sri Lanka,NA
6162,2018-09-15,Kazakhstan,24,10,Singapore,Hong Kong,Asian Sevens,Pool D,221,249,20,14,Kazakhstan,Singapore,NA
6163,2018-09-15,Japan,31,0,Thailand,Hong Kong,Asian Sevens,Pool C,357,233,23,31,Japan,Thailand,NA
6164,2018-09-15,Hong Kong,34,0,South Korea,Hong Kong,Asian Sevens,Pool C,286,87,8,34,Hong Kong,South Korea,NA
6165,2018-09-15,South Korea,15,21,Sri Lanka,Hong Kong,Asian Sevens,5th-8th Place Semi Final,88,107,4,6,Sri Lanka,South Korea,NA
6166,2018-09-15,Thailand,19,5,Singapore,Hong Kong,Asian Sevens,5th-8th Place Semi Final,234,250,27,14,Thailand,Singapore,NA
6167,2018-09-15,Japan,21,15,Kazakhstan,Hong Kong,Asian Sevens,Semi-Final,358,222,25,6,Japan,Kazakhstan,NA
6168,2018-09-15,Hong Kong,14,19,China,Hong Kong,Asian Sevens,Semi-Final,287,360,33,5,China,Hong Kong,NA
6169,2018-09-15,South Korea,0,27,Singapore,Hong Kong,Asian Sevens,7th Place Match,89,251,11,27,Singapore,South Korea,NA
6170,2018-09-15,Sri Lanka,22,10,Thailand,Hong Kong,Asian Sevens,5th Place Match,108,235,13,12,Sri Lanka,Thailand,NA
6171,2018-09-15,Kazakhstan,14,5,Hong Kong,Hong Kong,Asian Sevens,3rd Place Match,223,288,27,9,Kazakhstan,Hong Kong,NA
6172,2018-09-15,Japan,12,7,China,Hong Kong,Asian Sevens,Final,359,361,38,5,Japan,China,NA
6173,2018-09-22,Mexico,50,0,Barbados,"St James, Barbados",Rugby Americas North Championship,Pool A,99,28,3,50,Mexico,Barbados,NA
6174,2018-09-22,Guyana,0,25,Saint Lucia,"St James, Barbados",Rugby Americas North Championship,Pool A,60,37,9,25,Saint Lucia,Guyana,NA
6175,2018-09-22,Jamaica,78,0,Curaçao,"St James, Barbados",Rugby Americas North Championship,Pool B,81,6,3,78,Jamaica,Curaçao,NA
6176,2018-09-22,Trinidad & Tobago,42,0,Bahamas,"St James, Barbados",Rugby Americas North Championship,Pool B,85,26,4,42,Trinidad & Tobago,Bahamas,NA
6177,2018-09-22,Dominican Republic,38,0,Barbados,"St James, Barbados",Rugby Americas North Championship,Pool A,11,29,1,38,Dominican Republic,Barbados,NA
6178,2018-09-22,Mexico,20,5,Saint Lucia,"St James, Barbados",Rugby Americas North Championship,Pool A,100,38,6,15,Mexico,Saint Lucia,NA
6179,2018-09-22,Jamaica,17,7,Bahamas,"St James, Barbados",Rugby Americas North Championship,Pool B,82,27,3,10,Jamaica,Bahamas,NA
6180,2018-09-22,Bermuda,49,0,Curaçao,"St James, Barbados",Rugby Americas North Championship,Pool B,30,7,2,49,Bermuda,Curaçao,NA
6181,2018-09-22,Dominican Republic,14,5,Mexico,"St James, Barbados",Rugby Americas North Championship,Pool A,12,101,3,9,Dominican Republic,Mexico,NA
6182,2018-09-22,Guyana,42,0,Barbados,"St James, Barbados",Rugby Americas North Championship,Pool A,61,30,4,42,Guyana,Barbados,NA
6183,2018-09-22,Bermuda,0,40,Jamaica,"St James, Barbados",Rugby Americas North Championship,Pool B,31,83,7,40,Jamaica,Bermuda,NA
6184,2018-09-22,Trinidad & Tobago,78,0,Curaçao,"St James, Barbados",Rugby Americas North Championship,Pool B,86,8,2,78,Trinidad & Tobago,Curaçao,NA
6185,2018-09-22,Barbados,5,29,Saint Lucia,"St James, Barbados",Rugby Americas North Championship,Pool A,31,39,4,24,Saint Lucia,Barbados,NA
6186,2018-09-22,Dominican Republic,7,7,Guyana,"St James, Barbados",Rugby Americas North Championship,Pool A,13,62,3,0,Draw,Draw,NA
6187,2018-09-22,Bermuda,0,34,Trinidad & Tobago,"St James, Barbados",Rugby Americas North Championship,Pool B,32,87,4,34,Trinidad & Tobago,Bermuda,NA
