test_no,date,team_1,score_1,score_2,team_2,venue,home_test_no,away_test_no,series_no,tournament,margin_of_victory,home_away_win,winner,loser
748,2009-03-22,Italy,10,14,France,"Stadio Primo Nebiolo, Torino",76,134,9,6 Nations,4,A,France,Italy
749,2009-04-25,Sweden,0,24,Netherlands,Norrköping,53,94,11,Friendly,24,A,Netherlands,Sweden
750,2009-04-26,Sweden,3,7,Netherlands,Norrköping,54,95,12,Friendly,4,A,Netherlands,Sweden
751,2009-05-17,Belgium,0,100,Netherlands,"Körsangens IP, Enköping,",21,96,6,FIRA,100,N,Netherlands,Belgium
752,2009-05-17,Germany,0,74,Spain,"Kristinebergs IP, Stockholm",56,93,2,FIRA,74,N,Spain,Germany
753,2009-05-17,Russia,0,84,Scotland,"Körsangens IP, Enköping, Uppsala",30,121,2,FIRA,84,N,Scotland,Russia
754,2009-05-17,Sweden,16,14,Italy,"Kristinebergs IP, Stockholm",55,77,7,FIRA,2,H,Sweden,Italy
755,2009-05-20,Belgium,0,71,Scotland,"Kristinebergs IP, Stockholm",22,122,1,FIRA,71,N,Scotland,Belgium
756,2009-05-20,Germany,0,47,Italy,"Körsangens IP, Enköping, Uppsala",57,78,6,FIRA,47,N,Italy,Germany
757,2009-05-20,Netherlands,34,0,Russia,"Kristinebergs IP, Stockholm",97,31,3,FIRA,34,N,Netherlands,Russia
758,2009-05-20,Sweden,11,6,Spain,"Körsangens IP, Enköping, Uppsala",56,94,3,FIRA,5,H,Sweden,Spain
759,2009-05-23,Belgium,11,29,Russia,"Körsangens IP, Enköping, Uppsala",23,32,3,FIRA,18,N,Russia,Belgium
760,2009-05-23,Sweden,38,6,Germany,"Kristinebergs IP, Stockholm",57,58,9,FIRA,32,H,Sweden,Germany
761,2009-05-23,Netherlands,18,38,Scotland,"Körsangens IP, Enköping, Uppsala",98,123,4,FIRA,20,N,Scotland,Netherlands
762,2009-05-23,Italy,7,12,Spain,"Kristinebergs IP, Stockholm",79,95,8,FIRA,5,N,Spain,Italy
763,2009-06-21,Barbados,3,54,Cayman Islands,"Bridgetown, Barbados",1,6,1,"NAWIRA",51,A,Cayman Islands,Barbados
764,2009-06-21,St Vincent,0,90,Trinidad and Tobago,"Bridgetown, Barbados",1,9,1,"NAWIRA",90,N,Trinidad and Tobago,St Vincent
765,2009-06-24,Barbados,0,78,Trinidad and Tobago,"Bridgetown, Barbados",2,10,1,"NAWIRA",78,A,Trinidad and Tobago,Barbados
766,2009-06-24,Cayman Islands,76,0,St Vincent,"Bridgetown, Barbados",7,2,1,"NAWIRA",76,N,Cayman Islands,St Vincent
767,2009-06-27,Barbados,49,0,St Vincent,"Bridgetown, Barbados",3,3,1,"NAWIRA",49,H,Barbados,St Vincent
768,2009-06-27,Cayman Islands,0,48,Trinidad and Tobago,"Bridgetown, Barbados",8,11,2,"NAWIRA",48,N,Trinidad and Tobago,Cayman Islands
769,2009-06-27,United States,17,25,Canada,"Infinity Park, Glendale, Colorado",63,70,20,Friendly,8,A,Canada,United States
770,2009-08-07,Samoa,0,87,Australia,Apia,14,27,1,World Cup,87,A,Australia,Samoa
771,2009-08-10,France,17,17,South Africa,"Appleby College, Oakville, Ontario",135,12,1,Nations Cup,0,N,Draw,Draw
772,2009-08-10,England,36,7,United States,"Appleby College, Oakville, Ontario",154,64,10,Nations Cup,29,N,England,United States
773,2009-08-13,England,43,8,France,"Appleby College, Oakville, Ontario",155,136,25,Nations Cup,35,N,England,France
774,2009-08-13,Canada,35,17,South Africa,"Appleby College, Oakville, Ontario",71,13,1,Nations Cup,18,H,Canada,South Africa
775,2009-08-15,Kenya,38,5,Uganda,Nairobi,5,7,5,Elgon Cup,33,H,Kenya,Uganda
776,2009-08-16,South Africa,0,39,United States,"Appleby College, Oakville, Ontario",14,65,1,Nations Cup,39,N,United States,South Africa
777,2009-08-16,Canada,7,12,France,"Appleby College, Oakville, Ontario",72,137,7,Nations Cup,5,A,France,Canada
778,2009-08-19,England,25,0,South Africa,"Appleby College, Oakville, Ontario",156,15,3,Nations Cup,25,N,England,South Africa
779,2009-08-19,Canada,10,15,United States,"Appleby College, Oakville, Ontario",73,66,21,Nations Cup,5,A,United States,Canada
780,2009-08-22,France,15,15,United States,"Fletcher’s Fields, Toronto",138,67,3,Nations Cup,0,N,Draw,Draw
781,2009-08-22,Canada,0,22,England,"Fletcher’s Fields, Toronto",74,157,15,Nations Cup,22,A,England,Canada
782,2009-08-29,Uganda,12,5,Kenya,Kampala,8,6,6,Elgon Cup,7,H,Uganda,Kenya
783,2009-10-03,Singapore,63,0,Malaysia,Yio Chu Kang Stadium,10,1,1,Friendly,63,H,Singapore,Malaysia
784,2009-10-10,Hong Kong,22,17,Singapore,"So Kan Poh Stadium, Hong Kong",12,11,4,Friendly,5,H,Hong Kong,Singapore
785,2009-11-04,Singapore,11,35,Japan,"Republic Polytechnic, Singapore",12,25,3,World Cup,24,A,Japan,Singapore
786,2009-10-24,Norway,5,22,Finland,"Ekeberg, Oslo",17,8,2,Regional Cup,17,A,Finland,Norway
787,2009-11-04,Hong Kong,14,58,Kazakhstan,"Republic Polytechnic, Singapore",13,43,1,World Cup,44,N,Kazakhstan,Hong Kong
788,2009-11-06,Singapore,3,16,Hong Kong,"Padang, Singapore",13,14,5,World Cup,13,A,Hong Kong,Singapore
789,2009-11-06,Japan,5,43,Kazakhstan,"Padang, Singapore",26,44,4,World Cup,38,N,Kazakhstan,Japan
790,2009-11-14,England,3,16,New Zealand,Esher,158,52,11,Friendly,13,A,New Zealand,England
791,2009-11-18,France,5,14,Canada,Dijon,139,75,8,Friendly,9,A,Canada,France
792,2009-11-21,England,10,3,New Zealand,Twickenham,159,53,12,Friendly,7,H,England,New Zealand
793,2009-11-21,France,22,0,Canada,"Stade de France, Paris",140,76,9,Friendly,22,H,France,Canada
794,2009-11-28,Wales,56,7,Sweden,"St Helen's, Swansea",126,58,2,Friendly,49,H,Wales,Sweden
795,2010-01-12,United States,8,18,Canada,"Lakeland, Florida",68,77,22,Atlantic cup,10,A,Canada,United States
796,2010-01-16,United States,11,10,Canada,"Lakeland, Florida",69,78,23,Atlantic cup,1,H,United States,Canada
797,2010-02-05,Ireland,22,5,Italy,Ashbourne,98,80,8,6 Nations,17,H,Ireland,Italy
798,2010-02-06,England,31,0,Wales,Esher,160,127,27,6 Nations,31,H,England,Wales
799,2010-02-06,Scotland,10,8,France,Lasswade,124,141,16,6 Nations,2,H,Scotland,France
800,2010-02-12,France,19,9,Ireland,Blois,142,99,17,6 Nations,10,H,France,Ireland
801,2010-02-13,Italy,0,41,England,Parma,81,161,8,6 Nations,41,A,England,Italy
802,2010-02-14,Wales,28,12,Scotland,Bridgend,128,125,22,6 Nations,16,H,Wales,Scotland
803,2010-02-28,Wales,3,15,France,Bridgend,129,143,15,6 Nations,12,A,France,Wales
804,2010-02-28,Italy,6,6,Scotland,Colleferro,82,126,8,6 Nations,0,D,Draw,Draw
805,2010-02-28,England,22,5,Ireland,Esher,162,100,14,6 Nations,17,H,England,Ireland
806,2010-03-12,Ireland,18,3,Wales,Ashbourne,101,130,15,6 Nations,15,H,Ireland,Wales
807,2010-03-13,France,45,14,Italy,"Stade du Manoir, Montpellier",144,83,10,6 Nations,31,H,France,Italy
808,2010-03-13,Scotland,0,51,England,Meggetland,127,163,19,6 Nations,51,A,England,Scotland
809,2010-03-19,Ireland,15,3,Scotland,Ashbourne,102,128,18,6 Nations,12,H,Ireland,Scotland
810,2010-03-19,France,10,11,England,Rennes,145,164,26,6 Nations,1,A,England,France
811,2010-03-21,Wales,15,19,Italy,Bridgend,131,84,10,6 Nations,4,A,Italy,Wales
812,2010-04-02,Netherlands,19,0,Sweden,"Leiden, Netherlands",99,59,13,Friendly,19,H,Netherlands,Sweden
813,2010-04-04,Netherlands,20,7,Sweden,Amsterdam,100,60,14,Friendly,13,H,Netherlands,Sweden
814,2010-04-08,Kazakhstan,17,22,South Africa,"Al Ain Rugby Club, Dubai",45,16,2,Friendly,5,N,South Africa,Kazakhstan
815,2010-04-10,Kazakhstan,0,38,South Africa,"Al Ain Rugby Club, Dubai",46,17,3,Friendly,38,N,South Africa,Kazakhstan
816,2010-04-18,Netherlands,83,0,Germany,Maastrict,101,59,17,Friendly,83,H,Netherlands,Germany
817,2010-05-08,Germany,0,43,Italy,Sélestat,60,85,7,FIRA,43,N,Italy,Germany
818,2010-05-08,Uganda,10,10,Kenya,Kampala,9,7,7,Friendly,0,D,Draw,Draw
819,2010-05-08,Netherlands,12,26,Spain,Longwy,102,96,5,FIRA,14,N,Spain,Netherlands
820,2010-05-08,Russia,0,32,Sweden,Sélestat,33,61,3,FIRA,32,N,Sweden,Russia
821,2010-05-10,Belgium,0,74,Netherlands,Verdun,24,103,7,FIRA,74,N,Netherlands,Belgium
822,2010-05-10,Italy,33,0,Russia,Colmar,86,34,4,FIRA,33,N,Italy,Russia
823,2010-05-10,Germany,0,29,Sweden,Colmar,61,62,10,FIRA,29,N,Sweden,Germany
824,2010-05-12,Belgium,0,66,Spain,Metz,25,97,1,FIRA,66,N,Spain,Belgium
825,2010-05-12,Italy,10,0,Sweden,Haguenau,87,63,8,FIRA,10,N,Italy,Sweden
826,2010-05-12,Germany,14,12,Russia,Haguenau,62,35,1,FIRA,2,N,Germany,Russia
827,2010-05-15,Belgium,5,5,Germany,Strasbourg Hautepierre,26,63,4,FIRA,0,N,Draw,Draw
828,2010-05-15,Netherlands,47,19,Sweden,Illkirch,104,64,15,FIRA,28,N,Netherlands,Sweden
829,2010-05-15,Italy,13,31,Spain,Strasbourg Meinau,88,98,9,FIRA,18,N,Spain,Italy
830,2010-05-22,Japan,17,0,Hong Kong,"Prince Chichibu Mem Sta, Tokyo",27,15,5,Friendly,17,H,Japan,Hong Kong
831,2010-05-22,Kenya,8,0,Uganda,Nairobi,8,10,8,Friendly,8,H,Kenya,Uganda
832,2010-06-05,Scotland,8,27,South Africa,Lasswade,129,18,1,Friendly,19,A,South Africa,Scotland
833,2010-06-12,Scotland,17,41,South Africa,Lasswade,130,19,2,Friendly,24,A,South Africa,Scotland
834,2010-06-14,Canada,14,8,United States,Shawnigan Lake,79,70,24,CanAm,6,H,Canada,United States
835,2010-06-18,Canada,34,22,United States,"Bear Mountain Stadium, Langford",80,71,25,CanAm,12,H,Canada,United States
836,2010-07-03,Uganda,8,5,Kenya,Kampala,11,9,9,Elgon Cup,3,H,Uganda,Kenya
837,2010-08-19,Bahamas,0,65,Caribbean XV,Nassau,1,1,1,Friendly,65,A,Caribbean XV,Bahamas
838,2010-07-10,Kenya,16,8,Uganda,Nairobi,10,12,10,Elgon Cup,8,H,Kenya,Uganda
839,2010-08-20,Canada,37,10,Scotland,"Surrey Sports Park, Guildford",81,131,5,World Cup,27,N,Canada,Scotland
840,2010-08-20,Australia,26,12,Wales,"Surrey Sports Park, Guildford",28,132,2,World Cup,14,N,Australia,Wales
841,2010-08-20,Kazakhstan,0,51,United States,"Surrey Sports Park, Guildford",47,72,1,World Cup,51,N,United States,Kazakhstan
842,2010-08-20,New Zealand,55,3,South Africa,"Surrey Sports Park, Guildford",54,20,1,World Cup,52,N,New Zealand,South Africa
843,2010-08-20,France,15,9,Sweden,"Surrey Sports Park, Guildford",146,65,4,World Cup,6,N,France,Sweden
844,2010-08-20,England,27,0,Ireland,"Surrey Sports Park, Guildford",165,103,15,World Cup,27,H,England,Ireland
845,2010-08-21,Bahamas,0,48,Cayman Islands,Nassau,2,9,1,"NACRA",48,A,Cayman Islands,Bahamas
846,2010-08-24,South Africa,15,10,Wales,"Surrey Sports Park, Guildford",21,133,4,World Cup,5,N,South Africa,Wales
847,2010-08-24,France,17,7,Scotland,"Surrey Sports Park, Guildford",147,132,17,World Cup,10,N,France,Scotland
848,2010-08-24,Canada,40,10,Sweden,"Surrey Sports Park, Guildford",82,66,1,World Cup,30,N,Canada,Sweden
849,2010-08-24,Australia,5,32,New Zealand,"Surrey Sports Park, Guildford",29,55,11,World Cup,27,N,New Zealand,Australia
850,2010-08-24,Ireland,22,12,United States,"Surrey Sports Park, Guildford",104,73,4,World Cup,10,N,Ireland,United States
851,2010-08-24,England,82,0,Kazakhstan,"Surrey Sports Park, Guildford",166,48,3,World Cup,82,H,England,Kazakhstan
852,2010-08-28,Scotland,32,5,Sweden,"Surrey Sports Park, Guildford",133,67,8,World Cup,27,N,Scotland,Sweden
853,2010-08-28,New Zealand,41,8,Wales,"Surrey Sports Park, Guildford",56,134,2,World Cup,33,N,New Zealand,Wales
854,2010-08-28,Canada,8,23,France,"Surrey Sports Park, Guildford",83,148,10,World Cup,15,N,France,Canada
855,2010-08-28,Australia,62,0,South Africa,"Surrey Sports Park, Guildford",30,22,2,World Cup,62,N,Australia,South Africa
856,2010-08-28,Ireland,37,3,Kazakhstan,"Surrey Sports Park, Guildford",105,49,4,World Cup,34,N,Ireland,Kazakhstan
857,2010-08-28,England,37,10,United States,"Surrey Sports Park, Guildford",167,74,11,World Cup,27,H,England,United States
858,2010-09-01,Kazakhstan,10,25,South Africa,"Surrey Sports Park, Guildford",50,23,4,World Cup,15,N,South Africa,Kazakhstan
859,2010-09-01,Sweden,10,32,Wales,"Surrey Sports Park, Guildford",68,135,3,World Cup,22,N,Wales,Sweden
860,2010-09-01,Canada,41,0,Scotland,"Surrey Sports Park, Guildford",84,134,6,World Cup,41,N,Canada,Scotland
861,2010-09-01,Ireland,3,40,United States,"Surrey Sports Park, Guildford",106,75,5,World Cup,37,N,United States,Ireland
862,2010-09-01,France,7,45,New Zealand,"Stoop Memorial Ground, Twickenham",149,57,4,World Cup,38,N,New Zealand,France
863,2010-09-01,England,15,0,Australia,"Stoop Memorial Ground, Twickenham",168,31,4,World Cup,15,H,England,Australia
864,2010-09-05,Kazakhstan,12,8,Sweden,"Surrey Sports Park, Guildford",51,69,4,World Cup,4,N,Kazakhstan,Sweden
865,2010-09-05,South Africa,17,29,Wales,"Surrey Sports Park, Guildford",24,136,5,World Cup,12,N,Wales,South Africa
866,2010-09-05,Ireland,32,8,Scotland,"Surrey Sports Park, Guildford",107,135,19,World Cup,24,N,Ireland,Scotland
867,2010-09-05,Canada,20,23,United States,"Surrey Sports Park, Guildford",85,76,26,World Cup,3,N,United States,Canada
868,2010-09-05,Australia,22,8,France,"Stoop Memorial Ground, Twickenham",32,150,3,World Cup,14,N,Australia,France
869,2010-09-05,England,10,13,New Zealand,"Stoop Memorial Ground, Twickenham",169,58,13,World Cup,3,A,New Zealand,England
870,2010-12-18,Malaysia,0,81,Hong Kong,Royal Selangor Club Kuala Lumpur,2,16,1,Friendly,81,A,Hong Kong,Malaysia
871,2011-01-03,Spain,28,13,Scotland,Madrid,99,136,16,Friendly,15,H,Spain,Scotland
872,2011-02-04,France,53,3,Scotland,"Stade Henri-Longuet, Viry-Chatillon",151,137,18,6 Nations,50,H,France,Scotland
873,2011-02-06,Italy,5,26,Ireland,Rovigo,89,108,9,6 Nations,21,A,Ireland,Italy
874,2011-02-06,Wales,0,19,England,"Pandy Park, Cross Keys",137,170,28,6 Nations,19,A,England,Wales
875,2011-02-11,Ireland,12,14,France,Ashbourne,109,152,18,6 Nations,2,A,France,Ireland
876,2011-02-12,England,68,5,Italy,Esher,171,90,9,6 Nations,63,H,England,Italy
877,2011-02-13,Scotland,12,41,Wales,West of Scotland RFC,138,138,23,6 Nations,29,A,Wales,Scotland
878,2011-02-26,Scotland,5,22,Ireland,Lasswade,139,110,20,6 Nations,17,A,Ireland,Scotland
879,2011-02-27,Italy,12,8,Wales,La Spezia,91,139,11,6 Nations,4,H,Italy,Wales
880,2011-02-27,England,16,3,France,Worcester,172,153,27,6 Nations,13,H,England,France
881,2011-03-13,Italy,20,28,France,Benevento,92,154,11,6 Nations,8,A,France,Italy
882,2011-03-13,Wales,15,14,Ireland,"Pandy Park, Cross Keys",140,111,16,6 Nations,1,H,Wales,Ireland
883,2011-03-13,England,89,0,Scotland,Twickenham,173,140,20,6 Nations,89,H,England,Scotland
884,2011-03-18,Ireland,0,31,England,Ashbourne,112,174,16,6 Nations,31,A,England,Ireland
885,2011-03-19,France,15,0,Wales,Bourgoin,155,141,16,6 Nations,15,H,France,Wales
886,2011-03-20,Scotland,0,26,Italy,"Meggetland, Edinburgh",141,93,9,6 Nations,26,A,Italy,Scotland
887,2011-04-30,Hong Kong,0,15,Japan,Hong Kong,17,28,6,Friendly,15,A,Japan,Hong Kong
888,2011-04-30,Netherlands,10,17,Russia,INEF Bastiagueiro,105,36,4,FIRA,7,N,Russia,Netherlands
889,2011-04-30,Spain,119,0,Finland,University of  Coruña,100,9,1,FIRA,119,H,Spain,Finland
890,2011-05-02,Finland,0,20,Sweden,"A Malata, Ferrol",10,70,1,FIRA,20,N,Sweden,Finland
891,2011-05-04,Spain,18,3,Sweden,University of  Coruña,101,71,4,FIRA,15,H,Spain,Sweden
892,2011-05-07,Finland,5,22,Russia,INEF Bastiagueiro,11,37,2,FIRA,17,N,Russia,Finland
893,2011-05-07,Netherlands,21,5,Sweden,INEF Bastiagueiro,106,72,16,FIRA,16,N,Netherlands,Sweden
894,2011-05-14,Kazakhstan,58,3,Uzbekistan,Kazakh National University,52,4,2,Friendly,55,H,Kazakhstan,Uzbekistan
895,2011-05-21,Hong Kong,53,8,Singapore,Hong Kong,18,14,6,Friendly,45,H,Hong Kong,Singapore
896,2011-07-09,Kenya,22,10,Uganda,Nairobi,11,13,11,Elgon Cup,12,H,Kenya,Uganda
897,2011-07-10,Caribbean XV,0,94,Trinidad and Tobago,Grand Cayman,2,12,1,"NACRA",94,N,Trinidad and Tobago,Caribbean XV
898,2011-07-10,Cayman Islands,12,15,Jamaica,Grand Cayman,10,10,4,"NACRA",3,A,Jamaica,Cayman Islands
899,2011-07-12,Jamaica,5,37,Trinidad and Tobago,Grand Cayman,11,13,5,"NACRA",32,N,Trinidad and Tobago,Jamaica
900,2011-07-12,Cayman Islands,27,12,Caribbean XV,Grand Cayman,11,3,1,"NACRA",15,H,Cayman Islands,Caribbean XV
901,2011-07-14,Caribbean XV,13,44,Jamaica,Grand Cayman,4,12,1,"NACRA",31,N,Jamaica,Caribbean XV
902,2011-07-15,Cayman Islands,0,50,Trinidad and Tobago,Grand Cayman,12,14,3,"NACRA",50,A,Trinidad and Tobago,Cayman Islands
903,2011-07-16,Uganda,29,10,Kenya,Kampala,14,12,12,Elgon Cup,19,H,Uganda,Kenya
904,2011-08-02,Canada,52,17,South Africa,"Appleby College, Oakville, Ontario",86,25,2,Nations Cup,35,H,Canada,South Africa
905,2011-08-02,England,15,11,United States,"Appleby College, Oakville, Ontario",175,77,12,Nations Cup,4,N,England,United States
906,2011-08-05,England,48,6,South Africa,"Chatham-Kent, Ontario",176,26,4,Nations Cup,42,N,England,South Africa
907,2011-08-05,Canada,35,17,United States,"Chatham-Kent, Ontario",87,78,27,Nations Cup,18,H,Canada,United States
908,2011-08-09,United States,23,26,South Africa,"Appleby College, Oakville, Ontario",79,27,2,Nations Cup,3,N,South Africa,United States
909,2011-08-09,Canada,10,22,England,"Appleby College, Oakville, Ontario",88,177,16,Nations Cup,12,A,England,Canada
910,2011-08-13,United States,29,9,South Africa,"Appleby College, Oakville, Ontario",80,28,3,Nations Cup,20,H,United States,South Africa
911,2011-08-13,Canada,19,41,England,"Appleby College, Oakville, Ontario",89,178,17,Nations Cup,22,A,England,Canada
912,2011-09-04,Belgium,7,15,Switzerland,"Kituro Rugby Club, Schaerbeek, Brussels",27,1,1,Friendly,8,A,Switzerland,Belgium
913,2011-10-29,France,37,0,Italy,"Stade des Arboras, Nice",156,94,12,Friendly,37,H,France,Italy
914,2011-11-05,France,16,15,England,"Stade Pierre-de-Coubertin, Châteaurenard",157,179,28,Friendly,1,H,France,England
915,2011-11-06,Netherlands,10,33,Scotland,Amsterdam,107,142,5,Friendly,23,A,Scotland,Netherlands
916,2011-11-24,Laos,0,38,Thailand,"Chao Anou Vong stadium, Vientiane, Laos",1,5,1,Asian Championship (Div II),38,A,Thailand,Laos
917,2011-11-24,China,36,0,Philippines,"Chao Anou Vong stadium, Vientiane, Laos",5,1,1,Asian Championship (Div II),36,N,China,Philippines
918,2011-11-25,Thailand,39,0,Philippines,"Chao Anou Vong stadium, Vientiane, Laos",6,2,1,Asian Championship (Div II),39,N,Thailand,Philippines
919,2011-11-25,Laos,0,66,China,"Chao Anou Vong stadium, Vientiane, Laos",2,6,1,Asian Championship (Div II),66,A,China,Laos
920,2011-11-26,Laos,12,20,Philippines,"Chao Anou Vong stadium, Vientiane, Laos",3,3,1,Asian Championship (Div II),8,A,Philippines,Laos
921,2011-11-26,China,38,0,Thailand,"Chao Anou Vong stadium, Vientiane, Laos",7,7,2,Asian Championship (Div II),38,N,China,Thailand
922,2011-11-26,England,10,0,New Zealand,Twickenham,180,59,14,Friendly,10,H,England,New Zealand
923,2011-12-06,England,21,7,New Zealand,Esher,181,60,15,Friendly,14,H,England,New Zealand
924,2011-12-10,England,8,8,New Zealand,Esher,182,61,16,Friendly,0,D,Draw,Draw
925,2012-02-05,France,32,0,Italy,"Stade Emile Pons, Riom",158,95,13,6 Nations,32,H,France,Italy
926,2012-02-05,Scotland,0,47,England,Lasswade,143,183,21,6 Nations,47,A,England,Scotland
927,2012-02-11,France,8,7,Ireland,"Stade de Hameau, Pau",159,113,19,6 Nations,1,H,France,Ireland
928,2012-02-12,Italy,3,43,England,"Recco, Genoa",96,184,10,6 Nations,40,A,England,Italy
929,2012-02-12,Wales,20,0,Scotland,Cross Keys,142,144,24,6 Nations,20,H,Wales,Scotland
930,2012-02-24,Ireland,40,10,Italy,Ashbourne,114,97,10,6 Nations,30,H,Ireland,Italy
931,2012-02-25,England,33,0,Wales,Twickenham,185,143,29,6 Nations,33,H,England,Wales
932,2012-02-25,Scotland,0,23,France,Stirling County,145,160,19,6 Nations,23,A,France,Scotland
933,2012-03-03,Ireland,36,0,Wales,Ashbourne,115,144,17,6 Nations,36,H,Ireland,Wales
934,2012-03-09,Ireland,20,0,Scotland,Ashbourne,116,146,21,6 Nations,20,H,Ireland,Scotland
935,2012-03-10,Wales,30,13,Italy,"Millennium Stadium, Cardiff",145,98,12,6 Nations,17,H,Wales,Italy
936,2012-03-11,France,3,15,England,"Stade Charlety, Paris",161,186,29,6 Nations,12,A,England,France
937,2012-03-17,England,23,6,Ireland,Esher,187,117,17,6 Nations,17,H,England,Ireland
938,2012-03-18,Italy,29,12,Scotland,"Pagani Stadium, Rovato, near Brescia",99,147,10,6 Nations,17,H,Italy,Scotland
939,2012-03-18,Wales,0,31,France,Cross Keys,146,162,17,6 Nations,31,A,France,Wales
940,2012-04-21,Uganda,15,6,Kenya,"Kyadondo Rugby Club, Kampala",15,13,13,Elgon Cup,9,H,Uganda,Kenya
941,2012-04-28,Kenya,15,3,Uganda,"RFUEA, Nairobi",14,16,14,Elgon Cup,12,H,Kenya,Uganda
942,2012-05-03,Netherlands,105,0,Finland,"Enkoping, Sweden",108,12,1,European Championship,105,N,Netherlands,Finland
943,2012-05-03,Sweden,67,0,Russia,"Enkoping, Sweden",73,38,4,European Championship,67,H,Sweden,Russia
944,2012-05-07,Finland,17,45,Russia,"Enkoping, Sweden",13,39,3,European Championship,28,N,Russia,Finland
945,2012-05-07,Sweden,10,3,Netherlands,"Enkoping, Sweden",74,109,17,European Championship,7,H,Sweden,Netherlands
946,2012-05-12,England,61,0,Spain,"Rovereto, Italy",188,102,15,European Championship,61,N,England,Spain
947,2012-05-12,Italy,19,22,France,"Rovereto, Italy",100,163,14,European Championship,3,A,France,Italy
948,2012-05-16,Italy,8,32,England,"Rovereto, Italy",101,189,11,European Championship,24,A,England,Italy
949,2012-05-16,France,60,3,Spain,"Rovereto, Italy",164,103,18,European Championship,57,N,France,Spain
950,2012-05-19,Japan,61,15,Hong Kong,"Chichibunomiya Rugby Stadium, Tokyo",29,19,7,Friendly,46,H,Japan,Hong Kong
951,2012-05-19,Italy,54,3,Spain,"Rovereto, Italy",102,104,10,European Championship,51,H,Italy,Spain
952,2012-05-19,England,29,25,France,"Rovereto, Italy",190,165,30,European Championship,4,N,England,France
953,2012-06-14,Laos,0,74,Singapore,"Manilla, Philippines",4,15,1,Asian Championship (Div II),74,N,Singapore,Laos
954,2012-06-14,Philippines,14,50,Thailand,"Manilla, Philippines",4,8,2,Asian Championship (Div II),36,A,Thailand,Philippines
955,2012-06-16,Philippines,55,0,Laos,"Manilla, Philippines",5,5,2,Asian Championship (Div II),55,H,Philippines,Laos
956,2012-06-16,Singapore,21,19,Thailand,"Manilla, Philippines",16,9,2,Asian Championship (Div II),2,N,Singapore,Thailand
957,2012-07-05,Japan,41,17,Hong Kong,"Kunshan, China",30,20,8,Asian Four Nations,24,N,Japan,Hong Kong
958,2012-07-05,China,0,51,Kazakhstan,"Kunshan, China",8,53,2,Asian Four Nations,51,A,Kazakhstan,China
959,2012-07-07,China,3,27,Hong Kong,"Kunshan, China",9,21,2,Asian Four Nations,24,A,Hong Kong,China
960,2012-07-07,Japan,8,17,Kazakhstan,"Kunshan, China",31,54,5,Asian Four Nations,9,N,Kazakhstan,Japan
961,2012-10-06,Finland,5,15,Switzerland,"Myllypuro Sports Park, Helsinki",14,2,1,Friendly,10,A,Switzerland,Finland
962,2012-11-03,England,23,13,France,Esher,191,166,31,Friendly,10,H,England,France
963,2012-11-18,Italy,20,34,United States,Centro Sportivo di Roma,103,81,1,Friendly,14,A,United States,Italy
964,2012-11-21,France,13,0,United States,"Stade Marcel Garcin, Orléans",167,82,4,Friendly,13,H,France,United States
965,2012-11-23,England,16,13,New Zealand,Esher,192,62,17,Friendly,3,H,England,New Zealand
966,2012-11-24,France,27,3,United States,"Stade de France, Paris",168,83,5,Friendly,24,H,France,United States
967,2012-11-27,England,17,8,New Zealand,Aldershot Military Stadium,193,63,18,Friendly,9,H,England,New Zealand
968,2012-12-01,England,32,23,New Zealand,Twickenham,194,64,19,Friendly,9,H,England,New Zealand
969,2012-12-09,Italy,29,12,Spain,"Centro di Preparazione Olimpica, Rome",104,105,11,Friendly,17,H,Italy,Spain
970,2012-12-12,Singapore,21,45,Hong Kong,Yio Chu Kang Stadium,17,22,7,Friendly,24,A,Hong Kong,Singapore
971,2012-12-15,Singapore,17,44,Hong Kong,Yio Chu Kang Stadium,18,23,8,Friendly,27,A,Hong Kong,Singapore
972,2013-02-02,Italy,13,12,France,"Rovato, Italy",105,169,15,6 Nations,1,H,Italy,France
973,2013-02-02,England,76,0,Scotland,Esher,195,148,22,6 Nations,76,H,England,Scotland
974,2013-02-03,Wales,10,12,Ireland,Aberavon RFC,147,118,18,6 Nations,2,A,Ireland,Wales
975,2013-02-08,France,32,0,Wales,Stadium Marcel Levindrey Laon,170,148,18,6 Nations,32,H,France,Wales
976,2013-02-09,Ireland,25,0,England,Ashbourne,119,196,18,6 Nations,25,H,Ireland,England
977,2012-02-10,Scotland,0,8,Italy,"Mayfield, Dundee High School",149,106,11,6 Nations,8,A,Italy,Scotland
978,2013-02-23,Scotland,3,30,Ireland,Lasswade,150,120,22,6 Nations,27,A,Ireland,Scotland
979,2013-02-23,England,20,30,France,Twickenham,197,171,32,6 Nations,10,A,France,England
980,2013-02-24,Italy,15,16,Wales,Benevento,107,149,13,6 Nations,1,A,Wales,Italy
981,2013-03-08,Ireland,15,10,France,Ashbourne,121,172,20,6 Nations,5,H,Ireland,France
982,2013-03-09,England,34,0,Italy,Esher,198,108,12,6 Nations,34,H,England,Italy
983,2013-03-10,Scotland,0,13,Wales,"Scotstoun, Glasgow",151,150,25,6 Nations,13,A,Wales,Scotland
984,2013-03-15,France,76,0,Scotland,"Stade Bourillot, Dijon",173,152,20,6 Nations,76,H,France,Scotland
985,2013-03-17,Italy,3,6,Ireland,Parabiago,109,122,11,6 Nations,3,A,Ireland,Italy
