repair_id,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,estimated_year_of_production,repaired,repairability
0047_2019_1005_025,2019-10-05,47,Twello,NL,Trousers / pants,Textile,Unknown/n.a.,NA,yes,8
0047_2019_1005_024,2019-10-05,47,Twello,NL,Blouse,Textile,Unknown/n.a.,NA,yes,8
0047_2019_1005_023,2019-10-05,47,Twello,NL,Cd / dvd player,Display and sound equipment,Unknown/n.a.,NA,yes,6
0047_2019_1005_022,2019-10-05,47,Twello,NL,Coffee maker,Household appliances electric,Bosch,NA,half,5
0047_2019_1005_019,2019-10-05,47,Twello,NL,Jigsaw tool,Tools electric,Fein,1995,yes,5
0047_2019_1005_017,2019-10-05,47,Twello,NL,Stove,Household appliances electric,Unknown/n.a.,NA,yes,8
0047_2019_1005_016,2019-10-05,47,Twello,NL,Hair dryer,Household appliances electric,Schwarzkopf,NA,no,6
0047_2019_1005_015,2019-10-05,47,Twello,NL,Film projector,Display and sound equipment,Chinon,1974,half,7
0047_2019_1005_014,2019-10-05,47,Twello,NL,Fluff clippers / Lint shaver,Household appliances electric,Unknown/n.a.,NA,yes,5
0047_2019_1005_013,2019-10-05,47,Twello,NL,Coffee maker,Household appliances electric,Dolce gusto,NA,yes,7
0047_2019_1005_012,2019-10-05,47,Twello,NL,Vacuum cleaner,Household appliances electric,Bosch,2014,yes,7
0047_2019_1005_011,2019-10-05,47,Twello,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,NA,no,6
0047_2019_1005_010,2019-10-05,47,Twello,NL,Video player / recorder,Display and sound equipment,Aristona,NA,yes,5
0047_2019_1005_009,2019-10-05,47,Twello,NL,Food processor,Household appliances electric,Kenwood,NA,no,6
0047_2019_1005_007,2019-10-05,47,Twello,NL,Vacuum cleaner,Household appliances electric,Dyson,NA,yes,6
0047_2019_1005_006,2019-10-05,47,Twello,NL,Coffee maker,Household appliances electric,Kenwood,NA,no,7
0047_2019_1005_005,2019-10-05,47,Twello,NL,Citrus press,Household appliances electric,Alessi,NA,half,7
0047_2019_1005_004,2019-10-05,47,Twello,NL,Charger (battery / power supply),Tools electric,Unknown/n.a.,NA,yes,6
0047_2019_1005_002,2019-10-05,47,Twello,NL,Fan,Household appliances electric,W & K,NA,no,4
0047_2019_1005_001,2019-10-05,47,Twello,NL,Food processor,Household appliances electric,KitchenAid,NA,no,5
0041_2019_1005_018,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Cd / dvd player,Display and sound equipment,Lexibook,2015,no,4
0041_2019_1005_017,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Milk frother,Household appliances electric,Lattemento,2017,no,4
0041_2019_1005_016,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Television with video recorder,Display and sound equipment,Sony,2000,no,6
0041_2019_1005_015,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Screw drill,Tools electric,Parkside,2016,half,6
0041_2019_1005_014,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Citrus press,Household appliances electric,Siemens,2000,yes,6
0041_2019_1005_013,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Stereoset / music centre,Display and sound equipment,Nikkei,1990,no,6
0041_2019_1005_011,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Microwave oven,Household appliances electric,Whirlpool,2000,yes,7
0061_2019_0928_106,2019-09-28,61,Blackdown Hills,GB,Electric screwdriver,Tools electric,Bosch,NA,no,NA
0061_2019_0928_105,2019-09-28,61,Blackdown Hills,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,half,NA
0061_2019_0928_104,2019-09-28,61,Blackdown Hills,GB,Heating element,Household appliances electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_103,2019-09-28,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_102,2019-09-28,61,Blackdown Hills,GB,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_101,2019-09-28,61,Blackdown Hills,GB,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_100,2019-09-28,61,Blackdown Hills,GB,MP3 player,Display and sound equipment,Unknown/n.a.,NA,half,NA
0061_2019_0928_099,2019-09-28,61,Blackdown Hills,GB,Heating pad / heat cushion,Household appliances electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_098,2019-09-28,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_097,2019-09-28,61,Blackdown Hills,GB,Cushion / pillow,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_096,2019-09-28,61,Blackdown Hills,GB,Cushion / pillow,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_095,2019-09-28,61,Blackdown Hills,GB,Heating element,Household appliances electric,Unknown/n.a.,NA,half,NA
0061_2019_0928_094,2019-09-28,61,Blackdown Hills,GB,Electric kettle / Electric jug,Household appliances electric,Unknown/n.a.,NA,no,NA
0061_2019_0928_093,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_092,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_091,2019-09-28,61,Blackdown Hills,GB,Laptop,Computer equipment / phones,Lenovo,NA,yes,NA
0061_2019_0928_090,2019-09-28,61,Blackdown Hills,GB,Backpack / Rucksack,Textile,Unknown/n.a.,NA,yes,NA
0041_2019_1005_010,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Tablet,Computer equipment / phones,Samsung,2015,no,6
0061_2019_0928_089,2019-09-28,61,Blackdown Hills,GB,Decoration,Other,Unknown/n.a.,NA,half,NA
0061_2019_0928_088,2019-09-28,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Dyson,NA,yes,NA
0061_2019_0928_087,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_086,2019-09-28,61,Blackdown Hills,GB,Curtain,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_085,2019-09-28,61,Blackdown Hills,GB,CD player / recorder,Display and sound equipment,Unknown/n.a.,NA,no,NA
0061_2019_0928_084,2019-09-28,61,Blackdown Hills,GB,Stool,Furniture,Unknown/n.a.,NA,yes,NA
0061_2019_0928_083,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_082,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_081,2019-09-28,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_080,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_079,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0041_2019_1005_009,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Bicycle / Bike,Bicycles,Azor,2004,yes,9
0061_2019_0928_078,2019-09-28,61,Blackdown Hills,GB,Amplifier,Display and sound equipment,Unknown/n.a.,NA,no,NA
0061_2019_0928_077,2019-09-28,61,Blackdown Hills,GB,Toaster,Household appliances electric,Unknown/n.a.,NA,no,NA
0061_2019_0928_076,2019-09-28,61,Blackdown Hills,GB,Jacket / Blazer,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_075,2019-09-28,61,Blackdown Hills,GB,Radio,Household appliances electric,Sony,NA,no,NA
0061_2019_0928_074,2019-09-28,61,Blackdown Hills,GB,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Unknown/n.a.,NA,no,NA
0061_2019_0928_073,2019-09-28,61,Blackdown Hills,GB,Hob,Household appliances electric,Unknown/n.a.,NA,half,NA
0041_2019_1005_008,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Sewing machine,Household appliances electric,Lewenstein,1990,yes,8
0041_2019_1005_006,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Bicycle / Bike,Bicycles,Avancer,2010,yes,NA
0041_2019_1005_005,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Laptop,Computer equipment / phones,Acer,2014,no,3
0041_2019_1005_004,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Radio,Display and sound equipment,Copal,2000,no,4
0050_2019_1005_026,2019-10-05,50,Middelburg,NL,Circular saw,Tools electric,Gamma,NA,no,10
0061_2019_0928_072,2019-09-28,61,Blackdown Hills,GB,Weather station,Other,Unknown/n.a.,NA,no,NA
0061_2019_0928_071,2019-09-28,61,Blackdown Hills,GB,Paper cutter / trimmer,Other,Unknown/n.a.,NA,yes,NA
0050_2019_1005_024,2019-10-05,50,Middelburg,NL,Coffee maker,Household appliances electric,Siemens,2009,yes,7
0061_2019_0928_070,2019-09-28,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Unknown/n.a.,NA,no,NA
0061_2019_0928_069,2019-09-28,61,Blackdown Hills,GB,Dress,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_068,2019-09-28,61,Blackdown Hills,GB,Radio / tape recorder,Display and sound equipment,Unknown/n.a.,NA,no,NA
0061_2019_0928_067,2019-09-28,61,Blackdown Hills,GB,Coffee maker,Household appliances electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_066,2019-09-28,61,Blackdown Hills,GB,Sewing machine,Household appliances electric,Unknown/n.a.,NA,yes,NA
0050_2019_1005_022,2019-10-05,50,Middelburg,NL,Scales,Household appliances non-electric,Biljun,NA,no,10
0061_2019_0928_065,2019-09-28,61,Blackdown Hills,GB,Typewriter,Other,Seiko,NA,yes,NA
0050_2019_1005_020,2019-10-05,50,Middelburg,NL,Walkman,Display and sound equipment,Sony,2004,yes,8
0061_2019_0928_064,2019-09-28,61,Blackdown Hills,GB,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_063,2019-09-28,61,Blackdown Hills,GB,Radio,Household appliances electric,Unknown/n.a.,NA,no,NA
0061_2019_0928_062,2019-09-28,61,Blackdown Hills,GB,Iron,Household appliances electric,Unknown/n.a.,NA,no,NA
0050_2019_1005_018,2019-10-05,50,Middelburg,NL,Coffee maker,Household appliances electric,Braun,2004,no,10
0061_2019_0928_061,2019-09-28,61,Blackdown Hills,GB,Lamp / Lighting,Household appliances electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_060,2019-09-28,61,Blackdown Hills,GB,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0050_2019_1005_017,2019-10-05,50,Middelburg,NL,Juice extractor / Juicer,Household appliances electric,Bomann,2014,half,10
0061_2019_0928_059,2019-09-28,61,Blackdown Hills,GB,Oven,Household appliances electric,Unknown/n.a.,NA,half,NA
0061_2019_0928_058,2019-09-28,61,Blackdown Hills,GB,Mixer / Blender,Household appliances electric,Unknown/n.a.,NA,half,NA
0041_2019_1005_003,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Coffee maker,Household appliances electric,Nespresso,2016,half,7
0061_2019_0928_057,2019-09-28,61,Blackdown Hills,GB,Bag,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_056,2019-09-28,61,Blackdown Hills,GB,Shoe,Other,Unknown/n.a.,NA,no,NA
0041_2019_1005_002,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Cd / dvd player,Display and sound equipment,Tomtec,2009,yes,6
0050_2019_1005_015,2019-10-05,50,Middelburg,NL,Sewing machine,Household appliances electric,Pfaff,1969,half,3
0061_2019_0928_054,2019-09-28,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_053,2019-09-28,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_052,2019-09-28,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_051,2019-09-28,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_050,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_049,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0050_2019_1005_013,2019-10-05,50,Middelburg,NL,Air fryer,Household appliances electric,Tristar,2018,yes,10
0061_2019_0928_048,2019-09-28,61,Blackdown Hills,GB,Mixer / Blender,Household appliances electric,Kenwood,NA,no,NA
0061_2019_0928_047,2019-09-28,61,Blackdown Hills,GB,Shoe,Other,Unknown/n.a.,NA,no,NA
0061_2019_0928_046,2019-09-28,61,Blackdown Hills,GB,Shoe,Other,Unknown/n.a.,NA,no,NA
0061_2019_0928_045,2019-09-28,61,Blackdown Hills,GB,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,NA
0061_2019_0928_044,2019-09-28,61,Blackdown Hills,GB,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,NA
0050_2019_1005_011,2019-10-05,50,Middelburg,NL,Display / Monitor,Computer equipment / phones,Saitek,2013,no,9
0061_2019_0928_043,2019-09-28,61,Blackdown Hills,GB,Iron,Household appliances electric,Unknown/n.a.,NA,half,NA
0061_2019_0928_042,2019-09-28,61,Blackdown Hills,GB,Mixer / Blender,Household appliances electric,Kenwood,NA,no,NA
0061_2019_0928_041,2019-09-28,61,Blackdown Hills,GB,Chair,Other,Unknown/n.a.,NA,yes,NA
0050_2019_1005_009,2019-10-05,50,Middelburg,NL,Decoder TV,Display and sound equipment,SAB,2015,no,6
0061_2019_0928_040,2019-09-28,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_039,2019-09-28,61,Blackdown Hills,GB,Food processor,Household appliances electric,Unknown/n.a.,NA,yes,NA
0050_2019_1005_008,2019-10-05,50,Middelburg,NL,Scales,Household appliances non-electric,Alpari,NA,yes,10
0061_2019_0928_038,2019-09-28,61,Blackdown Hills,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,yes,NA
0061_2019_0928_037,2019-09-28,61,Blackdown Hills,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,yes,NA
0061_2019_0928_036,2019-09-28,61,Blackdown Hills,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,yes,NA
0061_2019_0928_035,2019-09-28,61,Blackdown Hills,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,yes,NA
0061_2019_0928_034,2019-09-28,61,Blackdown Hills,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,yes,NA
0061_2019_0928_033,2019-09-28,61,Blackdown Hills,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,yes,NA
0061_2019_0928_032,2019-09-28,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_028,2019-09-28,61,Blackdown Hills,GB,Radio,Household appliances electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_027,2019-09-28,61,Blackdown Hills,GB,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_026,2019-09-28,61,Blackdown Hills,GB,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_025,2019-09-28,61,Blackdown Hills,GB,Air pump,Tools non-electric,Unknown/n.a.,NA,half,NA
0061_2019_0928_024,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_023,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_022,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_021,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_020,2019-09-28,61,Blackdown Hills,GB,Clipper / trimmer,Household appliances electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_019,2019-09-28,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Unknown/n.a.,NA,yes,NA
0041_2019_1005_001,2019-10-05,41,Utrecht-Leidsche Rijn,NL,Vacuum cleaner,Household appliances electric,Dyson,2015,yes,10
0061_2019_0928_018,2019-09-28,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_017,2019-09-28,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_016,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_015,2019-09-28,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_014,2019-09-28,61,Blackdown Hills,GB,Hand drill,Tools electric,Unknown/n.a.,NA,no,NA
0061_2019_0928_013,2019-09-28,61,Blackdown Hills,GB,Hand drill,Tools electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_012,2019-09-28,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,NA,yes,NA
0061_2019_0928_011,2019-09-28,61,Blackdown Hills,GB,Jacket / Blazer,Textile,Unknown/n.a.,NA,yes,NA
0061_2019_0928_010,2019-09-28,61,Blackdown Hills,GB,Pitchfork,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_009,2019-09-28,61,Blackdown Hills,GB,Laptop,Computer equipment / phones,Unknown/n.a.,NA,half,NA
0061_2019_0928_008,2019-09-28,61,Blackdown Hills,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0061_2019_0928_007,2019-09-28,61,Blackdown Hills,GB,Decoration,Other,Unknown/n.a.,NA,no,NA
0061_2019_0928_006,2019-09-28,61,Blackdown Hills,GB,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,NA,yes,NA
0050_2019_1005_002,2019-10-05,50,Middelburg,NL,Other,Other,Unknown/n.a.,1900,half,10
0061_2019_0928_005,2019-09-28,61,Blackdown Hills,GB,Laptop,Computer equipment / phones,Unknown/n.a.,NA,yes,NA
0061_2019_0928_004,2019-09-28,61,Blackdown Hills,GB,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,NA
0061_2019_0928_003,2019-09-28,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,NA,yes,NA
0061_2019_0928_001,2019-09-28,61,Blackdown Hills,GB,Smartphone,Computer equipment / phones,Unknown/n.a.,NA,yes,NA
0050_2019_1005_001,2019-10-05,50,Middelburg,NL,Tuner / amplifier / cassette deck,Display and sound equipment,BPO,1972,yes,8
0046_2019_0913_1007,2019-09-13,46,Best,NL,Stove,Household appliances electric,Cata,NA,yes,7
0046_2019_0913_1005,2019-09-13,46,Best,NL,Coffee maker,Household appliances electric,Magimix,NA,yes,5
0046_2019_0913_1004,2019-09-13,46,Best,NL,CD / Cassette player,Display and sound equipment,Sony,NA,yes,10
0046_2019_0913_1000,2019-09-13,46,Best,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,NA,yes,5
0046_2019_0913_998,2019-09-13,46,Best,NL,Electric kettle / Electric jug,Household appliances electric,Tomado,NA,no,8
0046_2019_0913_997,2019-09-13,46,Best,NL,Coffee maker,Household appliances electric,Krups Nespresso,NA,yes,10
0046_2019_0913_996,2019-09-13,46,Best,NL,Coffee maker,Household appliances electric,Krups,NA,yes,5
0046_2019_0913_992,2019-09-13,46,Best,NL,Table grill,Household appliances electric,Unknown/n.a.,NA,no,8
0046_2019_0913_983,2019-09-13,46,Best,NL,Remote control,Household appliances electric,Unknown/n.a.,NA,no,8
0046_2019_0913_947,2019-09-13,46,Best,NL,Milk frother,Household appliances electric,Bellagio,NA,no,9
0046_2019_0913_959,2019-09-13,46,Best,NL,Other,Other,Anigray,NA,yes,10
0026_2019_0927_021,2019-09-27,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Douwe Egberts,2000,no,9
0026_2019_0927_020,2019-09-27,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Krups,2014,no,10
0026_2019_0927_019,2019-09-27,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Magimix,2014,no,8
0026_2019_0927_018,2019-09-27,26,Eindhoven-Woensel,NL,Rice cooker,Household appliances electric,Tomado,2015,yes,5
0026_2019_0927_017,2019-09-27,26,Eindhoven-Woensel,NL,Cd / dvd player,Display and sound equipment,BigBen,2018,no,5
0026_2019_0927_013,2019-09-27,26,Eindhoven-Woensel,NL,Mixer / Blender,Household appliances electric,Siemens,2016,yes,10
0026_2019_0927_012,2019-09-27,26,Eindhoven-Woensel,NL,Polisher,Household appliances electric,Bruynzeel,2010,no,9
0026_2019_0927_008,2019-09-27,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Krups,2018,yes,10
0026_2019_0927_005,2019-09-27,26,Eindhoven-Woensel,NL,Angle grinder / Disc cutter,Tools electric,Kinzo,2012,half,4
0026_2019_0927_004,2019-09-27,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Dyson,2017,no,6
0026_2019_0927_002,2019-09-27,26,Eindhoven-Woensel,NL,Teapot,Household appliances non-electric,Bredemeijer,2009,yes,5
0026_2019_0104_020,2019-01-04,26,Eindhoven-Woensel,NL,Tuner / amplifier / cassette deck,Display and sound equipment,NAD,1999,no,1
0026_2019_0920_006,2019-09-20,26,Eindhoven-Woensel,NL,Tuner / amplifier,Display and sound equipment,Kenwood,1985,no,4
0026_2019_0920_004,2019-09-20,26,Eindhoven-Woensel,NL,Sewing machine,Household appliances electric,Singer,NA,yes,10
0026_2019_0920_003,2019-09-20,26,Eindhoven-Woensel,NL,Drying hood,Household appliances electric,Flamingo,1976,yes,10
0026_2019_0920_001,2019-09-20,26,Eindhoven-Woensel,NL,Grass trimmer,Tools electric,Greenway,2014,yes,6
0026_2019_0913_014,2019-09-13,26,Eindhoven-Woensel,NL,Robotic vacuum cleaner,Household appliances electric,Miele,2017,yes,10
0026_2019_0913_013,2019-09-13,26,Eindhoven-Woensel,NL,Fan,Household appliances electric,Tower,2014,half,1
0026_2019_0913_012,2019-09-13,26,Eindhoven-Woensel,NL,Iron,Household appliances electric,Tefal,2016,yes,5
0031_2019_0928_034,2019-09-28,31,Oosterhout,NL,Cardigan,Textile,Unknown/n.a.,2014,yes,10
0026_2019_0913_010,2019-09-13,26,Eindhoven-Woensel,NL,Electric kettle / Electric jug,Household appliances electric,Tomado,2012,yes,5
0031_2019_0928_033,2019-09-28,31,Oosterhout,NL,Trousers / pants,Textile,Unknown/n.a.,2000,yes,5
0026_2019_0913_009,2019-09-13,26,Eindhoven-Woensel,NL,Photo camera,Computer equipment / phones,Sony,2004,no,5
0031_2019_0928_032,2019-09-28,31,Oosterhout,NL,Trousers / pants,Textile,Unknown/n.a.,2018,yes,8
0031_2019_0928_031,2019-09-28,31,Oosterhout,NL,Bicycle / Bike,Bicycles,Batavus,2000,yes,9
0026_2019_0913_006,2019-09-13,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Siemens,2014,yes,7
0026_2019_0913_004,2019-09-13,26,Eindhoven-Woensel,NL,Printer,Computer equipment / phones,Epson,2016,no,1
0031_2019_0928_029,2019-09-28,31,Oosterhout,NL,Bicycle / Bike,Bicycles,Batavus,2014,yes,10
0026_2019_0913_002,2019-09-13,26,Eindhoven-Woensel,NL,Electric drill / Power drill,Tools electric,Bosch,NA,yes,8
0031_2019_0928_028,2019-09-28,31,Oosterhout,NL,Bicycle / Bike,Bicycles,Gazelle,1995,no,NA
0026_2019_0906_024,2019-09-06,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Krups,2014,yes,10
0026_2019_0906_022,2019-09-06,26,Eindhoven-Woensel,NL,Grass trimmer,Tools electric,Gardena,2017,no,5
0031_2019_0928_025,2019-09-28,31,Oosterhout,NL,Knife / knives / scissors,Other,Sola,2000,yes,10
0026_2019_0906_019,2019-09-06,26,Eindhoven-Woensel,NL,CD player / recorder,Display and sound equipment,Sansui,2000,no,5
0031_2019_0928_024,2019-09-28,31,Oosterhout,NL,Knife / knives / scissors,Other,Unknown/n.a.,2000,yes,10
0026_2019_0906_018,2019-09-06,26,Eindhoven-Woensel,NL,Cassette player / recorder,Display and sound equipment,Sony,1995,no,5
0031_2019_0928_023,2019-09-28,31,Oosterhout,NL,Knife / knives / scissors,Other,Unknown/n.a.,1975,yes,10
0026_2019_0906_017,2019-09-06,26,Eindhoven-Woensel,NL,Mixer / Blender,Household appliances electric,WMF,2016,no,4
0026_2019_0906_014,2019-09-06,26,Eindhoven-Woensel,NL,Other,Household appliances electric,ANWB,2018,no,2
0026_2019_0906_012,2019-09-06,26,Eindhoven-Woensel,NL,Lamp / Lighting,Household appliances electric,Cobra,NA,yes,8
0031_2019_0928_018,2019-09-28,31,Oosterhout,NL,Other,Tools non-electric,Unknown/n.a.,2000,yes,7
0026_2019_0906_011,2019-09-06,26,Eindhoven-Woensel,NL,Fan,Household appliances electric,Curiosa,NA,no,3
0026_2019_0906_009,2019-09-06,26,Eindhoven-Woensel,NL,Turntable / record player,Display and sound equipment,Dual,NA,yes,8
0026_2019_0906_006,2019-09-06,26,Eindhoven-Woensel,NL,Lamp / Lighting,Household appliances electric,Ikea,2002,yes,7
0026_2019_0906_005,2019-09-06,26,Eindhoven-Woensel,NL,Printer / scanner,Computer equipment / phones,Samsung,2011,yes,5
0026_2019_0906_004,2019-09-06,26,Eindhoven-Woensel,NL,Printer,Computer equipment / phones,Canon,2017,no,1
0031_2019_0928_014,2019-09-28,31,Oosterhout,NL,Sewing machine,Household appliances electric,Vendomatic,1977,yes,8
0065_2019_1003_005,2019-10-03,65,Sittard-Geleen,NL,Coffee maker,Household appliances electric,Dolce gusto,2015,no,5
0031_2019_0928_006,2019-09-28,31,Oosterhout,NL,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,2014,yes,7
0065_2019_1003_002,2019-10-03,65,Sittard-Geleen,NL,Coffee maker,Household appliances electric,Saeco,2009,yes,8
0065_2019_1003_001,2019-10-03,65,Sittard-Geleen,NL,Navigation system,Computer equipment / phones,TomTom,2009,yes,3
0011_2019_0914_036,2019-09-14,11,Houten,NL,Lawn mower / lawn raker,Tools electric,Gardena,2016,half,7
0011_2019_0914_034,2019-09-14,11,Houten,NL,Coat / Jacket,Textile,C&A,2016,yes,8
0011_2019_0914_031,2019-09-14,11,Houten,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,NA,yes,10
0011_2019_0914_028,2019-09-14,11,Houten,NL,Toy,Toys non-electric,Unknown/n.a.,NA,no,NA
0011_2019_0914_026,2019-09-14,11,Houten,NL,Pan,Household appliances non-electric,Unknown/n.a.,2017,yes,10
0011_2019_0914_024,2019-09-14,11,Houten,NL,Skirt,Textile,Unknown/n.a.,NA,yes,8
0011_2019_0914_022,2019-09-14,11,Houten,NL,Tablet,Computer equipment / phones,Huawei,2018,no,1
0011_2019_0914_020,2019-09-14,11,Houten,NL,Iron,Household appliances electric,Tefal,2016,no,NA
0011_2019_0914_019,2019-09-14,11,Houten,NL,Massage equipment / Massager,Household appliances electric,Unknown/n.a.,NA,yes,5
