date,fixed_rate_30_yr,fees_and_pts_30_yr,fixed_rate_15_yr,fees_and_pts_15_yr,adjustable_rate_5_1_hybrid,fees_and_pts_5_1_hybrid,adjustable_margin_5_1_hybrid,spread_30_yr_fixed_and_5_1_adjustable
1995-05-12,7.87,1.8,7.45,1.7,NA,NA,NA,NA
1995-05-19,7.83,1.8,7.39,1.7,NA,NA,NA,NA
1995-05-26,7.85,1.8,7.4,1.7,NA,NA,NA,NA
1995-06-02,7.71,1.8,7.24,1.7,NA,NA,NA,NA
1995-06-09,7.51,1.7,7,1.7,NA,NA,NA,NA
1995-06-16,7.55,1.8,7.03,1.7,NA,NA,NA,NA
1995-06-23,7.53,1.8,7.01,1.7,NA,NA,NA,NA
1995-06-30,7.53,1.8,7.03,1.8,NA,NA,NA,NA
1995-07-07,7.63,1.8,7.11,1.7,NA,NA,NA,NA
1995-07-14,7.41,1.7,6.89,1.7,NA,NA,NA,NA
1995-07-21,7.6,1.7,7.08,1.7,NA,NA,NA,NA
1995-07-28,7.79,1.8,7.27,1.8,NA,NA,NA,NA
1995-08-04,7.82,1.8,7.31,1.7,NA,NA,NA,NA
1995-08-11,7.8,1.8,7.31,1.8,NA,NA,NA,NA
1995-08-18,7.94,1.8,7.43,1.7,NA,NA,NA,NA
1995-08-25,7.88,1.9,7.39,1.8,NA,NA,NA,NA
1995-09-01,7.76,1.8,7.27,1.8,NA,NA,NA,NA
1995-09-08,7.63,1.8,7.16,1.7,NA,NA,NA,NA
1995-09-15,7.6,1.8,7.12,1.8,NA,NA,NA,NA
1995-09-22,7.57,1.8,7.09,1.8,NA,NA,NA,NA
1995-09-29,7.62,1.8,7.16,1.8,NA,NA,NA,NA
1995-10-06,7.57,1.8,7.09,1.8,NA,NA,NA,NA
1995-10-13,7.5,1.9,7.01,1.8,NA,NA,NA,NA
1995-10-20,7.38,1.9,6.92,1.8,NA,NA,NA,NA
1995-10-27,7.45,1.8,7.01,1.8,NA,NA,NA,NA
1995-11-03,7.44,1.8,6.97,1.8,NA,NA,NA,NA
1995-11-09,7.37,1.8,6.87,1.8,NA,NA,NA,NA
1995-11-17,7.35,1.8,6.86,1.8,NA,NA,NA,NA
1995-11-24,7.35,1.8,6.85,1.8,NA,NA,NA,NA
1995-12-01,7.33,1.9,6.85,1.8,NA,NA,NA,NA
1995-12-08,7.18,1.8,6.74,1.7,NA,NA,NA,NA
1995-12-15,7.15,1.8,6.71,1.7,NA,NA,NA,NA
1995-12-22,7.23,1.8,6.73,1.7,NA,NA,NA,NA
1995-12-29,7.11,1.7,6.65,1.7,NA,NA,NA,NA
1996-01-05,7.02,1.8,6.56,1.7,NA,NA,NA,NA
1996-01-12,7.08,1.7,6.59,1.7,NA,NA,NA,NA
1996-01-19,7.02,1.7,6.53,1.7,NA,NA,NA,NA
1996-01-26,7,1.8,6.5,1.7,NA,NA,NA,NA
1996-02-02,7.02,1.8,6.52,1.7,NA,NA,NA,NA
1996-02-09,7.02,1.7,6.51,1.7,NA,NA,NA,NA
1996-02-16,6.94,1.7,6.44,1.7,NA,NA,NA,NA
1996-02-23,7.32,1.7,6.77,1.6,NA,NA,NA,NA
1996-03-01,7.41,1.8,6.87,1.8,NA,NA,NA,NA
1996-03-08,7.38,1.8,6.87,1.8,NA,NA,NA,NA
1996-03-15,7.83,1.7,7.32,1.7,NA,NA,NA,NA
1996-03-22,7.81,1.7,7.32,1.7,NA,NA,NA,NA
1996-03-29,7.69,1.8,7.19,1.8,NA,NA,NA,NA
1996-04-05,7.78,1.7,7.29,1.7,NA,NA,NA,NA
1996-04-12,8.05,1.8,7.56,1.8,NA,NA,NA,NA
1996-04-19,7.95,1.8,7.48,1.7,NA,NA,NA,NA
1996-04-26,7.92,1.8,7.43,1.7,NA,NA,NA,NA
1996-05-03,7.99,1.8,7.5,1.8,NA,NA,NA,NA
1996-05-10,8.24,1.8,7.75,1.8,NA,NA,NA,NA
1996-05-17,8.08,1.7,7.59,1.7,NA,NA,NA,NA
1996-05-24,8.01,1.7,7.51,1.7,NA,NA,NA,NA
1996-05-31,8.03,1.7,7.54,1.7,NA,NA,NA,NA
1996-06-07,8.3,1.7,7.8,1.7,NA,NA,NA,NA
1996-06-14,8.39,1.7,7.9,1.7,NA,NA,NA,NA
1996-06-21,8.3,1.7,7.81,1.7,NA,NA,NA,NA
1996-06-28,8.29,1.7,7.82,1.7,NA,NA,NA,NA
1996-07-05,8.14,1.8,7.67,1.7,NA,NA,NA,NA
1996-07-12,8.42,1.7,7.93,1.7,NA,NA,NA,NA
1996-07-19,8.23,1.8,7.76,1.7,NA,NA,NA,NA
1996-07-26,8.19,1.7,7.71,1.7,NA,NA,NA,NA
1996-08-02,8.23,1.7,7.75,1.6,NA,NA,NA,NA
1996-08-09,7.88,1.7,7.4,1.7,NA,NA,NA,NA
1996-08-16,7.88,1.7,7.39,1.7,NA,NA,NA,NA
1996-08-23,7.93,1.7,7.45,1.7,NA,NA,NA,NA
1996-08-30,8.09,1.7,7.6,1.7,NA,NA,NA,NA
1996-09-06,8.34,1.7,7.88,1.6,NA,NA,NA,NA
1996-09-13,8.28,1.7,7.81,1.7,NA,NA,NA,NA
1996-09-20,8.14,1.7,7.64,1.7,NA,NA,NA,NA
1996-09-27,8.16,1.7,7.68,1.7,NA,NA,NA,NA
1996-10-04,8.06,1.7,7.58,1.6,NA,NA,NA,NA
1996-10-11,7.86,1.7,7.38,1.7,NA,NA,NA,NA
1996-10-18,7.88,1.7,7.39,1.7,NA,NA,NA,NA
1996-10-25,7.86,1.8,7.37,1.8,NA,NA,NA,NA
1996-11-01,7.78,1.8,7.3,1.7,NA,NA,NA,NA
1996-11-08,7.67,1.7,7.2,1.7,NA,NA,NA,NA
1996-11-15,7.59,1.8,7.11,1.8,NA,NA,NA,NA
1996-11-22,7.53,1.8,7.06,1.7,NA,NA,NA,NA
1996-11-29,7.52,1.8,7.04,1.7,NA,NA,NA,NA
1996-12-06,7.44,1.7,6.96,1.7,NA,NA,NA,NA
1996-12-13,7.57,1.7,7.06,1.7,NA,NA,NA,NA
1996-12-20,7.74,1.8,7.21,1.8,NA,NA,NA,NA
1996-12-27,7.64,1.7,7.16,1.7,NA,NA,NA,NA
1997-01-03,7.67,1.7,7.18,1.7,NA,NA,NA,NA
1997-01-10,7.85,1.8,7.35,1.8,NA,NA,NA,NA
1997-01-17,7.87,1.8,7.38,1.7,NA,NA,NA,NA
1997-01-24,7.85,1.8,7.35,1.8,NA,NA,NA,NA
1997-01-31,7.88,1.8,7.38,1.7,NA,NA,NA,NA
1997-02-07,7.74,1.7,7.25,1.7,NA,NA,NA,NA
1997-02-14,7.65,1.7,7.14,1.7,NA,NA,NA,NA
1997-02-21,7.56,1.7,7.06,1.7,NA,NA,NA,NA
1997-02-28,7.65,1.7,7.15,1.7,NA,NA,NA,NA
1997-03-07,7.84,1.7,7.35,1.7,NA,NA,NA,NA
1997-03-14,7.84,1.7,7.34,1.7,NA,NA,NA,NA
1997-03-21,7.94,1.8,7.45,1.7,NA,NA,NA,NA
1997-03-28,7.97,1.8,7.48,1.8,NA,NA,NA,NA
1997-04-04,8.18,1.7,7.7,1.7,NA,NA,NA,NA
1997-04-11,8.15,1.8,7.67,1.8,NA,NA,NA,NA
1997-04-18,8.16,1.7,7.71,1.7,NA,NA,NA,NA
1997-04-25,8.08,1.7,7.62,1.7,NA,NA,NA,NA
1997-05-02,8.01,1.7,7.53,1.7,NA,NA,NA,NA
1997-05-09,7.94,1.6,7.47,1.6,NA,NA,NA,NA
1997-05-16,7.91,1.6,7.44,1.6,NA,NA,NA,NA
1997-05-23,7.92,1.7,7.45,1.6,NA,NA,NA,NA
1997-05-30,7.94,1.7,7.47,1.7,NA,NA,NA,NA
1997-06-06,7.85,1.7,7.4,1.7,NA,NA,NA,NA
1997-06-13,7.72,1.7,7.27,1.7,NA,NA,NA,NA
1997-06-20,7.61,1.7,7.14,1.7,NA,NA,NA,NA
1997-06-27,7.58,1.7,7.13,1.7,NA,NA,NA,NA
1997-07-04,7.62,1.8,7.15,1.7,NA,NA,NA,NA
1997-07-11,7.47,1.8,7.01,1.8,NA,NA,NA,NA
1997-07-18,7.47,1.8,7.01,1.8,NA,NA,NA,NA
1997-07-25,7.43,1.7,6.98,1.7,NA,NA,NA,NA
1997-08-01,7.36,1.7,6.9,1.7,NA,NA,NA,NA
1997-08-08,7.46,1.7,7,1.7,NA,NA,NA,NA
1997-08-15,7.54,1.8,7.07,1.8,NA,NA,NA,NA
1997-08-22,7.46,1.7,6.99,1.7,NA,NA,NA,NA
1997-08-29,7.58,1.7,7.12,1.7,NA,NA,NA,NA
1997-09-05,7.53,1.7,7.08,1.7,NA,NA,NA,NA
1997-09-12,7.53,1.7,7.07,1.8,NA,NA,NA,NA
1997-09-19,7.38,1.7,6.94,1.7,NA,NA,NA,NA
1997-09-26,7.28,1.7,6.86,1.7,NA,NA,NA,NA
1997-10-03,7.31,1.7,6.87,1.7,NA,NA,NA,NA
1997-10-10,7.26,1.7,6.82,1.7,NA,NA,NA,NA
1997-10-17,7.34,1.7,6.89,1.7,NA,NA,NA,NA
1997-10-24,7.35,1.8,6.9,1.7,NA,NA,NA,NA
1997-10-31,7.21,1.7,6.76,1.7,NA,NA,NA,NA
1997-11-07,7.24,1.7,6.8,1.7,NA,NA,NA,NA
1997-11-14,7.23,1.7,6.78,1.7,NA,NA,NA,NA
1997-11-21,7.18,1.7,6.73,1.7,NA,NA,NA,NA
1997-11-28,7.17,1.8,6.73,1.7,NA,NA,NA,NA
1997-12-05,7.15,1.8,6.71,1.8,NA,NA,NA,NA
1997-12-12,7.17,1.8,6.72,1.8,NA,NA,NA,NA
1997-12-19,7.07,1.8,6.65,1.7,NA,NA,NA,NA
1997-12-26,6.99,1.8,6.57,1.8,NA,NA,NA,NA
1998-01-02,7.03,1.8,6.61,1.8,NA,NA,NA,NA
1998-01-09,6.94,1.4,6.55,1.4,NA,NA,NA,NA
1998-01-16,6.89,1.3,6.46,1.3,NA,NA,NA,NA
1998-01-23,6.99,1.2,6.56,1.3,NA,NA,NA,NA
1998-01-30,7.12,1.2,6.7,1.2,NA,NA,NA,NA
1998-02-06,7.03,1.2,6.62,1.2,NA,NA,NA,NA
1998-02-13,7.06,1.3,6.65,1.3,NA,NA,NA,NA
1998-02-20,6.99,1.2,6.59,1.2,NA,NA,NA,NA
1998-02-28,7.09,1.2,6.69,1.2,NA,NA,NA,NA
1998-03-06,7.19,1.2,6.8,1.2,NA,NA,NA,NA
1998-03-13,7.16,1.2,6.78,1.2,NA,NA,NA,NA
1998-03-20,7.08,1.1,6.7,1.1,NA,NA,NA,NA
1998-03-27,7.08,1.1,6.69,1.1,NA,NA,NA,NA
1998-04-03,7.15,1.1,6.79,1.1,NA,NA,NA,NA
1998-04-10,7.09,1,6.74,1,NA,NA,NA,NA
1998-04-17,7.17,1,6.81,1,NA,NA,NA,NA
1998-04-24,7.15,1,6.78,1,NA,NA,NA,NA
1998-05-01,7.22,1.1,6.85,1.1,NA,NA,NA,NA
1998-05-08,7.14,1.1,6.78,1,NA,NA,NA,NA
1998-05-15,7.19,1.1,6.82,1.1,NA,NA,NA,NA
1998-05-22,7.1,1,6.75,1,NA,NA,NA,NA
1998-05-29,7.07,1,6.72,1,NA,NA,NA,NA
1998-06-05,7.05,1,6.7,1,NA,NA,NA,NA
1998-06-12,7.04,1,6.71,1,NA,NA,NA,NA
1998-06-19,6.94,1,6.62,1.1,NA,NA,NA,NA
1998-06-26,6.96,1,6.64,1,NA,NA,NA,NA
1998-07-03,6.98,1,6.65,1,NA,NA,NA,NA
1998-07-10,6.91,1.1,6.6,1.1,NA,NA,NA,NA
1998-07-17,6.94,1.1,6.6,1.1,NA,NA,NA,NA
1998-07-24,6.96,1.1,6.63,1.1,NA,NA,NA,NA
1998-07-31,6.97,1.1,6.64,1.1,NA,NA,NA,NA
1998-08-07,6.94,1.1,6.63,1.1,NA,NA,NA,NA
1998-08-14,6.91,1.1,6.6,1.1,NA,NA,NA,NA
1998-08-21,6.92,1.1,6.61,1.1,NA,NA,NA,NA
1998-08-28,6.92,1.1,6.61,1.1,NA,NA,NA,NA
1998-09-04,6.82,1,6.51,1,NA,NA,NA,NA
1998-09-11,6.77,1,6.43,1,NA,NA,NA,NA
1998-09-18,6.66,0.9,6.35,0.9,NA,NA,NA,NA
1998-09-25,6.64,1,6.32,0.9,NA,NA,NA,NA
1998-10-02,6.6,1,6.27,0.9,NA,NA,NA,NA
1998-10-09,6.49,1,6.15,1,NA,NA,NA,NA
1998-10-16,6.9,0.9,6.58,0.9,NA,NA,NA,NA
1998-10-23,6.73,0.9,6.34,0.9,NA,NA,NA,NA
1998-10-30,6.83,0.9,6.48,0.9,NA,NA,NA,NA
1998-11-06,6.89,0.9,6.5,0.9,NA,NA,NA,NA
1998-11-13,6.93,1,6.57,1,NA,NA,NA,NA
1998-11-20,6.86,0.9,6.51,0.9,NA,NA,NA,NA
1998-11-27,6.78,0.9,6.44,0.9,NA,NA,NA,NA
1998-12-04,6.71,0.9,6.37,0.9,NA,NA,NA,NA
1998-12-11,6.69,0.9,6.34,0.9,NA,NA,NA,NA
1998-12-18,6.69,1,6.35,0.9,NA,NA,NA,NA
1998-12-25,6.77,1,6.41,1,NA,NA,NA,NA
1998-12-31,6.83,1,6.48,1,NA,NA,NA,NA
1999-01-08,6.79,0.9,6.43,1,NA,NA,NA,NA
1999-01-15,6.83,1,6.48,1,NA,NA,NA,NA
1999-01-22,6.78,0.9,6.42,0.9,NA,NA,NA,NA
1999-01-29,6.74,0.9,6.37,0.9,NA,NA,NA,NA
1999-02-05,6.75,1,6.38,0.9,NA,NA,NA,NA
1999-02-12,6.77,1,6.4,1,NA,NA,NA,NA
1999-02-19,6.82,1,6.46,1,NA,NA,NA,NA
1999-02-26,6.89,1,6.51,1,NA,NA,NA,NA
1999-03-05,7.06,1,6.7,1,NA,NA,NA,NA
1999-03-12,7.11,0.8,6.75,0.8,NA,NA,NA,NA
1999-03-19,7.01,0.9,6.64,0.8,NA,NA,NA,NA
1999-03-26,6.98,0.9,6.61,0.9,NA,NA,NA,NA
1999-04-02,6.98,0.9,6.58,0.9,NA,NA,NA,NA
1999-04-09,6.92,1,6.53,0.9,NA,NA,NA,NA
1999-04-16,6.87,1,6.47,1,NA,NA,NA,NA
1999-04-23,6.88,1,6.51,1,NA,NA,NA,NA
1999-04-30,6.93,1,6.55,0.9,NA,NA,NA,NA
1999-05-07,7.02,1,6.61,1,NA,NA,NA,NA
1999-05-14,7.1,1,6.71,1,NA,NA,NA,NA
1999-05-21,7.23,1,6.83,1,NA,NA,NA,NA
1999-05-28,7.23,1,6.84,1,NA,NA,NA,NA
1999-06-04,7.41,1,7.04,1,NA,NA,NA,NA
1999-06-11,7.51,1,7.13,1,NA,NA,NA,NA
1999-06-18,7.65,1,7.26,1,NA,NA,NA,NA
1999-06-25,7.63,1,7.28,0.9,NA,NA,NA,NA
1999-07-02,7.71,1,7.34,1,NA,NA,NA,NA
1999-07-09,7.65,1,7.3,1,NA,NA,NA,NA
1999-07-16,7.58,1,7.19,1,NA,NA,NA,NA
1999-07-23,7.52,1,7.16,1,NA,NA,NA,NA
1999-07-30,7.7,1,7.29,1,NA,NA,NA,NA
1999-08-06,7.89,1,7.45,1,NA,NA,NA,NA
1999-08-13,8.15,1,7.7,1,NA,NA,NA,NA
1999-08-20,7.93,1,7.53,1,NA,NA,NA,NA
1999-08-27,7.8,1,7.43,1,NA,NA,NA,NA
1999-09-03,7.83,0.9,7.45,0.9,NA,NA,NA,NA
1999-09-10,7.88,1,7.49,1,NA,NA,NA,NA
1999-09-17,7.82,1,7.43,1,NA,NA,NA,NA
1999-09-24,7.76,1,7.4,1,NA,NA,NA,NA
1999-10-01,7.7,1,7.35,0.9,NA,NA,NA,NA
1999-10-08,7.82,1,7.43,0.9,NA,NA,NA,NA
1999-10-15,7.85,1,7.45,1,NA,NA,NA,NA
1999-10-22,7.93,1,7.53,1,NA,NA,NA,NA
1999-10-29,7.96,1,7.57,1,NA,NA,NA,NA
1999-11-05,7.84,1,7.45,0.9,NA,NA,NA,NA
1999-11-12,7.67,1,7.3,1,NA,NA,NA,NA
1999-11-19,7.69,1,7.31,1,NA,NA,NA,NA
1999-11-26,7.75,1,7.36,1,NA,NA,NA,NA
1999-12-03,7.84,1,7.46,1,NA,NA,NA,NA
1999-12-10,7.84,1,7.45,1,NA,NA,NA,NA
1999-12-17,7.86,1,7.47,1,NA,NA,NA,NA
1999-12-24,7.96,1,7.57,1,NA,NA,NA,NA
1999-12-31,8.06,1,7.66,1,NA,NA,NA,NA
2000-01-07,8.15,1,7.73,1,NA,NA,NA,NA
2000-01-14,8.18,1,7.78,1,NA,NA,NA,NA
2000-01-21,8.26,1,7.86,1,NA,NA,NA,NA
2000-01-28,8.25,1,7.84,1,NA,NA,NA,NA
2000-02-04,8.25,1,7.85,1,NA,NA,NA,NA
2000-02-11,8.36,1,7.96,1,NA,NA,NA,NA
2000-02-18,8.38,0.9,8,0.9,NA,NA,NA,NA
2000-02-25,8.31,1,7.92,1,NA,NA,NA,NA
2000-03-03,8.27,1,7.84,1,NA,NA,NA,NA
2000-03-10,8.23,0.9,7.81,0.9,NA,NA,NA,NA
2000-03-17,8.24,1,7.83,0.9,NA,NA,NA,NA
2000-03-24,8.23,1,7.84,0.9,NA,NA,NA,NA
2000-03-31,8.23,1,7.84,1,NA,NA,NA,NA
2000-04-07,8.2,1,7.83,1,NA,NA,NA,NA
2000-04-14,8.12,0.9,7.76,1,NA,NA,NA,NA
2000-04-21,8.16,1,7.82,1,NA,NA,NA,NA
2000-04-28,8.13,1,7.79,1,NA,NA,NA,NA
2000-05-05,8.28,1,7.94,1,NA,NA,NA,NA
2000-05-12,8.52,1,8.17,1,NA,NA,NA,NA
2000-05-19,8.64,1,8.31,1,NA,NA,NA,NA
2000-05-26,8.62,1,8.31,1,NA,NA,NA,NA
2000-06-02,8.54,0.9,8.24,0.9,NA,NA,NA,NA
2000-06-09,8.32,0.9,8.04,0.9,NA,NA,NA,NA
2000-06-16,8.22,1,7.91,0.9,NA,NA,NA,NA
2000-06-23,8.14,1,7.85,1,NA,NA,NA,NA
2000-06-30,8.22,0.9,7.92,1,NA,NA,NA,NA
2000-07-07,8.16,1,7.88,1,NA,NA,NA,NA
2000-07-14,8.09,0.9,7.8,0.9,NA,NA,NA,NA
2000-07-21,8.21,0.9,7.93,0.9,NA,NA,NA,NA
2000-07-28,8.13,0.9,7.85,0.9,NA,NA,NA,NA
2000-08-04,8.12,1,7.88,1,NA,NA,NA,NA
2000-08-11,8.04,0.9,7.75,1,NA,NA,NA,NA
2000-08-18,7.96,1,7.7,1,NA,NA,NA,NA
2000-08-25,7.99,1,7.72,1,NA,NA,NA,NA
2000-09-01,7.96,1,7.67,1,NA,NA,NA,NA
2000-09-08,7.94,1,7.65,1,NA,NA,NA,NA
2000-09-15,7.88,1,7.6,1,NA,NA,NA,NA
2000-09-22,7.9,1,7.57,1,NA,NA,NA,NA
2000-09-29,7.88,1,7.53,1,NA,NA,NA,NA
2000-10-06,7.83,1,7.5,1,NA,NA,NA,NA
2000-10-13,7.84,1,7.52,1,NA,NA,NA,NA
2000-10-20,7.83,0.9,7.5,0.9,NA,NA,NA,NA
2000-10-27,7.68,1,7.36,0.9,NA,NA,NA,NA
2000-11-03,7.73,0.9,7.41,0.9,NA,NA,NA,NA
2000-11-10,7.79,0.9,7.44,1,NA,NA,NA,NA
2000-11-17,7.73,0.9,7.41,0.9,NA,NA,NA,NA
2000-11-24,7.73,0.9,7.41,0.9,NA,NA,NA,NA
2000-12-01,7.65,0.9,7.35,0.9,NA,NA,NA,NA
2000-12-08,7.54,1,7.19,1,NA,NA,NA,NA
2000-12-15,7.42,0.9,7.11,0.9,NA,NA,NA,NA
2000-12-22,7.17,1,6.84,1,NA,NA,NA,NA
2000-12-29,7.13,1,6.79,0.9,NA,NA,NA,NA
2001-01-05,7.07,1,6.74,1,NA,NA,NA,NA
2001-01-12,6.89,0.9,6.49,0.9,NA,NA,NA,NA
2001-01-19,7.02,0.9,6.63,0.9,NA,NA,NA,NA
2001-01-26,7.15,0.8,6.7,0.8,NA,NA,NA,NA
2001-02-02,7.09,1,6.66,1,NA,NA,NA,NA
2001-02-09,6.98,1,6.6,1,NA,NA,NA,NA
2001-02-16,7.01,0.9,6.61,0.9,NA,NA,NA,NA
2001-02-23,7.12,0.9,6.69,0.8,NA,NA,NA,NA
2001-03-02,7.03,0.9,6.58,1,NA,NA,NA,NA
2001-03-09,6.97,0.9,6.52,1,NA,NA,NA,NA
2001-03-16,6.96,0.9,6.54,1,NA,NA,NA,NA
2001-03-23,6.89,1,6.44,1,NA,NA,NA,NA
2001-03-30,6.91,0.9,6.46,0.9,NA,NA,NA,NA
2001-04-06,7.01,0.9,6.54,1,NA,NA,NA,NA
2001-04-13,7.04,0.8,6.55,0.9,NA,NA,NA,NA
2001-04-20,7.14,0.9,6.66,1,NA,NA,NA,NA
2001-04-27,7.12,1,6.63,1,NA,NA,NA,NA
2001-05-04,7.14,0.9,6.66,1,NA,NA,NA,NA
2001-05-11,7.1,0.9,6.61,1,NA,NA,NA,NA
2001-05-18,7.14,1,6.67,1,NA,NA,NA,NA
2001-05-25,7.2,1,6.76,1,NA,NA,NA,NA
2001-06-01,7.24,0.9,6.78,0.9,NA,NA,NA,NA
2001-06-08,7.2,1,6.74,1,NA,NA,NA,NA
2001-06-15,7.14,0.9,6.7,1,NA,NA,NA,NA
2001-06-22,7.11,1,6.65,1,NA,NA,NA,NA
2001-06-29,7.11,1,6.63,1,NA,NA,NA,NA
2001-07-06,7.19,0.9,6.74,0.9,NA,NA,NA,NA
2001-07-13,7.21,0.9,6.76,0.9,NA,NA,NA,NA
2001-07-20,7.08,0.9,6.65,0.9,NA,NA,NA,NA
2001-07-27,7.03,0.9,6.58,0.9,NA,NA,NA,NA
2001-08-03,7,0.9,6.54,0.9,NA,NA,NA,NA
2001-08-10,7,0.9,6.54,0.9,NA,NA,NA,NA
2001-08-17,6.92,0.9,6.48,0.9,NA,NA,NA,NA
2001-08-24,6.91,0.9,6.47,0.9,NA,NA,NA,NA
2001-08-31,6.92,0.9,6.47,0.8,NA,NA,NA,NA
2001-09-07,6.89,0.9,6.44,0.9,NA,NA,NA,NA
2001-09-14,6.86,0.9,6.39,0.8,NA,NA,NA,NA
2001-09-21,6.8,0.9,6.3,0.9,NA,NA,NA,NA
2001-09-28,6.72,0.9,6.23,0.8,NA,NA,NA,NA
2001-10-05,6.64,0.8,6.11,0.8,NA,NA,NA,NA
2001-10-12,6.58,0.9,6.06,0.9,NA,NA,NA,NA
2001-10-19,6.61,0.9,6.09,0.9,NA,NA,NA,NA
2001-10-26,6.64,0.8,6.13,0.8,NA,NA,NA,NA
2001-11-02,6.56,0.9,6.04,0.8,NA,NA,NA,NA
2001-11-09,6.45,0.8,5.94,0.8,NA,NA,NA,NA
2001-11-16,6.51,0.8,5.98,0.8,NA,NA,NA,NA
2001-11-23,6.75,0.8,6.24,0.8,NA,NA,NA,NA
2001-11-30,7.02,0.7,6.53,0.7,NA,NA,NA,NA
2001-12-07,6.84,0.7,6.3,0.8,NA,NA,NA,NA
2001-12-14,7.09,0.8,6.57,0.8,NA,NA,NA,NA
2001-12-21,7.17,0.7,6.65,0.7,NA,NA,NA,NA
2001-12-28,7.16,0.8,6.65,0.7,NA,NA,NA,NA
2002-01-04,7.14,0.8,6.62,0.8,NA,NA,NA,NA
2002-01-11,7.06,0.8,6.55,0.7,NA,NA,NA,NA
2002-01-18,6.83,0.7,6.31,0.7,NA,NA,NA,NA
2002-01-25,6.96,0.7,6.44,0.7,NA,NA,NA,NA
2002-02-01,7.02,0.7,6.51,0.7,NA,NA,NA,NA
2002-02-08,6.88,0.7,6.36,0.7,NA,NA,NA,NA
2002-02-15,6.86,0.7,6.35,0.7,NA,NA,NA,NA
2002-02-22,6.81,0.7,6.28,0.7,NA,NA,NA,NA
2002-03-01,6.8,0.7,6.28,0.7,NA,NA,NA,NA
2002-03-08,6.87,0.7,6.37,0.7,NA,NA,NA,NA
2002-03-15,7.08,0.7,6.59,0.7,NA,NA,NA,NA
2002-03-22,7.14,0.7,6.65,0.7,NA,NA,NA,NA
2002-03-29,7.18,0.7,6.69,0.7,NA,NA,NA,NA
2002-04-05,7.13,0.7,6.64,0.7,NA,NA,NA,NA
2002-04-12,6.99,0.8,6.49,0.8,NA,NA,NA,NA
2002-04-19,6.94,0.7,6.42,0.7,NA,NA,NA,NA
2002-04-26,6.88,0.7,6.35,0.7,NA,NA,NA,NA
2002-05-03,6.78,0.7,6.26,0.7,NA,NA,NA,NA
2002-05-10,6.79,0.7,6.27,0.7,NA,NA,NA,NA
2002-05-17,6.89,0.7,6.37,0.8,NA,NA,NA,NA
2002-05-24,6.81,0.7,6.28,0.7,NA,NA,NA,NA
2002-05-31,6.76,0.8,6.22,0.8,NA,NA,NA,NA
2002-06-07,6.71,0.7,6.18,0.7,NA,NA,NA,NA
2002-06-14,6.71,0.7,6.17,0.6,NA,NA,NA,NA
2002-06-21,6.63,0.5,6.08,0.5,NA,NA,NA,NA
2002-06-28,6.55,0.5,5.99,0.5,NA,NA,NA,NA
2002-07-05,6.57,0.5,6.03,0.5,NA,NA,NA,NA
2002-07-12,6.54,0.5,6,0.5,NA,NA,NA,NA
2002-07-19,6.49,0.6,5.93,0.5,NA,NA,NA,NA
2002-07-26,6.34,0.6,5.76,0.5,NA,NA,NA,NA
2002-08-02,6.43,0.6,5.84,0.6,NA,NA,NA,NA
2002-08-09,6.31,0.6,5.69,0.6,NA,NA,NA,NA
2002-08-16,6.22,0.6,5.63,0.5,NA,NA,NA,NA
2002-08-23,6.27,0.7,5.71,0.7,NA,NA,NA,NA
2002-08-30,6.22,0.7,5.64,0.7,NA,NA,NA,NA
2002-09-06,6.15,0.6,5.56,0.6,NA,NA,NA,NA
2002-09-13,6.18,0.6,5.59,0.6,NA,NA,NA,NA
2002-09-20,6.05,0.7,5.47,0.7,NA,NA,NA,NA
2002-09-27,5.99,0.6,5.41,0.6,NA,NA,NA,NA
2002-10-04,6.01,0.5,5.4,0.5,NA,NA,NA,NA
2002-10-11,5.98,0.6,5.34,0.6,NA,NA,NA,NA
2002-10-18,6.15,0.5,5.56,0.5,NA,NA,NA,NA
2002-10-25,6.31,0.6,5.7,0.6,NA,NA,NA,NA
2002-11-01,6.13,0.6,5.51,0.6,NA,NA,NA,NA
2002-11-08,6.11,0.6,5.48,0.6,NA,NA,NA,NA
2002-11-15,5.94,0.6,5.32,0.6,NA,NA,NA,NA
2002-11-22,6.03,0.6,5.44,0.6,NA,NA,NA,NA
2002-11-29,6.13,0.6,5.57,0.5,NA,NA,NA,NA
2002-12-06,6.19,0.5,5.6,0.6,NA,NA,NA,NA
2002-12-13,6.04,0.5,5.46,0.5,NA,NA,NA,NA
2002-12-20,6.03,0.6,5.42,0.6,NA,NA,NA,NA
2002-12-27,5.93,0.6,5.32,0.6,NA,NA,NA,NA
2003-01-03,5.85,0.6,5.24,0.6,NA,NA,NA,NA
2003-01-10,5.95,0.5,5.33,0.6,NA,NA,NA,NA
2003-01-17,5.97,0.6,5.36,0.6,NA,NA,NA,NA
2003-01-24,5.91,0.6,5.31,0.6,NA,NA,NA,NA
2003-01-31,5.9,0.6,5.28,0.6,NA,NA,NA,NA
2003-02-07,5.88,0.7,5.27,0.6,NA,NA,NA,NA
2003-02-14,5.86,0.6,5.26,0.6,NA,NA,NA,NA
2003-02-21,5.84,0.6,5.21,0.6,NA,NA,NA,NA
2003-02-28,5.79,0.6,5.14,0.6,NA,NA,NA,NA
2003-03-07,5.67,0.6,5.01,0.6,NA,NA,NA,NA
