week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
2015-12-20,30,29484802,Spring Awakening,Brooks Atkinson Theatre,455435,1003600,75.7,247,6016,1026,0.7329,8,0
2015-12-20,30,29484802,Sylvia,Cort Theatre,254930,911820,48.63,199,5242,1071,0.6118,8,0
2015-12-20,30,29484802,The Book of Mormon,Eugene O'Neill Theatre,1613034,1376656,184.96,477,8721,1066,1.0226,8,0
2015-12-20,30,29484802,The Color Purple,Bernard B. Jacobs Theatre,854716,1041204,104.59,193,8172,1051,0.9719,8,0
2015-12-20,30,29484802,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,507254,902678,86.28,233,5879,1018,0.7219,8,0
2015-12-20,30,29484802,The Gin Game,John Golden Theatre,283931,777392,77.41,223,3668,802,0.5717,8,0
2015-12-20,30,29484802,The Illusionists - Live On Broadway,New Amsterdam Theatre,819500,1245872,94.9,250,8635,1383,0.7805,8,0
2015-12-20,30,29484802,The King and I,Vivian Beaumont Theater,741407,1218380,115.86,297,6399,1047,0.764,8,0
2015-12-20,30,29484802,The Lion King,Minskoff Theatre,2152296,2189083,163.4,225,13172,1696,0.9708,8,0
2015-12-20,30,29484802,The Phantom of the Opera,Majestic Theatre,860033,1514575,92.82,200,9266,1605,0.7217,8,0
2015-12-20,30,29484802,Therese Raquin,Studio 54,369765,845144,78.32,NA,4721,1019,0.5791,8,0
2015-12-20,30,29484802,Wicked,Gershwin Theatre,1903218,1779845,134.06,240,14197,1807,0.9821,8,0
2016-01-03,32,43065472,A Gentleman's Guide to Love and Murder,Walter Kerr Theatre,764181,1180359,95.88,327,7970,907,0.9764,9,0
2016-01-03,32,43065472,A View from the Bridge,Lyceum Theatre,518228,878432,73.26,248,7074,1021,0.8661,8,0
2016-01-03,32,43065472,Aladdin,New Amsterdam Theatre,2398110,2282418,154.3,299.5,15542,1727,0.9999,9,0
2016-01-03,32,43065472,Allegiance,Longacre Theatre,552338,927600,78.94,223,6997,1057,0.8275,8,0
2016-01-03,32,43065472,An American in Paris,Palace Theatre,1349303,1471280,116.86,223,11546,1679,0.8596,8,0
2016-01-03,32,43065472,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,1042635,1217648,132.7,299,7857,1026,0.9572,8,0
2016-01-03,32,43065472,Chicago,Ambassador Theatre,1033996,1025846,111.92,186,9239,1080,0.9505,9,0
2016-01-03,32,43065472,China Doll,Gerald Schoenfeld Theatre,697576,1033941,131.32,350,5312,1069,0.7099,7,0
2016-01-03,32,43065472,Dames at Sea,Helen Hayes Theatre,211207,694843,51.91,250,4069,583,0.7755,9,0
2016-01-03,32,43065472,Fiddler on the Roof,Broadway Theatre,1725264,1741662,119.74,225,14408,1707,0.9378,9,0
2016-01-03,32,43065472,Finding Neverland,Lunt-Fontanne Theatre,1477505,1897714,115.7,225,12770,1504,0.9434,9,0
2016-01-03,32,43065472,Fun Home,Circle in the Square Theatre,717261,794880,127.13,280,5642,740,0.953,8,0
2016-01-03,32,43065472,Hamilton,Richard Rodgers Theatre,1959785,1334960,182.39,475,10745,1321,1.0168,8,0
2016-01-03,32,43065472,Hand to God,Booth Theatre,425669,627360,72.94,223,5836,772,0.9449,8,0
2016-01-03,32,43065472,Jersey Boys,August Wilson Theatre,922954,1124319,116.26,199,7939,1228,0.9236,7,0
2016-01-03,32,43065472,King Charles III,Music Box Theatre,604833,996792,93.37,225,6478,977,0.8288,8,0
2016-01-03,32,43065472,Kinky Boots,Al Hirschfeld Theatre,1359430,1598752,113.46,299,11982,1424,0.9349,9,0
2016-01-03,32,43065472,Les Miserables,Imperial Theatre,1245505,1178022,111,225,11221,1409,0.9955,8,0
2016-01-03,32,43065472,Lord of the Dance: Dangerous Games,Lyric Theatre,870337,1694038,74.07,225,11750,1896,0.6886,9,0
2016-01-03,32,43065472,Matilda The Musical,Sam S. Shubert Theatre,1556824,1479089,120.25,250,12947,1432,1.0046,9,0
2016-01-03,32,43065472,Misery,Broadhurst Theatre,817415,1247672,120.1,297,6806,1176,0.7234,8,0
2016-01-03,32,43065472,Noises Off,American Airlines Theatre,438491,652720,78.95,NA,5554,740,0.9382,0,8
2016-01-03,32,43065472,On Your Feet!,Marquis Theatre,1495724,1552352,119.3,199,12538,1626,0.9639,8,0
2016-01-03,32,43065472,Our Mother's Brief Affair,Samuel J. Friedman Theatre,113194,471020,43.69,NA,2591,650,0.6644,0,6
2016-01-03,32,43065472,School of Rock - The Musical,Winter Garden Theatre,1671622,1610838,127.39,248,13122,1428,1.021,9,0
2016-01-03,32,43065472,Something Rotten!,St. James Theatre,1155633,1700520,111.61,277,10354,1667,0.7764,8,0
2016-01-03,32,43065472,Spring Awakening,Brooks Atkinson Theatre,688989,1129050,85.94,247,8017,1026,0.8682,9,0
2016-01-03,32,43065472,Sylvia,Cort Theatre,391703,1030210,56.36,199,6950,1071,0.721,9,0
2016-01-03,32,43065472,The Book of Mormon,Eugene O'Neill Theatre,2024551,1843758,205.62,477,9846,1066,1.0263,9,0
2016-01-03,32,43065472,The Color Purple,Bernard B. Jacobs Theatre,1003357,1041204,121.66,193,8247,1051,0.9809,8,0
2016-01-03,32,43065472,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,789908,902678,104.43,233,7564,1018,0.9288,8,0
2016-01-03,32,43065472,The Gin Game,John Golden Theatre,349779,777392,62.34,223,5611,802,0.8745,8,0
2016-01-03,32,43065472,The Illusionists - Live On Broadway,New Amsterdam Theatre,1801327,2200287,118.91,250,15149,1383,0.8426,13,0
2016-01-03,32,43065472,The King and I,Vivian Beaumont Theater,1050922,1364960,150.39,297,6988,1047,0.8343,8,0
2016-01-03,32,43065472,The Lion King,Minskoff Theatre,2878505,2717115,189.4,225,15198,1696,0.9957,9,0
2016-01-03,32,43065472,The Phantom of the Opera,Majestic Theatre,1651287,1703965,124.27,200,13288,1605,0.9199,9,0
2016-01-03,32,43065472,Therese Raquin,Studio 54,370028,739501,67.87,NA,5452,1019,0.7643,7,0
2016-01-03,32,43065472,Wicked,Gershwin Theatre,2940096,2002326,171.75,240,17119,1926,0.9876,9,0
2016-01-10,33,26330470.95,A Gentleman's Guide to Love and Murder,Walter Kerr Theatre,584067.25,958928,88.2,327,6622,907,0.9126,8,0
2016-01-10,33,26330470.95,A View from the Bridge,Lyceum Theatre,529395,878432,77.4,248,6840,1021,0.8374,8,0
2016-01-10,33,26330470.95,Aladdin,New Amsterdam Theatre,1370547.5,1401544,99.97,199.5,13710,1727,0.9923,8,0
2016-01-10,33,26330470.95,Allegiance,Longacre Theatre,384481.95,938170,72.33,223,5316,1057,0.6287,8,0
2016-01-10,33,26330470.95,An American in Paris,Palace Theatre,855947.5,1471280,100.87,223,8486,1679,0.6318,8,0
2016-01-10,33,26330470.95,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,886369.1,1217648,125.23,299,7078,1026,0.8623,8,0
2016-01-10,33,26330470.95,Chicago,Ambassador Theatre,498230.75,938372,81.13,186,6141,1080,0.7108,8,0
2016-01-10,33,26330470.95,China Doll,Gerald Schoenfeld Theatre,631375.36,823045,129.22,275,4886,1069,0.7618,6,0
2016-01-10,33,26330470.95,Fiddler on the Roof,Broadway Theatre,1051183.95,1552894,89.63,225,11728,1707,0.8588,8,0
2016-01-10,33,26330470.95,Finding Neverland,Lunt-Fontanne Theatre,720499,1476000,84.44,225,8533,1504,0.7092,8,0
2016-01-10,33,26330470.95,Fun Home,Circle in the Square Theatre,535524.7,794880,94.68,250,5656,740,0.9554,8,0
2016-01-10,33,26330470.95,Hamilton,Richard Rodgers Theatre,1712792,1334960,159.23,475,10757,1321,1.0179,8,0
2016-01-10,33,26330470.95,Jersey Boys,August Wilson Theatre,761765.5,1151143,92.57,199,8229,1228,0.8376,8,0
2016-01-10,33,26330470.95,King Charles III,Music Box Theatre,652312.8,996792,97.72,225,6675,977,0.854,8,0
2016-01-10,33,26330470.95,Kinky Boots,Al Hirschfeld Theatre,803806.5,1284324,97.4,299,8253,1424,0.7245,8,0
2016-01-10,33,26330470.95,Les Miserables,Imperial Theatre,713975,1180842,85.95,225,8307,1409,0.737,8,0
2016-01-10,33,26330470.95,Matilda The Musical,Sam S. Shubert Theatre,689029,1327753,76.66,250,8988,1432,0.7846,8,0
2016-01-10,33,26330470.95,Misery,Broadhurst Theatre,668037.33,1247672,100.5,297,6647,1176,0.7065,8,0
2016-01-10,33,26330470.95,Noises Off,American Airlines Theatre,366802.7,652720,64.59,NA,5679,740,0.9593,0,8
2016-01-10,33,26330470.95,On Your Feet!,Marquis Theatre,1121841.8,1552352,114.38,199,9808,1626,0.754,8,0
2016-01-10,33,26330470.95,Our Mother's Brief Affair,Samuel J. Friedman Theatre,167332,547780,52.65,NA,3178,650,0.6985,0,7
2016-01-10,33,26330470.95,School of Rock - The Musical,Winter Garden Theatre,981822.1,1431856,102.91,248,9541,1428,0.8352,8,0
2016-01-10,33,26330470.95,Something Rotten!,St. James Theatre,760653.7,1388900,80.78,277,9416,1545,0.7619,8,0
2016-01-10,33,26330470.95,Spring Awakening,Brooks Atkinson Theatre,618338.7,1003600,81.26,247,7609,1026,0.927,8,0
2016-01-10,33,26330470.95,The Book of Mormon,Eugene O'Neill Theatre,1492963,1376656,171.23,477,8719,1066,1.0224,8,0
2016-01-10,33,26330470.95,The Color Purple,Bernard B. Jacobs Theatre,787187.2,1041204,110.64,193,7115,1051,0.8462,8,0
2016-01-10,33,26330470.95,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,554435,857318,81.78,233,6780,1018,0.8325,8,0
2016-01-10,33,26330470.95,The Gin Game,John Golden Theatre,500356.83,777392,83.2,223,6014,802,0.9373,8,0
2016-01-10,33,26330470.95,The King and I,Vivian Beaumont Theater,794737,1145090,111.18,297,7148,1047,0.8534,8,0
2016-01-10,33,26330470.95,The Lion King,Minskoff Theatre,1812024,1855941,134.31,225,13491,1696,0.9943,8,0
2016-01-10,33,26330470.95,The Phantom of the Opera,Majestic Theatre,770314.73,1514575,83.5,200,9225,1605,0.7185,8,0
2016-01-10,33,26330470.95,Wicked,Gershwin Theatre,1552322,1779845,118.29,240,13123,1807,0.9078,8,0
2016-01-17,34,26239268.38,A Gentleman's Guide to Love and Murder,Walter Kerr Theatre,677177.73,958928,94.3,327,7181,907,0.9897,8,0
2016-01-17,34,26239268.38,A View from the Bridge,Lyceum Theatre,525768.18,878432,75.73,248,6943,1021,0.85,8,0
2016-01-17,34,26239268.38,Aladdin,New Amsterdam Theatre,1360505,1506166,99.79,199.5,13633,1727,0.9868,8,0
2016-01-17,34,26239268.38,Allegiance,Longacre Theatre,411043.85,938170,75.39,223,5452,1057,0.6447,8,0
2016-01-17,34,26239268.38,An American in Paris,Palace Theatre,899076.5,1471280,95.54,223,9410,1679,0.7006,8,0
2016-01-17,34,26239268.38,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,994175.8,1217648,126.55,299,7856,1026,0.9571,8,0
2016-01-17,34,26239268.38,Chicago,Ambassador Theatre,428250.25,945484,78.32,186,5468,1080,0.6329,8,0
2016-01-17,34,26239268.38,China Doll,Gerald Schoenfeld Theatre,552601.11,834620,121.75,275,4539,1069,0.7077,6,0
2016-01-17,34,26239268.38,Fiddler on the Roof,Broadway Theatre,1112364.1,1567144,93.12,225,11945,1707,0.8747,8,0
2016-01-17,34,26239268.38,Finding Neverland,Lunt-Fontanne Theatre,822459.5,1476000,91.26,225,9012,1504,0.749,8,0
2016-01-17,34,26239268.38,Fun Home,Circle in the Square Theatre,603056.68,794880,104.01,250,5798,740,0.9794,8,0
2016-01-17,34,26239268.38,Hamilton,Richard Rodgers Theatre,1769360,1334960,164.55,475,10753,1321,1.0175,8,0
2016-01-17,34,26239268.38,Jersey Boys,August Wilson Theatre,668824.97,1151143,91.85,199,7282,1228,0.7412,8,0
2016-01-17,34,26239268.38,King Charles III,Music Box Theatre,692062,996792,97.67,225,7086,977,0.9066,8,0
2016-01-17,34,26239268.38,Kinky Boots,Al Hirschfeld Theatre,829888,1284324,100.16,299,8286,1424,0.7274,8,0
2016-01-17,34,26239268.38,Les Miserables,Imperial Theatre,702532.07,1180842,85.18,225,8248,1409,0.7317,8,0
2016-01-17,34,26239268.38,Matilda The Musical,Sam S. Shubert Theatre,716542.3,1327753,82.38,250,8698,1432,0.7593,8,0
2016-01-17,34,26239268.38,Misery,Broadhurst Theatre,728263.25,1247672,106.25,297,6854,1176,0.7285,8,0
2016-01-17,34,26239268.38,Noises Off,American Airlines Theatre,382251.9,652720,65.28,NA,5856,740,0.9892,5,3
2016-01-17,34,26239268.38,On Your Feet!,Marquis Theatre,1146372.1,1552352,109.78,199,10442,1626,0.8027,8,0
2016-01-17,34,26239268.38,Our Mother's Brief Affair,Samuel J. Friedman Theatre,187813.3,629770,40.03,NA,4692,650,0.9023,0,8
2016-01-17,34,26239268.38,School of Rock - The Musical,Winter Garden Theatre,1073910.31,1431856,107.65,248,9976,1428,0.8732,8,0
2016-01-17,34,26239268.38,Something Rotten!,St. James Theatre,772428,1372600,79.3,277,9740,1504,0.8095,8,0
2016-01-17,34,26239268.38,Spring Awakening,Brooks Atkinson Theatre,604880,1003600,79.34,247,7624,1026,0.9288,8,0
2016-01-17,34,26239268.38,The Book of Mormon,Eugene O'Neill Theatre,1496509,1432296,171.34,477,8734,1066,1.0242,8,0
2016-01-17,34,26239268.38,The Color Purple,Bernard B. Jacobs Theatre,889126.74,1041204,111.29,193,7989,1051,0.9502,8,0
2016-01-17,34,26239268.38,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,564797.14,857318,84.75,233,6664,1018,0.8183,8,0
2016-01-17,34,26239268.38,The King and I,Vivian Beaumont Theater,740971,1145090,103.07,297,7189,1047,0.8583,8,0
2016-01-17,34,26239268.38,The Lion King,Minskoff Theatre,1660171,1990265,124.73,225,13310,1696,0.981,8,0
2016-01-17,34,26239268.38,The Phantom of the Opera,Majestic Theatre,635768.6,1514575,81.77,200,7775,1605,0.6055,8,0
2016-01-17,34,26239268.38,Wicked,Gershwin Theatre,1590318,1779845,118.4,240,13432,1807,0.9292,8,0
2016-01-24,35,15977957.72,A View from the Bridge,Lyceum Theatre,325571.78,657894,68.93,248,4723,1021,0.771,6,0
2016-01-24,35,15977957.72,Aladdin,New Amsterdam Theatre,831498,1034816,89.86,199.5,9253,1727,0.893,6,0
2016-01-24,35,15977957.72,Allegiance,Longacre Theatre,262561.5,695700,65.53,223,4007,1057,0.6318,6,0
2016-01-24,35,15977957.72,An American in Paris,Palace Theatre,516419.5,1103460,89.02,223,5801,1679,0.5758,6,0
2016-01-24,35,15977957.72,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,596404.5,894882,107.73,299,5536,1026,0.8993,6,0
2016-01-24,35,15977957.72,Chicago,Ambassador Theatre,270842.43,727217,75.8,186,3573,1080,0.5514,6,0
2016-01-24,35,15977957.72,China Doll,Gerald Schoenfeld Theatre,358927.52,670437.5,95.13,275,3773,1069,0.7059,5,0
2016-01-24,35,15977957.72,Fiddler on the Roof,Broadway Theatre,657218.8,1146858,81.21,225,8093,1707,0.7902,6,0
2016-01-24,35,15977957.72,Finding Neverland,Lunt-Fontanne Theatre,642843.5,1107000,84.23,225,7632,1504,0.8457,6,0
2016-01-24,35,15977957.72,Fun Home,Circle in the Square Theatre,340119.87,590080,89.53,250,3799,740,0.8556,6,0
2016-01-24,35,15977957.72,Hamilton,Richard Rodgers Theatre,1304793,1001220,161.84,475,8062,1321,1.0172,6,0
2016-01-24,35,15977957.72,Jersey Boys,August Wilson Theatre,344020.79,834464,79.93,199,4304,1228,0.5841,6,0
2016-01-24,35,15977957.72,King Charles III,Music Box Theatre,457694.87,747594,92.26,225,4961,977,0.8463,6,0
2016-01-24,35,15977957.72,Kinky Boots,Al Hirschfeld Theatre,477467.88,942960,86.97,299,5490,1424,0.6426,6,0
2016-01-24,35,15977957.72,Les Miserables,Imperial Theatre,405742.17,863624,75.59,225,5368,1409,0.635,6,0
2016-01-24,35,15977957.72,Matilda The Musical,Sam S. Shubert Theatre,368576,989061,66.61,250,5533,1432,0.644,6,0
2016-01-24,35,15977957.72,Misery,Broadhurst Theatre,391901.05,910996,86.84,297,4513,1176,0.6396,6,0
2016-01-24,35,15977957.72,Noises Off,American Airlines Theatre,300106,489540,74.28,NA,4040,740,0.9099,6,0
2016-01-24,35,15977957.72,On Your Feet!,Marquis Theatre,732366,1164264,100.02,199,7322,1626,0.7505,6,0
2016-01-24,35,15977957.72,Our Mother's Brief Affair,Samuel J. Friedman Theatre,109716.4,393654,35.11,NA,3125,650,0.8013,5,1
2016-01-24,35,15977957.72,School of Rock - The Musical,Winter Garden Theatre,526273.5,1046836,81.2,248,6481,1428,0.7564,6,0
2016-01-24,35,15977957.72,Something Rotten!,St. James Theatre,427881.5,1005730,75.21,277,5689,1450,0.6541,6,0
2016-01-24,35,15977957.72,Spring Awakening,Brooks Atkinson Theatre,545145.2,752700,90.33,247,6035,1026,0.9803,6,0
2016-01-24,35,15977957.72,The Book of Mormon,Eugene O'Neill Theatre,968563.36,1043232,150.16,477,6450,1066,1.0084,6,0
2016-01-24,35,15977957.72,The Color Purple,Bernard B. Jacobs Theatre,549932.8,765898,96.53,193,5697,1051,0.9034,6,0
2016-01-24,35,15977957.72,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,344769.1,635126,65.33,233,5277,1018,0.8639,6,0
2016-01-24,35,15977957.72,The Humans,Gerald Schoenfeld Theatre,32573.5,63949,65.15,223,500,578,0.8651,0,1
2016-01-24,35,15977957.72,The King and I,Vivian Beaumont Theater,444069,845730,91.15,297,4872,1047,0.7755,6,0
2016-01-24,35,15977957.72,The Lion King,Minskoff Theatre,1063039.5,1335822,121.49,225,8750,1696,0.8599,6,0
2016-01-24,35,15977957.72,The Phantom of the Opera,Majestic Theatre,397768.7,1124515,69.99,200,5683,1605,0.5901,6,0
2016-01-24,35,15977957.72,Wicked,Gershwin Theatre,983150,1334883.7,94.76,240,10375,1807,0.9569,6,0
2016-01-31,36,23617252.17,A View from the Bridge,Lyceum Theatre,477846.02,878432,72.49,248,6592,1021,0.8071,8,0
2016-01-31,36,23617252.17,Aladdin,New Amsterdam Theatre,1234997,1385202,94.83,199.5,13023,1727,0.9426,8,0
2016-01-31,36,23617252.17,Allegiance,Longacre Theatre,455658,938170,70.62,223,6452,1057,0.763,8,0
2016-01-31,36,23617252.17,An American in Paris,Palace Theatre,820725.5,1471280,85.98,223,9545,1679,0.7106,8,0
2016-01-31,36,23617252.17,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,905360.7,1174216,116.69,299,7759,1026,0.9453,8,0
2016-01-31,36,23617252.17,Chicago,Ambassador Theatre,422580.27,945484,75.6,186,5590,1080,0.647,8,0
2016-01-31,36,23617252.17,China Doll,Gerald Schoenfeld Theatre,658215.75,952502.5,103.72,275,6346,1069,0.8481,7,0
2016-01-31,36,23617252.17,Fiddler on the Roof,Broadway Theatre,1039910.4,1552894,88.15,225,11797,1707,0.8639,8,0
2016-01-31,36,23617252.17,Finding Neverland,Lunt-Fontanne Theatre,724729,1476000,80.36,225,9018,1504,0.7495,8,0
2016-01-31,36,23617252.17,Fun Home,Circle in the Square Theatre,488272.8,794880,93.52,250,5221,740,0.8819,8,0
2016-01-31,36,23617252.17,Hamilton,Richard Rodgers Theatre,1732653,1334960,161.21,475,10748,1321,1.017,8,0
2016-01-31,36,23617252.17,Jersey Boys,August Wilson Theatre,571964.2,1151143,89.37,199,6400,1228,0.6515,8,0
2016-01-31,36,23617252.17,King Charles III,Music Box Theatre,732327.5,996792,101.67,225,7203,977,0.9216,8,0
2016-01-31,36,23617252.17,Kinky Boots,Al Hirschfeld Theatre,838361.88,1284324,92.54,299,9059,1424,0.7952,8,0
2016-01-31,36,23617252.17,Les Miserables,Imperial Theatre,686751.91,1180842,80.93,225,8486,1409,0.7528,8,0
2016-01-31,36,23617252.17,Matilda The Musical,Sam S. Shubert Theatre,684547.35,1327753,73.87,250,9267,1432,0.8089,8,0
2016-01-31,36,23617252.17,Misery,Broadhurst Theatre,694019.9,1247672,92.68,297,7488,1176,0.7959,8,0
2016-01-31,36,23617252.17,Noises Off,American Airlines Theatre,442871.5,652720,80.99,NA,5468,740,0.9236,8,0
2016-01-31,36,23617252.17,On Your Feet!,Marquis Theatre,1082485.3,1552352,103,199,10510,1626,0.808,8,0
2016-01-31,36,23617252.17,Our Mother's Brief Affair,Samuel J. Friedman Theatre,229777.8,629770,58.93,NA,3899,650,0.7498,8,0
2016-01-31,36,23617252.17,School of Rock - The Musical,Winter Garden Theatre,817940,1404800,93.04,248,8791,1428,0.7695,8,0
2016-01-31,36,23617252.17,Something Rotten!,St. James Theatre,702766.37,1388900,80.18,277,8765,1545,0.7093,8,0
2016-01-31,36,23617252.17,The Book of Mormon,Eugene O'Neill Theatre,1343531,1376656,155.05,477,8665,1066,1.0161,8,0
2016-01-31,36,23617252.17,The Color Purple,Bernard B. Jacobs Theatre,813709.88,1041204,100.24,193,8118,1051,0.9655,8,0
2016-01-31,36,23617252.17,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,509779.21,857318,71.54,233,7126,1018,0.875,8,0
2016-01-31,36,23617252.17,The Humans,Gerald Schoenfeld Theatre,240050,505312,62,223,3872,578,0.8374,0,8
2016-01-31,36,23617252.17,The King and I,Vivian Beaumont Theater,682534,1145090,98.55,297,6926,1047,0.8269,8,0
2016-01-31,36,23617252.17,The Lion King,Minskoff Theatre,1513498,1695546,116.61,225,12979,1696,0.9566,8,0
2016-01-31,36,23617252.17,The Phantom of the Opera,Majestic Theatre,599766.43,1514575,75.71,200,7922,1605,0.617,8,0
2016-01-31,36,23617252.17,Wicked,Gershwin Theatre,1469621.5,1779845,101.77,240,14440,1807,0.9989,8,0
2016-02-07,37,21024819.67,A View from the Bridge,Lyceum Theatre,436994.5,878432,71.13,248,6144,1021,0.7522,8,0
2016-02-07,37,21024819.67,Aladdin,New Amsterdam Theatre,1225573,1385202,93.74,199.5,13074,1727,0.9463,8,0
2016-02-07,37,21024819.67,Allegiance,Longacre Theatre,472198.23,938170,68.9,223,6853,1057,0.8104,8,0
2016-02-07,37,21024819.67,An American in Paris,Palace Theatre,754543,1471280,86.77,223,8696,1679,0.6474,8,0
2016-02-07,37,21024819.67,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,810525.5,1174216,112.92,299,7178,1026,0.8745,8,0
2016-02-07,37,21024819.67,Blackbird,Belasco Theatre,156916,236624,84.14,248,1865,1028,0.9071,0,2
2016-02-07,37,21024819.67,Chicago,Ambassador Theatre,397020.25,945484,70.96,186,5595,1080,0.6476,8,0
2016-02-07,37,21024819.67,Fiddler on the Roof,Broadway Theatre,936465.5,1552894,86.68,225,10804,1707,0.7912,8,0
2016-02-07,37,21024819.67,Finding Neverland,Lunt-Fontanne Theatre,557234.5,1291500,74.53,225,7477,1504,0.7102,7,0
2016-02-07,37,21024819.67,Fun Home,Circle in the Square Theatre,432295.6,794880,86.27,250,5011,740,0.8465,8,0
2016-02-07,37,21024819.67,Hamilton,Richard Rodgers Theatre,1771086,1334960,164.81,475,10746,1321,1.0168,8,0
2016-02-07,37,21024819.67,Jersey Boys,August Wilson Theatre,465911.5,1151143,87.86,199,5303,1228,0.5398,8,0
2016-02-07,37,21024819.67,Kinky Boots,Al Hirschfeld Theatre,702285,1284324,88.29,299,7954,1424,0.6982,8,0
2016-02-07,37,21024819.67,Les Miserables,Imperial Theatre,576958.75,1180842,74.36,225,7759,1409,0.6883,8,0
2016-02-07,37,21024819.67,Matilda The Musical,Sam S. Shubert Theatre,546352.4,1318748,68.66,250,7957,1432,0.6946,8,0
2016-02-07,37,21024819.67,Misery,Broadhurst Theatre,707573.9,1247672,94.49,297,7488,1176,0.7959,8,0
2016-02-07,37,21024819.67,Noises Off,American Airlines Theatre,445926.5,652720,80.32,NA,5552,740,0.9378,8,0
2016-02-07,37,21024819.67,On Your Feet!,Marquis Theatre,1058989.2,1552352,99.96,199,10594,1626,0.8144,8,0
2016-02-07,37,21024819.67,Our Mother's Brief Affair,Samuel J. Friedman Theatre,201600,629770,57.55,NA,3503,650,0.6737,8,0
2016-02-07,37,21024819.67,School of Rock - The Musical,Winter Garden Theatre,756570.5,1404800,87.09,248,8687,1428,0.7604,8,0
2016-02-07,37,21024819.67,Something Rotten!,St. James Theatre,633021.12,1372600,76.7,277,8253,1504,0.6859,8,0
2016-02-07,37,21024819.67,The Book of Mormon,Eugene O'Neill Theatre,1273332,1376656,147.46,477,8635,1066,1.0125,8,0
2016-02-07,37,21024819.67,The Color Purple,Bernard B. Jacobs Theatre,815646.12,1037924,98.83,193,8253,1051,0.9816,8,0
2016-02-07,37,21024819.67,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,451764.51,857318,71.41,233,6326,1018,0.7768,8,0
2016-02-07,37,21024819.67,The Humans,Gerald Schoenfeld Theatre,236708,505312,61.87,223,3826,578,0.8274,0,8
2016-02-07,37,21024819.67,The King and I,Vivian Beaumont Theater,619639,1145090,95.86,297,6464,1047,0.7717,8,0
2016-02-07,37,21024819.67,The Lion King,Minskoff Theatre,1533402.5,1607012,116.18,225,13198,1696,0.9727,8,0
2016-02-07,37,21024819.67,The Phantom of the Opera,Majestic Theatre,618591.09,1514575,74.99,200,8249,1605,0.6424,8,0
2016-02-07,37,21024819.67,Wicked,Gershwin Theatre,1429695.5,1779845,98.21,240,14557,1867,0.9749,8,0
2016-02-14,38,25713384.94,A View from the Bridge,Lyceum Theatre,462978.28,878432,70.48,248,6569,1021,0.8042,8,0
2016-02-14,38,25713384.94,Aladdin,New Amsterdam Theatre,1493306,1594446,108.12,229.5,13811,1727,0.9996,8,0
2016-02-14,38,25713384.94,Allegiance,Longacre Theatre,583132.91,938170,88.5,223,6589,1057,0.7792,8,0
2016-02-14,38,25713384.94,An American in Paris,Palace Theatre,854230.5,1471280,92.63,223,9222,1679,0.6866,8,0
2016-02-14,38,25713384.94,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,920024,1174216,126.76,299,7258,1026,0.8843,8,0
2016-02-14,38,25713384.94,Blackbird,Belasco Theatre,439752.5,781264,77.76,248,5655,1018,0.7936,0,7
2016-02-14,38,25713384.94,Chicago,Ambassador Theatre,566356.41,945484,84.51,186,6702,1080,0.7757,8,0
2016-02-14,38,25713384.94,Disaster!,Nederlander Theatre,364575,1123808,55.8,197,6534,1197,0.6823,0,8
2016-02-14,38,25713384.94,Fiddler on the Roof,Broadway Theatre,1040264.79,1567144,91.56,225,11361,1707,0.8319,8,0
2016-02-14,38,25713384.94,Finding Neverland,Lunt-Fontanne Theatre,841121.5,1814520,94.91,225,8862,1504,0.6547,9,0
2016-02-14,38,25713384.94,Fun Home,Circle in the Square Theatre,503401.7,794880,91.71,250,5489,740,0.9272,8,0
2016-02-14,38,25713384.94,Hamilton,Richard Rodgers Theatre,1792099,1334960,166.69,475,10751,1321,1.0173,8,0
2016-02-14,38,25713384.94,Hughie,Booth Theatre,330297.5,678514,63.52,198,5200,772,0.9623,0,7
2016-02-14,38,25713384.94,Jersey Boys,August Wilson Theatre,595521.5,1151143,92.36,199,6448,1228,0.6564,8,0
2016-02-14,38,25713384.94,Kinky Boots,Al Hirschfeld Theatre,917438.55,1284324,104.78,299,8756,1424,0.7686,8,0
2016-02-14,38,25713384.94,Les Miserables,Imperial Theatre,871422.87,1180842,91.46,225,9528,1409,0.8453,8,0
2016-02-14,38,25713384.94,Matilda The Musical,Sam S. Shubert Theatre,837763.16,1327753,85.66,250,9780,1432,0.8537,8,0
