match_id,team1,team2,score_team1,score_team2,wickets_team2,wickets_team,team1_away_or_home,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground,ground_city,ground_country,match_date
ODI # 1960,Australia,Netherlands,170,122,2,10,away,away,Australia,75,runs,Day,ICC World Cup,Damien Martyn,Australia,"North West Cricket Stadium, Potchefstroom",Netherlands,field first,D/L method),Potchefstroom,Potchefstroom,South Africa,"Feb 20, 2003"
ODI # 1961,Bangladesh,South Africa,108,109,10,0,away,home,South Africa,10,wickets,Day,ICC World Cup,Makhaya Ntini,South Africa,"Goodyear Park, Bloemfontein",South Africa,field first,with 228 balls remaining),Bloemfontein,Bloemfontein,South Africa,"Feb 22, 2003"
ODI # 1962,England,Pakistan,246,134,8,10,away,away,England,112,runs,Day and night,ICC World Cup,James Anderson,England,"Newlands, Cape Town",England,bat first,NA,Cape Town,Cape Town,South Africa,"Feb 22, 2003"
ODI # 1963,Canada,West Indies,202,206,10,3,away,away,West Indies,7,wickets,Day,ICC World Cup,John Davison,Canada,"SuperSport Park, Centurion",West Indies,field first,with 177 balls remaining),Centurion,Centurion,South Africa,"Feb 23, 2003"
ODI # 1964,India,Namibia,311,130,2,10,away,away,India,181,runs,Day,ICC World Cup,Sachin Tendulkar,India,"City Oval, Pietermaritzburg",Namibia,field first,NA,Pietermaritzburg,Pietermaritzburg,South Africa,"Feb 23, 2003"
ODI # 1965,Kenya,Sri Lanka,210,157,9,10,home,away,Kenya,53,runs,Day,ICC World Cup,Collins Obuya,Kenya,"Gymkhana Club Ground, Nairobi",Sri Lanka,field first,NA,Nairobi (Gym),Nairobi,Kenya,"Feb 24, 2003"
ODI # 1966,Zimbabwe,Australia,246,248,9,3,home,away,Australia,7,wickets,Day,ICC World Cup,Andy Blignaut,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,bat first,with 15 balls remaining),Bulawayo,Bulawayo,Zimbabwe,"Feb 24, 2003"
ODI # 1967,Pakistan,Netherlands,253,156,9,10,away,away,Pakistan,97,runs,Day,ICC World Cup,Mohammad Yousuf,Pakistan,"Boland Bank Park, Paarl",Netherlands,field first,NA,Paarl,Paarl,South Africa,"Feb 25, 2003"
ODI # 1968,Bangladesh,New Zealand,198,199,7,3,away,away,New Zealand,7,wickets,Day,ICC World Cup,Craig McMillan,New Zealand,"De Beers Diamond Oval, Kimberley",Bangladesh,bat first,with 99 balls remaining),Kimberley,Kimberley,South Africa,"Feb 26, 2003"
ODI # 1969,India,England,250,168,9,10,away,away,India,82,runs,Day and night,ICC World Cup,Ashish Nehra,India,"Kingsmead, Durban",India,bat first,NA,Durban,Durban,South Africa,"Feb 26, 2003"
ODI # 1970,Australia,Namibia,301,45,6,10,away,away,Australia,256,runs,Day,ICC World Cup,Glenn McGrath,Australia,"North West Cricket Stadium, Potchefstroom",Australia,bat first,NA,Potchefstroom,Potchefstroom,South Africa,"Feb 27, 2003"
ODI # 1971,South Africa,Canada,254,136,8,5,home,away,South Africa,118,runs,Day,ICC World Cup,Boeta Dippenaar,South Africa,"Buffalo Park, East London",Canada,field first,NA,East London,East London,South Africa,"Feb 27, 2003"
ODI # 1972,Zimbabwe,Netherlands,301,202,8,9,home,away,Zimbabwe,99,runs,Day,ICC World Cup,Heath Streak,Zimbabwe,"Queens Sports Club, Bulawayo",Netherlands,field first,NA,Bulawayo,Bulawayo,Zimbabwe,"Feb 28, 2003"
ODI # 1973,Sri Lanka,West Indies,228,222,6,9,away,away,Sri Lanka,6,runs,Day and night,ICC World Cup,Chaminda Vaas,Sri Lanka,"Newlands, Cape Town",Sri Lanka,bat first,NA,Cape Town,Cape Town,South Africa,"Feb 28, 2003"
ODI # 1974,Kenya,Bangladesh,217,185,7,10,away,away,Kenya,32,runs,Day,ICC World Cup,Maurice Odumbe,Kenya,"New Wanderers Stadium, Johannesburg",Kenya,bat first,NA,Johannesburg,Johannesburg,South Africa,"Mar 1, 2003"
ODI # 1975,Pakistan,India,273,276,7,4,away,away,India,6,wickets,Day,ICC World Cup,Sachin Tendulkar,India,"SuperSport Park, Centurion",Pakistan,bat first,with 26 balls remaining),Centurion,Centurion,South Africa,"Mar 1, 2003"
ODI # 1976,England,Australia,204,208,8,8,away,away,Australia,2,wickets,Day,ICC World Cup,Andy Bichel,Australia,"St George's Park, Port Elizabeth",England,bat first,with 2 balls remaining),Port Elizabeth,Port Elizabeth,South Africa,"Mar 2, 2003"
ODI # 1977,Canada,New Zealand,196,197,10,5,away,away,New Zealand,5,wickets,Day,ICC World Cup,John Davison,Canada,"Willowmoore Park, Benoni",New Zealand,field first,with 162 balls remaining),Benoni,Benoni,South Africa,"Mar 3, 2003"
ODI # 1978,Netherlands,Namibia,314,250,4,10,away,away,Netherlands,64,runs,Day,ICC World Cup,Feiko Kloppenburg,Netherlands,"Goodyear Park, Bloemfontein",Netherlands,bat first,NA,Bloemfontein,Bloemfontein,South Africa,"Mar 3, 2003"
ODI # 1979,Sri Lanka,South Africa,268,229,9,6,away,home,Match tied (D/L method),NA,NA,Day and night,ICC World Cup,Marvan Atapattu,Sri Lanka,"Kingsmead, Durban",Sri Lanka,bat first,NA,Durban,Durban,South Africa,"Mar 3, 2003"
ODI # 1981,West Indies,Kenya,246,104,7,10,away,away,West Indies,142,runs,Day,ICC World Cup,Vasbert Drakes,West Indies,"De Beers Diamond Oval, Kimberley",West Indies,bat first,NA,Kimberley,Kimberley,South Africa,"Mar 4, 2003"
ODI # 1982,Australia,Sri Lanka,319,223,5,10,away,away,Australia,96,runs,Day,ICC World Cup,Ricky Ponting,Australia,"SuperSport Park, Centurion",Australia,bat first,NA,Centurion,Centurion,South Africa,"Mar 7, 2003"
ODI # 1983,Kenya,India,225,226,6,4,away,away,India,6,wickets,Day and night,ICC World Cup,Sourav Ganguly,India,"Newlands, Cape Town",Kenya,bat first,with 13 balls remaining),Cape Town,Cape Town,South Africa,"Mar 7, 2003"
ODI # 1984,Zimbabwe,New Zealand,252,253,7,4,away,away,New Zealand,6,wickets,Day,ICC World Cup,Nathan Astle,New Zealand,"Goodyear Park, Bloemfontein",Zimbabwe,bat first,with 16 balls remaining),Bloemfontein,Bloemfontein,South Africa,"Mar 8, 2003"
ODI # 1985,India,Sri Lanka,292,109,6,10,away,away,India,183,runs,Day,ICC World Cup,Javagal Srinath,India,"New Wanderers Stadium, Johannesburg",Sri Lanka,field first,NA,Johannesburg,Johannesburg,South Africa,"Mar 10, 2003"
ODI # 1986,Australia,New Zealand,208,112,9,10,away,away,Australia,96,runs,Day,ICC World Cup,Shane Bond,New Zealand,"St George's Park, Port Elizabeth",New Zealand,field first,NA,Port Elizabeth,Port Elizabeth,South Africa,"Mar 11, 2003"
ODI # 1987,Zimbabwe,Kenya,133,135,10,3,away,away,Kenya,7,wickets,Day,ICC World Cup,Martin Suji,Kenya,"Goodyear Park, Bloemfontein",Zimbabwe,bat first,with 144 balls remaining),Bloemfontein,Bloemfontein,South Africa,"Mar 12, 2003"
ODI # 1988,New Zealand,India,146,150,10,3,away,away,India,7,wickets,Day,ICC World Cup,Zaheer Khan,India,"SuperSport Park, Centurion",India,field first,with 56 balls remaining),Centurion,Centurion,South Africa,"Mar 14, 2003"
ODI # 1989,Sri Lanka,Zimbabwe,256,182,5,10,away,away,Sri Lanka,74,runs,Day,ICC World Cup,Marvan Atapattu,Sri Lanka,"Buffalo Park, East London",Sri Lanka,bat first,NA,East London,East London,South Africa,"Mar 15, 2003"
ODI # 1990,Kenya,Australia,174,178,8,5,away,away,Australia,5,wickets,Day and night,ICC World Cup,Aasif Karim,Kenya,"Kingsmead, Durban",Australia,field first,with 112 balls remaining),Durban,Durban,South Africa,"Mar 15, 2003"
ODI # 1991,Australia,Sri Lanka,212,123,7,7,away,away,Australia,48,runs,Day,ICC World Cup,Andrew Symonds,Australia,"St George's Park, Port Elizabeth",Australia,bat first,D/L method),Port Elizabeth,Port Elizabeth,South Africa,"Mar 18, 2003"
ODI # 1992,India,Kenya,270,179,4,10,away,away,India,91,runs,Day and night,ICC World Cup,Sourav Ganguly,India,"Kingsmead, Durban",India,bat first,NA,Durban,Durban,South Africa,"Mar 20, 2003"
ODI # 1993,Australia,India,359,234,2,10,away,away,Australia,125,runs,Day,ICC World Cup,Ricky Ponting,Australia,"New Wanderers Stadium, Johannesburg",India,field first,NA,Johannesburg,Johannesburg,South Africa,"Mar 23, 2003"
ODI # 1994,Pakistan,Zimbabwe,278,210,7,10,away,away,Pakistan,68,runs,Day and night,Cherry Blossom Sharjah Cup,Abdul Razzaq,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 3, 2003"
ODI # 1995,Sri Lanka,Pakistan,223,225,6,3,away,away,Pakistan,7,wickets,Day and night,Cherry Blossom Sharjah Cup,Kumar Sangakkara,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,with 16 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 4, 2003"
ODI # 1996,Kenya,Zimbabwe,225,230,6,5,away,away,Zimbabwe,5,wickets,Day and night,Cherry Blossom Sharjah Cup,Dougie Marillier,Zimbabwe,Sharjah Cricket Association Stadium,Kenya,bat first,with 6 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 5, 2003"
ODI # 1997,Sri Lanka,Kenya,256,127,5,10,away,away,Sri Lanka,129,runs,Day and night,Cherry Blossom Sharjah Cup,Kumar Sangakkara,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 6, 2003"
ODI # 1998,Sri Lanka,Zimbabwe,193,194,10,6,away,away,Zimbabwe,4,wickets,Day and night,Cherry Blossom Sharjah Cup,Grant Flower,Zimbabwe,Sharjah Cricket Association Stadium,Sri Lanka,bat first,with 8 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 7, 2003"
ODI # 1999,Pakistan,Kenya,286,143,8,10,away,away,Pakistan,143,runs,Day and night,Cherry Blossom Sharjah Cup,Shoaib Malik,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 8, 2003"
ODI # 2000,Zimbabwe,Pakistan,168,172,10,2,away,away,Pakistan,8,wickets,Day and night,Cherry Blossom Sharjah Cup,Taufeeq Umar,Pakistan,Sharjah Cricket Association Stadium,Zimbabwe,bat first,with 88 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 10, 2003"
ODI # 2001,India,Bangladesh,276,76,10,10,away,home,India,200,runs,Day and night,TVS Cup (Bangladesh),Yuvraj Singh,India,"Bangabandhu National Stadium, Dhaka",India,bat first,NA,Dhaka,Dhaka,Bangladesh,"Apr 11, 2003"
ODI # 2002,India,South Africa,307,154,4,10,away,away,India,153,runs,Day and night,TVS Cup (Bangladesh),Mohammad Kaif,India,"Bangabandhu National Stadium, Dhaka",India,bat first,NA,Dhaka,Dhaka,Bangladesh,"Apr 13, 2003"
ODI # 2003,South Africa,Bangladesh,294,211,3,10,away,home,South Africa,83,runs,Day and night,TVS Cup (Bangladesh),Mohammad Ashraful,Bangladesh,"Bangabandhu National Stadium, Dhaka",South Africa,bat first,NA,Dhaka,Dhaka,Bangladesh,"Apr 14, 2003"
ODI # 2004,Bangladesh,India,207,208,10,6,home,away,India,4,wickets,Day and night,TVS Cup (Bangladesh),Gautam Gambhir,India,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,with 43 balls remaining),Dhaka,Dhaka,Bangladesh,"Apr 16, 2003"
ODI # 2005,South Africa,Bangladesh,261,168,5,10,away,home,South Africa,93,runs,Day and night,TVS Cup (Bangladesh),Shaun Pollock,South Africa,"Bangabandhu National Stadium, Dhaka",South Africa,bat first,NA,Dhaka,Dhaka,Bangladesh,"Apr 17, 2003"
ODI # 2006,India,South Africa,215,216,10,5,away,away,South Africa,5,wickets,Day and night,TVS Cup (Bangladesh),Neil McKenzie,South Africa,"Bangabandhu National Stadium, Dhaka",India,bat first,with 8 balls remaining),Dhaka,Dhaka,Bangladesh,"Apr 18, 2003"
ODI # 2008,Pakistan,Sri Lanka,199,120,8,10,away,home,Pakistan,79,runs,Day,Bank Alfalah Cup,Mohammad Hafeez,Pakistan,Rangiri Dambulla International Stadium,Sri Lanka,field first,NA,Dambulla,Dambulla,Sri Lanka,"May 10, 2003"
ODI # 2009,Pakistan,New Zealand,116,117,10,3,away,away,New Zealand,7,wickets,Day,Bank Alfalah Cup,Daryl Tuffey,New Zealand,Rangiri Dambulla International Stadium,New Zealand,field first,with 135 balls remaining),Dambulla,Dambulla,Sri Lanka,"May 11, 2003"
ODI # 2010,New Zealand,Sri Lanka,139,143,10,5,away,home,Sri Lanka,5,wickets,Day,Bank Alfalah Cup,Romesh Kaluwitharana,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field first,with 14 balls remaining),Dambulla,Dambulla,Sri Lanka,"May 13, 2003"
ODI # 2011,Australia,West Indies,270,205,5,8,away,home,Australia,2,runs,Day,Australia tour of West Indies,Ricky Ponting,Australia,"Sabina Park, Kingston, Jamaica",West Indies,field first,D/L method),Kingston,Kingston,West Indies,"May 17, 2003"
ODI # 2012,Sri Lanka,Pakistan,172,160,10,10,home,away,Sri Lanka,12,runs,Day,Bank Alfalah Cup,Muthiah Muralidaran,Sri Lanka,Rangiri Dambulla International Stadium,Pakistan,field first,NA,Dambulla,Dambulla,Sri Lanka,"May 18, 2003"
ODI # 2013,West Indies,Australia,163,166,10,2,home,away,Australia,8,wickets,Day,Australia tour of West Indies,Glenn McGrath,Australia,"Sabina Park, Kingston, Jamaica",West Indies,bat first,with 89 balls remaining),Kingston,Kingston,West Indies,"May 18, 2003"
ODI # 2014,New Zealand,Sri Lanka,156,147,8,10,away,home,New Zealand,9,runs,Day,Bank Alfalah Cup,Daniel Vettori,New Zealand,Rangiri Dambulla International Stadium,Sri Lanka,field first,NA,Dambulla,Dambulla,Sri Lanka,"May 19, 2003"
ODI # 2015,Pakistan,New Zealand,203,181,9,10,away,away,Pakistan,22,runs,Day,Bank Alfalah Cup,Shoaib Malik,Pakistan,Rangiri Dambulla International Stadium,New Zealand,field first,NA,Dambulla,Dambulla,Sri Lanka,"May 20, 2003"
ODI # 2016,Australia,West Indies,258,233,4,9,away,home,Australia,25,runs,Day,Australia tour of West Indies,Michael Clarke,Australia,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,field first,NA,Gros Islet,Gros Islet,West Indies,"May 21, 2003"
ODI # 2017,Pakistan,New Zealand,198,200,10,6,away,away,New Zealand,4,wickets,Day,Bank Alfalah Cup,Stephen Fleming,New Zealand,Rangiri Dambulla International Stadium,Pakistan,bat first,with 28 balls remaining),Dambulla,Dambulla,Sri Lanka,"May 23, 2003"
ODI # 2018,Australia,West Indies,286,219,5,10,away,home,Australia,67,runs,Day,Australia tour of West Indies,Adam Gilchrist,Australia,"Queen's Park Oval, Port of Spain, Trinidad",Australia,bat first,NA,Port of Spain,Port of Spain,West Indies,"May 24, 2003"
ODI # 2019,West Indies,Australia,290,251,5,9,home,away,West Indies,39,runs,Day,Australia tour of West Indies,Brian Lara,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,bat first,NA,Port of Spain,Port of Spain,West Indies,"May 25, 2003"
ODI # 2020,Australia,West Indies,252,254,10,7,away,away,West Indies,3,wickets,Day,Australia tour of West Indies,Wavell Hinds,West Indies,"Queen's Park (New), St George's, Grenada",Australia,bat first,with 8 balls remaining),St George's,St George's,Grenada,"May 30, 2003"
ODI # 2021,Australia,West Indies,247,249,8,1,away,away,West Indies,9,wickets,Day,Australia tour of West Indies,Chris Gayle,West Indies,"Queen's Park (New), St George's, Grenada",Australia,bat first,with 39 balls remaining),St George's,St George's,Grenada,"Jun 1, 2003"
ODI # 2022,Sri Lanka,West Indies,201,146,10,10,away,home,Sri Lanka,55,runs,Day,Sri Lanka tour of West Indies,Muthiah Muralidaran,Sri Lanka,"Kensington Oval, Bridgetown, Barbados",West Indies,field first,NA,Bridgetown,Bridgetown,West Indies,"Jun 7, 2003"
ODI # 2023,West Indies,Sri Lanka,312,313,4,6,home,away,Sri Lanka,4,wickets,Day,Sri Lanka tour of West Indies,Upul Chandana,Sri Lanka,"Kensington Oval, Bridgetown, Barbados",West Indies,bat first,with 3 balls remaining),Bridgetown,Bridgetown,West Indies,"Jun 8, 2003"
ODI # 2024,Sri Lanka,West Indies,191,160,10,4,away,home,West Indies,6,wickets,Day,Sri Lanka tour of West Indies,Marlon Samuels,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",West Indies,field first,with 31 balls remaining),Kingstown,Arnos Vale,West Indies,"Jun 11, 2003"
ODI # 2025,England,Pakistan,204,208,9,8,home,away,Pakistan,2,wickets,Day and night,Pakistan tour of England and Scotland,Mohammad Hafeez,Pakistan,"Old Trafford, Manchester",England,bat first,with 4 balls remaining),Manchester,Stretford,England,"Jun 17, 2003"
ODI # 2026,Pakistan,England,185,189,10,3,away,home,England,7,wickets,Day,Pakistan tour of England and Scotland,Marcus Trescothick,England,"Kennington Oval, London",Pakistan,bat first,with 168 balls remaining),The Oval,London,England,"Jun 20, 2003"
ODI # 2027,Pakistan,England,229,231,7,6,away,home,England,4,wickets,Day,Pakistan tour of England and Scotland,Marcus Trescothick,England,"Lord's, London",England,field first,with 9 balls remaining),Lord's,St John's Wood Road,England,"Jun 22, 2003"
ODI # 2028,England,Zimbabwe,191,195,8,6,home,away,Zimbabwe,4,wickets,Day,NatWest Series,Grant Flower,Zimbabwe,"Trent Bridge, Nottingham",Zimbabwe,field first,with 12 balls remaining),Nottingham,Nottingham,England,"Jun 26, 2003"
ODI # 2029,South Africa,England,264,265,6,4,away,home,England,6,wickets,Day,NatWest Series,Vikram Solanki,England,"Kennington Oval, London",South Africa,bat first,with 25 balls remaining),The Oval,London,England,"Jun 28, 2003"
ODI # 2030,South Africa,Zimbabwe,272,226,5,9,away,away,South Africa,46,runs,Day,NatWest Series,Jacques Kallis,South Africa,"St Lawrence Ground, Canterbury",Zimbabwe,field first,NA,Canterbury,Canterbury,England,"Jun 29, 2003"
ODI # 2032,England,South Africa,223,227,7,3,home,away,South Africa,7,wickets,Day and night,NatWest Series,Jacques Kallis,South Africa,"Old Trafford, Manchester",England,bat first,with 15 balls remaining),Manchester,Stretford,England,"Jul 3, 2003"
ODI # 2033,Zimbabwe,South Africa,174,175,8,1,away,away,South Africa,9,wickets,Day,NatWest Series,Herschelle Gibbs,South Africa,"Sophia Gardens, Cardiff",South Africa,field first,with 94 balls remaining),Cardiff,Cardiff,Wales,"Jul 5, 2003"
ODI # 2034,Zimbabwe,England,92,95,10,4,away,home,England,6,wickets,Day,NatWest Series,Andrew Flintoff,England,"The Royal & Sun Alliance County Ground, Bristol",England,field first,with 193 balls remaining),Bristol,Bishopston,England,"Jul 6, 2003"
ODI # 2035,South Africa,England,198,199,9,6,away,home,England,4,wickets,Day and night,NatWest Series,Andrew Flintoff,England,"Edgbaston, Birmingham",South Africa,bat first,with 66 balls remaining),Birmingham,Birmingham,England,"Jul 8, 2003"
ODI # 2036,Zimbabwe,South Africa,173,174,8,3,away,away,South Africa,7,wickets,Day,NatWest Series,Makhaya Ntini,South Africa,"The Rose Bowl, Southampton",Zimbabwe,bat first,with 88 balls remaining),Southampton,Northlands Road,England,"Jul 10, 2003"
ODI # 2037,South Africa,England,107,111,10,3,away,home,England,7,wickets,Day,NatWest Series,Darren Gough,England,"Lord's, London",England,field first,with 178 balls remaining),Lord's,St John's Wood Road,England,"Jul 12, 2003"
ODI # 2038,Bangladesh,Australia,105,107,10,2,away,home,Australia,8,wickets,Day,Bangladesh tour of Australia,Brett Lee,Australia,"Bundaberg Rum Stadium, Cairns",Australia,field first,with 165 balls remaining),Cairns,Westcourt,Australia,"Aug 2, 2003"
ODI # 2039,Bangladesh,Australia,147,148,10,1,away,home,Australia,9,wickets,Day,Bangladesh tour of Australia,Damien Martyn,Australia,"Bundaberg Rum Stadium, Cairns",Bangladesh,bat first,with 178 balls remaining),Cairns,Westcourt,Australia,"Aug 3, 2003"
ODI # 2040,Australia,Bangladesh,254,142,7,10,home,away,Australia,112,runs,Day,Bangladesh tour of Australia,Ricky Ponting,Australia,"Marrara Cricket Ground, Darwin",Australia,bat first,NA,Darwin,Marrara,Australia,"Aug 6, 2003"
ODI # 2041,Pakistan,Bangladesh,323,186,3,10,home,away,Pakistan,137,runs,Day,Bangladesh tour of Pakistan,Yasir Hameed,Pakistan,Multan Cricket Stadium,Pakistan,bat first,NA,Multan,Multan,Pakistan,"Sep 9, 2003"
ODI # 2042,Pakistan,Bangladesh,243,169,8,10,home,away,Pakistan,74,runs,Day,Bangladesh tour of Pakistan,Mohammad Yousuf,Pakistan,"Iqbal Stadium, Faisalabad",Pakistan,bat first,NA,Faisalabad,Faisalabad,Pakistan,"Sep 12, 2003"
ODI # 2043,Pakistan,Bangladesh,257,201,9,9,home,away,Pakistan,42,runs,Day and night,Bangladesh tour of Pakistan,Umar Gul,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,bat first,D/L method),Lahore,Lahore,Pakistan,"Sep 15, 2003"
ODI # 2044,Bangladesh,Pakistan,222,226,8,5,away,home,Pakistan,5,wickets,Day and night,Bangladesh tour of Pakistan,Mohammad Yousuf,Pakistan,Rawalpindi Cricket Stadium,Bangladesh,bat first,with 1 ball remaining),Rawalpindi,Rawalpindi,Pakistan,"Sep 18, 2003"
ODI # 2045,Pakistan,Bangladesh,302,244,5,7,home,away,Pakistan,58,runs,Day and night,Bangladesh tour of Pakistan,Yasir Hameed,Pakistan,"National Stadium, Karachi",Pakistan,bat first,NA,Karachi,Karachi,Pakistan,"Sep 21, 2003"
ODI # 2046,Pakistan,South Africa,277,269,6,6,home,away,Pakistan,8,runs,Day and night,South Africa tour of Pakistan,Shoaib Malik,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,bat first,NA,Lahore,Lahore,Pakistan,"Oct 3, 2003"
ODI # 2047,Pakistan,South Africa,267,225,7,9,home,away,Pakistan,42,runs,Day and night,South Africa tour of Pakistan,Mohammad Sami,Pakistan,"Gaddafi Stadium, Lahore",South Africa,field first,NA,Lahore,Lahore,Pakistan,"Oct 5, 2003"
ODI # 2048,Pakistan,South Africa,243,221,8,6,home,away,South Africa,13,runs,Day,South Africa tour of Pakistan,Jacques Kallis,South Africa,"Iqbal Stadium, Faisalabad",Pakistan,bat first,D/L method),Faisalabad,Faisalabad,Pakistan,"Oct 7, 2003"
ODI # 2049,Pakistan,South Africa,157,158,10,4,home,away,South Africa,6,wickets,Day and night,South Africa tour of Pakistan,Andre Nel,South Africa,Rawalpindi Cricket Stadium,Pakistan,bat first,with 67 balls remaining),Rawalpindi,Rawalpindi,Pakistan,"Oct 10, 2003"
ODI # 2050,Pakistan,South Africa,192,193,10,3,home,away,South Africa,7,wickets,Day and night,South Africa tour of Pakistan,Boeta Dippenaar,South Africa,Rawalpindi Cricket Stadium,Pakistan,bat first,with 25 balls remaining),Rawalpindi,Rawalpindi,Pakistan,"Oct 12, 2003"
ODI # 2052,India,Australia,283,246,5,9,home,away,India,37,runs,Day and night,TVS Cup (India),Sachin Tendulkar,India,"Captain Roop Singh Stadium, Gwalior",India,bat first,NA,Gwalior,Gwalior,India,"Oct 26, 2003"
ODI # 2053,New Zealand,Australia,97,101,10,2,away,away,Australia,8,wickets,Day,TVS Cup (India),Brad Williams,Australia,"Nahar Singh Stadium, Faridabad",New Zealand,bat first,with 200 balls remaining),Faridabad,Faridabad,India,"Oct 29, 2003"
ODI # 2054,Australia,India,286,209,8,10,away,home,Australia,77,runs,Day and night,TVS Cup (India),Damien Martyn,Australia,"Wankhede Stadium, Mumbai",Australia,bat first,NA,Mumbai,Mumbai,India,"Nov 1, 2003"
ODI # 2055,New Zealand,Australia,258,259,9,8,away,away,Australia,2,wickets,Day,TVS Cup (India),Brad Williams,Australia,"Nehru Stadium, Poona",Australia,field first,with 1 ball remaining),Pune,Pune,India,"Nov 3, 2003"
ODI # 2056,India,New Zealand,246,249,9,6,home,away,New Zealand,4,wickets,Day and night,TVS Cup (India),Scott Styris,New Zealand,"Barabati Stadium, Cuttack",India,bat first,with 15 balls remaining),Cuttack,Cuttack,India,"Nov 6, 2003"
ODI # 2057,Bangladesh,England,143,144,10,3,home,away,England,7,wickets,Day,England tour of Bangladesh,Andrew Flintoff,England,"MA Aziz Stadium, Chittagong",Bangladesh,bat first,with 147 balls remaining),Chattogram,Chattogram,Bangladesh,"Nov 7, 2003"
ODI # 2058,Australia,New Zealand,225,181,7,10,away,away,Australia,44,runs,Day,TVS Cup (India),Michael Bevan,Australia,"Nehru Stadium, Guwahati",New Zealand,field first,NA,Guwahati,Stadium Road,India,"Nov 9, 2003"
ODI # 2059,Bangladesh,England,134,137,9,3,home,away,England,7,wickets,Day and night,England tour of Bangladesh,Andrew Flintoff,England,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,with 134 balls remaining),Dhaka,Dhaka,Bangladesh,"Nov 10, 2003"
ODI # 2060,Bangladesh,England,182,185,10,3,home,away,England,7,wickets,Day and night,England tour of Bangladesh,Andrew Flintoff,England,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,with 63 balls remaining),Dhaka,Dhaka,Bangladesh,"Nov 12, 2003"
ODI # 2061,Australia,India,347,286,2,8,away,home,Australia,61,runs,Day and night,TVS Cup (India),Adam Gilchrist,Australia,"M Chinnaswamy Stadium, Bangalore",Australia,bat first,NA,Bengaluru,Bengaluru,India,"Nov 12, 2003"
ODI # 2062,India,New Zealand,353,208,5,10,home,away,India,145,runs,Day and night,TVS Cup (India),Virender Sehwag,India,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",India,bat first,NA,Hyderabad (Deccan),Hyderabad,India,"Nov 15, 2003"
ODI # 2063,England,Sri Lanka,88,89,10,0,away,home,Sri Lanka,10,wickets,Day and night,England tour of Sri Lanka,Chaminda Vaas,Sri Lanka,Rangiri Dambulla International Stadium,England,bat first,with 217 balls remaining),Dambulla,Dambulla,Sri Lanka,"Nov 18, 2003"
ODI # 2064,Australia,India,235,198,5,10,away,home,Australia,37,runs,Day and night,TVS Cup (India),Michael Clarke,Australia,"Eden Gardens, Kolkata",Australia,bat first,NA,Kolkata,Kolkata,India,"Nov 18, 2003"
ODI # 2065,West Indies,Zimbabwe,347,173,6,3,away,home,West Indies,51,runs,Day,West Indies tour of Zimbabwe,Chris Gayle,West Indies,"Queens Sports Club, Bulawayo",West Indies,bat first,D/L method),Bulawayo,Bulawayo,Zimbabwe,"Nov 22, 2003"
ODI # 2066,West Indies,Zimbabwe,125,128,10,4,away,home,Zimbabwe,6,wickets,Day,West Indies tour of Zimbabwe,Mark Vermeulen,Zimbabwe,"Queens Sports Club, Bulawayo",West Indies,bat first,with 122 balls remaining),Bulawayo,Bulawayo,Zimbabwe,"Nov 23, 2003"
ODI # 2067,Zimbabwe,West Indies,229,208,5,10,home,away,Zimbabwe,21,runs,Day,West Indies tour of Zimbabwe,Heath Streak,Zimbabwe,Harare Sports Club,West Indies,field first,NA,Harare,Harare,Zimbabwe,"Nov 26, 2003"
ODI # 2069,West Indies,Zimbabwe,256,150,3,7,away,home,West Indies,72,runs,Day,West Indies tour of Zimbabwe,Fidel Edwards,West Indies,Harare Sports Club,Zimbabwe,field first,D/L method),Harare,Harare,Zimbabwe,"Nov 29, 2003"
ODI # 2068,New Zealand,Pakistan,291,292,5,7,away,home,Pakistan,3,wickets,Day and night,New Zealand tour of Pakistan,Abdul Razzaq,Pakistan,"Gaddafi Stadium, Lahore",New Zealand,bat first,with 12 balls remaining),Lahore,Lahore,Pakistan,"Nov 29, 2003"
