loc_id,latitude,longitude,subnational1_code,entry_technique,sub_id,obs_id,Month,Day,Year,PROJ_PERIOD_ID,species_code,how_many,valid,reviewed,day1_am,day1_pm,day2_am,day2_pm,effort_hrs_atleast,snow_dep_atleast,Data_Entry_Method
L1801420,37.0507889,-79.4821548,US-VA,NA,S83443397,OBS1095405918,3,13,2021,PFW_2021,amecro,1,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L6426569,40.8920194,-72.5299305,US-NY,/GOOGLE_MAP/ZOOM:18,S86221610,OBS1130229406,4,24,2021,PFW_2021,dowwoo,4,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L12754025,42.2817223,-71.2270045,US-MA,/GOOGLE_MAP/ZOOM:16,S78016760,OBS1036406001,12,26,2020,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L1849949,34.2152863,-77.8773041,US-NC,NA,S81768744,OBS1076305109,2,13,2021,PFW_2021,carchi,1,1,0,1,1,1,1,8.001,NA,PFW Web 4.1.4
L14205786,37.0677643,-76.510478,US-VA,/GOOGLE_MAP/ZOOM:15,S85028567,OBS1114677605,4,7,2021,PFW_2021,rebnut,1,1,0,1,0,0,0,0.001,0,PFW Mobile App v1.1.17
L1806825,30.6345703,-96.4088924,US-TX,POSTCODE LAT/LONG LOOKUP,S83665819,OBS1098091763,3,17,2021,PFW_2021,rewbla,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L8150972,38.8997499,-79.8879972,US-WV,/GOOGLE_MAP/ZOOM:15,S77220686,OBS1025155721,12,5,2020,PFW_2021,tuftit,8,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L1090700,41.4640579,-81.8544388,US-OH,ESRI_WEBSERVICE_STREET,S80336849,OBS1064809167,2,1,2021,PFW_2021,houspa,10,1,0,1,1,0,1,8.001,5,PFW Web 4.1.4
L8144652,39.2646707,-86.9030156,US-IN,/GOOGLE_MAP/ZOOM:15,S79088881,OBS1049576779,1,8,2021,PFW_2021,eursta,5,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L6726862,41.29177,-72.2520161,US-CT,/GOOGLE_MAP/ZOOM:12,S85906728,OBS1126074095,4,5,2021,PFW_2021,rebwoo,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12721231,44.9765058,-93.3585343,US-MN,/GOOGLE_MAP/ZOOM:15,S76851258,OBS1020000985,11,28,2020,PFW_2021,houspa,2,1,0,0,1,1,0,1.001,0,PFW Web 4.1.4
L4128584,41.9820319,-71.493008,US-RI,/GOOGLE_MAP/ZOOM:15,S83030367,OBS1090574697,3,4,2021,PFW_2021,tuftit,1,1,0,1,0,0,0,0.001,0.001,PFW Web 4.1.4
L12826327,33.822518,-84.343102,US-GA,/GOOGLE_MAP/ZOOM:15,S77875512,OBS1034404746,12,4,2020,PFW_2021,pinwar,1,1,0,1,0,1,1,1.001,NA,PFW Web 4.1.4
L8147854,38.2971782,-77.677803,US-VA,/GOOGLE_MAP/ZOOM:15,S86429464,OBS1132924288,4,24,2021,PFW_2021,comgra,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L801765,46.6309397,-84.2960894,CA-ON,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:3,S82541283,OBS1084899541,2,20,2021,PFW_2021,pilwoo,2,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
L12677655,42.9990252,-79.41993,CA-ON,/GOOGLE_MAP/ZOOM:18,S76564419,OBS1015997558,11,21,2020,PFW_2021,blujay,6,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
L5140529,44.9249916,-93.6458027,US-MN,/GOOGLE_MAP/ZOOM:15,S84846955,OBS1112576568,4,3,2021,PFW_2021,rewbla,1,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L806975,40.1624441,-79.0758991,US-PA,ESRI_WEBSERVICE_STREET,S76707247,OBS1018031906,11,21,2020,PFW_2021,whbnut,1,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L7471158,38.3064776,-78.5337764,US-VA,/GOOGLE_MAP/ZOOM:18,S87021652,OBS1140879041,3,8,2021,PFW_2021,whbnut,1,1,0,1,1,1,1,4.001,NA,PFW Web 4.1.4
L12884444,43.6552701,-79.5249509,CA-ON,/GOOGLE_MAP/ZOOM:15,S79646934,OBS1056473990,12,18,2020,PFW_2021,rebnut,3,1,0,1,0,0,1,1.001,5,PFW Web 4.1.4
L12749315,42.8036651,-70.8759452,US-MA,/GOOGLE_MAP/ZOOM:15,S79326207,OBS1052719440,1,13,2021,PFW_2021,houspa,3,1,0,1,0,1,1,1.001,0,PFW Web 4.1.4
L4067803,35.5622378,-75.470345,US-NC,/GOOGLE_MAP/ZOOM:17,S76335767,OBS1012908676,11,14,2020,PFW_2021,yerwar,20,1,1,1,1,1,1,8.001,0,PFW Web 4.0.4
L8222495,43.8348456,-79.4595032,CA-ON,/GOOGLE_MAP/ZOOM:15,S76931541,OBS1021125074,12,1,2020,PFW_2021,bkcchi,4,1,0,1,1,1,1,0.001,5,PFW Mobile App v1.1.17
L1049935,35.8813667,-78.678093,US-NC,ESRI_WEBSERVICE_STREET,S81494739,OBS1074268147,1,30,2021,PFW_2021,norcar,2,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L842194,41.3618355,-93.5770569,US-IA,ESRI_WEBSERVICE_STREET,S76590656,OBS1016391261,11,14,2020,PFW_2021,bkcchi,2,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L3265639,44.4931093,-71.5199996,US-NH,/GOOGLE_MAP/ZOOM:15,S79827652,OBS1058659229,1,23,2021,PFW_2021,norcar,2,1,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
L1341606,43.1290207,-77.3401489,US-NY,ESRI_WEBSERVICE_STREET,S79973380,OBS1060494952,1,23,2021,PFW_2021,brncre,1,1,0,1,1,1,1,4.001,5,PFW Web 4.1.4
L12728399,42.2776258,-74.8687559,US-NY,/GOOGLE_MAP/ZOOM:15,S77370855,OBS1027343430,12,12,2020,PFW_2021,whbnut,1,1,0,1,0,0,1,1.001,0,PFW Mobile App v1.1.17
L1312102,43.1152573,-89.5074997,US-WI,ESRI_WEBSERVICE_STREET,S80002194,OBS1060790102,1,23,2021,PFW_2021,rebnut,1,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L29626,40.69098,-75.49414,US-PA,POSTCODE LAT/LONG LOOKUP,S79119598,OBS1050007999,1,5,2021,PFW_2021,blujay,4,1,0,1,0,0,0,0.001,NA,PFW Web 4.1.4
L11293591,43.4297515,-76.5496069,US-NY,/GOOGLE_MAP/ZOOM:18,S85591736,OBS1121915161,2,17,2021,PFW_2021,sonspa,2,1,0,0,1,0,0,0.001,5,PFW Web 4.1.4
L13178617,42.7585673,-80.5902453,CA-ON,/GOOGLE_MAP/ZOOM:15,S85425466,OBS1119692914,4,4,2021,PFW_2021,blujay,5,1,0,1,0,1,1,1.001,0,PFW Web 4.1.4
L8987375,42.2882308,-71.0962629,US-MA,/GOOGLE_MAP/ZOOM:15,S78566602,OBS1043110148,1,2,2021,PFW_2021,whtspa,1,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L12821171,40.3344752,-74.0420611,US-NJ,/GOOGLE_MAP/ZOOM:15,S83812258,OBS1099873094,3,21,2021,PFW_2021,purfin,2,1,0,1,0,0,0,0.001,0,PFW Web 4.1.4
L2831386,44.6663,-63.61299,CA-NS,POSTCODE LAT/LONG LOOKUP,S85460704,OBS1120173595,12,15,2020,PFW_2021,sonspa,4,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L3281284,40.3945745,-95.659461,US-NE,/GOOGLE_MAP/ZOOM:15,S78143074,OBS1037960180,12,26,2020,PFW_2021,rebwoo,2,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L468479,43.5137631,-71.6532612,US-NH,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S87159624,OBS1142755845,4,23,2021,PFW_2021,daejun,13,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L8891987,35.0310374,-81.0663772,US-SC,/GOOGLE_MAP/ZOOM:18,S78011740,OBS1036291991,12,21,2020,PFW_2021,yerwar,1,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L1029627,48.0860385,-122.8795213,US-WA,ESRI_WEBSERVICE_STREET,S77852830,OBS1034053091,12,21,2020,PFW_2021,rebnut,2,1,0,1,0,1,0,1.001,NA,PFW Web 4.1.4
L4987128,36.9977886,-121.8598098,US-CA,/GOOGLE_MAP/ZOOM:18,S77171373,OBS1024423044,12,5,2020,PFW_2021,annhum,1,1,0,0,1,0,1,4.001,NA,PFW Mobile App v1.1.17
L11008200,39.1695272,-86.4748738,US-IN,/GOOGLE_MAP/ZOOM:15,S86657769,OBS1135946971,2,20,2021,PFW_2021,easblu,2,1,0,1,1,1,0,4.001,15.001,PFW Web 4.1.4
L12727229,34.2045804,-118.2204169,US-CA,/GOOGLE_MAP/ZOOM:15,S81769974,OBS1076313221,2,14,2021,PFW_2021,cowscj1,1,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L10174194,39.4712997,-104.9047347,US-CO,/GOOGLE_MAP/ZOOM:15,S77341145,OBS1026905932,12,8,2020,PFW_2021,wooscj2,1,1,0,1,0,1,0,0.001,0,PFW Web 4.1.4
L107749,44.5571223,-123.3208358,US-OR,PointMaker1.0_2,S85243359,OBS1118429967,4,10,2021,PFW_2021,evegro,5,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L13027749,42.8322298,-75.5451367,US-NY,/GOOGLE_MAP/ZOOM:18,S78481601,OBS1042125064,1,1,2021,PFW_2021,norfli,1,1,0,0,0,0,1,1.001,0.001,PFW Mobile App v1.1.17
L10094136,36.8024028,-76.0892034,US-VA,/GOOGLE_MAP/ZOOM:15,S82411234,OBS1083930967,2,27,2021,PFW_2021,amerob,1,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L10128707,42.9154836,-85.5047894,US-MI,/GOOGLE_MAP/ZOOM:12,S81476114,OBS1074157299,2,13,2021,PFW_2021,coohaw,1,1,0,0,1,1,0,1.001,15.001,PFW Web 4.1.4
L11001059,42.5821945,-76.3645199,US-NY,/GOOGLE_MAP/ZOOM:17,S78667390,OBS1044335753,12,19,2020,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,5,PFW Web 4.1.4
L1313819,30.6296291,-96.3085632,US-TX,ESRI_WEBSERVICE_STREET,S84386407,OBS1107040315,3,1,2021,PFW_2021,yerwar,1,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L166438,33.4666849,-96.7064559,US-TX,PointMaker1.0_2,S77620666,OBS1030825700,12,16,2020,PFW_2021,eursta,22,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L12777923,34.7253362,-82.2695947,US-SC,/GOOGLE_MAP/ZOOM:18,S83848703,OBS1100253640,3,20,2021,PFW_2021,yerwar,2,1,0,1,1,1,0,4.001,NA,PFW Web 4.1.4
L74356,37.2822517,-76.6548471,US-VA,POSTCODE LAT/LONG LOOKUP,S81518404,OBS1074461844,2,13,2021,PFW_2021,foxspa,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L10205466,40.2404098,-75.3918367,US-PA,/GOOGLE_MAP/ZOOM:15,S85044404,OBS1114869196,3,27,2021,PFW_2021,bnhcow,4,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L4104146,50.727206,-113.9735305,CA-AB,/GOOGLE_MAP/ZOOM:7,S83253328,OBS1093187887,3,9,2021,PFW_2021,rebnut,1,1,0,1,0,1,0,0.001,5,PFW Web 4.1.4
L5071677,42.452564,-76.49942,US-NY,/GOOGLE_MAP/ZOOM:15,S85353285,OBS1118775477,4,9,2021,PFW_2021,houspa,8,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L8129924,38.8289256,-76.500835,US-MD,/GOOGLE_MAP/ZOOM:15,S83663890,OBS1098065503,3,15,2021,PFW_2021,y00033,1,1,0,1,0,0,0,0.001,0,PFW Web 4.1.4
L8168334,42.861236,-76.579749,US-NY,/GOOGLE_MAP/ZOOM:15,S80258492,OBS1063905070,1,31,2021,PFW_2021,tuftit,1,1,0,1,0,1,0,4.001,5,PFW Web 4.1.4
L10117900,42.271486,-71.247027,US-MA,/GOOGLE_MAP/ZOOM:18,S81058694,OBS1072071146,2,13,2021,PFW_2021,norcar,1,1,0,1,1,1,1,1.001,5,PFW Mobile App v1.1.17
L12791893,46.3044514,-67.5294548,CA-NB,/GOOGLE_MAP/ZOOM:15,S78527778,OBS1042567877,12,22,2020,PFW_2021,bkcchi,5,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L3162553,36.1907803,-79.8329258,US-NC,/GOOGLE_MAP/ZOOM:15,S80357434,OBS1065100703,1,3,2021,PFW_2021,carchi,2,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L12749155,43.0315386,-76.2350913,US-NY,/GOOGLE_MAP/ZOOM:15,S77219041,OBS1025133330,11,22,2020,PFW_2021,norcar,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L2586320,42.6420528,-80.4732656,CA-ON,/GOOGLE_MAP/ZOOM:16,S79965455,OBS1060401668,1,23,2021,PFW_2021,daejun,12,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L796768,41.7575313,-72.952888,US-CT,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:1,S78639270,OBS1043989579,1,2,2021,PFW_2021,tuftit,4,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L1802634,43.1310539,-71.2205048,US-NH,NA,S78073851,OBS1037112814,11,28,2020,PFW_2021,easblu,3,1,0,0,1,0,1,1.001,0,PFW Web 4.1.4
L2409462,38.86693,-94.692337,US-KS,/GOOGLE_MAP/ZOOM:18,S83445194,OBS1095426872,3,13,2021,PFW_2021,dowwoo,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12851984,36.4986695,-86.484507,US-TN,/GOOGLE_MAP/ZOOM:18,S82359364,OBS1082874927,2,23,2021,PFW_2021,amecro,3,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12734283,41.8316879,-71.3301095,US-MA,/GOOGLE_MAP/ZOOM:19,S78744185,OBS1045579436,1,5,2021,PFW_2021,blujay,1,1,0,0,1,1,0,1.001,0,PFW Mobile App v1.1.17
L10165961,47.9618243,-122.0619249,US-WA,/GOOGLE_MAP/ZOOM:17,S77766577,OBS1032819840,12,19,2020,PFW_2021,brncre,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10222087,40.7314543,-74.4058673,US-NJ,/GOOGLE_MAP/ZOOM:18,S84028599,OBS1102504233,3,23,2021,PFW_2021,daejun,4,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12855158,40.1822513,-78.9737806,US-PA,/GOOGLE_MAP/ZOOM:15,S82843071,OBS1088564255,3,6,2021,PFW_2021,sonspa,1,1,0,1,0,1,1,1.001,NA,PFW Mobile App v1.1.16
L1337037,43.0081978,-88.0959702,US-WI,ESRI_WEBSERVICE_STREET,S76327967,OBS1012819331,11,14,2020,PFW_2021,daejun,6,1,0,1,1,1,0,4.001,0,PFW Web 4.0.4
L12561224,39.1841359,-94.6418095,US-MO,/GOOGLE_MAP/ZOOM:15,S82644341,OBS1086133244,2,21,2021,PFW_2021,dowwoo,2,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
L2455927,41.5287444,-74.1851646,US-NY,/GOOGLE_MAP/ZOOM:15,S84909233,OBS1113391399,3,27,2021,PFW_2021,moudov,4,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L4338542,35.6843333,-82.6491801,US-NC,/GOOGLE_MAP/ZOOM:15,S80315046,OBS1064563476,1,30,2021,PFW_2021,blujay,4,1,0,1,1,1,1,8.001,0.001,PFW Web 4.1.4
L2226404,42.2433637,-71.1979468,US-MA,applet_mo2applet_1.0,S78000061,OBS1036172843,12,19,2020,PFW_2021,whtspa,1,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
L73278,36.1794538,-92.6379633,US-AR,POSTCODE LAT/LONG LOOKUP,S77827015,OBS1033729129,12,20,2020,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L8881671,35.6277753,-97.4469881,US-OK,/GOOGLE_MAP/ZOOM:15,S77189292,OBS1024714862,12,7,2020,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,0,PFW Mobile App v1.1.17
L31370,40.90961,-81.11804,US-OH,POSTCODE LAT/LONG LOOKUP,S77929439,OBS1035169758,12,22,2020,PFW_2021,normoc,1,1,0,1,1,1,1,8.001,0,PFW Web 4.1.4
L5090053,43.996676,-78.035989,CA-ON,/GOOGLE_MAP/ZOOM:15,S80640024,OBS1068392388,2,6,2021,PFW_2021,dowwoo,3,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L10319903,34.0356751,-81.0558146,US-SC,/GOOGLE_MAP/ZOOM:18,S80207243,OBS1063332639,1,30,2021,PFW_2021,ruckin,1,1,0,0,1,0,1,0.001,0,PFW Mobile App v1.1.17
L14097411,42.9037003,-77.4527121,US-NY,/GOOGLE_MAP/ZOOM:15,S84190005,OBS1105359710,3,27,2021,PFW_2021,sonspa,1,1,0,0,1,1,0,1.001,0,PFW Mobile App v1.1.17
L1842163,43.475112,-71.6053569,US-NH,/GOOGLE_MAP/ZOOM:-3,S78735042,OBS1045173938,1,3,2021,PFW_2021,tuftit,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L888219,37.0123253,-80.2236176,US-VA,ESRI_WEBSERVICE_STREET,S89666080,OBS1176149904,3,20,2021,PFW_2021,houfin,4,1,0,1,0,1,1,1.001,0,PFW Web 4.1.4
L4069537,44.121945,-123.1554133,US-OR,/GOOGLE_MAP/ZOOM:18,S76577481,OBS1016172541,11,21,2020,PFW_2021,lesgol,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L6534930,44.5518089,-68.4176534,US-ME,/GOOGLE_MAP/ZOOM:18,S81762335,OBS1076228775,2,14,2021,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L6553600,36.1745705,-80.3757298,US-NC,/GOOGLE_MAP/ZOOM:15,S84681289,OBS1110611756,3,7,2021,PFW_2021,norcar,13,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L1027108,54.1772057,-112.3262787,CA-AB,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S87135882,OBS1142375050,2,3,2021,PFW_2021,bkcchi,11,1,0,1,0,1,0,4.001,15.001,PFW Web 4.1.4
L616872,35.3080162,-81.0812044,US-NC,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S77261128,OBS1025766535,12,5,2020,PFW_2021,norfli,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L169901,40.8745003,-80.6882477,US-OH,PointMaker1.0_2,S82748571,OBS1087396381,2,9,2021,PFW_2021,daejun,3,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L11082197,40.202607,-74.553244,US-NJ,/GOOGLE_MAP/ZOOM:15,S86089792,OBS1128495235,1,12,2021,PFW_2021,purfin,5,1,0,0,1,0,1,0.001,0,PFW Web 4.1.4
L5693320,29.5420777,-98.6177677,US-TX,/GOOGLE_MAP/ZOOM:7,S79095467,OBS1049659697,1,9,2021,PFW_2021,norcar,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12732166,33.9340422,-78.0215449,US-NC,/GOOGLE_MAP/ZOOM:15,S80610216,OBS1068019847,2,6,2021,PFW_2021,moudov,2,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L5085488,44.019856,-73.182404,US-VT,/GOOGLE_MAP/ZOOM:15,S84002640,OBS1102194270,3,22,2021,PFW_2021,dowwoo,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L4135104,42.502299,-71.495355,US-MA,/GOOGLE_MAP/ZOOM:15,S85512154,OBS1120858557,1,21,2021,PFW_2021,tuftit,4,1,0,1,1,1,1,0.001,0.001,PFW Web 4.1.4
L1903267,47.0709403,-88.6528873,US-MI,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S84269005,OBS1105562005,3,25,2021,PFW_2021,moudov,4,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L359951,44.891728,-123.062705,US-OR,ESRI_WEBSERVICE_STREET,S85547071,OBS1121299588,4,5,2021,PFW_2021,bewwre,1,1,0,1,1,0,1,1.001,0,PFW Web 4.1.4
L3152638,40.1068339,-88.5063872,US-IL,/GOOGLE_MAP/ZOOM:18,S88740293,OBS1164045359,3,6,2021,PFW_2021,whbnut,1,1,0,1,1,0,0,4.001,0,PFW Web 4.1.4
L10128133,45.4573354,-74.150481,CA-QC,/GOOGLE_MAP/ZOOM:18,S77738451,OBS1032434344,12,6,2020,PFW_2021,amegfi,8,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L2470202,39.7969307,-79.0220404,US-PA,/GOOGLE_MAP/ZOOM:15,S80641990,OBS1068416883,2,6,2021,PFW_2021,amegfi,1,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L12792471,43.3227425,-81.3131189,CA-ON,/GOOGLE_MAP/ZOOM:15,S80305124,OBS1064465500,1,31,2021,PFW_2021,houspa,8,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
L278088,37.946158,-87.447225,US-IN,ESRI_WEBSERVICE_STREET,S84157039,OBS1104117101,3,20,2021,PFW_2021,normoc,2,1,0,0,1,1,1,4.001,0,PFW Web 4.1.4
L10137551,27.9699269,-82.740171900000007,US-FL,/GOOGLE_MAP/ZOOM:15,S77810924,OBS1033478277,12,20,2020,PFW_2021,blujay,1,1,0,1,1,0,0,1.001,0,PFW Web 4.1.4
L5616881,39.8463965,-77.2140706,US-PA,/GOOGLE_MAP/ZOOM:17,S76543694,OBS1015747848,11,14,2020,PFW_2021,carwre,1,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L12671088,39.4945533,-91.710273,US-MO,/GOOGLE_MAP/ZOOM:17,S80720449,OBS1069265904,2,6,2021,PFW_2021,purfin,5,1,0,1,0,1,0,4.001,5,PFW Web 4.1.4
L3302171,42.6869439,-73.744336,US-NY,/GOOGLE_MAP/ZOOM:18,S86367094,OBS1132082343,4,24,2021,PFW_2021,whtspa,4,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10184015,42.4783484,-71.4735693,US-MA,/GOOGLE_MAP/ZOOM:18,S78918376,OBS1047539122,1,6,2021,PFW_2021,houspa,8,1,0,1,0,1,0,1.001,0.001,PFW Mobile App v1.1.17
L1311400,36.7390709,-76.2669067,US-VA,ESRI_WEBSERVICE_STREET,S79506954,OBS1054677817,1,9,2021,PFW_2021,whtspa,2,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L76366,43.0737263,-77.4658871,US-NY,postal_code,S79987918,OBS1060646775,1,23,2021,PFW_2021,bkcchi,1,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L3549900,45.523563,-122.575928,US-OR,/GOOGLE_MAP/ZOOM:15,S82155729,OBS1080454382,2,20,2021,PFW_2021,norfli,5,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L8131853,37.2445199,-76.8009329,US-VA,/GOOGLE_MAP/ZOOM:15,S82164355,OBS1080536954,2,6,2021,PFW_2021,dowwoo,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L970262,53.3649808,-113.7145042,CA-AB,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:-2,S79374915,OBS1053298272,1,9,2021,PFW_2021,houspa,10,1,0,1,1,1,1,1.001,15.001,PFW Mobile App v1.1.17
L161563,49.47972,-119.58539,CA-BC,POSTCODE LAT/LONG LOOKUP,S81609820,OBS1075047403,2,14,2021,PFW_2021,sonspa,2,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L8162878,32.267989,-80.87213,US-SC,/GOOGLE_MAP/ZOOM:17,S77380481,OBS1027448630,12,10,2020,PFW_2021,rebwoo,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L33049,47.3633623,-122.2856855,US-WA,POSTCODE LAT/LONG LOOKUP,S76468410,OBS1014683621,11,19,2020,PFW_2021,daejun,8,1,0,1,1,0,1,1.001,0,PFW Web 4.1.4
L131599,39.5086432,-77.0889616,US-MD,PointMaker1.0_2,S77034059,OBS1022552926,11,30,2020,PFW_2021,houfin,11,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12727970,47.3456579,-122.1513266,US-WA,/GOOGLE_MAP/ZOOM:15,S77733069,OBS1032390853,12,20,2020,PFW_2021,norfli,2,1,0,1,0,1,1,1.001,0,PFW Mobile App v1.1.17
L12685339,37.9305898,-78.1883003,US-VA,/GOOGLE_MAP/ZOOM:15,S81317140,OBS1073351624,2,7,2021,PFW_2021,moudov,2,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
L12708203,50.8811461,-119.3136566,CA-BC,/GOOGLE_MAP/ZOOM:15,S80530729,OBS1067131686,2,5,2021,PFW_2021,pinsis,12,1,0,1,0,1,0,1.001,15.001,PFW Web 4.1.4
L12899676,43.188818,-77.453932,US-NY,/GOOGLE_MAP/ZOOM:15,S89230300,OBS1170515023,4,23,2021,PFW_2021,amegfi,3,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L10830744,33.6171651,-112.110839,US-AZ,/GOOGLE_MAP/ZOOM:15,S78469480,OBS1042503551,1,2,2021,PFW_2021,eucdov,2,1,0,1,1,0,0,1.001,0,PFW Web 4.1.4
L167657,42.3610259,-79.4876516,US-NY,PointMaker1.0_2,S87932495,OBS1153123676,11,30,2020,PFW_2021,whbnut,2,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L1339929,38.7828521,-77.1987242,US-VA,ESRI_WEBSERVICE_CITY,S84307119,OBS1105970397,3,27,2021,PFW_2021,houspa,2,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L597318,46.3026736,-79.454037,CA-ON,POSTCODE LAT/LONG LOOKUP,S77457084,OBS1028451087,12,12,2020,PFW_2021,amecro,5,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
L25499,40.7161905,-74.5639032,US-NJ,POSTCODE LAT/LONG LOOKUP,S77833374,OBS1033822575,12,8,2020,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
L5074723,42.0378312,-72.4386656,US-MA,/GOOGLE_MAP/ZOOM:18,S83159728,OBS1092048130,3,8,2021,PFW_2021,daejun,21,1,0,1,0,1,1,1.001,0,PFW Web 4.1.4
L6626301,39.3411814,-84.3689818,US-OH,/GOOGLE_MAP/ZOOM:15,S77661311,OBS1031454026,12,19,2020,PFW_2021,norfli,2,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L10105113,49.1720013,-123.9911829,CA-BC,/GOOGLE_MAP/ZOOM:15,S76903769,OBS1020718640,11,28,2020,PFW_2021,eursta,1,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L13033125,38.5408091,-76.7665768,US-MD,/GOOGLE_MAP/ZOOM:15,S82388267,OBS1083175579,2,25,2021,PFW_2021,daejun,8,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L2060227,41.052803,-85.2403946,US-IN,NA,S89212089,OBS1170309673,3,2,2021,PFW_2021,haiwoo,1,1,0,1,0,0,1,1.001,0.001,PFW Web 4.1.4
