incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude
NA,13/05/2018 17:45,2018,2018/19,Special Service,1,1,333,333,PIGEON CAUGHT IN NETTING,Bird,Person (mobile),Unlicensed House in Multiple Occupation - 3 or more storeys,Dwelling,Other animal assistance,Assist trapped wild animal,E05000175,EAST ACTON,E09000009,EALING,Acton,NULL,BEECH AVENUE,20600143,W3,NULL,NULL,521250,180150,NULL,NULL
NA,13/05/2018 18:42,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED IN WINDOW FRAME,Dog,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05011225,Erith,E09000004,BEXLEY,Erith,NULL,SOUTH ROAD,20101317,DA8,NULL,NULL,551550,177350,NULL,NULL
NA,14/05/2018 13:37,2018,2018/19,Special Service,1,1,333,333,Redacted,Dog,Person (mobile),Car,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000270,FORTIS GREEN,E09000014,HARINGEY,Finchley,10003972055,MARRIOTT ROAD,21106379,N10,527941,190654,527950,190650,51.60021034,-0.154093253
NA,14/05/2018 18:57,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN NEIGHBOURS GARAGE NEIGHBOURS ARE AWAY,Cat,Person (mobile),Private garage,Non Residential,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000564,SUTTON CENTRAL,E09000029,SUTTON,Sutton,5870049088,THICKET ROAD,22602696,SM1,526362,164906,526350,164950,51.3691636,-0.1860978
NA,14/05/2018 20:33,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN DRAIN,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05011105,Newington,E09000028,SOUTHWARK,Lambeth,NULL,ROYAL ROAD,22502147,SE17,NULL,NULL,531750,177650,NULL,NULL
NA,15/05/2018 12:19,2018,2018/19,Special Service,1,1,333,333,Redacted,Bird,Person (land line),Railway building - other,Non Residential,Other animal assistance,Assist trapped wild animal,E05009331,ST. PETER'S,E09000030,TOWER HAMLETS,Bethnal Green,6647509,HOLLYBUSH PLACE,22700647,E2,534924,182738,534950,182750,51.52744564,-0.056374268
NA,15/05/2018 14:26,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN CHIMNEY,Bird,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped wild animal,E05000138,HOLBORN AND COVENT GARDEN,E09000007,CAMDEN,Soho,NULL,THEOBALD'S ROAD,20499120,WC1X,NULL,NULL,530750,181950,NULL,NULL
NA,15/05/2018 15:47,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN NETTING - LONDON WILDLIFE PROTECTION VOLUNTEER IN ATTENDANCE,Bird,Person (mobile),Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000367,BUNHILL,E09000019,ISLINGTON,Shoreditch,NULL,RADNOR STREET,21605754,EC1V,NULL,NULL,532350,182550,NULL,NULL
NA,15/05/2018 18:15,2018,2018/19,Special Service,1,1,333,333,BIRDS TRAPPED IN GATE POST    BIRD RESCUE PERSONNEL AT LOCATION,Bird,Person (mobile),Fence,Outdoor Structure,Other animal assistance,Assist trapped wild animal,E05011222,Crayford,E09000004,BEXLEY,Bexley,10023304448,BOURNE ROAD,20100173,DA5,550361,174342,550350,174350,51.4481162,0.162432291
NA,15/05/2018 22:03,2018,2018/19,Special Service,1,1,333,333,FOX CUB TRAPPED IN BASEMENT AREA,Fox,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,E05009386,VICTORIA,E09000012,HACKNEY,Homerton,NULL,AINSWORTH ROAD,20900040,E9,NULL,NULL,535250,184050,NULL,NULL
NA,16/05/2018 11:22,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000052,GARDEN SUBURB,E09000003,BARNET,Hendon,200099509,ROTHERWICK ROAD,20037260,NW11,525407,187743,525450,187750,51.57462265,-0.191698911
NA,16/05/2018 20:28,2018,2018/19,Special Service,1,1,333,333,DEER TRAPPED IN RAILINGS,Deer,Person (land line),Park,Outdoor,Other animal assistance,Assist trapped wild animal,E05011238,Churchfields,E09000026,REDBRIDGE,Woodford,1.00023E+11,BROOMHILL WALK,22305623,IG8,540113,191434,540150,191450,51.60432575,0.021847963
NA,17/05/2018 10:53,2018,2018/19,Special Service,1,1,333,333,Redacted,Unknown - Domestic Animal Or Pet,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000367,BUNHILL,E09000019,ISLINGTON,Islington,NULL,PERCIVAL STREET,21605667,EC1V,NULL,NULL,531850,182450,NULL,NULL
NA,17/05/2018 12:10,2018,2018/19,Special Service,1,1,333,333,BIRD TANGLED IN TREE    CALLED BY RSPCA,Bird,Person (land line),Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05009336,WHITECHAPEL,E09000030,TOWER HAMLETS,Whitechapel,10025376616,WHITECHAPEL ROAD,22701339,E1,534803,181835,534850,181850,51.51936263,-0.058459825
NA,17/05/2018 16:09,2018,2018/19,Special Service,1,3,333,999,Redacted,Bird,Person (mobile),Animal harm outdoors,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05009336,WHITECHAPEL,E09000030,TOWER HAMLETS,Whitechapel,6011524,WHITECHAPEL ROAD,22701339,E1,534826,181838,534850,181850,51.51938599,-0.058128869
NA,18/05/2018 10:42,2018,2018/19,Special Service,1,1,333,333,Redacted,Dog,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000614,FAIRFIELD,E09000032,WANDSWORTH,Wandsworth,NULL,CROMFORD ROAD,22901086,SW18,NULL,NULL,524950,174750,NULL,NULL
NA,19/05/2018 11:26,2018,2018/19,Special Service,1,1,333,333,PIGEON TRAPPED IN CAR ENGINE,Bird,Person (mobile),Car,Road Vehicle,Other animal assistance,Animal assistance involving wild animal - Other action,E05000043,BRUNSWICK PARK,E09000003,BARNET,Southgate,200199967,DOWD CLOSE,20012957,N11,528252,193839,528250,193850,51.6287647,-0.14844131
NA,19/05/2018 12:42,2018,2018/19,Special Service,1,1,333,333,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011113,Rye Lane,E09000028,SOUTHWARK,Peckham,NULL,DANBY STREET,22500699,SE15,NULL,NULL,533850,175950,NULL,NULL
NA,20/05/2018 19:44,2018,2018/19,Special Service,1,1,333,333,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,Person (mobile),Bridge,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,E05011112,Rotherhithe,E09000028,SOUTHWARK,Deptford,2.00003E+11,ROTHERHITHE NEW ROAD,22502114,SE16,535640,178754,535650,178750,51.49147877,-0.047582615
NA,20/05/2018 21:34,2018,2018/19,Special Service,1,1,333,333,SMALL ANIMAL RESCUE - KITTEN FALLEN TWO FLOORS TO FIRST FLOOR LEVEL,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011102,Faraday,E09000028,SOUTHWARK,Old Kent Road,NULL,QUEENS ROW,22502034,SE17,NULL,NULL,532550,177950,NULL,NULL
NA,22/05/2018 13:56,2018,2018/19,Special Service,1,1,333,333,Redacted,Dog,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000365,TURNHAM GREEN,E09000018,HOUNSLOW,Chiswick,NULL,CHISWICK HIGH ROAD,21502481,W4,NULL,NULL,520950,178550,NULL,NULL
NA,22/05/2018 18:21,2018,2018/19,Special Service,1,1,333,333,PIGEON STUCK IN CHIMNEY RSPCA INFORMED CALLER TO RING THE FIRE BRIGADE,Bird,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped wild animal,E05000528,SOUTH RICHMOND,E09000027,RICHMOND UPON THAMES,Richmond,NULL,LANCASTER PARK,22403605,TW10,NULL,NULL,518150,174550,NULL,NULL
NA,23/05/2018 11:03,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED WITHIN CAR      CALLER BELIEVES SHE HAS BEEN DRIVING WITH THE CAT TRAPPED WITHIN THE MEC,Cat,Person (mobile),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05011219,Bexleyheath,E09000004,BEXLEY,Bexley,1.0002E+11,MARTENS CLOSE,20100937,DA7,550069,175153,550050,175150,51.45547287,0.158572209
NA,23/05/2018 11:05,2018,2018/19,Special Service,1,1,333,333,DOG STUCK BETWEEN WALL AND SUMMER HOUSE,Dog,Person (mobile),Private Summer house,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000220,ELTHAM WEST,E09000011,GREENWICH,Lee Green,1.00021E+11,KIMBELL PLACE,20801711,SE3,541245,175229,541250,175250,51.4584306,0.0316862
NA,23/05/2018 16:48,2018,2018/19,Special Service,1,1,333,333,BIRD OF PREY TRAPPED IN PIGEON NETTING   NR COLUMBION ROASTERIE AND FLAT IRON SQUARE  RSPCA IN ATTEN,Bird,Person (mobile),Bridge,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,E05011095,Borough & Bankside,E09000028,SOUTHWARK,Dowgate,2.00003E+11,UNION STREET,22502587,SE1,532332,180050,532350,180050,51.50390457,-0.094716239
NA,25/05/2018 18:05,2018,2018/19,Special Service,1,1,333,333,ANIMAL / BIRD TRAPPED IN CHIMNEY,Bird,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,E05000561,NONSUCH,E09000029,SUTTON,Sutton,NULL,THE SPINNEY,22603399,SM3,NULL,NULL,523350,164650,NULL,NULL
NA,25/05/2018 20:00,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED IN RIVER RSPCA ON WAY,Dog,Person (mobile),River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000600,HIGHAM HILL,E09000031,WALTHAM FOREST,Walthamstow,1.00023E+11,TRAVERS CLOSE,22882325,E17,535763,190830,535750,190850,51.59996384,-0.041160214
NA,26/05/2018 12:46,2018,2018/19,Special Service,1,1,333,333,CAT POSSIBLY TRAPPED IN ROOF VOID CALLER WILL MEET OUTSIDE,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000188,SOUTH ACTON,E09000009,EALING,Acton,NULL,HIGH STREET,20602317,W3,NULL,NULL,519750,180250,NULL,NULL
NA,28/05/2018 08:12,2018,2018/19,Special Service,1,1,333,333,Redacted,Bird,Person (mobile),Lake/pond/reservoir,Outdoor,Animal rescue from water,Animal rescue from water - Bird,E05000418,CLAPHAM COMMON,E09000022,LAMBETH,Clapham,10025167195,CLAPHAM COMMON SOUTH SIDE,21900340,SW4,528967,174636,528950,174650,51.45602509,-0.145154301
NA,28/05/2018 12:21,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (mobile),Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000637,KNIGHTSBRIDGE AND BELGRAVIA,E09000033,WESTMINSTER,Chelsea,NULL,EATON PLACE,8400819,SW1X,NULL,NULL,528350,179350,NULL,NULL
NA,28/05/2018 14:43,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000045,CHILDS HILL,E09000003,BARNET,West Hampstead,200026500,COMPTON CLOSE,20009970,NW11,523912,186339,523950,186350,51.56233215,-0.213765723
NA,28/05/2018 15:23,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED UP GARDEN TREE SINCE SATURDAY AND IS IN DISTRESS - RSPCA UNABLE TO ATTEND AT PRESENT,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05011464,Bensham Manor,E09000008,CROYDON,Norbury,NULL,STRATHYRE AVENUE,20501439,SW16,NULL,NULL,531250,168750,NULL,NULL
NA,28/05/2018 21:12,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED BEHIND FIREPLACE,Bird,Person (land line),Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,E05000558,CARSHALTON CENTRAL,E09000029,SUTTON,Wallington,NULL,NORTH STREET,22602499,SM5,NULL,NULL,527850,164850,NULL,NULL
NA,29/05/2018 06:52,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000047,COPPETTS,E09000003,BARNET,Finchley,NULL,CROMWELL ROAD,20011240,N10,NULL,NULL,528450,191350,NULL,NULL
NA,29/05/2018 11:52,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000517,EAST SHEEN,E09000027,RICHMOND UPON THAMES,Richmond,NULL,SHEEN LANE,22405019,SW14,NULL,NULL,520550,175450,NULL,NULL
NA,29/05/2018 14:22,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED ON LEDGE,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000627,WANDSWORTH COMMON,E09000032,WANDSWORTH,Battersea,NULL,NORTH SIDE WANDSWORTH COMMON,22903584,SW18,NULL,NULL,526750,174850,NULL,NULL
NA,30/05/2018 00:54,2018,2018/19,Special Service,1,1,333,333,CAT FALLEN FROM BALCONY ONTO LEDGE POSSIBLY INJURED - OWNER WILL MEET BRIGADE AT ASDA CAR PARK SIDE,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000352,FELTHAM WEST,E09000018,HOUNSLOW,Feltham,NULL,HIGH STREET,21500609,TW13,NULL,NULL,510450,173050,NULL,NULL
NA,30/05/2018 14:42,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED IN RAILINGS,Dog,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05011484,South Croydon,E09000008,CROYDON,Croydon,NULL,REDSAN CLOSE,20503113,CR2,NULL,NULL,532550,163150,NULL,NULL
NA,30/05/2018 18:28,2018,2018/19,Special Service,1,2,333,666,BIRD TRAPPED IN CHIMNEY,Bird,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05000120,KELSEY AND EDEN PARK,E09000006,BROMLEY,Woodside,NULL,AVIEMORE WAY,20301754,BR3,NULL,NULL,536250,167550,NULL,NULL
NA,30/05/2018 20:19,2018,2018/19,Special Service,1,3,333,999,Redacted,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000222,GREENWICH WEST,E09000011,GREENWICH,Greenwich,NULL,MERRYWEATHER PLACE,20803082,SE10,NULL,NULL,537550,177150,NULL,NULL
NA,31/05/2018 01:06,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000441,CROFTON PARK,E09000023,LEWISHAM,Forest Hill,NULL,BEARSTEAD RISE,22001209,SE4,NULL,NULL,536650,174450,NULL,NULL
NA,31/05/2018 21:49,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN CEILING CAVITY,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05011486,Thornton Heath,E09000008,CROYDON,Norbury,NULL,MERSHAM ROAD,20501196,CR7,NULL,NULL,532950,169250,NULL,NULL
NA,01/06/2018 16:15,2018,2018/19,Special Service,NULL,NULL,333,NULL,DOG WITH LEG TRAPPED IN CAGE,Dog,Person (mobile),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05000214,ABBEY WOOD,E09000011,GREENWICH,Plumstead,10010210198,LODGE HILL,20800933,SE2,547142,177759,547150,177750,51.47965683,0.117559186
NA,01/06/2018 18:34,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN FIREPLACE,Bird,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05000226,PLUMSTEAD,E09000011,GREENWICH,Plumstead,NULL,MYRTLEDENE ROAD,20801069,SE2,NULL,NULL,546150,178450,NULL,NULL
NA,02/06/2018 13:46,2018,2018/19,Special Service,1,2,333,666,BAT TRAPPED BEHIND MESH    RSPCA ON SCENE,Bird,Person (mobile),Park,Outdoor,Other animal assistance,Assist trapped wild animal,E05000116,CRYSTAL PALACE,E09000006,BROMLEY,Beckenham,10025181173,CRYSTAL PALACE PARK ROAD,20302172,SE26,534343,171232,534350,171250,51.4241845,-0.06910657
NA,02/06/2018 16:52,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN CHIMNEY,Bird,Person (land line),Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05009400,PEMBRIDGE,E09000020,KENSINGTON AND CHELSEA,Kensington,NULL,CLANRICARDE GARDENS,21700709,W2,NULL,NULL,525450,180550,NULL,NULL
NA,03/06/2018 18:31,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000608,WILLIAM MORRIS,E09000031,WALTHAM FOREST,Walthamstow,NULL,FOREST ROAD,22837350,E17,NULL,NULL,536750,189650,NULL,NULL
NA,03/06/2018 23:25,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED ON ROOF OF TYRED OUT   CAT HAS FALLEN OUT OF A WINDOW ONTO THE FLAT ROOF BELOW AND IS IN,Cat,Person (mobile),Vehicle Repair Workshop,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000439,BROCKLEY,E09000023,LEWISHAM,New Cross,1.00023E+11,ENDWELL ROAD,22000380,SE4,536446,175851,536450,175850,51.465189,-0.037113
NA,04/06/2018 12:56,2018,2018/19,Special Service,1,1,333,333,Redacted,Lizard,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Wild animal rescue from height,E05000229,WOOLWICH COMMON,E09000011,GREENWICH,Eltham,1.00021E+11,ACADEMY PLACE,20800038,SE18,543116,176725,543150,176750,51.47140204,0.059210105
NA,05/06/2018 10:52,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN FIREPLACE   RSPCA ON SCENE,Bird,Person (mobile),Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000639,LITTLE VENICE,E09000033,WESTMINSTER,Paddington,NULL,WARWICK AVENUE,8400268,W9,NULL,NULL,525850,182150,NULL,NULL
NA,05/06/2018 16:01,2018,2018/19,Special Service,1,1,333,333,NULL,Unknown - Wild Animal,Not known,Lake/pond/reservoir,Outdoor,Animal rescue from water,Wild animal rescue from water or mud,E05000199,ENFIELD LOCK,E09000010,ENFIELD,Enfield,207016224,LEA ROAD,4810028,EN9,537501,199679,537550,199650,51.67905963,-0.012614195
NA,06/06/2018 00:55,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED UNDER BED,Bird,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,E05000443,EVELYN,E09000023,LEWISHAM,Deptford,NULL,TRIM STREET,22006052,SE14,NULL,NULL,536750,177550,NULL,NULL
NA,06/06/2018 06:30,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BETWEEN TWO CONSERVATORY WALLS AND FENCE,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Animal harm involving domestic animal,E05011224,East Wickham,E09000004,BEXLEY,Plumstead,NULL,ANTHONY ROAD,20100040,DA16,NULL,NULL,546450,176550,NULL,NULL
NA,06/06/2018 09:00,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN BASEMENT,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000646,VINCENT SQUARE,E09000033,WESTMINSTER,Lambeth,NULL,PONSONBY TERRACE,8400188,SW1P,NULL,NULL,529950,178350,NULL,NULL
NA,06/06/2018 12:56,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (mobile),Private garage,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000337,PINKWELL,E09000017,HILLINGDON,Hayes,1.00023E+11,WALTHAM AVENUE,21402071,UB3,508975,179272,508950,179250,51.50189701,-0.431351136
NA,06/06/2018 17:40,2018,2018/19,Special Service,1,1,333,333,PIGEON TRAPPED IN CHIMNEY,Bird,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05000301,ROXBOURNE,E09000015,HARROW,Northolt,NULL,MAPLE AVENUE,21201945,HA2,NULL,NULL,513850,186450,NULL,NULL
NA,06/06/2018 20:15,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN CHIMNEY,Bird,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000273,HORNSEY,E09000014,HARINGEY,Hornsey,NULL,OAKLEY GARDENS,21103699,N8,NULL,NULL,530650,188850,NULL,NULL
NA,06/06/2018 20:53,2018,2018/19,Special Service,1,1,333,333,FOX WITH HEAD TRAPPED BETWEEN TWO WALLS,Fox,Person (mobile),Fence,Outdoor Structure,Other animal assistance,Assist trapped wild animal,E05011233,West Heath,E09000004,BEXLEY,Bexley,1.0002E+11,CRANBROOK ROAD,20100378,DA7,549008,176878,549050,176850,51.4712521,0.1440309
NA,07/06/2018 13:37,2018,2018/19,Special Service,1,1,333,333,DOG HEAD STUCK IN IRON GATE,Dog,Person (mobile),Railings,Outdoor Structure,Other animal assistance,Animal assistance involving domestic animal - Other action,E05011472,Norbury & Pollards Hill,E09000008,CROYDON,Norbury,1.00021E+11,CROINDENE ROAD,20500830,SW16,530452,169578,530450,169550,51.41022704,-0.125651292
NA,08/06/2018 18:41,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED BETWEEN METAL BARS IN PARK ACCESS VIA NARROW STREET,Dog,Person (mobile),Park,Outdoor,Other animal assistance,Assist trapped domestic animal,E05009326,LIMEHOUSE,E09000030,TOWER HAMLETS,Poplar,6647100,BRIGHTLINGSEA PLACE,22700197,E14,536569,180850,536550,180850,51.51008915,-0.033405447
NA,09/06/2018 07:45,2018,2018/19,Special Service,1,1,333,333,PIGEONS TRAPPED IN NETTING   THIS IS THE BUILDING OPP TRAVEL LODGE ON SECOND FLOOR . CALLER WILL MEE,Bird,Person (mobile),Single shop,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000408,GROVE,E09000021,KINGSTON UPON THAMES,Kingston,1.00024E+11,CLARENCE STREET,21800255,KT1,518299,169374,518250,169350,51.411057,-0.300387
NA,09/06/2018 08:58,2018,2018/19,Special Service,1,1,333,333,KITTEN CAUGHT UNDER CAR,Cat,Person (land line),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05011104,London Bridge & West Bermondsey,E09000028,SOUTHWARK,Dockhead,2.00003E+11,GRANGE WALK,22501108,SE1,533346,179294,533350,179250,51.49686974,-0.08041351
NA,10/06/2018 15:52,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN DRAINAGE PIPE - CALLER WILL FLAG YOU DOWN,Cat,Person (mobile),Pipe or drain,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000427,PRINCE'S,E09000022,LAMBETH,Lambeth,1.00024E+11,MARYLEE WAY,21900931,SE11,530972,178543,530950,178550,51.49068088,-0.114862387
NA,10/06/2018 22:31,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN CUPBOARD,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000436,VASSALL,E09000022,LAMBETH,Brixton,NULL,FOUNTAIN PLACE,21900573,SW9,NULL,NULL,531550,176650,NULL,NULL
NA,11/06/2018 11:05,2018,2018/19,Special Service,1,2,333,666,SEAGULL TRAPPED ON METAL POLE AT SIDE OF BUILDING,Bird,Person (mobile),Single shop,Non Residential,Animal rescue from height,Wild animal rescue from height,E05000358,HOUNSLOW CENTRAL,E09000018,HOUNSLOW,Heston,1.00023E+11,HIGH STREET,21500610,TW3,513684,175618,513650,175650,51.46812678,-0.364709766
NA,11/06/2018 12:24,2018,2018/19,Special Service,1,1,333,333,CAT STUCK IN TREE  RSPCA IN ATTENDANCE,Cat,Person (land line),Other outdoor location,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000490,PLAISTOW SOUTH,E09000025,NEWHAM,Plaistow,46055112,OLIVE ROAD,22200917,E13,541465,182839,541450,182850,51.52675359,0.037895556
NA,11/06/2018 14:12,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED UNDER SHED,Dog,Person (land line),Private Garden Shed,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000115,CRAY VALLEY WEST,E09000006,BROMLEY,Orpington,1.0002E+11,ARCHER ROAD,20301001,BR5,546110,167512,546150,167550,51.38785448,0.09848517
NA,12/06/2018 12:54,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN CHIMNEY - RSPCA ON SCENE,Bird,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,E05000291,HATCH END,E09000015,HARROW,Harrow,NULL,ROWLANDS AVENUE,21201156,HA5,NULL,NULL,513550,191650,NULL,NULL
NA,12/06/2018 16:51,2018,2018/19,Special Service,1,1,333,333,KITTENS TRAPPED UNDER HOME,Cat,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000039,THAMES,E09000002,BARKING AND DAGENHAM,Barking,NULL,CROUCH AVENUE,19900461,IG11,NULL,NULL,546750,183150,NULL,NULL
NA,14/06/2018 14:30,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED IN RABBIT HOLE - CALLER WILL MEET YOU,Dog,Person (mobile),Park,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000144,SWISS COTTAGE,E09000007,CAMDEN,Paddington,5151233,RUDGWICK TERRACE,20499145,NW8,527272,183709,527250,183750,51.53794915,-0.166259734
NA,14/06/2018 17:51,2018,2018/19,Special Service,1,1,333,333,DOGS LOCKED IN VAN,Dog,Person (mobile),Van,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05000380,ST. PETER'S,E09000019,ISLINGTON,Islington,10010437636,ELIA STREET,21604792,N1,531807,183115,531850,183150,51.53157522,-0.101139595
