animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
508,Tottoko Hamtarou,Hamtaro,とっとこハム太郎,"['Tottoko Hamtaro Dechu', 'Tottoko Hamutaro']",TV,Manga,"['TV Tokyo', 'Shogakukan Productions', 'Half H.P Studio']","['Adventure', 'Comedy', 'Kids']",['TMS Entertainment'],296,Finished Airing,FALSE,"{'from': '2000-07-07T00:00:00+00:00', 'to': '2006-03-31T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 7, 'year': 2000}, 'to': {'day': 31, 'month': 3, 'year': 2006}}, 'string': 'Jul 7, 2000 to Mar 31, 2006'}",25 min per ep,G - All Ages,7.03,14175,3577,2023,37561,185,"He's small, fluffy, and absolutely adorable: Hamtarou is one perfect little hamster! After moving to a new house with his owner, 5th grader HirokoHaruna, Hamtarou discovers other hamsters and quickly makes friends. The group of hamster explorers call themselves the Ham-Hams, and there's nowhere they won't go. The Ham-Hams go on crazy adventures all around the city while their owners are away, visiting everything from plays to magical lands of candy. Meanwhile, the humans face their own dramas.. Hamtarou meets a huge cast of different personalities, gets himself into—and out of—some pretty tight spots, and even helps Hiroko and her friends out more than once. Through it all, he never stops being unbearably cute. It's Hamtarou time!",104 out of almost 300 episodes of Tottoko Hamtarou were translated and broadcast on Cartoon Network in the US and Fox Kids in Europe. The series received the Tokyo Anime Award in 2002.,Summer 2000,Fridays at 18:30 (JST),"{'Adaptation': [{'mal_id': 11696, 'type': 'manga', 'name': 'Hamtaro', 'url': 'https://myanimelist.net/manga/11696/Hamtaro'}], 'Side story': [{'mal_id': 2399, 'type': 'anime', 'name': 'Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi', 'url': 'https://myanimelist.net/anime/2399/Tottoko_Hamtarou_OVA_1__Hamtaro_no_Otanjoubi_-_Mama_wo_Tasunete_Sanzen_Techi_Techi'}, {'mal_id': 7329, 'type': 'anime', 'name': 'Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken', 'url': 'https://myanimelist.net/anime/7329/Tottoko_Hamtarou_Movie_1__Ham-Ham_Land_Daibouken'}, {'mal_id': 7330, 'type': 'anime', 'name': 'Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess', 'url': 'https://myanimelist.net/anime/7330/Tottoko_Hamtarou_Movie_2__Ham-Ham_Hamuuja_Maboroshi_no_Princess'}, {'mal_id': 8108, 'type': 'anime', 'name': 'Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!', 'url': 'https://myanimelist.net/anime/8108/Tottoko_Hamtarou_Movie_3__Ham_Ham_Grand_Prix_Aurora_Tani_no_Kiseki_-_Ribon-chan_Kiki_Ippatsu'}, {'mal_id': 8109, 'type': 'anime', 'name': 'Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou', 'url': 'https://myanimelist.net/anime/8109/Tottoko_Hamtarou_Movie_4__Hamtaro_to_Fushigi_no_Oni_no_Emon_Tou'}, {'mal_id': 8949, 'type': 'anime', 'name': 'Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi', 'url': 'https://myanimelist.net/anime/8949/Tottoko_Hamtarou_OVA_2__Hamuchanzu_no_Takara_Sagashi_Daisaku_-_Hamuha_Suteki_na_Umi_no_Natsuyasumi'}, {'mal_id': 8965, 'type': 'anime', 'name': 'Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono', 'url': 'https://myanimelist.net/anime/8965/Tottoko_Hamtarou_OVA_3__Hamuchanzu_to_Niji_no_Kuni_no_Oujisama_-_Sekai_de_Ichiban_no_Takaramono'}, {'mal_id': 8966, 'type': 'anime', 'name': 'Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen', 'url': 'https://myanimelist.net/anime/8966/Tottoko_Hamtarou_OVA_4__Hamuchanzu_no_Mezase_Hamuhamu_Kin_Medal_-_Hashire_Hashire_Daisakusen'}], 'Sequel': [{'mal_id': 13679, 'type': 'anime', 'name': 'Tottoko Hamtarou Hai!', 'url': 'https://myanimelist.net/anime/13679/Tottoko_Hamtarou_Hai'}], 'Alternative version': [{'mal_id': 36145, 'type': 'anime', 'name': 'Tottoko Hamtarou: Anime Dechu!', 'url': 'https://myanimelist.net/anime/36145/Tottoko_Hamtarou__Anime_Dechu'}]}"
509,I My Me! Strawberry Eggs,I My Me! Strawberry Eggs,あぃまぃみぃ！ストロベリー・エッグ,['Ai Mai Mi! Strawberry Egg'],TV,Original,"['Pioneer LDC', 'Toshiba Digital Frontiers']","['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']",['TNK'],13,Finished Airing,FALSE,"{'from': '2001-07-04T00:00:00+00:00', 'to': '2001-09-26T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 7, 'year': 2001}, 'to': {'day': 26, 'month': 9, 'year': 2001}}, 'string': 'Jul 4, 2001 to Sep 26, 2001'}",25 min per ep,PG-13 - Teens 13 or older,6.88,15751,4096,2337,29344,100,"Amawa Hibiki is a young man just out of college, with an education to be an athletics teacher. He's been having a hard time finding a job since he graduated, so all his money has gone towards living expenses. When his landlady demands his first payment to live in her living establishment upfront, he heads to the local middle school to get hired as a teacher. However, the principal refuses to hire him without hesitation. She will not hire men as teachers and makes it clear that she hates all men, saying they put no love into their passions and work. Amawa does not give up and with the help of his landlady, he crossdresses as a woman without a second thought, and gets hired, so he can earn money and also prove the principal wrong. Now, he has to keep his real gender a secret, and avoid strange situations, including the affections of his students (from both genders). (Source: ANN)",NA,Summer 2001,Wednesdays at 18:30 (JST),"{'Adaptation': [{'mal_id': 74513, 'type': 'manga', 'name': 'I My Me! Strawberry Eggs', 'url': 'https://myanimelist.net/manga/74513/I_My_Me_Strawberry_Eggs'}]}"
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,Kakyusei 2,下級生２ ～瞳の中の少女たち～,[],TV,Visual novel,['Soft Garage'],"['Comedy', 'Drama', 'Harem', 'Romance', 'School']",['Arms'],13,Finished Airing,FALSE,"{'from': '2004-10-02T00:00:00+00:00', 'to': '2004-12-25T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 10, 'year': 2004}, 'to': {'day': 25, 'month': 12, 'year': 2004}}, 'string': 'Oct 2, 2004 to Dec 25, 2004'}",24 min per ep,PG-13 - Teens 13 or older,5.93,976,7890,5602,4261,6,"Many people have fond memories of meeting a certain teenage boy in their younger years. However, their ages vary widely, and each remembers him as a teen. This story follows the intricate intertwining of their various stories and how this young man, who apparently lives outside of time, has affected each of them.",NA,Fall 2004,Unknown,"{'Alternative setting': [{'mal_id': 661, 'type': 'anime', 'name': 'Elf-ban Kakyuusei: Anata dake wo Mitsumete...', 'url': 'https://myanimelist.net/anime/661/Elf-ban_Kakyuusei__Anata_dake_wo_Mitsumete'}, {'mal_id': 2609, 'type': 'anime', 'name': 'Kakyuusei (TV)', 'url': 'https://myanimelist.net/anime/2609/Kakyuusei_TV'}, {'mal_id': 2610, 'type': 'anime', 'name': 'Kakyuusei', 'url': 'https://myanimelist.net/anime/2610/Kakyuusei'}], 'Sequel': [{'mal_id': 2139, 'type': 'anime', 'name': 'Kakyuusei 2: Anthology', 'url': 'https://myanimelist.net/anime/2139/Kakyuusei_2__Anthology'}]}"
512,Majo no Takkyuubin,Kiki's Delivery Service,魔女の宅急便,"[""Witch's Express Delivery""]",Movie,Novel,[],"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy']","['Studio Ghibli', 'Studio Hibari']",1,Finished Airing,FALSE,"{'from': '1989-07-29T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 29, 1989'}",1 hr 45 min,G - All Ages,8.29,153309,262,346,238831,2256,"Kiki, a 13-year-old witch-in-training, must spend a year living on her own in a distant town in order to become a full-fledged witch. Leaving her family and friends, Kiki undertakes this tradition when she flies out into the open world atop her broomstick with her black cat Jiji. As she settles down in the coastal town of Koriko, Kiki struggles to adapt and ends up wandering the streets with no place to stay—until she encounters Osono, who offers Kiki boarding in exchange for making deliveries for her small bakery. Before long, Kiki decides to open her own courier service by broomstick, beginning her journey to independence. In attempting to find her place among the townsfolk, Kiki brings with her exciting new experiences and comes to understand the true meaning of responsibility. [Written by MAL Rewrite]",The film won the 1989 Animage's Anime Grand Prix Award.,NA,NA,"{'Alternative version': [{'mal_id': 35770, 'type': 'anime', 'name': 'Hungry Days: Aoharu ka yo.', 'url': 'https://myanimelist.net/anime/35770/Hungry_Days__Aoharu_ka_yo'}]}"
513,Tenkuu no Shiro Laputa,Castle in the Sky,天空の城ラピュタ,['Tenkuu no Shiro Rapyuta'],Movie,Original,['Tokuma Shoten'],"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",['Studio Ghibli'],1,Finished Airing,FALSE,"{'from': '1986-08-02T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 2, 1986'}",2 hr 5 min,PG - Children,8.38,142865,190,375,225902,2033,"In a world filled with planes and airships, Sheeta is a young girl who has been kidnapped by government agents who seek her mysterious crystal amulet. While trapped aboard an airship, she finds herself without hope—that is, until the ship is raided by pirates. Taking advantage of the ensuing confusion, Sheeta manages to flee from her captors. Upon her escape, she meets Pazu, a boy who dreams of reaching the fabled flying castle, Laputa. The two decide to embark on a journey together to discover this castle in the sky. However, they soon find the government agents back on their trail, as they too are trying to reach Laputa for their own greedy purposes. Tenkuu no Shiro Laputa follows the soaring adventures of Sheeta and Pazu, all while they learn how dreams and dire circumstances can bring two people closer together. [Written by MAL Rewrite]",Tenkuu no Shiro Laputa was the first film to be produced and released by Studio Ghibli. It won the Animage Anime Grand Prix in 1986.,NA,NA,"{'Adaptation': [{'mal_id': 76407, 'type': 'manga', 'name': 'Tenkuu no Shiro Laputa', 'url': 'https://myanimelist.net/manga/76407/Tenkuu_no_Shiro_Laputa'}]}"
514,Cossette no Shouzou,Le Portrait de Petit Cossette,コゼットの肖像,['Le Portrait de Petite Cossette'],OVA,Original,"['Aniplex', 'Studio Hibari']","['Drama', 'Horror', 'Magic', 'Psychological', 'Romance', 'Supernatural']",['Daume'],3,Finished Airing,FALSE,"{'from': '2004-04-11T00:00:00+00:00', 'to': '2004-12-22T00:00:00+00:00', 'prop': {'from': {'day': 11, 'month': 4, 'year': 2004}, 'to': {'day': 22, 'month': 12, 'year': 2004}}, 'string': 'Apr 11, 2004 to Dec 22, 2004'}",36 min per ep,R - 17+ (violence & profanity),6.93,22040,3899,1654,50782,328,"The anime is about art student Eiri Kurahashi, who works in an antique shop. One day, he sees the image of a girl in an antique glass. To his shock, she appears to be moving and living out her life before his eyes. He becomes infatuated with the girl, and one night at midnight, somehow makes contact with her. He learns her name is Cossette, and that she was an aristocrat's daughter during the 18th century. She reveals to him that her spirit has been entrapped within the glass by her murder, which was perpetrated by her betrothed, the artist Marcelo Orlando. To set her free, she tells Eiri, a man must be willing to take upon himself punishment for the sins Marcelo committed. (Source: Wikipedia)",NA,NA,NA,"{'Adaptation': [{'mal_id': 406, 'type': 'manga', 'name': 'Cossette no Shouzou', 'url': 'https://myanimelist.net/manga/406/Cossette_no_Shouzou'}]}"
515,Hajimari no Boukensha-tachi: Legend of Crystania,Legend of Crystania: The Motion Picture,はじまりの冒険者たち レジェンド・オブ・クリスタニア,"['Hajimaru no Bokensha-tachi Crystania no Densetsu', 'Legend of Crystania Movie']",Movie,Unknown,"['Kadokawa Shoten', 'Victor Entertainment']","['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",['Triangle Staff'],1,Finished Airing,FALSE,"{'from': '1995-07-29T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 29, 1995'}",1 hr 20 min,PG-13 - Teens 13 or older,6.1,1545,7403,5969,3651,4,"Ashram, desperate to find a home for his people, is tricked into selling his soul. 300 years later, Pirotesse's devotion to her king remains unshaken. In the sacred world of Crystania, amidst a civil war waged by shape-changing warriors, she searches for her beloved Ashram. She meets Redon, a young prince obsessed with avenging his murdered parents. Together, they confront Ashram's captor -- the bloodthirsty Barbas, who aspires to rule Crystania as ""The God's King"". (Source: ANN)",NA,NA,NA,"{'Character': [{'mal_id': 207, 'type': 'anime', 'name': 'Lodoss-tou Senki', 'url': 'https://myanimelist.net/anime/207/Lodoss-tou_Senki'}], 'Sequel': [{'mal_id': 1150, 'type': 'anime', 'name': 'Legend of Crystania', 'url': 'https://myanimelist.net/anime/1150/Legend_of_Crystania'}]}"
516,Keroro Gunsou,Sgt. Frog,ケロロ軍曹,['Sergeant Frog'],TV,Manga,"['TV Tokyo', 'Nihon Ad Systems', 'Rakuonsha']","['Comedy', 'Mecha', 'Parody', 'Sci-Fi', 'Shounen']",['Sunrise'],358,Finished Airing,FALSE,"{'from': '2004-04-03T00:00:00+00:00', 'to': '2011-04-04T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 4, 'year': 2004}, 'to': {'day': 4, 'month': 4, 'year': 2011}}, 'string': 'Apr 3, 2004 to Apr 4, 2011'}",23 min per ep,PG-13 - Teens 13 or older,7.85,12371,803,1839,43885,851,"Unsuspecting inhabitants of the planet Earth are going about their business, enjoying a bright and particularly beautiful sunny day, when a young Japanese boy spots a shiny object falling from the sky... Has an alien invasion finally begun? Elsewhere in Japan, Keroro, frog sergeant and leader of the Space Invasion Army Special Tactics Platoon of the 58th Planet in the Gamma Planetary System, has discovered the perfect hideout. He infiltrates the home of the Hinata family in an attempt to establish a headquarters that he and his troops could use to prepare for world domination... but earthlings Fuyuki and Natsumi Hinata are too much for him to handle! Natsumi instinctively calls them out of hiding, leaving the hapless sergeant no option but to reveal his secret identity. The two siblings soon welcome the sergeant to their home, all thanks to Fuyuki’s generos—err... curiosity. The Sergeant has successfully infiltrated his first target area! Or has he? Join Keroro Gunsou in his dastardly attempt to take over the world!",NA,Spring 2004,Unknown,"{'Adaptation': [{'mal_id': 390, 'type': 'manga', 'name': 'Keroro Gunsou', 'url': 'https://myanimelist.net/manga/390/Keroro_Gunsou'}], 'Side story': [{'mal_id': 2407, 'type': 'anime', 'name': 'Keroro Gunsou Movie 1', 'url': 'https://myanimelist.net/anime/2407/Keroro_Gunsou_Movie_1'}, {'mal_id': 2408, 'type': 'anime', 'name': 'Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!', 'url': 'https://myanimelist.net/anime/2408/Keroro_Gunsou_Movie_2__Shinkai_no_Princess_de_Arimasu'}, {'mal_id': 5290, 'type': 'anime', 'name': 'Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!', 'url': 'https://myanimelist.net/anime/5290/Keroro_Gunsou_Movie_3__Tenkuu_Daikessen_de_Arimasu'}, {'mal_id': 5710, 'type': 'anime', 'name': 'Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!', 'url': 'https://myanimelist.net/anime/5710/Keroro_Gunsou_Movie_4__Gekishin_Dragon_Warriors_de_Arimasu'}, {'mal_id': 8134, 'type': 'anime', 'name': 'Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!', 'url': 'https://myanimelist.net/anime/8134/Keroro_Gunsou_Movie_5__Tanjou_Kyuukyoku_Keroro_Kiseki_no_Jikuu-jima_de_arimasu'}], 'Spin-off': [{'mal_id': 5449, 'type': 'anime', 'name': 'Chibi Kero: Kerobouru no Himitsu!?', 'url': 'https://myanimelist.net/anime/5449/Chibi_Kero__Kerobouru_no_Himitsu'}], 'Alternative version': [{'mal_id': 21671, 'type': 'anime', 'name': 'Keroro', 'url': 'https://myanimelist.net/anime/21671/Keroro'}]}"
517,School Rumble Ichi Gakki Hoshuu,NA,スクールランブル一学期補習,"['School Rumble OVA', 'School Rumble: First Extra Term']",OVA,Manga,['Studio Jack'],"['Comedy', 'Romance', 'School', 'Shounen']",['Studio Comet'],2,Finished Airing,FALSE,"{'from': '2005-12-22T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 22, 2005'}",25 min per ep,PG-13 - Teens 13 or older,7.81,27664,883,1753,46565,109,This two-part OVA is a series of shorts in relation to the School Rumble series. This OVA fills in gaps with new content between episodes from beginning to nearly the end. (Source: ANN),NA,NA,NA,"{'Adaptation': [{'mal_id': 160, 'type': 'manga', 'name': 'School Rumble', 'url': 'https://myanimelist.net/manga/160/School_Rumble'}], 'Parent story': [{'mal_id': 24, 'type': 'anime', 'name': 'School Rumble', 'url': 'https://myanimelist.net/anime/24/School_Rumble'}]}"
518,Mahou no Princess Minky Momo,Magical Princess Minky Momo,魔法のプリンセス　ミンキーモモ,"['Magical Princess Princess Minky Momo', 'Fairy Princess Momo', 'Magical Princess Gigi', 'Gigi and the Fountain of Youth']",TV,Original,[],"['Magic', 'Shoujo']",['Production Reed'],63,Finished Airing,FALSE,"{'from': '1982-03-18T00:00:00+00:00', 'to': '1983-05-26T00:00:00+00:00', 'prop': {'from': {'day': 18, 'month': 3, 'year': 1982}, 'to': {'day': 26, 'month': 5, 'year': 1983}}, 'string': 'Mar 18, 1982 to May 26, 1983'}",23 min per ep,G - All Ages,6.79,937,4470,6054,3521,9,"Momo is the princess of Fenarinarsa, a land of dreams that is getting further and further from Earth. She is sent to help the Earth regain faith in its dreams. To assist her are her friends Sindbook, Mocha, and Pipiru and her magic wand that transforms her into an adult. She's ready and willing to help anyone she can in order to make their dream come true, no matter what happens.",NA,Spring 1982,Unknown,"{'Side story': [{'mal_id': 2272, 'type': 'anime', 'name': 'Mahou no Princess Minky Momo: Yume no Naka no Rondo', 'url': 'https://myanimelist.net/anime/2272/Mahou_no_Princess_Minky_Momo__Yume_no_Naka_no_Rondo'}, {'mal_id': 3462, 'type': 'anime', 'name': 'Minky Momo in Yume ni Kakeru Hashi', 'url': 'https://myanimelist.net/anime/3462/Minky_Momo_in_Yume_ni_Kakeru_Hashi'}], 'Alternative version': [{'mal_id': 5953, 'type': 'anime', 'name': 'Mahou no Princess Minky Momo: Yume wo Dakishimete', 'url': 'https://myanimelist.net/anime/5953/Mahou_no_Princess_Minky_Momo__Yume_wo_Dakishimete'}], 'Other': [{'mal_id': 23129, 'type': 'anime', 'name': 'Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special', 'url': 'https://myanimelist.net/anime/23129/Mahou_no_Princess_Minky_Momo__Hitomi_no_Seiza_-_Minky_Momo_Song_Special'}]}"
519,Mahoraba: Heartful days,NA,まほらば ~Heartful days~,[],TV,Manga,"['Starchild Records', 'TV Tokyo Music']","['Comedy', 'Drama', 'Romance', 'Shounen']",['J.C.Staff'],26,Finished Airing,FALSE,"{'from': '2005-01-10T00:00:00+00:00', 'to': '2005-06-27T00:00:00+00:00', 'prop': {'from': {'day': 10, 'month': 1, 'year': 2005}, 'to': {'day': 27, 'month': 6, 'year': 2005}}, 'string': 'Jan 10, 2005 to Jun 27, 2005'}",23 min per ep,PG-13 - Teens 13 or older,7.39,8268,2107,2919,19462,100,"Shiratori Ryuushi is a young artist-in-training, about to start studying at a vocational school. Arriving at his new lodgings, Narutakisou, he finds himself the focus of attention for the collection of weirdos that inhabit the place. He also meets and falls for the landlady, Aoba Kozue, who seems to be both lovely and charming. However, Kozue is not what she seems to be... in fact, she's more. (Source: ANN)",NA,Winter 2005,Unknown,"{'Adaptation': [{'mal_id': 744, 'type': 'manga', 'name': 'Mahoraba', 'url': 'https://myanimelist.net/manga/744/Mahoraba'}]}"
