city,alternate_city_names,state,country,country_code,latitude,longitude,timezone,population,elevation_m
Lewisburg,"Lewisburg,Lewisburgh",OH,USA,US,39.84616,-84.53967,America/New_York,1770,304
Cuba,"Cuba,Laguna,Na'azisi to'o,Nacimiento",NM,USA,US,36.02224,-106.95837,America/Denver,736,2105
dallas,"Dalas,Dallas,dalas,dalas  jwrjya,dyalasa,Далас,Даллас,دالاس,دالاس، جورجیا,ڈلاس، جارجیا,ड्यालास",GA,USA,US,33.92371,-84.84077,America/New_York,12870,318
Roxboro,"Moccasin Gap,Roksboro,Roxboro,Roxborough,rwksbwrw,rwksbwrw  karwlynay shmaly,Роксборо,روكسبورو,روکسبورو، کارولینای شمالی",NC,USA,US,36.39375,-78.98279,America/New_York,8334,218
ROSEBURG,"RBG,Rosberg,Roseburg,Rousburg,Rouzburg,lojeubeogeu,luo si bao,rozubagu,rsbwrg  awrgn,rwzbrg  awrygwn,rwzbyrgh,Росберг,Роузбърг,Роусбург,رسبورگ، اورگن,روزبرگ، اوریگون,روزبيرغ,ローズバーグ,罗斯堡,로즈버그",OR,USA,US,43.2165,-123.34174,America/Los_Angeles,22114,147
Dry Ridge,NA,KY,USA,US,38.68201,-84.58994,America/New_York,2205,290
Hurley,"Hurley,New Village,Nieuw Dorp",NY,USA,US,41.92454,-74.06125,America/New_York,3458,60
Avoca,"Avoca,Buchanan",NY,USA,US,42.40951,-77.42137,America/New_York,922,364
Mckinney,"Mak-Kinni,Makini,McKinney,maekini,mai jin ni,makkini,makkinni,makkyny,Мак-Кинни,Мак-Кінні,Макини,ماككيني,مک کینی، ٹیکساس,مک‌کینی، تگزاس,മക്കിന്നി,マッキニー,麥金尼,매키니",TX,USA,US,33.19762,-96.61527,America/Chicago,162898,192
Drummondville,"Drammondvill,Drammonvil',Dramondvil,Drummondville,XDM,de la meng shi,doramonbiru,drwmwndwyl,drwmwnfyl,Драммонвіль,Драммондвилл,Драмондвил,دروموندویل,درومونفيل,ڈرمنڈولے,ڈرمونڈویل,ドラモンビル,德拉蒙市",QC,Canada,CA,45.88336,-72.48241,America/Toronto,59489,NA
Goodhue,"City of Goodhue,Goodhue",MN,USA,US,44.40052,-92.6238,America/Chicago,1174,343
Saint Leonard,"Rollin,Saint Leonard,Saint Leonards,Saint Leonards Town,St. Leonard",MD,USA,US,38.47429,-76.50634,America/New_York,742,34
Levant,NA,ME,USA,US,44.86924,-68.93476,America/New_York,2257,46
Hyannis,NA,NE,USA,US,42.00054,-101.76184,America/Denver,192,1145
Millville,NA,DE,USA,US,38.54956,-75.12324,America/New_York,590,3
odessa,"Odessa,Одесса",FL,USA,US,28.1939,-82.59176,America/New_York,7267,17
montcalm,"Crane,Montcalm,River Side,Riverside",WV,USA,US,37.35401,-81.2526,America/New_York,726,676
brampton,"Brampton,Bramptonas,Bramptono,Bramptun,XPN,baraimpatana,beulaemteon,braimpatana,brambtwn,bramptan,bramtana,bremptana,brmptwn  antaryw,bu lan pu dun,buranputon,piramptan,Брамптон,Брамптън,برامبتون,برامپٹن، انٹاریو,برمپتون، انتاریو,بریمپٹن,ब्राम्टन,ब्रैंपटन,ਬਰੈਂਪਟਨ,બ્રેમ્પ્ટન,பிராம்ப்டன்,బ్రాంప్టన్,ബ്രംപ്ടൺ,බ්‍රැම්ටන්,ブランプトン,布兰普顿,브램턴",ON,Canada,CA,43.68341,-79.76633,America/Toronto,593638,NA
Columbia city,"Columbia,Columbia City",IN,USA,US,41.15727,-85.48831,America/Indiana/Indianapolis,8857,262
KENOSHA,"ENW,Kenosa,Kenosha,Kenoša,Southport,kenosha,keonosya,knwsha  wyskansyn,kynwsha,kynwsha  wskwnsn,qnwsh,Кеноша,Կենոշա,קנושה,كينوشا,کنوشا، ویسکانسین,کینوشا، وسکونسن,კენოშა,ケノーシャ,커노샤",WI,USA,US,42.58474,-87.82119,America/Chicago,99858,184
Ueda,"Oweda,Ueda,Ueda-chhi,Ueda-chhī,Uehda,awyda  naganw,shang tian,shang tian shi,ueda si,ywyda,Уеда,Уэда,Ուեդա,اوئدا، ناگانو,يويدا,上田,上田市,우에다 시",Nagano,Japan,JP,36.40265,138.28161,Asia/Tokyo,157480,NA
Nuevo,NA,CA,USA,US,33.80141,-117.14587,America/Los_Angeles,6447,454
Wharton,NA,PA,USA,US,39.92678,-75.15712,America/New_York,49732,7
Swoyersville,"Swouerville,Swoyersville,Swoyerville",PA,USA,US,41.29175,-75.87464,America/New_York,4984,169
Pequot Lakes,"City of Pequot Lakes,Pequot Lakes",MN,USA,US,46.60302,-94.30944,America/Chicago,2243,391
kansas city,"Caasimada Kansas,City of Kansas,Dinas Kansas,Greenwood,Ilu Kansas,Kansas City,Kansas City i Missouri,Kansas Lakanbalen,Kansas Sity,Kansasurbo,Kanzas Shehiri,Kanzas Siti,Kanzas Sitis,Kanzas-Sici,Kanzas-Siti,Kanzassitija,Kota Kansas,Lungsod ng Kansas,MKC,Maple Gardens,Milton,Town of Kansas,Westport,Winnetonka,Winnwood,kaenjaseusiti,kan sa si cheng,kanasasa siti,kansas syty,kanzasushiti,kanzas‌syty  myzwry,kencas nakaram,kensasa siti,kʼanzas-sitʼi,qnzs syty,Ìlú Kansas,Κάνσας Σίτυ,Канзас Сити,Канзас-Сити,Канзас-Сіті,Канзас-Сіці,Կանզաս Սիթի,קנזס סיטי,كانساس سيتي,کانزاس‌سیتی، میزوری,کنساس شہر، مسوری,कॅन्सस सिटी,কানসাস সিটি,கேன்சஸ் நகரம்,แคนซัสซิตี,კანზას-სიტი,カンザスシティ,堪薩斯城,캔자스시티",MO,USA,US,39.09973,-94.57857,America/Chicago,475378,274
Mentor-On-The-Lake,NA,OH,USA,US,41.70504,-81.36039,America/New_York,7443,189
TRINITY,NA,FL,USA,US,28.18085,-82.68177,America/New_York,10907,6
Folkston,"Folkston,flkstwn  jwrjya,fu ke si tong,fwlkstwn,phoksatana,Фолкстон,فلکستون، جورجیا,فولكستون,فولکسٹن، جارجیا,फोक्सटन,福克斯通",GA,USA,US,30.83095,-82.01131,America/New_York,5247,24
Forsyth,"Forsajt,fwrsyt  jwrjya,fwrsyth,pharsitha,Форсајт,فورسيث,فورسیت، جورجیا,فورسیتھ، جارجیا,फर्सिथ",GA,USA,US,33.0343,-83.93824,America/New_York,4013,220
Pleasant view,"Plezant Vju,Plezent Vju,blyzant fyw,plznt wyw  ywta,pu lai sen te wei you,Плезант Вю,Плезент Вју,بليزانت فيو,پلزنت ویو، یوتا,普莱森特维尤",UT,USA,US,41.31828,-111.99216,America/Denver,9273,1341
Granite Quarry,"Granite Quarry,Woodside",NC,USA,US,35.61236,-80.44673,America/New_York,2995,244
Lake Quivira,"Lake Quivira,Quivira Lake",KS,USA,US,39.04028,-94.77663,America/Chicago,936,277
Palmyra,NA,WI,USA,US,42.87779,-88.58621,America/Chicago,1776,259
Tamworth,"Tamvors,Тамворс,ٹیمورتھ، نیو ہیمپشائر",NH,USA,US,43.8598,-71.26313,America/New_York,2673,158
Highland Heights,NA,OH,USA,US,41.552,-81.47845,America/New_York,8396,286
Painted Post,"Painted Post,Tecarnaseteoah",NY,USA,US,42.16202,-77.09414,America/New_York,1997,287
Schaghticoke,"Hart's Falls,Harts Falls,Schaghticoke,Schaghticoke Point",NY,USA,US,42.90008,-73.58539,America/New_York,588,109
Dingwall,"Dinguol,Dinguoll,Dingvolas,Dingvoll,Dingwall,Inbhir Pheofharain,ding wo er,Дингуол,Дингуолл,Дінгволл,丁沃尔",SCT,United Kingdom,GB,57.59531,-4.42721,Europe/London,5520,NA
Belleville,"Belvil,blfyl,blwyl  kanzas,Белвил,بلفيل,بلویل، کانزاس",KS,USA,US,39.82445,-97.63254,America/Chicago,1907,471
Selmer,NA,TN,USA,US,35.17008,-88.59227,America/Chicago,4488,137
Fort Gibson,"Fort Gibson,frt gybsn  aklahma,fwrt ghybswn,Форт Гибсон,فرت گیبسن، اکلاهما,فورت غيبسون",OK,USA,US,35.7976,-95.25052,America/Chicago,4083,172
Samson,"Sampson,Samson,sa mu sen,samswn,samswn  alabama,syamasana,Самсон,سامسون,سامسون، آلاباما,سامسۆن، ئەلاباما,स्यामसन,萨姆森",AL,USA,US,31.11295,-86.04605,America/Chicago,1928,62
Newark,"Arcadia,East Newark,Lockville,Miller's Basin,N'juark,Newark,Newark - Arcadia,Njuark,nywark,nywark  nyw yark,Њуарк,Ньюарк,نيوارك,نیوآرک، نیو یارک",NY,USA,US,43.04673,-77.09525,America/New_York,8843,135
San jacinto,"Hewitt Town,San DZasinto,San Jacinto,San Khasinto,San-Dzhasinto,san jasyntw,san jasyntw  kalyfrnya,sheng ha xin tuo,syana jyakinto,Сан Џасинто,Сан Хасинто,Сан-Джасинто,سان جاسينتو,سان جاسینتو، کالیفرنیا,स्यान ज्याकिन्तो,圣哈辛托",CA,USA,US,33.78391,-116.95864,America/Los_Angeles,46951,477
Justice,NA,IL,USA,US,41.74448,-87.83783,America/Chicago,12968,188
Terryville,"Poland,Terrysville,Terryville",CT,USA,US,41.67815,-73.01094,America/New_York,5387,190
Greenfield,"City of Greenfield,Greenfield,Grinfild,Гринфилд",MN,USA,US,45.1033,-93.69135,America/Chicago,2919,305
Cascade Locks,"CZK,Kaskadeh Loks,Kaskejd Loks,kaskad lwks,kskd lks  awrgn,Каскадэ Локс,Каскейд Локс,Каскејд Локс,كاسكاد لوكس,کسکد لکس، اورگن",OR,USA,US,45.66984,-121.89064,America/Los_Angeles,1159,46
West College Corner,"College Corner Station,West College Corner",IN,USA,US,39.56755,-84.81607,America/Indiana/Indianapolis,644,301
Lovettsville,"Lavetsvil,Lovettsville,New Town,Thrashers Store,lwfwytsfyl,Лаветсвил,لوفويتسفيل",VA,USA,US,39.2726,-77.63666,America/New_York,1934,154
Hot Springs,"HSP,Hot Springs,Khot Springs,Little Warm Springs,Хот Спрингс",VA,USA,US,37.99957,-79.83172,America/New_York,738,681
Plain City,NA,UT,USA,US,41.298,-112.08605,America/Denver,6299,1293
Saticoy,"Lower Saticoy,Saticoy",CA,USA,US,34.28306,-119.14983,America/Los_Angeles,1029,47
Wheatland,NA,PA,USA,US,41.20089,-80.49785,America/New_York,611,261
Bethel Springs,"Bethel Springs,Bethel Station",TN,USA,US,35.23369,-88.60644,America/Chicago,713,146
LaGrange,"La Grange,La Grange Centre,Lagrange,Lagrange Centre",OH,USA,US,41.23728,-82.11987,America/New_York,2103,250
Belo Horizonte,"B.H.,BH,BHZ,Bel-Horizonto,Bello Horizonte,Belo Horizonte,Belo Horizontė,Belo Hte,Belo Khorizonte,Belo Orizonte,Belo Orizonti,Belu Orizonti,Belu-Aryzonty,Belu-Orizonti,Bhte,Cidade de Minas,Urbs Pulchri Horizontis,bailo orizonti,bei luo ao li cang te,belluolijonchi,belo horijhonte,belo horijonte,belo xo ri sxn chi,beroorizonchi,beroorizonte,blw hwryzwnth,bylw hwryzwnty,pelo aricanc,Μπέλο Οριζόντε,Бело Оризонте,Бело Оризонти,Бело Хоризонте,Белу-Арызонты,Белу-Оризонти,Белу-Оризонті,בלו הוריזונטה,بلو هوریزونته,بيلو هوريزونتي,بیلو ہوریزونتے,बेलो होरिझोन्ते,বেলো হোরিজোন্টে,ਬੈਲੋ ਓਰੀਜ਼ੋਂਤੀ,பெலோ அரிசாஞ்ச்,เบโลโอรีซอนชี,ბელუ-ორიზონტი,ベロオリゾンチ,ベロオリゾンテ,貝洛奥里藏特,贝洛奥里藏特,벨루오리존치",Minas Gerais,Brazil,BR,-19.92083,-43.93778,America/Sao_Paulo,2721564,888
Chilpancingo,"Chilpancingo,Chilpancingo de los Bravo,Chilpancingo de los Bravos,Ciudad Bravos",Guerrero,Mexico,MX,17.5506,-99.50578,America/Mexico_City,187251,NA
Shamrock,NA,TX,USA,US,32.5993,-96.8875,America/Chicago,1727,214
Kershaw,"Kershaw,Kersho,Welchs,Welchs Station,Welshs Station,ke xiao,krshaw  karwlynay jnwby,kyrshaw,Кершо,كيرشاو,کرشاو، کارولینای جنوبی,克肖",SC,USA,US,34.55182,-80.58368,America/New_York,2052,159
Pierce,NA,CO,USA,US,40.63554,-104.75525,America/Denver,873,1535
Shediac,"Shed'jak,Shediac,Shédiac,Шедьяк",NB,Canada,CA,46.21981,-64.54107,America/Moncton,6664,NA
Adamstown,NA,PA,USA,US,40.2412,-76.05633,America/New_York,1840,144
Oglala,NA,SD,USA,US,43.18859,-102.73962,America/Denver,1290,915
Lake City,"Lake City,Old Town,Oldtown,Sunk Lands",AR,USA,US,35.81619,-90.43427,America/Chicago,2324,69
Macedonia,"Macedonia,Macedonia Depot,Maedonia,Makedonija,Masidonija,masydwnya,mqdwnyh  awhayw,Македония,Македонија,Масидонија,ماسيدونيا,مقدونیه، اوهایو,مقدونیہ، اوہائیو",OH,USA,US,41.31367,-81.50845,America/New_York,11686,301
Nashua,"Nashua,nashwa,nshwa  aywwa,Нашуа,ناشوا,نشوا، آیووا",IA,USA,US,42.95275,-92.5363,America/Chicago,1621,297
La Salle,"La Salle,LaSalle,Lasal,Lasalle,Ласал",IL,USA,US,41.33337,-89.09175,America/Chicago,9609,174
Sells,"Indian Oasis,Sells",AZ,USA,US,31.91202,-111.88123,America/Phoenix,2495,729
Sidmouth,"Sidmouth,Sidmut,sydmwth,Сидмут,Сидмът,سیدموث",ENG,United Kingdom,GB,50.69094,-3.2397,Europe/London,12569,NA
Nelson,"Nehlson,Nelson,Packersfield,nylswn,Нэлсон,نيلسون,نیلسن، نیو ہیمپشائر",NH,USA,US,42.99064,-72.13092,America/New_York,675,438
eilat,"ETH,Ehjlat,Eilat,Ejlat,Ejlato,Elat,Elata,Elatas,Elath,Etzion Geber,Lungsod ng Elat,Umm Rashrash,Umm Rashrāsh,Umrashash,ai la te,almrshrsh,am alrshrash,aylat,aylt,eilati,eillateu,eirato,elat,ilata,Éilat,ʼylt,Εϊλάτ,Еилат,Ейлат,Эйлат,Էյլաթ,אילת,آيلة,أم الرشراش,أيلات,أيلة,إيلات,المرشرش,ايلات,ایلات,ইলাত,ஏலாத்,ეილათი,エイラート,埃拉特,에일라트",Southern District,Israel,IL,29.55805,34.94821,Asia/Jerusalem,52299,NA
Acworth,"Ackworth,Acworth,Akvors,Burnet,akwrs  nyw hmpshyr,akwwrth,Акворс,أكوورث,اکورس، نیو همپشیر,ایکورتھ، نیو ہیمپشائر",NH,USA,US,43.21785,-72.29203,America/New_York,890,445
Harvey,"Kharvi,harbhei,harfy,harwy  aylynwy,Харви,هارفي,هاروی، ایلینوی,ہاروے، الینوائے,हार्भेी",IL,USA,US,41.61003,-87.64671,America/Chicago,25194,184
Lake View,"Lehjk Vju,Lejk Vju,lyk fyw,lyk wyw  aywwa,Лејк Вју,Лэйк Вю,ليك فيو,لیک ویو، آیووا",IA,USA,US,42.31165,-95.05332,America/Chicago,1125,382
Lakeway,NA,TX,USA,US,30.36377,-97.97959,America/Chicago,14217,251
Jewell,"Jewell,Jewell Junction",IA,USA,US,42.30693,-93.64022,America/Chicago,1188,322
Podgorica,"Birziminium,Padgoryca,Podgairitse,Podgairítse,Podgorica,Podgoricae,Podgoricja,Podgorico,Podgorika,Podgoritsa,Podgoritza,Podgorytsa,Podgòrica,Podqoritsa,Podugorica,Pontnkoritsa,TGD,bo de ge li cha,bwdghwrytsa,padagoritasa,phx dk xrit sa,podagorika,podeugolicha,podogoritsua,potkorikka,pwdgwrytsa,pwdgwryzh,pۆdgۆrytsa,Ποντγκόριτσα,Падгорыца,Подгоритса,Подгорицæ,Подгорица,Подгориця,Подъгорица,Պոդգորիցա,פודגוריצה,بودغوريتسا,پودگوریتسا,پوڈگوریکا,پۆدگۆریتسا,पॉडगोरिका,ਪਾਡਗੋਰਿਤਸਾ,பொட்கொரிக்கா,พอดกอรีตซา,პოდგორიცა,ፖድጎሪጻ,ポドゴリツァ,波德戈里察,포드고리차",Podgorica,Montenegro,ME,42.44111,19.26361,Europe/Podgorica,236852,NA
Reynolds,NA,GA,USA,US,32.55987,-84.0963,America/New_York,1026,131
Luther,NA,OK,USA,US,35.66173,-97.19559,America/Chicago,1541,279
Miramar Beach,NA,FL,USA,US,30.37437,-86.35856,America/Chicago,6146,6
Lester Prairie,"City of Lester Prairie,Lester Prairie",MN,USA,US,44.88385,-94.04164,America/Chicago,1686,299
Reinholds,"Reinholds,Reinholdsville",PA,USA,US,40.26676,-76.1155,America/New_York,1803,141
Delaware,NA,ON,Canada,CA,42.91679,-81.41646,America/Toronto,2521,NA
Corinna,NA,ME,USA,US,44.92117,-69.26171,America/New_York,2230,70
Lorette,NA,MB,Canada,CA,49.73919,-96.87232,America/Winnipeg,3208,NA
Sihanoukville,"Ciudad de Sihanoukville,KOS,Kampong Saom,Kampong Semville,Kampong Som,Kampong Somville,Kom Pong Song,Kompong Som,Kompong Somville,Krong Preah Seihanu,Krong Preah Sihanouk,Krŏng Preăh Seihanŭ,Krŏng Preăh Sihanouk,Kâmpóng Saôm,Port de Sihanoukville,Preah Seihanouk,Sianukvil',Sihanouk,Sihanoukville,Sikanonville,shianukubiru,sih nu will,xi ha nu ke shi,Сиануквиль,สีหนุวิลล์,ក្រុងព្រះសីហនុ,シアヌークビル,西哈努克市",Preah Sihanouk,Cambodia,KH,10.60932,103.52958,Asia/Phnom_Penh,73036,NA
Lebo,NA,KS,USA,US,38.41668,-95.85304,America/Chicago,905,357
Naalehu,"Na'alehu,Naalehu,Nā‘ālehu,naallehu,나알레후",HI,USA,US,19.06759,-155.57984,Pacific/Honolulu,866,201
Penndel,NA,PA,USA,US,40.15205,-74.91656,America/New_York,2221,31
Morris,"MOX,Moris,Morris,mwrys,Морис,Моррис,Морріс,موريس,موریس، مینه‌سوتا",MN,USA,US,45.58607,-95.91394,America/Chicago,5352,345
Knights Landing,"Grafton,Knight's Landing,Knights Landing",CA,USA,US,38.79962,-121.7183,America/Los_Angeles,995,11
Avocado Heights,NA,CA,USA,US,34.03612,-117.99118,America/Los_Angeles,15411,103
Rockingham,"Richmond Court House,Rockingham",NC,USA,US,34.93932,-79.77395,America/New_York,9220,86
Pingree Grove,NA,IL,USA,US,42.06864,-88.41342,America/Chicago,6648,278
New Baltimore,"Balls Store,New Baltimore",VA,USA,US,38.76734,-77.72833,America/New_York,8119,151
Philippi,"Anglin's Ford,Anglins Ford,Booth's Ferry,Booths Ferry,Booths Ferry of Randolph,Filipi,Filippi,Philippi,Phillippa,Phillippi,fylby,fylypay  wyrjynyay ghrby,Филипи,Филиппи,فيلبي,فیلیپای، ویرجینیای غربی",WV,USA,US,39.15232,-80.04036,America/New_York,3256,397
New City,"Clarkstown,New City,New Hempstead,Nju Siti,nyw syty,Њу Сити,نيو سيتي,ニュー・シティ",NY,USA,US,41.1476,-73.98931,America/New_York,33559,48
Rice,"City of Rice,Rajs,Rice,rays,Райс,Рајс,رايس,رایس، مینه‌سوتا",MN,USA,US,45.75191,-94.22027,America/Chicago,1361,323
Torrington,"TOR,Torington,Toringtun,Torrington,tryngtwn  waywmyng,tuo lin dun,twrynghtwn,Торингтон,Торингтън,Торрингтон,Торрінґтон,ترینگتون، وایومینگ,تورينغتون,ٹورنگٹن، وائیومنگ,托林顿",WY,USA,US,42.06246,-104.18439,America/Denver,6669,1251
Saint Johnsbury,"Saint Johnsbury,Saint Johnsbury Plain,St. Johnsbury",VT,USA,US,44.41922,-72.01509,America/New_York,6193,182
Rural Hall,NA,NC,USA,US,36.24042,-80.29338,America/New_York,3126,308
Laurys Station,"Laurays Station,Laurys,Laurys Station,Slate Dam",PA,USA,US,40.72315,-75.53018,America/New_York,1243,115
Forte dei Marmi,Forte dei Marmi,Tuscany,Italy,IT,43.96388,10.17478,Europe/Rome,7656,2
Stallings,NA,NC,USA,US,35.0907,-80.68618,America/New_York,15270,228
Brockman,NA,Western Australia,Australia,AU,-24.88126,113.65365,Australia/Perth,1039,NA
Etna,"Etna,Stewartstown",PA,USA,US,40.50424,-79.94894,America/New_York,3401,227
Sullivan,"Sullivan,Sullivan Harbor",ME,USA,US,44.52036,-68.19668,America/New_York,1232,14
Magnolia,"AGO,Frog Level,Magnolia,Magnolija,maghnwlya,mgnwlya,myagnoliya,mygnwlya  arknsas,Магнолија,ماغنوليا,مگنولیا,میگنولیا، آرکنساس,म्याग्नोलिया",AR,USA,US,33.26707,-93.23933,America/Chicago,11669,103
Trucksville,NA,PA,USA,US,41.30397,-75.93214,America/New_York,2152,269
Fox River Grove,NA,IL,USA,US,42.20086,-88.21453,America/Chicago,4686,249
Columbiaville,NA,MI,USA,US,43.15669,-83.41051,America/Detroit,782,235
Woodson,NA,IL,USA,US,39.62894,-90.21901,America/Chicago,512,207
Lancaster Mill,NA,SC,USA,US,34.70931,-80.79479,America/New_York,1978,153
Nettleton,NA,MS,USA,US,34.089,-88.62227,America/Chicago,1953,80
Bermuda Run,NA,NC,USA,US,36.00375,-80.422,America/New_York,2561,245
Avon,"Avon,Woodville",IL,USA,US,40.66421,-90.43485,America/Chicago,757,195
Mescalero,"Mescalero,South Fork,White Sulfur Springs,White Sulphur Springs",NM,USA,US,33.15759,-105.77415,America/Denver,1338,2016
franklinton,"Franklin,Franklinton",LA,USA,US,30.84731,-90.15527,America/Chicago,3782,47
Rossmoor,NA,NJ,USA,US,40.3365,-74.47349,America/New_York,2666,40
Morton,NA,TX,USA,US,33.7251,-102.75938,America/Chicago,1892,1146
Mount Rainier,"Maunt Rejnehr,Maunt Rejnir,Mount Rainier,Mud Ranier,mawnt rynyyr,rynyr  mrylnd,Маунт Рейнэр,Маунт Рејнир,رینیر، مریلند,ماؤنٹ رائنیر، میری لینڈ,ماونت رينيير",MD,USA,US,38.9415,-76.96498,America/New_York,8475,23
Brookport,"Brooklyn,Brookport,Brukport,Pellonia,brukaporta,brwkbwrt,Брукпорт,بروكبورت,بروک پورٹ، الینوائے,بروک‌پورت، ایلینوی,ब्रूकपोर्ट",IL,USA,US,37.12367,-88.63033,America/Chicago,930,104
Flatwoods,NA,KY,USA,US,38.52258,-82.71711,America/New_York,7335,208
Mercer,NA,WI,USA,US,46.1655,-90.06266,America/Chicago,516,488
Burhaniye,"Burhaniye,Kemer",Balikesir,Turkey,TR,39.50041,26.97269,Europe/Istanbul,38083,NA
mobile,"La Mobila,La Mobile,MOB,Mo-il-la,Mobajl,Mobil,Mobila,Mobilas,Mobile,Mobille,Moville,mo bi er,moba'ila,mobil,mobila,mobili,mobiru,mwbayl  alabama,mwbyl,mwbyl  alabama,Мобајл,Мобил,Мобіл,מוביל,موبائل، الاباما,موبيل,موبیل، آلاباما,मोबाइल,मोबिल,მობილი,ម៉ូបាល,モービル,莫比尔,모빌",AL,USA,US,30.69436,-88.04305,America/Chicago,194288,3
Camden,"Camden,Glovers Gap,Kamden,Tranquility,kaemdeon,kamdn,kmdn  tnsy,Камден,كامدن,کمدن، تنسی,کیمڈن، ٹینیسی,캠던",TN,USA,US,36.05895,-88.09782,America/Chicago,3575,137
Brookhaven,"Brook Haven,Brookhaven",PA,USA,US,39.86928,-75.38241,America/New_York,8078,30
Lacon,"Lejkon,lakona,lakwn,lkan  aylynwy,Лејкон,لاكون,لکان، ایلینوی,لیکون، الینوائے,लाकोन",IL,USA,US,41.02476,-89.4112,America/Chicago,1826,145
Vadodara,"BDQ,Baroda,Vadodara,Vadodaro,Vapadedara,ba luo da,badodala,barodara,fadwdara,radodara,vadeadara,vadodara,vatotara,vuadodara,wadwdara,wdwdrh,Вaдодaрa,Вадодара,Վադոդարա,فادودارا,وادودارا,واڈوڈارا,ودودره,وڈودرا,बड़ोदरा,वडोदरा,वदोदरा,বড়োদরা,ৱডোদরা,ਵਡੋਦਰਾ,વડોદરા,ବଡ଼ୋଦରା,வடோதரா,వడోదర,ವಡೋದರಾ,വഡോദര,ვადოდარა,ヴァドダラ,ヴァドーダラー,巴罗达,바도다라",Gujarat,India,IN,22.29941,73.20812,Asia/Kolkata,1822221,NA
Jeffersonville,"Cambridge Center,Jeffersonville,Jeffersonville Village",VT,USA,US,44.64394,-72.82929,America/New_York,753,142
Peachtree city,"Pichtri Siti,bytshtry syty,picatri siti,pychtry syty  jwrjya,Пичтри Сити,بيتشتري سيتي,پیچ ٹری سٹی، جارجیا,پیچتری سیتی، جورجیا,पीचट्री सिटी",GA,USA,US,33.39678,-84.59576,America/New_York,35240,274
Kingston,"KIN,Kin'nkston,Kingston,Kingstono,jing si dui,kingseuteon,kingusuton,kyngstwn,Κίνγκστον,Кингстон,کینگستون,キングストン,京斯敦,킹스턴",Kingston,Jamaica,JM,17.99702,-76.79358,America/Jamaica,937700,NA
Jefferson,"Dzeferson,Dzhefersun,Dzhefferson,Dzhehfferson,Jefferson,Santiam,Santiam City,jfrswn  awrgn,jyfrswn,Џеферсон,Джеферсън,Джефферсон,Джэфферсон,جفرسون، اورگن,جيفرسون",OR,USA,US,44.71957,-123.01037,America/Los_Angeles,3247,70
Wadley,NA,AL,USA,US,33.12289,-85.56968,America/Chicago,738,208
Dresser,"Dresser,Dresser Junction",WI,USA,US,45.35607,-92.63354,America/Chicago,860,283
South Sioux City,"Saut Su Siti,Saut-Su-Siti,Sous Siouks Siti,sawth sywks syty,sw syty  nbraska,Саут Су Сити,Саут-Су-Сити,Саут-Су-Сіті,Соус Сиоукс Сити,ساوتھ سیو سٹی، نیبراسکا,ساوث سيوكس سيتي,سو سیتی، نبراسکا",NE,USA,US,42.47388,-96.41364,America/Chicago,13319,337
Newcastle,"N'jukastl,New Castle,Newcastle,Njukasl,nwksl  myn,nywkastl,Њукасл,Ньюкастл,نوکسل، مین,نيوكاستل",ME,USA,US,44.03508,-69.53671,America/New_York,667,9
Ben Avon,NA,PA,USA,US,40.50812,-80.08311,America/New_York,1777,258
Salmo,NA,BC,Canada,CA,49.19554,-117.27704,America/Vancouver,1141,NA
Cardigan,"Aberteifi,Cardigan,Ceretica,Kardigan,kadigan,Кардиган,カーディガン",WLS,United Kingdom,GB,52.08373,-4.66228,Europe/London,5301,NA
Parachute,"Grand Valley,Parachute,Parashhjut,Parashut,Perashut,barashwt,jiang luo san,parashwt  klradw,pyarasuta,Парашут,Паращют,Перашут,باراشوت,پاراشوت، کلرادو,प्याराशुट,降落伞",CO,USA,US,39.45192,-108.05285,America/Denver,1105,1552
Stanton,"Stehnton,Стэнтон",IA,USA,US,40.98166,-95.10415,America/Chicago,639,352
Prospect Heights,"Prospekt Khajts,brwsbykt hayts,Проспект Хајтс,بروسبيكت هايتس,پراسپکت‌هایتس، ایلینوی,پراسپکٹ ہائٹس، الینوائے",IL,USA,US,42.0953,-87.93757,America/Chicago,16386,204
Nokia,"Nokia,Nokia by,Nokia stad,Nokija,nokia,nuo ji ya,nwkya,nwkya  fnland,nwqyh,Нокиа,Нокија,Нокіа,נוקיה,نوكيا,نوکیا، فن لینڈ,نوکیا، فنلاند,නොකියා නගරය,ノキア,諾基亞,诺基亚,노키아",Pirkanmaa,Finland,FI,61.46667,23.5,Europe/Helsinki,28676,NA
Bradenville,NA,PA,USA,US,40.32146,-79.34004,America/New_York,545,335
Wakarusa,"Salem,Wakarusa",IN,USA,US,41.53616,-86.02083,America/Indiana/Indianapolis,1814,258
Greenwood,YZX,NS,Canada,CA,44.97413,-64.93169,America/Halifax,5369,NA
Indian Wells,"Indian Velsas,Indian-Uehlls,Indian-Vells,Indijan Vels,Indiun Uels,andyan wylz,ayndyn wlz  kalyfrnya,indian'ueruzu,indiyana velsa,yin di an wei er si,Індіан-Веллс,Индиан-Уэллс,Индиън Уелс,Индијан Велс,إنديان ويلز,انڈین ویلز، کیلیفورنیا,ایندین ولز، کالیفرنیا,इन्डियन वेल्स,インディアンウェルズ,印第安維爾斯",CA,USA,US,33.71791,-116.34311,America/Los_Angeles,5289,27
