year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2013,Pharmacy aides,Service,Healthcare Support,22034,5644,16390,74.4,29851,30645,29383,NA
2013,Veterinary assistants and laboratory animal caretakers,Service,Healthcare Support,23366,4416,18950,81.1,22858,26551,22461,NA
2013,Phlebotomists,Service,Healthcare Support,75727,11061,64666,85.4,31062,34855,30732,88.17099411849088
2013,"Healthcare support workers, all other, including medical equipment preparers",Service,Healthcare Support,94391,28907,65484,69.4,28604,32130,26452,82.32804232804233
2013,First-line supervisors of correctional officers,Service,Protective Service,49105,34261,14844,30.2,49986,54853,44324,80.80506079886241
2013,First-line supervisors of police and detectives,Service,Protective Service,102581,87467,15114,14.7,73155,75566,65227,86.31792075801286
2013,First-line supervisors of fire fighting and prevention workers,Service,Protective Service,47968,45815,2153,4.5,86462,87065,68891,NA
2013,"First-line supervisors of protective service workers, all other",Service,Protective Service,73041,53093,19948,27.3,47876,50239,44965,89.50217958159995
2013,Firefighters,Service,Protective Service,256196,246017,10179,4,62189,62361,57346,91.95811484742067
2013,Fire inspectors,Service,Protective Service,16734,15065,1669,10,56114,55777,60478,NA
2013,"Bailiffs, correctional officers, and jailers",Service,Protective Service,387955,281897,106058,27.3,42043,45432,37042,81.53284028878323
2013,Detectives and criminal investigators,Service,Protective Service,117375,87855,29520,25.2,71169,75025,59386,79.15494835054982
2013,Fish and game wardens,Service,Protective Service,3308,3245,63,1.9,44924,47679,NA,NA
2013,Parking enforcement workers,Service,Protective Service,4876,2638,2238,45.9,36589,40588,32217,NA
2013,Police and sheriff's patrol officers,Service,Protective Service,623338,539272,84066,13.5,61313,61694,56541,91.647485979187607
2013,Transit and railroad police,Service,Protective Service,2623,1977,646,24.6,53590,55521,51100,NA
2013,Animal control workers,Service,Protective Service,10552,7135,3417,32.4,35527,35656,32462,NA
2013,Private detectives and investigators,Service,Protective Service,68657,39367,29290,42.7,50892,56439,45436,80.50461560268609
2013,Security guards and gaming surveillance officers,Service,Protective Service,668775,518657,150118,22.4,30421,30546,29883,97.82950304458849
2013,Crossing guards,Service,Protective Service,8589,4388,4201,48.9,31094,31471,30767,NA
2013,Transportation security screeners,Service,Protective Service,21025,13467,7558,35.9,41104,40732,41751,102.5017185505254
2013,"Lifeguards and other recreational, and all other protective service workers",Service,Protective Service,32041,17049,14992,46.8,30781,32037,27889,87.05247058089084
2013,Chefs and head cooks,Service,Food Preparation and Serving Related,303612,252537,51075,16.8,30267,30810,25534,82.87568971113275
2013,First-line supervisors of food preparation and serving workers,Service,Food Preparation and Serving Related,374711,176476,198235,52.9,24828,27453,22506,81.98011146322807
2013,Cooks,Service,Food Preparation and Serving Related,1111982,700025,411957,37,20319,21063,18581,88.21630347054075
2013,Food preparation workers,Service,Food Preparation and Serving Related,302338,142050,160288,53,19063,19870,18376,92.4811273276296
2013,Bartenders,Service,Food Preparation and Serving Related,203401,104261,99140,48.7,26403,28682,23849,83.14971061990099
2013,"Combined food preparation and serving workers, including fast food",Service,Food Preparation and Serving Related,114984,41054,73930,64.3,19623,20150,19325,95.90570719602978
2013,"Counter attendants, cafeteria, food concession, and coffee shop",Service,Food Preparation and Serving Related,30891,10920,19971,64.6,17544,20304,16771,82.599487785658
2013,Waiters and waitresses,Service,Food Preparation and Serving Related,680777,243097,437680,64.3,20980,23802,19524,82.0267204436602
2013,"Food servers, nonrestaurant",Service,Food Preparation and Serving Related,69554,24402,45152,64.9,23025,23729,22775,95.97960301740487
2013,Dining room and cafeteria attendants and bartender helpers,Service,Food Preparation and Serving Related,86785,56021,30764,35.4,19562,20378,17663,86.67680832270095
2013,Dishwashers,Service,Food Preparation and Serving Related,102959,86995,15964,15.5,17307,17302,17332,100.17339035949601
2013,"Hosts and hostesses, restaurant, lounge, and coffee shop",Service,Food Preparation and Serving Related,42666,7262,35404,83,18040,23444,17260,NA
2013,"Food preparation and serving related workers, all other",Service,Food Preparation and Serving Related,3940,1191,2749,69.8,18510,12147,20039,NA
2013,First-line supervisors of housekeeping and janitorial workers,Service,Building and Grounds Cleaning and Maintenance,182546,123092,59454,32.6,35629,41180,26860,65.22583778533269
2013,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",Service,Building and Grounds Cleaning and Maintenance,112776,108132,4644,4.1,38990,39564,31980,NA
2013,Janitors and building cleaners,Service,Building and Grounds Cleaning and Maintenance,1519858,1149371,370487,24.4,26845,29685,21592,72.737072595587
2013,Maids and housekeeping cleaners,Service,Building and Grounds Cleaning and Maintenance,737561,127620,609941,82.7,20422,24397,19752,80.96077386563921
2013,Pest control workers,Service,Building and Grounds Cleaning and Maintenance,53799,51894,1905,3.5,33351,33871,24899,NA
2013,Grounds maintenance workers,Service,Building and Grounds Cleaning and Maintenance,728064,693654,34410,4.7,23545,23639,21996,93.04962138838361
2013,First-line supervisors of gaming workers,Service,Personal Care and Service,58437,33458,24979,42.7,41245,45980,37178,80.85689430187037
2013,First-line supervisors of personal service workers,Service,Personal Care and Service,98491,47150,51341,52.1,33932,40006,30871,77.1659251112333
2013,Animal trainers,Service,Personal Care and Service,27354,12684,14670,53.6,27188,29644,26400,89.05680744838753
2013,Nonfarm animal caretakers,Service,Personal Care and Service,103783,31762,72021,69.4,24547,25025,24401,97.50649350649351
2013,Gaming services workers,Service,Personal Care and Service,64709,33752,30957,47.8,36477,37441,35023,93.54183916027884
2013,Motion picture projectionists,Service,Personal Care and Service,2083,1989,94,4.5,31391,31291,100508,NA
2013,"Ushers, lobby attendants, and ticket takers",Service,Personal Care and Service,5964,2920,3044,51,22057,29552,20904,NA
2013,Miscellaneous entertainment attendants and related workers,Service,Personal Care and Service,47151,26402,20749,44,25143,25928,24154,93.1579759333539
2013,Embalmers and funeral attendants,Service,Personal Care and Service,6643,4600,2043,30.8,26042,27020,19780,NA
2013,"Morticians, undertakers, and funeral directors",Service,Personal Care and Service,28279,22551,5728,20.3,47219,51129,31023,60.67593733497624
2013,Barbers,Service,Personal Care and Service,68648,57663,10985,16,21874,22321,18509,82.92191210071233
2013,"Hairdressers, hairstylists, and cosmetologists",Service,Personal Care and Service,434564,52142,382422,88,24855,31224,23943,76.68139892390468
2013,Miscellaneous personal appearance workers,Service,Personal Care and Service,159831,33519,126312,79,21724,22047,21632,98.1176577312106
2013,"Baggage porters, bellhops, and concierges",Service,Personal Care and Service,59390,46419,12971,21.8,31416,31799,30572,96.14138809396522
2013,Tour and travel guides,Service,Personal Care and Service,15628,9572,6056,38.8,29404,29043,30413,NA
2013,Childcare workers,Service,Personal Care and Service,536474,29929,506545,94.4,20056,21832,19931,91.2925980212532
2013,Personal care aides,Service,Personal Care and Service,576620,105440,471180,81.7,21898,24244,21557,88.91684540504868
2013,Recreation and fitness workers,Service,Personal Care and Service,163532,72807,90725,55.5,31044,35636,28203,79.14187899876529
2013,Residential advisors,Service,Personal Care and Service,24461,9448,15013,61.4,26098,27339,25074,91.7151322286843
2013,"Personal care and service workers, all other",Service,Personal Care and Service,48690,33740,14950,30.7,25529,26597,21820,82.0393277437305
2013,First-line supervisors of retail sales workers,Sales and Office,Sales and Related,2563806,1465356,1098450,42.8,38265,44856,31897,71.10977349741394
2013,First-line supervisors of non-retail sales workers,Sales and Office,Sales and Related,1030338,751705,278633,27,60403,61556,53770,87.35135486386379
2013,Cashiers,Sales and Office,Sales and Related,1042284,321457,720827,69.2,20562,22257,19736,88.67322640068294
2013,Counter and rental clerks,Sales and Office,Sales and Related,45567,24387,21180,46.5,27373,27449,27194,99.07100440817516
2013,Parts salespersons,Sales and Office,Sales and Related,82536,73360,9176,11.1,33375,34231,27467,80.24013321258508
2013,Retail salespersons,Sales and Office,Sales and Related,1668480,1012539,655941,39.3,31615,37143,26140,70.37665239749077
2013,Advertising sales agents,Sales and Office,Sales and Related,155726,78938,76788,49.3,51283,60522,45378,74.97769406166353
2013,Insurance sales agents,Sales and Office,Sales and Related,429706,235417,194289,45.2,50238,61639,41250,66.92191631921348
2013,"Securities, commodities, and financial services sales agents",Sales and Office,Sales and Related,226082,157344,68738,30.4,76524,93795,51284,54.67668852284236
2013,Travel agents,Sales and Office,Sales and Related,46577,9963,36614,78.6,37233,40408,36746,90.93743813106315
2013,"Sales representatives, services, all other",Sales and Office,Sales and Related,497043,346088,150955,30.4,60174,65763,48984,74.48565302677798
2013,"Sales representatives, wholesale and manufacturing",Sales and Office,Sales and Related,1129716,857038,272678,24.1,61355,63861,51986,81.40492632436072
2013,"Models, demonstrators, and product promoters",Sales and Office,Sales and Related,12335,4971,7364,59.7,30930,50929,27018,NA
2013,Real estate brokers and sales agents,Sales and Office,Sales and Related,513527,253865,259662,50.6,50914,60775,42294,69.59111476758537
2013,Sales engineers,Sales and Office,Sales and Related,33279,30626,2653,8,93162,95047,77722,NA
2013,Telemarketers,Sales and Office,Sales and Related,44182,16477,27705,62.7,25628,26440,25257,95.52571860816944
2013,"Door-to-door sales workers, news and street vendors, and related workers",Sales and Office,Sales and Related,55838,33591,22247,39.8,25624,29469,23312,79.10685805422646
2013,"Sales and related workers, all other",Sales and Office,Sales and Related,186390,103486,82904,44.5,51489,61045,44956,73.64403309034319
2013,First-line supervisors of office and administrative support workers,Sales and Office,Office and Administrative Support,1126495,444538,681957,60.5,46725,54066,42369,78.36533126179116
2013,"Switchboard operators, including answering service",Sales and Office,Office and Administrative Support,20377,4152,16225,79.6,25878,33816,23936,NA
2013,Telephone operators,Sales and Office,Office and Administrative Support,28046,6893,21153,75.4,29587,31822,27360,85.97825403808686
2013,"Communications equipment operators, all other",Sales and Office,Office and Administrative Support,6543,3590,2953,45.1,46847,53684,34538,NA
2013,Bill and account collectors,Sales and Office,Office and Administrative Support,142343,42195,100148,70.4,33453,36784,32234,87.63049151805133
2013,Billing and posting clerks,Sales and Office,Office and Administrative Support,386492,39847,346645,89.7,32487,37351,32267,86.38858397365532
2013,"Bookkeeping, accounting, and auditing clerks",Sales and Office,Office and Administrative Support,874662,114995,759667,86.9,36798,41490,36372,87.6644974692697
2013,Gaming cage workers,Sales and Office,Office and Administrative Support,6046,2239,3807,63,23656,21105,27810,NA
2013,Payroll and timekeeping clerks,Sales and Office,Office and Administrative Support,138447,15290,123157,89,39268,41838,38923,93.03264974425164
2013,Procurement clerks,Sales and Office,Office and Administrative Support,32617,13441,19176,58.8,50876,65297,45564,69.77962234099576
2013,Tellers,Sales and Office,Office and Administrative Support,233474,26160,207314,88.8,25260,25564,25222,98.66218119230167
2013,"Financial clerks, all other",Sales and Office,Office and Administrative Support,95267,37438,57829,60.7,50176,67732,42122,62.189216323155975
2013,Brokerage clerks,Sales and Office,Office and Administrative Support,5857,1328,4529,77.3,46129,50040,45834,NA
2013,Correspondence clerks,Sales and Office,Office and Administrative Support,3933,1390,2543,64.7,31789,35020,31302,NA
2013,"Court, municipal, and license clerks",Sales and Office,Office and Administrative Support,70610,13198,57412,81.3,36977,42192,35585,84.34063329541145
