act,scene,character,dialogue,line_number
Act II,Scene V,Juliet,"O, she is lame! love's heralds should be thoughts,",1311
Act II,Scene V,Juliet,"Which ten times faster glide than the sun's beams,",1312
Act II,Scene V,Juliet,Driving back shadows over louring hills:,1313
Act II,Scene V,Juliet,"Therefore do nimble-pinion'd doves draw love,",1314
Act II,Scene V,Juliet,And therefore hath the wind-swift Cupid wings.,1315
Act II,Scene V,Juliet,Now is the sun upon the highmost hill,1316
Act II,Scene V,Juliet,"Of this day's journey, and from nine till twelve",1317
Act II,Scene V,Juliet,"Is three long hours, yet she is not come.",1318
Act II,Scene V,Juliet,"Had she affections and warm youthful blood,",1319
Act II,Scene V,Juliet,She would be as swift in motion as a ball;,1320
Act II,Scene V,Juliet,"My words would bandy her to my sweet love,",1321
Act II,Scene V,Juliet,And his to me:,1322
Act II,Scene V,Juliet,"But old folks, many feign as they were dead;",1323
Act II,Scene V,Juliet,"Unwieldy, slow, heavy and pale as lead.",1324
Act II,Scene V,Juliet,"O God, she comes!",1325
Act II,Scene V,[stage direction],Enter Nurse and PETER,NA
Act II,Scene V,Juliet,"O honey nurse, what news?",1326
Act II,Scene V,Juliet,Hast thou met with him? Send thy man away.,1327
Act II,Scene V,Nurse,"Peter, stay at the gate.",1328
Act II,Scene V,[stage direction],Exit PETER,NA
Act II,Scene V,Juliet,"Now, good sweet nurse,--O Lord, why look'st thou sad?",1329
Act II,Scene V,Juliet,"Though news be sad, yet tell them merrily;",1330
Act II,Scene V,Juliet,"If good, thou shamest the music of sweet news",1331
Act II,Scene V,Juliet,By playing it to me with so sour a face.,1332
Act II,Scene V,Nurse,"I am a-weary, give me leave awhile:",1333
Act II,Scene V,Nurse,"Fie, how my bones ache! what a jaunt have I had!",1334
Act II,Scene V,Juliet,"I would thou hadst my bones, and I thy news:",1335
Act II,Scene V,Juliet,"Nay, come, I pray thee, speak; good, good nurse, speak.",1336
Act II,Scene V,Nurse,"Jesu, what haste? can you not stay awhile?",1337
Act II,Scene V,Nurse,Do you not see that I am out of breath?,1338
Act II,Scene V,Juliet,"How art thou out of breath, when thou hast breath",1339
Act II,Scene V,Juliet,To say to me that thou art out of breath?,1340
Act II,Scene V,Juliet,The excuse that thou dost make in this delay,1341
Act II,Scene V,Juliet,Is longer than the tale thou dost excuse.,1342
Act II,Scene V,Juliet,"Is thy news good, or bad? answer to that;",1343
Act II,Scene V,Juliet,"Say either, and I'll stay the circumstance:",1344
Act II,Scene V,Juliet,"Let me be satisfied, is't good or bad?",1345
Act II,Scene V,Nurse,"Well, you have made a simple choice; you know not",1346
Act II,Scene V,Nurse,"how to choose a man: Romeo! no, not he; though his",1347
Act II,Scene V,Nurse,"face be better than any man's, yet his leg excels",1348
Act II,Scene V,Nurse,"all men's; and for a hand, and a foot, and a body,",1349
Act II,Scene V,Nurse,"though they be not to be talked on, yet they are",1350
Act II,Scene V,Nurse,"past compare: he is not the flower of courtesy,",1351
Act II,Scene V,Nurse,"but, I'll warrant him, as gentle as a lamb. Go thy",1352
Act II,Scene V,Nurse,"ways, wench; serve God. What, have you dined at home?",1353
Act II,Scene V,Juliet,"No, no: but all this did I know before.",1354
Act II,Scene V,Juliet,What says he of our marriage? what of that?,1355
Act II,Scene V,Nurse,"Lord, how my head aches! what a head have I!",1356
Act II,Scene V,Nurse,It beats as it would fall in twenty pieces.,1357
Act II,Scene V,Nurse,"My back o' t' other side,--O, my back, my back!",1358
Act II,Scene V,Nurse,"Beshrew your heart for sending me about,",1359
Act II,Scene V,Nurse,To catch my death with jaunting up and down!,1360
Act II,Scene V,Juliet,"I' faith, I am sorry that thou art not well.",1361
Act II,Scene V,Juliet,"Sweet, sweet, sweet nurse, tell me, what says my love?",1362
Act II,Scene V,Nurse,"Your love says, like an honest gentleman, and a",1363
Act II,Scene V,Nurse,"courteous, and a kind, and a handsome, and, I",1364
Act II,Scene V,Nurse,"warrant, a virtuous,--Where is your mother?",1365
Act II,Scene V,Juliet,"Where is my mother! why, she is within;",1366
Act II,Scene V,Juliet,Where should she be? How oddly thou repliest!,1367
Act II,Scene V,Juliet,"'Your love says, like an honest gentleman,",1368
Act II,Scene V,Juliet,Where is your mother?',1369
Act II,Scene V,Nurse,O God's lady dear!,1370
Act II,Scene V,Nurse,"Are you so hot? marry, come up, I trow;",1371
Act II,Scene V,Nurse,Is this the poultice for my aching bones?,1372
Act II,Scene V,Nurse,Henceforward do your messages yourself.,1373
Act II,Scene V,Juliet,"Here's such a coil! come, what says Romeo?",1374
Act II,Scene V,Nurse,Have you got leave to go to shrift to-day?,1375
Act II,Scene V,Juliet,I have.,1376
Act II,Scene V,Nurse,Then hie you hence to Friar Laurence' cell;,1377
Act II,Scene V,Nurse,There stays a husband to make you a wife:,1378
Act II,Scene V,Nurse,"Now comes the wanton blood up in your cheeks,",1379
Act II,Scene V,Nurse,They'll be in scarlet straight at any news.,1380
Act II,Scene V,Nurse,"Hie you to church; I must another way,",1381
Act II,Scene V,Nurse,"To fetch a ladder, by the which your love",1382
Act II,Scene V,Nurse,Must climb a bird's nest soon when it is dark:,1383
Act II,Scene V,Nurse,"I am the drudge and toil in your delight,",1384
Act II,Scene V,Nurse,But you shall bear the burden soon at night.,1385
Act II,Scene V,Nurse,Go; I'll to dinner: hie you to the cell.,1386
Act II,Scene V,Juliet,"Hie to high fortune! Honest nurse, farewell.",1387
Act II,Scene V,[stage direction],Exeunt,NA
Act II,Scene VI,[stage direction],Enter FRIAR LAURENCE and ROMEO,NA
