paper,year,month,title
w28807,2021,5,Language Barriers in Multinationals and Knowledge Transfers
w28808,2021,5,The Role of Paid Family Leave in Labor Supply Responses to a Spouse's Disability or Health Shock
w28809,2021,5,Cream Skimming by Health Care Providers and Inequality in Health Care Access: Evidence from a Randomized Field Experiment
w28810,2021,5,"Were Late-Nineteenth-Century, Small-Town Americans Life-Cycle Savers?"
w28811,2021,5,AI Adoption and System-Wide Change
w28812,2021,5,Immigrant Distribution in the United States during the Age of Mass Migration
w28813,2021,5,The Changing Relationship between Bodyweight and Longevity in High- and Low-Income Countries
w28814,2021,5,What Can Developing Cities Today Learn From the Urban Past?
w28815,2021,5,Human Capitalists
w28816,2021,5,A Quantitative Framework for Analyzing the Distributional Effects of Incentive Schemes
w28817,2021,5,Measuring Quality Effects in Equilibrium
w28818,2021,5,Disbursing Emergency Relief through Utilities: Evidence from Ghana
w28819,2021,5,The Long-Run Effects of Sports Club Vouchers for Primary School Children
w28820,2021,5,Gender Differences in Job Search and the Earnings Gap: Evidence from Business Majors
w28821,2021,5,Religious Festivals and Economic Development: Evidence from Catholic Saint Day Festivals in Mexico
w28822,2021,5,What Kinds of Distributed Generation Technologies Defer Network Expansions? Evidence from France
w28823,2021,5,Automated Enforcement of Irrigation Regulations and Social Pressure for Water Conservation
w28824,2021,5,A Long and a Short Leg Make For a Wobbly Equilibrium
w28825,2021,5,How Experiments with Children Inform Economics
w28826,2021,5,"Tax Evasion, Efficiency, and Bunching in the Presence of Enforcement Notches"
w28827,2021,5,Stock Market Spillovers via the Global Production Network: Transmission of U.S. Monetary Policy
w28828,2021,5,Why Do Couples and Singles Save During Retirement?
w28829,2021,5,Contagious Unemployment
w28830,2021,5,"Deadly Discrimination: Implications of ""Missing Girls"" for Workplace Safety"
w28831,2021,5,Earnings Inequality and the Minimum Wage: Evidence from Brazil
w28832,2021,5,"Culture, Institutions and Social Equilibria: A Framework"
w28833,2021,5,The Dynamics and Spillovers of Management Interventions: Evidence from the Training Within Industry Program
w28834,2021,5,Heterogeneous Global Booms and Busts
w28835,2021,5,Distributional Impacts of Retail Vaccine Availability
w28836,2021,5,The Inflation Expectations of U.S. Firms: Evidence from a new survey
w28837,2021,5,The Conglomerate Network
w28838,2021,5,A Welfare Analysis of Tax Structures with Love-of-Variety Preferences
w28839,2021,5,Redesigning the Longitudinal Business Database
w28840,2021,5,Research and Market Structure: Evidence from A Pathogenic Outbreak
w28841,2021,5,Suburbanization in the United States 1970-2010
w28842,2021,5,Sorting Out the Real Effects of Credit Supply
w28843,2021,5,How Resilient Is Mortgage Credit Supply? Evidence from the COVID-19 Pandemic
w28844,2021,5,Learning in the Household
w28845,2021,5,Making Entrepreneurs: Returns to Training Youth in Hard Versus Soft Business Skills
w28846,2021,5,More than an Ivory Tower: The Impact of Research Institutions on the Quantity and Quality of Entrepreneurship
w28847,2021,5,Agglomeration Economies and Race Specific Spillovers
w28848,2021,5,"Opioid Use, Health and Crime: Insights from a Rapid Reduction in Heroin Supply"
w28849,2021,5,The Effect of Social Media on Elections: Evidence from the United States
w28850,2021,5,How Does Social Security Reform Indecision Affect Younger Cohorts?
w28851,2021,5,Foreclosure Spillovers within broad Neighborhoods
w28852,2021,5,Beyond Health: Non-Health Risk and the Value of Disability Insurance
w28853,2021,5,Heterogeneity and Aggregate Fluctuations
w28854,2021,5,The Data Privacy Paradox and Digital Demand
w28855,2021,5,The Impact of Selection into the Labor Force on the Gender Wage Gap
w28856,2021,5,Bankrupt Innovative Firms
w28857,2021,5,When Do Environmental Externalities Have Electoral Consequences? Evidence from Fracking
w28858,2021,5,Market Size and Research: Evidence from the Pharmaceutical Industry
w28859,2021,5,Owning the Agent: Hospital Influence on Physician Behaviors
w28860,2021,5,Competition in Pricing Algorithms
w28861,2021,5,Learning about Homelessness Using Linked Survey and Administrative Data
w28862,2021,5,Tackling the Substance Abuse Crisis: The Role of Access to Treatment Facilities
w28863,2021,5,Does Pain Lead to Job Loss? A Panel Study for Germany
w28864,2021,5,Innovation and Health Disparities During an Epidemic: The Case of HIV
w28865,2021,5,Entrepreneurial Reluctance: Talent and Firm Creation in China
w28866,2021,5,Common Agent or Double Agent? Pharmacy Benefit Managers in the Prescription Drug Market
w28867,2021,5,Evidence and Lessons on the Health Impacts of Public Health Funding from the Fight against HIV/AIDS
w28868,2021,5,The Resilience of the U.S. Corporate Bond Market During Financial Crises
w28869,2021,5,"Monetary Policy, Redistribution, and Risk Premia"
w28870,2021,5,Reallocating Liquidity to Resolve a Crisis: Evidence from the Panic of 1873
w28871,2021,5,This Time is Not so Different: Income Dynamics During the COVID-19 Recession
w28872,2021,5,Exchange Rates and Monetary Policy with Heterogeneous Agents: Sizing up the Real Income Channel
w28873,2021,5,When Innovation Goes Wrong: Technological Regress and the Opioid Epidemic
w28874,2021,5,"Family Background, Neighborhoods and Intergenerational Mobility"
w28875,2021,5,Politics and the Distribution of Federal Funds: Evidence from Federal Legislation in Response to COVID-19
w28876,2021,5,The Donut Effect of Covid-19 on Cities
w28877,2021,6,Employed in a SNAP? The Impact of Work Requirements on Program Participation and Labor Supply
w28878,2021,6,Platform as a Rule Maker: Evidence from Airbnb's Cancellation Policies
w28879,2021,6,Prudential Policy with Distorted Beliefs
w28880,2021,6,(When) Does Patent Protection Spur Cumulative Research Within Firms?
w28881,2021,6,Determinacy without the Taylor Principle
w28882,2021,6,Biased Sampling of Early Users and the Direction of Startup Innovation
w28883,2021,6,Marriage Market and Labor Market Sorting
w28884,2021,6,"Misinformation: Strategic Sharing, Homophily, and Endogenous Echo Chambers"
w28885,2021,6,The Augmented Synthetic Control Method
w28886,2021,6,Synthetic Controls with Staggered Adoption
w28887,2021,6,Information Cascades and Social Learning
w28888,2021,6,"Supply, Demand, and Specialized Production"
w28889,2021,6,Regulatory Approval and Expanded Market Size
w28890,2021,6,Missing Top Income Recipients
w28891,2021,6,On the Green Interest Rate.
w28892,2021,6,Global Banks and Systemic Debt Crises
w28893,2021,6,Politics and Gender in the Executive Suite
w28894,2021,6,Judging Under Public Pressure
w28895,2021,6,Learning about Housing Cost: Survey Evidence from the German House Price Boom
w28896,2021,6,Labor Dynamics and Supply Chain Disruption in Food Manufacturing
w28897,2021,6,Delay the Pension Age or Adjust the Pension Benefit? Implications for Labor Supply and Individual Welfare in China
w28898,2021,6,Modeling Behavior during a Pandemic: Using HIV as an Historical Analogy
w28899,2021,6,Sustainability in a Risky World
w28900,2021,6,The Effect of Principal Reduction on Household Distress: Evidence from Mortgage Cramdown
w28901,2021,6,Personal Bankruptcy and the Accumulation of Shadow Debt
w28902,2021,6,Using the Retail Distribution of Sellers to Impute Expenditures Shares
w28903,2021,6,Equilibrium Effects of Pay Transparency
w28904,2021,6,Trade Policy is Real News: Theory and Evidence
w28905,2021,6,Funding Risky Research
w28906,2021,6,The Anatomy of Cyber Risk
w28907,2021,6,Central Bank Policy and the Concentration of Risk: Empirical Estimates
w28908,2021,6,"Competition Laws, Governance, and Firm Value"
w28909,2021,6,Illegal Immigration: The Trump Effect
w28910,2021,6,Currency Hedging: Managing Cash Flow Exposure
w28911,2021,6,Mechanism Design meets Priority Design: Redesigning the US Army's Branching Process
w28912,2021,6,Entrepreneurship During the COVID-19 Pandemic: Evidence from the Business Formation Statistics
w28913,2021,6,The Impact of a Private Supplement to Public Health Care: The Mexico Diabetes Experiment
w28914,2021,6,"Shocks, Institutions and Secular Changes in Employment of Older Individuals"
w28915,2021,6,Crisis Innovation Policy from World War II to COVID-19
w28916,2021,6,Can Competitiveness predict Education and Labor Market Outcomes? Evidence from Incentivized Choice and Survey Measures
w28917,2021,6,"It Ain't Where You're From, It's Where You're At: Hiring Origins, Firm Heterogeneity, and Wages."
w28918,2021,6,The Family as a Social Institution
w28919,2021,6,The Effect of Changes in Social Security's Delayed Retirement Credit: Evidence from Administrative Data
w28920,2021,6,"Tasks, Automation, and the Rise in US Wage Inequality"
w28921,2021,6,What Does Codetermination Do?
w28922,2021,6,The Dynamics of Inattention in the (Baseball) Field
w28923,2021,6,Five Facts about the UIP Premium
w28924,2021,6,The Psychosocial Value of Employment
w28925,2021,6,The Intergenerational Mortality Tradeoff of COVID-19 Lockdown Policies
w28926,2021,6,Are Stated Expectations Actual Beliefs? New Evidence for the Beliefs Channel of Investment Demand
w28927,2021,6,Leadership and Organizations
w28928,2021,6,Achieving Scale Collectively
w28929,2021,6,Doing More with Less: Predicting Primary Care Provider Effectiveness
w28930,2021,6,The Impact of the COVID-19 Pandemic and Policy Responses on Excess Mortality
w28931,2021,6,Macro News and Micro News: Complements or Substitutes?
w28932,2021,6,Spatial-SIR with Network Structure and Behavior: Lockdown Rules and the Lucas Critique
w28933,2021,6,"Future Paths of Electric Vehicle Adoption in the United States: Predictable Determinants, Obstacles and Opportunities"
w28934,2021,6,The Role of Childcare Challenges in the US Jobs Market Recovery During the COVID-19 Pandemic
w28935,2021,6,Explaining the Income and Consumption Effects of COVID in India
w28936,2021,6,Digital Addiction
w28937,2021,6,The Impact of Free Secondary Education: Experimental Evidence from Ghana
w28938,2021,6,Temptation and Incentives to Wealth Accumulation
w28939,2021,6,Signaling and Discrimination in Collaborative Projects
w28940,2021,6,Dissecting Green Returns
w28941,2021,6,Option-Implied Spreads and Option Risk Premia
w28942,2021,6,Gender Differences in Peer Recognition by Economists
w28943,2021,6,The Role of Information in the Rosen-Roback Framework
w28944,2021,6,Heterogeneity in the Impact of Privatizing Social Health Insurance: Evidence from California's Medicaid Program
w28945,2021,6,Trade and Innovation
w28946,2021,6,Smart Matching Platforms and Heterogeneous Beliefs in Centralized School Choice
w28947,2021,6,A World Trading System for the Twenty-First Century
w28948,2021,6,Using Predictive Analytics to Track Students: Evidence from a Seven-College Experiment
w28949,2021,6,Coal-Fired Power Plant Retirements in the U.S.
w28950,2021,6,Mussa Puzzle Redux
w28951,2021,6,"When Interest Rates Go Low, Should Public Debt Go High?"
w28952,2021,6,Deficit Follies
w28953,2021,6,Neighborhoods Matter: Assessing the Evidence for Place Effects
w28954,2021,6,Interest Rate Skewness and Biased Beliefs
w28955,2021,6,Who Will Pay for Legacy Utility Costs?
w28956,2021,6,Does Saving Cause Borrowing?
w28957,2021,6,The Distributional Effects of Trade: Theory and Evidence from the United States
w28958,2021,6,The Great Unequalizer: Initial Health Effects of COVID-19 in the United States
w28959,2021,6,The Demand for Executive Skills
w28960,2021,6,The Effect of Beverage Taxes on Youth Consumption and BMI: Evidence from Mauritius
w28961,2021,6,"Dynamic Preference ""Reversals"" and Time Inconsistency"
w28962,2021,6,Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation
w28963,2021,6,Noise in Expectations: Evidence from Analyst Forecasts
w28964,2021,6,Paying off the Competition: Market Power and Innovation Incentives
w28965,2021,6,Racial Diversity and Racial Policy Preferences: The Great Migration and Civil Rights
w28966,2021,6,Who Paid Los Angeles' Minimum Wage? A Side-by-Side Minimum Wage Experiment in Los Angeles County
w28967,2021,6,In Search of the Origins of Financial Fluctuations: The Inelastic Markets Hypothesis
w28968,2021,6,Evaluating the Role of Insurance in Managing Risk of Future Pandemics
w28969,2021,6,"Size, Trade, Technology and the Division of Labor"
w28970,2021,6,Leverage and Cash Dynamics
w28971,2021,6,Delayed Creative Destruction: How Uncertainty Shapes Corporate Assets
w28972,2021,6,Women Left Behind: Gender Disparities in Utilization of Government Health Insurance in India
w28973,2021,6,Does It Matter How Central Banks Accumulate Reserves? Evidence from Sovereign Spreads
w28974,2021,6,"Risk Perceptions, Board Networks, and Directors' Monitoring"
w28975,2021,6,The Optimal Design of State-Run Lotteries
t0001,1979,9,A Stochastic Approach to Disequilibrium Macroeconomics
t0002,1981,7,Issues in Controllability and the Theory of Economic Policy
t0003,1983,6,Multiple Shooting in Rational Expectations Models
t0004,1980,10,The Estimation of Distributed Lags in Short Panels
t0005,1980,10,Solution and Maximum Likelihood Estimation of Dynamic Nonlinear Rational Expectations Models
t0006,1980,11,The Role of Economic Policy After the New Classical Macroeconomics
t0007,1980,12,"A Disaggregated Structural Model of the Treasury Securities, Corporate Bond, and Equity Markets: Estimation and Simulation Results"
t0008,1980,12,Multivariate Refression Models for Paned Data
t0009,1981,12,The Superiority of Contingent Rules over Fixed Rules in Models with Rational Expectations
t0010,1981,3,Granger-Causality and Stabilization Policy
t0011,1983,7,Two-Step Two-Stage Least Squares Estimation in Models with Rational Expectations
t0012,1981,6,A Note on the Solution of A Two-Point Boundary Value Problem Frequently Encountered in Rational Expectations Models
t0013,1981,6,Macroeconometric Modelling for Policy Evaluation and Design
t0014,1981,6,Asymptotic Properties of Quasi-Maximum Likelihood Estimators and Test Statistics
t0015,1981,7,Arbitrage and Mean-Variance Analysis on Large Asset Markets
t0016,1981,7,Welfare Analysis of Tax Reforms Using Household Data
t0017,1984,10,Econometric Models for Count Data with an Application to the Patents-R&D Relationship
t0018,1982,5,On the Estimation of Structural Hedonic Price Models
t0019,1981,12,Bliss Points in Mean-Variance Portfolio Models
t0020,1984,6,Saddlepoint Problems in Contifuous Time Rational Expectations Models: A General Method and Some Macroeconomic Ehamples
t0021,1983,1,Predetermined and Non-Predetermined Variables in Rational Expectations Models
t0022,1982,5,Using Information on the Moments of Disturbances to Increase the Efficiency of Estimation
t0023,1982,5,Stochastic Capital Theory I. Comparative Statics
t0024,1982,7,Identification in Dynamic Linear Models with Rational Expectations
t0025,1982,8,Smoothness Priors and Nonlinear Regression
t0026,1982,10,Formulation and Estimation of Dynamic Factor Demand Equations Under Non-Static Expectations: A Finite Horizon Model
t0027,1983,1,The Effect of Ignoring Heteroscedasticity on Estimates of the Tobit Model
t0028,1983,3,Methods of Solution and Simulation for Dynamic Rational Expectations Models
t0029,1983,8,Optimal and Time-Consistent Polices in Continuous Time Rational Expectations Models
t0030,1983,11,Pitfalls in the use of Time as an Explanatory Variable in Regression
t0031,1983,11,Deep Structural Excavation? A Critique of Euler Equation Methods
t0032,1984,2,Estimating Autocorrelations in Fixed-Effects Models
t0033,1984,3,Consistent Estimation Using Data From More Than One Sample
t0034,1984,4,Policy evaluation and design for continuous time linear rational expectations models: some recent developments
t0035,1987,5,"Misperceptions, Moral Hazard, and Incentives in Groups"
t0036,1984,5,Conditional Projection by Means of Kalman Filtering
t0037,1984,5,Errors in Variables in Panel Data
t0038,1984,6,Correcting for Truncation Bias Caused by a Latent Truncation Variable
t0039,1984,7,Data Problems in Econometrics
t0040,1989,5,Flexible Functional Forms and Global Curvature Conditions
t0041,1984,9,Rational Expectations Models with a Continuum of Convergent Solutions
t0042,1984,11,New Econometric Techniques for Marcoeconomic Policy Evaluation
t0043,1985,2,Error Components in Grouped Data: Why It's Never Worth Weighting
t0044,1985,3,Asset Pricing Theories
t0045,1985,4,Testing the Random Walk Hypothesis: Power versus Frequency of Observation
t0046,1985,4,Is There Chronic Excess Supply of Labor? Designing a Statistical Test
t0047,1985,5,"Technical Progress in U.S. Manufacturing Sectors, 1948-1973: An Application of Lie Groups"
t0048,1989,3,"Implementing Causality Tests with Panel Data, with an Example from Local Public Finance"
t0049,1985,6,Alternative Nonnested Specification Tests of Time Series Investment Models
t0050,1989,9,Estimation and Hypothesis Testing with Restricted Spectral Density Matrices: An Application to Uncovered Interest Parity
t0051,1985,10,Do We Reject Too Often? Small Sample Properties of Tests of Rational Expectations Models
t0052,1985,11,A Fiscal Theory of Hyperdeflations? Some Surprising Monetarist Arithmetic
t0053,1985,12,Microeconomic Approaches to the Theory of International Comparisons
t0054,1986,2,Full Versus Limited Information Estimation of a Rational Expectations Model: Some Numerical Comparisons
t0055,1986,4,"A Simple, Positive Semi-Definite, Heteroskedasticity and Autocorrelation Consistent Covariance Matrix"
t0056,1986,5,Sequential Bargaining Under Asymmetric Information
t0057,1986,6,Testing for Individual Effects in Dynamic Models Using Panel Data
t0058,1986,6,Bias in Longitudinal Estimation of Wage Gaps
t0059,1986,8,Maximum Likelihood Estimation of Generalized Ito Processes with Discretely Sampled Data
t0060,1986,9,Temporal Aggregation and Structural Inference in Macroeconomics
t0061,1986,10,Granger-Causality and Policy Ineffectiveness: A Rejoinder
t0062,1990,3,Consistent Covariance Matrix Estimation with Cross-Sectional Dependence and Heteroskedasticity in Cross-Sectional Financial Data
t0063,1987,11,Spurious Trend and Cycle in the State Space Decomposition of a Time Series with a Unit Root
t0064,1988,2,Exchange-Rate Dynamics and Optimal Asset Accumulation Revisited
t0065,1988,11,Asset Pricing with a Factor Arch Covariance Structure: Empirical Estimates for Treasury Bills
t0066,1988,6,The Size and Power of the Variance Ratio Test in Finite Samples: A Monte Carlo Investigation
t0067,1988,7,The Dividend Ratio Model and Small Sample Bias: A Monte Carlo Study
t0068,1988,9,Some Further Results on the Exact Small Sample Properties of the Instrumental Variable Estimator
t0069,1988,9,The Distribution of the Instrumental Variables Estimator and Its t-Ratio When the Instrument is a Poor One
t0070,1988,9,The Time-Varying-Parameter Model as an Alternative to ARCH for Modeling Changing Conditional Variance: The Case of Lucas Hypothesis
t0071,1988,10,"Smart Money, Noise Trading and Stock Price Behavior"
t0072,1988,12,The R&D Master File Documentation
t0073,1988,12,Tests For Unit Roots: A Monte Carlo Investigation
t0074,1989,1,Endogenous Output in an Aggregate Model of the Labor Market
t0075,1991,8,The Delivery of Market Timing Services: Newsletters Versus Market Timing Funds
t0076,1989,3,Kolmogorov-Smirnov Tests For Distribution Function Similarity With Applications To Portfolios of Common Stock
t0077,1989,4,"Super Contact and Related Optimality Conditions: A Supplement to Avinash Dixit's ""A Simplified Exposition of Some Results Concerning Regulated Brownian"""
t0078,1991,10,Full Information Estimation and Stochastic Simulation of Models with Rational Expectations
t0079,1989,10,Estimation of Polynomial Distributed Lags and Leads with End Point Constraints
t0080,1989,10,"A Simple, Consistent Estimator for Disturbance Components in Financial Models"
t0081,1992,8,The Influence Of Probability on Risky Choice: A parametric Examination
t0082,1989,11,The Positive Economics of Methodology
t0083,1989,12,A Simple MLE of Cointegrating Vectors in Higher Order Integrated Systems
t0084,1994,5,The Ramsey Problem for Congestible Facilities
t0085,1994,4,On the Formulation of Uniform Laws of Large Numbers: A Truncation Approach
t0086,1997,3,Efficient Estimation of Linear Asset Pricing Models with Moving-Average Errors
t0087,1990,3,Simulated Moments Estimation of Markov Models of Asset Prices
t0088,1991,8,Does Correcting for Heteroskedasticity Help?
t0089,1990,5,Implications of Security Market Data for Models of Dynamic Economies
t0090,1992,4,Spectral Based Testing of the Martingale Hypothesis
t0091,1990,10,Testing For Common Features
t0092,1990,10,Testing The Autocorrelation Structure of Disturbances in Ordinary Least Squares and Instrumental Variables Regressions
t0093,1990,11,Sorting Out the Differences Between Signaling and Screening Models
t0094,1991,1,"Heteroscedasticity Diagnostics Based on ""Corrected"" Standard Errors"
t0095,1991,2,"The Effect of Insider Trading on Insiders' Reaction to Opportunities to ""Waste"" Corporate Value"
t0096,1991,2,The Effects of Insider Trading on Insiders' Choice Among Risky Investment Projects
t0097,1991,2,Bargaining and the Division of Value in Corporate Reorganization
t0098,1994,5,Do Short-Term Managerial Objectives Lead to Under- or Over-Investment in Long-Term Projects
t0099,1991,3,Standard Risk Aversion
t0100,1991,4,Pitfalls and Opportunities: What Macroeconomists Should Know About Unit Roots
t0101,1991,4,On the Optimality of Reserve Requirements
t0102,1991,5,Measures of Fit for Calibrated Models
t0103,1991,5,A Theory of Workouts and the Effects of Reorganization Law
t0104,1991,5,Financial Intermediation and Monetary Policies in the World Economy
t0105,1991,5,Confidence Intervals for the Largest Autoresgressive Root in U.S. Macroeconomic Time Series
t0106,1991,6,The Relative Importance of Permanent and Transitory Components: Identification and Some Theoretical Bounds
t0107,1991,7,Randomization and Social Policy Evaluation Revisited
t0108,1991,7,Dividend Yields and Expected Stock Returns: Alternative Procedures for Interference and Measurement
t0109,1991,7,The Independence Axiom and Asset Returns
t0110,1991,8,The Optimality of Nominal Contracts
t0111,1991,8,Estimating Event Probabilities from Macroeconomic Models Using Stochastic Simulation
t0112,1991,9,Rational Frenzies and Crashes
t0113,1991,10,"Workings of a City: Location, Education, and Production"
t0114,1991,10,Eastern Data and Western Attitudes
t0115,1991,11,Instrumental Variables Estimation of Average Treatment Effects in Econometrics and Epidemiology
t0116,1991,11,A Note on the Time-Elimination Method For Solving Recursive Dynamic Economic Models
t0117,1991,12,Sources of Identifying Information in Evaluation Models
t0118,1995,2,Identification and Estimation of Local Average Treatment Effects
t0119,1992,1,Computing Markov Perfect Nash Equilibria: Numerical Implications of a Dynamic Differentiated Product Model
t0120,1995,1,Evaluating Risky Consumption Paths: The Role of Intertemporal Substitutability
t0121,1992,6,Deciding Between I(1) and I(0)
t0122,1992,6,Inference in Time Series Regression When the Order of Integration of a Regressor is Unknown
t0123,1996,6,Specification Testing in Panel Data With Instrumental Variables
t0124,1992,7,Testing Volatility Restrictions on Intertemporal Marginal Rates of Substitution Implied by Euler Equations and Asset Returns
t0125,1992,7,"The ""Window Problem"" in Studies of Children's Attainments: A Methodological Exploration"
t0126,1992,8,Seasonal Unit Roots in Aggregate U.S. Data
t0127,1995,6,Average Causal Response with Variable Treatment Intensity
t0128,1992,11,A Utility Based Comparison of Some Models of Exchange Rate Volatility
t0129,1994,4,Asypmtotic Filtering Theory for Univariate Arch Models
t0130,1992,12,Efficient Tests for an Autoregressive Unit Root
t0131,1993,12,Measuring Asset Values for Cash Settlement in Derivative Markets: Hedonic Repeated Measures indices and Perpetual Futures
t0132,1992,12,Filtering and Forecasting with Misspecified Arch Models II: Making the Right Forecast with the Wrong Model
t0133,1993,3,Long-memory Inflation Uncertainty: Evidence from the Term Structure of Interest Rates
t0134,1993,5,Bayesian Inference and Portfolio Efficiency
t0135,1993,5,On Inflation and Output with Costly Price Changes: A Simple Unifying Result
t0136,1993,6,Identification of Causal Effects Using Instrumental Variables
t0137,1993,6,The Cure Can Be Worse than the Disease: A Cautionary Tale Regarding Instrumental Variables
t0138,1996,4,From Each According to His Surplus: Equi-Proportionate Sharing of Commodity Tax Burdens
t0139,1993,7,Some Evidence on Finite Sample Behavior of an Instrumental Variables Estimator of the Linear Quadtratic Inventory Model
t0140,1993,8,Estimating Conditional Expectations when Volatility Fluctuates
t0141,1993,9,Back to the Future: Generating Moment Implications for Continuous-Time Markov Processes
t0142,1993,9,Why Long Horizons: A Study of Power Against Persistent Alternatives
t0143,1993,9,Inventory Models
t0144,1995,2,Automatic Lag Selection in Covariance Matrix Estimation
t0145,1993,10,Econometric Evaluation of Asset Pricing Models
t0146,1993,11,A Two-Stage Estimator for Probit Models with Structural Group Effects
t0147,1993,11,Econometric Methods for Fractional Response Variables with an Application to 401(k) Plan Participation Rates
t0148,1993,12,The Mixing Problem in Program Evaluation
t0149,1994,1,Making the Most Out Of Social Experiments: Reducing the Intrinsic Uncertainty in Evidence from Randomized Trials with an Application to the JTPA Experiment
t0150,1995,6,Split Sample Instrumental Variables
t0151,1994,1,Instrumental Variables Regression with Weak Instruments
t0152,1994,1,The Predictive Ability of Several Models of Exchange Rate Volatility
t0153,1994,2,Assessing Specification Errors in Stochastic Discount Factor Models
t0154,1994,4,When Are Anonymous Congestion Charges Consistent with Marginal Cost Pricing?
t0155,1994,5,Small Sample Properties of Generalized Method of Moments Based Wald Tests
t0156,1994,6,Small Sample Bias in GMM Estimation of Covariance Structures
t0157,1994,6,Econometric Mixture Models and More General Models for Unobservables in Duration Analysis
t0158,1994,6,Biases in Twin Estimates of the Return to Schooling: A Note on Recent Research
t0159,1994,6,Interpreting Tests of the Convergence Hypothesis
t0160,1994,7,Reported Income in the NLSY: Consistency Checks and Methods for Cleaning the Data
t0161,1994,8,Asymptotically Optimal Smoothing with ARCH Models
t0162,1994,8,Asymptotic Filtering Theory for Multivariate ARCH Models
t0163,1994,8,Continuous Record Asymptotics for Rolling Sample Variance Estimators
t0164,1994,9,Evidence on Structural Instability in Macroeconomic Time Series Relations
t0165,1994,9,Estimating Deterministic Trends in the Presence of Serially Correlated Errors
t0166,1994,9,Accounting for Dropouts in Evaluations of Social Experiments
t0167,1994,10,Optimal Prediction Under Asymmetric Loss
t0168,1994,10,Estimating Multiple-Discrete Choice Models: An Application to Computerization Returns
t0169,1994,11,Comparing Predictive Accuracy
t0170,1994,12,Natural and Quasi-Experiments in Economics
t0171,1994,12,Testing for Cointegration When Some of the Contributing Vectors are Known
t0172,1995,2,Jackknife Instrumental Variables Estimation
t0173,1995,2,Measuring Volatility Dynamics
t0174,1995,2,Dynamic Equilibrium Economies: A Framework for Comparing Models and Data
t0175,1995,3,Investment Under Alternative Return Assumptions: Comparing Random Walks and Mean Reversion
t0176,1995,3,A Comparison of Alternative Instruments Variables Estimators of a Dynamic Linear Model
t0177,1995,3,Small Sample Properties of GMM for Business Cycle Analysis
t0178,1995,4,Non-Parametric Demand Analysis with an Application to the Demand for Fish
t0179,1995,4,"One Day in June, 1994: A Study of the Working of Reuters 2000-2 Electronic Foreign Exchange Trading System"
t0180,1995,5,A La Recherche des Moments Perdus: Covariance Models for Unbalanced Panels with Endogenous Death
t0181,1995,6,Conditioning on the Probability of Selection to Control Selection Bias
t0182,1995,7,Refining Estimates of Marital Status Differences in Mortality at Older Ages
t0183,1995,7,Another Heteroskedasticity and Autocorrelation Consistent Covariance Matrix Estimator
t0184,1995,9,Randomization as an Instrumental Variable
t0185,1995,9,Instrumental Variables: A Cautionary Tale
t0186,1995,10,Information Theoretic Approaches to Inference in Moment Condition Models
t0187,1996,5,Selection Bias Adjustment in Treatment-Effect Models as a Method of Aggregation
t0188,1995,10,A CES Indirect Production Function
t0189,1995,12,On the Validity of Using Census Geocode Characteristics to Proxy Individual Socioeconomic Characteristics
t0190,1996,1,Existence of Equilibrium and Stratification in Local and Hierarchical Tiebout Economies with Property Taxes and Voting
t0191,1996,1,On Biases in Tests of the Expecations Hypothesis of the Term Structure Of Interest Rates
t0192,1996,3,Forecast Evaluation and Combination
t0193,1996,3,Instrument Relevance in Multivariate Linear Models: A Simple Measure
t0194,1996,4,Exact Maximum Likelihood Estimation of Observation-Driven Econometric Models
t0195,1996,5,Inferences from Parametric and Non-Parametric Covariance Matrix Estimation Procedures
t0196,1996,5,Generating Non-Standard Multivariate Distributions with an Application to Mismeasurement in the CPI
t0197,1996,6,A Practitioner's Guide to Robust Covariance Matrix Estimation
t0198,1996,7,Asymptotics for GMM Estimators with Weak Instruments
t0199,1997,7,An Introduction to Applicable Game Theory
t0200,1996,8,Nonparametric Applications of Bayesian Inference
t0201,1996,8,Asymptotically Median Unbiased Estimation of Coefficient Variance in a Time Varying Parameter Model
t0202,1996,8,Imposing Moment Restrictions from Auxiliary Data by Weighting
t0203,1996,9,Statistical Mechanics Approaches to Socioeconomic Behavior
t0204,1996,9,Hierarchical Bayes Models with Many Instrumental Variables
t0205,1996,10,The NBER Manufacturing Productivity Database
t0206,1996,11,Further Investigation of the Uncertain Unit Root in GNP
t0207,1997,2,Solving Large Scale Rational Expectations Models
t0208,1997,2,Computational Economics and Economic Theory: Substitutes or Complements
t0209,1997,2,The Significance of the Market Portfolio
t0210,1997,2,Observational Agency and Supply-Side Econometrics
t0211,1997,5,Time-to-Build and Cycles
t0212,1997,6,An Efficient Generalized Discrete-Time Approach to Poisson-Gaussian Bond Option Pricing in the Heath-Jarrow-Morton Model
t0213,1997,8,Measuring Predictability: Theory and Macroeconomic Applications
t0214,1997,8,Moment Estimation with Attrition
t0215,1997,10,Evaluating Density Forecasts
t0216,1997,10,Horizon Length and Portfolio Risk
t0217,1997,10,Cointegration and Long-Horizon Forecasting
t0218,1997,10,Algorithms for Solving Dynamic Models with Occasionally Binding Constraints
t0219,1998,2,Anchoring Effects in the HRS: Experimental and Nonexperimental Evidence
t0220,1998,2,An Analysis of Sample Attrition in Panel Data: The Michigan Panel Study of Income Dynamics
