author,name,user_nber,user_repec
w24529.3,Emil Siriwardane,emil_siriwardane,NA
w24530.2,Kieron Barclay,kieron_barclay,NA
w24530.3,Torkild H Lyngstad,torkild_lyngstad,NA
w24538.1,Congshan Zhang,congshan_zhang,NA
w24539.3,Xiaofang Dong,Xiaofang_Dong,NA
w24540.3,Yinan Su,yinan_su,NA
w24543.1,Giammario Impullitti,giammario_impullitti,pim12
w24543.2,Sina T Ates,sina_ates,NA
w24546.1,Ashantha Ranasinghe,Ashantha,pra665
w24548.1,Benjamin A Austin,benjamin_austin,NA
w24549.2,Mathias Drehmann,drehmann,pdr53
w24549.3,Mikael Juselius,mikael_juselius,pju98
w24551.1,Ana Gombovic,ana__gombovic,NA
w24551.4,Valentin Burg,valentin_burg,NA
w24552.2,Wei Wu,wei_wu_1,NA
w24555.1,David Moreno,dmorenos,NA
w24557.2,Esther A Boler,esther_boler,NA
w24559.2,Francesca Molinari,francesca_molinari,pmo433
w24559.3,Pamela Giustinelli,pamela_giustinelli,pgi352
w24560.1,Felipe Benguria,fbenguria,pbe989
w24560.2,Felipe Saffie,felipe_saffie,psa1125
w24561.1,David Zarruk Valencia,David_Zarruk-Valencia,NA
w24565.3,Simon Freyaldenhoven,simon_freyaldenhoven,pfr361
w24566.1,Elena Andreyeva,elena_andreyeva,pan469
w24566.3,Hummy Song,hummy_song,NA
w24567.2,Derek Wu,derek_wu,NA
w24569.1,Christopher Busch,ChrisBusch,NA
w24569.2,David Domeij,david_domeij,pdo11
w24569.4,Rocio Madera,rocio_madera,pma2376
w24571.1,Ivan Alfaro,ivan_alfaro,NA
w24577.1,Andres Hincapie,andres_hincapie,NA
w24577.4,Robert A Miller,robert_miller,NA
w24578.1,Nicolas Schutz,nicolas_schutz,NA
w24579.1,Amanda Y Agan,amanda_agan,NA
w24580.1,Gavin G Cook,gavin_cook,NA
w24580.3,Jason Anastasopoulos,jason_anastasopoulos,pan528
w24580.4,Michael Lachanski,michael_lachanski,pla759
w24581.1,Bibiana Taboada,bibiana_taboada,NA
w24583.1,Bondan Sikoki,bondan_sikoki,psi758
w24583.2,Firman Witoelar,firman_witoelar,pwi229
w24583.3,John Strauss,john_strauss,pst198
w24583.4,Qinqin Meng,qinqin_meng,NA
w24583.5,Xinxin Chen,xinxin_chen,NA
w24583.6,Yafeng Wang,yafeng_wang,NA
w24583.7,Yaohui Zhao,yaohui_zhao,NA
w24586.5,Yu-Jane Liu,yu-jane_liu,pli627
w24587.1,Daniel Herbst,daniel_herbst,phe640
w24588.1,Caterina Calsamglia,caterina_calsamglia,pca150
w24588.2,Chao Fu,chao_fu,NA
w24588.3,Maia Guell,maia_guell,pgu61
w24589.1,Alexander Ufier,alexander__ufier,NA
w24589.2,Christopher Martin,christopher_martin,NA
w24590.1,Claudia Steinwender,claudia_steinwender,pst849
w24590.2,Reka Juhasz,reka_juhasz,NA
w24591.1,Ezra W Zuckerman Sivan,ezra_zuckerman,NA
w24591.2,J Michael Wahlen,jesse_wahlen,NA
w24598.1,Ethan Rouen,ethanrouen,NA
w24598.3,Suresh Nallareddy,suresh_nallareddy,NA
w24599.3,Justin Kirschner,justin__kirschner,NA
w24599.5,Rory McGee,rory_mcgee,NA
w24602.2,James H Davenport,james_davenport,NA
w24602.3,Matthew England,matthew_england,NA
w24602.4,Russell Bradford,russell_bradford,NA
w24602.5,Zak Tonks,zak_tonks,NA
w24607.3,Margarita Portnykh,margarita_portnykh,NA
w24608.1,Francisco J M Costa,francisco_costa,NA
w24611.1,Ali Cheema,ali_cheema,NA
w24617.3,Olga B Stoddard,olga_stoddard,pbo549
w24618.1,Markus Pelger,markus_pelger,NA
w24623.3,Josselin Thuilliez,THUILLIEZ,pth266
w24625.1,Matthew Gudgeon,matthew_gudgeon,NA
w24627.2,Francisco Espinosa,francisco_espinosa,NA
w24628.2,Hung-Hao Chang,hc248,pch838
w24631.2,Tho Pham,tho_pham,pph111
w24633.4,Yanping Liu,yanping__liu,NA
w24634.2,Isabel Z Martinez,imartinez,pma1777
w24634.3,Michael Siegenthaler,siegmich,NA
w24638.2,Thomas G Wollmann,thomas_wollmann,NA
w24642.1,Daniel Barth,daniel_barth,pba1144
w24642.2,Kevin Thom,kevin_thom,NA
w24645.1,Alice C Hill,alice_hill,NA
w24645.4,Hari Mantripragada,hari_mantripragada,NA
w24645.7,Pierre Merel,pierre_merel,pmr21
w24645.8,Sarah E Anderson,sarah_anderson,NA
w24646.2,Zixuan (Kevin) Wang,zixuan__wang,NA
w24650.1,Klodiana Istrefi,klodiana_istrefi,NA
w24651.3,Samuel T Eppink,samuel_eppink,NA
w24651.4,Tara McKay,tara_mckay,NA
w24654.3,Ting Lan,tinglan,NA
w24655.1,Andres Blanco,andres_blanco,NA
w24659.2,Natacha Postel-Vinay,natacha_postel-vinay,NA
w24659.3,Nicholas Dimsdale,nicholas_dimsdale,NA
w24660.3,Martin Watzinger,martin_watzinger,pwa444
w24662.2,M Melinda Pitts,melinda_pitts,ppi175
w24664.1,Emiliano Huet-Vaughn,Emiliano_HuetVaughn,NA
w24664.3,Yen-Chia Hsu,yen-chia_hsu,NA
w24665.1,Dean Jolliffe,dean_jolliffe,NA
w24665.2,Juan Margitic,jmargitic,NA
w24670.2,Ekki Syamsulhakim,ekki_syamsulhakim,psy15
w24670.3,Elan Satriawan,elan_satriawan,psa461
w24670.4,Nur Cahyadi,nur_cahyadi,NA
w24670.6,Rizal Adi Prima,rizal_adi_prima,NA
w24671.2,Jungjae Park,jungjae_park,ppa955
w24674.1,Anna Goldstein,anna_goldstein,NA
w24674.3,Michael Kearney,michael_kearney,NA
w24676.1,Danling Jiang,danling_jiang,NA
w24676.3,Yuting Meng,yuting_meng,NA
w24677.2,Felix Ward,felix_ward,NA
w24679.3,Benjamin Golub,benjamin_golub,NA
w24680.2,Hongkai Zhang,hongkai_zhang,NA
w24685.2,Tim Willems,TimWillems,pwi194
w24688.1,Deyu Rao,deyu_rao,NA
w24688.2,Nahim Bin Zahur,nahim_zahur,NA
w24689.1,Jason Furman,jason_furman,NA
w24694.2,Joseph Gomes,joseph_gomes,pgo657
w24696.1,Leslie Sheng Shen,leslie_shen,NA
w24697.1,Demian Pouzo,demian_pouzo,NA
w24697.3,Victoria Vanasco,victoria_vanasco,pva874
w24698.2,Caio Waisman,caio_waisman,NA
w24699.1,Bronson Argyle,bronson_argyle,par593
w24699.3,Ryan D Pratt,ryan_pratt,NA
w24701.2,Ludvig S Wier,ludvig_wier,NA
w24701.3,Thomas R Torslov,thomas_torslov,NA
w24704.2,Irena Grosfeld,irena_grosfeld,NA
w24704.4,Pauline Grosjean,pauline_grosjean,pgr209
w24706.1,Adrien d'Avernas,adrien_dgavernas,NA
w24708.2,Nadav Levy,nadavl,NA
w24708.3,Roy Sasson,roy_sasson,NA
w24712.1,Imelda,imelda,pim51
w24712.2,Matthias Fripp,matthias_fripp,NA
w24718.4,Stephen Teng Sun,stephen_tengsun,NA
w24719.2,Wendy M Rahn,wendyrahn,NA
w24722.4,Tyler Shumway,tyler_shumway,NA
w24724.3,Joshua R Bruce,joshua_bruce,NA
w24727.3,Stephen Parente,stephen_l_parente,ppa5
w24732.1,Cody Cook,Cody_Cook,NA
w24736.1,Alessandra L Gonzalez,alessandra_gonzalez,NA
w24739.2,Monika Mrazova,monika_mrazova,NA
w24740.3,Jenny Shen,jenny_shen,NA
w24742.2,Rajshree Agarwal,rajshree_agarwal,NA
w24744.1,Asger Wingender,Wingender,pwi363
w24744.2,Casper Worm Hansen,casper_w_hansen,pha763
w24745.2,Sandro Steinbach,sandro_steinbach,pst865
w24749.4,Zhikuo Liu,zhikuo_liu,NA
w24750.3,Murugi Ndirangu,murugi_ndirangu,NA
w24751.2,Timothy Jackson,timothy_jackson,NA
w24753.2,Miriam Gensowski,miriam_gensowski,NA
w24753.4,Nete Munk Nielsen,nete_nielsen,NA
w24758.2,Giorgio Chiovelli,giorgio_chiovelli,NA
w24760.2,Hong Cheng,hong_cheng,NA
w24764.2,Zachary A Ward,zach_ward,pwa726
w24765.2,Savitar Sundaresan,savitar_sundaresan,NA
w24765.3,Tianyu Wang,tianyu_wang_1,NA
w24767.3,Mirko Wiederholt,mirko_wiederholt,pwi93
w24772.1,Ian M Sheldon,ian_sheldon,psh842
w24772.2,Kari E R Heerman,kari_heerman,NA
w24774.2,Marina Niessner,marina_niessner,NA
w24775.5,Omer Karaduman,omer_karaduman,NA
w24776.2,Maiko Koga,maiko_koga,NA
w24776.3,Mari Tanaka,mari_tanaka,NA
w24777.2,Xiang Hui,xiang_hui,NA
w24779.1,Frances C Moore,frances_moore,NA
w24779.3,Uris L C Baldos,uris_baldos,NA
w24782.1,Alexander Willen,alexander_willen,pwi453
w24785.1,Cesi Cruz,cesi_cruz,NA
w24785.4,Philip Keefer,philip_keefer,pke132
w24787.1,Grant C Graziani,grantc_graziani,NA
w24787.3,Owen Garrick,owen_garrick,NA
w24788.1,Mathieu Pedemonte,mpedemonte,NA
w24789.2,Rembrand M Koning,rembrand_koning,NA
w24789.3,Sharique Hasan,sharique_hasan,NA
w24789.4,Solene Delecourt,solene_delecourt,NA
w24791.1,Bobby W Chung,bobby_chung,NA
w24791.2,Peter Q Blair,peter_blair,NA
w24793.4,Nick Short,nick_short,NA
w24794.1,Anthony Priolo,Anthony_Priolo,NA
w24795.1,Giovanni Compiani,giovanni_compiani,NA
w24795.2,Marcelo Sant'Anna,marcelo_santganna,NA
w24796.3,Kathryn Baragwanath Vogel,kathryn_baragwanath-vogel,NA
w24796.4,Ran Goldblatt,ran_goldblatt,NA
w24801.3,Huaizhi Chen,huaizhi_chen,NA
w24802.3,Michael Mueller-Smith,michael_mueller-smith,NA
w24803.2,Marguerite DeLiema,marguerite_deliema_,NA
w24803.3,Martha Deevy,mjd158,NA
w24806.2,Kevin A Bryan,kevin_bryan,pbr525
w24808.3,Pengfei Han,pengfei_han,NA
w24809.3,Stefano Breschi,stefano_breschi,pbr16
w24810.3,Wesley Blundell,wesley_blundell,NA
w24812.2,Jesse Burkhardt,jesse_burkhardt,pbu451
w24814.1,Dmitry Arkhangelsky,dmitry_arkhangelsky,par531
w24815.1,Ariell Zimran,ariell_zimran,NA
w24818.2,Joowon Kim,joowon_kim,NA
w24820.3,Shaiza Qayyum,shaiza_qayyum,NA
w24821.3,Qu Tang,qu_tang,NA
w24821.4,Yingquan Song,yingquan_song,NA
w24824.2,Munseob Lee,munseob,NA
w24825.2,Jan David Bakker,JanDBakker,NA
w24825.4,Stephan Maurer,stephan_maurer,pma2069
w24827.1,David S Song,david__song,NA
w24829.1,Qingnan Xie,qingnan_xie,NA
w24830.1,Philippe Ruh,philippe_ruh,pru222
w24832.1,Corneliu Bolbocean,corneliu_bolbocean,NA
w24832.2,Frances A Tylavsky,frances_tylavsky,NA
w24833.2,Konrad Menzel,konrad_menzel,NA
w24835.3,Mathew McKenna,BLC350,NA
w24836.1,Annika B Bergbauer,A.B.Bergbauer,NA
w24837.1,Anthony Lee Zhang,anthony_lee_zhang,NA
w24841.2,Zoe B Cullen,zoe_cullen,NA
w24843.3,Fabian Gaessler,fabian_gaessler,NA
w24844.2,Neil Bhutta,neil_bhutta,NA
w24847.3,Quynh Nguyen,thuquynh,NA
w24847.4,Steven Bednar,sbednar,NA
w24847.5,Teresa Molina,teresa_molina,pmo1140
w24848.3,Jorge A Tamayo,jorge_tamayo,NA
w24849.2,Diego Jimenez Hernandez,diego_jimenez_hernandez,NA
w24852.3,Jane E Palmer,jane_palmer,NA
w24857.1,Ariella Kahn-Lang,aakahnlang,NA
w24859.1,Henk Nijmeijer,henk_nijmeijer,NA
w24859.2,John Verrinder,john_verrinder,NA
w24859.3,Paul Konijn,paul_konijn,NA
w24859.4,Silke Stapel-Weber,silke_stapel,NA
w24865.1,Austin Frakt,frakt,NA
w24867.1,Adrien G Bilal,adrien_bilal,NA
w24868.1,Bogang Jun,bogang_jun,pju118
w24868.2,C Jara Figueroa,cristian_jara_figueroa,NA
w24869.1,Eugene Larsen-Hallock,eugene_larsen-hallock,NA
w24871.1,Anna Salomons,anna_salomons,NA
w24876.1,Constantine Manda,constantine_manda,NA
w24876.5,Rakesh Rajani,rakesh_rajani,NA
w24876.6,Youdi Schipper,youdi_schipper,psc278
w24877.2,Yukun Liu,yukun_liu,NA
w24880.1,Ashley Amaya,ashley_amaya,NA
w24883.2,Maria Dolores Palacios,maria_palacios,NA
w24884.1,Eunhee Lee,mochalover11,NA
w24887.3,Sampsa Samila,sampsa_samila,NA
w24888.1,Eric Arias,eric_arias,NA
w24889.1,Alex M Susskind,alex_susskind,NA
w24889.2,Barton Willage,barton_willage,pwi432
w24892.2,Stefan Hut,stefan_hut,NA
w24894.1,Angel Aguiar,ahaguiar,pag89
w24894.2,Carmen Estrades,carmenestrades,pes33
w24894.4,Manuel Flores,manuel_flores,pfl98
w24896.1,Bart Los,bart_los,plo13
w24897.1,Ceren Baysan,ceren_baysan,NA
w24901.2,Brendan Daley,brendan_daley,NA
w24902.3,Manuel Lancastre,Manuel_lancastre,pla899
w24907.1,Ariel J Binder,ariel_binder,NA
w24908.3,Pedro C Vicente,pedro_vicente,pvi115
w24911.2,Daniel O Gilligan,daniel_gilligan,pgi145
w24911.4,Ibrahim Kasirye,ibrahim_kasirye,NA
w24911.5,Naureen Karachiwalla,naureen_karachiwalla,pka1077
w24913.1,Amelia Hawkins,amelia_hawkins,NA
w24913.2,Jeffrey Hemmeter,jeffrey_hemmeter,NA
w24914.1,Giorgio Martini,giorgio_martini,NA
w24915.2,Jennifer Bruner,jennifer_bruner,NA
w24917.2,Meng Liu,meng_liu,NA
w24918.1,Benjamin H Strauss,benjamin_strauss,NA
w24918.6,Robert E Kopp,robert_kopp,NA
w24918.7,Scott A Kulp,scott_kulp,NA
w24921.2,Guillaume R Frechette,guillaume_frechette,NA
w24921.3,Tobias Salz,tobias_salz,NA
w24922.2,Moses Shayo,moses_shayo,psh367
w24924.2,Luis Ballesteros,luis_ballesteros,NA
w24925.2,Ming Lu,ming_lu_1,NA
w24930.1,Jinwen Wang,jinwen_wang,NA
w24933.2,Esra Kose,ekose,NA
w24935.2,Jenny Save-Soderbergh,jenny_save-soderbergh,psv26
w24935.3,Johan Almenberg,johan_almenberg,NA
w24936.2,Sophia Chen,sophia_chen,NA
w24937.2,Johannes Boehm,johannesboehm,pbo840
w24938.2,Guangyu Cao,guangyu_cao,NA
w24938.4,Xi Weng,xi_weng,NA
w24941.2,Jason Mao,jason_mao,NA
w24941.4,Nan R Zhang,nan_zhang_1,NA
w24942.1,Lorenzo Rotunno,lorenzo_rotunno,pro574
w24942.2,Matthias Rieger,rieger7,pri218
w24942.3,Osea Giuntella,osea82,NA
w24947.1,Corey S Davis,corey__davis,NA
w24947.4,Lynn S McClelland,lynn__mcclelland,NA
w24947.5,Rebecca S Fordon,rebecca_fordon,NA
w24951.1,Akina Ikudo,akina_ikudo,NA
w24951.3,Joseph Staudt,joseph_staudt,pst827
w24954.3,Travis Freidman,travis_freidman,NA
w24957.3,Xin Yan,xin_yan,NA
w24961.1,Hui Lin,hui_lin,NA
w24961.3,Yiming Cao,yiming_cao,NA
w24964.1,Pascal J Noel,pascal_noel,NA
w24965.1,James Sayre,jaysayre,psa1666
w24966.1,Adlai Newson,anewson,pne286
w24969.2,James R Garven,james_garven,NA
w24969.3,Steven W Bradley,steven_bradley,pbr450
w24969.4,Wilson W Law,wilson_law,NA
w24973.1,Andra C Ghent,andra_ghent,pgh40
w24974.2,Mariana Gerstenbluth,mariana_gerstenbluth,pge98
w24975.3,Monica Deza,monica_deza,NA
w24976.1,Charlie Eaton,charlie_eaton,NA
w24977.1,Farah Said,farah_said,NA
w24977.2,Giovanna D'Adda,giovanna_dadda,pda841
w24977.4,Uzma Afzal,uzma_afzal,pau85
w24980.2,Kevin Novan,kevin_novan,pno247
w24983.2,Thomas Wright,thomas_wright,NA
w24985.1,Kyooho Kwon,kyooho_kwon,NA
w24986.1,Krista J Ruffini,krista_ruffini,NA
w24987.1,Jane Ryngaert,jane_ryngaert,NA
w24988.2,John J Conlon,john_conlon,NA
w24990.1,Anna Hill,anna_hill,NA
w24990.3,David Jones,david_jones_1,NA
w24992.1,Christine Logel,christine_logel,NA
w24994.1,Andrew Little,andrew_little,NA
w24995.2,Bettina Bruggemann,bettina_brueggemann,pbr688
w24995.3,Hannah Paule-Paludkiewicz,hannah_paule,NA
w24997.1,Kirill Borusyak,Kirill_Borusyak,NA
w24998.1,Gurpal Sran,gurpal_sran,NA
w25000.1,Ciprian Domnisoru,cdomniso,NA
w25001.1,Bjart Holtsmark,bjart_holtsmark,NA
w25003.1,Joseph F Quinn,joseph_quinn,pqu7
w25003.2,Kevin E Cahill,kevin_cahill,pca882
w25003.3,Michael D Giandrea,michael_giandrea,pgi112
w25006.3,Nidhi Pande,nidhi_pande,NA
w25012.2,Hien Thi Kim Nguyen,hien_thi_kim__nguyen,NA
w25013.1,Brittany Street,brittany_street,NA
w25015.2,Jason Dowlatabadi,jason_dowlatabadi,NA
w25016.1,Burcin Kisacikoglu,bruzzle,pki494
w25017.1,Ajin Lee,ajin_lee,ple987
w25019.1,Adriana Z Robertson,a.robertson,NA
w25022.3,Maarten J Voors,voors002,pvo144
w25024.1,Fei Song,fei_song,NA
w25026.1,Catherine Guirkinger,catherine_guirkinger,pgu506
w25026.2,Elena Serfilippi,elena_serfilippi,NA
w25028.2,Valerie K Bostwick,vkbostwick,pbo955
w25029.1,Cecilia Caliandro,cecilia_caliandro,NA
w25030.2,Luc Bissonnette,luc_bissonnette,pbi124
w25032.1,Andreas Schrimpf,Andreas_Schrimpf,psc349
w25032.2,Anna Cieslak,anna_cieslak,NA
w25033.2,Vincent Anesi,vincent_anesi,pan206
w25034.2,Donna Harris,donhatai_harris,NA
w25034.3,Fulya Ersoy,fulya,NA
w25036.1,Nolan G Pope,nolan_pope,NA
w25038.1,Amanda Fila,amanda_fila,NA
w25040.1,Hao Zhou,hao_zhou,pzh134
w25040.2,Jiangze Bian,jiangze_bian,NA
w25041.2,Yi Chen,yi_chen3,NA
w25042.1,Luis Armona,luis_armona,NA
w25044.1,George van Leeuwen,george_van_leeuwen,ple450
w25044.2,Michael Polder,michael_polder,NA
w25045.1,Aleksandar Andonov,aleksandar_andonov_1,NA
w25046.2,Thomas A Rietz,thomas_rietz,NA
w25050.1,Chelsea Crain,cjcrain,NA
w25051.2,Colleen M Cunningham,colleenc,NA
w25055.1,Daniel Bauer,daniel_bauer,NA
w25056.1,Hongxun Ruan,hongxun_ruan,NA
w25056.3,Yanhao Wei,yanhao_wei,NA
w25058.2,Ran Zhuo,ran_zhuo,NA
w25059.2,Diana Pineda,diana_pineda,NA
w25059.3,Helen Baker-Henningham,helen_baker-henningham,NA
w25060.1,John E Stovall,john_stovall,pst630
w25062.1,Cevat Giray Aksoy,cevat_giray_aksoy,NA
w25063.2,Michael Viehs,michael_viehs,NA
w25063.3,Stefanie Kleimeier,stefanie_kleimeier,pkl30
w25065.2,Kadeem L Noray,knoray,NA
w25067.1,John W Payne,john_payne,NA
w25067.2,Robert Zeithammer,robert_zeithammer,NA
w25067.3,Suzanne B Shu,suzanne_shu,NA
w25070.1,Camille Terrier,camille_terrier,NA
w25070.2,Matthew W Ridley,matthewridley93,NA
w25072.4,Stephanie Wang,stephanie_wang,NA
w25077.2,Riccardo Turati,riccardo_turati,ptu225
w25080.1,Mark Murphy,mark_murphy,NA
w25081.3,Lukas Mayr,lukas_mayr,NA
w25082.2,Julia Le Blanc,julia_le_blanc,NA
w25082.3,Miguel Ampudia,miguel_ampudia,pam147
w25083.1,Christian Friedrich,christian_friedrich,pfr225
w25083.4,Toni Ahnert,toniahnert,pah162
w25084.3,Quoc H Nguyen,quoc_h_nguyen,NA
w25085.2,Yu Shi,yu_shi2,NA
w25088.2,Jin Feng,jin_feng,NA
w25092.2,Tuomas Tomunen,tuomas_tomunen,NA
w25096.1,Adam J Kapor,adam_kapor,NA
w25097.3,Luis Opazo,luiz_opazo,pop9
w25098.4,Qi Zhang,qi_zhang_2,NA
w25100.1,Bryan Roberts,bryan_roberts,NA
w25100.3,John Whitley,john_whitley,NA
w25100.5,Sarah Burns,sarah_burns,NA
w25105.3,Xiaohui (Ronnie) Guo,xiaohui_guo,NA
w25107.2,Ignacio Sarmiento-Barbieri,ignacio_sarmiento,NA
w25108.4,Maarten Meeuwis,maarten_meeuwis,NA
w25111.1,Jenny Xu,jenny_xu,pxu27
w25111.4,Sihao Chen,sihao_chen,NA
w25113.2,Simon Oh,simon_oh,NA
w25115.1,Hyejin Ku,hyejin_ku,pku158
w25115.2,Ragnhild C Schreiner,ragnhild_schreiner,NA
w25115.3,Uta Schonberg,uta_schonberg,psc340
w25116.2,Michael D Makowsky,michael_makowsky,NA
w25118.2,Andreas Kettemann,andreas_kettemann,NA
w25118.3,Damian Osterwalder,damian_osterwalder,NA
w25118.4,Josef Zweimuller,josef_zweimueller,pzw2
w25120.1,Ayumu Ken Kikkawa,kikkawa,NA
w25121.3,Max B Norton,maxbnorton,pno271
w25122.1,Dmitry Matveev,dimitry.matveev,NA
w25124.1,Andreas Kuhn,andreas_kuhn,NA
w25124.2,Jean-Philippe Wuellrich,jean-philippe_wuellrich,pwu42
w25126.1,David Klenert,david_klenert,NA
w25126.3,Linus Mattauch,linus_mattauch,NA
w25127.3,Michael Katz,michael_katz_1,NA
w25128.1,Camilla Adams,camilla_adams,NA
w25128.2,CarlyWill Sloan,carlywill_sloan,NA
w25130.3,Paul Ma,problemsolver,NA
w25130.4,Shige Song,shige_song,NA
w25131.1,Andrew S Hanks,andrew_hanks,pha1265
w25131.2,Carolyn Gunther,carolyn_gunther,NA
w25131.4,Robert L Scharff,robert_scharff,NA
w25132.2,Khashayar Khosravi,khashayar_khosravi,NA
w25132.3,Mohsen Bayati,mohsen_bayati,NA
w25135.2,Jason Sandvik,jason_sandvik,NA
w25135.4,Richard Saouma,richard_saouma,NA
w25137.3,Joyce Sadka,joyce_sadka,psa1327
w25140.2,Jose Pizarro,jose_pizarro,NA
w25142.2,Felizia Hanemann,felizia_hanemann,NA
w25143.3,Robert M Goerge,rgoerge,NA
w25144.1,Emily E Wiemers,emilywiemers,NA
w25144.2,Joshua Rasmussen,joshua_rasmussen,NA
w25144.3,Kate Maxwell Koegel,kate_maxwell,NA
w25146.2,Xuan Wang,xuan_wang,NA
w25151.2,Gabriel Koehler-Derrick,gabriel_koehler-derrick,NA
w25154.1,Ami Ko,ami_ko,pko943
w25155.1,Bart Hertveldt,bart_hertveldt,NA
w25155.2,Bernhard Michel,bernhard_michel,NA
w25155.3,Caroline Hambye,caroline_hambye,NA
w25157.2,Fabrice Tourre,fabrice_tourre,NA
w25160.2,Rodrigo Carril,rcarril,NA
w25166.1,Bulat Gainullin,bulat_gainullin,NA
w25166.3,Hua Fang Liu,hua_fang_liu,NA
w25167.2,Mohit Agrawal,mohitagrawal,NA
w25169.3,He Yang,he_yang_1,NA
w25170.3,Gabriel Garber,Gabriel_Garber,pga603
w25170.4,Jacopo Ponticelli,jacopo_ponticelli,ppo353
w25174.2,Michael Scott Kincaid,mkincaid,NA
w25176.4,Lorenzo Lagos,lorenzo_lagos,NA
w25177.1,Hannah Druckenmiller,hannah_druckenmiller,NA
w25181.1,GyuRim Kim,gyurim_kim,NA
w25181.4,Xianling Long,xianling_long,NA
w25183.1,Charu Gupta,charu_gupta,NA
w25184.3,Vitaly M Bord,vitaly_bord,NA
w25186.2,Sarah Moshary,sarah_moshary,NA
w25193.1,Fariha Kamal,fariha_kamal,pka664
w25195.3,Denisse Pierola,denisse_pierola,NA
w25195.5,Sergii Meleshchuk,sergii_meleshchuk,NA
w25199.3,Jeehoon Han,jeehoon_han,pha1139
w25201.2,Usman Ali,usman_ali,NA
w25202.3,Yujin Kim,yujin_kim,NA
w25203.1,Arthur V Smith,arthur_smith,NA
w25203.2,Jose L Fillat,jose_fillat,pfi69
w25203.3,Stefania Garetto,stefania_garetto,pga445
w25204.2,Jeffrey B Wenger,jeffrey_wenger,NA
w25207.1,Brian Boyer,brian_boyer,NA
w25208.3,Michele Baggio,michele_baggio,NA
w25210.1,Cecilia Parlatore,cecilia_parlatore,NA
w25214.3,Robert E Sanders,robert_e_sanders,NA
w25218.3,Prottoy A Akbar,Prottoy_Akbar,NA
w25219.2,Gregory Thwaites,gthwaites,pth272
w25219.3,Rebecca Mari,rebecca_mari,NA
w25221.2,David Laborde,david_laborde,pla193
w25224.2,Daniel Csaba,daniel_csaba,NA
w25224.4,Oded Nov,oded_nov,NA
w25226.4,Veronika Penciakova,veronika_penciakova,NA
w25227.2,Jens Suedekum,jens_suedekum,NA
w25227.3,Sebastian Findeisen,sebastianf,pfi153
w25227.4,Wolfgang Dauth,dauthw,pda402
w25230.3,Samuel G Young,samuelyoung,NA
w25230.4,Simon Jager,simon_jaeger,NA
w25231.2,Brittany Bass,brittany_bass,NA
w25232.1,Christina Gravert,christina__gravert,pgr385
w25232.4,Silvia Saccardo,silvia_saccardo,NA
w25232.5,Yang Yang,yang_yang_2,NA
w25236.4,Matthew Tudball,matthew_tudball,NA
w25237.3,Richard B Baker,richard_baker,NA
w25241.1,A Justin Kirkpatrick,a._justin_kirkpatrick,NA
w25241.3,Robert I Harris,bobbyharris1994,NA
w25242.3,Wen Chen,wen_chen_1,NA
w25243.1,Akiko S Oishi,akiko_oishi,NA
w25248.2,Jian Jia,jian_jia,NA
w25248.3,Liad Wagman,liad_wagman,pwa330
w25249.1,Erich H Strassner,erich_strassner,NA
w25249.2,James J Fetzer,jfetzer,NA
w25249.3,Jeffrey A Young,jeffrey_young,NA
w25249.4,Kassu W Hossiso,kassu_hossiso,NA
w25249.5,Thomas F Howells III,thomas_howells,NA
w25253.1,Alan Spearot,alan_spearot,psp121
w25253.2,Brian Giera,brian_giera,NA
w25253.3,Dahyeon Jeong,dahyeon_jeong,NA
w25254.2,Constance Lindsay,constance_lindsay,NA
w25255.1,Kyung Min Kang,kyungmin_kang,NA
w25256.3,Pablo A Gluzmann,pablo_gluzmann,pgl31
w25257.2,Blake Barton,blake_barton,NA
w25257.3,Deniz Aydin,deniz_aydin,NA
w25263.1,Aliza N Husain,Aliza.H,NA
w25265.1,Daniel Halim,daniel_halim,NA
w25267.1,Caue de Castro Dobbin,caue_de_castro_dobbin,pdo512
w25270.1,Chih-Sheng Hsieh,chih-sheng_hsieh,phs37
w25270.2,Jaromir Kovarik,jaromir_kovarik,NA
w25270.3,Stanley I M Ko,stanley_ko,NA
w25271.3,Jorge L Contreras,jocoma,NA
w25272.2,Thomas G Koch,thomas_g_koch,NA
w25273.2,Viacheslav Savitskiy,viacheslav_savitskiy,NA
w25274.2,Christophe Gaillac,christophe_gaillac_,NA
w25276.3,Riccardo Colacito,riccardo_colacito,NA
w25276.4,Yang Liu,genliuyang,NA
w25284.1,Anja Sautmann,anja_sautmann,psa860
w25284.2,Carolina Lopez,carolina_lopez,NA
w25285.1,Josue Cox,Josue_Cox,pco1035
w25286.2,Frank Pisch,frank_pisch,ppi458
w25286.3,Giuseppe Berlingieri,giuseppe_berlingieri,pbe805
w25288.2,Kurt G Lunsford,kurt_lunsford,plu377
w25289.1,Assaf Sarid,Assaf_Sarid,NA
w25290.3,Mackenzie Alston,mackenzie_alston,NA
w25290.4,Wei Zhan,wei_zhan,pzh739
w25291.1,Aaron M Novotny,aaron_novotny,NA
w25291.2,Di Fang,di_fang,NA
w25291.3,Michael R Thomsen,michael_thomsen,NA
w25291.4,Rodolfo M Nayga,rodolfo_nayga,pna255
w25292.1,Elisabeth Kempf,elisabeth_kempf,NA
w25297.1,Chang Liu,chang_liu_1,NA
w25298.1,Jeffrey Weaver,jeffrey_weaver,pwe408
