paper,author
w25321,w25321.3
w25322,w9107.1
w25322,w25322.2
w25322,w25322.3
w25323,w17940.1
w25323,w25323.2
w25324,w13474.2
w25324,w25324.2
w25325,w12739.1
w25325,w14877.2
w25326,w17324.2
w25326,w22961.1
w25327,w4920.1
w25327,w4989.1
w25327,w9281.1
w25328,w0671.1
w25329,w6807.1
w25329,w8154.1
w25329,w8551.1
w25329,w13672.2
w25329,w25329.1
w25330,w2418.1
w25330,w25330.2
w25330,w25330.3
w25331,w8953.2
w25331,w21429.1
w25331,w21429.3
w25332,w5807.2
w25332,w25332.1
w25332,w25332.2
w25333,w1940.1
w25333,w7155.2
w25333,w22093.2
w25333,w25333.3
w25334,w10375.2
w25334,w17790.1
w25334,w25334.1
w25335,w7673.1
w25335,w14474.1
w25335,w25335.3
w25336,w13711.2
w25336,w16527.3
w25336,w20825.1
w25336,w25336.2
w25337,w3079.1
w25337,w9834.1
w25337,w18923.2
w25337,w25337.3
w25338,w9881.3
w25338,w10365.3
w25338,w20840.1
w25339,w9922.2
w25339,w13507.2
w25339,w18801.2
w25339,w19780.1
w25340,w16091.2
w25340,w25340.2
w25341,w1105.1
w25341,w19065.3
w25341,w25341.2
w25342,w12029.3
w25342,w18818.1
w25342,w25342.3
w25342,w25342.4
w25343,w1364.2
w25343,w18488.1
w25343,w25343.1
w25343,w25343.3
w25344,w5604.1
w25344,w21739.2
w25344,w25344.3
w25345,w24259.2
w25345,w25345.1
w25345,w25345.2
w25346,w5604.1
w25346,w24164.3
w25346,w25346.1
w25347,w3566.2
w25347,w8030.1
w25347,w23147.1
w25348,w0794.2
w25348,w1590.2
w25349,w7422.1
w25349,w22474.1
w25349,w25349.1
w25349,w25349.3
w25350,w4681.2
w25350,w10145.3
w25351,w1075.1
w25352,w4074.3
w25352,w10671.4
w25352,w25352.1
w25352,w25352.2
w25353,w10073.3
w25353,w15062.4
w25353,w25353.1
w25353,w25353.2
w25354,w8572.1
w25354,w13675.1
w25354,w18019.3
w25354,w19341.2
w25355,w3002.1
w25355,w24396.2
w25355,w24396.3
w25356,w4474.3
w25356,w8481.1
w25356,w25356.1
w25356,w25356.4
w25357,w9933.2
w25357,w25357.1
w25358,w5635.1
w25358,w18089.2
w25359,w11831.1
w25359,w14162.1
w25360,w23874.1
w25360,w25360.2
w25361,w15240.3
w25361,w16875.1
w25361,w25361.3
w25362,w7793.1
w25362,w8257.1
w25362,w11880.2
w25362,w20923.5
w25363,w5605.1
w25363,w18178.2
w25364,h0037.2
w25365,w1045.1
w25365,w15564.1
w25365,w25365.3
w25366,w16374.2
w25366,w23861.3
w25366,w25366.1
w25366,w25366.3
w25367,w6136.3
w25367,w17048.1
w25367,w17048.2
w25367,w25367.4
w25368,w12029.3
w25369,w3473.1
w25369,w19216.2
w25369,w21669.2
w25369,w25369.3
w25370,w10731.1
w25370,w13313.2
w25370,w17076.2
w25370,w25370.1
w25371,w22887.4
w25371,w24304.3
w25372,w9740.1
w25372,w15524.5
w25372,w19486.1
w25372,w25372.1
w25373,w10707.2
w25373,w25373.1
w25374,w5813.3
w25374,w21570.2
w25374,w25374.2
w25375,w7318.1
w25375,w17114.2
w25375,w25375.2
w25376,w5329.2
w25376,w11030.1
w25376,w19443.2
w25377,w13474.2
w25377,w20895.1
w25377,w25377.1
w25378,w0059.1
w25378,w6664.1
w25378,w25378.2
w25379,w14965.1
w25379,w23246.3
w25379,w25379.2
w25380,w7014.2
w25380,w9220.2
w25381,w6763.2
w25381,w7144.2
w25381,w25381.2
w25382,w7070.1
w25382,w25382.2
w25382,w25382.3
w25383,w16683.1
w25384,w3002.1
w25384,w15566.2
w25384,w22003.3
w25385,w19875.2
w25386,w20081.2
w25386,w20725.3
w25386,w25386.3
w25387,w1388.1
w25387,w5538.2
w25388,w1803.2
w25388,w17913.1
w25389,w6807.1
w25389,w12031.3
w25389,w25389.1
w25390,w8284.1
w25390,w25390.1
w25390,w25390.3
w25390,w25390.4
w25391,w14030.1
w25391,w16253.2
w25392,w23626.1
w25392,w24259.2
w25392,w25392.3
w25393,w1260.1
w25393,w12611.1
w25394,w6137.2
w25394,w17054.2
w25395,w7851.2
w25395,w9587.1
w25395,w19680.3
w25395,w25395.1
w25396,w21515.1
w25396,w25396.2
w25397,w1049.1
w25397,w24059.5
w25398,w17149.1
w25398,w21584.1
w25398,w25398.3
w25399,w1303.1
w25399,w9442.2
w25399,w16387.3
w25399,w25399.4
w25400,w15684.1
w25400,w25237.3
w25400,w25400.1
w25401,w12106.1
w25401,w25401.1
w25401,w25401.3
w25401,w25401.4
w25402,w2214.1
w25402,w3385.1
w25402,w25402.2
w25402,w25402.4
w25403,w16586.3
w25403,w17144.1
w25404,w9502.2
w25404,w25404.2
w25405,w5873.2
w25405,w9445.2
w25405,w25405.1
w25406,w10707.2
w25406,w25406.2
w25407,w10707.2
w25407,w25407.1
w25408,w12006.3
w25408,w18817.1
w25408,w25408.1
w25409,w1480.3
w25410,w16043.1
w25410,w18283.2
w25410,w18844.2
w25411,w16450.1
w25411,w25411.1
w25412,w11033.3
w25412,w11706.2
w25412,w25412.2
w25413,w11923.2
w25413,w25413.1
w25414,w5689.2
w25414,w14861.3
w25414,w25414.1
w25415,w0034.1
w25416,w0274.2
w25416,w9968.1
w25416,w24039.1
w25416,w24039.3
w25417,w19363.2
w25417,w24964.1
w25418,w11094.1
w25418,w20452.2
w25418,w23234.1
w25419,w11794.3
w25419,w19838.1
w25419,w25419.1
w25419,w25419.4
w25420,w3790.1
w25420,w25420.2
w25421,w4242.3
w25421,w10336.1
w25421,w25421.1
w25421,w25421.2
w25422,w5019.2
w25423,w3473.1
w25423,w25423.2
w25423,w25423.3
w25424,w6094.1
w25424,w19477.2
w25425,w1410.2
w25425,w1952.1
w25426,w1098.1
w25427,w16408.1
w25427,w19115.1
w25427,w25427.1
w25428,w16225.1
w25428,w20085.2
w25428,w25428.3
w25429,w17030.3
w25429,w25429.1
w25429,w25429.2
w25430,w15356.3
w25430,w25430.1
w25431,h0009.1
w25432,w3079.3
w25432,w24760.2
w25432,w25432.1
w25432,w25432.2
w25433,w22444.2
w25433,w25210.1
w25434,w14272.1
w25434,w22257.1
w25434,w25434.3
w25434,w25434.4
w25435,w10692.2
w25435,w12356.4
w25435,w20876.1
w25435,w21552.2
w25436,w3129.1
w25437,w5800.1
w25437,w19272.2
w25437,w25437.2
w25437,w25437.3
w25437,w25437.5
w25438,w0143.1
w25438,w0225.1
w25439,w3385.1
w25440,w10498.1
w25440,w15863.1
w25441,w3717.1
w25441,w11349.3
w25441,w19236.2
w25441,w23637.2
w25441,w25441.4
w25442,w15071.1
w25442,w19953.2
w25442,w20289.2
w25442,w25442.3
w25443,w7851.2
w25444,w13276.1
w25444,w25444.1
w25445,w3115.1
w25445,w22135.1
w25446,w1729.3
w25446,w3535.1
w25446,t0137.1
w25447,w18188.2
w25447,w19087.3
w25447,w19721.1
w25448,w8309.1
w25449,w3790.1
w25449,w25449.1
w25450,w17301.2
w25450,w22651.1
w25451,w9736.1
w25451,w25451.1
w25451,w25451.2
w25452,w3551.1
w25452,w20442.2
w25452,w24298.2
w25453,w22082.1
w25453,t0238.2
w25454,w14315.1
w25454,w15544.3
w25454,w20942.2
w25455,w1480.3
w25455,t0195.1
w25456,w20673.1
w25456,w25456.1
w25456,w25456.3
w25457,w0253.1
w25457,w11706.2
w25457,w25457.2
w25458,w11696.1
w25458,w25458.1
w25458,w25458.3
w25459,w8265.1
w25459,w10036.3
w25459,w11696.1
w25459,w23407.2
w25460,w5399.2
w25461,w25461.2
w25461,h0009.1
w25462,w20625.2
w25463,w11204.3
w25463,w18545.1
w25464,w5612.1
w25464,w9052.4
w25465,w1399.1
w25465,w1558.1
w25465,w10784.1
w25465,w12354.3
w25465,w18110.2
w25466,w1558.1
w25466,w3722.2
w25467,w4074.3
w25467,w17038.2
w25468,w7744.1
w25468,w25468.1
w25468,w25468.3
w25469,w10518.1
w25469,w18844.2
w25470,w1260.1
w25470,w5881.3
w25470,w23532.1
w25471,w13346.1
w25471,w18266.1
w25471,w19696.1
w25472,w7274.2
w25472,w22262.2
w25473,w4469.1
w25473,w5635.1
w25473,w7878.3
w25473,w11920.4
w25474,w9394.2
w25474,w25474.1
w25474,w25474.3
w25475,w4751.1
w25475,w23034.3
w25475,w25475.2
w25475,w25475.3
w25475,w25475.4
w25476,w4658.1
w25476,w14171.2
w25477,w16177.1
w25477,w20161.2
w25478,w3206.2
w25478,w25478.2
w25479,w4978.1
w25479,w6772.3
w25480,w4537.1
w25480,w22497.4
w25480,w22497.5
w25481,w14866.3
w25481,w21584.1
w25481,w25481.2
w25482,w11033.3
w25482,w11706.2
w25482,w18844.3
w25483,w0671.1
w25484,w3551.1
w25484,w25484.1
w25485,w6777.4
w25485,w13340.1
w25485,w25485.3
w25486,w3981.1
w25486,w25486.1
w25487,w13933.2
w25487,w19181.2
w25488,w7789.1
w25488,w22669.2
w25488,w23607.1
w25489,w18206.1
w25489,w20118.2
w25489,w25305.3
w25490,w6024.2
w25490,w25490.1
w25491,w11264.1
w25491,w25491.2
w25491,w25491.3
w25491,w25491.4
w25492,w23976.1
w25492,w25118.4
w25492,w25230.4
w25493,w7098.2
w25493,w9988.1
w25493,w24062.1
w25493,w24062.3
w25493,w24062.5
w25494,w1098.1
w25494,w9445.2
w25494,w25494.1
w25494,w25494.4
w25495,w7122.1
w25495,w10844.1
w25495,w25495.1
w25496,w18844.3
w25496,w22563.1
w25496,w22563.2
w25496,w25496.3
w25497,w7793.1
w25497,w12694.1
w25497,w17743.2
w25497,w20309.2
w25498,w3367.1
w25498,w25498.2
w25499,w10511.2
w25499,w15456.3
w25499,w25499.2
w25499,w25499.3
w25499,w25499.5
w25500,w10791.3
w25500,w17766.1
w25500,w25500.1
w25501,w10871.1
w25501,w25501.2
w25502,w25502.1
w25503,w11794.3
w25503,w25503.1
w25503,w25503.2
w25504,w1539.1
w25505,w9310.1
w25505,w9802.1
w25505,w25505.3
w25506,w19976.2
w25507,w0225.1
w25507,w19905.2
w25507,w25507.2
w25508,w0326.1
w25508,w25508.1
w25509,w12860.3
w25509,w16736.1
w25510,w2740.1
w25510,w25510.2
w25511,w11033.3
w25511,w11706.2
w25511,w23580.1
w25512,w2171.2
w25512,w17044.2
w25513,w4453.2
w25513,w25513.1
w25513,w25513.3
w25514,w10791.3
w25514,w17766.1
w25514,w25514.2
w25514,w25514.4
w25515,w10590.2
w25515,w12557.2
w25515,w23234.2
w25515,w25515.3
w25516,w20289.1
w25516,w23473.2
w25517,w3116.2
w25517,w25517.1
w25517,w25517.3
w25518,w10953.2
w25518,w25518.1
w25519,w6617.2
w25519,w6617.3
w25520,w17301.2
w25520,w22444.2
w25521,w9155.4
w25521,w14573.2
w25521,w15161.3
w25522,w16933.4
w25522,w25522.1
w25523,w8520.4
w25523,w25523.1
w25523,w25523.2
w25524,w10935.2
w25524,w16526.1
w25524,w25118.4
w25524,w25524.1
w25524,w25524.4
w25525,w0938.2
w25525,w16340.4
w25525,w25525.1
w25526,w5409.2
w25526,w11938.2
w25526,w25526.3
w25527,w1387.1
w25527,w8562.1
w25527,w9610.3
w25527,w12754.4
w25527,w21602.1
w25528,w14781.1
w25528,w25528.2
w25528,t0247.2
w25529,w10590.2
w25529,w22897.1
w25530,w3894.2
w25530,w25530.1
w25530,w25530.2
w25530,w25530.4
w25530,w25530.5
w25531,w3755.2
w25532,w6496.3
w25532,w24814.1
w25532,w25532.1
w25532,w25532.4
w25532,t0117.1
w25533,w6038.1
w25533,w12319.2
w25533,w25533.2
w25534,w1940.1
w25534,w12333.1
w25534,w15356.3
w25534,w25534.3
w25535,w7274.2
w25535,w7563.3
w25535,w12375.2
w25535,w25535.2
w25536,w0089.1
w25537,w4815.1
w25537,w24779.1
w25538,w4407.1
w25538,w10666.1
w25539,w24590.1
w25539,w25539.1
w25540,w7780.2
w25540,w10774.2
w25541,w5409.2
w25541,w10511.2
w25541,w10596.3
w25541,w14567.3
w25541,w25541.2
w25541,w25541.5
w25542,w23798.3
w25542,w24048.2
w25543,w7993.1
w25543,w20346.1
w25543,w25543.3
w25544,w13933.2
w25544,w21401.3
w25544,w25544.2
w25545,w24125.1
w25546,w20289.1
w25546,w23473.2
w25546,w25546.2
w25547,w19050.2
w25548,w6807.2
w25548,w7166.1
w25548,w11738.1
w25548,w23180.3
w25549,w14366.2
w25549,w25549.1
w25550,w1558.1
w25550,w10367.3
w25550,w25550.1
w25551,w20712.3
w25551,w25551.2
w25552,w7374.2
w25552,w25552.2
w25552,w25552.3
w25553,w7615.2
w25553,w24293.1
w25553,w25553.3
w25553,w25553.4
w25554,w13799.2
w25554,w25554.1
w25555,w6348.1
w25555,w8401.3
w25555,w25555.3
w25556,w0216.1
w25556,w10953.2
w25556,w22853.2
w25556,w25556.3
w25557,w14153.3
w25557,w24161.1
w25557,w24161.2
w25557,w24161.4
w25558,w10521.1
w25559,w11148.1
w25559,w12461.3
w25559,w16842.1
w25560,w14421.1
w25560,w15413.2
w25560,w24295.1
w25561,w0772.2
w25561,w18743.1
w25561,w18743.3
w25561,w25561.1
w25562,w1940.1
w25562,w18699.2
w25562,w25562.2
w25563,w13571.2
w25563,w13790.1
w25564,w19110.2
w25564,w25564.1
w25565,w12997.2
w25565,w21733.1
w25565,w25565.3
w25565,w25565.4
w25566,w7615.2
w25566,w8734.1
w25566,w15709.1
w25567,w7615.2
w25567,w24161.2
w25567,w24161.4
w25567,w25567.2
w25567,w25567.3
w25568,w9688.1
w25568,w23192.1
w25568,w25568.2
w25568,w25568.4
w25569,w7318.2
w25569,w7789.1
w25570,w8620.2
w25570,w20783.2
w25570,w25570.2
w25570,w25570.3
w25570,w25570.5
w25571,w17537.3
w25571,w18661.1
w25571,w18661.2
w25572,w0216.1
w25572,w1364.2
w25572,w17703.4
w25572,w25343.1
w25573,w14845.1
w25573,w16035.3
w25573,w21166.4
w25574,w8441.1
w25574,w18564.4
w25574,w20869.4
w25574,w25574.1
w25574,w25574.4
w25575,w0987.3
w25575,w4041.2
w25575,w25502.1
w25576,w15031.2
w25576,w24812.2
w25576,w25576.3
w25577,w0908.4
w25577,w24907.1
w25578,w1679.1
w25579,w8745.2
w25579,w20712.3
w25579,w20815.3
w25580,w7744.4
w25580,w25580.1
w25581,w17030.3
w25581,w17636.1
w25581,w20866.1
w25582,w0337.2
w25582,w23064.1
w25583,w6713.1
w25583,w13194.1
w25583,w25583.2
w25584,w4681.2
w25584,w16542.2
w25584,w25584.2
w25584,w25584.3
w25585,w7136.1
w25585,w20941.4
w25586,w21352.1
w25586,w21544.3
w25586,w25586.2
w25587,w25587.1
w25587,w25587.2
w25587,w25587.3
w25588,w5956.2
w25589,w8257.1
w25589,w12694.1
w25589,w15980.5
w25589,w17743.2
w25589,w25589.3
w25590,w6739.2
w25590,w9736.1
w25590,w16347.1
w25590,w19392.3
w25590,w20132.1
w25590,w25590.5
w25591,w20019.1
w25591,w24211.2
w25592,w14366.2
w25592,w24399.1
w25592,w25592.1
w25593,w10428.3
w25593,w13228.3
w25593,w17743.2
w25593,w24559.2
w25594,w7109.2
w25594,w19620.3
w25595,w6401.2
w25595,w25595.1
w25595,w25595.2
w25595,w25595.4
w25596,w0856.1
w25596,w21470.4
w25596,w23390.3
w25596,w25596.3
w25597,w3179.2
w25597,w25597.1
w25598,w7793.1
w25598,w15346.1
w25598,w17014.3
w25599,w10521.1
w25599,w25599.2
w25600,w24255.1
w25601,w20958.2
w25602,w22887.4
w25602,w25602.2
w25602,w25602.3
w25603,w7069.2
w25603,w25603.1
w25604,w11315.3
w25604,w13883.3
w25604,w15346.1
w25605,w7673.1
w25605,w14524.2
w25605,w18736.1
w25605,w21510.3
w25606,w12557.2
w25606,w16796.2
w25606,w25606.1
w25607,w14977.3
w25607,w16720.2
w25607,w18202.4
w25607,w20775.2
w25607,w25607.1
w25608,w14841.1
w25608,w15922.2
w25609,w10590.2
w25609,w16965.1
w25609,w22897.1
w25610,w4974.2
w25610,w7185.1
w25610,w11461.2
w25610,w22345.2
w25610,w25610.1
w25610,w25610.5
w25610,w25610.7
w25611,w9439.3
w25611,w13849.4
w25611,w20323.1
w25611,w25611.2
w25612,w4922.1
w25612,w8605.1
w25612,w25524.4
w25612,w25612.4
w25613,w4767.1
w25613,w13659.1
w25614,w4767.3
w25614,w16959.3
w25615,w3016.1
w25615,w25615.1
w25615,w25615.3
w25615,w25615.4
w25616,w6893.1
w25616,w8497.3
w25616,w8589.3
w25616,w23632.3
w25617,w7995.3
w25617,w9292.2
w25617,w13674.2
w25618,w20680.2
w25618,w21298.2
w25618,w22207.1
w25619,w7851.2
w25619,w9212.1
w25619,w9287.1
w25620,w9736.1
w25620,w20007.4
w25620,w22316.1
w25621,w0885.2
w25622,w16645.2
w25623,w0234.1
w25623,w25623.2
w25623,w25623.3
w25624,w19403.2
w25624,w25352.1
w25624,w25624.3
w25625,w0226.1
w25625,w19850.2
w25626,w9988.1
w25626,w15617.1
w25627,w20429.1
w25627,w22973.1
w25627,w25627.1
w25627,w25627.2
w25628,w9314.1
w25628,w23047.1
w25628,w25628.1
w25629,w4761.2
w25629,w9196.1
w25629,w25629.3
w25630,w7041.2
w25630,w20430.1
w25630,w20430.3
w25631,w8284.1
w25632,w16408.1
w25632,w22079.1
w25632,w22079.4
w25633,w12912.1
w25633,w25633.1
w25633,w25633.3
w25634,w9032.1
w25634,w12297.2
w25634,w24104.2
w25635,w8784.3
w25635,w25635.1
w25635,w25635.3
w25635,w25635.4
w25636,w9757.2
w25636,w13545.2
w25636,w21527.1
w25636,w25636.2
w25637,w14270.4
w25637,w20007.4
w25637,w23335.2
w25637,w25637.4
w25638,w5226.2
w25638,w13346.1
w25638,w15329.3
w25638,w25638.3
w25639,w21562.3
w25639,w23733.1
w25640,w19210.1
w25641,w11311.2
w25641,w23851.1
w25641,w25641.3
w25642,w15823.3
w25642,w23472.1
w25642,w25642.3
w25643,w15337.1
w25643,w25643.2
w25643,w25643.3
w25644,w17518.3
w25644,w19403.2
w25644,w20420.3
w25645,w10521.1
w25645,w19637.2
w25645,w25645.1
w25646,w10393.2
w25646,w13659.1
w25646,w15684.1
w25646,w25646.4
w25647,w14524.2
w25647,w16927.2
w25647,w25647.3
w25648,w5399.2
w25648,w11124.2
w25648,w25648.2
w25648,w25648.4
w25649,w14929.1
w25649,w17136.1
w25649,w19728.1
w25650,w1303.1
w25650,w9442.2
w25650,w16387.3
w25651,w18442.1
w25651,w23848.2
w25651,w25651.2
w25652,w10007.1
w25652,w12289.3
w25652,w16349.2
w25652,w25652.4
w25653,w7847.2
w25653,w13918.1
w25653,h0032.1
w25654,w13964.2
w25654,w25654.1
w25654,w25654.2
w25654,w25654.3
w25655,w8139.2
w25656,w14261.1
w25656,w21275.1
w25656,w25656.2
w25657,w18815.1
w25657,w18994.1
w25657,w25657.3
w25657,w25657.4
w25657,w25657.5
w25658,w4761.2
w25658,w17844.1
w25658,w25658.2
w25659,w15304.2
w25659,w20902.1
w25659,w25659.3
w25660,w13589.1
w25660,w13849.4
w25660,w22947.2
w25660,w25660.2
w25661,w11146.2
w25661,w12456.1
w25661,w20058.1
w25662,w22444.2
w25662,w25210.1
w25663,w16435.1
w25663,w25663.2
w25664,w10119.1
w25665,w25665.1
w25665,w25665.2
w25665,w25665.3
w25666,w13507.2
w25666,w25666.2
w25667,w9063.2
w25667,w17045.1
w25667,w17045.3
w25668,w16849.2
w25668,w17698.1
w25668,w24699.1
w25669,w23426.1
w25669,w25669.2
w25670,w14522.1
w25671,w14522.1
w25672,w5612.1
w25672,w9052.4
w25672,w10808.1
w25673,w3790.1
w25673,w12247.1
w25673,w25673.3
w25674,w8620.2
w25674,w25674.2
w25675,w6496.3
w25675,w25132.3
w25675,w25675.4
w25675,t0117.1
w25676,w9736.1
w25676,w25676.1
w25676,w25676.2
w25676,w25676.3
w25677,w3484.1
w25677,w25677.2
w25678,w5421.2
w25678,w18188.2
w25678,w20728.1
w25679,w6807.1
w25679,w18198.3
w25679,w25679.1
w25680,w3079.3
w25680,w10173.1
w25681,w8953.2
w25681,w25681.1
w25681,w25681.2
w25682,w5605.1
w25682,w19746.3
w25683,w12726.1
w25683,w21489.1
w25683,w23997.3
w25683,w25683.2
w25684,w5605.1
w25684,w19746.3
w25685,w15473.2
w25685,w19953.4
w25685,w23451.1
w25686,w2201.2
w25686,w14489.1
w25686,w25686.2
w25687,w19210.1
w25688,w10518.1
w25688,w23145.1
w25689,w2874.1
w25689,w18656.1
w25689,w25689.3
w25690,w7995.1
w25690,w8059.2
w25690,w17421.1
w25690,w25690.4
w25691,w15740.1
w25691,w18198.3
w25691,w23568.1
w25692,w1303.1
w25692,w9442.2
w25692,w16387.3
w25692,w19508.1
w25692,w25692.2
w25693,w18266.1
w25693,w24922.2
w25693,w25693.2
w25694,w4875.2
w25694,w9070.2
w25694,w17076.2
w25695,w1564.2
w25695,w7136.1
w25695,w24514.1
w25695,w24514.3
w25695,w25695.4
w25696,w0337.2
w25696,w23064.1
w25697,w2597.1
w25697,w16293.1
w25697,w25697.3
w25698,w15837.1
w25698,w19890.2
w25698,w22293.1
w25699,w7744.1
w25699,w16784.3
w25700,w13276.1
w25700,w15684.1
w25700,w22992.3
w25701,w10073.3
w25701,w23572.1
w25702,w13711.2
w25702,w25702.2
w25702,w25702.3
w25703,w0300.2
w25703,w25703.1
w25704,w22767.1
w25704,w25704.2
w25704,w25704.3
w25704,w25704.4
w25705,w2600.1
w25705,w8198.2
w25706,w21596.1
w25706,w25706.2
w25706,w25706.3
w25707,w2311.1
w25707,w4687.2
w25708,w9487.1
w25709,w13995.1
w25709,w15849.1
w25709,w25709.1
w25709,w25709.3
w25710,w3116.2
w25710,w18753.1
w25711,w21717.2
w25711,w22973.1
w25711,w25627.2
w25712,w16282.4
w25712,w17845.2
w25713,w12775.2
w25713,w19647.1
w25713,w25713.2
w25713,w25713.3
w25714,w1767.1
w25714,w7613.2
w25715,w20958.2
w25715,w25715.2
w25716,w20958.2
w25716,w25715.2
w25717,w2406.1
w25717,w9371.3
w25717,w12765.1
w25717,w25717.4
w25718,w17698.1
w25718,w25718.2
w25718,w25718.3
w25718,w25718.4
w25719,w9898.1
w25719,w17313.1
w25719,w22677.3
w25720,w3722.2
w25720,w9269.1
w25720,w19475.2
w25720,w25720.1
w25721,w5784.1
w25721,w8601.1
w25721,w18753.1
w25722,w20019.1
w25722,w24211.2
w25723,w6739.2
w25723,w9736.1
w25723,w20132.1
w25723,w25723.1
w25723,w25723.3
w25724,w13122.3
w25724,w13999.1
w25724,w25724.2
w25725,w5812.1
w25726,w3016.1
w25726,w25726.1
w25727,w15684.1
w25727,w22992.3
w25727,w24744.2
w25727,w25727.3
w25728,w6431.1
w25728,w24022.1
w25729,w11288.6
w25729,w12282.1
w25729,w25729.2
w25729,w25729.4
w25730,w14246.1
w25730,w18487.3
w25731,w22973.1
w25731,w25731.1
w25731,w25731.3
w25732,w13674.2
w25732,w25732.1
w25732,w25732.3
w25733,w6214.1
w25733,w17049.1
w25733,w17055.3
w25733,w25733.4
w25734,w0037.1
w25734,w14866.3
w25734,w15626.1
w25734,w17149.1
w25734,w25734.2
w25735,w11282.2
w25735,w25735.1
w25735,w25735.3
w25736,w1535.1
w25736,w25736.1
w25736,w25736.3
w25736,w25736.4
w25737,w2546.1
w25737,w20509.2
w25738,w2546.1
w25738,w20509.2
w25739,w7888.1
w25739,w23860.2
w25739,w25739.2
w25739,t0247.2
w25740,w10935.2
w25740,w16526.1
w25740,w17616.2
w25740,w25740.3
w25741,w13057.1
w25741,h0032.1
w25741,h0037.2
w25742,w16683.1
w25742,w22631.2
w25742,w24806.2
w25743,w3115.1
w25743,w19457.1
w25744,w9250.2
w25744,w14866.3
w25744,w15626.1
w25744,w18844.2
w25745,w3871.4
w25745,w10119.1
w25745,w16465.2
w25745,w25745.1
w25746,w14032.1
w25746,w25746.1
w25746,w25746.3
w25747,w13762.3
w25747,w13786.4
w25747,w19189.2
w25748,w20942.2
w25749,w13545.1
w25749,w22608.1
w25750,w0772.2
w25750,w11271.3
w25750,w19732.1
w25751,w12709.2
w25751,w21975.2
w25752,w20279.1
w25752,w20471.1
w25753,w11794.3
w25753,w19838.1
w25753,w25753.3
w25754,w8113.1
w25754,w21006.2
w25754,w25754.2
w25754,w25754.3
w25755,w12775.2
w25755,w24543.2
w25756,w12775.2
w25756,w24543.2
w25757,w1399.1
w25757,w10522.2
w25757,w16791.2
w25757,w21025.3
w25758,w1729.3
w25758,w3535.1
w25758,w22061.2
w25759,w11465.1
w25759,w14819.2
w25759,w25759.3
w25760,w0304.1
w25760,w0362.2
w25760,w9331.1
w25760,w22731.1
w25760,w25760.5
w25761,w4202.2
w25761,w25761.1
w25761,w25761.3
w25762,w2514.1
w25762,w21546.1
w25763,w2597.1
w25763,w16465.2
w25763,w25763.1
w25764,w9660.1
w25765,w3570.1
w25765,w6492.1
w25766,w14774.1
w25766,w25766.1
w25767,w9728.1
w25767,w20772.1
w25767,w24077.1
w25768,w1969.1
w25768,w2171.1
w25769,w6763.2
w25769,w7144.2
w25769,w19818.1
w25770,w0253.1
w25770,w0362.2
w25770,w3753.1
w25770,w22032.2
w25770,w22402.2
w25770,w25770.4
w25770,w25770.6
w25770,w25770.8
w25771,w14450.3
w25771,w25771.1
w25771,w25771.2
w25772,w1075.1
w25772,w2779.2
w25773,w0908.2
w25774,w3633.1
w25774,w6490.1
w25775,w10707.2
w25775,w25775.1
w25775,w25775.3
w25776,w5350.1
w25776,w6154.2
w25776,w19007.3
w25776,w25776.2
w25777,w5498.1
w25777,w25777.1
w25778,w1632.1
w25779,w16440.4
w25779,w25779.2
w25780,w13018.1
w25780,w23039.4
w25781,w1981.2
w25781,w3479.2
w25782,w5530.2
w25782,w5882.1
w25782,w25782.2
w25783,w6401.2
w25783,w25783.1
w25783,w25783.2
w25784,w0059.1
w25784,w4914.1
w25784,w6664.1
w25784,w25784.4
w25785,w8481.1
w25785,w16572.3
w25785,w19087.3
w25785,w21717.2
w25785,w25785.1
w25785,w25785.3
w25785,w25785.6
w25785,w25785.7
w25785,w25785.9
w25786,w5350.1
w25786,w14901.3
w25786,w17054.2
w25786,w23174.1
w25787,w5216.3
w25787,w25787.1
w25787,w25787.2
w25787,w25787.3
w25788,w9940.1
w25788,w16830.5
w25788,w22409.4
w25789,w25789.1
w25790,w24560.1
w25790,h0032.1
w25791,w11794.3
w25791,w25791.2
w25791,w25791.3
w25792,w0505.1
w25792,w3805.2
w25792,w9310.1
w25793,w11261.2
w25793,w20346.1
w25793,w25793.3
w25794,w4074.3
w25794,w13711.2
w25794,w21526.1
w25795,w16696.3
w25795,w22360.2
w25795,w25795.1
w25795,w25795.4
w25796,w15740.1
w25796,w19275.4
w25796,w25796.2
w25797,w11311.2
w25797,w25797.2
w25798,w18815.1
w25798,w18994.1
w25798,w25798.3
w25798,w25798.4
w25799,w9130.2
w25799,w10091.2
w25799,w14192.2
w25800,w17324.2
w25800,w25800.1
w25800,w25800.2
w25801,w21721.3
w25801,w22677.3
w25802,w10485.1
w25802,w17207.4
w25802,w24977.1
w25802,w24977.2
w25802,w24977.4
w25803,w5882.2
w25803,w17725.3
w25804,w14668.3
w25804,w15604.2
w25804,w25203.3
w25805,w14036.2
w25805,w16435.1
w25805,w25218.3
w25805,w25805.4
w25806,w18567.3
w25806,w25304.1
w25807,w9974.2
w25807,w25807.1
w25808,w20490.2
w25808,w22361.3
w25808,w25808.1
w25809,w4180.2
w25809,w20446.3
w25809,w23297.1
w25810,w18353.4
w25810,w22332.2
w25810,w25810.1
w25811,w2642.1
w25812,w18021.1
w25812,w25812.1
w25812,w25812.3
w25813,w0319.1
w25813,w25813.2
w25814,w7192.1
