year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_name,home_team_city,away_team_name,away_team_city
2018,11,Arizona Cardinals,Oakland Raiders,Oakland Raiders,NA,Sun,November 18,4:05PM,23,21,325,0,282,2,Cardinals,Arizona,Raiders,Oakland
2018,11,Los Angeles Chargers,Denver Broncos,Denver Broncos,NA,Sun,November 18,4:05PM,23,22,325,0,479,2,Chargers,Los Angeles,Broncos,Denver
2018,11,New Orleans Saints,Philadelphia Eagles,New Orleans Saints,NA,Sun,November 18,4:25PM,48,7,546,0,196,3,Saints,New Orleans,Eagles,Philadelphia
2018,11,Chicago Bears,Minnesota Vikings,Chicago Bears,NA,Sun,November 18,8:20PM,25,20,308,3,268,3,Bears,Chicago,Vikings,Minnesota
2018,11,Los Angeles Rams,Kansas City Chiefs,Los Angeles Rams,NA,Mon,November 19,8:15PM,54,51,455,2,546,5,Rams,Los Angeles,Chiefs,Kansas City
2018,12,Detroit Lions,Chicago Bears,Chicago Bears,NA,Thu,November 22,12:30PM,23,16,264,1,333,2,Lions,Detroit,Bears,Chicago
2018,12,Dallas Cowboys,Washington Redskins,Dallas Cowboys,NA,Thu,November 22,4:30PM,31,23,404,0,331,3,Cowboys,Dallas,Redskins,Washington
2018,12,New Orleans Saints,Atlanta Falcons,New Orleans Saints,NA,Thu,November 22,8:20PM,31,17,312,1,366,4,Saints,New Orleans,Falcons,Atlanta
2018,12,Baltimore Ravens,Oakland Raiders,Baltimore Ravens,NA,Sun,November 25,1:00PM,34,17,416,2,249,1,Ravens,Baltimore,Raiders,Oakland
2018,12,New York Jets,New England Patriots,New England Patriots,NA,Sun,November 25,1:00PM,27,13,498,0,338,1,Jets,New York,Patriots,New England
2018,12,Buffalo Bills,Jacksonville Jaguars,Buffalo Bills,NA,Sun,November 25,1:00PM,24,21,327,0,333,2,Bills,Buffalo,Jaguars,Jacksonville
2018,12,Tampa Bay Buccaneers,San Francisco 49ers,Tampa Bay Buccaneers,NA,Sun,November 25,1:00PM,27,9,412,0,342,2,Buccaneers,Tampa Bay,49ers,San Francisco
2018,12,Carolina Panthers,Seattle Seahawks,Seattle Seahawks,NA,Sun,November 25,1:00PM,30,27,397,0,476,1,Panthers,Carolina,Seahawks,Seattle
2018,12,Cincinnati Bengals,Cleveland Browns,Cleveland Browns,NA,Sun,November 25,1:00PM,35,20,342,0,372,2,Bengals,Cincinnati,Browns,Cleveland
2018,12,Philadelphia Eagles,New York Giants,Philadelphia Eagles,NA,Sun,November 25,1:00PM,25,22,341,0,402,1,Eagles,Philadelphia,Giants,New York
2018,12,Los Angeles Chargers,Arizona Cardinals,Los Angeles Chargers,NA,Sun,November 25,4:05PM,45,10,414,1,149,1,Chargers,Los Angeles,Cardinals,Arizona
2018,12,Denver Broncos,Pittsburgh Steelers,Denver Broncos,NA,Sun,November 25,4:25PM,24,17,308,0,527,4,Broncos,Denver,Steelers,Pittsburgh
2018,12,Indianapolis Colts,Miami Dolphins,Indianapolis Colts,NA,Sun,November 25,4:25PM,27,24,455,3,314,1,Colts,Indianapolis,Dolphins,Miami
2018,12,Minnesota Vikings,Green Bay Packers,Minnesota Vikings,NA,Sun,November 25,8:20PM,24,17,416,0,254,1,Vikings,Minnesota,Packers,Green Bay
2018,12,Houston Texans,Tennessee Titans,Houston Texans,NA,Mon,November 26,8:15PM,34,17,462,0,365,1,Texans,Houston,Titans,Tennessee
2018,13,Dallas Cowboys,New Orleans Saints,Dallas Cowboys,NA,Thu,November 29,8:20PM,13,10,308,2,176,1,Cowboys,Dallas,Saints,New Orleans
2018,13,Houston Texans,Cleveland Browns,Houston Texans,NA,Sun,December 2,1:00PM,29,13,384,0,428,4,Texans,Houston,Browns,Cleveland
2018,13,Cincinnati Bengals,Denver Broncos,Denver Broncos,NA,Sun,December 2,1:00PM,24,10,361,1,313,3,Bengals,Cincinnati,Broncos,Denver
2018,13,Detroit Lions,Los Angeles Rams,Los Angeles Rams,NA,Sun,December 2,1:00PM,30,16,344,2,310,2,Lions,Detroit,Rams,Los Angeles
2018,13,Green Bay Packers,Arizona Cardinals,Arizona Cardinals,NA,Sun,December 2,1:00PM,20,17,315,0,325,0,Packers,Green Bay,Cardinals,Arizona
2018,13,Atlanta Falcons,Baltimore Ravens,Baltimore Ravens,NA,Sun,December 2,1:00PM,26,16,366,1,131,1,Falcons,Atlanta,Ravens,Baltimore
2018,13,Jacksonville Jaguars,Indianapolis Colts,Jacksonville Jaguars,NA,Sun,December 2,1:00PM,6,0,211,1,265,2,Jaguars,Jacksonville,Colts,Indianapolis
2018,13,Miami Dolphins,Buffalo Bills,Miami Dolphins,NA,Sun,December 2,1:00PM,21,17,175,1,415,3,Dolphins,Miami,Bills,Buffalo
2018,13,New York Giants,Chicago Bears,New York Giants,NA,Sun,December 2,1:00PM,30,27,338,1,376,3,Giants,New York,Bears,Chicago
2018,13,Tampa Bay Buccaneers,Carolina Panthers,Tampa Bay Buccaneers,NA,Sun,December 2,1:00PM,24,17,315,1,444,4,Buccaneers,Tampa Bay,Panthers,Carolina
2018,13,Oakland Raiders,Kansas City Chiefs,Kansas City Chiefs,NA,Sun,December 2,4:05PM,40,33,469,1,442,3,Raiders,Oakland,Chiefs,Kansas City
2018,13,Tennessee Titans,New York Jets,Tennessee Titans,NA,Sun,December 2,4:05PM,26,22,403,1,280,1,Titans,Tennessee,Jets,New York
2018,13,Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,NA,Sun,December 2,4:25PM,43,16,331,0,452,3,Seahawks,Seattle,49ers,San Francisco
2018,13,New England Patriots,Minnesota Vikings,New England Patriots,NA,Sun,December 2,4:25PM,24,10,471,1,278,2,Patriots,New England,Vikings,Minnesota
2018,13,Pittsburgh Steelers,Los Angeles Chargers,Los Angeles Chargers,NA,Sun,December 2,8:20PM,33,30,371,0,336,1,Steelers,Pittsburgh,Chargers,Los Angeles
2018,13,Philadelphia Eagles,Washington Redskins,Philadelphia Eagles,NA,Mon,December 3,8:15PM,28,13,436,1,235,1,Eagles,Philadelphia,Redskins,Washington
2018,14,Tennessee Titans,Jacksonville Jaguars,Tennessee Titans,NA,Thu,December 6,8:20PM,30,9,426,1,255,1,Titans,Tennessee,Jaguars,Jacksonville
2018,14,Buffalo Bills,New York Jets,New York Jets,NA,Sun,December 9,1:00PM,27,23,248,2,368,3,Bills,Buffalo,Jets,New York
2018,14,Washington Redskins,New York Giants,New York Giants,NA,Sun,December 9,1:00PM,40,16,402,1,288,3,Redskins,Washington,Giants,New York
2018,14,Cleveland Browns,Carolina Panthers,Cleveland Browns,NA,Sun,December 9,1:00PM,26,20,348,2,393,1,Browns,Cleveland,Panthers,Carolina
2018,14,Green Bay Packers,Atlanta Falcons,Green Bay Packers,NA,Sun,December 9,1:00PM,34,20,300,0,344,2,Packers,Green Bay,Falcons,Atlanta
2018,14,Miami Dolphins,New England Patriots,Miami Dolphins,NA,Sun,December 9,1:00PM,34,33,412,0,421,0,Dolphins,Miami,Patriots,New England
2018,14,Houston Texans,Indianapolis Colts,Indianapolis Colts,NA,Sun,December 9,1:00PM,24,21,436,1,315,0,Texans,Houston,Colts,Indianapolis
2018,14,Kansas City Chiefs,Baltimore Ravens,Kansas City Chiefs,NA,Sun,December 9,1:00PM,27,24,442,1,321,1,Chiefs,Kansas City,Ravens,Baltimore
2018,14,Tampa Bay Buccaneers,New Orleans Saints,New Orleans Saints,NA,Sun,December 9,1:00PM,28,14,298,2,279,1,Buccaneers,Tampa Bay,Saints,New Orleans
2018,14,San Francisco 49ers,Denver Broncos,San Francisco 49ers,NA,Sun,December 9,4:05PM,20,14,389,1,274,0,49ers,San Francisco,Broncos,Denver
2018,14,Los Angeles Chargers,Cincinnati Bengals,Los Angeles Chargers,NA,Sun,December 9,4:05PM,26,21,288,0,295,0,Chargers,Los Angeles,Bengals,Cincinnati
2018,14,Dallas Cowboys,Philadelphia Eagles,Dallas Cowboys,NA,Sun,December 9,4:25PM,29,23,576,3,256,1,Cowboys,Dallas,Eagles,Philadelphia
2018,14,Oakland Raiders,Pittsburgh Steelers,Oakland Raiders,NA,Sun,December 9,4:25PM,24,21,354,1,340,1,Raiders,Oakland,Steelers,Pittsburgh
2018,14,Arizona Cardinals,Detroit Lions,Detroit Lions,NA,Sun,December 9,4:25PM,17,3,218,1,279,1,Cardinals,Arizona,Lions,Detroit
2018,14,Chicago Bears,Los Angeles Rams,Chicago Bears,NA,Sun,December 9,8:20PM,15,6,294,3,214,4,Bears,Chicago,Rams,Los Angeles
2018,14,Seattle Seahawks,Minnesota Vikings,Seattle Seahawks,NA,Mon,December 10,8:15PM,21,7,274,1,276,1,Seahawks,Seattle,Vikings,Minnesota
2018,15,Kansas City Chiefs,Los Angeles Chargers,Los Angeles Chargers,NA,Thu,December 13,8:20PM,29,28,407,2,294,0,Chiefs,Kansas City,Chargers,Los Angeles
2018,15,New York Jets,Houston Texans,Houston Texans,NA,Sat,December 15,4:30PM,29,22,286,0,318,1,Jets,New York,Texans,Houston
2018,15,Denver Broncos,Cleveland Browns,Cleveland Browns,NA,Sat,December 15,8:20PM,17,16,309,2,270,2,Broncos,Denver,Browns,Cleveland
2018,15,Buffalo Bills,Detroit Lions,Buffalo Bills,NA,Sun,December 16,1:00PM,14,13,312,0,313,0,Bills,Buffalo,Lions,Detroit
2018,15,New York Giants,Tennessee Titans,Tennessee Titans,NA,Sun,December 16,1:00PM,17,0,301,0,260,2,Giants,New York,Titans,Tennessee
2018,15,Chicago Bears,Green Bay Packers,Chicago Bears,NA,Sun,December 16,1:00PM,24,17,332,1,323,1,Bears,Chicago,Packers,Green Bay
2018,15,Jacksonville Jaguars,Washington Redskins,Washington Redskins,NA,Sun,December 16,1:00PM,16,13,245,0,192,2,Jaguars,Jacksonville,Redskins,Washington
2018,15,Cincinnati Bengals,Oakland Raiders,Cincinnati Bengals,NA,Sun,December 16,1:00PM,30,16,294,1,297,2,Bengals,Cincinnati,Raiders,Oakland
2018,15,Baltimore Ravens,Tampa Bay Buccaneers,Baltimore Ravens,NA,Sun,December 16,1:00PM,20,12,370,2,241,1,Ravens,Baltimore,Buccaneers,Tampa Bay
2018,15,Atlanta Falcons,Arizona Cardinals,Atlanta Falcons,NA,Sun,December 16,1:00PM,40,14,435,0,253,3,Falcons,Atlanta,Cardinals,Arizona
2018,15,Minnesota Vikings,Miami Dolphins,Minnesota Vikings,NA,Sun,December 16,1:00PM,41,17,418,1,193,0,Vikings,Minnesota,Dolphins,Miami
2018,15,Indianapolis Colts,Dallas Cowboys,Indianapolis Colts,NA,Sun,December 16,1:00PM,23,0,370,1,292,1,Colts,Indianapolis,Cowboys,Dallas
2018,15,San Francisco 49ers,Seattle Seahawks,San Francisco 49ers,NA,Sun,December 16,4:05PM,26,23,351,1,385,0,49ers,San Francisco,Seahawks,Seattle
2018,15,Pittsburgh Steelers,New England Patriots,Pittsburgh Steelers,NA,Sun,December 16,4:25PM,17,10,376,2,368,1,Steelers,Pittsburgh,Patriots,New England
2018,15,Los Angeles Rams,Philadelphia Eagles,Philadelphia Eagles,NA,Sun,December 16,8:20PM,30,23,381,1,407,3,Rams,Los Angeles,Eagles,Philadelphia
2018,15,Carolina Panthers,New Orleans Saints,New Orleans Saints,NA,Mon,December 17,8:15PM,12,9,346,2,247,2,Panthers,Carolina,Saints,New Orleans
2018,16,Tennessee Titans,Washington Redskins,Tennessee Titans,NA,Sat,December 22,4:30PM,25,16,291,0,292,2,Titans,Tennessee,Redskins,Washington
2018,16,Los Angeles Chargers,Baltimore Ravens,Baltimore Ravens,NA,Sat,December 22,8:20PM,22,10,361,1,198,3,Chargers,Los Angeles,Ravens,Baltimore
2018,16,Carolina Panthers,Atlanta Falcons,Atlanta Falcons,NA,Sun,December 23,1:00PM,24,10,427,2,436,4,Panthers,Carolina,Falcons,Atlanta
2018,16,New York Jets,Green Bay Packers,Green Bay Packers,NA,Sun,December 23,1:00PM,44,38,540,1,370,0,Jets,New York,Packers,Green Bay
2018,16,Indianapolis Colts,New York Giants,Indianapolis Colts,NA,Sun,December 23,1:00PM,28,27,402,1,392,1,Colts,Indianapolis,Giants,New York
2018,16,Dallas Cowboys,Tampa Bay Buccaneers,Dallas Cowboys,NA,Sun,December 23,1:00PM,27,20,232,0,383,2,Cowboys,Dallas,Buccaneers,Tampa Bay
2018,16,Detroit Lions,Minnesota Vikings,Minnesota Vikings,NA,Sun,December 23,1:00PM,27,9,340,0,223,0,Lions,Detroit,Vikings,Minnesota
2018,16,New England Patriots,Buffalo Bills,New England Patriots,NA,Sun,December 23,1:00PM,24,12,390,3,289,3,Patriots,New England,Bills,Buffalo
2018,16,Philadelphia Eagles,Houston Texans,Philadelphia Eagles,NA,Sun,December 23,1:00PM,32,30,519,3,371,1,Eagles,Philadelphia,Texans,Houston
2018,16,Miami Dolphins,Jacksonville Jaguars,Jacksonville Jaguars,NA,Sun,December 23,1:00PM,17,7,244,1,183,2,Dolphins,Miami,Jaguars,Jacksonville
2018,16,Cleveland Browns,Cincinnati Bengals,Cleveland Browns,NA,Sun,December 23,1:00PM,26,18,493,0,209,0,Browns,Cleveland,Bengals,Cincinnati
2018,16,San Francisco 49ers,Chicago Bears,Chicago Bears,NA,Sun,December 23,4:05PM,14,9,325,2,279,1,49ers,San Francisco,Bears,Chicago
2018,16,Arizona Cardinals,Los Angeles Rams,Los Angeles Rams,NA,Sun,December 23,4:05PM,31,9,461,1,263,0,Cardinals,Arizona,Rams,Los Angeles
2018,16,New Orleans Saints,Pittsburgh Steelers,New Orleans Saints,NA,Sun,December 23,4:25PM,31,28,370,1,429,2,Saints,New Orleans,Steelers,Pittsburgh
2018,16,Seattle Seahawks,Kansas City Chiefs,Seattle Seahawks,NA,Sun,December 23,8:20PM,38,31,464,0,419,2,Seahawks,Seattle,Chiefs,Kansas City
2018,16,Oakland Raiders,Denver Broncos,Oakland Raiders,NA,Mon,December 24,8:15PM,27,14,273,0,300,2,Raiders,Oakland,Broncos,Denver
2018,17,Houston Texans,Jacksonville Jaguars,Houston Texans,NA,Sun,December 30,1:00PM,20,3,342,1,119,2,Texans,Houston,Jaguars,Jacksonville
2018,17,Tampa Bay Buccaneers,Atlanta Falcons,Atlanta Falcons,NA,Sun,December 30,1:00PM,34,32,489,1,433,1,Buccaneers,Tampa Bay,Falcons,Atlanta
2018,17,New York Giants,Dallas Cowboys,Dallas Cowboys,NA,Sun,December 30,1:00PM,36,35,419,1,441,2,Giants,New York,Cowboys,Dallas
2018,17,Green Bay Packers,Detroit Lions,Detroit Lions,NA,Sun,December 30,1:00PM,31,0,402,0,175,1,Packers,Green Bay,Lions,Detroit
2018,17,New Orleans Saints,Carolina Panthers,Carolina Panthers,NA,Sun,December 30,1:00PM,33,14,374,0,294,1,Saints,New Orleans,Panthers,Carolina
2018,17,Buffalo Bills,Miami Dolphins,Buffalo Bills,NA,Sun,December 30,1:00PM,42,17,381,1,225,4,Bills,Buffalo,Dolphins,Miami
2018,17,New England Patriots,New York Jets,New England Patriots,NA,Sun,December 30,1:00PM,38,3,375,0,239,3,Patriots,New England,Jets,New York
2018,17,Minnesota Vikings,Chicago Bears,Chicago Bears,NA,Sun,December 30,4:25PM,24,10,332,0,164,0,Vikings,Minnesota,Bears,Chicago
2018,17,Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,NA,Sun,December 30,4:25PM,27,24,291,1,198,2,Seahawks,Seattle,Cardinals,Arizona
2018,17,Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh Steelers,NA,Sun,December 30,4:25PM,16,13,343,1,196,0,Steelers,Pittsburgh,Bengals,Cincinnati
2018,17,Los Angeles Rams,San Francisco 49ers,Los Angeles Rams,NA,Sun,December 30,4:25PM,48,32,377,0,391,4,Rams,Los Angeles,49ers,San Francisco
2018,17,Baltimore Ravens,Cleveland Browns,Baltimore Ravens,NA,Sun,December 30,4:25PM,26,24,463,1,426,3,Ravens,Baltimore,Browns,Cleveland
2018,17,Kansas City Chiefs,Oakland Raiders,Kansas City Chiefs,NA,Sun,December 30,4:25PM,35,3,409,1,292,4,Chiefs,Kansas City,Raiders,Oakland
2018,17,Washington Redskins,Philadelphia Eagles,Philadelphia Eagles,NA,Sun,December 30,4:25PM,24,0,360,1,89,1,Redskins,Washington,Eagles,Philadelphia
2018,17,Denver Broncos,Los Angeles Chargers,Los Angeles Chargers,NA,Sun,December 30,4:25PM,23,9,276,4,370,4,Broncos,Denver,Chargers,Los Angeles
2018,17,Tennessee Titans,Indianapolis Colts,Indianapolis Colts,NA,Sun,December 30,8:20PM,33,17,436,2,258,3,Titans,Tennessee,Colts,Indianapolis
2018,WildCard,Houston Texans,Indianapolis Colts,Indianapolis Colts,NA,Sat,January 5,4:35PM,21,7,422,1,322,1,Texans,Houston,Colts,Indianapolis
2018,WildCard,Dallas Cowboys,Seattle Seahawks,Dallas Cowboys,NA,Sat,January 5,8:15PM,24,22,380,1,299,0,Cowboys,Dallas,Seahawks,Seattle
2018,WildCard,Baltimore Ravens,Los Angeles Chargers,Los Angeles Chargers,NA,Sun,January 6,1:05PM,23,17,243,1,229,3,Ravens,Baltimore,Chargers,Los Angeles
2018,WildCard,Chicago Bears,Philadelphia Eagles,Philadelphia Eagles,NA,Sun,January 6,4:40PM,16,15,300,2,356,0,Bears,Chicago,Eagles,Philadelphia
2018,Division,Kansas City Chiefs,Indianapolis Colts,Kansas City Chiefs,NA,Sat,January 12,4:35PM,31,13,433,1,266,1,Chiefs,Kansas City,Colts,Indianapolis
2018,Division,Los Angeles Rams,Dallas Cowboys,Los Angeles Rams,NA,Sat,January 12,8:15PM,30,22,459,0,308,0,Rams,Los Angeles,Cowboys,Dallas
2018,Division,New England Patriots,Los Angeles Chargers,New England Patriots,NA,Sun,January 13,1:05PM,41,28,498,0,335,2,Patriots,New England,Chargers,Los Angeles
2018,Division,New Orleans Saints,Philadelphia Eagles,New Orleans Saints,NA,Sun,January 13,4:40PM,20,14,420,1,250,2,Saints,New Orleans,Eagles,Philadelphia
2018,ConfChamp,New Orleans Saints,Los Angeles Rams,Los Angeles Rams,NA,Sun,January 20,3:05PM,26,23,378,1,290,1,Saints,New Orleans,Rams,Los Angeles
2018,ConfChamp,Kansas City Chiefs,New England Patriots,New England Patriots,NA,Sun,January 20,6:40PM,37,31,524,2,290,0,Chiefs,Kansas City,Patriots,New England
2018,SuperBowl,New England Patriots,Los Angeles Rams,New England Patriots,NA,Sun,February 3,6:30PM,13,3,407,1,260,1,Patriots,New England,Rams,Los Angeles
2019,1,Chicago Bears,Green Bay Packers,Green Bay Packers,NA,Thu,September 5,8:20PM,10,3,213,0,254,1,Bears,Chicago,Packers,Green Bay
2019,1,Cleveland Browns,Tennessee Titans,Tennessee Titans,NA,Sun,September 8,1:00PM,43,13,339,0,346,3,Browns,Cleveland,Titans,Tennessee
2019,1,Minnesota Vikings,Atlanta Falcons,Minnesota Vikings,NA,Sun,September 8,1:00PM,28,12,269,0,345,3,Vikings,Minnesota,Falcons,Atlanta
2019,1,Philadelphia Eagles,Washington Redskins,Philadelphia Eagles,NA,Sun,September 8,1:00PM,32,27,436,0,398,0,Eagles,Philadelphia,Redskins,Washington
2019,1,Carolina Panthers,Los Angeles Rams,Los Angeles Rams,NA,Sun,September 8,1:00PM,30,27,349,1,343,3,Panthers,Carolina,Rams,Los Angeles
2019,1,New York Jets,Buffalo Bills,Buffalo Bills,NA,Sun,September 8,1:00PM,17,16,370,4,223,1,Jets,New York,Bills,Buffalo
2019,1,Jacksonville Jaguars,Kansas City Chiefs,Kansas City Chiefs,NA,Sun,September 8,1:00PM,40,26,491,0,428,2,Jaguars,Jacksonville,Chiefs,Kansas City
2019,1,Miami Dolphins,Baltimore Ravens,Baltimore Ravens,NA,Sun,September 8,1:00PM,59,10,643,0,200,3,Dolphins,Miami,Ravens,Baltimore
2019,1,Los Angeles Chargers,Indianapolis Colts,Los Angeles Chargers,NA,Sun,September 8,4:05PM,30,24,435,2,376,0,Chargers,Los Angeles,Colts,Indianapolis
2019,1,Seattle Seahawks,Cincinnati Bengals,Seattle Seahawks,NA,Sun,September 8,4:05PM,21,20,232,1,429,3,Seahawks,Seattle,Bengals,Cincinnati
2019,1,Dallas Cowboys,New York Giants,Dallas Cowboys,NA,Sun,September 8,4:25PM,35,17,494,0,470,2,Cowboys,Dallas,Giants,New York
2019,1,Arizona Cardinals,Detroit Lions,Detroit Lions,Arizona Cardinals,Sun,September 8,4:25PM,27,27,477,2,387,1,Cardinals,Arizona,Lions,Detroit
2019,1,Tampa Bay Buccaneers,San Francisco 49ers,San Francisco 49ers,NA,Sun,September 8,4:25PM,31,17,256,2,295,4,Buccaneers,Tampa Bay,49ers,San Francisco
2019,1,New England Patriots,Pittsburgh Steelers,New England Patriots,NA,Sun,September 8,8:20PM,33,3,465,0,308,1,Patriots,New England,Steelers,Pittsburgh
2019,1,New Orleans Saints,Houston Texans,New Orleans Saints,NA,Mon,September 9,7:10PM,30,28,510,1,414,1,Saints,New Orleans,Texans,Houston
2019,1,Oakland Raiders,Denver Broncos,Oakland Raiders,NA,Mon,September 9,10:20PM,24,16,357,0,344,0,Raiders,Oakland,Broncos,Denver
2019,2,Carolina Panthers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,NA,Thu,September 12,8:20PM,20,14,289,0,352,1,Panthers,Carolina,Buccaneers,Tampa Bay
2019,2,Tennessee Titans,Indianapolis Colts,Indianapolis Colts,NA,Sun,September 15,1:00PM,19,17,288,2,243,0,Titans,Tennessee,Colts,Indianapolis
2019,2,Cincinnati Bengals,San Francisco 49ers,San Francisco 49ers,NA,Sun,September 15,1:00PM,41,17,571,1,316,1,Bengals,Cincinnati,49ers,San Francisco
2019,2,Miami Dolphins,New England Patriots,New England Patriots,NA,Sun,September 15,1:00PM,43,0,379,1,184,4,Dolphins,Miami,Patriots,New England
2019,2,Pittsburgh Steelers,Seattle Seahawks,Seattle Seahawks,NA,Sun,September 15,1:00PM,28,26,425,2,261,1,Steelers,Pittsburgh,Seahawks,Seattle
2019,2,Washington Redskins,Dallas Cowboys,Dallas Cowboys,NA,Sun,September 15,1:00PM,31,21,474,1,255,0,Redskins,Washington,Cowboys,Dallas
2019,2,Detroit Lions,Los Angeles Chargers,Detroit Lions,NA,Sun,September 15,1:00PM,13,10,339,2,424,2,Lions,Detroit,Chargers,Los Angeles
2019,2,Green Bay Packers,Minnesota Vikings,Green Bay Packers,NA,Sun,September 15,1:00PM,21,16,335,2,421,4,Packers,Green Bay,Vikings,Minnesota
2019,2,Houston Texans,Jacksonville Jaguars,Houston Texans,NA,Sun,September 15,1:00PM,13,12,263,0,281,1,Texans,Houston,Jaguars,Jacksonville
2019,2,New York Giants,Buffalo Bills,Buffalo Bills,NA,Sun,September 15,1:00PM,28,14,388,0,370,2,Giants,New York,Bills,Buffalo
2019,2,Baltimore Ravens,Arizona Cardinals,Baltimore Ravens,NA,Sun,September 15,1:00PM,23,17,440,0,349,0,Ravens,Baltimore,Cardinals,Arizona
2019,2,Oakland Raiders,Kansas City Chiefs,Kansas City Chiefs,NA,Sun,September 15,4:05PM,28,10,467,1,307,2,Raiders,Oakland,Chiefs,Kansas City
2019,2,Los Angeles Rams,New Orleans Saints,Los Angeles Rams,NA,Sun,September 15,4:25PM,27,9,380,1,244,1,Rams,Los Angeles,Saints,New Orleans
2019,2,Denver Broncos,Chicago Bears,Chicago Bears,NA,Sun,September 15,4:25PM,16,14,273,0,372,1,Broncos,Denver,Bears,Chicago
2019,2,Atlanta Falcons,Philadelphia Eagles,Atlanta Falcons,NA,Sun,September 15,8:20PM,24,20,367,3,286,3,Falcons,Atlanta,Eagles,Philadelphia
2019,2,New York Jets,Cleveland Browns,Cleveland Browns,NA,Mon,September 16,8:15PM,23,3,375,1,262,1,Jets,New York,Browns,Cleveland
2019,3,Jacksonville Jaguars,Tennessee Titans,Jacksonville Jaguars,NA,Thu,September 19,8:20PM,20,7,292,0,340,1,Jaguars,Jacksonville,Titans,Tennessee
2019,3,New England Patriots,New York Jets,New England Patriots,NA,Sun,September 22,1:00PM,30,14,381,2,105,1,Patriots,New England,Jets,New York
2019,3,Buffalo Bills,Cincinnati Bengals,Buffalo Bills,NA,Sun,September 22,1:00PM,21,17,416,2,306,4,Bills,Buffalo,Bengals,Cincinnati
2019,3,Green Bay Packers,Denver Broncos,Green Bay Packers,NA,Sun,September 22,1:00PM,27,16,312,0,310,3,Packers,Green Bay,Broncos,Denver
2019,3,Kansas City Chiefs,Baltimore Ravens,Kansas City Chiefs,NA,Sun,September 22,1:00PM,33,28,503,0,452,0,Chiefs,Kansas City,Ravens,Baltimore
2019,3,Dallas Cowboys,Miami Dolphins,Dallas Cowboys,NA,Sun,September 22,1:00PM,31,6,476,1,283,1,Cowboys,Dallas,Dolphins,Miami
2019,3,Philadelphia Eagles,Detroit Lions,Detroit Lions,NA,Sun,September 22,1:00PM,27,24,287,0,373,2,Eagles,Philadelphia,Lions,Detroit
2019,3,Indianapolis Colts,Atlanta Falcons,Indianapolis Colts,NA,Sun,September 22,1:00PM,27,24,379,0,397,1,Colts,Indianapolis,Falcons,Atlanta
2019,3,Minnesota Vikings,Oakland Raiders,Minnesota Vikings,NA,Sun,September 22,1:00PM,34,14,385,0,302,1,Vikings,Minnesota,Raiders,Oakland
2019,3,Arizona Cardinals,Carolina Panthers,Carolina Panthers,NA,Sun,September 22,4:05PM,38,20,413,1,248,2,Cardinals,Arizona,Panthers,Carolina
2019,3,Tampa Bay Buccaneers,New York Giants,New York Giants,NA,Sun,September 22,4:05PM,32,31,384,2,499,1,Buccaneers,Tampa Bay,Giants,New York
2019,3,Los Angeles Chargers,Houston Texans,Houston Texans,NA,Sun,September 22,4:25PM,27,20,376,1,366,1,Chargers,Los Angeles,Texans,Houston
2019,3,Seattle Seahawks,New Orleans Saints,New Orleans Saints,NA,Sun,September 22,4:25PM,33,27,265,1,514,1,Seahawks,Seattle,Saints,New Orleans
2019,3,San Francisco 49ers,Pittsburgh Steelers,San Francisco 49ers,NA,Sun,September 22,4:25PM,24,20,436,5,239,2,49ers,San Francisco,Steelers,Pittsburgh
2019,3,Cleveland Browns,Los Angeles Rams,Los Angeles Rams,NA,Sun,September 22,8:20PM,20,13,344,3,270,1,Browns,Cleveland,Rams,Los Angeles
2019,3,Washington Redskins,Chicago Bears,Chicago Bears,NA,Mon,September 23,8:15PM,31,15,298,1,356,5,Redskins,Washington,Bears,Chicago
2019,4,Green Bay Packers,Philadelphia Eagles,Philadelphia Eagles,NA,Thu,September 26,8:20PM,34,27,336,0,491,2,Packers,Green Bay,Eagles,Philadelphia
2019,4,Houston Texans,Carolina Panthers,Carolina Panthers,NA,Sun,September 29,1:00PM,16,10,297,3,264,2,Texans,Houston,Panthers,Carolina
2019,4,New York Giants,Washington Redskins,New York Giants,NA,Sun,September 29,1:00PM,24,3,389,4,176,4,Giants,New York,Redskins,Washington
2019,4,Indianapolis Colts,Oakland Raiders,Oakland Raiders,NA,Sun,September 29,1:00PM,31,24,377,1,346,2,Colts,Indianapolis,Raiders,Oakland
2019,4,Buffalo Bills,New England Patriots,New England Patriots,NA,Sun,September 29,1:00PM,16,10,224,1,375,4,Bills,Buffalo,Patriots,New England
2019,4,Miami Dolphins,Los Angeles Chargers,Los Angeles Chargers,NA,Sun,September 29,1:00PM,30,10,390,0,233,1,Dolphins,Miami,Chargers,Los Angeles
2019,4,Baltimore Ravens,Cleveland Browns,Cleveland Browns,NA,Sun,September 29,1:00PM,40,25,530,1,395,3,Ravens,Baltimore,Browns,Cleveland
2019,4,Detroit Lions,Kansas City Chiefs,Kansas City Chiefs,NA,Sun,September 29,1:00PM,34,30,438,3,447,2,Lions,Detroit,Chiefs,Kansas City
