EXPID,PEAKID,YEAR,SEASON,SEASON_FACTOR,HOST,HOST_FACTOR,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMREASON_FACTOR,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM
MANA23321,MANA,2023,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Udaya Gartaula,Rolwaling Trek Manaslu Expedition 2023,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,India,NA,NA,2023-09-27,0700,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,3,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC,C1,C2,C3,C4,Smt(27/09)",NA,NA,NA,Rolwaling Trek,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463948
NEMJ23301,NEMJ,2023,3,Autumn,1,Nepal,NA,NA,NA,NA,USA,Michael Arnold,Shangri-La Nepal Trek (SNT) Nemjung Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Switzerland,NA,NA,NA,NA,0,0,NA,12,Did not attempt climb,NA,0,FALSE,FALSE,FALSE,0,0,2,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,No Smt,NA,NA,NA,Shangri-La Nepal Treks,FALSE,FALSE,TRUE,FALSE,TRUE,HIML23315,3778
NEMJ23302,NEMJ,2023,3,Autumn,1,Nepal,NW side,NA,NA,NA,Poland,Piotr Sulowski,Imagine Nepal Nemjung Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",NA,0,FALSE,FALSE,FALSE,0,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,No Smt,NA,NA,NA,Imagine Nepal,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3778
PHOL23301,PHOL,2023,3,Autumn,1,Nepal,N Face,NA,NA,NA,Japan,Hiroki Yamamoto,Phole North Face Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,NA,7,"Illness, AMS, exhaustion, or frostbite",Abandoned at 6200m due to Yamamoto's health issues,6200,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC,xxx(6200m)",NA,NA,NA,Cosmo Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3868
PHUR23301,PHUR,2023,3,Autumn,1,Nepal,SE Ridge,NA,NA,NA,Spain,Miguel Zabalza Azcona,Dream Carrier Phurbi Chhyachu Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Kathmandu->Bolde->Tembathang->Pemasal,2023-10-01,2023-10-25,NA,24,28,2023-10-29,4,"Bad weather (storms, high winds)","Abandoned at 6570m due to lateness of day, bad weather",6570,FALSE,FALSE,FALSE,2,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Summited Phurbi Txiki (6125m) by all members,"BC(01/10,3900m),Biv1(05/10,4900m),Biv2(13/10,6000m),xxx(25/10,6570m)",220754,NA,NA,Dream Carrier Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464111
PUMO23301,PUMO,2023,3,Autumn,1,Nepal,SE Face,NA,NA,NA,Spain,Aymar Navarro Combalie,Pumori Expedition 2023 by The North Face,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Italy, Nepal",NA,NA,2023-10-08,NA,0,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 7030m due to avalanche danger,7030,FALSE,FALSE,FALSE,0,0,7,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC,xxx(08/10,7030m)",60671,NA,NA,8K Expeditions,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464094
PUMO23302,PUMO,2023,3,Autumn,1,Nepal,SE Face?,NA,NA,NA,UK,Simon Yates,Pumori Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Iceland,NA,2023-10-29,NA,NA,0,0,NA,12,Did not attempt climb,Abandoned at BC due to AMS of members,0,FALSE,FALSE,FALSE,0,0,4,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(29/10,5300m)",NA,NA,NA,Himalayan Ascent,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3868
PUMO23303,PUMO,2023,3,Autumn,1,Nepal,SE Face-E Ridge,NA,NA,NA,France,Lucien Boucansaud,Himalaya Vision Pumori Expedition 2023,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Lukla->EBC Trail,2023-09-21,2023-10-28,0930,37,44,2023-11-04,1,Success (main peak),NA,7138,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(21/09,4700m),C1(20/10,5700m),Smt(29/10)",220657,NA,NA,Himalaya Vision,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464114
PUTH23301,PUTH,2023,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Finland,Mari Haapala,Wild Yak Putha Hiunchuli Ski Expedition 2023,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"France, Switzerland",NA,NA,2023-09-21,1415,0,0,NA,1,Success (main peak),NA,7246,FALSE,TRUE,FALSE,3,0,5,4,0,6,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC,C1,C2,C3,Smt(21/09)",NA,NA,NA,Wild Yak Expeditions,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464167
PUTH23302,PUTH,2023,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Germany,Frank Felder,German Putha Hiunchuli Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2023-10-17,NA,0,0,2023-10-21,4,"Bad weather (storms, high winds)",Abandoned at 6800m due to bad weather,6800,FALSE,TRUE,FALSE,2,0,2,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC,C1(13/10,5400m),C2(16/10,6000m),xxx(71/10,6800m)",60669,NA,NA,Snowy Horizon Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464193
PUTH23303,PUTH,2023,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Germany,Steffen Kiefer,Seven Summit Treks (SST) Putha Hiunchuli Expedition 2023,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Austria, Switzerland",NA,NA,2023-11-02,1240,0,0,NA,1,Success (main peak),NA,7246,FALSE,FALSE,FALSE,3,0,18,1,0,9,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC,C1,C2,C3,Smt(02/11)",NA,NA,NA,Seven Summit Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464209
PUTH23304,PUTH,2023,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Germany,Billi Bierling,German-Austrian Putha Himchuli Expedition 2023,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Austria,"By Jeep from Nepalgung to Dunai, trekked to BC",2023-10-25,2023-11-03,1345,9,11,2023-11-05,1,Success (main peak),NA,7246,FALSE,FALSE,FALSE,2,0,7,4,0,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(25/10,4938m),C1(28/10,5400m),C1B(01/11,5700m),C2(02/11,6602m),Smt(03/11)",107633,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464210
RAKS23301,RAKS,2023,3,Autumn,1,Nepal,S Face,NA,NA,NA,Japan,Yuma Uno,Doshisha University Far Western Nepal Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Via Chainpur,NA,NA,NA,0,0,NA,14,Other,Abandoned after earthquake struck the region,0,FALSE,FALSE,FALSE,0,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,60661,NA,NA,Cosmo Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3958
RATC23301,RATC,2023,3,Autumn,1,Nepal,W Face,NA,NA,NA,France,Maud Vanpoulle,Ticino Treks Ratna Chuli Expedition 2023,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Besisahar->Koto->BC,2023-10-11,2023-10-27,1030,16,18,2023-10-29,1,Success (main peak),NA,7035,FALSE,TRUE,FALSE,2,0,6,6,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Summited Hulang Go (HUGO-233-01) and Upche Dada (6150m),"BC(11/10,4700m),C1(13/10,5600m),C2(20/10,6000m),Smt(27/10)",220097,NA,"1st ski descents of RATC, HUGO and Upche Dada; 1st ascent of HUGO",Ticino Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464203
ROLK23301,ROLK,2023,3,Autumn,1,Nepal,SE Ridge,NA,NA,NA,Russia,Yuri Koshelenko,7 Summits Club Rolwaling Kang Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Chhetchhet, Na, Trakarding, Drolambau to bottom part Tashi Lapcha",2023-10-14,2023-10-23,0900,9,0,NA,2,"Success (subpeak, foresummit)",NA,6645,FALSE,FALSE,FALSE,3,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(14/10,5400m),ABC(19/10),Biv1(20/10,5700m),Biv2(21/10,6250m),Biv3(22/10,6550m),Smt(23/10,6645m)",60632,NA,NA,Seven Summit Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464199
SPH623301,SPH6,2023,3,Autumn,1,Nepal,N Ridge,NA,NA,NA,Japan,Takahiro Kaneko,Japan Alpine Club Himalaya Camp 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Taplejung->Ghunsa->Kambachen,NA,NA,NA,0,0,NA,10,"Route technically too difficult, lack of experience, strength, or motivation",Abandoned at 6000m due to impassible crevasse,6000,FALSE,FALSE,FALSE,2,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Held permit for Sato (no attempt),"BC(4500m),C1,C2(5600m),xxx(6000m)",60625,NA,NA,Khangri Trek,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4003
SURM23301,SURM,2023,3,Autumn,1,Nepal,"N Face (up),NE Ridge (down)",NA,NA,NA,UK,Paul Ramsden,British Surma-Sarovar Expedition 2023,TRUE,FALSE,FALSE,FALSE,1st,NA,NA,NA,FALSE,FALSE,Ireland,Chainpur->Talkot->Seti Khola->Salimor Khola,2023-10-12,2023-10-26,1200,14,17,2023-10-29,1,Success (main peak),NA,6564,TRUE,FALSE,FALSE,5,0,4,2,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Attempted South Summit of SURM (by Frost and Glenn),"BC1(2/10,3750m),Biv1(23/10,5300m),Biv2(24/10,6000m),Biv3(25/10,6300m),Smt(26/10),Biv4(26/10,6540m,),Biv5(27/10,5800m)",220559,NA,NA,Himalayan Guides,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464247
TENG23301,TENG,2023,3,Autumn,1,Nepal,S Ridge from south?,NA,NA,NA,UK,Nicolas Parks,British Tengkoma Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2023-10-30,2023-10-31,NA,1,0,NA,12,Did not attempt climb,Abandoned due to illness of leader,6000,FALSE,FALSE,FALSE,2,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(30/10,4800m),C1(5500m),C2(6000m),xxx",NA,NA,NA,Himalayan Guides,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464252
TENR23301,TENR,2023,3,Autumn,1,Nepal,W Face,NA,NA,NA,Czech Republic,Jan Kreisinger,Czech Tengi Ragi Tau Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2023-10-29,2023-10-31,NA,2,0,NA,2,"Success (subpeak, foresummit)",Intended only to go to summit ridge,6900,FALSE,FALSE,FALSE,1,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(29/10),Biv(30/10),xxx(31/10,6900m)",NA,NA,NA,Seven Summit Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464252
TILI23301,TILI,2023,3,Autumn,1,Nepal,N side,NA,NA,NA,Russia,Oksana Morneva,Tilicho Dream Team Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Belarus,Via Manang,NA,NA,NA,0,0,NA,12,Did not attempt climb,Abandoned due to deep snow blocking access to base camp for horses,0,FALSE,FALSE,FALSE,0,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,No Smt,NA,NA,NA,Chatours Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4003
TUKU23301,TUKU,2023,3,Autumn,1,Nepal,NW Ridge?,NA,NA,NA,France,Paulo Grobel,Paulo Grobel Tukuche Expedition 2023,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Belgium,Jomsom->Marpha->Yak Kharka->Dhampus Pass,2023-10-02,2023-10-08,NA,6,13,2023-10-15,4,"Bad weather (storms, high winds)",Abandoned at 6000m due to high winds,6000,FALSE,FALSE,FALSE,1,0,8,0,0,5,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(02/10,5186m),C1(07/10,5000m),xxx(08/10,6000m)",220184,NA,NA,Himalayan Travellers Nepal,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464274
YANS23301,YANS,2023,3,Autumn,1,Nepal,E Face,NA,NA,NA,Ecuador,Oswaldo Freire Cartagena,14 Peaks Dhagpache Expedition 2023,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,USA,NA,2023-10-26,2023-10-28,1909,2,3,2023-10-29,1,Success (main peak),NA,6567,FALSE,FALSE,FALSE,0,0,2,2,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(26/10,5100m),Smt(28/10)",60620,NA,1st ascent of E Face,14 Peaks Expedition,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464339
AMAD24101,AMAD,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,Vietnam,Nguyen Manh Duy,Adventure 14 Summit Ama Dablam 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2024-03-13,NA,0,0,NA,1,Success (main peak),NA,6814,FALSE,FALSE,FALSE,0,0,3,2,0,4,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Smt(13/03),NA,NA,NA,Adventure 14 Summit,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2465647
AMAD24102,AMAD,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,Australia,Shiao Yee Chong,8K Ama Dablam Int'l Expedition 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"China, Germany, India, Nepal, Malaysia, Malta, Russia, Switzerland, UK, USA",NA,NA,2024-04-05,1321,0,0,NA,1,Success (main peak),NA,6814,FALSE,FALSE,FALSE,0,0,17,12,0,19,14,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Smt(05,13-14,16,22-23/04)",NA,NA,NA,8K Expeditions,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2465670
AMAD24103,AMAD,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,UK,Liam Clayton,Makalu Adventure Ama Dablam Expedition 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, Brazil, Germany, India, Israel, Philippines, S Africa, S Korea, USA",NA,NA,2024-04-09,1300,0,0,NA,1,Success (main peak),NA,6814,FALSE,FALSE,FALSE,0,0,15,3,0,14,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Smt(09,16/04)",220839,NA,NA,Makalu Adventure,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2465674
AMAD24104,AMAD,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,Canada,Dominic Asselin,Attitud Montagne Ama Dablam Expedition Spring 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Lukla->Namche Bazar->Thyangboche->Dingboche,2024-04-01,2024-04-13,1000,12,15,2024-04-16,1,Success (main peak),NA,6814,FALSE,FALSE,FALSE,2,0,5,3,0,3,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(01/04,4580m),C1(05/04,5795m),C2(10/04,6044m),Smt(13/04)",220852,NA,NA,Friends Adventure Team,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2465678
AMAD24105,AMAD,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,Australia,Paul Adler,Seven Summit Treks (SST) Ama Dablam Expedition 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Austria, Canada, France, Germany, Kazakhstan, Switzerland, Turkey, UK, USA",NA,NA,2024-04-14,NA,0,0,NA,1,Success (main peak),NA,6814,FALSE,FALSE,FALSE,0,0,20,6,0,19,6,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Smt(14,19,24/04,03,05/05)",220858,NA,NA,Seven Summit Treks,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2465679
AMAD24106,AMAD,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,Germany,Alicia Bayer,14 Summits Ama Dablam Expedition 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Austria, Brazil, France, Ireland, Poland, Sweden, UK, Ukraine",NA,NA,2024-04-25,NA,0,0,NA,1,Success (main peak),NA,6814,FALSE,FALSE,FALSE,0,0,14,7,0,6,5,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Smt(25-26/04,03,15,18/05)",220865,NA,NA,14 Summits,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2465690
AMAD24107,AMAD,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,Chile,Eugenio Guzman,Shangri-La Nepal Treks (SNT) Ama Dablam Expedition 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada, France, New Zealand, USA",NA,NA,2024-05-19,NA,0,0,NA,1,Success (main peak),NA,6814,FALSE,FALSE,FALSE,0,0,10,0,0,10,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Smt(19/05),NA,NA,NA,Shangri-La Nepal Treks,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2465714
AMAD24108,AMAD,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,UK,Cameron Neil,IAM Trekking Int'l Ama Dablam Spring 2024,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, Austria, Czech Republic, France, India, Italy, Norway, Poland, Sweden, USA",NA,NA,NA,NA,0,0,NA,4,"Bad weather (storms, high winds)",Presume bad weather or bad condtions,0,FALSE,FALSE,FALSE,0,0,14,0,0,13,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,No Smt,NA,NA,NA,IAM Trekking,TRUE,FALSE,FALSE,FALSE,FALSE,NA,5264
AMAD24109,AMAD,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,UK,Matthew Meadows,Protrek Ama Dablam Spring 2024,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Israel,NA,NA,NA,NA,0,0,NA,4,"Bad weather (storms, high winds)",Presume bad weather or bad condtions,0,FALSE,FALSE,FALSE,0,0,3,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,No Smt,NA,NA,NA,Protrek Adventure,TRUE,FALSE,FALSE,FALSE,FALSE,NA,5264
ANN124101,ANN1,2024,1,Spring,1,Nepal,N Face,NA,NA,NA,Poland,Marek Lubelski,Satori Adventures Annapurna Expedition 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Andorra, Germany, Japan, Lebanon, Slovakia, Spain, USA",NA,NA,2024-04-13,NA,0,0,NA,1,Success (main peak),NA,8091,FALSE,FALSE,FALSE,0,0,9,5,0,12,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,220868,NA,NA,Satori Adventures,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2465768
ANN124102,ANN1,2024,1,Spring,1,Nepal,N Face,NA,NA,NA,Nepal,Chhang Dawa Sherpa,Seven Summit Treks (SST) Annapurna Expedition 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, Czech Republic, France, Peru, Romania, S Africa, Switzerland, Turkey, Ukraine, UK",NA,NA,2024-04-12,1202,0,0,NA,1,Success (main peak),NA,8091,FALSE,FALSE,FALSE,4,0,17,9,0,17,12,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Smt(12-14/04),220892,NA,NA,Seven Summit Treks,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2465767
ANN124103,ANN1,2024,1,Spring,1,Nepal,N Face,NA,NA,NA,UK,Nirmal Purja,Elite Annapurna Expedition 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Switzerland,NA,NA,2024-04-13,NA,0,0,NA,1,Success (main peak),NA,8091,FALSE,FALSE,FALSE,0,0,2,2,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Smt(13/04),NA,NA,NA,Elite Exped,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2465768
BARU24101,BARU,2024,1,Spring,1,Nepal,SE Ridge,NA,NA,NA,Spain,Jose Guillem Gonzalez,8K International Baruntse Expedition 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, France, Germany, India, Mexico, UK, USA",NA,NA,2024-04-20,NA,0,0,NA,1,Success (main peak),NA,7152,FALSE,FALSE,FALSE,0,0,12,4,0,5,5,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Smt(20,30/04,01/05)",220913,NA,NA,8K Expeditions,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2465910
BHEM24101,BHEM,2024,1,Spring,1,Nepal,SE side,NA,NA,NA,Japan,Hiroshi Kawasaki,Bochi-Bochi Bhemdang Ri Expedition 2024,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Syabrubesi->Kyanjin->BC,2024-05-06,2024-05-11,NA,5,7,2024-05-13,4,"Bad weather (storms, high winds)",Abandoned at 5700m due to bad weather,5700,FALSE,FALSE,FALSE,1,0,1,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(06/05,4800m),C1(10/05,5350m),xxx(11/05,5700m)",NA,NA,NA,Bochi Bochi Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2465976
BHRI24101,BHRI,2024,1,Spring,1,Nepal,NW side,NA,NA,NA,Switzerland,Erwin Jacomet,Bhrikuti Peak Climbing Spring 2024,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Pokhara->Jomsom->Chhusang->Surkhang->Yara->Ghuma Thanti->Damodar Khunda-BC,2024-05-06,2024-05-12,NA,6,14,2024-05-20,1,Success (main peak),NA,6476,FALSE,FALSE,FALSE,0,0,2,2,0,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(12/05,4500m),Smt(12/05)",NA,NA,NA,South Col Adventures,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2465977
CHOY22101,CHOY,2022,1,Spring,2,China,NW Side,NA,NA,NA,China,Tsering Samdrup,Holy Mountain Adventure Cho Oyu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,From Lhaha,NA,2022-05-16,NA,0,0,NA,1,Success (main peak),NA,8188,FALSE,FALSE,FALSE,2,0,14,13,0,13,13,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(13/09),ABC(5700m),C1(6450m),C2(29/09,7100m),Smt(16/05)",NA,NA,NA,Holy Mountain Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2465473
CHOY24101,CHOY,2024,1,Spring,1,Nepal,SW Ridge,NA,NA,NA,France,Alasdair McKenzie,Seven Summit Treks (SST) Cho Oyu Expedition 2024 Spring,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Heli from KTM to base camp via Lukla,2024-05-03,2024-06-07,0835,35,37,2024-06-09,1,Success (main peak),NA,8188,FALSE,FALSE,FALSE,4,0,1,1,0,8,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Climbed Lobuche East,"BC(03/05,5100m),C1(07/05,5700m),C2(25/05,6500m),C3(27/05,7000m),C4(06/06,7200m),Smt(07/06)",220951,NA,NA,Seven Summit Treks,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2466228
