agency,station_name,line,artist,art_title,art_date,art_material,art_description,art_image_link
NYCT,Bay Ridge Av,R,Katy Fischer,Strata,2017,Mosaic and hand-glazed ceramic,"Artist Katy Fischer creates abstract shapes to convey an expansive sense of time. Strata, references local history using imagined artifacts inspired by objects that could have been unearthed during the Bay Ridge Av stationÕs excavation in the early 20th century. The hand-glazed ceramic forms evoke items such as bone fish hooks used by the Lenape, Delft pottery shards of early Dutch settlers, and Colonial era tools and shoe buckles. Tiffany vases and railroad spikes mark the transition from farmland to residential community with the arrival of the subway. To aid in wayfinding, the contrasting background colors refer to the cyclical rhythms of the daily commute.",https://new.mta.info/agency/arts-design/collection/strata
NYCT,53 St,R,Mickalene Thomas,Untitled,2017,Mosaic and glass,"The mosaic artwork at 53 St Station is by Mickalene Thomas, a Brooklyn-based contemporary artist best known for her mixed-media, rhinestone and enamel paintings that have been exhibited around the world. The collage-like design juxtaposes textile patterns with the imagery of plants found in New York, bringing the beauty of nature and domestic interiors into the station. A repeating geometric pattern of emanating concentric rings carries throughout the piece like a photo flash or solar flare.",https://new.mta.info/agency/arts-design/collection/untitled-53-st
NYCT,Prospect Av,R,Monika Bravo,Duration,2017,Glass mosaic and ceramic-printed glass,"Artwork at Prospect Av station is by Monika Bravo, a Colombian-born, Brooklyn-based artist who has created site-specific, public installations in the U.S. and internationally. Bravo works with animation, sound, photography, and digital technology to explore time, space, and memory. Arising from her ongoing research of color and rhythm, the bold abstract patterns seen in Duration seem to pulsate with vibrant waves of energy. Data and material are woven together to create a new code that connects technology, process, and illusion. The composition layers forms drawn from Modern Abstraction, pixelated satellite images presented in mosaic tesserae, and historical maps and photos of the nearby waterfront.",https://new.mta.info/agency/arts-design/collection/duration
NYCT,Saratoga Av,3,Nancy Baker,Chandelier,2017,Painted stainless steel,"Nancy Baker combines iconic imagery such as jewels, pearls and geometric shapes with elements that are constant and reflective of Brooklyn, like the Ailanthus tree. The Ailanthus tree is ubiquitous to Brooklyn and found in unlikely and inhospitable places. ItÕs beautiful lance shaped leaves pop up in cracks in the sidewalk and concrete walls and is a metaphor for the courage and determination of the people of Brooklyn. Chandelier references the idea of Òlighting the wayÓ and is a reminder of the feeling when the lights of the train appear down the tracks, signaling the journey home. Hummingbirds are elegant and high energy and represent the vibe of Brooklyn. In creating the artwork, Baker recalled her childhood car journeys with her parents and the feeling of spotting an iconic colorful building. Baker seeks to capture the same elated, moment of wonder and believes public art can be transformative and speak to everyone.",https://new.mta.info/agency/arts-design/collection/chandelier-ailthanus
NYCT,Sutter Av-Rutland Rd,3,Nancy Baker,Ailanthus,2017,Painted stainless steel,"Nancy Baker combines iconic imagery such as jewels, pearls and geometric shapes with elements that are constant and reflective of Brooklyn, like the Ailanthus tree. The Ailanthus tree is ubiquitous to Brooklyn and found in unlikely and inhospitable places. ItÕs beautiful lance shaped leaves pop up in cracks in the sidewalk and concrete walls and is a metaphor for the courage and determination of the people of Brooklyn. Chandelier references the idea of Òlighting the wayÓ and is a reminder of the feeling when the lights of the train appear down the tracks, signaling the journey home. Hummingbirds are elegant and high energy and represent the vibe of Brooklyn. In creating the artwork, Baker recalled her childhood car journeys with her parents and the feeling of spotting an iconic colorful building. Baker seeks to capture the same elated, moment of wonder and believes public art can be transformative and speak to everyone.",https://new.mta.info/agency/arts-design/collection/chandelier-ailthanus
NYCT,96 St,Q,Sarah Sze,Blueprint for a Landscape,2017,porcelain ceramic panels,"Sarah SzeÕs artwork at 96th Street profoundly impacts the station, as her imagery is applied directly on over 4300 unique porcelain wall tiles, spanning approximately 14,000 square feet. The designs feature familiar objects Ð sheets of paper, scaffolding, birds, trees, and foliage Ð caught up in a whirlwind velocity that picks up speed and intensity as the composition unfolds throughout the station with references to energy fields and wind patterns. Each entrance features a different shade of blue and a blueprint-style vector line design, a visual theme that is integrated with the architecture, creating one of the most dynamic stations in the MTA system.

Sarah Sze represented the United States at the Venice Biennale in 2013, and was awarded a MacArthur Fellowship in 2003. She has exhibited in museums worldwide, and her works are held in the permanent collections of prominent institutions, including the Museum of Modern Art, the Guggenheim Museum, and the Whitney Museum of American Art. Sze has been featured in international Biennials and has created public works for MIT, the Walker Art Center, the High Line and the Public Art Fund in New York. She was born in Boston and lives and works in New York City.",https://new.mta.info/agency/arts-design/collection/blueprint-for-landscape
NYCT,Pennsylvania Av,3,Saya Woolfalk,Urban Garden Rail,2017,Painted stainless steel,"Inspired by the transformation of East New YorkÕs vacant lots into cherished local gardens, Woolfalk created Urban Garden Rail to reflect the people of the community, who work side by side to cultivate the land and enrich the local community. Many of the unused locations have been reclaimed by the local gardeners, resulting in thousands of pounds of produce that is consumed by the neighborhood residents as well as people who patronize the gardens and the local farmersÕ markets. Fabricated into two layers of painted stainless steel panels, Urban Garden Rail is located along the windscreen walls of the elevated stationsÕ platforms while many of the farms can be seen and are located within steps of the stations. Through the artwork, Saya Woolfalk depicts figures within the gardens while integrating background patterns from various cultures, seeking to capture the beauty, pride and intergenerational collaborations embedded in these spaces.",https://new.mta.info/agency/arts-design/collection/urban-garden-rail
NYCT,Van Siclen Av,3,Saya Woolfalk,Urban Garden Rail,2017,Painted stainless steel,"Inspired by the transformation of East New YorkÕs vacant lots into cherished local gardens, Woolfalk created Urban Garden Rail to reflect the people of the community, who work side by side to cultivate the land and enrich the local community. Many of the unused locations have been reclaimed by the local gardeners, resulting in thousands of pounds of produce that is consumed by the neighborhood residents as well as people who patronize the gardens and the local farmersÕ markets. Fabricated into two layers of painted stainless steel panels, Urban Garden Rail is located along the windscreen walls of the elevated stationsÕ platforms while many of the farms can be seen and are located within steps of the stations. Through the artwork, Saya Woolfalk depicts figures within the gardens while integrating background patterns from various cultures, seeking to capture the beauty, pride and intergenerational collaborations embedded in these spaces.",https://new.mta.info/agency/arts-design/collection/urban-garden-rail
MTA Bus Company,Manhattanville Bus Depot,NA,Tomo Mori,The Wheels on the Bus,2017,Laminated glass and metal,"For the Manhattanville Bus Depot, Tomo Mori designed ""The Wheels on the Bus,"" which consists of 10 glass panels and a metal sculptural piece. The artist created giant wheels for the main entrance of the depot, inspired by MTA buses and the people who keep New York City moving.

Determining the most effective fabrication method was intensive; the final piece incorporates three layers of mirrors, vibrant colors, and metallic foils. The laminated glass artwork can be viewed and enjoyed both inside and outside of the facility. The metal sculpture connects with the sections of the glass to continue the design of the wheels, creating a unique interplay. The sculpture includes various finishes and careful details of bolts and nuts that are intended to evoke actual bus wheels.

Buses are an important part of the Harlem community, and the depot building plays an important role in ensuring riders are well-served. The oversized wheels create a bold impact for the entrance, symbolizing movement, while the multi-colored patterns are representative of the diversity of the community. Mori created the original colorful artwork through layers of watercolor and was inspired by patterns of fabrics from various parts of the world. The multidimensional textures and colors depict emotions of people as well as connections within the community and the city.",https://new.mta.info/agency/arts-design/collection/wheels-on-bus
NYCT,72 St,Q,Vik Muniz,Perfect Strangers,2017,Glass mosaic and laminated glass,"Vik Muniz photographed more than three dozen ÒcharactersÓ who represent the unique and quirky kinds of people one encounters on the subway. These photographs have been recreated in mosaic and installed throughout the mezzanine and entrance areas, populating the station with colorful New Yorkers of all stripes. With the generous expanse of the mezzanine concourse, the figures humanize the space and provide bursts of color and visual interest, providing an opportunity for playful discovery while moving through the station. The main station entrance features a laminated glass canopy at street level depicting a flock of birds, bringing art and nature to the busy street.

Vik Muniz is a Brazilian-born artist based in New York City and Rio de Janeiro who uses unconventional materials and methods to create images culled from pop culture and art history. His work appears in international museum collections such as the Museum of Modern Art, the Metropolitan Museum of Art, the Guggenheim Museum, and the Whitney Museum of American Art. The Academy-award nominated documentary ÒWaste LandÓ featured his collaboration with catadores (waste-pickers) to create masterworks of art from recycled materials. Muniz was an artistic director of the 2016 Paralympic opening ceremony in Brazil.",https://new.mta.info/agency/arts-design/collection/perfect-strangers
Metro-North,Harlem-125 St,City Terminal Zone,Alison Saar,copacetic,2018,Laminated glass,"In 1991, Alison Saar created ""Hear the Lone Whistle Moan,"" a series of bronze relief sculptures on the north and south platforms of the station. The title refers to a spiritual that uses the train as a metaphor for the passage to heaven. Trains have often been associated by African Americans with escape, and the Underground Railroad in particular.  

In SaarÕs words, Òthese pieces É create a simple narrative of two people. One, the young woman coming to the city in hopes of advancing her career; the other, a successful businessman leaving the city to return to his hometown. I believe these two scenarios to be examples of how many Americans have used the railroads to and from New York throughout history. Yet I was also addressing the specific and rich tradition of the role of the railroad in general in the lives of African Americans.Ó A third figurative sculpture of a train conductor is located at the top of the platform stairs. 

In 2018, as part of station improvement, Saar expanded her original project and created ""copacetic,"" a panoramic scene of imagined dancers, singers, musicians, and patrons enjoying HarlemÕs heyday of the 1930s and Õ40s. ""copacetic"" comprises 24 laminated glass panels installed throughout the four glass shelters along the platforms. The upper windows are inspired by the Harlem-125 Street stationÕs wrought iron work and designs from the African diaspora.  

The glass artwork was created from the artistÕs original woodcut prints, which as she explains, Ògives a nod to the work of the many great African American artists of the Harlem Renaissance that have used the same medium [woodcut prints] in their practice, such as Elizabeth Catlett, Hale Woodruff, and Aaron Douglas.Ó SaarÕs palette of deep reds, blues, and yellows introduces a vibrant graphic quality to the platformÕs shelters, illuminated by the rising and setting sun over Harlem.

SaarÕs projects at Harlem-125 Street encourage preservation of HarlemÕs great legacy and celebrate its rich history.",https://new.mta.info/agency/arts-design/collection/copacetic-hear-the-lone-whistle
NYCT,Avenue U,F,Andrea Belag,Brooklyn Transitions,2018,Laminated glass,"For the Avenue U station along the F line in Brooklyn, artist Andrea Belag created Brooklyn Transitions, 30 permanent glass artworks installed on the North and Southbound platforms. Brooklyn Transitions celebrates the literal and figurative movement of New Yorkers. The six unique, painted compositions emphasize motion and the blending of color in her grand and vibrant gestural abstraction. Referencing colors found throughout the neighborhood surrounding the Avenue U station, BelagÕs palette and painted marks aim to mirror the diversity of New Yorkers in transit, as well as the movement of the human body in space. The boldness of the brushstrokes and color in the work is in counterpoint to the industrial station design, providing an energetic burst of creative expression. Andrea Belag worked closely with glass fabricator Mayer of Munich to create the hand-painted laminated glass panels that now adorn the Avenue U station. Brooklyn Transitions creates a radiant, expressive beacon for MTA riders, neighborhood residents and visitors to enjoy at the Avenue U station in South Brooklyn.",https://new.mta.info/agency/arts-design/collection/brooklyn-transitions
NYCT,WTC Cortlandt,1,Ann Hamilton,CHORUS,2018,Marble Mosaic,"WTC Cortlandt
ANN HAMILTON
CHORUS, 2018
Marble mosaic

Artist Ann Hamilton has created CHORUS, an expansive field of text-based artwork in marble mosaic as part of the construction of the new WTC Cortlandt station, which is located below street level within the World Trade Center site.

The artwork features a woven field of text taken from the U.S. Declaration of Independence and the 1948 United Nations Universal Declaration of Human Rights, which conveys a universal language and a timeless artistic excellence, bringing a calming quality to a charged place. This concordance of Rights and Declarations creates an immersive environment to be experienced by riders as they pass along the stationÕs platform walls.

CHORUS spans a total of 4,350 square feet and is integrated into the architectural design of the WTC Cortlandt station and the World Trade Center PATH transit hub to which it is connected. The artwork was created as the result of close collaboration between Ann Hamilton, typographic designer Hans Cogne, and skilled mosaic artisans at Mayer of Munich. Set in monochromatic marble mosaic, the woven text forms a white-on-white tactile surface framing the subway platforms and the movement of citizens throughout the site. The tactile surface invites subway riders to touch the text as they read the words, creating meaningful personal encounters meant to acknowledge the civic ideals and aspirations that form the foundation for the quality of life above.

Ann Hamilton is internationally recognized for her large-scale mixed-media installations. Noted for a dense accumulation of materials, her ephemeral environments create immersive experiences that poetically respond to the architectural presence and social history of their sites. Hamilton is a MacArthur and a Guggenheim fellow. She won the Skowhegan Medal for Sculpture, and represented the United States in the 1991 Sao Paulo Bienal, and the 1999 Venice Biennale. In 2015, Hamilton was honored with The National Medal of Arts, the highest award given to artists by the US government.",https://new.mta.info/agency/arts-design/collection/chorus
LIRR,Brentwood,Ronkonkoma,Armando Mari–o,The Guardian Angel,2018,Laminated glass,"Armando Mari–oÕs artwork The Guardian Angel is inspired by the historic development of Brentwood and its present as a community. Fabricated by Tom Patti Design, the glass captures the artistÕs original watercolor vibrancy and delicate brushstrokes. Featuring richly colored flowers from the country of origin of many of BrentwoodÕs residents, such as Mexican Dahlias, Peruvian qantu, and Salvadorean Flor de Izote, as well as native flowers of Long Island, a guardian owl representing BrentwoodÕs idyllic past protects the garden. It is a metaphor for cultures integrating harmoniously, rendered in bright, alluring colors and brushwork as an invitation by the artist to Òdiscover the beauty of life that needs to be preservedÉ [flowers] always come back after a hard winter like a reminder that there is always hope for a better future.Ó

In his research at the Brentwood Historical society, Mari–o discovered ÒThe Legend of the Red OwlÓ by Charles A. Codman, written around the same time as the founding of the Brentwood as ÒModern TimesÓ, a utopian community. The allegory is about past and present co-existing peacefully, in which an owl becomes the narratorÕs guardian angel. Mari–oÕs artwork is an update of this tale, with the owl as a modern guardian to inspire and protect the community.

Armando Mari–o is a Cuban artist based in Upstate NY. His paintings are characterized by luminous colors balanced with dark shadows, depicting common scenes with a surreal twist. Moving from one city and landscape to another among Cuba, the Netherlands, France, and Upstate NY has influenced his artistic focus. The imagery in Mari–oÕs work derives from everyday social issues like refugees, war, economics, and ecology.",https://new.mta.info/agency/arts-design/collection/guardian-angel
NYCT,Cathedral Pkwy (110 St),Port Jefferson,Christopher Wynter,Migration,2018,Glass mosaic,"As part of the 2018 station improvements, artist Chris Wynter extended his glass mosaic artwork, Migration, at Cathedral Parkway-110 St Station. Located near Frederick Douglass Circle, a gateway to Harlem, the artwork was originally installed in 1999 by Miotto Mosaic Art Studios, and it continues to evoke the spirit of migration, both of people who have found their home in Harlem, as well as the universal search for the feeling of home--in oneÕs heart and in the world. Imagery in the artwork includes houses atop stilts and wheels, ladders, the North Star, footprints, recurring circular patterns (both complete and incomplete), and African symbols of spiritual centering. These objects and a continuous pathway weave in and out of large simple shapes throughout the station, threading through the shifting dynamics of passage.",https://new.mta.info/agency/arts-design/collection/migration
LIRR,Bellmore,Babylon,Dan Funderburgh,SHOAL,2018,Glass Mosaic,"Bellmore
DAN FUNDERBURG
SHOAL, 2018
Ceramic tile and glass mosaic

Dan Funderburg's artwork SHOAL celebrates the journey between home and away and the flow of people, history, and identity throughout Long Island. Ocean waves cover three walls of the station house, featuring ocean buoys and flotsam of Lenape pottery shards and beads, and a flow of North Atlantic sea life in an imitation Delft pottery style. In addition to original patterns inspired by traditional ceramics, certain tiles also feature local icons such as the Jones Beach water tower, historic Bellmore station, and the nearby marinas.

In addition to the mosaic ocean waves, Miotto Mosaic Art Studio fabricated Funderburgh's elaborate design emulating hand painted glaze by digitally printing on ceramic tile and waterjet cutting the forms of native fish and crustaceans. These techniques are a marriage of traditional aesthetics and craft with modern technology and materials.

Dan Funderburgh is a New York based illustrator, artist, and designer whose creations are rooted in the world of decorative arts. His hand-screen-printed wallpaper designs have been featured in places like the Museum of Art & Design and are in the permanent collections of the Cooper-Hewitt and Brooklyn Museums. He received a BFA from the University of Kansas and currently lives and works in Brooklyn.",https://new.mta.info/agency/arts-design/collection/shoal
LIRR,Port Jefferson,Port Jefferson,David McQueen,"""...the vast and endless sea""",2018,Stainless Steel,"Port Jefferson
DAVID MCQUEEN
ÒÉthe vast and endless seaÓ, 2018
Stainless steel

Port Jefferson has a long history as a ship building center and a strong connection to its past. Located more than 2 hours east of Manhattan, the station serves as a gateway to the historic village that lies to its north. David McQueen's stainless steel sculpture at the LIRR Port Jefferson station is comprised of three ships once built in Port Jefferson (a schooner, a yawl, and a sloop), and he wanted them to ""sail through its consciousness"". Each is positioned to curve as if sailing through the sea, and held aloft by 52 boat stands. The ships are modified re-creations of those built here during the mid-1800's at the Bayles and Darling Shipyards.

The title of the sculpture is taken from the French aviator and author Antoine de Saint-ExupŽry's writings in a passage about instilling a love of the sea, ""If you wish to build a ship, do not divide the men into teams and send them to the forest to cut wood. Instead, teach them to long for the vast and endless sea."" The ships are presented as if they are in the process of being built, temporarily aground, but bound for the ocean. They are connected to the past, but look to the future, full with potential.",https://new.mta.info/agency/arts-design/collection/vast-endless-sea
NYCT,145 St,3,Derek Fordjour,PARADE,2018,Glass and Ceramic Mosaic,"145th Street
DEREK FORDJOUR
PARADE, 2018
Glass and ceramic mosaic

Glass and ceramic mosaic artwork by Derek Fordjour appears throughout the historic 145th St-Lenox Av station, and celebrates the African-American parade tradition in Harlem and its pageantry. Miotto Mosaic Art Studios translated FordjourÕs layered surfaces into glass and ceramic mosaic, capturing the collage process inherent in his work. Based on his richly textured paintings created with humble materials such as newspaper, oil pastels, and charcoal, lines of drum majors, majorettes, dancers, and drummers joyfully parade along the platforms, and are accompanied by crowds of people and flags.

From his historic research into the neighborhood, the artist touches on the legacy of parades through Harlem starting with the Harlem Hellfighters 369th Regiment in 1919 after WWI, through to the African American Day Parade founded during the Civil Rights movement of the 1960s and continuing today. FordjourÕs artwork provides riders with a chance to encounter a celebration of community, history, and identity in the colorful art that complements the stationÕs improvements and reinforces the historic fabric of the station.

Derek Fordjour is a Harlem-based artist of African-American heritage. In his richly textured paintings, the artist draws upon a variety of sources including sporting imagery, board games, and carnival motifs to explore ideas of vulnerability, aspiration, and structures of fairness. He has recently held residencies at the Sugar Hill Museum and the Sharpe-Walentas Studio Program, and was awarded the 2018 Deutsche Bank NYFA Fellowship Award. He is a graduate of Morehouse College, earned graduate degrees in Art Education from Harvard University, and painting from Hunter College.",https://new.mta.info/agency/arts-design/collection/parade
NYCT,34 St-Penn Station,"1,2,3",Diana Al-Hadid,The Arches of Old Penn Station; The Arc of Gradiva,2018,Glass Mosaic,"34th Street-Penn Station
DIANA AL-HADID
The Arches of Old Penn Station; The Arc of Gradiva, 2018
Glass mosaic

The glass mosaic artworks installed at 34th Street-Penn Station on the 7 Av Line are meditations on the unique history of Penn Station and a reflection of its transient atmosphere as one of New York CityÕs immense transportation hubs. Resurrected in shimmering glass mosaic of pearls, aquas, and gold, the works are both historic and contemporary, static and fluid, figural and architectural. In The Arc of Gradiva on the sixty-foot long south wall, an image of Gradiva, the mythological female character from Wilhelm JensenÕs novella who Òwalks through wallsÓ and roams the ancient ruins of Pompeii, appears as a ghostly apparition, with the flowing fabric of her garment stretching the length of the wall. Her footsteps mirror those of the crowds in the station. The Arches of Old Penn Station on the west wall holds a painterly image of the original 1910 Beaux-Arts Penn Station grand interior, dripping and obscured, suggestive of an image slipping off the surface, but also tied and held to the grid of the surrounding tilework. Both images originate from life-size line drawings on mylar. The gestural lines create ghosted images of the past, coming in and out of focus through the stationÕs walls. When considered together, one might imagine that Gradiva has come to claim both the original Penn Station in its former glory, as well as stake her presence in the newly improved subway station.",https://new.mta.info/agency/arts-design/collection/arches-of-old-penn-station
NYCT,Broadway,"N,W",Diane Carr,Outlook,2018,Laminated Glass,"Broadway
DIANE CARR
Outlook, 2018
Laminated glass

Capturing the fleeting atmosphere of a moment in place, Outlook for the Broadway station is an imaginary, saturated, color-filled landscape that references the past and present of the neighborhood surrounding the elevated station in Astoria. The laminated glass artwork highlights the native flora in the area, and the deciduous woodlands, ponds, swamps, wetlands, meadows, and conifer forests that were once dominant features in the location. The palette choices for Outlook are inspired by the current colors visible in the neighborhood, including those found in the existing architecture, storefronts, restaurants and public spaces. Carr worked closely with Peters Studios to translate her original landscape paintings into hand-painted glass to be integrated into the station facades and windows in the waiting area.",https://new.mta.info/agency/arts-design/collection/outlook
NYCT,18 Av,N,Emilio Perez,Fluxus / Rythmus,2018,Mosaic/glass,"Emilio PerezÕs ""Fluxus/Rhythmus,"" located at the 18 Av station on the Sea Beach Line, is composed of abstracted and stylized colorful forms that are inspired by movement, spontaneity, and the expressiveness of paintbrush strokes. Perez created his textured paintings by carving away paint from the surface to build swirling forms that dance in front of the viewer.

The vibrancy of PerezÕs distinctive painting style and imagery was translated into 22 glass mosaic panels by Mosaicos Venecianos de MŽxico for the 18 Av station. Perez captures the energy of the stationÕs location and its people through the use of bright colors and the movement of painterly forms. The artwork reflects the flow of the transit system as a living organism, and inspires travelers in continuous motion.",https://new.mta.info/agency/arts-design/collection/fluxus-rhythmus
SIR,Richmond Valley,SIR,Everet,A Portrayal of Life at Mill Creek,2018,Stainless,"Richmond Valley
EVERET
A Portrayal of Life at Mill Creek, 2018
Stainless steel

Areas surrounding Richmond Valley station are interlaced with beautiful ponds, streams and wetlands. They are the inspiration for EveretÕs artwork, A Portrayal of Life at Mill Creek. Everet created a series of stainless steel artwork panels that represent species of wildlife supported in local habitats.

The artist presents varying combinations of animal, insect and plant species within each panel design. The Common Snapping Turtle, known to nest in the area, is paired with the Indian Tobacco Plant which is named for the tobacco-like scent of its small ornate flowers. The naturalized Climbing Nightshade Vine, with its dangling star-like flowers and red berries is coupled with the Appalachian Brook Crayfish, whose chimney like openings occasionally protrude from a network of tunnels along the banks of the creek. The Calico Pennant Dragonfly, endowed by nature with red heart-shaped spots is complemented with tall colonies of Common Cattail, that are known for their dense cylindrical flowers. The Yellow Trout Lily, which appears briefly in spring, is combined with the Morning Cicada, which is named for its singing from morning to midday.

Many of the plants and animals in the local ecosystem have nurtured each other and served as a source of food and medicine for humans. A decline in quality or loss of habitat can threaten the future of inhabitants in this ecosystem. With this artwork, the artist hopes to raise awareness of and appreciation for the rich local wildlife of this Staten Island community.",https://new.mta.info/agency/arts-design/collection/portrayal-of-life-at-mill-creek
NYCT,163 St-Amsterdam Av,C,Firelei B‡ez,"Ciguapa Antellana, me llamo sueÃ±o de la madrugada (who more sci-fi than us)",2018,Glass Mosaic,"Glass mosaic artwork by Firelei B‡ez for the 163 St-Amsterdam Av station includes two platform wall murals and two mezzanine level murals, creating a lively and lush environment. The artwork is steeped in the artistÕs Caribbean cultural heritage and that of the neighborhood, with the title being derived from the novel ÒThe Brief Wonderous Life of Oscar WaoÓ by Junot Diaz. Tropical and North American leaves and vines are intertwined with intricate patterns and hand symbols representative of the communities in Washington Heights, incorporating healing imagery familiar to many cultures and inspiring a vision of hope for the future. Ciguapas, powerful feminine figures from Dominican folklore, join passengers on the daily commute. B‡ezÕs art works on many levels to explore the identities of women, myth, tradition and cultural while bringing a unique perspective as a Dominican-Haitian artist.",https://new.mta.info/agency/arts-design/collection/ciguapa-antellana-me-llamo-sueno-de-la-madrugada
Metro-North,Mount Vernon 14th Avenue Bridge,New Haven,Frances Gallardo,Line to Line,2018,Powder-coated aluminum fence panels,"Inspired by the history of Mount Vernon (nicknamed ÒCity of HomesÓ), Frances Gallardo researched the early blueprints of the cityÕs original planning design. The artwork, which replaces standard picket fencing on the 14th Avenue bridge parapets, is an invented map of Mount Vernon, based on the grid structure of city land plots and overlaid with personal mapping that imagines a personÕs daily route through the city. The artist reflects on movement, exploration, and personal routes of the cityÕs residents and visitors, from different vantage points over time.  

Gallardo hand cut print-outs of vintage maps to create intricate lacelike patterns, and then combined different pieces together in a patchwork. These designs were then made into digital files which were utilized by metal fabricator Milgo/Bufkin to cut aluminum panels with a waterjet and then painted black. The panels are integrated with the standard picket fencing on both sides of the new 14th Avenue bridge. The artwork connects elements of the city and the lines of the train tracks below the bridge, creating a rhythm of visual interest that will evolve over time as viewers create their own paths through the city and sparking imagination about the evolution of the community.",https://new.mta.info/agency/arts-design/collection/line-to-line
NYCT,Avenue P,F,Jackie Battenfield,Tree Canopy,2018,Laminated Glass,"For the Avenue P station, artist Jackie Battenfield reflects on BrooklynÕs trees. These trees provide a canopy of shade on the walk to and from the subway, shelter during an unexpected rain shower, and soften the urban geometry. Similarly, the subway and sidewalks provide the public with a path to jobs, adventures, and visits with friends. The artist chose branching trees that are found on the sidewalks and yards of the neighborhoods surrounding the Avenue P station including beech, dogwood, and maple trees. 

BattenfieldÕs paintings of twisting boughs, and flowering and leafing trees, are set against a pristine white sky to explore the dynamic between abstraction and figuration. Her selection of color is intentionally atypical of nature, providing a wide palette of pigments. Fabricated in laminated glass by Depp Glass and placed above the platform stairs, the bright and welcoming tree canopies unfold as subway riders enter and exit the station. The colorful trees animate the stationÕs environment like the liveliness of nature itself.",https://new.mta.info/agency/arts-design/collection/tree-canopy
LIRR,Merrick,Babylon,James Gulliver Hancock,Connection Cultivating Communities,2018,Ceramic mosaic and handmade ceramic tile,"Merrick
JAMES GULLIVER HANCOCK
Connection Cultivating Communities, 2018
Ceramic mosaic and handmade ceramic tile

James Gulliver Hancock's artwork Connection Cultivating Communities for the station waiting room begins with the idea of the LIRR map as a tree branch extending outward, imagining each town that along the line as blossoms. The unique communities of Long Island in his whimsical, playful style documenting the small details in the artist's colorful world. The blooms depict vignettes of the station's community. Residents will recognize Long Island landmarks such as Montauk Point Lighthouse, post office, fire houses, Chatterton School, Merrick Library, Merrick Gables Spanish architecture, and LIRR Merrick station itself. The artwork combines ceramic mosaic created by Miotto Mosaic Art Studio and handmade ceramic tile by Fank Giorgini Handmade Tiles, Udu Inc.

James Gulliver Hancock is a well-travelled illustrator known for his playful illustration style. His personal project All the Buildings in New York stems from an interest in obsession and recording of places, and what began as a blog is now a multi-city book series. He has created murals for NYU Medical Center and Woolworths, and illustrations for Chipotle, The New York Times, Coca-Cola, and many others. The artist grew up in Sydney, Australia, where he splits his time with Brooklyn, New York.",https://new.mta.info/agency/arts-design/collection/connection-cultivating-communities
NYCT,86 St,"C,B",Joyce Kozloff,Parkside Portals,2018,Glass Mosaic and Ceramic Tile,"86 St
JOYCE KOZLOFF
Parkside Portals, 2018
Glass mosaic and ceramic tile

The six colorful glass mosaic and ceramic tile murals in Joyce KozloffÕs ÒParkside PortalsÓ offer a view of the Upper West Side through a micro and macro lens. The perspective shifts from aerial views of Central Park West using Google Earth technology, to a zoom on the lavish design elements found on the neighborhoodÕs majestic building facades, which Kozloff riffs on and embellishes with her eye for color and knowledge of the community, from the decade she lived on the Upper West Side. Framing these details are the trees of Central Park during the four seasons of the year. The artwork pays homage to the architecture of Central Park West, and its beaux arts and art deco ornamentation, and includes a map of Seneca Village, which was a 5 acre settlement founded in 1825 situated where Central Park now lies, of mostly African American landowners, the first such community in the city. Kozloff collaborated closely with Miotto Mosaics and Travisanutto, Giovanni SRL who translated her intricate paintings into glazed tiles and glass mosaics.",https://new.mta.info/agency/arts-design/collection/parkside-portals
NYCT,18 Av,F,Julien Gardair,We are each others,2018,Stainless Steel,"Brooklyn-based artist Julien Gardair created We are each others for the Kings Highway and 18th Avenue Stations. The artwork depicts figural sculptures with seating elements and whimsical surface design on windscreen panels. Figures from local history as well as present-day residents were the inspiration for the stainless steel sculptures. The artist refers to the early days of the area such as the arrival of European settlers and the foundation of the Culver train line at the turn of the 20th century bringing an expansion of residents in South Brooklyn. This series of joyful sculptures also captures themes of family life and resourcefulness in the neighborhood. For the windscreen panels, the artist utilized a single design to create multiple unique compositions arranged in different configurations. The positive and negative shapes of the design mirror each other from across the platform at each station. Gardair created all of the artwork with a no-waste design framework which relates to the future of the neighborhood and the environmental impact of all of New York City. Passengers will travel through time and imagination on their commute when experiencing Julien GardairÕs We are each others artwork at these two Culver Line Stations.",https://new.mta.info/agency/arts-design/collection/we-are-each-others
NYCT,Kings Hwy,F,Julien Gardair,We are each others,2018,Stainless Steel,"Brooklyn-based artist Julien Gardair created We are each others for the Kings Highway and 18th Avenue Stations. The artwork depicts figural sculptures with seating elements and whimsical surface design on windscreen panels. Figures from local history as well as present-day residents were the inspiration for the stainless steel sculptures. The artist refers to the early days of the area such as the arrival of European settlers and the foundation of the Culver train line at the turn of the 20th century bringing an expansion of residents in South Brooklyn. This series of joyful sculptures also captures themes of family life and resourcefulness in the neighborhood. For the windscreen panels, the artist utilized a single design to create multiple unique compositions arranged in different configurations. The positive and negative shapes of the design mirror each other from across the platform at each station. Gardair created all of the artwork with a no-waste design framework which relates to the future of the neighborhood and the environmental impact of all of New York City. Passengers will travel through time and imagination on their commute when experiencing Julien GardairÕs We are each others artwork at these two Culver Line Stations.",https://new.mta.info/agency/arts-design/collection/we-are-each-others
