lat,long,county,carries,yr_built,bridge_condition,avg_daily_traffic,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
39.65999985,-76.17500305,Harford County,US 1,1927,Fair,9652,7762,11,15,State Highway Agency,State Highway Agency,9652 vehicles
39.62166595,-76.30000305,Harford County,US 1,1934,Fair,11172,465,06,16,State Highway Agency,State Highway Agency,11172 vehicles
39.5487333333333,-76.3499,Harford County,US 1 BU,1953,Fair,11230,NA,01,17,State Highway Agency,State Highway Agency,11230 vehicles
39.51499939,-76.37000275,Harford County,US 1 BU,1930,Fair,20564,NA,06,16,State Highway Agency,State Highway Agency,20564 vehicles
39.51499939,-76.15833282,Harford County,MD 22,1968,Fair,17370,NA,02,15,State Highway Agency,State Highway Agency,17370 vehicles
39.55833435,-76.36499786,Harford County,US 1 & RAMP C(2),1964,Fair,23320,NA,01,16,State Highway Agency,State Highway Agency,23320 vehicles
39.4910166666667,-76.20339722222222,Harford County,MD 7,1993,Good,12210,NA,09,15,State Highway Agency,State Highway Agency,12210 vehicles
39.4885611111111,-76.21444722222222,Harford County,MD 7,1925,Fair,12210,54,11,16,State Highway Agency,State Highway Agency,12210 vehicles
39.4766,-76.26037777777778,Harford County,MD 7,2014,Good,12500,NA,08,16,State Highway Agency,State Highway Agency,12500 vehicles
39.471925,-76.26663611111111,Harford County,MD 7,1923,Fair,11350,112,08,16,State Highway Agency,State Highway Agency,11350 vehicles
39.4431833333333,-76.31535277777778,Harford County,MD 7,1991,Good,7300,398,11,15,State Highway Agency,State Highway Agency,7300 vehicles
39.54166794,-76.33000183,Harford County,MD 22,1950,Fair,22861,NA,04,16,State Highway Agency,State Highway Agency,22861 vehicles
39.5203138888889,-76.14000555555556,Harford County,MD 132B,1930,Fair,4030,64,10,16,State Highway Agency,State Highway Agency,4030 vehicles
39.6759805555556,-76.53787777777778,Harford County,MD 23,1989,Fair,3552,NA,05,16,State Highway Agency,State Highway Agency,3552 vehicles
39.55500031,-76.36833191,Harford County,US 1,1964,Fair,20002,1433,02,16,State Highway Agency,State Highway Agency,20002 vehicles
39.6416444444444,-76.41231388888889,Harford County,MD 24,1934,Fair,3522,274,03,16,State Highway Agency,State Highway Agency,3522 vehicles
39.6320888888889,-76.41106388888889,Harford County,MD 24,1917,Fair,3193,55,01,16,State Highway Agency,State Highway Agency,3193 vehicles
39.6166111111111,-76.40055555555556,Harford County,MD 24,1917,Fair,3572,154,01,16,State Highway Agency,State Highway Agency,3572 vehicles
39.5233345,-76.14333344,Harford County,US 40,1935,Fair,27800,316,05,16,State Highway Agency,State Highway Agency,27800 vehicles
39.49333191,-76.18333435,Harford County,MD 715,1985,Fair,11583,NA,07,15,State Highway Agency,State Highway Agency,11583 vehicles
39.49166489,-76.19333649,Harford County,US 40,1935,Fair,31990,NA,10,16,State Highway Agency,State Highway Agency,31990 vehicles
39.47999954,-76.21833038,Harford County,US 40,1935,Fair,25930,NA,02,15,State Highway Agency,State Highway Agency,25930 vehicles
39.46166611,-76.25333405,Harford County,US 40,1935,Fair,21093,NA,02,15,State Highway Agency,State Highway Agency,21093 vehicles
39.43999863,-76.29499817,Harford County,US 40,1994,Good,21614,NA,09,16,State Highway Agency,State Highway Agency,21614 vehicles
39.4383316,-76.30166626,Harford County,US 40,1935,Fair,21093,NA,09,16,State Highway Agency,State Highway Agency,21093 vehicles
39.7039805555556,-76.51476666666667,Harford County,MD 136,1935,Fair,1901,NA,06,16,State Highway Agency,State Highway Agency,1901 vehicles
39.6980833333333,-76.46590833333333,Harford County,MD 136,1934,Fair,2161,75,02,16,State Highway Agency,State Highway Agency,2161 vehicles
39.6964388888889,-76.42756388888888,Harford County,MD 136,1931,Fair,2161,99,02,16,State Highway Agency,State Highway Agency,2161 vehicles
39.6755,-76.2873,Harford County,MD 136,1961,Fair,7511,NA,06,16,State Highway Agency,State Highway Agency,7511 vehicles
39.5297972222222,-76.26273333333333,Harford County,MD 136,2006,Good,6361,NA,08,16,State Highway Agency,State Highway Agency,6361 vehicles
39.51499939,-76.15833282,Harford County,MD 22,1968,Fair,17370,NA,06,16,State Highway Agency,State Highway Agency,17370 vehicles
39.4343694444444,-76.33998055555556,Harford County,MD 152,1971,Good,24672,NA,10,15,State Highway Agency,State Highway Agency,24672 vehicles
39.4042861111111,-76.319875,Harford County,MD 152,1994,Good,341,NA,02,17,State Highway Agency,State Highway Agency,341 vehicles
39.5666611111111,-76.182125,Harford County,MD 156,1922,Fair,970,NA,05,16,State Highway Agency,State Highway Agency,970 vehicles
39.4876694444444,-76.19331944444444,Harford County,MD 159,2008,Good,4980,NA,09,16,State Highway Agency,State Highway Agency,4980 vehicles
39.6166861111111,-76.20090555555555,Harford County,MD 161,1995,Good,5291,NA,07,16,State Highway Agency,State Highway Agency,5291 vehicles
39.6900083333333,-76.37420277777778,Harford County,MD 165,1959,Fair,5772,NA,01,16,State Highway Agency,State Highway Agency,5772 vehicles
39.44666672,-76.30666351,Harford County,MD 24,1996,Good,20242,NA,03,15,State Highway Agency,State Highway Agency,20242 vehicles
39.44666672,-76.30666351,Harford County,MD 24,1967,Fair,20242,NA,03,15,State Highway Agency,State Highway Agency,20242 vehicles
39.6659611111111,-76.44197222222222,Harford County,MD 165,1932,Fair,6101,165,03,16,State Highway Agency,State Highway Agency,6101 vehicles
39.6620305555556,-76.44847777777778,Harford County,MD 165,1930,Fair,6035,NA,03,16,State Highway Agency,State Highway Agency,6035 vehicles
39.5565666666667,-76.46425555555555,Harford County,MD 165,2004,Fair,7471,NA,01,17,State Highway Agency,State Highway Agency,7471 vehicles
39.5559888888889,-76.46511666666666,Harford County,MD 165,2004,Good,7471,NA,01,17,State Highway Agency,State Highway Agency,7471 vehicles
39.5314416666667,-76.16889166666667,Harford County,MD 462,1978,Fair,6960,NA,03,16,State Highway Agency,State Highway Agency,6960 vehicles
39.5340861111111,-76.16805833333333,Harford County,MD 462,1978,Fair,7401,NA,03,16,State Highway Agency,State Highway Agency,7401 vehicles
39.6189138888889,-76.33069166666667,Harford County,MD 543,1932,Fair,7621,205,06,16,State Highway Agency,State Highway Agency,7621 vehicles
39.5084333333333,-76.27515277777778,Harford County,MD 543,1936,Fair,14221,46,05,16,State Highway Agency,State Highway Agency,14221 vehicles
39.492025,-76.25884166666667,Harford County,MD 543,1988,Fair,18082,NA,06,16,State Highway Agency,State Highway Agency,18082 vehicles
39.6956888888889,-76.244225,Harford County,MD 623,1998,Good,1120,NA,07,16,State Highway Agency,State Highway Agency,1120 vehicles
39.6756444444444,-76.21539722222222,Harford County,MD 623,1987,Good,1501,NA,05,16,State Highway Agency,State Highway Agency,1501 vehicles
39.6961888888889,-76.39020833333333,Harford County,MD 624,1936,Fair,3920,52,07,16,State Highway Agency,State Highway Agency,3920 vehicles
39.6846388888889,-76.38903333333333,Harford County,MD 624,1936,Fair,3920,46,03,16,State Highway Agency,State Highway Agency,3920 vehicles
39.6615861111111,-76.32845,Harford County,MD 646,1933,Fair,1140,NA,01,16,State Highway Agency,State Highway Agency,1140 vehicles
39.4907194444444,-76.17567777777778,Harford County,MD 715 EB,1943,Fair,11550,NA,02,15,State Highway Agency,State Highway Agency,11550 vehicles
39.4906638888889,-76.17500833333334,Harford County,MD 715 WB,1943,Fair,11550,NA,01,17,State Highway Agency,State Highway Agency,11550 vehicles
39.5238777777778,-76.13777777777777,Harford County,MD 132B,1943,Fair,4030,461,01,17,State Highway Agency,State Highway Agency,4030 vehicles
39.4366684,-76.3033371,Harford County,MD 24,1995,Good,20242,NA,11,15,State Highway Agency,State Highway Agency,20242 vehicles
39.4373916666667,-76.30266666666667,Harford County,MD 24 SBR,1967,Fair,20242,NA,11,15,State Highway Agency,State Highway Agency,20242 vehicles
39.5764277777778,-76.43877777777777,Harford County,MD 23,1961,Fair,11602,NA,07,16,State Highway Agency,State Highway Agency,11602 vehicles
39.5834833333333,-76.45409166666667,Harford County,MD 23,1961,Good,11892,NA,11,15,State Highway Agency,State Highway Agency,11892 vehicles
39.52000046,-76.37333679,Harford County,US 1,1963,Fair,21112,351,03,15,State Highway Agency,State Highway Agency,21112 vehicles
39.52666855,-76.37000275,Harford County,US 1,1963,Fair,20542,NA,11,15,State Highway Agency,State Highway Agency,20542 vehicles
39.5437666666667,-76.36948611111112,Harford County,VALE ROAD,1963,Fair,2254,564,03,16,State Highway Agency,State Highway Agency,2254 vehicles
39.51666641,-76.16388702,Harford County,MD 22,1968,Fair,25940,NA,10,15,State Highway Agency,State Highway Agency,25940 vehicles
39.51666641,-76.16000366,Harford County,US 40 & RMPS 5 & 6,1968,Good,26751,NA,06,16,State Highway Agency,State Highway Agency,26751 vehicles
39.4438138888889,-76.29917777777777,Harford County,MD 24,1995,Good,20242,NA,08,15,State Highway Agency,State Highway Agency,20242 vehicles
39.444175,-76.29943055555556,Harford County,MD 24 SBR,1970,Fair,20242,NA,08,15,State Highway Agency,State Highway Agency,20242 vehicles
39.4112305555556,-76.30212777777778,Harford County,MD 24,1974,Fair,13262,NA,02,16,State Highway Agency,State Highway Agency,13262 vehicles
39.5358583333333,-76.11453888888889,Harford County,MD 7A,1983,Good,11270,2025,12,15,State Highway Agency,State Highway Agency,11270 vehicles
39.5425472222222,-76.16640277777778,Harford County,MD 462,1978,Good,6501,NA,03,16,State Highway Agency,State Highway Agency,6501 vehicles
39.5059805555556,-76.16394444444444,Harford County,MD 132,1983,Fair,3900,NA,06,16,State Highway Agency,State Highway Agency,3900 vehicles
39.48500061,-76.25166321,Harford County,MD 543,1991,Good,18391,268,11,15,State Highway Agency,State Highway Agency,18391 vehicles
39.6466138888889,-76.41018888888888,Harford County,MD 24,1986,Good,3193,NA,12,15,State Highway Agency,State Highway Agency,3193 vehicles
39.6573111111111,-76.40798055555555,Harford County,MD 24,1986,Fair,3193,NA,04,15,State Highway Agency,State Highway Agency,3193 vehicles
39.6513388888889,-76.41023888888888,Harford County,MD 24,1986,Fair,3193,NA,06,16,State Highway Agency,State Highway Agency,3193 vehicles
39.4519833333333,-76.28866111111111,Harford County,MD 7,1976,Fair,13781,NA,08,16,State Highway Agency,State Highway Agency,13781 vehicles
39.4708166666667,-76.23419722222222,Harford County,MD 543,1995,Good,17981,NA,09,15,State Highway Agency,State Highway Agency,17981 vehicles
39.5334138888889,-76.364475,Harford County,MD 24F,1987,Fair,23140,NA,11,15,State Highway Agency,State Highway Agency,23140 vehicles
39.5316666666667,-76.36496944444444,Harford County,MD 24 & 24E,1987,Good,23140,NA,11,15,State Highway Agency,State Highway Agency,23140 vehicles
39.5307166666667,-76.36070277777777,Harford County,MD 24,1987,Good,21480,NA,11,15,State Highway Agency,State Highway Agency,21480 vehicles
39.5230388888889,-76.34850555555556,Harford County,MD 24,1987,Fair,35300,NA,11,15,State Highway Agency,State Highway Agency,35300 vehicles
39.5115083333333,-76.34151111111112,Harford County,MD 24,1987,Fair,37310,NA,11,15,State Highway Agency,State Highway Agency,37310 vehicles
39.5072166666667,-76.33923888888889,Harford County,MD 24,1987,Good,37310,NA,11,15,State Highway Agency,State Highway Agency,37310 vehicles
39.42499924,-76.30833435,Harford County,MD 24,1969,Fair,24240,NA,03,16,State Highway Agency,State Highway Agency,24240 vehicles
39.6522833333333,-76.20368611111111,Harford County,MD 623,1993,Fair,1620,NA,05,16,State Highway Agency,State Highway Agency,1620 vehicles
39.45833206,-76.30833435,Harford County,MD 24,2011,Good,72060,NA,01,16,State Highway Agency,State Highway Agency,72060 vehicles
39.44833374,-76.3216629,Harford County,FASHION WAY,1972,Good,510,NA,08,16,County Highway Agency,County Highway Agency,510 vehicles
39.47499847,-76.33833313,Harford County,WINTERS RUN ROAD,1972,Good,530,78,07,15,County Highway Agency,County Highway Agency,530 vehicles
39.47333145,-76.34166718,Harford County,SINGER ROAD,2003,Good,4100,NA,07,15,County Highway Agency,County Highway Agency,4100 vehicles
39.47499847,-76.33833313,Harford County,SINGER ROAD,1983,Fair,8300,253,07,15,County Highway Agency,County Highway Agency,8300 vehicles
39.50333405,-76.30833435,Harford County,WHEEL ROAD,1996,Good,5500,NA,07,15,County Highway Agency,County Highway Agency,5500 vehicles
39.50333405,-76.28500366,Harford County,CEDAR LANE,1971,Fair,110,NA,07,15,County Highway Agency,County Highway Agency,110 vehicles
39.50472641,-76.25904846,Harford County,NOVA SCOTIA ROAD,1930,Good,240,NA,07,15,County Highway Agency,County Highway Agency,240 vehicles
39.49390793,-76.2533493,Harford County,CULLUM ROAD,1920,Fair,270,126,12,16,County Highway Agency,County Highway Agency,270 vehicles
39.47833252,-76.27999878,Harford County,HOOKERS MILL ROAD,1957,Fair,1000,NA,07,15,County Highway Agency,County Highway Agency,1000 vehicles
39.4766655,-76.20333099,Harford County,SPESUTIA ROAD,1966,Fair,4200,NA,08,15,County Highway Agency,County Highway Agency,4200 vehicles
39.53833389,-76.21333313,Harford County,CARSINS RUN ROAD,1972,Fair,590,NA,07,15,County Highway Agency,County Highway Agency,590 vehicles
39.54000092,-76.20166779,Harford County,ALDINO-STEPNEY RD,2000,Good,430,NA,09,15,County Highway Agency,County Highway Agency,430 vehicles
39.55937576,-76.18042755,Harford County,WEST CHAPEL ROAD,1930,Poor,330,86,12,16,County Highway Agency,County Highway Agency,330 vehicles
39.59000015,-76.15833282,Harford County,COOLEY MILL ROAD,1997,Good,180,NA,07,15,County Highway Agency,County Highway Agency,180 vehicles
39.6016655,-76.15000153,Harford County,QUAKER BOTTOM ROAD,1982,Fair,200,NA,07,15,County Highway Agency,County Highway Agency,200 vehicles
39.60833359,-76.14666748,Harford County,ROCK RUN ROAD,1955,Fair,150,NA,12,16,County Highway Agency,County Highway Agency,150 vehicles
39.61000061,-76.14499664,Harford County,STAFFORD ROAD,1991,Fair,260,NA,09,15,County Highway Agency,County Highway Agency,260 vehicles
39.62333298,-76.16500092,Harford County,STAFFORD ROAD,1951,Poor,460,746,09,15,County Highway Agency,County Highway Agency,460 vehicles
39.49666595,-76.28666687,Harford County,CEDARDAY DRIVE,2005,Good,200,NA,10,15,County Highway Agency,County Highway Agency,200 vehicles
39.60666656,-76.21833038,Harford County,GLENVILLE ROAD,1930,Fair,340,71,08,15,County Highway Agency,County Highway Agency,340 vehicles
39.60499954,-76.2416687,Harford County,HARMONY CHURCH RD,1933,Fair,130,NA,08,15,County Highway Agency,County Highway Agency,130 vehicles
39.58666611,-76.23166656,Harford County,GLENVILLE ROAD,1930,Poor,800,115,08,16,County Highway Agency,County Highway Agency,800 vehicles
39.52500153,-76.25666809,Harford County,JAMES RUN ROAD,1977,Fair,1100,NA,07,15,County Highway Agency,County Highway Agency,1100 vehicles
39.59500122,-76.27500153,Harford County,COOL SPRING ROAD,1981,Fair,1400,NA,07,15,County Highway Agency,County Highway Agency,1400 vehicles
39.58833313,-76.28500366,Harford County,THOMAS RUN ROAD,2008,Good,980,NA,09,15,County Highway Agency,County Highway Agency,980 vehicles
39.58000183,-76.30166626,Harford County,PENNINGTON ROAD,1975,Good,225,NA,10,15,County Highway Agency,County Highway Agency,225 vehicles
39.61427689,-76.28434753,Harford County,FORGE HILL ROAD,1925,Fair,110,495,11,16,County Highway Agency,County Highway Agency,110 vehicles
39.62166595,-76.33333588,Harford County,WALTERS MILL ROAD,1959,Fair,470,NA,09,15,County Highway Agency,County Highway Agency,470 vehicles
39.60499954,-76.34833527,Harford County,CHESTNUT HILL ROAD,1900,Poor,630,66,09,16,County Highway Agency,County Highway Agency,630 vehicles
39.60666656,-76.34999847,Harford County,CHESTNUT HILL ROAD,1938,Fair,630,56,07,16,County Highway Agency,County Highway Agency,630 vehicles
39.62881851,-76.37525177,Harford County,GRIER NURSERY ROAD,1955,Poor,1500,495,09,15,County Highway Agency,County Highway Agency,1500 vehicles
39.56499863,-76.36499786,Harford County,BYNUM ROAD,1976,Fair,3900,NA,07,15,County Highway Agency,County Highway Agency,3900 vehicles
39.5462265,-76.32826233,Harford County,MOORES MILL ROAD,2005,Good,8700,2000,12,15,County Highway Agency,County Highway Agency,8700 vehicles
39.52833176,-76.31833649,Harford County,MACPHAIL ROAD,1974,Fair,2800,273,07,15,County Highway Agency,County Highway Agency,2800 vehicles
39.49666595,-76.34333038,Harford County,PLUMTREE ROAD,1900,Good,150,NA,09,15,County Highway Agency,County Highway Agency,150 vehicles
39.49833298,-76.35500336,Harford County,WHITAKER MILL ROAD,1991,Fair,2600,385,10,16,County Highway Agency,County Highway Agency,2600 vehicles
39.50166702,-76.35832977,Harford County,WHITAKER MILL ROAD,1998,Fair,1200,NA,08,15,County Highway Agency,County Highway Agency,1200 vehicles
39.47999954,-76.40166473,Harford County,RECKORD ROAD,1957,Fair,870,NA,12,16,County Highway Agency,County Highway Agency,870 vehicles
39.50500107,-76.43000031,Harford County,BOTTOM ROAD,1978,Good,270,NA,07,15,County Highway Agency,County Highway Agency,270 vehicles
39.51166534,-76.43166351,Harford County,FRIENDSHIP ROAD,1975,Fair,880,NA,07,15,County Highway Agency,County Highway Agency,880 vehicles
39.53226852,-76.41439819,Harford County,RYAN ROAD,2008,Good,1500,NA,09,15,County Highway Agency,County Highway Agency,1500 vehicles
39.53333282,-76.38666534,Harford County,WATERVALE ROAD,2016,Good,2359,NA,08,16,County Highway Agency,County Highway Agency,2359 vehicles
39.53489304,-76.40042877,Harford County,CARRS MILL ROAD,1991,Good,7500,NA,10,15,County Highway Agency,County Highway Agency,7500 vehicles
39.54499817,-76.39167023,Harford County,GRAFTON SHOP ROAD,1977,Fair,2500,NA,07,15,County Highway Agency,County Highway Agency,2500 vehicles
39.54999924,-76.4366684,Harford County,PLEASANTVILLE ROAD,1958,Poor,3000,393,10,15,County Highway Agency,County Highway Agency,3000 vehicles
39.55166626,-76.4466629,Harford County,PUTNAM ROAD,1950,Fair,630,242,10,16,County Highway Agency,County Highway Agency,630 vehicles
39.56999969,-76.44333649,Harford County,PHILLIPS MILL ROAD,1958,Poor,430,0,12,16,County Highway Agency,County Highway Agency,430 vehicles
39.58666611,-76.44999695,Harford County,MORSE ROAD,1997,Fair,910,NA,09,15,County Highway Agency,County Highway Agency,910 vehicles
39.58333206,-76.49333191,Harford County,FURNACE ROAD,1996,Good,1400,NA,08,15,County Highway Agency,County Highway Agency,1400 vehicles
39.57333374,-76.48833466,Harford County,DURHAM ROAD,1995,Good,1600,NA,10,15,County Highway Agency,County Highway Agency,1600 vehicles
39.5633316,-76.47333527,Harford County,CHARLES STREET,1965,Fair,250,NA,09,15,County Highway Agency,County Highway Agency,250 vehicles
39.53333282,-76.49500275,Harford County,MOORES ROAD,1952,Fair,710,NA,09,16,County Highway Agency,County Highway Agency,710 vehicles
39.52771378,-76.49552155,Harford County,GREENE RD,1952,Good,610,NA,07,15,County Highway Agency,County Highway Agency,610 vehicles
39.55666733,-76.51833344,Harford County,HESS ROAD,1950,Fair,7300,495,12,16,County Highway Agency,County Highway Agency,7300 vehicles
39.58283615,-76.53290558,Harford County,TURNER ROAD,2003,Good,100,NA,07,15,County Highway Agency,County Highway Agency,100 vehicles
39.59500122,-76.55833435,Harford County,OLD YORK ROAD,1955,Fair,220,149,09,16,County Highway Agency,County Highway Agency,220 vehicles
39.59500122,-76.5083313,Harford County,SCHUSTER ROAD,1999,Good,3800,NA,10,15,County Highway Agency,County Highway Agency,3800 vehicles
39.5933342,-76.41333008,Harford County,BAILEY ROAD,1953,Poor,140,572,12,16,County Highway Agency,County Highway Agency,140 vehicles
39.61000061,-76.41333008,Harford County,SHARON ROAD,1950,Fair,1030,550,08,15,County Highway Agency,County Highway Agency,1030 vehicles
39.62991714,-76.3981781,Harford County,CHERRY HILL ROAD,1900,Fair,500,1980,11,16,County Highway Agency,County Highway Agency,500 vehicles
39.65158463,-76.43782043,Harford County,ST CLAIR BRIDGE RD,1961,Good,269,842,09,15,County Highway Agency,County Highway Agency,269 vehicles
39.65166855,-76.4383316,Harford County,ST CLAIR BRIDGE RD,1954,Fair,510,NA,09,15,County Highway Agency,County Highway Agency,510 vehicles
39.63333511,-76.52666473,Harford County,TROYER ROAD,1940,Poor,300,169,09,16,County Highway Agency,County Highway Agency,300 vehicles
39.64333344,-76.51999664,Harford County,HARFORD CREAMERY R,2015,Good,490,572,10,15,County Highway Agency,County Highway Agency,490 vehicles
39.65333176,-76.49333191,Harford County,MADONNA ROAD,1992,Good,750,NA,07,15,County Highway Agency,County Highway Agency,750 vehicles
39.65499878,-76.4916687,Harford County,MADONNA ROAD,1992,Fair,750,NA,07,15,County Highway Agency,County Highway Agency,750 vehicles
39.65833282,-76.48500061,Harford County,MT HOREB ROAD,1955,Good,680,NA,09,15,County Highway Agency,County Highway Agency,680 vehicles
39.67499924,-76.44833374,Harford County,FAWN GROVE ROAD,1978,Good,1500,NA,07,15,County Highway Agency,County Highway Agency,1500 vehicles
39.67503738,-76.44309998,Harford County,RED BRIDGE ROAD,1975,Fair,110,NA,10,15,County Highway Agency,County Highway Agency,110 vehicles
39.67746735,-76.45455933,Harford County,EDEN MILL ROAD,1961,Poor,160,908,10,16,County Highway Agency,County Highway Agency,160 vehicles
39.69132614,-76.5594635,Harford County,GREEN ROAD,1955,Poor,140,675,12,16,County Highway Agency,County Highway Agency,140 vehicles
39.69124222,-76.56485748,Harford County,GREEN ROAD,1900,Fair,140,NA,09,15,County Highway Agency,County Highway Agency,140 vehicles
39.69163513,-76.5566864,Harford County,GREEN ROAD,1999,Good,150,NA,09,15,County Highway Agency,County Highway Agency,150 vehicles
39.69166565,-76.55666351,Harford County,GREEN ROAD,1955,Poor,140,NA,07,16,County Highway Agency,County Highway Agency,140 vehicles
39.68166733,-76.37999725,Harford County,OLD PYLESVILLE RD,1997,Fair,470,NA,07,15,County Highway Agency,County Highway Agency,470 vehicles
39.68888855,-76.37333679,Harford County,OLD PYLESVILLE RD,1928,Fair,140,360,09,15,County Highway Agency,County Highway Agency,140 vehicles
39.625,-76.30999756,Harford County,SANDY HOOK ROAD,1977,Good,170,NA,08,15,County Highway Agency,County Highway Agency,170 vehicles
39.66441345,-76.32533264,Harford County,MILL GREEN ROAD,1988,Fair,410,NA,10,15,County Highway Agency,County Highway Agency,410 vehicles
39.66956329,-76.31005096,Harford County,MACTON ROAD,1955,Good,140,275,09,15,County Highway Agency,County Highway Agency,140 vehicles
39.6771083333333,-76.29412222222223,Harford County,MACTON ROAD,2014,Good,210,NA,07,15,County Highway Agency,County Highway Agency,210 vehicles
39.68999863,-76.32666779,Harford County,HEAPS ROAD,1996,Good,300,NA,07,15,County Highway Agency,County Highway Agency,300 vehicles
39.67666626,-76.34833527,Harford County,HEAPS ROAD,1979,Good,470,NA,09,15,County Highway Agency,County Highway Agency,470 vehicles
39.68000031,-76.36000061,Harford County,HEAPS SCHOOL ROAD,1965,Fair,360,55,09,16,County Highway Agency,County Highway Agency,360 vehicles
39.6866684,-76.3666687,Harford County,RIDGE ROAD,1979,Good,150,NA,08,15,County Highway Agency,County Highway Agency,150 vehicles
39.70000076,-76.26333618,Harford County,SUSQUEHANNA HALL R,1973,Good,100,NA,07,15,County Highway Agency,County Highway Agency,100 vehicles
39.62666702,-76.24333191,Harford County,TRAPPE CHURCH ROAD,1978,Fair,400,NA,07,15,County Highway Agency,County Highway Agency,400 vehicles
39.63000107,-76.22333527,Harford County,TRAPPE CHURCH ROAD,1952,Poor,580,770,12,16,County Highway Agency,County Highway Agency,580 vehicles
39.62666702,-76.16999817,Harford County,STAFFORD ROAD,1980,Poor,460,NA,08,15,County Highway Agency,County Highway Agency,460 vehicles
39.41054916,-76.36054993,Harford County,BRIDGE DRIVE,1975,Fair,1200,0,12,15,County Highway Agency,County Highway Agency,1200 vehicles
39.519104,-76.12607574,Harford County,OAKINGTON ROAD,1993,Good,1200,NA,11,15,County Highway Agency,County Highway Agency,1200 vehicles
39.70023727,-76.50603485,Harford County,AMOSS ROAD,1972,Fair,110,123,11,15,County Highway Agency,County Highway Agency,110 vehicles
39.57833481,-76.3116684,Harford County,THOMAS RUN ROAD,1973,Fair,1500,NA,08,15,County Highway Agency,County Highway Agency,1500 vehicles
39.45705795,-76.26857758,Harford County,ABINGDON ROAD,1940,Poor,9000,3960,04,16,County Highway Agency,County Highway Agency,9000 vehicles
39.4954944444444,-76.21895555555555,Harford County,BURNT HILL TRAIL,2008,Good,500,NA,04,16,County Highway Agency,County Highway Agency,500 vehicles
39.60499954,-76.4466629,Harford County,JARRETTSVILLE ROAD,1950,Fair,3900,88,08,15,County Highway Agency,County Highway Agency,3900 vehicles
39.46333313,-76.20166779,Harford County,CHELSEA ROAD,1981,Fair,2000,NA,10,15,County Highway Agency,County Highway Agency,2000 vehicles
39.55666733,-76.33166504,Harford County,HENDERSON ROAD,1990,Fair,1500,NA,07,15,County Highway Agency,County Highway Agency,1500 vehicles
39.53666687,-76.32333374,Harford County,BRIERHILL DRIVE,1987,Good,8400,NA,09,15,County Highway Agency,County Highway Agency,8400 vehicles
39.52500153,-76.2583313,Harford County,JAMES RUN ROAD,1960,Fair,1100,NA,07,15,County Highway Agency,County Highway Agency,1100 vehicles
39.61666489,-76.33999634,Harford County,DEER CREEK CHURCH,1964,Fair,330,NA,07,15,County Highway Agency,County Highway Agency,330 vehicles
39.43500137,-76.37166595,Harford County,MANDEVILLE ROAD,1985,Good,100,64,07,15,County Highway Agency,County Highway Agency,100 vehicles
39.51432419,-76.41098785,Harford County,OLD FALLSTON ROAD,1930,Fair,2000,140,12,15,County Highway Agency,County Highway Agency,2000 vehicles
39.69963455,-76.50101471,Harford County,CAREA ROAD,1970,Fair,140,NA,09,15,County Highway Agency,County Highway Agency,140 vehicles
39.58000183,-76.31833649,Harford County,RUFFS MILL ROAD,2011,Good,988,NA,12,15,County Highway Agency,County Highway Agency,988 vehicles
39.55500031,-76.38666534,Harford County,BERNADETTE DRIVE,1970,Fair,860,NA,07,15,County Highway Agency,County Highway Agency,860 vehicles
39.55666733,-76.38666534,Harford County,BEAR CREEK DRIVE,1980,Good,1100,NA,07,15,County Highway Agency,County Highway Agency,1100 vehicles
39.52552795,-76.36802673,Harford County,TOLLGATE ROAD,2000,Fair,8300,NA,10,15,County Highway Agency,County Highway Agency,8300 vehicles
39.56000137,-76.36499786,Harford County,BYNUM RIDGE ROAD,1975,Fair,720,NA,08,15,County Highway Agency,County Highway Agency,720 vehicles
39.57333374,-76.23000336,Harford County,OAK FARM ROAD,1988,Fair,100,NA,07,15,County Highway Agency,County Highway Agency,100 vehicles
39.47333145,-76.34999847,Harford County,CLAYTON ROAD,1970,Fair,750,12,07,15,County Highway Agency,County Highway Agency,750 vehicles
39.4066658,-76.34500122,Harford County,JOPPA FARM ROAD,1997,Good,4900,NA,07,15,County Highway Agency,County Highway Agency,4900 vehicles
39.43999863,-76.30666351,Harford County,EDGEWOOD ROAD,1933,Fair,8600,NA,08,15,County Highway Agency,County Highway Agency,8600 vehicles
39.4383316,-76.30666351,Harford County,EDGEWOOD ROAD,1987,Fair,8600,NA,08,15,County Highway Agency,County Highway Agency,8600 vehicles
39.56999969,-76.375,Harford County,WAGNER WAY,2001,Good,650,NA,08,15,County Highway Agency,County Highway Agency,650 vehicles
39.49000168,-76.21666718,Harford County,HOLLY OAK CIRCLE,1999,Good,150,NA,07,15,County Highway Agency,County Highway Agency,150 vehicles
39.56666565,-76.37333679,Harford County,MARDIC DRIVE,1998,Good,100,NA,07,15,County Highway Agency,County Highway Agency,100 vehicles
39.53499985,-76.19000244,Harford County,GILBERT ROAD,1960,Fair,870,NA,08,15,County Highway Agency,County Highway Agency,870 vehicles
39.45166779,-76.37333679,Harford County,OLD JOPPA ROAD,1960,Fair,210,NA,07,15,County Highway Agency,County Highway Agency,210 vehicles
39.54333496,-76.32499695,Harford County,ECON DRIVE,1982,Fair,1400,NA,07,15,County Highway Agency,County Highway Agency,1400 vehicles
