year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
2004,TotalEnergies,Investor-owned Company,Oil & NGL,731.01700000000000000000,Million bbl/yr,291.51342183991033000000
2004,TotalEnergies,Investor-owned Company,Natural Gas,2099.15051499999999000000,Bcf/yr,153.00790046661534600000
2005,TotalEnergies,Investor-owned Company,Oil & NGL,705.76000000000000000000,Million bbl/yr,281.44148849853710000000
2005,TotalEnergies,Investor-owned Company,Natural Gas,2124.89749999999979000000,Bcf/yr,154.88460825390587300000
2006,TotalEnergies,Investor-owned Company,Oil & NGL,684.91000000000000000000,Million bbl/yr,273.12696934869226000000
2006,TotalEnergies,Investor-owned Company,Natural Gas,2090.58749999999999000000,Bcf/yr,152.38373896059102300000
2007,TotalEnergies,Investor-owned Company,Oil & NGL,710.38490000000000000000,Million bbl/yr,283.28579639379456000000
2007,TotalEnergies,Investor-owned Company,Natural Gas,2152.50803585000000000000,Bcf/yr,156.89715099011209100000
2008,TotalEnergies,Investor-owned Company,Oil & NGL,713.45820000000000000000,Million bbl/yr,284.51136050426064000000
2008,TotalEnergies,Investor-owned Company,Natural Gas,2274.62770280000000000000,Bcf/yr,165.79850118495592000000
2009,TotalEnergies,Investor-owned Company,Oil & NGL,736.55540000000000000000,Million bbl/yr,293.72201334396315000000
2009,TotalEnergies,Investor-owned Company,Natural Gas,2100.18475660000000000000,Bcf/yr,153.08328674056780300000
2010,TotalEnergies,Investor-owned Company,Oil & NGL,711.43610000000000000000,Million bbl/yr,283.70499171898962000000
2010,TotalEnergies,Investor-owned Company,Natural Gas,2486.73982065000000000000,Bcf/yr,181.25943625551983000000
2011,TotalEnergies,Investor-owned Company,Oil & NGL,547.15690000000000000000,Million bbl/yr,218.19407784267348000000
2011,TotalEnergies,Investor-owned Company,Natural Gas,2349.56722885000000000000,Bcf/yr,171.26087249227197600000
2012,TotalEnergies,Investor-owned Company,Oil & NGL,522.22010000000000000000,Million bbl/yr,208.24983318387963500000
2012,TotalEnergies,Investor-owned Company,Natural Gas,2241.74320664999999000000,Bcf/yr,163.40153742372985500000
2013,TotalEnergies,Investor-owned Company,Oil & NGL,496.29050000000000000000,Million bbl/yr,197.90968182906829000000
2013,TotalEnergies,Investor-owned Company,Natural Gas,2344.52441075000000000000,Bcf/yr,170.89329951243918800000
2014,TotalEnergies,Investor-owned Company,Oil & NGL,452.53429999999997000000,Million bbl/yr,180.46067641782409200000
2014,TotalEnergies,Investor-owned Company,Natural Gas,2306.30762595000000000000,Bcf/yr,168.10766314999261100000
2015,TotalEnergies,Investor-owned Company,Oil & NGL,544.88660000000000000000,Million bbl/yr,217.28873238339799000000
2015,TotalEnergies,Investor-owned Company,Natural Gas,2325.70019640000000000000,Bcf/yr,169.52119518021267300000
2016,TotalEnergies,Investor-owned Company,Oil & NGL,557.59589999999996000000,Million bbl/yr,222.35692030815211000000
2016,TotalEnergies,Investor-owned Company,Natural Gas,2469.51695984999970000000,Bcf/yr,180.00405520866013000000
2017,TotalEnergies,Investor-owned Company,Oil & NGL,557.13599999999996000000,Million bbl/yr,222.17352235337927000000
2017,TotalEnergies,Investor-owned Company,Natural Gas,2513.41795900000000000000,Bcf/yr,183.20401617397859300000
2018,TotalEnergies,Investor-owned Company,Oil & NGL,571.59000000000000000000,Million bbl/yr,227.93745807481133000000
2018,TotalEnergies,Investor-owned Company,Natural Gas,2408.63499999999980000000,Bcf/yr,175.56634538919950000000
2019,TotalEnergies,Investor-owned Company,Oil & NGL,610.28000000000000000000,Million bbl/yr,243.36617490490707000000
2019,TotalEnergies,Investor-owned Company,Natural Gas,2667.78500000000000000000,Bcf/yr,194.45589005147133000000
2020,TotalEnergies,Investor-owned Company,Oil & NGL,563.19499999999990000000,Million bbl/yr,224.58971763054520000000
2020,TotalEnergies,Investor-owned Company,Natural Gas,2644.79000000000000000000,Bcf/yr,192.77977552510075000000
2021,TotalEnergies,Investor-owned Company,Oil & NGL,547.50000000000000000000,Million bbl/yr,218.33089853909130000000
2021,TotalEnergies,Investor-owned Company,Natural Gas,2629.09500000000000000000,Bcf/yr,191.63576084837158000000
2022,TotalEnergies,Investor-owned Company,Oil & NGL,554.43500000000000000000,Million bbl/yr,221.09642325391977000000
2022,TotalEnergies,Investor-owned Company,Natural Gas,2467.03500000000000000000,Bcf/yr,179.82314418633120000000
2009,Tourmaline Oil,Investor-owned Company,Oil & NGL,0.11935500000000000000,Million bbl/yr,0.04759613588152190200
2009,Tourmaline Oil,Investor-owned Company,Natural Gas,6.85105000000000000000,Bcf/yr,0.49937570888850970000
2010,Tourmaline Oil,Investor-owned Company,Oil & NGL,0.70153000000000000000,Million bbl/yr,0.27975465799475570000
2010,Tourmaline Oil,Investor-owned Company,Natural Gas,34.89582499999999500000,Bcf/yr,2.54357030624858640000
2011,Tourmaline Oil,Investor-owned Company,Oil & NGL,1.22129000000000000000,Million bbl/yr,0.48702345767453300000
2011,Tourmaline Oil,Investor-owned Company,Natural Gas,60.57758999999999400000,Bcf/yr,4.41552418227972150000
2012,Tourmaline Oil,Investor-owned Company,Oil & NGL,2.24000500000000000000,Million bbl/yr,0.89326448288960222000
2012,Tourmaline Oil,Investor-owned Company,Natural Gas,97.82000000000000000000,Bcf/yr,7.13013798519555600000
2013,Tourmaline Oil,Investor-owned Company,Oil & NGL,4.27050000000000000000,Million bbl/yr,1.70298100860491200000
2013,Tourmaline Oil,Investor-owned Company,Natural Gas,162.91300500000000000000,Bcf/yr,11.87479252947100500000
2014,Tourmaline Oil,Investor-owned Company,Oil & NGL,5.66114999999999980000,Million bbl/yr,2.25754149089420370000
2014,Tourmaline Oil,Investor-owned Company,Natural Gas,252.80046000000000000000,Bcf/yr,18.42672421305366400000
2015,Tourmaline Oil,Investor-owned Company,Oil & NGL,9.13594999999999900000,Million bbl/yr,3.64321492695563640000
2015,Tourmaline Oil,Investor-owned Company,Natural Gas,338.53020000000000000000,Bcf/yr,24.67559842727303700000
2016,Tourmaline Oil,Investor-owned Company,Oil & NGL,10.23021999999999900000,Million bbl/yr,4.07958561616910000000
2016,Tourmaline Oil,Investor-owned Company,Natural Gas,358.69024500000000000000,Bcf/yr,26.14507197703537000000
2017,Tourmaline Oil,Investor-owned Company,Oil & NGL,16.60239000000000000000,Million bbl/yr,6.62066616729940380000
2017,Tourmaline Oil,Investor-owned Company,Natural Gas,477.03127500000000000000,Bcf/yr,34.77099584955803400000
2018,Tourmaline Oil,Investor-owned Company,Oil & NGL,18.95736999999999970000,Million bbl/yr,7.55978013888221700000
2018,Tourmaline Oil,Investor-owned Company,Natural Gas,491.93897000000000000000,Bcf/yr,35.85762355750334500000
2019,Tourmaline Oil,Investor-owned Company,Oil & NGL,21.85839000000000000000,Million bbl/yr,8.71664279327468020000
2019,Tourmaline Oil,Investor-owned Company,Natural Gas,525.50729000000000000000,Bcf/yr,38.30443150609463000000
2020,Tourmaline Oil,Investor-owned Company,Oil & NGL,25.91135000000000000000,Million bbl/yr,10.33287365819339320000
2020,Tourmaline Oil,Investor-owned Company,Natural Gas,581.08364999999990000000,Bcf/yr,42.35541408138498000000
2021,Tourmaline Oil,Investor-owned Company,Oil & NGL,39.00499500000000000000,Million bbl/yr,15.55432987372194020000
2021,Tourmaline Oil,Investor-owned Company,Natural Gas,828.29085000000000000000,Bcf/yr,60.37444338964337000000
2022,Tourmaline Oil,Investor-owned Company,Oil & NGL,42.16224499999999800000,Million bbl/yr,16.81337138863070060000
2022,Tourmaline Oil,Investor-owned Company,Natural Gas,867.40899500000000000000,Bcf/yr,63.22578024892457000000
2000,Tullow Oil,Investor-owned Company,Oil & NGL,0.20928629033200000000,Million bbl/yr,0.08345874670337662000
2000,Tullow Oil,Investor-owned Company,Natural Gas,7.50428225757000100000,Bcf/yr,0.54699006313973550000
2001,Tullow Oil,Investor-owned Company,Oil & NGL,0.87377026208500000000,Million bbl/yr,0.34844026746621980000
2001,Tullow Oil,Investor-owned Company,Natural Gas,31.33037842530000000000,Bcf/yr,2.28368351360440470000
2002,Tullow Oil,Investor-owned Company,Oil & NGL,1.20339616919000000000,Million bbl/yr,0.47988779345708310000
2002,Tullow Oil,Investor-owned Company,Natural Gas,43.14962297610000500000,Bcf/yr,3.14519286269431130000
2003,Tullow Oil,Investor-owned Company,Oil & NGL,1.29757500000000000000,Million bbl/yr,0.51744422953764620000
2003,Tullow Oil,Investor-owned Company,Natural Gas,46.52655000000000000000,Bcf/yr,3.39133839168984160000
2004,Tullow Oil,Investor-owned Company,Oil & NGL,8.21250000000000000000,Million bbl/yr,3.27496347808637000000
2004,Tullow Oil,Investor-owned Company,Natural Gas,39.63900000000000000000,Bcf/yr,2.88930218355312450000
2005,Tullow Oil,Investor-owned Company,Oil & NGL,13.29329999999999900000,Million bbl/yr,5.30107421652913600000
2005,Tullow Oil,Investor-owned Company,Natural Gas,48.24570000000000000000,Bcf/yr,3.51664790628040520000
2006,Tullow Oil,Investor-owned Company,Oil & NGL,12.19830000000000000000,Million bbl/yr,4.86441241945095400000
2006,Tullow Oil,Investor-owned Company,Natural Gas,68.54700000000000000000,Bcf/yr,4.99641758813330300000
2007,Tullow Oil,Investor-owned Company,Oil & NGL,14.92850000000000000000,Million bbl/yr,5.95315583349922300000
2007,Tullow Oil,Investor-owned Company,Natural Gas,72.70800000000000000000,Bcf/yr,5.29971450242893600000
2008,Tullow Oil,Investor-owned Company,Oil & NGL,15.01974999999999800000,Million bbl/yr,5.98954431658907100000
2008,Tullow Oil,Investor-owned Company,Natural Gas,55.73550000000000000000,Bcf/yr,4.06258235201254300000
2009,Tullow Oil,Investor-owned Company,Oil & NGL,14.05249999999999800000,Million bbl/yr,5.60382639583667600000
2009,Tullow Oil,Investor-owned Company,Natural Gas,43.36200000000000000000,Bcf/yr,3.16067310687026870000
2010,Tullow Oil,Investor-owned Company,Oil & NGL,14.23500000000000000000,Million bbl/yr,5.67660336201637400000
2010,Tullow Oil,Investor-owned Company,Natural Gas,41.82900000000000000000,Bcf/yr,3.04893213844556230000
2011,Tullow Oil,Investor-owned Company,Oil & NGL,20.83638999999999800000,Million bbl/yr,8.30909178266837500000
2011,Tullow Oil,Investor-owned Company,Natural Gas,46.23966000000000000000,Bcf/yr,3.37042686759893240000
2012,Tullow Oil,Investor-owned Company,Oil & NGL,21.76099482350000000000,Million bbl/yr,8.67780374962423600000
2012,Tullow Oil,Investor-owned Company,Natural Gas,42.88203105900000600000,Bcf/yr,3.12568798339921860000
2013,Tullow Oil,Investor-owned Company,Oil & NGL,23.83450000000000000000,Million bbl/yr,9.50467178306844000000
2013,Tullow Oil,Investor-owned Company,Natural Gas,41.39100000000000500000,Bcf/yr,3.01700614746707530000
2014,Tullow Oil,Investor-owned Company,Oil & NGL,23.21400000000000000000,Million bbl/yr,9.25723009805747000000
2014,Tullow Oil,Investor-owned Company,Natural Gas,25.40400000000000000000,Bcf/yr,1.85170747675227880000
2015,Tullow Oil,Investor-owned Company,Oil & NGL,23.50780987075000000000,Million bbl/yr,9.37439498039628600000
2015,Tullow Oil,Investor-owned Company,Natural Gas,19.69914077988000000000,Bcf/yr,1.43587806123836860000
2016,Tullow Oil,Investor-owned Company,Oil & NGL,23.79314094479999800000,Million bbl/yr,9.48817870601904700000
2016,Tullow Oil,Investor-owned Company,Natural Gas,14.26415432244000100000,Bcf/yr,1.03971977674423250000
2017,Tullow Oil,Investor-owned Company,Oil & NGL,32.52149999999999600000,Million bbl/yr,12.96885537322202200000
2017,Tullow Oil,Investor-owned Company,Natural Gas,12.26400000000000100000,Bcf/yr,0.89392774739765180000
2018,Tullow Oil,Investor-owned Company,Oil & NGL,32.19300000000000000000,Million bbl/yr,12.83785683409856800000
2018,Tullow Oil,Investor-owned Company,Natural Gas,3.94200000000000000000,Bcf/yr,0.28733391880638810000
2019,Tullow Oil,Investor-owned Company,Oil & NGL,31.64550000000000000000,Million bbl/yr,12.61952593555947600000
2019,Tullow Oil,Investor-owned Company,Natural Gas,0.21900000000000000000,Bcf/yr,0.01596299548924377800
2020,Tullow Oil,Investor-owned Company,Oil & NGL,27.33850000000000000000,Million bbl/yr,10.90198953371862300000
2021,Tullow Oil,Investor-owned Company,Oil & NGL,21.27950000000000000000,Million bbl/yr,8.48579425655268200000
2021,Tullow Oil,Investor-owned Company,Natural Gas,1.97100000000000000000,Bcf/yr,0.14366695940319404000
2022,Tullow Oil,Investor-owned Company,Oil & NGL,20.95100000000000000000,Million bbl/yr,8.35479571742922600000
2022,Tullow Oil,Investor-owned Company,Natural Gas,8.10300000000000000000,Bcf/yr,0.59063083310201990000
1992,TurkmenGaz,State-owned Entity,Oil & NGL,24.09000000000000000000,Million bbl/yr,9.60655953572001700000
1992,TurkmenGaz,State-owned Entity,Natural Gas,1616.00800000000000000000,Bcf/yr,117.79145394786241000000
1993,TurkmenGaz,State-owned Entity,Oil & NGL,19.71001199901000000000,Million bbl/yr,7.85991713234725900000
1993,TurkmenGaz,State-owned Entity,Natural Gas,1830.72800000000000000000,Bcf/yr,133.44247856635750000000
1994,TurkmenGaz,State-owned Entity,Oil & NGL,18.59639999930999800000,Million bbl/yr,7.41583328117207100000
1994,TurkmenGaz,State-owned Entity,Natural Gas,1005.76800000000000000000,Bcf/yr,73.31082213345087000000
1995,TurkmenGaz,State-owned Entity,Oil & NGL,17.73719999958000000000,Million bbl/yr,7.07320331228469600000
1995,TurkmenGaz,State-owned Entity,Natural Gas,912.53600000000010000000,Bcf/yr,66.51510525923545000000
1996,TurkmenGaz,State-owned Entity,Oil & NGL,19.25225409932999600000,Million bbl/yr,7.67737339983492450000
1996,TurkmenGaz,State-owned Entity,Natural Gas,1045.32800000000020000000,Bcf/yr,76.19436597616541000000
1997,TurkmenGaz,State-owned Entity,Oil & NGL,23.21639999910000200000,Million bbl/yr,9.25818716465107100000
1997,TurkmenGaz,State-owned Entity,Natural Gas,720.42600000000000000000,Bcf/yr,52.51213236682164600000
1998,TurkmenGaz,State-owned Entity,Oil & NGL,27.81179998949999500000,Million bbl/yr,11.09073110812241800000
1998,TurkmenGaz,State-owned Entity,Natural Gas,372.92640000000006000000,Bcf/yr,27.18275087223709000000
1999,TurkmenGaz,State-owned Entity,Oil & NGL,34.02540000269999600000,Million bbl/yr,13.56857745340911200000
1999,TurkmenGaz,State-owned Entity,Natural Gas,630.01960000000010000000,Bcf/yr,45.92237457961265000000
2000,TurkmenGaz,State-owned Entity,Oil & NGL,34.42066800000000000000,Million bbl/yr,13.72620159407442300000
2000,TurkmenGaz,State-owned Entity,Natural Gas,1313.71800000000000000000,Bcf/yr,95.75741784538066000000
2001,TurkmenGaz,State-owned Entity,Oil & NGL,36.57300000000000000000,Million bbl/yr,14.58450402241129900000
2001,TurkmenGaz,State-owned Entity,Natural Gas,1361.74640000000000000000,Bcf/yr,99.25822666983544000000
2002,TurkmenGaz,State-owned Entity,Oil & NGL,41.95361099999999000000,Million bbl/yr,16.73017276089406700000
2002,TurkmenGaz,State-owned Entity,Natural Gas,1511.48200000000000000000,Bcf/yr,110.17251300490034000000
2003,TurkmenGaz,State-owned Entity,Oil & NGL,43.66080000839999500000,Million bbl/yr,17.41096200323203000000
2003,TurkmenGaz,State-owned Entity,Natural Gas,1669.69320000000020000000,Bcf/yr,121.70458913251608000000
2004,TurkmenGaz,State-owned Entity,Oil & NGL,46.66435246500000000000,Million bbl/yr,18.60871233502888000000
2004,TurkmenGaz,State-owned Entity,Natural Gas,1654.71964000000030000000,Bcf/yr,120.61316049900958000000
2005,TurkmenGaz,State-owned Entity,Oil & NGL,42.88169999670000000000,Million bbl/yr,17.10027413911097600000
2005,TurkmenGaz,State-owned Entity,Natural Gas,1779.87600000000000000000,Bcf/yr,129.73585643567702000000
2006,TurkmenGaz,State-owned Entity,Oil & NGL,38.64731999520000000000,Million bbl/yr,15.41169698754302400000
2006,TurkmenGaz,State-owned Entity,Natural Gas,1661.21760000000000000000,Bcf/yr,121.08679933996521000000
2007,TurkmenGaz,State-owned Entity,Oil & NGL,39.32069999070000000000,Million bbl/yr,15.68022604594624700000
2007,TurkmenGaz,State-owned Entity,Natural Gas,1808.12800000000000000000,Bcf/yr,131.79515574417982000000
2008,TurkmenGaz,State-owned Entity,Oil & NGL,41.29454425320000000000,Million bbl/yr,16.46735150970488300000
2008,TurkmenGaz,State-owned Entity,Natural Gas,1808.12800000000000000000,Bcf/yr,131.79515574417982000000
2009,TurkmenGaz,State-owned Entity,Oil & NGL,43.13604000480000000000,Million bbl/yr,17.20169931263228200000
2009,TurkmenGaz,State-owned Entity,Natural Gas,978.08424000000000000000,Bcf/yr,71.29294206036727000000
2010,TurkmenGaz,State-owned Entity,Oil & NGL,46.81355981489999600000,Million bbl/yr,18.66821292822030000000
2010,TurkmenGaz,State-owned Entity,Natural Gas,1172.45800000000000000000,Bcf/yr,85.46092130286661000000
2011,TurkmenGaz,State-owned Entity,Oil & NGL,49.02141900210000400000,Million bbl/yr,19.54865837148818000000
2011,TurkmenGaz,State-owned Entity,Natural Gas,1721.95940000000020000000,Bcf/yr,125.51429285324626000000
2012,TurkmenGaz,State-owned Entity,Oil & NGL,53.61317327760000000000,Million bbl/yr,21.37974848443909800000
2012,TurkmenGaz,State-owned Entity,Natural Gas,1864.63200000000000000000,Bcf/yr,135.91375436118545000000
2013,TurkmenGaz,State-owned Entity,Oil & NGL,55.54598000610000000000,Million bbl/yr,22.15050908669627800000
2013,TurkmenGaz,State-owned Entity,Natural Gas,2034.14400000000000000000,Bcf/yr,148.26955021220232000000
2014,TurkmenGaz,State-owned Entity,Oil & NGL,57.01088024790000000000,Million bbl/yr,22.73467892425304000000
2014,TurkmenGaz,State-owned Entity,Natural Gas,2147.15200000000000000000,Bcf/yr,156.50674744621355000000
2015,TurkmenGaz,State-owned Entity,Oil & NGL,60.24000001079999000000,Million bbl/yr,24.02238051205996400000
2015,TurkmenGaz,State-owned Entity,Natural Gas,2264.73682400000000000000,Bcf/yr,165.07755116820223000000
2016,TurkmenGaz,State-owned Entity,Oil & NGL,57.54853278149999000000,Million bbl/yr,22.94908287085158700000
2016,TurkmenGaz,State-owned Entity,Natural Gas,2153.70740720000000000000,Bcf/yr,156.98457363600238000000
2017,TurkmenGaz,State-owned Entity,Oil & NGL,50.13239879700000000000,Million bbl/yr,19.99169255756907400000
2017,TurkmenGaz,State-owned Entity,Natural Gas,2188.16672560000000000000,Bcf/yr,159.49632680578145000000
2018,TurkmenGaz,State-owned Entity,Oil & NGL,55.17773939009999400000,Million bbl/yr,22.00366286830382000000
2018,TurkmenGaz,State-owned Entity,Natural Gas,2298.95006960000000000000,Bcf/yr,167.57136799553186000000
2019,TurkmenGaz,State-owned Entity,Oil & NGL,29.77958820120000000000,Million bbl/yr,11.87544155267966600000
2019,TurkmenGaz,State-owned Entity,Natural Gas,2362.49584560000000000000,Bcf/yr,172.20324441401814000000
2020,TurkmenGaz,State-owned Entity,Oil & NGL,49.14367240139999000000,Million bbl/yr,19.59741032494685000000
2020,TurkmenGaz,State-owned Entity,Natural Gas,2250.02544560000000000000,Bcf/yr,164.00523305386542000000
2021,TurkmenGaz,State-owned Entity,Oil & NGL,48.39618359429999000000,Million bbl/yr,19.29932831051387500000
2021,TurkmenGaz,State-owned Entity,Natural Gas,2458.09568560000030000000,Bcf/yr,179.17155407014795000000
2022,TurkmenGaz,State-owned Entity,Oil & NGL,47.61088380210000000000,Million bbl/yr,18.98616811096394000000
2022,TurkmenGaz,State-owned Entity,Natural Gas,2479.96056000000000000000,Bcf/yr,180.76529330037664000000
1995,UK Coal,Investor-owned Company,Bituminous Coal,37.10000000000000000000,Million tonnes/yr,100.69455787375746000000
1996,UK Coal,Investor-owned Company,Bituminous Coal,34.90000000000000000000,Million tonnes/yr,94.72345201601444000000
1997,UK Coal,Investor-owned Company,Bituminous Coal,31.80000000000000000000,Million tonnes/yr,86.30962103464926000000
1998,UK Coal,Investor-owned Company,Bituminous Coal,25.60000000000000000000,Million tonnes/yr,69.48195907191889900000
1999,UK Coal,Investor-owned Company,Bituminous Coal,22.50000000000000000000,Million tonnes/yr,61.06812809055372000000
2000,UK Coal,Investor-owned Company,Bituminous Coal,21.10000000000000000000,Million tonnes/yr,57.26833345380815400000
2001,UK Coal,Investor-owned Company,Bituminous Coal,22.30000000000000000000,Million tonnes/yr,60.52530028530435400000
2002,UK Coal,Investor-owned Company,Bituminous Coal,21.90000000000000000000,Million tonnes/yr,59.43964467480562000000
2003,UK Coal,Investor-owned Company,Bituminous Coal,18.90000000000000000000,Million tonnes/yr,51.29722759606513000000
2004,UK Coal,Investor-owned Company,Bituminous Coal,14.20000000000000000000,Million tonnes/yr,38.54077417270501000000
2005,UK Coal,Investor-owned Company,Bituminous Coal,10.10000000000000000000,Million tonnes/yr,27.41280416509300400000
2006,UK Coal,Investor-owned Company,Bituminous Coal,9.70000000000000000000,Million tonnes/yr,26.32714855459426700000
2007,UK Coal,Investor-owned Company,Bituminous Coal,8.00000000000000000000,Million tonnes/yr,21.71311220997465700000
2008,UK Coal,Investor-owned Company,Bituminous Coal,7.90000000000000000000,Million tonnes/yr,21.44169830734997400000
2009,UK Coal,Investor-owned Company,Bituminous Coal,7.00000000000000000000,Million tonnes/yr,18.99897318372782400000
2010,UK Coal,Investor-owned Company,Bituminous Coal,7.20000000000000000000,Million tonnes/yr,19.54180098897719000000
2011,UK Coal,Investor-owned Company,Bituminous Coal,7.50000000000000000000,Million tonnes/yr,20.35604269685124000000
2012,UK Coal,Investor-owned Company,Bituminous Coal,6.25000000000000000000,Million tonnes/yr,16.96336891404270000000
2013,UK Coal,Investor-owned Company,Bituminous Coal,5.00000000000000000000,Million tonnes/yr,13.57069513123416000000
2014,UK Coal,Investor-owned Company,Bituminous Coal,4.00000000000000000000,Million tonnes/yr,10.85655610498732800000
2015,UK Coal,Investor-owned Company,Bituminous Coal,2.00000000000000000000,Million tonnes/yr,5.42827805249366400000
1992,Ukraine,Nation State,Sub-Bituminous Coal,0.45906564018478560000,Million tonnes/yr,0.92689504709255830000
1992,Ukraine,Nation State,Bituminous Coal,55.38613973092133600000,Million tonnes/yr,150.32568335685380000000
1992,Ukraine,Nation State,Anthracite Coal,29.88369631478267500000,Million tonnes/yr,87.19127884684478000000
1992,Ukraine,Nation State,Metallurgical Coal,37.65721101949236000000,Million tonnes/yr,111.71452523920364000000
1993,Ukraine,Nation State,Sub-Bituminous Coal,0.39336736992818877000,Million tonnes/yr,0.79424429745493350000
1993,Ukraine,Nation State,Bituminous Coal,47.45966199352661600000,Million tonnes/yr,128.81212078911412000000
1993,Ukraine,Nation State,Anthracite Coal,25.60695027797513700000,Million tonnes/yr,74.71307158879675000000
1993,Ukraine,Nation State,Metallurgical Coal,32.26797381510329600000,Million tonnes/yr,95.72672212287254000000
1994,Ukraine,Nation State,Sub-Bituminous Coal,0.32183892698335015000,Million tonnes/yr,0.64982190185781070000
1994,Ukraine,Nation State,Bituminous Coal,38.82977557584048000000,Million tonnes/yr,105.38940927079470000000
1994,Ukraine,Nation State,Anthracite Coal,20.95067876036136000000,Million tonnes/yr,61.12752768544591000000
1994,Ukraine,Nation State,Metallurgical Coal,26.40048683149080000000,Million tonnes/yr,78.32013504497712000000
1995,Ukraine,Nation State,Sub-Bituminous Coal,0.28387397347837320000,Million tonnes/yr,0.57316722704333810000
1995,Ukraine,Nation State,Bituminous Coal,34.24931465924651500000,Million tonnes/yr,92.95740153886870000000
1995,Ukraine,Nation State,Anthracite Coal,18.47928242230734000000,Million tonnes/yr,53.91676617246182000000
1995,Ukraine,Nation State,Metallurgical Coal,23.28621700901766000000,Million tonnes/yr,69.08128901083298000000
1996,Ukraine,Nation State,Sub-Bituminous Coal,0.21193626501985500000,Million tonnes/yr,0.42791848735864060000
1996,Ukraine,Nation State,Bituminous Coal,25.57005047047110000000,Million tonnes/yr,69.40067188500677000000
1996,Ukraine,Nation State,Anthracite Coal,13.79636903004959900000,Million tonnes/yr,40.25348961192507600000
1996,Ukraine,Nation State,Metallurgical Coal,17.38515793250027700000,Million tonnes/yr,51.57510638885399600000
1997,Ukraine,Nation State,Sub-Bituminous Coal,0.21793386453388920000,Million tonnes/yr,0.44002818322210213000
1997,Ukraine,Nation State,Bituminous Coal,26.29365914967575800000,Million tonnes/yr,71.36464644096708000000
1997,Ukraine,Nation State,Anthracite Coal,14.18679346699631900000,Million tonnes/yr,41.39262600227865000000
1997,Ukraine,Nation State,Metallurgical Coal,17.87714174890553700000,Million tonnes/yr,53.03463397964226500000
1998,Ukraine,Nation State,Sub-Bituminous Coal,0.22147959173131737000,Million tonnes/yr,0.44718732712212184000
1998,Ukraine,Nation State,Bituminous Coal,26.72145014543951500000,Million tonnes/yr,72.52573067764648000000
1998,Ukraine,Nation State,Anthracite Coal,14.41760890409310000000,Million tonnes/yr,42.06607325345106600000
1998,Ukraine,Nation State,Metallurgical Coal,18.16799819701506000000,Million tonnes/yr,53.89749368522420500000
1999,Ukraine,Nation State,Sub-Bituminous Coal,0.23373151178340418000,Million tonnes/yr,0.47192506181531757000
1999,Ukraine,Nation State,Bituminous Coal,28.19964083067744000000,Million tonnes/yr,76.53774570468526000000
1999,Ukraine,Nation State,Anthracite Coal,15.21516947989067800000,Million tonnes/yr,44.39310555324113500000
1999,Ukraine,Nation State,Metallurgical Coal,19.17302470558638000000,Million tonnes/yr,56.87902248723088000000
2000,Ukraine,Nation State,Sub-Bituminous Coal,0.23217630294028500000,Million tonnes/yr,0.46878495450233837000
2000,Ukraine,Nation State,Bituminous Coal,28.01200533319715500000,Million tonnes/yr,76.02847687826478000000
2000,Ukraine,Nation State,Anthracite Coal,15.11393039434578000000,Million tonnes/yr,44.09772156710492000000
2000,Ukraine,Nation State,Metallurgical Coal,19.04545073984711600000,Million tonnes/yr,56.50055938203525000000
2001,Ukraine,Nation State,Sub-Bituminous Coal,0.22950119503739458000,Million tonnes/yr,0.46338366969995320000
2001,Ukraine,Nation State,Bituminous Coal,27.68925431182397600000,Million tonnes/yr,75.15248573539482000000
2001,Ukraine,Nation State,Anthracite Coal,14.93978947111907700000,Million tonnes/yr,43.58963282079426000000
2001,Ukraine,Nation State,Metallurgical Coal,18.82601129778377600000,Million tonnes/yr,55.84956658609578000000
2002,Ukraine,Nation State,Sub-Bituminous Coal,0.22902495882968580000,Million tonnes/yr,0.46242210572406140000
2002,Ukraine,Nation State,Bituminous Coal,27.63179655387011700000,Million tonnes/yr,74.99653739217160000000
2002,Ukraine,Nation State,Anthracite Coal,14.90878802127648000000,Million tonnes/yr,43.49918028676334000000
2002,Ukraine,Nation State,Metallurgical Coal,18.78694558274862000000,Million tonnes/yr,55.73367356879230500000
2003,Ukraine,Nation State,Sub-Bituminous Coal,0.23898127163886060000,Million tonnes/yr,0.48252480177078283000
2003,Ukraine,Nation State,Bituminous Coal,28.83302287044707800000,Million tonnes/yr,78.25683261734787000000
2003,Ukraine,Nation State,Anthracite Coal,15.55691195447418000000,Million tonnes/yr,45.39020320412581000000
2003,Ukraine,Nation State,Metallurgical Coal,19.60366314744570000000,Million tonnes/yr,58.15656184236692600000
2004,Ukraine,Nation State,Sub-Bituminous Coal,0.22170654808307338000,Million tonnes/yr,0.44764557252307186000
2004,Ukraine,Nation State,Bituminous Coal,26.74883235389105700000,Million tonnes/yr,72.60004979822962000000
2004,Ukraine,Nation State,Anthracite Coal,14.43238303012398000000,Million tonnes/yr,42.10917953216933000000
2004,Ukraine,Nation State,Metallurgical Coal,18.18661545084425800000,Million tonnes/yr,53.95272394833928000000
2005,Ukraine,Nation State,Sub-Bituminous Coal,0.22457884757473800000,Million tonnes/yr,0.45344500497791373000
2005,Ukraine,Nation State,Bituminous Coal,27.09537448348259800000,Million tonnes/yr,73.54061331639272000000
