species,authority,country,kingdom,environment_system,origin
Rumex nepalensis,Spreng.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Rumex nepalensis,Spreng.,Rwanda,Plantae,terrestrial,Alien
Rumex nepalensis,Spreng.,South Africa,Plantae,terrestrial,Alien
Rumex nervosus var. usamarensis,L.,Swaziland,Plantae,terrestrial,Alien
Rumex pulcher,L.,Zimbabwe,Plantae,terrestrial,Alien
Rumex usambarensis,Dammer (Engl. ex Dammer),South Africa,Plantae,terrestrial,Alien
Rusa unicolor,"(Kerr, 1792)",South Africa,Animalia,terrestrial,Alien
Ruspolia hypocrateriformis,Milne-Redh. (Vahl),Seychelles,Plantae,terrestrial,Alien
Russelia equisetiformis,Schltdl. & Cham.,Madagascar,Plantae,terrestrial,Alien
Russelia equisetiformis,Schltdl. & Cham.,Seychelles,Plantae,terrestrial,Alien
Russelia sarmentosa,Jacq.,Seychelles,Plantae,terrestrial,Alien
Ruta graveolens,L.,South Africa,Plantae,terrestrial,Alien
Ruthalicia eglandulosa,C.Jeffrey (Hook.f.),Nigeria,Plantae,terrestrial,Alien
Sabal mauritiiformis,Griseb. & H.Wendl. (H.Karst.),Seychelles,Plantae,terrestrial,Alien
Sabal minor,Pers. (Jacq.),Seychelles,Plantae,terrestrial,Alien
Sabal palmetto,Lodd. ex Schult. & Schult.f. (Walter),South Africa,Plantae,terrestrial,Alien
Saccharum officinarum,L.,Burkina Faso,Plantae,terrestrial,Alien
Saccharum officinarum,L.,Burundi,Plantae,terrestrial,Alien
Saccharum officinarum,L.,Chad,Plantae,terrestrial,Alien
Saccharum officinarum,L.,Madagascar,Plantae,terrestrial,Alien
Saccharum officinarum,L.,Rwanda,Plantae,terrestrial,Alien
Saccharum officinarum,L.,Seychelles,Plantae,terrestrial,Alien
Saccharum officinarum,L.,South Africa,Plantae,terrestrial,Alien
Saccharum spontaneum,L.,Egypt,Plantae,terrestrial,Alien
Saccharum spontaneum,L.,Madagascar,Plantae,terrestrial,Alien
Saccharum spontaneum,L.,Mauritius,Plantae,terrestrial,Alien
Saccharum spontaneum,L.,Seychelles,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Benin,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Burkina Faso,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Cameroon,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Gabon,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Ghana,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Guinea,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Malawi,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Mali,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Mozambique,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Nigeria,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Sierra Leone,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Togo,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Zambia,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Ethiopia,Plantae,terrestrial,Alien
Sacciolepis indica,(L.) Chase,Kenya,Plantae,terrestrial,Alien
Sacciolepis indica,Chase (L.),Uganda,Plantae,terrestrial,Alien
Sacciolepis interrupta,Stapf (Willd.),Zimbabwe,Plantae,terrestrial,Alien
Saccostrea cucullata,"(Born, 1778)",Tunisia,Animalia,marine,Alien
Sagartia ornata,"(Holdsworth, 1855)",South Africa,Animalia,marine,Alien
Sagina apetala,Ard.,South Africa,Plantae,terrestrial,Alien
Sagina apetala,Ard.,Zimbabwe,Plantae,terrestrial,Alien
Sagina maritima,G. Don,South Africa,Plantae,terrestrial,Alien
Sagina procumbens,L.,Madagascar,Plantae,terrestrial,Alien
Sagina procumbens,L.,South Africa,Plantae,terrestrial,Alien
Sagittaria latifolia,Willd.,South Africa,Plantae,freshwater,Alien
Sagittaria montevidensis,Cham. & Schltdl.,United Republic of Tanzania,Plantae,freshwater,Alien
Sagittaria platyphylla,J.G.Sm. (Engelm.),South Africa,Plantae,freshwater,Alien
Salix babylonica,L.,Madagascar,Plantae,terrestrial,Alien
Salix babylonica,L.,South Africa,Plantae,terrestrial,Alien
Salix babylonica,L.,Zimbabwe,Plantae,terrestrial,Alien
Salix caprea,L.,South Africa,Plantae,terrestrial,Alien
Salix fragilis,L.,Botswana,Plantae,terrestrial,Alien
Salix fragilis,L.,South Africa,Plantae,terrestrial,Alien
Salpichroa origanifolia,Baill. (Lam.),Morocco,Plantae,terrestrial,Alien
Salpichroa origanifolia,Baill. (Lam.),Tunisia,Plantae,terrestrial,Alien
Salsola kali,L.,Namibia,Plantae,terrestrial,Alien
Salsola kali,L.,South Africa,Plantae,terrestrial,Alien
Salsola tetrandra,Forssk.,Egypt,Plantae,terrestrial,Alien
Salsola vermiculata,L.,Algeria,Plantae,terrestrial,Alien
Salvator merianae,"(Duméril & Bibron, 1839)",South Africa,Animalia,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,Madagascar,Plantae,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,Seychelles,Plantae,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,South Africa,Plantae,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,Swaziland,Plantae,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,Zimbabwe,Plantae,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,Ethiopia,Plantae,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,Kenya,Plantae,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,Uganda,Plantae,terrestrial,Alien
Salvia coccinea,Buc'hoz ex Etl.,United Republic of Tanzania,Plantae,terrestrial,Alien
Salvia farinacea,Benth.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Salvia farinacea,Benth.,Madagascar,Plantae,terrestrial,Alien
Salvia hispanica,L.,Seychelles,Plantae,terrestrial,Alien
Salvia leucantha,Cav.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Salvia leucantha,Cav.,Rwanda,Plantae,terrestrial,Alien
Salvia leucantha,Cav.,Ethiopia,Plantae,terrestrial,Alien
Salvia leucantha,Cav.,Kenya,Plantae,terrestrial,Alien
Salvia leucantha,Cav.,Uganda,Plantae,terrestrial,Alien
Salvia leucantha,Cav.,United Republic of Tanzania,Plantae,terrestrial,Alien
Salvia microphylla,Kunth.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Salvia microphylla,Kunth.,Rwanda,Plantae,terrestrial,Alien
Salvia microphylla,Kunth.,South Africa,Plantae,terrestrial,Alien
Salvia misella,Kunth,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Salvia nilotica,Juss. ex Jacq.,Zimbabwe,Plantae,terrestrial,Alien
Salvia occidentalis,Sw.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Salvia reflexa,Hornem.,South Africa,Plantae,terrestrial,Alien
Salvia reflexa,Hornem.,Zimbabwe,Plantae,terrestrial,Alien
Salvia splendens,Sellow ex Roem. & Schult.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Salvia tiliifolia,Vahl,South Africa,Plantae,terrestrial,Alien
Salvia verbenaca,L.,South Africa,Plantae,terrestrial,Alien
Salvinia minima,Baker,South Africa,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Botswana,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Burkina Faso,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Cameroon,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Ghana,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Madagascar,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Malawi,Plantae,terrestrial,Alien
Salvinia molesta,Mitchell,Mali,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Mauritius,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Morocco,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Namibia,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Senegal,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,South Africa,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Swaziland,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Zambia,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Zimbabwe,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Kenya,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,Uganda,Plantae,freshwater,Alien
Salvinia molesta,Mitchell,United Republic of Tanzania,Plantae,freshwater,Alien
Samanea saman,(Jacq.) Merr.,Sudan,Plantae,terrestrial,Alien
Sambucus canadensis,L.,Seychelles,Plantae,terrestrial,Alien
Sambucus canadensis,L.,South Africa,Plantae,terrestrial,Alien
Sambucus nigra,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Sambucus nigra,L.,Rwanda,Plantae,terrestrial,Alien
Sambucus nigra,L.,South Africa,Plantae,terrestrial,Alien
Sambucus nigra,L.,Zimbabwe,Plantae,terrestrial,Alien
Sambucus nigra,L.,Kenya,Plantae,terrestrial,Alien
Sambucus nigra,L.,Uganda,Plantae,terrestrial,Alien
Sambucus nigra,L.,United Republic of Tanzania,Plantae,terrestrial,Alien
Sambucus nigra,L.,Burundi,Plantae,terrestrial,Alien
Sambucus nigra subsp. canadensis,(L.) R. Bolli,Ethiopia,Plantae,terrestrial,Alien
Sambucus nigra subsp. canadensis,(L.) R. Bolli,Kenya,Plantae,terrestrial,Alien
Sambucus nigra subsp. canadensis,(L.) R. Bolli,Uganda,Plantae,terrestrial,Alien
Sanchezia oblonga,Ruiz & Pav.,South Africa,Plantae,terrestrial,Alien
Sanchezia parvibracteata,Sprague & Hutchinson,Seychelles,Plantae,terrestrial,Alien
Sandoricum koetjape,Merr. (Burm. f.),Seychelles,Plantae,terrestrial,Alien
Sanguisorba minor,NA,South Africa,Plantae,terrestrial,Alien
Sansevieria canaliculata,Carrière,Madagascar,Plantae,terrestrial,Alien
Sansevieria hyacinthoides,Druce (L.),Seychelles,Plantae,terrestrial,Alien
Sansevieria metallica,Gérôme & Labroy,Equatorial Guinea,Plantae,terrestrial,Alien
Sansevieria trifasciata,Prain,Guinea-Bissau,Plantae,terrestrial,Alien
Sansevieria trifasciata,Prain,Mauritius,Plantae,terrestrial,Alien
Sansevieria trifasciata,Prain,Rwanda,Plantae,terrestrial,Alien
Sansevieria trifasciata,Prain,Seychelles,Plantae,terrestrial,Alien
Sansevieria trifasciata,Prain,South Africa,Plantae,terrestrial,Alien
Sansevieria trifasciata,Prain,Kenya,Plantae,terrestrial,Alien
Santolina chamaecyparissus,L.,Zimbabwe,Plantae,terrestrial,Alien
Sapindus rarak,DC.,Seychelles,Plantae,terrestrial,Alien
Sapindus saponaria,L.,Burundi,Plantae,terrestrial,Alien
Sapindus saponaria,L.,Comoros,Plantae,terrestrial,Alien
Sapindus saponaria,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Sapindus saponaria,L.,Equatorial Guinea,Plantae,terrestrial,Alien
Sapindus saponaria,L.,Seychelles,Plantae,terrestrial,Alien
Saraca indica,L.,Seychelles,Plantae,terrestrial,Alien
Sarconema filiforme,Kylin (Sonder),Egypt,Plantae,marine,Alien
Sargassum muticum,Fensholt (Yendo),Morocco,Chromista,marine,Alien
Sargocentron rubrum,"(Forsskål, 1775)",Egypt,Animalia,marine,Alien
Sargocentron rubrum,"(Forsskål, 1775)",Libya,Animalia,marine,Alien
Saribus rotundifolius,Blume (Lam.),Seychelles,Plantae,terrestrial,Alien
Sarmarutilus rubilio,"(Bonaparte, 1837)",Tunisia,Animalia,freshwater,Alien
Sasa ramosa,Makino & Shibata (Makino),South Africa,Plantae,terrestrial,Alien
Saurida undosquamis,"(Richardson, 1848)",Egypt,Animalia,marine,Alien
Saurida undosquamis,"(Richardson, 1848)",Libya,Animalia,marine,Alien
Scabiosa columbaria,L.,Angola,Plantae,terrestrial,Alien
Scadoxus multiflorus,Raf. (Martyn),Seychelles,Plantae,terrestrial,Alien
Scaevola taccada,Roxb. (Gaertn.),Mauritius,Plantae,terrestrial,Alien
Scaevola taccada,Roxb. (Gaertn.),Kenya,Plantae,terrestrial,Alien
Scaevola taccada,Roxb. (Gaertn.),United Republic of Tanzania,Plantae,terrestrial,Alien
Schefflera actinophylla,Harms (Endl.),Seychelles,Plantae,terrestrial,Alien
Schefflera actinophylla,Harms (Endl.),South Africa,Plantae,terrestrial,Alien
Schefflera actinophylla,Harms (Endl.),Kenya,Plantae,terrestrial,Alien
Schefflera arboricola,Merr. (Hayata),South Africa,Plantae,terrestrial,Alien
Schefflera elegantissima,Lowry & Frodin (Veitch ex Mast.),Rwanda,Plantae,terrestrial,Alien
Schefflera elegantissima,Lowry & Frodin (Veitch ex Mast.),South Africa,Plantae,terrestrial,Alien
Schefflera heptaphylla,Frodin (L.),Seychelles,Plantae,terrestrial,Alien
Schefflera sp.,J.R. Forst. & G. Forst.,Swaziland,Plantae,terrestrial,Alien
Schilbe intermedius,"Rüppell, 1832",Rwanda,Animalia,freshwater,Alien
Schimmelmannia elegans,"Baardseth, 1941",South Africa,Plantae,marine,Alien
Schinus molle,L.,Botswana,Plantae,terrestrial,Alien
Schinus molle,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Schinus molle,L.,Namibia,Plantae,terrestrial,Alien
Schinus molle,L.,Rwanda,Plantae,terrestrial,Alien
Schinus molle,L.,South Africa,Plantae,terrestrial,Alien
Schinus molle,L.,Kenya,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,Angola,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,Botswana,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,Madagascar,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,Mauritius,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,Mozambique,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,Namibia,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,Seychelles,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,South Africa,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,Kenya,Plantae,terrestrial,Alien
Schinus terebenthifolia,Raddi,Uganda,Plantae,terrestrial,Alien
Schismus arabicus,Nees,Cameroon,Plantae,terrestrial,Alien
Schizachyrium sanguineum,Alston (Retz.),Madagascar,Plantae,terrestrial,Alien
Schizolobium parahyba,S.F.Blake (Vell.),Burundi,Plantae,terrestrial,Alien
Schizolobium parahyba,S.F.Blake (Vell.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Schizolobium parahyba,S.F.Blake (Vell.),South Africa,Plantae,terrestrial,Alien
Schizolobium parahyba,S.F.Blake (Vell.),Zimbabwe,Plantae,terrestrial,Alien
Schizoporella errata,"(Waters, 1878)",Egypt,Animalia,marine,Alien
Schkuhria pinnata,Kuntze ex Thell. (Lam.),Namibia,Plantae,terrestrial,Alien
Schkuhria pinnata,Kuntze ex Thell. (Lam.),South Africa,Plantae,terrestrial,Alien
Schkuhria pinnata,Kuntze ex Thell. (Lam.),Swaziland,Plantae,terrestrial,Alien
Schkuhria pinnata,Kuntze ex Thell. (Lam.),Zimbabwe,Plantae,terrestrial,Alien
Schlettererius cinctipes,"(Cresson, 1880)",South Africa,Animalia,terrestrial,Alien
Schoenefeldia gracilis,Kunth,Burkina Faso,Plantae,terrestrial,Alien
Schwenckia americana,Kunth,Chad,Plantae,terrestrial,Alien
Schwenckia americana,Kunth,Gabon,Plantae,terrestrial,Alien
Schyzocotyle acheilognathi,"Brabec, Waeschenbach, Scholz, Littlewood & Kuchta, 2015 (Yamaguti, 1934)",South Africa,Animalia,host,Alien
Sciurus carolinensis,"Gmelin, 1788",South Africa,Animalia,terrestrial,Alien
Scleranthus annuus,L.,South Africa,Plantae,terrestrial,Alien
Scomberomorus commerson,"(Lacepède, 1800)",Egypt,Animalia,marine,Alien
Scomberomorus commerson,"(Lacepède, 1800)",Libya,Animalia,marine,Alien
Scoparia dulcis,L.,Gabon,Plantae,terrestrial,Alien
Scoparia dulcis,L.,Seychelles,Plantae,terrestrial,Alien
Scoparia dulcis,L.,South Africa,Plantae,terrestrial,Alien
Scorzonera hispanica,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Scotophaeus blackwalli,"(Thorell, 1871)",South Africa,Animalia,terrestrial,Alien
Scutellaria racemosa,Pers.,South Africa,Plantae,terrestrial,Alien
Scutigera coleoptrata,"Linnaeus, 1758",South Africa,Animalia,terrestrial,Alien
Scyphophorus acupunctatus,"Gyllenhal, 1838",Kenya,Animalia,terrestrial,Alien
Scyphophorus acupunctatus,"Gyllenhal, 1838",United Republic of Tanzania,Animalia,terrestrial,Alien
Scytodes fusca,"Walckenaer, 1837",South Africa,Animalia,terrestrial,Alien
Scytodes thoracica,"(Latreille, 1802)",South Africa,Animalia,terrestrial,Alien
Searsia lancea,F. A. Barkley (L. fil.),South Africa,Plantae,terrestrial,Alien
Sebastapistes nuchalis,"(Günther, 1874)",Egypt,Animalia,marine,Alien
Sechium edule,Sw. (Jacq.),Seychelles,Plantae,terrestrial,Alien
Seiridium cardinale,"B. Sutton & I.A.S. Gibson, 1972 (W.W. Wagener)",Algeria,Fungi,host,Alien
Seiridium cardinale,"B. Sutton & I.A.S. Gibson, 1972 (W.W. Wagener)",Tunisia,Fungi,host,Alien
Selaginella willdenovii,Baker (Desv. ex Poir.),Seychelles,Plantae,terrestrial,Alien
Selenicereus grandiflorus,Britton & Rose (L.),Seychelles,Plantae,terrestrial,Alien
Semimytilus algosus,"(Gould, 1850)",South Africa,Animalia,marine,Alien
Semiricinula tissoti,"(Petit de la Saussaye, 1852)",South Africa,Animalia,marine,Alien
Senecio macroglossus,DC.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Senecio madagascariensis,Poir.,Mauritius,Plantae,terrestrial,Alien
Senecio madagascariensis,Poir.,Kenya,Plantae,terrestrial,Alien
Senecio tamoides,DC.,South Africa,Plantae,terrestrial,Alien
Senecio vulgaris,L.,Mozambique,Plantae,terrestrial,Alien
Senecio vulgaris,L.,South Africa,Plantae,terrestrial,Alien
Senecio vulgaris,L.,Zambia,Plantae,terrestrial,Alien
Senecio vulgaris,L.,Zimbabwe,Plantae,terrestrial,Alien
Senecio vulgaris,L.,Kenya,Plantae,terrestrial,Alien
Senegalia rugata,Britton & Rose (Lam.),Madagascar,Plantae,terrestrial,Alien
Senegalia senegal,Britton (L.),Madagascar,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),Chad,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),Equatorial Guinea,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),Gabon,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),Madagascar,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),Seychelles,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),South Africa,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),Ethiopia,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),Kenya,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),Uganda,Plantae,terrestrial,Alien
Senna alata,Roxb. (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Senna bacillaris,H.S.Irwin & Barneby (L.f.),Ghana,Plantae,terrestrial,Alien
Senna bacillaris,H.S.Irwin & Barneby (L.f.),Sierra Leone,Plantae,terrestrial,Alien
Senna bacillaris,H.S.Irwin & Barneby (L.f.),Kenya,Plantae,terrestrial,Alien
Senna bacillaris,H.S.Irwin & Barneby (L.f.),Uganda,Plantae,terrestrial,Alien
Senna bicapsularis,Roxb. (L.),South Africa,Plantae,terrestrial,Alien
Senna bicapsularis,Roxb. (L.),Swaziland,Plantae,terrestrial,Alien
Senna bicapsularis,Roxb. (L.),Zimbabwe,Plantae,terrestrial,Alien
Senna bicapsularis,Roxb. (L.),Ethiopia,Plantae,terrestrial,Alien
Senna bicapsularis,Roxb. (L.),Kenya,Plantae,terrestrial,Alien
Senna bicapsularis,Roxb. (L.),Uganda,Plantae,terrestrial,Alien
Senna bicapsularis,Roxb. (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Senna corymbosa,H.S.Irwin & Barneby (Lam.),Botswana,Plantae,terrestrial,Alien
Senna corymbosa,H.S.Irwin & Barneby (Lam.),South Africa,Plantae,terrestrial,Alien
Senna didymobotrya,H.S.Irwin & Barneby (Fresen.),Madagascar,Plantae,terrestrial,Alien
Senna didymobotrya,H.S.Irwin & Barneby (Fresen.),South Africa,Plantae,terrestrial,Alien
Senna didymobotrya,H.S.Irwin & Barneby (Fresen.),Swaziland,Plantae,terrestrial,Alien
Senna didymobotrya,H.S.Irwin & Barneby (Fresen.),Zimbabwe,Plantae,terrestrial,Alien
Senna didymobotrya,H.S.Irwin & Barneby (Fresen.),Ethiopia,Plantae,terrestrial,Alien
Senna didymobotrya,H.S.Irwin & Barneby (Fresen.),Kenya,Plantae,terrestrial,Alien
Senna didymobotrya,H.S.Irwin & Barneby (Fresen.),Uganda,Plantae,terrestrial,Alien
Senna didymobotrya,H.S.Irwin & Barneby (Fresen.),United Republic of Tanzania,Plantae,terrestrial,Alien
Senna floribunda,H.S.Irwin & Barneby (Cav.),Seychelles,Plantae,terrestrial,Alien
Senna hirsuta,H.S.Irwin & Barneby (L.),Burundi,Plantae,terrestrial,Alien
Senna hirsuta,H.S.Irwin & Barneby (L.),Equatorial Guinea,Plantae,terrestrial,Alien
Senna hirsuta,H.S.Irwin & Barneby (L.),Gabon,Plantae,terrestrial,Alien
Senna hirsuta,H.S.Irwin & Barneby (L.),Seychelles,Plantae,terrestrial,Alien
Senna hirsuta,H.S.Irwin & Barneby (L.),South Africa,Plantae,terrestrial,Alien
Senna hirsuta,H.S.Irwin & Barneby (L.),Zimbabwe,Plantae,terrestrial,Alien
Senna hirsuta,H.S.Irwin & Barneby (L.),Kenya,Plantae,terrestrial,Alien
Senna hirsuta,H.S.Irwin & Barneby (L.),Uganda,Plantae,terrestrial,Alien
Senna hirsuta,H.S.Irwin & Barneby (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Senna italica subsp.arachoides,Mill.,Swaziland,Plantae,terrestrial,Alien
Senna italica subsp.italica,Mill.,Swaziland,Plantae,terrestrial,Alien
Senna multiglandulosa,H.S.Irwin & Barneby (Jacq.),South Africa,Plantae,terrestrial,Alien
Senna multijuga,H.S.Irwin & Barneby (Rich.),Seychelles,Plantae,terrestrial,Alien
Senna multijuga,H.S.Irwin & Barneby (Rich.),Sierra Leone,Plantae,terrestrial,Alien
Senna multijuga,H.S.Irwin & Barneby (Rich.),Swaziland,Plantae,terrestrial,Alien
Senna multijuga,H.S.Irwin & Barneby (Rich.),Zambia,Plantae,terrestrial,Alien
Senna multijuga,H.S.Irwin & Barneby (Rich.),Kenya,Plantae,terrestrial,Alien
Senna multijuga,H.S.Irwin & Barneby (Rich.),Uganda,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Burundi,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Cameroon,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Comoros,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Equatorial Guinea,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Gabon,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Madagascar,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Mali,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Mauritius,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),South Africa,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Zambia,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Zimbabwe,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Ethiopia,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Kenya,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),Uganda,Plantae,terrestrial,Alien
Senna obtusifolia,H.S.Irwin & Barneby (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Gabon,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Gambia (the),Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Ghana,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Guinea,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Guinea-Bissau,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Libya,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Malawi,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Mauritius,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Mozambique,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Niger,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Nigeria,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Rwanda,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Sao Tome and Principe,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Senegal,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Seychelles,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Sierra Leone,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),South Africa,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Sudan,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Swaziland,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Togo,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Zambia,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Zimbabwe,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Ethiopia,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Kenya,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Uganda,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Angola,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Botswana,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Burundi,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Cameroon,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Chad,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Comoros,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Djibouti,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Egypt,Plantae,terrestrial,Alien
Senna occidentalis,Link (L.),Equatorial Guinea,Plantae,terrestrial,Alien
Senna pendula,H.S.Irwin & Barneby (Willd.),Seychelles,Plantae,terrestrial,Alien
Senna pendula,H.S.Irwin & Barneby (Willd.),South Africa,Plantae,terrestrial,Alien
Senna pendula var. glabrata,H.S.Irwin & Barneby (Vogel),South Africa,Plantae,terrestrial,Alien
Senna petersiana,Lock (Bolle),Madagascar,Plantae,terrestrial,Alien
