Category,Subcategory,country_iso3,region_code,population,hoursPerDayCombined,uncertaintyCombined
Maintenance of surroundings,Inhabited environment,SWE,EU_N,9139759,0.88,8.4862570369787e-4
Somatic maintenance,Sleep & bedrest,SWE,EU_N,9139759,8.37,0.1110514463610072
Maintenance of surroundings,Waste management,SWE,EU_N,9139759,0.01,1.0096014583148966e-5
Somatic maintenance,Physical child care,SWE,EU_N,9139759,0.3,2.4631302827426e-4
Somatic maintenance,Health care,SWE,EU_N,9139759,0.38,4.3000073131132e-4
Somatic maintenance,Hygiene & grooming,SWE,EU_N,9139759,0.95,0.00133411195107046
Deliberate neural restructuring,Schooling & research,SWE,EU_N,9139759,0.87,0.0011320323383291
Deliberate neural restructuring,Religious practice,SWE,EU_N,9139759,0.1,3.744538661281242e-5
Organization,Human transportation,SWE,EU_N,9139759,1.03,0.0015056448662522
Organization,Material transportation,SWE,EU_N,9139759,0.35,0.00894912689145746
Organization,Allocation,SWE,EU_N,9139759,1.13,0.00105558770280762
Experience oriented,Social,SWE,EU_N,9139759,1.07,0.00296912596541205
Experience oriented,Active recreation,SWE,EU_N,9139759,0.77,4.0217311951849e-4
Experience oriented,Meals,SWE,EU_N,9139759,1.69,0.002536420307019
Experience oriented,Passive,SWE,EU_N,9139759,3.32,0.00965291396417748
Experience oriented,Interactive,SWE,EU_N,9139759,1.01,0.00136116191307016
Food provision,Food preparation,SWZ,AF_S,1113994,0.83,0.19013879006374457
Food provision,Food growth & collection,SWZ,AF_S,1113994,0.23,0.02505340162068672
Food provision,Food processing,SWZ,AF_S,1113994,0.11,0.00622052109873118
Nonfood provision,Materials,SWZ,AF_S,1113994,0.04,7.4076862133304e-4
Nonfood provision,Energy,SWZ,AF_S,1113994,0.11,0.00223953815636527
Technosphere modification,Infrastructure,SWZ,AF_S,1113994,0.04,3.3351944140028236e-5
Technosphere modification,Buildings,SWZ,AF_S,1113994,0.15,0.0118358129512435
Technosphere modification,Artifacts,SWZ,AF_S,1113994,0.18,0.01237469483037113
Maintenance of surroundings,Inhabited environment,SWZ,AF_S,1113994,0.97,0.18510452729104665
Somatic maintenance,Sleep & bedrest,SWZ,AF_S,1113994,9.73,1.4017380311392893
Maintenance of surroundings,Waste management,SWZ,AF_S,1113994,0,3.778456771468532e-5
Somatic maintenance,Physical child care,SWZ,AF_S,1113994,0.19,0.06282350275186643
Somatic maintenance,Health care,SWZ,AF_S,1113994,0.12,0.04339930138037194
Somatic maintenance,Hygiene & grooming,SWZ,AF_S,1113994,1.17,0.10961012396756407
Deliberate neural restructuring,Schooling & research,SWZ,AF_S,1113994,1.1,0.28390606410361774
Deliberate neural restructuring,Religious practice,SWZ,AF_S,1113994,0.28,0.15310546561147906
Organization,Human transportation,SWZ,AF_S,1113994,1.03,0.1224225241721897
Organization,Material transportation,SWZ,AF_S,1113994,0.16,0.03787960032883204
Organization,Allocation,SWZ,AF_S,1113994,0.81,0.09945769853724742
Experience oriented,Social,SWZ,AF_S,1113994,1.23,0.5907344645236389
Experience oriented,Active recreation,SWZ,AF_S,1113994,0.35,0.0990333484778611
Experience oriented,Meals,SWZ,AF_S,1113994,1.29,0.3518632422381939
Experience oriented,Passive,SWZ,AF_S,1113994,3.02,0.9213567980214212
Experience oriented,Interactive,SWZ,AF_S,1113994,0.87,0.3472307122727938
Food provision,Food preparation,SYC,AF_E,97741,0.76,0.22974201284171644
Food provision,Food growth & collection,SYC,AF_E,97741,1.19,0.28011515479066257
Food provision,Food processing,SYC,AF_E,97741,0.13,0.00972088183791795
Nonfood provision,Materials,SYC,AF_E,97741,0.09,0.00202854232216007
Nonfood provision,Energy,SYC,AF_E,97741,0.01,0.00219903912867708
Technosphere modification,Infrastructure,SYC,AF_E,97741,0.02,3.1244972026803e-4
Technosphere modification,Buildings,SYC,AF_E,97741,0.16,0.01550007239994637
Technosphere modification,Artifacts,SYC,AF_E,97741,0.19,0.0200998848083156
Maintenance of surroundings,Inhabited environment,SYC,AF_E,97741,0.86,0.22875189653075095
Somatic maintenance,Sleep & bedrest,SYC,AF_E,97741,8.93,2.6149926440655356
Maintenance of surroundings,Waste management,SYC,AF_E,97741,0.01,6.7628890237214e-4
Somatic maintenance,Physical child care,SYC,AF_E,97741,0.29,0.06530663057209452
Somatic maintenance,Health care,SYC,AF_E,97741,0.36,0.9660871804958426
Somatic maintenance,Hygiene & grooming,SYC,AF_E,97741,1.08,1.0225105721092995
Deliberate neural restructuring,Schooling & research,SYC,AF_E,97741,1.1,0.28532871360716744
Deliberate neural restructuring,Religious practice,SYC,AF_E,97741,0.15,0.15343942942615132
Organization,Human transportation,SYC,AF_E,97741,0.99,1.0390538346028828
Organization,Material transportation,SYC,AF_E,97741,0.3,0.07839503499584849
Organization,Allocation,SYC,AF_E,97741,0.8,0.18738762687501925
Experience oriented,Social,SYC,AF_E,97741,0.93,0.5942397339982698
Experience oriented,Active recreation,SYC,AF_E,97741,0.39,0.1001867438502954
Experience oriented,Meals,SYC,AF_E,97741,1.88,1.2620995678166318
Experience oriented,Passive,SYC,AF_E,97741,2.25,1.815571608863348
Experience oriented,Interactive,SYC,AF_E,97741,1.1,0.3508945565959956
Food provision,Food preparation,SYR,AS_W,17070132,0.88,0.19069050959337097
Food provision,Food growth & collection,SYR,AS_W,17070132,0.36,0.09358224729548371
Food provision,Food processing,SYR,AS_W,17070132,0.04,0.00705444289885008
Nonfood provision,Materials,SYR,AS_W,17070132,0.04,0.00519525260306105
Nonfood provision,Energy,SYR,AS_W,17070132,0.03,0.0033838480088612
Technosphere modification,Infrastructure,SYR,AS_W,17070132,0.04,0.03480789257722431
Technosphere modification,Buildings,SYR,AS_W,17070132,0.21,0.2060596139451479
Technosphere modification,Artifacts,SYR,AS_W,17070132,0.31,0.03324835047545143
Maintenance of surroundings,Inhabited environment,SYR,AS_W,17070132,0.86,0.19125378145423716
Somatic maintenance,Sleep & bedrest,SYR,AS_W,17070132,9.45,1.334729314175462
Maintenance of surroundings,Waste management,SYR,AS_W,17070132,0.01,6.0267119257686826e-5
Somatic maintenance,Physical child care,SYR,AS_W,17070132,0.25,0.06385532888711636
Somatic maintenance,Health care,SYR,AS_W,17070132,0.13,0.04892242375630518
Somatic maintenance,Hygiene & grooming,SYR,AS_W,17070132,0.85,0.10397778934261744
Deliberate neural restructuring,Schooling & research,SYR,AS_W,17070132,0.93,0.2872182579006988
Deliberate neural restructuring,Religious practice,SYR,AS_W,17070132,0.47,0.15518190991036002
Organization,Human transportation,SYR,AS_W,17070132,0.77,0.12261703842431514
Organization,Material transportation,SYR,AS_W,17070132,0.21,0.03806304614462792
Organization,Allocation,SYR,AS_W,17070132,0.79,0.13350862880512102
Experience oriented,Social,SYR,AS_W,17070132,1.09,0.59014856218269
Experience oriented,Active recreation,SYR,AS_W,17070132,0.49,0.09973345989848711
Experience oriented,Meals,SYR,AS_W,17070132,1.79,0.3542060233710226
Experience oriented,Passive,SYR,AS_W,17070132,3.09,0.9392992610523984
Experience oriented,Interactive,SYR,AS_W,17070132,0.9,0.34992443825333464
Food provision,Food preparation,TCD,AF_M,15946882,0.81,0.2156886519294237
Food provision,Food growth & collection,TCD,AF_M,15946882,1.06,0.5324487148124554
Food provision,Food processing,TCD,AF_M,15946882,0.02,0.01082390783523981
Nonfood provision,Materials,TCD,AF_M,15946882,0.1,0.01452913047866289
Nonfood provision,Energy,TCD,AF_M,15946882,0.08,0.01124239378260669
Technosphere modification,Infrastructure,TCD,AF_M,15946882,0.02,0.01399450689135183
Technosphere modification,Buildings,TCD,AF_M,15946882,0.03,0.08470887227544933
Technosphere modification,Artifacts,TCD,AF_M,15946882,0.42,0.11576952233863248
Maintenance of surroundings,Inhabited environment,TCD,AF_M,15946882,0.72,0.20012078523141863
Somatic maintenance,Sleep & bedrest,TCD,AF_M,15946882,9.79,1.2913986617555109
Maintenance of surroundings,Waste management,TCD,AF_M,15946882,0,1.8352121274089e-4
Somatic maintenance,Physical child care,TCD,AF_M,15946882,0.27,0.0635982296062593
Somatic maintenance,Health care,TCD,AF_M,15946882,0.05,0.06232277739498799
Somatic maintenance,Hygiene & grooming,TCD,AF_M,15946882,0.82,0.10508557428184533
Deliberate neural restructuring,Schooling & research,TCD,AF_M,15946882,1.95,0.31870429108437115
Deliberate neural restructuring,Religious practice,TCD,AF_M,15946882,0.44,0.15411027242639344
Organization,Human transportation,TCD,AF_M,15946882,1.02,0.12750643165843678
Organization,Material transportation,TCD,AF_M,15946882,0.48,0.06086319438366949
Organization,Allocation,TCD,AF_M,15946882,0.49,0.32525596672528156
Experience oriented,Social,TCD,AF_M,15946882,1.05,0.5931809745164189
Experience oriented,Active recreation,TCD,AF_M,15946882,0.44,0.09982094144370052
Experience oriented,Meals,TCD,AF_M,15946882,1.14,0.3473798389695329
Experience oriented,Passive,TCD,AF_M,15946882,1.84,0.90549918184371
Experience oriented,Interactive,TCD,AF_M,15946882,0.96,0.3512973105576911
Food provision,Food preparation,TGO,AF_W,8082359,0.67,0.1899902309364409
Food provision,Food growth & collection,TGO,AF_W,8082359,0.97,0.2134141434314752
Food provision,Food processing,TGO,AF_W,8082359,0.07,0.00733219175178282
Nonfood provision,Materials,TGO,AF_W,8082359,0.14,0.00891938111067517
Nonfood provision,Energy,TGO,AF_W,8082359,0.03,0.00258478540652944
Technosphere modification,Infrastructure,TGO,AF_W,8082359,0.02,1.1410229731882e-4
Technosphere modification,Buildings,TGO,AF_W,8082359,0.1,0.01365872421273081
Technosphere modification,Artifacts,TGO,AF_W,8082359,0.24,0.02748945343153306
Maintenance of surroundings,Inhabited environment,TGO,AF_W,8082359,0.66,0.183887163026702
Somatic maintenance,Sleep & bedrest,TGO,AF_W,8082359,8.83,1.4426316795511047
Maintenance of surroundings,Waste management,TGO,AF_W,8082359,0.01,4.995426397963051e-5
Somatic maintenance,Physical child care,TGO,AF_W,8082359,0.3,0.06300506984189906
Somatic maintenance,Health care,TGO,AF_W,8082359,0.25,0.04348750850205001
Somatic maintenance,Hygiene & grooming,TGO,AF_W,8082359,1.01,0.10742124831519438
Deliberate neural restructuring,Schooling & research,TGO,AF_W,8082359,1.31,0.2876154949181823
Deliberate neural restructuring,Religious practice,TGO,AF_W,8082359,0.24,0.1532503882105637
Organization,Human transportation,TGO,AF_W,8082359,0.95,0.1267299706627161
Organization,Material transportation,TGO,AF_W,8082359,0.24,0.04504703151620821
Organization,Allocation,TGO,AF_W,8082359,0.9,0.18885915470743164
Experience oriented,Social,TGO,AF_W,8082359,1.55,0.5934457017370403
Experience oriented,Active recreation,TGO,AF_W,8082359,0.42,0.0991029777912267
Experience oriented,Meals,TGO,AF_W,8082359,1.59,0.3498598373451376
Experience oriented,Passive,TGO,AF_W,8082359,2.3,0.9167340773600028
Experience oriented,Interactive,TGO,AF_W,8082359,1.19,0.3501235869247487
Food provision,Food preparation,THA,AS_SE,68714519,0.66,0.07988354692538835
Food provision,Food growth & collection,THA,AS_SE,68714519,0.89,7.7385333375909e-4
Food provision,Food processing,THA,AS_SE,68714519,0.15,7.206991726120819e-6
Nonfood provision,Materials,THA,AS_SE,68714519,0.06,4.8045559635621e-4
Nonfood provision,Energy,THA,AS_SE,68714519,0.02,1.3405914220843964e-6
Technosphere modification,Infrastructure,THA,AS_SE,68714519,0.03,2.2641250254378837e-5
Technosphere modification,Buildings,THA,AS_SE,68714519,0.35,0.07990184971822573
Technosphere modification,Artifacts,THA,AS_SE,68714519,0.53,1.5657300939231e-4
Maintenance of surroundings,Inhabited environment,THA,AS_SE,68714519,0.54,0.07998558543164862
Somatic maintenance,Sleep & bedrest,THA,AS_SE,68714519,8.5,6.185444027009911
Maintenance of surroundings,Waste management,THA,AS_SE,68714519,0.01,5.081086184357314e-5
Somatic maintenance,Physical child care,THA,AS_SE,68714519,0.26,0.00412269108089928
Somatic maintenance,Health care,THA,AS_SE,68714519,0.4,5.021487377159049
Somatic maintenance,Hygiene & grooming,THA,AS_SE,68714519,1.28,5.017677395083593
Deliberate neural restructuring,Schooling & research,THA,AS_SE,68714519,0.99,0.03041796547895096
Deliberate neural restructuring,Religious practice,THA,AS_SE,68714519,0.04,9.624363459102516e-5
Organization,Human transportation,THA,AS_SE,68714519,1.09,5.2746291598096775
Organization,Material transportation,THA,AS_SE,68714519,0.35,0.11716269532119872
Organization,Allocation,THA,AS_SE,68714519,1.03,0.0801408574589809
Experience oriented,Social,THA,AS_SE,68714519,0.68,0.02240114449834754
Experience oriented,Active recreation,THA,AS_SE,68714519,0.27,6.515975768115e-4
Experience oriented,Meals,THA,AS_SE,68714519,1.83,5.017545337145852
Experience oriented,Passive,THA,AS_SE,68714519,3.45,5.277455916184843
Experience oriented,Interactive,THA,AS_SE,68714519,0.6,0.0246375123196633
Food provision,Food preparation,TJK,AS_C,9321023,0.51,0.41016496479662434
Food provision,Food growth & collection,TJK,AS_C,9321023,0.5,0.5407149753934036
Food provision,Food processing,TJK,AS_C,9321023,0.07,0.01716503027625464
Nonfood provision,Materials,TJK,AS_C,9321023,0.09,0.00850464582631668
Nonfood provision,Energy,TJK,AS_C,9321023,0.05,0.00511086961281556
Technosphere modification,Infrastructure,TJK,AS_C,9321023,0.05,0.01454526218281571
Technosphere modification,Buildings,TJK,AS_C,9321023,0.26,0.2884697145164098
Technosphere modification,Artifacts,TJK,AS_C,9321023,0.32,0.31071983080366783
Maintenance of surroundings,Inhabited environment,TJK,AS_C,9321023,1.09,0.43997079917356263
Somatic maintenance,Sleep & bedrest,TJK,AS_C,9321023,8.74,3.6890812946211726
Maintenance of surroundings,Waste management,TJK,AS_C,9321023,0.01,1.8671952326822e-4
Somatic maintenance,Physical child care,TJK,AS_C,9321023,0.26,0.2699438411137032
Somatic maintenance,Health care,TJK,AS_C,9321023,0.29,0.2686617681621298
Somatic maintenance,Hygiene & grooming,TJK,AS_C,9321023,1.09,2.8161403458952816
Deliberate neural restructuring,Schooling & research,TJK,AS_C,9321023,1.6,0.33949951318985033
Deliberate neural restructuring,Religious practice,TJK,AS_C,9321023,0.48,0.8298474229908205
Organization,Human transportation,TJK,AS_C,9321023,0.96,3.525400770787136
Organization,Material transportation,TJK,AS_C,9321023,0.28,0.24973833475799065
Organization,Allocation,TJK,AS_C,9321023,0.85,0.5281993547595971
Experience oriented,Social,TJK,AS_C,9321023,1.13,1.3838853929414403
Experience oriented,Active recreation,TJK,AS_C,9321023,0.52,0.826006893091616
Experience oriented,Meals,TJK,AS_C,9321023,1.56,3.0554905251880173
Experience oriented,Passive,TJK,AS_C,9321023,2.27,1.6918648974208983
Experience oriented,Interactive,TJK,AS_C,9321023,1.41,1.075416766719136
Food provision,Food preparation,TKM,AS_C,5942094,0.51,0.41016496479662434
Food provision,Food growth & collection,TKM,AS_C,5942094,0.5,0.5407149753934036
Food provision,Food processing,TKM,AS_C,5942094,0.07,0.01716503027625464
Nonfood provision,Materials,TKM,AS_C,5942094,0.09,0.00850464582631668
Nonfood provision,Energy,TKM,AS_C,5942094,0.05,0.00511086961281556
Technosphere modification,Infrastructure,TKM,AS_C,5942094,0.05,0.01454526218281571
Technosphere modification,Buildings,TKM,AS_C,5942094,0.26,0.2884697145164098
Technosphere modification,Artifacts,TKM,AS_C,5942094,0.32,0.31071983080366783
Maintenance of surroundings,Inhabited environment,TKM,AS_C,5942094,1.09,0.43997079917356263
Somatic maintenance,Sleep & bedrest,TKM,AS_C,5942094,8.74,3.6890812946211726
Maintenance of surroundings,Waste management,TKM,AS_C,5942094,0.01,1.8671952326822e-4
Somatic maintenance,Physical child care,TKM,AS_C,5942094,0.26,0.2699438411137032
Somatic maintenance,Health care,TKM,AS_C,5942094,0.29,0.2686617681621298
Somatic maintenance,Hygiene & grooming,TKM,AS_C,5942094,1.09,2.8161403458952816
Deliberate neural restructuring,Schooling & research,TKM,AS_C,5942094,1.6,0.33949951318985033
Deliberate neural restructuring,Religious practice,TKM,AS_C,5942094,0.48,0.8298474229908205
Organization,Human transportation,TKM,AS_C,5942094,0.96,3.525400770787136
Organization,Material transportation,TKM,AS_C,5942094,0.28,0.24973833475799065
Organization,Allocation,TKM,AS_C,5942094,0.85,0.5281993547595971
Experience oriented,Social,TKM,AS_C,5942094,1.13,1.3838853929414403
Experience oriented,Active recreation,TKM,AS_C,5942094,0.52,0.826006893091616
Experience oriented,Meals,TKM,AS_C,5942094,1.56,3.0554905251880173
Experience oriented,Passive,TKM,AS_C,5942094,2.27,1.6918648974208983
Experience oriented,Interactive,TKM,AS_C,5942094,1.41,1.075416766719136
Food provision,Food preparation,TLS,AS_SE,1293120,0.59,0.2763227808988583
Food provision,Food growth & collection,TLS,AS_SE,1293120,0.85,0.24471212742422613
Food provision,Food processing,TLS,AS_SE,1293120,0.1,0.00812283686488726
Nonfood provision,Materials,TLS,AS_SE,1293120,0.07,0.00164092867169818
Nonfood provision,Energy,TLS,AS_SE,1293120,0.02,0.0043969682777667
Technosphere modification,Infrastructure,TLS,AS_SE,1293120,0.03,4.6879629773432e-4
Technosphere modification,Buildings,TLS,AS_SE,1293120,0.4,0.10083719211889676
Technosphere modification,Artifacts,TLS,AS_SE,1293120,0.49,0.07070417002755505
Maintenance of surroundings,Inhabited environment,TLS,AS_SE,1293120,0.55,0.2654099617204562
Somatic maintenance,Sleep & bedrest,TLS,AS_SE,1293120,8.5,6.99802455882193
Maintenance of surroundings,Waste management,TLS,AS_SE,1293120,0.01,9.873410776395736e-5
Somatic maintenance,Physical child care,TLS,AS_SE,1293120,0.26,0.06687510512602145
Somatic maintenance,Health care,TLS,AS_SE,1293120,0.39,5.06555250138058
Somatic maintenance,Hygiene & grooming,TLS,AS_SE,1293120,1.27,5.11927240356728
Deliberate neural restructuring,Schooling & research,TLS,AS_SE,1293120,1.02,0.3150072739558116
Deliberate neural restructuring,Religious practice,TLS,AS_SE,1293120,0.05,0.15280437271964803
Organization,Human transportation,TLS,AS_SE,1293120,1.1,5.395264563294284
Organization,Material transportation,TLS,AS_SE,1293120,0.39,0.15723368447477953
Organization,Allocation,TLS,AS_SE,1293120,1.08,0.2737633915792533
Experience oriented,Social,TLS,AS_SE,1293120,0.68,0.6078147129522378
Experience oriented,Active recreation,TLS,AS_SE,1293120,0.26,0.09916244477380656
Experience oriented,Meals,TLS,AS_SE,1293120,1.83,5.358899503128789
Experience oriented,Passive,TLS,AS_SE,1293120,3.45,6.167919286793667
Experience oriented,Interactive,TLS,AS_SE,1293120,0.59,0.3693687131530861
Food provision,Food preparation,TON,AS_SE,103199,0.48,0.26520764324572416
Food provision,Food growth & collection,TON,AS_SE,103199,0.98,0.3104909449803716
Food provision,Food processing,TON,AS_SE,103199,0.01,0.00622493038012489
Nonfood provision,Materials,TON,AS_SE,103199,0.06,0.00192209988262703
Nonfood provision,Energy,TON,AS_SE,103199,0.03,0.00248268003936018
Technosphere modification,Infrastructure,TON,AS_SE,103199,0.03,2.6083902018174e-4
Technosphere modification,Buildings,TON,AS_SE,103199,0.42,0.11363261418960038
Technosphere modification,Artifacts,TON,AS_SE,103199,0.58,0.11225692361181644
Maintenance of surroundings,Inhabited environment,TON,AS_SE,103199,0.54,0.26311458508374513
Somatic maintenance,Sleep & bedrest,TON,AS_SE,103199,8.5,6.99802455882193
Maintenance of surroundings,Waste management,TON,AS_SE,103199,0.01,1.0547467075269e-4
Somatic maintenance,Physical child care,TON,AS_SE,103199,0.26,0.0666429685899849
Somatic maintenance,Health care,TON,AS_SE,103199,0.4,5.065561004653761
Somatic maintenance,Hygiene & grooming,TON,AS_SE,103199,1.26,5.119162553630923
Deliberate neural restructuring,Schooling & research,TON,AS_SE,103199,1.12,0.32597463619140915
Deliberate neural restructuring,Religious practice,TON,AS_SE,103199,0.05,0.15281076860729756
Organization,Human transportation,TON,AS_SE,103199,1.1,5.395312619126075
Organization,Material transportation,TON,AS_SE,103199,0.32,0.15664352465012513
Organization,Allocation,TON,AS_SE,103199,1.03,0.4081518951097747
Experience oriented,Social,TON,AS_SE,103199,0.68,0.607773427757021
Experience oriented,Active recreation,TON,AS_SE,103199,0.26,0.09915792828323217
Experience oriented,Meals,TON,AS_SE,103199,1.83,5.358899503128789
Experience oriented,Passive,TON,AS_SE,103199,3.45,6.167882375044287
Experience oriented,Interactive,TON,AS_SE,103199,0.6,0.36941616480293216
Food provision,Food preparation,TTO,AM_C,1394969,1.15,0.24257054475414816
Food provision,Food growth & collection,TTO,AM_C,1394969,0.56,0.06195967681805953
Food provision,Food processing,TTO,AM_C,1394969,0.1,0.01029936530486249
Nonfood provision,Materials,TTO,AM_C,1394969,0.07,0.00384296232221007
Nonfood provision,Energy,TTO,AM_C,1394969,0.04,0.00405926840751889
Technosphere modification,Infrastructure,TTO,AM_C,1394969,0.07,6.248734138737e-4
Technosphere modification,Buildings,TTO,AM_C,1394969,0.26,0.01596164335132591
Technosphere modification,Artifacts,TTO,AM_C,1394969,0.43,0.02527779794606056
Maintenance of surroundings,Inhabited environment,TTO,AM_C,1394969,1.29,0.21037709443189712
Somatic maintenance,Sleep & bedrest,TTO,AM_C,1394969,8.21,3.8838580704242074
Maintenance of surroundings,Waste management,TTO,AM_C,1394969,0.01,6.83376273261e-4
Somatic maintenance,Physical child care,TTO,AM_C,1394969,0.7,0.0710683909954883
Somatic maintenance,Health care,TTO,AM_C,1394969,0.48,0.04527143422681473
Somatic maintenance,Hygiene & grooming,TTO,AM_C,1394969,0.94,3.021000989250257
Deliberate neural restructuring,Schooling & research,TTO,AM_C,1394969,1.23,0.3157075595104107
Deliberate neural restructuring,Religious practice,TTO,AM_C,1394969,0.22,0.1533676865790067
Organization,Human transportation,TTO,AM_C,1394969,0.69,0.5993742133842734
Organization,Material transportation,TTO,AM_C,1394969,0.18,0.04155604274710777
Organization,Allocation,TTO,AM_C,1394969,1.29,0.1573074318857059
Experience oriented,Social,TTO,AM_C,1394969,0.98,0.9611642892230392
Experience oriented,Active recreation,TTO,AM_C,1394969,0.45,0.10063755620366506
Experience oriented,Meals,TTO,AM_C,1394969,1.27,3.2601218279034234
Experience oriented,Passive,TTO,AM_C,1394969,2.09,1.126211056795671
Experience oriented,Interactive,TTO,AM_C,1394969,1.28,0.5716704907884139
Food provision,Food preparation,TUN,AF_N,11694721,1.3,0.02424240380901679
Food provision,Food growth & collection,TUN,AF_N,11694721,0.42,0.5117769142333036
Food provision,Food processing,TUN,AF_N,11694721,0.03,0.00464901720118519
Nonfood provision,Materials,TUN,AF_N,11694721,0.06,0.00775115737711248
Nonfood provision,Energy,TUN,AF_N,11694721,0.06,0.0029069909693389
Technosphere modification,Infrastructure,TUN,AF_N,11694721,0.08,0.01526597870144439
Technosphere modification,Buildings,TUN,AF_N,11694721,0.26,0.07564290584199973
Technosphere modification,Artifacts,TUN,AF_N,11694721,0.27,0.0970256863288148
Maintenance of surroundings,Inhabited environment,TUN,AF_N,11694721,0.8,0.01356785665660532
Somatic maintenance,Sleep & bedrest,TUN,AF_N,11694721,8.55,0.1015682980223991
Maintenance of surroundings,Waste management,TUN,AF_N,11694721,0.01,1.554976046651e-4
Somatic maintenance,Physical child care,TUN,AF_N,11694721,0.18,9.165678952586e-4
Somatic maintenance,Health care,TUN,AF_N,11694721,0.1,0.01863791778502091
Somatic maintenance,Hygiene & grooming,TUN,AF_N,11694721,0.78,0.0015982916724002
Deliberate neural restructuring,Schooling & research,TUN,AF_N,11694721,0.97,0.02438354372485836
Deliberate neural restructuring,Religious practice,TUN,AF_N,11694721,0.66,7.5126834522786e-4
Organization,Human transportation,TUN,AF_N,11694721,1.12,0.00681438388350321
Organization,Material transportation,TUN,AF_N,11694721,0.45,0.01924769529402567
Organization,Allocation,TUN,AF_N,11694721,0.75,0.2289338469476336
Experience oriented,Social,TUN,AF_N,11694721,1.48,0.00299956154510841
Experience oriented,Active recreation,TUN,AF_N,11694721,0.44,6.7193746947888e-4
Experience oriented,Meals,TUN,AF_N,11694721,1.32,0.002923860510339
Experience oriented,Passive,TUN,AF_N,11694721,3.17,0.0127886571126733
Experience oriented,Interactive,TUN,AF_N,11694721,0.72,0.00318013353382731
Food provision,Food preparation,TUR,AS_W,72326992,0.97,9.61626918007e-4
Food provision,Food growth & collection,TUR,AS_W,72326992,0.45,2.4303764380247e-4
Food provision,Food processing,TUR,AS_W,72326992,0.06,1.4308535263261112e-5
Nonfood provision,Materials,TUR,AS_W,72326992,0.04,1.0864409025519e-4
Nonfood provision,Energy,TUR,AS_W,72326992,0.02,2.84331124353972e-7
Technosphere modification,Infrastructure,TUR,AS_W,72326992,0.03,3.284811454926856e-5
Technosphere modification,Buildings,TUR,AS_W,72326992,0.16,1.24651814736e-4
Technosphere modification,Artifacts,TUR,AS_W,72326992,0.4,1.6388310548306e-4
Maintenance of surroundings,Inhabited environment,TUR,AS_W,72326992,0.82,6.5976226045689e-4
Somatic maintenance,Sleep & bedrest,TUR,AS_W,72326992,9.14,0.1335096980933678
Maintenance of surroundings,Waste management,TUR,AS_W,72326992,0.01,3.9232003587939744e-8
Somatic maintenance,Physical child care,TUR,AS_W,72326992,0.23,1.8340122078013e-4
Somatic maintenance,Health care,TUR,AS_W,72326992,0.09,8.137268299582105e-5
Somatic maintenance,Hygiene & grooming,TUR,AS_W,72326992,0.88,0.00124677830566617
Deliberate neural restructuring,Schooling & research,TUR,AS_W,72326992,0.88,0.00170035008080055
Deliberate neural restructuring,Religious practice,TUR,AS_W,72326992,0.41,0.00137411472259992
Organization,Human transportation,TUR,AS_W,72326992,0.8,0.00160834448759493
Organization,Material transportation,TUR,AS_W,72326992,0.27,0.00124713120423513
Organization,Allocation,TUR,AS_W,72326992,0.83,0.00161579809482361
Experience oriented,Social,TUR,AS_W,72326992,1.11,0.00410052710250178
Experience oriented,Active recreation,TUR,AS_W,72326992,0.46,5.3544803755706e-4
Experience oriented,Meals,TUR,AS_W,72326992,1.9,0.0063109285366926
Experience oriented,Passive,TUR,AS_W,72326992,3.11,0.01020534900344502
Experience oriented,Interactive,TUR,AS_W,72326992,0.93,0.00375730837914397
Food provision,Food preparation,TWN,AS_E,23773881,0.63,0.04994456920983171
Food provision,Food growth & collection,TWN,AS_E,23773881,1.38,0.35436992988903415
Food provision,Food processing,TWN,AS_E,23773881,0.05,0.00101708091397288
Nonfood provision,Materials,TWN,AS_E,23773881,0.11,0.00261662967317523
Nonfood provision,Energy,TWN,AS_E,23773881,0.06,0.00245978263053554
Technosphere modification,Infrastructure,TWN,AS_E,23773881,0.06,7.2366101484251e-4
Technosphere modification,Buildings,TWN,AS_E,23773881,0.15,0.00103998346753853
Technosphere modification,Artifacts,TWN,AS_E,23773881,0.64,0.0489524352036131
Maintenance of surroundings,Inhabited environment,TWN,AS_E,23773881,0.76,0.047176865087033
Somatic maintenance,Sleep & bedrest,TWN,AS_E,23773881,9.15,0.503675725462511
Maintenance of surroundings,Waste management,TWN,AS_E,23773881,0.01,3.8262681507844394e-5
Somatic maintenance,Physical child care,TWN,AS_E,23773881,0.14,0.01774009634460149
Somatic maintenance,Health care,TWN,AS_E,23773881,0.08,0.0071346102750945
Somatic maintenance,Hygiene & grooming,TWN,AS_E,23773881,0.93,0.00556407774307416
Deliberate neural restructuring,Schooling & research,TWN,AS_E,23773881,1.14,0.00654029224231641
Deliberate neural restructuring,Religious practice,TWN,AS_E,23773881,0.16,1.4028561648119e-4
Organization,Human transportation,TWN,AS_E,23773881,0.65,0.00611935024990938
Organization,Material transportation,TWN,AS_E,23773881,0.15,0.00261431540963574
Organization,Allocation,TWN,AS_E,23773881,0.89,0.12770930592001084
Experience oriented,Social,TWN,AS_E,23773881,0.48,0.00327644405002459
Experience oriented,Active recreation,TWN,AS_E,23773881,0.55,0.00109097155790107
Experience oriented,Meals,TWN,AS_E,23773881,1.42,0.0132910649018216
Experience oriented,Passive,TWN,AS_E,23773881,3.66,0.04063993949217953
