team_code,season,position_type,player_id,headshot,first_name,last_name,sweater_number,position_code,shoots_catches,height_in_inches,weight_in_pounds,height_in_centimeters,weight_in_kilograms,birth_date,birth_city,birth_country,birth_state_province
STL,19811982,defensemen,8446677,https://assets.nhle.com/mugs/nhl/19811982/STL/8446677.png,Kari,Eloranta,20,D,L,74,200,188,91,1956-02-29,Lahti,FIN,NA
STL,19811982,defensemen,8447666,https://assets.nhle.com/mugs/nhl/19811982/STL/8447666.png,Gerry,Hart,2,D,L,69,190,175,86,1948-01-01,Flin Flon,CAN,Manitoba
STL,19811982,defensemen,8448399,https://assets.nhle.com/mugs/nhl/19811982/STL/8448399.png,Ed,Kea,19,D,L,75,200,191,91,1948-01-19,Weesp,NLD,NA
STL,19811982,defensemen,8448579,https://assets.nhle.com/mugs/nhl/19811982/STL/8448579.png,Neil,Labatte,9,D,L,74,178,188,81,1957-04-24,Toronto,CAN,Ontario
STL,19811982,defensemen,8448694,https://assets.nhle.com/mugs/nhl/19811982/STL/8448694.png,Guy,Lapointe,5,D,L,72,205,183,93,1948-03-18,Montréal,CAN,Quebec
STL,19811982,defensemen,8448695,https://assets.nhle.com/mugs/nhl/19811982/STL/8448695.png,Rick,Lapointe,18,D,L,74,200,188,91,1955-08-02,Victoria,CAN,British Columbia
STL,19811982,defensemen,8449580,https://assets.nhle.com/mugs/nhl/19811982/STL/8449580.png,Joe,Micheletti,12,D,NA,72,194,183,88,1954-10-24,Hibbing,USA,Minnesota
STL,19811982,defensemen,8450257,https://assets.nhle.com/mugs/nhl/19811982/STL/8450257.png,Jim,Pavese,18,D,L,74,205,188,93,1962-06-08,New York City,USA,New York
STL,19811982,defensemen,8451732,https://assets.nhle.com/mugs/nhl/19811982/STL/8451732.png,Bill,Stewart,17,D,R,72,178,183,81,1957-10-06,Toronto,CAN,Ontario
STL,19811982,defensemen,8452229,https://assets.nhle.com/mugs/nhl/19811982/STL/8452229.png,Alain,Vigneault,32,D,L,70,200,178,91,1961-05-14,Quebec City,CAN,Quebec
STL,19811982,defensemen,8452496,https://assets.nhle.com/mugs/nhl/19811982/STL/8452496.png,Rik,Wilson,4,D,R,72,180,183,82,1962-06-17,Long Beach,USA,California
STL,19811982,goalies,8446602,https://assets.nhle.com/mugs/nhl/19811982/STL/8446602.png,Gary,Edwards,1,G,L,68,160,173,73,1947-10-05,Toronto,CAN,Ontario
STL,19811982,goalies,8447505,https://assets.nhle.com/mugs/nhl/19811982/STL/8447505.png,Glen,Hanlon,1,G,L,72,185,183,84,1957-02-20,Brandon,CAN,Manitoba
STL,19811982,goalies,8447725,https://assets.nhle.com/mugs/nhl/19811982/STL/8447725.png,Rick,Heinz,31,G,L,70,165,178,75,1955-05-30,Essex,CAN,Ontario
STL,19811982,goalies,8448865,https://assets.nhle.com/mugs/nhl/19811982/STL/8448865.png,Mike,Liut,1,G,L,74,195,188,88,1956-01-07,Weston,CAN,Ontario
STL,19811982,goalies,8451406,https://assets.nhle.com/mugs/nhl/19811982/STL/8451406.png,Paul,Skidmore,30,G,L,72,180,183,82,1956-07-22,Smithtown,USA,New York
STL,19821983,forwards,8444947,https://assets.nhle.com/mugs/nhl/19821983/STL/8444947.png,Perry,Anderson,25,L,L,73,225,185,102,1961-10-14,Barrie,CAN,Ontario
STL,19821983,forwards,8445207,https://assets.nhle.com/mugs/nhl/19821983/STL/8445207.png,Wayne,Babych,10,R,R,71,191,180,87,1958-06-06,Edmonton,CAN,Alberta
STL,19821983,forwards,8445666,https://assets.nhle.com/mugs/nhl/19821983/STL/8445666.png,Curt,Brackenbury,15,R,R,70,200,178,91,1952-01-31,Kapuskasing,CAN,Ontario
STL,19821983,forwards,8445932,https://assets.nhle.com/mugs/nhl/19821983/STL/8445932.png,Jack,Carlson,21,L,L,75,205,191,93,1954-08-23,Virginia,USA,Minnesota
STL,19821983,forwards,8446035,https://assets.nhle.com/mugs/nhl/19821983/STL/8446035.png,Blair,Chapman,9,R,R,71,190,180,86,1956-06-13,Lloydminster,CAN,Saskatchewan
STL,19821983,forwards,8446219,https://assets.nhle.com/mugs/nhl/19821983/STL/8446219.png,Bob,Crawford,32,R,R,71,180,180,82,1959-04-06,Belleville,CAN,Ontario
STL,19821983,forwards,8446237,https://assets.nhle.com/mugs/nhl/19821983/STL/8446237.png,Mike,Crombeen,26,R,R,71,190,180,86,1957-04-16,Sarnia,CAN,Ontario
STL,19821983,forwards,8446522,https://assets.nhle.com/mugs/nhl/19821983/STL/8446522.png,Blake,Dunlop,19,C,R,70,170,178,77,1953-04-18,Hamilton,CAN,Ontario
STL,19821983,forwards,8446803,https://assets.nhle.com/mugs/nhl/19821983/STL/8446803.png,Bernie,Federko,24,C,L,72,178,183,81,1956-05-12,Foam Lake,CAN,Saskatchewan
STL,19821983,forwards,8447790,https://assets.nhle.com/mugs/nhl/19821983/STL/8447790.png,Pat,Hickey,16,L,L,73,190,185,86,1953-05-15,Brantford,CAN,Ontario
STL,19821983,forwards,8448501,https://assets.nhle.com/mugs/nhl/19821983/STL/8448501.png,Ralph,Klassen,10,C,L,71,175,180,79,1955-09-15,Humboldt,CAN,Saskatchewan
STL,19821983,forwards,8448773,https://assets.nhle.com/mugs/nhl/19821983/STL/8448773.png,Alain,Lemieux,23,C,L,72,185,183,84,1961-05-24,Montréal,CAN,Quebec
STL,19821983,forwards,8449743,https://assets.nhle.com/mugs/nhl/19821983/STL/8449743.png,Joe,Mullen,7,R,R,69,180,175,82,1957-02-26,New York City,USA,New York
STL,19821983,forwards,8449809,https://assets.nhle.com/mugs/nhl/19821983/STL/8449809.png,Vaclav,Nedomansky,34,C,L,74,205,188,93,1944-03-14,Hodonin,CZE,NA
STL,19821983,forwards,8450215,https://assets.nhle.com/mugs/nhl/19821983/STL/8450215.png,Larry,Patey,6,L,L,72,185,183,84,1953-03-19,Toronto,CAN,Ontario
STL,19821983,forwards,8450345,https://assets.nhle.com/mugs/nhl/19821983/STL/8450345.png,Jorgen,Pettersson,22,L,L,74,185,188,84,1956-07-11,Gothenburg,SWE,NA
STL,19821983,forwards,8450741,https://assets.nhle.com/mugs/nhl/19821983/STL/8450741.png,Mark,Reeds,15,R,R,70,178,178,81,1960-01-24,Burlington,CAN,Ontario
STL,19821983,forwards,8451799,https://assets.nhle.com/mugs/nhl/19821983/STL/8451799.png,Brian,Sutter,11,L,L,70,180,178,82,1956-10-07,Viking,CAN,Alberta
STL,19821983,forwards,8451986,https://assets.nhle.com/mugs/nhl/19821983/STL/8451986.png,Robert,Tudor,19,C,R,70,189,178,86,1956-06-30,Cupar,CAN,Saskatchewan
STL,19821983,forwards,8451992,https://assets.nhle.com/mugs/nhl/19821983/STL/8451992.png,Perry,Turnbull,9,C,L,74,200,188,91,1959-03-09,Bentley,CAN,Alberta
STL,19821983,forwards,8452694,https://assets.nhle.com/mugs/nhl/19821983/STL/8452694.png,Mike,Zuke,21,C,R,72,180,183,82,1954-04-16,Sault Ste. Marie,CAN,Ontario
STL,19821983,defensemen,8445604,https://assets.nhle.com/mugs/nhl/19821983/STL/8445604.png,Tim,Bothwell,6,D,L,75,190,191,86,1955-05-06,Vancouver,CAN,British Columbia
STL,19821983,defensemen,8445719,https://assets.nhle.com/mugs/nhl/19821983/STL/8445719.png,Jack,Brownschidle,16,D,L,74,195,188,88,1955-10-02,Buffalo,USA,New York
STL,19821983,defensemen,8446443,https://assets.nhle.com/mugs/nhl/19821983/STL/8446443.png,Andre,Dore,33,D,R,74,200,188,91,1958-02-11,Ottawa,CAN,Ontario
STL,19821983,defensemen,8447666,https://assets.nhle.com/mugs/nhl/19821983/STL/8447666.png,Gerry,Hart,2,D,L,69,190,175,86,1948-01-01,Flin Flon,CAN,Manitoba
STL,19821983,defensemen,8448399,https://assets.nhle.com/mugs/nhl/19821983/STL/8448399.png,Ed,Kea,19,D,L,75,200,191,91,1948-01-19,Weesp,NLD,NA
STL,19821983,defensemen,8448694,https://assets.nhle.com/mugs/nhl/19821983/STL/8448694.png,Guy,Lapointe,5,D,L,72,205,183,93,1948-03-18,Montréal,CAN,Quebec
STL,19821983,defensemen,8450257,https://assets.nhle.com/mugs/nhl/19821983/STL/8450257.png,Jim,Pavese,18,D,L,74,205,188,93,1962-06-08,New York City,USA,New York
STL,19821983,defensemen,8450642,https://assets.nhle.com/mugs/nhl/19821983/STL/8450642.png,Rob,Ramage,5,D,R,74,200,188,91,1959-01-11,Byron,CAN,Ontario
STL,19821983,defensemen,8451732,https://assets.nhle.com/mugs/nhl/19821983/STL/8451732.png,Bill,Stewart,17,D,R,72,178,183,81,1957-10-06,Toronto,CAN,Ontario
STL,19821983,defensemen,8452229,https://assets.nhle.com/mugs/nhl/19821983/STL/8452229.png,Alain,Vigneault,32,D,L,70,200,178,91,1961-05-14,Quebec City,CAN,Quebec
STL,19821983,defensemen,8452496,https://assets.nhle.com/mugs/nhl/19821983/STL/8452496.png,Rik,Wilson,4,D,R,72,180,183,82,1962-06-17,Long Beach,USA,California
STL,19821983,goalies,8447505,https://assets.nhle.com/mugs/nhl/19821983/STL/8447505.png,Glen,Hanlon,1,G,L,72,185,183,84,1957-02-20,Brandon,CAN,Manitoba
STL,19821983,goalies,8447725,https://assets.nhle.com/mugs/nhl/19821983/STL/8447725.png,Rick,Heinz,31,G,L,70,165,178,75,1955-05-30,Essex,CAN,Ontario
STL,19821983,goalies,8448865,https://assets.nhle.com/mugs/nhl/19821983/STL/8448865.png,Mike,Liut,1,G,L,74,195,188,88,1956-01-07,Weston,CAN,Ontario
STL,19831984,forwards,8444947,https://assets.nhle.com/mugs/nhl/19831984/STL/8444947.png,Perry,Anderson,25,L,L,73,225,185,102,1961-10-14,Barrie,CAN,Ontario
STL,19831984,forwards,8445207,https://assets.nhle.com/mugs/nhl/19831984/STL/8445207.png,Wayne,Babych,10,R,R,71,191,180,87,1958-06-06,Edmonton,CAN,Alberta
STL,19831984,forwards,8445273,https://assets.nhle.com/mugs/nhl/19831984/STL/8445273.png,Dave,Barr,11,R,R,73,195,185,88,1960-11-30,Toronto,CAN,Ontario
STL,19831984,forwards,8445932,https://assets.nhle.com/mugs/nhl/19831984/STL/8445932.png,Jack,Carlson,21,L,L,75,205,191,93,1954-08-23,Virginia,USA,Minnesota
STL,19831984,forwards,8446057,https://assets.nhle.com/mugs/nhl/19831984/STL/8446057.png,Guy,Chouinard,16,C,R,71,182,180,83,1956-10-20,Quebec City,CAN,Quebec
STL,19831984,forwards,8446522,https://assets.nhle.com/mugs/nhl/19831984/STL/8446522.png,Blake,Dunlop,19,C,R,70,170,178,77,1953-04-18,Hamilton,CAN,Ontario
STL,19831984,forwards,8446803,https://assets.nhle.com/mugs/nhl/19831984/STL/8446803.png,Bernie,Federko,24,C,L,72,178,183,81,1956-05-12,Foam Lake,CAN,Saskatchewan
STL,19831984,forwards,8447033,https://assets.nhle.com/mugs/nhl/19831984/STL/8447033.png,Perry,Ganchar,8,R,R,69,180,175,82,1963-10-28,Saskatoon,CAN,Saskatchewan
STL,19831984,forwards,8447206,https://assets.nhle.com/mugs/nhl/19831984/STL/8447206.png,Doug,Gilmour,93,C,L,71,177,180,80,1963-06-25,Kingston,CAN,Ontario
STL,19831984,forwards,8447790,https://assets.nhle.com/mugs/nhl/19831984/STL/8447790.png,Pat,Hickey,16,L,L,73,190,185,86,1953-05-15,Brantford,CAN,Ontario
STL,19831984,forwards,8448501,https://assets.nhle.com/mugs/nhl/19831984/STL/8448501.png,Ralph,Klassen,10,C,L,71,175,180,79,1955-09-15,Humboldt,CAN,Saskatchewan
STL,19831984,forwards,8448773,https://assets.nhle.com/mugs/nhl/19831984/STL/8448773.png,Alain,Lemieux,23,C,L,72,185,183,84,1961-05-24,Montréal,CAN,Quebec
STL,19831984,forwards,8449164,https://assets.nhle.com/mugs/nhl/19831984/STL/8449164.png,John,Markell,23,L,L,70,165,178,75,1956-03-10,Cornwall,CAN,Ontario
STL,19831984,forwards,8449743,https://assets.nhle.com/mugs/nhl/19831984/STL/8449743.png,Joe,Mullen,7,R,R,69,180,175,82,1957-02-26,New York City,USA,New York
STL,19831984,forwards,8450200,https://assets.nhle.com/mugs/nhl/19831984/STL/8450200.png,Greg,Paslawski,28,R,R,71,190,180,86,1961-08-25,Kindersley,CAN,Saskatchewan
STL,19831984,forwards,8450215,https://assets.nhle.com/mugs/nhl/19831984/STL/8450215.png,Larry,Patey,6,L,L,72,185,183,84,1953-03-19,Toronto,CAN,Ontario
STL,19831984,forwards,8450345,https://assets.nhle.com/mugs/nhl/19831984/STL/8450345.png,Jorgen,Pettersson,22,L,L,74,185,188,84,1956-07-11,Gothenburg,SWE,NA
STL,19831984,forwards,8450741,https://assets.nhle.com/mugs/nhl/19831984/STL/8450741.png,Mark,Reeds,15,R,R,70,178,178,81,1960-01-24,Burlington,CAN,Ontario
STL,19831984,forwards,8451799,https://assets.nhle.com/mugs/nhl/19831984/STL/8451799.png,Brian,Sutter,11,L,L,70,180,178,82,1956-10-07,Viking,CAN,Alberta
STL,19831984,forwards,8451992,https://assets.nhle.com/mugs/nhl/19831984/STL/8451992.png,Perry,Turnbull,9,C,L,74,200,188,91,1959-03-09,Bentley,CAN,Alberta
STL,19831984,forwards,8452445,https://assets.nhle.com/mugs/nhl/19831984/STL/8452445.png,Doug,Wickenheiser,14,C,L,73,200,185,91,1961-03-30,Regina,CAN,Saskatchewan
STL,19831984,defensemen,8445604,https://assets.nhle.com/mugs/nhl/19831984/STL/8445604.png,Tim,Bothwell,6,D,L,75,190,191,86,1955-05-06,Vancouver,CAN,British Columbia
STL,19831984,defensemen,8445719,https://assets.nhle.com/mugs/nhl/19831984/STL/8445719.png,Jack,Brownschidle,16,D,L,74,195,188,88,1955-10-02,Buffalo,USA,New York
STL,19831984,defensemen,8446372,https://assets.nhle.com/mugs/nhl/19831984/STL/8446372.png,Gilbert,Delorme,27,D,R,73,199,185,90,1962-11-25,Boucherville,CAN,Quebec
STL,19831984,defensemen,8446443,https://assets.nhle.com/mugs/nhl/19831984/STL/8446443.png,Andre,Dore,33,D,R,74,200,188,91,1958-02-11,Ottawa,CAN,Ontario
STL,19831984,defensemen,8448294,https://assets.nhle.com/mugs/nhl/19831984/STL/8448294.png,Terry,Johnson,26,D,L,75,210,191,95,1958-11-28,Calgary,CAN,Alberta
STL,19831984,defensemen,8450257,https://assets.nhle.com/mugs/nhl/19831984/STL/8450257.png,Jim,Pavese,18,D,L,74,205,188,93,1962-06-08,New York City,USA,New York
STL,19831984,defensemen,8450378,https://assets.nhle.com/mugs/nhl/19831984/STL/8450378.png,Dave,Pichette,32,D,L,75,191,191,87,1960-02-04,Grand Falls,CAN,Newfoundland and Labrador
STL,19831984,defensemen,8450642,https://assets.nhle.com/mugs/nhl/19831984/STL/8450642.png,Rob,Ramage,5,D,R,74,200,188,91,1959-01-11,Byron,CAN,Ontario
STL,19831984,defensemen,8451239,https://assets.nhle.com/mugs/nhl/19831984/STL/8451239.png,Dwight,Schofield,21,D,L,75,200,191,91,1956-03-25,Waltham,USA,Massachusetts
STL,19831984,defensemen,8452496,https://assets.nhle.com/mugs/nhl/19831984/STL/8452496.png,Rik,Wilson,4,D,R,72,180,183,82,1962-06-17,Long Beach,USA,California
STL,19831984,goalies,8447725,https://assets.nhle.com/mugs/nhl/19831984/STL/8447725.png,Rick,Heinz,31,G,L,70,165,178,75,1955-05-30,Essex,CAN,Ontario
STL,19831984,goalies,8448700,https://assets.nhle.com/mugs/nhl/19831984/STL/8448700.png,Michel,Larocque,1,G,L,70,185,178,84,1952-04-06,Hull,CAN,Quebec
STL,19831984,goalies,8448865,https://assets.nhle.com/mugs/nhl/19831984/STL/8448865.png,Mike,Liut,1,G,L,74,195,188,88,1956-01-07,Weston,CAN,Ontario
STL,19841985,forwards,8444947,https://assets.nhle.com/mugs/nhl/19841985/STL/8444947.png,Perry,Anderson,25,L,L,73,225,185,102,1961-10-14,Barrie,CAN,Ontario
STL,19841985,forwards,8445273,https://assets.nhle.com/mugs/nhl/19841985/STL/8445273.png,Dave,Barr,11,R,R,73,195,185,88,1960-11-30,Toronto,CAN,Ontario
STL,19841985,forwards,8446266,https://assets.nhle.com/mugs/nhl/19841985/STL/8446266.png,Denis,Cyr,11,R,L,70,180,178,82,1961-02-04,Verdun,CAN,Quebec
STL,19841985,forwards,8446507,https://assets.nhle.com/mugs/nhl/19841985/STL/8446507.png,Luc,Dufour,29,L,L,71,180,180,82,1963-02-13,Chicoutimi,CAN,Quebec
STL,19841985,forwards,8446803,https://assets.nhle.com/mugs/nhl/19841985/STL/8446803.png,Bernie,Federko,24,C,L,72,178,183,81,1956-05-12,Foam Lake,CAN,Saskatchewan
STL,19841985,forwards,8447033,https://assets.nhle.com/mugs/nhl/19841985/STL/8447033.png,Perry,Ganchar,8,R,R,69,180,175,82,1963-10-28,Saskatoon,CAN,Saskatchewan
STL,19841985,forwards,8447206,https://assets.nhle.com/mugs/nhl/19841985/STL/8447206.png,Doug,Gilmour,93,C,L,71,177,180,80,1963-06-25,Kingston,CAN,Ontario
STL,19841985,forwards,8447790,https://assets.nhle.com/mugs/nhl/19841985/STL/8447790.png,Pat,Hickey,16,L,L,73,190,185,86,1953-05-15,Brantford,CAN,Ontario
STL,19841985,forwards,8448304,https://assets.nhle.com/mugs/nhl/19841985/STL/8448304.png,Mark,Johnson,12,C,L,69,170,175,77,1957-09-22,Madison,USA,Wisconsin
STL,19841985,forwards,8448712,https://assets.nhle.com/mugs/nhl/19841985/STL/8448712.png,Kevin,Lavallee,15,L,L,68,180,173,82,1961-09-16,Sudbury,CAN,Ontario
STL,19841985,forwards,8448773,https://assets.nhle.com/mugs/nhl/19841985/STL/8448773.png,Alain,Lemieux,23,C,L,72,185,183,84,1961-05-24,Montréal,CAN,Quebec
STL,19841985,forwards,8449743,https://assets.nhle.com/mugs/nhl/19841985/STL/8449743.png,Joe,Mullen,7,R,R,69,180,175,82,1957-02-26,New York City,USA,New York
STL,19841985,forwards,8450200,https://assets.nhle.com/mugs/nhl/19841985/STL/8450200.png,Greg,Paslawski,28,R,R,71,190,180,86,1961-08-25,Kindersley,CAN,Saskatchewan
STL,19841985,forwards,8450345,https://assets.nhle.com/mugs/nhl/19841985/STL/8450345.png,Jorgen,Pettersson,22,L,L,74,185,188,84,1956-07-11,Gothenburg,SWE,NA
STL,19841985,forwards,8450741,https://assets.nhle.com/mugs/nhl/19841985/STL/8450741.png,Mark,Reeds,15,R,R,70,178,178,81,1960-01-24,Burlington,CAN,Ontario
STL,19841985,forwards,8451799,https://assets.nhle.com/mugs/nhl/19841985/STL/8451799.png,Brian,Sutter,11,L,L,70,180,178,82,1956-10-07,Viking,CAN,Alberta
STL,19841985,forwards,8452445,https://assets.nhle.com/mugs/nhl/19841985/STL/8452445.png,Doug,Wickenheiser,14,C,L,73,200,185,91,1961-03-30,Regina,CAN,Saskatchewan
STL,19841985,defensemen,8445419,https://assets.nhle.com/mugs/nhl/19841985/STL/8445419.png,Brian,Benning,2,D,L,72,195,183,88,1966-06-10,Edmonton,CAN,Alberta
STL,19841985,defensemen,8445604,https://assets.nhle.com/mugs/nhl/19841985/STL/8445604.png,Tim,Bothwell,6,D,L,75,190,191,86,1955-05-06,Vancouver,CAN,British Columbia
STL,19841985,defensemen,8446372,https://assets.nhle.com/mugs/nhl/19841985/STL/8446372.png,Gilbert,Delorme,27,D,R,73,199,185,90,1962-11-25,Boucherville,CAN,Quebec
STL,19841985,defensemen,8448294,https://assets.nhle.com/mugs/nhl/19841985/STL/8448294.png,Terry,Johnson,26,D,L,75,210,191,95,1958-11-28,Calgary,CAN,Alberta
STL,19841985,defensemen,8448816,https://assets.nhle.com/mugs/nhl/19841985/STL/8448816.png,Craig,Levie,2,D,R,69,191,175,87,1959-08-17,Calgary,CAN,Alberta
STL,19841985,defensemen,8450257,https://assets.nhle.com/mugs/nhl/19841985/STL/8450257.png,Jim,Pavese,18,D,L,74,205,188,93,1962-06-08,New York City,USA,New York
STL,19841985,defensemen,8450642,https://assets.nhle.com/mugs/nhl/19841985/STL/8450642.png,Rob,Ramage,5,D,R,74,200,188,91,1959-01-11,Byron,CAN,Ontario
STL,19841985,defensemen,8451239,https://assets.nhle.com/mugs/nhl/19841985/STL/8451239.png,Dwight,Schofield,21,D,L,75,200,191,91,1956-03-25,Waltham,USA,Massachusetts
STL,19841985,defensemen,8452496,https://assets.nhle.com/mugs/nhl/19841985/STL/8452496.png,Rik,Wilson,4,D,R,72,180,183,82,1962-06-17,Long Beach,USA,California
STL,19841985,goalies,8447725,https://assets.nhle.com/mugs/nhl/19841985/STL/8447725.png,Rick,Heinz,31,G,L,70,165,178,75,1955-05-30,Essex,CAN,Ontario
STL,19841985,goalies,8448865,https://assets.nhle.com/mugs/nhl/19841985/STL/8448865.png,Mike,Liut,1,G,L,74,195,188,88,1956-01-07,Weston,CAN,Ontario
STL,19841985,goalies,8449627,https://assets.nhle.com/mugs/nhl/19841985/STL/8449627.png,Greg,Millen,29,G,R,69,175,175,79,1957-06-25,Toronto,CAN,Ontario
STL,19841985,goalies,8452287,https://assets.nhle.com/mugs/nhl/19841985/STL/8452287.png,Rick,Wamsley,30,G,L,71,185,180,84,1959-05-25,Simcoe,CAN,Ontario
STL,19851986,forwards,8445267,https://assets.nhle.com/mugs/nhl/19851986/STL/8445267.png,Normand,Baron,21,L,L,72,205,183,93,1957-12-15,Verdun,CAN,Quebec
STL,19851986,forwards,8445273,https://assets.nhle.com/mugs/nhl/19851986/STL/8445273.png,Dave,Barr,11,R,R,73,195,185,88,1960-11-30,Toronto,CAN,Ontario
STL,19851986,forwards,8445395,https://assets.nhle.com/mugs/nhl/19851986/STL/8445395.png,Eddy,Beers,27,L,L,74,195,188,88,1959-10-12,Zwaag,NLD,NA
STL,19851986,forwards,8446017,https://assets.nhle.com/mugs/nhl/19851986/STL/8446017.png,Gino,Cavallini,17,L,L,73,215,185,98,1962-11-24,Toronto,CAN,Ontario
STL,19851986,forwards,8446266,https://assets.nhle.com/mugs/nhl/19851986/STL/8446266.png,Denis,Cyr,11,R,L,70,180,178,82,1961-02-04,Verdun,CAN,Quebec
STL,19851986,forwards,8446735,https://assets.nhle.com/mugs/nhl/19851986/STL/8446735.png,Doug,Evans,32,L,L,69,185,175,84,1963-06-02,Peterborough,CAN,Ontario
STL,19851986,forwards,8446803,https://assets.nhle.com/mugs/nhl/19851986/STL/8446803.png,Bernie,Federko,24,C,L,72,178,183,81,1956-05-12,Foam Lake,CAN,Saskatchewan
STL,19851986,forwards,8446869,https://assets.nhle.com/mugs/nhl/19851986/STL/8446869.png,Ron,Flockhart,11,C,L,71,190,180,86,1960-10-10,Smithers,CAN,British Columbia
STL,19851986,forwards,8447206,https://assets.nhle.com/mugs/nhl/19851986/STL/8447206.png,Doug,Gilmour,93,C,L,71,177,180,80,1963-06-25,Kingston,CAN,Ontario
STL,19851986,forwards,8448106,https://assets.nhle.com/mugs/nhl/19851986/STL/8448106.png,Mark,Hunter,20,R,R,72,200,183,91,1962-11-12,Petrolia,CAN,Ontario
STL,19851986,forwards,8448712,https://assets.nhle.com/mugs/nhl/19851986/STL/8448712.png,Kevin,Lavallee,15,L,L,68,180,173,82,1961-09-16,Sudbury,CAN,Ontario
STL,19851986,forwards,8449535,https://assets.nhle.com/mugs/nhl/19851986/STL/8449535.png,Rick,Meagher,22,C,L,68,191,173,87,1953-11-02,Belleville,CAN,Ontario
STL,19851986,forwards,8449743,https://assets.nhle.com/mugs/nhl/19851986/STL/8449743.png,Joe,Mullen,7,R,R,69,180,175,82,1957-02-26,New York City,USA,New York
STL,19851986,forwards,8450200,https://assets.nhle.com/mugs/nhl/19851986/STL/8450200.png,Greg,Paslawski,28,R,R,71,190,180,86,1961-08-25,Kindersley,CAN,Saskatchewan
STL,19851986,forwards,8450650,https://assets.nhle.com/mugs/nhl/19851986/STL/8450650.png,Herb,Raglan,25,R,R,72,205,183,93,1967-08-05,Peterborough,CAN,Ontario
STL,19851986,forwards,8450741,https://assets.nhle.com/mugs/nhl/19851986/STL/8450741.png,Mark,Reeds,15,R,R,70,178,178,81,1960-01-24,Burlington,CAN,Ontario
STL,19851986,forwards,8451005,https://assets.nhle.com/mugs/nhl/19851986/STL/8451005.png,Cliff,Ronning,77,C,L,68,165,173,75,1965-10-01,Burnaby,CAN,British Columbia
STL,19851986,forwards,8451799,https://assets.nhle.com/mugs/nhl/19851986/STL/8451799.png,Brian,Sutter,11,L,L,70,180,178,82,1956-10-07,Viking,CAN,Alberta
STL,19851986,forwards,8452445,https://assets.nhle.com/mugs/nhl/19851986/STL/8452445.png,Doug,Wickenheiser,14,C,L,73,200,185,91,1961-03-30,Regina,CAN,Saskatchewan
STL,19851986,defensemen,8445418,https://assets.nhle.com/mugs/nhl/19851986/STL/8445418.png,Bruce,Bell,29,D,L,73,190,185,86,1965-02-15,Toronto,CAN,Ontario
STL,19851986,defensemen,8445419,https://assets.nhle.com/mugs/nhl/19851986/STL/8445419.png,Brian,Benning,2,D,L,72,195,183,88,1966-06-10,Edmonton,CAN,Alberta
STL,19851986,defensemen,8445623,https://assets.nhle.com/mugs/nhl/19851986/STL/8445623.png,Charlie,Bourgeois,4,D,R,76,220,193,100,1959-11-19,Moncton,CAN,New Brunswick
STL,19851986,defensemen,8445936,https://assets.nhle.com/mugs/nhl/19851986/STL/8445936.png,Kent,Carlson,2,D,L,75,200,191,91,1962-01-11,Concord,USA,New Hampshire
STL,19851986,defensemen,8446734,https://assets.nhle.com/mugs/nhl/19851986/STL/8446734.png,Shawn,Evans,2,D,L,75,195,191,88,1965-09-07,Kingston,CAN,Ontario
STL,19851986,defensemen,8448294,https://assets.nhle.com/mugs/nhl/19851986/STL/8448294.png,Terry,Johnson,26,D,L,75,210,191,95,1958-11-28,Calgary,CAN,Alberta
STL,19851986,defensemen,8449797,https://assets.nhle.com/mugs/nhl/19851986/STL/8449797.png,Ric,Nattress,6,D,R,74,210,188,95,1962-05-25,Hamilton,CAN,Ontario
STL,19851986,defensemen,8449905,https://assets.nhle.com/mugs/nhl/19851986/STL/8449905.png,Lee,Norwood,23,D,L,73,198,185,90,1960-02-02,Oakland,USA,California
STL,19851986,defensemen,8450257,https://assets.nhle.com/mugs/nhl/19851986/STL/8450257.png,Jim,Pavese,18,D,L,74,205,188,93,1962-06-08,New York City,USA,New York
STL,19851986,defensemen,8450514,https://assets.nhle.com/mugs/nhl/19851986/STL/8450514.png,Mike,Posavad,25,D,R,70,194,178,88,1964-01-03,Brantford,CAN,Ontario
STL,19851986,defensemen,8450642,https://assets.nhle.com/mugs/nhl/19851986/STL/8450642.png,Rob,Ramage,5,D,R,74,200,188,91,1959-01-11,Byron,CAN,Ontario
STL,19851986,defensemen,8452496,https://assets.nhle.com/mugs/nhl/19851986/STL/8452496.png,Rik,Wilson,4,D,R,72,180,183,82,1962-06-17,Long Beach,USA,California
STL,19851986,goalies,8449313,https://assets.nhle.com/mugs/nhl/19851986/STL/8449313.png,Darrell,May,1,G,L,72,175,183,79,1962-03-03,Montréal,CAN,Quebec
STL,19851986,goalies,8449627,https://assets.nhle.com/mugs/nhl/19851986/STL/8449627.png,Greg,Millen,29,G,R,69,175,175,79,1957-06-25,Toronto,CAN,Ontario
STL,19851986,goalies,8452287,https://assets.nhle.com/mugs/nhl/19851986/STL/8452287.png,Rick,Wamsley,30,G,L,71,185,180,84,1959-05-25,Simcoe,CAN,Ontario
STL,19861987,forwards,8445273,https://assets.nhle.com/mugs/nhl/19861987/STL/8445273.png,Dave,Barr,11,R,R,73,195,185,88,1960-11-30,Toronto,CAN,Ontario
STL,19861987,forwards,8446017,https://assets.nhle.com/mugs/nhl/19861987/STL/8446017.png,Gino,Cavallini,17,L,L,73,215,185,98,1962-11-24,Toronto,CAN,Ontario
