year,lake,species,grand_total,comments,region,values
1934,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1934,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1934,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,65
1934,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1934,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1934,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,80
1935,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1935,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1935,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,10
1935,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1935,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1935,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,53
1935,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1935,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1935,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,63
1936,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1936,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1936,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,12
1936,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1936,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1936,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,4
1936,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1936,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1936,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,16
1937,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1937,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1937,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,14
1937,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1937,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1937,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,0
1937,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1937,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1937,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,14
1938,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1938,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1938,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,18
1938,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1938,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1938,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,0
1938,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1938,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1938,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,18
1939,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1939,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1939,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,22
1939,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1939,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1939,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,18
1939,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1939,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1939,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,39
1940,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1940,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1940,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,1
1940,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1940,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1940,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,6
1940,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1940,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1940,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,7
1941,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1941,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1941,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,1
1941,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1941,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1941,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,0
1941,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1941,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1941,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,1
1942,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1942,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1942,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,NA
1942,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1942,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1942,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,16
1942,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1942,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1942,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,16
1943,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1943,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1943,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,NA
1943,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1943,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1943,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,32
1943,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1943,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1943,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,32
1944,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1944,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1944,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,NA
1944,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
