id,book,book_num,chapter,chapter_num,character,full_text,character_words,writer,director,imdb_rating
9729,Fire,3,Sokka's Master,4,Aang,I guess the jokes don't run in the family.,I guess the jokes don't run in the family.,Tim Hedrick,Giancarlo Volpe,8.8
9730,Fire,3,Sokka's Master,4,Scene Description,Cut back to view of the countryside.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9731,Fire,3,Sokka's Master,4,Katara,"Oh, everyone's a critic.","Oh, everyone's a critic.",Tim Hedrick,Giancarlo Volpe,8.8
9732,Fire,3,Sokka's Master,4,Scene Description,"Appa grunts in response. The scene cuts to a shot of Iroh hanging upside down and doing crunches, panting with effort. It switches to a shot of his feet as he hangs from the overhead bars. Cut to and zoom out from a wide shot of Iroh doing the upside down crunches in his cell. The scene shifts to Piandao and Sokka standing in front of a table inside the building. On the table is calligraphy stationary.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9733,Fire,3,Sokka's Master,4,Piandao,"The warrior practices a variety of arts to keep his mind sharp and fluid. [Flattens out a piece of paper on the table.] The first you will learn is calligraphy. [Cut to his hands as Piandao delicately hands a brush to Sokka, who takes it, messing the bristles up with his thumb.] Write your name.",The warrior practices a variety of arts to keep his mind sharp and fluid.  The first you will learn is calligraphy.  Write your name.,Tim Hedrick,Giancarlo Volpe,8.8
9734,Fire,3,Sokka's Master,4,Sokka,[Close-up. Skeptical.] Writing my name will make me a better swordsman‌?,Writing my name will make me a better swordsman‌?,Tim Hedrick,Giancarlo Volpe,8.8
9735,Fire,3,Sokka's Master,4,Piandao,"[Takes the brush and positions it correctly in Sokka's hand. Cut to a wide shot of both.] When you write your name, you stamp the paper with your identity. You must learn to use your sword to stamp your identity on a battlefield. [Sokka holds his sleeve back. Cut to close-up of the ink as Sokka dips the brush in to it. Cut to frontal view of Sokka readying himself to paint as Piandao looks on.] Remember, you cannot take back a stroke of the brush, or a stroke of the sword.","When you write your name, you stamp the paper with your identity. You must learn to use your sword to stamp your identity on a battlefield.  Remember, you cannot take back a stroke of the brush, or a stroke of the sword.",Tim Hedrick,Giancarlo Volpe,8.8
9736,Fire,3,Sokka's Master,4,Scene Description,"Sokka's hand quivers and he sweats nervously, the brush barely an inch above the paper. He scratches his head and places the tip of the brush on his chin, thinking hard about what to do.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9737,Fire,3,Sokka's Master,4,Piandao,[Close-up as he moves forward.] You are getting ink on your face.,You are getting ink on your face.,Tim Hedrick,Giancarlo Volpe,8.8
9738,Fire,3,Sokka's Master,4,Sokka,"[Frontal view of both.] I am? [Looks at the brush.] I am! So this is about putting my identity on the page, right?","I am?  I am! So this is about putting my identity on the page, right?",Tim Hedrick,Giancarlo Volpe,8.8
9739,Fire,3,Sokka's Master,4,Scene Description,"Piandao nods. It cuts to a close-up of Sokka. He smiles and the camera zooms out as he proceeds to brush the ink over his face. The camera tilts down as Sokka presses his face onto the paper and rolls his head around. Cut behind Sokka as he picks up the paper and shows it to Piandao, smiling cheerfully. On the paper is a large inkblot which vaguely resembles a face. Piandao simply closes his eyes in response.
The scene cuts to a shot of the main building. The camera tilts down to show Sokka and Fat facing off in the sword fighting ring, both wearing training equipment and holding wooden swords. Piandao sits at the top of the steps leading to the building, watching. Close-up of Fat as he wipes his nose as he waits for Sokka to make a move. Cut to Sokka as he lunges at Fat and thrusts his sword. Cut to side-view as Fat effortlessly parries the attack and knocks the sword from Sokka's hands. Sokka runs away in fright and Fat chases after, whacking him in the rear with the wooden sword.
The scene cuts to a shot of the sky. The camera tilts down to a blindfolded Sokka being guided through the countryside by Piandao.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9740,Fire,3,Sokka's Master,4,Piandao,Landscape painting teaches a warrior to hold the lay of the land in his mind.,Landscape painting teaches a warrior to hold the lay of the land in his mind.,Tim Hedrick,Giancarlo Volpe,8.8
9741,Fire,3,Sokka's Master,4,Scene Description,"Side-view. Piandao stops Sokka, turns him to face left, and pulls off the blindfold.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9742,Fire,3,Sokka's Master,4,Piandao,"In battle, you only have an instant to take everything in.","In battle, you only have an instant to take everything in.",Tim Hedrick,Giancarlo Volpe,8.8
9743,Fire,3,Sokka's Master,4,Scene Description,"Cut to a close-up of Sokka rubbing his eyes. The camera rotates around to his front as his eyes grow wide and he smiles with excitement and amazement. It cuts to a shot of Sokka and Piandao, their backs to the camera, standing before a majestic view of a mighty river flowing into a series of waterfalls that drop into a canyon. Cut back to Sokka. Piandao grabs his head and turns him away, making him sit in front of a table with a piece of paper, paint, and paint brushes.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9744,Fire,3,Sokka's Master,4,Piandao,"Now, paint it.","Now, paint it.",Tim Hedrick,Giancarlo Volpe,8.8
9745,Fire,3,Sokka's Master,4,Scene Description,"Frontal view of Sokka, who gapes in disbelief. Side-view as he turns to look at the waterfall, but Piandao turns his head back.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9746,Fire,3,Sokka's Master,4,Piandao,And no peeking.,And no peeking.,Tim Hedrick,Giancarlo Volpe,8.8
9747,Fire,3,Sokka's Master,4,Scene Description,"Piandao walks away as Sokka takes a brush and begins to paint the intricate view. Cut to a wide shot of the landscape. The camera pans right, toward Piandao and Sokka. Fade to a shot of Piandao's back with his sword in his hands behind his back. The camera tilts up to his front, his eyes closed in silent meditation.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9748,Fire,3,Sokka's Master,4,Sokka,I'm finished!,I'm finished!,Tim Hedrick,Giancarlo Volpe,8.8
9749,Fire,3,Sokka's Master,4,Scene Description,"Piandao opens his eyes and looks at Sokka. Cut to a shot of Sokka presenting a very childish and colorful drawing of the landscape, which bears little resemblance, including a rainbow and a sun with a smiling face.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9750,Fire,3,Sokka's Master,4,Piandao,[Frontal view.] You added a rainbow.,You added a rainbow.,Tim Hedrick,Giancarlo Volpe,8.8
9751,Fire,3,Sokka's Master,4,Sokka,[Frontal view. Worried.] Is that ok‌ay?,Is that ok‌ay?,Tim Hedrick,Giancarlo Volpe,8.8
9752,Fire,3,Sokka's Master,4,Scene Description,"Close-up view as Piandao sighs and shakes his head. The scene cuts to the main building. The camera tilts down to Sokka and Fat in the sword fighting ring with the training gear. Sokka thrusts forward and he and Fat begin their practice fight. Sokka fares much better than before. Frontal view as he grunts as he parries a strike and attempts to swing his wooden sword down, but is distracted.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9753,Fire,3,Sokka's Master,4,Piandao,[Off-screen.] Sokka.,Sokka.,Tim Hedrick,Giancarlo Volpe,8.8
9754,Fire,3,Sokka's Master,4,Scene Description,"Cut to and zooms out to show the fighting ring with Piandao still sitting above. Sokka looks over to Piandao, giving Fat the opportunity to circle behind him and kick him in the back, causing a slightly painful fall to the ground. Cut to Sokka looking up at Piandao.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9755,Fire,3,Sokka's Master,4,Piandao,[Close-up.] Concentrate on what you're doing.,Concentrate on what you're doing.,Tim Hedrick,Giancarlo Volpe,8.8
9756,Fire,3,Sokka's Master,4,Scene Description,"Cut back to Sokka, who frowns and drops his head, giving Piandao a half-hearted thumbs up. Cut to a wide shot of Piandao's castle. The camera tilts down to Sokka and Piandao walking to the top of a stairway leading down to an empty, tiled area. A small statue of a lion turtle comes into the foreground.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9757,Fire,3,Sokka's Master,4,Piandao,Rock gardening teaches the warrior to manipulate his surroundings and use them to his advantage.,Rock gardening teaches the warrior to manipulate his surroundings and use them to his advantage.,Tim Hedrick,Giancarlo Volpe,8.8
9758,Fire,3,Sokka's Master,4,Scene Description,The scene cuts to a close-up of Sokka. He places a hand on his chin and thinks carefully.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9759,Fire,3,Sokka's Master,4,Sokka,"Hm, manipulate them to my advantage ... oh!","Hm, manipulate them to my advantage ... oh!",Tim Hedrick,Giancarlo Volpe,8.8
9760,Fire,3,Sokka's Master,4,Scene Description,"Cut to a wide-view of the tiled area below. Piandao watches as Sokka runs down the steps. Cut to a shot of Piandao. A look of worry comes over him and the camera quickly zooms out to show Sokka rolling a huge stone across the ground. Sokka groans at the strain of it. Cut to a shot of a sheet of moss lying on a rock. Sokka appears from behind and examines its texture before taking it and running back to the other side of the area. Sokka throws the moss on the huge stone and lays down on it, sighing in relaxation. The camera quickly zooms out to a shot of Sokka lying on the easy chair he made from rocks and moss, expressing his content. Cut to a shot of Fat walking up from behind Piandao. Fat suddenly gasps in shock. It cuts to a shot of stones scattered all over the tiled floor, creating a mess. Sokka waves at Fat.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9761,Fire,3,Sokka's Master,4,Sokka,"Hey, would you mind grabbing a cold drink for me‌?","Hey, would you mind grabbing a cold drink for me‌?",Tim Hedrick,Giancarlo Volpe,8.8
9762,Fire,3,Sokka's Master,4,Scene Description,Cut back to Fat and Piandao. Fat gasps and turns to Piandao.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9763,Fire,3,Sokka's Master,4,Piandao,"I'll take a slice of lemon in mine, please.","I'll take a slice of lemon in mine, please.",Tim Hedrick,Giancarlo Volpe,8.8
9764,Fire,3,Sokka's Master,4,Scene Description,"Fat groans in resignation, hangs his head, and walks off to fetch the drinks. Cut to Sokka and Fat dueling in the sword fighting ring again, Piandao sitting in the foreground. Sokka and Fat thrust and parry a few strikes. Sokka swings his sword in a circle and tries to hit Fat's leg, but Fat pulls his leg up and he avoids the attack. Cut to a close-up of the two from behind Sokka. The scene goes into slow motion as Fat swings his sword and Sokka parries it. Sokka returns the strike and is also parried. The camera cuts to behind Fat as Sokka continues his offense with four quick thrusts. Fat blocks all the attacks and tries to attack Sokka. He misses, and Sokka uses this opportunity to slip the blade of his wooden sword under Fat's hand and fling the wooden sword from it. Fat is shocked and raises his hands in defeat as Sokka thrusts his sword forward and places the blade on the side of Fat's neck, ending the duel. Sokka steps away from Fat, puts his hands together and bows to Piandao, while Fat frowns angrily at him. It cuts to a shot of Piandao sipping a drink from a cup with a slice of lemon stuck on it.
The scene cuts to a shot of the outside of the Fire Nation prison and zooms in. Cut to the inside of Iroh's cell and zoom in on Iroh doing push-ups on his knuckles, clapping his hands together at the apex of each push. Cut to a shot of Warden Poon sitting and eating a piece of bread. He hears the clapping and goes to investigate. Cut to Iroh continuing to do push-ups. Cut to Warden Poon walking toward the door to Iroh's cell. Cut to a shot from inside the cell of him looking in through the barred window in the door.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9765,Fire,3,Sokka's Master,4,Warden Poon,What's going on in there‌?,What's going on in there‌?,Tim Hedrick,Giancarlo Volpe,8.8
9766,Fire,3,Sokka's Master,4,Scene Description,Cut to a shot of Iroh sitting against the wall and lazily clapping his hands side to side with a delirious expression. Cut back to Warden Poon.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9767,Fire,3,Sokka's Master,4,Warden Poon,Crazy old man.,Crazy old man.,Tim Hedrick,Giancarlo Volpe,8.8
9768,Fire,3,Sokka's Master,4,Scene Description,"Warden Poon leaves. Cut back to Iroh. He claps a few more times and smiles when he is sure the warden is gone, ceasing his clapping and pushing back the stray hair hanging over his face. The scene cuts to a far shot of the Avatar group's campsite near the river.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9769,Fire,3,Sokka's Master,4,Katara,So where are we going next‌? [Cut to a shot of Aang and Katara sitting around a map of the Fire Nation. Pointing to the map.] We're starting from here ...,So where are we going next‌?  We're starting from here ...,Tim Hedrick,Giancarlo Volpe,8.8
9770,Fire,3,Sokka's Master,4,Aang,"[Pointing at a different spot.] No, we're over on this island.","No, we're over on this island.",Tim Hedrick,Giancarlo Volpe,8.8
9771,Fire,3,Sokka's Master,4,Toph,[Lying down.] You noodle-brains don't know what you're doing. I miss Sokka.,You noodle-brains don't know what you're doing. I miss Sokka.,Tim Hedrick,Giancarlo Volpe,8.8
9772,Fire,3,Sokka's Master,4,Katara,"Ooh, I got one, if you miss him so much, why don't you marry him‌?","Ooh, I got one, if you miss him so much, why don't you marry him‌?",Tim Hedrick,Giancarlo Volpe,8.8
9773,Fire,3,Sokka's Master,4,Scene Description,"Katara grins at her joke. The camera quickly zooms out and a groan is heard in the background. Toph rolls over on her side, away from Katara. A winged insect buzzes in front of Aang, who simply blows it away with a quick blast of wind from his breath. Cut to a shot of the sword fighting ring in front of the main building at Piandao's castle. The camera tilts down to Sokka and Piandao sitting on the ground.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9774,Fire,3,Sokka's Master,4,Piandao,You've had a good first day of training.,You've had a good first day of training.,Tim Hedrick,Giancarlo Volpe,8.8
9775,Fire,3,Sokka's Master,4,Sokka,[Frontal view.] I have‌? But I thought I messed up every single thing we worked on!,I have‌? But I thought I messed up every single thing we worked on!,Tim Hedrick,Giancarlo Volpe,8.8
9776,Fire,3,Sokka's Master,4,Piandao,[Frontal view of feet. Camera pans up to his face.] You messed things up in a very special way. You are ready for a real sword.,You messed things up in a very special way. You are ready for a real sword.,Tim Hedrick,Giancarlo Volpe,8.8
9777,Fire,3,Sokka's Master,4,Sokka,[Frontal view. Excited.] Are you giving me one of yours‌?,Are you giving me one of yours‌?,Tim Hedrick,Giancarlo Volpe,8.8
9778,Fire,3,Sokka's Master,4,Piandao,[Frontal view.] No.,No.,Tim Hedrick,Giancarlo Volpe,8.8
9779,Fire,3,Sokka's Master,4,Scene Description,"Frontal view of Sokka, who groans disappointedly and slumps down.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9780,Fire,3,Sokka's Master,4,Piandao,"[Frontal view. Camera zooms in on his face.] Your sword must be an extension of yourself. So tomorrow, you will make your own sword.","Your sword must be an extension of yourself. So tomorrow, you will make your own sword.",Tim Hedrick,Giancarlo Volpe,8.8
9781,Fire,3,Sokka's Master,4,Scene Description,Cut to and zoom in on Sokka. He immediately perks up and grins. Cut to a shot of a rack of swords. Weapons are hung all about the room. The camera pans left to Sokka and Piandao standing at a table. On the table are several bricks of steel.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9782,Fire,3,Sokka's Master,4,Piandao,Choosing the correct material is the most important step in crafting a sword. [Close-up and zooms out showing the steel in front of him.] You must trust your steel with your life. Choose carefully.,Choosing the correct material is the most important step in crafting a sword.  You must trust your steel with your life. Choose carefully.,Tim Hedrick,Giancarlo Volpe,8.8
9783,Fire,3,Sokka's Master,4,Scene Description,Sokka takes two bricks and weighs them in each hand. Sokka sets them down and takes another brick. He sniffs it and bites the brick to test its quality. Cut to side-view as Sokka puts the brick down and puts a hand to his chin thoughtfully. An idea comes to his mind and he turns to Piandao.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9784,Fire,3,Sokka's Master,4,Sokka,"Master, [Side-view of Sokka looking at Piandao.] would it be possible for me to leave and bring back a special material for my sword‌?","Master,  would it be possible for me to leave and bring back a special material for my sword‌?",Tim Hedrick,Giancarlo Volpe,8.8
9785,Fire,3,Sokka's Master,4,Piandao,[Side-view of Piandao looking at Sokka.] I wouldn't have it any other way.,I wouldn't have it any other way.,Tim Hedrick,Giancarlo Volpe,8.8
9786,Fire,3,Sokka's Master,4,Scene Description,"Piandao smiles at Sokka. Cut to Aang, Katara, Toph and Appa all asleep and sitting around the map as they were before. Toph suddenly sits up.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9787,Fire,3,Sokka's Master,4,Toph,[Excitedly.] Sokka's coming!,Sokka's coming!,Tim Hedrick,Giancarlo Volpe,8.8
9788,Fire,3,Sokka's Master,4,Scene Description,"Aang and Katara wake up, gasping and smiling excitedly. Cut to a shot of Sokka walking up to the top of the hill.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9789,Fire,3,Sokka's Master,4,Sokka,"Hey, guys. What are you doing‌?","Hey, guys. What are you doing‌?",Tim Hedrick,Giancarlo Volpe,8.8
9790,Fire,3,Sokka's Master,4,Scene Description,"Aang, Katara, and Toph all jump at Sokka and give him a group hug.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9791,Fire,3,Sokka's Master,4,Aang,Sokka!,Sokka!,Tim Hedrick,Giancarlo Volpe,8.8
9792,Fire,3,Sokka's Master,4,Toph,You're back!,You're back!,Tim Hedrick,Giancarlo Volpe,8.8
9793,Fire,3,Sokka's Master,4,Katara,[Close-up of Sokka and Katara with Aang in the foreground.] We missed you so much!,We missed you so much!,Tim Hedrick,Giancarlo Volpe,8.8
9794,Fire,3,Sokka's Master,4,Aang,[Close-up as he steps back slightly.] Say something funny!,Say something funny!,Tim Hedrick,Giancarlo Volpe,8.8
9795,Fire,3,Sokka's Master,4,Sokka,[Close-up. Confused.] Funny how‌?,Funny how‌?,Tim Hedrick,Giancarlo Volpe,8.8
9796,Fire,3,Sokka's Master,4,Scene Description,Cut to overhead view as Aang and Katara both laugh heartily. Toph smiles and crosses her arms.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9797,Fire,3,Sokka's Master,4,Sokka,[Side-view of Sokka with Toph in the foreground. To Toph.] What's their deal‌?,What's their deal‌?,Tim Hedrick,Giancarlo Volpe,8.8
9798,Fire,3,Sokka's Master,4,Toph,"[Turns away, blushing and smiling.] I don't know. They missed you or something. I didn't care.",I don't know. They missed you or something. I didn't care.,Tim Hedrick,Giancarlo Volpe,8.8
9799,Fire,3,Sokka's Master,4,Sokka,"[Overhead side-view of group.] Thanks. That warms my heart. Anyway, I need some help.","Thanks. That warms my heart. Anyway, I need some help.",Tim Hedrick,Giancarlo Volpe,8.8
9800,Fire,3,Sokka's Master,4,Scene Description,"Cut to a shot of the gang running over to the edge of the crater created the night before. Cut to a shot of the group, their backs to the camera, as they stare at the meteorite at the bottom of the crater.
The camera zooms in on the meteorite before cutting to an overhead shot of Iroh sitting in his cell, looking through the bars in the ceiling. Cut to a close-up of Iroh's eyes. They are closed for a brief moment before opening. Iroh leans forward and puts his head on the floor. The camera cuts to a shot of Iroh's legs rising into the air and tilts down as Iroh stands on his hands. Close-up of Iroh sweating heavily, as he begins to perform hand-stand push-ups.
The camera cuts to outside the cell as it zooms out. The scene cuts to a shot of Sokka, Aang, and Katara pushing the meteorite up the slope to Piandao's castle. Toph is behind the meteorite, pushing it forward with her earthbending. Fade to an overhead shot of the group and the meteorite at the large doors. Sokka runs to the doors. Cut to behind Sokka as he bangs both knockers frantically. Piandao opens one of the doors almost immediately and steps out.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9801,Fire,3,Sokka's Master,4,Piandao,Who's this‌?,Who's this‌?,Tim Hedrick,Giancarlo Volpe,8.8
9802,Fire,3,Sokka's Master,4,Sokka,"[Overhead view from behind Piandao.] Oh, these are my friends. Just other good Fire Nation folks. [They bow to Piandao. Cut to Piandao, who bows back. The camera zooms out to show the meteorite and Sokka.] Do you think we can make a sword out of a meteorite‌?","Oh, these are my friends. Just other good Fire Nation folks.  Do you think we can make a sword out of a meteorite‌?",Tim Hedrick,Giancarlo Volpe,8.8
9803,Fire,3,Sokka's Master,4,Scene Description,Piandao lays a hand on the meteorite and examines it.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9804,Fire,3,Sokka's Master,4,Piandao,[Close-up.] We'll make a sword unlike any other in the world.,We'll make a sword unlike any other in the world.,Tim Hedrick,Giancarlo Volpe,8.8
9805,Fire,3,Sokka's Master,4,Scene Description,"Cut to a shot of a fiery forge. The camera zooms out and turns left to Sokka bare-chested and shoveling coal into it, before switching to Piandao and Fat, who is carrying a large sledge hammer. The camera cuts and tilts up to a shot of Sokka holding a chisel against the meteorite while Fat hammers it, Piandao watching in the back. Cut to a shot of Sokka tapping the chisel with a smaller hammer. A piece of the meteorite breaks off and falls to the floor. Sokka takes a moment to wipe the sweat from his brow. Cut to a shot of a wooden bucket filled with the meteorite fragments. Fat takes the bucket and the camera follows him as he brings it over to the forge. Sokka is seen working the bellows diligently. The camera zooms in as Katara and Aang peer in at Sokka from around the corner. Fade to a shot of the bucket sitting in the fires of the forge. Cut to a shot of Sokka holding his legs to his chest, asleep. He wakes up and looks behind him at the forge. He stands up and resumes shoveling in coal. The camera zooms out to show Piandao observing Sokka from outside. Fade to a shot of the bucket being pulled from the forge by Sokka with iron tongs. He carefully positions the liquid space metal over a mold of a blade and pours it in. Cut to a shot of the red hot metal being hammered against a stone. Cut to Piandao as he raises the hot blade and looks carefully at it. An excited Sokka can be seen behind him. Cut to a shot from inside a trough of water as Piandao dips the blade in. The blade makes the water bubble and boil as it hisses and cools, turning black. 
Fade to a shot of the outside of the main building, the camera tilting down to the open doors. Cut to a shot of the inside. Sokka is seated in front of Piandao. Aang, Katara, and Toph sit behind Sokka while Fat stands behind Piandao, holding Sokka's sword.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9806,Fire,3,Sokka's Master,4,Piandao,"Sokka, when you first arrived, you were so unsure. You even seemed down on yourself. [Frontal view of Piandao as the camera pans across to the right revealing Fat.] But I saw something in you right away. [Side-view of Sokka.] I saw a heart as strong as a lion turtle, and twice as big. [Side-view of the room.] And as we trained, it wasn't your skills that impressed me. [Fat kneels to Piandao and gives him the sword. Frontal view of Piandao as he turns back to face the camera.] No, it certainly wasn't your skills. [Brief close-up of Sokka, who looks down in shame, before cutting back to a close-up of Piandao.] You showed something beyond that. [Unsheathes the sword, showing its black blade. Cut to side-view of Piandao as the camera zooms out and follows the blade as he strikes out to the side.] Creativity, versatility, [Frontal view of Sokka with the sword in the foreground.] intelligence ... [Sokka looks down.] these are the traits that define a great swordsman. [Side-view of Piandao as he sheathes the sword.] And these are the traits that define you. [Kneels and presents the sword to Sokka. Cut to frontal view of Sokka, from Piandao's perspective, who takes it.] You told me you didn't know if you were worthy, [Close-up shot as he stands up.] but I believe that you are more worthy than any man I have ever trained.","Sokka, when you first arrived, you were so unsure. You even seemed down on yourself.  But I saw something in you right away.  I saw a heart as strong as a lion turtle, and twice as big.  And as we trained, it wasn't your skills that impressed me.  No, it certainly wasn't your skills.  You showed something beyond that.  Creativity, versatility,  intelligence ...  these are the traits that define a great swordsman.  And these are the traits that define you.  You told me you didn't know if you were worthy,  but I believe that you are more worthy than any man I have ever trained.",Tim Hedrick,Giancarlo Volpe,8.8
9807,Fire,3,Sokka's Master,4,Scene Description,Cut to a shot of the sword in Sokka's hands. The camera tilts up to Sokka as he lowers his head in shame.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9808,Fire,3,Sokka's Master,4,Sokka,"I'm sorry, Master. You're wrong. [Close-up of Piandao.] I am not worthy. [Side-view of Sokka.] I'm not who you think I am. I'm not from the Fire Nation. I'm from the Southern Water Tribe. [Cut to side-view of Aang, Katara, and Toph who all gawk at Sokka with shock and disbelief. Close-up side-view of Piandao and Sokka.] I lied so that I could learn swordsmanship from you. I'm sorry. [Offering his sword back.]","I'm sorry, Master. You're wrong.  I am not worthy.  I'm not who you think I am. I'm not from the Fire Nation. I'm from the Southern Water Tribe.  I lied so that I could learn swordsmanship from you. I'm sorry.",Tim Hedrick,Giancarlo Volpe,8.8
9809,Fire,3,Sokka's Master,4,Piandao,"[Close-up.] I'm sorry, too.","I'm sorry, too.",Tim Hedrick,Giancarlo Volpe,8.8
9810,Fire,3,Sokka's Master,4,Scene Description,"Piandao quickly turns back around and swings his sword at Sokka. Cut to Sokka who stands and avoids the attack. Side-view of Sokka who, after unsheathing his sword, blocks a thrust from Piandao. Side-view of Aang, Katara, and Toph who get up and go to help Sokka. Cut to frontal view of the three that quickly zooms out to show Sokka who raises his hand to stop them.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9811,Fire,3,Sokka's Master,4,Sokka,"No, this is my fight, alone.","No, this is my fight, alone.",Tim Hedrick,Giancarlo Volpe,8.8
9812,Fire,3,Sokka's Master,4,Scene Description,"Cut to a close-up of Piandao before cutting to Iroh's cell. Warden Poon enters, carrying a tray of food. The camera pans right to a close-up of Iroh.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9813,Fire,3,Sokka's Master,4,Warden Poon,"You used to be the pride of the Fire Nation. Our top general, the Dragon of the West. Now, look at you. [Drops the food to the floor. Cut to aerial shot of the floor as the trays contents go everywhere. Iroh grabs a green fruit from behind the bars. Cut to close-up of Iroh on the ground as he moves the fruit to his mouth.] Look what you've become.","You used to be the pride of the Fire Nation. Our top general, the Dragon of the West. Now, look at you.  Look what you've become.",Tim Hedrick,Giancarlo Volpe,8.8
9814,Fire,3,Sokka's Master,4,Scene Description,"Iroh watches the warden leave and stands up. Cut to frontal view as he puts the fruit to his mouth and holds it in his teeth as he begins to untie his belt. Close-up side-view as his shirt comes off and a thick, folded sheet that had been covering his belly falls to the floor. Cut to shot of the sheet hitting the ground and the camera tilts up to reveal Iroh's new, incredibly buff physique. Iroh takes the fruit from his mouth, bites into it, and jumps up. Cut to close-up shot above the cell bars as Iroh grabs a bar above with one hand. Side-view of Iroh who takes another bite of the fruit and begins doing one handed pull-ups. Cut to and zoom out on a side-view of Iroh and his cell.
The scene cuts to a shot of Sokka and Piandao squared off in the sword fighting ring. Aang, Katara, Toph, and Fat watch from the upper part of the main building. Cut to and zoom in on Sokka, ready with his black sword. Cut to a shot of the tip of Piandao's sword pointed at the ground. The camera tilts up to him, his other hand raised and pointed. Panning side-view of the others who watch nervously.
Cut to a panning right close-up of Sokka, before switching to a panning left close-up of Piandao. Piandao lunges forward and begins his attack. Frontal view of Piandao as Sokka backs away. Cut to a side-view of the scene as Piandao strikes four times, each one parried by Sokka. Cut behind Piandao as Sokka attempts a strike of his own. Piandao moves his head out of the way and stabs at Sokka, who sways back and avoids the attack; Piandao sweeps his sword at Sokka's legs, but Sokka jumps over it and lunges at Piandao, thrusting his sword forward. Side-view of Piandao who deflects Sokka's blade and pushes him back. Cut to behind Sokka as he is knocked back several feet and slides over the ground. Frontal view of Sokka as he flips himself backward and grabs a post of a small bridge to regain his balance. He quickly climbs onto the post and leaps to the other one just as Piandao thrusts his sword at him, the camera pans to the left to follow Sokka. Piandao spins around and tries to slice Sokka's foot. Cut to Sokka's feet as he jumps away. Wide shot of entrance to the bridge as Sokka jumps to the other rail of the bridge. Piandao stabs at Sokka again, but Sokka jumps off the rail and rolls to the side. Piandao strikes again, but Sokka rolls under the blade. Frontal view of Sokka as he blocks Piandao's next strike. The camera pans to the left as Sokka runs to the left and jumps on to the railing again. Cut to a view shot of bridge as Sokka leaps away to the end of the bridge, dodging as Piandao swings his sword at him.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9815,Fire,3,Sokka's Master,4,Piandao,Excellent! [Close-up.] Using your superior agility against an older opponent ... smart.,Excellent!  Using your superior agility against an older opponent ... smart.,Tim Hedrick,Giancarlo Volpe,8.8
9816,Fire,3,Sokka's Master,4,Scene Description,"Piandao charges at Sokka again. Close-up of Sokka as he readies his sword. Shot from behind Sokka as Piandao strikes at him and pushes him up a large stone stairway with the camera panning down to follow their movements. Cut to behind Piandao, titled up toward the stairs, as Sokka blocks all of the attacks, but the force pushes him against the wall of the stairway. Cut to Sokka as his back hits the wall and he deflects a thrust from Piandao upward, and ducks as the blade slices through the part of the wall above his shoulder. Cut to Piandao as he swings his sword around his head and body in two large circles. Frontal view of Sokka as he barely dodges Piandao's blade, cart wheeling to the right as the camera pans with him. Camera pans back left as Sokka spins back around, hops a foot off the ground and pushes off the wall with his legs, propelling himself forward, sword extended. Side-view as Piandao deflects the attack. Wide-view of the stairs as Sokka rolls across the stair to the other wall, climbing to the top. Frontal view of the wall as Sokka reaches the top.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9817,Fire,3,Sokka's Master,4,Piandao,Good use of terrain ... fighting from the high ground.,Good use of terrain ... fighting from the high ground.,Tim Hedrick,Giancarlo Volpe,8.8
