id,scene_description
10678,[Unsure.]
10678,[Casts unsure glance off to the side.]
10679,[Camera zooms out to the two standing in the forest.]
10679,[Closes up to Hama.]
10680,[Close-up of her face.]
10681,[Camera changes back to Hama.]
10681,[Camera focuses on Katara; off-camera.]
10682,[Widens eyes in realization.]
10682,[Angrily.]
10683,"[Close-up of her face, as she tilts her head downward.]"
10684,"[Points to Hama, stretching out her left hand.]"
10684,"[Her hand suddenly twists to one side. She tries desperately to stop it, but fails to do so.]"
10685,[Now using bloodbending to subdue to her.]
10685,[Forces Katara into a strained position.]
10687,[Tearfully.]
10689,[Determined.]
10689,[Assumes a fighting stance.]
10691,[Shouts.]
10694,[Takes a fighting stance.]
10695,[Rising.]
10697,[Unwillingly draws his sword.]
10697,"[Forced to walk like a puppet, while waving the blade back and forth rapidly.]"
10700,[Using waterbending to freeze him to a nearby tree.]
10703,[Sinisterly.]
10705,[Horrified.]
10708,[Turns to Katara.]
10711,[Somewhat excitedly.]
10716,[Anxiously.]
10717,[Yawns.]
10719,[Lies down.]
10720,[Half-heartedly.]
10722,[He makes some fast and dramatic ninja-like moves as he speaks.]
10724,[Brings his face close to Aang.]
10728,[Stands up.]
10744,"[Aang stops, panting.]"
10748,[Looking at Aang.]
10751,[Wide shot of the group on the cliffside with the camera slowly zooming out.]
10752,[With chibi face in a speech bubble that appears above her; angrily.]
10752,[Clenches her teeth.]
10754,[Frontal shot as he points outward.]
10754,[Scowls.]
10754,[Looks down momentarily; confidently.]
10770,[Chuckles.]
10771,[To the servants.]
10773,[Pushing him Zuko to lay down with her.]
10774,"[Sitting up, followed by Mai.]"
10778,[Cut to an out of focus swaying shot of the Fire Lord standing over Aang.]
10778,[The Fire Lord bends in close and then even closer.]
10787,[Camera turns to show an annoyed look on Sokka's face.]
10790,[While pointing at the cliff nearby.]
10794,[Turning around to her.]
10797,[He puts his hands between his legs and squeezes them together.]
10797,[He turns to Katara.]
10798,[Putting a hand on the side of his face.]
10799,[He takes a deep breath before finally speaking.]
10803,[Turning to look at Aang.]
10804,"[Approaching Sokka, annoyed.]"
10805,[Standing.]
10809,"[Katara puts her hands above her head together, Aang follows along.]"
10809,[They wave their hands and upper bodies side to side.]
10809,"[Both bend over so their heads touch the ground, grabbing their legs.]"
10810,[Close-up of Aang sweating.]
10812,[Becoming frantic again.]
10816,[In his Wang Fire voice.]
10818,[He nods upon hearing Aang's explanation.]
10820,[Nodding in agreement.]
10822,[While handing Aang a koala sheep.]
10836,[Looking up at her.]
10838,[The pillars causing him pain.]
10840,[Aang grabs onto the edge of the pillars and gets up.]
10840,"[She stomps the ground, sending a distant boar-q-pine to her. She catches it and holds it out to Aang with a wide grin.]"
10845,[Sighs.]
10846,[Zuko turns his head slightly.]
10850,[He turns his head away.]
10850,[He looks back at his friends.]
10854,[Turns away on hands and knees.]
10855,[He turns around and puts his Wang Fire disguise on and voice.]
10856,[Momentarily looking back.]
10859,[Approaching.]
10862,[Walking toward the cliff edge. Katara turns and moves a bit to follow.]
10864,[He turns around to look at Katara.]
10864,[Side shot of Aang and Katara near each other.]
10866,"[He kisses her. After he pulls back, she embraces and kisses him back.]"
10867,"[After kissing for a while she pulls back, whispering slightly.]"
10868,[He moves Katara down to the side.]
10868,[Aang puckers up his lips for another kiss.]
10869,"[Aang realizes he was just daydreaming, and realizes he is not holding Katara anymore.]"
10870,[He quickly turns around to face Katara.]
10872,[He pauses to think for a moment.]
10873,"[Initially confused, she smiles back.]"
10875,[He bows before the prince.]
10885,"[Standing in front of the ""Ozai"" tree in a fighting stance.]"
10888,[Off-screen.]
10890,[Turns back.]
10891,[Off-screen.]
10891,[Aang becomes shocked and gets close to Momo.]
10891,"[Aang stares at Momo in disbelief, his jaw wide open. He quickly stands up, shakes his head, and covers his eyes. He peeks through them, at which point Momo begins chittering normally again. Aang walks up to him and pets him.]"
10892,[Momo tilts his head in confusion. Everyone is seen walking forward and watching Aang.]
10892,"[Aang begins chattering like Momo. Katara and Sokka share a look of confusion, as Toph merely stands there with a slightly annoyed look. Momo chitters back, in which Aang laughs before chittering again. Katara interrupts him.]"
10897,[Sighs.]
10898,[Standing and pointing at Appa.]
10899,[Pointing back.]
10899,[The two begin to fight.]
10905,[Confused.]
10906,[Pointing.]
10908,[Cut to a group of koala sheep.]
10908,[Cut to another group.]
10912,[Singing.]
10914,[Cut to some koala sheep.]
10918,[They walk on together.]
10922,"[Looks down, eyes closed.]"
10929,[Concerned.]
10930,[He begins to wobble.]
10932,[Sokka nudges her back.]
10933,"[Approaching Aang, placing a hand on his shoulder.]"
10933,"[Moves behind him, talking over his shoulder.]"
10934,[Katara nods.]
10937,"[He nods, yawns, and rubs his eyes. Katara aids him to the bed, where he lies down.]"
10937,"[The other three watch as he falls asleep quickly. He falls into another dream, meeting with Ozai again.]"
10939,[Smiles smugly.]
10944,[Momo jumps onto his shoulder; cheerfully.]
10945,[Rises and places hands on hips.]
10946,[Moves his hand aside in a sweeping motion.]
10946,[Assumes a fighting stance and raises fists; exuberantly.]
10947,"[Smiling and raises her hands to her eyes, her fingers wiggling outward in a mimicry of the Avatar State.]"
10947,[Punches the air with a determined expression on her face.]
10948,[Looks down sorrowfully.]
10948,"[Cut to side-view of him, the camera panning slightly to the left.]"
10948,[Close his eyes briefly.]
10948,[Cut back to shot of him and Toph.]
10949,"[Holds up one hand and opens and closes it in a ""gibber-gabber"" expression.]"
10949,[Bored.]
10950,[Cut to a wide shot of the ocean; thick fog is visible on the horizon.]
10950,"[Cut to a shot of Katara, appearing concerned.]"
10951,[Stands up.]
10951,"[Cut to close-up of the fog, five Water Tribe ships suddenly appearing from amid the mist.]"
10953,[Cut to shot of Katara embracing her father happily.]
10954,[Spirited.]
10955,[Two members of the Foggy Swamp Tribe disembark. Doubtfully.]
10955,[Turns head slightly toward the two swamp dwellers.]
10957,"[Enthusiastically, swinging his arm.]"
10957,[Cut to shot of the two men standing on the dock.]
10957,[Points accusingly to a rock in the water.]
10958,[Impartial.]
10959,[Grins.]
10959,[Scratching his head.]
10961,"[Walks past, behind the chief and his family, stopping beside Sokka.]"
10962,[Cut to shot of Huu standing alone on the dock. Scratches his stomach.]
10964,[Off-screen.]
10964,"[Cut to close-up of the figure who reveals himself to be Haru; he smiles, now sporting a small mustache and goatee.]"
10965,[Cut to zoomed out shot of Haru.]
10965,[Runs over and embraces him.]
10966,[Appears on screen with Toph.]
10967,[With Katara resting a hand on his shoulder.]
10967,[Turns to Katara who blushes and looks away.]
10968,[Tyro appears and lays his hands on Haru's and Katara's shoulders.]
10968,[Katara turns to him.]
10973,[Angrily.]
10975,[Smiling.]
10978,[Teo licking his fingers clean.]
10979,[The others seems disgusted.]
10981,"[They both lick the sauce that splashed all over their faces. Momo flies over to Pipsqueak and starts licking his face, much to his and The Duke's amusement.]"
10987,"[Rotates the handle, making the snacks come out.]"
10990,[Camera shows Iroh's face.]
10991,[Enters.]
10992,[Stands.]
10992,"[Leaves, laughing.]"
10993,[Looks at Poon contemptuously and approaches Iroh.]
10994,[Ming places the tray of tea inside Iroh's cell.]
10997,[Trips on stage.]
10997,[Laughs nervously.]
10997,[Dropping scrolls. Unraveling one on a board.]
10997,"[Points at map, realizing it isn't the map, flips the chart several times until it is the map.]"
10997,[Brief shot of Due scratching his head.]
10997,[Brief shot of Teo and the mechanist looking on.]
10997,"[Stands up straight, and begins talking very fast.]"
10997,[Water Tribe warrior yawns.]
10998,[Cut to Katara speaking over Sokka as he continues talking.]
10998,[Hakoda gets up and approaches Sokka.]
11000,[Interrupting.]
11000,"[Sokka leaves the stage to sit down, disappointed in himself. Hakoda addresses the crowd.]"
11000,[Shot of Haru stroking his chin. Everyone pays attention to Hakoda.]
11000,"[Shot of Sokka looking down, sad, Katara, Momo and Aang looking at Hakoda and Toph.]"
11000,[Points at map.]
11009,"[Approaches, putting a hand on his shoulder.]"
11023,[Everyone goes into the boats; to Sokka.]
11028,[Placing a hand on Sokka's shoulder.]
11030,[Sarcastically.]
11030,"[She holds her mouth, about to throw up.]"
11031,[Takes off his helmet and offers it to Toph.]
11034,[Cut briefly to Katara and Huu waterbending.]
11034,"[Cuts back to the mechanist opening a scroll, revealing a very crude drawing of a submarine.]"
11034,"[Cut to outside of submarine as the submarines swim past, along with Aang on Appa.]"
11036,[Whispers and looks back.]
11037,[Thinks for a moment and smiles.]
11038,[Confused.]
11041,[Brief close-up of his face.]
11043,"[To Toph, Sokka, and Katara, who approach him.]"
11045,[Sokka and Aang shake hands and the group hugs.]
11047,[Team Avatar comes out of the hug.]
11047,"[Sokka, Toph, and Momo leave Katara and Aang standing alone together.]"
11048,[Turning to see Katara.]
11049,[Speaking at the same time.]
11051,[Aang blushes.]
11055,"[Katara is cut off as Aang kisses her. After the kiss, Katara blushes and stares sadly after Aang as he confidently snaps his glider and flies away.]"
11057,[Jumps onto Appa and waterbends a sphere of water around his head before submerging.]
11065,[An ice-covered torpedo is loaded.]
11068,"[He and Due continue waterbending, launching a tank into the water.]"
11070,[Waves.]
11070,[The seaweed opens to reveal Huu standing inside.]
11071,[Closes the seaweed again as he sees a large fireball coming straight toward him.]
11078,[Pointing to a battlement in the distance before leaving to another.]
11078,"[Cut to Sokka and Katara, shown breaking into their battlement, Katara freezing the soldiers inside. Sokka uses his sword to cut through the launcher, causing part of it to fall out and explode outside as Katara and Sokka exit the battlement. They see Hakoda on the roof of his as he climbs inside. They hear noises from the ensuing fight until the launcher shoots and explodes, hearing Hakoda yelling out in pain. Cut to Sokka and Katara's worried faces as Hakoda exits, wounded, and falls to the ground.]"
11080,[The two run to his side.]
11082,"[He rises, picks up his sword, covers his head with the hood of his robe, turns his back to the camera and leaves.]"
11085,[Attempts to stand but is too weak to.]
11087,[Attempts to stand again but can't.]
11090,[Looks around before looking confidant.]
11092,[Stands confidently.]
11095,[Cuts to a close-up of him.]
11097,"[Nods, puts his helmet on and boards Appa.]"
11099,"[All the tanks come together in wedge formation behind Appa, soldiers protected in the middle. Cut to Sokka, on Appa, who draws his sword and thrusts it forward.]"
11101,[Looking around.]
11101,"[He continues onto the Royal Palace, breaks open the door, and takes a fighting stance.]"
11101,"[Realizing no one is around he relaxes, looking confused.]"
11106,[Kneels down on the ground; frustrated.]
11109,[Brightening.]
11109,[Rising and approaching the two.]
11110,[Sitting down; somewhat weakly.]
11112,"[Katara moves away, sensing something in the distance.]"
11112,[Noticing her move away.]
11113,[Quizzically.]
11114,[Shocked.]
11114,"[Cuts to shot of Aang riding in on his glider, dodging several fireballs. He lands in front of the group.]"
11115,[Katara and Aang kneel with Sokka.]
11116,[With epiphany; the camera shifts from a side-view of his face to a frontal view.]
11118,[Dismayed.]
11119,[Thoughtfully.]
11120,[Points to herself.]
11121,[Pulling out mechanism.]
11123,[Worried.]
11123,[Looks at the others; the camera pans to the right.]
11125,[To Aang.]
11126,"[Rising, turning his back to the group, determined.]"
11129,[Placing her hand on the ground to feel vibrations.]
11131,[Taking her hands and digging her fingers into the surface.]
11132,[Raises arms up in the background.]
11134,[To Appa and Momo.]
11136,[Pointing.]
11137,[Following her.]
11138,[Camera view changes to show the group walking past magma channels.]
11139,[Observing the magma channels; blushing.]
11148,[Spinning his staff open.]
11150,[Impressed.]
11151,[Walks over to the door and bangs the metal with her fist.]
11153,[Entering the bunker while making some hand movements.]
11155,[Witnessing the sun as the moon begins to overshadow it.]
11157,[Standing from the side of an Earth Kingdom tank.]
11159,[Stopping with her father.]
11160,[Determined.]
11162,[Out of fear.]
11162,[Makes climbing motions with his fingers.]
11163,[Suspicious look suddenly becomes friendly.]
11169,[Aang stares at her in shock.]
11169,[Proudly.]
11171,[To himself.]
11175,[Pulls out specialized eyewear and puts it on.]
11179,[Off-camera.]
11179,[Cuts to shot of him.]
11184,[Shocked and horrified.]
11186,[Rises from his seat and points toward the door.]
11188,[Angrily.]
11189,[Pulls out his swords.]
11192,[Rises from throne.]
11192,[Acts hurt.]
11193,[Points sword at her.]
11194,[Appears on scene and clenches fist.]
11195,[Walking a few steps forward.]
11195,[Pauses slightly.]
11196,[Cuts to Toph; short pause.]
11196,[Traps Azula using earthbending.]
11198,[Brushing off dust.]
11200,[Raises spear.]
11203,"[Makes frenzied motions and tries to firebend, but cannot.]"
11203,[Fire Nation soldiers back down.]
11205,[Happily.]
11206,[Doubtful.]
11208,[Points a broadsword at his father.]
11208,"[Cuts to shot of Ozai, looking angered.]"
11209,[Scornful.]
11211,[Angrily.]
11212,[Camera view shows top profile of Zuko and Ozai through an overhead grate.]
11212,[Cuts to shot of Zuko.]
11213,[Laughs.]
11214,[Smiles proudly.]
11216,[While running.]
11218,[Stops running.]
11219,[Calmly.]
11220,[Angrily.]
11221,[Sarcastically.]
11221,[Rolls her eyes in disgust.]
11222,[Angrily.]
11227,[Coolly.]
11229,[Waves hand up in gesture.]
11230,[Craftily.]
11230,[Sokka stops walking and casts Azula a suspicious glance.]
11232,[Evilly to herself.]
11236,[Cuts to shot of Ozai.]
11237,[Laughs.]
11238,[Closes eyes and momentarily pauses.]
11239,[Smugly.]
11240,[Puts his swords away.]
11241,"[Camera focuses on Zuko walking away, the Fire Lord in the background, now on his feet.]"
11244,[Cuts to side-view of Zuko.]
11244,[Camera focuses on Ozai.]
11247,[Grabs Sokka's shoulder as camera pans slightly to the right.]
11248,[Ignores him.]
11251,[Grows teary-eyed.]
11252,[Calmly.]
11252,[Ozai closes his eyes. Shot fades to outside where the solar eclipse begins to end.]
11256,[Rises and smirks.]
11258,[Ashamed.]
11260,[Sorrowfully.]
11262,[Matter-of-factly.]
11265,[Disappointed.]
11266,[Placing a hand on Aang's shoulder.]
11269,[Katara crosses her arms in scorn.]
11271,[Off-camera.]
11271,[Cuts to shot of him.]
11275,[Getting off Appa.]
11275,"[Toph gets off, too.]"
11275,[Hakoda approaches.]
11276,[Cut to Aang as he opens his glider.]
11276,"[He tosses his glider into the air and takes off, Momo following close behind.]"
11277,[Mounts Appa and follows Aang.]
11279,[Begins running.]
11282,[Dodges another fireball.]
11284,[Zuko sees a big hole in Iroh's cell and sees Warden Poon on the ground; grabs a dazed Poon by the collar.]
11285,[Bewildered and terrified.]
11290,[Thoughtfully.]
11290,[Alarmed.]
11291,[Hopelessly.]
11292,"[Approaching, helped by Bato.]"
11293,[Looks determined.]
11295,[Surprised.]
11295,[Grabs Hakoda.]
11295,[Looks at the rest of the invasion force.]
11296,[Katara looks back at Aang and Sokka sorrowfully.]
11298,[Approaching the two.]
11299,"[Turning, alarmed.]"
11301,[Rising on an earth column along with Toph and helps son mount Appa.]
11301,[Hugs Teo.]
11304,[Struggling to mount Appa.]
11305,[Propping The Duke onto the saddle.]
11306,[Hugs his father.]
11309,[Hands on both Sokka and Katara's shoulders.]
11309,[Kneels down to face his two children.]
11310,[The two hug him.]
11316,[Smiles evilly.]
11317,[Looking at the airship in the distance then looks ahead.]
11321,[Looking up at her.]
11322,[Looking at him momentarily before answering.]
11324,"[He pets Appa, smiling slightly.]"
11327,[Frontal view.]
11343,[Cut to a shot of Zuko's bandaged side.]
11344,[Determined.]
11346,[Iroh sighs.]
11349,[Running off to explore.]
11357,[Sitting down.]
11359,[Sarcastically.]
11363,[Shooting her idea down.]
11363,[He lays down on the bench without a care.]
11364,[Curiously.]
11364,[She folds her arms irritably.]
11365,[He and Momo fly off.]
11369,[Raises an arm in greeting.]
11369,[Rubs his hand against the back of his head nervously.]
11369,[Places an arm on his chest with pride.]
11369,[He continues smiling.]
11369,[His eyes widen.]
11369,[Places his fingers against his forehead in embarrassment.]
11369,[Waves an arm to the side dismissively.]
11369,[Clenches both fists and places one on his chest while the other arm is raised.]
11369,[He gets visibly uncomfortable and drops his arms into a slouch.]
11369,[Straightens up with a sincere expression on his face.]
11369,[A badgerfrog croaks at him. Angrily.]
11369,[The badgerfrog hops on his head before hopping away.]
11369,[Imitating Iroh.]
11369,[Normal voice.]
11369,[Imitating Azula.]
11369,[Normal voice. Stops and sits down.]
11376,[Cut to a close up of Toph as she turns serious.]
11378,[Cut to a close up of Zuko's face.]
11378,[Raises his arm up in greeting and waves.]
11380,[Appa growls at him and licks him twice. Cut to a surprised Momo and Aang as he lowers his staff slightly.]
11382,[The gang expresses shock.]
11386,"[Appa licks him again, much to his surprise.]"
11387,[The siblings turn toward her.]
11392,[Toph and Sokka's eyes widen with shock.]
11393,[Pulls out his boomerang; angrily.]
11395,[Sarcastically.]
11396,[Angrily.]
11398,[To Aang.]
11404,"[Zuko kneels down, bends his head, and raises his arms in surrender.]"
11405,[Blasts water at him.]
11407,[A badgerfrog croaks at him.]
11424,[Sarcastically.]
11426,[Sarcastically.]
11432,[Angrily.]
11432,[Pokes Aang in the chest.]
11432,[Stamps her feet on the ground to a point where the ground shakes slightly.]
11436,[Walks away.]
11438,[Whips fire.]
11439,"[Throws up an earth shield, but steps back into Zuko's fire blast.]"
11440,"[Comes toward her, but she begins to crawl away.]"
11441,"[As Toph crawls away, she grabs the earth under her and throws it backward at Zuko.]"
11442,[Dodges another rock.]
11442,[Tries to grab her.]
11443,[Brings up some earth which sends Zuko flying back.]
11444,[Toph leaves.]
11446,[Handing a bowl to The Duke.]
11450,[Sitting.]
11452,[Has a bandage around his forehead.]
11455,"[Approaching, with Sokka and Aang. Worried.]"
11460,[Everyone is shocked.]
11464,[Katara begins to try and heal her feet.]
11468,[Sighs.]
11470,[Stops healing.]
11475,[Aang and Sokka go to pick her up.]
11476,[Aang and Sokka carry Toph away.]
11477,[Following. Sarcastically.]
11479,[Katara sits next to her putting a hand on her shoulder.]
11481,[Team Avatar turns their head up to the sound.]
11481,"[Cut to a quick close up of Aang looking up with shock as he is helping Sokka carry Toph. Cut back to Zuko as he stands in front of Combustion Man, arms spread out to block him.]"
11483,"[Attempts to firebend at him, but Combustion Man grabs him.]"
11488,[Pausing for a moment to think before having an idea.]
11488,"[Takes out his boomerang. After another blast, he sneaks his head out, but has to hide from another shot. He projects Combustion Man's angle with his boomerang.]"
11488,[Throws his boomerang.]
11490,"[Jumps up and grabs it, but Combustion Man gets up, albeit clearly shaken.]"
11495,[To Toph.]
11495,[Bows to her.]
11496,"[Looks at Zuko shocked, hearing these words, and thinks for a moment.]"
11496,[Bows before Zuko.]
11497,[Bows.]
11498,[To Toph.]
11499,[Pounds her fist into her palm jokingly.]
11500,[Turning to Sokka.]
11501,[Shrugging.]
11502,[Approaching Katara.]
11503,[Glares at Zuko for a moment and Zuko starts to sweat; reluctantly.]
11503,[Aang smiles.]
11504,[Excitedly approaching the group.]
11506,[Zuko glances back and smiles at him.]
11506,[Walks out of the room and meets Aang in the hallway; to Aang.]
11509,[Placing a hand on his shoulder.]
11511,[Approaches him; threateningly.]
11511,[Close-up of Zuko.]
11511,[Close-up of Katara's angry face.]
11516,"[Cut to Aang, as he sighs heavily.]"
11517,[Cut to Zuko from behind Aang.]
11517,"[He raises his voice, as the camera zooms to a close-up of his face.]"
11522,[Cut to an aerial shot of the both.]
11524,[Takes a step back.]
11525,[Cut to Aang.]
11525,[Smiles slightly and shrugs.]
11527,[Frustrated.]
11528,"[Rubbing his head, confused.]"
11529,[Turning back.]
11531,[He delivers another blast with no improvement.]
11532,[Gets up.]
11533,[Very angry.]
11535,"[Raises his arms to his head, and throws them down back, and shouts in frustration, as Aang cringes.]"
11538,[Frustrated.]
11538,[He lashes his arm and points to a side.]
11539,[He drops his half-eaten apple.]
11539,"[He gets up and turns around, laughing as he adjusts his shirt.]"
11539,"[Zuko drops his head, dejected, and moans.]"
11541,[He looks below dejectedly.]
11542,[Raises both hands to her head.]
11542,[She folds her arms.]
11543,[He looks below again.]
11546,[Camera zooms back to show everyone sitting around the campfire and Zuko standing.]
11547,[Holding up her bowl and glaring at Zuko.]
11548,[Screen pans left to Toph.]
11548,[She smiles sarcastically.]
11549,[With an idea.]
11550,[Still holding her bowl.]
11550,[She drinks from the bowl.]
11552,[Leans toward Zuko and points a finger above.]
11554,"[Sokka stops poking, as his sword slips from his hands and is thrown above, before falling on his head. Zuko rubs his nose.]"
11555,"[Cut to Toph, as Sokka sits near her, and rubs his head.]"
11555,[Eats the food from her bowl.]
11556,[Excited.]
11558,[Seriously.​]
11559,[Places her bowl down as the shot cuts to a close-up of her face.]
11561,[Voice-over.]
11565,[The badgermole walks away as Toph attempts to crawls after it.]
11565,"[Cut to an overhead shot of the badgermole, which moves its paws in a sweeping motion.]"
11565,[Screen fades to an overhead shot of Toph mimicking the creature's actions.]
11565,[The badgermole comes across a pile of rocks and earthbends them to the side.]
11565,[She stops crawling and stands up. She earthbends a stone and smiles at her success.]
11568,[Cut to an aerial shot of the group.]
11568,[Camera pans above to show a mural of three sky bison. Aang leans back to look at Appa.]
11571,[Shot cuts to behind Zuko as he looks at the group.]
11572,"[Cut to Zuko's face, as he yells.]"
11573,[Moves his arms in an appeasing manner.]
11574,[He walks toward a fountain.]
11575,[Walks toward Zuko.]
11576,[Turning his head toward Aang.]
11576,"[Cut to a shot of the two from the side, as Zuko turns his head toward the Avatar.]"
11578,[Aang and Zuko look back at him and the shot cuts to Sokka seated.]
11578,[Moves his hand in a strange motion.]
11579,[Cut to an aerial shot.]
11579,[Cut to a shot of the two from the side. Zuko turns his head toward Aang.]
11579,[Aang looks concerned and worried at Zuko's statement.]
11583,[Turning his head toward Zuko.]
11584,[Whispering.]
11584,[He lies down.]
11585,[Cut to Appa flying from behind.]
11589,[Cut to Aang and Zuko walking.]
11590,[Cut to some structures as screen pans right to show more of them.]
11590,[Cut back to the two walking.]
11592,[Scared.]
11593,[Kneeling down to inspect the spikes.]
11593,[He picks the tripwire up and examines it.]
11596,[Dusting some dirt on his shirt.]
11596,"[He smiles, as Aang turns back. Cut to Zuko's point of view of the path as screen pans above to a building.]"
11598,"[Cut to Zuko and Aang from the behind, as they see a carving of a person being surrounded by two dragons who are breathing fire at him.]"
11599,[Cut to Zuko and Aang looking at the carving from the side.]
11600,[Cut to a part of the carving from below as screen pans right to show more of it.]
11603,[Zuko stops walking.]
11603,[Zuko closes his eyes.]
11604,[He opens his eyes.]
11606,"[Cut to them walking from below the bridge, with the screen panning right as they walk.]"
11606,"[They approach a path which has one dragon's statue on both sides, and stop walking.]"
11606,[Cut to a close-up of one of the dragon's statue's eyes as Zuko places one of his palms on it.]
11607,[Cut to the both from a side.]
11608,[Cut to Zuko's face.]
11612,"[Cut to an overhead shot of Zuko, as he realizes something and takes a step behind, and looks at the position he stood at a moment before. Screen zooms in to show the light from the sunstone beaming on a circular carving on the ground.]"
11612,[Cut to an aerial shot of Zuko and Aang standing in front of the column as screen pans to right to show the gates.]
11612,[Cut to a similar sunstone above the gates.]
11612,[Screen pans below to show Aang in front of the gates.]
11613,[Exasperated.]
11614,[Cut to Zuko.]
11614,[He unsheathes one of his swords.]
11614,"[Cut to the circle carved on the ground on which light from the sunstone is being beamed. He places his sword on it with an angle, causing it to reflect the light. Cut to Zuko reflecting the light from the column.]"
11617,"[Cut to Zuko, who is kneeling down and reflecting the light.]"
11619,"[He picks his staff, and Zuko, walking up to the gates, unsheathes his sword.]"
11619,[Aang nudges Zuko with his elbow.]
11626,[He pulls his hand back.]
11629,"[Aang and Zuko take the posture of the statue in front of them and move to their right and left, respectively, taking the postures of the statues in front of them, which pressed similar buttons lying on the ground in front of all the statues. Cut to an aerial shot of the room.]"
11629,[Cut to Zuko moving through each statue.]
11632,"[Putting his hands down, and rubbing his head.]"
11633,[He runs toward the sunstone.]
11634,[Cut to the gemstone as Zuko runs toward it. Aang raises his arms.]
11634,[Zuko stops and Aang catches up to him.]
11636,[Turns to look at the side and raises his arms again.]
11640,"[Cut to a worried Aang's face, as he turns to look at the gates of the room, which close.]"
11644,[Trying to pull his hands from the grates.]
11651,[Cut to their heads sticking out from the grates.]
11652,[He opens his mouth very widely and yells.]
11657,"[Cut to Zuko and Aang's point of view, as the Sun Warrior chief comes into sight. Cut to his face.]"
11659,[Walking toward the two.]
11660,[Cut to Aang and Zuko from the side.]
11662,[Cut to the chief and Ham Ghao from the side to show that he is holding the sunstone.]
11663,[Places his palm on his chest.]
11663,"[Cut to Ham Ghao looking toward the chief from the side, puzzled. Cut to Aang, who stands up and gives a weak smile.]"
11664,[Standing up.]
11664,[Looks down at the ground.]
11664,[Cut to Zuko's point of view to the Sun Warriors as screen pans right to show more of them.]
11664,[Cut back to Aang and Zuko.]
11664,[Cut to an aerial shot that shows the Sun Warriors surrounding the two.]
11664,"[Cut back to the two, as they bow their heads.]"
11665,[Cut to the chief.]
11666,[Cut to Aang and Zuko.]
11667,[Walks toward them and looks at Aang.]
11667,[Turns to look at Zuko.]
11667,"[Takes a step toward Zuko and towers over Zuko, who looks worried.]"
11667,[Cut to a close-up of the chief.]
11669,"[Cut to an aerial shot of the Sun Warriors sitting in many arcs inside the room in front of the Eternal Flame. Aang, Zuko, and the Sun Warrior chief are standing.]"
11669,[Cut to the chief standing in front of the fire from behind him.]
11669,[Raises his hands to his head and turns back at Zuko and Aang.]
11669,[Cut to the chief talking to Zuko and Aang from the side as the other Sun Warriors look.]
11670,[Surprised.]
11671,"[Cut to the Sun Warriors sitting and the chief explaining their job to the two, as screen pans to the right.]"
11672,[Cut to an unsure Aang as he places his palm on his neck.]
11672,[Pointing to Zuko.]
11673,[Unyielding.]
11673,"[He turns back to face the fire. Cut to Aang, who looks very uneasy, before cutting to the chief, who takes a part of the Eternal Flame on his hand and turns back toward the two.]"
11673,[He turns around in a circle and splits the fire on his palm into two parts.]
11673,"[Cut to Aang, as he stares at the flame.]"
11673,"[Aang cringes, as the screen pans to Zuko, who is standing beside Aang.]"
11675,[He takes the flame in his hand and his expression changes to a relieved one.]
11676,[Cut to the chief.]
11676,[Cut to Aang. Screen zooms in to his face as he smiles.]
11676,[Cut to Zuko and Aang standing in front of the chief as he points to a mountain from the side. Screen zooms in to the mountain.]
11679,[Cut to Aang approaching a rock.]
11679,[Climbs up the rock and looks at his flame.]
11680,[Aang looks at Zuko.]
11680,[Cut to Zuko from below.]
11681,[He climbs another rock.]
11682,[Cut to Zuko.]
11682,[Cut to an unsure Aang.]
11684,[He and the other two Sun Warriors walk up to the two.]
11684,[Cut to Zuko.]
11684,[Zuko looks toward the side.]
11685,[He places his hand on his hip.]
11687,[Cut to the chief.]
11687,[Cut to a guilty Aang.]
11687,[Aang looks toward the side.]
11689,[Turning to Zuko.]
11689,[Aang shows Zuko his flame and gives a weak smile.]
11690,[Cut to an overhead shot of Aang.]
11691,[Looking toward the rocks.]
11692,[Cut to Zuko.]
11692,[Unsheathes his swords slightly.]
11692,[He smiles.]
11695,[Cut to the chief to show him stretching his both hands out on both sides.]
11697,[Cut to a Sun Warrior using an sound-amplifying device.]
11701,"[He looks to look at Zuko, who turns his head toward Aang. Aang cringes and quickly returns back to his position, and realizes that his flame is extinguished and gasps. He turns toward Zuko again, and whispers.]"
11702,[Whispering.]
11703,[He reaches for Zuko's flame and Zuko pushes him behind.]
11704,[Whispering.]
11705,[Whispering as well.]
11705,[He reaches for Zuko's flame again.]
11706,[Cut to an aerial shot of the bridge.]
11706,[Cut to the chief and the two Warriors beside him.]
11706,[Cuts to shot of the Sun Warriors below; off-screen.]
11708,[Off-screen.]
11712,[Cut to Zuko and Aang standing.]
11713,[In a low voice.]
11716,[Looks up at the bridge.]
11717,[Turns toward Ham Ghao.]
11718,[Turns his head away.]
11720,[Whispers.]
11721,[Turning his head toward Zuko.]
11723,[Unwillingly.]
11725,[Still bowing.]
11728,"[Cut to Zuko's face, as he stares at the flames.]"
11730,[Cut to Zuko.]
11731,[Cut to the two descending from the side.]
11732,[The other two Sun Warriors walk away.]
11733,[Cut to Zuko.]
11734,[Looking at Zuko.]
11735,[Cut to the smiling chief from the side.]
11735,[Raising his hand above slightly.]
11736,[Surprised. Shot cuts to an aerial shot of the courtyard.]
