discontinued,gauge_divisor,grams,id,machine_washable,max_gauge,min_gauge,name,permalink,rating_average,rating_count,rating_total,texture,thread_size,wpi,yardage,yarn_company_name,yarn_weight_crochet_gauge,yarn_weight_id,yarn_weight_knit_gauge,yarn_weight_name,yarn_weight_ply,yarn_weight_wpi,texture_clean
TRUE,2,50,79521,TRUE,10,8,Debut,yarn-craft-debut,4,2,8,bouclé,NA,NA,NA,Yarn Craft,NA,10,24-26,Sport,5,12,bouclé
FALSE,NA,50,22931,FALSE,NA,NA,Poodle,sierra-pacific-crafts-poodle,1,1,1,Bouclé,NA,NA,39,Sierra Pacific Crafts,NA,4,14-15,Bulky,12,7,bouclé
TRUE,NA,50,79625,TRUE,NA,NA,Cavatina,copley-lotus-cavatina,4,1,4,Plied,NA,NA,275,Copley Lotus,NA,5,28,Fingering,4,14,plied
FALSE,NA,50,22951,FALSE,NA,NA,Fiore,sullivans-fiore,1,1,1,NA,NA,NA,106,Sullivans,NA,4,14-15,Bulky,12,7,NA
TRUE,4,50,79650,NA,NA,15,Le Maxi-Mohair,welcomme-le-maxi-mohair,4,1,4,"plied, fluffy",NA,8,55,Welcomme,NA,4,14-15,Bulky,12,7,"plied, fluffy"
FALSE,NA,100,22983,FALSE,NA,NA,Galles,lanar-galles,4,1,4,Single ply,NA,NA,NA,Lanar Emporio,NA,1,18,Aran,10,8,single ply
FALSE,4,50,23047,FALSE,28,25,Flotter Glanz,rellana-flotter-glanz,2,1,2,ribbon,NA,NA,98,Rellana Garne,NA,10,24-26,Sport,5,12,ribbon
FALSE,4,100,79999,NA,NA,28,Silk Sock,big-goat-knits-silk-sock,5,3,15,plied,NA,NA,437,Big Goat Knits,NA,5,28,Fingering,4,14,plied
FALSE,4,113,80134,NA,NA,18,Marr Haven,discobaby-knits-marr-haven,NA,NA,NA,plied,NA,NA,210,DiscoBaby Knits,NA,1,18,Aran,10,8,plied
TRUE,1,100,80146,TRUE,10,8,Northern Silk Lace,white-bear-fibers-northern-silk-lace,5,1,5,plied,NA,NA,875,White Bear Fibers,NA,7,32-34,Lace,2,NA,plied
TRUE,4,200,80171,TRUE,NA,22,Baby Dream,four-seasons-grundl-baby-dream,NA,NA,NA,plied,NA,NA,589,Four Seasons Gründl,NA,11,22,DK,8,11,plied
TRUE,1,100,80262,TRUE,6,5,Merino Sport,white-bear-fibers-merino-sport,5,1,5,plied,NA,NA,274,White Bear Fibers,NA,11,22,DK,8,11,plied
TRUE,4,100,80387,NA,NA,28,Alpaca Kid Mohair Fingering,misty-haven-alpacas-alpaca-kid-mohair-fingering,NA,NA,NA,"plied, fluffy",NA,NA,385,Misty Haven Alpacas,NA,5,28,Fingering,4,14,"plied, fluffy"
FALSE,4,100,80443,NA,NA,28,Lamb's Ear Fingering,moose-manor-hand-paints-lambs-ear-fingering,5,1,5,plied,NA,NA,437,Moose Manor Hand Paints,NA,5,28,Fingering,4,14,plied
TRUE,NA,100,80455,NA,NA,NA,Lovely Lace,jillybean-lovely-lace,4.33,3,13,NA,NA,NA,1312,Jillybean,NA,7,32-34,Lace,2,NA,NA
TRUE,4,100,80465,NA,NA,28,Tweed Sock,jillybean-tweed-sock,NA,NA,NA,"plied, tweedy",NA,NA,437,Jillybean,NA,5,28,Fingering,4,14,"plied, tweedy"
TRUE,4,50,23258,FALSE,14,13,Nicky,junghans-wolle-nicky,3,1,3,NA,NA,NA,110,Junghans Wolle,NA,4,14-15,Bulky,12,7,NA
FALSE,4,100,80539,TRUE,NA,30,Olé Socks Dream,katia-ole-socks-dream,5,1,5,Plied,NA,NA,437,Katia,NA,5,28,Fingering,4,14,plied
TRUE,4,50,23271,TRUE,NA,13,Free Spirit,muench-free-spirit,5,1,5,ribbon,NA,NA,77,Muench Yarns,NA,4,14-15,Bulky,12,7,ribbon
TRUE,NA,40,23315,TRUE,NA,NA,Antique,daruma-antique,3,3,9,slubby,NA,NA,40,Daruma,NA,6,7-12,Super Bulky,NA,5-6,slubby
TRUE,4,65,80889,NA,12,10,100% Cashmere Bulky upcycled,pepperberry-knits-100-cashmere-bulky-upcycled,NA,NA,NA,plied,NA,NA,75,Pepperberry Knits,NA,6,7-12,Super Bulky,NA,5-6,plied
TRUE,NA,50,23414,FALSE,NA,NA,28,pierre-cardin-28,NA,NA,NA,NA,NA,NA,73,Pierre Cardin,NA,10,24-26,Sport,5,12,NA
TRUE,NA,100,81161,NA,NA,NA,Luxury Collection Bambu Boa,diamond-luxury-collection-bambu-boa,5,2,10,Engineered Ribbon,NA,NA,50,Diamond,NA,4,14-15,Bulky,12,7,engineered ribbon
TRUE,4,50,81189,TRUE,NA,22,Bluebell DK,patons-uk-bluebell-dk,NA,NA,NA,bouclé,NA,NA,NA,Patons UK,NA,11,22,DK,8,11,bouclé
TRUE,4,50,23534,FALSE,NA,16,Jacquard,bbb-filati-jacquard,NA,NA,NA,Plied,NA,NA,100,BBB Filati,NA,1,18,Aran,10,8,plied
TRUE,4,20,23553,TRUE,NA,30,Wash 'n' Wear Baby 3 Ply,sirdar-wash-n-wear-baby-3-ply,NA,NA,NA,Plied,NA,NA,NA,Sirdar,NA,13,32,Light Fingering,3,NA,plied
TRUE,4,50,81300,NA,NA,26,Miss Welcomme,welcomme-miss-welcomme,5,1,5,"plied, fluffy",NA,NA,220,Welcomme,NA,10,24-26,Sport,5,12,"plied, fluffy"
FALSE,4,226,81316,NA,NA,20,Sheepless,raven-frog-fibers-sheepless,4.5,2,9,plied,NA,NA,490,Raven Frog Fibers,NA,12,20,Worsted,10,9,plied
FALSE,NA,NA,23565,NA,NA,NA,Made to Order Handspun,knittydirtygirl-made-to-order-handspun,4.86,7,34,handspun,NA,NA,90,knittydirtygirl,NA,NA,NA,NA,NA,NA,handspun
FALSE,NA,NA,23590,FALSE,NA,NA,Handspun Two-Ply,i-make-things-handspun-two-ply,5,1,5,Two-ply handspun,NA,NA,NA,i make things,NA,NA,NA,NA,NA,NA,two-ply handspun
TRUE,4,50,81479,NA,NA,28,Cairo 8,pascuali-cairo-8,NA,NA,NA,plied,NA,NA,177,Pascuali,NA,5,28,Fingering,4,14,plied
FALSE,NA,NA,23669,NA,NA,NA,Handspun Peruvian Wool,knittydirtygirl-handspun-peruvian-wool,5,2,10,"plied, handspun",NA,NA,220,knittydirtygirl,NA,12,20,Worsted,10,9,"plied, handspun"
FALSE,NA,100,23690,TRUE,NA,NA,Multicolour,tabby-allsorts-multicolour,NA,NA,NA,ribbony,NA,NA,NA,Tabby Allsorts,NA,12,20,Worsted,10,9,ribbony
TRUE,4,100,23711,TRUE,NA,24,Ylva,novita-ylva,4,1,4,NA,NA,NA,NA,Novita,NA,10,24-26,Sport,5,12,NA
TRUE,NA,100,81875,TRUE,NA,NA,Lollysock,the-prickly-stitch-lollysock,5,1,5,NA,NA,NA,462,The Prickly Stitch,NA,5,28,Fingering,4,14,NA
FALSE,1,85,23796,FALSE,6,5,Tucson,textiles-a-mano-tucson,5,1,5,NA,NA,NA,400,Textiles A Mano,NA,11,22,DK,8,11,NA
TRUE,4,100,82138,NA,NA,22,Divine Silky Falkland Merino DK,the-enchanted-kettle-divine-silky-falkland-merino-dk,5,3,15,"plied, smooth, shiny and soft",NA,NA,230,The Enchanted Kettle,NA,11,22,DK,8,11,"plied, smooth, shiny and soft"
TRUE,NA,114,82292,NA,NA,NA,Merino Fiber,wild-hare-fiber-studio-merino-fiber,4.67,3,14,spinning fiber,NA,NA,NA,Wild Hare Fiber Studio,NA,NA,NA,NA,NA,NA,spinning fiber
FALSE,4,50,23971,TRUE,NA,14,Maxi-Color,wolle-rdel-maxi-color,4,1,4,NA,NA,NA,60,Wolle Rödel,NA,4,14-15,Bulky,12,7,NA
TRUE,NA,114,23994,FALSE,NA,NA,Blackberry Ridge Merino,babylonglegs-blackberry-ridge-merino,4,1,4,Spongy,NA,NA,250,Babylonglegs,NA,12,20,Worsted,10,9,spongy
FALSE,4,50,82529,TRUE,NA,30,Hot Socks Alaska,four-seasons-grundl-hot-socks-alaska,5,1,5,"plied, tweed",NA,NA,230,Four Seasons Gründl,NA,5,28,Fingering,4,14,"plied, tweed"
FALSE,4,50,24031,FALSE,26,23,Woolen Yarn,swan-woolen-yarn,3,1,3,Plied,NA,NA,137,Swan,NA,10,24-26,Sport,5,12,plied
TRUE,4,50,24041,FALSE,NA,13,Tropicana,austermann-tropicana,3,2,6,ladder,NA,NA,76,Austermann,NA,4,14-15,Bulky,12,7,ladder
TRUE,4,100,82709,NA,NA,12,Hero Degrade,himalaya-hero-degrade,4,1,4,NA,NA,NA,109,Himalaya,NA,6,7-12,Super Bulky,NA,5-6,NA
TRUE,4,40,24097,FALSE,NA,8,Hashigo Multi,noro-hashigo-multi,1.67,3,5,Ribbon,NA,NA,88,Noro,NA,6,7-12,Super Bulky,NA,5-6,ribbon
FALSE,4,100,83106,TRUE,NA,28,Tamarack Fingering Weight,moose-manor-hand-paints-tamarack-fingering-weight,5,3,15,plied,NA,NA,400,Moose Manor Hand Paints,NA,5,28,Fingering,4,14,plied
FALSE,4,100,24166,TRUE,NA,26,Alpaca 20,lana-indalo-alpaca-20,4,2,8,NA,NA,NA,820,Lana Indalo,NA,7,32-34,Lace,2,NA,NA
TRUE,4,100,83271,NA,14,14,Jakobswol,knitbybart-jakobswol,5,1,5,boucle,NA,7,273,KnitByBart,NA,4,14-15,Bulky,12,7,boucle
TRUE,4,50,83404,TRUE,NA,20,Pingopeluche,laines-du-pingouin-pingopeluche,3,1,3,eyelash,NA,NA,118,Laines du Pingouin,NA,12,20,Worsted,10,9,eyelash
TRUE,4,50,24280,FALSE,16,14,Magica,junghans-wolle-magica,4,2,8,NA,NA,NA,153,Junghans Wolle,NA,8,NA,Cobweb,1,NA,NA
TRUE,4,50,24286,FALSE,20,16,Gioco,viana-canada-inc-gioco,NA,NA,NA,"mercerized cable, shiny, smooth",NA,NA,84,Viana Canada Inc.,NA,5,28,Fingering,4,14,"mercerized cable, shiny, smooth"
TRUE,NA,50,24339,FALSE,NA,NA,Trawl Paper,ice-yarns-trawl-paper,NA,NA,NA,NA,NA,NA,82,Ice Yarns,NA,4,14-15,Bulky,12,7,NA
TRUE,1,100,83932,TRUE,8,7,Henry Sock,rains-obsessive-stitchery-henry-sock,5,2,10,plied,NA,NA,462,Rain's Obsessive Stitchery,NA,13,32,Light Fingering,3,NA,plied
TRUE,4,25,83981,TRUE,NA,28,Mix n'Match Machine Washable 4ply,emu-mix-nmatch-machine-washable-4ply,4,1,4,plied,NA,NA,NA,Emu,NA,5,28,Fingering,4,14,plied
TRUE,NA,55,24449,FALSE,NA,NA,Silk/Cashmere 4 ply,old-maiden-aunt-silk-cashmere-4-ply,5,2,10,NA,NA,NA,200,Old Maiden Aunt,NA,5,28,Fingering,4,14,NA
FALSE,4,50,84045,NA,NA,28,100% Mulberry Silk,yarnundyed-100-mulberry-silk,5,1,5,plied,NA,NA,218,Yarnundyed,NA,5,28,Fingering,4,14,plied
TRUE,4,50,24466,FALSE,NA,20,Dalespun,bernat-dalespun,NA,NA,NA,NA,NA,NA,NA,Bernat,NA,12,20,Worsted,10,9,NA
TRUE,4,50,84182,TRUE,NA,30,Strømpegarn,zettl-strmpegarn,4,1,4,plied,NA,NA,229,Zettl,NA,5,28,Fingering,4,14,plied
TRUE,4,100,24563,FALSE,32,24,One and Only Merino Sock,one-and-only-one-and-only-merino-sock,4.5,4,18,Plied,NA,NA,400,One and Only,NA,5,28,Fingering,4,14,plied
FALSE,NA,NA,24595,FALSE,NA,NA,superwash wool/nylon,karens-kolorways-superwash-wool-nylon,4.33,3,13,smooth,NA,NA,400,Karen's Kolorways,NA,5,28,Fingering,4,14,smooth
TRUE,4,124,84648,NA,NA,18,Getting Heavy,crafty-that-way-getting-heavy,5,1,5,singles,NA,NA,250,Crafty That Way,NA,1,18,Aran,10,8,singles
TRUE,4,454,24666,TRUE,NA,18,Machine Knitting Aran,phentex-machine-knitting-aran,NA,NA,NA,plied,NA,NA,694,Phentex,NA,1,18,Aran,10,8,plied
TRUE,NA,125,84695,NA,NA,NA,Handpainted Wensleydale,yummy-yarns-uk-handpainted-wensleydale,5,1,5,spinning fiber,NA,NA,NA,Yummy Yarns UK,NA,NA,NA,NA,NA,NA,spinning fiber
FALSE,4,100,85002,NA,NA,28,Pentland 400,the-yarn-yard-pentland-400,4.33,3,13,plied,NA,NA,437,The Yarn Yard,NA,5,28,Fingering,4,14,plied
FALSE,4,100,85178,NA,36,32,Carmelina 30/2 Muga Silk,treenway-silks-carmelina-30-2-muga-silk,NA,NA,NA,NA,NA,NA,1500,Treenway Silks,NA,9,NA,Thread,NA,NA,NA
TRUE,4,50,24809,FALSE,NA,28,Dappelwul,jaeger-dappelwul,4,1,4,Plied,NA,NA,NA,Jaeger,NA,5,28,Fingering,4,14,plied
FALSE,4,100,24845,FALSE,NA,20,Soy Ribbon,makalu-yarns-soy-ribbon,NA,NA,NA,Ribbon,NA,NA,186,Makalu Yarns,NA,12,20,Worsted,10,9,ribbon
TRUE,NA,NA,85328,NA,NA,NA,Wool Batts,de-la-oveja-a-la-madeja-wool-batts,5,1,5,spinning fiber,NA,NA,NA,De la Oveja a la Madeja,NA,NA,NA,NA,NA,NA,spinning fiber
FALSE,4,50,24885,FALSE,NA,8.5,Linie 101 Motion,online-linie-101-motion,NA,NA,NA,NA,NA,NA,54,ONline,NA,6,7-12,Super Bulky,NA,5-6,NA
TRUE,4,1000,85500,TRUE,NA,18,Kabu,lineapiu-group-kabu,5,1,5,plied,NA,NA,1800,Lineapiu Group,NA,1,18,Aran,10,8,plied
TRUE,1,250,24901,TRUE,6,5,Hand-Dyed Merino DK Weight,hello-yarn-hand-dyed-merino-dk-weight,4,2,8,4-ply,NA,NA,560,Hello Yarn,NA,11,22,DK,8,11,4-ply
FALSE,4,100,85904,NA,NA,22,Shetland Cottage DK,blueball-mountain-spindle--needleworks-shetland-cottage-dk,5,1,5,plied,NA,NA,250,Blueball Mountain Spindle & Needleworks,NA,11,22,DK,8,11,plied
FALSE,1,50,25004,FALSE,5,4,Flora,ilse-wolle-flora,5,1,5,Plied,NA,NA,109,Ilse Wolle,NA,12,20,Worsted,10,9,plied
TRUE,4,50,85992,NA,NA,16,Maple,moda-vera-maple,4,2,8,bouclé,NA,NA,153,Moda Vera,NA,4,14-15,Bulky,12,7,bouclé
TRUE,NA,NA,86221,NA,NA,NA,Wool Fiber,fatcatknits-wool-fiber,5,2,10,spinning fiber,NA,NA,NA,FatCatKnits,NA,NA,NA,NA,NA,NA,spinning fiber
TRUE,4,28,86260,NA,NA,32,Ever Match Baby Zephyr,bear-brand-ever-match-baby-zephyr,NA,NA,NA,Plied,NA,NA,170,Bear Brand,NA,13,32,Light Fingering,3,NA,plied
TRUE,4,50,86580,FALSE,NA,20,Caro,berroco-caro,5,1,5,Single,NA,NA,110,Berroco,NA,12,20,Worsted,10,9,single
FALSE,4,113,86636,NA,NA,20,Licorice Twist,eco-wrapz-licorice-twist,5,1,5,plied,NA,NA,280,Eco-Wrapz,NA,12,20,Worsted,10,9,plied
TRUE,NA,NA,86938,NA,NA,NA,Handdyed Moorit Shetland Roving,unwind-yarn-company-handdyed-moorit-shetland-roving,5,1,5,mediumwool,NA,NA,NA,Unwind Yarn Company,NA,NA,NA,NA,NA,NA,mediumwool
FALSE,NA,113,25325,FALSE,NA,NA,Rayon Chenille Yarn,the-chenille-shack-rayon-chenille-yarn,4,1,4,NA,NA,NA,50,The Chenille Shack,NA,6,7-12,Super Bulky,NA,5-6,NA
FALSE,NA,113,25326,FALSE,NA,NA,Rayon/Cotton Chenille Yarn,the-chenille-shack-rayon-cotton-chenille-yarn,NA,NA,NA,NA,NA,NA,150,The Chenille Shack,NA,4,14-15,Bulky,12,7,NA
FALSE,NA,100,25352,FALSE,NA,NA,BPS February 08,chewy-spaghetti-bps-february-08,4.67,3,14,Smooth,NA,NA,440,Chewy Spaghetti,NA,5,28,Fingering,4,14,smooth
TRUE,NA,113,87034,TRUE,NA,NA,Superwash BFL,spinning-bunny-superwash-bfl,NA,NA,NA,spinning fiber,NA,NA,NA,Spinning Bunny,NA,NA,NA,NA,NA,NA,spinning fiber
TRUE,4,50,25370,TRUE,NA,20,Orchidea Aquamat,cigno-nero-orchidea-aquamat,NA,NA,NA,plied,NA,NA,83,Cigno Nero,NA,12,20,Worsted,10,9,plied
TRUE,NA,NA,25378,FALSE,NA,NA,BoBo 2 Ply Merino,bunkybobos-bobo-2-ply-merino,4,2,8,NA,NA,NA,500,BunkyBoBos,NA,7,32-34,Lace,2,NA,NA
TRUE,NA,50,25408,FALSE,NA,NA,Charade,robin-charade,4,1,4,boucle,NA,NA,NA,Robin,NA,4,14-15,Bulky,12,7,boucle
TRUE,4,28,87244,NA,NA,24,Camel's Hair,candide-yarns-camels-hair,5,2,10,plied,NA,NA,75,Candide Yarns,NA,10,24-26,Sport,5,12,plied
TRUE,4,45,87328,NA,NA,17,Craft L,best-friends-craft-l,NA,NA,NA,plied,NA,NA,93,Best Friends,NA,1,18,Aran,10,8,plied
TRUE,4,50,87369,NA,NA,30,Perendale 4ply,david-crew-perendale-4ply,NA,NA,NA,plied,NA,NA,175,David Crew,NA,13,32,Light Fingering,3,NA,plied
FALSE,NA,100,87644,NA,NA,NA,BFL Silk Lace,watercolours-and-lace-bfl-silk-lace,5,3,15,plied,NA,NA,871,Watercolours and Lace,NA,7,32-34,Lace,2,NA,plied
FALSE,1,50,25588,FALSE,8,6,Cashmere Lace,yarn-lust-cashmere-lace,NA,NA,NA,NA,NA,NA,400,Yarn Lust,NA,7,32-34,Lace,2,NA,NA
TRUE,4,50,25608,FALSE,NA,24,Polo,aarlan-polo,NA,NA,NA,"Plied, smooth",NA,NA,115,aarlan,NA,10,24-26,Sport,5,12,"plied, smooth"
TRUE,4,50,25613,FALSE,NA,22,Sole Mio,chat-botte-sole-mio,3.67,3,11,Plied,NA,NA,95,Chat Botté,NA,11,22,DK,8,11,plied
TRUE,NA,100,88228,NA,NA,NA,handdyed carded wool roving,gwen-erin-natural-fibers-handdyed-carded-wool-roving,5,3,15,spinning fiber,NA,NA,NA,Gwen Erin Natural Fibers,NA,NA,NA,NA,NA,NA,spinning fiber
FALSE,4,50,88243,TRUE,NA,14,Linie 280 Jam,online-linie-280-jam,3,3,9,NA,NA,NA,104,ONline,NA,NA,NA,NA,NA,NA,NA
TRUE,4,100,88311,NA,NA,28,4 ply Crepe,eagle-4-ply-crepe,NA,NA,NA,Crepe,NA,NA,NA,Eagle,NA,5,28,Fingering,4,14,crepe
TRUE,NA,100,88437,NA,NA,NA,Handpainted Cashmere Laceweight,hipknits-handpainted-cashmere-laceweight,3,2,6,plied,NA,NA,1000,HipKnits,NA,7,32-34,Lace,2,NA,plied
TRUE,4,50,25818,FALSE,NA,26,Reflet,bouton-dor-reflet,4.5,2,9,NA,NA,NA,120,Bouton d'Or,NA,10,24-26,Sport,5,12,NA
TRUE,4,100,88652,NA,NA,28,Handpainted Wool Sock,rosyretro-handpainted-wool-sock,4,1,4,plied,NA,NA,400,RosyRetro,NA,5,28,Fingering,4,14,plied
TRUE,NA,50,25911,NA,NA,NA,Mohair Superio,schewe-mohair-superio,5,1,5,"plied, fluffy",NA,NA,80,Schewe,NA,1,18,Aran,10,8,"plied, fluffy"
FALSE,4,100,89014,TRUE,NA,28,Sassysparkle Sock,single-twist-sassysparkle-sock,5,1,5,"plied, high twist",NA,NA,437,Single Twist,NA,5,28,Fingering,4,14,"plied, high twist"
TRUE,4,113,26014,TRUE,32,27,Bam! Boo! Sock,urbangypz-artisan-yarn-bam-boo-sock,4.33,3,13,plied,NA,NA,420,UrbanGypZ Artisan Yarn,NA,5,28,Fingering,4,14,plied
TRUE,1,116,26024,FALSE,6,4,Worsted Wool,lavendersheep-worsted-wool,5,3,15,Soft and woolly,NA,NA,220,LavenderSheep,NA,12,20,Worsted,10,9,soft and woolly
FALSE,NA,50,26050,FALSE,NA,NA,Cashmere-Seta,grignasco-cashmere-seta,5,1,5,Plied,NA,NA,765,Grignasco,NA,7,32-34,Lace,2,NA,plied
FALSE,1,50,26077,TRUE,9,7,Kettle Dyed Prairie Grasses,green-prairie-fibers-kettle-dyed-prairie-grasses,5,1,5,NA,NA,NA,280,Green Prairie Fibers,NA,7,32-34,Lace,2,NA,NA
FALSE,1,100,89403,TRUE,NA,3,Cinderella,lucci-yarn-cinderella,4,2,8,Smooth. Slippery,NA,NA,140,Lucci Yarn,NA,4,14-15,Bulky,12,7,smooth. slippery
TRUE,NA,50,26119,FALSE,NA,NA,Sausage,ice-yarns-sausage,4,1,4,pom-pom,NA,NA,109,Ice Yarns,NA,12,20,Worsted,10,9,pom-pom
TRUE,NA,NA,89511,NA,NA,NA,Moonclouds,moonrover-moonclouds,5,3,15,spinning fiber,NA,NA,NA,Moonrover,NA,NA,NA,NA,NA,NA,spinning fiber
FALSE,4,100,89728,NA,NA,28,Mulberry Silk Fingering,fibres-dart-mulberry-silk-fingering,4.67,3,14,plied,NA,NA,437,Fibres d'Art,NA,5,28,Fingering,4,14,plied
FALSE,4,50,26189,FALSE,10,9,Clarissa,department-71-clarissa,NA,NA,NA,fuzzy soft uneven,NA,NA,75,Department 71,NA,4,14-15,Bulky,12,7,fuzzy soft uneven
FALSE,4,50,26251,TRUE,NA,21,Oasi,grignasco-oasi,4,3,12,"plied, linen",NA,NA,142,Grignasco,NA,11,22,DK,8,11,"plied, linen"
TRUE,4,42,26360,NA,NA,16,Rayon Ribbon 1/4 inch,prism-rayon-ribbon-1-4-inch,NA,NA,NA,"Flat, 1/4"" ribbon",NA,NA,95,Prism,NA,4,14-15,Bulky,12,7,"flat, 1/4"" ribbon"
FALSE,NA,25,26367,NA,18,17,Ami Ami Cotton (アミアミコットン),hamanaka-ami-ami-cotton-,3,1,3,Plied,NA,NA,35,Hamanaka ハマナカ,NA,1,18,Aran,10,8,plied
TRUE,NA,40,90245,TRUE,NA,NA,Heavy Rug Yarn,red-heart-heavy-rug-yarn,NA,NA,NA,plied,NA,9,60,Red Heart,NA,NA,NA,NA,NA,NA,plied
TRUE,4,100,90275,TRUE,NA,28,Bamboozle,pandias-jewels-hand-dyed-yarn-bamboozle,5,2,10,plied,NA,NA,430,Pandia's Jewels Hand Dyed Yarn,NA,5,28,Fingering,4,14,plied
FALSE,4,56,26403,FALSE,NA,22,Merino DK,simply-twisted-yarn-merino-dk,3.33,3,10,Plied,NA,NA,140,Simply Twisted Yarn,NA,11,22,DK,8,11,plied
TRUE,4,100,26431,NA,NA,22,Bosigran Farm Wool,cornish-organic-wool-bosigran-farm-wool,4.5,2,9,singles,NA,NA,NA,Cornish Organic Wool,NA,11,22,DK,8,11,singles
TRUE,NA,50,26441,FALSE,NA,NA,Linda,nobo-linda,NA,NA,NA,NA,NA,NA,65,NoBo,NA,NA,NA,NA,NA,NA,NA
FALSE,1,100,26487,TRUE,10,6,Superwash Sock,robincat-handspun-superwash-sock,5,2,10,Smooth 2-ply,NA,NA,310,Robincat Yarns,NA,5,28,Fingering,4,14,smooth 2-ply
FALSE,4,100,90538,TRUE,NA,24,SW Merino Tencel Sportweight,yummy-yarns-uk-sw-merino-tencel-sportweight,5,1,5,plied,NA,NA,300,Yummy Yarns UK,NA,10,24-26,Sport,5,12,plied
FALSE,4,100,90669,NA,NA,28,Gentle Caress Sock,lamington-lass-gentle-caress-sock,4.67,3,14,plied,NA,NA,437,Lamington Lass,NA,5,28,Fingering,4,14,plied
FALSE,4,100,90671,TRUE,NA,22,SW Merino DK,yarn-to-knit-sw-merino-dk,5,2,10,plied,NA,NA,246,Yarn to Knit,NA,11,22,DK,8,11,plied
TRUE,4,100,26584,NA,NA,14,Palate,moda-vera-palate,3,1,3,NA,NA,NA,145,Moda Vera,NA,4,14-15,Bulky,12,7,NA
TRUE,4,400,26587,TRUE,NA,18,Ramley for Aran Knitting,water-wheel-ramley-for-aran-knitting,4,3,12,Plied,NA,NA,NA,Water Wheel,NA,1,18,Aran,10,8,plied
TRUE,4,100,90840,NA,NA,20,Schafwolle 4-fädig Handgefärbt,wollwerkstatt-nuschale-schafwolle-4-fadig-handgefarbt,4.33,3,13,plied,NA,NA,218,Wollwerkstatt NußSchale,NA,12,20,Worsted,10,9,plied
TRUE,4,52,26700,NA,NA,16,Dreamy,kollage-yarns-dreamy,NA,NA,NA,Multi Component,NA,NA,100,Kollage Yarns,NA,4,14-15,Bulky,12,7,multi component
TRUE,4,50,26783,TRUE,NA,13,Basics Sesto,lana-grossa-basics-sesto,NA,NA,NA,NA,NA,NA,100,Lana Grossa,NA,4,14-15,Bulky,12,7,NA
FALSE,NA,50,26883,TRUE,NA,NA,Lucija,pazinka-lucija,NA,NA,NA,NA,NA,NA,191,Pazinka,NA,4,14-15,Bulky,12,7,NA
TRUE,NA,114,26908,FALSE,NA,NA,Highlands,yarnsmiths-highlands,NA,NA,NA,3 ply with spun in slub,NA,NA,293,YarnSmiths,NA,12,20,Worsted,10,9,3 ply with spun in slub
FALSE,NA,50,26962,FALSE,NA,NA,Show Stopper,a-touch-of-twist-show-stopper,5,1,5,plied,NA,NA,425,A Touch of Twist,NA,7,32-34,Lace,2,NA,plied
TRUE,NA,100,91648,NA,NA,NA,Ladismith Sock,hartlam-ladismith-sock,5,1,5,NA,NA,NA,400,Hartlam,NA,5,28,Fingering,4,14,NA
TRUE,4,100,91670,NA,NA,32,Baby Alpaca & Silk Fingering,misty-haven-alpacas-baby-alpaca--silk-fingering,5,2,10,plied,NA,NA,550,Misty Haven Alpacas,NA,7,32-34,Lace,2,NA,plied
TRUE,1,100,27014,NA,8,7,Bambino,sockpixie-bambino,4.25,4,17,plied,NA,NA,450,SockPixie,NA,5,28,Fingering,4,14,plied
TRUE,NA,250,27028,TRUE,NA,NA,Naturel,millor-naturel,5,1,5,Thick and thin,NA,NA,1189,Millor,NA,13,32,Light Fingering,3,NA,thick and thin
TRUE,4,100,27045,FALSE,NA,20,Alpaca INCA,alize-alpaca-inca,3.5,2,7,Single,NA,NA,219,Alize,NA,12,20,Worsted,10,9,single
TRUE,1,226,91936,NA,3,2,Persian Lamb,yarn-by-mills-persian-lamb,5,1,5,bouclé,NA,6,135,Yarn by Mills,NA,6,7-12,Super Bulky,NA,5-6,bouclé
FALSE,4,100,91989,NA,24,21,Saguaro,mary-gavan-yarns-saguaro,5,1,5,thick and thin,NA,NA,225,Mary Gavan Yarns,NA,11,22,DK,8,11,thick and thin
TRUE,4,50,92273,TRUE,NA,12,Bidjin,chanteleine-bidjin,5,1,5,Plied,NA,7,60,Chanteleine,NA,6,7-12,Super Bulky,NA,5-6,plied
TRUE,NA,113,92377,NA,NA,NA,Spinning Fiber - BFL Top,gnomeacres-spinning-fiber---bfl-top,5,2,10,spinning fiber,NA,NA,NA,GnomeAcres,NA,NA,NA,NA,NA,NA,spinning fiber
FALSE,4,100,92401,TRUE,28,24,Blue Faced Leicester Superwash/Nylon,world-of-wool-blue-faced-leicester-superwash-nylon-2,5,1,5,NA,NA,18,383,World of Wool,NA,5,28,Fingering,4,14,NA
FALSE,4,100,92529,TRUE,NA,28,Airedale BFL High Twist,yarn-retriever-airedale-bfl-high-twist,5,3,15,"plied, high twist",NA,NA,435,Yarn Retriever,NA,5,28,Fingering,4,14,"plied, high twist"
TRUE,4,114,92609,TRUE,NA,24,Superwash Merino DK,orange-flower-yarn-superwash-merino-dk,5,2,10,plied,NA,NA,256,Orange Flower Yarn,NA,11,22,DK,8,11,plied
TRUE,NA,45,92670,NA,NA,NA,Cashmere Lace,nurturing-fibres-cashmere-lace,5,3,15,plied,NA,NA,350,Nurturing Fibres,NA,7,32-34,Lace,2,NA,plied
