feature_id,description,history
1407760,"W of Carlo I., on right bank of Yukon River, 17 mi. NW of Holy Cross, Nulato Hills","Site of old native village shown on 1902 fieldsheet by A. J. Collier, U.S. Geological Survey (USGS). Both names, ""Paradise"" and ""Bonasila,"" were used by the riverboat pilots from 1898 to 1910. The name ""Bonasila"" is derived from the nearby Bonasila River."
1407862,"At the head of Pedro Bay, 38 mi. NW of Augustine Island,  Aleutian Range.","Village listed in 1950 Census with a population of 44. A  post office was established here in 1936 (Ricks, 1965 , p. 50)."
1407864,"on right bank of Pedro Creek, 12 mi. NE of Fairbanks, Yukon=Tanana High.","Local name of a mining camp reported to have existed by 1905 (Kitchener, 1954, p. 297). The name was derived from Pedro Creek, which in turn was named for Felix Pedro who discovered gold in the valley."
1407878,"on coast of Bering Sea, 8 mi. SW of Cape Prince of Wales and 48  mi. NW of Teller; Seward Peninsula High.","site of an Eskimo village reported in 1907 as ""the old  native village Palazruk"" (Collier and others, 1908, p. 59). no population can be associated with the village, the 1954 U.S. Coast and Geodetic Survey (USC&GS) Coast Pilot still refers  to ""The native village of Pelazuk"" (p. 551)."
1407900,"on left bank of Anvil Creek, 3.8 mi. N of Nome, Seward Peninsula  High.","Site of mining camp and RR. station reported in 1904 by T.  G. Gerdine, U.S. Geological Survey (USGS). The exact date of the camp is unkown; however, gold was discovered on Anvil Creek in 1898 and the RR. was built in 1900."
1407902,"population 111, on S coast of Alaska Peninsula 19 mi. E of Stepovak Bay; Aleutian Range","this ""native"" village was established to provide for people who were driven away from the vicinity of Mount Katmai by the eruption of 1912. including a store and school (Coast Pilot, 1947, p. 297). was originally called Perry, but later was referred to as Perryville, probably to conform with the post office that was established there in 1930 (Ricks, 1965, p. 50)."
1407913,"on Glenn Highway E of Birchwood 20 mi. NE of Anchorage, Cook Inlet Low.",Local name reported in 1960 by U.S. Geological Survey (USGS). Recent U.S. Geological Survey (USGS) maps indicate a site with five or six buildings.
1407927,"on Peters Creek, 24 mi. NW of Talkeetna; Alaska Range","Mining camp reported in 1934 by U.S. Geological Survey (USGS). office was located  here from 1936 to 1939 (Ricks, 1965, p. 51)."
1407964,"population 14 (1940), on S bank of Pikmiktalik River, 8 mi. E of Point Romanof and 23 mi. SW of St. Michael, Yukon-Kuskokwim Delta","Small Eskimo village mentioned in 1842-44 by Lieutenant L. A. Zagoskin, IRN, who spelled the name ""Pikhmikhtalik."" The Russian Hydrographic Dept. spelled it ""Piemiektaligmiut"" in 1852 on Chart 1455. Lieutenant Zagoskin recorded a population here of 45 Eskimos in 4 houses. The 1880 Census listed a population of 10."
1407973,"On the E shore of Iliamna Lake, at the hed of Pile Bay, 36 mi ESE of Nondalton, Aleutian Range.",Local name derived from Pile Bay; published in 1952 by U.S. Geological Survey (USGS).
1407978,"on Left bank of Pilgrim River, 13 mi. NE of Salmon Lake and 25 mi. SW of Mount Bendeleben; Seward Peninsula High.","Mineral springs and site of a resort. gold mining on  Seward Peninsula, about 1900, the property was known as ""Kruzgamepa Hot Springs"" and ""was kept up as a resort, and was often visited by parties from  Nome and other mining centers of the region; but the roadhouse and saloon building was burned in 1908 * * *"" (Waring, 1917, p. 72). town called ""Pilgrim Springs"" grew up here and ""was active from 1923 to 1941. since moved to the Nome vicinity to work on defense projects and mining operations"" (Balcom, 1965, p. 27). Springs Post Office was established in 1924 and discontinued in 1941 (Ricks, 1965, p. 51)."
1407992,"On the E shore of Ugashik Bay, on the N coast of Alaska Peninsula, 7 mi NW of Ugashik Bay, Bristol Bay Low.","Aleut and Eskimo village with a cannery and post office that was maintained at intervals from 1933 to 1951. The name was reported in 1900 by Lieutenant Commander J. F. Moser, U.S. Navy (USN), commander of the U.S. Bureau of Fisheries (USBF) steamer Albatross, as ""Pilot Station,"" named for the Ugashik River pilots stationed there. The name was changed in 1933 when the Pilot Point Post Office was established. Of 120 Aleuts, one family survived the flu epidemic of 1918; the village was populated by Eskimo in 1923. The population was 114 in 1939; 76 in 1963."
1407993,"population 219, on right bank of Yukon River, 2 mi. NE of Hills I. and 26 mi. W of Marshall, Yukon-Kuskokwim Delta.","Local name, probably given by riverboat pilots, shown on a fieldsheet by R. H. Sargent, U.S. Geological Survey (USGS), dated 1916. The present location of the site name has been moved about 0.3 mi. to where Sargent shows a village called Potiliuk."
1407999,"site of an Eskimo village, on barrier bar between the Chukchi  Sea and W end of Peard Bay, 27 mi. NE of Wainwright, Arctic Plain.","Pingasagruk was ""a very large old settlement that has long  been abandoned * * *. According to the natives, this place was called 'Pingashugaruk,' and * * * several hundred people had lived there * * *."" (Smith and Mertie, 1930, p. 105)."
1408054,"population 28, near junction of Andreafsky and Yukon Rivers, 40 mi. NW of Marshall; Yukon-Kuskokwim Delta.","Eskimo village reported by U.S. Coast and Geodetic Survey (USC&GS) in 1898. ""named Pitka whose store was a branch of the Northern Commercial Company's station at Andreafski."" and 84 in 1950."
1408072,"population 55, near mouth of Small River on Goodnews Bay, 11 mi. SW of Goodnews, Kilbuck-Kuskokwim Mts.","Mining village reported to have been named in the 1930's by Sam Cotten, a former miner, for the platinum deposits in the vicinity. In 1937 Platinum was Alaska's newest boomtown with a population of 50, two trading posts, a roadhouse and a post office which was established in 1935 (Ricks, 1965, p. 51) . Adjoining it was a Eskimo village, now abandoned, named ""Agvik,"" reported to mean ""small stone to Sharpen Knives,: The Eskimo name was obtained about 1951 at Goodnews by J. M. Hoare, U.S. Geological Survey (USGS). In 1950 the population of Platinum was 72, and the village was the center of most of the commercial activity in t he area (U. S. Coast and Geodetic Survey, 1954, p. 516). The population was 43 in 1960 and 55 in 1970. Platinum was incorporated as a city on February 13, 1975."
1408110,"Population 324, on foreland terminating at Point Hope on Chukchi Sea coast, Arctic Slope.","Inuit village, locally referred to as Tikiqaq or Tikarakh, but because of the post office name, the place is more commonly referred to as Point Hope. The Inuit name, recorded in 1861 as Tiekagagmiut by P. Tikhmeniev Wich on Russian Hydrographic Dept. Chart 1495, became Tiekaga, and derives from the Inuit name for the point of land, which means forefinger. This ancient village site was advantageous, because the protrusion of Point Hope into the sea brought the whale close to shore. The 1880 census gave the population as 276. See Hope, Point, and Ipiutak."
1408115,"Along Chukchi Sea coast, 43 mi. SW of Icy Cape; Arctic Plain.","The Inuit name (Kali) for this village means ""mount,"" which refers to the village's location on an elevated area. Believed to be the remains of the village of the so-called Kukpowruk people. Formerly situated on a barrier island to the west of Kasegaluk Lagoon, but relocated to the mainland, near the mouth of the Kokolik River, during the 1970's."
1408178,"population 20, on left bank of Poorman Creek, 7 mi. SW of Sulatna  Crossing and 44 mi. S of Ruby, Kilbuck-Kuskokwim Mts.",This mining camp into being with the discovery of gold on Poorman Creek in 1913 and was named for the stream. A post office was maintained there from 1915 to 1952.
1408208,"Near the mouth of the Tanalian River on the SE shore of Lake Clark at Hardenburg Bay, 22 mi. NE of Nondalton, Aleutian Range.","Village and airfield. The Port Alsworth post office was established in 1950 (Ricks, 1965, p. 52)."
1408218,"On the W side of Settler Cove near mouth of Kizhuyak Bay, at the N end of Kodiak Island, 18 mi. NW of Kodiak.","The village was built in 1964 by the Lions International for the persons of Afognak, displaced by the March 27, 1964, earthquake that destoyed most of their village."
1408221,"on E shore of Northeast Arm Uganik Bay, N coast of Kodiak I.",Local name published in 1943 by US@C&GS.
1408222,"on spit between Safety and Norton Sounds 6 mi. E of Cape Nome  and 14 mi. SW of Solomon, Seward Peninsula High.","Site of a mining camp established in the summer of 1900 at  the height of the Nome gold rush (brooks, 1901, p. 66). Safety Post Pffice  established here in 1900 and discontinued in 1902 (Ricks, 1965, p. 55). Name  was taken from the lagoon."
1408227,NA,a reduction and saltery plant by this name was reported in  1952 by U.S. Geological Survey (USGS).
1408228,"on S coast of Shuyak I., 40 mi. N of Kodiak I.",Local name published by US@C&GSIN 1926.
1408331,"along Richardson Highway, at junction of Ptarmigan Creek and Tsina  River, 1 mi. E of Ptarmigan Drop and 22 mi. NE of Valdez, Chugach Mts.",This place originated as a roadhouse or station on the  Valdez winter trail.
1408459,"on right bank of Solomon River, 7 mi. NE of Solomon, Seward Peninsula High.",Name of the site of a mining camp published in 1956 by U.S. Geological Survey (USGS).
1408462,"At the mouth of the Kanektok River on the E shore of Kuskokwim Bay, 46 mi. NW of Goodnews, Yukon-Kuskokwim Delta.","The name of this Eskimo village was reported as ""S(elo) Koingak,"" meaning ""Koingak Village,"" by Lieutenant Sarichev (1826, map 3), Imperial Russian Navy (IRN). Ivan Petroff in the 1880 Census reports it as ""Quinehahamute,"" and in the 1890 Census it is ""Quinhaghamiut."" The name is shown by W. S. Post, U.S. Geological Survey (USGS), on a 1898 fieldsheet as ""Quinhagamut."" In 1919 G. L. Harrington, U.S. Geological Survey (USGS), suggested that the name probably means ""new formed river,"" which refers to the constant changing channel of the stream on which the village is located. The population of the village in 1880 was 83; in 1890, 109; in 1910, 111; in 1920, 193; and in 1930, 230. A post office was established here in 1905 (Ricks, 1965, p. 54). In 1954 the town had a Moravian mission, a store and a government school. Quinhagak was incorporated as a city on February 13, 1975."
1408519,"population 49, on S bank of Yukon River, 61 mi. ENE of Tanana; Yukon-Tanana High.","with the discovery of gold in the Minook Creek drainage in 1896, a supply point on the Yukon River was established, called ""Rampart City"" by miners for the ""Ramparts of the Yukon."" post office called ""Rampart"" was established in 1898 (Ricks, 1965, p. 54). capable at making maney bt writing than by prospecting. said to have had a population of about 1,500 during its best days in 1898 and 1899 (Prindle, 1908, p. 60)."
1408580,"population 152, on left bank of Kuskokwim River at mouth of Red Devil Creek, 6 mi. NW of Sleetmute, Kilbuck-Kuskokwim Mts.",Mining town named for the mercury mine near which it is built; published in 1950 by U.S. Geological Survey (USGS). A post office was established here in 1957.
1408685,"on right bank of Tanana River, 18 mi. NW of Big Delta, Tanana  Low.","Former village and post office established in 1906 and  named for Major Wilds P. Richardson, USA, first President of the Board of the Alaska Road Commission (ARC), who ""established a sled road between Valdez on the coast, and  Fairbanks, the largest settlement in the interior, a distance of 370 miles.""  (Brooks, 1953, p . 425-26). Eventually, the Tanana River changed its course and the erosive effects forced the people to move. The post office was  discontinued in 1943 (Ricks, 1965, p. 54)."
1408878,"population 179, on left bank of Yukon River, S of junction of Melozitna River, Kilbuck-Kuskokwim Mts.","Gold was discovered on Ruby Creek, near the site of this  village in 1907; however, a town did not develop until 1911, when gold was  discovered on Long Creek, and a ""stampede"" followed. A substantial town grew  in 1 year, and for the next several years the population was over 1,000.  Ruby post office was established in 1912. By 1920 the population was reduced  to 128, and has remained under 200 since. Baker (1906 p. 415) recorded ""Lozi-koket: Indian village, on left bank of the Yukon, opposite the mouth  of Melozi (Melozitna) river, * * * Name taken from Edwards' Track Chart of  the Yukon, 1899."""
1408925,"village, on right bank of Yukon River 25 mi. SE of Marshall, Yukon-Kuskokwim Delta.","The Eskimo name for this village was reported by Lieutenant L. A. Zagoskin, Imperial Russian Navy (IRN), in 1843 and published by P. Tikhmeniev, in 1861, as ""S(elo) Ikogmyut,"" possibly meaning ""people of the point."" It is listed by I. Petroff in the 1880 census as ""Ikogmute,"" with 143 inhabitants; the 1890 Census lists 140. Baker (1906, p. 321), lists Ikogmute"", with a population of 350 Eskimo in 1902. This village was the location of a Russian Orthodox Mission (sometimes called ""Pokrovskaya Mission),"" established in 1851, the first in the interior of Alaska (Oswalt, 1963, p. 6). The designation ""Russian Mission"" supplanted the Eskimo name about 1900. Russian Mission was incorporated as a city on October 28, 1970."
1408977,"population 205, on E coast of St. Michael I. in Norton Sound, 43 mi. SW of Unalakleet; Yukon-Kuskokwim Delta.","about 1833 the Russians established a stockaded post, which, ""according to (Lt. L. A.) Zagoskin, Imperial Russian Navy (IRN), was named after Captain Michael Dmitrievich Tebenkov, afterwards governor of the Russian-American colony."" date the name was changed to ""Michaelovski."" or ""Redoubt Saint Michael."" and included the village of Techek. 101 (in 14 houses); in 1910, 450: in 1920, 371; in 1930, 147; in 1940, 142; and in 1950, 157. and an American military post, called ""Fort Saint Michael,"" were established in 1897, following the Klondike gold strike and the subsequent increased Yukon River traffic, most of which originated at Saint Michael."
1408983,"on island, on S side of Pearl Harbor, on Favorite Channel, 1.2 mi. S of Dotsons Landing and 18 mi. NW of Juneau, Coast Mts.","Shrine named for the French Carmelite nun, Therese de Lisicux, 1873-97. The site was selected in 1931 and the shrine was completed  in 1933."
1409104,"population 20, on S bank of Naknek River, on Alaska Peninsula, 5 mi. ESE  of Naknek, Bristol Bay Low.",Name published in 1962 by U.S. Geological Survey (USGS). There is another Savonoski near the east end of Iliuk Arm Naknek Lake.
1409106,"On Savoonga Point in the central part of the N coast of Saint Lawrence Island, 39 mi. SE of Gambell.",This is a relatively new Eskimo village with a population of 139 in 1930; 209 in 1939; and 249 in 1950. A 1965 census shows a population of 397. The Savoonga post office was established in 1934.
1409133,"population 115, at N foot of Askinuk Mts., on left bank of Kun River 1 mi. from its mouth, Yukon-Kuskokwim Delta.","The post office, established in 1951, is primarily responsible for standardizing this name on maps as Scammon Bay; named for the nearby bay. The village is known in Eskimo as ""Mariak"" and the people are referred to as Mariagamiut."
1409255,"On Seward Peninsula, right bank of Hot Springs Creek near the headwaters of the Serpentine River, 7 mi NNW of Midnight Mountain and 12 mi N of Taylor, Kotzebue-Kobuk Low.","Mineral springs and site of a settlement. Collier (1902, p. 55), U.S. Geological Survey (USGS), notes ""Charles McLennan, who with a dog team and Eskimo assistants * * * in May 1900 * * * was the first white man to reach the hot springs."" Collier further noted that in September 1901 he found a small settlement at the hot springs. Waring (1917, p. 76), U.S. Geological Survey (USGS), referred to this as ""Arctic Hot Springs"" and noted ""A few years ago prospectors built a cabin near the upper spring and a bathhouse over a bathing pool * * *."" The name ""Serpentine Hot Springs"" came into local use and was published in 1951 by U.S. Geological Survey (USGS)."
1409287,"on Roadhouse Bay, on N shore of Iliamna Lake, 1 mi. E of Iliamna, Aleutian Range","Local name published in 1923 by Alaska Road Commission (ARC), as ""Severn's Roadhouse,"" and in 1933 by U.S. Geological Survey (USGS), as ""Seversens."""
1409306,"population 155, on E bank of Inoko River, 20 mi. E of Anivik and 34 mi. NE of Holy Cross; Innoko Low.","Ingalik Indian village recorded as ""Tle-goshitno"" on Lieutenant L. A. Zagoskin's 1850 map. camps in this area on his 1861 map. ""Isnelnostleide,"" ""Inteleiden,"" ""Khuingshetetakhten,"" ""Khushgichagat,"" ""Tizhgelede,"" ""Tlegozhitno."" 1880 U.S. Census calls then, collectively, the ""Chageluk settlements."" "":Shageluk,"" as applied above, became one of the permanent villages in this wet lowland. was 130; in 1930, 88. (Ricks, 1965, p. 57)."
1409405,"Corporate name was changed from Sheldon Point to Nunam Iqua, March 6, 2000.","Yup'ik name meaning ""end of the tundra""."
1409420,"along right bank of Kuzitrin River, 45 mi. E of Teller and 53 mi. NE of Nome, Seward Peninsula High.","The settlement of Lanes Landing was established about 1901 at the ford where the trail from Nome to the Kougarok gold mining region crossed the Kuzitrin River. The settlement was probably named for Charles D. Lane, who started building the Seward Peninsula Railroad at Nome in 1900 and completed it to here in 1906 (Cole, 1953, p. 13). In 1907 the Shelton Post Office was established here and the village picked up the name. Balcom (1965, p. 30) states that Shelton ""was active from 1907 to 1918,"" the same year the post office was discontinued."
1409434,"population 217, on Sarichef I., between Chukchi Sea and Shishmaref Inlet, Kotzebue-Kobuk Low.",Eskimo village named for the inlet. Shishmaref post office was established here in 1901. The village was probably founded about 1900 because of a fairly good harbor that served as a supply center for mining activity to the south.
1409564,"on S bank of Innoko River, 2.6 mi. SE of its junction with Dishna River and 38 mi. NW of Ophir, Innoko Low.",Landing with a couple of cabins; now abandoned.
1409599,"at mouth of Sinuk River, on Bering Sea coast, 26 mi. NW of Nome, Seward Peninsula High.","Site of an Eskimo village reported in 1900 by E. C. Barnard (in Brooks, 1901, pl. 17), U.S. Geological Survey (USGS). See Siniogamute."
1409698,"population 12, S of Glenn Highway, on N bank of Slana River near its junction with Copper River, 53 mi. SW of Tok, Alaska Range",Indian village name derived from name of river on which it is located; published in 1936 by U.S. Geological Survey (USGS).
1409737,"population 611 (1950), residential suburb on Garden I., N of Fairbanks, Tanana Low.",Local name reported in 1950 by U.S. Geological Survey (USGS) topographers.
1409747,"population 122, on E bank of Kuskokwim River 1.5 mi. N of its junction with Holitna River, 78 mi. E of Aniak; Stony River low.","Eskimo village mentioned in 1907 by Gordon (1917, p. 109-119), who spelled it ""Sikmiut."" ""Sleitmut"") was published by U.S. Geological Survey (USGS) in 1913 and reported to mean ""stones people"" or ""whetstone people."" village was 133 in 1930; 86 in 1939; and 120 in 1950."
1409869,"Population 12 in 1958. Located on the west bank of the Solomon River, 1.6 km (1 mi) north of Norton Sound and 48 km (30 mi) east of Nome, Seward Peninsula highlands.","Established as a mining camp in the summer of 1900 at the height of the Nome gold rush (Brooks, 1901, p. 66). The name ""Erok"" was shown here on the 1900 ""Map of Nome Peninsula"" by J. M. Davidson and B. D. Blakeslee. A post office was established here in 1900, discontinued in 1925, reestablished in 1928, and finally discontinued in 1956 (Ricks, 1965, p. 60). In 1965 Balcom (p. 30) noted: ""there was one Alaska Native Service school here. There are still a few white families mining in the area but most of the Eskimos have moved to more prosperous towns to find employment."""
1409883,"N coast of St. Lawrence I., 22 mi. W of Northeast Cape",Eskimo name published by U.S. Geological Survey (USGS) in 1948.
1409961,"Located on south bank of Naknek River, on Alaska Peninsula, 1 mile southeast of Naknek, Bristol Bay Lowland; population 142.",Eskimo and Aleut village listed in the 1880 Census with a population (including Kingiak) of 192; 93 in 1890. See Naknek. The South Naknek post office was established in 1937.
1409988,"on left bank of Igushik River, 4 mi. SE of Amanka Lake and 25 mi. W of Dillingham, Kilbuck-Kuskokwim Mts.","This village, named for an early settler, was reported in 1948 or 1949 by Frank Waskey, trader and prospector. It is no longer permanently occupied."
1410007,"population 9,074, between Anchorage and Anchorage International  Airport, 3 mi. SE of Point Woronzof; Cook Inlet Low.","named for Joseph A Spenard, 1879-1934, an early Anchorage settler and businessman who had a homestead on the shore of Lake Spenard. A post office, established here in 1949 but discontinued in 1953 (Ricks, 1965,  p. 60)."
1410117,"on The Alaska RR. 25 mi. SW of Fairbanks, Yukon-Tanana High.","Local name derived from Standard Creek, listed in a timetable in 1922."
1410158,"population 158, on NW coast of St. Michael I., 8 mi. NW of St. Michael,","Village which a 1950 U.S. Coast and Geodetic Survey (USC&GS) field report gave as primarily Eskimo with about ""80 people whose main livelihood is hunting, fishing, and herding reindeer."" The village was first mentioned in 1898 by U.S. Coast and Geodetic Survey (USC&GS); the name was published in 1900 on Chart 9370. Its Eskimo name is reported to be ""Atroik."""
1410198,"On the N bank of the Yukon River, 7 mi above the mouth of the Dall River and 40 mi NW of Livengood, Yukon Flats.","Indian village, which according to local tradition, was founded by three brothers from Kokrines, ""Old Jacob,"" ""Gochonayeeya,"" and ""Old Steven."" According to the story, the village was first called ""Denyeet"" meaning ""canyon."" In 1902 Old Steven was elected chief, and the village then took the name ""Stevens Village"" (John, 1959, p. 32,34). This may be the same village called ""Shamans"" or Shamansville"" in 1898 by U.S. Coast and Geodetic Survey (USC&GS). In 1910 the village (Stephens Village) had a population of 100; 103 in 1920; 48 in 1930; 54 in 1939 (Stevens); and 84 in 1950. The Stevens Village post office was established in 1936."
1410241,"population 75, on N bank of Kuskokwim River 0.9 mi. N of its junction with Stony River, 20 mi. NE of Sleetmute, Stony River Low.","Indian village that began with a trading post and riverboat landing to supply the mining area to the north. This settlement,  originally called ""Moose Village"" was located near the mouth of Moose Creek,  but subsequently has moved to this location about 1.5 miles upstream. The Stony River post office was established in 1935 (Ricks, 1965, p. 61). See Moose Village."
1410262,"Located on Strelna Creek, 1.7 mi north of its junction with the Kuskulana River, 77 mi northeast of Valdez, in the Wrangell Mountains.","This small community and mining camp were named in association with the stream, and the name was reported by the U.S. Geological Survey (USGS) in 1910. The Strelna Post Office was in operation from 1912 to 1925."
1410286,"in Ilivit Mountains, near head of Stuyahok River, 22 mi. NE of Russian Mission, Nulato Hills",Name of mining camp shown on recent U.S. Geological Survey (USGS) maps.
1410322,"on left bank of Sulatna River, 0.5 mi. NW of junction of Spangle  Creek and Sulatna River and 39 mi. S of Ruby, Kilbuck-Kuskokwim Mts.",Name reported in 1923 by Alaska Road Commission (ARC); so called because the trail from Ruby to Poorman crossed the Sulatna River at this point.
1410343,"population 39, mi. 312.5 on The Alaska RR., SW of Mirror Lake, 37 mi.  S of Healy, Alaska Range","This place began as a railroad camp; first called ""Summit Lake"" on a 1919 manuscript location map of the railroad."
1410344,"along Seward Peninsula RR., at NE base of Anvil Mtn., 5 mi. NE of Nome, Seward Peninsula High.","Site of a mining camp and RR. station shown as ""Summit Station"" on the 1903 Campion Mining and Trading Co. map by George M. Ashford."
1410399,"population 4, mi. 215.3 on The Alaska Rr., 10 mi. S of Talkeetna,  Cook Inlet Low.",Name listed as a flag stop on the railroad.
1410410,"population 81, on right bank of Healy River at mouth of Suntrana Creek, 3.5 mi. E of Healy, Alaska Range","Village and mining camp listed in the 1930 Census with a  population of 61, 78 in 1939, and 130 in 1950."
1410439,"On the E bank of the Susitna River, 2 mi downstream from the mouth of the Yentna River, 30 mi. NW of Anchorage, Cook Inlet Low.","Petroff (1881, p. 40) listed the name ""Sushetno"" referring to a collection of 146 Kenai Indians ""on and up the Sushetno River."" The 1890 Census listed ""Sushitna,"" population 142, and 27 houses. Swanton (1952, p. 538 and 539) referred to the village as Tanaina Indian. Susitna post office was established in 1906 and discontinued in 1943 (Ricks, 1965, p. 63)."
1410456,"population 162, on Glenn Highway, 11 mi. NE of Palmer, Cook Inlet Low.","RR. station and siding on the Matanuska Branch of The Alaska RR. founded about 1918. The Sutton post office was established in  1948 (Ricks, 1965, p. 63)."
1410543,"on left bank of Tagayarak River, 25 mi. W of Eek and 48 mi. SW of Bethel, Yukon-Kuskokwim Delta","Former Eskimo camp or village, named for the stream; being abandoned in 1951 by U.S. Coast and Geodetic Survey (USC&GS)."
1410562,"population 40, on N bank of Takotna River, 14 mi. W of McGrath, Kilbuck-Kuskokwim Mts.","Riverboat landing and supply point for the Innoko placer district, reported in 1910 as ""Takotna Station"" by Maddren (1911, p. 243), U.S. Geological Survey (USGS). The ""Tokotna"" post office was maintained from 1914 to 1926, then the name was changed to ""Takotna"" according to Ricks (1965, p. 63). The name is derived from the Takotna River. The population in 1930 was 65."
1410567,"on point of land between Five Day and Poltes Sloughs, 6 mi. NW of Marshall, Yukon-Kuskokwim Delta.","Eskimo village reported as ""Takchag-miut"" by Lieutenant L. A.  Zagoskin, Imperial Russian Navy (IRN), in 1842-44. In 1949 U.S. Coast and Geodetic Survey (USC&GS) reported this village abandoned,  however, the 1950 Census listed a population of 39. It may be a summer  village or camp."
1410575,"on E shore of Taku Harbor, 22 mi. SE of Juneau, Coast Mts.","Former Tlingit Indian village or camp, collectively listed as four Taku-kon villages, population 269, in the 1880 Census by Ivan Petroff. In 1908 J. R. Swanton, Bureau of American Ethnology (BAE), published the name as ""Takokakaan"" (Hodge, 1910, p. 675)."
1410591,"population 76, mi. 226.7 on the Alaska RR., at junction of Talkeetna and Susitna Rivers, 80 mi. N of Anchorage, Cook Inlet Low.",This is reported to be the site of a Tanaina Indian village. Its present name was derived from that of the river. It developed as a major camp when the railroad was built; the village obtained a post office in 1916. A railroad station was opened to traffic here in 1920. Its population was 70 in 1920; 89 in 1930; 136 in 1939; and 106 in 1950.
1410618,"population 102, on Tanana River, 12 mi. NW of Tok; Yukon-Tanana High.","this village originated as a telegraph station, called ""Tanana Crossing,"" where the telegraph lines crossed the river. the telegraph was dismantled, it remained a village, and, upon the recommendation of the Bureau of Indian Affairs (BIA), in 1932 the name was contracted to Tanacross. Saint Timothys. 1934 (Ricks, 1965, p. 55)."
1410629,"population 349, near junction of Tanana and Yukon Rivers, Kokrines-Hodzana High.","Tanana was incorporated in December, 1912. The junction of the Yukon and Tanana Rivers had been a long and well established Indian trading locality before the coming of the European. See Nuklukayet. Except for the Indian name, the first mention of a settlement in this area was made in 1869 by Captain C. W. Raymond, U.S. Army Corps of Engineers, who on his map, applied the name ""Fort Adams (American Station),"" near the mouth of the Tozitna River. Near here, in 1880, Arthur Harper established his Alaska Commercial Company trading post, which he called ""Nuklukyet,"" and which others often referred to as ""Harpers Station."" ""St. James Episcopal Mission"" or ""Protestant Episcopal Mission of Our Savior"" was founded in 1891 by Reverend J. L. Prevost, west of Mission Hill. About 1897, one mile downstream from the mission, the trading post of the Northern Commercial Company, ""Tanana Station,"" was established and the Tanana post office was located here in 1898. A halfmile below""Tanana"" was the post of t"
1410644,"On Nelson Island, 6 mi NE of Cape Vancouver.","Eskimo village which was visited in December 1878 by E. W. Nelson, U.S. Signal Service, and reported as ""Tununuk,"" population 6; listed as ""Dununak"" in the 1890 Census, population 48; 65 in 1939; and 112 in 1950. A Roman Catholic mission was established here in 1891."
1410656,"on E bank of Copper River, N of Wood Canyon, 64 mi. NE of Valdez, Chugach Mts.","Former Ahtena Indian village or camp reported in 1885 by Lieutenant Allen (1887, p. 49), USA; at that time it consisted of two houses."
1410681,"population 29 (1940), on left bank of Kougarok River, 8 mi. SW of  Midnight Mtn. and 48 mi. W of Imuruk Lake, Seward Peninsula High.","Mining camp founded about 1906. A post office of this name  was established in 1906 and discontinued in 1934 (Ricks, 1965, p. 64).  Taylor served as a center for the upper Kougarok gold mining region."
1410694,"on Glenn Highway, 30 mi. W of Glennallen, Copper River Basin.","Local name of a roadhouse reported by U.S. Geological Survey (USGS) (in Brooks and others, 1914, pl. 11) as being on the Copper River at the mouth of the Tazlina River. The name has been transferred to this lodge on the Glenn Highway."
1410727,"population 14, on left bank of Swift Fork Kuskokwim River, 50 mi. NE of Medfra; Kuskokwim Low.","in 1960, this Ingalik Indian village consisted of three families (Hosley, 1961, p. 95). site about 1916. and gave its population then as 17 persons. is closer to Lake Minchumina and is now referred to as ""Old Telida."""
1410730,"population 217, on a spit between Port Clarence and Grantley Harbor, 55 mi. SE of Cape Prince of Wales, Seward Peninsula High.","In 1827 Captain Beechey (1831, p. 543), Royal Navy (RN), reported that at this place ""called Nooke by the natives, there were some Esquimaux fishermen * * *. They appeared to have established themselves upon this point for the purpose of catching and drying fish."" This location was used in the winter of 1866-67 as quarters by Captain Daniel B. Libby's section of the Western Union Telegraph Expedition, and was known as ""Libbysville"" or ""Libby Station."" In 1867 ""The Esquimaux,"" a monthly newspaper, which was published there, noted (July 2, p. 38), ""Nook, the spot which divided Grantley Harbor from Port Clarence."" In the 1880 Census, Petroff (1884, p. 11) listed a ""Nook"" at Cape Douglas with a population of 36 Eskimo. It is doubtful that any permanent settlement was established here before 1900, when the village of Teller ""was founded * * * after the Bluestone placers, 15 miles to the south, were discovered. A town named ""Bering, * * * 5 miles south of Teller, was the first settlement, but the newer town"
1410765,"population 122, on Tetlin River, 4.5 mi. E of Tetlin Lake and 20 mi. SE of Tok, Yukon-Tanana High.","Lieutenant Allen (1887, p. 77) wrote ""We reached 'Tetling's' June 12, 1885 * * * six men * * * four women, and seven children, occuping two houses situat ed on a deep, clear stream, the outlet of a lake * * *."" Apparently named for the local tyone or chief ""Tetling."" Lieutenant P. G. Lowe (Glenn and Abercrombie, 1899, p. 370), USA, wrote: ""On August 29, 1898 we stopped at 'Tetling,' and were met by Chief David * * *. 'Tetlings' consists of four log houses * * *."" In 1942, at the recommendation of Bureau of Indian Affairs (BIA), Board on Geographic Names (BGN) officially changed the spelling to ""Tetlin"" to agree with that of the river."
1410767,"On the N side of the Tanana River, at junction of Alaska and Taylor Highways, 8 mi E of Tok Junction and 13 mi NNW of Tetlin, Yukon-Tanana High.",Local name published by U.S. Geological Survey (USGS) in 1951. Named because it  marks the junction of two important highways in the Tetlin Indian Reservation.
