digit_position,digit
781310,0
781311,0
781312,8
781313,7
781314,8
781315,5
781316,8
781317,7
781318,7
781319,7
781320,2
781321,2
781322,4
781323,5
781324,8
781325,2
781326,8
781327,1
781328,1
781329,0
781330,2
781331,4
781332,3
781333,4
781334,4
781335,9
781336,3
781337,8
781338,7
781339,0
781340,6
781341,6
781342,1
781343,4
781344,7
781345,7
781346,4
781347,4
781348,5
781349,3
781350,5
781351,6
781352,7
781353,9
781354,3
781355,7
781356,3
781357,2
781358,0
781359,7
781360,1
781361,4
781362,5
781363,3
781364,3
781365,4
781366,0
781367,8
781368,0
781369,8
781370,3
781371,2
781372,4
781373,9
781374,6
781375,1
781376,0
781377,3
781378,6
781379,8
781380,6
781381,0
781382,0
781383,3
781384,1
781385,6
781386,4
781387,8
781388,7
781389,1
781390,1
781391,6
781392,0
781393,4
781394,5
781395,5
781396,7
781397,6
781398,3
781399,8
781400,5
781401,2
781402,9
781403,6
781404,4
781405,0
781406,0
781407,0
781408,9
781409,2
781410,8
781411,8
781412,9
781413,9
781414,0
781415,5
781416,6
781417,5
781418,9
781419,0
781420,3
781421,8
781422,8
781423,0
781424,7
781425,8
781426,7
781427,2
781428,0
781429,1
781430,5
781431,3
781432,8
781433,1
781434,6
781435,8
781436,6
781437,8
781438,6
781439,0
781440,5
781441,7
781442,8
781443,4
781444,5
781445,3
781446,6
781447,0
781448,2
781449,6
781450,2
781451,3
781452,9
781453,5
781454,3
781455,7
781456,6
781457,1
781458,5
781459,8
781460,4
781461,3
781462,6
781463,5
781464,8
781465,7
781466,6
781467,4
781468,1
781469,3
781470,1
781471,5
781472,6
781473,8
781474,9
781475,5
781476,4
781477,2
781478,0
781479,1
781480,8
781481,4
781482,5
781483,1
781484,6
781485,6
781486,8
781487,0
781488,4
781489,2
781490,5
781491,3
781492,1
781493,1
781494,2
781495,5
781496,0
781497,9
781498,0
781499,6
781500,1
781501,2
781502,8
781503,0
781504,5
781505,7
781506,5
781507,8
781508,6
781509,0
781510,5
781511,1
781512,8
781513,5
781514,1
781515,2
781516,6
781517,1
781518,2
781519,6
781520,1
781521,2
781522,6
781523,3
781524,7
781525,2
781526,7
781527,0
781528,1
781529,9
781530,6
781531,0
781532,4
781533,2
781534,3
781535,6
781536,2
781537,1
781538,9
781539,0
781540,1
781541,6
781542,6
781543,9
781544,9
781545,1
781546,2
781547,9
781548,0
781549,7
781550,5
781551,5
781552,2
781553,8
781554,9
781555,1
781556,4
781557,8
781558,4
781559,2
781560,5
781561,5
781562,0
781563,0
781564,0
781565,2
781566,0
781567,3
781568,1
781569,6
781570,6
781571,3
781572,9
781573,4
781574,3
781575,3
781576,6
781577,8
781578,0
781579,3
781580,2
781581,0
781582,4
781583,0
781584,5
781585,7
781586,1
781587,1
781588,4
781589,1
781590,1
781591,6
781592,0
781593,4
781594,2
781595,3
781596,7
781597,5
781598,7
781599,9
781600,8
781601,0
781602,3
781603,5
781604,8
781605,5
781606,6
781607,5
781608,9
781609,5
781610,6
781611,3
781612,1
781613,2
781614,4
781615,7
781616,4
781617,9
781618,9
781619,4
781620,6
781621,9
781622,5
781623,6
781624,9
781625,8
781626,4
781627,9
781628,5
781629,1
781630,3
781631,5
781632,8
781633,6
781634,7
781635,6
781636,1
781637,7
781638,1
781639,7
781640,1
781641,6
781642,1
781643,4
781644,8
781645,6
781646,1
781647,3
781648,4
781649,2
781650,1
781651,1
781652,8
781653,7
781654,6
781655,4
781656,9
781657,2
781658,1
781659,9
781660,9
781661,8
781662,5
781663,7
781664,4
781665,0
781666,2
781667,3
781668,6
781669,0
781670,4
781671,5
781672,2
781673,5
781674,8
781675,1
781676,5
781677,5
781678,3
781679,1
781680,4
781681,0
781682,0
781683,8
781684,7
781685,6
781686,0
781687,9
781688,2
781689,9
781690,9
781691,1
781692,9
781693,6
781694,4
781695,7
781696,4
781697,4
781698,6
781699,2
781700,8
781701,8
781702,1
781703,3
781704,3
781705,8
781706,2
781707,9
781708,0
781709,7
781710,3
781711,2
781712,1
781713,6
781714,8
781715,8
781716,2
781717,2
781718,6
781719,9
781720,1
781721,3
781722,1
781723,5
781724,7
781725,3
781726,5
781727,5
781728,5
781729,1
781730,4
781731,9
781732,0
781733,1
781734,8
781735,4
781736,2
781737,1
781738,7
781739,2
781740,7
781741,8
781742,1
781743,6
781744,7
781745,7
781746,8
781747,5
781748,2
781749,1
781750,3
781751,0
781752,3
781753,8
781754,3
781755,6
781756,6
781757,0
781758,3
781759,7
781760,6
781761,3
781762,5
781763,6
781764,1
781765,2
781766,9
781767,0
781768,0
781769,7
781770,6
781771,8
781772,5
781773,4
781774,4
781775,5
781776,3
781777,1
781778,5
781779,6
781780,3
781781,8
781782,8
781783,1
781784,0
781785,9
781786,0
781787,5
781788,8
781789,7
781790,1
781791,8
781792,0
781793,6
781794,9
781795,4
781796,0
781797,8
781798,1
781799,7
781800,7
781801,8
781802,1
781803,9
781804,0
781805,7
781806,8
781807,9
781808,5
781809,7
781810,4
781811,5
781812,1
781813,4
781814,3
781815,3
781816,5
781817,9
781818,5
781819,9
781820,3
781821,8
781822,3
781823,9
781824,0
781825,3
781826,5
781827,1
781828,3
781829,9
781830,9
781831,5
781832,9
781833,2
781834,3
781835,2
781836,2
781837,1
781838,5
781839,8
781840,1
781841,5
781842,4
781843,7
781844,8
781845,7
781846,4
781847,7
781848,8
781849,6
781850,7
781851,2
781852,6
781853,2
781854,0
781855,3
781856,3
781857,4
781858,2
781859,2
781860,7
781861,3
781862,0
781863,3
781864,7
781865,7
781866,9
781867,5
781868,2
781869,5
781870,4
781871,8
781872,1
781873,0
781874,1
781875,3
781876,4
781877,3
781878,3
781879,4
781880,8
781881,8
781882,7
781883,0
781884,1
781885,1
781886,2
781887,6
781888,9
781889,8
781890,8
781891,2
781892,5
781893,2
781894,7
781895,0
781896,6
781897,9
781898,4
781899,5
781900,7
781901,2
781902,9
781903,7
781904,0
781905,4
781906,4
781907,2
781908,9
781909,2
781910,5
781911,4
781912,7
781913,3
781914,8
781915,5
781916,8
781917,6
781918,3
781919,9
781920,5
781921,8
781922,9
781923,4
781924,0
781925,3
781926,1
781927,6
781928,2
781929,5
781930,2
781931,4
781932,1
781933,8
781934,1
781935,7
781936,6
781937,8
781938,0
781939,1
781940,0
781941,3
781942,3
781943,8
781944,8
781945,3
781946,7
781947,3
781948,8
781949,9
781950,2
781951,5
781952,9
781953,7
781954,8
781955,2
781956,8
781957,5
781958,6
781959,3
781960,7
781961,9
781962,5
781963,1
781964,3
781965,3
781966,4
781967,9
781968,0
781969,7
781970,2
781971,2
781972,5
781973,6
781974,6
781975,4
781976,3
781977,9
781978,8
781979,2
781980,1
781981,3
781982,6
781983,0
781984,4
781985,0
781986,8
781987,0
781988,6
781989,0
781990,7
781991,6
781992,9
781993,5
781994,1
781995,2
781996,2
781997,9
781998,9
781999,0
782000,5
782001,4
782002,7
782003,9
782004,4
782005,2
782006,2
782007,0
782008,7
782009,7
782010,4
782011,5
782012,5
782013,8
782014,6
782015,9
782016,7
782017,7
782018,9
782019,9
782020,3
782021,3
782022,0
782023,3
782024,4
782025,4
782026,4
782027,3
782028,9
782029,0
782030,4
782031,4
782032,1
782033,9
782034,9
782035,9
782036,7
782037,3
782038,5
782039,7
782040,6
782041,0
782042,7
782043,9
782044,7
782045,5
782046,0
782047,2
782048,8
782049,0
782050,2
782051,0
782052,3
782053,5
782054,2
782055,5
782056,2
782057,9
782058,2
782059,8
782060,6
782061,3
782062,6
782063,5
782064,6
782065,2
782066,2
782067,7
782068,1
782069,6
782070,6
782071,3
782072,7
782073,5
782074,3
782075,0
782076,1
782077,0
782078,4
782079,3
782080,4
782081,8
782082,1
782083,5
782084,4
782085,1
782086,4
782087,5
782088,4
782089,3
782090,3
782091,2
782092,7
782093,0
782094,6
782095,5
782096,3
782097,3
782098,9
782099,1
782100,6
782101,5
782102,0
782103,9
782104,9
782105,5
782106,9
782107,4
782108,6
782109,7
782110,3
782111,5
782112,8
782113,7
782114,1
782115,1
782116,3
782117,4
782118,9
782119,3
782120,3
782121,3
782122,8
782123,2
782124,1
782125,6
782126,6
782127,9
782128,8
782129,9
782130,4
782131,8
782132,5
782133,6
782134,7
782135,0
782136,5
782137,5
782138,7
782139,3
782140,8
782141,0
782142,7
782143,8
782144,2
782145,2
782146,0
782147,0
782148,2
782149,1
782150,7
782151,3
782152,1
782153,2
782154,0
782155,9
782156,3
782157,9
782158,1
782159,5
782160,3
782161,0
782162,0
782163,7
782164,8
782165,2
782166,6
782167,5
782168,2
782169,6
782170,1
782171,2
782172,8
782173,6
782174,8
782175,4
782176,5
782177,1
782178,4
782179,2
782180,4
782181,2
782182,9
782183,0
782184,7
782185,2
782186,6
782187,5
782188,9
782189,9
782190,9
782191,0
782192,5
782193,7
782194,0
782195,9
782196,5
782197,8
782198,2
782199,5
782200,4
782201,8
782202,6
782203,0
782204,4
782205,3
782206,0
782207,3
782208,5
782209,4
782210,5
782211,2
782212,3
782213,2
782214,9
782215,9
782216,9
782217,9
782218,6
782219,5
782220,1
782221,5
782222,5
782223,5
782224,7
782225,8
782226,1
782227,4
782228,6
782229,1
782230,7
782231,6
782232,8
782233,9
782234,5
782235,2
782236,8
782237,5
782238,7
782239,7
782240,8
782241,0
782242,5
782243,3
782244,6
782245,6
782246,5
782247,4
782248,8
782249,9
782250,4
782251,8
782252,5
782253,9
782254,2
782255,6
782256,3
782257,1
782258,7
782259,2
782260,9
782261,1
782262,1
782263,7
782264,0
782265,6
782266,2
782267,6
782268,2
782269,0
782270,3
782271,8
782272,2
782273,9
782274,7
782275,9
782276,8
782277,0
782278,1
782279,6
782280,0
782281,8
782282,4
782283,1
782284,2
782285,1
782286,5
782287,9
782288,3
782289,1
782290,8
782291,8
782292,1
782293,8
782294,8
782295,6
782296,9
782297,6
782298,2
782299,9
782300,0
782301,2
782302,8
782303,2
782304,8
782305,7
782306,1
782307,5
782308,7
782309,9
782310,7
782311,8
782312,7
782313,1
782314,7
782315,9
782316,3
782317,6
782318,8
782319,8
782320,4
782321,9
782322,0
782323,4
782324,0
782325,2
782326,5
782327,7
782328,6
782329,6
782330,9
782331,1
782332,9
782333,6
782334,9
782335,4
782336,7
782337,8
782338,9
782339,1
782340,1
782341,9
782342,7
782343,0
782344,1
782345,6
782346,6
782347,4
782348,2
782349,3
782350,0
782351,7
782352,9
782353,4
782354,4
782355,7
782356,1
782357,1
782358,6
782359,3
782360,0
782361,0
782362,4
782363,7
782364,9
782365,6
782366,9
782367,1
782368,6
782369,6
782370,0
782371,2
782372,9
782373,6
782374,3
782375,3
782376,6
782377,6
782378,5
782379,4
782380,1
782381,1
782382,6
782383,5
782384,6
782385,7
782386,1
782387,4
782388,1
782389,2
782390,9
782391,2
782392,6
782393,6
782394,5
782395,8
782396,3
782397,8
782398,6
782399,4
782400,1
782401,6
782402,7
782403,6
782404,5
782405,5
782406,8
782407,4
782408,2
782409,5
782410,8
782411,3
782412,4
782413,6
782414,6
782415,2
782416,6
782417,5
782418,0
782419,6
782420,6
782421,9
782422,0
782423,4
782424,1
782425,6
782426,9
782427,9
782428,5
782429,1
782430,0
782431,7
782432,9
782433,8
782434,1
782435,9
782436,9
782437,0
782438,4
782439,1
782440,5
782441,6
782442,3
782443,8
782444,9
782445,7
782446,0
782447,9
782448,6
782449,1
782450,6
782451,5
782452,7
782453,8
782454,3
782455,6
782456,0
782457,6
782458,7
782459,8
782460,0
782461,3
782462,4
782463,5
782464,8
782465,0
782466,3
782467,8
782468,5
782469,8
782470,8
782471,7
782472,5
782473,4
782474,9
782475,0
782476,4
782477,3
782478,9
782479,8
782480,3
782481,6
782482,6
782483,8
782484,1
782485,1
782486,0
782487,7
782488,9
782489,4
782490,6
782491,2
782492,5
782493,9
782494,2
782495,2
782496,8
782497,0
782498,9
782499,4
782500,8
782501,4
782502,3
782503,9
782504,8
782505,9
782506,0
782507,0
782508,3
782509,4
782510,7
782511,3
782512,5
782513,7
782514,4
782515,5
782516,7
782517,6
782518,5
782519,7
782520,2
782521,2
782522,1
782523,2
782524,7
782525,8
782526,0
782527,2
782528,0
782529,5
782530,0
782531,7
782532,6
782533,6
782534,3
782535,6
782536,1
782537,2
782538,4
782539,2
782540,4
782541,7
782542,4
782543,5
782544,3
782545,0
782546,2
782547,7
782548,2
782549,8
782550,3
782551,2
782552,7
782553,7
782554,9
782555,1
782556,9
782557,7
782558,5
782559,3
782560,6
782561,8
782562,7
782563,0
782564,9
782565,4
782566,6
782567,0
782568,2
782569,6
782570,9
782571,2
782572,1
782573,1
782574,0
782575,2
782576,6
782577,4
782578,1
782579,2
782580,8
782581,5
782582,0
782583,5
782584,2
782585,0
782586,4
782587,6
782588,4
782589,7
782590,7
782591,1
782592,5
782593,1
782594,1
782595,3
782596,1
782597,9
782598,5
782599,9
782600,0
782601,9
782602,7
782603,5
782604,9
782605,7
782606,8
782607,4
782608,7
782609,5
782610,2
782611,0
782612,0
782613,9
782614,5
782615,4
782616,0
782617,6
782618,7
782619,7
782620,3
782621,7
782622,2
782623,1
782624,7
782625,4
782626,1
782627,1
782628,8
782629,4
782630,3
782631,9
782632,9
782633,5
782634,9
782635,0
782636,1
782637,3
782638,5
782639,0
782640,7
782641,2
782642,7
782643,2
782644,9
782645,3
782646,0
782647,5
782648,9
782649,9
782650,6
782651,3
782652,6
782653,2
782654,5
782655,3
782656,5
782657,5
782658,2
782659,7
782660,5
782661,1
782662,8
782663,3
782664,6
782665,5
782666,1
782667,2
782668,5
782669,8
782670,4
782671,2
782672,6
782673,0
782674,4
782675,7
782676,2
782677,2
782678,8
782679,0
782680,8
782681,1
782682,3
782683,0
782684,5
782685,0
782686,1
782687,7
782688,0
782689,1
782690,6
782691,3
782692,6
782693,4
782694,5
782695,8
782696,2
782697,9
782698,8
782699,8
782700,7
782701,9
782702,5
782703,2
782704,9
782705,6
782706,3
782707,8
782708,7
782709,4
782710,7
782711,3
782712,5
782713,2
782714,3
782715,9
782716,4
782717,4
782718,2
782719,2
782720,8
782721,9
782722,8
782723,4
782724,0
782725,4
782726,1
782727,2
782728,7
782729,4
782730,2
782731,3
782732,0
782733,7
782734,6
782735,6
782736,9
782737,2
782738,6
782739,5
782740,7
782741,5
782742,3
782743,8
782744,9
782745,1
782746,9
782747,1
782748,2
782749,9
782750,3
782751,7
782752,9
782753,2
782754,7
782755,0
782756,2
782757,2
782758,7
782759,3
782760,5
782761,8
782762,7
782763,1
782764,5
782765,8
782766,9
782767,0
782768,6
782769,7
782770,8
782771,0
782772,0
782773,7
782774,4
782775,0
782776,4
782777,8
782778,5
782779,9
782780,2
782781,1
782782,6
782783,4
782784,8
782785,3
782786,9
782787,6
782788,3
782789,0
782790,9
782791,0
782792,8
782793,3
782794,9
782795,2
782796,3
782797,4
782798,0
782799,3
782800,9
782801,8
782802,8
782803,4
782804,0
782805,0
782806,9
782807,5
782808,1
782809,2
782810,8
782811,7
782812,3
782813,2
782814,2
782815,2
782816,9
782817,8
782818,3
782819,0
782820,6
782821,1
782822,8
782823,5
782824,3
782825,0
782826,7
782827,1
782828,4
782829,9
782830,4
782831,4
782832,4
782833,1
782834,2
782835,4
782836,5
782837,5
782838,2
782839,8
782840,9
782841,7
782842,4
782843,4
782844,5
782845,4
782846,3
782847,1
782848,8
782849,9
782850,5
782851,8
782852,5
782853,6
782854,1
782855,1
782856,8
782857,7
782858,4
782859,0
782860,0
782861,0
782862,1
782863,8
782864,0
782865,9
782866,5
782867,2
782868,7
782869,5
782870,2
782871,0
782872,9
782873,6
782874,2
782875,8
782876,5
782877,1
782878,3
782879,7
782880,1
782881,1
782882,7
782883,2
782884,5
782885,6
782886,8
782887,4
782888,5
782889,7
782890,2
782891,6
782892,2
782893,1
782894,9
782895,5
782896,4
782897,3
782898,8
782899,7
782900,8
782901,7
782902,8
782903,5
782904,9
782905,2
782906,5
782907,6
782908,2
782909,7
782910,3
782911,7
782912,2
782913,2
782914,4
782915,0
782916,0
782917,1
782918,1
782919,8
782920,9
782921,2
782922,8
782923,5
782924,9
782925,2
782926,1
782927,0
782928,9
782929,7
782930,3
782931,5
782932,9
782933,1
782934,7
782935,7
782936,4
782937,4
782938,5
782939,3
782940,0
782941,9
782942,0
782943,9
782944,9
782945,1
782946,3
782947,7
782948,6
782949,0
782950,1
782951,8
782952,5
782953,7
782954,1
782955,0
782956,5
782957,1
782958,3
782959,3
782960,6
782961,5
782962,5
782963,2
782964,6
782965,8
782966,9
782967,9
782968,6
782969,0
782970,9
782971,7
782972,9
782973,8
782974,2
782975,7
782976,9
782977,6
782978,6
782979,9
782980,1
782981,3
782982,0
782983,1
782984,6
782985,6
782986,4
782987,7
782988,1
782989,3
782990,6
782991,4
782992,5
782993,6
782994,6
782995,9
782996,7
782997,0
782998,7
782999,3
783000,2
783001,3
783002,7
783003,0
783004,8
783005,1
783006,4
783007,8
783008,4
783009,6
783010,5
783011,3
783012,4
783013,9
783014,3
783015,8
783016,7
783017,8
783018,8
783019,8
783020,9
783021,8
783022,1
783023,0
783024,0
783025,9
783026,9
783027,4
783028,8
783029,3
783030,2
783031,9
783032,8
783033,2
783034,2
783035,2
783036,0
783037,4
783038,5
783039,4
783040,6
783041,1
783042,0
783043,0
783044,2
783045,0
783046,1
783047,7
783048,2
783049,0
783050,4
783051,3
783052,6
783053,1
783054,2
783055,7
783056,5
783057,1
783058,2
783059,0
783060,3
783061,1
783062,5
783063,3
783064,8
783065,1
783066,1
783067,6
783068,5
783069,8
783070,2
783071,9
783072,9
783073,1
783074,0
783075,1
783076,5
783077,1
783078,1
783079,8
783080,6
783081,9
783082,4
783083,3
783084,0
783085,4
783086,9
783087,1
783088,1
783089,4
783090,4
783091,7
783092,5
783093,9
783094,3
783095,7
783096,4
783097,4
783098,1
783099,5
783100,1
783101,1
783102,9
783103,9
783104,2
783105,1
783106,4
783107,8
783108,2
783109,7
783110,7
783111,6
783112,9
783113,8
783114,8
783115,4
783116,6
783117,6
783118,7
783119,2
783120,3
783121,9
783122,0
783123,9
783124,1
783125,9
783126,8
783127,0
783128,9
783129,2
783130,1
783131,5
783132,0
783133,8
783134,5
783135,1
783136,5
783137,8
783138,2
783139,4
783140,4
783141,5
783142,6
783143,1
783144,0
783145,5
783146,2
783147,0
783148,0
783149,8
783150,8
783151,7
783152,1
783153,8
783154,5
783155,4
783156,6
783157,0
783158,6
783159,9
783160,8
783161,7
783162,3
783163,0
783164,1
783165,3
783166,7
783167,2
783168,5
783169,5
783170,3
783171,6
783172,3
783173,4
783174,6
783175,3
783176,2
783177,9
783178,9
783179,5
783180,6
783181,4
783182,4
783183,5
783184,5
783185,4
783186,6
783187,3
783188,8
783189,7
783190,2
783191,6
783192,4
783193,4
783194,5
783195,2
783196,3
783197,2
783198,6
783199,9
783200,5
783201,5
783202,7
783203,8
783204,2
783205,4
783206,3
783207,8
783208,1
783209,6
783210,8
783211,9
783212,5
783213,5
783214,3
783215,1
783216,1
783217,0
783218,8
783219,9
783220,6
783221,5
783222,3
783223,1
783224,3
783225,4
783226,0
783227,6
783228,9
783229,8
783230,4
783231,2
783232,0
783233,4
783234,1
783235,2
783236,1
783237,8
783238,6
783239,3
783240,8
783241,5
783242,0
783243,0
783244,6
783245,9
783246,0
783247,5
783248,3
783249,7
783250,9
783251,9
783252,0
783253,2
783254,9
783255,0
783256,1
783257,1
783258,2
783259,9
783260,6
783261,5
783262,5
783263,6
783264,0
783265,2
783266,9
783267,7
783268,3
783269,0
783270,4
783271,9
783272,6
783273,4
783274,6
783275,0
783276,5
783277,4
783278,8
783279,2
783280,1
783281,9
783282,6
783283,0
783284,1
783285,8
783286,4
783287,9
783288,7
783289,7
783290,1
783291,4
783292,9
783293,9
783294,5
783295,8
783296,7
783297,1
783298,6
783299,0
783300,1
783301,6
783302,0
783303,1
783304,8
783305,6
783306,3
783307,2
783308,1
783309,8
783310,7
783311,9
783312,2
783313,8
783314,5
783315,7
783316,7
783317,6
783318,5
783319,5
783320,5
783321,1
783322,4
783323,8
783324,2
783325,6
783326,0
783327,9
783328,8
783329,6
783330,8
783331,8
783332,9
783333,1
783334,4
783335,6
783336,6
783337,4
783338,1
783339,7
783340,8
783341,6
783342,7
783343,4
783344,3
783345,5
783346,5
783347,4
783348,8
783349,6
783350,3
783351,9
783352,8
783353,8
783354,5
783355,7
783356,6
783357,7
783358,2
783359,1
783360,6
783361,4
783362,0
783363,7
783364,9
783365,8
783366,0
783367,9
783368,9
783369,3
783370,0
783371,7
783372,8
783373,4
783374,6
783375,4
783376,4
783377,7
783378,0
783379,0
783380,4
783381,1
783382,5
783383,8
783384,9
783385,2
783386,5
783387,2
783388,9
783389,8
783390,1
783391,2
783392,1
783393,2
783394,0
783395,0
783396,8
783397,0
783398,7
783399,7
783400,5
783401,4
783402,6
783403,9
783404,4
783405,0
783406,4
783407,4
783408,4
783409,8
783410,6
783411,9
783412,0
783413,2
783414,2
783415,8
783416,5
783417,3
783418,4
783419,7
783420,7
783421,0
783422,9
783423,3
783424,9
783425,5
783426,0
783427,8
783428,6
783429,8
783430,2
783431,1
783432,3
783433,2
783434,3
783435,4
783436,0
783437,7
783438,3
783439,3
783440,8
783441,7
783442,3
783443,8
783444,1
783445,5
783446,2
783447,1
783448,1
783449,7
783450,6
783451,4
783452,0
783453,4
783454,4
783455,4
783456,7
783457,6
783458,0
783459,4
783460,8
783461,3
783462,4
783463,5
783464,5
783465,5
783466,2
783467,9
783468,3
783469,0
783470,5
783471,2
783472,9
783473,9
783474,9
783475,5
783476,8
783477,9
783478,3
783479,0
783480,2
783481,0
783482,7
783483,1
783484,6
783485,5
783486,0
783487,2
783488,1
783489,3
783490,1
783491,8
783492,4
783493,5
783494,5
783495,7
783496,6
783497,0
783498,8
783499,5
783500,1
783501,6
783502,3
783503,7
783504,8
783505,2
783506,4
783507,1
783508,6
783509,2
783510,9
783511,0
783512,7
783513,1
783514,5
783515,9
783516,7
783517,9
783518,4
783519,0
783520,8
783521,6
783522,6
783523,1
783524,7
783525,9
783526,5
783527,2
783528,6
783529,3
783530,2
783531,2
783532,6
783533,5
783534,0
783535,9
783536,0
783537,8
783538,7
783539,0
783540,6
783541,2
783542,5
783543,0
783544,0
783545,0
783546,0
783547,9
783548,7
783549,8
783550,5
783551,2
783552,9
783553,4
783554,5
783555,9
783556,8
783557,8
783558,0
783559,3
783560,4
783561,1
783562,2
783563,1
783564,1
783565,0
783566,8
783567,2
783568,5
783569,5
783570,7
783571,7
783572,6
783573,0
783574,7
783575,2
783576,0
783577,1
783578,4
783579,1
783580,8
783581,8
783582,7
783583,7
783584,2
783585,7
783586,4
783587,9
783588,0
783589,7
783590,1
783591,0
783592,1
783593,2
783594,8
783595,3
783596,8
783597,9
783598,3
783599,6
783600,3
783601,2
783602,4
783603,3
783604,7
783605,3
783606,4
783607,4
783608,7
783609,5
783610,5
783611,3
783612,2
783613,7
783614,6
783615,6
783616,1
783617,0
783618,9
783619,9
783620,4
783621,6
783622,2
783623,9
783624,8
783625,2
783626,0
783627,2
783628,9
783629,2
783630,4
783631,7
783632,8
783633,4
783634,5
783635,7
783636,2
783637,7
783638,9
783639,5
783640,9
783641,5
783642,9
783643,9
783644,5
783645,8
783646,6
783647,6
783648,9
783649,0
783650,6
783651,0
783652,4
783653,6
783654,0
783655,0
783656,0
783657,1
783658,0
783659,1
783660,8
783661,2
783662,5
783663,5
783664,3
783665,8
783666,4
783667,8
783668,6
783669,7
783670,4
783671,5
783672,6
783673,5
783674,6
783675,5
783676,8
783677,2
783678,7
783679,5
783680,7
783681,5
783682,0
783683,7
783684,1
783685,5
783686,8
783687,5
783688,8
783689,7
783690,2
783691,9
783692,6
783693,8
783694,6
783695,7
783696,7
783697,1
783698,6
783699,7
783700,5
783701,1
783702,1
783703,1
783704,4
783705,8
783706,7
783707,2
783708,6
783709,5
783710,2
783711,1
783712,2
783713,2
783714,0
783715,6
783716,5
783717,8
783718,9
783719,3
783720,0
783721,5
783722,1
783723,4
783724,7
783725,0
783726,2
783727,9
783728,8
783729,1
783730,6
783731,9
783732,9
783733,1
783734,1
783735,4
783736,5
783737,9
783738,3
783739,5
783740,7
783741,5
783742,9
783743,7
783744,0
783745,6
783746,2
783747,4
783748,0
783749,5
783750,2
783751,3
783752,8
783753,2
783754,0
783755,4
783756,2
783757,7
783758,2
783759,0
783760,1
783761,6
783762,7
783763,6
783764,0
783765,9
783766,0
783767,8
783768,9
783769,7
783770,1
783771,9
783772,3
783773,6
783774,4
783775,4
783776,0
783777,3
783778,1
783779,0
783780,4
783781,7
783782,1
783783,4
783784,2
783785,7
783786,0
783787,1
783788,8
783789,9
783790,0
783791,1
783792,1
783793,2
783794,2
783795,9
783796,1
783797,9
783798,7
783799,2
783800,7
783801,8
783802,3
783803,2
783804,8
783805,1
783806,6
783807,0
783808,2
783809,1
783810,1
783811,3
783812,5
783813,5
783814,9
783815,7
783816,5
783817,6
783818,3
783819,2
783820,5
783821,5
783822,4
783823,8
783824,6
783825,9
783826,9
783827,9
783828,9
783829,2
783830,2
783831,4
783832,3
783833,3
783834,8
783835,8
783836,5
783837,0
783838,4
783839,5
783840,1
783841,9
783842,8
783843,5
783844,8
783845,2
783846,8
783847,2
783848,6
783849,2
783850,9
783851,1
783852,0
783853,3
783854,8
783855,1
783856,8
783857,2
783858,2
783859,6
783860,1
783861,2
783862,2
783863,6
783864,5
783865,5
783866,9
783867,9
783868,2
783869,5
783870,9
783871,1
783872,5
783873,9
783874,7
783875,0
783876,8
783877,2
783878,9
783879,1
783880,9
783881,7
783882,8
783883,6
783884,2
783885,3
783886,3
783887,1
783888,9
783889,3
783890,1
783891,6
783892,6
783893,8
783894,8
783895,1
783896,0
783897,6
783898,2
783899,9
783900,7
783901,5
783902,2
783903,5
783904,4
783905,1
783906,0
783907,6
783908,8
783909,4
783910,1
783911,1
783912,7
783913,1
783914,0
783915,8
783916,6
783917,2
783918,5
783919,9
783920,8
783921,7
783922,0
783923,3
783924,0
783925,7
783926,1
783927,4
783928,4
783929,0
783930,8
783931,6
783932,0
783933,8
783934,3
783935,8
783936,8
783937,9
783938,0
783939,8
783940,1
783941,6
783942,1
783943,7
783944,3
783945,4
783946,0
783947,1
783948,8
783949,3
783950,9
783951,4
783952,5
783953,2
783954,1
783955,7
783956,8
783957,6
783958,7
783959,6
783960,1
783961,6
783962,9
783963,1
783964,0
783965,2
783966,1
783967,7
783968,8
783969,4
783970,0
783971,0
783972,0
783973,7
783974,0
783975,5
783976,7
783977,2
783978,1
783979,5
783980,1
783981,1
783982,5
783983,3
783984,3
783985,1
783986,8
783987,1
783988,8
783989,3
783990,4
783991,6
783992,3
783993,9
783994,8
783995,1
783996,0
783997,9
783998,0
783999,4
784000,8
784001,5
784002,5
784003,0
784004,5
784005,9
784006,8
784007,4
784008,1
784009,9
784010,0
784011,8
784012,0
784013,6
784014,5
784015,3
784016,7
784017,9
784018,8
784019,4
784020,0
784021,3
784022,9
784023,3
784024,1
784025,9
784026,6
784027,7
784028,6
784029,5
784030,2
784031,6
784032,1
784033,8
784034,2
784035,5
784036,4
784037,9
784038,0
784039,1
784040,4
784041,4
784042,9
784043,6
784044,2
784045,8
784046,2
784047,6
784048,3
784049,8
784050,1
784051,3
784052,1
784053,3
784054,6
784055,8
784056,6
784057,8
784058,3
784059,0
784060,1
784061,9
784062,0
784063,5
784064,3
784065,7
784066,2
784067,7
784068,7
784069,6
784070,2
784071,9
784072,0
784073,2
784074,2
784075,1
784076,4
784077,0
784078,8
784079,2
784080,2
784081,8
784082,2
784083,5
784084,3
784085,2
784086,0
784087,5
784088,0
784089,3
784090,1
784091,5
784092,7
784093,5
784094,8
784095,1
784096,4
784097,4
784098,9
784099,1
784100,1
784101,0
784102,5
784103,2
784104,1
784105,4
784106,9
784107,6
