brand,product,name,specific,lightness,hex,lightToDark,numbers,id
Beauty Bakerie,InstaBake Aqua Glass Foundation,Cool,353,0.882352941176471,#F2DCD0,FALSE,353,127
Anastasia Beverly Hills,Luminous Foundation,NA,355N,0.458823529411765,#A06F4A,TRUE,355,91
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Bisque,355,0.711764705882353,#ECAA7F,TRUE,355,120
Beauty Bakerie,InstaBake Aqua Glass Foundation,Warm,355,0.849019607843137,#F8D8B9,FALSE,355,127
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Coconut,355,0.470588235294118,#AE6742,TRUE,355,104
Maybelline,Super Stay Full Coverage Foundation,Coconut,355,0.411764705882353,#935F3F,TRUE,355,105
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y355,0.576470588235294,#B09076,TRUE,355,122
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,NA,Y355,0.672549019607843,#CDA98A,TRUE,355,125
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,NA,Y355,0.813725490196078,#F7C3A8,TRUE,355,126
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,Y355,0.766666666666667,#DEC6A9,TRUE,355,123
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Warm Coconut,356,0.452941176470588,#AA663D,TRUE,356,104
Beauty Bakerie,InstaBake Aqua Glass Foundation,Warm Neutral,357,0.907843137254902,#F6E6D9,FALSE,357,127
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Latte,358,0.507843137254902,#A9725A,TRUE,358,104
Beauty Bakerie,InstaBake Aqua Glass Foundation,Cool,359,0.927450980392157,#F8EAE1,FALSE,359,127
Anastasia Beverly Hills,Luminous Foundation,NA,360C,0.452941176470588,#A16E46,TRUE,360,91
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,Bisque N,360,0.672549019607843,#D3AB84,TRUE,360,110
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Versatile Honey III,360,0.672549019607843,#E2A575,TRUE,360,120
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Mocha,360,0.409803921568627,#9E6033,TRUE,360,104
Maybelline,Super Stay Full Coverage Foundation,Mocha,360,0.345098039215686,#775039,TRUE,360,105
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque N,360,0.672549019607843,#D2AC85,TRUE,360,88
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Dore 20 W,360,0.598039215686274,#C78E6A,TRUE,360,89
ZOEVA,Authentik Skin Natural Luminous Foundation,Original,360N,0.403921568627451,#AD4A21,TRUE,360,78
Exa,High Fidelity Foundation,Oakjoo,360,0.707843137254902,#DBAF8E,FALSE,360,115
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Neutral,360,0.586274509803922,#DC834F,TRUE,360,95
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,360,0.545098039215686,#C28354,TRUE,360,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,360,0.601960784313725,#CF9664,TRUE,360,97
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,R360,0.56078431372549,#AC8672,TRUE,360,122
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,360W,0.633333333333333,#D1A172,TRUE,360,98
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,360,0.590196078431373,#C2986B,TRUE,360,99
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,360W,0.582352941176471,#C38F66,TRUE,360,116
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,NA,360,0.772549019607843,#EBC19F,TRUE,360,117
Shiseido,Synchro Skin Self-Refreshing Custom Finish Powder Foundation,Citrine,360,0.619607843137255,#C89574,TRUE,360,119
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Truffle,362,0.403921568627451,#90653E,TRUE,362,104
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,Y363,0.735294117647059,#E0C297,TRUE,363,123
Anastasia Beverly Hills,Luminous Foundation,NA,365C,0.435294117647059,#9B6B43,TRUE,365,91
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Nutmeg,365,0.425490196078431,#995840,TRUE,365,104
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y365,0.566666666666667,#AD8A74,TRUE,365,122
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,NA,Y365,0.654901960784314,#D0A47E,TRUE,365,125
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,NA,Y365,0.8,#F8C0A0,TRUE,365,126
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,Y365,0.690196078431373,#D5B48B,TRUE,365,123
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,NA,Y365,0.713725490196078,#D6AA96,TRUE,365,124
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Deep Golden,368,0.380392156862745,#925730,TRUE,368,104
Anastasia Beverly Hills,Luminous Foundation,NA,370W,0.398039215686274,#936038,TRUE,370,91
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Bisque,370,0.607843137254902,#CF9667,TRUE,370,120
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Deep Bronze,370,0.396078431372549,#8B553F,TRUE,370,104
Revlon,ColorStay Makeup For Normal/Dry Skin,Toast,370,0.613725490196078,#CB906E,TRUE,370,112
Maybelline,Super Stay Full Coverage Foundation,Deep Bronze,370,0.292156862745098,#67442E,TRUE,370,105
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque W,370,0.662745098039216,#D1AA81,TRUE,370,88
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Dore 25 W,370,0.625490196078431,#CC9B73,TRUE,370,89
ZOEVA,Authentik Skin Natural Luminous Foundation,Powerful,370C,0.503921568627451,#C96B38,TRUE,370,78
Exa,High Fidelity Foundation,Dawn,370,0.619607843137255,#CB9971,FALSE,370,115
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Neutral,370,0.584313725490196,#D0895A,TRUE,370,95
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,370,0.580392156862745,#CB865D,TRUE,370,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,370,0.670588235294118,#E59E71,TRUE,370,97
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,R370,0.52156862745098,#A27E68,TRUE,370,122
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,370N,0.643137254901961,#D99E6F,TRUE,370,98
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,NA,R370,0.650980392156863,#C5A087,TRUE,370,125
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,NA,R370,0.768627450980392,#EEB29A,TRUE,370,126
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,370,0.635294117647059,#D09B74,TRUE,370,99
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,370O,0.564705882352941,#C18D5F,TRUE,370,116
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,R370,0.703921568627451,#D4B393,TRUE,370,123
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,NA,R370,0.662745098039216,#D5A07D,TRUE,370,124
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,NA,W370,0.527450980392157,#AC7B61,TRUE,370,107
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y373,0.733333333333333,#E0BF96,TRUE,373,122
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Java,375,0.349019607843137,#76503C,TRUE,375,104
Maybelline,Super Stay Full Coverage Foundation,Java,375,0.282352941176471,#5D4233,TRUE,375,105
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y375,0.554901960784314,#B38768,TRUE,375,122
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,NA,Y375Golden,0.747058823529412,#EAB693,TRUE,375,126
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,Y375,0.686274509803922,#D4B18A,TRUE,375,123
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,NA,Y375,0.656862745098039,#D09E7F,TRUE,375,124
Maybelline,Fit Me Matte + Poreless Liquid Foundation,Espresso,380,0.27843137254902,#5B3D33,TRUE,380,104
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque W,380,0.674509803921569,#D3AC85,TRUE,380,88
ZOEVA,Authentik Skin Natural Luminous Foundation,Smile,380N,0.390196078431373,#AA4C1D,TRUE,380,78
Exa,High Fidelity Foundation,Alyssa,380,0.67843137254902,#D5A985,FALSE,380,115
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Warm,380,0.554901960784314,#C87D53,TRUE,380,95
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,380,0.594117647058824,#CB8D64,TRUE,380,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,380,0.67843137254902,#E59C75,TRUE,380,97
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,380W,0.633333333333333,#D49E6F,TRUE,380,98
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,380,0.643137254901961,#D29A76,TRUE,380,99
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,380N,0.494117647058824,#B1764B,TRUE,380,116
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y383,0.641176470588235,#C0A487,TRUE,383,122
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,385,0.449019607843137,#A46B41,TRUE,385,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,385,0.6,#D4965E,TRUE,385,97
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y385,0.552941176470588,#AE8A6C,TRUE,385,122
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,385,0.57843137254902,#C49663,TRUE,385,99
Revlon,ColorStay Full Cover Foundation,Early Tan,390,0.674509803921569,#DCA57C,TRUE,390,113
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque C,390,0.674509803921569,#D3AD85,TRUE,390,88
ZOEVA,Authentik Skin Natural Luminous Foundation,Soulful,390N,0.376470588235294,#A1411F,TRUE,390,78
Exa,High Fidelity Foundation,Allie,390,0.680392156862745,#CEA98D,FALSE,390,115
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Cool,390,0.556862745098039,#C97F53,TRUE,390,95
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,390,0.484313725490196,#AC714B,TRUE,390,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,390,0.611764705882353,#CD926B,TRUE,390,97
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,390C,0.649019607843137,#CF957C,TRUE,390,98
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,390,0.505882352941176,#B07C52,TRUE,390,99
Anastasia Beverly Hills,Luminous Foundation,NA,400N,0.374509803921569,#8E5A31,TRUE,400,91
Revlon,ColorStay Makeup For Combo/Oily Skin,Caramel,400,0.611764705882353,#C69072,TRUE,400,111
Almay,Clear Complexion Make Myself Clear Makeup,Neutral,400,0.66078431372549,#CF9D82,TRUE,400,92
Revlon,ColorStay Makeup For Normal/Dry Skin,Caramel,400,0.611764705882353,#C69072,TRUE,400,112
Almay,Smart Shade Skintone Matching Makeup,Medium Meets Deep,400,0.694117647058824,#DDA785,TRUE,400,128
Juvia's Place,I Am Magic Foundation,Ethiopia,400,0.625490196078431,#D99C66,FALSE,400,93
ZOEVA,Authentik Skin Natural Luminous Foundation,Spirited,400C,0.376470588235294,#9F4221,TRUE,400,78
Exa,High Fidelity Foundation,Lydia,400,0.67843137254902,#D59F85,FALSE,400,115
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Warm,400,0.535294117647059,#D07741,TRUE,400,95
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,400,0.405882352941176,#995E36,TRUE,400,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,400,0.519607843137255,#C67943,TRUE,400,97
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,400W,0.598039215686274,#C6926B,TRUE,400,98
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,400,0.484313725490196,#B17646,TRUE,400,99
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,NA,400G,0.786274509803922,#ECC8A5,TRUE,400,100
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,Macchiato,400G,0.484313725490196,#AF8048,TRUE,400,101
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Dusk,400,0.605882352941176,#C6856F,TRUE,400,118
Origins,Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation,NA,400,0.641176470588235,#CE9F79,TRUE,400,102
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y405,0.549019607843137,#AE856A,TRUE,405,122
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,NA,Y405,0.627450980392157,#CF9C71,TRUE,405,125
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,NA,Y405Golden,0.745098039215686,#EFB28D,TRUE,405,126
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,NA,405N,0.723529411764706,#E4B38D,TRUE,405,100
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,Y405,0.66078431372549,#CBAD86,TRUE,405,123
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,NA,Y405,0.664705882352941,#D8A37B,TRUE,405,124
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,NA,N405,0.519607843137255,#AE745B,TRUE,405,107
Anastasia Beverly Hills,Luminous Foundation,NA,410C,0.347058823529412,#86562B,TRUE,410,91
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Bisque,410,0.725490196078431,#F0B882,TRUE,410,120
Revlon,ColorStay Makeup For Combo/Oily Skin,Cappuccino,410,0.568627450980392,#BA8468,TRUE,410,111
Revlon,ColorStay Makeup For Normal/Dry Skin,Cappuccino,410,0.568627450980392,#BA8468,TRUE,410,112
Revlon,ColorStay Full Cover Foundation,Toast,410,0.598039215686274,#D19660,TRUE,410,113
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque W,410,0.664705882352941,#DFA774,TRUE,410,88
Juvia's Place,I Am Magic Foundation,Nairobi,410,0.450980392156863,#B26634,FALSE,410,93
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Bisque W,410,0.633333333333333,#DB9B68,TRUE,410,89
ZOEVA,Authentik Skin Natural Luminous Foundation,Strong,410W,0.284313725490196,#76301B,TRUE,410,78
Exa,High Fidelity Foundation,James,410,0.780392156862745,#EFC39F,FALSE,410,115
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Warm,410,0.517647058823529,#C77341,TRUE,410,95
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,410,0.423529411764706,#9A623E,TRUE,410,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,410,0.535294117647059,#C67A4B,TRUE,410,97
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,410N,0.554901960784314,#B98662,TRUE,410,98
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,NA,R410Golden,0.733333333333333,#E5AB91,TRUE,410,126
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,410,0.5,#B2784D,TRUE,410,99
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,NA,410G,0.688235294117647,#DBAC84,TRUE,410,100
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,410W,0.543137254901961,#BF8456,TRUE,410,116
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,R410,0.668627450980392,#CBAA8A,TRUE,410,123
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,NA,R410,0.625490196078431,#D1936E,TRUE,410,124
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,Brown Sugar,410G,0.549019607843137,#C09258,TRUE,410,101
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,NA,410,0.719607843137255,#E6AE89,TRUE,410,117
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Espresso,410,0.229411764705882,#5D2D18,TRUE,410,118
Shiseido,Synchro Skin Self-Refreshing Custom Finish Powder Foundation,Sunstone,410,0.615686274509804,#C89272,TRUE,410,119
Origins,Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation,NA,410,0.67843137254902,#D8A982,TRUE,410,102
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y412,0.590196078431373,#B3957A,TRUE,412,122
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,NA,Y412,0.63921568627451,#CC9B7A,TRUE,412,125
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque W,415,0.609803921568628,#D39C64,TRUE,415,88
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y415,0.490196078431373,#997861,TRUE,415,122
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,NA,Y415,0.707843137254902,#E0A989,TRUE,415,126
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,NA,415N,0.682352941176471,#DAAA82,TRUE,415,100
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,Y415,0.668627450980392,#CCB189,TRUE,415,123
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,NA,Y415,0.629411764705882,#CC9975,TRUE,415,124
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque C,418,0.992156862745098,#FDFDFD,TRUE,418,88
Anastasia Beverly Hills,Luminous Foundation,NA,420C,0.343137254901961,#7F5430,TRUE,420,91
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,Bisque N,420,0.635294117647059,#D1A173,TRUE,420,110
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Bisque,420,0.592156862745098,#D58D59,TRUE,420,120
Revlon,ColorStay Full Cover Foundation,Mahogany,420,0.403921568627451,#945A3A,TRUE,420,113
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque N,420,0.635294117647059,#D1A173,TRUE,420,88
Juvia's Place,I Am Magic Foundation,Havana,420,0.57843137254902,#D68751,FALSE,420,93
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Bisque N,420,0.582352941176471,#D18A58,TRUE,420,89
ZOEVA,Authentik Skin Natural Luminous Foundation,Trusted,420N,0.272549019607843,#6D281E,TRUE,420,78
Exa,High Fidelity Foundation,Annica,420,0.770588235294118,#F5C294,FALSE,420,115
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Cool,420,0.450980392156863,#AD6639,TRUE,420,95
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,420,0.417647058823529,#9B5E3A,TRUE,420,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,420,0.53921568627451,#CE8045,TRUE,420,97
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,R420,0.547058823529412,#A9816E,TRUE,420,122
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,420N,0.607843137254902,#C49272,TRUE,420,98
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,420,0.582352941176471,#C59264,TRUE,420,99
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,NA,420G,0.701960784313725,#E4B282,TRUE,420,100
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,420N,0.549019607843137,#BF7E59,TRUE,420,116
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,Toffee,420G,0.445098039215686,#A17642,TRUE,420,101
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,NA,420,0.613725490196078,#C59B74,TRUE,420,117
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Terra,420,0.352941176470588,#814C33,TRUE,420,118
Origins,Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation,NA,420,0.641176470588235,#C4A283,TRUE,420,102
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y422,0.637254901960784,#BFA386,TRUE,422,122
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque W,425,0.60392156862745106,#CF9A65,TRUE,425,88
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y425,0.52156862745098,#A57E65,TRUE,425,122
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,NA,Y425,0.690196078431373,#E1AA7F,TRUE,425,126
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,Y425,0.654901960784314,#C9AC85,TRUE,425,123
Anastasia Beverly Hills,Luminous Foundation,NA,430W,0.362745098039216,#8B562E,TRUE,430,91
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque C,430,0.594117647058824,#C99366,TRUE,430,88
Juvia's Place,I Am Magic Foundation,Rio,430,0.447058823529412,#B06B34,FALSE,430,93
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,Dore 30 W,430,0.592156862745098,#CB8C63,TRUE,430,89
ZOEVA,Authentik Skin Natural Luminous Foundation,Warrior,430N,0.225490196078431,#57241C,TRUE,430,78
Exa,High Fidelity Foundation,Dana,430,0.719607843137255,#D9AA96,FALSE,430,115
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Neutral,430,0.507843137254902,#C4733F,TRUE,430,95
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,430,0.370588235294118,#8B5432,TRUE,430,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,430,0.47843137254902,#AB6C49,TRUE,430,97
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,R430,0.47843137254902,#98705C,TRUE,430,122
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,430W,0.609803921568628,#C8926F,TRUE,430,98
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,430,0.466666666666667,#9E6F50,TRUE,430,99
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,NA,430N,0.676470588235294,#DBA97E,TRUE,430,100
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,430C,0.480392156862745,#A9694C,TRUE,430,116
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,Gingerbread,430N,0.445098039215686,#AB7A38,TRUE,430,101
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,NA,430,0.641176470588235,#CF9478,TRUE,430,117
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Chestnut,430,0.586274509803922,#C28B69,TRUE,430,118
MAKE UP FOR EVER,Water Blend Face & Body Foundation,NA,R430,0.558823529411765,#B27D6B,TRUE,430,129
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,NA,W430,0.431372549019608,#915C4B,TRUE,430,107
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,Y433,0.650980392156863,#CFAA7D,TRUE,433,123
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,NA,Y434,0.572549019607843,#C68D5E,TRUE,434,125
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Bisque W,435,0.994117647058824,#FEFEFD,TRUE,435,88
Juvia's Place,I Am Magic Foundation,Punta Cana,435,0.482352941176471,#B8753E,FALSE,435,93
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y435,0.641176470588235,#C59C82,TRUE,435,122
Anastasia Beverly Hills,Luminous Foundation,NA,440C,0.323529411764706,#7A4F2B,TRUE,440,91
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,Bisque,440,0.570588235294118,#D08453,TRUE,440,120
Juvia's Place,I Am Magic Foundation,Savanna,440,0.523529411764706,#BF7E4C,FALSE,440,93
Revlon,ColorStay Light Cover Liquid Foundation,Caramel,440,0.482352941176471,#B07646,TRUE,440,114
ZOEVA,Authentik Skin Natural Luminous Foundation,Wise,440C,0.201960784313725,#452722,TRUE,440,78
Exa,High Fidelity Foundation,Katey,440,0.656862745098039,#D0A57F,FALSE,440,115
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,Neutral,440,0.505882352941176,#C46B3E,TRUE,440,95
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,440,0.380392156862745,#8D5435,TRUE,440,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,440,0.552941176470588,#C38057,TRUE,440,97
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,440C,0.525490196078431,#B07A5C,TRUE,440,98
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,440,0.486274509803922,#AB754D,TRUE,440,99
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,NA,440G,0.633333333333333,#D69D6D,TRUE,440,100
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,440O,0.480392156862745,#AA6C4B,TRUE,440,116
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,Cinnamon,440G,0.423529411764706,#A06838,TRUE,440,101
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,NA,440,0.517647058823529,#AF8259,TRUE,440,117
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Amber,440,0.574509803921569,#B18D74,TRUE,440,118
Shiseido,Synchro Skin Self-Refreshing Custom Finish Powder Foundation,Amber,440,0.588235294117647,#C18B6B,TRUE,440,119
Origins,Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation,NA,440,0.690196078431373,#CDAF93,TRUE,440,102
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,445,0.337254901960784,#864C26,TRUE,445,96
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,445,0.472549019607843,#AF7142,TRUE,445,97
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,NA,Y445,0.462745098039216,#9A7352,TRUE,445,122
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,NA,Y445,0.582352941176471,#C28B67,TRUE,445,125
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,NA,Y445,0.701960784313725,#E4A682,TRUE,445,126
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,445,0.462745098039216,#A1744B,TRUE,445,99
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,NA,Y445,0.629411764705882,#C5A67C,TRUE,445,123
