brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"4 Neutral (400) Medium skin, neutral undertones",/productimages/sku/s2050516+sw.jpg,4 Neutral (400) 2.3 oz/ 70 mL,Neutral,4,RGB,#D99B7A,20.8421052631579,0.555555555555555,0.664705882352941
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"4 Warm (401) Medium skin, warm yellow undertones",/productimages/sku/s2050524+sw.jpg,4 Warm (401) 2.3 oz/ 70 mL,Warm,4,RGB,#CDA38F,19.3548387096774,0.382716049382716,0.682352941176471
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"4 Warm Olive Medium skin, warm olive undertones",/productimages/sku/s2224863+sw.jpg,4 Warm Olive 2.3 oz/ 70 mL,Warm Olive,4,RGB,#AF9174,29.4915254237288,0.269406392694064,0.570588235294118
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"4.5 Neutral Medium to tanned skin, neutral undertones",/productimages/sku/s2224855+sw.jpg,4.5 Neutral 2.3 oz/ 70 mL,Neutral,4.5,RGB,#DBA079,23.8775510204082,0.576470588235294,0.666666666666667
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"5 Neutral Medium skin, neutral undertones",/productimages/sku/s2224871+sw.jpg,5 Neutral 2.3 oz/ 70 mL,Neutral,5,RGB,#AD896F,25.1612903225806,0.274336283185841,0.556862745098039
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"5 Warm (501) Medium skin, warm yellow undertones",/productimages/sku/s2050532+sw.jpg,5 Warm (501) 2.3 oz/ 70 mL,Warm,5,RGB,#D09D82,20.7692307692308,0.453488372093023,0.662745098039216
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"6 Neutral (600) Deep tanned skin, neutral undertones",/productimages/sku/s2050540+sw.jpg,6 Neutral (600) 2.3 oz/ 70 mL,Neutral,6,RGB,#9D6A50,20.2597402597403,0.324894514767932,0.464705882352941
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"7 Neutral Deep skin, neutral undertones",/productimages/sku/s2224889+sw.jpg,7 Neutral 2.3 oz/ 70 mL,Neutral,7,RGB,#A78466,27.6923076923077,0.269709543568465,0.527450980392157
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"8 Neutral Very deep skin, neutral undertones",/productimages/sku/s2224897+sw.jpg,8 Neutral 2.3 oz/ 70 mL,Neutral,8,RGB,#A17C6B,18.8888888888889,0.223140495867769,0.525490196078431
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,1C1 Cameo fair with cool undertones,/productimages/sku/s2411965+sw.jpg,1C1 Cameo 0.85 oz/ 25 mL,NA,1C1,RGB,#E8C4AE,22.7586206896552,0.557692307692308,0.796078431372549
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,1W1 Porcelain very fair with cool to neutral undertones,/productimages/sku/s2411874+sw.jpg,1W1 Porcelain 0.85 oz/ 25 mL,NA,1W1,RGB,#F6DAC4,26.4,0.735294117647059,0.866666666666667
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,2C1 Blush light with cool to undertones,/productimages/sku/s2411940+sw.jpg,2C1 Blush 0.85 oz/ 25 mL,NA,2C1,RGB,#E7AF8F,21.8181818181818,0.647058823529412,0.733333333333333
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,2W1 Bisque light to medium with neutral undertones,/productimages/sku/s2411916+sw.jpg,2W1 Bisque 0.85 oz/ 25 mL,NA,2W1,RGB,#D8AB89,25.8227848101266,0.503184713375796,0.692156862745098
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,2W2 Nude light with neutral to warm undertones,/productimages/sku/s2411866+sw.jpg,2W2 Nude 0.85 oz/ 25 mL,NA,2W2,RGB,#E4C4A9,27.4576271186441,0.52212389380531,0.77843137254902
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,2W3 Natural light to medium with warm undertones,/productimages/sku/s2411973+sw.jpg,2W3 Natural 0.85 oz/ 25 mL,NA,2W3,RGB,#DAAE88,27.8048780487805,0.525641025641026,0.694117647058824
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,3C1 Fawn medium with neutral to warm undertones,/productimages/sku/s2411858+sw.jpg,3C1 Fawn 0.85 oz/ 25 mL,NA,3C1,RGB,#D7AC8B,26.0526315789474,0.487179487179487,0.694117647058824
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,3W1 Ochre medium with warm undertones,/productimages/sku/s2411981+sw.jpg,3W1 Ochre 0.85 oz/ 25 mL,NA,3W1,RGB,#DDAA87,24.4186046511628,0.558441558441558,0.698039215686274
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,3W2 Sand medium with warm to golden undertones,/productimages/sku/s2411882+sw.jpg,3W2 Sand 0.85 oz/ 25 mL,NA,3W2,RGB,#D6A182,22.1428571428571,0.506024096385542,0.674509803921569
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,4C1 Almond medium with neutral to warm undertones,/productimages/sku/s2411841+sw.jpg,4C1 Almond 0.85 oz/ 25 mL,NA,4C1,RGB,#D7A388,20.506329113924,0.49685534591195,0.688235294117647
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,4W1 Tawny medium with warm undertones,/productimages/sku/s2411957+sw.jpg,4W1 Tawny 0.85 oz/ 25 mL,NA,4W1,RGB,#CAA07E,26.8421052631579,0.417582417582418,0.643137254901961
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,5C1 Caramel medium to deep with warm undertones,/productimages/sku/s2411924+sw.jpg,5C1 Caramel 0.85 oz/ 25 mL,NA,5C1,RGB,#CA916F,22.4175824175824,0.461928934010152,0.613725490196078
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,5W1 Tan medium to deep with warm to golden undertones,/productimages/sku/s2411890+sw.jpg,5W1 Tan 0.85 oz/ 25 mL,NA,5W1,RGB,#D19676,21.0989010989011,0.497267759562842,0.641176470588235
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,6C1 Walnut deep with neutral undertones,/productimages/sku/s2411908+sw.jpg,6C1 Walnut 0.85 oz/ 25 mL,NA,6C1,RGB,#C58362,20,0.46046511627907,0.57843137254902
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,6W1 Mocha deep with neutral to warm undertones,/productimages/sku/s2411932+sw.jpg,6W1 Mocha 0.85 oz/ 25 mL,NA,6W1,RGB,#A05D3C,19.8,0.454545454545455,0.431372549019608
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,1W1 Porcelain for very fair skin tones,/productimages/sku/s905471+sw.jpg,1W1 Porcelain 1.7 oz,NA,1W1,RGB,#F3C69C,28.9655172413793,0.783783783783784,0.782352941176471
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,2C1 Blush  for fair skin with pink undertones,/productimages/sku/s1436005+sw.jpg,2C1 Blush 1.7 oz,NA,2C1,RGB,#DDAB81,27.3913043478261,0.575,0.686274509803922
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,2N1 Nude light beige/ for fair to light skin tones,/productimages/sku/s905448+sw.jpg,2N1 Nude 1.7 oz,NA,2N1,RGB,#DCAB7F,28.3870967741936,0.570552147239264,0.680392156862745
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,2W1 Bisque for light neutral complexions w/ balance of yellow & pink undertones,/productimages/sku/s1223437+sw.jpg,2W1 Bisque 1.7 oz,NA,2W1,RGB,#E0AB84,25.4347826086957,0.597402597402597,0.698039215686274
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,1C1 Cameo light beige for pink undertone,/productimages/sku/s1531441+sw.jpg,1C1 Cameo 1.7 oz,NA,1C1,RGB,#F6CCAC,25.9459459459459,0.804347826086956,0.819607843137255
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,3N1 Sand for light to medium skin tones,/productimages/sku/s905505+sw.jpg,3N1 Sand 1.7 oz,NA,3N1,RGB,#D6A679,29.0322580645161,0.531428571428571,0.656862745098039
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,2W3 Natural  light beige,/productimages/sku/s1531458+sw.jpg,2W3 Natural 1.7 oz,NA,2W3,RGB,#E2B18A,26.5909090909091,0.602739726027397,0.713725490196078
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,3C1 Fawn for medium skin with pink tones,/productimages/sku/s905398+sw.jpg,3C1 Fawn 1.7 oz,NA,3C1,RGB,#D8A87E,28,0.535714285714286,0.670588235294118
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,3W1 Ochre  medium beige,/productimages/sku/s1531466+sw.jpg,3W1 Ochre 1.7 oz,NA,3W1,RGB,#DBA57E,25.1612903225806,0.563636363636364,0.676470588235294
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,4W1 Tawny  for medium skin with yellow undertones,/productimages/sku/s1436013+sw.jpg,4W1 Tawny 1.7 oz,NA,4W1,RGB,#D4A372,30,0.532608695652174,0.63921568627451
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,4C1 Almond rich brown/ for medium skin tones - Selected,/productimages/sku/s905364+sw.jpg,4C1 Almond 1.7 oz,NA,4C1,RGB,#D2A279,27.6404494382022,0.497206703910615,0.649019607843137
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,5C1 Caramel  for lightly tanned & olive complexions,/productimages/sku/s1223445+sw.jpg,5C1 Caramel 1.7 oz,NA,5C1,RGB,#97613E,23.5955056179775,0.417840375586854,0.417647058823529
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,5W1 Tan medium to dark skin tones,/productimages/sku/s905513+sw.jpg,5W1 Tan 1.7 oz,NA,5W1,RGB,#AC7244,26.5384615384615,0.433333333333333,0.470588235294118
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,5N1 Walnut for rich/ deep skin tones,/productimages/sku/s905588+sw.jpg,5N1 Walnut 1.7 oz,NA,5N1,RGB,#AB7344,27.378640776699,0.430962343096234,0.468627450980392
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,6W1 Mocha  for deep complexions w/ a balance of yellow & red undertones,/productimages/sku/s1223452+sw.jpg,6W1 Mocha 1.7 oz,NA,6W1,RGB,#A46B40,25.8,0.43859649122807,0.447058823529412
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Finland for fair skin with yellow undertones,/productimages/sku/s1396373+sw.jpg,Finland 1.9 oz,Finland,NA,RGB,#E6CDB7,28.0851063829787,0.484536082474227,0.809803921568627
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Alaska for light skin with golden undertones,/productimages/sku/s1396381+sw.jpg,Alaska 1.9 oz,Alaska,NA,RGB,#E4CCB4,30,0.470588235294118,0.8
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Terre Neuve for fair skin with neutral undertones,/productimages/sku/s1478452+sw.jpg,Terre Neuve 1.9 oz,Terre Neuve,NA,RGB,#E3C2AC,24,0.495495495495495,0.782352941176471
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,St. Moritz for light to medium skin with golden undertones - Selected,/productimages/sku/s1396399+sw.jpg,St. Moritz 1.9 oz,St Moritz,NA,RGB,#DAB89B,27.6190476190476,0.45985401459854,0.731372549019608
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Groenland for light skin with peach undertones,/productimages/sku/s1478460+sw.jpg,Groenland 1.9 oz,Groenland,NA,RGB,#D8B096,23.6363636363636,0.458333333333333,0.717647058823529
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Annapurna for medium to medium-dark skin with olive undertones,/productimages/sku/s1388867+sw.jpg,Annapurna 1.9 oz,Annapurna,NA,RGB,#D5AB88,27.2727272727273,0.478260869565217,0.684313725490196
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Malaga for Medium to Medium-Deep skin with yellow undertones,/productimages/sku/s1388883+sw.jpg,Malaga 1.9 oz,Malaga,NA,RGB,#CC9B7A,24.1463414634146,0.445652173913043,0.63921568627451
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Seychelles for Medium-Deep skin with golden undertones,/productimages/sku/s1388891+sw.jpg,Seychelles 1.9 oz,Seychelles,NA,RGB,#C79374,22.4096385542169,0.425641025641026,0.617647058823529
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Polynesia for Deep skin with red undertones,/productimages/sku/s1388917+sw.jpg,Polynesia 1.9 oz,Polynesia,NA,RGB,#AC735C,17.25,0.32520325203252,0.517647058823529
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Cuzco for medium skin with peach undertones,/productimages/sku/s1774645+sw.jpg,Cuzco 1.9 oz,Cuzco,NA,RGB,#AD7E5E,24.3037974683544,0.325102880658436,0.523529411764706
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,02 Porcelain Neutral,/productimages/sku/s1787571+sw.jpg,02 Porcelain Neutral 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Porcelain Neutral,02,RGB,#E3C6B8,19.5348837209302,0.434343434343434,0.805882352941176
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,04 Porcelain Pink - Selected,/productimages/sku/s1787589+sw.jpg,04 Porcelain Pink 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Porcelain Pink,04,RGB,#D7B5A3,20.7692307692308,0.393939393939394,0.741176470588235
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,06 Warm Porcelain,/productimages/sku/s1787597+sw.jpg,06 Warm Porcelain 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Warm Porcelain,06,RGB,#CEB4A3,23.7209302325581,0.304964539007092,0.723529411764706
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,08 Fair Neutral,/productimages/sku/s1787605+sw.jpg,08 Fair Neutral 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Fair Neutral,08,RGB,#D3B4A4,20.4255319148936,0.348148148148148,0.735294117647059
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,10 Fair Pink,/productimages/sku/s1787613+sw.jpg,10 Fair Pink 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Fair Pink,10,RGB,#D5B0A0,18.1132075471698,0.386861313868613,0.731372549019608
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,12 Fair Warm,/productimages/sku/s1787621+sw.jpg,12 Fair Warm 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Fair Warm,12,RGB,#CEB09E,22.5,0.328767123287671,0.713725490196078
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,14 Neutral Linen,/productimages/sku/s1787639+sw.jpg,14 Neutral Linen 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Linen,14,RGB,#D6B4A0,22.2222222222222,0.397058823529412,0.733333333333333
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,16 Cool Linen,/productimages/sku/s1787647+sw.jpg,16 Cool Linen 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Cool Linen,16,RGB,#D3B09F,19.6153846153846,0.371428571428571,0.725490196078431
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,18 Golden Linen,/productimages/sku/s1787654+sw.jpg,18 Golden Linen 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Golden Linen,18,RGB,#D3B4A2,22.0408163265306,0.357664233576642,0.731372549019608
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,20 Neutral Beige,/productimages/sku/s1787662+sw.jpg,20 Neutral Beige 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Beige,20,RGB,#CCA794,20.3571428571429,0.354430379746835,0.690196078431373
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,22 Cool Beige,/productimages/sku/s1787670+sw.jpg,22 Cool Beige 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Cool Beige,22,RGB,#D5AE9C,18.9473684210526,0.404255319148936,0.723529411764706
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,24 Warm Beige,/productimages/sku/s1787688+sw.jpg,24 Warm Beige 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Warm Beige,24,RGB,#D3B29B,24.6428571428571,0.388888888888889,0.717647058823529
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,26 Neutral Sand,/productimages/sku/s1787696+sw.jpg,26 Neutral Sand 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Sand,26,RGB,#CEA98F,24.7619047619048,0.391304347826087,0.684313725490196
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,28 Cool Sand,/productimages/sku/s1787704+sw.jpg,28 Cool Sand 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Cool Sand,28,RGB,#CCA690,22,0.37037037037037,0.682352941176471
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,30 Warm Sand,/productimages/sku/s1787712+sw.jpg,30 Warm Sand 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Warm Sand,30,RGB,#CAA78D,25.5737704918033,0.365269461077844,0.672549019607843
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,32 Neutral Fawn,/productimages/sku/s1787720+sw.jpg,32 Neutral Fawn 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Fawn,32,RGB,#C9A389,24.375,0.372093023255814,0.662745098039216
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,34 Peach Fawn,/productimages/sku/s1787738+sw.jpg,34 Peach Fawn 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Peach Fawn,34,RGB,#CFA792,20.655737704918,0.388535031847134,0.692156862745098
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,36 Golden Fawn,/productimages/sku/s1787746+sw.jpg,36 Golden Fawn 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Golden Fawn,36,RGB,#C7A38A,24.5901639344262,0.352601156069364,0.66078431372549
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,38 Neutral Tan,/productimages/sku/s1787753+sw.jpg,38 Neutral Tan 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Tan,38,RGB,#B48F7C,20.3571428571429,0.271844660194175,0.596078431372549
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,40 Peach Tan,/productimages/sku/s1787761+sw.jpg,40 Peach Tan 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Peach Tan,40,RGB,#C3977F,21.1764705882353,0.361702127659574,0.631372549019608
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,42 Warm Tan,/productimages/sku/s1787779+sw.jpg,42 Warm Tan 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Warm Tan,42,RGB,#B48C75,21.9047619047619,0.295774647887324,0.582352941176471
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,44 Neutral Almond,/productimages/sku/s1787787+sw.jpg,44 Neutral Almond 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Almond,44,RGB,#C59D83,23.6363636363636,0.362637362637363,0.643137254901961
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,46 Almond Peach,/productimages/sku/s1787795+sw.jpg,46 Almond Peach 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Almond Peach,46,RGB,#C6987F,21.1267605633803,0.383783783783784,0.637254901960784
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,48 Golden Almond,/productimages/sku/s1787803+sw.jpg,48 Golden Almond 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Golden Almond,48,RGB,#B48770,20.2941176470588,0.311926605504587,0.572549019607843
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,50 Neutral Amber,/productimages/sku/s1787811+sw.jpg,50 Neutral Amber 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Amber,50,RGB,#B58771,19.4117647058824,0.314814814814815,0.576470588235294
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,52 Cool Amber,/productimages/sku/s1787829+sw.jpg,52 Cool Amber 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Cool Amber,52,RGB,#B1826A,20.2816901408451,0.312775330396476,0.554901960784314
