e,Country,City,Line,Start year,End year,RR?,Length,TunnelPer,Tunnel,Stations,Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Source2,Reference
7793,CN,Beijing,Line 17,2015,2022,0,49.7,100.00%,49.7,21,Plan,"49,200.00",CNY,2015,0.2583,12709.89,255.73,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89
7794,CN,Beijing,Line 16,2013,2021,0,49.8,100.00%,49.8,29,Media,"49,500",CNY,2013,0.2729,13509.83,271.28,Media,http://www.bjnews.com.cn/news/2016/11/25/424943.html; https://baijiahao.baidu.com/s?id=1633332748114018963&wfr=spider&for=pc
7795,CN,Beijing,Line 25 Phase 2 (Fangshan Northern Extension),2017,2020,0,5,,,4,Plan,"4,860.00",CNY,2015,0.2583,1255.49,251.10,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89
7800,CN,Tianjin,M10 Phase 1,2015,2020,0,24,100.00%,24,23,Plan,"23,203.00",CNY,2015,0.2583,5994.06,249.75,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html
7801,CN,Tianjin,M7 Phase 1,2017,2020,0,26.9,100.00%,26.9,24,Plan,"25,704.00",CNY,2015,0.2583,6640.14,246.85,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html
7802,CN,Wuhan,Line 12 (Ring),2020,2024,0,59.9,100.00%,59.9,37,Plan,"58,387.00",CNY,2018,0.2379,13888.44,231.86,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf
7803,CN,Nanchang,Line 2 Eastern Extension,2017,2020,0,4.7,100.00%,4.7,4,Plan,"4,420.00",CNY,2015,0.2583,1141.82,242.94,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316
7808,CN,Chengdu,Line 8 Phase 2,2019,2024,0,7.83,100.00%,7.83,7,Plan,"7,452.00",CNY,2019,0.2382,1775.13,226.71,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf
7809,CN,Tianjin,M11 Phase 1,2017,2020,0,25.4,100.00%,25.4,25,Plan,"23,607.00",CNY,2015,0.2583,6098.42,240.10,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html
7810,CN,Shenzhen,Line 16,2018,2023,0,27.6,100.00%,27.6,24,Media,"27,530.00",CNY,2017,0.2390,6579.83,238.40,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf
7811,CN,Guangzhou,Line 12,2018,2023,0,37.6,100.00%,37.6,25,Plan,"35,120.00",CNY,2017,0.2390,8393.88,223.24,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf
7816,CN,Beijing,Line 7 Phase 2 (Eastern Extension),2016,2020,0,17.2,87.21%,15,9,Plan,"15,330.00",CNY,2016,0.2507,3843.07,223.43,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89
7817,CN,Wuhan,Line 2 Southern Extension,,,0,13.35,100.00%,13.35,10,Media,"16,017.00",CNY,2014,0.2660,4260.97,319.17,Media,https://baike.baidu.com/reference/17605858/8a2eRI10Oo3jPyB3RZawIu33fUj3OmCx5fKTFCUCJXoq4BKXZ94NcZoLUG7NPyweTNKYwYHoa5qBIK1P24XE4PGoXEqagKR9-p1ks_BmNh00igM
7818,CN,Hangzhou,Line 9 Phase 1,2017,2022,0,17.8,,,14,Plan,"15,657.00",CNY,2016,0.2507,3925.04,220.51,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
7819,CN,Shanghai,Jiamin,,,0,41.6,84.00%,35,15,Plan,"37,101.00",CNY,2018,0.2379,8825.17,212.14,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf
7824,CN,Beijing,Line 27 Phase 2 (Changping Southern Extension),2019,2021,0,16.6,,,8,Plan,"14,230.00",CNY,2015,0.2583,3676.05,221.45,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89
7825,CN,Nanjing,Line 5,2015,2020,0,37.2,100.00%,37.2,29,Plan,"31,680.00",CNY,2015,0.2583,8183.93,220.00,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf
7826,CN,Tianjin,B1 Phase 1,2015,2020,0,31.4,90.13%,28.3,22,Plan,"26,488.00",CNY,2015,0.2583,6842.68,217.92,Media,http://www.rail-transit.com/file/upload/201907/15/10573644162.pdf
7827,CN,Shenzhen,Line 14,2018,2022,0,51.9,100.00%,51.9,17,Plan,"42,970.00",CNY,2017,0.2390,10270.08,197.88,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf
7832,CN,Beijing,Line 6 Phase 1 and 2,2008,2014,0,42.85,100.00%,42.85,27,Wiki,"32,250.00",CNY,2009,0.3174,10234.85,238.85,Media,https://zh.wikisource.org/zh-hans/%E5%9B%BD%E5%AE%B6%E5%8F%91%E5%B1%95%E6%94%B9%E9%9D%A9%E5%A7%94%E5%85%B3%E4%BA%8E%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9C%B0%E9%93%816%E5%8F%B7%E7%BA%BF%E5%B7%A5%E7%A8%8B%E5%8F%AF%E8%A1%8C%E6%80%A7%E7%A0%94%E7%A9%B6%E6%8A%A5%E5%91%8A%E7%9A%84%E6%89%B9%E5%A4%8D
7833,CN,Changsha,Line 6 Central,2017,2021,0,26.5,100.00%,26.5,20,Plan,"22,360.00",CNY,2017,0.2390,5344.17,201.67,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf
7834,CN,Nanjing,Line 1 Northern Extension,2015,2019,0,7.2,93.00%,6.7,5,Plan,"5,940.00",CNY,2015,0.2583,1534.49,213.12,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf
7835,CN,Hangzhou,Line 10 Phase 1,2018,2022,0,15.9,100.00%,15.9,13,Plan,"13,109.00",CNY,2016,0.2507,3286.29,206.68,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
7840,CN,Wuhan,Line 8 Phase 2,2018,2021,0,16.7,100.00%,16.7,12,Plan,"13,772.00",CNY,2015,0.2583,3557.74,213.04,Plan,http://img.thupdi.com/news/2015/08/1440573393290975.pdf
7841,CN,Changsha,Line 7 Phase 1,2017,2021,0,21.6,100.00%,21.6,16,Plan,"18,132.00",CNY,2017,0.2390,4333.65,200.63,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf
7842,CN,Nanchang,Line 3,2015,2020,0,26.8,100.00%,26.8, ,Plan,"22,050.00",CNY,2015,0.2889,6370.99,237.72,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316
7843,CN,Xiamen,Line 6,2017,2022,0,44.5,100.00%,44.5,27,Plan,"36,464.00",CNY,2016,0.2507,9141.14,205.42,Plan,http://www.gov.cn/xinwen/2016-10/13/5118393/files/fc4eeffb973d4e0297ef1fb6bcaa4e73.pdf
7848,CN,Nanjing,Line 4 Phase 2,2016,2020,0,9.7,100.00%,9.7,6,Plan,"7,895.00",CNY,2016,0.2507,1979.19,204.04,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201611/W020190905497856961234.pdf
7849,CN,Wuhan,Line 19,,,0,20.6,100.00%,20.6,6,Plan,"17,190.00",CNY,2018,0.2379,4088.96,198.49,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf
7850,CN,Nanjing,Line 10 Phase 2,2017,2020,0,12.1,100.00%,12.1,7,Plan,"9,720.00",CNY,2015,0.2583,2510.98,207.52,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf
7851,CN,Guangzhou,Line 14 Phase 2,2017,2021,0,11.6,100.00%,11.6,7,Plan,"9,494.00",CNY,2017,0.2390,2269.12,195.61,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf
7856,CN,Chengdu,Line 13 Phase 1,2019,2024,0,28.85,91.16%,26.3,19,Plan,"23,644.00",CNY,2019,0.2382,5632.21,195.22,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf
7857,CN,Nanning,Line 5 Phase 1,2016,2020,0,20.6,100.00%,20.6,18,Media,"15,311.00",CNY,2015,0.2583,3955.31,192.01,Media,http://gx.people.com.cn/n/2015/0520/c179430-24930122-2.html
7858,CN,Shanghai,Line 8 Phase 1,,2009,0,23.22,100.00%,23.22,22,Media,"14,493.00",CNY,2001,0.3683,5338.12,229.89,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A8%E5%8F%B7%E7%BA%BF
7859,CN,Guangzhou,Line 22,2017,2020,0,31.8,100.00%,31.8,6,Plan,"25,865.00",CNY,2017,0.2390,6181.88,194.40,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf
7864,CN,Beijing,Line 22,,,0,78.6,62.00%,48.5,20,Plan,"63,930.00",CNY,2019,0.2382,15228.68,193.75,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html
7865,CN,Guangzhou,Line 5 Eastern Extension,2018,2022,0,9.7,100.00%,9.7,6,Plan,"7,862.00",CNY,2017,0.2390,1879.06,193.72,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf
7866,CN,Hangzhou,Line 6 Phase 2,2017,2022,0,8.3,100.00%,8.3,6,Plan,"6,550.00",CNY,2016,0.2507,1642.02,197.83,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
7867,CN,Xiamen,Line 2 Phase 2,2016,2020,0,15.5,100.00%,15.5,9,Plan,"12,218.00",CNY,2016,0.2507,3062.92,197.61,Plan,http://www.gov.cn/xinwen/2016-10/13/5118393/files/fc4eeffb973d4e0297ef1fb6bcaa4e73.pdf
7872,CN,Zhengzhou,Line 14 Phase 1,,,0,8.3,100.00%,8.3,6,Plan,"6,684.00",CNY,2019,0.2382,1592.19,191.83,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201904/W020190910670741123314.pdf
7873,CN,Zhengzhou,Line 6 Phase 1,,,0,36.5,92.33%,33.7,24,Plan,"29,304.00",CNY,2019,0.2382,6980.47,191.25,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201904/W020190910670741123314.pdf
7874,CN,Fuzhou,Line 5 Phase 1,2016,2020,0,24.6,100.00%,24.6,20,Plan,"19,288.00",CNY,2015,0.2583,4982.69,202.55,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201601/t20160112_1145713.html
7875,CN,Nanjing,Line 9 Phase 1,2016,2020,0,18,100.00%,18,15,Plan,"14,110.00",CNY,2015,0.2583,3645.05,202.50,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf
7880,CN,Changsha,Line 5 South Extension,2018,2022,0,8.43,100.00%,8.43,7,Plan,"6,727.00",CNY,2017,0.2390,1607.79,190.72,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf
7881,CN,Wuhan,Line 5,2017,2021,0,31.9,100.00%,31.9,27,Plan,"24,964.00",CNY,2015,0.2583,6448.98,202.16,Media,http://img.thupdi.com/news/2015/08/1440573393290975.pdf
7882,CN,Chongqing,Line 5 Northern Extension,2019,2024,0,8.95,100.00%,8.95,7,Plan,"7,168.00",CNY,2018,0.2379,1705.04,190.51,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf
7883,CN,Beijing,Line 13A,2019,2022,0,30.2,60.26%,18.2,18,Plan,"23,960.00",CNY,2019,0.2382,5707.48,188.99,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html; https://baijiahao.baidu.com/s?id=1636643464335769195&wfr=spider&for=pc
7888,CN,Zhengzhou,Line 7 Phase 1,,,0,26.9,100.00%,26.9,20,Plan,"21,158.00",CNY,2019,0.2382,5040.02,187.36,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201904/W020190910670741123314.pdf
7889,CN,Changchun,Line 5 Phase 1,2020,2026,0,19.5,100.00%,19.5,18,Plan,"15,382.00",CNY,2018,0.2379,3658.90,187.64,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf
7890,CN,Wuhan,Line 11 East,2017,2021,0,32.1,100.00%,32.1,20,Plan,"24,620.00",CNY,2015,0.2583,6360.11,198.13,Plan,http://img.thupdi.com/news/2015/08/1440573393290975.pdf
7891,CN,Nanjing,Line 2 Western Extension,2017,2020,0,5.6,100.00%,5.6,4,Plan,"4,280.00",CNY,2015,0.2583,1105.66,197.44,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf
7896,CN,Nanning,Line 2 Eastern Extension,2017,2021,0,6.5,100.00%,6.5,4,Media,"4,898.00",CNY,2017,0.2390,1170.65,180.10,Media,http://www.nngdjt.com/html/4061/8670.html
7897,CN,Nanjing,Line 7,2016,2020,0,35.7,100.00%,35.7,25,Plan,"27,220.00",CNY,2015,0.2583,7031.77,196.97,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf
7898,CN,Fuzhou,Line 4 Phase 1,2017,2021,0,24.2,100.00%,24.2,21,Plan,"18,436.00",CNY,2015,0.2583,4762.59,196.80,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201601/t20160112_1145713.html
7899,CN,Chengdu,Line 30 Phase 1,2019,2024,0,24.78,100.00%,24.78,24,Plan,"19,112.00",CNY,2019,0.2382,4552.64,183.72,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf
7904,CN,Beijing,Line 7 Phase 1,2009,2014,0,23.7,100.00%,23.7,21,Plan,"16,000.00",CNY,2014,0.2660,4256.45,179.60,Media,http://bj.bendibao.com/news/20141120/171344.shtm
7905,CN,Nanchang,Line 4 Phase 1,2016,2021,0,38.2,84.29%,32.2,29,Plan,"28,650.00",CNY,2015,0.2583,7401.19,193.75,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316
7906,CN,Xi'an,Line 8,,,0,50,100.00%,50,35,Plan,"38,286.00",CNY,2019,0.2382,9120.06,182.40,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf
7907,CN,Hangzhou,Line 4 Phase 2,2017,2022,0,23.4,,,15,Plan,"17,388.00",CNY,2016,0.2507,4358.99,186.28,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
7912,CN,Guangzhou,Line 8 Northern Extension,2019,2023,0,16.4,100.00%,16.4,13,Plan,,CNY,2017,0.2390,,,Media,http://jt.gz.bendibao.com/news/202097/275601.shtml; https://3g.163.com/air/article_cambrian/FMFNICPG05370E6M.html
7913,CN,Changsha,Line 6 West,2018,2022,0,10.05,100.00%,10.05,7,Plan,"7,565.00",CNY,2017,0.2390,1808.08,179.91,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf
7914,CN,Hangzhou,Line 8 Phase 1,2018,2022,0,17.2,100.00%,17.2,8,Plan,"12,638.00",CNY,2016,0.2507,3168.21,184.20,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
7915,CN,Guangzhou,Line 7 Phase 2,2018,2022,0,21.8,100.00%,21.8,11,Plan,"16,235.00",CNY,2017,0.2390,3880.26,177.99,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf
7920,CN,Suzhou,Line 7,,,0,27,100.00%,27,23,Plan,"18,560.00",CNY,2018,0.2379,4414.84,163.51,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201809/W020190905497960329280.pdf
7921,CN,Hangzhou,Line 3 Phase 1,2017,2021,0,52.2,100.00%,52.2,35,Plan,"37,759.00",CNY,2016,0.2507,9465.78,181.34,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
7922,CN,Guangzhou,Line 18,2017,2020,0,62.5,100.00%,62.5,9,Plan,"46,051.00",CNY,2017,0.2390,11006.45,176.10,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf
7923,CN,Shenyang,Line 6 Phase 1,2020,2026,0,36,,,32,Plan,"26,350.00",CNY,2019,0.2382,6276.80,174.36,Media,http://www.shenyangbus.com/a/sydt/2018/1227/10268.html
7928,CN,Chengdu,Line 17 Phase 2,2019,2024,0,27.6,100.00%,27.6,17,Plan,"20,014.00",CNY,2019,0.2382,4767.51,172.74,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf
7929,CN,Nanning,Line 4 Phase 1,2015,2019,0,21.4,100.00%,21.4,17,Plan,"15,119.00",CNY,2015,0.2583,3905.71,182.51,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201505/t20150518_962149.html
7930,CN,Nanning,Line 3 Phase1,2015,2019,0,27.7,100.00%,27.7,23,Plan,"19,343.00",CNY,2015,0.2583,4996.90,180.39,Media,http://www.nngdjt.com/html/4061/6290.html
7931,CN,Guiyang,Line 3 Phase 1,2018,2023,0,43.135,100.00%,43.135,29,Media,"31,545.00",CNY,2017,0.2390,7539.44,174.79,Media,https://baike.baidu.com/item/%E8%B4%B5%E9%98%B3%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A3%E5%8F%B7%E7%BA%BF/16024214#reference-[2]-15957490-wrap
7936,CN,Hefei,Line 5 Phase 1,2016,2020,0,40.3,100.00%,40.3,34,Plan,"28,424.00",CNY,2014,0.2660,7561.59,187.63,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201412/W020190905507203840468.pdf
7937,CN,Hangzhou,Line 1 Phase 3,2017,2022,0,11.5,100.00%,11.5,5,Plan,"7,796.00",CNY,2016,0.2507,1954.37,169.95,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
7938,CN,Shenyang,Line 2 Southern Extension,,,0,14.3,,,8,Plan,"10,170.00",CNY,2019,0.2382,2422.58,169.41,Media,http://www.shenyangbus.com/a/sydt/2018/1227/10268.html
7939,CN,Kunming,Line 1 Northwestern Extension,2014,2016,0,7.9,100.00%,7.9,7,Plan,"5,571.00",CNY,2013,0.2729,1520.47,192.46,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400
7944,CN,Chongqing,Line 10,2014,2020,0,44.09,81.15%,35.78,27,Plan,"31,098.00",CNY,2018,0.2379,7397.24,167.78,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf
7945,CN,Nanjing,Line 6,2016,2020,0,34.8,100.00%,34.8,17,Plan,"23,900.00",CNY,2015,0.2583,6174.12,177.42,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf
7946,CN,Hefei,Line 3 Phase 1,2014,2019,0,37.7,92.00%,34.6,32,Plan,"26,071.00",CNY,2014,0.2660,6935.62,183.97,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201412/W020190905507203840468.pdf
7947,CN,Nanjing,Line S8 Southern Extension,2017,2020,0,2.5,100.00%,2.5,2,Plan,"1,711.00",CNY,2016,0.2390,408.94,163.58,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201611/W020190905497856961234.pdf
7952,CN,Chongqing,Line 5A,2019,2024,0,28.96,62.57%,18.12,19,Plan,"20,334.00",CNY,2018,0.2379,4836.82,167.02,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf
7953,CN,Fuzhou,Line 6,2015,2019,0,40.5,79.01%,32,20,Plan,"27,716.00",CNY,2015,0.2583,7159.91,176.79,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201601/t20160112_1145713.html
7954,CN,Shanghai,Airport Contact Line,2019,2025,0,68.6,83.00%,56.7,9,Plan,"48,054.00",CNY,2018,0.2379,11430.54,166.63,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf
7955,CN,Zhengzhou,Line 12 Phase 1,,,0,17.036,100.00%,17.035,12,Plan,"12,600.00",CNY,2019,0.2382,3001.43,176.18,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201904/W020190910670741123314.pdf; https://zhuanlan.zhihu.com/p/84554499
7960,CN,Beijing,Line 10 North and East,2003,2008,0,24.64,100.00%,24.64,22,Media,"13,700.00",CNY,2005,0.3517,4818.85,195.57,Media,http://news.sciencenet.cn/sbhtmlnews/2008/8/209799.html
7961,CN,Changsha,Line 5 Phase 1,2014,2018,0,22.7,100.00%,22.7,18,Plan,"15,663.00",CNY,2012,0.2808,4398.48,193.77,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/zcs/sjdt/201212/t20121224_1145294.html
7962,CN,Wuhan,Line 7 South,2016,2020,0,14.2,100.00%,14.2,7,Plan,"9,600.00",CNY,2015,0.2583,2479.98,174.65,Plan,http://img.thupdi.com/news/2015/08/1440573393290975.pdf
7963,CN,Changchun,Line 7 Phase 1,2020,2025,0,22.5,100.00%,22.5,19,Plan,"15,583.00",CNY,2018,0.2379,3706.71,164.74,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf; https://baike.baidu.com/item/%E9%95%BF%E6%98%A5%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A7%E5%8F%B7%E7%BA%BF/17545289
7968,CN,Shenyang,Line 1 Eastern Extension,2020,2025,0,15,100.00%,15,9,Plan,"10,350.00",CNY,2019,0.2382,2465.46,164.36,Media,http://www.shenyangbus.com/a/sydt/2018/1227/10268.html; https://3g.163.com/dy/article_cambrian/FBU1V3JE052590Q7.html
7969,CN,Nanjing,Line 11 Phase 1,2017,2021,0,27,95.93%,25.9,20,Plan,"18,171.00",CNY,2016,0.2390,4342.97,160.85,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201611/W020190905497856961234.pdf
7970,CN,Xiamen,Line 3 Phase 2,2016,2020,0,22.6,74.34%,16.8,13,Plan,"15,154.00",CNY,2016,0.2390,3621.89,160.26,Plan,http://www.gov.cn/xinwen/2016-10/13/5118393/files/fc4eeffb973d4e0297ef1fb6bcaa4e73.pdf
7971,CN,Hefei,Line 4 Phase 1,2015,2020,0,36,100.00%,36,28,Plan,"24,289.00",CNY,2014,0.2660,6461.56,179.49,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201412/W020190905507203840468.pdf
7976,CN,Guiyang,Line 2 Phase 2,2017,2022,0,12.8,81.25%,10.4,8,Plan,"8,475.00",CNY,2016,0.2390,2025.57,158.25,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=362
7977,CN,Chengdu,Line 10 Phase 3,2019,2024,0,5.5,100.00%,5.5,4,Plan,"3,716.00",CNY,2019,0.2382,885.18,160.94,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf
7978,CN,Hefei,Line 1 Phase 1+2,2012,,0,24.58,100.00%,24.58,26,Measured,"16,496.00",CNY,2012,0.2808,4632.41,188.46,Media,https://www.sohu.com/a/112444814_268310
7979,CN,Wuhan,Line 4 Western Extension,2016,2018,0,4,85.00%,3.4,2,Plan,"2,634.00",CNY,2015,0.2583,680.44,170.11,Plan,http://img.thupdi.com/news/2015/08/1440573393290975.pdf
7984,CN,Tianjin,Z4 Phase 1,2015,2020,0,43.7,34.55%,15.1,20,Plan,"28,699.00",CNY,2015,0.2583,7413.85,169.65,Media,http://www.rail-transit.com/file/upload/201907/15/10573644162.pdf
7985,CN,Beijing,Daxing Airport Express Phase 1,2016,2019,0,44,,,3,Plan,"27,820.00",CNY,2019,0.2382,6626.97,150.61,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html
7986,CN,Beijing,Daxing Airport Express Phase 2,2019,,0,3.5,,,2,Plan,"4,040.00",CNY,2019,0.2382,962.36,274.96,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html
7987,CN,Beijing,Line 8 Phase 1 for Olympics,2005,2008,0,4.528,100.00%,4.528,4,Media,"2,420.00",CNY,2005,0.3517,851.21,187.99,Media,https://www.360kuai.com/pc/9fb76b182add530db?cota=4&kuai_so=1&tj_url=so_rec&sign=360_7bc3b157; http://itdzs.org/OnLineMagazine/PDFView.aspx?ID=4
7992,CN,Xi'an,Line 1 Phase 3,,,0,10.5,100.00%,10.5,7,Plan,"7,009.00",CNY,2019,0.2382,1669.60,159.01,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf
7993,CN,Changsha,Line 3 Phase 1,2012,2016,0,35.6,100.00%,35.6,25,Plan,"23,628.00",CNY,2012,0.2808,6635.21,186.38,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/zcs/sjdt/201212/t20121224_1145294.html
7994,CN,Chengdu,Line 27 Phase 1,2019,2024,0,22.2,59.46%,13.2,20,Plan,"14,813.00",CNY,2019,0.2382,3528.59,158.95,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf
7995,CN,Suzhou,Line 8,,,0,35.2,100.00%,35.2,26,Plan,"23,660.00",CNY,2018,0.2379,5627.97,159.89,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201809/W020190905497960329280.pdf
8000,CN,Suzhou,Line S1,,2023,0,41,100.00%,41,27,Plan,"27,370.00",CNY,2018,0.2379,6510.47,158.79,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201809/W020190905497960329280.pdf
