judge_id,court_name,court_type,president_name,president_party,nomination_date,predecessor_last_name,predecessor_first_name,senate_confirmation_date,commission_date,chief_judge_begin,chief_judge_end,retirement_from_active_service,termination_date,termination_reason
1068,U. S. District Court for the District of Columbia,USDC,Ronald Reagan,Republican,08/10/1982,Bryant,William B.,08/20/1982,08/20/1982,NA,NA,05/01/2008,NA,NA
1069,"U. S. District Court, Southern District of Ohio",USDC,Lyndon B. Johnson,Democratic,09/30/1966,Peck II,John Weld,10/20/1966,11/03/1966,NA,NA,09/24/1979,01/30/1989,Death
1070,"U. S. District Court, District of Vermont",USDC,Richard M. Nixon,Republican,11/11/1971,Oakes,James L.,11/23/1971,11/30/1971,NA,NA,01/29/1984,11/18/1996,Death
1071,"U. S. District Court, Southern District of Indiana",USDC,Dwight D. Eisenhower,Republican,08/02/1954,new,NA,08/06/1954,08/06/1954,NA,NA,NA,08/23/1983,Death
1072,"U. S. District Court, Northern District of Illinois",USDC,Ronald Reagan,Republican,02/25/1985,new,NA,04/03/1985,04/04/1985,NA,NA,12/31/2013,NA,NA
1073,"U. S. District Court, District of Alaska",USDC,Ronald Reagan,Republican,03/06/1984,von der Heydt,James A.,03/26/1984,07/16/1984,NA,NA,09/18/2001,NA,NA
1074,"U. S. District Court, Eastern District of Pennsylvania",USDC,Theodore Roosevelt,Republican,04/14/1904,new,NA,04/19/1904,04/19/1904,NA,NA,NA,04/24/1914,Death
1075,"U. S. District Court, Southern District of Florida",USDC,Franklin D. Roosevelt,Democratic,05/26/1936,Ritter,Halsted L.,05/30/1936,06/01/1936,NA,NA,07/01/1955,11/14/1969,Death
3343,"U. S. District Court, District of Maryland",USDC,Barack Obama,Democratic,04/21/2010,Davis,Andre M.,12/18/2010,12/28/2010,NA,NA,NA,NA,NA
1076,"U. S. District Court, Southern District of Ohio",USDC,William H. Taft,Republican,02/24/1910,new,NA,03/07/1910,03/07/1910,NA,NA,NA,09/24/1919,Death
1077,U. S. Court of Appeals for the Tenth Circuit,USCA,Lyndon B. Johnson,Democratic,08/02/1968,new,NA,09/13/1968,09/16/1968,NA,NA,05/31/1992,04/25/2014,Death
1078,"U. S. District Court, Northern District of Illinois",USDC,Franklin D. Roosevelt,Democratic,01/08/1934,Carpenter,George A.,02/20/1934,03/01/1934,NA,NA,12/31/1943,01/30/1958,Death
1079,"U. S. District Court, Southern District of California",USDC,Herbert Hoover,Republican,01/08/1931,new,NA,02/27/1931,03/03/1931,NA,NA,NA,01/14/1946,Death
1080,"U. S. District Court, District of Indiana",USDC,Andrew Jackson,Democratic,03/21/1836,Parke,Benjamin,03/29/1836,03/29/1836,NA,NA,NA,03/14/1842,Death
1081,"U. S. District Court, Northern District of Mississippi",USDC,Woodrow Wilson,Democratic,10/17/1918,Niles,Henry C.,10/24/1918,10/24/1918,NA,NA,NA,03/01/1929,Reassignment
3076,"U. S. District Court, Eastern District of Arkansas",USDC,George W. Bush,Republican,01/29/2003,Reasoner,Stephen M.,07/06/2004,07/07/2004,NA,NA,NA,NA,NA
3128,U. S. Court of Appeals for the Tenth Circuit,USCA,George W. Bush,Republican,05/04/2006,Seymour,Stephanie K.,07/25/2006,08/09/2006,NA,NA,NA,NA,NA
1082,Supreme Court of the United States,USSC,Theodore Roosevelt,Republican,12/02/1902,Gray,Horace,12/04/1902,12/04/1902,NA,NA,NA,01/12/1932,Retirement
3353,"U. S. District Court, Western District of Arkansas",USDC,Barack Obama,Democratic,01/05/2011,Dawson,Robert T.,02/07/2011,02/08/2011,NA,NA,NA,NA,NA
1083,"U. S. District Court, Northern District of Oklahoma",USDC,William J. Clinton,Democratic,09/22/1994,Ellison,James Oliver,10/07/1994,11/21/1994,NA,NA,NA,03/13/2005,Resignation
1084,"U. S. District Court, Southern District of Ohio",USDC,Jimmy Carter,Democratic,03/28/1980,new,NA,05/21/1980,05/23/1980,NA,NA,10/12/1996,01/26/2011,Death
1085,"U. S. District Court, Southern District of New York",USDC,Theodore Roosevelt,Republican,03/02/1903,new,NA,03/03/1903,03/03/1903,NA,NA,NA,01/16/1914,Retirement
1086,U. S. District Court for the District of Columbia,USDC,Harry S Truman,Democratic,09/12/1945,Laws,Bolitha J.,09/24/1945,09/28/1945,NA,NA,12/31/1967,09/06/1969,Death
3027,"U. S. District Court, Southern District of New York",USDC,George W. Bush,Republican,01/07/2003,"Parker, Jr.",Barrington D.,09/17/2003,09/22/2003,NA,NA,NA,02/07/2012,Resignation
3224,"U. S. District Court, Middle District of Florida",USDC,Barack Obama,Democratic,06/25/2009,Bucklew,Susan C.,11/09/2009,11/12/2009,NA,NA,NA,NA,NA
1087,"U. S. District Court, Eastern District of Michigan",USDC,William J. Clinton,Democratic,03/09/1994,Woods,George E.,06/15/1994,06/16/1994,NA,NA,NA,NA,NA
1088,"U. S. District Court, Eastern District of Kentucky",USDC,George H.W. Bush,Republican,01/24/1990,Reed,Scott,04/27/1990,04/30/1990,NA,NA,10/14/2007,NA,NA
1089,"U. S. District Court, District of Kansas",USDC,William McKinley,Republican,01/28/1899,Foster,Cassius G.,01/31/1899,01/31/1899,NA,NA,NA,12/01/1903,Appointment to Another Judicial Position
1090,"U. S. District Court, Northern District of Georgia",USDC,Harry S Truman,Democratic,01/05/1950,Russell,Robert L.,02/21/1950,02/23/1950,NA,NA,06/29/1967,02/11/1985,Death
1091,"U. S. District Court, Western District of Wisconsin",USDC,Ulysses Grant,Republican,07/09/1870,new,NA,07/09/1870,07/09/1870,NA,NA,NA,09/03/1877,Death
1092,"U. S. District Court, District of Kansas",USDC,Herbert Hoover,Republican,10/17/1929,McDermott,George T.,12/19/1929,12/19/1929,NA,NA,NA,08/28/1943,Death
3059,"U. S. District Court, Northern District of Alabama",USDC,George W. Bush,Republican,10/14/2003,Nelson,Edwin L.,06/15/2004,06/17/2004,NA,NA,NA,NA,NA
1093,"U. S. District Court, District of Pennsylvania",USDC,George Washington,NA,09/24/1789,new,NA,09/26/1789,09/26/1789,NA,NA,NA,05/09/1791,Death
1094,"U. S. District Court, Eastern District of Pennsylvania",USDC,John Quincy Adams,Jeffersonian Republican,12/11/1828,Peters,Richard,02/23/1829,02/23/1829,NA,NA,NA,01/15/1842,Death
3398,"U. S. District Court, Western District of Pennsylvania",USDC,Barack Obama,Democratic,01/05/2011,Ambrose,Donetta W.,10/19/2011,10/19/2011,NA,NA,NA,NA,NA
1095,"U. S. District Court, District of Maine",USDC,George H.W. Bush,Republican,03/06/1990,Cyr,Conrad K.,04/27/1990,04/30/1990,NA,NA,05/01/2010,NA,NA
1096,"U. S. District Court, Western District of Tennessee",USDC,Jimmy Carter,Democratic,02/27/1980,Brown,Bailey,05/09/1980,05/12/1980,NA,NA,05/16/1995,02/22/2006,Death
1097,"U. S. District Court, District of South Carolina",USDC,Jimmy Carter,Democratic,06/05/1979,new,NA,09/25/1979,09/26/1979,NA,NA,10/01/2003,NA,NA
1098,"U. S. District Court, Southern District of Ohio",USDC,Calvin Coolidge,Republican,01/31/1925,Sater,John Elbert,02/09/1925,02/09/1925,NA,NA,NA,11/19/1935,Death
1099,"U. S. District Court, Southern District of New York",USDC,Theodore Roosevelt,Republican,06/20/1906,new,NA,06/27/1906,06/27/1906,NA,NA,NA,09/05/1916,Appointment to Another Judicial Position
1100,"U. S. District Court, District of Maryland",USDC,Thomas Jefferson,Jeffersonian Republican,04/19/1806,Winchester,James,04/21/1806,04/21/1806,NA,NA,NA,06/08/1819,Death
3040,"U. S. District Court, Southern District of California",USDC,George W. Bush,Republican,05/01/2003,new,NA,10/02/2003,10/07/2003,NA,NA,NA,NA,NA
2966,"U. S. District Court, District of North Dakota",USDC,George W. Bush,Republican,06/26/2002,Conmy,Patrick A.,11/14/2002,11/26/2002,NA,NA,NA,NA,NA
1101,"U. S. District Court, Southern District of Alabama",USDC,Ronald Reagan,Republican,09/23/1986,new,NA,10/08/1986,10/14/1986,NA,NA,10/21/1996,02/10/2011,Death
2715,"U. S. District Court, Western District of Washington",USDC,William H. Taft,Republican,12/03/1912,Hanford,Cornelius H.,NA,NA,NA,NA,NA,03/03/1913,Recess Appointment-Not Confirmed
1102,"U. S. District Court, Western District of Arkansas",USDC,Jimmy Carter,Democratic,06/02/1980,Arnold,Richard S.,09/29/1980,09/30/1980,NA,NA,NA,12/01/1990,Reassignment
2932,U. S. Court of Appeals for the First Circuit,USCA,George W. Bush,Republican,09/04/2001,Stahl,Norman H.,04/23/2002,05/03/2002,NA,NA,NA,NA,NA
1103,"U. S. District Court, District of Maryland",USDC,Jimmy Carter,Democratic,05/22/1979,new,NA,10/04/1979,10/05/1979,NA,NA,11/15/1991,09/16/2000,Death
1104,"U. S. District Court, Eastern District of North Carolina",USDC,Ronald Reagan,Republican,09/10/1987,new,NA,02/25/1988,02/26/1988,NA,NA,12/31/2005,NA,NA
3138,"U. S. District Court, Middle District of Florida",USDC,George W. Bush,Republican,01/09/2007,Schlesinger,Harvey E.,02/15/2007,02/20/2007,NA,NA,NA,NA,NA
1105,"U. S. District Court, District of Vermont",USDC,Woodrow Wilson,Democratic,02/19/1915,Martin,James L.,02/22/1915,02/22/1915,NA,NA,01/31/1940,07/31/1945,Retirement
1106,"U. S. District Court, Eastern District of Wisconsin",USDC,Ulysses Grant,Republican,12/09/1873,Miller,Andrew G.,12/11/1873,12/11/1873,NA,NA,NA,01/01/1875,Resignation
3349,U. S. District Court for the District of Columbia,USDC,Barack Obama,Democratic,07/14/2010,Friedman,Paul L.,12/22/2010,12/27/2010,NA,NA,NA,NA,NA
