rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
74591,"Queen: ""Inter one at a time in different places"" (5,10)",MARIE ANTOINETTE,Queen,24d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74592,Emotional beat (8),OVERCOME,Emotional/beat,26d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74593,"Very passionate, touching short loincloth (3-3)",RED,Very passionate,27d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74594,Volunteers having success on one island (6),TAHITI,island,28d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74595,Try to obtain vote against rebelling Union troops (7),YANKEES,Union troops,32d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74596,Private goes off to secure Republican dues (12),PREROGATIVES,dues,33d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74597,Tiny bug abnormally large policeman stuck in centre of barricade (11),MICROSCOPIC,Tiny,35d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74598,"In Gulf, like cultivated French celebration (8,3)",BASTILLE DAY,French celebration,37d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74599,"I ban turps, which is odd on hard applicator such as this (10)",PAINTBRUSH,applicator such as this,38d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74600,Soldiers box artist and players in pit (9),ORCHESTRA,players in pit,40d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74601,Pest's dropping smart son light kiss (8),FLYSPECK,Pest's dropping,42d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74602,"Ring — then again: females cancel (4,3)",CALL OFF,cancel,43d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74603,"Head off angry tailless marine mammal here perhaps? (4,3)",ROSS SEA,here perhaps?,44d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74604,"Weaponry, possibly, about to be moved out of respect (7)",DEFENCE,"Weaponry, possibly",46d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74605,Jones the architect conceals source of dark colour (6),INDIGO,colour,48d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74606,Leaders of soldiers always like volley of concentrated fire (5),SALVO,concentrated fire,51d,2017-07-09,Jumbo 1272,https://times-xwd-times.livejournal.com/1772466.html,times_xwd_times
74607,Governor's weakness regarding young woman (4-5),VICE,Governor's,1a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74608,"On vacation, Ronnie Barker's to make comeback (5)",RECUR,make comeback,6a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74609,Tripe on toast is source of this (7),PROTEIN,this,9a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74610,Oscar training a single parent to become model? (7),OPTIMUM,model,10a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74611,Slope that's good for breaking in horse (5),RIDGE,Slope,11a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74612,Member of upper house maintaining backing for appeal gets cash in (9),PROFITEER,cash in,12a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74613,Club to move against being infiltrated by left (8),BLUDGEON,Club,13a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74614,"Search for cat, perhaps, when case is raised? (4)",SCAN,Search for,14a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74615,Turned on the new PC? (4),WOKE,Turned on/the new PC,17a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74616,Take away inferior piece of land? (8),SUBTRACT,ake away,18a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74617,No longer blame former lover I esteem (9),EXONERATE,No longer blame,21a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74618,Solid copper pen manufacturer (5),CUBIC,Solid,22a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74619,Heavy breather coming round to eat spread (7),GRAMPUS,Heavy breather,24a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74620,Poet's before entry to West Stand (7),ETAGERE,Stand,25a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74621,Regularly goes by Pentagon stratagem (5),DODGE,stratagem,26a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74622,Made useful contacts — indicating trawl was successful? (9),NETWORKED,Made useful contacts,27a,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74623,Bigshot meeting the queen is traitor (5),VIPER,traitor,1d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74624,"Ideal location to film, perhaps, with soft light (5-6-4)",CLOUD,Ideal location,2d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74625,"Appear again, as army corps heading north to meet another southbound (2-6)",RE,Appear again,3d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74626,"Setter welcoming public turning up old source of common heritage? (4,4)",GENE POOL,source of common heritage,4d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74627,"Watch as diver secures approval (4,2)",LOOK ON,Watch,5d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74628,Sale to make good Eeyore's loss? (6),RETAIL,Sale,6d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74629,"Money-making run in snooker that won't air on BBC (10,5)",COMMERCIAL BREAK,that won't air on BBC,7d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74630,Artist to overhaul image — time to grasp medium (9),REMBRANDT,Artist,8d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74631,"Knees apart, prayed for someone wise to intercede (3-6)",BOW,Knees apart,13d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74632,"Who, in French, takes online exam, perhaps most subdued in conversation? (8)",QUIETEST,most subdued in conversation,15d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74633,Pets going head to head inside very well broken up (8),STACCATO,broken up,16d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74634,"After extremes of pace, pole positions altered in race (6)",PEOPLE,race,19d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74635,Mother and one close to her in family tree (6),DAMSON,tree,20d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74636,Key underpinning native American belief system (5),CREED,belief system,23d,2020-07-08,Times 27711,https://times-xwd-times.livejournal.com/2369155.html,times_xwd_times
74637,What’s special about a port offering flexible working arrangement (10),SPREADOVER,flexible working arrangement,1a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74638,Weakness of one group of old soldiers captured by enemy (6),FOIBLE,Weakness,10a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74639,Tick given to attractive girl looking smart? (6),MODISH,looking smart,11a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74640,"Being on bike, say, not hard — OK then for Jock? (5)",AWEEL,OK then for Jock,12a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74641,Some moles falling over in a parcel of land once (5),TALPA,Some moles,13a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74642,Explorer reported to be turning back (4),DIAS,Explorer,14a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74643,"Scottish liquor, kind in short supply (4)",BREE,Scottish liquor,16a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74644,An authentic object of a region (5),AREAL,of a region,17a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74645,"Two girls making cake with chemical in it (11, two words)",SAL,cake with chemical in it,18a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74646,Old females singing I deem angels in distress (11),GLEEMAIDENS,Old females singing,20a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74647,Stale vinegar is penetrating fish (5),EISEL,Stale vinegar,23a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74648,Embankment — part of drab Underground (4),BUND,Embankment,26a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74649,Old king/ conveying the essence of Scotland (4),SAUL,Old king//conveying the essence of Scotland,29a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74650,Keen Glaswegian /man of law (5),SNELL,Keen Glaswegian /man of law,30a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74651,Gods arise unexpectedly (5),AESIR,Gods,31a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74652,"Old rocker on a high note, very happy (6)",ELATED,very happy,32a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74653,Very cold water in heavy soil destroying a plant (6),CICELY,plant,33a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74654,"Deer sprint, spreading animal disease (10)",RINDERPEST,animal disease,34a,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74655,Angels who flew over dangerous territory? (6),POWERS,Angels,2d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74656,"Plunder Spain, tear across it north to south (5)",RIEVE,Plunder,3d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74657,"Comprehensive plummeting, not the first or last (5)",ALL,Comprehensive,4d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74658,Girl getting ’ounded needs to be free (11),DEBARRASSED,needs to be free,5d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74659,Opposing salesman’s earnings is a democratic right (4),VOTE,a democratic right,6d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74660,Feature of heavenly body revealed in thriller (5),RILLE,Feature of heavenly body,7d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74661,Observation of shortcoming upset one getting caught (6),ESPIAL,Observation,8d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74662,"Asian hit, a fantastic hit (10)",THAILANDER,Asian,9d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74663,What is devious aim with seducing? (11),MISGUIDANCE,What is devious aim with seducing,11d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74664,Members of Christian sect may be seen as glib (10),ALBIGENSES,Members of Christian sect,12d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74665,Endless longing for victory (4),GREE,victory,15d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74666,Little / court of days gone by (4),LEET,Little/court of days gone by,19d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74667,"Foot soldiers, just outstandingly courageous? (6)",LIONLY,outstandingly courageous,21d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74668,Crawlers eliciting blasphemous oath? (6),SNAILS,Crawlers/blasphemous oath,22d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74669,What sounds quite separate (5),SHEAR,separate,24d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74670,"Queen has song book, very old (5)",QUAIR,"book, very old",25d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74671,At university witness a carousal (5),UPSEE,a carousal,27d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74672,Dope getting left in depression (4),GLEN,depression,28d,2018-05-13,Mephisto 3010,https://times-xwd-times.livejournal.com/1941136.html,times_xwd_times
74673,"Lend dame support, see! (2,3,6)",LO AND BEHOLD,see!,1a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74674,"Item for decorating bore inflammatory poster (5,6)",PAINT ROLLER,Item for decorating,7a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74675,Second old archbishop's informal words (5),SLANG,informal words,13a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74676,About time to study alternative to spare tyre? (7),RETREAD,alternative to spare tyre?,14a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74677,"Woman, dismissing daughter, and in hurry to appear on stage (9)",STEPHANIE,Woman,15a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74678,"Prepare first off, an end to hostilities (9)",ARMISTICE,an end to hostilities,16a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74679,Readers of stuff sent out from different dime stores (10),DOSIMETERS,Readers of stuff sent out,17a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74680,Go on board immediately after this cautiously optimistic forecast? (7),MAYFAIR,Go on board immediately after this,20a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74681,"Disconcert gunrunner, vetting cases (7)",UNNERVE,Disconcert,22a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74682,"For example, a back payment covers substance for lab experiment? (7)",REAGENT,substance for lab experiment?,24a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74683,"Picadors, when thrown, scattered (8)",SPORADIC,scattered,25a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74684,"What's not faked, unusually, about old Lear's character (3,5,2,4)",THE AKOND OF SWAT,NA,26a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74685,"Butcher's with two floors, one heard (5)",DEKKO,Butcher's,28a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74686,Wide crack in which to put leg (6),GAPING,Wide,29a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74687,"Hides stolen picture from PC, perhaps (10)",SCREENSHOT,"picture from PC, perhaps",30a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74688,Come by before safety agency locks garden (10),GETHSEMANE,garden,33a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74689,Fifty disembarking from transport to the French African port (6),BISSAU,African port,35a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74690,Parties to hold in a very small Swiss resort (5),DAVOS,Swiss resort,37a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74691,"Cap all out of place: the suit and tie back (4,3,7)",TAKE THE BISCUIT,Cap all,39a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74692,Tree from US city displayed by sticker book (8),LABURNUM,Tree,41a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74693,"A New Jersey sailor visiting centre of Montserrat's capital (3,4)",SAN JOSE,capital,44a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74694,Runs course on this country to the west's language (7),KURDISH,language,45a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74695,"In reducing mistreatment, sorted out public transport (7)",AUTOBUS,public transport,46a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74696,"Winding up following chief, hardly resting (10)",CHILLAXING,resting,47a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74697,Old woman's guarded on subject of sultan's obsession (9),MONOMANIA,obsession,49a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74698,Circle bound to be offering a variety of views? (9),OPINIONED,offering a variety of views?,53a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74699,Skilled communicator with gold stars on a roll? (7),ORALIST,Skilled communicator,54a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74700,Council not available to handle conclusion to project (5),JUNTA,Council,55a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74701,"Dishevelled pair close to tank ask for Rommel's men (6,5)",AFRIKA KORPS,Rommel's men,56a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74702,"Unfit person who likes undressing, briefly caught in the act (11)",DENATURISED,Unfit,57a,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74703,"Large snake, I'm afraid, cornering Mike in resort (3,6)",LAS PALMAS,resort,1d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74704,"Saw that Tom can spy on Rex? (1,3,3,4,2,1,4)",A CAT MAY LOOK AT A KING,Saw,2d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74705,Maybe take rabbit away from impressionist (5),DEGAS,impressionist,3d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74706,Forte! Is it that of a tattooist? (3-8),EAR,Forte,4d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74707,"Possibly topless May Queen, one being pursued (2,3,3)",ON THE RUN,being pursued,5d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74708,"Ultimately spineless of French in short ducking a German product (7,5)",DRESDEN CHINA,German product,6d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74709,Flat tyres one can do without! (10),PEDESTRIAN,Flat,7d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74710,"American's not always away, we hear, after all (2,3)",IN SUM,after all,8d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74711,"Where council sat to go over ground (5,6)",TRENT BRIDGE,ground,9d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74712,"Trouble and strife, maybe bad for health (5,4)",OTHER HALF,"Trouble and strife, maybe",10d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74713,Left one distant land for European city (4),LINZ,European city,11d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74714,Oscar one carried on plate overwhelms film director (4),ROEG,film director,12d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74715,"Hands-free number? (3,2,4,2,7)",YES WE HAVE NO BANANAS,Hands-free number?,18d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74716,Regulations and data about pick-up from Victoria? (8),STATUTES,Regulations,19d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74717,"Thrown in debt (2,1,4)",AT A LOSS,Thrown/in debt,21d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74718,"Cast out to rehearse, expending energy for nothing (8)",EXORCISE,Cast out,23d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74719,"Singular witticisms, type occurring in yarn (4,4)",SPUN SILK,yarn,27d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74720,Fresh id's one I get ready for computer (8),DIGITISE,ready for computer,28d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74721,"Slip away carrying book, indeed (2,5)",NO DOUBT,indeed,31d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74722,"Minister departs, placing inside contact details? (8,4)",VISITING CARD,contact details?,32d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74723,Old lady embracing English couple overheard Belgian dramatist (11),MAETERLINCK,Belgian dramatist,34d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74724,"Struggling university secretary gets the bird (2,7,2)",UP AGAINST IT,Struggling,36d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74725,Foul slurs wrongly associated with curio (10),SCURRILOUS,Foul,38d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74726,Not smart enough to digest page in after-dinner article? (9),TOOTHPICK,after-dinner article?,40d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74727,Made up much-loved account -- boy's bowled over (9),MASCARAED,Made up,42d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74728,Back from church with claim to devotion -- touching! (8),CHAMPION,Back,43d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74729,One who's left note upset timber producer (5),ALDER,timber producer,48d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74730,Obliged you very informally to listen to officer (5),MAJOR,officer,50d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74731,Pro beginning on amateur arenas (4),FORA,arenas,51d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74732,"Revolving bar, one serving pork pies (4)",LIAR,one serving pork pies,52d,2020-05-02,Times Cryptic Jumbo 1435,https://times-xwd-times.livejournal.com/2331474.html,times_xwd_times
74733,"Bill's in area by water, and in Rome once or Paris (6)",DOCKET,Bill,1a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74734,Carol keeps man for breeding (8),SPAWNING,breeding,4a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74735,Stern woman in diverting books (9),FUNDAMENT,Stern,10a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74736,Furnish home needing to be settled (5),INDUE,Furnish,11a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74737,"A little dough in tart, mostly (3)",SOU,A little dough,12a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74738,"Lend a hand to turn key, showing distinction (11)",DIACRITICAL,showing distinction,13a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74739,Rug welcoming queen's left in accommodation (6),WIGWAM,accommodation,14a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74740,Managed to import charming object from Africa (7),RWANDAN,from Africa,16a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74741,Pet is something obtained by student body (7),MASTIFF,Pet,19a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74742,Copper's collected by miners revealing practice (6),NUDISM,revealing practice,20a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74743,"Rush or twig falling to pieces (3,8)",GET CRACKING,Rush,22a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74744,Building extension in awful place near Bow? (3),ELL,Building extension,25a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74745,Remark upon parting with gold-plated cube (5),ADIEU,Remark upon parting,26a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74746,Might priest be evil in this city? (9),ISLAMABAD,city,27a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74747,Right back about to stop generating discussion (8),TRENDING,generating discussion,28a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74748,Author's place for putting in speech (6),GREENE,Author,29a,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74749,"Took in fare rises on buses, losing exterior calm (6)",DEFUSE,calm,1d,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
74750,Thinker regularly quick in filling most of puzzle (9),CONFUCIUS,Thinker,2d,2019-08-31,Times Cryptic No 27438,https://times-xwd-times.livejournal.com/2197512.html,times_xwd_times
