year,events,subject,country,state,era
1963,Former tennis champion Althea Gibson becomes the first African American woman to compete in a Ladies Professional Golf Association (LPGA) tournament in Cincinnati.,African American Athletes,United States,Ohio,1901-2000
1963,"On September 15, the Sixteenth Street Baptist Church is bombed in Birmingham, Alabama, killing four girls: Addie Mae Collins, Denise McNair, Carole Robertson and Cynthia Wesley, ages 11-14.",Racial Violence,United States,Alabama,1901-2000
1963,Iota Phi Theta Fraternity is founded on September 19 at Morgan State University in Baltimore.,Black Organizations,United States,Maryland,1901-2000
1963,President John F. Kennedy is assassinated in Dallas on November 22.,Political Assassinations,United States,Texas,1901-2000
1963,"Wendell Oliver Scott became the first black driver to win a major NASCAR race, the Grand National (now Winston Cup) race.",African American Athletes,United States,Virginia,1901-2000
1963,Marian Anderson and Ralph Bunche are the first black winners of the Presidential Medal of Freedom.,Humanitarian Awards,United States,District of Columbia,1901-2000
1964,"On January 8, President Lyndon Johnson in his first State of the Union Address declares unconditional war on poverty in America, thus initiating a broad array of government programs designed to assist the poorest citizens of the nation including a disproportionate number of African Americans.",War on Poverty,United States,District of Columbia,1901-2000
1964,The Student Nonviolent Coordinating Committee (SNCC) organizes the Mississippi Freedom Summer Project.,The Civil Rights Movement,United States,Mississippi,1901-2000
1964,"On February 25, Cassius Clay (later Muhammad Ali) wins the first of three world heavyweight championships in a bout with Sonny Liston in Miami, Florida.",African American Athletes,United States,Florida,1901-2000
1964,"Sidney Poitier wins the Academy Award for Best Actor for his performance in the film, ""Lilies of the Field."" He is the first African American male actor to win in that category.",Black Hollywood,United States,California,1901-2000
1964,"On March 12, Malcolm X announces his break with the Nation of Islam and his founding of the Muslim Mosque in Harlem. On June 28 he founds the Organization of Afro-American Unity in New York City.",20th Century Black Religion,United States,New York,1901-2000
1964,"On June 21 civil rights workers James Chaney, Andrew Goodman and Michael Schwerner are abducted and killed by terrorists in Mississippi.",Racial Violence,United States,Mississippi,1901-2000
1964,The Civil Rights Act of 1964 is passed by Congress on July 2. The act bans discrimination in all public accommodations and by employers. It also establishes the Equal Opportunity Employment Commission (EEOC) to monitor compliance with the law.,Civil Rights Legislation,United States,District of Columbia,1901-2000
1964,The Mississippi Freedom Democratic Party (MFDP) delegation led by Fannie Lou Hamer is denied seating at the Democratic National Convention in Atlantic City in August.,The Civil Rights Movement,United States,New Jersey,1901-2000
1964,"On August 20, President Lyndon Johnson signs the Economic Opportunity Act, initiating the federally-sponsored War on Poverty. The act includes Head Start, Upward Bound, and Volunteers in Service to America (VISTA).",War on Poverty,United States,District of Columbia,1901-2000
1965,"Malcolm X is assassinated at the Audubon Ballroom in the Washington Heights section of Manhattan, New York on February 21.",Political Assassinations,United States,New York,1901-2000
1965,"On March 7, six hundred Alabama civil rights activists stage a Selma-to-Montgomery protest march to draw attention to the continued denial of black voting rights in the state. The marchers are confronted by Alabama State Troopers whose attack on them at the Edmund Pettus Bridge is carried on national television. On March 21, Rev. Martin Luther King, Jr. leads a five-day, 54-mile march retracing the route of the original activists. The 3,300 marchers at the beginning of the trek eventually grow to 25,000 when they reach the Alabama capitol on March 25. After the protest march, President Lyndon Johnson proposes the Voting Rights Act to guarantee black voting throughout the South.",The Civil Rights Movement,United States,Alabama,1901-2000
1965,"In March, the White House releases ""The Negro Family: The Case for National Action,"" popularly known as the Moynihan Report.",The Black Family,United States,District of Columbia,1901-2000
1965,Alex Haley publishes The Autobiography of Malcolm X.,Art and Literature,United States,New York,1901-2000
1965,The Voting Rights Act is signed into law on August 6.,Civil Rights Legislation,United States,District of Columbia,1901-2000
1965,The Watts Uprising (also known as the Watts Rebellion) occurs in the Watts neighborhood of Los Angeles on August 11-16. Thirty four people are killed and one thousand are injured in the five day confrontation.,Racial Violence,United States,California,1901-2000
1965,Maulana Karenga founds the black nationalist organization US in Los Angeles following the Watts Uprising.,Black Organizations,United States,California,1901-2000
1966,"On January 13, Robert Weaver, President Lyndon Baines Johnsons nominee to head the newly created Department of Housing and Urban Development, is confirmed for the post by the U.S. Senate. Weaver becomes the first African American to hold a cabinet post.",Presidential Appointments,United States,District of Columbia,1901-2000
1966,On January 25th Constance Baker Motley is appointed by President Lyndon Baines Johnson to the Federal Bench in New York City. She becomes the first African American woman elevated to a Federal judgeship.,Judicial Appointments,United States,New York,1901-2000
1966,"In May, Stokely Carmichael becomes chairman of SNCC at its headquarters in Atlanta and publicly embraces the concept of black power.  ",Black Nationalism and Black Power,United States,Georgia,1901-2000
1966,"On June 5, James Meredith begins a solitary ""March Against Fear"" for 220 miles from Memphis to Jackson, Mississippi to protest racial discrimination. Soon after crossing into Mississippi Meredith is shot by a sniper. Civil Rights leaders including Martin Luther King (SCLC), Floyd McKissick (CORE) and Stokely Carmichael (SNCC) vow to continue the march which eventually reaches Jackson. While in Greenwood, Carmichael gives his first Black Power speech on June 26.",The Civil Rights Movement,United States,Mississippi,1901-2000
1966,"On October 15, The Black Panther Party is formed in Oakland, California by Bobby Seale and Huey P. Newton.",Black Organizations,United States,California,1901-2000
1966,Andrew F. Brimmer is appointed by President Lyndon Johnson to be the first African American to serve on the Federal Reserve Board.,Presidential Appointments,United States,District of Columbia,1901-2000
1966,"James T. Whitehead, Jr., becomes the first African American to pilot a U-2 spy plane.",African Americans and the Military,United States,n.a.,1901-2000
1966,"On November 8, Edward Brooke of Massachusetts becomes the first African American to be popularly elected to the U.S. Senate.",Black Politics,United States,Massachusetts,1901-2000
1966,"On November 8, Julian Bond wins a seat in the Georgia State Senate. However he is denied the seat by the Georgia Legislature because of his opposition to the Vietnam War. Bond is eventually seated after a bitter court battle.",Black Politics,United States,Georgia,1901-2000
1966,Ruby Doris Smith Robinson becomes Executive Director of SNCC.,The Civil Rights Movement,U.S.,Georgia,1901-2000
1967,"On April 4, Rev. Martin Luther King, Jr. delivers the speech, ""Beyond Vietnam: A Time to Break Silence"" at a meeting of Clergy and Laity Concerned at Riverside Church, New York City.  It is his first public criticism of the Vietnam War.",The Civil Rights Movement,United States,New York,1901-2000
1967,H. Rap Brown becomes chairman of SNCC on May 12 at its headquarters in Atlanta.,Black Nationalism and Black Power,United States,Georgia,1901-2000
1967,"On June 12, the U.S. Supreme Court in Loving v. Virginia strikes down state interracial marriage bans.",Major Judicial Decisions,United States,District of Columbia,1901-2000
1967,"The six-day Newark Riot begins on July 12 and claims 23 dead, 725 injured and 1,500 arrested.",Racial Violence,United States,New Jersey,1901-2000
1967,Solicitor General Thurgood Marshall takes his seat as the first African American Justice on the United States Supreme Court on July 13.,Judicial Appointments,United States,District of Columbia,1901-2000
1967,"On July 23, the Detroit Race Riot erupts. Between July 23 and July 28, 43 are killed, 1,189 are injured and over 7,000 are arrested.",Racial Violence,United States,Michigan,1901-2000
1967,"On November 13, Carl Stokes and Richard G. Hatcher are elected the first black mayors of Cleveland and Gary, Indiana, respectively.",Black Politics,United States,Indiana,1901-2000
1967,Renee Powell becomes the first African American woman to join the Ladies Professional Golf Association (LPGA) Tour.,African American Athletes,U.S.,Florida,1901-2000
1967,Albert William Johnson is the first African American awarded a dealership from a major automaker when he opens an Oldsmobile dealership in a predominately black neighborhood in Chicago.,Black Business,U.S.,Illinois,1901-2000
1968,"On February 8, three students at South Carolina State College in Orangeburg are killed by police in what will be known as the Orangeburg Massacre.",Racial Violence,United States,South Carolina,1901-2000
1968,"The ""Report of the National Advisory Commission on Civil Disorders,"" popularly known as the ""Kerner Report,"" is released in March.",Racial Violence,United States,District of Columbia,1901-2000
1968,"Dr. Martin Luther King, Jr. is assassinated in Memphis, Tennessee on April 4. In the wake of the assassination 125 cities in 29 states experience uprisings. By April 11, 46 people are killed and 35,000 are injured in these confrontations.",Political Assassinations,United States,Tennessee,1901-2000
1968,In April Congress enacts the Civil Rights Act of 1968 which outlaws discrimination in the sale and rental of housing.,Civil Rights Legislation,United States,District of Columbia,1901-2000
1968,New York Senator and Presidential Candidate Robert F. Kennedy is assassinated on June 5 in Los Angeles.,Political Assassinations,United States,California,1901-2000
1968,"On June 19, the Poor Peoples Campaign brings 50,000 demonstrators to Washington, D.C.",War on Poverty,United States,District of Columbia,1901-2000
1968,Arthur Ashe becomes the first African American to win the Men's Singles competition in the U.S. Open.,African American Athletes,United States,New York,1901-2000
1968,San Francisco State University establishes the nations first Black Studies Program in September.,Black Education,United States,California,1901-2000
1968,In November Shirley Chisholm of New York is the first black woman elected to the U.S. Congress.,Black Politics,United States,New York,1901-2000
1968,Elizabeth Duncan Koontz becomes the first African American to serve as president of the National Education Association (NEA).,Black Education,U.S.,District of Columbia,1901-2000
1969,"The Ford Foundation gives one million dollars to Morgan State University, Howard University, and Yale University to help prepare faculty members to teach courses in African American studies.",Black Education,United States,New York,1901-2000
1969,"On May 5, Moneta Sleet, Jr. of Ebony magazine, becomes the first African American to win a Pulitzer Prize in Photography.",Art and Literature,United States,New York,1901-2000
1969,"On September 22, the African American Studies Program begins offering courses at Harvard University.",Black Education,United States,Massachusetts,1901-2000
1969,Robert Chrisman and Nathan Hare publish the first issue of The Black Scholar in November.,Black Education,United States,California,1901-2000
1969,"Howard N. Lee becomes the first African American mayor of Chapel Hill, North Carolina. At the time he is the first African American mayor of a predominately white Southern city.",Black Politics,United States,North Carolina,1901-2000
1969,"On December 4, Chicago police kill Black Panther leaders Fred Hampton and Mark Clarke.",Black Nationalism and Black Power,United States,Illinois,1901-2000
1969,"Jimi Hendrix headlines the Woodstock Musical Festival near Bethel, New York between August 15 and August 18. Over 500,000 people attend what is to that point the largest musical concert in history.",Black Entertainment,United States,New York,1901-2000
1970,"Census of 1970, U.S. population: 204,765,770, Black population: 22,580,289 (11.1 percent)",Black Population,United States,District of Columbia,1901-2000
1970,"Dr. Clifton Wharton, Jr., is named president of Michigan State University on January 2. He is the first African American to lead a major, predominately white university in the 20th Century.",Black Education,United States,Michigan,1901-2000
1970,"On February 18, Bobby Seale and six other six defendants (popularly known as the Chicago Seven) are acquitted of the charge of conspiring to disrupt the 1968 Democratic National Convention.",Black Nationalism and Black Power,United States,New York,1901-2000
1970,The first issue of Essence magazine appears in May.,The Black Press,United States,New York,1901-2000
1970,"On May 15, two students, Philip Lafayette Gibbs and James Earl Green, are killed by police in a confrontation with students at Jackson State University, Jackson, Mississippi.",Racial Violence,United States,Mississippi,1901-2000
1970,"On July 1, Kenneth Gibson becomes the first black mayor of an eastern city when he assumes the post in Newark, New Jersey.",Black Politics,United States,New Jersey,1901-2000
1970,The first issue of Black Enterprise magazine appears in August.,The Black Press,United States,New York,1901-2000
1970,"The San Rafael, California courthouse shooting on August 7 results in the death of Judge Harold Haley and three others including Jonathan Jackson, the younger brother of imprisoned Black Panther George Jackson. UCLA Philosophy Professor Angela Davis is implicated in the shooting and becomes the subject of a nationwide FBI-led search. Davis is captured and brought to trial. She is acquitted of all charges on June 4, 1972.",Black Nationalism and Black Power,United States,California,1901-2000
1970,"On October 12, Charles Gordone becomes the first African American to win a Pulitzer Prize in Drama for his play, ""No Place to Be Somebody.""",Art and Literature,United States,New York,1901-2000
1970,"The Joint Center for Political Studies is established in Washington, D.C.",Black Organizations,United States,District of Columbia,1901-2000
1971,"On January 12th the Congressional Black Caucus is formed in Washington, D.C.",Black Organizastions,United States,District of Columbia,1901-2000
1971,"In July Captain Samuel L. Gravely, Jr. is promoted to Rear Admiral. He becomes the first African American to achieve Flag Rank in the U.S. Navy.",African Americans and the Military,United States,n. a.,1901-2000
1971,"On September 9, nearly 1,200 inmates seize control of half of the New York State Prison at Attica in what will be known as the Attica Prison Riot. Four days later 29 inmates and ten hostages are killed when state troopers and correctional officers suppress the uprising.",Crime and Punishment,United States,New York,1901-2000
1971,"On December 18, Rev. Jesse Jackson founds People United to Save Humanity(PUSH) in Chicago.",Black Organizations,United States,Illinois,1901-2000
1971,"Johnson Products, a hair care company, becomes the first black-owned company to be listed on a major U.S. stock exchange (AMEX).",Black Business,United States,Illinois,1901-2000
1971,"Leroy Satchel Paige becomes the first former Negro Leagues baseball player inducted int the Baseball Hall of Fame at Cooperstown, New York.",Black Athletes,United States,New York,1901-2000
1971,Beverly Johnson is the first black woman to appear on the cover of a major fashion magazine (Glamour).,Black Entertainment,United States,New York,1901-2000
1972,"On March 10-12 several thousand African Americans gather in Gary, Indiana, for the first National Black Political Convention.",Black Politics,United States,Indiana,1901-2000
1972,Over the summer New York Congresswoman Shirley Chisholm makes an unsuccessful bid for the Democratic presidential nomination. She is the first African American to campaign for the nomination.,Black Politics,United States,New York,1901-2000
1972,In November Barbara Jordan of Houston and Andrew Young of Atlanta become the first black Congressional representatives elected from the U.S. South since 1898.,Black Politics,United States,n. a.,1901-2000
1972,The first Haitian boat people arrive in south Florida.,20th Century Black Immigrants,United States,Florida,1901-2000
1972,"Wilt Chamberlain of the Los Angeles Lakers becomes the first National Basketball Association player to score over 30,000 points during his career.",Black Athletes,United States,California,1901-2000
1973,"On May 29, Thomas Bradley is elected the first black mayor of Los Angeles in the modern era. He is reelected four times and thus holds the mayors office for 20 years.",Black Politics,United States,California,1901-2000
1973,The National Black Feminist Organization is established by Eleanor Holmes Norton.,Black Organizations,United States,New York,1901-2000
1973,Marion Wright Edelman creates the Children's Defense Fund.,Black Organizations,United States,District of Columbia,1901-2000
1973,"On October 16, Maynard H. Jackson, Jr. is elected the first black mayor of Atlanta.",Black Politics,United States,Georgia,1901-2000
1973,"On Nov. 6, Coleman Young is elected the first black mayor of Detroit.",Black Politics,United States,Michigan,1901-2000
1974,"On April 8, Henry (Hank) Aaron of the Atlanta Braves hits his 715th home run surpassing Babe Ruth to become the all-time leader in home runs in major league baseball.",African American Athletes,United States,Georgia,1901-2000
1974,"On June 21, U.S. District Judge W. Arthur Garrity issues a court order in Morgan v. Hennigan that initiates a busing program, involving several thousand students.  The order is designed to desegregate the public schools of Boston.",Black Education,United States,Massachusetts,1901-2000
1974,"The largest single gift to date from a black organization is the $132,000 given by the Links, Inc., to the United Negro College Fund on July 1.",Black Organizations,United States,New York,1901-2000
1974,"On November 5, Mervyn Dymally is elected Lieutenant Governor of California along with George Brown who is elected Lieutenant Governor of Colorado the same day. They are the first African Americans to hold these posts in the 20th century.",Black Politics,United States,California,1901-2000
1975,The Morehouse School of Medicine (Atlanta) becomes the only black medical school established in the United States in the 20th Century. The first dean and president of the Morehouse School of Medicine is Dr. Louis Sullivan who later becomes the U.S. Surgeon General.,Black Education,United States,Georgia,1901-2000
1975,"Wallace D. Muhammad assumes control of the Nation of Islam after the death of his father, Elijah Muhammad. He changes the organizations direction and its name to the World Community of al-Islam.",20th Century Black Religion,United States,Michigan,1901-2000
1975,Arthur Ashe becomes the first African American to win the British Men's Singles at Wimbledon.,African American Athletes,United States,n. a.,1901-2000
1975,General Daniel Chappie James of the Air Force becomes the first African American four star general.,African Americans and the Military,United States,Colorado,1901-2000
1975,"On October 12, Frank Robinson becomes the first black Major League Baseball manager when he takes over the Cleveland Indians.",African American Athletes,United States,Ohio,1901-2000
1975,"Lee Elder becomes the first African American golfer to compete in the Masters Tournament in Augusta, Georgia.",Black Athletes,United States,Georgia,1901-2000
1975,William Venoid Banks becomes the first African American to own a television station when he launches WGPR-TV in Detroit.,Radio and Television,United States,Michigan,1901-2000
1975,John Hope Franklin is the first African American elected president of the Organization of American Historians (OAH).  Four years later he will be the fiirst African American elected president of the American Historical Association (AHA).,Black Education,United States,New York,1901-2000
1976,The United States Naval Academy at Annapolis admits women for the first time in June. Janie L. Mines becomes the first African American women cadet to enter. She graduates in 1980.,African Americans and the Military,United States,Maryland,1901-2000
1976,"College and university enrollment for African American students rises sharply from 282,000 in 1966 to 1,062,000 in 1976.",Black Education,United States,n. a.,1901-2000
1976,Texas Congresswoman Barbara Jordan becomes the first African American woman to deliver the keynote address at the Democratic National Convention which meets that year in New York City.,Black Politics,United States,New York,1901-2000
1976,Clara Stanton Jones of Detroit becomes the first African American elected President of the American Library Association.,Black Education,United States,Michigan,1901-2000
1977,"In January, Patricia Harris is appointed by President Jimmy Carter to head Housing and Urban Development. She becomes the first African American woman to hold a cabinet position.",Presidential Appointments,United States,District of Columbia,1901-2000
1977,"In January, Congressman Andrew Young is appointed by President Jimmy Carter to be U.S. Ambassador to the United Nations. He is the first African American to hold that post.",Presidential Appointments,United States,District of Columbia,1901-2000
1977,The eighth and final night for the miniseries based on Alex Haley's Roots is shown on February 3. This final episode achieves the highest ratings to that point for a single television program.,African Americans and the Media,United States,n. a.,1901-2000
1977,"On March 8, Henry L. Marsh III became the first African American mayor of Richmond, Virginia",Black Politics,United States,Virginia,1901-2000
1977,"In September, Randall Robinson founds TransAfrica (now TransAfrica Forum), a lobbying group for Africa, in Washington, D.C.",Black Organizations,United States,District of Columbia,1901-2000
1978,Minister Louis Farrakhan breaks with the World Community of al-Islam and becomes the leader of the revived Nation of Islam.,20th Century Black Religion,United States,Chicago,1901-2000
1978,"On June 28, the U.S. Supreme Court in Regents of the University of California Regents v. Bakke narrowly uphold affirmative action as a legal strategy for addressing past discrimination.",Affirmative Action,United States,District of Columbia,1901-2000
1978,"On September 15, Muhammad Ali becomes the first boxer to win the heavyweight championship three times when he defeats Leon Spinks at the Superdome in New Orleans.",African American Athletes,United States,Louisiana,1901-2000
1978,Max Robinson becomes the first black network anchor when he begins broadcasting for ABC-TV News from Chicago.,Radio and Television,United States,Illinois,1901-2000
1978,Faye Wattleton becomes the first black woman to head Planned Parenthood.,Health and Medicine,United States,District of Columbia,1901-2000
1978,Jill Brown becomes the first black female pilot for a commercial passenger airline (Texas International Airlines).,Black Transportation,United States,Texas,1901-2000
1979,"The Sugar Hill Gang records ""Rappers Delight"" in Harlem.",20th Century Black Music,United States,New York,1901-2000
1979,Franklin Thomas is named president of the Ford Foundation.,Black Education,United States,New York,1901-2000
1979,"Frank E. Petersen, Jr. becomes the first African American to earn the rank of General in the United States Marines.",African Americans and the Military,United States,n. a.,1901-2000
1979,In September Hazel W. Johnson becomes the first African American woman to be promoted to the rank of General in the United States Army.,African Americans and the Military,United States,District of Columbia,1901-2000
1979,"Richard Arrington, Jr. is elected the first African American mayor of Birmingham, Alabama.",Black Politics,United States,Alabama,1901-2000
1979,The Nobel Prize in Economics goes to Sir Arthur Lewis of Princeton University. He is the first black person to win the award in a category other than peace.,Black Education,United States,New Jersey,1901-2000
1980,"Census of 1980, U.S. population: 226,504,825, Black population: 26,482,349 (11.8 percent)",Black Population,United States,District of Columbia,1901-2000
1980,"In January Willie Lewis Brown, Jr. becomes the first African American Speaker in a state legislature when he is selected for the post in the California Assembly. Brown holds the Speakership until 1995 when he is elected Mayor of San Francisco.",Black Politics,United States,California,1901-2000
1980,"On May 17-18 rioting breaks out in Liberty City, Florida (near Miami) after police officers are acquitted for killing an unarmed black man. The riot which generates 15 deaths is the worst in the nation since Detroit in 1967.",Racial Violence,United States,Florida,1901-2000
1980,Toni Cade Bambara's The Salt Eaters wins the American Book Award.,Art and Literature,United States,Georgia,1901-2000
1980,"Robert L. Johnson begins operation of Black Entertainment Television (BET) out of Washington, D.C.",African Americans and the Media,United States,District of Columbia,1901-2000
1980,"The Mariel boatlift transports 125,000 Cubans to Florida including a large number of Afro-Cubans.",International Refugees,United States,Florida,1901-2000
1982,"The struggle of Rev. Ben Chavis and his followers to block a toxic waste dump in Warren County, North Carolina launches a national campaign against environmental racism.",The Enviroment,United States,North Carolina,1901-2000
1982,"Bryant Gumbel is named anchor of The Today Show, becoming the first African American to hold the post on a major network.",African Americans and the Media,United States,New York,1901-2000
1982,"Michael Jackson's album, Thriller, is released. It will eventually sell 45 million copies worldwide, becoming the best selling album in music history.",20th Century Black Music,United States,California,1901-2000
1983,Vanessa Williams becomes the first African American crowned Miss America on September 18 in Atlantic City. In July 1984 she relinquishes her crown to Suzette Charles when nude photos of her appear in Penthouse magazine.,Beauty Pageants,United States,New Jersey,1901-2000
1983,"On April 12, Harold Washington is elected the first black mayor of Chicago.",Black Politics,United States,Illinois,1901-2000
1983,"On August 30, Guion (Guy) S. Bluford, Jr., a crew member on the Challenger,becomes the first African American astronaut to make a space flight.",Exploration and Discovery,United States,Florida,1901-2000
1983,"On November 2, President Ronald Reagan signs a bill establishing January 20 as a federal holiday in honor of Martin Luther King, Jr.",Black Holidays and Celebrations,United States,District of Columbia,1901-2000
1983,Alice Walker's The Color Purple wins the Pulitzer Prize for Fiction.,Art and Literature,United States,New York,1901-2000
1983,"Harvey Bernard Gantt becomes the first African American mayor of Charlotte, North Carolina.",Black Politics,United States,North Carolina,1901-2000
1983,Robert C. Maynard become the first African American to own the major daily newspaper in a large city when he becomes the majority stockholder of the Oakland Tribune.,Newspapers and Other Print Media,United States,California,1901-2000
1984,"On January 2, W. Wilson Goode becomes the first African American mayor of Philadelphia.",Black Politics,United States,Pennsylvania,1901-2000
1984,Rev. Jesse Jackson wins approximately one fourth of the votes cast in the Democratic primaries and caucuses and about one eighth of the convention delegates in a losing bid for the Democratic presidential nomination.,Black Politics,United States,n. a.,1901-2000
1984,"In August Carl Lewis wins four Gold Medals at the Olympics in Los Angeles, matching the record set by Jesse Owens in 1936.",African American Athletes,United States,California,1901-2000
1984,In September The Cosby Show starring Bill Cosby makes its television debut. The show runs for eight seasons and will become the most successful series in television history featuring a mostly African American cast.,African Americans and the Media,United States,California,1901-2000
1984,Russell Simmons forms Def Jam Records in Harlem.,Black Business,United States,New York,1901-2000
1985,"In May, Philadelphia's African American mayor, Wilson Goode, orders the Philadelphia police to bomb the headquarters of MOVE, a local black nationalist organization. The bombing leaves 11 people dead and 250 homeless.",Black Nationalism and Black Power,United States,Pennsylvania,1901-2000
1985,Gwendolyn Brooks of Chicago is named U.S. Poet-Laureate. She is the first African American to hold that honor.,Art and Literature,United States,Illinois,1901-2000
1985,Grambling State University's football coach Eddie Robinson becomes the coach with the most wins in college football history.,Black Athletes,United States,Louisiana,1901-2000
1986,"On January 20, the first national Martin Luther King, Jr. holiday is celebrated.",Black Holidays and Celebrations,United States,n. a.,1901-2000
1986,"On January 28, Dr. Ronald McNair and six other crew members die when the space shuttle Challenger explodes shortly after launch from the Kennedy Space Center in Florida.",Exploration and Discovery,United States,Florida,1901-2000
1986,"The Oprah Winfrey Show with Oprah Winfrey as the talk show host, becomes nationally syndicated.",African Americans and the Media,United States,Illinois,1901-2000
1986,"Spike Lee releases his first feature film, She's Gotta Have It, initiating a new wave of interest in black films and African American filmmakers.",Black Hollywood,United States,New York,1901-2000
1986,"On November 22 Mike Tyson defeates Trevor Berbick for the World Boxing Council heavyweight championship in a title fight in Las Vegas. At the age of 20, Tyson is the youngest fighter to win the crown.",Black Athletes,United States,Nevada,1901-2000
1987,Rita Dove wins the Pulitzer Prize for Poetry.,Art and Literature,United States,New York,1901-2000
1987,"On August 6, Reginald Lewis orchestrates the leveraged buyout of Beatrice Foods to become the first African American CEO of a billion dollar corporation.",Black Business,United States,New York,1901-2000
1987,Neurosurgeon Dr. Benjamin Carson makes medical history when he leads a seventy-member surgical team at Johns Hopkins Hospital in a 22 hour operation separating Siamese twins (the Binder twins) joined at the cranium.,Health and Medicine,United States,Maryland,1901-2000
1987,"On October 28, Brigadier General Fred A. Gordon is appointed Commandant of the Cadets at the U.S. Military Academy at West Point.",African Americans and the Military,United States,New York,1901-2000
1987,"On December 8, Kurt Lidell Schmoke became the first African American elected mayor of Baltimore by popular vote.",Black Politics,United States,Maryland,1901-2000
1987,"August Wilson's play, Fences, wins a Pulitzer Prize and Tony Award.",Art and Literature,United States,New York,1901-2000
1987,"Dr. Johnnetta B. Cole becomes the first African American woman president of Spelman College in Atlanta, Georgia.",Black Education,United States,Georgia,1901-2000
1987,"Aretha Franklin becomes the first woman inducted into the Rock and Roll Hall of Fame in Cleveland, Ohio.",20th Century Black Music,United States,Ohio,1901-2000
1988,"In his second try for the Democratic Presidential nomination Jesse L. Jacksonreceives 1,218 delegate votes at the Democratic National Convention on July 20. The number needed for the nomination, which goes to Michael Dukakis, was 2,082.",Black Politics,United States,n. a.,1901-2000
1988,"In September, Temple University offers the first Ph.D. in African American Studies.",Black Education,United States,Pennsylvania,1901-2000
1988,"On November 4, Comedian Bill Cosby announces his gift of $20 million to Spelman College. This is the largest donation ever made by a black American to a college or university.",Black Education,United States,Georgia,1901-2000
1989,"On January 29, Barbara C. Harris is installed as the first woman bishop in the Episcopal (Anglican) Church.",20th Century Black Religion,United States,Massachusetts,1901-2000
1989,"On February 7, Ronald H. Brown is elected chair of the Democratic National Committee, becoming the first African American to head one of the two major political parties.",Black Politics,United States,District of Columbia,1901-2000
1989,In March Frederick Drew Gregory becomes the first African American to command a space shuttle when he leads the crew of the Discovery.,Exploration and Discovery,United States,Florida,1901-2000
1989,"On August 10, General Colin L. Powell is named chair of the United States Joint Chiefs of Staff, the first African American to hold the post.",African Americans and the Military,United States,District of Columbia,1901-2000
1989,"On November 7, L. Douglas Wilder wins the governorship of Virginia, making him the first African American to be popularly elected to that office. On the same day David Dinkins and Norm Rice are the first African Americans elected as mayors of New York and Seattle respectively.",Black Politics,United States,Virginia,1901-2000
1989,Bill White becomes the first African American league president when he is chosen to head Major League Baseball's National League.,African American Athletes,United States,New York,1901-2000
1989,Art Shell becomes the first African American head coach in National Football League (NFL) in the post-World War II era when he is hired to lead the Oakland Raiders.,African American Athletes,United States,California,1901-2000
1989,Mahlon Martin becomes the first African American to head the Rockefeller Foundation.,Black Education,United States,New York,1901-2000
1990,"Census of 1990, U.S. population: 248,709,878, Black population: 29,986,060 (12 percent)",Black Population,United States,District of Columbia,1901-2000
1990,August Wilson wins a Pulitzer Prize for the play The Piano Lesson.,Art and Literature,United States,New York,1901-2000
1990,"In November when Sharon Pratt Kelly is elected mayor of Washington, D.C., she becomes the first African American woman to lead a large American city.",Black Politics,The United States,District of Columbia,1901-2000
1990,Marcelite Jordan Harris is the first black woman brigadier general in the U.S. Army and the first woman to command a mostly male battalion.,African Americans in the Military,United States,Virginia,1901-2000
1990,Walter E. Massey is the first African American to head the National Science Foundation.,Science and Technology,United States,District of Columbia,1901-2000
1990,Donna Marie Cheek becomes the first black member of the U.S. Equestrian Team.,African American Athletes,United States,California,1901-2000
1990,"Carole Ann-Marie Gist of Detroit, Michigan becomes the first African American to win the Miss USA pageant.",Beauty Pageants,United States,Kansas,1901-2000
1991,"On January 15, Roland Burris becomes the first black attorney general of Illinois. From 2009 to 2011 he serves as U.S. Senator from Illionis, completing the unexpired term of Barack Obama who is elected President of the United States. ",Black Politics,United States,Illinois,1901-2000
1991,"On March 3, Los Angeles police use force to arrest Rodney King after a San Fernando Valley traffic stop. The beating of King is captured on videotape and broadcast widely prompting, an investigation and subsequent trial of three officers.",Crime and Punishment,United States,California,1901-2000
1991,"On April 10, Emanuel Cleaver II is sworn in as the first African American mayor of Kansas City, Missouri.",Black Politics,United States,Missouri,1901-2000
1991,"On June 18, Wellington Webb becomes the first African American mayor of Denver, Colorado.",Black Politics,United States,Colorado,1901-2000
1991,"On October 23, Federal Judge Clarence Thomas, nominated by President George H.W. Bush, is confirmed by the U.S. Senate and takes his seat on the U.S. Supreme Court.",Judicial Appointments,United States,District of Columbia,1901-2000
1991,"Julie Dash releases Daughters of the Dust, the first feature film by an African American woman.",Black Hollywood,United States,New York,1901-2000
1991,Physicist Walter Massey becomes the first African American director of the National Science Foundation.,Exploration and Discovery,United States,District of Columbia,1901-2000
1992,"In March Willie W. Herenton was elected the first African American mayor of Memphis, Tennessee.",Black Politics,United States,Tennessee,1901-2000
1992,"On April 29, a Simi Valley, California jury acquits the three officers accused of beating Rodney King. The verdict triggers a three day uprising in Los Angeles called the Rodney King Riot that results in over 50 people killed, over 2,000 injured and 8,000 arrested.",Crime and Punishment,United States,California,1901-2000
1992,"On September 12, Dr. Mae Carol Jemison becomes the first African American woman in space when she travels on board the space shuttle Endeavor.",Exploration and Discovery,United States,Florida,1901-2000
