"","name","team","game_year","game_week","rush_att","rush_yds","rush_avg","rush_tds","rush_fumbles","rec","rec_yds","rec_avg","rec_tds","rec_fumbles","pass_att","pass_yds","pass_tds","int","sck","pass_fumbles","rate","position"
"60012","Brandon Pettigrew","DET",2010,15,NA,NA,NA,NA,NA,2,25,12.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60013","Jeremy Shockey","NO",2010,15,NA,NA,NA,NA,NA,3,25,8.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60014","Devin Hester","CHI",2010,15,NA,NA,NA,NA,NA,2,23,11.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60015","Sidney Rice","MIN",2010,15,NA,NA,NA,NA,NA,2,23,11.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60016","Steve Smith","CAR",2010,15,NA,NA,NA,NA,NA,2,22,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60017","Darrius Heyward-Bey","OAK",2010,15,NA,NA,NA,NA,NA,1,20,20,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60018","Nate Washington","TEN",2010,15,NA,NA,NA,NA,NA,2,20,10,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60019","Bryant Johnson","DET",2010,15,NA,NA,NA,NA,NA,1,19,19,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60020","Dustin Keller","NYJ",2010,15,NA,NA,NA,NA,NA,3,19,6.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60021","Micheal Spurlock","TB",2010,15,NA,NA,NA,NA,NA,1,19,19,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60022","Greg Camarillo","MIN",2010,15,NA,NA,NA,NA,NA,1,18,18,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60023","Tony Scheffler","DET",2010,15,NA,NA,NA,NA,NA,3,18,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60024","Michael Crabtree","SF",2010,15,NA,NA,NA,NA,NA,3,17,5.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60025","Robert Meachem","NO",2010,15,NA,NA,NA,NA,NA,2,17,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60026","Jeff King","CAR",2010,15,NA,NA,NA,NA,NA,1,16,16,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60027","Jordy Nelson","GB",2010,15,NA,NA,NA,NA,NA,1,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60028","Blair White","IND",2010,15,NA,NA,NA,NA,NA,1,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60029","Antonio Brown","PIT",2010,15,NA,NA,NA,NA,NA,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60030","T.J. Houshmandzadeh","BAL",2010,15,NA,NA,NA,NA,NA,1,15,15,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60031","Quinn Johnson","GB",2010,15,NA,NA,NA,NA,NA,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60032","Lorenzo Booker","MIN",2010,15,NA,NA,NA,NA,NA,2,14,7,0,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60033","Ted Ginn","SF",2010,15,NA,NA,NA,NA,NA,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60034","Cameron Morrah","SEA",2010,15,NA,NA,NA,NA,NA,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60035","Louis Murphy","OAK",2010,15,NA,NA,NA,NA,NA,1,14,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60036","Jordan Shipley","CIN",2010,15,NA,NA,NA,NA,NA,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60037","Delanie Walker","SF",2010,15,NA,NA,NA,NA,NA,3,14,4.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60038","Devin Aromashodu","CHI",2010,15,NA,NA,NA,NA,NA,1,13,13,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60039","Patrick Cobbs","MIA",2010,15,NA,NA,NA,NA,NA,1,13,13,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60040","Tim Castille","KC",2010,15,NA,NA,NA,NA,NA,1,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60041","Chris Gronkowski","DAL",2010,15,NA,NA,NA,NA,NA,1,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60042","Andrew Quarless","GB",2010,15,NA,NA,NA,NA,NA,2,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60043","Quan Cosby","CIN",2010,15,NA,NA,NA,NA,NA,1,11,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60044","Mohamed Massaquoi","CLE",2010,15,NA,NA,NA,NA,NA,1,11,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60045","Justin Peelle","ATL",2010,15,NA,NA,NA,NA,NA,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60046","Rashied Davis","CHI",2010,15,NA,NA,NA,NA,NA,1,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60047","John Gilmore","TB",2010,15,NA,NA,NA,NA,NA,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60048","Richard Quinn","DEN",2010,15,NA,NA,NA,NA,NA,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60049","Dante Rosario","CAR",2010,15,NA,NA,NA,NA,NA,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60050","Scott Chandler","BUF",2010,15,NA,NA,NA,NA,NA,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60051","Early Doucet","ARI",2010,15,NA,NA,NA,NA,NA,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60052","Antwaan Randle El","PIT",2010,15,NA,NA,NA,NA,NA,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60053","Laurent Robinson","",2010,15,NA,NA,NA,NA,NA,2,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60054","Ben Obomanu","SEA",2010,15,NA,NA,NA,NA,NA,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60055","Stephen Spach","ARI",2010,15,NA,NA,NA,NA,NA,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60056","Jermaine Gresham","CIN",2010,15,NA,NA,NA,NA,NA,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60057","Jim Kleinsasser","MIN",2010,15,NA,NA,NA,NA,NA,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60058","Gijon Robinson","IND",2010,15,NA,NA,NA,NA,NA,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60059","Brett Swain","GB",2010,15,NA,NA,NA,NA,NA,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60060","Brandon Stokley","SEA",2010,15,NA,NA,NA,NA,NA,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60061","Brandon Tate","NE",2010,15,NA,NA,NA,NA,NA,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60062","Travis Beckum","NYG",2010,15,NA,NA,NA,NA,NA,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60063","Joshua Cribbs","CLE",2010,15,NA,NA,NA,NA,NA,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60064","Vernon Davis","SF",2010,15,NA,NA,NA,NA,NA,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60065","Clay Harbor","PHI",2010,15,NA,NA,NA,NA,NA,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60066","Alge Crumpler","NE",2010,15,NA,NA,NA,NA,NA,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60067","Reggie Kelly","CIN",2010,15,NA,NA,NA,NA,NA,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60068","Martellus Bennett","DAL",2010,15,NA,NA,NA,NA,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60069","Anquan Boldin","BAL",2010,15,NA,NA,NA,NA,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60070","Leonard Pope","KC",2010,15,NA,NA,NA,NA,NA,1,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60071","Chansi Stuckey","CLE",2010,15,NA,NA,NA,NA,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60072","Justin Gage","TEN",2010,15,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60073","Sammie Stroughter","TB",2010,15,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60074","Danario Alexander","",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60075","Hank Baskett","MIN",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60076","Bernard Berrian","MIN",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60077","Tom Crabtree","GB",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60078","Dorin Dickerson","HOU",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60079","Julian Edelman","NE",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60080","Heath Evans","NO",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60081","Daniel Graham","DEN",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60082","Ahmard Hall","TEN",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60083","David Johnson","PIT",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60084","Manuel Johnson","DAL",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60085","Reagan Maui'a","ARI",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60086","Le'Ron McClain","BAL",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60087","Corey McIntyre","BUF",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60088","Ovie Mughelli","ATL",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60089","Matthew Mulligan","NYJ",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60090","Kassim Osgood","",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60091","Dennis Pitta","BAL",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60092","Ryan Purvis","TB",2010,15,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60093","David Reed","BAL",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60094","Andre Roberts","ARI",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60095","Eddie Royal","DEN",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60096","Craig Stevens","TEN",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60097","Jonathan Stupar","BUF",2010,15,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60098","Roydell Williams","WAS",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60099","Kris Wilson","",2010,15,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60100","Dwayne Bowe","KC",2010,16,NA,NA,NA,NA,NA,6,153,25.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60101","Greg Jennings","GB",2010,16,NA,NA,NA,NA,NA,7,142,20.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60102","Mario Manningham","NYG",2010,16,NA,NA,NA,NA,NA,4,132,33,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60103","Jordy Nelson","GB",2010,16,NA,NA,NA,NA,NA,4,124,31,1,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60104","Jerome Simpson","CIN",2010,16,NA,NA,NA,NA,NA,6,124,20.7,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60105","Michael Crabtree","SF",2010,16,NA,NA,NA,NA,NA,6,122,20.3,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60106","Brandon Lloyd","DEN",2010,16,NA,NA,NA,NA,NA,5,111,22.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60107","Andre Roberts","ARI",2010,16,NA,NA,NA,NA,NA,5,110,22,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60108","Mike Wallace","PIT",2010,16,NA,NA,NA,NA,NA,4,104,26,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60109","Brandon Marshall","MIA",2010,16,NA,NA,NA,NA,NA,10,102,10.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60110","Robert Meachem","NO",2010,16,NA,NA,NA,NA,NA,10,101,10.1,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60111","Danario Alexander","",2010,16,NA,NA,NA,NA,NA,6,99,16.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60112","Kellen Winslow","TB",2010,16,NA,NA,NA,NA,NA,7,98,14,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60113","Brent Celek","PHI",2010,16,NA,NA,NA,NA,NA,10,97,9.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60114","Jared Cook","TEN",2010,16,NA,NA,NA,NA,NA,5,96,19.2,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60115","Hakeem Nicks","NYG",2010,16,NA,NA,NA,NA,NA,4,93,23.2,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60116","Johnny Knox","CHI",2010,16,NA,NA,NA,NA,NA,4,92,23,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60117","Jabar Gaffney","DEN",2010,16,NA,NA,NA,NA,NA,4,90,22.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60118","Kenny Britt","TEN",2010,16,NA,NA,NA,NA,NA,4,89,22.2,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60119","Andre Caldwell","CIN",2010,16,NA,NA,NA,NA,NA,4,87,21.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60120","Santana Moss","WAS",2010,16,NA,NA,NA,NA,NA,5,85,17,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60121","Dustin Keller","NYJ",2010,16,NA,NA,NA,NA,NA,7,79,11.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60122","Braylon Edwards","NYJ",2010,16,NA,NA,NA,NA,NA,6,78,13,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60123","Jacob Tamme","IND",2010,16,NA,NA,NA,NA,NA,7,78,11.1,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60124","Jason Hill","",2010,16,NA,NA,NA,NA,NA,4,77,19.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60125","Jeremy Maclin","PHI",2010,16,NA,NA,NA,NA,NA,6,74,12.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60126","Brandon Pettigrew","DET",2010,16,NA,NA,NA,NA,NA,4,74,18.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60127","Naaman Roosevelt","BUF",2010,16,NA,NA,NA,NA,NA,4,74,18.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60128","Owen Daniels","HOU",2010,16,NA,NA,NA,NA,NA,8,73,9.1,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60129","Heath Miller","PIT",2010,16,NA,NA,NA,NA,NA,5,73,14.6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60130","Vernon Davis","SF",2010,16,NA,NA,NA,NA,NA,3,70,23.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60131","Zach Miller","OAK",2010,16,NA,NA,NA,NA,NA,9,66,7.3,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60132","Tony Moeaki","KC",2010,16,NA,NA,NA,NA,NA,5,63,12.6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60133","Legedu Naanee","",2010,16,NA,NA,NA,NA,NA,4,59,14.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60134","Steve Johnson","BUF",2010,16,NA,NA,NA,NA,NA,5,58,11.6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60135","Jermaine Gresham","CIN",2010,16,NA,NA,NA,NA,NA,4,56,14,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60136","Rob Gronkowski","NE",2010,16,NA,NA,NA,NA,NA,4,54,13.5,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60137","Vincent Jackson","",2010,16,NA,NA,NA,NA,NA,4,54,13.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60138","Donald Jones","BUF",2010,16,NA,NA,NA,NA,NA,5,54,10.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60139","Emmanuel Sanders","PIT",2010,16,NA,NA,NA,NA,NA,4,54,13.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60140","Danny Amendola","",2010,16,NA,NA,NA,NA,NA,8,53,6.6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60141","Calvin Johnson","DET",2010,16,NA,NA,NA,NA,NA,4,52,13,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60142","Derrick Mason","BAL",2010,16,NA,NA,NA,NA,NA,4,50,12.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60143","Chris Cooley","WAS",2010,16,NA,NA,NA,NA,NA,5,48,9.6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60144","Devin Hester","CHI",2010,16,NA,NA,NA,NA,NA,3,48,16,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60145","Lance Moore","NO",2010,16,NA,NA,NA,NA,NA,4,48,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60146","Jason Witten","DAL",2010,16,NA,NA,NA,NA,NA,8,45,5.6,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60147","Donald Driver","GB",2010,16,NA,NA,NA,NA,NA,3,44,14.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60148","Mickey Shuler","MIA",2010,16,NA,NA,NA,NA,NA,2,44,22,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60149","Mike Williams","TB",2010,16,NA,NA,NA,NA,NA,3,44,14.7,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60150","Roddy White","ATL",2010,16,NA,NA,NA,NA,NA,3,43,14.3,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60151","Darrius Heyward-Bey","OAK",2010,16,NA,NA,NA,NA,NA,4,40,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60152","Michael Jenkins","ATL",2010,16,NA,NA,NA,NA,NA,5,40,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60153","Kelley Washington","",2010,16,NA,NA,NA,NA,NA,5,40,8,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60154","Reggie Wayne","IND",2010,16,NA,NA,NA,NA,NA,3,40,13.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60155","Josh Morgan","SF",2010,16,NA,NA,NA,NA,NA,2,39,19.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60156","Chansi Stuckey","CLE",2010,16,NA,NA,NA,NA,NA,4,39,9.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60157","Hines Ward","PIT",2010,16,NA,NA,NA,NA,NA,3,38,12.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60158","Marcedes Lewis","",2010,16,NA,NA,NA,NA,NA,3,37,12.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60159","Nate Washington","TEN",2010,16,NA,NA,NA,NA,NA,3,37,12.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60160","James Jones","GB",2010,16,NA,NA,NA,NA,NA,4,36,9,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60161","Louis Murphy","OAK",2010,16,NA,NA,NA,NA,NA,2,36,18,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60162","Brian Robiskie","CLE",2010,16,NA,NA,NA,NA,NA,2,35,17.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60163","Davone Bess","MIA",2010,16,NA,NA,NA,NA,NA,5,34,6.8,1,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60164","Joel Dreessen","HOU",2010,16,NA,NA,NA,NA,NA,3,33,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60165","T.J. Houshmandzadeh","BAL",2010,16,NA,NA,NA,NA,NA,4,32,8,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60166","Visanthe Shiancoe","MIN",2010,16,NA,NA,NA,NA,NA,3,32,10.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60167","Anthony Fasano","MIA",2010,16,NA,NA,NA,NA,NA,2,31,15.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60168","Max Komar","ARI",2010,16,NA,NA,NA,NA,NA,3,31,10.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60169","Mike Sims-Walker","",2010,16,NA,NA,NA,NA,NA,1,31,31,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60170","Dezmon Briscoe","TB",2010,16,NA,NA,NA,NA,NA,2,28,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60171","Daniel Fells","",2010,16,NA,NA,NA,NA,NA,3,28,9.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60172","John Carlson","SEA",2010,16,NA,NA,NA,NA,NA,3,27,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60173","Larry Fitzgerald","ARI",2010,16,NA,NA,NA,NA,NA,1,26,26,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60174","Jimmy Graham","NO",2010,16,NA,NA,NA,NA,NA,4,26,6.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60175","Deion Branch","NE",2010,16,NA,NA,NA,NA,NA,2,25,12.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60176","Danny Ware","NYG",2010,16,NA,NA,NA,NA,NA,2,24,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60177","Martellus Bennett","DAL",2010,16,NA,NA,NA,NA,NA,3,22,7.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60178","Ted Ginn","SF",2010,16,NA,NA,NA,NA,NA,1,22,22,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60179","Eddie Royal","DEN",2010,16,NA,NA,NA,NA,NA,2,22,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60180","Benjamin Watson","CLE",2010,16,NA,NA,NA,NA,NA,3,22,7.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60181","James Casey","HOU",2010,16,NA,NA,NA,NA,NA,1,21,21,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60182","Marques Colston","NO",2010,16,NA,NA,NA,NA,NA,2,21,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60183","Tom Crabtree","GB",2010,16,NA,NA,NA,NA,NA,1,21,21,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60184","Jacoby Ford","OAK",2010,16,NA,NA,NA,NA,NA,2,21,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60185","Antonio Brown","PIT",2010,16,NA,NA,NA,NA,NA,2,20,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60186","Ovie Mughelli","ATL",2010,16,NA,NA,NA,NA,NA,2,20,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60187","Micheal Spurlock","TB",2010,16,NA,NA,NA,NA,NA,1,20,20,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60188","Blair White","IND",2010,16,NA,NA,NA,NA,NA,2,20,10,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60189","Wes Welker","NE",2010,16,NA,NA,NA,NA,NA,3,19,6.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60190","Ben Obomanu","SEA",2010,16,NA,NA,NA,NA,NA,2,18,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60191","Chris Chambers","KC",2010,16,NA,NA,NA,NA,NA,3,17,5.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60192","Sam Hurd","DAL",2010,16,NA,NA,NA,NA,NA,2,17,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60193","Steve Smith","CAR",2010,16,NA,NA,NA,NA,NA,3,17,5.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60194","Delanie Walker","SF",2010,16,NA,NA,NA,NA,NA,3,17,5.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
