data_type,tax_status,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year,tax_rate
Barrels Produced,Sub Total Taxable,2013,12,Sub Total Taxable,13074570,13119269,177628189,180346063,$7/$18 per barrel
Barrels Produced,Tax Free,2013,12,For export,395989,428274,5313658,5034069,$7/$18 per barrel
Barrels Produced,Tax Free,2013,12,For vessels and aircraft,2,0,664,105,$7/$18 per barrel
Barrels Produced,Tax Free,2013,12,Consumed on brewery premises,15507,11334,72454,51054,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,12,Sub Total Tax-Free,411498,439608,5386776,5085228,$7/$18 per barrel
Barrels Produced,Totals,2013,12,Total Removals,13486068,13558877,183014965,185431291,$7/$18 per barrel
Barrels Produced,Totals,2013,12,Stocks On Hand end-of-month:,9877220,9868640,126892521,126677782,$7/$18 per barrel
Barrels Produced,Totals,2014,1,Production,15345680,15037183,15345680,15037183,$7/$18 per barrel
Barrels Produced,Taxable,2014,1,In bottles and cans,12390892,12292609,12390892,12292609,$7/$18 per barrel
Barrels Produced,Taxable,2014,1,In kegs,1338104,1413677,1338104,1413677,$7/$18 per barrel
Barrels Produced,Taxable,2014,1,"Tax Determined, Premises Use",7502,7443,7502,7443,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,1,Sub Total Taxable,13736498,13713729,13736498,13713729,$7/$18 per barrel
Barrels Produced,Tax Free,2014,1,For export,351441,350896,351441,350896,$7/$18 per barrel
Barrels Produced,Tax Free,2014,1,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2014,1,Consumed on brewery premises,1251,1140,1251,1140,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,1,Sub Total Tax-Free,352692,352036,352692,352036,$7/$18 per barrel
Barrels Produced,Totals,2014,1,Total Removals,14089190,14065765,14089190,14065765,$7/$18 per barrel
Barrels Produced,Totals,2014,1,Stocks On Hand end-of-month:,10412893,9912570,10412893,9912570,$7/$18 per barrel
Barrels Produced,Totals,2014,2,Production,14426009,14594886,29776281,29633468,$7/$18 per barrel
Barrels Produced,Taxable,2014,2,In bottles and cans,12132162,11645937,24525530,23939006,$7/$18 per barrel
Barrels Produced,Taxable,2014,2,In kegs,1240984,1274295,2582236,2688645,$7/$18 per barrel
Barrels Produced,Taxable,2014,2,"Tax Determined, Premises Use",7496,7148,14998,14591,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,2,Sub Total Taxable,13380642,12927380,27122764,26642242,$7/$18 per barrel
Barrels Produced,Tax Free,2014,2,For export,402904,364352,752905,715248,$7/$18 per barrel
Barrels Produced,Tax Free,2014,2,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2014,2,Consumed on brewery premises,1099,1095,2396,2294,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,2,Sub Total Tax-Free,404003,365447,755301,717542,$7/$18 per barrel
Barrels Produced,Totals,2014,2,Total Removals,13784645,13292827,27878065,27359784,$7/$18 per barrel
Barrels Produced,Totals,2014,2,Stocks On Hand end-of-month:,10510757,10538192,20930486,20454191,$7/$18 per barrel
Barrels Produced,Totals,2014,3,Production,16219043,16339075,46027578,45977284,$7/$18 per barrel
Barrels Produced,Taxable,2014,3,In bottles and cans,12938927,13016398,37474714,36957684,$7/$18 per barrel
Barrels Produced,Taxable,2014,3,In kegs,1627799,1641435,4219098,4331930,$7/$18 per barrel
Barrels Produced,Taxable,2014,3,"Tax Determined, Premises Use",110218,145310,125254,159901,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,3,Sub Total Taxable,14676944,14803143,41819066,41449515,$7/$18 per barrel
Barrels Produced,Tax Free,2014,3,For export,490133,389302,1243038,1104550,$7/$18 per barrel
Barrels Produced,Tax Free,2014,3,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2014,3,Consumed on brewery premises,15134,13546,17735,15849,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,3,Sub Total Tax-Free,505267,402848,1260773,1120399,$7/$18 per barrel
Barrels Produced,Totals,2014,3,Total Removals,15182211,15205991,43079839,42569914,$7/$18 per barrel
Barrels Produced,Totals,2014,3,Stocks On Hand end-of-month:,10906769,11034737,31873056,31493291,$7/$18 per barrel
Barrels Produced,Totals,2014,4,Production,16461416,16279425,62531595,62216814,$7/$18 per barrel
Barrels Produced,Taxable,2014,4,In bottles and cans,13384105,13573715,50868870,50531572,$7/$18 per barrel
Barrels Produced,Taxable,2014,4,In kegs,1518768,1483393,5756954,5815725,$7/$18 per barrel
Barrels Produced,Taxable,2014,4,"Tax Determined, Premises Use",6742,9133,135477,140514,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,4,Sub Total Taxable,14909615,15066241,56761301,56487811,$7/$18 per barrel
Barrels Produced,Tax Free,2014,4,For export,518471,419208,1767908,1523758,$7/$18 per barrel
Barrels Produced,Tax Free,2014,4,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2014,4,Consumed on brewery premises,1716,1368,19794,17270,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,4,Sub Total Tax-Free,520187,420576,1787702,1541028,$7/$18 per barrel
Barrels Produced,Totals,2014,4,Total Removals,15429802,15486817,58549003,58028839,$7/$18 per barrel
Barrels Produced,Totals,2014,4,Stocks On Hand end-of-month:,10942460,10986275,42835199,42479658,$7/$18 per barrel
Barrels Produced,Totals,2014,5,Production,17677446,17559626,80220585,79777393,$7/$18 per barrel
Barrels Produced,Taxable,2014,5,In bottles and cans,14520258,14782872,65394222,65314972,$7/$18 per barrel
Barrels Produced,Taxable,2014,5,In kegs,1475909,1540511,7242699,7357468,$7/$18 per barrel
Barrels Produced,Taxable,2014,5,"Tax Determined, Premises Use",7679,7981,143877,148016,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,5,Sub Total Taxable,16003846,16331364,72780798,72820456,$7/$18 per barrel
Barrels Produced,Tax Free,2014,5,For export,534184,485350,2301519,2008341,$7/$18 per barrel
Barrels Produced,Tax Free,2014,5,For vessels and aircraft,29,0,29,0,$7/$18 per barrel
Barrels Produced,Tax Free,2014,5,Consumed on brewery premises,1751,1829,22154,19099,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,5,Sub Total Tax-Free,535964,487179,2323702,2027440,$7/$18 per barrel
Barrels Produced,Totals,2014,5,Total Removals,16539810,16818543,75104500,74847896,$7/$18 per barrel
Barrels Produced,Totals,2014,5,Stocks On Hand end-of-month:,11285310,11014480,54130023,53494526,$7/$18 per barrel
Barrels Produced,Totals,2014,6,Production,17986393,17900275,98248121,97688145,$7/$18 per barrel
Barrels Produced,Taxable,2014,6,In bottles and cans,14631411,14812671,80043240,80132149,$7/$18 per barrel
Barrels Produced,Taxable,2014,6,In kegs,1713913,1719097,8972753,9081371,$7/$18 per barrel
Barrels Produced,Taxable,2014,6,"Tax Determined, Premises Use",125880,129715,271635,278359,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,6,Sub Total Taxable,16471204,16661483,89287628,89491879,$7/$18 per barrel
Barrels Produced,Tax Free,2014,6,For export,534398,417715,2835907,2425995,$7/$18 per barrel
Barrels Produced,Tax Free,2014,6,For vessels and aircraft,0,661,29,661,$7/$18 per barrel
Barrels Produced,Tax Free,2014,6,Consumed on brewery premises,17640,16925,39901,36024,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,6,Sub Total Tax-Free,552038,435301,2875837,2462680,$7/$18 per barrel
Barrels Produced,Totals,2014,6,Total Removals,17023242,17096784,92163465,91954559,$7/$18 per barrel
Barrels Produced,Totals,2014,6,Stocks On Hand end-of-month:,11444083,11201603,65586759,64699954,$7/$18 per barrel
Barrels Produced,Totals,2014,7,Production,17654624,17357978,115938680,115048708,$7/$18 per barrel
Barrels Produced,Taxable,2014,7,In bottles and cans,14793439,14637967,94845479,94770752,$7/$18 per barrel
Barrels Produced,Taxable,2014,7,In kegs,1533395,1498889,10528944,10581864,$7/$18 per barrel
Barrels Produced,Taxable,2014,7,"Tax Determined, Premises Use",8028,8942,282199,287301,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,7,Sub Total Taxable,16334862,16145798,105656622,105639917,$7/$18 per barrel
Barrels Produced,Tax Free,2014,7,For export,502064,522137,3338076,2948132,$7/$18 per barrel
Barrels Produced,Tax Free,2014,7,For vessels and aircraft,0,0,30,661,$7/$18 per barrel
Barrels Produced,Tax Free,2014,7,Consumed on brewery premises,1810,1967,41997,37991,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,7,Sub Total Tax-Free,503874,524104,3380103,2986784,$7/$18 per barrel
Barrels Produced,Totals,2014,7,Total Removals,16838736,16669902,109036725,108626701,$7/$18 per barrel
Barrels Produced,Totals,2014,7,Stocks On Hand end-of-month:,11217007,10947854,76822079,75650556,$7/$18 per barrel
Barrels Produced,Totals,2014,8,Production,16255781,17253015,132270818,132307226,$7/$18 per barrel
Barrels Produced,Taxable,2014,8,In bottles and cans,13887322,14644801,108769641,109415698,$7/$18 per barrel
Barrels Produced,Taxable,2014,8,In kegs,1420427,1503685,11971310,12088375,$7/$18 per barrel
Barrels Produced,Taxable,2014,8,"Tax Determined, Premises Use",8409,8286,294672,295587,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,8,Sub Total Taxable,15316158,16156772,121035623,121799660,$7/$18 per barrel
Barrels Produced,Tax Free,2014,8,For export,392942,463922,3731321,3412054,$7/$18 per barrel
Barrels Produced,Tax Free,2014,8,For vessels and aircraft,0,0,30,661,$7/$18 per barrel
Barrels Produced,Tax Free,2014,8,Consumed on brewery premises,1747,1953,44531,39944,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,8,Sub Total Tax-Free,394689,465875,3775882,3452659,$7/$18 per barrel
Barrels Produced,Totals,2014,8,Total Removals,15710847,16622647,124811505,125252319,$7/$18 per barrel
Barrels Produced,Totals,2014,8,Stocks On Hand end-of-month:,10944447,10855055,87826861,86506214,$7/$18 per barrel
Barrels Produced,Totals,2014,9,Production,15901307,15993299,148213445,148301114,$7/$18 per barrel
Barrels Produced,Taxable,2014,9,In bottles and cans,13230362,13466087,122014909,122881798,$7/$18 per barrel
Barrels Produced,Taxable,2014,9,In kegs,1708867,1680589,13691409,13768994,$7/$18 per barrel
Barrels Produced,Taxable,2014,9,"Tax Determined, Premises Use",134312,134408,431435,429325,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,9,Sub Total Taxable,15073541,15281084,136137753,137080117,$7/$18 per barrel
Barrels Produced,Tax Free,2014,9,For export,412707,495589,4145501,3907643,$7/$18 per barrel
Barrels Produced,Tax Free,2014,9,For vessels and aircraft,21,1,51,662,$7/$18 per barrel
Barrels Produced,Tax Free,2014,9,Consumed on brewery premises,20038,16904,65713,56803,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,9,Sub Total Tax-Free,432766,512494,4211265,3965108,$7/$18 per barrel
Barrels Produced,Totals,2014,9,Total Removals,15506307,15793578,140349018,141045225,$7/$18 per barrel
Barrels Produced,Totals,2014,9,Stocks On Hand end-of-month:,10675680,10510728,98517840,97017209,$7/$18 per barrel
Barrels Produced,Totals,2014,10,Production,15393709,15512062,163674727,163813638,$7/$18 per barrel
Barrels Produced,Taxable,2014,10,In bottles and cans,12794401,12817717,134827575,135699347,$7/$18 per barrel
Barrels Produced,Taxable,2014,10,In kegs,1423017,1455796,15144990,15225313,$7/$18 per barrel
Barrels Produced,Taxable,2014,10,"Tax Determined, Premises Use",7981,8521,444514,437846,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,10,Sub Total Taxable,14225399,14282034,150417079,151362506,$7/$18 per barrel
Barrels Produced,Tax Free,2014,10,For export,472508,554835,4618030,4462817,$7/$18 per barrel
Barrels Produced,Tax Free,2014,10,For vessels and aircraft,0,0,51,662,$7/$18 per barrel
Barrels Produced,Tax Free,2014,10,Consumed on brewery premises,1461,1694,69701,58507,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,10,Sub Total Tax-Free,473969,556529,4687782,4521986,$7/$18 per barrel
Barrels Produced,Totals,2014,10,Total Removals,14699368,14838563,155104861,155884492,$7/$18 per barrel
Barrels Produced,Totals,2014,10,Stocks On Hand end-of-month:,10228531,10351467,108779279,107369131,$7/$18 per barrel
Barrels Produced,Totals,2014,11,Production,13529392,13939231,177251966,177759298,$7/$18 per barrel
Barrels Produced,Taxable,2014,11,In bottles and cans,11344554,12088062,146180170,147790065,$7/$18 per barrel
Barrels Produced,Taxable,2014,11,In kegs,1177676,1271718,16351107,16499107,$7/$18 per barrel
Barrels Produced,Taxable,2014,11,"Tax Determined, Premises Use",6182,7481,453977,445327,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,11,Sub Total Taxable,12528412,13367261,162985254,164734499,$7/$18 per barrel
Barrels Produced,Tax Free,2014,11,For export,434104,453471,5052204,4916288,$7/$18 per barrel
Barrels Produced,Tax Free,2014,11,For vessels and aircraft,0,0,51,662,$7/$18 per barrel
Barrels Produced,Tax Free,2014,11,Consumed on brewery premises,1223,1251,73372,59808,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,11,Sub Total Tax-Free,435327,454722,5125627,4976758,$7/$18 per barrel
Barrels Produced,Totals,2014,11,Total Removals,12963739,13821983,168110881,169711257,$7/$18 per barrel
Barrels Produced,Totals,2014,11,Stocks On Hand end-of-month:,10012535,9824193,118822972,117197612,$7/$18 per barrel
Barrels Produced,Totals,2014,12,Production,15249672,14218750,192557614,191980300,$7/$18 per barrel
Barrels Produced,Taxable,2014,12,In bottles and cans,11995291,11553471,158199781,159343630,$7/$18 per barrel
Barrels Produced,Taxable,2014,12,In kegs,1595319,1542485,17968357,18042618,$7/$18 per barrel
Barrels Produced,Taxable,2014,12,"Tax Determined, Premises Use",192217,126286,649604,572082,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2014,12,Sub Total Taxable,13782827,13222242,176817742,177958330,$7/$18 per barrel
Barrels Produced,Tax Free,2014,12,For export,454735,396703,5507219,5312991,$7/$18 per barrel
Barrels Produced,Tax Free,2014,12,For vessels and aircraft,1130,2,1181,664,$7/$18 per barrel
Barrels Produced,Tax Free,2014,12,Consumed on brewery premises,20420,17255,94966,77063,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2014,12,Sub Total Tax-Free,476285,413960,5603366,5390718,$7/$18 per barrel
Barrels Produced,Totals,2014,12,Total Removals,14259112,13636202,182421108,183349048,$7/$18 per barrel
Barrels Produced,Totals,2014,12,Stocks On Hand end-of-month:,9602864,10015840,128456078,127216290,$7/$18 per barrel
Barrels Produced,Totals,2015,1,Production,14578134,15382187,14578134,15382187,$7/$18 per barrel
Barrels Produced,Taxable,2015,1,In bottles and cans,11656212,12407589,11656212,12407589,$7/$18 per barrel
Barrels Produced,Taxable,2015,1,In kegs,1276226,1350581,1276226,1350581,$7/$18 per barrel
Barrels Produced,Taxable,2015,1,"Tax Determined, Premises Use",6806,7661,6806,7661,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,1,Sub Total Taxable,12939244,13765831,12939244,13765831,$7/$18 per barrel
Barrels Produced,Tax Free,2015,1,For export,354749,350036,354749,350036,$7/$18 per barrel
Barrels Produced,Tax Free,2015,1,For vessels and aircraft,117,0,117,0,$7/$18 per barrel
Barrels Produced,Tax Free,2015,1,Consumed on brewery premises,1628,1304,1628,1304,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,1,Sub Total Tax-Free,356494,351340,356494,351340,$7/$18 per barrel
Barrels Produced,Totals,2015,1,Total Removals,13295738,14117171,13295738,14117171,$7/$18 per barrel
Barrels Produced,Totals,2015,1,Stocks On Hand end-of-month:,9962715,10457908,9962715,10457908,$7/$18 per barrel
Barrels Produced,Totals,2015,2,Production,14332882,14457312,28911016,29839499,$7/$18 per barrel
Barrels Produced,Taxable,2015,2,In bottles and cans,11179924,12144581,22836136,24552170,$7/$18 per barrel
Barrels Produced,Taxable,2015,2,In kegs,1262808,1251643,2539034,2602224,$7/$18 per barrel
Barrels Produced,Taxable,2015,2,"Tax Determined, Premises Use",6106,7584,12912,15245,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,2,Sub Total Taxable,12448838,13403808,25388082,27169639,$7/$18 per barrel
Barrels Produced,Tax Free,2015,2,For export,357498,403059,712247,753095,$7/$18 per barrel
Barrels Produced,Tax Free,2015,2,For vessels and aircraft,1,0,118,0,$7/$18 per barrel
Barrels Produced,Tax Free,2015,2,Consumed on brewery premises,1523,1251,3151,2555,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,2,Sub Total Tax-Free,359022,404310,715516,755650,$7/$18 per barrel
Barrels Produced,Totals,2015,2,Total Removals,12807860,13808118,26103598,27925289,$7/$18 per barrel
Barrels Produced,Totals,2015,2,Stocks On Hand end-of-month:,10745212,10550432,20707927,21008340,$7/$18 per barrel
Barrels Produced,Totals,2015,3,Production,16692167,16357811,45603183,46195420,$7/$18 per barrel
Barrels Produced,Taxable,2015,3,In bottles and cans,13321164,12971442,36157300,37522952,$7/$18 per barrel
Barrels Produced,Taxable,2015,3,In kegs,1786611,1691725,4325645,4292797,$7/$18 per barrel
Barrels Produced,Taxable,2015,3,"Tax Determined, Premises Use",221770,124235,234682,139480,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,3,Sub Total Taxable,15329545,14787402,40717627,41955229,$7/$18 per barrel
Barrels Produced,Tax Free,2015,3,For export,559330,496331,1271577,1249426,$7/$18 per barrel
Barrels Produced,Tax Free,2015,3,For vessels and aircraft,30,1,148,1,$7/$18 per barrel
Barrels Produced,Tax Free,2015,3,Consumed on brewery premises,23391,17569,26542,20124,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,3,Sub Total Tax-Free,582751,513901,1298267,1269551,$7/$18 per barrel
Barrels Produced,Totals,2015,3,Total Removals,15912296,15301303,42015894,43224780,$7/$18 per barrel
Barrels Produced,Totals,2015,3,Stocks On Hand end-of-month:,10997466,10969606,31705393,31976109,$7/$18 per barrel
Barrels Produced,Totals,2015,4,Production,16407564,16483746,62010747,62679166,$7/$18 per barrel
Barrels Produced,Taxable,2015,4,In bottles and cans,13539869,13395402,49697169,50918354,$7/$18 per barrel
Barrels Produced,Taxable,2015,4,In kegs,1474192,1529589,5799837,5822386,$7/$18 per barrel
Barrels Produced,Taxable,2015,4,"Tax Determined, Premises Use",7170,7230,241852,146710,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,4,Sub Total Taxable,15021231,14932221,55738858,56887450,$7/$18 per barrel
Barrels Produced,Tax Free,2015,4,For export,492268,517598,1763845,1767024,$7/$18 per barrel
Barrels Produced,Tax Free,2015,4,For vessels and aircraft,6,0,154,1,$7/$18 per barrel
Barrels Produced,Tax Free,2015,4,Consumed on brewery premises,2357,1811,28899,21935,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,4,Sub Total Tax-Free,494631,519409,1792898,1788960,$7/$18 per barrel
Barrels Produced,Totals,2015,4,Total Removals,15515862,15451630,57531756,58676410,$7/$18 per barrel
Barrels Produced,Totals,2015,4,Stocks On Hand end-of-month:,10862791,10973940,42568184,42950049,$7/$18 per barrel
Barrels Produced,Totals,2015,5,Production,17372118,17707568,79382865,80386734,$7/$18 per barrel
Barrels Produced,Taxable,2015,5,In bottles and cans,14204583,14529098,63901752,65447452,$7/$18 per barrel
Barrels Produced,Taxable,2015,5,In kegs,1410085,1490060,7209922,7312446,$7/$18 per barrel
Barrels Produced,Taxable,2015,5,"Tax Determined, Premises Use",6622,8045,248474,154755,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,5,Sub Total Taxable,15621290,16027203,71360148,72914653,$7/$18 per barrel
Barrels Produced,Tax Free,2015,5,For export,553068,534089,2316913,2301113,$7/$18 per barrel
Barrels Produced,Tax Free,2015,5,For vessels and aircraft,0,29,154,30,$7/$18 per barrel
Barrels Produced,Tax Free,2015,5,Consumed on brewery premises,2282,2347,31181,24282,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,5,Sub Total Tax-Free,555350,536465,2348248,2325425,$7/$18 per barrel
Barrels Produced,Totals,2015,5,Total Removals,16176640,16563668,73708396,75240078,$7/$18 per barrel
Barrels Produced,Totals,2015,5,Stocks On Hand end-of-month:,11286106,11314465,53854290,54264514,$7/$18 per barrel
Barrels Produced,Totals,2015,6,Production,18196882,18202982,97579747,98589716,$7/$18 per barrel
Barrels Produced,Taxable,2015,6,In bottles and cans,14830747,14753807,78732499,80201259,$7/$18 per barrel
Barrels Produced,Taxable,2015,6,In kegs,1771569,1790771,8981491,9103217,$7/$18 per barrel
Barrels Produced,Taxable,2015,6,"Tax Determined, Premises Use",292373,145419,540847,300174,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,6,Sub Total Taxable,16894689,16689997,88254837,89604650,$7/$18 per barrel
Barrels Produced,Tax Free,2015,6,For export,558280,534014,2875193,2835127,$7/$18 per barrel
Barrels Produced,Tax Free,2015,6,For vessels and aircraft,38,0,192,30,$7/$18 per barrel
Barrels Produced,Tax Free,2015,6,Consumed on brewery premises,27188,20871,58369,45153,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,6,Sub Total Tax-Free,585506,554885,2933754,2880310,$7/$18 per barrel
Barrels Produced,Totals,2015,6,Total Removals,17480195,17244882,91188591,92484960,$7/$18 per barrel
Barrels Produced,Totals,2015,6,Stocks On Hand end-of-month:,11410145,11527753,65264435,65792267,$7/$18 per barrel
Barrels Produced,Totals,2015,7,Production,17119456,17672515,114699642,116262231,$7/$18 per barrel
Barrels Produced,Taxable,2015,7,In bottles and cans,14452093,14780916,93184592,94982175,$7/$18 per barrel
Barrels Produced,Taxable,2015,7,In kegs,1452705,1546786,10434196,10650003,$7/$18 per barrel
Barrels Produced,Taxable,2015,7,"Tax Determined, Premises Use",6090,8732,547380,308906,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,7,Sub Total Taxable,15910888,16336434,104166168,105941084,$7/$18 per barrel
Barrels Produced,Tax Free,2015,7,For export,567138,502053,3442331,3337180,$7/$18 per barrel
Barrels Produced,Tax Free,2015,7,For vessels and aircraft,0,0,192,30,$7/$18 per barrel
Barrels Produced,Tax Free,2015,7,Consumed on brewery premises,2605,4148,60974,49301,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,7,Sub Total Tax-Free,569743,506201,3503497,3386511,$7/$18 per barrel
Barrels Produced,Totals,2015,7,Total Removals,16480631,16842635,107669665,109327595,$7/$18 per barrel
Barrels Produced,Totals,2015,7,Stocks On Hand end-of-month:,10984516,11261452,76249241,77053719,$7/$18 per barrel
Barrels Produced,Totals,2015,8,Production,16798001,16365720,131497643,132627951,$7/$18 per barrel
Barrels Produced,Taxable,2015,8,In bottles and cans,14240391,13985963,107424983,108968138,$7/$18 per barrel
Barrels Produced,Taxable,2015,8,In kegs,1413207,1439231,11847403,12089234,$7/$18 per barrel
Barrels Produced,Taxable,2015,8,"Tax Determined, Premises Use",7317,8563,554697,317469,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,8,Sub Total Taxable,15660915,15433757,119827083,121374841,$7/$18 per barrel
Barrels Produced,Tax Free,2015,8,For export,603719,394334,4046050,3731514,$7/$18 per barrel
Barrels Produced,Tax Free,2015,8,For vessels and aircraft,0,0,192,30,$7/$18 per barrel
Barrels Produced,Tax Free,2015,8,Consumed on brewery premises,2224,2048,63198,51349,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,8,Sub Total Tax-Free,605943,396382,4109440,3782893,$7/$18 per barrel
Barrels Produced,Totals,2015,8,Total Removals,16266858,15830139,123936523,125157734,$7/$18 per barrel
Barrels Produced,Totals,2015,8,Stocks On Hand end-of-month:,10699417,10997326,86948658,88051045,$7/$18 per barrel
Barrels Produced,Totals,2015,9,Production,16579388,16659618,148077031,149287569,$7/$18 per barrel
Barrels Produced,Taxable,2015,9,In bottles and cans,13623068,13277705,121048051,122245843,$7/$18 per barrel
Barrels Produced,Taxable,2015,9,In kegs,1719450,1796834,13566853,13886068,$7/$18 per barrel
Barrels Produced,Taxable,2015,9,"Tax Determined, Premises Use",349239,156408,903936,473877,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,9,Sub Total Taxable,15691757,15230947,135518840,136605788,$7/$18 per barrel
Barrels Produced,Tax Free,2015,9,For export,589239,412457,4635289,4143971,$7/$18 per barrel
Barrels Produced,Tax Free,2015,9,For vessels and aircraft,44,21,236,51,$7/$18 per barrel
Barrels Produced,Tax Free,2015,9,Consumed on brewery premises,28853,25727,92051,77076,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,9,Sub Total Tax-Free,618136,438205,4727576,4221098,$7/$18 per barrel
Barrels Produced,Totals,2015,9,Total Removals,16309893,15669152,140246416,140826886,$7/$18 per barrel
Barrels Produced,Totals,2015,9,Stocks On Hand end-of-month:,10547041,10774359,97495699,98825404,$7/$18 per barrel
Barrels Produced,Totals,2015,10,Production,15430770,15488715,163507801,164776284,$7/$18 per barrel
Barrels Produced,Taxable,2015,10,In bottles and cans,12739353,12886483,133787404,135132326,$7/$18 per barrel
Barrels Produced,Taxable,2015,10,In kegs,1358555,1436858,14925408,15322926,$7/$18 per barrel
Barrels Produced,Taxable,2015,10,"Tax Determined, Premises Use",6290,8579,910226,482456,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,10,Sub Total Taxable,14104198,14331920,149623038,150937708,$7/$18 per barrel
Barrels Produced,Tax Free,2015,10,For export,585491,472805,5220780,4616776,$7/$18 per barrel
Barrels Produced,Tax Free,2015,10,For vessels and aircraft,0,0,236,51,$7/$18 per barrel
Barrels Produced,Tax Free,2015,10,Consumed on brewery premises,2174,1618,94225,78694,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,10,Sub Total Tax-Free,587665,474423,5315241,4695521,$7/$18 per barrel
Barrels Produced,Totals,2015,10,Total Removals,14691863,14806343,154938279,155633229,$7/$18 per barrel
Barrels Produced,Totals,2015,10,Stocks On Hand end-of-month:,10390527,10820828,107886226,109646232,$7/$18 per barrel
Barrels Produced,Totals,2015,11,Production,13417043,13564910,176924844,178341194,$7/$18 per barrel
Barrels Produced,Taxable,2015,11,In bottles and cans,11188380,11368589,144975784,146500915,$7/$18 per barrel
Barrels Produced,Taxable,2015,11,In kegs,1201936,1190266,16127344,16513192,$7/$18 per barrel
Barrels Produced,Taxable,2015,11,"Tax Determined, Premises Use",4894,6745,915120,489201,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,11,Sub Total Taxable,12395210,12565600,162018248,163503308,$7/$18 per barrel
Barrels Produced,Tax Free,2015,11,For export,553502,434237,5774282,5051013,$7/$18 per barrel
Barrels Produced,Tax Free,2015,11,For vessels and aircraft,0,0,236,51,$7/$18 per barrel
Barrels Produced,Tax Free,2015,11,Consumed on brewery premises,1612,1545,95837,80239,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,11,Sub Total Tax-Free,555114,435782,5870355,5131303,$7/$18 per barrel
Barrels Produced,Totals,2015,11,Total Removals,12950324,13001382,167888603,168634611,$7/$18 per barrel
Barrels Produced,Totals,2015,11,Stocks On Hand end-of-month:,10095545,10064981,117981771,119711213,$7/$18 per barrel
Barrels Produced,Totals,2015,12,Production,14223597,14501415,191148441,192842609,$7/$18 per barrel
Barrels Produced,Taxable,2015,12,In bottles and cans,11719362,12035777,156695146,158536692,$7/$18 per barrel
Barrels Produced,Taxable,2015,12,In kegs,1573208,1657725,17700552,18170917,$7/$18 per barrel
