data_type,material_type,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year
Pounds of Materials Used,Non-Grain Products,2014,2,Hops (used as extracts),298524,324711,596805,648443
Pounds of Materials Used,Non-Grain Products,2014,2,Other,11645142,9280218,22615352,19954110
Pounds of Materials Used,Total Non-Grain products,2014,2,Total Non-Grain products,88092111,90355754,173300866,183422390
Pounds of Materials Used,Total Used,2014,2,Total Used,491543819,520616661,1014699036,1063287208
Pounds of Materials Used,Grain Products,2014,3,Malt and malt products,335350528,343473172,945861951,970896568
Pounds of Materials Used,Grain Products,2014,3,Corn and corn products,53923554,47317645,163828998,144446107
Pounds of Materials Used,Grain Products,2014,3,Rice and rice products,48705125,62869257,150113227,187208379
Pounds of Materials Used,Grain Products,2014,3,Barley and barley products,20694786,17815158,38581325,33586744
Pounds of Materials Used,Grain Products,2014,3,Wheat and wheat products,3621626,3100690,7152963,6507887
Pounds of Materials Used,Total Grain products,2014,3,Total Grain products,462295619,474575922,1305538464,1342645685
Pounds of Materials Used,Non-Grain Products,2014,3,Sugar and syrups,86871712,85795386,233356445,229948594
Pounds of Materials Used,Non-Grain Products,2014,3,Hops (dry),3719722,9899412,7371739,28578312
Pounds of Materials Used,Non-Grain Products,2014,3,Hops (used as extracts),351254,382793,948662,1031236
Pounds of Materials Used,Non-Grain Products,2014,3,Other,13362414,14019036,36011262,33978578
Pounds of Materials Used,Total Non-Grain products,2014,3,Total Non-Grain products,104305102,110096627,277688108,293536720
Pounds of Materials Used,Total Used,2014,3,Total Used,566600721,584672549,1583226572,1636182405
Pounds of Materials Used,Grain Products,2014,4,Malt and malt products,314317091,328618388,1260785227,1299523432
Pounds of Materials Used,Grain Products,2014,4,Corn and corn products,51063013,46416330,214892481,190862437
Pounds of Materials Used,Grain Products,2014,4,Rice and rice products,55893495,63585513,206019909,250793892
Pounds of Materials Used,Grain Products,2014,4,Barley and barley products,10091164,8414646,49985672,42001765
Pounds of Materials Used,Grain Products,2014,4,Wheat and wheat products,2547858,2348704,9720106,8857344
Pounds of Materials Used,Total Grain products,2014,4,Total Grain products,433912621,449383581,1741403395,1792038870
Pounds of Materials Used,Non-Grain Products,2014,4,Sugar and syrups,83132566,92283590,316491705,322232184
Pounds of Materials Used,Non-Grain Products,2014,4,Hops (dry),2167689,9833771,9588084,38412544
Pounds of Materials Used,Non-Grain Products,2014,4,Hops (used as extracts),321444,302727,1270106,1333963
Pounds of Materials Used,Non-Grain Products,2014,4,Other,13188832,11932156,49303125,45934572
Pounds of Materials Used,Total Non-Grain products,2014,4,Total Non-Grain products,98810531,114352244,376653020,407913263
Pounds of Materials Used,Total Used,2014,4,Total Used,532723152,563735825,2118056415,2199952133
Pounds of Materials Used,Grain Products,2014,5,Malt and malt products,332831907,354357234,1589521043,1653880666
Pounds of Materials Used,Grain Products,2014,5,Corn and corn products,59741914,53185970,274634445,244048407
Pounds of Materials Used,Grain Products,2014,5,Rice and rice products,59209512,66094607,265229434,316888499
Pounds of Materials Used,Grain Products,2014,5,Barley and barley products,11263219,9376068,61298879,51402085
Pounds of Materials Used,Grain Products,2014,5,Wheat and wheat products,3267690,4812341,13014583,13673463
Pounds of Materials Used,Total Grain products,2014,5,Total Grain products,466314242,487826220,2203698384,2279893120
Pounds of Materials Used,Non-Grain Products,2014,5,Sugar and syrups,81403402,96974214,397893884,419206398
Pounds of Materials Used,Non-Grain Products,2014,5,Hops (dry),2173226,10312982,11787675,48725979
Pounds of Materials Used,Non-Grain Products,2014,5,Hops (used as extracts),345805,323335,1615913,1657298
Pounds of Materials Used,Non-Grain Products,2014,5,Other,15253410,11739485,64563566,57674057
Pounds of Materials Used,Total Non-Grain products,2014,5,Total Non-Grain products,99175843,119350016,475861038,527263732
Pounds of Materials Used,Total Used,2014,5,Total Used,565490085,607176236,2679559422,2807156852
Pounds of Materials Used,Grain Products,2014,6,Malt and malt products,382399712,375886808,1973260240,2029825018
Pounds of Materials Used,Grain Products,2014,6,Corn and corn products,59290119,53531753,333925094,297580160
Pounds of Materials Used,Grain Products,2014,6,Rice and rice products,47368927,64525428,312600961,381416558
Pounds of Materials Used,Grain Products,2014,6,Barley and barley products,23906204,22149035,85519096,73551120
Pounds of Materials Used,Grain Products,2014,6,Wheat and wheat products,4273103,3448969,17324857,17122432
Pounds of Materials Used,Total Grain products,2014,6,Total Grain products,517238065,519541993,2722630248,2799495288
Pounds of Materials Used,Non-Grain Products,2014,6,Sugar and syrups,78715950,87561138,476568634,506767536
Pounds of Materials Used,Non-Grain Products,2014,6,Hops (dry),2894437,12674247,14757533,61421591
Pounds of Materials Used,Non-Grain Products,2014,6,Hops (used as extracts),403502,339972,2019639,1997270
Pounds of Materials Used,Non-Grain Products,2014,6,Other,32242095,13946787,97712523,72053356
Pounds of Materials Used,Total Non-Grain products,2014,6,Total Non-Grain products,114255984,114522144,591058329,642239753
Pounds of Materials Used,Total Used,2014,6,Total Used,631494049,634064137,3313688577,3441735041
Pounds of Materials Used,Grain Products,2014,7,Malt and malt products,370565836,360125547,2345448196,2389952141
Pounds of Materials Used,Grain Products,2014,7,Corn and corn products,47760795,49297406,381693740,346877566
Pounds of Materials Used,Grain Products,2014,7,Rice and rice products,64828200,76426446,377429201,457843004
Pounds of Materials Used,Grain Products,2014,7,Barley and barley products,11164504,9277184,97164326,82828304
Pounds of Materials Used,Grain Products,2014,7,Wheat and wheat products,4202335,2203886,21578384,19326318
Pounds of Materials Used,Total Grain products,2014,7,Total Grain products,498521670,497330469,3223313847,3296827333
Pounds of Materials Used,Non-Grain Products,2014,7,Sugar and syrups,79758226,89551409,556332616,596318945
Pounds of Materials Used,Non-Grain Products,2014,7,Hops (dry),2423064,11087978,17214075,72510072
Pounds of Materials Used,Non-Grain Products,2014,7,Hops (used as extracts),339167,345771,2358813,2343051
Pounds of Materials Used,Non-Grain Products,2014,7,Other,25013032,13661124,122889450,85767618
Pounds of Materials Used,Total Non-Grain products,2014,7,Total Non-Grain products,107533489,114646282,698794954,756939686
Pounds of Materials Used,Total Used,2014,7,Total Used,606055159,611976751,3922108801,4053767019
Pounds of Materials Used,Grain Products,2014,8,Malt and malt products,342497886,341606073,2691379668,2731783081
Pounds of Materials Used,Grain Products,2014,8,Corn and corn products,49539298,50568490,431234151,397446056
Pounds of Materials Used,Grain Products,2014,8,Rice and rice products,58158328,66799703,435587566,524642707
Pounds of Materials Used,Grain Products,2014,8,Barley and barley products,10774103,10126876,108299529,93205938
Pounds of Materials Used,Grain Products,2014,8,Wheat and wheat products,3109619,1983239,24757303,21316066
Pounds of Materials Used,Total Grain products,2014,8,Total Grain products,464079234,471084381,3691258217,3768393848
Pounds of Materials Used,Non-Grain Products,2014,8,Sugar and syrups,84424807,79941067,640864844,676260012
Pounds of Materials Used,Non-Grain Products,2014,8,Hops (dry),1835895,1714203,19122021,74232189
Pounds of Materials Used,Non-Grain Products,2014,8,Hops (used as extracts),312437,325156,2671251,2668207
Pounds of Materials Used,Non-Grain Products,2014,8,Other,13675594,13504877,136835221,99272495
Pounds of Materials Used,Total Non-Grain products,2014,8,Total Non-Grain products,100248733,95485303,799493337,852432903
Pounds of Materials Used,Total Used,2014,8,Total Used,564327967,566569684,4490751554,4620826751
Pounds of Materials Used,Grain Products,2014,9,Malt and malt products,346653525,307559729,3039062414,3039428187
Pounds of Materials Used,Grain Products,2014,9,Corn and corn products,46554596,51840823,477789335,449287004
Pounds of Materials Used,Grain Products,2014,9,Rice and rice products,56748056,53402214,492367977,578047618
Pounds of Materials Used,Grain Products,2014,9,Barley and barley products,25194159,23147906,134710257,116322421
Pounds of Materials Used,Grain Products,2014,9,Wheat and wheat products,3802119,3122565,28615449,24436890
Pounds of Materials Used,Total Grain products,2014,9,Total Grain products,478952455,439073237,4172545432,4207522120
Pounds of Materials Used,Non-Grain Products,2014,9,Sugar and syrups,71386473,62226609,712256043,738486191
Pounds of Materials Used,Non-Grain Products,2014,9,Hops (dry),4289504,2539867,23443946,76772419
Pounds of Materials Used,Non-Grain Products,2014,9,Hops (used as extracts),341156,313215,3012682,2981420
Pounds of Materials Used,Non-Grain Products,2014,9,Other,17318046,13103408,154189235,112375903
Pounds of Materials Used,Total Non-Grain products,2014,9,Total Non-Grain products,93335179,78183099,892901906,930615933
Pounds of Materials Used,Total Used,2014,9,Total Used,572287634,517256336,5065447338,5138138053
Pounds of Materials Used,Grain Products,2014,10,Malt and malt products,329412159,312261696,3370629014,3351689883
Pounds of Materials Used,Grain Products,2014,10,Corn and corn products,46194312,53528251,523987528,502815255
Pounds of Materials Used,Grain Products,2014,10,Rice and rice products,54599783,54082902,546973999,632130520
Pounds of Materials Used,Grain Products,2014,10,Barley and barley products,14289508,10645788,149588604,127062119
Pounds of Materials Used,Grain Products,2014,10,Wheat and wheat products,1872895,1931153,30532090,26370777
Pounds of Materials Used,Total Grain products,2014,10,Total Grain products,446368657,432449790,4621711235,4640068554
Pounds of Materials Used,Non-Grain Products,2014,10,Sugar and syrups,77825404,66040485,790120149,804526862
Pounds of Materials Used,Non-Grain Products,2014,10,Hops (dry),1899541,1707754,25414759,78481901
Pounds of Materials Used,Non-Grain Products,2014,10,Hops (used as extracts),334633,325324,3347317,3306744
Pounds of Materials Used,Non-Grain Products,2014,10,Other,13016053,12001888,167668703,124378782
Pounds of Materials Used,Total Non-Grain products,2014,10,Total Non-Grain products,93075631,80075451,986550928,1010694289
Pounds of Materials Used,Total Used,2014,10,Total Used,539444288,512525241,5608262163,5650762843
Pounds of Materials Used,Grain Products,2014,11,Malt and malt products,272737485,271089070,3641478336,3622812237
Pounds of Materials Used,Grain Products,2014,11,Corn and corn products,38032693,41886629,562018640,544701884
Pounds of Materials Used,Grain Products,2014,11,Rice and rice products,47373098,44402687,594337150,676533207
Pounds of Materials Used,Grain Products,2014,11,Barley and barley products,10643784,8365993,160765839,135687618
Pounds of Materials Used,Grain Products,2014,11,Wheat and wheat products,1345356,1494754,31911201,27882526
Pounds of Materials Used,Total Grain products,2014,11,Total Grain products,370132416,367239133,4990511166,5007617472
Pounds of Materials Used,Non-Grain Products,2014,11,Sugar and syrups,61665023,58751413,851790010,863280473
Pounds of Materials Used,Non-Grain Products,2014,11,Hops (dry),1492949,1482052,26905625,79970421
Pounds of Materials Used,Non-Grain Products,2014,11,Hops (used as extracts),262480,282855,3610248,3589599
Pounds of Materials Used,Non-Grain Products,2014,11,Other,13116911,11916608,180982725,136297370
Pounds of Materials Used,Total Non-Grain products,2014,11,Total Non-Grain products,76537363,72432928,1063288608,1083137863
Pounds of Materials Used,Total Used,2014,11,Total Used,446669779,439672061,6053799774,6090755335
Pounds of Materials Used,Grain Products,2014,12,Malt and malt products,153777615,293175220,3798221225,3915991903
Pounds of Materials Used,Grain Products,2014,12,Corn and corn products,30884481,48552945,592901569,593254604
Pounds of Materials Used,Grain Products,2014,12,Rice and rice products,44864070,47832369,639204402,724368200
Pounds of Materials Used,Grain Products,2014,12,Barley and barley products,9077439,22171656,167310480,157842071
Pounds of Materials Used,Grain Products,2014,12,Wheat and wheat products,946014,2613276,32897320,30494295
Pounds of Materials Used,Total Grain products,2014,12,Total Grain products,239549619,414345466,5230534996,5421951073
Pounds of Materials Used,Non-Grain Products,2014,12,Sugar and syrups,11292897,62038185,863154300,925318166
Pounds of Materials Used,Non-Grain Products,2014,12,Hops (dry),284055954,2271667,310959703,82241820
Pounds of Materials Used,Non-Grain Products,2014,12,Hops (used as extracts),42981,312845,3653284,3902444
Pounds of Materials Used,Non-Grain Products,2014,12,Other,2442418,13132168,183516364,149429534
Pounds of Materials Used,Total Non-Grain products,2014,12,Total Non-Grain products,297834250,77754865,1361283651,1160891964
Pounds of Materials Used,Total Used,2014,12,Total Used,537383869,492100331,6591818647,6582843037
Pounds of Materials Used,Grain Products,2015,1,Malt and malt products,314189672,314189672,NA,NA
Pounds of Materials Used,Grain Products,2015,1,Corn and corn products,59759340,59759340,NA,NA
Pounds of Materials Used,Grain Products,2015,1,Rice and rice products,52438465,52438465,NA,NA
Pounds of Materials Used,Grain Products,2015,1,Barley and barley products,8728262,8728262,NA,NA
Pounds of Materials Used,Grain Products,2015,1,Wheat and wheat products,1316582,1316582,NA,NA
Pounds of Materials Used,Total Grain products,2015,1,Total Grain products,436432321,436432321,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,1,Sugar and syrups,71798065,71798065,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,1,Hops (dry),1899000,1899000,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,1,Hops (used as extracts),298514,298514,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,1,Other,11573104,11573104,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,1,Total Non-Grain products,85568683,85568683,NA,NA
Pounds of Materials Used,Total Used,2015,1,Total Used,522001004,522001004,NA,NA
Pounds of Materials Used,Grain Products,2015,2,Malt and malt products,292567431,606757103,NA,NA
Pounds of Materials Used,Grain Products,2015,2,Corn and corn products,49291032,109050372,NA,NA
Pounds of Materials Used,Grain Products,2015,2,Rice and rice products,48975137,101413602,NA,NA
Pounds of Materials Used,Grain Products,2015,2,Barley and barley products,9108543,17836805,NA,NA
Pounds of Materials Used,Grain Products,2015,2,Wheat and wheat products,2060046,3376628,NA,NA
Pounds of Materials Used,Total Grain products,2015,2,Total Grain products,402002189,838434510,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,2,Sugar and syrups,74138605,145936670,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,2,Hops (dry),1754927,3653927,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,2,Hops (used as extracts),298894,597408,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,2,Other,12263652,23836756,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,2,Total Non-Grain products,88456078,174024761,NA,NA
Pounds of Materials Used,Total Used,2015,2,Total Used,490458267,1012459271,NA,NA
Pounds of Materials Used,Grain Products,2015,3,Malt and malt products,319448327,926205430,NA,NA
Pounds of Materials Used,Grain Products,2015,3,Corn and corn products,53588473,162638845,NA,NA
Pounds of Materials Used,Grain Products,2015,3,Rice and rice products,48710754,150126447,NA,NA
Pounds of Materials Used,Grain Products,2015,3,Barley and barley products,22013439,39850244,NA,NA
Pounds of Materials Used,Grain Products,2015,3,Wheat and wheat products,3719861,7096489,NA,NA
Pounds of Materials Used,Total Grain products,2015,3,Total Grain products,447480854,1285917455,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,3,Sugar and syrups,82468474,228405144,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,3,Hops (dry),3743541,7397468,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,3,Hops (used as extracts),321462,918870,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,3,Other,14164052,38000808,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,3,Total Non-Grain products,100697529,274722290,NA,NA
Pounds of Materials Used,Total Used,2015,3,Total Used,548178383,1560639745,NA,NA
Pounds of Materials Used,Grain Products,2015,4,Malt and malt products,310767436,1236972866,NA,NA
Pounds of Materials Used,Grain Products,2015,4,Corn and corn products,50651219,213290064,NA,NA
Pounds of Materials Used,Grain Products,2015,4,Rice and rice products,55895095,206021542,NA,NA
Pounds of Materials Used,Grain Products,2015,4,Barley and barley products,9432668,49282912,NA,NA
Pounds of Materials Used,Grain Products,2015,4,Wheat and wheat products,2543086,9639575,NA,NA
Pounds of Materials Used,Total Grain products,2015,4,Total Grain products,429289504,1715206959,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,4,Sugar and syrups,82896506,311301650,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,4,Hops (dry),2184404,9581872,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,4,Hops (used as extracts),321444,1240314,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,4,Other,14074835,52075643,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,4,Total Non-Grain products,99477189,374199479,NA,NA
Pounds of Materials Used,Total Used,2015,4,Total Used,528766693,2089406438,NA,NA
Pounds of Materials Used,Grain Products,2015,5,Malt and malt products,332384559,1569357425,NA,NA
Pounds of Materials Used,Grain Products,2015,5,Corn and corn products,59463385,272753449,NA,NA
Pounds of Materials Used,Grain Products,2015,5,Rice and rice products,59210512,265232054,NA,NA
Pounds of Materials Used,Grain Products,2015,5,Barley and barley products,11006146,60289058,NA,NA
Pounds of Materials Used,Grain Products,2015,5,Wheat and wheat products,3270150,12909725,NA,NA
Pounds of Materials Used,Total Grain products,2015,5,Total Grain products,465334752,2180541711,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,5,Sugar and syrups,81171257,392472907,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,5,Hops (dry),2188410,11770282,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,5,Hops (used as extracts),345805,1586119,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,5,Other,16048061,68123704,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,5,Total Non-Grain products,99753533,473953012,NA,NA
Pounds of Materials Used,Total Used,2015,5,Total Used,565088285,2654494723,NA,NA
Pounds of Materials Used,Grain Products,2015,6,Malt and malt products,383818029,1953175454,NA,NA
Pounds of Materials Used,Grain Products,2015,6,Corn and corn products,58932810,331686259,NA,NA
Pounds of Materials Used,Grain Products,2015,6,Rice and rice products,47366346,312601177,NA,NA
Pounds of Materials Used,Grain Products,2015,6,Barley and barley products,24840171,85129229,NA,NA
Pounds of Materials Used,Grain Products,2015,6,Wheat and wheat products,4325143,17234868,NA,NA
Pounds of Materials Used,Total Grain products,2015,6,Total Grain products,519282499,2699826987,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,6,Sugar and syrups,78547713,471020620,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,6,Hops (dry),2991932,14762214,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,6,Hops (used as extracts),403948,1990067,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,6,Other,33086953,101210657,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,6,Total Non-Grain products,115030546,588983558,NA,NA
Pounds of Materials Used,Total Used,2015,6,Total Used,634313045,3288810545,NA,NA
Pounds of Materials Used,Grain Products,2015,7,Malt and malt products,351222725,2304398179,NA,NA
Pounds of Materials Used,Grain Products,2015,7,Corn and corn products,47503607,379189866,NA,NA
Pounds of Materials Used,Grain Products,2015,7,Rice and rice products,64827600,377428777,NA,NA
Pounds of Materials Used,Grain Products,2015,7,Barley and barley products,11059580,96188809,NA,NA
Pounds of Materials Used,Grain Products,2015,7,Wheat and wheat products,4133710,21368578,NA,NA
Pounds of Materials Used,Total Grain products,2015,7,Total Grain products,478747222,3178574209,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,7,Sugar and syrups,74805384,545826004,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,7,Hops (dry),2352314,17114528,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,7,Hops (used as extracts),339168,2329235,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,7,Other,25049222,126259879,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,7,Total Non-Grain products,102546088,691529646,NA,NA
Pounds of Materials Used,Total Used,2015,7,Total Used,581293310,3870103855,NA,NA
Pounds of Materials Used,Grain Products,2015,8,Malt and malt products,326075404,2630473583,NA,NA
Pounds of Materials Used,Grain Products,2015,8,Corn and corn products,49124855,428314721,NA,NA
Pounds of Materials Used,Grain Products,2015,8,Rice and rice products,58190840,435619617,NA,NA
Pounds of Materials Used,Grain Products,2015,8,Barley and barley products,11696242,107885051,NA,NA
Pounds of Materials Used,Grain Products,2015,8,Wheat and wheat products,3015906,24384484,NA,NA
Pounds of Materials Used,Total Grain products,2015,8,Total Grain products,448103247,3626677456,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,8,Sugar and syrups,80080228,625906232,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,8,Hops (dry),1807220,18921748,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,8,Hops (used as extracts),312425,2641660,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,8,Other,13967238,140227117,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,8,Total Non-Grain products,96167111,787696757,NA,NA
Pounds of Materials Used,Total Used,2015,8,Total Used,544270358,4414374213,NA,NA
Pounds of Materials Used,Grain Products,2015,9,Malt and malt products,328674963,2959148546,NA,NA
Pounds of Materials Used,Grain Products,2015,9,Corn and corn products,41626738,469941459,NA,NA
Pounds of Materials Used,Grain Products,2015,9,Rice and rice products,48134917,483758366,NA,NA
Pounds of Materials Used,Grain Products,2015,9,Barley and barley products,26802044,134687095,NA,NA
Pounds of Materials Used,Grain Products,2015,9,Wheat and wheat products,3829592,28214076,NA,NA
Pounds of Materials Used,Total Grain products,2015,9,Total Grain products,449068254,4075749542,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,9,Sugar and syrups,71270147,697176379,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,9,Hops (dry),4335014,23256762,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,9,Hops (used as extracts),339156,2980816,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,9,Other,18361202,158588319,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,9,Total Non-Grain products,94305519,882002276,NA,NA
Pounds of Materials Used,Total Used,2015,9,Total Used,543373773,4957751818,NA,NA
Pounds of Materials Used,Grain Products,2015,10,Malt and malt products,305864536,3265013082,NA,NA
Pounds of Materials Used,Grain Products,2015,10,Corn and corn products,41417962,511359421,NA,NA
Pounds of Materials Used,Grain Products,2015,10,Rice and rice products,45050667,528809033,NA,NA
Pounds of Materials Used,Grain Products,2015,10,Barley and barley products,13833433,148520528,NA,NA
Pounds of Materials Used,Grain Products,2015,10,Wheat and wheat products,1568734,29782810,NA,NA
Pounds of Materials Used,Total Grain products,2015,10,Total Grain products,407735332,4483484874,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,10,Sugar and syrups,77650579,774826958,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,10,Hops (dry),1826524,25083286,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,10,Hops (used as extracts),330925,3311741,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,10,Other,13718274,172306593,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,10,Total Non-Grain products,93526302,975528578,NA,NA
Pounds of Materials Used,Total Used,2015,10,Total Used,501261634,5459013452,NA,NA
Pounds of Materials Used,Grain Products,2015,11,Malt and malt products,248702560,3513715642,NA,NA
Pounds of Materials Used,Grain Products,2015,11,Corn and corn products,31612117,542971538,NA,NA
Pounds of Materials Used,Grain Products,2015,11,Rice and rice products,38579400,567388433,NA,NA
Pounds of Materials Used,Grain Products,2015,11,Barley and barley products,8852396,157372924,NA,NA
Pounds of Materials Used,Grain Products,2015,11,Wheat and wheat products,1292617,31075427,NA,NA
Pounds of Materials Used,Total Grain products,2015,11,Total Grain products,329039090,4812523964,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,11,Sugar and syrups,61470208,836297166,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,11,Hops (dry),1360528,26443814,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,11,Hops (used as extracts),258557,3570298,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,11,Other,13861638,186168231,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,11,Total Non-Grain products,76950931,1052479509,NA,NA
Pounds of Materials Used,Total Used,2015,11,Total Used,405990021,5865003473,NA,NA
Pounds of Materials Used,Grain Products,2015,12,Malt and malt products,155495923,3669211565,NA,NA
Pounds of Materials Used,Grain Products,2015,12,Corn and corn products,27270242,570241780,NA,NA
Pounds of Materials Used,Grain Products,2015,12,Rice and rice products,36403087,603794296,NA,NA
Pounds of Materials Used,Grain Products,2015,12,Barley and barley products,11466970,168839894,NA,NA
Pounds of Materials Used,Grain Products,2015,12,Wheat and wheat products,1070326,32145753,NA,NA
Pounds of Materials Used,Total Grain products,2015,12,Total Grain products,231706548,5044233288,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,12,Sugar and syrups,11332454,847629620,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,12,Hops (dry),284114545,310558359,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,12,Hops (used as extracts),41207,3611505,NA,NA
Pounds of Materials Used,Non-Grain Products,2015,12,Other,3237774,189406005,NA,NA
Pounds of Materials Used,Total Non-Grain products,2015,12,Total Non-Grain products,298725980,1351205489,NA,NA
Pounds of Materials Used,Total Used,2015,12,Total Used,530432528,6395438777,NA,NA
Pounds of Materials Used,Grain Products,2016,1,Malt and malt products,13269843,13269843,NA,NA
Pounds of Materials Used,Grain Products,2016,1,Corn and corn products,63293,63293,NA,NA
Pounds of Materials Used,Grain Products,2016,1,Rice and rice products,245003,245003,NA,NA
Pounds of Materials Used,Grain Products,2016,1,Barley and barley products,1288972,1288972,NA,NA
Pounds of Materials Used,Grain Products,2016,1,Wheat and wheat products,141812,141812,NA,NA
Pounds of Materials Used,Total Grain products,2016,1,Total Grain products,15008923,15008923,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,1,Sugar and syrups,164096,164096,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,1,Hops (dry),145761,145761,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,1,Hops (used as extracts),8042,8042,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,1,Other,378366,378366,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,1,Total Non-Grain products,696265,696265,NA,NA
Pounds of Materials Used,Total Used,2016,1,Total Used,15705188,15705188,NA,NA
Pounds of Materials Used,Grain Products,2016,2,Malt and malt products,11593322,24863165,NA,NA
Pounds of Materials Used,Grain Products,2016,2,Corn and corn products,44157,107450,NA,NA
Pounds of Materials Used,Grain Products,2016,2,Rice and rice products,676833,921836,NA,NA
Pounds of Materials Used,Grain Products,2016,2,Barley and barley products,710739,1999711,NA,NA
Pounds of Materials Used,Grain Products,2016,2,Wheat and wheat products,89222,231034,NA,NA
Pounds of Materials Used,Total Grain products,2016,2,Total Grain products,13114273,28123196,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,2,Sugar and syrups,118169,282265,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,2,Hops (dry),117249,263010,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,2,Hops (used as extracts),6093,14135,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,2,Other,446955,825321,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,2,Total Non-Grain products,688466,1384731,NA,NA
Pounds of Materials Used,Total Used,2016,2,Total Used,13802739,29507927,NA,NA
Pounds of Materials Used,Grain Products,2016,3,Malt and malt products,16110664,40973829,NA,NA
Pounds of Materials Used,Grain Products,2016,3,Corn and corn products,7456,114906,NA,NA
Pounds of Materials Used,Grain Products,2016,3,Rice and rice products,793898,1715817,NA,NA
Pounds of Materials Used,Grain Products,2016,3,Barley and barley products,3944620,5944331,NA,NA
Pounds of Materials Used,Grain Products,2016,3,Wheat and wheat products,337907,568941,NA,NA
Pounds of Materials Used,Total Grain products,2016,3,Total Grain products,21194545,49317824,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,3,Sugar and syrups,219736,502001,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,3,Hops (dry),452882,715892,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,3,Hops (used as extracts),6977,21112,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,3,Other,1372711,2198032,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,3,Total Non-Grain products,2052306,3437037,NA,NA
