marker_id,marker_no,title,subtitle,addl_subtitle,year_erected,erected_by,latitude_minus_s,longitude_minus_w,street_address,city_or_town,section_or_quarter,county_or_parish,state_or_prov,location,missing,link
74003,O-99,Robert Bolling,(1738-1775),NA,2012,Department of Historic Resources,37.49996,-78.40299,NA,Cumberland,NA,Buckingham County,Virginia,"Marker is on East James Anderson Highway (U.S. 60) 0.2 miles east of Scotts Bottom Road (Virginia Route 632), on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=74003
74005,Q-6-15,Virginia University of Lynchburg,NA,NA,2000,Department of Historic Resources,37.39493,-79.15152,2058 Garfield Ave,Lynchburg,Seminary Hill,Lynchburg,Virginia,"Marker is at the intersection of Dewitt Street and Garfield Avenue, on the right when traveling west on Dewitt Street.",NA,http://www.hmdb.org/m.asp?m=74005
74006,Q-7,Diamond Hill Baptist Church,NA,NA,2011,Department of Historic Resources,37.40772,-79.14351,1415 Grace St,Lynchburg,Diamond Hill,Lynchburg,Virginia,"Marker is at the intersection of Grace Street and 14th Street, on the right when traveling south on Grace Street.",NA,http://www.hmdb.org/m.asp?m=74006
74007,Q-13,Jacob E. Yoder,NA,NA,1997,Department of Historic Resources,37.41706,-79.15391,109 Jackson St,Lynchburg,Tinbridge Hill,Lynchburg,Virginia,"Marker is at the intersection of Jackson Street and 2nd Street, on the left when traveling north on Jackson Street.",NA,http://www.hmdb.org/m.asp?m=74007
74009,Q6-20,The Anne Spencer House,1313 Pierce Street,NA,1978,Virginia Historic Landmarks Commission,37.40393,-79.15181,1313 Pierce St,Lynchburg,Diamond Hill,Lynchburg,Virginia,"Marker is on Pierce Street south of 13th Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=74009
74010,Q-6-23,"Chauncey E. Spencer, Sr.",NA,NA,2004,Department of Historic Resources,37.40413,-79.15183,NA,Lynchburg,Diamond Hill,Lynchburg,Virginia,"Marker is on Pierce Street north of 14th Street, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=74010
74011,Q-6-25,Old City Cemetery,NA,NA,2005,Department of Historic Resources,37.41372,-79.15513,401 Taylor Street,Lynchburg,Tinbridge Hill,Lynchburg,Virginia,"Marker is on Taylor Street near 4th Street, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=74011
74014,Q-6-26,Professor Frank Trigg,(1850-1933),NA,2011,Department of Historic Resources,37.40292,-79.15076,1422 Pierce St,Lynchburg,Diamond Hill,Lynchburg,Virginia,"Marker is at the intersection of Pierce Street and 15th Street, on the right when traveling north on Pierce Street.",NA,http://www.hmdb.org/m.asp?m=74014
74015,Q-6-27,Dr. Robert Walter Johnson,(1899-1971),NA,2011,Department of Historic Resources,37.40312,-79.15094,1422 Pierce St,Lynchburg,Diamond Hill,Lynchburg,Virginia,"Marker is on Pierce Street north of 15th Street, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=74015
74016,Q-6-28,C.W. Seay,(1900-1982),NA,2013,Department of Historic Resources,37.40434,-79.15199,NA,Lynchburg,Diamond Hill,Lynchburg,Virginia,"Marker is at the intersection of Pierce Street and 13th Street, on the right when traveling north on Pierce Street.",NA,http://www.hmdb.org/m.asp?m=74016
74018,Z-58,Appomattox County / Campbell County,NA,NA,2003,Department of Historic Resources,37.34941,-78.97154,NA,Concord,NA,Appomattox County,Virginia,"Marker is at the intersection of Richmond Highway (U.S. 460) and Village Highway (Virginia Route 24), on the right when traveling east on Richmond Highway.",NA,http://www.hmdb.org/m.asp?m=74018
74070,5,Historic Strasburg,Stop # 5,NA,NA,Strasburg Rotary,38.99075,-78.36283,193 West Washington Street,Strasburg,NA,Shenandoah County,Virginia,"Marker is at the intersection of West Washington Street and North Fort Street, on the left when traveling west on West Washington Street.",NA,http://www.hmdb.org/m.asp?m=74070
74179,SA-104,Virginia’s Executive Mansion,NA,NA,2012,Department of Historic Resources,37.5387,-77.43262,NA,Richmond,Capitol District,Richmond,Virginia,Marker can be reached from Capitol Square east of North 9th Street.,NA,http://www.hmdb.org/m.asp?m=74179
74649,J-107,The War of 1812 / Capture of the Dolphin,NA,NA,2013,Department of Historic Resources,37.63808,-76.40902,NA,White Stone,NA,Lancaster County,Virginia,"Marker is on Mary Ball Road (Virginia Route 3) just north of the Robert O. Norris Jr. Bridge, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=74649
74697,N-78,Opiscopank,Smith's Mystery Town,NA,2010,Department of Historic Resources,37.62941,-76.57154,82 Mariners Way,Urbanna,NA,Middlesex County,Virginia,"Marker is on Urbanna Road (Virginia Route 227) 0.1 miles east of Mollys Way, on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=74697
74699,N-87,Kingston Parish Glebe,NA,NA,1991,Department of Historic Resources,37.44053,-76.33549,NA,Mathews,NA,Mathews County,Virginia,"Marker is at the intersection of Glebe Road (Virginia Route 621) and Church Street (Virginia Route 611), on the right when traveling south on Glebe Road.",NA,http://www.hmdb.org/m.asp?m=74699
74700,OC-44,Morgan v. Virginia,NA,NA,2011,Department of Historic Resources,37.60619,-76.59441,NA,Saluda,NA,Middlesex County,Virginia,"Marker is at the intersection of General Puller Highway (Virginia Route 33) and New Street (Virginia Route 675), on the right when traveling east on General Puller Highway.",NA,http://www.hmdb.org/m.asp?m=74700
74702,NA-10,Gloucester Hall,NA,NA,2012,Department of Historic Resources,37.48336,-76.62359,11643 George Washington Memorial Hwy,Gloucester,NA,Gloucester County,Virginia,"Marker is at the intersection of George Washington Memorial Highway (U.S. 17) and Bacons Lane, on the right when traveling west on George Washington Memorial Highway.",NA,http://www.hmdb.org/m.asp?m=74702
74703,OC-43,Naval Actions on Wilton Creek and the Rappahannock River,NA,NA,2011,Department of Historic Resources,37.54905,-76.40725,NA,Hartfield,NA,Middlesex County,Virginia,"Marker is at the intersection of General Puller Highway (Virginia Route 33) and Woodport Lane, on the right when traveling east on General Puller Highway.",NA,http://www.hmdb.org/m.asp?m=74703
74705,Z-8,Mathews County / Gloucester County,NA,NA,1928,Conservation & Development Commission,37.46514,-76.44634,NA,North,NA,Mathews County,Virginia,"Marker is on John Clayton Memorial Highway (Virginia Route 14) west of Windsor Road (Virginia Route 3), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=74705
74771,K-218,Brandon,NA,NA,1928,Conservation & Development Commission,37.2131,-77.07289,NA,Burrowsville,NA,Prince George County,Virginia,"Marker is at the intersection of James River Drive (Virginia Route 10) and Lebanon Road (Virginia Route 611), on the right when traveling west on James River Drive.",NA,http://www.hmdb.org/m.asp?m=74771
74773,K-312,Carsley United Methodist Church,NA,NA,1993,Department of Historical Resources,37.09603,-77.00621,5609 Carsley Road,Carsley,NA,Surry County,Virginia,"Marker is at the intersection of Carsley Road (Virginia Route 615) and Otterdam Road (Virginia Route 612), on the right when traveling south on Carsley Road.",NA,http://www.hmdb.org/m.asp?m=74773
74774,K-320,Jerusalem Baptist Church,NA,NA,2003,Department of Historical Resources,37.10512,-77.01704,6512 Carsley Road,Carsley,NA,Surry County,Virginia,"Marker is on Carsley Road (Virginia Route 615) 0.6 miles east of Martin Luther King Highway (Virginia Route 40), on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=74774
74776,K-331,Temperance Industrial and Collegiate Institute,NA,NA,2010,Department of Historical Resources,37.16551,-76.9734,NA,Spring Grove,NA,Surry County,Virginia,"Marker is at the intersection of Colonial Trail West (Virginia Route 10) and Martin Luther King Highway (Virginia Route 40), on the right when traveling east on Colonial Trail West.",NA,http://www.hmdb.org/m.asp?m=74776
74893,Stop 2,Colonel Weisiger's Virginians,"May 24, 1864 1:00 - 4:00pm",Gray Trail,1998,"Blue & Gray Education Society, Hanover County Parks and Recreation Department",37.88488,-77.49929,11576 Verdon Rd,Doswell,NA,Hanover County,Virginia,"Marker can be reached from Verndon Road (Virginia Route 684) 0.2 miles west of New Market Mill Road (Virginia Route 685), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=74893
74894,Stop 1,Men From Massachusetts,"May 24, 1864 6:45pm",Blue Trail,2014,"Blue & Gray Education Society, Hanover County Parks and Recreation Department",37.88635,-77.49502,11576 Verdon Road,Doswell,NA,Hanover County,Virginia,"Marker can be reached from Verdon Road (Virginia Route 684) 0.2 miles west of New Market Mill Road (Route 685), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=74894
74895,Stop 2,Like the Coming of a Cyclone,"May 24, 1864 6:00 - 6:30pm",Blue Trail,2014,"Blue & Gray Education Society, Hanover County Parks and Recreation Department",37.88695,-77.49538,11576 Verdon Road,Doswell,NA,Hanover County,Virginia,"Marker can be reached from Verdon Road (Virginia Route 684) 0.2 miles west of New Market Mill Road (Virginia Route 685), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=74895
74896,Stop 3,Run for Safety,"May 24, 1864 6:45 pm - 7:30 pm",Blue Trail,2014,"Blue & Gray Education Society, Hanover County Parks and Recreation Department",37.88695,-77.49617,11576 Verdon Road,Doswell,NA,Hanover County,Virginia,"Marker can be reached from Verdon Road (State Road 684) 0.2 miles west of New Market Mill Road (State Route 685), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=74896
75004,Stop 5,Ledlie's Legacy,"May 24, 1864",Blue Trail,2014,"Blue & Gray Education Society, Hanover County Parks and Recreation Department",37.89347,-77.49427,11576 Verdon Rd,Doswell,NA,Hanover County,Virginia,"Marker can be reached from Verdon Road (Virginia Route 684) 0.2 miles west of New Market Mill Road (Virginia Route 685), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=75004
75005,Stop 6,A Night of Agony,"May 24, 1864",Blue Trail,2014,"Blue & Gray Education Society, Hanover County Parks and Recreation Department",37.89421,-77.49367,11576 Verdon Rd,Doswell,NA,Hanover County,Virginia,"Marker can be reached from Verdon Road (Virginia Route 684) 0.2 miles west of New Market Mill Road (Route 685), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=75005
75011,Stop 12,Dig and Dig Some More,"May 25-26, 1864",Blue Trail,2014,"Blue & Gray Education Society, Hanover County Parks and Recreation Department",37.89563,-77.49732,11576 Verdon Rd,Doswell,NA,Hanover County,Virginia,"Marker can be reached from Verdon Road (Virginia Route 684) 0.2 miles west of New Market Mill Road (Virginia Route 685), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=75011
75497,T-17,The Retreat,NA,NA,1999,Department of Historical Resources,39.12299,-77.88799,NA,Longwood,NA,Clarke County,Virginia,"Marker is at the intersection of Parker Lane and Harry Byrd Highway (Virginia Route 7), on the right when traveling west on Parker Lane.",NA,http://www.hmdb.org/m.asp?m=75497
75706,EM-3,23rd USCT At the Alrich Farm,NA,NA,2013,Department of Historic Resources,38.282470000000004,-77.6212,11701 Sawhill Blvd,Spotsylvania Courthouse,NA,Spotsylvania County,Virginia,"Marker is at the intersection of Catharpin Road (County Route 612) and Sawhill Boulevard (Local Route 2085), on the right when traveling south on Catharpin Road.",NA,http://www.hmdb.org/m.asp?m=75706
75730,E-230,John Cephas,(1930–2009),NA,2014,Department of Historic Resources,38.05508,-77.35046,268 N Main St,Bowling Green,NA,Caroline County,Virginia,"Marker is at the intersection of North Main Street (Business U.S. 301) and West Broaddus Avenue (Route 207), on the left when traveling north on North Main Street.",NA,http://www.hmdb.org/m.asp?m=75730
76404,O-69,The War of 1812 / African Americans in the War of 1812,NA,NA,2010,Department of Historic Resources,37.84235,-76.28743,468 Buzzards Point Road,Reedville,NA,Northumberland County,Virginia,"Marker can be reached from Buzzards Point Road (Virginia Route 656) 0.6 miles east of Fairport Road (Virginia Route 646), on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=76404
76405,O-70,The War of 1812 / British Attacks at Kinsale and Mundy Point,NA,NA,2010,Department of Historic Resources,38.00177,-76.58489,NA,Callao,NA,Northumberland County,Virginia,"Marker is at the intersection of Hampton Hall Road (Virginia Route 202) and Locust Lane (Virginia Route 675), on the right when traveling west on Hampton Hall Road.",NA,http://www.hmdb.org/m.asp?m=76405
76406,JT-93,War of 1812,Poisoning Inquiry at Yeocomico Church,NA,2011,Department of Historic Resources,38.06186,-76.59669,1233 Old Yeocomico Rd,Tucker Hill,NA,Westmoreland County,Virginia,"Marker is on Old Yeocomico Road (Virginia Route 606) 0.3 miles south of Tucker Hill Road (Virginia Route 610), on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=76406
76407,JT-92,The War of 1812 / British Landing at Nomini Ferry,NA,NA,2010,Department of Historic Resources,38.09811,-76.73053,NA,Mount Holly,NA,Westmoreland County,Virginia,"Marker is on Cople Highway (Virginia Route 202) 0.3 miles west of McGuires Wharf Road (U.S. 662), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=76407
76408,EP-5,Punishing the Nanzattico Indians,NA,NA,2010,Department of Historic Resources,38.17631,-77.12426,NA,King George,NA,King George County,Virginia,"Marker is on Nanzatico Lane (Virginia Route 698) 1.5 miles south of Salem Church Road (Virginia Route 625), on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=76408
76409,EP-10,Ralph Bunche High School,NA,NA,2012,Department of Historic Resources,38.27204,-77.13736,10139 James Madison Pkwy,King George,NA,King George County,Virginia,"Marker is at the intersection of James Madison Parkway (U.S. 301) and Hanover Church Road (Virginia Route 611), on the right when traveling north on James Madison Parkway.",NA,http://www.hmdb.org/m.asp?m=76409
76410,Z-2,Richmond County / Northumberland County,NA,NA,1928,Conservation & Development Commission,37.94911,-76.60554,14528 Richmond Rd,Farnham,NA,Northumberland County,Virginia,"Marker is at the intersection of Richmond Road (U.S. 360) and Normans Corner Road (Virginia Route 617), on the left when traveling east on Richmond Road.",NA,http://www.hmdb.org/m.asp?m=76410
76777,Z-243,Isle of Wight County / Nansemond County,NA,NA,1932,Conservation & Development Commission,36.79524,-76.68687,14056 Windsor Ct,Suffolk,Holy Neck,Suffolk,Virginia,"Marker is on Pruden Boulevard (U.S. 460) 0.1 miles east of Ennis Mill Road (County Route 690), on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=76777
76778,K-301,Jamestown Ferry,NA,NA,1987,Department of Conservation Historic Resources,37.18411,-76.78566,16289 Rolfe Hwy,Surry,NA,Surry County,Virginia,"Marker is at the intersection of Rolfe Highway (Virginia Route 31) and Riverview Drive (Virginia Route 649), on the right when traveling north on Rolfe Highway.",NA,http://www.hmdb.org/m.asp?m=76778
76787,Q 8-r,Norfolk Naval Shipyard,NA,NA,1996,Department of Historic Resources,36.82688,-76.29707,NA,Portsmouth,NA,Portsmouth,Virginia,"Marker is on Lincoln Street east of 3rd Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=76787
76793,K-276,Sunray,NA,NA,2013,Department of Historic Resources,36.78225,-76.41079,NA,Chesapeake,Western Branch South,Chesapeake,Virginia,"Marker is on Homestead Road, 0.2 miles south of South Military Highway (U.S. 460), on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=76793
76794,WP-13,Justin Holland,NA,NA,2012,Department of Historic Resources,36.75079,-76.34559,NA,Chesapeake,Deep Creek North,Chesapeake,Virginia,"Marker is at the intersection of Shell Road and George Washington Highway (Business U.S. 17), on the right when traveling east on Shell Road.",NA,http://www.hmdb.org/m.asp?m=76794
76803,K-251,Early History of Suffolk,NA,NA,1998,Department of Historic Resources,36.73888,-76.58268,100 E Constance Rd,Suffolk,NA,Suffolk,Virginia,"Marker can be reached from North Main Street (Virginia Route 32) north of East Constance Road (Business U.S. 460), on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=76803
76804,QB-1,First Suffolk Church,NA,NA,1959,Virginia State Library,36.73649,-76.58404,NA,Suffolk,NA,Suffolk,Virginia,"Marker is at the intersection of Western Avenue and Church Street, on the right when traveling west on Western Avenue.",NA,http://www.hmdb.org/m.asp?m=76804
76806,K-332,East Suffolk School Complex,NA,NA,2012,Department of Historic Resources,36.7252,-76.5647,NA,Suffolk,NA,Suffolk,Virginia,"Marker is on South 6th Street, 0.1 miles south of East Washington Street (Business U.S. 13), on the left when traveling south. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=76806
76807,KO-2,Nansemond Collegiate Institute,NA,NA,1988,Department of Conservation and Historic Resources,36.72635,-76.56645,NA,Suffolk,NA,Suffolk,Virginia,"Marker is at the intersection of East Washington Street (Business U.S. 13) and North 5th Street, on the left when traveling east on East Washington Street.",NA,http://www.hmdb.org/m.asp?m=76807
76815,WY-104,British Approach to Hampton / The War of 1812,NA,NA,2011,Department of Historic Resources,37.02427,-76.34317,602 Settlers Landing Road,Hampton,Victoria Boulevard Historic District,Hampton,Virginia,"Marker is at the intersection of South King Street and Settlers Landing Road (U.S. 60), on the left when traveling south on South King Street.",NA,http://www.hmdb.org/m.asp?m=76815
76817,WY-103,Sack of Hampton / The War of 1812,NA,NA,2011,Department of Historic Resources,36.99973,-76.37342,NA,Hampton,Wythe,Hampton,Virginia,"Marker is at the intersection of Chesapeake Avenue (Virginia Route 167) and Powhatan Parkway, on the right when traveling west on Chesapeake Avenue.",NA,http://www.hmdb.org/m.asp?m=76817
76819,WY-102,Admiral Sir George Cockburn on the Chesapeake / The War of 1812,NA,NA,2010,Department of Historic Resources,37.00074,-76.36745,NA,Hampton,Wythe,Hampton,Virginia,"Marker is at the intersection of Chesapeake Avenue (Virginia Route 167) and Alleghany Road, on the left when traveling west on Chesapeake Avenue.",NA,http://www.hmdb.org/m.asp?m=76819
77510,KB-75,Fort Dickinson,NA,NA,1951,Virginia State Library,37.97237,-79.66158,NA,Millboro Springs,NA,Bath County,Virginia,"Marker is on Cowpasture River Highway (Virginia Route 42) south of Mountain Valley Road (Virginia Route 	39), on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=77510
77511,W-234,Grandma Moses in Augusta County,NA,NA,2014,Department of Historic Resources,38.1859,-79.01297,NA,Verona,NA,Augusta County,Virginia,Marker is on Mill Place Parkway (County Route 1943) south of Laurel Hill Road (County Route 612).,NA,http://www.hmdb.org/m.asp?m=77511
78064,K-337,The War of 1812 / Winfield Scott,NA,NA,2011,Department of Historic Resources,37.07832,-77.58649,NA,Dinwiddie,NA,Dinwiddie County,Virginia,"Marker is at the intersection of Boydton Plank Road (U.S. 1) and Main Street, on the right when traveling south on Boydton Plank Road.",NA,http://www.hmdb.org/m.asp?m=78064
78074,E-231,Stafford Training School,NA,NA,2014,Department of Historic Resources,38.40413,-77.41972,1739 Jefferson Davis Highway,Stafford,NA,Stafford County,Virginia,Marker is on Jefferson Davis Highway (U.S. 1).,NA,http://www.hmdb.org/m.asp?m=78074
78771,SA-108,Appointed to Serve,NA,NA,2013,Department of Historic Resources,37.57914,-77.4504,3406 Brook Road,Richmond,Laburnum Park,Richmond,Virginia,"Marker is on Brook Road near Westwood Avenue, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=78771
79063,QA-33,Joshua L. Chamberlain Promoted “On The Spot”,NA,NA,2014,Department of Historic Resources,37.21505,-77.3753,NA,Petersburg,NA,Petersburg,Virginia,"Marker is at the intersection of Winfield Road (Business U.S. 460) and County Drive, on the right when traveling west on Winfield Road.",NA,http://www.hmdb.org/m.asp?m=79063
79076,S-85,Elizabeth Hobbs Keckley (1818-1907),NA,NA,2011,Department of Historic Resources,37.01382,-77.67437,NA,Dewitt,NA,Dinwiddie County,Virginia,"Marker is at the intersection of Boydton Plank Road (U.S. 1) and Karla Drive, on the left when traveling south on Boydton Plank Road.",NA,http://www.hmdb.org/m.asp?m=79076
79077,S-95,Dinwiddie Normal Industrial School,(Southside High School),NA,2014,Department of Historic Resources,37.10306,-77.56294,12318 Boydton Plank Road,Dinwiddie,NA,Dinwiddie County,Virginia,"Marker is at the intersection of Boydton Plank Road (U.S. 1) and Southside Avenue, on the right when traveling south on Boydton Plank Road.",NA,http://www.hmdb.org/m.asp?m=79077
79124,SA-106,First African Baptist Church,NA,NA,2014,Department of Historic Resources,37.5384,-77.42951,310 College Street,Richmond,Biotech and MCV District,Richmond,Virginia,"Marker is at the intersection of East Broad Street (U.S. 250) and College Street, on the right when traveling west on East Broad Street.",NA,http://www.hmdb.org/m.asp?m=79124
79997,E-117,Jones Point,NA,NA,2002,Department of Historic Resources,38.79401,-77.04578,NA,Alexandria,Old Town,Alexandria,Virginia,"Marker is at the intersection of South Royal Street and Jones Point Drive, on the left when traveling south on South Royal Street.",NA,http://www.hmdb.org/m.asp?m=79997
80237,Z-130,Lee County / Tennessee,NA,NA,2003,Department of Historic Resources,36.60043,-83.65565,NA,Ewing,NA,Lee County,Virginia,"Marker is on Old Wilderness Road (Virginia Route 58) 0.2 miles north of Virginia Route 872, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=80237
80324,J-16,Defenses of Winchester,NA,NA,1929,Conservation & Development Commission,39.10535,-78.15897,NA,Winchester,NA,Frederick County,Virginia,"Marker is on Front Royal Pike (U.S. 522), on the right when traveling south. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=80324
82167,ND-15,Lt. Col. George Armistead (1780-1818) / The War of 1812,NA,NA,2014,Department of Historic Resources,38.00089,-77.33521,NA,Milford,NA,Caroline County,Virginia,"Marker is at the intersection of Richmond Turnpike (U.S. 301) and New Market Lane, on the right when traveling south on Richmond Turnpike.",NA,http://www.hmdb.org/m.asp?m=82167
82684,SA-109,The Old State Capitol,NA,NA,2014,Department of Historic Resources,37.53476,-77.43243,14 South 14th Street,Richmond,Shockoe Slip,Richmond,Virginia,"Marker is at the intersection of South 14th Street (U.S. 60/360) and East Cary Street (Virginia Route 147), on the right when traveling south on South 14th Street.",NA,http://www.hmdb.org/m.asp?m=82684
82774,E-88,Alexandria Library Sit-In,NA,NA,2008,Department of Historic Resources,38.80762,-77.04655,"300 N, Washington St.",Alexandria,Old Town West,Alexandria,Virginia,"Marker is at the intersection of N. Washington Street and Queen St., on the right when traveling south on N. Washington Street.",NA,http://www.hmdb.org/m.asp?m=82774
83729,J-33,Opening of the Wilderness Campaign,NA,NA,1930,Conservation & Development Commission,38.44121,-77.89616,NA,Stevensburg,NA,Culpeper County,Virginia,"Marker is at the intersection of Germanna Highway (State Highway 3) and Batna Road (County Route 663), on the right when traveling west on Germanna Highway. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=83729
83880,Q 8-u,Ruth Brown,(1928-2006),NA,2006,Department of Historic Resources,36.83814,-76.30539,NA,Portsmouth,Olde Towne,Portsmouth,Virginia,"Marker is at the intersection of North Street and Green Street, on the right when traveling east on North Street.",NA,http://www.hmdb.org/m.asp?m=83880
83881,Q 8-w,Matilda Sissieretta Joyner Jones,(1869-1933),NA,2006,Department of Historic Resources,36.83814,-76.30534,NA,Portsmouth,Olde Towne,Portsmouth,Virginia,"Marker is at the intersection of North Street and Green Street, on the right when traveling east on North Street.",NA,http://www.hmdb.org/m.asp?m=83881
83890,Z-209,Craig County / West Virginia,NA,NA,NA,Virginia Department of Historic Resources,37.60658,-80.24076,NA,Paint Bank,NA,Craig County,Virginia,"Marker is on Virginia Route 311 near the West Virginia State Line, on the right when traveling north. <font color=red> Reported missing.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=83890
84039,L-3,Douthat State Park,NA,NA,1939,Virginia Conservation Commission,37.82528,-79.79384,NA,Cliftondale Park,NA,Alleghany County,Virginia,"Marker is at the intersection of Grafton Street (Business U.S. 60) and Longdale Furnace Road (County Route 637), on the left when traveling west on Grafton Street.",NA,http://www.hmdb.org/m.asp?m=84039
84051,D-33,Low Moor Iron Company Coke Ovens,NA,NA,1991,Department of Historic Resources,37.79364,-79.88452,NA,Low Moor,NA,Alleghany County,Virginia,"Marker is on Winterbury Avenue NE (Road F-205) north of Exit 21 (Interstate 64), on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=84051
84052,D-27,Fort Young,NA,NA,2003,Department of Historic Resources,37.77696,-79.99138,NA,Covington,NA,Covington,Virginia,"Marker is at the intersection of South Durant Road (Virginia Route 154) and West Riverview Drive and West Parklin Drive, on the left when traveling south on South Durant Road.",NA,http://www.hmdb.org/m.asp?m=84052
84057,Z-223,Alleghany County Va. / West Virginia,NA,NA,1929,Conservation and Development Commission,37.77901,-80.22775,NA,Alleghany,NA,Alleghany County,Virginia,"Marker is on Kanawha Trail (Virginia Route 311) 0.3 miles south of West Virginia Exit 183 (Interstate 64), on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=84057
84134,Z-289,Giles County / West Virginia,NA,NA,1951,Virginia State Library,37.39724,-80.80157,NA,Midway,NA,Giles County,Virginia,"Marker is on Federal Street (U.S. 219) just south of Giles-Fayette-Kanawa Turnpike (in WV) (Route 24/8), on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=84134
84135,KG-19,New River,NA,NA,2000,Department of Historic Resources,37.36957,-80.81935,NA,Rich Creek,NA,Giles County,Virginia,"Marker is on Virginia Avenue (U.S. 460), on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=84135
84143,KG-22,Narrows,NA,NA,1941,Virginia Conservation Commission,37.33238,-80.81079,NA,Narrows,NA,Giles County,Virginia,"Marker is on MacArthur Lane (Virginia Route 61) just south of Princeton Lane (Lurich Road) (County Route 649), on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=84143
84146,Z-202,Craig County / Giles County,NA,NA,1937,Conservation and Development Commission,37.32761,-80.4466,1833 Blue Grass Tr,Newport,NA,Craig County,Virginia,"Marker is on Blue Grass Trail (Virginia Route 42) just north of County Route 770, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=84146
84148,KH-3,William Addison “Add” Caldwell,Virginia Tech’s First Student,NA,1997,Department of Historic Resources,37.42608,-80.25294,NA,Simmonville,NA,Craig County,Virginia,Marker is at the intersection of Cumberland Gap Road (Virginia Route 42) and Sugar Maple Road (County Route 625) on Cumberland Gap Road.,NA,http://www.hmdb.org/m.asp?m=84148
84157,KH-5,Captain,NA,NA,1998,Department of Historic Resources,37.39252,-80.45561,NA,Captain,NA,Craig County,Virginia,Marker is at the intersection of Johns Creek Road (County Route 632) and Route 601 when traveling west on Johns Creek Road.,NA,http://www.hmdb.org/m.asp?m=84157
84178,KH-4,New Castle,NA,NA,1941,Virginia Conservation Commission,37.5,-80.10919,NA,New Castle,NA,Craig County,Virginia,"Marker is on Salem Avenue (Virginia Route 311) near Albert Street (County Route 634), on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=84178
84180,KH-2,Great Eastern Divide,Elevation — 2704 Feet,NA,1984,Virginia Historic Landmark Commission,37.44388,-80.21419,NA,New Castle,NA,Craig County,Virginia,"Marker is on Cumberland Gap Road (Virginia Route 42) 8.2 miles west of New Castle, on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=84180
84188,D-39,Botetourt County Courthouse Fire,NA,NA,1999,Department of Historic Resources,37.49913,-79.87798,1 W Main St,Fincastle,NA,Botetourt County,Virginia,"Marker is at the intersection of Main Street (Local Road T-630) and Roanoke Street (Local Road T-1204), on the left when traveling east on Main Street.",NA,http://www.hmdb.org/m.asp?m=84188
84192,D-28,Fincastle,NA,NA,1941,Virginia Conservation Commission,37.49897,-79.87933,NA,Fincastle,NA,Botetourt County,Virginia,"Marker is at the intersection of Fincastle Road (U.S. 220) and West Main Street (Local Route T-630), on the right when traveling north on Fincastle Road.",NA,http://www.hmdb.org/m.asp?m=84192
84203,D-32,Santillane,NA,NA,1990,Department of Historic Resources,37.49333,-79.87806,NA,Fincastle,NA,Botetourt County,Virginia,"Marker is at the intersection of Botetourt Road (U.S. 220) and Houseman Street (County Route 1211), on the left when traveling north on Botetourt Road.",NA,http://www.hmdb.org/m.asp?m=84203
