nature,animal_type,category,suburb,date_range,responsible_office,city
Animal,Dog,Unregistered,MOOROOKA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,COOPERS PLAINS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,HAWTHORNE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,WEST END,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,ZILLMERE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,STAFFORD HEIGHTS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,ALDERLEY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,HENDRA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,MOUNT COOT-THA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,BOONDALL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Too Many Animals,FOREST LAKE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,PADDINGTON,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,CHERMSIDE WEST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,CARINA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On A Person,CLAYFIELD,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,ENOGGERA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,NORMAN PARK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,MOUNT GRAVATT EAST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,CARINA HEIGHTS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BOONDALL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,CARINA HEIGHTS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARINA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,WYNNUM,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,WISHART,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,SUNNYBANK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,KEPERRA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,EVERTON PARK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,EVERTON PARK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Too Many Animals,COORPAROO,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,COORPAROO,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,MCDOWALL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Wild Dog,LAKE MANCHESTER,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,TENERIFFE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On A Person,UPPER BROOKFIELD,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,NORTHGATE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Fencing Issues,ASPLEY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,WISHART,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,EVERTON PARK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Too Many Animals,MOGGILL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,TAIGUM,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CARINA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,RUNCORN,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,CARSELDINE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,MOUNT GRAVATT EAST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,MOUNT COOT-THA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,INDOOROOPILLY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,BRACKEN RIDGE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,ZILLMERE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,MOUNT CROSBY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,BULIMBA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,NEWMARKET,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Fox,HEMMANT,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,BRACKEN RIDGE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Not An Attack,SEVENTEEN MILE ROCKS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,EVERTON PARK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,BOWEN HILLS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,FAIRFIELD,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,SOUTH BRISBANE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,NUNDAH,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,HENDRA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,SUNNYBANK HILLS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,GREENSLOPES,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,SHORNCLIFFE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,DURACK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,DURACK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Fox,WAKERLEY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Fox,WAKERLEY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,WEST END,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,NEWMARKET,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,BALD HILLS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,TENERIFFE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,ASPLEY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,HAWTHORNE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,BRIDGEMAN DOWNS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,INALA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,KURABY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,RUNCORN,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Menacing,RUNCORN,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Fox,PULLENVALE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Defecating In Public,CARINDALE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Fox,UPPER MOUNT GRAVATT,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CHANDLER,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,OXLEY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,CHAPEL HILL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KENMORE HILLS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ELLEN GROVE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,BALD HILLS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,UPPER MOUNT GRAVATT,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,SANDGATE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Defecating In Public,MOUNT GRAVATT EAST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,NUDGEE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,INALA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,KURABY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,YERONGA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,ASPLEY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,NEWSTEAD,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Too Many Animals,STAFFORD HEIGHTS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Deer,KENMORE HILLS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,GRANGE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,MOOROOKA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,HAWTHORNE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,NORTHGATE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,ACACIA RIDGE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,GORDON PARK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,WINDSOR,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,GEEBUNG,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,TINGALPA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,SHORNCLIFFE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,WYNNUM WEST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,MOUNT GRAVATT EAST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,MURARRIE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,MOUNT COOT-THA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,MCDOWALL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Fox,MURARRIE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,PINJARRA HILLS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,TARINGA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,CAMP HILL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,UPPER KEDRON,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MOGGILL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Defecating In Public,ZILLMERE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,INALA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Not An Attack,ARCHERFIELD,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,NUNDAH,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Defecating In Public,STAFFORD HEIGHTS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,TOOWONG,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,RICHLANDS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,RICHLANDS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,MORNINGSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,FOREST LAKE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,ANNERLEY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WISHART,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,WISHART,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,CARINDALE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Not An Attack,PADDINGTON,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,RUNCORN,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,INALA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,MOUNT GRAVATT EAST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,RUNCORN,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,NA,INALA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BRIDGEMAN DOWNS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,KANGAROO POINT,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,KARANA DOWNS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,ANSTEAD,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,KARANA DOWNS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,FOREST LAKE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,ROCHEDALE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Defecating In Public,MANLY WEST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,NA,RUNCORN,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,WAKERLEY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,TINGALPA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Defecating In Public,CARINDALE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,BELLBOWRIE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Too Many Animals,STAFFORD HEIGHTS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,CALAMVALE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CARINA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,KANGAROO POINT,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,MITCHELTON,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,SHORNCLIFFE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KENMORE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,UPPER KEDRON,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,FERNY GROVE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BULIMBA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,ACACIA RIDGE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Fox,BURBANK,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,STAFFORD HEIGHTS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Fencing Issues,CHERMSIDE WEST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,BOONDALL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,FOREST LAKE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,RUNCORN,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,ASHGROVE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,SEVEN HILLS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,KANGAROO POINT,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,MOUNT COOT-THA,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,GREENSLOPES,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,NUDGEE BEACH,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,GREENSLOPES,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,NUDGEE BEACH,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,CLAYFIELD,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,JAMBOREE HEIGHTS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,TARRAGINDI,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,WISHART,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BRACKEN RIDGE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,NA,GEEBUNG,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,BALD HILLS,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Other Animal,Deer,BROOKFIELD,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Wandering,INDOOROOPILLY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,MOUNT GRAVATT EAST,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Defecating In Public,ZILLMERE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat Trapping,NA,ZILLMERE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Cat,Wandering,MCDOWALL,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On A Person,WYNNUM,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ACACIA RIDGE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,INDOOROOPILLY,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KENMORE,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
Animal,Dog,Unregistered,UPPER MOUNT GRAVATT,cars-srsa-open-data-animal-related-complaints-apr-to-jun-2020.csv,NA,Brisbane
