Animal Type,Complaint Type,Date Received,Suburb,Electoral Division
dog,Enclosure,August 2014,Vincent,Division 8
dog,Noise,August 2014,Vincent,Division 8
dog,Noise,August 2014,Vincent,Division 8
dog,Noise,August 2014,Vincent,Division 8
dog,Noise,August 2014,Vincent,Division 8
cat,Private Impound,August 2014,Vincent,Division 8
dog,Private Impound,August 2014,Vincent,Division 8
dog,Private Impound,August 2014,Vincent,Division 8
dog,Private Impound,August 2014,Vincent,Division 8
dog,Private Impound,August 2014,Vincent,Division 8
dog,Private Impound,August 2014,Gulliver,Division 9
dog,Private Impound,August 2014,Gulliver,Division 9
dog,Enclosure,August 2014,Hermit Park,Division 9
dog,Enclosure,August 2014,Hermit Park,Division 9
dog,Enclosure,August 2014,Hermit Park,Division 9
dog,Noise,August 2014,Hermit Park,Division 9
dog,Noise,August 2014,Hermit Park,Division 9
dog,Noise,August 2014,Hermit Park,Division 9
dog,Noise,August 2014,Hermit Park,Division 9
dog,Noise,August 2014,Hermit Park,Division 9
dog,Noise,August 2014,Hermit Park,Division 9
dog,Noise,August 2014,Hermit Park,Division 9
dog,Noise,August 2014,Hermit Park,Division 9
dog,Noise,August 2014,Hermit Park,Division 9
dog,Private Impound,August 2014,Hermit Park,Division 9
dog,Private Impound,August 2014,Hermit Park,Division 9
dog,Private Impound,August 2014,Hermit Park,Division 9
dog,Private Impound,August 2014,Hermit Park,Division 9
dog,Wandering,August 2014,Hermit Park,Division 9
dog,Aggressive Animal,August 2014,Hyde Park,Division 9
dog,Aggressive Animal,August 2014,Hyde Park,Division 9
dog,Aggressive Animal,August 2014,Hyde Park,Division 9
dog,Noise,August 2014,Hyde Park,Division 9
dog,Noise,August 2014,Hyde Park,Division 9
dog,Noise,August 2014,Hyde Park,Division 9
dog,Private Impound,August 2014,Hyde Park,Division 9
dog,Private Impound,August 2014,Hyde Park,Division 9
dog,Noise,August 2014,Mundingburra,Division 9
dog,Noise,August 2014,Mundingburra,Division 9
dog,Attack,August 2014,Mysterton,Division 9
dog,Enclosure,August 2014,Mysterton,Division 9
dog,Noise,August 2014,Mysterton,Division 9
dog,Private Impound,August 2014,Mysterton,Division 9
dog,Private Impound,August 2014,Mysterton,Division 9
dog,Private Impound,August 2014,Mysterton,Division 9
dog,Aggressive Animal,August 2014,Pimlico,Division 9
dog,Aggressive Animal,August 2014,Pimlico,Division 9
dog,Attack,August 2014,Pimlico,Division 9
dog,Enclosure,August 2014,Pimlico,Division 9
dog,Enclosure,August 2014,Pimlico,Division 9
dog,Noise,August 2014,Pimlico,Division 9
dog,Noise,August 2014,Pimlico,Division 9
dog,Noise,August 2014,Pimlico,Division 9
dog,Noise,August 2014,Pimlico,Division 9
dog,Aggressive Animal,August 2014,Railway Estate,Division 9
dog,Noise,August 2014,Railway Estate,Division 9
dog,Noise,August 2014,Railway Estate,Division 9
dog,Noise,August 2014,Railway Estate,Division 9
dog,Private Impound,August 2014,Railway Estate,Division 9
dog,Private Impound,August 2014,Railway Estate,Division 9
dog,Aggressive Animal,August 2014,Rosslea,Division 9
dog,Attack,August 2014,Rosslea,Division 9
dog,Enclosure,August 2014,Rosslea,Division 9
dog,Private Impound,August 2014,Rosslea,Division 9
dog,Aggressive Animal,August 2014,West End,Division 9
dog,Attack,August 2014,West End,Division 9
dog,Enclosure,August 2014,West End,Division 9
dog,Enclosure,August 2014,West End,Division 9
dog,Noise,August 2014,West End,Division 9
dog,Noise,August 2014,West End,Division 9
dog,Private Impound,August 2014,West End,Division 9
dog,Private Impound,August 2014,West End,Division 9
dog,Private Impound,August 2014,West End,Division 9
dog,Wandering,August 2014,West End,Division 9
dog,Wandering,August 2014,West End,Division 9
dog,Wandering,August 2014,West End,Division 9
dog,Private Impound,August 2014,Rollingstone,Unallocated
dog,Wandering,August 2014,Thuringowa Central,Unallocated
dog,Aggressive Animal,August 2014,Unallocated,Unallocated
dog,Aggressive Animal,August 2014,Unallocated,Unallocated
dog,Aggressive Animal,August 2014,Unallocated,Unallocated
dog,Aggressive Animal,August 2014,Unallocated,Unallocated
dog,Aggressive Animal,August 2014,Unallocated,Unallocated
dog,Aggressive Animal,August 2014,Unallocated,Unallocated
dog,Aggressive Animal,August 2014,Unallocated,Unallocated
dog,Attack,August 2014,Unallocated,Unallocated
dog,Attack,August 2014,Unallocated,Unallocated
dog,Attack,August 2014,Unallocated,Unallocated
dog,Attack,August 2014,Unallocated,Unallocated
cat,Private Impound,August 2014,Unallocated,Unallocated
dog,Private Impound,August 2014,Unallocated,Unallocated
dog,Private Impound,August 2014,Unallocated,Unallocated
dog,Private Impound,August 2014,Unallocated,Unallocated
dog,Private Impound,August 2014,Unallocated,Unallocated
dog,Private Impound,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Wandering,August 2014,Unallocated,Unallocated
dog,Aggressive Animal,July 2014,Alice River,Division 1
dog,Enclosure,July 2014,Alice River,Division 1
dog,Noise,July 2014,Alice River,Division 1
dog,Private Impound,July 2014,Alice River,Division 1
dog,Attack,July 2014,Balgal Beach,Division 1
dog,Aggressive Animal,July 2014,Black River,Division 1
dog,Aggressive Animal,July 2014,Black River,Division 1
dog,Aggressive Animal,July 2014,Black River,Division 1
dog,Enclosure,July 2014,Black River,Division 1
dog,Enclosure,July 2014,Black River,Division 1
dog,Enclosure,July 2014,Black River,Division 1
dog,Private Impound,July 2014,Black River,Division 1
dog,Private Impound,July 2014,Black River,Division 1
dog,Enclosure,July 2014,Bluewater,Division 1
dog,Noise,July 2014,Bluewater,Division 1
dog,Private Impound,July 2014,Bluewater,Division 1
dog,Aggressive Animal,July 2014,Bohle Plains,Division 1
dog,Noise,July 2014,Bohle Plains,Division 1
dog,Noise,July 2014,Bohle Plains,Division 1
dog,Aggressive Animal,July 2014,Jensen,Division 1
dog,Enclosure,July 2014,Jensen,Division 1
dog,Noise,July 2014,Jensen,Division 1
dog,Aggressive Animal,July 2014,Mount Louisa,Division 1
dog,Enclosure,July 2014,Mount Louisa,Division 1
dog,Noise,July 2014,Mount Louisa,Division 1
dog,Noise,July 2014,Mount Louisa,Division 1
dog,Noise,July 2014,Mount Louisa,Division 1
dog,Private Impound,July 2014,Mount Louisa,Division 1
dog,Private Impound,July 2014,Rangewood,Division 1
dog,Attack,July 2014,Saunders Beach,Division 1
dog,Noise,July 2014,Shaw,Division 1
dog,Noise,July 2014,Shaw,Division 1
dog,Noise,July 2014,Shaw,Division 1
dog,Aggressive Animal,July 2014,Toolakea,Division 1
dog,Private Impound,July 2014,Yabulu,Division 1
dog,Private Impound,July 2014,Yabulu,Division 1
dog,Noise,July 2014,Alligator Creek,Division 10
dog,Aggressive Animal,July 2014,Cluden,Division 10
dog,Enclosure,July 2014,Cluden,Division 10
dog,Aggressive Animal,July 2014,Idalia,Division 10
dog,Aggressive Animal,July 2014,Idalia,Division 10
dog,Enclosure,July 2014,Idalia,Division 10
dog,Enclosure,July 2014,Idalia,Division 10
dog,Enclosure,July 2014,Idalia,Division 10
dog,Enclosure,July 2014,Idalia,Division 10
dog,Noise,July 2014,Idalia,Division 10
dog,Noise,July 2014,Idalia,Division 10
dog,Enclosure,July 2014,Nome,Division 10
dog,Private Impound,July 2014,Nome,Division 10
dog,Private Impound,July 2014,Oak Valley,Division 10
dog,Attack,July 2014,Oonoonba,Division 10
dog,Attack,July 2014,Oonoonba,Division 10
dog,Enclosure,July 2014,Oonoonba,Division 10
dog,Noise,July 2014,Oonoonba,Division 10
dog,Wandering,July 2014,Oonoonba,Division 10
dog,Attack,July 2014,Railway Estate,Division 10
dog,Enclosure,July 2014,Railway Estate,Division 10
dog,Enclosure,July 2014,Railway Estate,Division 10
dog,Enclosure,July 2014,Railway Estate,Division 10
dog,Enclosure,July 2014,Railway Estate,Division 10
dog,Enclosure,July 2014,Railway Estate,Division 10
dog,Enclosure,July 2014,Railway Estate,Division 10
dog,Noise,July 2014,Railway Estate,Division 10
dog,Noise,July 2014,Railway Estate,Division 10
dog,Noise,July 2014,Railway Estate,Division 10
dog,Private Impound,July 2014,Railway Estate,Division 10
dog,Private Impound,July 2014,Railway Estate,Division 10
dog,Private Impound,July 2014,Railway Estate,Division 10
dog,Wandering,July 2014,Railway Estate,Division 10
dog,Wandering,July 2014,Railway Estate,Division 10
dog,Wandering,July 2014,Railway Estate,Division 10
dog,Aggressive Animal,July 2014,Wulguru,Division 10
dog,Aggressive Animal,July 2014,Wulguru,Division 10
dog,Aggressive Animal,July 2014,Wulguru,Division 10
dog,Attack,July 2014,Wulguru,Division 10
dog,Attack,July 2014,Wulguru,Division 10
dog,Enclosure,July 2014,Wulguru,Division 10
dog,Enclosure,July 2014,Wulguru,Division 10
dog,Enclosure,July 2014,Wulguru,Division 10
dog,Enclosure,July 2014,Wulguru,Division 10
dog,Enclosure,July 2014,Wulguru,Division 10
dog,Enclosure,July 2014,Wulguru,Division 10
dog,Enclosure,July 2014,Wulguru,Division 10
dog,Noise,July 2014,Wulguru,Division 10
dog,Noise,July 2014,Wulguru,Division 10
dog,Noise,July 2014,Wulguru,Division 10
cat,Private Impound,July 2014,Wulguru,Division 10
cat,Private Impound,July 2014,Wulguru,Division 10
dog,Private Impound,July 2014,Wulguru,Division 10
dog,Private Impound,July 2014,Wulguru,Division 10
dog,Aggressive Animal,July 2014,Burdell,Division 2
dog,Aggressive Animal,July 2014,Burdell,Division 2
dog,Attack,July 2014,Burdell,Division 2
dog,Enclosure,July 2014,Burdell,Division 2
dog,Enclosure,July 2014,Burdell,Division 2
dog,Noise,July 2014,Burdell,Division 2
dog,Noise,July 2014,Burdell,Division 2
dog,Noise,July 2014,Burdell,Division 2
dog,Noise,July 2014,Burdell,Division 2
dog,Noise,July 2014,Burdell,Division 2
dog,Noise,July 2014,Burdell,Division 2
dog,Private Impound,July 2014,Burdell,Division 2
dog,Private Impound,July 2014,Burdell,Division 2
dog,Private Impound,July 2014,Burdell,Division 2
dog,Wandering,July 2014,Burdell,Division 2
dog,Aggressive Animal,July 2014,Bushland Beach,Division 2
dog,Enclosure,July 2014,Bushland Beach,Division 2
dog,Enclosure,July 2014,Bushland Beach,Division 2
dog,Noise,July 2014,Bushland Beach,Division 2
dog,Noise,July 2014,Bushland Beach,Division 2
dog,Noise,July 2014,Bushland Beach,Division 2
dog,Noise,July 2014,Bushland Beach,Division 2
dog,Noise,July 2014,Bushland Beach,Division 2
dog,Noise,July 2014,Bushland Beach,Division 2
dog,Noise,July 2014,Bushland Beach,Division 2
dog,Noise,July 2014,Bushland Beach,Division 2
dog,Private Impound,July 2014,Bushland Beach,Division 2
dog,Private Impound,July 2014,Bushland Beach,Division 2
dog,Private Impound,July 2014,Bushland Beach,Division 2
dog,Private Impound,July 2014,Bushland Beach,Division 2
dog,Private Impound,July 2014,Bushland Beach,Division 2
dog,Private Impound,July 2014,Bushland Beach,Division 2
dog,Private Impound,July 2014,Bushland Beach,Division 2
dog,Wandering,July 2014,Bushland Beach,Division 2
dog,Attack,July 2014,Deeragun,Division 2
dog,Enclosure,July 2014,Deeragun,Division 2
dog,Enclosure,July 2014,Deeragun,Division 2
dog,Noise,July 2014,Deeragun,Division 2
dog,Noise,July 2014,Deeragun,Division 2
dog,Noise,July 2014,Deeragun,Division 2
dog,Noise,July 2014,Deeragun,Division 2
dog,Noise,July 2014,Deeragun,Division 2
cat,Private Impound,July 2014,Deeragun,Division 2
cat,Private Impound,July 2014,Deeragun,Division 2
cat,Private Impound,July 2014,Deeragun,Division 2
dog,Private Impound,July 2014,Deeragun,Division 2
dog,Private Impound,July 2014,Deeragun,Division 2
dog,Private Impound,July 2014,Deeragun,Division 2
dog,Private Impound,July 2014,Deeragun,Division 2
dog,Private Impound,July 2014,Deeragun,Division 2
dog,Wandering,July 2014,Deeragun,Division 2
dog,Wandering,July 2014,Deeragun,Division 2
dog,Wandering,July 2014,Deeragun,Division 2
dog,Wandering,July 2014,Deeragun,Division 2
dog,Wandering,July 2014,Deeragun,Division 2
dog,Aggressive Animal,July 2014,Mount Low,Division 2
dog,Aggressive Animal,July 2014,Mount Low,Division 2
dog,Attack,July 2014,Mount Low,Division 2
dog,Attack,July 2014,Mount Low,Division 2
dog,Attack,July 2014,Mount Low,Division 2
dog,Enclosure,July 2014,Mount Low,Division 2
dog,Enclosure,July 2014,Mount Low,Division 2
dog,Enclosure,July 2014,Mount Low,Division 2
dog,Noise,July 2014,Mount Low,Division 2
dog,Noise,July 2014,Mount Low,Division 2
cat,Private Impound,July 2014,Mount Low,Division 2
dog,Private Impound,July 2014,Mount Low,Division 2
dog,Private Impound,July 2014,Mount Low,Division 2
dog,Private Impound,July 2014,Mount Low,Division 2
dog,Aggressive Animal,July 2014,Arcadia,Division 3
dog,Attack,July 2014,Arcadia,Division 3
cat,Private Impound,July 2014,Belgian Gardens,Division 3
dog,Private Impound,July 2014,Belgian Gardens,Division 3
dog,Private Impound,July 2014,Belgian Gardens,Division 3
dog,Private Impound,July 2014,Belgian Gardens,Division 3
dog,Wandering,July 2014,Belgian Gardens,Division 3
dog,Noise,July 2014,Castle Hill,Division 3
dog,Wandering,July 2014,Castle Hill,Division 3
dog,Aggressive Animal,July 2014,Garbutt,Division 3
dog,Noise,July 2014,Garbutt,Division 3
dog,Noise,July 2014,Garbutt,Division 3
dog,Noise,July 2014,Garbutt,Division 3
dog,Private Impound,July 2014,Garbutt,Division 3
dog,Noise,July 2014,Horseshoe Bay,Division 3
dog,Noise,July 2014,Nelly Bay,Division 3
dog,Private Impound,July 2014,Nelly Bay,Division 3
dog,Wandering,July 2014,Nelly Bay,Division 3
dog,Attack,July 2014,North Ward,Division 3
dog,Noise,July 2014,North Ward,Division 3
dog,Noise,July 2014,North Ward,Division 3
dog,Noise,July 2014,North Ward,Division 3
dog,Noise,July 2014,North Ward,Division 3
dog,Wandering,July 2014,North Ward,Division 3
dog,Enclosure,July 2014,Pallarenda,Division 3
dog,Noise,July 2014,Rowes Bay,Division 3
dog,Aggressive Animal,July 2014,South Townsville,Division 3
dog,Attack,July 2014,South Townsville,Division 3
dog,Attack,July 2014,South Townsville,Division 3
dog,Private Impound,July 2014,South Townsville,Division 3
dog,Wandering,July 2014,Townsville City,Division 3
dog,Aggressive Animal,July 2014,Condon,Division 4
dog,Aggressive Animal,July 2014,Condon,Division 4
dog,Enclosure,July 2014,Condon,Division 4
dog,Enclosure,July 2014,Condon,Division 4
dog,Noise,July 2014,Condon,Division 4
dog,Noise,July 2014,Condon,Division 4
dog,Noise,July 2014,Condon,Division 4
dog,Noise,July 2014,Condon,Division 4
dog,Noise,July 2014,Condon,Division 4
dog,Private Impound,July 2014,Condon,Division 4
dog,Private Impound,July 2014,Condon,Division 4
dog,Private Impound,July 2014,Condon,Division 4
dog,Private Impound,July 2014,Condon,Division 4
dog,Aggressive Animal,July 2014,Kelso,Division 4
dog,Aggressive Animal,July 2014,Kelso,Division 4
dog,Aggressive Animal,July 2014,Kelso,Division 4
dog,Aggressive Animal,July 2014,Kelso,Division 4
dog,Attack,July 2014,Kelso,Division 4
dog,Attack,July 2014,Kelso,Division 4
dog,Attack,July 2014,Kelso,Division 4
dog,Attack,July 2014,Kelso,Division 4
dog,Attack,July 2014,Kelso,Division 4
dog,Attack,July 2014,Kelso,Division 4
dog,Enclosure,July 2014,Kelso,Division 4
dog,Enclosure,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
dog,Noise,July 2014,Kelso,Division 4
cat,Private Impound,July 2014,Kelso,Division 4
cat,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Private Impound,July 2014,Kelso,Division 4
dog,Aggressive Animal,July 2014,Rasmussen,Division 4
dog,Aggressive Animal,July 2014,Rasmussen,Division 4
dog,Aggressive Animal,July 2014,Rasmussen,Division 4
dog,Enclosure,July 2014,Rasmussen,Division 4
dog,Enclosure,July 2014,Rasmussen,Division 4
dog,Noise,July 2014,Rasmussen,Division 4
dog,Noise,July 2014,Rasmussen,Division 4
dog,Private Impound,July 2014,Rasmussen,Division 4
dog,Private Impound,July 2014,Rasmussen,Division 4
dog,Private Impound,July 2014,Rasmussen,Division 4
dog,Private Impound,July 2014,Rasmussen,Division 4
dog,Private Impound,July 2014,Rasmussen,Division 4
dog,Aggressive Animal,July 2014,Cranbrook,Division 5
dog,Aggressive Animal,July 2014,Cranbrook,Division 5
dog,Aggressive Animal,July 2014,Cranbrook,Division 5
dog,Noise,July 2014,Cranbrook,Division 5
dog,Aggressive Animal,July 2014,Kirwan,Division 5
dog,Attack,July 2014,Kirwan,Division 5
dog,Attack,July 2014,Kirwan,Division 5
dog,Attack,July 2014,Kirwan,Division 5
dog,Enclosure,July 2014,Kirwan,Division 5
dog,Enclosure,July 2014,Kirwan,Division 5
dog,Enclosure,July 2014,Kirwan,Division 5
dog,Enclosure,July 2014,Kirwan,Division 5
dog,Enclosure,July 2014,Kirwan,Division 5
dog,Enclosure,July 2014,Kirwan,Division 5
dog,Enclosure,July 2014,Kirwan,Division 5
dog,Enclosure,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Noise,July 2014,Kirwan,Division 5
dog,Private Impound,July 2014,Kirwan,Division 5
dog,Private Impound,July 2014,Kirwan,Division 5
dog,Private Impound,July 2014,Kirwan,Division 5
dog,Private Impound,July 2014,Kirwan,Division 5
dog,Private Impound,July 2014,Kirwan,Division 5
dog,Wandering,July 2014,Kirwan,Division 5
dog,Wandering,July 2014,Kirwan,Division 5
dog,Attack,July 2014,Mount Louisa,Division 5
dog,Enclosure,July 2014,Mount Louisa,Division 5
dog,Noise,July 2014,Mount Louisa,Division 5
dog,Private Impound,July 2014,Mount Louisa,Division 5
dog,Private Impound,July 2014,Mount Louisa,Division 5
dog,Private Impound,July 2014,Mount Louisa,Division 5
dog,Enclosure,July 2014,Thuringowa Central,Division 5
dog,Noise,July 2014,Thuringowa Central,Division 5
cat,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Private Impound,July 2014,Thuringowa Central,Division 5
dog,Wandering,July 2014,Thuringowa Central,Division 5
dog,Aggressive Animal,July 2014,Annandale,Division 6
dog,Attack,July 2014,Annandale,Division 6
dog,Attack,July 2014,Annandale,Division 6
dog,Enclosure,July 2014,Annandale,Division 6
dog,Noise,July 2014,Annandale,Division 6
dog,Noise,July 2014,Annandale,Division 6
dog,Private Impound,July 2014,Annandale,Division 6
dog,Enclosure,July 2014,Condon,Division 6
dog,Noise,July 2014,Condon,Division 6
dog,Noise,July 2014,Condon,Division 6
dog,Private Impound,July 2014,Condon,Division 6
dog,Wandering,July 2014,Condon,Division 6
dog,Aggressive Animal,July 2014,Douglas,Division 6
dog,Aggressive Animal,July 2014,Douglas,Division 6
dog,Aggressive Animal,July 2014,Douglas,Division 6
dog,Attack,July 2014,Douglas,Division 6
dog,Noise,July 2014,Douglas,Division 6
dog,Noise,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Private Impound,July 2014,Douglas,Division 6
dog,Wandering,July 2014,Douglas,Division 6
dog,Aggressive Animal,July 2014,Cranbrook,Division 7
dog,Attack,July 2014,Cranbrook,Division 7
dog,Attack,July 2014,Cranbrook,Division 7
dog,Enclosure,July 2014,Cranbrook,Division 7
dog,Enclosure,July 2014,Cranbrook,Division 7
dog,Noise,July 2014,Cranbrook,Division 7
cat,Private Impound,July 2014,Cranbrook,Division 7
dog,Private Impound,July 2014,Cranbrook,Division 7
dog,Wandering,July 2014,Cranbrook,Division 7
dog,Aggressive Animal,July 2014,Heatley,Division 7
dog,Attack,July 2014,Heatley,Division 7
dog,Enclosure,July 2014,Heatley,Division 7
dog,Enclosure,July 2014,Heatley,Division 7
dog,Enclosure,July 2014,Heatley,Division 7
dog,Noise,July 2014,Heatley,Division 7
dog,Noise,July 2014,Heatley,Division 7
dog,Private Impound,July 2014,Heatley,Division 7
dog,Private Impound,July 2014,Heatley,Division 7
dog,Private Impound,July 2014,Heatley,Division 7
dog,Aggressive Animal,July 2014,Kirwan,Division 7
dog,Aggressive Animal,July 2014,Kirwan,Division 7
dog,Aggressive Animal,July 2014,Kirwan,Division 7
dog,Aggressive Animal,July 2014,Kirwan,Division 7
dog,Attack,July 2014,Kirwan,Division 7
dog,Enclosure,July 2014,Kirwan,Division 7
dog,Enclosure,July 2014,Kirwan,Division 7
dog,Enclosure,July 2014,Kirwan,Division 7
dog,Enclosure,July 2014,Kirwan,Division 7
dog,Enclosure,July 2014,Kirwan,Division 7
dog,Enclosure,July 2014,Kirwan,Division 7
dog,Noise,July 2014,Kirwan,Division 7
dog,Noise,July 2014,Kirwan,Division 7
dog,Noise,July 2014,Kirwan,Division 7
dog,Noise,July 2014,Kirwan,Division 7
dog,Noise,July 2014,Kirwan,Division 7
dog,Noise,July 2014,Kirwan,Division 7
dog,Noise,July 2014,Kirwan,Division 7
dog,Noise,July 2014,Kirwan,Division 7
dog,Noise,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Private Impound,July 2014,Kirwan,Division 7
dog,Aggressive Animal,July 2014,Mount Louisa,Division 7
dog,Enclosure,July 2014,Mount Louisa,Division 7
dog,Enclosure,July 2014,Mount Louisa,Division 7
dog,Enclosure,July 2014,Mount Louisa,Division 7
dog,Enclosure,July 2014,Mount Louisa,Division 7
dog,Noise,July 2014,Mount Louisa,Division 7
dog,Noise,July 2014,Mount Louisa,Division 7
dog,Aggressive Animal,July 2014,Aitkenvale,Division 8
dog,Aggressive Animal,July 2014,Aitkenvale,Division 8
dog,Aggressive Animal,July 2014,Aitkenvale,Division 8
dog,Aggressive Animal,July 2014,Aitkenvale,Division 8
dog,Attack,July 2014,Aitkenvale,Division 8
dog,Attack,July 2014,Aitkenvale,Division 8
dog,Enclosure,July 2014,Aitkenvale,Division 8
dog,Enclosure,July 2014,Aitkenvale,Division 8
dog,Enclosure,July 2014,Aitkenvale,Division 8
dog,Enclosure,July 2014,Aitkenvale,Division 8
dog,Noise,July 2014,Aitkenvale,Division 8
cat,Private Impound,July 2014,Aitkenvale,Division 8
cat,Private Impound,July 2014,Aitkenvale,Division 8
cat,Private Impound,July 2014,Aitkenvale,Division 8
cat,Private Impound,July 2014,Aitkenvale,Division 8
dog,Private Impound,July 2014,Aitkenvale,Division 8
dog,Private Impound,July 2014,Aitkenvale,Division 8
dog,Private Impound,July 2014,Aitkenvale,Division 8
