year,gnis_id,geometry,metadata,number_of_records,parkname,region,state,unit_code,unit_name,unit_type,visitors
1965,2733443,POLYGON,http://nrdata.nps.gov/programs/Lands/GRSA_METADATA.xml,1,Great Sand Dunes,IM,CO,GRSA,Great Sand Dunes National Preserve,National Preserve,142100
1965,1803454,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GLAC_metadata.xml,1,Glacier,IM,MT,GLAC,Glacier National Park,National Park,847100
1965,1556735,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HAFE_metadata.xml,1,Harpers Ferry,NC,WV,HAFE,Harpers Ferry National Historical Park,National Historical Park,789800
1964,1163670,POLYGON,NA,1,Crater Lake,PW,OR,CRLA,Crater Lake National Park,National Park,494100
1964,1531834,MULTIPOLYGON,NA,1,Lake Roosevelt,PW,WA,LARO,Lake Roosevelt National Recreation Area,National Recreation Area,637100
1964,2055170,MULTIPOLYGON,NA,1,Lewis and Clark,PW,WA,LEWI,Lewis and Clark National Historical Park,National Historical Park,71900
1964,1530459,MULTIPOLYGON,NA,1,Olympic,PW,WA,OLYM,Olympic National Park,National Park,1343600
1964,578853,MULTIPOLYGON,NA,1,NA,NE,ME,ACAD,Acadia National Park,National Park,2011600
1964,1377082,POLYGON,NA,1,NA,IM,TX,BIBE,Big Bend National Park,National Park,119700
1964,1009494,MULTIPOLYGON,NA,1,NA,NT,NC,BLRI,Blue Ridge Parkway,Parkway,7001100
1964,982628,MULTIPOLYGON,NA,1,NA,SE,NC,CAHA,Cape Hatteras National Seashore,National Seashore,1070500
1964,330990,MULTIPOLYGON,NA,1,NA,SE,GA,CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,993800
1958,583731,MULTIPOLYGON,NA,1,NA,NC,DC,CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,40100
1964,1986829,MULTIPOLYGON,NA,1,NA,PW,ID,CRMO,Craters of the Moon National Monument,National Monument,172000
1964,293666,POLYGON,NA,1,NA,SE,FL,EVER,Everglades National Park,National Park,792600
1964,985324,POLYGON,NA,1,NA,SE,NC,FORA,Fort Raleigh National Historic Site,National Historic Site,145500
1964,1018241,MULTIPOLYGON,NA,1,NA,SE,NC,GRSM,Great Smoky Mountains National Park,National Park,5321100
1964,1177725,MULTIPOLYGON,NA,1,NA,NE,PA,INDE,Independence National Historical Park,National Historical Park,2680400
1964,1616980,POLYGON,NA,1,NA,MW,MI,ISRO,Isle Royale National Park,National Park,8200
1964,1488805,MULTIPOLYGON,NA,1,NA,NE,VA,SHEN,Shenandoah National Park,National Park,2276200
1964,1270094,MULTIPOLYGON,NA,1,NA,SE,MS,SHIL,Shiloh National Battlefield,National Battlefield,471000
1964,1888964,MULTIPOLYGON,NA,1,NA,SE,TN,STRI,Stones River National Battlefield,National Battlefield,60300
1964,679217,MULTIPOLYGON,NA,1,NA,SE,LA,VICK,Vicksburg National Military Park,National Military Park,970800
1964,203271,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BLCA_metadata.xml,1,Black Canyon of the Gunnison,IM,CO,BLCA,Black Canyon of the Gunnison National Park,National Park,168200
1964,806297,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LIBI_metadata.xml,1,Little Bighorn Battlefield,IM,MT,LIBI,Little Bighorn Battlefield National Monument,National Monument,188800
1964,936867,POLYGON,http://nrdata.nps.gov/programs/Lands/CAVO_metadata.xml,1,Capulin Volcano,IM,NM,CAVO,Capulin Volcano National Monument,National Monument,65300
1964,928945,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GICL_metadata.xml,1,Gila Cliff Dwellings,IM,NM,GICL,Gila Cliff Dwellings National Monument,National Monument,24000
1964,1470042,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MANA_metadata.xml,1,Manassas,NC,VA,MANA,Manassas National Battlefield Park,National Battlefield Park,323300
1964,35519,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/TUMA_metadata.xml,1,Tumacacori,IM,AZ,TUMA,Tumacacori National Historical Park,National Historical Park,55600
1964,35601,POLYGON,http://nrdata.nps.gov/programs/Lands/TUZI_metadata.xml,1,Tuzigoot,IM,AZ,TUZI,Tuzigoot National Monument,National Monument,45400
1964,830099,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOME_metadata.xml,1,Homestead,MW,NE,HOME,Homestead National Monument of America,National Monument,29700
1964,589057,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ANTI_metadata.xml,1,Antietam,NC,MD,ANTI,Antietam National Battlefield,National Battlefield,101300
1964,307911,POLYGON,http://nrdata.nps.gov/programs/Lands/CASA_metadata.xml,1,Castillo de San Marcos,SE,FL,CASA,Castillo de San Marcos National Monument,National Monument,322400
1964,1446610,POLYGON,http://nrdata.nps.gov/programs/Lands/TICA_metadata.xml,1,Timpanogos Cave,IM,UT,TICA,Timpanogos Cave National Monument,National Monument,165200
1964,1888900,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ARHO_metadata.xml,1,Arlington House,NC,VA,ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,1063900
1964,490476,POLYGON,http://nrdata.nps.gov/programs/Lands/CUGA_metadata.xml,1,Cumberland Gap,SE,KY,CUGA,Cumberland Gap National Historical Park,National Historical Park,176200
1964,38197,POLYGON,http://nrdata.nps.gov/programs/Lands/WUPA_metadata.xml,1,Wupatki,IM,AZ,WUPA,Wupatki National Monument,National Monument,63000
1964,1222505,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOSU_metadata.xml,1,Fort Sumter,SE,SC,FOSU,Fort Sumter National Monument,National Monument,158600
1964,35382,POLYGON,http://nrdata.nps.gov/programs/Lands/TONT_metadata.xml,1,Tonto,IM,AZ,TONT,Tonto National Monument,National Monument,70400
1964,1888929,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOFR_metadata.xml,1,Home of Franklin D Roosevelt,NE,NY,HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,312900
1964,1439558,POLYGON,http://nrdata.nps.gov/programs/Lands/CEBR_metadata.xml,1,Cedar Breaks,IM,UT,CEBR,Cedar Breaks National Monument,National Monument,153900
1964,1455716,POLYGON,http://nrdata.nps.gov/programs/Lands/ARCH_metadata.xml,1,Arches,IM,UT,ARCH,Arches National Park,National Park,99700
1964,34968,POLYGON,http://nrdata.nps.gov/programs/Lands/SUCR_metadata.xml,1,Sunset Crater Volcano,IM,AZ,SUCR,Sunset Crater Volcano National Monument,National Monument,139700
1964,530748,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOTH_metadata.xml,1,Ford's Theatre,NC,DC,FOTH,Ford's Theatre National Historic Site,National Historic Site,450500
1964,9526,POLYGON,http://nrdata.nps.gov/programs/Lands/PISP_metadata.xml,1,Pipe Spring,IM,AZ,PISP,Pipe Spring National Monument,National Monument,22400
1964,906062,POLYGON,http://nrdata.nps.gov/programs/Lands/ELMO_metadata.xml,1,El Morro,IM,NM,ELMO,El Morro National Monument,National Monument,16800
1964,1304837,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ANJO_metadata.xml,1,Andrew Johnson,SE,TN,ANJO,Andrew Johnson National Historic Site,National Historic Site,50600
1964,456249,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/EFMO_metadata.xml,1,Effigy Mounds,MW,IA,EFMO,Effigy Mounds National Monument,National Monument,84500
1964,202599,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOVE_metadata.xml,1,Hovenweep,IM,UT,HOVE,Hovenweep National Monument,National Monument,6400
1964,889156,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOUN_metadata.xml,1,Fort Union,IM,NM,FOUN,Fort Union National Monument,National Monument,12600
1964,15492,POLYGON,http://nrdata.nps.gov/programs/Lands/ORPI_metadata.xml,1,Organ Pipe Cactus,IM,AZ,ORPI,Organ Pipe Cactus National Monument,National Monument,324700
1964,496556,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ABLI_metadata.xml,1,Abraham Lincoln Birthplace,SE,KY,ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,284600
1964,307632,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DRTO_metadata.xml,1,Dry Tortugas,SE,FL,DRTO,Dry Tortugas National Park,National Park,43200
1964,314290,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOFR_metadata.xml,1,Fort Frederica,SE,GA,FOFR,Fort Frederica National Monument,National Monument,168600
1964,914261,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WHSA_metadata.xml,1,White Sands,IM,NM,WHSA,White Sands National Monument,National Monument,456800
1964,1450197,POLYGON,http://nrdata.nps.gov/programs/Lands/BRCA_metadata.xml,1,Bryce Canyon,IM,UT,BRCA,Bryce Canyon National Park,National Park,300300
1964,718402,POLYGON,http://nrdata.nps.gov/programs/Lands/GWCA_metadata.xml,1,George Washington Carver,MW,MO,GWCA,George Washington Carver National Monument,National Monument,66300
1964,904780,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CAVE_metadata.xml,1,Carlsbad Caverns,IM,NM,CAVE,Carlsbad Caverns National Park,National Park,588000
1964,874901,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/EDIS_metadata.xml,1,Edison,NE,NJ,EDIS,Thomas Edison National Historical Park,National Historic Site,40600
1964,1609331,POLYGON,http://nrdata.nps.gov/programs/Lands/YELL_metadata.xml,1,Yellowstone,IM,WY,YELL,Yellowstone National Park,National Park,1929300
1964,365210,POLYGON,http://nrdata.nps.gov/programs/Lands/HAVO_metadata.xml,1,Hawai'i Volcanoes,PW,HI,HAVO,Hawai'i Volcanoes National Park,National Park,517900
1964,255957,POLYGON,http://nrdata.nps.gov/programs/Lands/CABR_metadata.xml,1,Cabrillo,PW,CA,CABR,Cabrillo National Monument,National Monument,766100
1954,597426,POLYGON,http://nrdata.nps.gov/programs/Lands/FOWA_metadata.xml,1,Fort Washington Park,NC,MD,FOWA,Fort Washington Park,Other Designation,11900
1964,266000,POLYGON,http://nrdata.nps.gov/programs/Lands/SEQU_metadata.xml,1,Sequoia,PW,CA,SEQU,Sequoia National Park,National Park,654100
1964,507318,POLYGON,http://nrdata.nps.gov/programs/Lands/MACA_metadata.xml,1,Mammoth Cave,SE,KY,MACA,Mammoth Cave National Park,National Park,793400
1964,1597571,POLYGON,http://nrdata.nps.gov/programs/Lands/GRTE_metadata.xml,1,Grand Teton,IM,WY,GRTE,Grand Teton National Park,National Park,2456800
1964,1888899,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ADAM_metadata.xml,1,Adams,NE,MA,ADAM,Adams National Historical Park,National Historical Park,15100
1964,8538,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NAVA_metadata.xml,1,Navajo,IM,AZ,NAVA,Navajo National Monument,National Monument,7900
1964,179042,POLYGON,http://nrdata.nps.gov/programs/Lands/MEVE_metadata.xml,1,Mesa Verde,IM,CO,MEVE,Mesa Verde National Park,National Park,344400
1964,862430,POLYGON,http://nrdata.nps.gov/programs/Lands/GRBA_metadata.xml,1,Great Basin,PW,NV,GRBA,Great Basin National Park,National Park,34800
1964,644333,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GRPO_metadata.xml,1,Grand Portage,MW,MI,GRPO,Grand Portage National Monument,National Monument,66100
1964,1888961,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAMA_metadata.xml,1,Salem Maritime,NE,MA,SAMA,Salem Maritime National Historic Site,National Historic Site,70100
1964,531850,POLYGON,http://nrdata.nps.gov/programs/Lands/WAMO_metadata.xml,1,Washington Monument,NC,DC,WAMO,Washington Monument,National Memorial,1893600
1964,530557,POLYGON,http://nrdata.nps.gov/programs/Lands/JEFM_metadata.xml,1,Thomas Jefferson Memorial,NC,DC,JEFM,Thomas Jefferson Memorial,National Memorial,1661300
1964,1025558,POLYGON,http://nrdata.nps.gov/programs/Lands/MOCR_metadata.xml,1,Moores Creek,SE,NC,MOCR,Moores Creek National Battlefield,National Battlefield,28000
1964,149966,POLYGON,http://nrdata.nps.gov/programs/Lands/HOBE_metadata.xml,1,Horseshoe Bend,SE,AL,HOBE,Horseshoe Bend National Military Park,National Military Park,37400
1964,307963,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOMA_metadata.xml,1,Fort Matanzas,SE,FL,FOMA,Fort Matanzas National Monument,National Monument,102700
1964,1662323,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CHIS_metadata.xml,1,Channel Islands,PW,CA,CHIS,Channel Islands National Park,National Park,1500
1964,2733430,POLYGON,http://nrdata.nps.gov/programs/Lands/WHHO_metadata.xml,1,White House,NC,DC,WHHO,White House,Other Designation,1840100
1964,1477005,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BOWA_metadata.xml,1,Booker T. Washington,NE,VA,BOWA,Booker T. Washington National Monument,National Monument,20600
1964,560393,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JELA_metadata.xml,1,Jean Lafitte,SE,LA,JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,555400
1964,1261888,POLYGON,http://nrdata.nps.gov/programs/Lands/JECA_metadata.xml,1,Jewel Cave,MW,SD,JECA,Jewel Cave National Monument,National Monument,54900
1964,1082175,POLYGON,http://nrdata.nps.gov/programs/Lands/PEVI_metadata.xml,1,Perry's Victory and International Peace Memorial,MW,OH,PEVI,Perry's Victory and International Peace Memorial,National Memorial,79000
1964,583623,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CATO_metadata.xml,1,Catoctin Mountain Park,NC,MD,CATO,Catoctin Mountain Park,Other Designation,277700
1947,23944,POLYGON,http://nrdata.nps.gov/programs/Lands/RABR_metadata.xml,1,Rainbow Bridge,IM,UT,RABR,Rainbow Bridge National Monument,National Monument,0
1964,1454484,POLYGON,http://nrdata.nps.gov/programs/Lands/NABR_metadata.xml,1,Natural Bridges,IM,UT,NABR,Natural Bridges National Monument,National Monument,10500
1964,35848,POLYGON,http://nrdata.nps.gov/programs/Lands/WACA_metadata.xml,1,Walnut Canyon,IM,AZ,WACA,Walnut Canyon National Monument,National Monument,79400
1964,1462531,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/APCO_metadata.xml,1,Appomattox Court House,NE,VA,APCO,Appomattox Court House National Historical Park,National Historical Park,131900
1964,649530,POLYGON,http://nrdata.nps.gov/programs/Lands/PIPE_metadata.xml,1,Pipestone,MW,MN,PIPE,Pipestone National Monument,National Monument,111300
1964,1262098,POLYGON,http://nrdata.nps.gov/programs/Lands/MORU_metadata.xml,1,Mount Rushmore,MW,SD,MORU,Mount Rushmore National Memorial,National Memorial,1343300
1964,1498529,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PETE_metadata.xml,1,Petersburg,NE,VA,PETE,Petersburg National Battlefield,National Battlefield,1157900
1964,1504974,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOVA_metadata.xml,1,Fort Vancouver,PW,WA,FOVA,Fort Vancouver National Historic Site,National Historic Site,65200
1964,765817,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JEFF_metadata.xml,1,Jefferson,MW,MO,JEFF,Jefferson National Expansion Memorial,National Memorial,282700
1964,314296,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOPU_metadata.xml,1,Fort Pulaski,SE,GA,FOPU,Fort Pulaski National Monument,National Monument,252300
1964,40512,POLYGON,http://nrdata.nps.gov/programs/Lands/CORO_metadata.xml,1,Coronado,IM,AZ,CORO,Coronado National Memorial,National Memorial,40000
1964,1027483,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WRBR_metadata.xml,1,Wright Brothers,SE,NC,WRBR,Wright Brothers National Memorial,National Memorial,296800
1964,1223739,POLYGON,http://nrdata.nps.gov/programs/Lands/KIMO_metadata.xml,1,Kings Mountain,SE,SC,KIMO,Kings Mountain National Military Park,National Military Park,294700
1964,262358,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LABE_metadata.xml,1,Lava Beds,PW,CA,LABE,Lava Beds National Monument,National Monument,66900
1964,1193717,POLYGON,http://nrdata.nps.gov/programs/Lands/HOFU_metadata.xml,1,Hopewell Furnace,NE,PA,HOFU,Hopewell Furnace National Historic Site,National Historic Site,125400
1964,31964,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MOCA_metadata.xml,1,Montezuma Castle,IM,AZ,MOCA,Montezuma Castle National Monument,National Monument,222000
1964,255948,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KICA_metadata.xml,1,Kings Canyon,PW,CA,KICA,Kings Canyon National Park,National Park,831600
1964,1531185,POLYGON,http://nrdata.nps.gov/programs/Lands/WHMI_metadata.xml,1,Whitman Mission,PW,WA,WHMI,Whitman Mission National Historic Site,National Historic Site,95600
1964,531835,POLYGON,http://nrdata.nps.gov/programs/Lands/LINC_metadata.xml,1,Lincoln Memorial,NC,DC,LINC,Lincoln Memorial,National Memorial,4016900
1964,1455157,POLYGON,http://nrdata.nps.gov/programs/Lands/ZION_metadata.xml,1,Zion,IM,UT,ZION,Zion National Park,National Park,705200
1964,126026,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/RUCA_metadata.xml,1,Russell Cave,SE,AL,RUCA,Russell Cave National Monument,National Monument,19000
1964,229295,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MUWO_metadata.xml,1,Muir Woods,PW,CA,MUWO,Muir Woods National Monument,National Monument,609000
1964,358382,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HALE_metadata.xml,1,Haleakala,PW,HI,HALE,Haleakala National Park,National Park,87600
1964,878495,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MORR_metadata.xml,1,Morristown,NE,NJ,MORR,Morristown National Historical Park,National Historical Park,509500
1964,833315,POLYGON,http://nrdata.nps.gov/programs/Lands/SCBL_metadata.xml,1,Scotts Bluff,MW,NE,SCBL,Scotts Bluff National Monument,National Monument,89700
1964,885961,POLYGON,http://nrdata.nps.gov/programs/Lands/AZRU_metadata.xml,1,Aztec Ruins,IM,NM,AZRU,Aztec Ruins National Monument,National Monument,47900
1964,1434866,POLYGON,http://nrdata.nps.gov/programs/Lands/CARE_metadata.xml,1,Capitol Reef,IM,UT,CARE,Capitol Reef National Park,National Park,92500
1964,266641,POLYGON,http://nrdata.nps.gov/programs/Lands/DEPO_metadata.xml,1,Devils Postpile,PW,CA,DEPO,Devils Postpile National Monument,National Monument,79900
1964,277261,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/jotr_metadata.xml,1,Joshua Tree,PW,CA,JOTR,Joshua Tree National Park,National Park,343400
1964,1033824,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/THRO_METADATA.xml,1,Theodore Roosevelt,MW,ND,THRO,Theodore Roosevelt National Park,National Park,261500
1964,1193713,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FONE_METADATA.xml,1,Fort Necessity,NE,PA,FONE,Fort Necessity National Battlefield,National Battlefield,227000
1964,936877,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAPU_METADATA.xml,1,Salinas Pueblo Mission,IM,NM,SAPU,Salinas Pueblo Missions National Monument,National Monument,9100
1964,247533,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PINN_METADATA.xml,1,Pinnacles,PW,CA,PINN,Pinnacles National Park,National Park,103200
1964,1614406,POLYGON,POC:  Gil_Noice@nps.gov (boundary data only),1,Virgin Islands,SE,VI,VIIS,Virgin Islands National Park,National Park,71600
1964,204948,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ROMO_METADATA.xml,1,Rocky Mountain,IM,CO,ROMO,Rocky Mountain National Park,National Park,1885900
1964,23864,POLYGON,http://nrdata.nps.gov/programs/Lands/PEFO_METADATA.xml,1,Petrified Forest,IM,AZ,PEFO,Petrified Forest National Park,National Park,884000
1964,936878,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CHCU_METADATA.xml,1,Chaco Culture,IM,NM,CHCU,Chaco Culture National Historical Park,National Historical Park,29100
1964,857501,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DEVA_METADATA.xml,1,Death Valley,PW,CA,DEVA,Death Valley National Park,National Park,403600
1964,2057537,POLYGON,http://nrdata.nps.gov/programs/Lands/FEHA_METADATA.xml,1,Federal Hall,NE,NY,FEHA,Federal Hall National Memorial,National Memorial,39300
1964,595218,POLYGON,http://nrdata.nps.gov/programs/Lands/FOMC_METADATA.xml,1,Fort McHenry,NE,MD,FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,597400
1964,23866,POLYGON,http://nrdata.nps.gov/programs/Lands/GRCA_METADATA.xml,1,Grand Canyon,IM,AZ,GRCA,Grand Canyon National Park,National Park,1576600
1964,858265,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LAKE_METADATA.xml,1,Lake Mead,PW,NV,LAKE,Lake Mead National Recreation Area,National Recreation Area,3462600
1964,44811,POLYGON,http://nrdata.nps.gov/programs/Lands/CAGR_metadata.xml,1,Casa Grande Ruins,IM,AZ,CAGR,Casa Grande Ruins National Monument,National Monument,132400
1964,310345,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KEMO_metadata.xml,1,Kennesaw Mountain,SE,GA,KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,286800
1964,1993781,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CHRI_metadata.xml,1,Christiansted,SE,VI,CHRI,Christiansted National Historic Site,National Historic Site,12600
1964,294586,POLYGON,http://nrdata.nps.gov/programs/Lands/DESO_metadata.xml,1,De Soto,SE,FL,DESO,De Soto National Memorial,National Memorial,78200
1964,1888951,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/OCMU_metadata.xml,1,Ocmulgee,SE,GA,OCMU,Ocmulgee National Monument,National Monument,86700
1964,1247412,POLYGON,http://nrdata.nps.gov/programs/Lands/COWP_metadata.xml,1,Cowpens,SE,SC,COWP,Cowpens National Battlefield,National Battlefield,15500
1964,2877,POLYGON,http://nrdata.nps.gov/programs/Lands/CHIR_metadata.xml,1,Chiricahua,IM,AZ,CHIR,Chiricahua National Monument,National Monument,43700
1964,1175577,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GETT_METADATA.xml,1,Gettysburg,NE,PA,GETT,Gettysburg National Military Park,National Military Park,2260800
1964,2733421,POLYGON,http://nrdata.nps.gov/programs/Lands/DETO_METADATA.xml,1,Devils Tower,IM,WY,DETO,Devils Tower National Monument,National Monument,109600
1964,1147260,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ORCA_metadata.xml,1,Oregon Caves,PW,OR,ORCA,Oregon Caves National Monument and Preserve,National Monument,149900
1964,2733424,POLYGON,http://nrdata.nps.gov/programs/Lands/GEGR_METADATA.xml,1,General Grant,NE,NY,GEGR,General Grant National Memorial,National Memorial,323100
1964,986193,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GUCO_metadata.xml,1,Guilford Courthouse,SE,NC,GUCO,Guilford Courthouse National Military Park,National Military Park,485000
1964,53246,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PERI_metadata.xml,1,Pea Ridge,MW,AR,PERI,Pea Ridge National Military Park,National Military Park,68800
1964,262325,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LAVO_metadata.xml,1,Lassen Volcanic,PW,CA,LAVO,Lassen Volcanic National Park,National Park,407700
1964,1265096,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BADL_metadata.xml,1,Badlands,MW,SD,BADL,Badlands National Park,National Park,1079800
1964,1284664,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FODO_METADATA.xml,1,Fort Donelson,SE,TN,FODO,Fort Donelson National Battlefield,National Battlefield,672400
1964,968452,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/VAMA_metadata.xml,1,Vanderbilt Mansion,NE,NY,VAMA,Vanderbilt Mansion National Historic Site,National Historic Site,204400
1964,1534055,MULTIPOLYGON,NA,1,San Juan Island,PW,WA,SAJH,San Juan Island National Historical Park,National Historical Park,423600
1964,779820,POLYGON,http://nrdata.nps.gov/programs/Lands/BIHO_metadata.xml,1,Big Hole,PW,MT,BIHO,Big Hole National Battlefield,National Battlefield,18800
1964,44981,POLYGON,http://nrdata.nps.gov/programs/Lands/CACH_metadata.xml,1,Canyon de Chelly,IM,AZ,CACH,Canyon de Chelly National Monument,National Monument,167500
1964,964487,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/sara_METADATA.xml,1,Saratoga,NE,NY,SARA,Saratoga National Historical Park,National Historical Park,113400
1964,1528416,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MORA_metadata.xml,1,Mount Rainier,PW,WA,MORA,Mount Rainier National Park,National Park,1439900
1964,1467038,POLYGON,http://nrdata.nps.gov/programs/Lands/GEWA_METADATA.xml,1,George Washington Birthplace,NE,VA,GEWA,George Washington Birthplace National Monument,National Monument,77100
1964,584846,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HAMP_metadata.xml,1,Hampton,NE,MD,HAMP,Hampton National Historic Site,National Historic Site,17100
1964,255923,POLYGON,http://nrdata.nps.gov/programs/Lands/YOSE_METADATA.xml,1,Yosemite,PW,CA,YOSE,Yosemite National Park,National Park,1547000
1964,282677,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOCA_metadata.xml,1,Fort Caroline,SE,FL,FOCA,Fort Caroline National Memorial,National Memorial,100500
1964,1597073,POLYGON,http://nrdata.nps.gov/programs/Lands/FOLA_METADATA.xml,1,Fort Laramie,IM,WY,FOLA,Fort Laramie National Historic Site,National Historic Site,76300
1964,1888931,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOCU_metadata.xml,1,Hopewell Culture,MW,OH,HOCU,Hopewell Culture National Historical Park,National Historical Park,39900
1964,169567,POLYGON,http://nrdata.nps.gov/programs/Lands/DINO_metadata.xml,1,Dinosaur,IM,CO,DINO,Dinosaur National Monument,National Monument,231200
1963,1472799,POLYGON,http://nrdata.nps.gov/programs/Lands/PRWI_METADATA.xml,1,Prince William Forest Park,NC,VA,PRWI,Prince William Forest Park,Park,210700
1964,880864,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/STLI_METADATA.xml,1,Statue Of Liberty,NE,NY,STLI,Statue Of Liberty National Monument,National Monument,1026500
1964,928874,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BAND_metadata.xml,1,Bandelier,IM,NM,BAND,Bandelier National Monument,National Monument,116300
1964,10683,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAGU_metadata.xml,1,Saguaro,IM,AZ,SAGU,Saguaro National Park,National Park,215900
1964,1263056,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WICA_metadata.xml,1,Wind Cave,MW,SD,WICA,Wind Cave National Park,National Park,894300
1964,123648,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NATR_metadata.xml,1,Natchez Trace,SE,MS,NATR,Natchez Trace Parkway,Parkway,4476700
1964,202252,POLYGON,http://nrdata.nps.gov/programs/Lands/COLM_METADATA.xml,1,Colorado,IM,CO,COLM,Colorado National Monument,National Monument,354800
1964,1488838,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FRSP_metadata.xml,1,Fredericksburg and Spotsylvania,NE,VA,FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park,603400
1964,1478412,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/COLO_metadata.xml,1,Colonial,NE,VA,COLO,Colonial National Historical Park,National Historical Park,6679000
