year,state,pop
2006,OR,3670883
2007,OR,3722417
2008,OR,3768748
2009,OR,3808600
2010,OR,3837083
2011,OR,3867644
2012,OR,3898684
2013,OR,3928068
2014,OR,3970239
2015,OR,4028977
1900,PA,6313000
1901,PA,6439000
1902,PA,6567000
1903,PA,6699000
1904,PA,6833000
1905,PA,6970000
1906,PA,7110000
1907,PA,7253000
1908,PA,7398000
1909,PA,7546000
1910,PA,7706000
1911,PA,7850000
1912,PA,7986000
1913,PA,8139000
1914,PA,8276000
1915,PA,8362000
1916,PA,8463000
1917,PA,8578000
1918,PA,8524000
1919,PA,8643000
1920,PA,8740000
1921,PA,8900000
1922,PA,8982000
1923,PA,9148000
1924,PA,9383000
1925,PA,9478000
1926,PA,9594000
1927,PA,9745000
1928,PA,9802000
1929,PA,9723000
1930,PA,9649000
1931,PA,9707000
1932,PA,9764000
1933,PA,9784000
1934,PA,9795000
1935,PA,9774000
1936,PA,9767000
1937,PA,9790000
1938,PA,9952000
1939,PA,9901000
1940,PA,9896000
1941,PA,9911000
1942,PA,9704000
1943,PA,9444000
1944,PA,9214000
1945,PA,9143000
1946,PA,9866000
1947,PA,10196000
1948,PA,10287000
1949,PA,10390000
1950,PA,10507000
1951,PA,10461000
1952,PA,10503000
1953,PA,10662000
1954,PA,10817000
1955,PA,10939000
1956,PA,10972000
1957,PA,10954000
1958,PA,11058000
1959,PA,11234000
1960,PA,11329000
1961,PA,11392000
1962,PA,11355000
1963,PA,11424000
1964,PA,11519000
1965,PA,11620000
1966,PA,11664000
1967,PA,11681000
1968,PA,11741000
1969,PA,11741000
1970,PA,11800766
1971,PA,11886400
1972,PA,11908233
1973,PA,11890527
1974,PA,11870884
1975,PA,11906095
1976,PA,11897378
1977,PA,11893591
1978,PA,11879396
1979,PA,11887975
1980,PA,11868305
1981,PA,11858567
1982,PA,11845146
1983,PA,11837723
1984,PA,11815172
1985,PA,11770862
1986,PA,11782752
1987,PA,11810866
1988,PA,11845752
1989,PA,11865996
1990,PA,11895604
1991,PA,11943160
1992,PA,11980819
1993,PA,12022128
1994,PA,12042545
1995,PA,12044780
1996,PA,12038008
1997,PA,12015888
1998,PA,12002329
1999,PA,11994016
2000,PA,12284173
2001,PA,12298970
2002,PA,12331031
2003,PA,12374658
2004,PA,12410722
2005,PA,12449990
2006,PA,12510809
2007,PA,12563937
2008,PA,12612285
2009,PA,12666858
2010,PA,12711077
2011,PA,12743995
2012,PA,12770043
2013,PA,12781296
2014,PA,12787209
2015,PA,12802503
1900,RI,430000
1901,RI,441000
1902,RI,450000
1903,RI,460000
1904,RI,471000
1905,RI,481000
1906,RI,492000
1907,RI,505000
1908,RI,519000
1909,RI,532000
1910,RI,545000
1911,RI,556000
1912,RI,567000
1913,RI,578000
1914,RI,589000
1915,RI,597000
1916,RI,598000
1917,RI,606000
1918,RI,604000
1919,RI,603000
1920,RI,613000
1921,RI,629000
1922,RI,644000
1923,RI,656000
1924,RI,669000
1925,RI,680000
1926,RI,681000
1927,RI,677000
1928,RI,678000
1929,RI,684000
1930,RI,686000
1931,RI,681000
1932,RI,677000
1933,RI,675000
1934,RI,675000
1935,RI,678000
1936,RI,686000
1937,RI,694000
1938,RI,694000
1939,RI,701000
1940,RI,719000
1941,RI,731000
1942,RI,748000
1943,RI,760000
1944,RI,795000
1945,RI,776000
1946,RI,770000
1947,RI,776000
1948,RI,787000
1949,RI,801000
1950,RI,786000
1951,RI,784000
1952,RI,802000
1953,RI,815000
1954,RI,816000
1955,RI,823000
1956,RI,840000
1957,RI,851000
1958,RI,858000
1959,RI,857000
1960,RI,855000
1961,RI,858000
1962,RI,871000
1963,RI,876000
1964,RI,885000
1965,RI,893000
1966,RI,899000
1967,RI,909000
1968,RI,922000
1969,RI,932000
1970,RI,949723
1971,RI,963107
1972,RI,974790
1973,RI,975738
1974,RI,950615
1975,RI,942788
1976,RI,946089
1977,RI,950230
1978,RI,951816
1979,RI,950382
1980,RI,948773
1981,RI,953013
1982,RI,954170
1983,RI,956382
1984,RI,961894
1985,RI,968955
1986,RI,977341
1987,RI,989604
1988,RI,996408
1989,RI,1000666
1990,RI,1004649
1991,RI,1003990
1992,RI,1000571
1993,RI,997852
1994,RI,993412
1995,RI,989203
1996,RI,987858
1997,RI,986966
1998,RI,987704
1999,RI,990819
2000,RI,1050268
2001,RI,1057142
2002,RI,1065995
2003,RI,1071342
2004,RI,1074579
2005,RI,1067916
2006,RI,1063096
2007,RI,1057315
2008,RI,1055003
2009,RI,1053646
2010,RI,1053078
2011,RI,1052020
2012,RI,1052637
2013,RI,1053354
2014,RI,1055173
2015,RI,1056298
1900,SC,1342000
1901,SC,1361000
1902,SC,1379000
1903,SC,1397000
1904,SC,1415000
1905,SC,1433000
1906,SC,1451000
1907,SC,1468000
1908,SC,1485000
1909,SC,1502000
1910,SC,1523000
1911,SC,1548000
1912,SC,1572000
1913,SC,1599000
1914,SC,1622000
1915,SC,1635000
1916,SC,1650000
1917,SC,1675000
1918,SC,1746000
1919,SC,1687000
1920,SC,1685000
1921,SC,1693000
1922,SC,1692000
1923,SC,1699000
1924,SC,1710000
1925,SC,1718000
1926,SC,1726000
1927,SC,1736000
1928,SC,1739000
1929,SC,1739000
1930,SC,1745000
1931,SC,1753000
1932,SC,1748000
1933,SC,1752000
1934,SC,1760000
1935,SC,1769000
1936,SC,1781000
1937,SC,1802000
1938,SC,1834000
1939,SC,1872000
1940,SC,1902000
1941,SC,1962000
1942,SC,2007000
1943,SC,1967000
1944,SC,1943000
1945,SC,1934000
1946,SC,1936000
1947,SC,1992000
1948,SC,1996000
1949,SC,2029000
1950,SC,2113000
1951,SC,2167000
1952,SC,2178000
1953,SC,2181000
1954,SC,2176000
1955,SC,2200000
1956,SC,2229000
1957,SC,2274000
1958,SC,2304000
1959,SC,2348000
1960,SC,2392000
1961,SC,2409000
1962,SC,2423000
1963,SC,2460000
1964,SC,2475000
1965,SC,2494000
1966,SC,2520000
1967,SC,2533000
1968,SC,2559000
1969,SC,2570000
1970,SC,2590713
1971,SC,2662269
1972,SC,2719197
1973,SC,2776605
1974,SC,2844749
1975,SC,2902028
1976,SC,2943657
1977,SC,2991681
1978,SC,3044364
1979,SC,3090267
1980,SC,3134502
1981,SC,3179255
1982,SC,3207614
1983,SC,3234066
1984,SC,3271868
1985,SC,3303209
1986,SC,3342758
1987,SC,3380506
1988,SC,3412096
1989,SC,3456775
1990,SC,3499064
1991,SC,3559470
1992,SC,3600576
1993,SC,3634507
1994,SC,3666456
1995,SC,3699943
1996,SC,3738974
1997,SC,3790066
1998,SC,3839578
1999,SC,3885736
2000,SC,4024223
2001,SC,4064995
2002,SC,4107795
2003,SC,4150297
2004,SC,4210921
2005,SC,4270150
2006,SC,4357847
2007,SC,4444110
2008,SC,4528996
2009,SC,4589872
2010,SC,4636290
2011,SC,4673054
2012,SC,4722621
2013,SC,4771929
2014,SC,4832482
2015,SC,4896146
1900,SD,403000
1901,SD,418000
1902,SD,431000
1903,SD,437000
1904,SD,452000
1905,SD,461000
1906,SD,477000
1907,SD,498000
1908,SD,527000
1909,SD,553000
1910,SD,590000
1911,SD,602000
1912,SD,592000
1913,SD,584000
1914,SD,581000
1915,SD,585000
1916,SD,595000
1917,SD,599000
1918,SD,570000
1919,SD,606000
1920,SD,640000
1921,SD,652000
1922,SD,660000
1923,SD,669000
1924,SD,673000
1925,SD,682000
1926,SD,683000
1927,SD,682000
1928,SD,685000
1929,SD,690000
1930,SD,693000
1931,SD,694000
1932,SD,692000
1933,SD,690000
1934,SD,682000
1935,SD,674000
1936,SD,666000
1937,SD,656000
1938,SD,649000
1939,SD,645000
1940,SD,641000
1941,SD,613000
1942,SD,589000
1943,SD,587000
1944,SD,565000
1945,SD,579000
1946,SD,588000
1947,SD,601000
1948,SD,612000
1949,SD,631000
1950,SD,655000
1951,SD,655000
1952,SD,651000
1953,SD,648000
1954,SD,655000
1955,SD,663000
1956,SD,670000
1957,SD,666000
1958,SD,656000
1959,SD,667000
1960,SD,683000
1961,SD,693000
1962,SD,705000
1963,SD,708000
1964,SD,701000
1965,SD,692000
1966,SD,683000
1967,SD,671000
1968,SD,669000
1969,SD,668000
1970,SD,666257
1971,SD,671297
1972,SD,677234
1973,SD,678715
1974,SD,679585
1975,SD,681042
1976,SD,686390
1977,SD,688480
1978,SD,688580
1979,SD,688335
1980,SD,690851
1981,SD,689584
1982,SD,690597
1983,SD,693008
1984,SD,697249
1985,SD,698402
1986,SD,696034
1987,SD,696036
1988,SD,698165
1989,SD,696701
1990,SD,696667
1991,SD,701445
1992,SD,708698
1993,SD,716258
1994,SD,723038
1995,SD,728251
1996,SD,730699
1997,SD,730855
1998,SD,730789
1999,SD,733133
2000,SD,755844
2001,SD,757972
2002,SD,760020
2003,SD,763729
2004,SD,770396
2005,SD,775493
2006,SD,783033
2007,SD,791623
2008,SD,799124
2009,SD,807067
2010,SD,816192
2011,SD,824171
2012,SD,834504
2013,SD,845510
2014,SD,853175
2015,SD,858469
1900,TN,2023000
1901,TN,2041000
1902,TN,2060000
1903,TN,2082000
1904,TN,2086000
1905,TN,2111000
1906,TN,2136000
1907,TN,2136000
1908,TN,2164000
1909,TN,2177000
1910,TN,2191000
1911,TN,2197000
1912,TN,2218000
1913,TN,2257000
1914,TN,2289000
1915,TN,2294000
1916,TN,2304000
1917,TN,2331000
1918,TN,2288000
1919,TN,2305000
1920,TN,2329000
1921,TN,2369000
1922,TN,2424000
1923,TN,2463000
1924,TN,2502000
1925,TN,2531000
1926,TN,2553000
1927,TN,2608000
1928,TN,2624000
1929,TN,2604000
1930,TN,2619000
1931,TN,2657000
1932,TN,2711000
1933,TN,2747000
1934,TN,2784000
1935,TN,2798000
1936,TN,2791000
1937,TN,2795000
1938,TN,2821000
1939,TN,2874000
1940,TN,2935000
1941,TN,2973000
1942,TN,2939000
1943,TN,2972000
1944,TN,2868000
1945,TN,2878000
1946,TN,3074000
1947,TN,3166000
1948,TN,3216000
1949,TN,3236000
1950,TN,3315000
1951,TN,3372000
1952,TN,3352000
1953,TN,3319000
1954,TN,3359000
1955,TN,3415000
1956,TN,3415000
1957,TN,3434000
1958,TN,3471000
1959,TN,3522000
1960,TN,3575000
1961,TN,3622000
1962,TN,3673000
1963,TN,3718000
1964,TN,3771000
1965,TN,3798000
1966,TN,3822000
1967,TN,3859000
1968,TN,3878000
1969,TN,3897000
1970,TN,3926018
1971,TN,4013608
1972,TN,4094611
1973,TN,4147401
1974,TN,4213509
1975,TN,4275566
1976,TN,4346928
1977,TN,4422921
1978,TN,4486314
1979,TN,4560473
1980,TN,4600252
1981,TN,4627658
1982,TN,4646041
1983,TN,4659749
1984,TN,4686737
1985,TN,4715296
1986,TN,4738708
1987,TN,4782927
1988,TN,4822437
1989,TN,4854444
1990,TN,4890626
1991,TN,4946886
1992,TN,5013999
1993,TN,5085666
1994,TN,5163016
1995,TN,5241168
1996,TN,5313576
1997,TN,5378433
1998,TN,5432679
1999,TN,5483535
2000,TN,5703719
2001,TN,5750789
2002,TN,5795918
2003,TN,5847812
2004,TN,5910809
2005,TN,5991057
2006,TN,6088766
2007,TN,6175727
2008,TN,6247411
2009,TN,6306019
2010,TN,6356628
2011,TN,6398389
2012,TN,6455177
2013,TN,6497269
2014,TN,6549352
2015,TN,6600299
1900,TX,3055000
1901,TX,3132000
1902,TX,3210000
1903,TX,3291000
1904,TX,3374000
1905,TX,3459000
1906,TX,3546000
1907,TX,3636000
1908,TX,3727000
1909,TX,3821000
1910,TX,3922000
1911,TX,4016000
1912,TX,4107000
1913,TX,4207000
1914,TX,4300000
1915,TX,4368000
1916,TX,4444000
1917,TX,4563000
1918,TX,4666000
1919,TX,4631000
1920,TX,4723000
1921,TX,4853000
1922,TX,4955000
1923,TX,5077000
1924,TX,5210000
1925,TX,5332000
1926,TX,5453000
1927,TX,5577000
1928,TX,5675000
1929,TX,5762000
1930,TX,5844000
1931,TX,5907000
1932,TX,5961000
1933,TX,6014000
1934,TX,6053000
1935,TX,6123000
1936,TX,6192000
1937,TX,6250000
1938,TX,6301000
1939,TX,6360000
1940,TX,6425000
1941,TX,6585000
1942,TX,6711000
1943,TX,7012000
1944,TX,6876000
1945,TX,6826000
1946,TX,7197000
1947,TX,7388000
1948,TX,7626000
1949,TX,7623000
1950,TX,7776000
1951,TX,8111000
1952,TX,8314000
1953,TX,8336000
1954,TX,8382000
1955,TX,8660000
1956,TX,8830000
1957,TX,9070000
1958,TX,9252000
1959,TX,9405000
1960,TX,9624000
1961,TX,9820000
1962,TX,10053000
1963,TX,10159000
1964,TX,10270000
1965,TX,10378000
1966,TX,10492000
1967,TX,10599000
1968,TX,10819000
1969,TX,11045000
1970,TX,11198655
1971,TX,11509848
1972,TX,11759148
1973,TX,12019543
1974,TX,12268629
1975,TX,12568843
1976,TX,12904089
1977,TX,13193050
1978,TX,13500429
1979,TX,13888371
1980,TX,14338208
1981,TX,14746318
1982,TX,15331415
1983,TX,15751676
1984,TX,16007086
1985,TX,16272734
1986,TX,16561113
1987,TX,16621791
1988,TX,16667022
1989,TX,16806735
1990,TX,17044714
1991,TX,17339904
1992,TX,17650479
1993,TX,17996764
1994,TX,18338319
1995,TX,18679706
1996,TX,19006240
1997,TX,19355427
1998,TX,19712389
1999,TX,20044141
2000,TX,20944499
2001,TX,21319622
2002,TX,21690325
2003,TX,22030931
2004,TX,22394023
2005,TX,22778123
2006,TX,23359580
2007,TX,23831983
2008,TX,24309039
2009,TX,24801761
2010,TX,25245717
2011,TX,25657477
2012,TX,26094422
2013,TX,26505637
2014,TX,26956958
2015,TX,27469114
1900,UT,277000
1901,UT,284000
1902,UT,292000
1903,UT,299000
1904,UT,308000
1905,UT,316000
1906,UT,327000
1907,UT,339000
1908,UT,351000
1909,UT,363000
1910,UT,377000
1911,UT,387000
1912,UT,399000
1913,UT,410000
1914,UT,422000
1915,UT,430000
1916,UT,436000
1917,UT,444000
1918,UT,437000
1919,UT,446000
1920,UT,453000
1921,UT,457000
1922,UT,467000
1923,UT,474000
1924,UT,481000
1925,UT,487000
1926,UT,494000
1927,UT,500000
1928,UT,504000
1929,UT,508000
1930,UT,509000
1931,UT,513000
1932,UT,517000
1933,UT,520000
1934,UT,522000
1935,UT,526000
1936,UT,527000
1937,UT,529000
1938,UT,535000
1939,UT,543000
1940,UT,552000
1941,UT,551000
1942,UT,575000
1943,UT,631000
1944,UT,605000
1945,UT,591000
1946,UT,638000
1947,UT,636000
1948,UT,653000
1949,UT,671000
1950,UT,696000
1951,UT,706000
1952,UT,724000
1953,UT,739000
1954,UT,750000
1955,UT,783000
1956,UT,809000
1957,UT,826000
1958,UT,845000
1959,UT,870000
1960,UT,900000
1961,UT,936000
1962,UT,958000
1963,UT,974000
1964,UT,978000
1965,UT,994000
1966,UT,1009000
1967,UT,1019000
1968,UT,1029000
1969,UT,1047000
1970,UT,1059273
1971,UT,1101192
1972,UT,1135449
1973,UT,1170040
1974,UT,1200471
1975,UT,1236030
1976,UT,1274928
1977,UT,1319512
1978,UT,1367510
1979,UT,1420238
1980,UT,1472595
1981,UT,1515471
1982,UT,1558314
1983,UT,1594943
1984,UT,1622342
1985,UT,1642910
1986,UT,1662834
1987,UT,1678119
1988,UT,1689372
1989,UT,1705864
1990,UT,1729722
1991,UT,1771941
1992,UT,1821498
1993,UT,1875993
1994,UT,1930436
1995,UT,1976774
1996,UT,2022253
1997,UT,2065397
1998,UT,2100562
1999,UT,2129836
2000,UT,2244502
2001,UT,2283715
2002,UT,2324815
2003,UT,2360137
2004,UT,2401580
2005,UT,2457719
2006,UT,2525507
2007,UT,2597746
2008,UT,2663029
2009,UT,2723421
2010,UT,2774346
2011,UT,2815324
2012,UT,2855194
2013,UT,2902787
2014,UT,2942902
2015,UT,2995919
1900,VT,344000
1901,VT,347000
1902,VT,349000
1903,VT,350000
1904,VT,353000
1905,VT,354000
1906,VT,355000
1907,VT,355000
1908,VT,354000
1909,VT,356000
1910,VT,357000
1911,VT,358000
1912,VT,359000
1913,VT,361000
1914,VT,362000
1915,VT,360000
1916,VT,360000
1917,VT,372000
1918,VT,352000
1919,VT,352000
1920,VT,353000
1921,VT,355000
1922,VT,354000
1923,VT,354000
1924,VT,355000
1925,VT,355000
1926,VT,356000
1927,VT,357000
1928,VT,358000
1929,VT,359000
1930,VT,360000
1931,VT,359000
1932,VT,358000
1933,VT,357000
1934,VT,357000
1935,VT,357000
1936,VT,357000
1937,VT,356000
1938,VT,356000
1939,VT,358000
1940,VT,363000
1941,VT,348000
1942,VT,343000
1943,VT,327000
1944,VT,314000
1945,VT,315000
1946,VT,342000
1947,VT,354000
1948,VT,359000
1949,VT,369000
1950,VT,379000
1951,VT,378000
1952,VT,375000
1953,VT,379000
1954,VT,377000
1955,VT,375000
1956,VT,377000
1957,VT,376000
1958,VT,380000
1959,VT,387000
1960,VT,389000
1961,VT,390000
1962,VT,393000
1963,VT,397000
1964,VT,399000
1965,VT,404000
1966,VT,413000
1967,VT,423000
1968,VT,430000
1969,VT,437000
1970,VT,444732
1971,VT,454318
1972,VT,463143
1973,VT,468430
1974,VT,473002
1975,VT,479713
1976,VT,484928
1977,VT,491931
1978,VT,498109
1979,VT,505372
1980,VT,512524
1981,VT,515594
1982,VT,519109
1983,VT,523302
1984,VT,526660
1985,VT,530035
1986,VT,534066
1987,VT,540267
1988,VT,549763
1989,VT,557707
1990,VT,564526
1991,VT,567141
1992,VT,570115
1993,VT,574004
1994,VT,578900
1995,VT,582827
1996,VT,586352
1997,VT,588665
1998,VT,590579
1999,VT,593740
2000,VT,609618
2001,VT,612223
2002,VT,615442
2003,VT,617858
2004,VT,619920
2005,VT,621215
2006,VT,622892
2007,VT,623481
2008,VT,624151
2009,VT,624817
2010,VT,625792
2011,VT,626450
2012,VT,626138
2013,VT,626855
2014,VT,626562
2015,VT,626042
1900,VA,1858000
1901,VA,1887000
1902,VA,1894000
1903,VA,1890000
1904,VA,1889000
1905,VA,1917000
1906,VA,1942000
1907,VA,1952000
1908,VA,1994000
1909,VA,2038000
1910,VA,2071000
1911,VA,2092000
1912,VA,2122000
1913,VA,2176000
1914,VA,2241000
1915,VA,2294000
1916,VA,2316000
1917,VA,2313000
1918,VA,2359000
1919,VA,2318000
1920,VA,2347000
1921,VA,2395000
1922,VA,2412000
1923,VA,2423000
1924,VA,2426000
1925,VA,2423000
1926,VA,2419000
1927,VA,2433000
1928,VA,2435000
1929,VA,2425000
1930,VA,2427000
1931,VA,2445000
1932,VA,2452000
1933,VA,2460000
1934,VA,2485000
1935,VA,2520000
1936,VA,2552000
1937,VA,2590000
1938,VA,2638000
1939,VA,2670000
1940,VA,2720000
1941,VA,2855000
1942,VA,3038000
1943,VA,3130000
1944,VA,3248000
1945,VA,3193000
1946,VA,3212000
1947,VA,3201000
1948,VA,3207000
1949,VA,3292000
1950,VA,3315000
1951,VA,3434000
1952,VA,3504000
1953,VA,3557000
1954,VA,3555000
1955,VA,3588000
1956,VA,3722000
1957,VA,3844000
1958,VA,3914000
1959,VA,3951000
1960,VA,3986000
1961,VA,4095000
1962,VA,4180000
1963,VA,4276000
1964,VA,4357000
1965,VA,4411000
1966,VA,4456000
1967,VA,4508000
1968,VA,4558000
1969,VA,4614000
1970,VA,4651448
1971,VA,4750838
1972,VA,4824472
1973,VA,4901292
1974,VA,4971069
1975,VA,5047395
1976,VA,5121863
1977,VA,5193112
1978,VA,5270240
1979,VA,5307945
1980,VA,5368334
1981,VA,5444097
1982,VA,5492783
1983,VA,5564657
1984,VA,5643870
1985,VA,5715153
1986,VA,5811700
1987,VA,5932268
1988,VA,6036909
1989,VA,6120246
1990,VA,6213526
1991,VA,6283853
1992,VA,6383315
1993,VA,6464795
1994,VA,6536771
1995,VA,6601392
1996,VA,6665491
1997,VA,6732878
1998,VA,6789225
1999,VA,6872912
2000,VA,7105817
2001,VA,7198362
2002,VA,7286873
2003,VA,7366977
2004,VA,7475575
2005,VA,7577105
2006,VA,7673725
2007,VA,7751000
2008,VA,7833496
2009,VA,7925937
2010,VA,8025376
2011,VA,8110188
2012,VA,8193422
2013,VA,8270345
2014,VA,8326289
2015,VA,8382993
1900,WA,523000
1901,WA,583000
1902,WA,651000
1903,WA,719000
1904,WA,782000
1905,WA,842000
1906,WA,904000
1907,WA,967000
1908,WA,1028000
1909,WA,1091000
1910,WA,1148000
1911,WA,1167000
1912,WA,1184000
1913,WA,1209000
1914,WA,1231000
1915,WA,1239000
1916,WA,1255000
1917,WA,1287000
1918,WA,1341000
1919,WA,1333000
1920,WA,1373000
1921,WA,1405000
1922,WA,1415000
1923,WA,1433000
1924,WA,1467000
1925,WA,1494000
1926,WA,1516000
1927,WA,1538000
1928,WA,1551000
1929,WA,1555000
1930,WA,1568000
1931,WA,1581000
1932,WA,1584000
1933,WA,1592000
1934,WA,1610000
1935,WA,1629000
1936,WA,1653000
1937,WA,1681000
1938,WA,1698000
1939,WA,1715000
1940,WA,1740000
1941,WA,1789000
1942,WA,1901000
1943,WA,2027000
1944,WA,2092000
1945,WA,2206000
1946,WA,2288000
1947,WA,2211000
1948,WA,2255000
1949,WA,2294000
1950,WA,2387000
1951,WA,2424000
1952,WA,2448000
1953,WA,2466000
1954,WA,2516000
1955,WA,2604000
1956,WA,2668000
1957,WA,2724000
1958,WA,2773000
1959,WA,2821000
1960,WA,2855000
1961,WA,2882000
1962,WA,2942000
1963,WA,2955000
1964,WA,2961000
1965,WA,2967000
1966,WA,3057000
1967,WA,3174000
1968,WA,3270000
1969,WA,3343000
1970,WA,3413244
1971,WA,3447553
1972,WA,3447885
1973,WA,3478782
1974,WA,3549946
1975,WA,3621339
1976,WA,3693610
1977,WA,3776050
1978,WA,3889073
1979,WA,4017632
1980,WA,4154678
1981,WA,4235731
1982,WA,4276552
1983,WA,4300266
1984,WA,4343656
1985,WA,4400098
1986,WA,4452720
1987,WA,4531901
1988,WA,4639893
1989,WA,4746316
1990,WA,4900780
1991,WA,5013443
1992,WA,5139011
1993,WA,5247704
1994,WA,5334896
1995,WA,5431024
1996,WA,5509963
1997,WA,5604105
1998,WA,5687832
1999,WA,5756361
2000,WA,5910512
2001,WA,5985722
2002,WA,6052349
2003,WA,6104115
2004,WA,6178645
2005,WA,6257305
2006,WA,6370753
2007,WA,6461587
2008,WA,6562231
2009,WA,6667426
2010,WA,6741911
2011,WA,6822112
2012,WA,6896325
2013,WA,6973742
2014,WA,7061530
2015,WA,7170351
1900,WV,959000
1901,WV,972000
1902,WV,1000000
1903,WV,1037000
1904,WV,1064000
1905,WV,1094000
1906,WV,1122000
1907,WV,1149000
1908,WV,1174000
1909,WV,1203000
1910,WV,1231000
1911,WV,1266000
1912,WV,1291000
1913,WV,1317000
1914,WV,1362000
1915,WV,1387000
1916,WV,1414000
1917,WV,1439000
1918,WV,1438000
1919,WV,1464000
1920,WV,1470000
1921,WV,1485000
1922,WV,1498000
1923,WV,1526000
1924,WV,1577000
1925,WV,1593000
1926,WV,1623000
1927,WV,1671000
1928,WV,1696000
1929,WV,1717000
1930,WV,1733000
1931,WV,1740000
1932,WV,1747000
1933,WV,1752000
1934,WV,1771000
1935,WV,1794000
1936,WV,1808000
1937,WV,1813000
1938,WV,1828000
1939,WV,1868000
1940,WV,1907000
1941,WV,1885000
1942,WV,1831000
1943,WV,1741000
1944,WV,1706000
1945,WV,1708000
1946,WV,1826000
1947,WV,1883000
1948,WV,1899000
1949,WV,1930000
1950,WV,2006000
1951,WV,1984000
1952,WV,1957000
1953,WV,1929000
1954,WV,1905000
1955,WV,1880000
1956,WV,1857000
1957,WV,1843000
1958,WV,1845000
1959,WV,1855000
1960,WV,1853000
1961,WV,1828000
1962,WV,1809000
1963,WV,1796000
1964,WV,1797000
1965,WV,1786000
1966,WV,1775000
1967,WV,1769000
1968,WV,1763000
1969,WV,1746000
1970,WV,1744237
1971,WV,1770657
1972,WV,1797648
1973,WV,1806360
1974,WV,1815447
1975,WV,1842250
1976,WV,1879503
1977,WV,1908088
1978,WV,1923395
1979,WV,1942146
1980,WV,1951349
1981,WV,1954124
1982,WV,1949604
1983,WV,1945061
1984,WV,1927697
1985,WV,1906831
1986,WV,1882350
1987,WV,1857585
1988,WV,1830215
1989,WV,1806568
1990,WV,1792481
1991,WV,1798212
1992,WV,1805462
1993,WV,1816179
1994,WV,1818490
1995,WV,1820560
1996,WV,1818983
1997,WV,1815588
1998,WV,1811688
1999,WV,1806928
2000,WV,1807021
2001,WV,1801481
2002,WV,1805414
2003,WV,1812295
2004,WV,1816438
2005,WV,1820492
2006,WV,1827912
2007,WV,1834052
2008,WV,1840310
2009,WV,1847775
2010,WV,1854176
2011,WV,1854982
2012,WV,1856313
2013,WV,1853595
2014,WV,1850326
2015,WV,1844128
1900,WI,2072000
1901,WI,2109000
1902,WI,2141000
1903,WI,2171000
1904,WI,2202000
1905,WI,2231000
1906,WI,2250000
1907,WI,2268000
1908,WI,2292000
1909,WI,2317000
1910,WI,2345000
1911,WI,2369000
1912,WI,2407000
1913,WI,2438000
1914,WI,2490000
1915,WI,2535000
1916,WI,2562000
1917,WI,2587000
1918,WI,2597000
1919,WI,2600000
1920,WI,2679000
1921,WI,2722000
1922,WI,2761000
1923,WI,2803000
1924,WI,2833000
1925,WI,2863000
1926,WI,2892000
1927,WI,2916000
1928,WI,2923000
1929,WI,2934000
1930,WI,2950000
1931,WI,2990000
1932,WI,3021000
1933,WI,3040000
1934,WI,3054000
1935,WI,3070000
1936,WI,3082000
1937,WI,3088000
1938,WI,3098000
1939,WI,3121000
1940,WI,3143000
1941,WI,3140000
1942,WI,3053000
1943,WI,3014000
1944,WI,2980000
1945,WI,2961000
1946,WI,3167000
1947,WI,3250000
1948,WI,3314000
1949,WI,3391000
1950,WI,3438000
1951,WI,3439000
1952,WI,3469000
1953,WI,3506000
1954,WI,3608000
1955,WI,3679000
1956,WI,3742000
1957,WI,3791000
1958,WI,3843000
1959,WI,3891000
1960,WI,3962000
1961,WI,4009000
1962,WI,4049000
1963,WI,4112000
1964,WI,4165000
1965,WI,4232000
1966,WI,4274000
1967,WI,4303000
1968,WI,4345000
1969,WI,4378000
1970,WI,4417821
1971,WI,4462155
1972,WI,4502412
1973,WI,4524244
1974,WI,4545782
1975,WI,4578986
1976,WI,4595904
1977,WI,4626514
1978,WI,4646108
1979,WI,4682811
1980,WI,4712045
1981,WI,4726343
1982,WI,4728870
1983,WI,4721438
1984,WI,4735563
1985,WI,4747767
1986,WI,4755618
1987,WI,4777919
1988,WI,4822388
1989,WI,4856574
1990,WI,4902265
1991,WI,4952675
1992,WI,5004636
1993,WI,5055318
1994,WI,5095504
1995,WI,5137004
1996,WI,5173828
1997,WI,5200235
1998,WI,5222124
1999,WI,5250446
2000,WI,5373999
2001,WI,5406835
2002,WI,5445162
2003,WI,5479203
2004,WI,5514026
2005,WI,5546166
2006,WI,5577655
2007,WI,5610775
2008,WI,5640996
2009,WI,5669264
2010,WI,5689268
2011,WI,5708785
2012,WI,5724888
2013,WI,5742953
2014,WI,5757564
2015,WI,5771337
1900,WY,93000
1901,WY,100000
1902,WY,105000
1903,WY,108000
1904,WY,111000
1905,WY,114000
1906,WY,118000
1907,WY,125000
1908,WY,133000
1909,WY,141000
1910,WY,147000
1911,WY,150000
1912,WY,153000
1913,WY,157000
1914,WY,163000
1915,WY,167000
1916,WY,174000
1917,WY,186000
1918,WY,181000
1919,WY,191000
1920,WY,197000
1921,WY,203000
1922,WY,208000
1923,WY,211000
1924,WY,215000
1925,WY,216000
1926,WY,217000
1927,WY,219000
1928,WY,220000
1929,WY,223000
1930,WY,226000
1931,WY,229000
1932,WY,230000
1933,WY,230000
1934,WY,233000
1935,WY,237000
1936,WY,240000
1937,WY,243000
1938,WY,246000
1939,WY,248000
1940,WY,250000
