song,artist,date,weeks_at_number_one,non_consecutive,rating_1,rating_2,rating_3,overall_rating,divisiveness,label,parent_label,cdr_genre,cdr_style,discogs_genre,discogs_style,artist_structure,featured_artists,multiple_lead_vocalists,group_named_after_non_lead_singer,talent_contestant,posthumous,artist_place_of_origin,front_person_age,artist_male,artist_white,artist_black,songwriters,songwriters_w_o_interpolation_sample_credits,songwriter_male,songwriter_white,artist_is_a_songwriter,artist_is_only_songwriter,producers,producer_male,producer_white,artist_is_a_producer,artist_is_only_producer,songwriter_is_a_producer,time_signature,keys,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,acousticness,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,accordion,banjo,bongos,clarinet,cowbell,falsetto_vocal,flute_piccolo,handclaps_snaps,harmonica,human_whistling,kazoo,mandolin,pedal_lap_steel,ocarina,saxophone,sitar,trumpet,ukulele,violin,sound_effects,song_structure,rap_verse_in_a_non_rap_song,length_sec,instrumental,instrumental_length_sec,intro_length_sec,vocal_introduction,free_time_vocal_introduction,fade_out,live,cover,sample,interpolation,inspired_by_a_different_song,lyrics,lyrical_topic,lyrical_narrative,spoken_word,explicit,foreign_language,written_for_a_play,featured_in_a_then_contemporary_play,written_for_a_film,featured_in_a_then_contemporary_film,written_for_a_t_v_show,featured_in_a_then_contemporary_t_v_show,associated_with_dance,topped_the_charts_by_multiple_artist,double_a_side,eurovision_entry,u_s_artwork
Best of My Love,Eagles,1975-03-01T00:00:00Z,1,0,6,5,5,5.333333333333333,0.6666666666666666,Asylum,Warner Bros.,Rock,Soft Rock,Rock,Classic Rock,0,NA,0,0,NA,0,United States,27,1,1,0,Don Henley;Glenn Frey;JD Souther,Don Henley;Glenn Frey;JD Souther,1,1,1,0,Glyn Johns,1,1,0,0,0,4/4,C,C,90,38,40,74,-12,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,E1,0,330,0,30,22,0,0,1,0,0,0,0,0,Every night I'm lying in bed.Holding you close in my dreams.Thinking about all the things that we said.And coming apart at the seams.We try to talk it over.But the words come out too rough.I know you were trying.to give me the best of your love.Beautiful faces and loud empty places.Look at the way that we live.Wasting our time on cheap talk and wine.Left us so little to give.That same old crowd.Was like a cold dark cloud.That we could never rise above.But here in my heart I give you the best of my love.Oh sweet darling you get the best of my love oh.Sweet darling you get the best of my love.I'm going back in time.And it's a sweet dream.It was a quiet night.And I would be all right.If I could go on sleeping.But every morning.I wake up and worry.What's gonna happen today.You see it your way.And I see it mine.But we both see it slipping away.You know we always had each other baby.I guess that wasn't enough.Oh but here in my heart.I give you the best of my love.Oh sweet darling.You get the best of my love.Oh sweet darling.You get the best of my love.Every night and day.You get the best of my love.Oh sweet darling you get the best of my love.Oh sweet darling you get the best of my love.,Lost Love,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Cannot Locate
Have You Never Been Mellow,Olivia Newton-John,1975-03-08T00:00:00Z,1,0,3,4,2,3,1.3333333333333333,MCA,MCA,Pop,Vocal,Pop,Vocal,1,NA,0,0,NA,0,Australia,26,0,1,0,John Farrar,John Farrar,1,1,0,0,John Farrar,1,1,0,0,1,4/4,C,C,122,32,54,42,-14,57,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,C3,0,210,0,50,18,0,0,0,0,0,0,0,0,There was a time.When I was in a hurry as you are.I was like you.There was a day.When I just had to tell my point of view.I was like you.Now I don't mean to make you frown.No I just want you to slow down.Have you never been mellow.Have you never tried.To find a comfort from inside you.Have you never been happy.Just to hear your song.Have you never let someone else be strong.Running around as you do.With your head up in the clouds.I was like you.Never had time to lay back.Kick your shoes off close your eyes.I was like you.Now you're not hard to understand.You need someone to take your hand hey.Have you never been mellow.Have you never tried.To find a comfort from inside you.Have you never been happy.Just to hear your song.Have you never let someone else be strong.,Calming Down,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Cannot Locate
Black Water,The Doobie Brothers,1975-03-15T00:00:00Z,1,0,8,9,6,7.666666666666667,2,Warner Bros.,Warner Bros.,Rock;Folk/Country,Acoustic Rock;Country,Rock;Pop,Classic Rock;Country Rock,0,NA,0,0,NA,0,United States,26,1,2,2,Patrick Simmons,Patrick Simmons,1,1,1,1,Ted Templeman,1,1,0,0,0,4/4,D,D,168,31,54,65,-18,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,E1,0,255,0,70,18,0,0,1,0,0,0,0,0,Well I built me a raft and she's ready for floating.Old Mississippi she's calling my name.Catfish are jumping.That paddle wheel thumping.Black water keeps rolling on past just the same.Old black water keep on rolling.Mississippi moon won't you keep on shining on me.Old black water keep on rolling.Mississippi moon won't you keep on shining on me.Old black water keep on rolling.Mississippi moon won't you keep on shining on me.Yeah keep on shining your light.Gonna make everything pretty mama.Gonna make everything all right.And I ain't got no worries.Cause I ain't in no hurry at all.Well if it rains I don't care.Don't make no difference to me.Just take that street car that’s going up town.Yeah I'd like to hear some funky Dixieland.And dance a honky tonk.And I'll be buying everybody drinks all round.Old black water keep on rolling.Mississippi moon won't you keep on shining on me.Old black water keep on rolling.Mississippi moon won't you keep on shining on me.Old black water keep on rolling.Mississippi moon won't you keep on shining on me.Yeah keep on shining your light.Gonna make everything pretty mama.Gonna make everything all right.And I ain't got no worries.Cause I ain't in no hurry at all.I'd like to hear some funky Dixieland.Pretty mama come and take me by the hand.By the hand take me by the hand pretty mama.Come and dance with your daddy all night long.I want to honky tonk honky tonk honky tonk.With you all night long.,Dancing;Partying,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Cannot Locate
My Eyes Adored You,Frankie Valli,1975-03-22T00:00:00Z,1,0,6,6,5,5.666666666666667,0.6666666666666666,Private Stock,Private Stock,Pop,Vocal;Ballad,Funk/Soul,Disco,1,NA,0,0,NA,0,United States,41,1,1,0,Bob Crewe;Kenny Nolan,Bob Crewe;Kenny Nolan,1,1,0,0,Bob Crewe,1,1,0,0,1,4/4,D;Eb;E;F&%,D,138,50,46,39,-10,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,C1,0,212,0,18,14,0,0,1,0,0,0,0,0,My eyes adored you.Though I never laid a hand on you.My eyes adored you.Like a million miles away.From me you couldn't see.How I adored you.So close so close.And yet so far away.Carried your books from school.Playing make-believe you're married to me.You were fifth grade I was sixth.When we came to be.Walking home every day over.Barnegat Bridge and Bay.Till we grew into the me and you.Who went our separate ways.My eyes adored you.Though I never laid a hand on you.My eyes adored you.Like a million miles away.From me you couldn't see.How I adored you.So close so close.And yet so far.Headed for city lights.Climbed the ladder up.To fortune and fame.I worked my fingers to the bone.Made myself a name.Funny I seem to find that.No matter how the years unwind.Still I reminisce about the girl I miss.And the love I left behind.My eyes adored you.Though I never laid a hand on you.My eyes adored you.Like a million miles away.From me you couldn't see.How I adored you.So close so close.And yet so far.All my life I will remember.How warm and tender.We were way back then.Though I'm feeling sad regrets.I know I won't ever forget.You my childhood friend.My eyes adored you.Though I never laid a hand on you.My eyes adored you.Like a million miles away.From me you couldn't see.How I adored you.So close so close.And yet so far.,Lost Love;Love;Growing Up,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Cannot Locate
Lady Marmalade,LaBelle,1975-03-29T00:00:00Z,1,0,8,5,8,7,2,Epic,CBS,Funk/Soul,Dance-Soul,Funk/Soul,Disco;Funk,0,NA,1,0,NA,0,United States,30,0,0,1,Bob Crewe;Kenny Nolan,Bob Crewe;Kenny Nolan,1,1,0,0,Allen Toussaint;Vicki Wickham,2,2,0,0,0,4/4,Dm,Dm,118,65,57,95,-11,55,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,C1,0,236,0,30,8,0,0,1,0,1,0,0,1,Hey Sister Go Sister Soul Sister Go Sister.Hey Sister Go Sister Soul Sister Go Sister.He met Marmalade down in old New Orleans.Strutting her stuff on the street.She said Hello.Hey Joe you wanna give it a go.Itchi Gitchi Ya Ya Da Da.Itchi Gitchi Ya Ya here.Mocha-choca-lata Ya Ya.Creole Lady Marmalade.Voulez-vous coucher avec moi ce soir.Voulez-vous coucher avec moi.He sat in her boudoir while she freshened up.The boy drank all her magnolia wine.On the black satin sheets where oh I swear he started to freak.Itchi Gitchi Ya Ya Da Da.Itchi Gitchi Ya Ya here.Mocha-choca-lata Ya Ya.Creole Lady Marmalade.Voulez-vous coucher avec moi ce soir.Voulez-vous coucher avec moi.Hey hey hey.Touching her skin feeling silky smooth.The color of cafe au lait.Made the savage beast inside.Roar until it cried more more more.Now he's back home doing 9 to 5.Living his grey flannel life.But when he turns off to sleep.Old memories creep more more more.Itchi Gitchi Ya Ya Da Da.Itchi Gitchi Ya Ya here.Mocha-choca-lata Ya Ya.Creole Lady Marmalade.Voulez-vous coucher avec moi ce soir.Voulez-vous coucher avec moi.Voulez-vous couchez avec moi ce soir.Creole Lady Marmalade.Voulez-vous coucher avec moi ce soir.Voulez-vous coucher avec moi.Voulez-vous coucher avec moi ce soir.Voulez-vous coucher avec moi.Voulez-vous coucher avec moi ce soir.Voulez-vous coucher avec moi.Voulez-vous coucher avec moi ce soir.Voulez-vous coucher avec moi.Itchi Gitchi Ya Ya Da Da.Itchi Gitchi Ya Ya here.Mocha-choca-lata Ya Ya.Itchi Gitchi Ya Ya here.,Lust/Sex,0,0,0,1,0,NA,0,NA,0,NA,0,1,NA,0,Cannot Locate
Lovin' You,Minnie Riperton,1975-03-29T00:00:00Z,1,0,3,4,7,4.666666666666667,2.6666666666666665,Epic,CBS,Pop,Vocal,Funk/Soul,Soul,1,NA,0,0,NA,0,United States,27,0,0,1,Minnie Riperton;Richard Rudolph,Minnie Riperton;Richard Rudolph,2,0,1,0,Stevie Wonder;Richard Rudolph,1,2,0,0,1,4/4,A,A,101,21,39,31,-12,90,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Birds,C1,0,204,0,17,17,0,0,1,0,0,0,0,0,Loving you is easy cause you're beautiful.Making love with you is all I wanna do.Loving you is more than just a dream come true.And everything that I do is out of loving you.La la la la la.La la la la la.La la la la la la la la la la.Doo doo doo doo.No one else can make me feel.The colors that you bring.Stay with me while we grow old.And we will live each day in springtime.Cause loving you has made my life so beautiful.And every day of my life is filled with loving you.Loving you I see your soul come shining through.And every time that we oh I'm more in love with you.La la la la la.La la la la la.La la la la la la la la la la.Doo doo doo doo.No one else can make me feel.The colors that you bring.Stay with me while we grow old.And we will live each day in springtime.Cause loving you is easy cause you're beautiful.And every day of my life is filled with loving you.Loving you I see your soul come shining through.And every time that we oh I'm more in love with you.La la la la la.La la la la la.La la la la la la la la la la.Doo doo doo doo.,Love,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Cannot Locate
Philadelphia Freedom,Elton John,1975-04-12T00:00:00Z,2,0,6,6,8,6.666666666666667,1.3333333333333333,MCA,MCA,Rock,Pop Rock,Rock,Pop Rock,1,NA,0,0,NA,0,United Kingdom,28,1,1,0,Elton John;Bernie Taupin,Elton John;Bernie Taupin,1,1,1,0,Gus Dudgeon,1,1,0,0,0,4/4,A,A,125,68,71,81,-6,4,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,C3,0,325,0,68,15,0,0,0,0,0,0,0,0,I used to be a rolling stone.You know if the cause was right.I'd leave to find the answer on the road.I used to be a heart beating for someone.But the times have changed.The less I say the more my work gets done.Cause I live and breathe this Philadelphia freedom.From the day that I was born I've waved the flag.Philadelphia freedom took me knee-high to a man.Yeah gave me peace of mind my daddy never had.Oh Philadelphia freedom shine on me I love you.Shine a light through the eyes of the ones left behind.Shine a light shine a light.Shine a light won't you shine a light.Philadelphia freedom I love you yes I do.If you choose to you can live your life alone.Some people choose the city.Some others choose the good old family home.I like living easy without family ties.Till the whippoorwill of freedom zapped me.Right between the eyes.Cause I live and breathe this Philadelphia freedom.From the day that I was born I've waved the flag.Philadelphia freedom took me knee-high to a man.Yeah gave me peace of mind my daddy never had.Oh Philadelphia freedom shine on me I love you.Shine a light through the eyes of the ones left behind.Shine a light shine a light.Shine a light won't you shine a light.Philadelphia freedom I love you yes I do.Oh Philadelphia freedom shine on me I love you.Shine a light through the eyes of the ones left behind.Shine a light shine a light.Shine a light won't you shine a light.Philadelphia freedom I love you.,Appreciation;Love,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Artist Photograph
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1975-04-26T00:00:00Z,1,0,5,5,6,5.333333333333333,0.6666666666666666,ABC,ABC,Folk/Country,Country,Rock,Country Rock,1,NA,0,0,NA,0,United States,32,1,1,0,Larry Butler;Chips Moman,Larry Butler;Chips Moman,1,1,0,0,Chips Moman,1,1,0,0,1,Free;4/4,E,E,125,53,64,70,-11,74,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,C2,0,206,0,27,21,1,1,1,0,0,0,0,0,It's lonely out tonight.And the feeling just got right for a brand new love song.Somebody done somebody wrong song.Hey won't you play another.Somebody done somebody wrong song.And make me feel at home.While I miss my baby while I miss my baby.So please play for me a sad melody.So sad that it makes everybody cry.A real hurting song about a love that's gone wrong.Cause I don't wanna cry all alone.Hey won't you play another.Somebody done somebody wrong song.And make me feel at home.While I miss my baby while I miss my baby.So please play for me a sad melody.So sad that it makes everybody cry.A real hurting song about a love that's gone wrong.Cause I don't wanna cry all alone.Hey won't you play another.Somebody done somebody wrong song.And make me feel at home.While I miss my baby while I miss my baby.Hey won't you play another.Somebody done somebody wrong song.And make me feel at home.While I miss my baby while I miss my baby.Hey won't you play another.Somebody done somebody wrong song.And make me feel at home.While I miss my baby while I miss my baby.,Lost Love,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Cannot Locate
He Don't Love You (Like I Love You),Tony Orlando & Dawn,1975-05-03T00:00:00Z,3,0,4,4,2,3.3333333333333335,1.3333333333333333,Elektra,Warner Bros.,Pop,Vocal,Rock,Soft Rock,0,NA,1,0,NA,0,United States,31,2,2,2,Jerry Butler;Calvin Carter;Curtis Mayfield,Jerry Butler;Calvin Carter;Curtis Mayfield,1,0,0,0,Dave Appell;Hank Medress,1,1,0,0,0,4/4,A;Bb&%,A,119,55,64,81,-12,29,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,E1,0,219,0,35,14,0,0,1,0,1,0,0,1,He don't love you like I love you.If he did he wouldn't break your heart.He don't love you like I love you.He's trying to tear us apart.Fare thee well.I know you're leaving.For the new love that you've found.The handsome guy that you've been dating.I got a feeling he's gonna put you down cause.He don't love you like I love you.If he did he wouldn't break your heart.He don't love you like I love you.He's tryng to tear us apart.He uses all the great quotations.Says the things I wish I could say.Whoa but he's has so many rehearsals.Girl to him it's just another play but wait.When the final act is over.And you're left standing all alone.When he takes his bow and makes his exit.Girl I'll be there to take you home.He don't love you.Like I love you.If he did he wouldn't break your heart.Oh he don't love you girl like I love you.He's trying to tear us apart.Whoa he don't love you.,Longing for Love,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Cannot Locate
Shining Star,"Earth, Wind & Fire",1975-05-24T00:00:00Z,1,0,9,9,9,9,0,Columbia,CBS,Funk/Soul,Funk,Funk/Soul,Soul;Funk,0,NA,1,0,NA,0,United States,34,1,0,1,Maurice White;Larry Dunn;Philip Bailey,Maurice White;Larry Dunn;Philip Bailey,1,0,1,1,Maurice White;Charles Stepney,1,0,1,0,1,4/4,Em,Em,103,69,68,80,-13,67,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,C1,0,170,0,67,19,0,0,0,0,0,0,0,0,When you wish upon a star.Your dreams will take you very far.But when you wish upon a dream.Life ain't always what it seems.What'd you see on a night so clear.In the sky so very dear.You're a shining star no matter who you are.Shining bright to see what you could truly be.What you could truly be.Shining star come into view.Shine its watchful light on you.Gives you strength to carry on.Make your body big and strong.Born a man child of the sun.Saw my work had just begun.Yeah found I had to stand alone.Bless it now I've got my own oh yeah.So if you find yourself in need.Why don't you listen to these words of heed.Be a giant or grain of sand.Words of Wisdom: Yes I can.You're a shining star no matter who you are.Shining bright to see what you can truly be.You're a shining star no matter who you are.Shining bright to see what you can truly be.You're a shining star no matter who you are.Shining bright to see what you can truly be.Shining star for you to see what your life can truly be.Shining star for you to see what your life can truly be.Shining star for you to see what your life can truly be.,Dreaming;Empowerment,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Illustration Related to Song Title
Before the Next Teardrop Falls,Freddy Fender,1975-05-31T00:00:00Z,1,0,4,8,10,7.333333333333333,4,ABC;Dot,ABC,Folk/Country,Country,"Folk, World, & Country",Country,1,NA,0,0,NA,0,United States,37,1,0,0,Vivian Keith;Ben Peters,Vivian Keith;Ben Peters,2,1,0,0,Huey P. Meaux,1,1,0,0,0,4/4,Bb,Bb,92,29,77,69,-9,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,A2,0,153,0,26,10,0,0,0,0,1,0,0,1,If he brings you happiness.Then I wish you all the best.It's your happiness that matters most of all.But if he ever breaks your heart.If the teardrops ever start.I'll be there before the next teardrop falls.Si te quiere de verdad.Y te da Felicidad.Te deseo lo mas bueno pa'los dos.Pero si te hace llorar.A mi me puedes hablar.Y estare contigo cuando triste estas.I'll be there anytime.You need me by your side.To drive away every teardrop that you cried.And if he ever leaves you blue.Just remember I love you.And I'll be there before the next teardrop falls.And I'll be there before the next teardrop falls.,Longing for Love,0,0,0,1,0,NA,0,NA,0,NA,0,0,NA,0,Cannot Locate
