chapter	chapter_title	article	article_title	sub_article	gdpr_text	href
7	Cooperation and consistency	62	Joint operations of supervisory authorities	7	Where a joint operation is intended and a supervisory authority does not, within one month, comply with the obligation laid down in the second sentence of paragraph 2 of this Article, the other supervisory authorities may adopt a provisional measure on the territory of its Member State in accordance with Article 55. 2In that case, the urgent need to act under Article 66(1) shall be presumed to be met and require an opinion or an urgent binding decision from the Board pursuant to Article 66(2).	http://gdpr-info.eu/art-62-gdpr/
7	Cooperation and consistency	63	Consistency mechanism	1	In order to contribute to the consistent application of this Regulation throughout the Union, the supervisory authorities shall cooperate with each other and, where relevant, with the Commission, through the consistency mechanism as set out in this Section.	http://gdpr-info.eu/art-63-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	1	"The Board shall issue an opinion where a competent supervisory authority intends to adopt any of the measures below. 2To that end, the competent supervisory authority shall communicate the draft decision to the Board, when it
aims to adopt a list of the processing operations subject to the requirement for a data protection impact assessment pursuant to Article 35(4)
concerns a matter pursuant to Article 40(7) whether a draft code of conduct or an amendment or extension to a code of conduct complies with this Regulation
aims to approve the requirements for accreditation of a body pursuant to Article 41(3), of a certification body pursuant to Article 43(3) or the criteria for certification referred to in Article 42(5)
aims to determine standard data protection clauses referred to in point (d) of Article 46(2) and in Article 28(8)
aims to authorise contractual clauses referred to in point (a) of Article 46(3); or"	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	2	aims to approve binding corporate rules within the meaning of Article 47.	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	3	Any supervisory authority, the Chair of the Board or the Commission may request that any matter of general application or producing effects in more than one Member State be examined by the Board with a view to obtaining an opinion, in particular where a competent supervisory authority does not comply with the obligations for mutual assistance in accordance with Article 61 or for joint operations in accordance with Article 62.	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	4	In the cases referred to in paragraphs 1 and 2, the Board shall issue an opinion on the matter submitted to it provided that it has not already issued an opinion on the same matter. 2That opinion shall be adopted within eight weeks by simple majority of the members of the Board. 3That period may be extended by a further six weeks, taking into account the complexity of the subject matter. 4Regarding the draft decision referred to in paragraph 1 circulated to the members of the Board in accordance with paragraph 5, a member which has not objected within a reasonable period indicated by the Chair, shall be deemed to be in agreement with the draft decision.	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	5	Supervisory authorities and the Commission shall, without undue delay, communicate by electronic means to the Board, using a standardised format any relevant information, including as the case may be a summary of the facts, the draft decision, the grounds which make the enactment of such measure necessary, and the views of other supervisory authorities concerned.	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	6	"The Chair of the Board shall, without undue, delay inform by electronic means
the members of the Board and the Commission of any relevant information which has been communicated to it using a standardised format. The secretariat of the Board shall, where necessary, provide translations of relevant information; and"	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	7	the supervisory authority referred to, as the case may be, in paragraphs 1 and 2, and the Commission of the opinion and make it public.	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	8	The competent supervisory authority referred to in paragraph 1 shall not adopt its draft decision referred to in paragraph 1 within the period referred to in paragraph 3.	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	9	The competent supervisory authority referred to in paragraph 1 shall take utmost account of the opinion of the Board and shall, within two weeks after receiving the opinion, communicate to the Chair of the Board by electronic means whether it will maintain or amend its draft decision and, if any, the amended draft decision, using a standardised format.	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	64	Opinion of the Board	10	Where the competent supervisory authority referred to in paragraph 1 informs the Chair of the Board within the period referred to in paragraph 7 of this Article that it does not intend to follow the opinion of the Board, in whole or in part, providing the relevant grounds, Article 65(1) shall apply.	http://gdpr-info.eu/art-64-gdpr/
7	Cooperation and consistency	65	Dispute resolution by the Board	1	"In order to ensure the correct and consistent application of this Regulation in individual cases, the Board shall adopt a binding decision in the following cases
where, in a case referred to in Article 60(4), a supervisory authority concerned has raised a relevant and reasoned objection to a draft decision of the lead supervisory authority and the lead supervisory authority has not followed the objection or has rejected such an objection as being not relevant or reasoned. The binding decision shall concern all the matters which are the subject of the relevant and reasoned objection, in particular whether there is an infringement of this Regulation
where there are conflicting views on which of the supervisory authorities concerned is competent for the main establishment
where a competent supervisory authority does not request the opinion of the Board in the cases referred to in Article 64(1), or does not follow the opinion of the Board issued under Article 64. In that case, any supervisory authority concerned or the Commission may communicate the matter to the Board."	http://gdpr-info.eu/art-65-gdpr/
7	Cooperation and consistency	65	Dispute resolution by the Board	2	The decision referred to in paragraph 1 shall be adopted within one month from the referral of the subject-matter by a two-thirds majority of the members of the Board. 2That period may be extended by a further month on account of the complexity of the subject-matter. 3The decision referred to in paragraph 1 shall be reasoned and addressed to the lead supervisory authority and all the supervisory authorities concerned and binding on them.	http://gdpr-info.eu/art-65-gdpr/
7	Cooperation and consistency	65	Dispute resolution by the Board	3	Where the Board has been unable to adopt a decision within the periods referred to in paragraph 2, it shall adopt its decision within two weeks following the expiration of the second month referred to in paragraph 2 by a simple majority of the members of the Board. 2Where the members of the Board are split, the decision shall by adopted by the vote of its Chair.	http://gdpr-info.eu/art-65-gdpr/
7	Cooperation and consistency	65	Dispute resolution by the Board	4	The supervisory authorities concerned shall not adopt a decision on the subject matter submitted to the Board under paragraph 1 during the periods referred to in paragraphs 2 and 3.	http://gdpr-info.eu/art-65-gdpr/
7	Cooperation and consistency	65	Dispute resolution by the Board	5	The Chair of the Board shall notify, without undue delay, the decision referred to in paragraph 1 to the supervisory authorities concerned. 2It shall inform the Commission thereof. 3The decision shall be published on the website of the Board without delay after the supervisory authority has notified the final decision referred to in paragraph 6.	http://gdpr-info.eu/art-65-gdpr/
7	Cooperation and consistency	65	Dispute resolution by the Board	6	The lead supervisory authority or, as the case may be, the supervisory authority with which the complaint has been lodged shall adopt its final decision on the basis of the decision referred to in paragraph 1 of this Article, without undue delay and at the latest by one month after the Board has notified its decision. 2The lead supervisory authority or, as the case may be, the supervisory authority with which the complaint has been lodged, shall inform the Board of the date when its final decision is notified respectively to the controller or the processor and to the data subject. 3The final decision of the supervisory authorities concerned shall be adopted under the terms of Article 60(7), (8) and (9). 4The final decision shall refer to the decision referred to in paragraph 1 of this Article and shall specify that the decision referred to in that paragraph will be published on the website of the Board in accordance with paragraph 5 of this Article. 5The final decision shall attach the decision referred to in paragraph 1 of this Article.	http://gdpr-info.eu/art-65-gdpr/
7	Cooperation and consistency	66	Urgency procedure	1	In exceptional circumstances, where a supervisory authority concerned considers that there is an urgent need to act in order to protect the rights and freedoms of data subjects, it may, by way of derogation from the consistency mechanism referred to in Articles 63, 64 and 65 or the procedure referred to in Article 60, immediately adopt provisional measures intended to produce legal effects on its own territory with a specified period of validity which shall not exceed three months. 2The supervisory authority shall, without delay, communicate those measures and the reasons for adopting them to the other supervisory authorities concerned, to the Board and to the Commission.	http://gdpr-info.eu/art-66-gdpr/
7	Cooperation and consistency	66	Urgency procedure	2	Where a supervisory authority has taken a measure pursuant to paragraph 1 and considers that final measures need urgently be adopted, it may request an urgent opinion or an urgent binding decision from the Board, giving reasons for requesting such opinion or decision.	http://gdpr-info.eu/art-66-gdpr/
7	Cooperation and consistency	66	Urgency procedure	3	Any supervisory authority may request an urgent opinion or an urgent binding decision, as the case may be, from the Board where a competent supervisory authority has not taken an appropriate measure in a situation where there is an urgent need to act, in order to protect the rights and freedoms of data subjects, giving reasons for requesting such opinion or decision, including for the urgent need to act.	http://gdpr-info.eu/art-66-gdpr/
7	Cooperation and consistency	66	Urgency procedure	4	By derogation from Article 64(3) and Article 65(2), an urgent opinion or an urgent binding decision referred to in paragraphs 2 and 3 of this Article shall be adopted within two weeks by simple majority of the members of the Board.	http://gdpr-info.eu/art-66-gdpr/
7	Cooperation and consistency	67	Exchange of information	1	The Commission may adopt implementing acts of general scope in order to specify the arrangements for the exchange of information by electronic means between supervisory authorities, and between supervisory authorities and the Board, in particular the standardised format referred to in Article 64.	http://gdpr-info.eu/art-67-gdpr/
7	Cooperation and consistency	68	European Data Protection Board	1	The European Data Protection Board (the ‘Board’) is hereby established as a body of the Union and shall have legal personality.	http://gdpr-info.eu/art-68-gdpr/
7	Cooperation and consistency	68	European Data Protection Board	2	The Board shall be represented by its Chair.	http://gdpr-info.eu/art-68-gdpr/
7	Cooperation and consistency	68	European Data Protection Board	3	The Board shall be composed of the head of one supervisory authority of each Member State and of the European Data Protection Supervisor, or their respective representatives.	http://gdpr-info.eu/art-68-gdpr/
7	Cooperation and consistency	68	European Data Protection Board	4	Where in a Member State more than one supervisory authority is responsible for monitoring the application of the provisions pursuant to this Regulation, a joint representative shall be appointed in accordance with that Member State’s law.	http://gdpr-info.eu/art-68-gdpr/
7	Cooperation and consistency	68	European Data Protection Board	5	The Commission shall have the right to participate in the activities and meetings of the Board without voting right. 2The Commission shall designate a representative. 3The Chair of the Board shall communicate to the Commission the activities of the Board.	http://gdpr-info.eu/art-68-gdpr/
7	Cooperation and consistency	68	European Data Protection Board	6	In the cases referred to in Article 65, the European Data Protection Supervisor shall have voting rights only on decisions which concern principles and rules applicable to the Union institutions, bodies, offices and agencies which correspond in substance to those of this Regulation.	http://gdpr-info.eu/art-68-gdpr/
7	Cooperation and consistency	69	Independence	1	The Board shall act independently when performing its tasks or exercising its powers pursuant to Articles 70 and 71.	http://gdpr-info.eu/art-69-gdpr/
7	Cooperation and consistency	69	Independence	2	Without prejudice to requests by the Commission referred to in Article 70(1) and (2), the Board shall, in the performance of its tasks or the exercise of its powers, neither seek nor take instructions from anybody.	http://gdpr-info.eu/art-69-gdpr/
7	Cooperation and consistency	70	Tasks of the Board	1	"The Board shall ensure the consistent application of this Regulation. 2To that end, the Board shall, on its own initiative or, where relevant, at the request of the Commission, in particular
monitor and ensure the correct application of this Regulation in the cases provided for in Articles 64 and 65 without prejudice to the tasks of national supervisory authorities
advise the Commission on any issue related to the protection of personal data in the Union, including on any proposed amendment of this Regulation
advise the Commission on the format and procedures for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules
issue guidelines, recommendations, and best practices on procedures for erasing links, copies or replications of personal data from publicly available communication services as referred to in Article 17(2)
examine, on its own initiative, on request of one of its members or on request of the Commission, any question covering the application of this Regulation and issue guidelines, recommendations and best practices in order to encourage consistent application of this Regulation
issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for further specifying the criteria and conditions for decisions based on profiling pursuant to Article 22(2)
issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for establishing the personal data breaches and determining the undue delay referred to in Article 33(1) and (2) and for the particular circumstances in which a controller or a processor is required to notify the personal data breach
issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph as to the circumstances in which a personal data breach is likely to result in a high risk to the rights and freedoms of the natural persons referred to in Article 34(1)."	http://gdpr-info.eu/art-70-gdpr/
7	Cooperation and consistency	70	Tasks of the Board	2	"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for personal data transfers based on binding corporate rules adhered to by controllers and binding corporate rules adhered to by processors and on further necessary requirements to ensure the protection of personal data of the data subjects concerned referred to in Article 47
issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for the personal data transfers on the basis of Article 49(1)
draw up guidelines for supervisory authorities concerning the application of measures referred to in Article 58(1), (2) and (3) and the setting of administrative fines pursuant to Article 83
review the practical application of the guidelines, recommendations and best practices
issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for establishing common procedures for reporting by natural persons of infringements of this Regulation pursuant to Article 54(2)
encourage the drawing-up of codes of conduct and the establishment of data protection certification mechanisms and data protection seals and marks pursuant to Articles 40 and 42
approve the criteria of certification pursuant to Article 42(5) and maintain a public register of certification mechanisms and data protection seals and marks pursuant to Article 42(8) and of the certified controllers or processors established in third countries pursuant to Article 42(7)
approve the requirements referred to in Article 43(3) with a view to the accreditation of certification bodies referred to in Article 43
provide the Commission with an opinion on the certification requirements referred to in Article 43(8)
provide the Commission with an opinion on the icons referred to in Article 12(7)
provide the Commission with an opinion for the assessment of the adequacy of the level of protection in a third country or international organisation, including for the assessment whether a third country, a territory or one or more specified sectors within that third country, or an international organisation no longer ensures an adequate level of protection. To that end, the Commission shall provide the Board with all necessary documentation, including correspondence with the government of the third country, with regard to that third country, territory or specified sector, or with the international organisation."	http://gdpr-info.eu/art-70-gdpr/
7	Cooperation and consistency	70	Tasks of the Board	3	"issue opinions on draft decisions of supervisory authorities pursuant to the consistency mechanism referred to in Article 64(1), on matters submitted pursuant to Article 64(2) and to issue binding decisions pursuant to Article 65, including in cases referred to in Article 66
promote the cooperation and the effective bilateral and multilateral exchange of information and best practices between the supervisory authorities
promote common training programmes and facilitate personnel exchanges between the supervisory authorities and, where appropriate, with the supervisory authorities of third countries or with international organisations
promote the exchange of knowledge and documentation on data protection legislation and practice with data protection supervisory authorities worldwide."	http://gdpr-info.eu/art-70-gdpr/
7	Cooperation and consistency	70	Tasks of the Board	4	issue opinions on codes of conduct drawn up at Union level pursuant to Article 40(9); and	http://gdpr-info.eu/art-70-gdpr/
7	Cooperation and consistency	70	Tasks of the Board	5	maintain a publicly accessible electronic register of decisions taken by supervisory authorities and courts on issues handled in the consistency mechanism.	http://gdpr-info.eu/art-70-gdpr/
7	Cooperation and consistency	70	Tasks of the Board	6	Where the Commission requests advice from the Board, it may indicate a time limit, taking into account the urgency of the matter.	http://gdpr-info.eu/art-70-gdpr/
7	Cooperation and consistency	70	Tasks of the Board	7	The Board shall forward its opinions, guidelines, recommendations, and best practices to the Commission and to the committee referred to in Article 93 and make them public.	http://gdpr-info.eu/art-70-gdpr/
7	Cooperation and consistency	70	Tasks of the Board	8	The Board shall, where appropriate, consult interested parties and give them the opportunity to comment within a reasonable period. 2The Board shall, without prejudice to Article 76, make the results of the consultation procedure publicly available.	http://gdpr-info.eu/art-70-gdpr/
7	Cooperation and consistency	71	Reports	1	The Board shall draw up an annual report regarding the protection of natural persons with regard to processing in the Union and, where relevant, in third countries and international organisations. 2The report shall be made public and be transmitted to the European Parliament, to the Council and to the Commission.	http://gdpr-info.eu/art-71-gdpr/
7	Cooperation and consistency	71	Reports	2	The annual report shall include a review of the practical application of the guidelines, recommendations and best practices referred to in point (l) of Article 70(1) as well as of the binding decisions referred to in Article 65.	http://gdpr-info.eu/art-71-gdpr/
7	Cooperation and consistency	72	Procedure	1	The Board shall take decisions by a simple majority of its members, unless otherwise provided for in this Regulation.	http://gdpr-info.eu/art-72-gdpr/
7	Cooperation and consistency	72	Procedure	2	The Board shall adopt its own rules of procedure by a two-thirds majority of its members and organise its own operational arrangements.	http://gdpr-info.eu/art-72-gdpr/
7	Cooperation and consistency	73	Chair	1	The Board shall elect a chair and two deputy chairs from amongst its members by simple majority.	http://gdpr-info.eu/art-73-gdpr/
7	Cooperation and consistency	73	Chair	2	The term of office of the Chair and of the deputy chairs shall be five years and be renewable once.	http://gdpr-info.eu/art-73-gdpr/
7	Cooperation and consistency	74	Tasks of the Chair	1	"The Chair shall have the following tasks
to convene the meetings of the Board and prepare its agenda
to notify decisions adopted by the Board pursuant to Article 65 to the lead supervisory authority and the supervisory authorities concerned
to ensure the timely performance of the tasks of the Board, in particular in relation to the consistency mechanism referred to in Article 63."	http://gdpr-info.eu/art-74-gdpr/
7	Cooperation and consistency	74	Tasks of the Chair	2	The Board shall lay down the allocation of tasks between the Chair and the deputy chairs in its rules of procedure.	http://gdpr-info.eu/art-74-gdpr/
7	Cooperation and consistency	75	Secretariat	1	The Board shall have a secretariat, which shall be provided by the European Data Protection Supervisor.	http://gdpr-info.eu/art-75-gdpr/
7	Cooperation and consistency	75	Secretariat	2	The secretariat shall perform its tasks exclusively under the instructions of the Chair of the Board.	http://gdpr-info.eu/art-75-gdpr/
7	Cooperation and consistency	75	Secretariat	3	The staff of the European Data Protection Supervisor involved in carrying out the tasks conferred on the Board by this Regulation shall be subject to separate reporting lines from the staff involved in carrying out tasks conferred on the European Data Protection Supervisor.	http://gdpr-info.eu/art-75-gdpr/
7	Cooperation and consistency	75	Secretariat	4	Where appropriate, the Board and the European Data Protection Supervisor shall establish and publish a Memorandum of Understanding implementing this Article, determining the terms of their cooperation, and applicable to the staff of the European Data Protection Supervisor involved in carrying out the tasks conferred on the Board by this Regulation.	http://gdpr-info.eu/art-75-gdpr/
7	Cooperation and consistency	75	Secretariat	5	The secretariat shall provide analytical, administrative and logistical support to the Board.	http://gdpr-info.eu/art-75-gdpr/
7	Cooperation and consistency	75	Secretariat	6	"The secretariat shall be responsible in particular for
the day-to-day business of the Board
communication between the members of the Board, its Chair and the Commission
communication with other institutions and the public
the use of electronic means for the internal and external communication
the translation of relevant information
the preparation and follow-up of the meetings of the Board
the preparation, drafting and publication of opinions, decisions on the settlement of disputes between supervisory authorities and other texts adopted by the Board."	http://gdpr-info.eu/art-75-gdpr/
7	Cooperation and consistency	76	Confidentiality	1	The discussions of the Board shall be confidential where the Board deems it necessary, as provided for in its rules of procedure.	http://gdpr-info.eu/art-76-gdpr/
7	Cooperation and consistency	76	Confidentiality	2	Access to documents submitted to members of the Board, experts and representatives of third parties shall be governed by Regulation (EC) No 1049/2001 of the European Parliament and of the Council¹.	http://gdpr-info.eu/art-76-gdpr/
8	Remedies, liability and penalties	77	Right to lodge a complaint with a supervisory authority	1	Without prejudice to any other administrative or judicial remedy, every data subject shall have the right to lodge a complaint with a supervisory authority, in particular in the Member State of his or her habitual residence, place of work or place of the alleged infringement if the data subject considers that the processing of personal data relating to him or her infringes this Regulation.	http://gdpr-info.eu/art-77-gdpr/
8	Remedies, liability and penalties	77	Right to lodge a complaint with a supervisory authority	2	The supervisory authority with which the complaint has been lodged shall inform the complainant on the progress and the outcome of the complaint including the possibility of a judicial remedy pursuant to Article 78.	http://gdpr-info.eu/art-77-gdpr/
8	Remedies, liability and penalties	78	Right to an effective judicial remedy against a supervisory authority	1	Without prejudice to any other administrative or non-judicial remedy, each natural or legal person shall have the right to an effective judicial remedy against a legally binding decision of a supervisory authority concerning them.	http://gdpr-info.eu/art-78-gdpr/
8	Remedies, liability and penalties	78	Right to an effective judicial remedy against a supervisory authority	2	Without prejudice to any other administrative or non-judicial remedy, each data subject shall have the right to a an effective judicial remedy where the supervisory authority which is competent pursuant to Articles 55 and 56 does not handle a complaint or does not inform the data subject within three months on the progress or outcome of the complaint lodged pursuant to Article 77.	http://gdpr-info.eu/art-78-gdpr/
8	Remedies, liability and penalties	78	Right to an effective judicial remedy against a supervisory authority	3	Proceedings against a supervisory authority shall be brought before the courts of the Member State where the supervisory authority is established.	http://gdpr-info.eu/art-78-gdpr/
8	Remedies, liability and penalties	78	Right to an effective judicial remedy against a supervisory authority	4	Where proceedings are brought against a decision of a supervisory authority which was preceded by an opinion or a decision of the Board in the consistency mechanism, the supervisory authority shall forward that opinion or decision to the court.	http://gdpr-info.eu/art-78-gdpr/
8	Remedies, liability and penalties	79	Right to an effective judicial remedy against a controller or processor	1	Without prejudice to any available administrative or non-judicial remedy, including the right to lodge a complaint with a supervisory authority pursuant to Article 77, each data subject shall have the right to an effective judicial remedy where he or she considers that his or her rights under this Regulation have been infringed as a result of the processing of his or her personal data in non-compliance with this Regulation.	http://gdpr-info.eu/art-79-gdpr/
8	Remedies, liability and penalties	79	Right to an effective judicial remedy against a controller or processor	2	Proceedings against a controller or a processor shall be brought before the courts of the Member State where the controller or processor has an establishment. 2Alternatively, such proceedings may be brought before the courts of the Member State where the data subject has his or her habitual residence, unless the controller or processor is a public authority of a Member State acting in the exercise of its public powers.	http://gdpr-info.eu/art-79-gdpr/
8	Remedies, liability and penalties	80	Representation of data subjects	1	The data subject shall have the right to mandate a not-for-profit body, organisation or association which has been properly constituted in accordance with the law of a Member State, has statutory objectives which are in the public interest, and is active in the field of the protection of data subjects’ rights and freedoms with regard to the protection of their personal data to lodge the complaint on his or her behalf, to exercise the rights referred to in Articles 77, 78 and 79 on his or her behalf, and to exercise the right to receive compensation referred to in Article 82 on his or her behalf where provided for by Member State law.	http://gdpr-info.eu/art-80-gdpr/
8	Remedies, liability and penalties	80	Representation of data subjects	2	Member States may provide that any body, organisation or association referred to in paragraph 1 of this Article, independently of a data subject’s mandate, has the right to lodge, in that Member State, a complaint with the supervisory authority which is competent pursuant to Article 77 and to exercise the rights referred to in Articles 78 and 79 if it considers that the rights of a data subject under this Regulation have been infringed as a result of the processing.	http://gdpr-info.eu/art-80-gdpr/
8	Remedies, liability and penalties	81	Suspension of proceedings	1	Where a competent court of a Member State has information on proceedings, concerning the same subject matter as regards processing by the same controller or processor, that are pending in a court in another Member State, it shall contact that court in the other Member State to confirm the existence of such proceedings.	http://gdpr-info.eu/art-81-gdpr/
8	Remedies, liability and penalties	81	Suspension of proceedings	2	Where proceedings concerning the same subject matter as regards processing of the same controller or processor are pending in a court in another Member State, any competent court other than the court first seized may suspend its proceedings.	http://gdpr-info.eu/art-81-gdpr/
8	Remedies, liability and penalties	81	Suspension of proceedings	3	Where those proceedings are pending at first instance, any court other than the court first seized may also, on the application of one of the parties, decline jurisdiction if the court first seized has jurisdiction over the actions in question and its law permits the consolidation thereof.	http://gdpr-info.eu/art-81-gdpr/
8	Remedies, liability and penalties	82	Right to compensation and liability	1	Any person who has suffered material or non-material damage as a result of an infringement of this Regulation shall have the right to receive compensation from the controller or processor for the damage suffered.	http://gdpr-info.eu/art-82-gdpr/
8	Remedies, liability and penalties	82	Right to compensation and liability	2	Any controller involved in processing shall be liable for the damage caused by processing which infringes this Regulation. 2A processor shall be liable for the damage caused by processing only where it has not complied with obligations of this Regulation specifically directed to processors or where it has acted outside or contrary to lawful instructions of the controller.	http://gdpr-info.eu/art-82-gdpr/
8	Remedies, liability and penalties	82	Right to compensation and liability	3	A controller or processor shall be exempt from liability under paragraph 2 if it proves that it is not in any way responsible for the event giving rise to the damage.	http://gdpr-info.eu/art-82-gdpr/
8	Remedies, liability and penalties	82	Right to compensation and liability	4	Where more than one controller or processor, or both a controller and a processor, are involved in the same processing and where they are, under paragraphs 2 and 3, responsible for any damage caused by processing, each controller or processor shall be held liable for the entire damage in order to ensure effective compensation of the data subject.	http://gdpr-info.eu/art-82-gdpr/
8	Remedies, liability and penalties	82	Right to compensation and liability	5	Where a controller or processor has, in accordance with paragraph 4, paid full compensation for the damage suffered, that controller or processor shall be entitled to claim back from the other controllers or processors involved in the same processing that part of the compensation corresponding to their part of responsibility for the damage, in accordance with the conditions set out in paragraph 2.	http://gdpr-info.eu/art-82-gdpr/
8	Remedies, liability and penalties	82	Right to compensation and liability	6	Court proceedings for exercising the right to receive compensation shall be brought before the courts competent under the law of the Member State referred to in Article 79(2).	http://gdpr-info.eu/art-82-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	1	Each supervisory authority shall ensure that the imposition of administrative fines pursuant to this Article in respect of infringements of this Regulation referred to in paragraphs 4, 5 and 6 shall in each individual case be effective, proportionate and dissuasive.	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	2	"Administrative fines shall, depending on the circumstances of each individual case, be imposed in addition to, or instead of, measures referred to in points (a) to (h) and (j) of Article 58(2). 2When deciding whether to impose an administrative fine and deciding on the amount of the administrative fine in each individual case due regard shall be given to the following
the nature, gravity and duration of the infringement taking into account the nature scope or purpose of the processing concerned as well as the number of data subjects affected and the level of damage suffered by them
the intentional or negligent character of the infringement
any action taken by the controller or processor to mitigate the damage suffered by data subjects
the degree of responsibility of the controller or processor taking into account technical and organisational measures implemented by them pursuant to Articles 25 and 32
any relevant previous infringements by the controller or processor
the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement
the categories of personal data affected by the infringement
the manner in which the infringement became known to the supervisory authority, in particular whether, and if so to what extent, the controller or processor notified the infringement
where measures referred to in Article 58(2) have previously been ordered against the controller or processor concerned with regard to the same subject-matter, compliance with those measures
adherence to approved codes of conduct pursuant to Article 40 or approved certification mechanisms pursuant to Article 42; and"	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	3	any other aggravating or mitigating factor applicable to the circumstances of the case, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement.	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	4	If a controller or processor intentionally or negligently, for the same or linked processing operations, infringes several provisions of this Regulation, the total amount of the administrative fine shall not exceed the amount specified for the gravest infringement.	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	5	"Infringements of the following provisions shall, in accordance with paragraph 2, be subject to administrative fines up to 10 000 000 EUR, or in the case of an undertaking, up to 2 % of the total worldwide annual turnover of the preceding financial year, whichever is higher
the obligations of the controller and the processor pursuant to Articles 8, 11, 25 to 39 and 42 and 43
the obligations of the certification body pursuant to Articles 42 and 43
the obligations of the monitoring body pursuant to Article 41(4)."	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	6	"Infringements of the following provisions shall, in accordance with paragraph 2, be subject to administrative fines up to 20 000 000 EUR, or in the case of an undertaking, up to 4 % of the total worldwide annual turnover of the preceding financial year, whichever is higher
the basic principles for processing, including conditions for consent, pursuant to Articles 5, 6, 7 and 9
the data subjects’ rights pursuant to Articles 12 to 22
the transfers of personal data to a recipient in a third country or an international organisation pursuant to Articles 44 to 49
any obligations pursuant to Member State law adopted under Chapter IX
non-compliance with an order or a temporary or definitive limitation on processing or the suspension of data flows by the supervisory authority pursuant to Article 58(2) or failure to provide access in violation of Article 58(1)."	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	7	Non-compliance with an order by the supervisory authority as referred to in Article 58(2) shall, in accordance with paragraph 2 of this Article, be subject to administrative fines up to 20 000 000 EUR, or in the case of an undertaking, up to 4 % of the total worldwide annual turnover of the preceding financial year, whichever is higher.	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	8	Without prejudice to the corrective powers of supervisory authorities pursuant to Article 58(2), each Member State may lay down the rules on whether and to what extent administrative fines may be imposed on public authorities and bodies established in that Member State.	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	9	The exercise by the supervisory authority of its powers under this Article shall be subject to appropriate procedural safeguards in accordance with Union and Member State law, including effective judicial remedy and due process.	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	83	General conditions for imposing administrative fines	10	Where the legal system of the Member State does not provide for administrative fines, this Article may be applied in such a manner that the fine is initiated by the competent supervisory authority and imposed by competent national courts, while ensuring that those legal remedies are effective and have an equivalent effect to the administrative fines imposed by supervisory authorities. 2In any event, the fines imposed shall be effective, proportionate and dissuasive. 3Those Member States shall notify to the Commission the provisions of their laws which they adopt pursuant to this paragraph by 25 May 2018 and, without delay, any subsequent amendment law or amendment affecting them.	http://gdpr-info.eu/art-83-gdpr/
8	Remedies, liability and penalties	84	Penalties	1	Member States shall lay down the rules on other penalties applicable to infringements of this Regulation in particular for infringements which are not subject to administrative fines pursuant to Article 83, and shall take all measures necessary to ensure that they are implemented. 2Such penalties shall be effective, proportionate and dissuasive.	http://gdpr-info.eu/art-84-gdpr/
8	Remedies, liability and penalties	84	Penalties	2	Each Member State shall notify to the Commission the provisions of its law which it adopts pursuant to paragraph 1, by 25 May 2018 and, without delay, any subsequent amendment affecting them.	http://gdpr-info.eu/art-84-gdpr/
