id	picture	name	price	authority	date	controller	article_violated	type	source	summary
174	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	5113	Bulgarian Commission for Personal Data Protection (KZLD)	09/03/2019	Telecommunication service provider	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.cpdp.bg/index.php?p=element&aid=1219	A fine of €5,113 was imposed on a national telecom company for the unlawful processing of the personal data of a citizen. The personal data of the individual was unlawfully accessed and processed in order to cancel a contract.
175	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	5112	Data Protection Commission of Bulgaria (KZLD)	10/08/2019	Interior Ministry	Art. 6 (1) GDPR	Non-compliance with lawful basis for data processing	https://www.cpdp.bg/index.php?p=element&aid=1219	The Bulgarian Interior Ministry was fined due to the unlawful processing of the personal data of a citizen. The Interior Ministry unlawfully sent the personal data of the citizen to the Togolese Republic.
176	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	1121	Data Protection Commission of Bulgaria (KZLD)	09/03/2019	Private enforcement agent	Art. 12 (4) GDPR|Art. 15 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.cpdp.bg/index.php?p=element&aid=1219	A private enforcement agent was fined for the unlawful processing of personal data of an individual. The agent had conducted video surveillance on the individual and refused to grant access to the collected data. The affected individual submitted an application to access their personal data but the enforcement agent rejected this request and refused to motivate this decision.
177	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	1022	Data Protection Commission of Bulgaria (KZLD)	09/03/2019	Telecom company	Art. 6 (1) GDPR|Art. 25 (1) GDPR	Non-compliance with lawful basis for data processing	https://www.cpdp.bg/index.php?p=element&aid=1219	A fine of €1,022 was imposed on a national telecom company for the unlawful processing of the personal data of a citizen. The personal data of the individual was unlawfully accessed and processed in order to cancel a contract.
178	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	511	Data Protection Commission of Bulgaria (KZLD)	10/28/2019	Employer	Art. 12 (3) GDPR|Art. 15 (1) GDPR	Non-compliance with subjects' rights protection safeguards	https://www.cpdp.bg/index.php?p=element&aid=1219	A company was fined with €511 because it refused to give access to the personal data of an employee who submitted an application to receive access to their personal data.
179	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	511	Data Protection Commission of Bulgaria (KZLD)	10/07/2019	BD	Art. 31 GDPR	Lack of cooperation with Data Protection Authority	https://www.cpdp.bg/index.php?p=element&aid=1219	BD was fined with €511 because it failed to provide access to information which the national DPA requested in order to resolve a complaint.
180	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	800	Data Protection Authority of Mecklenburg-Vorpommern	08/06/2019	Police Officer	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.faz.net/aktuell/gesellschaft/kriminalitaet/polizisten-nutzten-daten-um-minderjaehrige-maedchen-zu-kontaktieren-16227841.html	A police officer used a witnesse&#8217;s personal data to contact her.
181	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	118	Data Protection Authority of Saarland	01/01/2019	Unknown	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://indd.adobe.com/view/d639298c-3165-4e30-85d8-0730de2a3598	Personal data was disclosed to a third party. No further details were revealed.
182	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	294000	Data Protection Authority of Niedersachsen	12/02/2019	Unknown	Art. 5 GDPR	Failure to comply with data processing principles	https://www.handelsblatt.com/politik/deutschland/dsgvo-datenschutz-verstoesse-zahl-der-bussgelder-ist-drastisch-gestiegen/25364576.html?ticket=ST-1616678-HaaxMJeMxarATmdXeL7Z-ap6	A company was fined with €294,000 because of the &#8220;unnecessarily long&#8221; storage and retention of personal data in the selection of personnel. During the selection process, even health data was requested, which was excessive according to the DPA.
183	https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg	Cyprus	9000	Cypriot Data Protection Commissioner	01/13/2020	Government agency	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/All/ACDFDC478581BEE1C22584EE002EE9C2?OpenDocument	The government agency was fined due to granting the police access to data and failing to implement adequate measures to secure the data, even after being warned by the national DPA.
184	https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg	Cyprus	1000	Cypriot Data Protection Commissioner	01/13/2020	M.L. Pro.Fit Solutions LTD	Art. 6 GDPR	Non-compliance with lawful basis for data processing	http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/All/ACDFDC478581BEE1C22584EE002EE9C2?OpenDocument	The company was fined for sending marketing messages without consent. No measures were taken to permit phone users to block these messages and no measures were provided that would have allowed the contacted individuals to opt-out of receiving these messages.
185	https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg	Cyprus	70000	Cypriot Data Protection Commissioner	10/25/2019	LGS Handling Ltd	Art. 6 GDPR|Art. 9 GDPR	Non-compliance with lawful basis for data processing	http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/all/ACDFDC478581BEE1C22584EE002EE9C2/$file/2019-apofasi%20bradford%20system%20%CE%91%CE%9D%CE%A9%CE%9D%CE%A5%CE%9C%CE%9F%CE%A0.pdf?openelement	The national data protection authority determined that the company used the Bradford factor for profiling and monitoring sick leave and that this constituted unlawful processing of personal data.
186	https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg	Cyprus	10000	Cypriot Data Protection Commissioner	10/25/2019	Louis Travel Ltd	Art. 6 GDPR|Art. 9 GDPR	Non-compliance with lawful basis for data processing	http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/all/ACDFDC478581BEE1C22584EE002EE9C2/$file/2019-apofasi%20bradford%20system%20%CE%91%CE%9D%CE%A9%CE%9D%CE%A5%CE%9C%CE%9F%CE%A0.pdf?openelement	The national data protection authority determined that the company used the Bradford factor for profiling and monitoring sick leave and that this constituted unlawful processing of personal data.
187	https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg	Cyprus	2000	Cypriot Data Protection Commissioner	10/25/2019	Louis Aviation Ltd	Art. 6 GDPR|Art. 9 GDPR	Non-compliance with lawful basis for data processing	http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/all/ACDFDC478581BEE1C22584EE002EE9C2/$file/2019-apofasi%20bradford%20system%20%CE%91%CE%9D%CE%A9%CE%9D%CE%A5%CE%9C%CE%9F%CE%A0.pdf?openelement	The national data protection authority determined that the company used the Bradford factor for profiling and monitoring sick leave and that this constituted unlawful processing of personal data.
188	https://www.privacyaffairs.com/wp-content/uploads/2019/10/greece.svg	Greece	15000	Hellenic Data Protection Authority (HDPA)	01/13/2020	Allseas Marine S.A.	Art. 5 (1) a), (2) GDPR	Non-compliance with lawful basis for data processing	http://www.dpa.gr/APDPXPortlets/htdocs/documentDisplay.jsp?docid=126,92,211,86,111,236,222,151	The company unlawfully introduced a video surveillance system at the workplace to monitor employee activity. The Hellenic Data Protection Authority (HDPA) argued that the installation of the system was unlawful because the employees were not notified of the existence of the system.
189	https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg	Italy	8500000	Italian Data Protection Authority (Garante)	01/17/2020	Eni Gas e Luce	Art. 5 GDPR|Art. 6 GDPR|Art. 17 GDPR|Art. 21 GDPR	Non-compliance with lawful basis for data processing	https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9244365	The Italian Data Protection Authority (Garante) imposed two fines of €11,5 million total on Eni Gas and Luce because of the unlawful processing of personal data during an advertising campaign as well as for the activation of unsolicited contracts. This first fine of €8,5 million was issued for the unlawful processing of personal data in the context of a marketing campaign. The company made promotional calls without the consent of the contacted people and refused to acknowledge people&#8217;s wishes to be added onto a &#8220;do not contact&#8221; list. The company also did not provide an opt-out procedure for these unsolicited calls. The DPA also determined that the company lacked sufficient technical and organizational measures to protect users&#8217; personal data. Data was also processed longer than the allowed retention period. According to the DPA, some data was also collected from third party entities that did not have consent from the data subjects to disclose that data.
190	https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg	Italy	3000000	Italian Data Protection Authority (Garante)	01/17/2020	Eni Gas e Luce	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9244365	The Italian Data Protection Authority (Garante) imposed two fines of €11,5 million total on Eni Gas and Luce because of the unlawful processing of personal data during an advertising campaign as well as for the activation of unsolicited contracts. This second fine of €3 million was issued for the opening of unsolicited contracts for the provision of electricity and gas. A large number of individuals have reported that they have only learned of the new contracts after they received a termination letter from their old provider. Some complaints even reported false data as well as forged signatures.
191	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	6000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	01/14/2020	SC Enel Energie S.A.	Art. 5 GDPR|Art. 6 GDPR|Art. 7 GDPR|Art. 21 GDPR	Non-compliance with lawful basis for data processing	https://www.dataprotection.ro/?page=sanctiune_pentru_incalcarea_RGPD_2020_2&lang=ro	The fine was issued after a complaint alleging that Enel Energie had processed an individual&#8217;s personal data and that the natural gas and electricity company was unable to prove it obtained the individual&#8217;s consent to send email notifications. The national data protection authority also explained that the company had not taken the required measures to stop the transmission of the email notifications even after the affected person had made a request to this end. The company was fined two times €3,000.
192	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	5000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	12/13/2019	Entirely Shipping & Trading S.R.L.	Art. 5 (1) GDPR|Art. 6 GDPR|Art. 7 GDPR	Non-compliance with lawful basis for data processing	https://www.dataprotection.ro/index.jsp?page=O_noua_sanctiune_pentru_incalcarea_RGPD_2020_3&lang=ro	The company installed video surveillance in order to monitor employee activity. The problem arose from the fact that some cameras were installed in the locker rooms where the staff kept their spare clothes and regularly used to get dressed and undressed.
193	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	5000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	12/13/2019	Entirely Shipping & Trading S.R.L.	Art. 5 (1) GDPR|Art. 6 GDPR|Art. 7 GDPR|Art. 9 GDPR	Non-compliance with lawful basis for data processing	https://www.dataprotection.ro/index.jsp?page=O_noua_sanctiune_pentru_incalcarea_RGPD_2020_3&lang=ro	A second fine was issued to the company for the unlawful processing of employee biometric data (fingerprints). The processing of biometric data allegedly was necessary to give employees access to certain rooms. The national DPA argued that this was too excessive.
194	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	14000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	12/10/2019	Hora Credit IFN SA	Art. 5 GDPR|Art. 25 GDPR|Art. 32 GDPR|Art. 33 GDPR	Non-compliance with lawful basis for data processing	https://www.dataprotection.ro/?page=Alta_amenda_pentru_incalcarea_RGPD_2020_1&lang=ro	Three fined were issued on Hora Credit IFN SA because personal data of an individual was transmitted through email to a third party. The following investigation revealed that the company processed personal data without any means to validate the accuracy and authenticity of the data collected and processed. The operator also did not employ enough technical and organizational measures to protect the collected personal data. The case was made worse by the fact that the company did not notify the ANSPDCP after the data breach was discovered, as required by the law. The three fined issued were of €3,000, €10,000 and €1,000 for all the three issues of non-compliance discovered by the ANSPDCP.
195	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	3000	Spanish Data Protection Authority (AEPD)	01/09/2020	Vodafone Espana	Art. 58 GDPR	Non-cooperation with Data Protection Authority	https://www.aepd.es/es/documento/ps-00445-2019.pdf	The company did not provide information to the AEPD in relation to an investigation.
196	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	44000	Spanish Data Protection Authority (AEPD)	01/07/2020	Vodafone Espana	Art. 5 (1) f) GDPR	Failure to comply with data processing principles	https://www.aepd.es/es/documento/ps-00093-2019.pdf	The company was fined because it sent a contract that included the name and address and contact details of a client to a third party by accident.
197	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	75000	Spanish Data Protection Authority (AEPD)	01/07/2020	EDP España S.A.U.	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00109-2019.pdf	The company was fined because it processed personal data such as name, tax identification number, address and phone number without the consent of the affected individuals.
198	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	75000	Spanish Data Protection Authority (AEPD)	01/07/2020	EDP Comercializadora, S.A.U.	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00025-2019.pdf	The company was fined because it processed personal data in regards to a gas contract without the applicants&#8217; consent. The investigation revealed that the applicant received an invoice for the supplying of natural gas, a contract which they didn&#8217;t sign. EDP Comercializadora argued that since the applicant had a contract with another gas company with which EDP Comercializadora had a collaboration agreement, it was justified to process the personal data of the respective individuals. The AEPD, however, ruled that the company was required to receive permission directly from the affected individuals to process personal data.
199	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	10000	Spanish Data Protection Authority (AEPD)	01/07/2020	Asociación de Médicos Demócratas	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00231-2019.pdf	The organization processed personal data of its members even after the AEPD warned it that the processing was unlawful without the consent of the affected individuals.
200	https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg	Italy	27802946	Italian Data Protection Authority (Garante)	02/01/2020	TIM - Telecom Provider	Art. 58(2) GDPR	Non-cooperation with Data Protection Authority	https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9256409	A huge fine of €27,8 million was issued to the Italian telecom company TIM. The Italian Data Protection Authority (Garante) revealed that TIM was fined due to numerous unlawful data processing activities related to marketing and advertising, which included unsolicited promotional calls and prize competitions in which data subjects were entered without consent.One of the reasons for the large fine was the fact that the unlawful data processing activities involved several million individuals. One individual, for example, was called a total of 155 times in a month while TIM refused to add the affected individual on a no-call list even after several requests. The DPA determined that the company lacked control over the call centers and did not have adequate measures to add people to no-call lists.TIM also did not provide accurate and detailed enough privacy policies and data processing policies, and as such consumers were not efficiently informed about the data collected and processed. The company&#8217;s management of data breaches was also not efficient according to Garante.Besides the fine, Garante also imposed 20 corrective measures according to Art. 58(2) GDPR which prohibits TIM from processing marketing-related data of those individuals who have refused to receive promotional calls, individuals who asked to be blacklisted and individuals who are not clients of TIM.The company was also forbidden from using customer data collected from the &#8220;My Tim&#8221;, &#8220;Tim Personal&#8221; and &#8220;Tim Smart Kid&#8221; apps.
201	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	60000	Spanish Data Protection Authority (AEPD)	02/03/2020	Xfera Moviles S.A.	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00227-2019.pdf	The Spanish Data Protection Authority revealed that Xfera Moviles S.A. has unlawfully processed data that included bank details, customer address as well as name of various individuals.
202	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	75000	Spanish Data Protection Authority (AEPD)	02/03/2020	Vodafone España, S.A.U.	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00270-2019.pdf	Vodafone España has signed a contract regarding the transfer of a phone subscription with a third party person without the account holder&#8217;s knowledge or permission. The account holder received an email from the third party regarding the purchase that was made in his name.
203	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	60000	Spanish Data Protection Authority (AEPD)	02/03/2020	Vodafone España, S.A.U.	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00405-2019.pdf	A customer complained that the company had processed their personal data without their consent because an email was sent to them on behalf of a company regarding the purchase of a service that was actually not bought by the respective individual. The personal details of the individuals were incorporated into Vodafone España&#8217;s systems without the consent of that individual. Initially, the fine was determined to be €100,000 but was reduced to €60,000.
204	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	50000	Spanish Data Protection Authority (AEPD)	02/03/2020	Vodafone España, S.A.U.	Art. 5 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00275-2019.pdf	Vodafone España sent invoices of a client that contained personal data such as name, ID card number, and address to their neighbor.
205	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	20000	Spanish Data Protection Authority (AEPD)	02/03/2020	Iberia Lineas Aereas	Art. 5 GDPR|Art. 6 GDPR|Art. 21 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00402-2019.pdf	The company continued to send emails to individuals even after the affected individuals have requested to be removed from the company&#8217;s database or be added to a &#8220;no-contact&#8221; list.
206	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	75000	Spanish Data Protection Authority (AEPD)	02/03/2020	Vodafone España, S.A.U.	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00278-2019.pdf	A former customer of the company continued to receive invoice notices even after the contractual obligation between the two parties has ended. The company indicated a technical error for the issuing of the unsolicited notices.
207	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	6670	Spanish Data Protection Authority (AEPD)	02/03/2020	Banco Bilbao	Art. 5 GDPR|Art. 6 GDPR|Art. 21 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00400-2019.pdf	The company has sent several advertising messages to a person, even after the affected person made it clear that they do not consent to their personal data to be processed.
208	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	5000	Spanish Data Protection Authority (AEPD)	02/03/2020	Queseria Artesenal Ameco S.L.	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00259-2019.pdf	The company was fined because it processed personal data without the consent of the affected parties.
209	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	800	Spanish Data Protection Authority (AEPD)	02/03/2020	Private person	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00292-2019.pdf	A private individual created a fake profile of a female colleague on an erotic website. The profile contained the affected person&#8217;s contact details and pictures as well as information of sexual nature. The affected person then received several phone calls from several people who were inquiring about the fake profile. The person who created the fake profile was found to have a personality disorder and as such the fine was reduced from €1,000 to €800.
210	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	1500	Spanish Data Protection Authority (AEPD)	02/04/2020	Cafetería Nagasaki	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00427-2018.pdf	According to the AEPD, Cafetería Nagasaki did not comply with its obligations under the GDPR because it installed surveillance cameras in such a way that it also monitored the public space outside of the restaurant which also captured pedestrians on the street.
211	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	3600	Spanish Data Protection Authority (AEPD)	01/14/2020	Zhang Bordeta 2006, S.L.	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00397-2019.pdf	The store was fined because it installed video surveillance that also took images of the sidewalk in front of it and invaded pedestrians&#8217; privacy.
212	https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg	Italy	10000	Italian Data Protection Authority (Garante)	01/15/2020	Francavilla Fontana	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9261227	The local community of Francavilla Fontana published online the details of an ongoing court trial that included personal information such as health data of several individuals.
213	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	51000	Data Protection Authority of Hamburg	01/01/2019	Facebook	Art. 37 GDPR	Failure to appoint a data protection officer	https://datenschutz-hamburg.de/assets/pdf/28._Taetigkeitsbericht_Datenschutz_2019_HmbBfDI.pdf	The German branch of Facebook was fined by €51,000 because it failed to appoint a data protection officer. Facebook argued that it did in fact appoint a data protection officer in Ireland who acted as a data protection officer for all the local European Facebook branches. The Data Protection Authority of Hamburg, however, argued that Facebook did not notify the German authority about this appointment, and as such, the fine is valid. The reason the fine was relatively small was that Facebook did, after all, appoint a DPO but failed to notify German authorities. The fine was given to Facebook Germany GmbH, which is the local German branch of the company.The fine was issued sometimes in 2019 but was only made public by the Data Protection Authority of Hamburg in February 2020. The exact date of the fine was not revealed.
214	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	48000	Spanish Data Protection Authority (AEPD)	02/28/2020	Vodafone ONO	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://platform.dataguidance.com/sites/default/files/ps-00212-2019.pdf	The company was fined due to several deficiencies in information security. Two clients of the company had received the same security access key, allowing to view each others&#8217; personal details.
215	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	120000	Spanish Data Protection Authority (AEPD)	02/27/2020	Vodafone España	Art. 5 GDPR	Non-compliance with lawful basis for data processing	https://platform.dataguidance.com/sites/default/files/ps-00235-2019.pdf	The company was not able to prove that an individual had given them consent to access and process their personal data with the goal of opening a telephone contract. The AEPD further explained that the company unlawfully disclosed the affected person&#8217;s personal data to third party credit agencies.
216	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	48000	Spanish Data Protection Authority (AEPD)	02/25/2020	HM Hospitales	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://platform.dataguidance.com/sites/default/files/ps-00187-2019.pdf	An individual reported that at the time of their admission to the hospital they had to fill in a form that had a checkbox that indicated that if the checkbox is not ticked, the hospital can transfer the person&#8217;s private data to third parties. The data protection authority argued that this form was not in accordance with the GDPR because consent was to be obtained from the inactivity of the affected person.
217	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	1500	Spanish Data Protection Authority (AEPD)	02/18/2020	Mymoviles Europa 2000	Art. 13 GDPR	Insufficient fulfilment of information obligations	https://www.aepd.es/es/documento/ps-00423-2019.pdf	The Spanish Data Protection Authority determined that the company did not publish a privacy statement on its website and the short legal notice that was posted was not enough to properly identify the company and explain its data processing policies.
218	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	2500	Spanish Data Protection Authority (AEPD)	02/14/2020	Grupo Valsor Y Losan	Art. 5 (1) f) GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00298-2019.pdf	The company had disclosed the third party data of a client during a property purchase agreement.
219	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	3000	Spanish Data Protection Authority (AEPD)	02/14/2020	Colegio Arenales Carabanchel	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00466-2019.pdf	The Spanish Data Protection Authority explained that the school had transferred pictures of students to third parties who then posted those pictures online.
220	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	50000	Spanish Data Protection Authority (AEPD)	02/14/2020	Iberdrola Clientes	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00181-2019.pdf	The electricity company Iberdrola Clientes closed a client&#8217;s contract without their consent and opened three new contracts on their name also without their consent. The company also transferred the client&#8217;s personal data to third-party entities without a legal basis.
221	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	42000	Spanish Data Protection Authority (AEPD)	02/14/2020	Vodafone España	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.aepd.es/es/documento/ps-00471-2019.pdf	An individual reported having had access to the personal data to third parties in their personal Vodafone profile.
222	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	30000	Spanish Data Protection Authority (AEPD)	02/14/2020	Xfera Moviles S.A.	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.aepd.es/es/documento/ps-00385-2019.pdf	The Spanish Data Protection Authority determined that a customer of the company had access to the personal data of other customers.
223	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	24000	Spanish Data Protection Authority (AEPD)	03/03/2020	Vodafone España	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00426-2019.pdf	The company sent two SMS messages to a person informing them about the rate change of a contract as well as the purchase of a mobile phone. The customer did not consent to the processing of their personal data and Vodafone sent the text messages without prior written consent from the customer.
224	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	40000	Spanish Data Protection Authority (AEPD)	03/03/2020	Vodafone España	Art. 5 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00421-2019.pdf	The company sent a text message to a person&#8217;s phone number informing them that their contract was modified. The affected person, however, was not actually a Vodafone client. The AEPD determined that Vodafone had processed the affected person&#8217;s personal details without consent.
225	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	42000	Spanish Data Protection Authority (AEPD)	03/03/2020	Vodafone España	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.aepd.es/es/documento/ps-00474-2019.pdf	A client&#8217;s personal data was accessed without authorization. The AEPD explained that this happened due to lack of technical and organizational measures taken by the company to ensure information security.
226	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	1800	Spanish Data Protection Authority (AEPD)	03/03/2020	Solo Embrague	Art. 13 GDPR	Insufficient fulfilment of information obligations	https://www.aepd.es/es/documento/ps-00469-2019.pdf	The website of the company did not contain a privacy policy or a cookie banner.
227	https://www.privacyaffairs.com/wp-content/uploads/2019/10/netherlands.svg	Netherlands	525000	Dutch Supervisory Authority for Data Protection (AP)	03/03/2020	Royal Dutch Tennis Assoc.	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://autoriteitpersoonsgegevens.nl/sites/default/files/atoms/files/boetebesluit_knltb.pdf	The Royal Dutch Tennis Association (&#8220;KNLTB&#8221;) was fined a total of €525,000 for selling the personal data of more than 350,000 of its members to sponsors. The sponsors have then contacted some of these individuals by email and telephone for marketing purposes. Personal data sold included the name, gender, and address of various individuals. No consent was obtained from the affected individuals beforehand. The Royal Dutch Tennis Association (&#8220;KNLTB&#8221;) argued that it had a legitimate interest to sell this data, and as such did not commit a GDPR breach. The Dutch Data Protection Authority, however, rejected this and ruled that KNLTB had no legal basis to sell the personal data of its members to third parties.
228	https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg	Poland	4600	Polish National Personal Data Protection Office (UODO)	03/04/2020	School in Gdansk	Art. 5 GDPR	Non-compliance with lawful basis for data processing	https://uodo.gov.pl/decyzje/ZSZZS.440.768.2018	Biometric fingerprint scanners were used in a school in Gdansk (Poland) to authenticate students into the school&#8217;s payment processing system. While the parents have given written consent to the processing of this kind of data, the Polish National Personal Data Protection Office (UODO) argued that the data processing was nevertheless unlawful, as the consent was obtained involuntarily. It was argued that the school required the consent, otherwise, it would not have been able to process student&#8217;s payments at all, meaning parents had no choice other than to &#8220;consent&#8221;.
229	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	4000	Private person	03/06/2020	Spanish Data Protection Authority (AEPD)	Art. 5 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/es/documento/ps-00293-2019.pdf	A private person unlawfully used CCTV cameras. The AEPD revealed that the CCTC camera system used by the individual for home protection also filmed part of a public space.
