acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes
1009708,10/23/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Wave pool,wave pool,Aquatic Design Engineering (ADE),1,11,F,Patron was running into the wave pool attraction when the waves turned on and she rolled her ankle.,Ankle injury,,Impact: overcome by attraction water splash,,,,
1005068,10/23/2016,OK,Oklahoma City,F,Oklahoma Dept. of Labor,Amusement park,amusement ride,pendulum,Giant swing,Skycoaster,"Skycoaster, Inc.",1,25,M,"Patron stated that the caribiner was spinning as they were untwisting from the flight and had hit his thumb, cutting it.",Small laceration to thumb,,Impact: hit something within ride vehicle,,,,
1002240,10/23/2016,PA,Hershey,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - steel,Mine Train,Arrow Dynamics,1,36,F,"Patron was riding when she turned around to look at the person behind her. The ride went into a turn, throwing her head back.","Pain to left side of neck, tingling down back, disorientation",,Body pain (normal motion),,,,
1002174,10/23/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,5,M,Patron was running and tripped over his own feet. Tried to brace himself and hurt hand.,Hand injury,,Awkward landing,,,,
1002043,10/23/2016,PA,Conneaut Lake,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,,1,16,F,"Patron said she flew up off the seat and back down, injuring her lower mid section between the shoulder blades.","Swollen lump above bra strap, mid-center of back; sore on both sides of upper rib area; pain 9/10.",,Impact: hit something within ride vehicle,,,,
1001643,10/23/2016,NH,Salem,F,New Hampshire Dept. of Safety,Amusement park,amusement ride,coaster,Coaster - steel,Corkscrew coaster,Arrow Dynamics,1,,F,Passed out during ride cycle,unresponsive,,Illness: Seizure or LOC,,,,
1001631,10/23/2016,NH,Portsmouth,F,New Hampshire Dept. of Safety,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,4,F,Jumped onto trampoline with another individual,Left leg/knee injury,,Double bounce,,,,
1009712,10/24/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,52,M,Patron stated that he injured his knee when exiting the ride at unload. Has a history of knee injury.,Knee injury,,Load/Unload: scrape or stumble,,,,
1004586,10/24/2016,WA,Federal Way,F,Washington Dept. of Labor and Industries,Water park,amusement ride,cars & track rides,Train/tram,train,Zamperla,2,2,F,"Front car derailed. Owner/operator says they received a report that a guest or group of guests had thrown rolls of toilet paper onto the track. &nbsp;One roll was found on the track, one in the ride infield.","2yo female with possible abdominal trauma, 5yo male had bump on head",,Derailment,1,,,
1002003,10/24/2016,PA,West Chester,F,Pennsylvania Dept. of Agriculture,Sports or recreation facility,recreation,inflatable,Inflatable bouncer,inflatable bounce,,1,6,M,Patron fell in bouncer.,Injured bone in left arm.,,Fall: in climb or play area,,,,
1002378,10/25/2016,PA,Harrisburg,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - fitness class,,1,47,F,"Witness stated the guest said she was warming up to jump in fitness class when she said she jumped up and when she came down, she felt something in her knee pull.","Knee injury, no broken bones",,Awkward landing,,,,
1001062,10/25/2016,FL,WEST PALM BEACH,F,Florida Dept. of Agriculture,Water park,water park,wave device,Wave pool,wave pool,,1,5,F,A five year old female was unresponsive after entering the catch pool.,Seizure,,Illness: Seizure or LOC,,,,
1002403,10/28/2016,PA,Leetsdale,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - basketball,,1,31,M,"While playing basketball, patron landed on his right leg and injured it badly enough to require medical attention.",Leg injury,,Awkward landing,,,,
1009713,10/29/2016,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Robotic ride,Robocoaster,Dynamic Structures,1,27,F,"After riding, patron reported being extremely scared and that, during a previous incident, she had experienced tingling and numbness in her extremities.","Extreme fright and anxiety. Transported to the hospital, treated and released.",,Illness or neurological symptoms,,,,
1004997,10/29/2016,OK,Oklahoma City,F,Oklahoma Dept. of Labor,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,21,F,Driver failed to control speed and hit another kart.,Back pain,,Collision: patron-controlled vehicles,,,,
1004996,10/29/2016,OK,Oklahoma City,F,Oklahoma Dept. of Labor,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,21,F,Driver failed to control speed and hit another kart.,Back pain,,Collision: patron-controlled vehicles,,,,
1001386,10/29/2016,NC,Matthews,F,North Carolina Dept. of Labor,Family entertainment center,recreation,inflatable,Inflatable obstacle course,inflatable obstacle course,,1,,F,"Toddler was playing on the entrance to obstacle course inflatable, and exited the ride under the supervision of her parent. She walked to a picnic table in front of the ride and there had a seizure and became unresponsive.",Death due to natural causes,,Illness: Seizure or LOC,,,,
1009714,10/30/2016,CA,Valencia,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,4th dimension coaster,Arrow Dynamics,1,49,F,"Patron stated that she was riding the attraction and did not keep her head back, hitting her head against the head rest.","Head injury, transported to hospital.",,Impact: hit something within ride vehicle,,,,
1009208,10/30/2016,CA,Roseville,F,California Division of Occupational Safety and Health,"Mall, store or restaurant",amusement ride,vertical drop,Drop tower,Frog Hopper,S&S Worldwide,1,4,F,"Patron was exiting the ride after the safety bar was released and raised. She pushed herself off the seat and fell, landing face first on the floor, hitting her forehead.",Welt on forehead,,Load/Unload: scrape or stumble,,,,
1004998,10/30/2016,OK,Oklahoma City,F,Oklahoma Dept. of Labor,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,43,M,Patron was stopped at the end of the race and was rear-ended by another kart.,Back and neck pain,,Collision: patron-controlled vehicles,,,,
1002176,10/30/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,13,M,"Patron was pushed onto an occupied trampoline, causing him to be double-bounced.",Swelling in leg,,Double bounce,,,,
1002175,10/30/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,challenge activity,Mechanical bull-type,mechanical bull,,1,10,M,"Patron wrapped his wrist in the rope on the mechanical bull, then fell off the bull.",Wrist injury,,Fall: patron fell from device (participatory),,,,
1000181,10/30/2016,FL,ORLANDO,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,52,F,A Fifty two year old female complained of pain in her neck and head after her kart was hit from behind by another kart operator while entering the pit area.,Head and neck pain,,Collision: patron-controlled vehicles,,,,
1009717,10/31/2016,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Sizzler/scrambler,Scrambler,Eli Bridge Co.,1,10,F,"Patron stated she was getting a candy bag and placed her hand close to the safety mechanism, which caught her finger.",Finger injury,,Load/Unload: hit or pinched by restraint,,,,
1009716,10/31/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,30,F,Patron stated she experienced heart palpitations while riding. She reported experiencing similar symptoms days before riding.,Heart palpitations,,Illness or neurological symptoms,,,,
1009715,10/31/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,52,F,Patron stated that she was experiencing chest pain and shortness of breath while riding.,"Chest pain, shortness of breath.",,Body pain (normal motion),,,,
1009718,11/1/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,46,F,"Patron stated that while loading into the ride, she struck her left knee on the ride vehicle, then fainted while riding. While she was with nurse, she had seizure-like symptoms. Has preexisting medical condition.","Injury to left knee, loss of consciousness, seizure-like symptoms",,Illness: Seizure or LOC,,,,
1009719,11/2/2016,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Custom Coasters Int.,1,69,M,"Wife states that as the coaster was coming into the ride clock, the patron suffered what appeared to be a seizure. He has preexisting medical conditions, but unsure if they may have caused the incident.",Seizure,,Illness: Seizure or LOC,,,,
1002177,11/2/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,challenge activity,Mechanical bull-type,mechanical bull,,1,11,F,Patron fell off bull and got leg stuck under bull. Moved and came out easily.,Leg injury,,Entrapment or pinch-point,,,,
1009721,11/3/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,Arrow Dynamics,1,34,M,Patron stated that he slipped and injured his right ankle and low back while crawling across other boats during an evacuation.,Ankle and back injuries,,Injured during evacuation,1,,,
1009720,11/3/2016,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Robotic ride,Robocoaster,Dynamic Structures,1,65,F,"After exiting the attraction, the patron vomited and reported chest pains. History of hypertension and anxiety.","Vomiting, chest pains, high pain level. Transported and admitted for observation.",,Illness or neurological symptoms,,,,
1003994,11/4/2016,FL,Apalachicola,P,United States Consumer Product Safety Commission,Carnival or rental,amusement ride,spinning,Sizzler/scrambler,Sizzler,"Wisdom Industries, Ltd.",1,20,M,"At least one patron suffered crushing injuries to feet/legs when a sweep dropped to the ground and at least one carrier struck part of the structure. Preliminary inspection by state authorities indicates that a 3&quot; diameter locking nut bearing assembly came loose or broke, allowing the sweep to drop to the ground. Threads appeared severely corroded and misalligned threads connected to the vertical support shaft.","20yo male was airlifted to the hospital with serious crush injuries to feet/legs. State ride inspector said he knew of six others who were treated and released on site, and mentioned unverified reports of 15 other injured persons.",https://saferparksdata.org/sites/default/files/accident_reports/CPSC-FL-2016-11-04.pdf,Impact: extremity hit something outside carrier,1,,,
1002492,11/4/2016,PA,Mechanicsburg,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - basketball,,1,11,M,Patron landed wrong on the trampoline bed.,Back injury,,Awkward landing,,,,
1002379,11/4/2016,PA,Harrisburg,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - basketball,,1,11,M,Patron landed wrong on the trampoline bed.,Back injury,,Awkward landing,,,,
1002373,11/4/2016,PA,Glen Mills,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,12,F,Patron was entering the dodgeball court and stepped on the trampoline at the same time as another jumper (double-bounce). She landed poorly and twisted her right ankle.,Ankle injury,,Double bounce,,,,
1009722,11/5/2016,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,Accelerator Coaster,Intamin AG,1,10,F,"Patron stated that as she was coming down the drop, her mouth hit the lap bar.",Chipped tooth,,Impact: hit something within ride vehicle,,,,
1005301,11/5/2016,OK,Oklahoma City,F,Oklahoma Dept. of Labor,Zoo or museum,amusement ride,cars & track rides,Train/tram,C.P. Huntington Train,"Chance Manufacturing, Inc.",3,,,"While train was returning toward the train station, the rear wheels of the caboose derailed. As the train continued down a slope, the back wheels tailed to the north and ultimately the caboose turned onto its side. Three patrons were injured. The caboose was removed from the site before state authorities were notifies, so it could not be inspected. The owner/operator states that the rail was inspected and no cause for the derailment could be found.","(1) Fractured tailbone and sprained knee; (2) Headache, knee and hip; (3) Minor cuts on elbow",,Derailment,1,,,
1002475,11/5/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - wall trampoline,,1,4,F,"Patron was jumping on main court when she jumped from the wall trampoline onto the floor trampoline. She landed wrong, causing pain in her back.",Back pain,,Awkward landing,,,,
1002392,11/5/2016,PA,Lancaster,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,14,M,Patron badly injured left ankle while jumping,Ankle injury,,"Injury to leg, nonspecific cause",,,,
1000218,11/5/2016,FL,TAMPA,F,Florida Dept. of Agriculture,Go kart track,recreation,go-kart,Go-kart,go kart,,1,44,M,A forty four year old male complained of back pain after his kart was bumped from behind by another kart operator entering the pit area.,Back pain,,Collision: patron-controlled vehicles,,,,
1002374,11/6/2016,PA,Glen Mills,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,9,F,"While playing dodgeball, patron landed on pad, hurting left ankle.",Ankle injury,,"Impact with pad, divider or edge",,,,
1002178,11/6/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,13,M,"Jumping and landed on pad, twisting ankle.",Twisted ankle,,Awkward landing,,,,
1000013,11/6/2016,AZ,Glendale,F,Arizona Department of Fire Building and Life Safety,Trampoline park,recreation,inflatable,Air bag,air bag - trampoline,,1,,M,"Patron injured his lower left leg upon landing on the stunt jump. EMT splinted the leg, then deflated the stunt bag.",Injured lower left leg,,Awkward landing,,,,
1009724,11/8/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,Pro Slide,1,31,F,Patron slipped on the stairs while walking down the slide tower.,Lower back injury,,Load/Unload: scrape or stumble,,,,
1009723,11/8/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,aquatic play,Aquatic play area,kiddie waterslide,Pro Slide,1,3,F,Child was walking up to the toddler slides when she slipped and fell.,"Laceration 1"" long and 1/4"" wide.",,Load/Unload: scrape or stumble,,,,
1002476,11/8/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,30,M,"Patron was jumping on dodgeball 1, left side. She rolled her ankle.",Ankle injury,,Awkward landing,,,,
1009725,11/9/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,2,M,Mother stated her son did not feel well today and had seizure-like symptoms while on ride. No history of seizures.,Seizure-like symptoms,,Illness: Seizure or LOC,,,,
1009726,11/11/2016,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Custom Coasters Int.,1,34,F,"Patron stated her right knee was hurting after trying to put the lap bar down. When the ride operator tried to help, the lap bar still could not latch due to patron's large size. Patron was unable to ride due to lap bar not fitting.",Knee injury,,Load/Unload: hit or pinched by restraint,,,,
1002477,11/11/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,20,M,Patron was jumping on the right side of dodgeball 4. He landed on his left ankle on the blue pad.,Twisted ankle,,"Impact with pad, divider or edge",,,,
1002251,11/11/2016,PA,Pocono Manor,F,Pennsylvania Dept. of Agriculture,Water park,water park,wave device,Continuous wave,Flow Rider,Wave Loch / Flow Rider,1,9,F,"Patron fell on flow rider, suffering probable fracture of arm. Extremity was splinted and she was transferred via EMS to hospital.",Fractured arm,,"Fall: patron fell off inner tube, mat or board",,,,
1002180,11/11/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,15,M,Patron did a front flip up to a mat and landed wrong.,Unspecified,,Flip gone wrong,,,,
1002179,11/11/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,17,M,Patron came down wrong when doing a front flip off slanted trampoline.,Unspecified,,Flip gone wrong,,,,
1000052,11/11/2016,AZ,Chandler,F,Arizona Department of Fire Building and Life Safety,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,,,No details provided,Unspecified injury,,Unknown (not enough info),,,,
1005021,11/12/2016,OK,Edmond,F,Oklahoma Dept. of Labor,Trampoline park,recreation,trampoline,Trampoline court,TC - basketball,,1,15,M,"Patron was dunking on west side of court. After jumping up, he landed on his left ankle and it rolled under him.",Ankle injury,,Awkward landing,,,,
1005015,11/12/2016,OK,Edmond,F,Oklahoma Dept. of Labor,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,Fun Spot,1,,F,Patron was bouncing on main court when her daughter double-bounced her and she twisted her knee.,Knee injury,,Double bounce,,,,
1002524,11/12/2016,TN,Cordova,F,Tennessee Dept. of Labor and Workforce Development,"Mall, store or restaurant",amusement ride,coaster,Coaster - family/kiddie,family/kiddie coaster,,1,,F,"A patron with a pre-existing condition fainted after riding. She appeared to be concious at the conclusion of the ride, but was slumped over by the time the riders were all unbuckled by the operator. &nbsp;EMTs were called, the patron was extracted from the ride and CPR was initiated. EMTs took over after they arrived and the patron was transported. The owner/operator believes the patron subsequently passed away.",Death,,Illness: Seizure or LOC,,,,
1002320,11/12/2016,PA,Reading,F,Pennsylvania Dept. of Agriculture,Go kart track,recreation,go-kart,Go-kart,go kart,K1,1,22,F,"Patron was driving down the back straight, banked and was hit from behind by multiple karts while she was braking.",Unspecified,,Collision: patron-controlled vehicles,,,,
1000327,11/12/2016,FL,PENSACOLA,F,Florida Dept. of Agriculture,Amusement park,recreation,go-kart,Go-kart,go kart,,1,43,M,A forty three year old male was rendered unconscious after his kart was bumped by another kart pushing his kart into track barrier.,Loss of consciousness,,Collision: patron-controlled vehicles,,,,
1002523,11/13/2016,TN,Pigeon Forge,F,Tennessee Dept. of Labor and Workforce Development,Trampoline park,recreation,trampoline,Trampoline court,trampoline court,,1,,,"Patron jumped too close to pad and got foot stuck, then tried to pull it out in a quick twisting motion and injured it, but was able to extract the foot. Patron then lost consciousness, possibly due to stress.",Ankle injury,,"Impact with pad, divider or edge",,,,
1002312,11/13/2016,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Tube slide,tube slide,,1,32,F,"Patron thought she would go around the bowl one more time, but instead slammed her back into the piece that sends the tube down the tube to the run out.",Back injury,,Impact: hit something in participatory attraction,,,,
1009727,11/14/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Mat slide,racing slide,Pro Slide,1,42,F,"While riding down the slide, patron claims she slipped off of her mat and hit her head on the slide. She states she placed her knees down first and then laid on her stomach, and that dispatcher confirmed she was riding the appropriate way.",Head injury,,"Fall: patron fell off inner tube, mat or board",,,,
1009728,11/15/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,Mine Train,Arrow Dynamics,1,13,F,"Patron states that her hands were raised during the ride when another guest hit her arm, causing it to hit the ride vehicle.",Wrist injury,,Impact: hit something within ride vehicle,,,,
1002311,11/16/2016,PA,Scranton,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - basketball,,1,15,M,Patron went out on the trampoline to get a basketball and rolled his left ankle on the entrance pad.,Ankle injury,,Awkward landing,,,,
1009730,11/18/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,,F,Patron stated she hit her head while on the ride.,Head injury,,Impact: hit something within ride vehicle,,,,
1009729,11/18/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,In-house,1,9,M,"Father states that his son was trying to buckle himself in while wearing 3D glasses. He struck the glasses on the armrest, causing cut to eye.",Laceration to eye,,Load/Unload: scrape or stumble,,,,
1005191,11/18/2016,OK,Warr Acres,F,Oklahoma Dept. of Labor,"Mall, store or restaurant",recreation,go-kart,Go-kart,go kart,,1,,,"Child stepped between car and curb when exiting go kart, then another kart hit the rear.",Bruises (no further description).,,Collision: patron-controlled vehicles,,,,
1002478,11/18/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,23,F,"While jumping on main court, the patron heard her left knee pop.",Knee injury,,"Injury to leg, nonspecific cause",,,,
1000891,11/18/2016,FL,FORT LAUDERDALE,F,Florida Dept. of Agriculture,Family entertainment center,recreation,play equipment,Play structure,play structure,,1,21,F,A 21 year old female patron came down the triple slide portion of the attraction and rolled her ankle.  The patron was checked on site for bruising of the ankle where her ankle monitor was located and later sought further medical attention for her injuries.,Fractured ankle,,Impact: hit something in participatory attraction,,,,
1000426,11/18/2016,FL,KISSIMMEE,F,Florida Dept. of Agriculture,Amusement park,recreation,go-kart,Go-kart,go kart,,1,18,F,An 18 year old female patron's kart began to wobble during the ride cycle due to a loose tire.  The patron was assisted out of the vehicle and later contact management informing she had sought further medical attention due to the accident.  Management was unaware an injury had occurred as no visible injuries were present.,Unknown,,Equipment failure,1,,,
1000041,11/19/2016,AZ,Chandler,F,Arizona Department of Fire Building and Life Safety,Trampoline park,recreation,trampoline,Trampoline court,trampoline court,,1,,,Guest in state of panic,Panic attack,,Illness or neurological symptoms,,,,
1009731,11/20/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,In-house,1,4,F,Grandmother stated that the child started to vomit in the evening after being squirted with water from elephant while on the attraction.,Vomiting,,Illness or neurological symptoms,,,,
1002479,11/20/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,,M,Patron popped his left kne while jumping.,Knee injury,,"Injury to leg, nonspecific cause",,,,
1002404,11/20/2016,PA,Leetsdale,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,18,M,"While jumping, patron landed on back and injured it. Walked off the court ok, but was feeling tingling in extremities.",Back injury,,Awkward landing,,,,
1002181,11/20/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - platform jump,,1,13,F,"Patron jumped off platform onto a mat, jamming and rolling her ankle.",Ankle injury,,Awkward landing,,,,
1009732,11/21/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Mat slide,racing slide,Pro Slide,1,10,F,"When patron reached the bottom of the slide, she stood up to walk out. She slipped on her mat, which caused her to fall forward and hit her mouth on the slide.",Chipped front teeth,,Load/Unload: scrape or stumble,,,,
1002480,11/21/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - basketball,,1,35,M,Patron felt a pop in his right knee.,Knee injury,,"Injury to leg, nonspecific cause",,,,
1009734,11/22/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,Arrow Dynamics,1,49,M,"Patron stated that while in the ride vehicle, he struck his head on the handrail located at the dock.",Head injury: pain and dizziness,,Impact: hit something within ride vehicle,,,,
1009733,11/22/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Ferris/gondola wheel,giant gondola wheel,Intamin AG,1,50,F,Patron stated that she felt nausea after riding the attraction. She rode in a swinging cabin. Has history of motion sickness.,Motion sickness,,Illness or neurological symptoms,,,,
1002525,11/22/2016,TN,Pigeon Forge,F,Tennessee Dept. of Labor and Workforce Development,Trampoline park,recreation,trampoline,Trampoline court,trampoline court,,1,,F,"Patron was attempting a flip, under-rotated and injured her back. EMTs were called. She was walking by the time they arrived, but asked to be transported to the hospital for evaluation.",Back injury,,Flip gone wrong,,,,
1002321,11/22/2016,PA,Reading,F,Pennsylvania Dept. of Agriculture,Go kart track,recreation,go-kart,Go-kart,go kart,K1,1,11,F,"Patron braked at second heats. Kart 20 hit rear of kart 5. Kart 20 then went on top of kart 5, breaking the steering wheel. Kart 20 also went over patron's head.",Head injury with swelling,,Collision: patron-controlled vehicles,,,,
1001058,11/22/2016,FL,KISSIMMEE,F,Florida Dept. of Agriculture,Amusement park,recreation,go-kart,Go-kart,go kart,,1,37,F,A 37 year old female patron suffered a seizure during the ride cycle. She was checked on site and later transported for further medical assistance.,Seizure,,Illness: Seizure or LOC,,,,
1000194,11/22/2016,FL,ORLANDO,F,Florida Dept. of Agriculture,Amusement park,recreation,go-kart,Go-kart,go kart,,1,9,F,A 9 year old female patron's kart was bumped from behind while entering the pit area. The patron was checked for a possible concussion and transported to an area hospital for treatment.,Possible concussion,,Collision: patron-controlled vehicles,,,,
1005026,11/23/2016,OK,Edmond,F,Oklahoma Dept. of Labor,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,9,F,"Playing dodgeball, two patrons went for the same ball and collided",Laceration to upper chest/neck and friction burn,,Collision: patrons collided (participatory),,,,
1003834,11/23/2016,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,mega coaster,Giovanola,1,49,M,Was hit in the head by another guests cell phone,Laceration to head,,Injured by foreign object,,,,
1005017,11/25/2016,OK,Edmond,F,Oklahoma Dept. of Labor,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,Fun Spot,1,4,F,"Patron was jumping and, while trying to do a trick, her arm buckled. She broke the same arm 2-3 months prior.",Fractured arm,,Fall: in climb or play area,,,,
1005016,11/25/2016,OK,Edmond,F,Oklahoma Dept. of Labor,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,Fun Spot,1,4,F,Child was jumping with another little girl and they both fell down.,Fractured arm,,Fall: in climb or play area,,,,
1002252,11/25/2016,PA,Pocono Manor,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Tube slide,ProTube,Pro Slide,1,36,F,"Patron said she hit a bump as she was proceeding through the ride, bounced up and then down, striking her buttocks.",Buttock injury,,Impact: hit something in participatory attraction,,,,
1000346,11/25/2016,FL,DAYTONA BEACH,F,Florida Dept. of Agriculture,Go kart track,recreation,go-kart,Go-kart,go kart,,1,11,M,An 11 year old male patron was hit from behind by another kart operator while entering the pit area,Abrasion to collarbone,,Collision: patron-controlled vehicles,,,,
1000259,11/25/2016,FL,JACKSONVILLE BEACH,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,13,F,A 13 year old patron's kart was struck from behind by another kart operator at the end of the ride cycle.  The patron was checked on site for pain in her neck due to the incident.,Neck pain,,Collision: patron-controlled vehicles,,,,
1002481,11/26/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,5,F,Child was jumping on main court. She was double-bounced by another jumper.,Lower leg injury,,Double bounce,,,,
1002313,11/26/2016,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Body slide,body slide,,1,2,M,Patron and his dad went down slide at the kiddie pool. They both kind of collided together and the dad thinks his son hurt his leg.,Leg injury,,Collision: patrons collided (participatory),,,,
1002182,11/26/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,12,F,Attempted a front flip and landed wrong.,Unspecified,,Flip gone wrong,,,,
1000405,11/26/2016,FL,ORLANDO,F,Florida Dept. of Agriculture,Amusement park,amusement ride,spinning,Himalaya-type,Himalaya,,1,20,F,A twenty year old female complained of pain in her right ankle after her foot became caught between two carriers.,Ankle pain,,Entrapment or pinch-point,,,,
1002241,11/27/2016,PA,Hershey,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,spinning,Himalaya-type,Himalaya,Hi-Lite Rides - Grover Watkins - Venture,1,5,M,Patron was getting out of the mini-Himalaya car when he tripped and struck his head on the railing.,Laceration to forehead above eyebrow.,,Load/Unload: scrape or stumble,,,,
1002097,11/28/2016,PA,Bridgeville,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,11,F,Patron attempted a back flip which resulted in her landing on her left arm.,Fractured arm,,Flip gone wrong,,,,
