date,hour,country,vote_1,vote_2,vote_3,vote_4,vote_5
2019-11-09,19,"",Fantail,Kea,Kākāpō,New Zealand Falcon,New Zealand Robin
2019-11-09,19,"",Banded Dotterel,Bellbird,Black Robin,Fairy Tern,North Island Brown Kiwi
2019-11-09,19,"",Takahē,Orange-fronted Parakeet,Tūī,Kōkako,Kākāpō
2019-11-09,19,"",Fernbird,Black Robin,Kea,Kererū,Kākā
2019-11-09,19,"",Bar-tailed Godwit,Bittern,Black Robin,Little Spotted Kiwi,Mōhua
2019-11-09,19,"",Kākāpō,Kākā,Kea,Kererū,Tūī
2019-11-09,19,"",Gibson's Albatross,Kākā,Little Spotted Kiwi,Yellow-eyed penguin,Shore Plover
2019-11-09,19,"",Banded Dotterel,Black Robin,Kākā,Kākāpō,Fantail
2019-11-09,19,"",Blue Duck,Australasian Crested Grebe,Saddleback,Little Spotted Kiwi,Yellow-eyed penguin
2019-11-09,19,"",Kākāpō,Little Spotted Kiwi,North Island Brown Kiwi,Southern Brown Kiwi,Great Spotted Kiwi
2019-11-09,19,"",South Island Kōkako,Banded Dotterel,Antipodean Albatross,Yellow-eyed penguin,Weka
2019-11-09,19,"",Chatham Island Mollymawk,Gibson's Albatross,Hutton's Shearwater,Blue Duck,Kākā
2019-11-09,19,"",Yellow-eyed penguin,Tūī,New Zealand Falcon,Fantail,Bellbird
2019-11-09,19,"",Little Penguin,Gibson's Albatross,Kākāpō,Antipodean Albatross,Takahē
2019-11-09,19,"",Blue Duck,New Zealand Falcon,Kererū,Chatham Island Oystercatcher,Pūkeko
2019-11-09,19,"",Kākāpō,Kākā,Rifleman,Bellbird,Mōhua
2019-11-09,19,"",Mōhua,New Zealand Robin,Kingfisher,Black Robin,New Zealand Dotterel
2019-11-09,19,"",Tūī,Fantail,Pūkeko,Little Spotted Kiwi,North Island Brown Kiwi
2019-11-09,19,"",Tūī,Takahē,Southern Brown Kiwi,Orange-fronted Parakeet,Kākā
2019-11-09,19,"",Yellow-eyed penguin,"","","",""
2019-11-09,19,"",Yellow-eyed penguin,Wrybill,Whitehead,Saddleback,Kōkako
2019-11-09,19,"",Banded Dotterel,Black Petrel,Black Robin,Black Stilt,Fernbird
2019-11-09,19,"",Fantail,Southern Brown Kiwi,Kingfisher,Chatham Island Mollymawk,Yellow-eyed penguin
2019-11-09,19,"",Yellow-eyed penguin,Blue Duck,Kākā,Little Spotted Kiwi,Kea
2019-11-09,19,"",Bittern,Black Robin,Blue Duck,Yellow-eyed penguin,Chatham Island Oystercatcher
2019-11-09,19,"",Kererū,Kingfisher,Kākāpō,Banded Dotterel,Blue Duck
2019-11-09,19,"",Wrybill,Black Robin,Brown Teal,Blue Duck,Kākāpō
2019-11-09,19,"",Banded Dotterel,Black Robin,Chatham Island Oystercatcher,Kingfisher,Kākāpō
2019-11-09,19,"",Fantail,Kea,Mōhua,Rockhopper Penguin,Wrybill
2019-11-09,19,"",Morepork,Kōkako,Kākā,New Zealand Falcon,Southern Royal Albatross
2019-11-09,19,"",Kingfisher,Morepork,Tūī,Kererū,Fantail
2019-11-09,19,"",Yellow-eyed penguin,"","","",""
2019-11-09,19,"",Kākā,Tūī,Yellow-eyed penguin,Morepork,New Zealand Falcon
2019-11-09,19,"",Blue Duck,Little Spotted Kiwi,Kōkako,Fiordland Crested Penguin,Rockhopper Penguin
2019-11-09,19,"",Tomtit,New Zealand Falcon,Bellbird,Harrier,Stitchbird
2019-11-09,19,"",Kōkako,Mōhua,Kākā,Kākāpō,Blue Duck
2019-11-09,19,"",Banded Dotterel,Barn Owl,Black Robin,Fairy Tern,Rifleman
2019-11-09,19,"",Yellow-eyed penguin,Saddleback,Black Robin,New Zealand Dotterel,Chatham Island Mollymawk
2019-11-09,19,"",Southern Royal Albatross,Royal Spoonbill,Pūkeko,New Zealand Falcon,Grey Duck
2019-11-09,19,"",Fernbird,Orange-fronted Parakeet,Chatham Island Oystercatcher,Shore Plover,Black Robin
2019-11-09,19,"",Yellow-eyed penguin,Saddleback,Black Robin,Chatham Island Mollymawk,Antipodean Albatross
2019-11-09,19,"",Kingfisher,Australasian Crested Grebe,Black Robin,Takahē,Bellbird
2019-11-09,19,"",Chatham Island Oystercatcher,Bittern,Hutton's Shearwater,Banded Dotterel,Black Stilt
2019-11-09,19,"",Orange-fronted Parakeet,Blue Duck,Fiordland Crested Penguin,Gibson's Albatross,Black Robin
2019-11-09,19,"",Yellow-eyed penguin,Fernbird,Saddleback,Whitehead,Wrybill
2019-11-09,19,"",Antipodean Albatross,Kingfisher,Morepork,Rockhopper Penguin,Kōkako
2019-11-09,19,"",New Zealand Falcon,Australasian Crested Grebe,Barn Owl,Black Stilt,Tomtit
2019-11-09,19,"",Antipodean Albatross,Black Robin,Fantail,Harrier,Kākāpō
2019-11-09,19,"",Black Robin,Fantail,Fiordland Crested Penguin,Little Penguin,Yellow-eyed penguin
2019-11-09,19,"",Bellbird,Bittern,Rifleman,Brown Teal,Mōhua
2019-11-09,19,"",Harrier,Saddleback,Little Spotted Kiwi,Rockhopper Penguin,Kea
2019-11-09,19,"",Kākā,South Island Kōkako,Kākāpō,Yellow-eyed penguin,Mōhua
2019-11-09,19,"",Chatham Island Mollymawk,Buller's Mollymawk,Banded Dotterel,Saddleback,Yellow-eyed penguin
2019-11-09,19,"",Bittern,Banded Dotterel,Chatham Island Oystercatcher,Hutton's Shearwater,The Otago Shag
2019-11-09,19,"",Yellow-eyed penguin,Orange-fronted Parakeet,Fairy Tern,New Zealand Dotterel,Black-fronted Tern
2019-11-09,19,"",Banded Dotterel,Yellow-eyed penguin,Black Robin,Whenua Hou Diving Petrel,Orange-fronted Parakeet
2019-11-09,19,"",Stitchbird,Kākāpō,Tūī,"",""
2019-11-09,19,"",Black Robin,Kākā,Kākāpō,Little Spotted Kiwi,Harrier
2019-11-09,19,"",Black Stilt,Banded Dotterel,Chatham Island Oystercatcher,Bittern,Hutton's Shearwater
2019-11-09,19,"",Yellow-eyed penguin,Rock Wren,New Zealand Dotterel,Mōhua,Little Spotted Kiwi
2019-11-09,19,"",Kākā,Black Stilt,Black Robin,Kea,Kākāpō
2019-11-09,19,"",Yellow-eyed penguin,Rockhopper Penguin,Fiordland Crested Penguin,Kākā,Kākāpō
2019-11-09,19,"",Kōkako,Tūī,Fantail,New Zealand Falcon,Morepork
2019-11-09,19,"",Black Stilt,Black Robin,Bittern,Banded Dotterel,New Zealand Dotterel
2019-11-09,19,"",Banded Dotterel,Black-billed Gull,Chatham Island Oystercatcher,Fairy Tern,New Zealand Falcon
2019-11-09,19,"",Black Robin,Kākā,Kōkako,Little Spotted Kiwi,Morepork
2019-11-09,19,"",Banded Dotterel,Black Robin,Blue Duck,Chatham Island Oystercatcher,Grey Warbler
2019-11-09,19,"",South Island Kōkako,Yellow-eyed penguin,Black Robin,Antipodean Albatross,New Zealand Falcon
2019-11-09,19,"",Kea,Southern Royal Albatross,Kākā,Kākāpō,Blue Duck
2019-11-09,19,"",Brown Teal,Fantail,Kākāpō,Rifleman,Kōkako
2019-11-09,19,"",Kākāpō,Little Spotted Kiwi,Morepork,New Zealand Dotterel,Orange-fronted Parakeet
2019-11-09,19,"",Hutton's Shearwater,Kererū,Tūī,Yellow-eyed penguin,Black Robin
2019-11-09,19,"",Kākāpō,Yellow-eyed penguin,North Island Brown Kiwi,Blue Duck,Takahē
2019-11-09,19,"",Saddleback,Little Penguin,Banded Dotterel,Kākā,The Otago Shag
2019-11-09,19,"",Yellow-eyed penguin,Antipodean Albatross,Tūī,Great Spotted Kiwi,Banded Dotterel
2019-11-09,19,"",Banded Dotterel,Black Robin,Grey Warbler,New Zealand Dotterel,Stitchbird
2019-11-09,19,"",Antipodean Albatross,Fantail,Grey Warbler,Kea,Kākā
2019-11-09,19,"",Yellow-eyed penguin,Antipodean Albatross,Black Robin,Kākāpō,Southern Brown Kiwi
2019-11-09,19,"",Bittern,New Zealand King Shag,Fernbird,Fiordland Crested Penguin,New Zealand Falcon
2019-11-09,19,"",Black Robin,Black-billed Gull,Brown Teal,Antipodean Albatross,Kākā
2019-11-09,19,"",Kākāpō,South Island Kōkako,Saddleback,Kea,Morepork
2019-11-09,19,"",Black-billed Gull,Kākāpō,Little Spotted Kiwi,New Zealand Falcon,Yellow-eyed penguin
2019-11-09,19,"",New Zealand Dotterel,North Island Brown Kiwi,Barn Owl,Pūkeko,Kea
2019-11-09,19,"",Rifleman,Blue Duck,Harrier,New Zealand Falcon,Little Penguin
2019-11-09,19,"",Orange-fronted Parakeet,Whenua Hou Diving Petrel,Yellow-eyed penguin,Black Stilt,Stitchbird
2019-11-09,19,"",Yellow-eyed penguin,Black Stilt,South Island Kōkako,New Zealand Falcon,Banded Dotterel
2019-11-09,19,"",Kea,"","","",""
2019-11-09,19,"",Harrier,Black Robin,Yellow-eyed penguin,Pied Shag,Kingfisher
2019-11-09,19,"",Kākāpō,Takahē,Yellow-eyed penguin,South Island Kōkako,Kākā
2019-11-09,19,"",Fiordland Crested Penguin,Kākā,Great Spotted Kiwi,Spotted Shag,Takahē
2019-11-09,19,"",Wrybill,Black-billed Gull,Black-fronted Tern,Banded Dotterel,Fairy Tern
2019-11-09,19,"",Weka,New Zealand Dotterel,Barn Owl,Banded Dotterel,North Island Brown Kiwi
2019-11-09,19,"",Weka,New Zealand Dotterel,Barn Owl,Banded Dotterel,North Island Brown Kiwi
2019-11-09,19,"",Wrybill,"","","",""
2019-11-09,19,"",Fiordland Crested Penguin,Kingfisher,Kākā,Australasian Crested Grebe,Barn Owl
2019-11-09,19,"",Banded Dotterel,Little Penguin,Black Robin,Morepork,Stitchbird
2019-11-09,19,"",Banded Dotterel,Fairy Tern,Kākā,Yellow-eyed penguin,Orange-fronted Parakeet
2019-11-09,20,"",Fairy Tern,South Island Kōkako,Morepork,Silvereye,Kererū
2019-11-09,20,"",Hutton's Shearwater,Antipodean Albatross,Black Robin,Barn Owl,Fantail
2019-11-09,20,"",North Island Brown Kiwi,Southern Brown Kiwi,Great Spotted Kiwi,Little Penguin,Kākāpō
2019-11-09,20,"",Kingfisher,Black Robin,Little Spotted Kiwi,Mōhua,Saddleback
2019-11-09,20,"",North Island Brown Kiwi,Kākāpō,Kingfisher,New Zealand Robin,New Zealand Falcon
2019-11-09,20,"",Gibson's Albatross,Kea,Kererū,Kākā,Kākāpō
2019-11-09,20,"",Saddleback,South Island Kōkako,Buller's Mollymawk,Chatham Island Mollymawk,Orange-fronted Parakeet
2019-11-09,20,"",Kākāpō,"","","",""
2019-11-09,20,"",Gibson's Albatross,Kōkako,Little Spotted Kiwi,Antipodean Albatross,New Zealand Falcon
2019-11-09,20,"",Yellow-eyed penguin,Hutton's Shearwater,Kākāpō,Takahē,Kea
2019-11-09,20,"",Australasian Crested Grebe,Black Robin,Little shag,Yellow-eyed penguin,""
2019-11-09,20,"",Yellow-eyed penguin,"","","",""
2019-11-09,20,"",Black Robin,Antipodean Albatross,Banded Dotterel,Bittern,Blue Duck
2019-11-09,20,"",Yellow-eyed penguin,"","","",""
2019-11-09,20,"",Black Robin,Blue Duck,Grey Warbler,Tūī,The Otago Shag
2019-11-09,20,"",Black Robin,Shore Plover,Fairy Tern,"",""
2019-11-09,20,"",Blue Duck,Kākā,Australasian Gannet,Bellbird,Black-billed Gull
2019-11-09,20,"",Kingfisher,New Zealand Dotterel,Silvereye,Welcome Swallow,Brown Teal
2019-11-09,20,"",Takahē,Blue Duck,Fantail,Black Robin,Kākāpō
2019-11-09,20,"",Banded Dotterel,Bellbird,Black Robin,Chatham Island Oystercatcher,Saddleback
2019-11-09,20,"",Little Penguin,Little Spotted Kiwi,Welcome Swallow,Shining Cuckoo,Kererū
2019-11-09,20,"",Banded Dotterel,Bittern,Black Robin,Blue Duck,Kākāpō
2019-11-09,20,"",Blue Duck,Morepork,Takahē,Banded Dotterel,White-faced Heron
2019-11-09,20,"",Saddleback,Kea,Kererū,Kingfisher,Kākā
2019-11-09,20,"",Kingfisher,Blue Duck,Brown Teal,Grey Warbler,Kākā
2019-11-09,20,"",Barn Owl,Harrier,Kingfisher,Black Robin,Yellow-eyed penguin
2019-11-09,20,"",Black Robin,South Island Kōkako,Yellow-eyed penguin,Antipodean Albatross,Chatham Island Mollymawk
2019-11-09,20,"",Kākāpō,Little Spotted Kiwi,Welcome Swallow,Orange-fronted Parakeet,Black Robin
2019-11-09,20,"",Kākā,Tūī,Kererū,Rifleman,Little Spotted Kiwi
2019-11-09,20,"",Yellow-eyed penguin,Banded Dotterel,The Otago Shag,Hutton's Shearwater,Saddleback
2019-11-09,20,"",Kākāpō,Kea,Kākā,Southern Brown Kiwi,New Zealand Falcon
2019-11-09,20,"",Kea,Yellow-eyed penguin,Antipodean Albatross,Gibson's Albatross,Great Spotted Kiwi
2019-11-09,20,"",Banded Dotterel,Kākā,Weka,Bar-tailed Godwit,Antipodean Albatross
2019-11-09,20,"",Fairy Tern,South Island Kōkako,Yellow-eyed penguin,Chatham Island Oystercatcher,Chatham Island Mollymawk
2019-11-09,20,"",New Zealand Dotterel,Orange-fronted Parakeet,Black Robin,Yellow-eyed penguin,Bittern
2019-11-09,20,"",Kākāpō,Kōkako,Tūī,"",""
2019-11-09,20,"",Wrybill,"","","",""
2019-11-09,20,"",Banded Dotterel,Yellow-eyed penguin,Fantail,"",""
2019-11-09,20,"",Yellow-eyed penguin,Kākāpō,New Zealand Dotterel,The Otago Shag,Blue Duck
2019-11-09,20,"",Yellow-eyed penguin,"","","",""
2019-11-09,20,"",Black Petrel,Kākāpō,Black-fronted Tern,Fairy Tern,Fiordland Crested Penguin
2019-11-09,20,"",Yellow-eyed penguin,Northern Royal Albatross,Antipodean Albatross,Fiordland Crested Penguin,Southern Brown Kiwi
2019-11-09,20,"",Kākāpō,Yellow-eyed penguin,Blue Duck,Bar-tailed Godwit,Rifleman
2019-11-09,20,"",Yellow-eyed penguin,Tomtit,Silvereye,Rockhopper Penguin,New Zealand Falcon
2019-11-09,20,"",Bellbird,Black Robin,Grey Warbler,Kererū,Kingfisher
2019-11-09,20,"",Antipodean Albatross,Gibson's Albatross,Little Spotted Kiwi,Northern Royal Albatross,Royal Spoonbill
2019-11-09,20,"",Black Robin,Blue Duck,Kākā,Chatham Island Mollymawk,Bittern
2019-11-09,20,"",Fantail,South Island Pied Oystercatcher,New Zealand Robin,Stitchbird,Kingfisher
2019-11-09,20,"",Stitchbird,Kererū,Orange-fronted Parakeet,Little Penguin,Rifleman
2019-11-09,20,"",Stitchbird,Southern Royal Albatross,Silvereye,Mōhua,Kererū
2019-11-09,20,"",Yellow-eyed penguin,Rock Wren,Kea,Banded Dotterel,South Island Pied Oystercatcher
2019-11-09,20,"",Yellow-eyed penguin,Kea,Antipodean Albatross,Black Stilt,""
2019-11-09,20,"",Yellow-eyed penguin,"","","",""
2019-11-09,20,"",Morepork,"","","",""
2019-11-09,20,"",Rockhopper Penguin,Little Spotted Kiwi,Banded Dotterel,Orange-fronted Parakeet,Antipodean Albatross
2019-11-09,20,"",Wrybill,Black Robin,Fernbird,Bittern,Yellow-eyed penguin
2019-11-09,20,"",Royal Spoonbill,Saddleback,Banded Dotterel,Tūī,North Island Brown Kiwi
2019-11-09,20,"",Bittern,Black Stilt,Yellow-eyed penguin,New Zealand Dotterel,Rockhopper Penguin
2019-11-09,20,"",Banded Dotterel,Little Penguin,Black Petrel,Black Robin,Yellow-eyed penguin
2019-11-09,20,"",Blue Duck,Chatham Island Mollymawk,Fairy Tern,Grey Duck,Westland Petrel
2019-11-09,20,"",Kākāpō,Kea,Fairy Tern,Bellbird,Grey Warbler
2019-11-09,20,"",Yellow-eyed penguin,Antipodean Albatross,Gibson's Albatross,New Zealand Robin,Bellbird
2019-11-09,20,"",Yellow-eyed penguin,Whenua Hou Diving Petrel,Fairy Tern,Black Stilt,Antipodean Albatross
2019-11-09,20,"",Kererū,Kākā,Kākāpō,Southern Brown Kiwi,Kea
2019-11-09,20,"",Saddleback,Kākā,Kōkako,Kererū,Fantail
2019-11-09,20,"",Harrier,Tūī,Saddleback,Wrybill,Kākā
2019-11-09,20,"",Yellow-eyed penguin,New Zealand Falcon,New Zealand Robin,Kākā,Fantail
2019-11-09,20,"",Banded Dotterel,Black Robin,Chatham Island Oystercatcher,Kākāpō,Little Spotted Kiwi
2019-11-09,20,"",Morepork,Black Robin,Banded Dotterel,Bellbird,Royal Spoonbill
2019-11-09,20,"",Rockhopper Penguin,South Island Kōkako,Black Robin,Morepork,Variable Oystercatcher
2019-11-09,20,"",Saddleback,Kea,Kākā,Kōkako,Southern Brown Kiwi
2019-11-09,20,"",Rifleman,Yellow-eyed penguin,Chatham Island Mollymawk,Black Robin,Silvereye
2019-11-09,20,"",Great Spotted Kiwi,Banded Dotterel,Black Robin,Chatham Island Oystercatcher,Fiordland Crested Penguin
2019-11-09,20,"",Little Penguin,Takahē,Morepork,Stitchbird,Bellbird
2019-11-09,20,"",Kea,Black Robin,New Zealand Falcon,Bittern,Blue Duck
2019-11-09,20,"",Morepork,Kingfisher,New Zealand Falcon,White Heron,Bellbird
2019-11-09,20,"",Kea,Chatham Island Mollymawk,Blue Duck,South Island Kōkako,Kākā
2019-11-09,20,"",The Otago Shag,Kōkako,Orange-fronted Parakeet,Kākāpō,Kea
2019-11-09,20,"",Little Penguin,New Zealand Falcon,Yellow-eyed penguin,Bar-tailed Godwit,Black Robin
2019-11-09,20,"",Antipodean Albatross,New Zealand Dotterel,New Zealand Falcon,Fantail,Southern Brown Kiwi
2019-11-09,20,"",Antipodean Albatross,Kākā,Southern Royal Albatross,Takahē,Yellow-eyed penguin
2019-11-09,20,"",Black Robin,Fiordland Crested Penguin,Orange-fronted Parakeet,Stitchbird,Rockhopper Penguin
2019-11-09,20,"",Yellow-eyed penguin,"","","",""
2019-11-09,20,"",Kea,Orange-fronted Parakeet,Black Stilt,Black Robin,Black-billed Gull
2019-11-09,20,"",Rifleman,Tomtit,Mōhua,Rock Wren,Morepork
2019-11-09,20,"",Little Penguin,Kingfisher,Saddleback,Whitehead,Stitchbird
2019-11-09,20,"",Kererū,Kākāpō,Kōkako,Little Spotted Kiwi,Rifleman
2019-11-09,20,"",Yellow-eyed penguin,Antipodean Albatross,Chatham Island Mollymawk,Black Stilt,Bittern
2019-11-09,20,"",Kererū,Grey Warbler,Morepork,Kingfisher,Tūī
2019-11-09,20,"",New Zealand Falcon,Yellow-eyed penguin,Little Penguin,Kea,Black Stilt
2019-11-09,20,"",Kākāpō,Fantail,"","",""
2019-11-09,20,"",Takahē,Yellow-eyed penguin,Harrier,Little Penguin,Little Spotted Kiwi
2019-11-09,20,"",Kākāpō,Yellow-eyed penguin,Rockhopper Penguin,Great Spotted Kiwi,Little Spotted Kiwi
2019-11-09,20,"",Whenua Hou Diving Petrel,Yellow-eyed penguin,Stitchbird,Silvereye,Weka
2019-11-09,20,"",Fantail,Kererū,Kea,Kingfisher,""
2019-11-09,20,"",Fantail,Black Robin,Tūī,Bellbird,New Zealand Falcon
2019-11-09,20,"",Yellow-eyed penguin,White Heron,Blue Duck,Bittern,Black Robin
2019-11-09,20,"",Fernbird,Yellow-eyed penguin,Wrybill,Fairy Tern,Scaup
2019-11-09,20,"",Australasian Crested Grebe,New Zealand Falcon,Barn Owl,Welcome Swallow,White Heron
2019-11-09,20,"",Antipodean Albatross,Kākā,New Zealand Falcon,Black Robin,Black-billed Gull
2019-11-09,20,"",Bittern,Banded Dotterel,Shining Cuckoo,Shore Plover,South Island Kōkako
2019-11-09,20,"",Kererū,Kākāpō,Pūkeko,Rockhopper Penguin,Kea
2019-11-09,20,"",Banded Dotterel,Bittern,Kākā,Little Penguin,Mōhua
2019-11-09,20,"",Harrier,Brown Teal,Silvereye,Arctic Skua,Salvin's Mollymawk
2019-11-09,20,"",Black Robin,Little Penguin,Yellow-eyed penguin,Harrier,Black-billed Gull
2019-11-09,20,"",Shore Plover,Banded Dotterel,Yellow-eyed penguin,Black Robin,Orange-fronted Parakeet
2019-11-09,20,"",Banded Dotterel,Spotless Crake,Kererū,Rockhopper Penguin,Blue Duck
2019-11-09,20,"",Kākāpō,Morepork,Bellbird,Black Robin,Black-fronted Tern
2019-11-09,20,"",Kākāpō,Black Robin,Takahē,Antipodean Albatross,Kākā
2019-11-09,20,"",Black Robin,Blue Duck,Takahē,Little Spotted Kiwi,Southern Brown Kiwi
2019-11-09,21,"",Banded Dotterel,Kākāpō,Blue Duck,Yellow-eyed penguin,Gibson's Albatross
2019-11-09,21,"",Yellow-eyed penguin,Gibson's Albatross,Antipodean Albatross,Chatham Island Oystercatcher,Fairy Tern
2019-11-09,21,"",Grey Warbler,Kererū,Morepork,Saddleback,""
2019-11-09,21,"",Fantail,Bellbird,Little Penguin,Kākāpō,Takahē
2019-11-09,21,"",Grey Warbler,Bellbird,Kingfisher,Morepork,Blue Duck
2019-11-09,21,"",Shore Plover,Fiordland Crested Penguin,Bar-tailed Godwit,Blue Duck,Antipodean Albatross
2019-11-09,21,"",Kākāpō,Kākā,Black Robin,Fiordland Crested Penguin,Southern Brown Kiwi
2019-11-09,21,"",Yellow-eyed penguin,Kākāpō,South Island Kōkako,New Zealand Dotterel,Fairy Tern
2019-11-09,21,"",Yellow-eyed penguin,"","","",""
2019-11-09,21,"",Fantail,New Zealand Dotterel,Little Penguin,Kākā,Orange-fronted Parakeet
2019-11-09,21,"",Fairy Tern,Fiordland Crested Penguin,Yellow-eyed penguin,New Zealand Dabchick,Kingfisher
2019-11-09,21,"",Mōhua,Stitchbird,Orange-fronted Parakeet,Rock Wren,South Island Kōkako
2019-11-09,21,"",Antipodean Albatross,Whenua Hou Diving Petrel,Blue Duck,Kākā,Australasian Crested Grebe
2019-11-09,21,"",Yellow-eyed penguin,Fiordland Crested Penguin,Rockhopper Penguin,Little Penguin,Takahē
2019-11-09,21,"",Royal Spoonbill,Great Spotted Kiwi,Black shag,Morepork,Pūkeko
2019-11-09,21,"",Banded Dotterel,Bar-tailed Godwit,Kea,Kākāpō,Whenua Hou Diving Petrel
2019-11-09,21,"",Orange-fronted Parakeet,Rifleman,Saddleback,Bellbird,Chatham Island Mollymawk
2019-11-09,21,"",Antipodean Albatross,Kea,Kererū,Kākā,Kākāpō
2019-11-09,21,"",Mōhua,Australasian Crested Grebe,New Zealand Falcon,Bellbird,Tomtit
2019-11-09,21,"",South Island Kōkako,Saddleback,Stitchbird,Rockhopper Penguin,Yellow-eyed penguin
2019-11-09,21,"",Yellow-eyed penguin,Little Spotted Kiwi,Black Robin,Orange-fronted Parakeet,Southern Brown Kiwi
2019-11-09,21,"",Little Penguin,Rifleman,Shining Cuckoo,Fiordland Crested Penguin,South Island Kōkako
2019-11-09,21,"",New Zealand Falcon,Bellbird,Yellow-eyed penguin,Tūī,Silvereye
2019-11-09,21,"",Tūī,Orange-fronted Parakeet,Kea,Stitchbird,Morepork
2019-11-09,21,"",Yellow-eyed penguin,Takahē,Black Robin,Fiordland Crested Penguin,Mōhua
2019-11-09,21,"",Rifleman,Shining Cuckoo,Blue Duck,Kingfisher,Australasian Gannet
2019-11-09,21,"",Kākā,Kākāpō,Yellow-eyed penguin,Blue Duck,Rockhopper Penguin
2019-11-09,21,"",Banded Dotterel,Blue Duck,Shore Plover,Black Robin,Bellbird
2019-11-09,21,"",Orange-fronted Parakeet,Banded Dotterel,New Zealand Falcon,Tūī,Weka
2019-11-09,21,"",Kea,Tūī,Takahē,Great Spotted Kiwi,Black Stilt
2019-11-09,21,"",Wrybill,Black Robin,Blue Duck,Kākāpō,Little Spotted Kiwi
2019-11-09,21,"",Black Robin,Southern Royal Albatross,Tomtit,Silvereye,Yellow-eyed penguin
2019-11-09,21,"",Wrybill,Banded Dotterel,Yellow-eyed penguin,Gibson's Albatross,Black-fronted Tern
2019-11-09,21,"",Saddleback,Kōkako,Kākāpō,Scaup,Kingfisher
2019-11-09,21,"",Blue Duck,South Island Kōkako,Saddleback,Rock Wren,Brown Teal
2019-11-09,21,"",Barn Owl,Kākāpō,Morepork,Rockhopper Penguin,Southern Brown Kiwi
2019-11-09,21,"",Yellow-eyed penguin,Antipodean Albatross,Barn Owl,Black-billed Gull,Rockhopper Penguin
2019-11-09,21,"",New Zealand Falcon,Black Stilt,Australasian Crested Grebe,Brown Teal,Blue Duck
2019-11-09,21,"",Black Robin,Banded Dotterel,Rifleman,Tūī,Yellow-eyed penguin
2019-11-09,21,"",Blue Duck,Mōhua,South Island Kōkako,Whitehead,Yellow-eyed penguin
2019-11-09,21,"",Australasian Crested Grebe,Banded Dotterel,Fiordland Crested Penguin,Kea,Kererū
2019-11-09,21,"",Kererū,Kākā,Southern Royal Albatross,Kākāpō,Bellbird
2019-11-09,21,"",Yellow-eyed penguin,Antipodean Albatross,Buller's Mollymawk,Campbell Black-Browed Albatross,Chatham Island Mollymawk
2019-11-09,21,"",Morepork,Fiordland Crested Penguin,Takahē,Yellow-eyed penguin,Chatham Island Mollymawk
2019-11-09,21,"",South Island Kōkako,Kākā,Kākāpō,Bittern,Southern Brown Kiwi
2019-11-09,21,"",Kākā,Morepork,Kea,New Zealand Falcon,Fantail
2019-11-09,21,"",Yellow-eyed penguin,Kererū,Little Penguin,Morepork,Royal Spoonbill
2019-11-09,21,"",Tūī,Fantail,Saddleback,Morepork,Great Spotted Kiwi
2019-11-09,21,"",Fantail,New Zealand Falcon,Stitchbird,Kererū,Kōkako
2019-11-09,21,"",Yellow-eyed penguin,Rockhopper Penguin,Blue Duck,Banded Dotterel,Black-billed Gull
2019-11-09,21,"",Yellow-eyed penguin,Fairy Tern,Hutton's Shearwater,Little Spotted Kiwi,Kākāpō
2019-11-09,21,"",Fiordland Crested Penguin,Kea,Kākā,Kākāpō,Weka
2019-11-09,21,"",Fantail,Bittern,Kākā,Morepork,Kererū
2019-11-09,21,"",Tūī,Kea,Kererū,Kingfisher,Kōkako
2019-11-09,21,"",Little Penguin,Yellow-eyed penguin,Black Robin,New Zealand Dotterel,Blue Duck
2019-11-09,21,"",South Island Kōkako,Blue Duck,Little Spotted Kiwi,Southern Brown Kiwi,Kākāpō
2019-11-09,21,"",Yellow-eyed penguin,Antipodean Albatross,Kererū,Bittern,New Zealand Falcon
2019-11-09,21,"",Antipodean Albatross,Banded Dotterel,Bittern,Black Petrel,Black Robin
2019-11-09,21,"",Wrybill,Antipodean Albatross,Australasian Gannet,Fiordland Crested Penguin,Kererū
2019-11-09,21,"",Banded Dotterel,Westland Petrel,Fiordland Crested Penguin,Morepork,Little Penguin
2019-11-09,21,"",New Zealand Falcon,"","","",""
2019-11-09,21,"",Saddleback,South Island Kōkako,Kākā,Kākāpō,Southern Brown Kiwi
2019-11-09,21,"",Morepork,Banded Dotterel,Rockhopper Penguin,Variable Oystercatcher,Rifleman
2019-11-09,21,"",Blue Duck,Kākā,Saddleback,South Island Kōkako,Yellow-eyed penguin
2019-11-09,21,"",Kākāpō,Kererū,Fantail,Tūī,Bellbird
2019-11-09,21,"",New Zealand Falcon,New Zealand Robin,Silvereye,Tomtit,Mōhua
2019-11-09,21,"",Banded Dotterel,Kea,Kākāpō,Kākā,Tūī
2019-11-09,21,"",Chatham Island Oystercatcher,Black Robin,Fairy Tern,Gibson's Albatross,Kākāpō
2019-11-09,21,"",Yellow-eyed penguin,Black Stilt,Bittern,Banded Dotterel,Mōhua
2019-11-09,21,"",Kererū,Tūī,Fantail,Bellbird,Saddleback
2019-11-09,21,"",Bittern,Black Robin,Blue Duck,Fairy Tern,Yellow-eyed penguin
2019-11-09,21,"",Stitchbird,"","","",""
2019-11-09,21,"",Fantail,Fiordland Crested Penguin,Kea,Kākāpō,Morepork
2019-11-09,21,"",Kea,Barn Owl,Kākā,Kākāpō,Morepork
2019-11-09,21,"",Pūkeko,Kererū,Morepork,Kōkako,Takahē
