broad_field,major_field,field,year,n_phds
Education,Other education,Workforce education and development,2015,36
Education,Other education,"Education, general",2015,140
Education,Other education,"Education, other",2015,121
Humanities and arts,Foreign languages and literature,Arabic language and literature,2015,6
Humanities and arts,Foreign languages and literature,Chinese language and literature,2015,28
Humanities and arts,Foreign languages and literature,French language and literature,2015,137
Humanities and arts,Foreign languages and literature,Germanic language and literature,2015,72
Humanities and arts,Foreign languages and literature,Italian language and literature,2015,40
Humanities and arts,Foreign languages and literature,Japanese language and literature,2015,21
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2015,79
Humanities and arts,Foreign languages and literature,Russian language and literature,2015,21
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2015,NA
Humanities and arts,Foreign languages and literature,Spanish language and literature,2015,186
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2015,66
Humanities and arts,History,African history,2015,30
Humanities and arts,History,"American history, United States and Canada",2015,412
Humanities and arts,History,Asian history,2015,89
Humanities and arts,History,European history,2015,198
Humanities and arts,History,"History, science and technology and society",2015,72
Humanities and arts,History,Latin American history,2015,64
Humanities and arts,History,"Middle, Near East history",2015,82
Humanities and arts,History,"History, general",2015,108
Humanities and arts,History,"History, other",2015,91
Humanities and arts,Letters,"American literature, United States and Canada",2015,334
Humanities and arts,Letters,Classics,2015,94
Humanities and arts,Letters,Comparative literature,2015,165
Humanities and arts,Letters,Creative writing,2015,97
Humanities and arts,Letters,English language,2015,153
Humanities and arts,Letters,"English literature, British and Commonwealth",2015,412
Humanities and arts,Letters,Folklore,2015,6
Humanities and arts,Letters,Rhetoric and composition,2015,238
Humanities and arts,Letters,Speech and rhetorical studies,2015,42
Humanities and arts,Letters,"Letters, general",2015,22
Humanities and arts,Letters,"Letters, other",2015,20
Humanities and arts,Other humanities and arts,Archaeology (humanities),2015,121
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2015,272
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2015,87
Humanities and arts,Other humanities and arts,Dance,2015,NA
Humanities and arts,Other humanities and arts,"Drama, theater arts",2015,86
Humanities and arts,Other humanities and arts,Ethics,2015,30
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2015,67
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2015,27
Humanities and arts,Other humanities and arts,Music,2015,54
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2015,148
Humanities and arts,Other humanities and arts,Music performance,2015,110
Humanities and arts,Other humanities and arts,Music theory and composition,2015,108
Humanities and arts,Other humanities and arts,"Music, other",2015,23
Humanities and arts,Other humanities and arts,Philosophy,2015,463
Humanities and arts,Other humanities and arts,"Religion, religious studies",2015,314
Humanities and arts,Other humanities and arts,"Theology, religious education",2015,172
Humanities and arts,Other humanities and arts,"Humanities, general",2015,27
Humanities and arts,Other humanities and arts,"Humanities, other",2015,100
Other,Business management and administration,Accounting,2015,194
Other,Business management and administration,Banking/financial services,2015,NA
Other,Business management and administration,Business administration and management,2015,232
Other,Business management and administration,"Business, managerial economics",2015,43
Other,Business management and administration,Finance,2015,241
Other,Business management and administration,"Hospitality, food service and tourism management",2015,46
Other,Business management and administration,Human resources development,2015,51
Other,Business management and administration,"International business, trade, commerce",2015,24
Other,Business management and administration,"Management information systems, business statistics",2015,102
Other,Business management and administration,Marketing management and research,2015,181
Other,Business management and administration,Operations research (business),2015,110
Other,Business management and administration,Organizational behavior,2015,189
Other,Business management and administration,"Business management and administration, general",2015,68
Other,Business management and administration,"Business management and administration, other",2015,102
Other,Communication,Communication research,2015,149
Other,Communication,Communication theory,2015,41
Other,Communication,"Film, radio, TV and digital communication",2015,37
Other,Communication,"Mass communication, media studies",2015,242
Other,Communication,"Communication, general",2015,119
Other,Communication,"Communication, other",2015,79
Other,Non-S&E fields nec,Architecture and environmental design,2015,116
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2015,47
Other,Non-S&E fields nec,Law,2015,76
Other,Non-S&E fields nec,Library science,2015,41
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2015,52
Other,Non-S&E fields nec,Public administration,2015,121
Other,Non-S&E fields nec,Social work,2015,307
Other,Non-S&E fields nec,Other fields nec,2015,10
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2016,113
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2016,61
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2016,NA
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2016,82
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2016,42
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2016,21
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2016,83
Life sciences,Agricultural sciences and natural resources,Environmental science,2016,193
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2016,47
Life sciences,Agricultural sciences and natural resources,Food science,2016,123
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2016,40
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2016,15
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2016,35
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2016,29
Life sciences,Agricultural sciences and natural resources,Horticulture science,2016,32
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2016,68
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2016,72
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2016,23
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2016,73
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2016,52
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2016,23
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2016,38
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2016,14
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2016,8
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2016,73
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2016,21
Life sciences,Biological and biomedical sciences,Anatomy,2016,21
Life sciences,Biological and biomedical sciences,Bacteriology,2016,18
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2016,832
Life sciences,Biological and biomedical sciences,Bioinformatics,2016,194
Life sciences,Biological and biomedical sciences,Biomedical sciences,2016,330
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2016,198
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2016,165
Life sciences,Biological and biomedical sciences,Biotechnology,2016,36
Life sciences,Biological and biomedical sciences,Botany and plant biology,2016,112
Life sciences,Biological and biomedical sciences,Cancer biology,2016,437
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2016,259
Life sciences,Biological and biomedical sciences,Computational biology,2016,134
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2016,162
Life sciences,Biological and biomedical sciences,Ecology,2016,482
Life sciences,Biological and biomedical sciences,Endocrinology,2016,11
Life sciences,Biological and biomedical sciences,Entomology,2016,127
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2016,45
Life sciences,Biological and biomedical sciences,Epidemiology,2016,343
Life sciences,Biological and biomedical sciences,Evolutionary biology,2016,200
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2016,339
Life sciences,Biological and biomedical sciences,Immunology,2016,399
Life sciences,Biological and biomedical sciences,Microbiology,2016,466
Life sciences,Biological and biomedical sciences,Molecular biology,2016,549
Life sciences,Biological and biomedical sciences,Molecular medicine,2016,25
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2016,997
Life sciences,Biological and biomedical sciences,Nutrition sciences,2016,204
Life sciences,Biological and biomedical sciences,Parasitology,2016,20
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2016,49
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2016,208
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2016,166
Life sciences,Biological and biomedical sciences,Plant genetics,2016,67
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2016,13
Life sciences,Biological and biomedical sciences,Plant physiology,2016,13
Life sciences,Biological and biomedical sciences,Structural biology,2016,47
Life sciences,Biological and biomedical sciences,Toxicology,2016,85
Life sciences,Biological and biomedical sciences,Virology,2016,142
Life sciences,Biological and biomedical sciences,Wildlife biology,2016,47
Life sciences,Biological and biomedical sciences,Zoology,2016,38
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2016,770
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2016,123
Life sciences,Health sciences,Environmental health,2016,76
Life sciences,Health sciences,Environmental toxicologyc,2016,NA
Life sciences,Health sciences,Gerontology (health sciences),2016,25
Life sciences,Health sciences,Health and behavior,2016,119
Life sciences,Health sciences,Health services research,2016,120
Life sciences,Health sciences,Health systems administration,2016,41
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2016,232
Life sciences,Health sciences,"Medical physics, radiological science",2016,94
Life sciences,Health sciences,Nursing science,2016,482
Life sciences,Health sciences,"Oral biology, oral pathology",2016,23
Life sciences,Health sciences,Pharmaceutical sciencesg,2016,274
Life sciences,Health sciences,Public health,2016,379
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2016,108
Life sciences,Health sciences,Speech-language pathology and audiology,2016,116
Life sciences,Health sciences,Veterinary sciences,2016,49
Life sciences,Health sciences,"Health sciences, general",2016,93
Life sciences,Health sciences,"Health sciences, other",2016,69
Life sciences,Chemistry,Analytical chemistry,2016,393
Life sciences,Chemistry,Chemical biology,2016,120
Life sciences,Chemistry,Inorganic chemistry,2016,343
Life sciences,Chemistry,Medicinal chemistryh,2016,72
Life sciences,Chemistry,Organic chemistry,2016,565
Life sciences,Chemistry,Physical chemistry,2016,379
Life sciences,Chemistry,Polymer chemistry,2016,151
Life sciences,Chemistry,Theoretical chemistry,2016,88
Life sciences,Chemistry,"Chemistry, general",2016,412
Life sciences,Chemistry,"Chemistry, other",2016,181
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2016,245
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2016,41
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2016,58
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2016,20
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2016,108
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2016,18
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2016,618
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2016,81
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2016,127
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2016,24
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2016,138
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2016,6
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2016,30
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2016,12
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2016,155
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2016,45
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2016,364
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2016,130
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2016,90
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2016,54
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2016,79
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2016,11
Life sciences,Physics and astronomy,Astronomy and astrophysics,2016,315
Life sciences,Physics and astronomy,Astronomy,2016,95
Life sciences,Physics and astronomy,Astrophysics,2016,211
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2016,9
Life sciences,Physics and astronomy,Physics,2016,2006
Life sciences,Physics and astronomy,Acoustics,2016,17
Life sciences,Physics and astronomy,Applied physics,2016,229
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2016,137
Life sciences,Physics and astronomy,Biophysics (physics),2016,138
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2016,350
Life sciences,Physics and astronomy,Elementary particle physics,2016,231
Life sciences,Physics and astronomy,Nuclear physics,2016,92
Life sciences,Physics and astronomy,"Optics, photonics",2016,225
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2016,79
Life sciences,Physics and astronomy,Polymer physics,2016,43
Life sciences,Physics and astronomy,"Physics, general",2016,356
Life sciences,Physics and astronomy,"Physics, other",2016,109
Mathematics and computer sciences,Computer and information sciences,Computer science,2016,1651
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2016,174
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2016,161
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2016,98
Mathematics and computer sciences,Mathematics and statistics,Algebra,2016,83
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2016,97
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2016,474
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2016,15
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2016,52
Mathematics and computer sciences,Mathematics and statistics,Logic,2016,14
Mathematics and computer sciences,Mathematics and statistics,Number theory,2016,48
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2016,45
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2016,265
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2016,41
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2016,686
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2016,52
Psychology and social sciences,Psychology,Behavioral analysis,2016,65
Psychology and social sciences,Psychology,Clinical psychology,2016,1217
Psychology and social sciences,Psychology,Cognitive neuroscience,2016,161
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2016,165
Psychology and social sciences,Psychology,Community psychology,2016,34
Psychology and social sciences,Psychology,Comparative psychology,2016,NA
Psychology and social sciences,Psychology,Counseling,2016,315
Psychology and social sciences,Psychology,Developmental and child psychology,2016,236
Psychology and social sciences,Psychology,Educational psychology (psychology),2016,108
Psychology and social sciences,Psychology,Experimental psychology,2016,144
Psychology and social sciences,Psychology,Family psychology,2016,12
Psychology and social sciences,Psychology,"Health, medical psychology",2016,53
Psychology and social sciences,Psychology,Human development and family studies,2016,191
Psychology and social sciences,Psychology,Industrial and organizational psychology,2016,217
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2016,77
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2016,69
Psychology and social sciences,Psychology,Personality psychology,2016,23
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2016,49
Psychology and social sciences,Psychology,School psychology (psychology),2016,128
Psychology and social sciences,Psychology,Social psychology,2016,219
Psychology and social sciences,Psychology,"Psychology, general",2016,298
Psychology and social sciences,Psychology,"Psychology, other",2016,150
Psychology and social sciences,Psychology,Social sciences,2016,5129
Psychology and social sciences,Anthropology,"Anthropology, cultural",2016,290
Psychology and social sciences,Anthropology,"Anthropology, generalj",2016,90
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2016,80
Psychology and social sciences,Economics,Econometrics,2016,38
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2016,59
Psychology and social sciences,Economics,Other economics,2016,1139
Psychology and social sciences,Other social sciences,"American, U.S. studies",2016,111
Psychology and social sciences,Other social sciences,Applied linguistics,2016,81
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2016,189
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2016,93
Psychology and social sciences,Other social sciences,Criminology,2016,104
Psychology and social sciences,Other social sciences,Demography and population studies,2016,37
Psychology and social sciences,Other social sciences,Gender and women's studies,2016,72
Psychology and social sciences,Other social sciences,Geography,2016,245
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2016,22
Psychology and social sciences,Other social sciences,Health policy analysis,2016,61
Psychology and social sciences,Other social sciences,"International relations, international affairs",2016,137
Psychology and social sciences,Other social sciences,Linguistics,2016,237
Psychology and social sciences,Other social sciences,Public policy analysis,2016,230
Psychology and social sciences,Other social sciences,Statistics (social sciences),2016,44
Psychology and social sciences,Other social sciences,"Urban, city, community and regional planning",2016,131
Psychology and social sciences,Other social sciences,"Urban studies, affairs",2016,39
Psychology and social sciences,Other social sciences,"Social sciences, general",2016,99
Psychology and social sciences,Other social sciences,"Social sciences, other",2016,141
Engineering,Other engineering,Agricultural engineering,2016,62
Engineering,Other engineering,Ceramic sciences engineering,2016,NA
Engineering,Other engineering,Communications engineering,2016,19
Engineering,Other engineering,Computer engineering,2016,401
Engineering,Other engineering,"Engineering management, administration",2016,29
Engineering,Other engineering,Engineering mechanics,2016,101
Engineering,Other engineering,Engineering physics,2016,24
Engineering,Other engineering,Engineering science,2016,33
Engineering,Other engineering,"Environmental, environmental health engineeringl",2016,216
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2016,81
Engineering,Other engineering,Metallurgical engineering,2016,31
Engineering,Other engineering,Mining and mineral engineering,2016,NA
Engineering,Other engineering,Nuclear engineering,2016,131
Engineering,Other engineering,Ocean engineering,2016,26
Engineering,Other engineering,Operations research (engineering),2016,130
Engineering,Other engineering,Petroleum engineering,2016,99
Engineering,Other engineering,"Polymer, plastics engineering",2016,60
Engineering,Other engineering,Robotics,2016,120
Engineering,Other engineering,Structural engineering,2016,117
Engineering,Other engineering,Systems engineering,2016,113
Engineering,Other engineering,Transportation and highway engineering,2016,109
Engineering,Other engineering,"Engineering, general",2016,108
Engineering,Other engineering,"Engineering, other",2016,146
Education,Education administration,Educational administration and supervision,2016,148
Education,Education administration,"Educational and human resource studies, development",2016,62
Education,Education administration,Educational leadership,2016,554
Education,Education administration,Urban education and leadership,2016,59
Education,Education research,"Counseling education, counseling and guidance",2016,277
Education,Education research,Curriculum and instruction,2016,380
Education,Education research,Educational and instructional media design,2016,26
Education,Education research,Educational and instructional technology,2016,224
Education,Education research,"Educational assessment, testing, measurement",2016,66
Education,Education research,Educational policy analysis,2016,173
Education,Education research,Educational psychology (education),2016,221
Education,Education research,"Educational statistics, research methods",2016,76
Education,Education research,Higher education evaluation and research,2016,449
Education,Education research,International education,2016,56
Education,Education research,School psychology (education),2016,117
Education,Education research,Social and philosophical foundations of education,2016,63
Education,Education research,Special education,2016,256
Education,Teacher education,Adult and continuing teacher education,2016,64
Education,Teacher education,Elementary teacher education,2016,36
Education,Teacher education,"Pre-elementary, early childhood teacher education",2016,51
Education,Teacher education,Secondary teacher education,2016,29
Education,Teaching fields,Agricultural education,2016,36
Education,Teaching fields,Art education,2016,37
Education,Teaching fields,Bilingual and multilingual education,2016,52
Education,Teaching fields,Business education,2016,NA
Education,Teaching fields,English as a second or foreign language,2016,70
Education,Teaching fields,English education,2016,39
Education,Teaching fields,"Family, consumer, and human sciences",2016,16
Education,Teaching fields,Foreign languages education,2016,39
Education,Teaching fields,Health education,2016,70
Education,Teaching fields,Literacy and reading educationm,2016,137
Education,Teaching fields,Mathematics education,2016,182
Education,Teaching fields,Music education,2016,87
Education,Teaching fields,Nursing education,2016,74
Education,Teaching fields,Physical education and coaching,2016,38
Education,Teaching fields,Science education,2016,133
Education,Teaching fields,Social science education,2016,28
Education,Teaching fields,"Teacher education and professional development, othern",2016,128
Education,Teaching fields,Trade and industrial education,2016,NA
Education,Other education,Workforce education and development,2016,36
Education,Other education,"Education, general",2016,369
Education,Other education,"Education, other",2016,188
Humanities and arts,Foreign languages and literature,Arabic language and literature,2016,5
Humanities and arts,Foreign languages and literature,Chinese language and literature,2016,17
Humanities and arts,Foreign languages and literature,French language and literature,2016,107
Humanities and arts,Foreign languages and literature,Germanic language and literature,2016,67
Humanities and arts,Foreign languages and literature,Italian language and literature,2016,34
Humanities and arts,Foreign languages and literature,Japanese language and literature,2016,10
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2016,96
Humanities and arts,Foreign languages and literature,Russian language and literature,2016,14
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2016,NA
Humanities and arts,Foreign languages and literature,Spanish language and literature,2016,127
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2016,122
Humanities and arts,History,African history,2016,26
Humanities and arts,History,"American history, United States and Canada",2016,391
Humanities and arts,History,Asian history,2016,73
Humanities and arts,History,European history,2016,207
Humanities and arts,History,"History, science and technology and society",2016,66
Humanities and arts,History,Latin American history,2016,77
Humanities and arts,History,"Middle, Near East history",2016,63
Humanities and arts,History,"History, general",2016,155
Humanities and arts,History,"History, other",2016,90
Humanities and arts,Letters,"American literature, United States and Canada",2016,342
Humanities and arts,Letters,Classics,2016,109
Humanities and arts,Letters,Comparative literature,2016,172
Humanities and arts,Letters,Creative writing,2016,79
Humanities and arts,Letters,English language,2016,127
Humanities and arts,Letters,"English literature, British and Commonwealth",2016,414
Humanities and arts,Letters,Folklore,2016,NA
Humanities and arts,Letters,Rhetoric and composition,2016,211
Humanities and arts,Letters,Speech and rhetorical studies,2016,39
Humanities and arts,Letters,"Letters, general",2016,23
Humanities and arts,Letters,"Letters, other",2016,15
Humanities and arts,Other humanities and arts,Archaeology (humanities),2016,166
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2016,278
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2016,62
Humanities and arts,Other humanities and arts,Dance,2016,13
Humanities and arts,Other humanities and arts,"Drama, theater arts",2016,74
Humanities and arts,Other humanities and arts,Ethics,2016,38
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2016,73
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2016,27
Humanities and arts,Other humanities and arts,Music,2016,59
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2016,127
Humanities and arts,Other humanities and arts,Music performance,2016,92
Humanities and arts,Other humanities and arts,Music theory and composition,2016,92
Humanities and arts,Other humanities and arts,"Music, other",2016,19
Humanities and arts,Other humanities and arts,Philosophy,2016,454
Humanities and arts,Other humanities and arts,"Religion, religious studies",2016,254
Humanities and arts,Other humanities and arts,"Theology, religious education",2016,210
Humanities and arts,Other humanities and arts,"Humanities, general",2016,106
Humanities and arts,Other humanities and arts,"Humanities, other",2016,58
Other,Business management and administration,Accounting,2016,178
Other,Business management and administration,Banking/financial services,2016,NA
Other,Business management and administration,Business administration and management,2016,263
Other,Business management and administration,"Business, managerial economics",2016,26
Other,Business management and administration,Finance,2016,251
Other,Business management and administration,"Hospitality, food service and tourism management",2016,66
Other,Business management and administration,Human resources development,2016,30
Other,Business management and administration,"International business, trade, commerce",2016,24
Other,Business management and administration,"Management information systems, business statistics",2016,107
Other,Business management and administration,Marketing management and research,2016,140
Other,Business management and administration,Operations research (business),2016,83
Other,Business management and administration,Organizational behavior,2016,168
Other,Business management and administration,"Business management and administration, general",2016,114
Other,Business management and administration,"Business management and administration, other",2016,59
Other,Communication,Communication research,2016,183
Other,Communication,Communication theory,2016,63
Other,Communication,"Film, radio, TV and digital communication",2016,23
Other,Communication,"Mass communication, media studies",2016,211
Other,Communication,"Communication, general",2016,143
Other,Communication,"Communication, other",2016,49
Other,Non-S&E fields nec,Architecture and environmental design,2016,99
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2016,39
Other,Non-S&E fields nec,Law,2016,67
Other,Non-S&E fields nec,Library science,2016,32
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2016,83
Other,Non-S&E fields nec,Public administration,2016,143
Other,Non-S&E fields nec,Social work,2016,294
Other,Non-S&E fields nec,Other fields nec,2016,3
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2017,144
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2017,54
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2017,NA
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2017,102
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2017,27
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2017,24
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2017,105
Life sciences,Agricultural sciences and natural resources,Environmental science,2017,222
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2017,69
Life sciences,Agricultural sciences and natural resources,Food science,2017,125
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2017,52
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2017,89
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2017,26
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2017,38
Life sciences,Agricultural sciences and natural resources,Horticulture science,2017,42
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2017,54
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2017,63
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2017,26
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2017,108
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2017,62
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2017,43
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2017,52
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2017,19
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2017,12
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2017,34
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2017,14
Life sciences,Biological and biomedical sciences,Anatomy,2017,9
Life sciences,Biological and biomedical sciences,Bacteriology,2017,13
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2017,815
Life sciences,Biological and biomedical sciences,Bioinformatics,2017,183
Life sciences,Biological and biomedical sciences,Biomedical sciences,2017,341
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2017,216
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2017,208
Life sciences,Biological and biomedical sciences,Biotechnology,2017,33
Life sciences,Biological and biomedical sciences,Botany and plant biology,2017,100
Life sciences,Biological and biomedical sciences,Cancer biology,2017,364
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2017,234
Life sciences,Biological and biomedical sciences,Computational biology,2017,147
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2017,130
Life sciences,Biological and biomedical sciences,Ecology,2017,432
Life sciences,Biological and biomedical sciences,Endocrinology,2017,21
Life sciences,Biological and biomedical sciences,Entomology,2017,129
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2017,64
Life sciences,Biological and biomedical sciences,Epidemiology,2017,351
Life sciences,Biological and biomedical sciences,Evolutionary biology,2017,224
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2017,345
Life sciences,Biological and biomedical sciences,Immunology,2017,401
Life sciences,Biological and biomedical sciences,Microbiology,2017,410
Life sciences,Biological and biomedical sciences,Molecular biology,2017,624
Life sciences,Biological and biomedical sciences,Molecular medicine,2017,67
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2017,985
Life sciences,Biological and biomedical sciences,Nutrition sciences,2017,215
Life sciences,Biological and biomedical sciences,Parasitology,2017,16
