current_up_to,region_id,iso3_code,total_members,deposits_ref,deposits_abstract,deposits_license,deposits_crossmark,deposits_updates,deposits_textmining,deposits_status_info,acknowledges_funding,deposits_funder_id,deposits_grant_id,deposits_orcid,deposits_orcid_for_authors,deposits_orcid_for_chairs,deposits_orcid_for_editors,deposits_orcid_for_translators,deposits_ror_id,deposits_ror_id_for_affiliations,deposits_ror_id_for_funders,deposits_ror_id_for_institutions
2022-10-31,SSF,NAM,2,0,2,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-10-31,SSF,NGA,106,22,81,30,3,1,34,NA,1,1,NA,34,34,1,1,0,0,0,0,0
2022-10-31,SSF,RWA,3,0,3,1,0,0,1,NA,0,0,NA,2,1,0,1,0,0,0,0,0
2022-10-31,SSF,SDN,8,0,5,1,0,0,3,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-10-31,SSF,SEN,3,0,3,0,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-10-31,SSF,SOM,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-10-31,SSF,TZA,6,2,6,1,0,0,2,NA,0,0,NA,3,3,0,1,0,0,0,0,0
2022-10-31,SSF,UGA,4,3,3,0,0,0,1,NA,0,0,NA,2,2,0,1,0,0,0,0,0
2022-10-31,SSF,ZAF,59,29,42,27,6,4,26,NA,8,8,NA,39,39,0,7,0,1,0,0,1
2022-10-31,SSF,ZMB,4,2,4,1,0,0,3,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2022-10-31,SSF,ZWE,1,1,1,1,0,0,0,NA,1,1,NA,0,0,0,0,0,0,0,0,0
2022-06-30,EAS,AUS,178,42,112,42,7,3,42,NA,9,9,NA,97,97,0,17,0,2,2,0,0
2022-06-30,EAS,BRN,2,0,2,0,0,0,1,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2022-06-30,EAS,CHN,119,41,49,26,10,5,25,NA,8,8,NA,24,24,0,1,0,0,0,0,0
2022-06-30,EAS,FJI,1,1,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,EAS,HKG,50,11,26,11,3,1,7,NA,3,3,NA,11,11,1,1,0,0,0,0,0
2022-06-30,EAS,IDN,2518,216,2407,1771,88,9,2364,NA,55,48,NA,1348,1348,0,5,0,0,0,0,0
2022-06-30,EAS,JPN,670,613,18,21,8,6,17,NA,28,29,NA,53,53,0,2,0,0,0,0,0
2022-06-30,EAS,KHM,2,1,0,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,EAS,KOR,2411,1187,253,387,550,163,395,NA,510,499,NA,346,346,0,0,0,0,0,0,0
2022-06-30,EAS,LAO,2,1,2,1,1,1,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,EAS,MAC,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,EAS,MMR,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,EAS,MNG,5,0,4,2,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2022-06-30,EAS,MYS,122,34,95,33,3,1,49,NA,13,13,NA,46,46,0,4,0,0,0,0,0
2022-06-30,EAS,NZL,45,12,38,14,1,1,15,NA,2,2,NA,32,32,1,3,0,0,0,0,0
2022-06-30,EAS,PHL,61,6,54,11,4,0,17,NA,2,2,NA,27,27,0,0,0,0,0,0,0
2022-06-30,EAS,SGP,44,12,31,21,4,1,21,NA,3,3,NA,20,20,0,1,0,0,0,0,0
2022-06-30,EAS,THA,45,6,36,19,1,0,21,NA,1,1,NA,16,16,0,0,0,0,0,0,0
2022-06-30,EAS,TLS,2,1,2,2,0,0,2,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,EAS,TWN,27,13,15,7,4,2,7,NA,4,4,NA,12,12,0,0,0,0,0,0,0
2022-06-30,EAS,VNM,82,12,79,19,1,0,57,NA,2,2,NA,23,23,0,0,0,0,0,0,0
2022-06-30,EAS,WSM,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,ECS,ALB,7,3,6,5,0,0,4,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2022-06-30,ECS,ARM,28,24,25,3,1,0,4,NA,3,3,NA,10,10,0,1,0,0,0,0,0
2022-06-30,ECS,AUT,54,10,35,18,1,0,22,NA,1,1,NA,28,28,0,4,0,0,0,0,0
2022-06-30,ECS,AZE,21,3,14,1,2,0,1,NA,1,1,NA,7,7,0,0,0,0,0,0,0
2022-06-30,ECS,BEL,47,12,26,13,0,0,14,NA,4,3,NA,25,22,0,6,0,1,1,0,1
2022-06-30,ECS,BGR,50,20,44,17,2,2,16,NA,5,5,NA,25,25,1,1,1,0,0,0,0
2022-06-30,ECS,BIH,50,9,44,17,0,0,21,NA,2,2,NA,14,14,0,0,0,0,0,0,0
2022-06-30,ECS,BLR,27,10,20,8,2,0,8,NA,0,0,NA,16,16,0,1,0,0,0,0,0
2022-06-30,ECS,CHE,111,34,82,40,7,2,34,NA,18,17,NA,50,49,0,12,1,1,1,0,1
2022-06-30,ECS,CYP,9,4,8,3,1,0,4,NA,1,1,NA,7,7,0,0,0,0,0,0,0
2022-06-30,ECS,CZE,98,42,66,38,7,4,26,NA,11,10,NA,48,48,0,4,0,1,1,0,0
2022-06-30,ECS,DEU,201,67,143,69,15,11,59,NA,20,20,NA,94,94,0,22,0,2,2,0,1
2022-06-30,ECS,DNK,21,6,17,10,3,1,7,NA,3,3,NA,13,12,0,1,0,0,0,0,0
2022-06-30,ECS,ESP,395,126,311,169,28,5,184,NA,41,36,NA,248,247,9,39,1,0,0,0,0
2022-06-30,ECS,EST,16,8,12,7,1,1,8,NA,1,1,NA,9,9,0,2,1,0,0,0,0
2022-06-30,ECS,FIN,108,8,99,57,0,0,90,NA,6,6,NA,70,70,0,6,1,0,0,0,0
2022-06-30,ECS,FRA,95,33,64,33,7,2,28,NA,5,5,NA,43,43,0,7,0,1,1,0,0
2022-06-30,ECS,FRO,1,0,1,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,ECS,GBR,521,169,322,174,51,35,158,NA,50,49,NA,231,225,0,36,4,4,4,0,1
2022-06-30,ECS,GEO,21,4,17,3,1,0,5,NA,1,1,NA,6,6,0,0,0,0,0,0,0
2022-06-30,ECS,GRC,36,7,25,7,1,1,5,NA,2,1,NA,13,13,0,0,0,0,0,0,0
2022-06-30,ECS,HRV,178,31,162,16,2,1,15,NA,1,1,NA,129,129,0,5,0,0,0,0,0
2022-06-30,ECS,HUN,252,18,193,50,2,1,68,NA,4,4,NA,81,81,0,8,0,1,1,0,1
2022-06-30,ECS,IRL,17,6,11,6,0,0,3,NA,0,0,NA,11,10,0,4,0,0,0,0,0
2022-06-30,ECS,ISL,8,1,7,2,1,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2022-06-30,ECS,ITA,116,38,76,25,4,4,20,NA,6,4,NA,52,52,2,9,1,0,0,0,0
2022-06-30,ECS,KAZ,94,24,72,20,1,1,26,NA,3,3,NA,59,58,0,1,0,0,0,0,0
2022-06-30,ECS,KGZ,17,6,10,1,0,0,0,NA,0,0,NA,8,8,0,1,0,0,0,0,0
2022-06-30,ECS,LTU,38,17,31,15,7,3,18,NA,4,4,NA,19,19,0,4,0,0,0,0,0
2022-06-30,ECS,LUX,1,1,0,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,ECS,LVA,15,8,14,5,1,0,5,NA,1,1,NA,9,9,3,3,0,0,0,0,0
2022-06-30,ECS,MDA,34,3,33,1,0,0,1,NA,0,0,NA,25,25,0,0,0,0,0,0,0
2022-06-30,ECS,MKD,34,6,13,9,2,0,7,NA,1,1,NA,2,2,0,0,0,0,0,0,0
2022-06-30,ECS,MNE,8,3,5,2,0,0,2,NA,0,0,NA,3,3,0,1,0,0,0,0,0
2022-06-30,ECS,NLD,114,38,78,46,9,7,44,NA,11,11,NA,61,61,0,11,0,0,0,0,0
2022-06-30,ECS,NOR,26,14,18,13,2,1,14,NA,3,3,NA,16,16,0,1,0,0,0,0,0
2022-06-30,ECS,POL,284,115,215,124,10,5,128,NA,14,13,NA,221,221,2,36,9,1,1,0,0
2022-06-30,ECS,PRT,128,23,91,35,4,1,46,NA,3,2,NA,83,82,2,20,2,0,0,0,0
2022-06-30,ECS,ROU,197,83,151,47,5,1,40,NA,7,7,NA,82,81,0,10,0,0,0,0,0
2022-06-30,ECS,RUS,1294,508,877,330,53,7,352,NA,98,95,NA,821,819,5,49,15,1,1,0,0
2022-06-30,ECS,SRB,60,20,46,16,2,0,17,NA,11,11,NA,30,30,1,8,1,0,0,0,0
2022-06-30,ECS,SVK,36,14,28,9,1,0,9,NA,3,3,NA,20,20,1,2,0,0,0,0,0
2022-06-30,ECS,SVN,42,13,35,15,0,0,19,NA,2,2,NA,20,20,0,3,0,0,0,0,0
2022-06-30,ECS,SWE,71,18,55,29,8,6,31,NA,7,7,NA,37,36,0,11,1,0,0,0,0
2022-06-30,ECS,TJK,3,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,ECS,TUR,1496,1152,763,68,9,2,70,NA,11,11,NA,187,187,2,12,2,1,1,0,0
2022-06-30,ECS,UKR,524,245,456,194,3,0,258,NA,10,10,NA,401,400,7,31,2,0,0,0,0
2022-06-30,ECS,UZB,33,9,27,5,0,0,7,NA,0,0,NA,10,10,0,0,0,0,0,0,0
2022-06-30,ECS,XKX,2,0,2,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,LCN,ARG,73,22,63,39,0,0,41,NA,2,2,NA,52,52,1,3,2,0,0,0,0
2022-06-30,LCN,BHS,2,1,0,0,0,0,1,NA,0,1,NA,1,1,0,0,0,0,0,0,0
2022-06-30,LCN,BOL,14,8,14,9,3,1,9,NA,0,0,NA,9,9,0,1,0,0,0,0,0
2022-06-30,LCN,BRA,1427,235,1111,641,30,9,909,NA,39,38,NA,1016,1012,15,76,16,1,1,0,1
2022-06-30,LCN,BRB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,LCN,CHL,68,16,59,39,3,1,41,NA,2,2,NA,51,51,0,1,0,0,0,0,0
2022-06-30,LCN,COL,212,137,204,166,25,5,173,NA,36,33,NA,175,173,6,39,5,0,0,0,0
2022-06-30,LCN,CRI,19,4,19,18,0,0,15,NA,0,0,NA,15,15,0,0,0,0,0,0,0
2022-06-30,LCN,CUB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,LCN,DOM,7,1,7,7,0,0,7,NA,0,0,NA,5,5,0,0,0,0,0,0,0
2022-06-30,LCN,ECU,101,26,96,70,4,0,72,NA,1,1,NA,86,85,2,10,0,0,0,0,0
2022-06-30,LCN,GTM,17,12,15,14,0,0,14,NA,0,0,NA,9,9,0,0,0,0,0,0,0
2022-06-30,LCN,GUY,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,LCN,HTI,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,LCN,JAM,3,0,3,0,1,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,LCN,MEX,184,58,163,104,7,4,102,NA,13,13,NA,137,136,5,19,1,0,0,0,0
2022-06-30,LCN,NIC,1,1,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,LCN,PAN,11,4,10,9,0,0,8,NA,0,0,NA,8,8,0,1,0,0,0,0,0
2022-06-30,LCN,PER,155,29,150,103,2,0,119,NA,1,1,NA,122,122,1,7,1,0,0,0,0
2022-06-30,LCN,PRI,8,2,6,3,0,0,4,NA,0,0,NA,5,5,0,1,1,0,0,0,0
2022-06-30,LCN,PRY,21,2,21,9,0,0,12,NA,0,0,NA,17,17,0,2,0,0,0,0,0
2022-06-30,LCN,SLV,2,0,2,1,0,0,1,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2022-06-30,LCN,TTO,3,2,3,1,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,LCN,URY,57,1,6,5,0,0,6,NA,0,0,NA,27,27,0,0,0,0,0,0,0
2022-06-30,LCN,VEN,19,12,17,14,0,0,10,NA,2,2,NA,17,17,0,5,2,0,0,0,0
2022-06-30,LCN,VGB,2,2,1,1,1,1,1,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2022-06-30,MEA,AFG,5,1,3,2,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,MEA,ARE,35,10,24,12,4,0,16,NA,2,2,NA,12,12,0,0,0,0,0,0,0
2022-06-30,MEA,BHR,3,1,2,0,0,0,0,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2022-06-30,MEA,DZA,118,7,16,14,2,0,13,NA,0,0,NA,9,9,1,1,0,0,0,0,0
2022-06-30,MEA,EGY,29,9,16,8,4,1,9,NA,3,3,NA,11,11,0,3,0,0,0,0,0
2022-06-30,MEA,IRQ,154,22,113,63,12,0,82,NA,1,1,NA,50,50,0,1,0,0,0,0,0
2022-06-30,MEA,ISR,16,2,11,1,0,0,1,NA,0,0,NA,5,5,0,2,0,0,0,0,0
2022-06-30,MEA,JOR,36,2,15,5,0,0,4,NA,0,0,NA,6,6,0,0,0,0,0,0,0
2022-06-30,MEA,KWT,9,2,5,1,1,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2022-06-30,MEA,LBN,9,2,6,1,0,0,0,NA,0,0,NA,2,2,0,1,0,0,0,0,0
2022-06-30,MEA,LBY,14,4,8,4,1,0,4,NA,0,0,NA,5,5,0,0,0,0,0,0,0
2022-06-30,MEA,MAR,19,4,7,6,2,0,5,NA,0,0,NA,7,7,0,1,0,0,0,0,0
2022-06-30,MEA,MLT,2,0,2,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,MEA,OMN,5,1,4,2,0,0,2,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,MEA,PAK,253,47,212,106,17,3,123,NA,5,5,NA,85,85,0,2,0,0,0,0,0
2022-06-30,MEA,PSE,15,1,6,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,MEA,QAT,8,4,7,1,2,1,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,MEA,SAU,29,3,16,9,2,0,8,NA,1,1,NA,9,9,0,0,0,0,0,0,0
2022-06-30,MEA,SYR,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,MEA,TUN,11,0,4,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,MEA,YEM,15,0,4,3,1,0,4,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2022-06-30,NAC,CAN,222,67,156,73,13,5,82,NA,7,7,NA,98,98,3,8,0,2,1,0,1
2022-06-30,NAC,USA,1720,663,938,457,111,73,384,NA,146,158,NA,624,616,9,69,7,20,17,0,8
2022-06-30,SAS,BGD,50,14,43,24,3,1,20,NA,3,3,NA,17,17,0,0,0,0,0,0,0
2022-06-30,SAS,BTN,4,1,4,3,0,0,3,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,SAS,IND,906,165,520,191,51,14,199,NA,26,25,NA,189,189,2,7,0,0,0,0,0
2022-06-30,SAS,LKA,12,2,9,2,0,0,1,NA,0,0,NA,7,7,1,0,0,0,0,0,0
2022-06-30,SAS,NPL,17,3,17,13,0,0,15,NA,0,0,NA,10,10,0,0,0,0,0,0,0
2022-06-30,SSF,AGO,4,2,4,4,0,0,3,NA,0,0,NA,4,4,0,2,0,0,0,0,0
2022-06-30,SSF,BDI,1,0,1,1,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,BEN,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,BFA,1,1,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,SSF,BWA,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,SSF,CAF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,CMR,2,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,SSF,COG,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,ETH,4,3,4,3,0,0,3,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,SSF,GHA,14,5,11,7,1,0,7,NA,1,1,NA,7,7,0,0,0,0,0,0,0
2022-06-30,SSF,KEN,30,7,23,10,1,0,14,NA,1,1,NA,11,11,0,0,0,0,0,0,0
2022-06-30,SSF,MDG,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,MLI,2,0,2,1,0,0,2,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,MRT,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,MUS,3,0,2,0,1,1,0,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2022-06-30,SSF,MWI,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,NAM,2,0,2,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,NGA,102,21,74,26,3,1,30,NA,1,1,NA,33,33,0,0,0,0,0,0,0
2022-06-30,SSF,RWA,3,0,3,1,0,0,1,NA,0,0,NA,2,1,0,1,0,0,0,0,0
2022-06-30,SSF,SDN,8,0,5,1,0,0,3,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-06-30,SSF,SEN,2,0,2,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-06-30,SSF,TZA,4,2,3,0,0,0,1,NA,0,0,NA,2,2,0,1,0,0,0,0,0
2022-06-30,SSF,UGA,4,3,3,0,0,0,1,NA,0,0,NA,2,2,0,1,0,0,0,0,0
2022-06-30,SSF,ZAF,57,27,40,25,6,4,25,NA,8,8,NA,34,34,0,7,0,1,0,0,1
2022-06-30,SSF,ZMB,3,1,3,0,0,0,2,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2022-06-30,SSF,ZWE,1,1,1,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-03-31,EAS,AUS,168,41,100,40,6,3,40,NA,9,9,NA,89,89,0,17,0,2,2,0,0
2022-03-31,EAS,BRN,2,0,2,0,0,0,1,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2022-03-31,EAS,CHN,114,41,45,24,10,4,24,NA,7,7,NA,22,22,0,1,0,0,0,0,0
2022-03-31,EAS,FJI,1,1,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-03-31,EAS,HKG,50,9,25,11,3,1,7,NA,3,3,NA,11,11,1,1,0,0,0,0,0
2022-03-31,EAS,IDN,2387,187,2273,1638,81,9,2233,NA,55,48,NA,1277,1277,0,5,0,0,0,0,0
2022-03-31,EAS,JPN,666,609,16,20,8,6,17,NA,28,29,NA,49,49,0,2,0,0,0,0,0
2022-03-31,EAS,KHM,2,1,0,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-03-31,EAS,KOR,2388,1185,197,386,547,156,392,NA,507,496,NA,344,344,0,0,0,0,0,0,0
2022-03-31,EAS,LAO,2,1,2,1,1,1,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-03-31,EAS,MAC,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-03-31,EAS,MMR,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-03-31,EAS,MNG,5,0,4,2,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2022-03-31,EAS,MYS,114,32,88,29,3,1,45,NA,13,13,NA,43,43,0,4,0,0,0,0,0
2022-03-31,EAS,NZL,45,12,38,14,1,1,15,NA,2,2,NA,32,32,1,3,0,0,0,0,0
2022-03-31,EAS,PHL,57,5,48,11,4,0,17,NA,2,2,NA,25,25,0,0,0,0,0,0,0
2022-03-31,EAS,SGP,43,12,30,21,4,1,20,NA,2,2,NA,19,19,0,1,0,0,0,0,0
2022-03-31,EAS,THA,44,6,35,18,1,0,20,NA,1,1,NA,15,15,0,0,0,0,0,0,0
2022-03-31,EAS,TLS,2,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-03-31,EAS,TWN,26,13,14,7,4,2,7,NA,4,4,NA,12,12,0,0,0,0,0,0,0
2022-03-31,EAS,VNM,75,11,72,17,1,0,50,NA,2,2,NA,20,20,0,0,0,0,0,0,0
2022-03-31,EAS,WSM,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-03-31,ECS,ALB,7,3,6,5,0,0,4,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2022-03-31,ECS,ARM,28,22,23,3,1,0,4,NA,3,3,NA,9,9,0,1,0,0,0,0,0
2022-03-31,ECS,AUT,54,10,35,18,1,0,22,NA,1,1,NA,28,28,0,4,0,0,0,0,0
2022-03-31,ECS,AZE,20,2,13,1,1,0,1,NA,1,1,NA,7,7,0,0,0,0,0,0,0
2022-03-31,ECS,BEL,44,11,26,12,0,0,13,NA,4,3,NA,23,21,0,5,0,1,1,0,1
2022-03-31,ECS,BGR,48,20,42,14,2,2,15,NA,5,5,NA,24,24,1,1,1,0,0,0,0
2022-03-31,ECS,BIH,49,9,42,17,0,0,21,NA,2,2,NA,14,14,0,0,0,0,0,0,0
2022-03-31,ECS,BLR,28,11,21,9,2,0,9,NA,0,0,NA,16,16,0,1,0,0,0,0,0
2022-03-31,ECS,CHE,106,34,75,39,7,2,33,NA,17,16,NA,45,44,0,11,1,1,1,0,1
2022-03-31,ECS,CYP,8,3,7,2,1,0,4,NA,1,1,NA,6,6,0,0,0,0,0,0,0
2022-03-31,ECS,CZE,96,39,65,35,7,4,25,NA,11,10,NA,45,45,0,4,0,1,1,0,0
2022-03-31,ECS,DEU,196,66,136,66,14,10,59,NA,20,20,NA,90,90,0,20,0,1,1,0,1
2022-03-31,ECS,DNK,19,5,15,8,3,1,6,NA,3,3,NA,10,10,0,0,0,0,0,0,0
2022-03-31,ECS,ESP,378,112,294,161,28,5,175,NA,39,34,NA,232,230,8,35,1,0,0,0,0
2022-03-31,ECS,EST,16,8,12,7,1,1,8,NA,1,1,NA,9,9,0,1,1,0,0,0,0
2022-03-31,ECS,FIN,106,8,97,54,0,0,86,NA,6,6,NA,66,66,0,6,1,0,0,0,0
2022-03-31,ECS,FRA,89,32,61,31,7,1,26,NA,5,5,NA,41,41,0,6,0,0,0,0,0
2022-03-31,ECS,FRO,1,0,1,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-03-31,ECS,GBR,509,166,305,162,48,33,151,NA,49,48,NA,220,214,0,34,3,3,3,0,0
2022-03-31,ECS,GEO,18,4,14,3,1,0,5,NA,0,0,NA,5,5,0,0,0,0,0,0,0
2022-03-31,ECS,GRC,35,5,24,7,1,1,5,NA,2,1,NA,12,12,0,0,0,0,0,0,0
2022-03-31,ECS,HRV,175,27,159,17,2,1,15,NA,1,1,NA,129,129,0,5,0,0,0,0,0
2022-03-31,ECS,HUN,242,17,183,42,2,1,59,NA,4,4,NA,72,72,0,7,0,1,1,0,1
2022-03-31,ECS,IRL,16,4,8,6,0,0,3,NA,0,0,NA,11,10,0,4,0,0,0,0,0
2022-03-31,ECS,ISL,8,1,7,2,1,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2022-03-31,ECS,ITA,115,38,75,25,4,4,20,NA,6,4,NA,51,51,2,9,1,0,0,0,0
2022-03-31,ECS,KAZ,90,24,69,19,1,1,25,NA,3,3,NA,54,53,0,2,1,0,0,0,0
2022-03-31,ECS,KGZ,15,6,8,1,0,0,0,NA,0,0,NA,6,6,0,1,0,0,0,0,0
2022-03-31,ECS,LTU,36,17,29,15,7,3,18,NA,4,4,NA,19,19,0,4,0,0,0,0,0
2022-03-31,ECS,LUX,1,1,0,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-03-31,ECS,LVA,14,8,13,4,1,0,4,NA,1,1,NA,8,8,2,3,0,0,0,0,0
2022-03-31,ECS,MDA,32,3,31,1,0,0,1,NA,0,0,NA,21,21,0,0,0,0,0,0,0
2022-03-31,ECS,MKD,32,6,12,9,2,0,7,NA,1,1,NA,2,2,0,0,0,0,0,0,0
2022-03-31,ECS,MNE,8,3,5,2,0,0,2,NA,0,0,NA,3,3,0,1,0,0,0,0,0
2022-03-31,ECS,NLD,110,35,74,44,9,7,43,NA,11,11,NA,55,55,0,9,0,0,0,0,0
2022-03-31,ECS,NOR,24,13,16,12,2,1,13,NA,3,3,NA,14,14,0,1,0,0,0,0,0
2022-03-31,ECS,POL,278,109,210,121,9,4,123,NA,15,14,NA,216,216,2,33,9,1,1,0,0
2022-03-31,ECS,PRT,125,21,88,33,4,1,45,NA,3,2,NA,80,79,2,19,1,0,0,0,0
2022-03-31,ECS,ROU,190,76,143,43,4,1,37,NA,6,6,NA,78,77,0,8,0,0,0,0,0
2022-03-31,ECS,RUS,1274,496,859,324,49,7,348,NA,96,93,NA,787,785,5,42,14,1,1,0,0
2022-03-31,ECS,SRB,57,19,42,16,2,0,17,NA,10,10,NA,28,28,1,7,1,0,0,0,0
2022-03-31,ECS,SVK,35,14,26,8,1,0,9,NA,3,3,NA,20,20,1,2,0,0,0,0,0
2022-03-31,ECS,SVN,40,13,32,12,0,0,15,NA,2,2,NA,17,17,0,3,0,0,0,0,0
2022-03-31,ECS,SWE,68,17,52,26,8,6,29,NA,7,7,NA,34,34,0,10,1,0,0,0,0
2022-03-31,ECS,TJK,3,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-03-31,ECS,TUR,1459,1107,173,58,9,2,62,NA,11,11,NA,152,152,2,11,2,1,1,0,0
2022-03-31,ECS,UKR,523,239,452,192,3,0,256,NA,8,8,NA,395,394,7,29,2,0,0,0,0
2022-03-31,ECS,UZB,30,5,24,3,0,0,5,NA,0,0,NA,8,8,0,0,0,0,0,0,0
2022-03-31,ECS,XKX,2,0,2,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2022-03-31,LCN,ARG,70,19,58,36,0,0,39,NA,2,2,NA,47,47,1,3,2,0,0,0,0
2022-03-31,LCN,BHS,2,1,0,0,0,0,1,NA,0,1,NA,1,1,0,0,0,0,0,0,0
2022-03-31,LCN,BOL,13,7,13,8,3,1,8,NA,0,0,NA,8,8,0,1,0,0,0,0,0
2022-03-31,LCN,BRA,1393,209,1075,612,29,9,882,NA,38,37,NA,988,985,12,72,14,0,0,0,0
2022-03-31,LCN,BRB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2022-03-31,LCN,CHL,64,15,57,35,3,1,38,NA,2,2,NA,49,49,0,1,0,0,0,0,0
2022-03-31,LCN,COL,207,135,199,161,24,5,166,NA,35,32,NA,170,168,6,36,5,0,0,0,0
2022-03-31,LCN,CRI,17,4,17,15,0,0,13,NA,0,0,NA,13,13,0,0,0,0,0,0,0
