year,sample_size,employment,members,covered,p_members,p_covered,facet
2021,9772,9937.487909466636,3995.788548816673,4364.470483375002,0.40209242701530457,0.439192533493042,public sector: local government
2022,9270,10160.653885391688,3946.6631926499963,4336.566574616662,0.3884260952472687,0.4267999529838562,public sector: local government
1983,1431,705.2367383333344,523.326196666667,588.7081775000001,0.7420575022697449,0.8347667455673218,public sector: postal service
1984,1398,719.8403674999993,532.3124041666665,596.3467683333321,0.7394867539405823,0.8284430503845215,public sector: postal service
1985,1422,725.1121966666668,538.9815191666661,599.6564083333328,0.7433077692985535,0.8269842863082886,public sector: postal service
1986,1552,824.2723291666656,599.8539908333329,660.0431858333333,0.7277376055717468,0.8007586598396301,public sector: postal service
1987,1615,869.7567000000013,645.2728016666673,707.5831641666672,0.7419003248214722,0.8135414719581604,public sector: postal service
1988,1485,872.5138683333327,650.0880541666661,710.2072574999996,0.7450747489929199,0.8139781951904297,public sector: postal service
1989,1478,896.6399708333331,656.9861191666664,715.2809116666674,0.7327200770378113,0.797734797000885,public sector: postal service
1990,1542,869.2279550000005,670.3841050000004,726.2958125000005,0.7712408304214478,0.8355642557144165,public sector: postal service
1991,1512,865.4872949999996,637.3685533333337,696.7920375000002,0.736427366733551,0.8050863742828369,public sector: postal service
1992,1431,825.4244966666685,595.4852558333337,647.5971800000013,0.7214291095733643,0.7845625877380371,public sector: postal service
1993,1435,849.7822183333325,606.4566349999999,668.9997149999994,0.713661253452301,0.7872601747512817,public sector: postal service
1994,1430,889.2493199249993,673.0045311499998,734.6365210833333,0.7568232417106628,0.8261311054229736,public sector: postal service
1995,1384,885.4319060749997,658.7548157500004,712.3318076583333,0.7439926266670227,0.8045020699501038,public sector: postal service
1996,1153,852.8104540833347,621.458516175001,682.2549460250011,0.7287182211875916,0.800007700920105,public sector: postal service
1997,1206,887.209412474999,634.0455808499995,700.998622733332,0.7146515250205994,0.7901163101196289,public sector: postal service
1998,1228,908.8417790916665,657.1559591666665,705.8512114749997,0.7230697274208069,0.7766491770744324,public sector: postal service
1999,1229,891.0287452750002,623.3814778250002,686.4071549416666,0.6996199488639832,0.7703535556793213,public sector: postal service
2000,1214,894.7594239333334,626.3825268583331,663.8543686250001,0.7000569105148315,0.7419361472129822,public sector: postal service
2001,1252,870.6947999166665,591.3507508499997,631.0222794249993,0.679171085357666,0.7247341871261597,public sector: postal service
2002,1396,873.6500721250003,614.9109373083336,655.3853797166671,0.7038412094116211,0.7501692175865173,public sector: postal service
2003,1315,848.2354239416674,559.3296243833332,616.8906202500003,0.6594037413597107,0.7272634506225586,public sector: postal service
2004,1248,834.5252478666673,549.9279954583333,590.4683027916664,0.6589710712432861,0.7075499296188354,public sector: postal service
2005,1204,812.7353162166675,523.6147101499996,560.6688272583331,0.6442622542381287,0.6898541450500488,public sector: postal service
2006,1174,807.4617705249987,511.40048306666677,562.5041612583332,0.6333432793617249,0.6966325640678406,public sector: postal service
2007,1122,805.8903168416659,498.2678612916663,539.8675318749994,0.6182824969291687,0.669901967048645,public sector: postal service
2008,1139,831.9177539833325,514.69798125,562.5741598,0.6186885237693787,0.6762377023696899,public sector: postal service
2009,1092,792.404492983334,500.618481716666,543.6582287333332,0.6317713856697083,0.6860867738723755,public sector: postal service
2010,976,678.0568041833334,465.23820015833337,488.1857193500002,0.6861345767974854,0.719977617263794,public sector: postal service
2011,975,699.5143127416668,476.8299334333337,512.779995641667,0.6816585659980774,0.7330514788627625,public sector: postal service
2012,918,695.9187513333331,458.15224222500007,493.1053779333336,0.6583415865898132,0.7085674405097961,public sector: postal service
2013,880,683.8701112250003,428.4744583583337,459.3810696916667,0.6265436410903931,0.6717373132705688,public sector: postal service
2014,862,655.3995601083329,424.70472194999974,446.6857992499998,0.6480088829994202,0.6815472841262817,public sector: postal service
2015,814,671.3133901666653,426.140713658333,460.78213912499984,0.6347865462303162,0.6863890290260315,public sector: postal service
2016,822,666.0313613916671,426.07755141666684,459.99112815000024,0.6397259831428528,0.6906448602676392,public sector: postal service
2017,750,609.483633266667,385.96679080833326,409.4802423,0.6332685351371765,0.6718478202819824,public sector: postal service
2018,719,627.8007273000003,414.7900885416668,434.14734235833345,0.6607034206390381,0.6915368437767029,public sector: postal service
2019,719,636.3193652416663,386.24349923333364,417.4889814833338,0.6069962978363037,0.6560997366905212,public sector: postal service
2020,682,609.0081805416669,378.64726552499985,408.93343045833325,0.6217441558837891,0.6714744567871094,public sector: postal service
2021,645,629.0456581666668,369.62290156666626,403.4169056083328,0.587593138217926,0.641315758228302,public sector: postal service
2022,595,625.851163391666,383.7964553583335,403.73261012500006,0.6132391691207886,0.6450936198234558,public sector: postal service
1983,901,479.6601175000002,261.14579083333325,298.0906416666666,0.5444392561912537,0.6214622259140015,public sector: police
1984,901,487.3216691666667,273.21008166666655,316.1674733333329,0.560636043548584,0.6487860083580017,public sector: police
1985,895,488.658145833334,279.5379775,304.2521658333332,0.5720522403717041,0.622627854347229,public sector: police
1986,888,488.4168083333333,286.9187450000001,326.5803025000002,0.5874465107917786,0.6686508059501648,public sector: police
1987,945,531.266424166667,306.9139158333332,339.05155249999984,0.5777024626731873,0.6381949782371521,public sector: police
1988,845,530.4210816666671,317.32340499999964,349.9798741666666,0.5982481241226196,0.6598151922225952,public sector: police
1989,897,547.6370775000003,319.43153666666683,347.49273166666677,0.5832905769348145,0.6345310807228088,public sector: police
1990,957,560.7563883333331,316.9016274999996,347.21283166666626,0.5651324391365051,0.6191865801811218,public sector: police
1991,974,590.5058874999999,340.2875483333337,369.6359350000005,0.5762644410133362,0.625964879989624,public sector: police
1992,878,539.8122274999996,318.5858350000003,345.32103666666677,0.5901789665222168,0.6397058367729187,public sector: police
1993,948,614.7761566666669,365.5228116666666,386.43245416666696,0.5945624113082886,0.6285742521286011,public sector: police
1994,983,636.1935438166663,415.41126092499974,433.2655707333329,0.6529636383056641,0.6810279488563538,public sector: police
1995,925,616.9668175083332,373.4426976499998,409.5354461500001,0.6052881479263306,0.6637884378433228,public sector: police
1996,859,653.7021060666661,386.9079065083331,408.9093934333331,0.5918719172477722,0.6255286335945129,public sector: police
1997,871,673.5155209250001,411.2037281416666,443.1615267916667,0.6105334162712097,0.6579826474189758,public sector: police
1998,920,730.6671366166672,454.2778589749998,471.76495104166656,0.6217302680015564,0.645663321018219,public sector: police
1999,927,718.4413444999991,426.1749254416666,453.41139449166644,0.593193769454956,0.6311042904853821,public sector: police
2000,890,667.2149660666664,394.81709990833366,420.2961648500004,0.5917389988899231,0.6299261450767517,public sector: police
2001,927,678.4635626499999,391.69518914166656,406.84630968333323,0.577326774597168,0.5996583104133606,public sector: police
2002,987,716.2050439333337,413.4664315333336,431.0718556250001,0.5773017406463623,0.6018832921981812,public sector: police
2003,1016,730.1283377250003,410.917536,439.06564565,0.5628017783164978,0.6013540625572205,public sector: police
2004,1078,800.005441175,458.87169294166637,488.042404733333,0.5735856890678406,0.6100488305091858,public sector: police
2005,1066,804.1467229666661,454.09949276666663,476.9156866583332,0.5646973252296448,0.5930705070495605,public sector: police
2006,1011,761.0846968333334,412.4157307166666,430.4500531083335,0.541878879070282,0.5655744671821594,public sector: police
2007,1029,792.9014841500003,431.917413983333,452.97440906666634,0.5447302460670471,0.5712870955467224,public sector: police
2008,1046,810.1820100416666,459.59546287499984,477.52492540833316,0.5672743320465088,0.5894045233726501,public sector: police
2009,999,794.6064625416667,440.0638331833334,463.77341767499985,0.5538135766983032,0.5836517214775085,public sector: police
2010,1042,832.167880824999,454.70429082500056,479.0297195250005,0.5464093089103699,0.5756407380104065,public sector: police
2011,995,774.8133309916653,458.9802512583337,482.0364968750005,0.5923752784729004,0.622132420539856,public sector: police
2012,947,762.983331283333,421.01070304166655,440.1601052583334,0.5517954230308533,0.5768934488296509,public sector: police
2013,990,813.4187121083336,460.120180391667,476.8230169833338,0.565662145614624,0.58619624376297,public sector: police
2014,990,823.0436672083324,451.84944566666655,476.76402092499984,0.5489981174468994,0.5792694091796875,public sector: police
2015,941,787.7829116249986,448.0205845250003,466.6292786500004,0.5687107443809509,0.5923323035240173,public sector: police
2016,981,844.3444543666672,439.4060422083336,458.388842866667,0.5204108953475952,0.5428931713104248,public sector: police
2017,940,809.4653812749999,453.615631625,476.8895489833334,0.5603891611099243,0.5891413688659668,public sector: police
2018,940,836.213595925001,455.1798574166668,468.3301165333336,0.54433441162109375,0.5600603818893433,public sector: police
2019,869,793.1378431833335,426.73983965833355,444.2943835000006,0.5380399227142334,0.560172975063324,public sector: police
2020,820,841.9028461916664,463.3347370250003,484.86437231666696,0.5503422617912292,0.5759148597717285,public sector: police
2021,829,835.5258153583335,443.8739106500002,468.5526873000002,0.5312509536743164,0.5607877969741821,public sector: police
2022,755,851.3682830999995,471.1285053333331,497.670651658333,0.5533780455589294,0.5845538973808289,public sector: police
1973,41468,63665.16245000008,16712.986609999887,NA,0.2625138461589813,NA,demographics: less than college
1974,40271,64286.02683000113,16568.32182000007,NA,0.2577281892299652,NA,demographics: less than college
1975,38225,62151.318659999844,15089.118200000003,NA,0.24278034269809723,NA,demographics: less than college
1976,39074,64530.32092999929,15594.505190000018,NA,0.2416616678237915,NA,demographics: less than college
1977,46608,66228.87149000024,16616.176700000015,18121.089280000022,0.25089022517204285,0.2736131250858307,demographics: less than college
1978,46439,68921.34516000008,16618.62668000004,18272.922230000015,0.24112452566623688,0.26512718200683594,demographics: less than college
1979,52530,78741.99103999994,18987.670910000033,21125.29840000005,0.2411378026008606,0.26828503608703613,demographics: less than college
1980,61729,78823.81600000047,18082.760620000023,20068.48705999999,0.22940732538700104,0.25459927320480347,demographics: less than college
1981,12602,73435.54588000017,15961.887680000009,17593.715440000014,0.21735914051532745,0.23958037793636322,demographics: less than college
1983,135518,68690.82732833375,14271.240684166647,16184.716576666668,0.2077604979276657,0.23561684787273407,demographics: less than college
1984,137785,71643.2661975019,13938.766031666639,15661.041627499973,0.19455793499946594,0.21859753131866455,demographics: less than college
1985,138927,73092.88735249908,13527.19121999999,15074.492847499943,0.1850685030221939,0.20623748004436493,demographics: less than college
1986,137424,74665.02533833233,13438.41319083332,14923.192444999933,0.17998270690441132,0.1998685747385025,demographics: less than college
1987,137985,76194.55103999998,13234.962590833327,14618.992684166638,0.17369958758354187,0.191864013671875,demographics: less than college
1988,131839,77181.16060416713,13099.822754166724,14529.424612500039,0.16972824931144714,0.18825091421604156,demographics: less than college
1989,136202,79984.13865999991,13177.001421666697,14590.137625833362,0.16474518179893494,0.18241289258003235,demographics: less than college
1990,141654,80740.33661333343,13021.738979166588,14514.747259166576,0.16127923130989075,0.17977070808410645,demographics: less than college
1991,136482,79341.01689583447,12761.883471666635,14177.912045833322,0.1608484983444214,0.17869587242603302,demographics: less than college
1992,134355,80087.36253833232,12604.750461666605,13972.161399166636,0.15738750994205475,0.1744614988565445,demographics: less than college
1993,131953,80654.1951533337,12586.105386666744,13875.735710833438,0.15605022013187408,0.17203985154628754,demographics: less than college
1994,128029,81554.92648501755,12504.488512199956,13865.288121874983,0.15332597494125366,0.17001165449619293,demographics: less than college
1995,126624,82790.1856850899,12138.401837133364,13398.520590966651,0.14661642909049988,0.16183707118034363,demographics: less than college
1996,113087,83644.52167374166,11974.066887175013,13124.377102708342,0.14315423369407654,0.1569065898656845,demographics: less than college
1997,114660,85326.56212191576,11672.373520249961,12764.132781733262,0.1367964893579483,0.14959155023097992,demographics: less than college
1998,115500,86378.65598969178,11685.770140933357,12666.911293266661,0.1352853924036026,0.1466439962387085,demographics: less than college
1999,116536,87376.66125848335,11678.055624300045,12689.722779433403,0.13365188241004944,0.14523011445999146,demographics: less than college
2000,117558,88382.57811876739,11520.776863524994,12505.60789909168,0.1303512156009674,0.1414940357208252,demographics: less than college
2001,124475,87797.12248484162,11462.530134108298,12378.05694877495,0.13055701553821564,0.14098477363586426,demographics: less than college
2002,131965,86374.97578339899,11001.761847549962,11860.433263324981,0.12737210094928741,0.13731330633163452,demographics: less than college
2003,128903,87489.39858599161,10710.197793241647,11691.983981858262,0.12241709232330322,0.13363885879516602,demographics: less than college
2004,126066,87832.87403193538,10320.05560705004,11198.920879641713,0.11749650537967682,0.12750260531902313,demographics: less than college
2005,126408,89358.98398498274,10397.58693467499,11255.510023550038,0.11635749042034149,0.12595835328102112,demographics: less than college
2006,125610,90528.40597980907,10062.61982723331,10884.320702074978,0.11115428060293198,0.12023100256919861,demographics: less than college
2007,122524,90345.74533574189,10038.778209366648,10906.589097858356,0.11111512035131454,0.12072055786848068,demographics: less than college
2008,119697,88924.56529987388,10195.18371045838,11101.743599891699,0.11464980244636536,0.1248445063829422,demographics: less than college
2009,114602,84541.96642850731,9603.937469050014,10490.962506149988,0.11359964311122894,0.12409177422523499,demographics: less than college
2010,112036,83466.00201472368,9031.355223483344,9891.219903458374,0.10820399969816208,0.11850597709417343,demographics: less than college
2011,110238,83936.18165139946,9051.597405708333,9865.95582379996,0.10783904045820236,0.11754115670919418,demographics: less than college
2012,108606,84707.19297883403,8773.644183616683,9620.66052514997,0.10357613861560822,0.11357548832893372,demographics: less than college
2013,107409,84862.5759757345,8795.275264200012,9580.030559316661,0.10364139080047607,0.11288875341415405,demographics: less than college
2014,108044,85901.2005799084,8724.207425033354,9563.729697650057,0.10156095027923584,0.11133406311273575,demographics: less than college
2015,106095,86134.90436395646,8589.898530441713,9457.375850933382,0.099726103246212,0.10979725420475006,demographics: less than college
2016,105720,87090.61489306508,8443.497972408351,9372.25714220001,0.0969507247209549,0.10761500895023346,demographics: less than college
2017,103097,87165.76633954297,8616.114930566657,9473.630009208351,0.09884746372699738,0.1086852177977562,demographics: less than college
2018,99529,87394.56172409095,8453.803329333323,9229.209125208363,0.09673145413398743,0.10560392588376999,demographics: less than college
2019,95682,87627.45961799122,8137.019702316638,9053.559771675018,0.09285924583673477,0.10331875085830688,demographics: less than college
2020,79439,78458.50570826675,7768.989227924992,8520.908307549997,0.09902035444974899,0.10860400646924973,demographics: less than college
2021,79945,81158.63441816656,7545.011486975041,8388.022380800045,0.0929662212729454,0.10335341840982437,demographics: less than college
2022,76766,84097.85826895013,7781.423193683344,8614.577325149996,0.09252819418907166,0.1024351567029953,demographics: less than college
1973,7627,11854.128750000005,1375.5833199999993,NA,0.11604254692792892,NA,demographics: college or more
1974,7974,12815.071100000048,1608.1532099999986,NA,0.1254892200231552,NA,demographics: college or more
1975,8263,13552.604219999988,1689.1617200000012,NA,0.1246374249458313,NA,demographics: college or more
1976,8574,14246.621019999917,1808.479710000002,NA,0.12694095075130463,NA,demographics: college or more
1977,10583,15105.255939999923,2718.924070000001,3413.510099999998,0.17999854683876038,0.22598160803318024,demographics: college or more
1978,10882,16044.734909999996,2929.724989999999,3624.613979999998,0.18259727954864502,0.22590675950050354,demographics: college or more
1979,5550,8374.58289000001,1998.4769300000023,2414.7790200000018,0.23863600194454193,0.28834617137908936,demographics: college or more
1980,6865,8655.6877,2012.5017699999999,2424.8863700000024,0.23250627517700195,0.2801494896411896,demographics: college or more
1981,2831,16102.502920000014,3175.432839999999,3859.3684799999974,0.1972011923789978,0.23967507481575012,demographics: college or more
1983,38414,19598.689371666776,3446.138277500001,4347.429293333345,0.17583513259887695,0.22182245552539825,demographics: college or more
1984,39463,20550.89578000009,3400.9968991666683,4270.477424999997,0.16549141705036163,0.20780006051063538,demographics: college or more
1985,41305,21427.636569166396,3468.909577500006,4283.629575833336,0.16188950836658478,0.199911430478096,demographics: college or more
1986,41723,22237.5257441666,3536.766546666665,4354.656207500003,0.15904496610164642,0.19582466781139374,demographics: college or more
1987,42449,23108.195064999956,3678.1017691666652,4431.964568333321,0.15916872024536133,0.19179189205169678,demographics: college or more
1988,41279,24226.287502500007,3901.8418266666536,4711.897514999995,0.1610581874847412,0.19449523091316223,demographics: college or more
1989,40209,23495.489588333447,3783.450134166669,4607.423201666662,0.16102878749370575,0.196098193526268,demographics: college or more
1990,43376,24135.207345000286,3754.231273333335,4590.365627499986,0.15554998815059662,0.1901937574148178,demographics: college or more
1991,43078,24381.59033000025,3849.94124499999,4611.945050833331,0.15790361166000366,0.18915686011314392,demographics: college or more
1992,42491,24580.92373416656,3813.4861891666533,4606.304516666654,0.15514007210731506,0.18739347159862518,demographics: college or more
1993,42642,25447.074194999823,4041.365121666682,4806.706005000011,0.15881453454494476,0.18889032304286957,demographics: college or more
1994,42775,26432.83031039155,4235.859488491656,4977.189984366662,0.16024993360042572,0.18829576671123505,demographics: college or more
1995,43683,27247.937953316577,4221.187444116666,4947.805072666677,0.15491768717765808,0.18158456683158875,demographics: college or more
1996,39103,28315.731804066687,4295.292754008333,5033.74015097498,0.15169280767440796,0.17777185142040253,demographics: college or more
1997,40295,29206.48616178338,4437.549623299969,5158.872189049989,0.15193712711334229,0.17663447558879852,demographics: college or more
1998,41490,30351.256533833403,4525.641426016666,5251.420873749994,0.1491088718175888,0.17302152514457703,demographics: college or more
1999,42842,31586.83403418302,4798.637338666648,5492.555015133327,0.1519189029932022,0.1738874763250351,demographics: college or more
2000,43568,32403.04719189151,4737.396025391685,5438.527779708346,0.1462021768093109,0.16784000396728516,demographics: college or more
2001,47058,32910.500748183375,4826.24128442502,5500.027127149999,0.14664745330810547,0.16712073981761932,demographics: college or more
2002,52172,33604.27109190829,4976.943040866676,5641.2021857000245,0.1481044739484787,0.16787157952785492,demographics: college or more
2003,51927,34868.47937585825,5065.775039633322,5756.379474008318,0.14528235793113708,0.16508834064006805,demographics: college or more
2004,51792,35721.0055655919,5151.548804349996,5888.385513366666,0.14421622455120087,0.16484378278255463,demographics: college or more
2005,52740,36530.278035608084,5287.801465166668,5967.85532435833,0.1447511911392212,0.163367360830307,demographics: college or more
2006,53051,37708.7749579671,5296.482870008329,5975.859457283329,0.14045757055282593,0.15847396850585938,demographics: college or more
2007,54499,39421.25667562498,5631.568718475005,6336.753998766668,0.1428561508655548,0.1607445925474167,demographics: college or more
2008,55200,40452.611409566714,5902.346346999989,6658.841024625,0.1459076702594757,0.164608433842659,demographics: college or more
2009,55125,39947.904336791624,5723.347656833294,6412.640059116619,0.14327028393745422,0.16052506864070892,demographics: college or more
2010,55792,40607.03795951638,5683.70104258333,6398.310747324995,0.1399683803319931,0.15756654739379883,demographics: college or more
2011,56021,41273.93921440861,5703.072453333331,6415.062152649988,0.1381761133670807,0.15542645752429962,demographics: college or more
2012,57478,42895.97034090848,5575.709351224998,6285.244619974995,0.129982128739357,0.14652296900749207,demographics: college or more
2013,58469,44274.0301836829,5720.47744990001,6436.138415374993,0.12920616567134857,0.1453705132007599,demographics: college or more
2014,59030,45551.578694583746,5845.728276416663,6578.710319983352,0.12833206355571747,0.14442332088947296,demographics: college or more
2015,59187,47635.577903741454,6196.38197929168,6975.434496575036,0.13007886707782745,0.1464332938194275,demographics: college or more
2016,60088,49041.27357019962,6106.135877066672,6892.3161391833355,0.12451013922691345,0.14054113626480103,demographics: college or more
2017,60684,50747.14554510844,6195.410120191665,6962.4993487999955,0.12208390980958939,0.13719981908798218,demographics: college or more
2018,60326,52734.66790637502,6286.385004949997,7145.1824483666505,0.11920782178640366,0.13549308478832245,demographics: college or more
2019,59045,54138.98701779191,6429.6371134749825,7321.3599340499795,0.11876168102025986,0.13523267209529877,demographics: college or more
2020,54232,53746.77200416616,6481.244361191687,7414.905925466699,0.12058853358030319,0.1379600167274475,demographics: college or more
2021,54232,55262.18956647472,6458.5417637999935,7407.42020539999,0.11687090247869492,0.13404138386249542,demographics: college or more
2022,52948,57600.639045317606,6498.65328290834,7381.316579233353,0.11282259225845337,0.1281464397907257,demographics: college or more
1973,29428,45501.73199000024,13904.3784599999,NA,0.3055790960788727,NA,demographics: male
1974,28617,46155.45565000033,13917.029570000048,NA,0.3015251159667969,NA,demographics: male
1975,27188,44768.48684999984,12591.009630000002,NA,0.28124716877937317,NA,demographics: male
1976,27636,46189.35470000014,12971.878599999965,NA,0.28084129095077515,NA,demographics: male
1977,32843,47325.67155000046,14006.180879999976,15235.669019999978,0.2959531247615814,0.32193243503570557,demographics: male
1978,32674,49120.94873999986,14048.95127000001,15273.668220000005,0.2860073149204254,0.3109399974346161,demographics: male
1979,32924,50030.39308999978,14830.275909999944,16195.795889999941,0.29642534255981445,0.3237191438674927,demographics: male
1980,38283,49347.76753999976,14039.33974000005,15301.925200000069,0.2844979763031006,0.31008341908454895,demographics: male
1981,8581,50270.26771999998,13318.774280000025,14591.679280000028,0.26494336128234863,0.2902646064758301,demographics: male
1983,93023,47856.134865833716,11809.072461666625,13269.71143583331,0.24676193296909332,0.2772834002971649,demographics: male
1984,94627,50022.20341499999,11510.70568166663,12831.879673333295,0.23011192679405212,0.25652366876602173,demographics: male
1985,95591,51015.00957666702,11264.333080833323,12447.860419166691,0.22080428898334503,0.24400387704372406,demographics: male
1986,93910,51941.82081749957,11172.89543666664,12317.116840833305,0.21510404348373413,0.2371329367160797,demographics: male
1987,93916,52937.80053916678,11071.166449999968,12144.25852833334,0.20913536846637726,0.2294061779975891,demographics: male
1988,90036,53912.12044416678,11019.195581666714,12132.407439166735,0.20439180731773376,0.22504043579101563,demographics: male
1989,91413,54788.97541000045,10819.738565833395,11954.892532500078,0.1974802166223526,0.21819886565208435,demographics: male
1990,95509,55552.80978000007,10597.268182500036,11774.844476666649,0.19076025485992432,0.2119576781988144,demographics: male
1991,92071,54618.089444999925,10469.504773333249,11542.410819999928,0.19168566167354584,0.21132944524288177,demographics: male
1992,90327,54856.3253816661,10147.811644166653,11170.52057999996,0.18498890101909637,0.20363231003284454,demographics: male
1993,88715,55489.62011000011,10105.269791666664,11066.58569666673,0.182110995054245,0.19943523406982422,demographics: male
1994,86823,56573.37962663326,10096.396333883287,11099.582424624985,0.17846550047397614,0.196197971701622,demographics: male
1995,86900,57668.65302556709,9929.323431008346,10867.564770675033,0.17217886447906494,0.18844838440418243,demographics: male
1996,77409,58472.640213008744,9858.966663758343,10761.322914083357,0.16860820353031158,0.18404030799865723,demographics: male
1997,78848,59825.22732241617,9762.720345841668,10618.612838916648,0.16318735480308533,0.1774939000606537,demographics: male
1998,79983,60972.68016869927,9849.734255641688,10638.460658433356,0.16154339909553528,0.174479141831398,demographics: male
1999,81352,61913.58315723337,9948.963276066685,10757.579623975049,0.16069112718105316,0.17375153303146362,demographics: male
2000,82328,62852.62043525887,9578.038234116673,10354.553243033333,0.15238884091377258,0.16474337875843048,demographics: male
2001,87450,62676.55674207538,9538.06063916667,10289.25343521667,0.1521790772676468,0.16416430473327637,demographics: male
2002,93221,62138.3007150243,9237.520892741652,9962.32494139999,0.14866065979003906,0.1603250354528427,demographics: male
2003,90944,63235.55387080925,9044.447784200021,9847.64059038332,0.1430278867483139,0.1557294875383377,demographics: male
2004,89919,64145.47452890854,8878.162045066689,9637.67558793333,0.1384066790342331,0.15024715662002563,demographics: male
2005,90611,65466.392936642005,8870.22192934996,9596.964679199955,0.13549275696277618,0.14659376442432404,demographics: male
2006,90738,66811.47390339995,8656.676092308271,9359.572027208224,0.12956871092319489,0.14008928835391998,demographics: male
2007,89417,67468.10649445816,8767.378354049979,9494.361574799981,0.1299484819173813,0.14072370529174805,demographics: male
2008,88068,66845.54831124915,8937.85950326668,9724.26600926668,0.133709117770195,0.1454736590385437,demographics: male
2009,84623,63538.56400433264,8440.721734924986,9176.107583274981,0.13284407556056976,0.1444179266691208,demographics: male
2010,83668,63530.82081295703,7993.549895158312,8761.269613099985,0.12582160532474518,0.13790582120418549,demographics: male
2011,83463,64699.65220915982,8003.018992574998,8729.633198158344,0.12369493395090103,0.1349254995584488,demographics: male
2012,84045,65914.78148032555,7887.504150099992,8602.758463150014,0.11966214329004288,0.13051334023475647,demographics: male
2013,84105,66810.96274955788,7947.889566099996,8680.398980133376,0.11896085739135742,0.12992477416992188,demographics: male
2014,84878,68061.64162998355,7935.943753408337,8714.358018225017,0.11659935861825943,0.1280362606048584,demographics: male
2015,83898,69314.78910183276,7955.739224250047,8753.779635233392,0.11477693915367126,0.1262902170419693,demographics: male
2016,84360,70612.51778388288,7883.168390658355,8699.183098575015,0.11163981258869171,0.12319605052471161,demographics: male
2017,83021,71482.89944800867,8165.273214108331,8929.24833169167,0.11422694474458694,0.12491446733474731,demographics: male
2018,81388,72652.47869549201,8078.894979883335,8863.5915599167,0.11119916290044785,0.12199985235929489,demographics: male
2019,78633,73368.22668507486,7945.352575533324,8839.743203533362,0.10829418897628784,0.1204846203327179,demographics: male
2020,68252,68732.98318088324,7580.182190633346,8429.104753075035,0.11028449237346649,0.12263551354408264,demographics: male
2021,68586,70756.41051282526,7513.559457825024,8407.005417125027,0.10618910193443298,0.11881616711616516,demographics: male
2022,66361,73689.91424970023,7770.565819816679,8550.688024133338,0.10544952005147934,0.1160360723733902,demographics: male
1973,19667,30017.559209999796,4184.19147,NA,0.1393914669752121,NA,demographics: female
1974,19628,30945.642279999865,4259.445459999996,NA,0.13764281570911407,NA,demographics: female
1975,19300,30935.43602999984,4187.270290000005,NA,0.135355144739151,NA,demographics: female
1976,20012,32587.587249999757,4431.1062999999895,NA,0.13597528636455536,NA,demographics: female
1977,24348,34008.45587999974,5328.919890000003,6298.930359999991,0.1566939651966095,0.18521659076213837,demographics: female
1978,24647,35845.13132999995,5499.4004,6623.8679900000125,0.15342111885547638,0.18479128181934357,demographics: female
1979,25156,37086.180840000125,6155.871929999977,7344.28152999997,0.16598829627037048,0.19803284108638763,demographics: female
1980,30311,38131.73616000002,6055.922650000004,7191.448229999996,0.15881581604480743,0.18859483301639557,demographics: female
1981,6852,39267.78107999999,5818.5462400000115,6861.404640000015,0.14817608892917633,0.1747336983680725,demographics: female
1983,80909,40433.381834166496,5908.306499999982,7262.434434166653,0.146124467253685,0.1796148121356964,demographics: female
1984,82621,42171.95856249972,5829.057249166649,7099.639379166664,0.1382211595773697,0.16834977269172668,demographics: female
1985,84641,43505.51434499924,5731.767716666681,6910.262004166674,0.13174808025360107,0.1588364690542221,demographics: female
1986,85237,44960.73026500003,5802.284300833281,6960.731811666643,0.1290522664785385,0.15481802821159363,demographics: female
1987,86518,46364.945565833536,5841.897909999998,6906.698724166664,0.12599815428256989,0.1489638090133667,demographics: female
1988,83082,47495.32766250093,5982.468999166661,7108.914688333327,0.1259590983390808,0.14967608451843262,demographics: female
1989,84998,48690.6528383339,6140.712989999994,7242.668295000001,0.12611687183380127,0.14874863624572754,demographics: female
1990,89521,49322.73417833357,6178.702070000006,7330.268409999964,0.12527087330818176,0.1486184448003769,demographics: female
1991,87489,49104.51778083285,6142.319943333333,7247.446276666661,0.12508665025234222,0.14759224653244019,demographics: female
1992,86519,49811.96089083315,6270.4250066666755,7407.945335833343,0.12588191032409668,0.1487182080745697,demographics: female
1993,85880,50611.649238333914,6522.200716666687,7615.856019166661,0.12886758148670197,0.1504763513803482,demographics: female
1994,83981,51414.37716877435,6643.951666808365,7742.895681616714,0.12922361493110657,0.15059787034988403,demographics: female
1995,83407,52369.470612841644,6430.265850241666,7478.760892958349,0.12278653681278229,0.14280764758586884,demographics: female
1996,74781,53487.61326480028,6410.39297742502,7396.794339600023,0.11984817683696747,0.13828985393047333,demographics: female
1997,76107,54707.820961283665,6347.202797708325,7304.392131866671,0.11602002382278442,0.13351641595363617,demographics: female
1998,77007,55757.232354825166,6361.677311308323,7279.871508583321,0.11409600079059601,0.13056372106075287,demographics: female
1999,78026,57049.912135432874,6527.729686899993,7424.698170591669,0.11442138254642487,0.1301438957452774,demographics: female
2000,78798,57933.004875401,6680.134654799986,7589.582435766662,0.11530792713165283,0.13100619614124298,demographics: female
2001,84083,58031.06649095008,6750.710779366659,7588.830640708313,0.11632925271987915,0.13077186048030853,demographics: female
2002,90916,57840.9461602834,6741.183995674999,7539.310507624996,0.11654692143201828,0.13034555315971375,demographics: female
