response_id,pair_id,term1,term2,selected
870,6,Will Happen,Almost Certain,Will Happen
870,7,Better than Even,Improbable,Better than Even
870,8,Remote Chance,About Even,About Even
870,9,Chances are Slight,Realistic Possibility,Realistic Possibility
870,10,Probable,Highly Unlikely,Probable
869,1,Will Happen,Remote Chance,Will Happen
869,2,Likely,Might Happen,Likely
869,3,Chances are Slight,Very Good Chance,Very Good Chance
869,4,Improbable,Realistic Possibility,Realistic Possibility
869,5,Better than Even,Little Chance,Better than Even
869,6,Highly Likely,Unlikely,Highly Likely
869,7,Almost Certain,Probable,Almost Certain
869,8,Highly Unlikely,Almost No Chance,Highly Unlikely
869,9,May Happen,About Even,About Even
869,10,Remote Chance,Will Happen,Will Happen
868,1,Improbable,Might Happen,Might Happen
868,2,Highly Unlikely,Could Happen,Could Happen
868,3,Highly Likely,Probable,Highly Likely
868,4,Little Chance,Likely,Likely
868,5,May Happen,About Even,May Happen
868,6,Chances are Slight,Remote Chance,Chances are Slight
868,7,Better than Even,Almost No Chance,Better than Even
868,8,Very Good Chance,Realistic Possibility,Very Good Chance
868,9,Will Happen,Unlikely,Will Happen
868,10,Might Happen,Improbable,Might Happen
867,1,Improbable,Probable,Probable
867,2,About Even,Chances are Slight,About Even
867,3,Unlikely,Little Chance,Unlikely
867,4,Almost No Chance,Might Happen,Might Happen
867,5,Highly Likely,Will Happen,Will Happen
867,6,Could Happen,Likely,Likely
867,7,May Happen,Realistic Possibility,Realistic Possibility
867,8,Highly Unlikely,Very Good Chance,Very Good Chance
867,9,Almost Certain,Better than Even,Almost Certain
867,10,Probable,Improbable,Probable
866,1,Little Chance,Realistic Possibility,Realistic Possibility
866,2,Improbable,Will Happen,Will Happen
866,3,May Happen,Very Good Chance,Very Good Chance
866,4,Could Happen,About Even,About Even
866,5,Better than Even,Almost Certain,Almost Certain
866,6,Likely,Remote Chance,Likely
866,7,Highly Likely,Probable,Highly Likely
866,8,Chances are Slight,Highly Unlikely,Highly Unlikely
866,9,Almost No Chance,Unlikely,Almost No Chance
866,10,Realistic Possibility,Little Chance,Realistic Possibility
865,1,Better than Even,Probable,Probable
865,2,Little Chance,Almost Certain,Little Chance
865,3,Improbable,Very Good Chance,Very Good Chance
865,4,Highly Likely,May Happen,May Happen
865,5,Chances are Slight,Almost No Chance,Chances are Slight
865,6,Unlikely,Might Happen,Might Happen
865,7,Realistic Possibility,Highly Unlikely,Realistic Possibility
865,8,About Even,Will Happen,About Even
865,9,Remote Chance,Could Happen,Could Happen
865,10,Probable,Better than Even,Probable
864,1,May Happen,Little Chance,May Happen
864,2,Probable,Highly Likely,Highly Likely
864,3,Unlikely,Almost No Chance,Unlikely
864,4,Very Good Chance,Might Happen,Very Good Chance
864,5,Almost Certain,Could Happen,Almost Certain
864,6,Realistic Possibility,Better than Even,Realistic Possibility
864,7,Improbable,About Even,About Even
864,8,Chances are Slight,Will Happen,Will Happen
864,9,Remote Chance,Likely,Likely
864,10,Little Chance,May Happen,May Happen
863,1,May Happen,Might Happen,May Happen
863,2,Could Happen,Almost Certain,Almost Certain
863,3,About Even,Likely,Likely
863,4,Chances are Slight,Unlikely,Unlikely
863,5,Probable,Very Good Chance,Very Good Chance
863,6,Better than Even,Highly Likely,Highly Likely
863,7,Highly Unlikely,Almost No Chance,Highly Unlikely
863,8,Will Happen,Remote Chance,Will Happen
863,9,Little Chance,Realistic Possibility,Realistic Possibility
863,10,Might Happen,May Happen,May Happen
862,1,Almost No Chance,Might Happen,Might Happen
862,2,Likely,May Happen,Likely
862,3,Better than Even,Highly Unlikely,Better than Even
862,4,Little Chance,Improbable,Improbable
862,5,Probable,About Even,Probable
862,6,Almost Certain,Very Good Chance,Almost Certain
862,7,Highly Likely,Remote Chance,Highly Likely
862,8,Could Happen,Realistic Possibility,Realistic Possibility
862,9,Will Happen,Unlikely,Will Happen
862,10,Might Happen,Almost No Chance,Might Happen
861,1,Chances are Slight,Remote Chance,Remote Chance
861,2,Realistic Possibility,Better than Even,Realistic Possibility
861,3,Might Happen,Almost Certain,Almost Certain
861,4,Unlikely,Highly Likely,Highly Likely
861,5,Very Good Chance,Will Happen,Will Happen
861,6,Almost No Chance,Improbable,Improbable
861,7,Highly Unlikely,About Even,About Even
861,8,Little Chance,Likely,Likely
861,9,Probable,May Happen,Probable
861,10,Remote Chance,Chances are Slight,Remote Chance
860,1,Almost No Chance,Unlikely,Unlikely
860,2,Remote Chance,Might Happen,Might Happen
860,3,Could Happen,Probable,Probable
860,4,Highly Unlikely,Likely,Likely
860,5,Chances are Slight,Almost Certain,Almost Certain
860,6,Realistic Possibility,Highly Likely,Highly Likely
860,7,Improbable,Better than Even,Better than Even
860,8,Will Happen,Little Chance,Will Happen
860,9,Very Good Chance,May Happen,Very Good Chance
860,10,Unlikely,Almost No Chance,Unlikely
859,1,Very Good Chance,Highly Likely,Highly Likely
859,2,Chances are Slight,About Even,About Even
859,3,Almost No Chance,Little Chance,Little Chance
859,4,Unlikely,Probable,Probable
859,5,Improbable,Highly Unlikely,Improbable
859,6,May Happen,Likely,Likely
859,7,Remote Chance,Realistic Possibility,Realistic Possibility
859,8,Will Happen,Better than Even,Will Happen
859,9,Could Happen,Might Happen,Could Happen
859,10,Highly Likely,Very Good Chance,Very Good Chance
858,1,Highly Unlikely,May Happen,Highly Unlikely
858,2,Likely,Chances are Slight,Likely
858,3,Remote Chance,Little Chance,Little Chance
858,4,Better than Even,Will Happen,Will Happen
858,5,Probable,Very Good Chance,Very Good Chance
858,6,About Even,Almost Certain,Almost Certain
858,7,Highly Likely,Improbable,Highly Likely
858,8,Might Happen,Unlikely,Might Happen
858,9,Almost No Chance,Realistic Possibility,Realistic Possibility
858,10,May Happen,Highly Unlikely,May Happen
857,1,Unlikely,Highly Unlikely,Highly Unlikely
857,2,Realistic Possibility,May Happen,Realistic Possibility
857,3,Likely,Will Happen,Will Happen
857,4,Could Happen,About Even,Could Happen
857,5,Improbable,Might Happen,Might Happen
857,6,Almost No Chance,Almost Certain,Almost Certain
857,7,Remote Chance,Very Good Chance,Very Good Chance
857,8,Probable,Highly Likely,Highly Likely
857,9,Chances are Slight,Little Chance,Little Chance
857,10,Highly Unlikely,Unlikely,Highly Unlikely
856,1,Improbable,Better than Even,Better than Even
856,2,Probable,Unlikely,Probable
856,3,Realistic Possibility,Highly Unlikely,Realistic Possibility
856,4,Will Happen,Very Good Chance,Will Happen
856,5,Almost No Chance,Almost Certain,Almost Certain
856,6,Chances are Slight,Likely,Likely
856,7,Little Chance,Could Happen,Could Happen
856,8,Might Happen,Highly Likely,Highly Likely
856,9,About Even,Remote Chance,About Even
856,10,Better than Even,Improbable,Better than Even
855,1,Improbable,Chances are Slight,Chances are Slight
855,2,Almost Certain,Likely,Almost Certain
855,3,Realistic Possibility,Probable,Probable
855,4,Better than Even,Highly Unlikely,Better than Even
855,5,Little Chance,Highly Likely,Highly Likely
855,6,May Happen,About Even,May Happen
855,7,Might Happen,Very Good Chance,Very Good Chance
855,8,Will Happen,Could Happen,Will Happen
855,9,Almost No Chance,Unlikely,Unlikely
855,10,Chances are Slight,Improbable,Chances are Slight
854,1,Will Happen,Could Happen,Will Happen
854,2,Might Happen,Likely,Likely
854,3,Very Good Chance,Probable,Very Good Chance
854,4,Chances are Slight,About Even,About Even
854,5,Highly Likely,Better than Even,Highly Likely
854,6,Almost Certain,Remote Chance,Almost Certain
854,7,Little Chance,Unlikely,Unlikely
854,8,Almost No Chance,May Happen,May Happen
854,9,Improbable,Realistic Possibility,Realistic Possibility
854,10,Could Happen,Will Happen,Will Happen
853,1,Likely,Realistic Possibility,Likely
853,2,Almost Certain,Highly Likely,Almost Certain
853,3,Will Happen,Almost No Chance,Will Happen
853,4,Little Chance,About Even,About Even
853,5,May Happen,Unlikely,May Happen
853,6,Improbable,Probable,Probable
853,7,Highly Unlikely,Better than Even,Better than Even
853,8,Could Happen,Very Good Chance,Very Good Chance
853,9,Might Happen,Chances are Slight,Might Happen
853,10,Realistic Possibility,Likely,Likely
852,1,Unlikely,Highly Likely,Highly Likely
852,2,Chances are Slight,Improbable,Chances are Slight
852,3,Almost Certain,Probable,Almost Certain
852,4,Realistic Possibility,Remote Chance,Realistic Possibility
852,5,About Even,Could Happen,About Even
852,6,Will Happen,Better than Even,Will Happen
852,7,Highly Unlikely,May Happen,May Happen
852,8,Likely,Little Chance,Likely
852,9,Almost No Chance,Very Good Chance,Very Good Chance
852,10,Highly Likely,Unlikely,Highly Likely
851,1,Could Happen,Probable,Probable
851,2,Highly Unlikely,Realistic Possibility,Realistic Possibility
851,3,Almost No Chance,About Even,About Even
851,4,Almost Certain,Unlikely,Almost Certain
851,5,Very Good Chance,Improbable,Very Good Chance
851,6,Remote Chance,Highly Likely,Highly Likely
851,7,Chances are Slight,Little Chance,Little Chance
851,8,Likely,Might Happen,Likely
851,9,Better than Even,May Happen,Better than Even
851,10,Probable,Could Happen,Probable
850,1,Little Chance,Might Happen,Might Happen
850,2,May Happen,Very Good Chance,Very Good Chance
850,3,Almost Certain,Probable,Almost Certain
850,4,Realistic Possibility,Highly Likely,Highly Likely
850,5,Remote Chance,Improbable,Improbable
850,6,Chances are Slight,Unlikely,Unlikely
850,7,Almost No Chance,Likely,Likely
850,8,Could Happen,About Even,About Even
850,9,Highly Unlikely,Will Happen,Will Happen
850,10,Might Happen,Little Chance,Might Happen
849,1,Remote Chance,Almost Certain,Almost Certain
849,2,Highly Likely,Better than Even,Highly Likely
849,3,Highly Unlikely,Almost No Chance,Almost No Chance
849,4,Very Good Chance,Probable,Very Good Chance
849,5,Could Happen,Chances are Slight,Could Happen
849,6,Unlikely,May Happen,May Happen
849,7,Realistic Possibility,Likely,Realistic Possibility
849,8,About Even,Improbable,About Even
849,9,Might Happen,Little Chance,Might Happen
849,10,Almost Certain,Remote Chance,Almost Certain
848,1,Could Happen,Highly Likely,Highly Likely
848,2,Almost No Chance,Will Happen,Will Happen
848,3,Unlikely,Chances are Slight,Chances are Slight
848,4,Better than Even,Very Good Chance,Very Good Chance
848,5,May Happen,Almost Certain,Almost Certain
848,6,Remote Chance,Likely,Likely
848,7,Improbable,Highly Unlikely,Highly Unlikely
848,8,About Even,Little Chance,About Even
848,9,Realistic Possibility,Probable,Realistic Possibility
848,10,Highly Likely,Could Happen,Highly Likely
847,1,Chances are Slight,Improbable,Chances are Slight
847,2,Better than Even,Highly Likely,Highly Likely
847,3,Could Happen,Little Chance,Could Happen
847,4,Almost Certain,Probable,Almost Certain
847,5,About Even,Will Happen,Will Happen
847,6,Might Happen,May Happen,Might Happen
847,7,Unlikely,Realistic Possibility,Unlikely
847,8,Very Good Chance,Almost No Chance,Very Good Chance
847,9,Remote Chance,Highly Unlikely,Remote Chance
847,10,Improbable,Chances are Slight,Chances are Slight
846,1,Almost Certain,Unlikely,Almost Certain
846,2,Realistic Possibility,Very Good Chance,Very Good Chance
846,3,Chances are Slight,Almost No Chance,Chances are Slight
846,4,Likely,Highly Likely,Highly Likely
846,5,Better than Even,May Happen,Better than Even
846,6,Improbable,Could Happen,Could Happen
846,7,Little Chance,Will Happen,Will Happen
846,8,Might Happen,About Even,About Even
846,9,Remote Chance,Probable,Probable
846,10,Unlikely,Almost Certain,Almost Certain
845,1,Better than Even,Might Happen,Better than Even
845,2,Likely,Highly Unlikely,Likely
845,3,Probable,Will Happen,Will Happen
845,4,Realistic Possibility,Very Good Chance,Very Good Chance
845,5,Could Happen,Little Chance,Could Happen
845,6,About Even,Almost No Chance,About Even
845,7,Highly Likely,Chances are Slight,Highly Likely
845,8,May Happen,Unlikely,May Happen
845,9,Almost Certain,Remote Chance,Almost Certain
845,10,Might Happen,Better than Even,Better than Even
844,1,Highly Likely,About Even,Highly Likely
844,2,Almost No Chance,Almost Certain,Almost Certain
844,3,Highly Unlikely,Could Happen,Could Happen
844,4,Improbable,Might Happen,Might Happen
844,5,Remote Chance,Likely,Likely
844,6,Very Good Chance,Unlikely,Very Good Chance
844,7,Little Chance,Realistic Possibility,Realistic Possibility
844,8,Probable,Chances are Slight,Probable
844,9,Better than Even,May Happen,Better than Even
844,10,About Even,Highly Likely,Highly Likely
843,1,Probable,Likely,Probable
843,2,Chances are Slight,About Even,Chances are Slight
843,3,Almost No Chance,Highly Unlikely,Highly Unlikely
843,4,Unlikely,Highly Likely,Highly Likely
843,5,Little Chance,Almost Certain,Almost Certain
843,6,Improbable,Will Happen,Will Happen
843,7,Might Happen,Remote Chance,Might Happen
843,8,Could Happen,Realistic Possibility,Could Happen
843,9,Better than Even,May Happen,May Happen
843,10,Likely,Probable,Probable
842,1,Improbable,Remote Chance,Improbable
842,2,May Happen,Better than Even,Better than Even
842,3,Realistic Possibility,Chances are Slight,Realistic Possibility
842,4,Highly Unlikely,About Even,About Even
842,5,Probable,Will Happen,Will Happen
842,6,Likely,Might Happen,Likely
842,7,Could Happen,Little Chance,Could Happen
842,8,Unlikely,Highly Likely,Highly Likely
842,9,Almost No Chance,Very Good Chance,Very Good Chance
842,10,Remote Chance,Improbable,Improbable
841,1,About Even,Little Chance,About Even
841,2,Chances are Slight,Improbable,Chances are Slight
841,3,Almost No Chance,Better than Even,Better than Even
841,4,Very Good Chance,Highly Likely,Highly Likely
841,5,Highly Unlikely,Will Happen,Will Happen
841,6,Unlikely,Remote Chance,Unlikely
841,7,Probable,Realistic Possibility,Probable
841,8,Could Happen,May Happen,Could Happen
841,9,Almost Certain,Might Happen,Almost Certain
841,10,Little Chance,About Even,About Even
840,1,Remote Chance,Realistic Possibility,Realistic Possibility
840,2,About Even,Better than Even,Better than Even
840,3,Very Good Chance,Might Happen,Very Good Chance
840,4,Could Happen,Highly Unlikely,Could Happen
840,5,Highly Likely,Will Happen,Will Happen
840,6,Improbable,Little Chance,Little Chance
840,7,Almost No Chance,Almost Certain,Almost Certain
840,8,Unlikely,May Happen,May Happen
840,9,Probable,Likely,Likely
840,10,Realistic Possibility,Remote Chance,Realistic Possibility
839,1,Highly Unlikely,Better than Even,Better than Even
839,2,Will Happen,Chances are Slight,Will Happen
839,3,Realistic Possibility,Improbable,Realistic Possibility
839,4,Remote Chance,Unlikely,Remote Chance
839,5,Likely,May Happen,Likely
839,6,Probable,Highly Likely,Highly Likely
839,7,Could Happen,About Even,About Even
839,8,Might Happen,Almost No Chance,Might Happen
839,9,Very Good Chance,Little Chance,Very Good Chance
839,10,Better than Even,Highly Unlikely,Better than Even
838,1,Little Chance,Probable,Probable
838,2,Better than Even,Improbable,Better than Even
838,3,Almost Certain,Almost No Chance,Almost Certain
838,4,Could Happen,Highly Likely,Highly Likely
838,5,Unlikely,Might Happen,Might Happen
838,6,Remote Chance,May Happen,May Happen
838,7,Chances are Slight,About Even,About Even
838,8,Very Good Chance,Highly Unlikely,Very Good Chance
838,9,Will Happen,Realistic Possibility,Will Happen
838,10,Probable,Little Chance,Probable
837,1,Highly Unlikely,Better than Even,Better than Even
837,2,May Happen,Remote Chance,May Happen
837,3,Highly Likely,Very Good Chance,Highly Likely
837,4,Chances are Slight,Likely,Likely
837,5,Might Happen,Unlikely,Might Happen
837,6,Realistic Possibility,Little Chance,Realistic Possibility
837,7,Almost Certain,Improbable,Almost Certain
837,8,Will Happen,Probable,Will Happen
837,9,About Even,Could Happen,About Even
837,10,Better than Even,Highly Unlikely,Better than Even
836,1,Realistic Possibility,About Even,Realistic Possibility
836,2,Might Happen,Improbable,Might Happen
836,3,May Happen,Very Good Chance,Very Good Chance
836,4,Could Happen,Probable,Probable
836,5,Almost No Chance,Unlikely,Unlikely
836,6,Remote Chance,Little Chance,Remote Chance
836,7,Will Happen,Chances are Slight,Will Happen
836,8,Almost Certain,Likely,Almost Certain
836,9,Better than Even,Highly Likely,Highly Likely
836,10,About Even,Realistic Possibility,Realistic Possibility
835,1,Will Happen,Could Happen,Will Happen
835,2,Very Good Chance,About Even,Very Good Chance
835,3,Realistic Possibility,Improbable,Realistic Possibility
835,4,Likely,Almost No Chance,Likely
835,5,Almost Certain,Chances are Slight,Almost Certain
835,6,Probable,Highly Likely,Highly Likely
835,7,Might Happen,Highly Unlikely,Might Happen
835,8,Better than Even,Unlikely,Better than Even
835,9,May Happen,Little Chance,May Happen
835,10,Could Happen,Will Happen,Will Happen
834,1,Might Happen,Very Good Chance,Very Good Chance
834,2,Remote Chance,Could Happen,Could Happen
834,3,Little Chance,About Even,About Even
834,4,Almost Certain,May Happen,Almost Certain
834,5,Likely,Highly Unlikely,Likely
834,6,Chances are Slight,Realistic Possibility,Realistic Possibility
834,7,Unlikely,Highly Likely,Highly Likely
834,8,Will Happen,Better than Even,Will Happen
834,9,Probable,Improbable,Probable
834,10,Very Good Chance,Might Happen,Very Good Chance
833,1,Little Chance,Will Happen,Will Happen
833,2,Improbable,Almost Certain,Almost Certain
833,3,Highly Likely,Might Happen,Highly Likely
833,4,About Even,Likely,Likely
833,5,Realistic Possibility,Very Good Chance,Very Good Chance
833,6,Could Happen,Remote Chance,Could Happen
833,7,Highly Unlikely,Probable,Probable
833,8,Unlikely,Better than Even,Better than Even
833,9,May Happen,Chances are Slight,May Happen
833,10,Will Happen,Little Chance,Will Happen
832,1,Almost Certain,May Happen,Almost Certain
832,2,Chances are Slight,Probable,Probable
832,3,Remote Chance,Might Happen,Might Happen
832,4,Improbable,Will Happen,Will Happen
832,5,About Even,Unlikely,About Even
832,6,Realistic Possibility,Highly Unlikely,Realistic Possibility
832,7,Little Chance,Likely,Likely
832,8,Almost No Chance,Very Good Chance,Very Good Chance
832,9,Could Happen,Better than Even,Better than Even
832,10,May Happen,Almost Certain,Almost Certain
831,1,Almost No Chance,May Happen,May Happen
831,2,Very Good Chance,Likely,Very Good Chance
831,3,Could Happen,Probable,Probable
831,4,Highly Unlikely,Chances are Slight,Highly Unlikely
831,5,Better than Even,Unlikely,Better than Even
831,6,About Even,Little Chance,About Even
831,7,Almost Certain,Highly Likely,Almost Certain
831,8,Realistic Possibility,Improbable,Realistic Possibility
831,9,Remote Chance,Might Happen,Might Happen
831,10,May Happen,Almost No Chance,May Happen
830,1,Likely,Almost No Chance,Likely
830,2,Could Happen,About Even,About Even
830,3,Might Happen,Unlikely,Might Happen
830,4,Highly Likely,Probable,Probable
830,5,Little Chance,Very Good Chance,Very Good Chance
830,6,May Happen,Chances are Slight,May Happen
830,7,Improbable,Almost Certain,Almost Certain
830,8,Better than Even,Will Happen,Will Happen
830,9,Remote Chance,Highly Unlikely,Remote Chance
830,10,Almost No Chance,Likely,Likely
829,1,Highly Unlikely,Remote Chance,Remote Chance
829,2,Might Happen,Little Chance,Might Happen
829,3,Probable,Realistic Possibility,Realistic Possibility
829,4,Almost No Chance,Unlikely,Almost No Chance
829,5,Will Happen,Could Happen,Will Happen
829,6,About Even,Likely,Likely
829,7,Better than Even,Almost Certain,Almost Certain
829,8,Highly Likely,May Happen,Highly Likely
829,9,Improbable,Chances are Slight,Improbable
829,10,Remote Chance,Highly Unlikely,Highly Unlikely
828,1,Might Happen,Will Happen,Will Happen
828,2,May Happen,Improbable,May Happen
828,3,Probable,Little Chance,Probable
828,4,Almost No Chance,Highly Likely,Highly Likely
828,5,Better than Even,About Even,Better than Even
828,6,Highly Unlikely,Likely,Likely
828,7,Realistic Possibility,Almost Certain,Almost Certain
828,8,Could Happen,Remote Chance,Could Happen
828,9,Unlikely,Very Good Chance,Very Good Chance
828,10,Will Happen,Might Happen,Will Happen
827,1,About Even,Chances are Slight,About Even
827,2,May Happen,Highly Unlikely,May Happen
827,3,Improbable,Almost Certain,Almost Certain
827,4,Might Happen,Little Chance,Might Happen
827,5,Could Happen,Probable,Probable
827,6,Unlikely,Will Happen,Will Happen
827,7,Remote Chance,Likely,Likely
827,8,Very Good Chance,Almost No Chance,Very Good Chance
827,9,Highly Likely,Better than Even,Highly Likely
827,10,Chances are Slight,About Even,About Even
826,1,Highly Unlikely,Remote Chance,Remote Chance
826,2,Better than Even,Could Happen,Better than Even
826,3,Almost No Chance,Might Happen,Might Happen
826,4,Chances are Slight,Unlikely,Unlikely
826,5,About Even,Realistic Possibility,About Even
826,6,Will Happen,Improbable,Will Happen
826,7,Very Good Chance,Probable,Probable
826,8,Almost Certain,Highly Likely,Almost Certain
826,9,May Happen,Likely,Likely
826,10,Remote Chance,Highly Unlikely,Remote Chance
825,1,Likely,Probable,Probable
825,2,Little Chance,Realistic Possibility,Realistic Possibility
825,3,May Happen,Highly Unlikely,May Happen
825,4,Very Good Chance,Could Happen,Very Good Chance
825,5,About Even,Unlikely,About Even
825,6,Will Happen,Chances are Slight,Will Happen
825,7,Better than Even,Highly Likely,Highly Likely
825,8,Improbable,Might Happen,Might Happen
825,9,Almost No Chance,Remote Chance,Remote Chance
825,10,Probable,Likely,Probable
824,1,Likely,Remote Chance,Likely
824,2,Highly Likely,Improbable,Highly Likely
824,3,About Even,Unlikely,About Even
824,4,Could Happen,Probable,Probable
824,5,Little Chance,Better than Even,Better than Even
824,6,Very Good Chance,Will Happen,Will Happen
824,7,Realistic Possibility,Almost No Chance,Realistic Possibility
824,8,May Happen,Chances are Slight,May Happen
824,9,Might Happen,Highly Unlikely,Might Happen
824,10,Remote Chance,Likely,Likely
823,1,Likely,Realistic Possibility,Likely
823,2,Could Happen,Better than Even,Better than Even
823,3,About Even,Will Happen,Will Happen
823,4,Very Good Chance,Almost Certain,Almost Certain
823,5,Highly Unlikely,Probable,Probable
823,6,Chances are Slight,Highly Likely,Highly Likely
823,7,Might Happen,May Happen,Might Happen
823,8,Little Chance,Almost No Chance,Little Chance
823,9,Remote Chance,Unlikely,Unlikely
823,10,Realistic Possibility,Likely,Likely
822,1,Little Chance,Almost No Chance,Little Chance
822,2,Realistic Possibility,About Even,About Even
822,3,Will Happen,Could Happen,Will Happen
822,4,Better than Even,Chances are Slight,Better than Even
822,5,Might Happen,Unlikely,Might Happen
822,6,Likely,Highly Likely,Highly Likely
822,7,May Happen,Very Good Chance,Very Good Chance
822,8,Probable,Improbable,Probable
822,9,Highly Unlikely,Almost Certain,Almost Certain
822,10,Almost No Chance,Little Chance,Little Chance
821,1,Unlikely,Realistic Possibility,Realistic Possibility
821,2,Remote Chance,Highly Likely,Highly Likely
821,3,Probable,Almost No Chance,Probable
821,4,About Even,Little Chance,About Even
821,5,May Happen,Very Good Chance,Very Good Chance
821,6,Likely,Will Happen,Will Happen
821,7,Might Happen,Almost Certain,Almost Certain
821,8,Improbable,Chances are Slight,Chances are Slight
821,9,Highly Unlikely,Better than Even,Better than Even
821,10,Realistic Possibility,Unlikely,Realistic Possibility
820,1,May Happen,Very Good Chance,Very Good Chance
820,2,Could Happen,Unlikely,Could Happen
820,3,Almost No Chance,Highly Unlikely,Highly Unlikely
820,4,Improbable,Highly Likely,Highly Likely
820,5,Will Happen,Almost Certain,Will Happen
820,6,Little Chance,Probable,Probable
820,7,Remote Chance,Better than Even,Better than Even
820,8,Chances are Slight,Likely,Likely
820,9,Realistic Possibility,About Even,Realistic Possibility
820,10,Very Good Chance,May Happen,Very Good Chance
819,1,Might Happen,Likely,Likely
819,2,Remote Chance,Unlikely,Unlikely
819,3,Could Happen,Probable,Probable
819,4,Realistic Possibility,Highly Likely,Highly Likely
819,5,Will Happen,Highly Unlikely,Will Happen
819,6,May Happen,Improbable,May Happen
819,7,Almost Certain,Chances are Slight,Almost Certain
819,8,Better than Even,Little Chance,Better than Even
819,9,Almost No Chance,About Even,About Even
819,10,Likely,Might Happen,Likely
818,1,Might Happen,Likely,Likely
818,2,Remote Chance,Unlikely,Unlikely
818,3,Could Happen,Probable,Probable
818,4,Realistic Possibility,Highly Likely,Highly Likely
818,5,Will Happen,Highly Unlikely,Will Happen
818,6,May Happen,Improbable,May Happen
818,7,Almost Certain,Chances are Slight,Almost Certain
818,8,Better than Even,Little Chance,Better than Even
818,9,Almost No Chance,About Even,About Even
818,10,Likely,Might Happen,Likely
817,1,Probable,Could Happen,Probable
817,2,Highly Likely,Almost No Chance,Highly Likely
817,3,Might Happen,Realistic Possibility,Realistic Possibility
817,4,About Even,Almost Certain,Almost Certain
817,5,Will Happen,May Happen,Will Happen
817,6,Very Good Chance,Remote Chance,Very Good Chance
817,7,Better than Even,Unlikely,Better than Even
817,8,Improbable,Likely,Likely
817,9,Chances are Slight,Little Chance,Little Chance
817,10,Could Happen,Probable,Probable
816,1,Will Happen,Improbable,Will Happen
816,2,Almost No Chance,Probable,Probable
816,3,Unlikely,Better than Even,Better than Even
816,4,Realistic Possibility,Highly Likely,Highly Likely
816,5,Remote Chance,Highly Unlikely,Remote Chance
816,6,About Even,Likely,Likely
816,7,May Happen,Might Happen,May Happen
816,8,Could Happen,Almost Certain,Almost Certain
816,9,Chances are Slight,Very Good Chance,Very Good Chance
816,10,Improbable,Will Happen,Will Happen
815,1,About Even,Could Happen,About Even
815,2,Might Happen,Little Chance,Might Happen
815,3,Improbable,Better than Even,Better than Even
815,4,Likely,Realistic Possibility,Likely
815,5,May Happen,Chances are Slight,May Happen
815,6,Remote Chance,Unlikely,Unlikely
815,7,Will Happen,Almost No Chance,Will Happen
815,8,Probable,Highly Likely,Highly Likely
815,9,Highly Unlikely,Very Good Chance,Very Good Chance
815,10,Could Happen,About Even,About Even
814,1,Realistic Possibility,Improbable,Realistic Possibility
814,2,May Happen,Highly Likely,Highly Likely
814,3,Chances are Slight,Highly Unlikely,Highly Unlikely
814,4,Likely,Will Happen,Will Happen
814,5,Probable,Almost No Chance,Probable
814,6,Remote Chance,Better than Even,Better than Even
814,7,Unlikely,Almost Certain,Almost Certain
814,8,Little Chance,Very Good Chance,Very Good Chance
814,9,About Even,Could Happen,About Even
814,10,Improbable,Realistic Possibility,Realistic Possibility
813,1,Unlikely,Better than Even,Better than Even
813,2,Could Happen,May Happen,May Happen
813,3,Will Happen,Little Chance,Will Happen
813,4,Remote Chance,Probable,Probable
813,5,Highly Likely,Improbable,Highly Likely
813,6,Chances are Slight,Almost No Chance,Chances are Slight
813,7,Almost Certain,Realistic Possibility,Almost Certain
813,8,Might Happen,Highly Unlikely,Might Happen
813,9,Very Good Chance,Likely,Very Good Chance
813,10,Better than Even,Unlikely,Better than Even
812,1,Very Good Chance,Might Happen,Very Good Chance
812,2,Highly Likely,Improbable,Highly Likely
812,3,Highly Unlikely,Almost No Chance,Highly Unlikely
812,4,May Happen,Could Happen,May Happen
812,5,Probable,About Even,Probable
812,6,Almost Certain,Likely,Almost Certain
812,7,Realistic Possibility,Unlikely,Realistic Possibility
812,8,Little Chance,Remote Chance,Little Chance
812,9,Better than Even,Will Happen,Will Happen
812,10,Might Happen,Very Good Chance,Very Good Chance
811,1,Very Good Chance,Might Happen,Very Good Chance
811,2,Highly Likely,Improbable,Highly Likely
811,3,Highly Unlikely,Almost No Chance,Highly Unlikely
811,4,May Happen,Could Happen,May Happen
811,5,Probable,About Even,Probable
811,6,Almost Certain,Likely,Almost Certain
811,7,Realistic Possibility,Unlikely,Realistic Possibility
811,8,Little Chance,Remote Chance,Little Chance
811,9,Better than Even,Will Happen,Will Happen
811,10,Might Happen,Very Good Chance,Very Good Chance
810,1,Improbable,Probable,Probable
810,2,Almost Certain,Highly Unlikely,Almost Certain
810,3,Almost No Chance,Very Good Chance,Very Good Chance
810,4,About Even,Unlikely,About Even
810,5,Likely,May Happen,Likely
810,6,Highly Likely,Remote Chance,Highly Likely
810,7,Might Happen,Chances are Slight,Might Happen
810,8,Little Chance,Will Happen,Will Happen
810,9,Better than Even,Realistic Possibility,Better than Even
810,10,Probable,Improbable,Probable
809,1,About Even,Better than Even,Better than Even
809,2,Unlikely,Highly Likely,Highly Likely
809,3,Realistic Possibility,Likely,Likely
809,4,Chances are Slight,Almost Certain,Almost Certain
809,5,Remote Chance,Might Happen,Might Happen
809,6,Could Happen,Little Chance,Could Happen
