response_id,timestamp,age_band,english_background,education_level,country_of_residence
1215,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1214,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1213,2026-01,45-54,English is my first language,Postgraduate,United States
1212,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1211,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1210,2026-01,45-54,English is my first language,Postgraduate,United States
1209,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1208,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1207,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1206,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1205,2026-01,55-64,English is my first language,Bachelor,United Kingdom
1204,2026-01,45-54,English is my first language,Postgraduate,Belgium
1203,2026-01,45-54,English is not my first language but I am fluent,Bachelor,United Kingdom
1202,2026-01,NA,NA,NA,NA
1201,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1200,2026-01,35-44,English is my first language,Postgraduate,United States
1199,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1198,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1197,2026-01,75+,English is not my first language but I am fluent,Bachelor,United Kingdom
1196,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
1195,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1194,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1193,2026-01,NA,NA,NA,NA
1192,2026-01,25-34,English is my first language,Postgraduate,Canada
1191,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1190,2026-01,35-44,English is my first language,Some college,United Kingdom
1189,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1188,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1187,2026-01,25-34,English is my first language,High school,United Kingdom
1186,2026-01,45-54,English is my first language,High school,Turkey
1185,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,United Kingdom
1184,2026-01,25-34,English is my first language,Bachelor,United Kingdom
1183,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1182,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1181,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1180,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1179,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1178,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1177,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1176,2026-01,55-64,English is my first language,High school,United Kingdom
1175,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1174,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1173,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Switzerland
1172,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1171,2026-01,NA,NA,NA,NA
1170,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1169,2026-01,35-44,English is my first language,Postgraduate,Thailand
1168,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1167,2026-01,55-64,English is my first language,Bachelor,United Kingdom
1166,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1165,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1164,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1163,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United States
1162,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1161,2026-01,18-24,English is my first language,Postgraduate,United Kingdom
1160,2026-01,35-44,English is my first language,Bachelor,United States
1159,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1158,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1157,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1156,2026-01,25-34,English is my first language,Bachelor,United States
1155,2026-01,45-54,English is my first language,Postgraduate,Canada
1154,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Norway
1153,2026-01,35-44,English is not my first language but I am fluent,Some college,United States
1152,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1151,2026-01,25-34,English is my first language,Postgraduate,United States
1150,2026-01,Under 18,English is my first language,Less than high school,United Kingdom
1149,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1148,2026-01,25-34,English is my first language,Postgraduate,Canada
1147,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1146,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1145,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1144,2026-01,35-44,English is my first language,Postgraduate,United States
1143,2026-01,55-64,English is not my first language but I am fluent,Bachelor,United Kingdom
1142,2026-01,25-34,English is my first language,Bachelor,United States
1141,2026-01,55-64,English is my first language,High school,United Kingdom
1140,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1139,2026-01,NA,NA,NA,NA
1138,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1137,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1136,2026-01,65-74,English is my first language,Bachelor,United Kingdom
1135,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1134,2026-01,45-54,English is my first language,Bachelor,United States
1133,2026-01,35-44,English is my first language,Postgraduate,United States
1132,2026-01,45-54,English is my first language,Postgraduate,United States
1131,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1130,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1129,2026-01,NA,NA,NA,NA
1128,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1127,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1126,2026-01,25-34,English is my first language,Postgraduate,Israel
1125,2026-01,55-64,English is my first language,Bachelor,United Kingdom
1124,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1123,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1122,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1121,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1120,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1119,2026-01,25-34,English is my first language,Bachelor,United Kingdom
1118,2026-01,25-34,English is my first language,Bachelor,United Kingdom
1117,2026-01,NA,NA,NA,NA
1116,2026-01,35-44,English is my first language,Bachelor,United States
1115,2026-01,NA,NA,NA,NA
1114,2026-01,35-44,English is my first language,Postgraduate,United States
1113,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1112,2026-01,25-34,English is my first language,Bachelor,United States
1111,2026-01,55-64,English is my first language,Bachelor,United Kingdom
1110,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1109,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1108,2026-01,NA,NA,NA,NA
1107,2026-01,25-34,English is my first language,Postgraduate,Israel
1106,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1105,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1104,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1103,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1102,2026-01,35-44,English is my first language,Bachelor,United States
1101,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
1100,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1099,2026-01,35-44,English is my first language,Postgraduate,United States
1098,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
1097,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1096,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1095,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1094,2026-01,35-44,English is my first language,Postgraduate,United States
1093,2026-01,35-44,English is my first language,Postgraduate,United States
1092,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1091,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1090,2026-01,45-54,English is my first language,Postgraduate,Netherlands
1089,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1088,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
1087,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
1086,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1085,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1084,2026-01,55-64,English is my first language,Bachelor,United Kingdom
1083,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Switzerland
1082,2026-01,NA,NA,NA,NA
1081,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1080,2026-01,25-34,English is my first language,Bachelor,United States
1079,2026-01,75+,English is my first language,Postgraduate,United Kingdom
1078,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1077,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
1076,2026-01,NA,NA,NA,NA
1075,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1074,2026-01,35-44,English is my first language,NA,NA
1073,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1072,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1071,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Austria
1070,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1069,2026-01,NA,NA,NA,NA
1068,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Italy
1067,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1066,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Netherlands
1065,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1064,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1063,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1062,2026-01,45-54,English is not my first language and I am not fluent,Bachelor,Japan
1061,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1060,2026-01,55-64,English is my first language,Some college,United Kingdom
1059,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1058,2026-01,45-54,English is my first language,Bachelor,United States
1057,2026-01,NA,NA,NA,NA
1056,2026-01,NA,NA,NA,NA
1055,2026-01,55-64,English is my first language,Bachelor,United Kingdom
1054,2026-01,35-44,English is my first language,Some college,United Kingdom
1053,2026-01,45-54,English is my first language,Postgraduate,United States
1052,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,France
1051,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
1050,2026-01,NA,NA,NA,NA
1049,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
1048,2026-01,35-44,English is my first language,Some college,United Kingdom
1047,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1046,2026-01,55-64,English is not my first language but I am fluent,Some college,Italy
1045,2026-01,65-74,English is my first language,Bachelor,United Kingdom
1044,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1043,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1042,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1041,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
1040,2026-01,35-44,English is my first language,Postgraduate,Norway
1039,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1038,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1037,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1036,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1035,2026-01,25-34,English is my first language,Postgraduate,United States
1034,2026-01,55-64,English is my first language,Bachelor,United Kingdom
1033,2026-01,35-44,English is my first language,Some college,United States
1032,2026-01,55-64,English is my first language,Bachelor,United Kingdom
1031,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1030,2026-01,45-54,English is my first language,Some college,United Kingdom
1029,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1028,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,United Kingdom
1027,2026-01,75+,English is my first language,Postgraduate,United Kingdom
1026,2026-01,45-54,English is my first language,Some college,United Kingdom
1025,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1024,2026-01,45-54,English is my first language,Bachelor,United Kingdom
1023,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1022,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1021,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
1020,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1019,2026-01,55-64,English is my first language,Bachelor,United Kingdom
1018,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
1017,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1016,2026-01,45-54,English is not my first language and I am not fluent,Postgraduate,Germany
1015,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1014,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1013,2026-01,65-74,English is my first language,Postgraduate,United States
1012,2026-01,NA,NA,NA,NA
1011,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1010,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
1009,2026-01,55-64,English is my first language,High school,United Kingdom
1008,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
1007,2026-01,75+,English is my first language,Bachelor,United Kingdom
1006,2026-01,45-54,English is my first language,Some college,Ireland
1005,2026-01,45-54,English is my first language,Some college,United Kingdom
1004,2026-01,NA,NA,NA,NA
1003,2026-01,35-44,English is my first language,Bachelor,United Kingdom
1002,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
1001,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
1000,2026-01,25-34,English is my first language,Bachelor,United Kingdom
999,2026-01,55-64,English is my first language,Bachelor,Italy
998,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
997,2026-01,45-54,English is my first language,Bachelor,United Kingdom
996,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
995,2026-01,55-64,English is my first language,Bachelor,United Kingdom
994,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
993,2026-01,25-34,English is not my first language but I am fluent,Bachelor,Germany
992,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
991,2026-01,45-54,English is my first language,Bachelor,United Kingdom
990,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
989,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
988,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
987,2026-01,35-44,English is my first language,Bachelor,United Kingdom
986,2026-01,55-64,English is my first language,Postgraduate,Austria
985,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
984,2026-01,35-44,English is my first language,Postgraduate,Poland
983,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
982,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
981,2026-01,NA,NA,NA,NA
980,2026-01,18-24,English is my first language,Some college,United Kingdom
979,2026-01,65-74,English is not my first language but I am fluent,Postgraduate,United States
978,2026-01,25-34,English is my first language,Bachelor,United Kingdom
977,2026-01,35-44,English is my first language,High school,United Kingdom
976,2026-01,35-44,English is my first language,Bachelor,United Kingdom
975,2026-01,55-64,English is my first language,Postgraduate,United Arab Emirates
974,2026-01,35-44,English is my first language,Bachelor,United Kingdom
973,2026-01,45-54,English is my first language,Bachelor,United Kingdom
972,2026-01,45-54,English is my first language,Some college,United Kingdom
971,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
970,2026-01,55-64,English is my first language,Bachelor,United States
969,2026-01,NA,English is my first language,Postgraduate,United Kingdom
968,2026-01,65-74,English is my first language,Bachelor,United Kingdom
967,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
966,2026-01,18-24,English is my first language,Postgraduate,United Kingdom
965,2026-01,NA,NA,NA,NA
964,2026-01,NA,NA,NA,NA
963,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
962,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
961,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Germany
960,2026-01,35-44,English is my first language,Bachelor,United Kingdom
959,2026-01,55-64,English is my first language,Bachelor,United Kingdom
958,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Belgium
957,2026-01,45-54,English is my first language,Bachelor,Austria
956,2026-01,65-74,English is my first language,Bachelor,United Kingdom
955,2026-01,55-64,English is my first language,Bachelor,United Kingdom
954,2026-01,55-64,English is my first language,Bachelor,United Kingdom
953,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
952,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
951,2026-01,35-44,English is my first language,Postgraduate,South Africa
950,2026-01,35-44,English is my first language,Postgraduate,United States
949,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
948,2026-01,35-44,English is my first language,Postgraduate,NA
947,2026-01,35-44,English is my first language,Postgraduate,United States
946,2026-01,NA,NA,NA,NA
945,2026-01,NA,NA,NA,NA
944,2026-01,45-54,English is my first language,Bachelor,United Kingdom
943,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
942,2026-01,55-64,English is my first language,Postgraduate,United States
941,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
940,2026-01,45-54,English is my first language,Bachelor,United Kingdom
939,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
938,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
937,2026-01,35-44,English is my first language,Postgraduate,United States
936,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
935,2026-01,25-34,English is my first language,Bachelor,Cyprus
934,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,France
933,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
932,2026-01,55-64,English is not my first language and I am not fluent,Bachelor,Germany
931,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Italy
930,2026-01,NA,NA,NA,NA
929,2026-01,45-54,English is my first language,Bachelor,United Kingdom
928,2026-01,55-64,English is my first language,Bachelor,United Kingdom
927,2026-01,45-54,English is my first language,Bachelor,United Kingdom
926,2026-01,NA,NA,NA,NA
925,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
924,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United States
923,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
922,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
921,2026-01,45-54,English is my first language,Postgraduate,Germany
920,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
919,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
918,2026-01,55-64,English is my first language,High school,United Kingdom
917,2026-01,25-34,English is my first language,Bachelor,United States
916,2026-01,25-34,English is my first language,Bachelor,United Kingdom
915,2026-01,55-64,English is my first language,Bachelor,United Kingdom
914,2026-01,NA,NA,NA,NA
913,2026-01,55-64,English is my first language,NA,NA
912,2026-01,NA,NA,NA,NA
911,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
910,2026-01,NA,NA,NA,NA
909,2026-01,45-54,English is my first language,Bachelor,United Kingdom
908,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
907,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
906,2026-01,45-54,English is my first language,Bachelor,United Kingdom
905,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
904,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
903,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
902,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
901,2026-01,55-64,English is my first language,Some college,Spain
900,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
899,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United Kingdom
898,2026-01,55-64,English is my first language,Some college,United Kingdom
897,2026-01,45-54,English is my first language,Postgraduate,United States
896,2026-01,35-44,English is my first language,Bachelor,United Kingdom
895,2026-01,NA,NA,NA,NA
894,2026-01,45-54,English is my first language,Postgraduate,Australia
893,2026-01,45-54,English is my first language,Bachelor,United Kingdom
892,2026-01,25-34,English is my first language,Postgraduate,Sweden
891,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
890,2026-01,25-34,English is my first language,Bachelor,United Kingdom
889,2026-01,45-54,English is my first language,Bachelor,United Arab Emirates
888,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
887,2026-01,35-44,English is my first language,Bachelor,United Kingdom
886,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
885,2026-01,45-54,English is my first language,Bachelor,United Kingdom
884,2026-01,35-44,English is my first language,Bachelor,United Kingdom
883,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Germany
882,2026-01,25-34,English is my first language,Bachelor,United Kingdom
881,2026-01,35-44,English is my first language,Postgraduate,United States
880,2026-01,25-34,English is my first language,Bachelor,United Kingdom
879,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
878,2026-01,35-44,English is my first language,Postgraduate,United States
877,2026-01,65-74,English is my first language,High school,Italy
876,2026-01,45-54,English is my first language,Postgraduate,Germany
875,2026-01,35-44,English is not my first language but I am fluent,Bachelor,Switzerland
874,2026-01,45-54,English is my first language,Bachelor,United Kingdom
873,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
872,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
871,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
870,2026-01,35-44,English is my first language,Bachelor,United Kingdom
869,2026-01,45-54,English is my first language,Some college,United Kingdom
868,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
867,2026-01,45-54,English is my first language,Postgraduate,Canada
866,2026-01,45-54,NA,Bachelor,Azerbaijan
865,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
864,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Spain
863,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
862,2026-01,45-54,English is my first language,Postgraduate,United States
861,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
860,2026-01,55-64,English is my first language,Bachelor,United Kingdom
859,2026-01,25-34,English is my first language,Postgraduate,United States
858,2026-01,35-44,English is my first language,Postgraduate,United States
857,2026-01,65-74,English is my first language,Some college,United States
856,2026-01,35-44,English is my first language,Bachelor,United States
855,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
854,2026-01,25-34,English is my first language,Postgraduate,United States
853,2026-01,25-34,English is my first language,Postgraduate,United States
852,2026-01,35-44,English is my first language,Postgraduate,Canada
851,2026-01,NA,NA,NA,NA
850,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
849,2026-01,25-34,English is my first language,Bachelor,Canada
848,2026-01,NA,NA,NA,NA
847,2026-01,65-74,English is not my first language and I am not fluent,Postgraduate,Switzerland
846,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
845,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
844,2026-01,25-34,English is my first language,Postgraduate,United States
843,2026-01,25-34,English is my first language,Bachelor,United States
842,2026-01,45-54,English is my first language,Postgraduate,United States
841,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
840,2026-01,NA,NA,NA,NA
839,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
838,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
837,2026-01,35-44,English is my first language,Postgraduate,United States
836,2026-01,45-54,English is not my first language but I am fluent,Some college,United Kingdom
835,2026-01,25-34,English is my first language,Postgraduate,Canada
834,2026-01,45-54,English is my first language,Bachelor,United Kingdom
833,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
832,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
831,2026-01,35-44,English is my first language,Bachelor,United States
830,2026-01,35-44,English is my first language,Postgraduate,United States
829,2026-01,Under 18,English is my first language,High school,Australia
828,2026-01,35-44,English is my first language,Bachelor,United States
827,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
826,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
825,2026-01,35-44,English is my first language,Postgraduate,United States
824,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
823,2026-01,25-34,English is my first language,Bachelor,Ireland
822,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
821,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
820,2026-01,NA,NA,NA,NA
819,2026-01,55-64,English is my first language,Bachelor,United Kingdom
818,2026-01,25-34,English is my first language,Bachelor,United Kingdom
817,2026-01,25-34,English is my first language,Some college,United States
816,2026-01,25-34,English is my first language,Bachelor,United Kingdom
815,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
814,2026-01,55-64,English is my first language,Postgraduate,United States
813,2026-01,NA,NA,NA,NA
812,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
811,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
810,2026-01,35-44,English is my first language,Postgraduate,United States
809,2026-01,35-44,English is my first language,Bachelor,United Kingdom
808,2026-01,35-44,English is my first language,Bachelor,United States
807,2026-01,35-44,English is my first language,Bachelor,United Kingdom
806,2026-01,35-44,English is my first language,Postgraduate,United States
805,2026-01,65-74,English is my first language,Postgraduate,Ireland
804,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
803,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United States
802,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
801,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
800,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
799,2026-01,25-34,English is my first language,Postgraduate,Denmark
798,2026-01,NA,English is my first language,Bachelor,NA
797,2026-01,NA,NA,NA,NA
796,2026-01,45-54,English is my first language,Postgraduate,United States
795,2026-01,45-54,English is my first language,Postgraduate,United States
794,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
793,2026-01,35-44,English is not my first language but I am fluent,Some college,Italy
792,2026-01,65-74,English is my first language,Postgraduate,United States
791,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United States
790,2026-01,65-74,English is my first language,Postgraduate,Canada
789,2026-01,55-64,English is my first language,Bachelor,United States
788,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
787,2026-01,35-44,English is my first language,Postgraduate,United States
786,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
785,2026-01,75+,English is my first language,Postgraduate,United Kingdom
784,2026-01,55-64,English is my first language,Postgraduate,United States
783,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
782,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
781,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Norway
780,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
779,2026-01,65-74,English is my first language,Postgraduate,United States
778,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
777,2026-01,55-64,English is my first language,Bachelor,United States
776,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
775,2026-01,NA,NA,NA,NA
774,2026-01,65-74,English is my first language,Postgraduate,United States
773,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
772,2026-01,65-74,English is my first language,Bachelor,United Kingdom
771,2026-01,65-74,English is my first language,Postgraduate,Ireland
770,2026-01,55-64,English is my first language,Some college,United States
769,2026-01,75+,English is my first language,Postgraduate,United Kingdom
768,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
767,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
766,2026-01,55-64,English is my first language,Bachelor,United States
765,2026-01,25-34,English is my first language,High school,Ireland
764,2026-01,75+,English is my first language,Postgraduate,United Kingdom
763,2026-01,45-54,English is my first language,Bachelor,United Kingdom
762,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Switzerland
761,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
760,2026-01,45-54,English is my first language,Postgraduate,Switzerland
759,2026-01,NA,NA,NA,NA
758,2026-01,25-34,English is my first language,Bachelor,United States
757,2026-01,25-34,English is my first language,Bachelor,United Kingdom
756,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
755,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
754,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
753,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
752,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
751,2026-01,55-64,English is my first language,Postgraduate,Ireland
750,2026-01,35-44,English is my first language,Bachelor,United States
749,2026-01,35-44,English is my first language,Postgraduate,United States
748,2026-01,55-64,English is my first language,Postgraduate,United States
