review_number,brand,variety,style,country,stars
893,Paldo,Bowl Noodle Shrimp Flavor,Bowl,South Korea,3.25
892,ABC,Selera Pedas Hot Tomato Soup Flavor,Pack,Indonesia,4.5
891,Vina Acecook,Hao Hao Mushroom,Pack,Vietnam,2.75
890,Unif / Tung-I,Mushroom Flavor Ramen Noodles,Pack,Vietnam,3.5
889,Yamachan,Rich Shoyu Ramen,Pack,United States,4
888,Yamachan,Nagasaki Sara Udon Chicken,Pack,United States,4.25
887,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,United States,4
886,Yamachan,Tonkotsu-Shoyu Rich Pork Flavor Ramen,Pack,United States,4.75
885,Yamachan,Miso Ramen Rich Sapporo Miso,Pack,United States,5
884,Yamachan,Miso Ramen - Mild,Pack,United States,4
883,Yamachan,Shio Ramen Seafood Mild,Pack,United States,4.5
882,SuperMi,GoBang,Pack,Indonesia,5
881,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,South Korea,3.25
880,Golden Wheat,South Korean Style Seafood,Cup,China,2.75
879,Song Hak,Rice Topokki,Bowl,South Korea,5
878,Nissin,Top Ramen Short Cuts Lime Chili,Pack,United States,3.75
877,Nongshim,Shin Bowl (New),Bowl,United States,4.25
876,Sarimi,Soto Koya Pedasss,Pack,Indonesia,3.25
875,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,Thailand,2.5
874,Fuji Mengyo,Nabeyaki Udon,Bowl,Japan,3.5
873,Vifon,Viet Rice Noodles Chicken,Pack,Vietnam,3.5
872,Nongshim,Chapagetti,Bowl,United States,5
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4
870,SuperMi,Mi Keriting Rasa Ayam Bawang,Pack,Indonesia,3.75
869,Vina Acecook,Good Chicken Bean Vermicelli,Pack,Vietnam,3.25
868,CJ CheilJedang,Katsuobushi Udon,Bowl,South Korea,3.75
867,Indomie,Rasa Coto Makassar,Pack,Indonesia,4
866,Master Kong,Mianba,Pack,China,4
865,Little Cook,Stewed Duck,Cup,Thailand,3
864,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,Taiwan,3.5
863,Indomie,Special Fried Curly Noodle (Local),Pack,Indonesia,5
862,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,United States,4.25
861,Vina Acecook,Hao Hao Mi Chay Vegetarian,Pack,Vietnam,3.25
860,Baijia,Artificial Pickled Cabbage Fish,Pack,China,2.75
859,Tradition,Imitation Chicken Vegetarian,Cup,United States,3.75
858,Indomie,Rasa Mi Cakalang,Pack,Indonesia,4.5
857,Sempio,Seafood Vermicelli Anchovy,Bowl,South Korea,4.25
856,Little Cook,Mushroom Vegetarian,Bowl,Thailand,4.75
855,Vina Acecook,Bestcook Hot & Sour Shrimp,Bowl,Vietnam,4.25
854,Long Kow,Crystal Noodles Hot & Sour,Bowl,China,3.5
853,Dongwon,RaUdong Unfried Noodle With Kimchi,Bowl,South Korea,4.5
852,SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,Indonesia,4
851,Dragonfly,Artificial Pork Ribs,Bowl,China,3.5
850,Nissin,Top Ramen Short Cuts Chicken,Pack,United States,4
849,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,United States,3.5
848,Golden Wheat,South Korean Style Spicy Pork,Cup,China,3.5
847,Itomen,Sansai Soba Edible Wld Plant,Bowl,Japan,3.25
846,Vifon,Mi Kim Chee,Pack,Vietnam,3.75
845,Nongshim,Doong Ji Cold Noodle Chilled Broth,Pack,South Korea,4.25
844,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4
843,Nissin,Top Ramen Short Cuts Beef,Pack,United States,3.5
842,JML,Artificial Stew Beef,Bowl,China,3.75
841,Nongshim,Chapagetti (South Korean),Pack,South Korea,4
840,Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,China,3.75
839,CJ CheilJedang,Mild Bean Curd Stew,Cup,South Korea,2
838,Sarimi,Soto Koya Gurih,Pack,Indonesia,4
837,Nissin,Top Ramen Cucharealo Picante Chicken,Pack,United States,4.5
836,Binh Tay,Mi Chay Vegetarian,Pack,Vietnam,3.5
835,Mr. Noodles,Shrimp,Pack,Canada,2.5
834,Indomie,Mi Goreng Kriuuk Pedas,Pack,Indonesia,3.75
833,Wai Wai,Vegetarian,Pack,Thailand,3.5
832,Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,China,3.75
831,Vifon,Instant Porridge Chicken,Pack,Vietnam,3.25
830,Seven-Eleven,Seven & I Shoyu,Cup,Japan,4.5
829,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75
828,Paldo,Seolleongtangmyeon,Pack,South Korea,3.5
827,Paldo,Rabokki,Pack,South Korea,4.75
826,Paldo,Namja,Pack,South Korea,5
825,Paldo,Shoyu,Cup,Japan,3.25
824,Paldo,Bibim Men Cucumber,Pack,South Korea,5
823,Paldo,Kokomen Spicy Chicken,Pack,South Korea,5
822,Paldo,Speed King Bowl (Prototype),Bowl,South Korea,3.5
821,Master Kong,Potatoes & Stewed Beef,Pack,China,5
820,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75
819,Maruchan,Tempura Soba,Pack,Japan,4
818,SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4
817,Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75
816,Vina Acecook,Oh! Ricey Phnom Penh Rice Noodle,Pack,Vietnam,3.75
815,Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25
814,Indomie,Beef,Pack,Indonesia,3.5
813,Mr. Noodles,Spicy Chicken,Pack,Canada,2
812,Master Kong,Spicy Beef,Pack,China,3.75
811,Mr. Noodles,Vegetable,Pack,Canada,1.75
810,ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,Indonesia,4.25
809,Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4
808,Kim's Bowl,Vegetarian Tom Yum,Bowl,Thailand,3.5
807,SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4
806,Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,South Korea,3.5
805,Acecook,Super Big Ramen Soy Sauce,Bowl,Japan,1.25
804,Little Cook,Abalone Chicken,Cup,Thailand,1.75
803,Master Kong,Premium Taste Roasted Beef,Bowl,China,4
802,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5
801,Gau Do,Hot Sour Shrimp,Pack,Vietnam,3.75
800,Mr. Noodles,Chicken,Pack,Canada,3
799,Nongshim,Bowl Noodle Savory Chicken (New),Bowl,United States,4.25
798,Golden Wheat,South Korean Style Pork,Cup,China,3
797,Golden Mie,Vegetable,Pack,Dubai,3.75
796,Vina Acecook,Kingcook Vegetable,Pack,Vietnam,3
795,Master Kong,Red Oil Dan Dan,Tray,China,2.75
794,Sarimi,Soto Koya Jeruk Nipis,Pack,Indonesia,4.75
793,Mr. Noodles,Spicy Beef,Pack,Canada,1.75
792,Nongshim,Bowl Noodle Spicy Chicken (New),Bowl,United States,4.5
791,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1
790,GreeNoodle,Shiitake & Soy Sauce,Pack,Thailand,1.5
789,SuperMi,GoKar,Pack,Indonesia,4
788,Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75
787,Emart,Ramen E Ramen White Broth,Pack,South Korea,5
786,Mr. Noodles,Beef,Pack,Canada,3
785,Sarimi,Isi 2 Rasa Soto,Pack,Indonesia,3.5
784,Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25
783,Nissin,Cup Noodles Salsa Picante Chicken,Cup,United States,3
782,Nongshim,Bowl Noodle Savory Shrimp (New),Bowl,United States,3.25
781,Vina Acecook,Kingcook Beef,Pack,Vietnam,3
780,Ottogi,Jin Ramen (Mild) (Import),Pack,South Korea,3.5
779,Indomie,Mi Goreng Kriuuk Ayam,Pack,Indonesia,3.75
778,Mamee,Express Cup Curry,Cup,Malaysia,2.5
777,Mr. Noodles,Oriental,Pack,Canada,2.75
776,Sarimi,Isi 2 Rasa Kari spesial,Pack,Indonesia,3.75
775,JML,Seafood,Bowl,China,3
774,Indomie,Rasa Sup Sayuran Vegan,Pack,Indonesia,2.25
773,Little Cook,TVP Stewed Pork,Bowl,Thailand,3.5
772,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,United States,3.5
771,Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,Indonesia,4
770,Kailo,Chicken,Pack,Hong Kong,3.5
769,Nissin,Cup Noodles Shrimp Picante Style,Cup,United States,3.25
768,Fashion Foods,Oriental,Bowl,Thailand,0.25
767,Fashion Foods,Mushroom Vegetarian,Bowl,Thailand,1.75
766,Fashion Foods,Beef Pho,Bowl,Thailand,3.75
765,Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5
764,Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5
763,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25
762,Long Kow,Kimchi Pickle Bean Vermicelli,Pack,Taiwan,1.5
761,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,United States,3.5
760,Nissin,Big Cup Noodles Roast Chicken,Cup,United States,3.25
759,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,United States,3.75
758,JML,Artificial Stew Pork,Bowl,China,3.25
757,Indomie,Mi Goreng Vegan,Pack,Indonesia,4.25
756,Daikoku,Bikkuchigekara Big Chige,Bowl,Japan,3.75
755,Nongshim,Udon,Bowl,South Korea,4.25
754,Nongshim,Ansungtangmyun (US Version),Pack,United States,3.75
753,Nongshim,Soba,Pack,South Korea,4.25
752,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,United States,3.5
751,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5
750,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,United States,3.75
749,Sapporo Ichiban,Chow Mein (New),Pack,United States,5
748,Hosoonyi,Naengmyeon Combo,Bowl,United States,3.75
747,Nissin,Spoon-it Chicken,Pack,United States,3.5
746,JML,Artificial Mushroom Chicken,Bowl,China,1.25
745,Nongshim,Jinjja Jinjja,Pack,South Korea,5
744,Payless,Instant Mami Beef,Pack,Philippines,3.25
743,Mamee,Express Cup Tom Yum,Cup,Malaysia,3.75
742,Golden Mie,chicken,Pack,Dubai,3.25
741,Wei Lih,Good Good Eat Super Ramen Vegetable,Pack,Taiwan,2.75
740,Indomie,Mi Goreng Sate (Local),Pack,Indonesia,5
739,JML,Artificial Spicy Beef,Bowl,China,3.5
738,Nissin,U.F.O. Yakiosoba,Bowl,Japan,3.75
737,Gau Do,Chicken Shrimp,Pack,Vietnam,2.5
736,Maruchan,Yakisoba Spicy Vegetable,Tray,United States,3.25
735,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75
734,Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,Indonesia,5
733,Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5
732,Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25
731,Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25
730,Indomie,Rasa Soto Banjar Limau Kulit,Pack,Indonesia,5
729,Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5
728,Indomie,Rasa Kari Ayam Medan,Pack,Indonesia,5
727,Indomie,Rasa Empal Gentong,Pack,Indonesia,4
726,Indomie,Mi Goreng Cakalang,Pack,Indonesia,4
725,Indomie,Mi Goreng Instant Cup Noodles,Cup,Indonesia,5
724,Indomie,Curly Noodle With Laksa Chilli,Pack,Indonesia,3.5
723,Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5
722,Yamamoto,Seafood Ramen,Bowl,Japan,3.5
721,Nongshim,Bowl Noodle Savory Beef,Bowl,United States,4
720,Golden Mie,Chicken Curry,Pack,Dubai,3.75
719,Nissin,Spoon-it Beef,Pack,United States,3.25
718,Ottogi,Kiss Myon,Pack,South Korea,3.75
717,Nissin,Ramen Bowl Spicy Chicken,Bowl,United States,3.25
716,Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75
715,Indomie,Mi Goreng Rendang (Import),Pack,Indonesia,5
714,Pulmuone,Nature Is Delicious Spicy,Pack,South Korea,3.75
713,Nissin,Spoon-it Creamy Chicken,Pack,United States,4
712,Four Seas,Seaweed,Bowl,Hong Kong,3.25
711,Nongshim,Hearty Rice Noodle Beef,Pack,South Korea,4.25
710,Saigon Ve Wong,Kung Fu Mixed Foods,Bowl,Vietnam,2.75
709,Nissin,Chow Mein Spicy Chicken,Tray,United States,3.25
708,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75
707,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25
706,Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25
705,Golden Wheat,South Korean Style Beef,Cup,China,3.5
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,United States,4
703,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,United States,3.5
702,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5
701,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,United States,4
700,Nissin,Chikin Ramen (Local),Pack,Japan,5
699,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,United States,3.5
698,Nissin,Chow Mein Orange Chicken,Tray,United States,4
697,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,United States,3.25
696,Nissin,Big Cup Noodles Spicy Chicken,Cup,United States,3.5
695,JFC,Japanese Style Noodle Curry,Bowl,Japan,4.5
694,Vina Acecook,Kingcook Chicken,Pack,Vietnam,3.5
693,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25
692,Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75
691,Mamee,Express Cup Vegetarian,Cup,Malaysia,2
690,Maruchan,Yakisoba Savory Soy Sauce,Tray,United States,3.75
689,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5
688,Ohsung,Hong Ramyun Soy Peptide Hot Spicy,Pack,South Korea,3.75
687,Nissin,Cup Noodles Xo Sauce Seafood,Cup,Hong Kong,3.75
686,Mi Sedaap,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,Indonesia,4.5
685,Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,2.75
684,Dragonfly,Artificial Seafood,Pack,China,3.75
683,Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75
682,Indomie,Instant Cup Noodles Mi Goreng Satay,Cup,Indonesia,4.25
681,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75
680,Vina Acecook,Kingcook Shrimp,Pack,Vietnam,2.75
679,Mamee,Express Cup Fried Onion Chicken,Cup,Malaysia,3.25
678,Wang,Kitsune Udon,Bowl,South Korea,4
677,Nongshim,Shin Ramyun Shrimp,Pack,China,4.5
676,Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75
675,Samyang,Nagasaki Jjampong,Pack,South Korea,4.75
674,Paldo,Kko Kko Myun,Pack,South Korea,5
673,Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,South Korea,3.25
672,Mug Shot,Chicken,Pack,UK,3
671,Mug Shot,Spicy Sweet & Sour,Pack,UK,3
670,Saigon Ve Wong,Kung Fu Artificial Chicken Rice Noodle,Bowl,Vietnam,3.5
669,Nissin,Gozen Tempura,Bowl,Japan,4
668,Saigon Ve Wong,Kung Fu Vegetarian,Bowl,Vietnam,2
667,Nissin,Ramen Bowl Kimchi,Bowl,United States,3
666,Lishan,Black Rooster Chicken,Pack,Taiwan,1.5
665,Mama,Moo Nam Tok Rice Vermicelli,Pack,Thailand,3.25
664,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,United States,2.75
663,Paldo,Jjajangmen Black Bean,Pack,South Korea,4
662,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25
661,Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25
660,Lucky Me!,Beef Na Beef,Pack,Philippines,3.75
659,Nissin,Ramen Bowl Spicy Shrimp,Bowl,United States,3
658,Paldo,Hwa King Cup,Cup,South Korea,3.5
657,Dragonfly,Onion,Pack,China,3.75
656,Nissin,Ramen Bowl Hot & Spicy,Bowl,United States,3.75
655,Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3
654,Mee Jang,Sour Spicy Chicken Tom Yum,Bowl,Thailand,3.25
653,Dragonfly,Artificial Pork Ribs,Pack,China,4
652,Sapporo Ichiban,Shio,Pack,Japan,5
651,Mi Sedaap,Mi Segera Mi Sup Perisa Kari Ayam,Pack,Indonesia,4
650,Dragonfly,Artificial Chicken,Pack,China,4
649,Pot Noodle,Chicken & Mushroom,Cup,UK,3.75
648,Nongshim,Seafood Ramyun,Pack,South Korea,3.75
647,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5
646,Yamamoto,Shoyu,Bowl,Japan,4.25
645,Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75
644,Sura,Knife Cut Rice Noodle,Bowl,South Korea,3.75
643,Wei Chuan,Miso Vegetables,Pack,Taiwan,3.25
642,Little Cook,Spicy Beef,Cup,Thailand,2.75
641,Vina Acecook,Hao Hao Shrimp Onion,Pack,Vietnam,3
640,Master Kong,Artificial Spicy Beef,Pack,China,4.25
639,Nissin,Gozen Kitsune Udon,Bowl,Japan,5
638,GreeNoodle,Yakisoba,Pack,Thailand,3
637,Snapdragon,Chinese Mushroom Rice Noodle,Cup,Singapore,2.5
636,Yamamori,Tom Yam Ramen Pork,Pack,Japan,4.75
635,Ottogi,Buckwheat Bibim Ramyon,Pack,South Korea,1.1
634,Baijia,Sichuan Hot Pot Sweet Potato Thread,Bowl,China,0.5
633,Mr. Udon,Seafood Selection,Pack,South Korea,3.5
632,Mr. Udon,Japanese Miso,Pack,South Korea,2.75
631,Fashion Foods,XO Sauce,Bowl,Thailand,1.25
630,Ve Wong,Kung Fu Artificial Mushroom Pork,Bowl,Taiwan,1.25
629,Master Kong,Artificial Braised Beef,Pack,China,4.25
628,Lucky Me!,Supreme La Paz Batchoy Beef Garlic,Bowl,Philippines,3.5
627,Omachi,Spaghetti,Pack,Vietnam,3.75
626,Ottogi,Yeul Hot Taste,Bowl,South Korea,3.5
625,Pot Noodle,Bombay Bad Boy,Cup,UK,4
624,Master Kong,Artificial Pork,Pack,China,3.75
623,Wei Wei,"""A"" Series Vegetarian",Pack,Taiwan,3.25
622,Daikoku,My Friend Vic Tanuki Udon,Bowl,Japan,4.75
621,Ottogi,Jin Ramen Big Bowl (Hot),Bowl,South Korea,3.5
620,Vifon,Phu Gia Bamboo Shoot Artificial Pork Bean Thread,Pack,Vietnam,1.25
619,Yamamoto,Ponpoko Tempura Udon,Bowl,Japan,4.75
618,Pulmuone,Cold Noodles By Dad,Pack,South Korea,2.75
617,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75
616,Maggi,2 Minute Noodles Thrillin' Curry,Pack,India,2
615,Yamamori,Tom Yam Prawn,Pack,Japan,4.5
614,Fuku,Superior Soup Rice Noodle,Pack,Hong Kong,2.5
613,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Bowl,Vietnam,3
612,Maruchan,Yakisoba Spicy Chicken,Tray,United States,1.75
611,Batchelors,Super Noodles Low Fat Sweet Thai Chilli,Pack,UK,2
610,Wei Wei,"""A"" Series Artificial Chicken",Pack,Taiwan,3.25
609,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75
608,Koka,Spicy Black Pepper,Pack,Singapore,5
607,Pot Noodle,Beef Tomato,Cup,UK,1.5
606,Six Fortune,U-Dong,Pack,South Korea,4
605,Little Cook,Artificial Onion,Cup,Thailand,3.5
604,Batchelors,Super Noodles Low Fat Chicken Herb,Pack,UK,2
603,Wei Lih,Goog Good Eat Super Ramen Hot Chili,Pack,Taiwan,3.75
602,Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,3.5
601,Wei Chuan,Tomato Vegetables,Pack,Taiwan,4
600,Maruchan,Ramen Noodle Soup Beef,Pack,United States,3.25
599,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4
598,Little Cook,Vegetarian,Cup,Thailand,3.25
597,Batchelors,Super Noodles Sweet & sour,Pack,UK,3.5
596,Thai Kitchen,Lemongrass Chili Rice Noodle,Pack,United States,1.5
595,Thai Kitchen,Spring Onion Rice Noodle,Pack,United States,3.75
594,Haioreum,Asian Style Noodles Seafood,Bowl,South Korea,3.5
593,Nongshim,Chapagetti Chajang,Pack,South Korea,4
592,Batchelors,Super Noodles Mild Curry,Pack,UK,3.25
591,Batchelors,Super Noodles To Go Chinese Space Rib,Bowl,UK,2.5
590,Mama,Chand Clear Soup,Bowl,Thailand,3.5
589,Vifon,South Korean Style Kim Chee,Bowl,Vietnam,4.25
588,Vifon,Tu Quy Pork,Pack,Vietnam,2.75
587,Sunlight,Steam Vermicelli,Pack,Taiwan,2.1
586,Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,Taiwan,3.25
585,Ve Wong,Artificial Onion Flavor Bean Thread,Bowl,Taiwan,1.5
584,Baijia,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,China,0
583,Vifon,Phu Gia Cua Crab Bean Thread,Pack,Vietnam,2.25
582,Koyo,Tofu & Miso,Pack,United States,2.5
581,Koyo,Mushroom,Pack,United States,2.75
580,Baijia,Hot & Sour Casserole Stewed Rice Noodle,Pack,China,0
579,Baijia,Sichuan Pickled Sweet Potato Thread,Pack,China,1.75
578,Nongshim,Shin Ramyun Black,Pack,South Korea,4.75
577,Pot Noodle,Chinese Chow Mein,Cup,UK,3
576,Menraku,Tempura Soba,Bowl,Japan,3.75
575,Batchelors,Super Noodles Barbecue Beef,Pack,UK,3.5
574,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.75
573,Noah Foods,Phoya Chicken,Bowl,Vietnam,2
572,Maruchan,Yakisoba Tomato Basil,Tray,United States,3
571,Shirakiku,Japanese Style Tokusen Sio,Pack,Japan,3.25
570,O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5
569,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3
568,Paldo,Gomtang,Cup,South Korea,4
567,Goku Uma,Soy Sauce,Bowl,Japan,3.5
566,Foodmon,DJ DOC Jjolmyeon,Bowl,South Korea,5
565,Batchelors,Super Noodles To Go Curry,Bowl,UK,4
564,Uni-President,One More Cup Kimchi,Cup,Taiwan,3.75
563,Yum Yum,Duck,Pack,Thailand,3.25
562,Batchelors,Super Noodles Bacon,Pack,UK,4.25
561,Sahmyook,Vegetable,Pack,South Korea,3.25
560,Myojo,Ippeichan Soy Sauce,Bowl,Japan,4
559,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3
558,Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5
557,Batchelors,Super Noodles Souther Fried Chicken,Pack,UK,3.75
556,Mi Sedaap,Mi Goreng Perisa Asli,Pack,Indonesia,4.75
555,Batchelors,Super Noodles Chinese Chow Mein,Pack,UK,2.75
554,Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,3.5
553,Samyang,60 Ingredients,Cup,South Korea,2.75
552,Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3
551,Batchelors,Super Noodles Chicken,Pack,UK,3.25
550,Nissin,Taisho Fried Noodle Yakisoba,Pack,Japan,4.25
549,Mi Sedaap,Supreme Soto,Pack,Indonesia,4
548,Pot Noodle,Original Curry,Cup,UK,3.75
547,Lucky Me!,Pancit Canton Sweet Spicy,Pack,Philippines,5
546,Yum Yum,Vegetable,Pack,Thailand,3.5
545,Golden Wheat,South Korean Style Spicy Beef,Pack,China,3.5
544,Unox,Good Noodles Chicken,Pack,Holland,3.5
543,Menraku,Curry Udon,Bowl,Japan,4.75
542,Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3
541,Yum Yum,Chicken,Pack,Thailand,3.5
540,Nissin,Top Ramen Chicken,Pack,United States,3.25
539,Nissin,Demae Ramen Chicken,Pack,Japan,3
538,Lucky Me!,Lomi Seafood Vegetable,Pack,Philippines,0.5
537,Mama,Pad Kee Mao Drunken,Pack,Thailand,2
536,Ottogi,Yeul Ramyun,Pack,South Korea,4.25
535,Wai Wai,Chicken Flavor,Pack,Thailand,0.9
534,Mama,Pho Ga,Pack,Thailand,3.1
533,Paldo,Gomtang,Pack,South Korea,4.75
532,Doll,Spicy Tomkotsu,Pack,Hong Kong,4.25
531,Yum Yum,Beef,Pack,Thailand,3.25
530,Mee Jang,Artificial Shrimp Tom yum,Bowl,Thailand,3.5
529,Sapporo Ichiban,Hot Spicy Chicken,Pack,United States,2
528,Unox,Good Noodles Vegetable,Pack,Holland,3.75
527,Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,Thailand,2.75
526,Annie Chun's,Soy Ginger Ramen,Pack,United States,1.5
525,JML,Artificial Spicy Hot Beef,Pack,China,3.75
524,Nissin,Cup Noodles Spicy Seafood,Cup,Hong Kong,3.75
523,Dragonfly,Artificial Hot & Sour Shrimp,Bowl,China,4.5
522,Samyang,Hot Beef,Pack,South Korea,4.25
521,Menraku,Soy Sauce,Bowl,Japan,4.25
520,Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25
519,Snapdragon,Beijing Vegetable Rice Noodle,Cup,Singapore,2
518,Dragonfly,Artificial Chicken,Bowl,China,4.5
517,Thai Kitchen,Thai Ginger Rice Noodle,Pack,United States,4.25
516,Wang,Champong Spicy Seafood,Bowl,South Korea,3.5
515,Tradition,Imitation Beef,Cup,United States,2.5
514,Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3
513,Dragonfly,Artificial Onion,Bowl,China,4
512,Paldo,Big Bowl Noodle,Bowl,South Korea,3.75
511,Menraku,Miso,Bowl,Japan,2.75
510,Snapdragon,South Korean Kimchi Rice Noodle,Cup,Singapore,3.75
509,Ve Wong,Kung Fu Shrimp,Bowl,Taiwan,4
508,Samyang,Beef,Cup,South Korea,3.75
507,Dragonfly,Artificial Seafood,Bowl,China,3.75
506,Nongshim,Oolongmen Beef,Cup,South Korea,2.5
505,JML,Artificial Spicy Beef,Pack,China,3.5
504,Knorr,Pizza,Pack,Pakistan,3
503,GreeNoodle,Miso,Pack,Thailand,1
502,Sunlee,Beef Rice Stick,Bowl,Thailand,2
501,Nongshim,Neoguri Mild,Pack,South Korea,3.25
500,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,United States,2.5
499,Dragonfly,Artificial Beef,Bowl,China,4.75
498,Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,Taiwan,0
497,Nissin,Demae Iccho Seafood & Abalone Macaroni,Pack,Japan,4
496,Maruchan,Yakisoba Shrimp,Tray,United States,2.75
495,Ottogi,Jin Ramen (Mild),Pack,South Korea,3.25
494,Snapdragon,Tomato Seafood Rice Noodle,Cup,Singapore,3.5
493,Pulmuone,Fresh Ramen Spicy,Pack,South Korea,3
492,Noah Foods,Phoya Rice Noodles Beef,Bowl,Vietnam,2.75
491,JML,Artificial Stew Beef,Pack,China,3.75
490,Foodmon,DJ DOC Instant rice Ramen Topokki,Bowl,South Korea,5
489,JML,Stew Pork,Pack,China,3.25
488,Kailo,Big Bowl Crab,Bowl,Hong Kong,3.5
487,Kailo,Big Bowl Artificial Chicken,Bowl,Hong Kong,2.75
486,Kamfen,Japanese U-Don Lobster Scallop,Pack,China,3
485,Ottogi,Hot & Spicy Ramen,Cup,South Korea,3
484,Ottogi,Bekse Curry Myon,Cup,South Korea,4.25
