disease,state,year,weeks_reporting,count,population
Rubella,New York,1996,43,7,18617460
Rubella,New York,1997,35,27,18716776
Rubella,New York,1998,32,37,18810729
Rubella,New York,1999,0,0,18897802
Rubella,New York,2000,19,1,18976457
Rubella,New York,2001,27,1,19045556
Rubella,New York,2002,0,0,19105612
Rubella,New York,2003,0,0,19157572
Rubella,North Carolina,1966,0,0,4843951
Rubella,North Carolina,1967,0,0,4897944
Rubella,North Carolina,1968,0,0,4955195
Rubella,North Carolina,1969,8,18,5016342
Rubella,North Carolina,1970,45,50,5082059
Rubella,North Carolina,1971,47,53,5152805
Rubella,North Carolina,1972,45,31,5228047
Rubella,North Carolina,1973,46,204,5306964
Rubella,North Carolina,1974,47,56,5388688
Rubella,North Carolina,1975,45,44,5472289
Rubella,North Carolina,1976,49,19,5556784
Rubella,North Carolina,1977,51,435,5641121
Rubella,North Carolina,1978,50,204,5724190
Rubella,North Carolina,1979,48,541,5804815
Rubella,North Carolina,1980,49,48,5881766
Rubella,North Carolina,1981,46,5,5954197
Rubella,North Carolina,1982,33,2,6023017
Rubella,North Carolina,1983,40,10,6089643
Rubella,North Carolina,1984,0,0,6155563
Rubella,North Carolina,1985,14,1,6222335
Rubella,North Carolina,1986,0,0,6291584
Rubella,North Carolina,1987,25,1,6365009
Rubella,North Carolina,1988,6,1,6444390
Rubella,North Carolina,1989,35,1,6531602
Rubella,North Carolina,1990,7,1,6628637
Rubella,North Carolina,1991,27,3,6737074
Rubella,North Carolina,1992,0,0,6856389
Rubella,North Carolina,1993,0,0,6985472
Rubella,North Carolina,1994,0,0,7123139
Rubella,North Carolina,1995,22,1,7268111
Rubella,North Carolina,1996,28,85,7418999
Rubella,North Carolina,1997,31,59,7574287
Rubella,North Carolina,1998,47,11,7732325
Rubella,North Carolina,1999,49,40,7891315
Rubella,North Carolina,2000,36,82,8049313
Rubella,North Carolina,2001,0,0,8204646
Rubella,North Carolina,2002,0,0,8357246
Rubella,North Carolina,2003,0,0,8507499
Rubella,North Dakota,1966,42,181,620595
Rubella,North Dakota,1967,37,172,618774
Rubella,North Dakota,1968,47,238,617557
Rubella,North Dakota,1969,43,249,617149
Rubella,North Dakota,1970,49,156,617761
Rubella,North Dakota,1971,49,97,619530
Rubella,North Dakota,1972,47,55,622305
Rubella,North Dakota,1973,48,277,625858
Rubella,North Dakota,1974,43,35,629961
Rubella,North Dakota,1975,49,51,634384
Rubella,North Dakota,1976,48,3,638887
Rubella,North Dakota,1977,37,21,643226
Rubella,North Dakota,1978,40,67,647149
Rubella,North Dakota,1979,50,9,650399
Rubella,North Dakota,1980,49,5,652717
Rubella,North Dakota,1981,0,0,653912
Rubella,North Dakota,1982,0,0,654077
Rubella,North Dakota,1983,0,0,653381
Rubella,North Dakota,1984,48,2,651996
Rubella,North Dakota,1985,31,0,650094
Rubella,North Dakota,1986,20,0,647847
Rubella,North Dakota,1987,0,0,645427
Rubella,North Dakota,1988,0,0,643003
Rubella,North Dakota,1989,2,0,640739
Rubella,North Dakota,1990,29,0,638800
Rubella,North Dakota,1991,8,0,637317
Rubella,North Dakota,1992,0,0,636298
Rubella,North Dakota,1993,0,0,635718
Rubella,North Dakota,1994,0,0,635555
Rubella,North Dakota,1995,0,0,635789
Rubella,North Dakota,1996,0,0,636399
Rubella,North Dakota,1997,0,0,637364
Rubella,North Dakota,1998,0,0,638665
Rubella,North Dakota,1999,0,0,640283
Rubella,North Dakota,2000,0,0,642200
Rubella,North Dakota,2001,0,0,644395
Rubella,North Dakota,2002,0,0,646845
Rubella,North Dakota,2003,0,0,649525
Rubella,Ohio,1966,46,1173,10407031
Rubella,Ohio,1967,50,733,10482699
Rubella,Ohio,1968,52,2099,10548245
Rubella,Ohio,1969,50,1282,10604419
Rubella,Ohio,1970,51,2166,10652017
Rubella,Ohio,1971,52,1044,10691820
Rubella,Ohio,1972,49,441,10724428
Rubella,Ohio,1973,51,737,10750407
Rubella,Ohio,1974,50,502,10770347
Rubella,Ohio,1975,51,655,10784850
Rubella,Ohio,1976,52,398,10794532
Rubella,Ohio,1977,51,822,10800017
Rubella,Ohio,1978,51,1123,10801937
Rubella,Ohio,1979,50,145,10800929
Rubella,Ohio,1980,46,10,10797630
Rubella,Ohio,1981,24,11,10792749
Rubella,Ohio,1982,10,9,10787264
Rubella,Ohio,1983,48,1,10782220
Rubella,Ohio,1984,43,2,10778661
Rubella,Ohio,1985,0,0,10777629
Rubella,Ohio,1986,19,1,10780167
Rubella,Ohio,1987,0,0,10787323
Rubella,Ohio,1988,18,1,10800151
Rubella,Ohio,1989,38,3,10819719
Rubella,Ohio,1990,26,131,10847115
Rubella,Ohio,1991,33,283,10883011
Rubella,Ohio,1992,0,0,10926334
Rubella,Ohio,1993,36,1,10975568
Rubella,Ohio,1994,0,0,11029176
Rubella,Ohio,1995,0,0,11085598
Rubella,Ohio,1996,0,0,11143245
Rubella,Ohio,1997,0,0,11200494
Rubella,Ohio,1998,0,0,11255689
Rubella,Ohio,1999,0,0,11307142
Rubella,Ohio,2000,0,0,11353140
Rubella,Ohio,2001,0,0,11392347
Rubella,Ohio,2002,0,0,11425030
Rubella,Ohio,2003,0,0,11451874
Rubella,Oklahoma,1966,0,0,2435889
Rubella,Oklahoma,1967,0,0,2461092
Rubella,Oklahoma,1968,15,52,2489676
Rubella,Oklahoma,1969,37,1700,2522191
Rubella,Oklahoma,1970,51,819,2559229
Rubella,Oklahoma,1971,51,68,2601155
Rubella,Oklahoma,1972,45,40,2647262
Rubella,Oklahoma,1973,47,184,2696521
Rubella,Oklahoma,1974,48,54,2747823
Rubella,Oklahoma,1975,51,103,2799976
Rubella,Oklahoma,1976,50,81,2851691
Rubella,Oklahoma,1977,50,40,2901587
Rubella,Oklahoma,1978,50,17,2948193
Rubella,Oklahoma,1979,48,27,2989962
Rubella,Oklahoma,1980,39,7,3025290
Rubella,Oklahoma,1981,12,3,3053002
Rubella,Oklahoma,1982,46,3,3073780
Rubella,Oklahoma,1983,0,0,3088839
Rubella,Oklahoma,1984,0,0,3099463
Rubella,Oklahoma,1985,33,1,3106976
Rubella,Oklahoma,1986,0,0,3112726
Rubella,Oklahoma,1987,23,6,3118080
Rubella,Oklahoma,1988,39,1,3124412
Rubella,Oklahoma,1989,38,1,3133112
Rubella,Oklahoma,1990,26,1,3145585
Rubella,Oklahoma,1991,2,2,3162924
Rubella,Oklahoma,1992,0,0,3184866
Rubella,Oklahoma,1993,40,0,3210805
Rubella,Oklahoma,1994,39,4,3240130
Rubella,Oklahoma,1995,0,0,3272219
Rubella,Oklahoma,1996,0,0,3306427
Rubella,Oklahoma,1997,0,0,3342087
Rubella,Oklahoma,1998,0,0,3378502
Rubella,Oklahoma,1999,0,0,3414944
Rubella,Oklahoma,2000,0,0,3450654
Rubella,Oklahoma,2001,0,0,3485001
Rubella,Oklahoma,2002,0,0,3517968
Rubella,Oklahoma,2003,0,0,3549703
Rubella,Oregon,1966,51,1152,1926399
Rubella,Oregon,1967,50,1030,1962204
Rubella,Oregon,1968,51,600,2001422
Rubella,Oregon,1969,51,712,2044367
Rubella,Oregon,1970,51,999,2091385
Rubella,Oregon,1971,52,816,2142655
Rubella,Oregon,1972,49,432,2197540
Rubella,Oregon,1973,51,828,2255122
Rubella,Oregon,1974,49,240,2314377
Rubella,Oregon,1975,51,193,2374166
Rubella,Oregon,1976,51,141,2433231
Rubella,Oregon,1977,50,157,2490192
Rubella,Oregon,1978,49,256,2543561
Rubella,Oregon,1979,49,127,2591750
Rubella,Oregon,1980,50,65,2633105
Rubella,Oregon,1981,40,51,2666441
Rubella,Oregon,1982,45,7,2692647
Rubella,Oregon,1983,45,14,2713240
Rubella,Oregon,1984,23,2,2729830
Rubella,Oregon,1985,43,3,2744096
Rubella,Oregon,1986,22,4,2757761
Rubella,Oregon,1987,50,2,2772587
Rubella,Oregon,1988,0,0,2790374
Rubella,Oregon,1989,35,4,2812975
Rubella,Oregon,1990,26,13,2842321
Rubella,Oregon,1991,29,5,2879922
Rubella,Oregon,1992,38,6,2925245
Rubella,Oregon,1993,46,3,2977217
Rubella,Oregon,1994,21,2,3034716
Rubella,Oregon,1995,42,2,3096548
Rubella,Oregon,1996,32,1,3161421
Rubella,Oregon,1997,0,0,3227933
Rubella,Oregon,1998,0,0,3294557
Rubella,Oregon,1999,0,0,3359638
Rubella,Oregon,2000,0,0,3421399
Rubella,Oregon,2001,0,0,3478333
Rubella,Oregon,2002,0,0,3530420
Rubella,Oregon,2003,0,0,3578065
Rubella,Pennsylvania,1966,27,87,11660590
Rubella,Pennsylvania,1967,28,82,11700865
Rubella,Pennsylvania,1968,31,173,11736478
Rubella,Pennsylvania,1969,42,870,11767475
Rubella,Pennsylvania,1970,51,1994,11793909
Rubella,Pennsylvania,1971,52,1042,11815878
Rubella,Pennsylvania,1972,47,270,11833653
Rubella,Pennsylvania,1973,48,310,11847552
Rubella,Pennsylvania,1974,49,250,11857896
Rubella,Pennsylvania,1975,52,268,11865015
Rubella,Pennsylvania,1976,50,222,11869239
Rubella,Pennsylvania,1977,51,732,11870902
Rubella,Pennsylvania,1978,50,687,11870340
Rubella,Pennsylvania,1979,50,279,11867892
Rubella,Pennsylvania,1980,47,151,11863895
Rubella,Pennsylvania,1981,44,18,11858756
Rubella,Pennsylvania,1982,17,2,11853157
Rubella,Pennsylvania,1983,40,25,11847847
Rubella,Pennsylvania,1984,30,4,11843575
Rubella,Pennsylvania,1985,39,14,11841087
Rubella,Pennsylvania,1986,0,0,11841129
Rubella,Pennsylvania,1987,0,0,11844452
Rubella,Pennsylvania,1988,41,2,11851805
Rubella,Pennsylvania,1989,0,0,11863947
Rubella,Pennsylvania,1990,39,1,11881643
Rubella,Pennsylvania,1991,44,45,11905415
Rubella,Pennsylvania,1992,30,3,11934776
Rubella,Pennsylvania,1993,42,6,11968987
Rubella,Pennsylvania,1994,0,0,12007307
Rubella,Pennsylvania,1995,0,0,12048988
Rubella,Pennsylvania,1996,11,0,12093277
Rubella,Pennsylvania,1997,0,0,12139408
Rubella,Pennsylvania,1998,27,1,12186608
Rubella,Pennsylvania,1999,34,3,12234090
Rubella,Pennsylvania,2000,0,0,12281054
Rubella,Pennsylvania,2001,0,0,12326849
Rubella,Pennsylvania,2002,0,0,12371452
Rubella,Pennsylvania,2003,0,0,12415000
Rubella,Rhode Island,1966,43,280,917788
Rubella,Rhode Island,1967,46,367,926815
Rubella,Rhode Island,1968,39,1397,934857
Rubella,Rhode Island,1969,44,260,941600
Rubella,Rhode Island,1970,51,180,946725
Rubella,Rhode Island,1971,50,111,950018
Rubella,Rhode Island,1972,48,91,951693
Rubella,Rhode Island,1973,47,229,952081
Rubella,Rhode Island,1974,48,20,951518
Rubella,Rhode Island,1975,45,29,950344
Rubella,Rhode Island,1976,50,7,948899
Rubella,Rhode Island,1977,50,136,947522
Rubella,Rhode Island,1978,46,42,946548
Rubella,Rhode Island,1979,45,93,946313
Rubella,Rhode Island,1980,39,9,947154
Rubella,Rhode Island,1981,0,0,949324
Rubella,Rhode Island,1982,35,1,952732
Rubella,Rhode Island,1983,0,0,957207
Rubella,Rhode Island,1984,0,0,962573
Rubella,Rhode Island,1985,0,0,968656
Rubella,Rhode Island,1986,30,2,975280
Rubella,Rhode Island,1987,0,0,982261
Rubella,Rhode Island,1988,35,1,989415
Rubella,Rhode Island,1989,0,0,996548
Rubella,Rhode Island,1990,45,1,1003464
Rubella,Rhode Island,1991,0,0,1009992
Rubella,Rhode Island,1992,44,4,1016091
Rubella,Rhode Island,1993,0,0,1021749
Rubella,Rhode Island,1994,30,3,1026958
Rubella,Rhode Island,1995,0,0,1031708
Rubella,Rhode Island,1996,0,0,1035992
Rubella,Rhode Island,1997,0,0,1039802
Rubella,Rhode Island,1998,23,1,1043130
Rubella,Rhode Island,1999,0,0,1045971
Rubella,Rhode Island,2000,17,1,1048319
Rubella,Rhode Island,2001,0,0,1050177
Rubella,Rhode Island,2002,0,0,1051584
Rubella,Rhode Island,2003,0,0,1052590
Rubella,South Carolina,1966,33,276,2484962
Rubella,South Carolina,1967,30,223,2505256
Rubella,South Carolina,1968,35,252,2528934
Rubella,South Carolina,1969,38,287,2556998
Rubella,South Carolina,1970,51,676,2590516
Rubella,South Carolina,1971,50,457,2630285
Rubella,South Carolina,1972,48,51,2675776
Rubella,South Carolina,1973,45,88,2726085
Rubella,South Carolina,1974,45,686,2780252
Rubella,South Carolina,1975,51,496,2837244
Rubella,South Carolina,1976,50,619,2895937
Rubella,South Carolina,1977,50,232,2955112
Rubella,South Carolina,1978,41,35,3013449
Rubella,South Carolina,1979,45,74,3069523
Rubella,South Carolina,1980,48,55,3121820
Rubella,South Carolina,1981,42,7,3169128
Rubella,South Carolina,1982,44,1,3211758
Rubella,South Carolina,1983,24,1,3250471
Rubella,South Carolina,1984,0,0,3286086
Rubella,South Carolina,1985,51,3,3319478
Rubella,South Carolina,1986,0,0,3351569
Rubella,South Carolina,1987,0,0,3383318
Rubella,South Carolina,1988,0,0,3415724
Rubella,South Carolina,1989,0,0,3449826
Rubella,South Carolina,1990,1,1,3486703
Rubella,South Carolina,1991,0,0,3527239
Rubella,South Carolina,1992,24,7,3571367
Rubella,South Carolina,1993,0,0,3618770
Rubella,South Carolina,1994,0,0,3669116
Rubella,South Carolina,1995,24,1,3722058
Rubella,South Carolina,1996,35,1,3777228
Rubella,South Carolina,1997,41,19,3834238
Rubella,South Carolina,1998,10,1,3892671
Rubella,South Carolina,1999,0,0,3952085
Rubella,South Carolina,2000,40,14,4012012
Rubella,South Carolina,2001,25,2,4072049
Rubella,South Carolina,2002,0,0,4132165
Rubella,South Carolina,2003,0,0,4192431
Rubella,South Dakota,1966,2,2,670081
Rubella,South Dakota,1967,2,3,668073
Rubella,South Dakota,1968,0,0,666513
Rubella,South Dakota,1969,0,0,665593
Rubella,South Dakota,1970,45,4,665507
Rubella,South Dakota,1971,50,99,666387
Rubella,South Dakota,1972,43,10,668116
Rubella,South Dakota,1973,42,44,670515
Rubella,South Dakota,1974,35,39,673407
Rubella,South Dakota,1975,48,18,676610
Rubella,South Dakota,1976,46,21,679942
Rubella,South Dakota,1977,34,23,683215
Rubella,South Dakota,1978,51,112,686240
Rubella,South Dakota,1979,31,5,688823
Rubella,South Dakota,1980,20,2,690768
Rubella,South Dakota,1981,0,0,691942
Rubella,South Dakota,1982,44,1,692468
Rubella,South Dakota,1983,0,0,692533
Rubella,South Dakota,1984,0,0,692326
Rubella,South Dakota,1985,0,0,692038
Rubella,South Dakota,1986,0,0,691857
Rubella,South Dakota,1987,0,0,691972
Rubella,South Dakota,1988,0,0,692574
Rubella,South Dakota,1989,0,0,693853
Rubella,South Dakota,1990,0,0,696004
Rubella,South Dakota,1991,0,0,699170
Rubella,South Dakota,1992,0,0,703282
Rubella,South Dakota,1993,0,0,708215
Rubella,South Dakota,1994,0,0,713843
Rubella,South Dakota,1995,0,0,720041
Rubella,South Dakota,1996,0,0,726678
Rubella,South Dakota,1997,0,0,733619
Rubella,South Dakota,1998,0,0,740725
Rubella,South Dakota,1999,0,0,747850
Rubella,South Dakota,2000,0,0,754844
Rubella,South Dakota,2001,0,0,761582
Rubella,South Dakota,2002,0,0,768060
Rubella,South Dakota,2003,0,0,774306
Rubella,Tennessee,1966,51,2583,3739738
Rubella,Tennessee,1967,50,1285,3778242
Rubella,Tennessee,1968,52,1135,3821245
Rubella,Tennessee,1969,51,1669,3869470
Rubella,Tennessee,1970,51,1529,3923687
Rubella,Tennessee,1971,52,2003,3984366
Rubella,Tennessee,1972,49,528,4050556
Rubella,Tennessee,1973,51,642,4120877
Rubella,Tennessee,1974,50,354,4193856
Rubella,Tennessee,1975,52,642,4267912
Rubella,Tennessee,1976,52,234,4341349
Rubella,Tennessee,1977,50,1707,4412355
Rubella,Tennessee,1978,50,215,4479008
Rubella,Tennessee,1979,51,108,4539293
Rubella,Tennessee,1980,50,41,4591120
Rubella,Tennessee,1981,43,16,4633030
Rubella,Tennessee,1982,26,2,4666274
Rubella,Tennessee,1983,0,0,4692880
Rubella,Tennessee,1984,0,0,4714961
Rubella,Tennessee,1985,0,0,4734690
Rubella,Tennessee,1986,0,0,4754285
Rubella,Tennessee,1987,27,1,4776001
Rubella,Tennessee,1988,18,2,4802137
Rubella,Tennessee,1989,38,4,4835051
Rubella,Tennessee,1990,37,14,4877185
Rubella,Tennessee,1991,33,100,4930426
Rubella,Tennessee,1992,38,3,4994036
Rubella,Tennessee,1993,8,4,5066591
Rubella,Tennessee,1994,0,0,5146619
Rubella,Tennessee,1995,6,0,5232571
Rubella,Tennessee,1996,1,1,5322798
Rubella,Tennessee,1997,0,0,5415540
Rubella,Tennessee,1998,20,2,5508905
Rubella,Tennessee,1999,0,0,5600871
Rubella,Tennessee,2000,20,0,5689283
Rubella,Tennessee,2001,4,1,5772329
Rubella,Tennessee,2002,0,0,5849996
Rubella,Tennessee,2003,0,0,5922777
Rubella,Texas,1966,29,138,10470937
Rubella,Texas,1967,31,622,10628322
Rubella,Texas,1968,49,2867,10798697
Rubella,Texas,1969,51,4179,10986554
Rubella,Texas,1970,51,8323,11196730
Rubella,Texas,1971,52,4363,11433080
Rubella,Texas,1972,49,1502,11694123
Rubella,Texas,1973,50,1122,11976810
Rubella,Texas,1974,49,259,12277800
Rubella,Texas,1975,51,353,12593389
Rubella,Texas,1976,52,271,12919453
Rubella,Texas,1977,51,818,13251403
Rubella,Texas,1978,51,388,13584154
Rubella,Texas,1979,52,206,13912114
Rubella,Texas,1980,50,133,14229191
Rubella,Texas,1981,47,168,14530385
Rubella,Texas,1982,50,136,14816758
Rubella,Texas,1983,50,123,15091213
Rubella,Texas,1984,50,74,15356979
Rubella,Texas,1985,44,40,15617586
Rubella,Texas,1986,43,68,15876848
Rubella,Texas,1987,33,4,16138855
Rubella,Texas,1988,32,19,16407975
Rubella,Texas,1989,46,44,16688868
Rubella,Texas,1990,18,87,16986510
Rubella,Texas,1991,24,6,17305041
Rubella,Texas,1992,0,0,17644041
Rubella,Texas,1993,37,9,18001811
Rubella,Texas,1994,34,9,18376501
Rubella,Texas,1995,48,13,18766087
Rubella,Texas,1996,33,2,19168347
Rubella,Texas,1997,36,5,19580842
Rubella,Texas,1998,44,62,20000905
Rubella,Texas,1999,43,8,20425620
Rubella,Texas,2000,34,5,20851820
Rubella,Texas,2001,11,1,21276781
Rubella,Texas,2002,30,1,21700457
Rubella,Texas,2003,0,0,22123555
Rubella,Utah,1966,30,81,977165
Rubella,Utah,1967,29,82,993534
Rubella,Utah,1968,36,110,1012163
Rubella,Utah,1969,42,153,1033800
Rubella,Utah,1970,50,173,1059273
Rubella,Utah,1971,51,69,1089254
Rubella,Utah,1972,46,35,1123473
Rubella,Utah,1973,46,82,1161369
Rubella,Utah,1974,39,28,1202301
Rubella,Utah,1975,47,37,1245526
Rubella,Utah,1976,52,165,1290183
Rubella,Utah,1977,49,71,1335272
Rubella,Utah,1978,52,40,1379653
Rubella,Utah,1979,43,46,1422044
Rubella,Utah,1980,50,31,1461037
Rubella,Utah,1981,45,13,1495481
Rubella,Utah,1982,51,27,1525668
Rubella,Utah,1983,48,8,1552360
Rubella,Utah,1984,50,7,1576418
Rubella,Utah,1985,0,0,1598784
Rubella,Utah,1986,30,15,1620472
Rubella,Utah,1987,50,11,1642554
Rubella,Utah,1988,33,4,1666165
Rubella,Utah,1989,0,0,1692503
Rubella,Utah,1990,30,4,1722850
Rubella,Utah,1991,16,11,1758275
Rubella,Utah,1992,29,2,1798646
Rubella,Utah,1993,44,5,1843507
Rubella,Utah,1994,34,4,1892358
Rubella,Utah,1995,33,1,1944650
Rubella,Utah,1996,1,1,1999766
Rubella,Utah,1997,0,0,2057008
Rubella,Utah,1998,42,3,2115593
Rubella,Utah,1999,23,0,2174640
Rubella,Utah,2000,5,1,2233169
Rubella,Utah,2001,0,0,2290312
Rubella,Utah,2002,12,0,2345993
Rubella,Utah,2003,0,0,2400368
Rubella,Vermont,1966,28,159,417855
Rubella,Vermont,1967,26,214,424120
Rubella,Vermont,1968,28,91,430670
Rubella,Vermont,1969,29,120,437433
Rubella,Vermont,1970,50,68,444330
Rubella,Vermont,1971,50,102,451289
Rubella,Vermont,1972,45,69,458274
Rubella,Vermont,1973,45,88,465258
Rubella,Vermont,1974,48,42,472211
Rubella,Vermont,1975,47,72,479102
Rubella,Vermont,1976,40,6,485900
Rubella,Vermont,1977,43,87,492570
Rubella,Vermont,1978,36,40,499077
Rubella,Vermont,1979,51,408,505385
Rubella,Vermont,1980,31,3,511456
Rubella,Vermont,1981,0,0,517263
Rubella,Vermont,1982,0,0,522825
Rubella,Vermont,1983,44,5,528174
Rubella,Vermont,1984,0,0,533345
Rubella,Vermont,1985,0,0,538373
Rubella,Vermont,1986,22,0,543296
Rubella,Vermont,1987,0,0,548155
Rubella,Vermont,1988,0,0,552989
Rubella,Vermont,1989,33,0,557842
Rubella,Vermont,1990,0,0,562758
Rubella,Vermont,1991,0,0,567766
Rubella,Vermont,1992,0,0,572831
Rubella,Vermont,1993,0,0,577902
Rubella,Vermont,1994,0,0,582926
Rubella,Vermont,1995,0,0,587845
Rubella,Vermont,1996,35,1,592604
Rubella,Vermont,1997,0,0,597142
Rubella,Vermont,1998,0,0,601400
Rubella,Vermont,1999,0,0,605316
Rubella,Vermont,2000,0,0,608827
Rubella,Vermont,2001,0,0,611887
Rubella,Vermont,2002,0,0,614522
Rubella,Vermont,2003,0,0,616773
Rubella,Virginia,1966,45,963,4371553
Rubella,Virginia,1967,43,647,4440903
Rubella,Virginia,1968,46,636,4510316
Rubella,Virginia,1969,48,1541,4579585
Rubella,Virginia,1970,50,769,4648494
Rubella,Virginia,1971,51,251,4716888
Rubella,Virginia,1972,45,78,4784911
Rubella,Virginia,1973,45,641,4852796
Rubella,Virginia,1974,46,70,4920790
Rubella,Virginia,1975,50,328,4989154
Rubella,Virginia,1976,51,251,5058168
Rubella,Virginia,1977,49,618,5128123
Rubella,Virginia,1978,51,247,5199330
Rubella,Virginia,1979,47,215,5272114
Rubella,Virginia,1980,49,61,5346818
Rubella,Virginia,1981,40,26,5423715
Rubella,Virginia,1982,48,17,5502729
Rubella,Virginia,1983,42,5,5583684
Rubella,Virginia,1984,5,1,5666393
Rubella,Virginia,1985,35,2,5750657
Rubella,Virginia,1986,0,0,5836264
Rubella,Virginia,1987,40,1,5922986
Rubella,Virginia,1988,29,12,6010582
Rubella,Virginia,1989,0,0,6098796
Rubella,Virginia,1990,26,1,6187358
Rubella,Virginia,1991,0,0,6276031
Rubella,Virginia,1992,0,0,6364773
Rubella,Virginia,1993,0,0,6453592
Rubella,Virginia,1994,0,0,6542496
Rubella,Virginia,1995,0,0,6631499
Rubella,Virginia,1996,29,2,6720613
Rubella,Virginia,1997,38,1,6809854
Rubella,Virginia,1998,14,1,6899238
Rubella,Virginia,1999,0,0,6988785
Rubella,Virginia,2000,0,0,7078515
Rubella,Virginia,2001,0,0,7168459
Rubella,Virginia,2002,0,0,7258685
Rubella,Virginia,2003,0,0,7349269
Rubella,Washington,1966,49,3129,3157768
Rubella,Washington,1967,47,3030,3217235
Rubella,Washington,1968,48,1834,3279015
Rubella,Washington,1969,49,1806,3343024
Rubella,Washington,1970,51,4880,3409169
Rubella,Washington,1971,51,1453,3477326
Rubella,Washington,1972,49,882,3547263
Rubella,Washington,1973,50,692,3618704
Rubella,Washington,1974,50,438,3691346
Rubella,Washington,1975,52,360,3764862
Rubella,Washington,1976,50,236,3838897
Rubella,Washington,1977,51,448,3913069
Rubella,Washington,1978,51,132,3986966
Rubella,Washington,1979,51,216,4060150
Rubella,Washington,1980,49,97,4132156
Rubella,Washington,1981,43,133,4202665
Rubella,Washington,1982,49,56,4272055
Rubella,Washington,1983,38,12,4340912
Rubella,Washington,1984,40,2,4409870
Rubella,Washington,1985,35,14,4479602
Rubella,Washington,1986,35,17,4550828
Rubella,Washington,1987,22,2,4624310
Rubella,Washington,1988,0,0,4700862
Rubella,Washington,1989,0,0,4781348
Rubella,Washington,1990,4,1,4866692
Rubella,Washington,1991,21,13,4957590
Rubella,Washington,1992,30,8,5053591
Rubella,Washington,1993,0,0,5153900
Rubella,Washington,1994,0,0,5257654
Rubella,Washington,1995,38,2,5363915
Rubella,Washington,1996,44,2,5471663
Rubella,Washington,1997,25,2,5579793
Rubella,Washington,1998,34,2,5687112
Rubella,Washington,1999,0,0,5792342
Rubella,Washington,2000,20,0,5894121
Rubella,Washington,2001,0,0,5991319
Rubella,Washington,2002,0,0,6084016
Rubella,Washington,2003,0,0,6172643
Rubella,West Virginia,1966,50,1017,1749477
Rubella,West Virginia,1967,46,590,1740635
Rubella,West Virginia,1968,52,879,1736343
Rubella,West Virginia,1969,51,2353,1737298
Rubella,West Virginia,1970,51,1417,1744237
Rubella,West Virginia,1971,52,721,1757602
Rubella,West Virginia,1972,49,398,1776420
Rubella,West Virginia,1973,51,345,1799353
Rubella,West Virginia,1974,50,288,1825021
Rubella,West Virginia,1975,51,238,1851977
Rubella,West Virginia,1976,52,323,1878690
Rubella,West Virginia,1977,51,174,1903537
Rubella,West Virginia,1978,52,295,1924819
Rubella,West Virginia,1979,52,107,1940779
Rubella,West Virginia,1980,45,33,1949644
Rubella,West Virginia,1981,42,18,1950183
Rubella,West Virginia,1982,43,4,1943276
Rubella,West Virginia,1983,6,4,1930383
Rubella,West Virginia,1984,0,0,1912990
Rubella,West Virginia,1985,35,11,1892575
Rubella,West Virginia,1986,0,0,1870576
Rubella,West Virginia,1987,0,0,1848374
Rubella,West Virginia,1988,0,0,1827291
Rubella,West Virginia,1989,0,0,1808587
Rubella,West Virginia,1990,0,0,1793477
Rubella,West Virginia,1991,0,0,1782845
Rubella,West Virginia,1992,21,1,1776378
Rubella,West Virginia,1993,0,0,1773494
Rubella,West Virginia,1994,0,0,1773638
Rubella,West Virginia,1995,0,0,1776274
Rubella,West Virginia,1996,0,0,1780874
Rubella,West Virginia,1997,0,0,1786913
Rubella,West Virginia,1998,0,0,1793862
Rubella,West Virginia,1999,0,0,1801186
Rubella,West Virginia,2000,0,0,1808344
Rubella,West Virginia,2001,0,0,1814887
Rubella,West Virginia,2002,0,0,1820780
Rubella,West Virginia,2003,0,0,1826090
Rubella,Wisconsin,1966,49,5104,4249813
Rubella,Wisconsin,1967,47,3067,4294241
Rubella,Wisconsin,1968,52,2980,4337060
Rubella,Wisconsin,1969,51,3154,4378235
Rubella,Wisconsin,1970,51,2294,4417731
Rubella,Wisconsin,1971,52,1787,4455510
Rubella,Wisconsin,1972,49,2309,4491500
Rubella,Wisconsin,1973,51,1673,4525620
Rubella,Wisconsin,1974,50,605,4557793
Rubella,Wisconsin,1975,52,984,4587941
Rubella,Wisconsin,1976,52,507,4615990
Rubella,Wisconsin,1977,51,691,4641866
Rubella,Wisconsin,1978,51,1636,4665500
Rubella,Wisconsin,1979,50,256,4686822
Rubella,Wisconsin,1980,51,180,4705767
Rubella,Wisconsin,1981,47,116,4722410
Rubella,Wisconsin,1982,48,41,4737376
Rubella,Wisconsin,1983,47,28,4751438
Rubella,Wisconsin,1984,44,8,4765381
Rubella,Wisconsin,1985,35,0,4779997
Rubella,Wisconsin,1986,44,1,4796090
Rubella,Wisconsin,1987,13,2,4814473
Rubella,Wisconsin,1988,0,0,4835977
Rubella,Wisconsin,1989,44,2,4861451
Rubella,Wisconsin,1990,27,2,4891769
Rubella,Wisconsin,1991,22,0,4927545
Rubella,Wisconsin,1992,0,0,4968242
Rubella,Wisconsin,1993,24,0,5013015
Rubella,Wisconsin,1994,0,0,5060999
Rubella,Wisconsin,1995,0,0,5111299
Rubella,Wisconsin,1996,0,0,5162987
Rubella,Wisconsin,1997,41,1,5215094
Rubella,Wisconsin,1998,0,0,5266615
