date,weightclass,fighter,rank
2024-02-13,Middleweight,Brendan Allen,7
2024-02-13,Middleweight,Nassourdine Imavov,8
2024-02-13,Middleweight,Roman Dolidze,9
2024-02-13,Middleweight,Jack Hermansson,10
2024-02-13,Middleweight,Khamzat Chimaev,11
2024-02-13,Middleweight,Paul Craig,12
2024-02-13,Middleweight,Chris Curtis,13
2024-02-13,Middleweight,Caio Borralho,14
2024-02-13,Middleweight,Anthony Hernandez,15
2024-02-13,Light Heavyweight,Alex Pereira,0
2024-02-13,Light Heavyweight,Jamahal Hill,1
2024-02-13,Light Heavyweight,Jiri Prochazka,2
2024-02-13,Light Heavyweight,Magomed Ankalaev,3
2024-02-13,Light Heavyweight,Jan Blachowicz,4
2024-02-13,Light Heavyweight,Aleksandar Rakic,5
2024-02-13,Light Heavyweight,Nikita Krylov,6
2024-02-13,Light Heavyweight,Johnny Walker,7
2024-02-13,Light Heavyweight,Khalil Rountree Jr.,8
2024-02-13,Light Heavyweight,Volkan Oezdemir,9
2024-02-13,Light Heavyweight,Anthony Smith,10
2024-02-13,Light Heavyweight,Ryan Spann,11
2024-02-13,Light Heavyweight,Alonzo Menifield,12
2024-02-13,Light Heavyweight,Azamat Murzakanov,13
2024-02-13,Light Heavyweight,Dominick Reyes,14
2024-02-13,Light Heavyweight,Dustin Jacoby,15
2024-02-13,Heavyweight,Jon Jones,0
2024-02-13,Heavyweight,Tom Aspinall,1
2024-02-13,Heavyweight,Ciryl Gane,2
2024-02-13,Heavyweight,Sergei Pavlovich,3
2024-02-13,Heavyweight,Stipe Miocic,4
2024-02-13,Heavyweight,Curtis Blaydes,5
2024-02-13,Heavyweight,Alexander Volkov,6
2024-02-13,Heavyweight,Jailton Almeida,7
2024-02-13,Heavyweight,Serghei Spivac,8
2024-02-13,Heavyweight,Tai Tuivasa,9
2024-02-13,Heavyweight,Derrick Lewis,10
2024-02-13,Heavyweight,Marcin Tybura,10
2024-02-13,Heavyweight,Jairzinho Rozenstruik,12
2024-02-13,Heavyweight,Alexandr Romanov,13
2024-02-13,Heavyweight,Rodrigo Nascimento,14
2024-02-13,Heavyweight,Marcos Rogerio de Lima,15
2024-02-13,Women's Strawweight,Zhang Weili,0
2024-02-13,Women's Strawweight,Yan Xiaonan,1
2024-02-13,Women's Strawweight,Tatiana Suarez,2
2024-02-13,Women's Strawweight,Amanda Lemos,3
2024-02-13,Women's Strawweight,Jessica Andrade,4
2024-02-13,Women's Strawweight,Virna Jandiroba,5
2024-02-13,Women's Strawweight,Marina Rodriguez,6
2024-02-13,Women's Strawweight,Mackenzie Dern,7
2024-02-13,Women's Strawweight,Amanda Ribas,8
2024-02-13,Women's Strawweight,Luana Pinheiro,9
2024-02-13,Women's Strawweight,Loopy Godinez,10
2024-02-13,Women's Strawweight,Tabatha Ricci,11
2024-02-13,Women's Strawweight,Angela Hill,12
2024-02-13,Women's Strawweight,Karolina Kowalkiewicz,13
2024-02-13,Women's Strawweight,Michelle Waterson-Gomez,14
2024-02-13,Women's Strawweight,Gillian Robertson,15
2024-02-13,Women's Flyweight,Alexa Grasso,0
2024-02-13,Women's Flyweight,Valentina Shevchenko,1
2024-02-13,Women's Flyweight,Erin Blanchfield,2
2024-02-13,Women's Flyweight,Manon Fiorot,3
2024-02-13,Women's Flyweight,Katlyn Cerminara,4
2024-02-13,Women's Flyweight,Jessica Andrade,5
2024-02-13,Women's Flyweight,Maycee Barber,6
2024-02-13,Women's Flyweight,Natalia Silva,7
2024-02-13,Women's Flyweight,Amanda Ribas,8
2024-02-13,Women's Flyweight,Viviane Araujo,9
2024-02-13,Women's Flyweight,Tracy Cortez,10
2024-02-13,Women's Flyweight,Ariane da Silva,11
2024-02-13,Women's Flyweight,Karine Silva,12
2024-02-13,Women's Flyweight,Casey O'Neill,13
2024-02-13,Women's Flyweight,Jasmine Jasudavicius,14
2024-02-13,Women's Flyweight,Andrea Lee,15
2024-02-13,Women's Bantamweight,Raquel Pennington,0
2024-02-13,Women's Bantamweight,Julianna Pena,1
2024-02-13,Women's Bantamweight,Mayra Bueno Silva,2
2024-02-13,Women's Bantamweight,Ketlen Vieira,3
2024-02-13,Women's Bantamweight,Irene Aldana,4
2024-02-13,Women's Bantamweight,Holly Holm,5
2024-02-13,Women's Bantamweight,Pannie Kianzad,6
2024-02-13,Women's Bantamweight,Yana Santos,7
2024-02-13,Women's Bantamweight,Miesha Tate,8
2024-02-13,Women's Bantamweight,Karol Rosa,9
2024-02-13,Women's Bantamweight,Macy Chiasson,10
2024-02-13,Women's Bantamweight,Norma Dumont,11
2024-02-13,Women's Bantamweight,Julia Avila,12
2024-02-13,Women's Bantamweight,Josiane Nunes,13
2024-02-13,Women's Bantamweight,Chelsea Chandler,14
2024-02-13,Women's Bantamweight,Melissa Mullins,15
2024-02-13,Men's Pound-for-Pound,Islam Makhachev,1
2024-02-13,Men's Pound-for-Pound,Jon Jones,2
2024-02-13,Men's Pound-for-Pound,Alexander Volkanovski,3
2024-02-13,Men's Pound-for-Pound,Leon Edwards,4
2024-02-13,Men's Pound-for-Pound,Alex Pereira,5
2024-02-13,Men's Pound-for-Pound,Charles Oliveira,6
2024-02-13,Men's Pound-for-Pound,Sean O'Malley,7
2024-02-13,Men's Pound-for-Pound,Dricus Du Plessis,8
2024-02-13,Men's Pound-for-Pound,Alexandre Pantoja,9
2024-02-13,Men's Pound-for-Pound,Israel Adesanya,10
2024-02-13,Men's Pound-for-Pound,Sean Strickland,11
2024-02-13,Men's Pound-for-Pound,Aljamain Sterling,12
2024-02-13,Men's Pound-for-Pound,Tom Aspinall,12
2024-02-13,Men's Pound-for-Pound,Max Holloway,14
2024-02-13,Men's Pound-for-Pound,Kamaru Usman,15
2024-02-13,Women's Pound-for-Pound,Alexa Grasso,1
2024-02-13,Women's Pound-for-Pound,Zhang Weili,2
2024-02-13,Women's Pound-for-Pound,Valentina Shevchenko,3
2024-02-13,Women's Pound-for-Pound,Erin Blanchfield,4
2024-02-13,Women's Pound-for-Pound,Julianna Pena,5
2024-02-13,Women's Pound-for-Pound,Manon Fiorot,6
2024-02-13,Women's Pound-for-Pound,Raquel Pennington,7
2024-02-13,Women's Pound-for-Pound,Rose Namajunas,8
2024-02-13,Women's Pound-for-Pound,Tatiana Suarez,9
2024-02-13,Women's Pound-for-Pound,Yan Xiaonan,10
2024-02-13,Women's Pound-for-Pound,Jessica Andrade,11
2024-02-13,Women's Pound-for-Pound,Amanda Lemos,12
2024-02-13,Women's Pound-for-Pound,Ketlen Vieira,13
2024-02-13,Women's Pound-for-Pound,Irene Aldana,14
2024-02-13,Women's Pound-for-Pound,Mayra Bueno Silva,15
2024-02-20,Flyweight,Alexandre Pantoja,0
2024-02-20,Flyweight,Brandon Moreno,1
2024-02-20,Flyweight,Amir Albazi,2
2024-02-20,Flyweight,Brandon Royval,3
2024-02-20,Flyweight,Kai Kara-France,4
2024-02-20,Flyweight,Matheus Nicolau,5
2024-02-20,Flyweight,Manel Kape,6
2024-02-20,Flyweight,Alex Perez,7
2024-02-20,Flyweight,Muhammad Mokaev,8
2024-02-20,Flyweight,Matt Schnell,9
2024-02-20,Flyweight,Tim Elliott,10
2024-02-20,Flyweight,Tagir Ulanbekov,11
2024-02-20,Flyweight,Steve Erceg,12
2024-02-20,Flyweight,Sumudaerji,13
2024-02-20,Flyweight,David Dvorak,14
2024-02-20,Flyweight,Tatsuro Taira,15
2024-02-20,Bantamweight,Sean O'Malley,0
2024-02-20,Bantamweight,Merab Dvalishvili,1
2024-02-20,Bantamweight,Aljamain Sterling,2
2024-02-20,Bantamweight,Cory Sandhagen,3
2024-02-20,Bantamweight,Petr Yan,4
2024-02-20,Bantamweight,Marlon Vera,5
2024-02-20,Bantamweight,Henry Cejudo,6
2024-02-20,Bantamweight,Song Yadong,7
2024-02-20,Bantamweight,Deiveson Figueiredo,8
2024-02-20,Bantamweight,Rob Font,9
2024-02-20,Bantamweight,Jonathan Martinez,10
2024-02-20,Bantamweight,Dominick Cruz,11
2024-02-20,Bantamweight,Pedro Munhoz,12
2024-02-20,Bantamweight,Umar Nurmagomedov,13
2024-02-20,Bantamweight,Mario Bautista,14
2024-02-20,Bantamweight,Ricky Simon,15
2024-02-20,Featherweight,Ilia Topuria,0
2024-02-20,Featherweight,Alexander Volkanovski,1
2024-02-20,Featherweight,Max Holloway,2
2024-02-20,Featherweight,Yair Rodriguez,3
2024-02-20,Featherweight,Brian Ortega,4
2024-02-20,Featherweight,Movsar Evloev,5
2024-02-20,Featherweight,Arnold Allen,6
2024-02-20,Featherweight,Josh Emmett,7
2024-02-20,Featherweight,Calvin Kattar,8
2024-02-20,Featherweight,Giga Chikadze,9
2024-02-20,Featherweight,Bryce Mitchell,10
2024-02-20,Featherweight,Edson Barboza,11
2024-02-20,Featherweight,Dan Ige,12
2024-02-20,Featherweight,Sodiq Yusuff,13
2024-02-20,Featherweight,Lerone Murphy,14
2024-02-20,Featherweight,Alex Caceres,15
2024-02-20,Lightweight,Islam Makhachev,0
2024-02-20,Lightweight,Charles Oliveira,1
2024-02-20,Lightweight,Justin Gaethje,2
2024-02-20,Lightweight,Dustin Poirier,3
2024-02-20,Lightweight,Arman Tsarukyan,4
2024-02-20,Lightweight,Michael Chandler,5
2024-02-20,Lightweight,Mateusz Gamrot,6
2024-02-20,Lightweight,Beneil Dariush,7
2024-02-20,Lightweight,Rafael Fiziev,8
2024-02-20,Lightweight,Jalin Turner,9
2024-02-20,Lightweight,Dan Hooker,10
2024-02-20,Lightweight,Rafael Dos Anjos,11
2024-02-20,Lightweight,Benoit Saint Denis,12
2024-02-20,Lightweight,Renato Moicano,13
2024-02-20,Lightweight,King Green,14
2024-02-20,Lightweight,Drew Dober,15
2024-02-20,Welterweight,Leon Edwards,0
2024-02-20,Welterweight,Kamaru Usman,1
2024-02-20,Welterweight,Belal Muhammad,2
2024-02-20,Welterweight,Shavkat Rakhmonov,3
2024-02-20,Welterweight,Gilbert Burns,4
2024-02-20,Welterweight,Colby Covington,5
2024-02-20,Welterweight,Ian Machado Garry,6
2024-02-20,Welterweight,Sean Brady,7
2024-02-20,Welterweight,Stephen Thompson,8
2024-02-20,Welterweight,Geoff Neal,9
2024-02-20,Welterweight,Vicente Luque,10
2024-02-20,Welterweight,Jack Della Maddalena,11
2024-02-20,Welterweight,Neil Magny,12
2024-02-20,Welterweight,Kevin Holland,13
2024-02-20,Welterweight,Michael Chiesa,14
2024-02-20,Welterweight,Rinat Fakhretdinov,15
2024-02-20,Middleweight,Dricus Du Plessis,0
2024-02-20,Middleweight,Sean Strickland,1
2024-02-20,Middleweight,Israel Adesanya,2
2024-02-20,Middleweight,Robert Whittaker,3
2024-02-20,Middleweight,Jared Cannonier,4
2024-02-20,Middleweight,Marvin Vettori,5
2024-02-20,Middleweight,Brendan Allen,6
2024-02-20,Middleweight,Paulo Costa,7
2024-02-20,Middleweight,Nassourdine Imavov,8
2024-02-20,Middleweight,Jack Hermansson,9
2024-02-20,Middleweight,Roman Dolidze,9
2024-02-20,Middleweight,Khamzat Chimaev,11
2024-02-20,Middleweight,Paul Craig,12
2024-02-20,Middleweight,Anthony Hernandez,13
2024-02-20,Middleweight,Chris Curtis,14
2024-02-20,Middleweight,Caio Borralho,15
2024-02-20,Light Heavyweight,Alex Pereira,0
2024-02-20,Light Heavyweight,Jamahal Hill,1
2024-02-20,Light Heavyweight,Jiri Prochazka,2
2024-02-20,Light Heavyweight,Magomed Ankalaev,3
2024-02-20,Light Heavyweight,Jan Blachowicz,4
2024-02-20,Light Heavyweight,Aleksandar Rakic,5
2024-02-20,Light Heavyweight,Nikita Krylov,6
2024-02-20,Light Heavyweight,Johnny Walker,7
2024-02-20,Light Heavyweight,Khalil Rountree Jr.,8
2024-02-20,Light Heavyweight,Volkan Oezdemir,9
2024-02-20,Light Heavyweight,Anthony Smith,10
2024-02-20,Light Heavyweight,Ryan Spann,11
2024-02-20,Light Heavyweight,Alonzo Menifield,12
2024-02-20,Light Heavyweight,Azamat Murzakanov,13
2024-02-20,Light Heavyweight,Dominick Reyes,14
2024-02-20,Light Heavyweight,Dustin Jacoby,15
2024-02-20,Heavyweight,Jon Jones,0
2024-02-20,Heavyweight,Tom Aspinall,1
2024-02-20,Heavyweight,Ciryl Gane,2
2024-02-20,Heavyweight,Sergei Pavlovich,3
2024-02-20,Heavyweight,Stipe Miocic,4
2024-02-20,Heavyweight,Curtis Blaydes,5
2024-02-20,Heavyweight,Alexander Volkov,6
2024-02-20,Heavyweight,Jailton Almeida,7
2024-02-20,Heavyweight,Serghei Spivac,8
2024-02-20,Heavyweight,Tai Tuivasa,9
2024-02-20,Heavyweight,Derrick Lewis,10
2024-02-20,Heavyweight,Marcin Tybura,10
2024-02-20,Heavyweight,Jairzinho Rozenstruik,12
2024-02-20,Heavyweight,Alexandr Romanov,13
2024-02-20,Heavyweight,Marcos Rogerio de Lima,14
2024-02-20,Heavyweight,Rodrigo Nascimento,15
2024-02-20,Women's Strawweight,Zhang Weili,0
2024-02-20,Women's Strawweight,Yan Xiaonan,1
2024-02-20,Women's Strawweight,Tatiana Suarez,2
2024-02-20,Women's Strawweight,Amanda Lemos,3
2024-02-20,Women's Strawweight,Jessica Andrade,4
2024-02-20,Women's Strawweight,Virna Jandiroba,5
2024-02-20,Women's Strawweight,Marina Rodriguez,6
2024-02-20,Women's Strawweight,Amanda Ribas,7
2024-02-20,Women's Strawweight,Mackenzie Dern,8
2024-02-20,Women's Strawweight,Luana Pinheiro,9
2024-02-20,Women's Strawweight,Loopy Godinez,10
2024-02-20,Women's Strawweight,Tabatha Ricci,11
2024-02-20,Women's Strawweight,Angela Hill,12
2024-02-20,Women's Strawweight,Karolina Kowalkiewicz,13
2024-02-20,Women's Strawweight,Michelle Waterson-Gomez,14
2024-02-20,Women's Strawweight,Gillian Robertson,15
2024-02-20,Women's Flyweight,Alexa Grasso,0
2024-02-20,Women's Flyweight,Valentina Shevchenko,1
2024-02-20,Women's Flyweight,Erin Blanchfield,2
2024-02-20,Women's Flyweight,Manon Fiorot,3
2024-02-20,Women's Flyweight,Katlyn Cerminara,4
2024-02-20,Women's Flyweight,Jessica Andrade,5
2024-02-20,Women's Flyweight,Maycee Barber,6
2024-02-20,Women's Flyweight,Natalia Silva,7
2024-02-20,Women's Flyweight,Amanda Ribas,8
2024-02-20,Women's Flyweight,Viviane Araujo,9
2024-02-20,Women's Flyweight,Tracy Cortez,10
2024-02-20,Women's Flyweight,Ariane da Silva,11
2024-02-20,Women's Flyweight,Karine Silva,12
2024-02-20,Women's Flyweight,Casey O'Neill,13
2024-02-20,Women's Flyweight,Miranda Maverick,14
2024-02-20,Women's Flyweight,Jasmine Jasudavicius,15
2024-02-20,Women's Bantamweight,Raquel Pennington,0
2024-02-20,Women's Bantamweight,Julianna Pena,1
2024-02-20,Women's Bantamweight,Mayra Bueno Silva,2
2024-02-20,Women's Bantamweight,Ketlen Vieira,3
2024-02-20,Women's Bantamweight,Irene Aldana,4
2024-02-20,Women's Bantamweight,Holly Holm,5
2024-02-20,Women's Bantamweight,Pannie Kianzad,6
2024-02-20,Women's Bantamweight,Yana Santos,7
2024-02-20,Women's Bantamweight,Miesha Tate,8
2024-02-20,Women's Bantamweight,Karol Rosa,9
2024-02-20,Women's Bantamweight,Macy Chiasson,10
2024-02-20,Women's Bantamweight,Norma Dumont,11
2024-02-20,Women's Bantamweight,Julia Avila,12
2024-02-20,Women's Bantamweight,Josiane Nunes,13
2024-02-20,Women's Bantamweight,Chelsea Chandler,14
2024-02-20,Women's Bantamweight,Melissa Mullins,15
2024-02-20,Men's Pound-for-Pound,Islam Makhachev,1
2024-02-20,Men's Pound-for-Pound,Jon Jones,2
2024-02-20,Men's Pound-for-Pound,Leon Edwards,3
2024-02-20,Men's Pound-for-Pound,Alex Pereira,4
2024-02-20,Men's Pound-for-Pound,Ilia Topuria,5
2024-02-20,Men's Pound-for-Pound,Charles Oliveira,6
2024-02-20,Men's Pound-for-Pound,Alexander Volkanovski,7
2024-02-20,Men's Pound-for-Pound,Sean O'Malley,8
2024-02-20,Men's Pound-for-Pound,Dricus Du Plessis,9
2024-02-20,Men's Pound-for-Pound,Alexandre Pantoja,10
2024-02-20,Men's Pound-for-Pound,Israel Adesanya,11
2024-02-20,Men's Pound-for-Pound,Tom Aspinall,12
2024-02-20,Men's Pound-for-Pound,Sean Strickland,13
2024-02-20,Men's Pound-for-Pound,Max Holloway,14
2024-02-20,Men's Pound-for-Pound,Aljamain Sterling,15
2024-02-20,Women's Pound-for-Pound,Alexa Grasso,1
2024-02-20,Women's Pound-for-Pound,Zhang Weili,2
2024-02-20,Women's Pound-for-Pound,Valentina Shevchenko,3
2024-02-20,Women's Pound-for-Pound,Erin Blanchfield,4
2024-02-20,Women's Pound-for-Pound,Julianna Pena,5
2024-02-20,Women's Pound-for-Pound,Manon Fiorot,6
2024-02-20,Women's Pound-for-Pound,Raquel Pennington,7
2024-02-20,Women's Pound-for-Pound,Rose Namajunas,8
2024-02-20,Women's Pound-for-Pound,Tatiana Suarez,9
2024-02-20,Women's Pound-for-Pound,Yan Xiaonan,10
2024-02-20,Women's Pound-for-Pound,Jessica Andrade,11
2024-02-20,Women's Pound-for-Pound,Amanda Lemos,12
2024-02-20,Women's Pound-for-Pound,Ketlen Vieira,13
2024-02-20,Women's Pound-for-Pound,Irene Aldana,14
2024-02-20,Women's Pound-for-Pound,Mayra Bueno Silva,15
2024-02-27,Flyweight,Alexandre Pantoja,0
2024-02-27,Flyweight,Brandon Royval,1
2024-02-27,Flyweight,Brandon Moreno,2
2024-02-27,Flyweight,Amir Albazi,3
2024-02-27,Flyweight,Kai Kara-France,4
2024-02-27,Flyweight,Matheus Nicolau,5
2024-02-27,Flyweight,Manel Kape,6
2024-02-27,Flyweight,Alex Perez,7
2024-02-27,Flyweight,Muhammad Mokaev,8
2024-02-27,Flyweight,Matt Schnell,9
2024-02-27,Flyweight,Tim Elliott,10
2024-02-27,Flyweight,Tagir Ulanbekov,11
2024-02-27,Flyweight,Steve Erceg,12
2024-02-27,Flyweight,Sumudaerji,13
2024-02-27,Flyweight,David Dvorak,14
2024-02-27,Flyweight,Tatsuro Taira,15
2024-02-27,Bantamweight,Sean O'Malley,0
2024-02-27,Bantamweight,Merab Dvalishvili,1
2024-02-27,Bantamweight,Aljamain Sterling,2
2024-02-27,Bantamweight,Cory Sandhagen,3
2024-02-27,Bantamweight,Petr Yan,4
2024-02-27,Bantamweight,Marlon Vera,5
2024-02-27,Bantamweight,Henry Cejudo,6
2024-02-27,Bantamweight,Song Yadong,7
2024-02-27,Bantamweight,Deiveson Figueiredo,8
2024-02-27,Bantamweight,Rob Font,9
2024-02-27,Bantamweight,Jonathan Martinez,10
2024-02-27,Bantamweight,Dominick Cruz,11
2024-02-27,Bantamweight,Pedro Munhoz,12
2024-02-27,Bantamweight,Umar Nurmagomedov,13
2024-02-27,Bantamweight,Mario Bautista,14
2024-02-27,Bantamweight,Ricky Simon,15
2024-02-27,Featherweight,Ilia Topuria,0
2024-02-27,Featherweight,Alexander Volkanovski,1
2024-02-27,Featherweight,Max Holloway,2
2024-02-27,Featherweight,Brian Ortega,3
2024-02-27,Featherweight,Yair Rodriguez,4
2024-02-27,Featherweight,Movsar Evloev,5
2024-02-27,Featherweight,Arnold Allen,6
2024-02-27,Featherweight,Josh Emmett,7
2024-02-27,Featherweight,Calvin Kattar,8
2024-02-27,Featherweight,Giga Chikadze,9
2024-02-27,Featherweight,Bryce Mitchell,10
2024-02-27,Featherweight,Edson Barboza,11
2024-02-27,Featherweight,Dan Ige,12
2024-02-27,Featherweight,Sodiq Yusuff,13
2024-02-27,Featherweight,Lerone Murphy,14
2024-02-27,Featherweight,Alex Caceres,15
2024-02-27,Lightweight,Islam Makhachev,0
2024-02-27,Lightweight,Charles Oliveira,1
2024-02-27,Lightweight,Justin Gaethje,2
2024-02-27,Lightweight,Dustin Poirier,3
2024-02-27,Lightweight,Arman Tsarukyan,4
2024-02-27,Lightweight,Michael Chandler,5
2024-02-27,Lightweight,Mateusz Gamrot,6
2024-02-27,Lightweight,Beneil Dariush,7
2024-02-27,Lightweight,Rafael Fiziev,8
2024-02-27,Lightweight,Jalin Turner,9
2024-02-27,Lightweight,Dan Hooker,10
2024-02-27,Lightweight,Rafael Dos Anjos,11
2024-02-27,Lightweight,Benoit Saint Denis,12
2024-02-27,Lightweight,Renato Moicano,13
2024-02-27,Lightweight,King Green,14
2024-02-27,Lightweight,Drew Dober,15
2024-02-27,Welterweight,Leon Edwards,0
2024-02-27,Welterweight,Kamaru Usman,1
2024-02-27,Welterweight,Belal Muhammad,2
2024-02-27,Welterweight,Shavkat Rakhmonov,3
2024-02-27,Welterweight,Gilbert Burns,4
2024-02-27,Welterweight,Colby Covington,5
2024-02-27,Welterweight,Ian Machado Garry,6
2024-02-27,Welterweight,Sean Brady,7
2024-02-27,Welterweight,Stephen Thompson,8
2024-02-27,Welterweight,Geoff Neal,9
2024-02-27,Welterweight,Vicente Luque,10
2024-02-27,Welterweight,Jack Della Maddalena,11
2024-02-27,Welterweight,Neil Magny,12
2024-02-27,Welterweight,Kevin Holland,13
2024-02-27,Welterweight,Michael Chiesa,14
2024-02-27,Welterweight,Rinat Fakhretdinov,15
2024-02-27,Middleweight,Dricus Du Plessis,0
2024-02-27,Middleweight,Sean Strickland,1
2024-02-27,Middleweight,Israel Adesanya,2
2024-02-27,Middleweight,Robert Whittaker,3
2024-02-27,Middleweight,Jared Cannonier,4
2024-02-27,Middleweight,Marvin Vettori,5
2024-02-27,Middleweight,Brendan Allen,6
2024-02-27,Middleweight,Paulo Costa,7
2024-02-27,Middleweight,Nassourdine Imavov,8
2024-02-27,Middleweight,Jack Hermansson,9
2024-02-27,Middleweight,Roman Dolidze,9
2024-02-27,Middleweight,Khamzat Chimaev,11
2024-02-27,Middleweight,Paul Craig,12
2024-02-27,Middleweight,Anthony Hernandez,13
2024-02-27,Middleweight,Chris Curtis,14
2024-02-27,Middleweight,Caio Borralho,15
2024-02-27,Light Heavyweight,Alex Pereira,0
2024-02-27,Light Heavyweight,Jamahal Hill,1
2024-02-27,Light Heavyweight,Jiri Prochazka,2
2024-02-27,Light Heavyweight,Magomed Ankalaev,3
2024-02-27,Light Heavyweight,Jan Blachowicz,4
2024-02-27,Light Heavyweight,Aleksandar Rakic,5
2024-02-27,Light Heavyweight,Nikita Krylov,6
2024-02-27,Light Heavyweight,Johnny Walker,7
2024-02-27,Light Heavyweight,Khalil Rountree Jr.,8
2024-02-27,Light Heavyweight,Volkan Oezdemir,9
2024-02-27,Light Heavyweight,Anthony Smith,10
2024-02-27,Light Heavyweight,Ryan Spann,11
2024-02-27,Light Heavyweight,Alonzo Menifield,12
2024-02-27,Light Heavyweight,Azamat Murzakanov,13
2024-02-27,Light Heavyweight,Dominick Reyes,14
2024-02-27,Light Heavyweight,Dustin Jacoby,15
2024-02-27,Heavyweight,Jon Jones,0
2024-02-27,Heavyweight,Tom Aspinall,1
2024-02-27,Heavyweight,Ciryl Gane,2
2024-02-27,Heavyweight,Sergei Pavlovich,3
2024-02-27,Heavyweight,Stipe Miocic,4
2024-02-27,Heavyweight,Curtis Blaydes,5
2024-02-27,Heavyweight,Alexander Volkov,6
2024-02-27,Heavyweight,Jailton Almeida,7
2024-02-27,Heavyweight,Serghei Spivac,8
2024-02-27,Heavyweight,Tai Tuivasa,9
2024-02-27,Heavyweight,Derrick Lewis,10
2024-02-27,Heavyweight,Marcin Tybura,10
2024-02-27,Heavyweight,Jairzinho Rozenstruik,12
2024-02-27,Heavyweight,Alexandr Romanov,13
2024-02-27,Heavyweight,Marcos Rogerio de Lima,14
2024-02-27,Heavyweight,Rodrigo Nascimento,15
2024-02-27,Women's Strawweight,Zhang Weili,0
2024-02-27,Women's Strawweight,Yan Xiaonan,1
2024-02-27,Women's Strawweight,Tatiana Suarez,2
2024-02-27,Women's Strawweight,Amanda Lemos,3
2024-02-27,Women's Strawweight,Jessica Andrade,4
2024-02-27,Women's Strawweight,Virna Jandiroba,5
2024-02-27,Women's Strawweight,Marina Rodriguez,6
2024-02-27,Women's Strawweight,Amanda Ribas,7
2024-02-27,Women's Strawweight,Mackenzie Dern,8
2024-02-27,Women's Strawweight,Luana Pinheiro,9
2024-02-27,Women's Strawweight,Loopy Godinez,10
2024-02-27,Women's Strawweight,Tabatha Ricci,11
2024-02-27,Women's Strawweight,Angela Hill,12
2024-02-27,Women's Strawweight,Karolina Kowalkiewicz,13
2024-02-27,Women's Strawweight,Michelle Waterson-Gomez,14
2024-02-27,Women's Strawweight,Gillian Robertson,15
2024-02-27,Women's Flyweight,Alexa Grasso,0
2024-02-27,Women's Flyweight,Valentina Shevchenko,1
2024-02-27,Women's Flyweight,Erin Blanchfield,2
2024-02-27,Women's Flyweight,Manon Fiorot,3
2024-02-27,Women's Flyweight,Katlyn Cerminara,4
2024-02-27,Women's Flyweight,Jessica Andrade,5
2024-02-27,Women's Flyweight,Maycee Barber,6
2024-02-27,Women's Flyweight,Natalia Silva,7
2024-02-27,Women's Flyweight,Amanda Ribas,8
2024-02-27,Women's Flyweight,Viviane Araujo,9
2024-02-27,Women's Flyweight,Tracy Cortez,10
2024-02-27,Women's Flyweight,Ariane da Silva,11
2024-02-27,Women's Flyweight,Karine Silva,12
2024-02-27,Women's Flyweight,Casey O'Neill,13
2024-02-27,Women's Flyweight,Miranda Maverick,14
2024-02-27,Women's Flyweight,Jasmine Jasudavicius,15
2024-02-27,Women's Bantamweight,Raquel Pennington,0
2024-02-27,Women's Bantamweight,Julianna Pena,1
2024-02-27,Women's Bantamweight,Mayra Bueno Silva,2
2024-02-27,Women's Bantamweight,Ketlen Vieira,3
2024-02-27,Women's Bantamweight,Irene Aldana,4
2024-02-27,Women's Bantamweight,Holly Holm,5
2024-02-27,Women's Bantamweight,Pannie Kianzad,6
2024-02-27,Women's Bantamweight,Yana Santos,7
2024-02-27,Women's Bantamweight,Miesha Tate,8
2024-02-27,Women's Bantamweight,Karol Rosa,9
2024-02-27,Women's Bantamweight,Macy Chiasson,10
2024-02-27,Women's Bantamweight,Norma Dumont,11
2024-02-27,Women's Bantamweight,Julia Avila,12
2024-02-27,Women's Bantamweight,Josiane Nunes,13
2024-02-27,Women's Bantamweight,Chelsea Chandler,14
2024-02-27,Women's Bantamweight,Melissa Mullins,15
2024-02-27,Men's Pound-for-Pound,Islam Makhachev,1
2024-02-27,Men's Pound-for-Pound,Jon Jones,2
2024-02-27,Men's Pound-for-Pound,Leon Edwards,3
2024-02-27,Men's Pound-for-Pound,Alex Pereira,4
2024-02-27,Men's Pound-for-Pound,Ilia Topuria,5
2024-02-27,Men's Pound-for-Pound,Charles Oliveira,6
2024-02-27,Men's Pound-for-Pound,Alexander Volkanovski,7
2024-02-27,Men's Pound-for-Pound,Sean O'Malley,8
2024-02-27,Men's Pound-for-Pound,Dricus Du Plessis,9
2024-02-27,Men's Pound-for-Pound,Alexandre Pantoja,10
2024-02-27,Men's Pound-for-Pound,Israel Adesanya,11
2024-02-27,Men's Pound-for-Pound,Tom Aspinall,12
2024-02-27,Men's Pound-for-Pound,Sean Strickland,13
2024-02-27,Men's Pound-for-Pound,Max Holloway,14
2024-02-27,Men's Pound-for-Pound,Aljamain Sterling,15
2024-02-27,Women's Pound-for-Pound,Alexa Grasso,1
2024-02-27,Women's Pound-for-Pound,Zhang Weili,2
2024-02-27,Women's Pound-for-Pound,Valentina Shevchenko,3
2024-02-27,Women's Pound-for-Pound,Erin Blanchfield,4
2024-02-27,Women's Pound-for-Pound,Julianna Pena,5
2024-02-27,Women's Pound-for-Pound,Manon Fiorot,6
2024-02-27,Women's Pound-for-Pound,Raquel Pennington,7
