name,nickname,weight_class,url,profile_name,profile_nickname,status,place_of_birth,age,height,weight,octagon_debut,sig_strikes_landed,sig_strikes_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_defense,takedown_defense,knockdown_avg,average_fight_time,takedowns_attempted,fighting_style,reach,leg_reach,takedowns_landed,trains_at,wins,losses,draws,standing_count,standing_pct,clinch_count,clinch_percent,ground_count,ground_percent,ko_tko_win,ko_tko_percent,dec_wins,dec_percent,sub_wins,sub_percent
Murtaza Talha,NA,Light Heavyweight,https://www.ufc.com/athlete/murtaza-talha,Murtaza Talha,NA,Active,NA,27,NA,NA,2026-06-29,55,95,4.29,7.09,0,0,0.32,1,0,6M 25S,10,NA,NA,NA,NA,NA,0,2,0,30,0.55,25,0.45,0,0,0,0,0,0,0,0
Issei Tamura,NA,Bantamweight,https://www.ufc.com/athlete/issei-tamura,Issei Tamura,NA,Not Fighting,Japan,39,65,135,2012-02-25,31,58,1.89,4.58,0.92,0,0.45,0.33,1.83,5M 28S,4,NA,NA,NA,NA,NA,7,4,0,16,0.52,7,0.23,8,0.26,0,0,0,0,0,0
Akitoshi Tamura,The Ironman,Lightweight,https://www.ufc.com/athlete/akitoshi-tamura,Akitoshi Tamura,The Ironman,Not Fighting,United States,43,69,135,2026-06-29,167,380,3.73,1.94,0,1,0.78,0.2,0,14M 56S,1,NA,NA,NA,NA,NA,0,0,0,124,0.74,43,0.26,0,0,0,0,0,0,0,0
Jason Tan,NA,Welterweight,https://www.ufc.com/athlete/jason-tan,Jason Tan,NA,Not Fighting,"Liverpool, United Kingdom",41,70,170,2007-06-16,8,27,0.69,7.37,0,0,0.19,NA,0,5M 50S,6,NA,NA,NA,NA,NA,6,3,0,8,1,0,0,0,0,0,0,0,0,0,0
Michinori Tanaka,NA,Bantamweight,https://www.ufc.com/athlete/michinori-tanaka,Michinori Tanaka,NA,Not Fighting,Japan,32,65,135,2014-06-14,148,395,1.97,1.99,2.4,0.2,0.51,0.44,0,15M 0S,31,NA,67,37,NA,none (he is freelance),11,3,0,91,0.61,4,0.03,53,0.36,0,0,6,0.55,5,0.45
Evan Tanner,NA,Middleweight,https://www.ufc.com/athlete/evan-tanner,Evan Tanner,NA,Not Fighting,United States,52,72,186,1999-01-08,341,578,3.05,2.64,2.55,1.34,0.56,0.25,0.13,7M 27S,44,NA,NA,NA,NA,NA,34,8,0,116,0.34,79,0.23,146,0.43,0,0,0,0,0,0
Otari Tanzilovi,NA,Featherweight,https://www.ufc.com/athlete/otari-tanzilovi,Otari Tanzilovi,NA,Active,"Telavi, Georgia",28,70,134.5,2026-06-20,126,183,4.2,4.2,4.5,0,0.5,0.86,0,15M 0S,25,Kickboxer,NA,NA,NA,Guram Fight Club,10,2,0,80,0.63,46,0.37,0,0,7,0.7000000000000001,3,0.3,0,0
Miesha Tate,Cupcake,Women's Bantamweight,https://www.ufc.com/athlete/miesha-tate,Miesha Tate,Cupcake,Active,"Tacoma, United States",39,66,135.5,2012-08-19,738,1662,2.62,3.05,1.97,1.22,0.51,0.56,0.05,12M 49S,120,Grappler,65,37.5,14,"Xtreme Couture - Las Vegas, NV",20,10,0,482,0.65,126,0.17,130,0.18,4,0.2,8,0.4,8,0.4
Thiago Tavares,NA,Featherweight,https://www.ufc.com/athlete/thiago-tavares,Thiago Tavares,NA,Not Fighting,"Florianopolis, Brazil",38,67,146,2007-04-05,329,820,2,2.31,3.83,1.46,0.63,0.63,0,9M 8S,98,NA,68,39,NA,"Team Tavares- Florianopolis, Brasil",24,7,1,209,0.64,30,0.09,90,0.27,0,0,0,0,0,0
Brad Tavares,NA,Middleweight,https://www.ufc.com/athlete/brad-tavares,Brad Tavares,NA,Active,United States,38,73,186,2010-06-19,1243,2844,3.41,3.32,0.7,0,0.55,0.8,0.21,13M 1S,64,MMA,74,43,16,"Xtreme Couture - Las Vegas, NV",21,13,0,1049,0.84,150,0.12,44,0.04,5,0.24,14,0.67,2,0.1
Ramon Taveras,The Savage,Featherweight,https://www.ufc.com/athlete/ramon-taveras,Ramon Taveras,The Savage,Active,"New York, United States",31,68,147,2024-01-20,195,452,4.07,6.45,0,0,0.54,0.73,0.63,9M 35S,4,MMA,70,39,NA,Bulldog Boxing,10,4,0,184,0.9400000000000001,3,0.02,8,0.04,5,0.5,2,0.2,3,0.3
Jesse Taylor,JT Money,Middleweight,https://www.ufc.com/athlete/jesse-taylor,Jesse Taylor,JT Money,Not Fighting,"San Diego, United States",40,73,171,2008-07-19,28,43,1.94,0.55,7.28,3.12,0.38,1,0,5M 53S,14,NA,73,42,3,NA,32,15,0,2,0.07,4,0.14,22,0.79,0,0,0,0,0,0
Paul Taylor,Relentless,Lightweight,https://www.ufc.com/athlete/paul-taylor,Paul Taylor,Relentless,Not Fighting,"Walsall, United Kingdom",43,72,156,2007-04-21,495,1033,4.44,4.47,0.27,0.54,0.55,0.56,0.54,12M 24S,8,NA,NA,NA,NA,NA,11,6,1,356,0.72,102,0.21,37,0.07,0,0,0,0,0,0
Danielle Taylor,Dynamite,Women's Strawweight,https://www.ufc.com/athlete/danielle-taylor,Danielle Taylor,Dynamite,Not Fighting,"Lancaster, United States",33,60,115.3,2016-08-07,206,699,2.75,3.31,0.2,0.2,0.72,0.7000000000000001,0,15M 0S,5,NA,60,34,1,Saekson's Muay Thai Van Nuys,9,4,0,195,0.9500000000000001,10,0.05,1,0,3,0.33,5,0.56,1,0.11
TBD TBD,NA,Women's Strawweight,https://www.ufc.com/athlete/tbd-tbd-0,TBD TBD,NA,Not Fighting,NA,NA,NA,NA,2026-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Te Huna,NA,Middleweight,https://www.ufc.com/athlete/james-te-huna,James Te Huna,NA,Retired,"Darfield, New Zealand",41,74,205,2010-02-20,242,471,4.04,2.99,2.75,0.25,0.63,0.59,0.5,6M 0S,29,NA,75,44,NA,"Lions High Performance Centre - Sydney, Australia",18,9,0,138,0.5700000000000001,34,0.14,70,0.29,0,0,0,0,0,0
Shawn Teed,NA,Heavyweight,https://www.ufc.com/athlete/shawn-teed,Shawn Teed,NA,Not Fighting,"Voorhees Township, United States",31,77,260,2026-06-26,6,14,1.4,13.31,0,0,0.22,NA,0,4M 17S,3,NA,79,NA,NA,NA,5,2,0,6,1,0,0,0,0,0,0,0,0,0,0
John Teixeira,Macapa,Featherweight,https://www.ufc.com/athlete/john-teixeira,John Teixeira,Macapa,Not Fighting,Brazil,36,67,150,2012-06-24,151,426,3.36,3.2,1,0.67,0.63,0.71,0,15M 0S,11,NA,NA,NA,NA,NA,13,1,1,134,0.89,16,0.11,1,0.01,0,0,0,0,0,0
Glover Teixeira,NA,Light Heavyweight,https://www.ufc.com/athlete/glover-teixeira,Glover Teixeira,NA,Retired,"Gover Nador Valadares, Brazil",43,74,205,2012-05-26,1007,2023,3.73,4.43,2.11,0.94,0.51,0.6,0.33,10M 20S,112,Jiu-Jitsu,76,42.5,20,"Teixeira MMA & Fitness-Bethel, CT",33,9,0,500,0.5,93,0.09,414,0.41000000000000003,18,0.55,5,0.15,10,0.3
Tallison Teixeira,Xicao,Heavyweight,https://www.ufc.com/athlete/tallison-teixeira,Tallison Teixeira,Xicao,Active,"Vitória da Conquista, Brazil",26,79,258,2025-02-08,91,145,4.85,4.1,2.4,0,0.41000000000000003,NA,1.6,3M 45S,10,Striker,83,43,NA,NA,9,2,0,57,0.63,8,0.09,26,0.29,7,0.78,1,0.11,1,0.11
Tra Telligman,Trauma,Heavyweight,https://www.ufc.com/athlete/tra-telligman,Tra Telligman,Trauma,Not Fighting,"Dallas, United States",58,74,229,1997-02-07,63,176,1.83,3.02,0.87,0,0.5700000000000001,0.8,0.87,11M 28S,2,NA,NA,NA,NA,NA,16,4,0,46,0.73,12,0.19,5,0.08,0,0,0,0,0,0
Ramazan Temirov,Temurlan,Flyweight,https://www.ufc.com/athlete/ramazan-temirov,Ramazan Temirov,Temurlan,Active,"Karshi, Uzbekistan",29,64,125.5,2024-10-12,78,194,4.37,3.93,0.84,0,0.59,1,2.52,8M 55S,2,Striker,63,36,NA,Legion Gym,19,3,0,66,0.85,9,0.12,3,0.04,11,0.58,7,0.37,1,0.05
Taneisha Tennant,NA,Women's Featherweight,https://www.ufc.com/athlete/taneisha-tennant,Taneisha Tennant,NA,Active,United States,34,NA,143.5,2026-06-29,85,153,5.67,3.4,0,0,0.72,1,0,15M 0S,7,NA,NA,NA,NA,NA,5,1,0,77,0.91,2,0.02,6,0.07,0,0,0,0,0,0
David Terrell,The Soul Assassin,Middleweight,https://www.ufc.com/athlete/david-terrell,David Terrell,The Soul Assassin,Not Fighting,"Sacramento, United States",45,72,184,2004-08-21,19,30,2.34,2.71,5.54,5.54,0.37,NA,1.85,2M 42S,6,NA,NA,NA,NA,NA,10,2,0,3,0.16,7,0.37,9,0.47000000000000003,0,0,0,0,0,0
James Terry,Intensity,Lightweight,https://www.ufc.com/athlete/james-terry,James Terry,Intensity,Not Fighting,"San Jose, United States",42,70,155,2012-01-08,117,360,3.23,4.77,3.31,0,0.64,0.75,0,9M 8S,22,NA,NA,NA,NA,NA,0,0,0,99,0.85,10,0.09,8,0.07,0,0,0,0,0,0
Testy Test,Testy,Heavyweight,https://www.ufc.com/athlete/testy-test,Testy Test,Testy,Active,NA,NA,NA,NA,2026-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Teymur,NA,Lightweight,https://www.ufc.com/athlete/david-teymur,David Teymur,NA,Active,"Järfälla, Sweden",34,69,156,2016-02-27,299,692,4.69,3.53,0.94,0,0.55,0.78,0.71,10M 38S,12,NA,73,41,4,Allstars Training Center,8,2,0,270,0.9,21,0.07,8,0.03,4,0.5,4,0.5,0,0
Daniel Teymur,Kid Dynamite,Featherweight,https://www.ufc.com/athlete/daniel-teymur,Daniel Teymur,Kid Dynamite,Not Fighting,"Stockholm, Sweden",35,65,144.5,2017-07-16,165,353,3.08,3.93,0.56,0.28,0.56,0.6,0,10M 44S,11,Striker,69,38,NA,NA,7,4,0,114,0.6900000000000001,27,0.16,24,0.15,3,0.43,1,0.14,3,0.43
Motonobu Tezuka,NA,Bantamweight,https://www.ufc.com/athlete/montana-de-la-rosa-0,Motonobu Tezuka,NA,Not Fighting,"Nagano, Japan",NA,67,135,2012-11-10,26,110,0.87,2.8,1.5,0.5,0.51,NA,0,15M 0S,27,NA,NA,NA,NA,NA,19,6,4,25,0.96,1,0.04,0,0,0,0,0,0,0,0
Jason Thacker,NA,Middleweight,https://www.ufc.com/athlete/jason-thacker,Jason Thacker,NA,Not Fighting,"Whonnock, Canada",47,71,183,2005-04-09,1,3,0.63,17.05,0,0,0.33,NA,0,1M 35S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alexia Thainara,Burguesinha,Women's Strawweight,https://www.ufc.com/athlete/alexia-thainara,Alexia Thainara,Burguesinha,Active,"Paracambi, Brazil",30,64,115.5,2025-03-22,229,532,4.62,2.46,4.54,1.82,0.6,1,0,12M 23S,26,MMA,67,35.5,1,Academia Ribas Family / Team LJ combat,14,1,0,176,0.77,26,0.11,27,0.12,0,0,6,0.43,8,0.5700000000000001
Brandon Thatch,Rukus,Welterweight,https://www.ufc.com/athlete/brandon-thatch,Brandon Thatch,Rukus,Not Fighting,"Denver, United States",37,74,170,2013-08-29,119,278,2.7,3.63,1.36,0.68,0.53,0.5,1.02,7M 35S,6,NA,74,43,NA,"Elevation Fight Team - Denver, CO",11,5,0,79,0.66,31,0.26,9,0.08,8,0.73,0,0,3,0.27
Elias Theodorou,The Spartan,Middleweight,https://www.ufc.com/athlete/elias-theodorou,Elias Theodorou,The Spartan,Not Fighting,"Toronto, Canada",35,73,184.5,2014-04-16,644,1524,4.19,2.39,1.27,0,0.53,0.59,0,13M 59S,46,NA,75.5,40.5,13,Tapout - Burlington/Headrush - TC,17,3,0,407,0.63,165,0.26,72,0.11,6,0.35000000000000003,10,0.59,1,0.06
Paulo Thiago,NA,Welterweight,https://www.ufc.com/athlete/paulo-thiago,Paulo Thiago,NA,Not Fighting,"Brasilia, Brazil",42,71,171,2009-02-21,254,649,1.71,1.99,1.42,1.21,0.64,0.64,0.4,11M 24S,44,NA,72,NA,NA,NA,15,8,0,151,0.59,73,0.29,30,0.12,0,0,0,0,0,0
Colby Thicknesse,Slickness,Bantamweight,https://www.ufc.com/athlete/colby-thicknesse,Colby Thicknesse,Slickness,Active,Australia,26,67,135.5,2025-02-08,146,355,3.24,2.93,0.67,1.67,0.54,0.33,0,15M 0S,28,Freestyle,69,39,NA,Freestyle MMA,9,1,0,93,0.64,10,0.07,43,0.29,2,0.22,5,0.56,2,0.22
Ryan Thomas,The Tank Engine,Welterweight,https://www.ufc.com/athlete/ryan-thomas,Ryan Thomas,The Tank Engine,Not Fighting,"Danville, United States",38,72,170,2008-08-09,27,75,2.01,4.17,5.59,2.24,0.31,NA,0,6M 43S,15,NA,NA,NA,NA,NA,13,3,0,12,0.44,5,0.19,10,0.37,0,0,0,0,0,0
Din Thomas,NA,Lightweight,https://www.ufc.com/athlete/din-thomas,Din Thomas,NA,Not Fighting,"Wilmington, United States",45,70,156,2001-06-29,182,483,1.85,2.6,1.38,1.22,0.59,0.77,0.15,10M 54S,17,NA,NA,NA,NA,NA,23,9,0,102,0.56,60,0.33,20,0.11,0,0,0,0,0,0
Timothy Thomas,The Gorilla,Heavyweight,https://www.ufc.com/athlete/timothy-thomas,Timothy Thomas,The Gorilla,Active,NA,34,NA,214,2026-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oli Thompson,NA,Heavyweight,https://www.ufc.com/athlete/oli-thompson,Oli Thompson,NA,Not Fighting,United Kingdom,43,73,232,2012-03-03,55,119,1.66,5.31,0,0.45,0.47000000000000003,0.5,0,11M 3S,5,NA,NA,NA,NA,NA,9,4,0,44,0.8,11,0.2,0,0,0,0,0,0,0,0
Nick Thompson,The Goat,Welterweight,https://www.ufc.com/athlete/nick-thompson,Nick Thompson,The Goat,Not Fighting,"Newport News, United States",41,73,170,2005-11-19,53,125,1.87,1.8,1.06,2.64,0.5,0.36,0,7M 6S,2,NA,NA,NA,NA,NA,23,9,0,17,0.32,7,0.13,29,0.55,0,0,0,0,0,0
Stephen Thompson,Wonderboy,Welterweight,https://www.ufc.com/athlete/stephen-thompson,Stephen Thompson,Wonderboy,Active,"Greenville, United States",42,72,170.5,2012-02-04,1293,2810,4.05,3,0.23,0,0.55,0.63,0.47,14M 31S,14,Karate,75,42,5,Upstate Karate Family Martial Arts Center,17,9,1,1158,0.9,88,0.07,47,0.04,8,0.47000000000000003,8,0.47000000000000003,1,0.06
Josh Thomson,The Punk,Lightweight,https://www.ufc.com/athlete/josh-thomson,Josh Thomson,The Punk,Not Fighting,"San Jose, United States",44,70,155.5,2003-09-26,870,1823,2.59,2.12,1.92,1.34,0.64,0.55,0.22,12M 55S,108,NA,71,NA,NA,NA,20,8,0,457,0.53,193,0.22,220,0.25,0,0,0,0,0,0
Isaac Thomson,NA,Featherweight,https://www.ufc.com/athlete/isaac-thomson,Isaac Thomson,NA,Active,Australia,23,70,145,2025-12-13,21,47,1.4,2.2,4,0,0.42,0.33,0,15M 0S,5,NA,69.5,42,4,Team Alpha Male,9,3,0,14,0.67,6,0.29,1,0.05,4,0.44,4,0.44,1,0.11
Simeon Thoresen,The Grin,Welterweight,https://www.ufc.com/athlete/simeon-thoresen,Simeon Thoresen,The Grin,Not Fighting,Norway,39,74,171,2012-04-14,103,236,3.85,3.85,1.12,1.68,0.65,0.5,0,8M 55S,5,NA,NA,NA,NA,NA,17,4,1,66,0.64,30,0.29,7,0.07,0,0,0,0,0,0
Gleison Tibau,NA,Lightweight,https://www.ufc.com/athlete/gleison-tibau,Gleison Tibau,NA,Not Fighting,"Mossoró, Brazil",39,69,155.2,2006-11-18,601,1889,1.95,2.51,4.08,0.83,0.63,0.92,0.1,11M 2S,157,NA,71,39,84,"American Top Team ATT Coconut Creek, FL",40,14,0,383,0.64,99,0.16,119,0.2,0,0,0,0,0,0
Nolan Ticman,NA,Flyweight,https://www.ufc.com/athlete/nolan-ticman,Nolan Ticman,NA,Not Fighting,United States,35,66,126,2014-08-16,77,162,2.57,2.53,0,0,0.68,0.6,0,15M 0S,5,NA,69,NA,NA,NA,4,3,0,42,0.55,26,0.34,9,0.12,1,0.25,1,0.25,2,0.5
Darren Till,The Gorilla,Middleweight,https://www.ufc.com/athlete/darren-till,Darren Till,The Gorilla,Not Fighting,"Liverpool, United Kingdom",30,72,184.5,2015-05-30,375,801,2.3,3.31,0.55,0,0.56,0.7000000000000001,0.46,13M 36S,13,Muay Thai,74.5,42,3,Astra Fight Team,18,5,1,284,0.76,39,0.1,52,0.14,10,0.56,6,0.33,2,0.11
Denis Tiuliulin,NA,Middleweight,https://www.ufc.com/athlete/denis-tiuliulin,Denis Tiuliulin,NA,Active,"Moscow, Russia",36,73,191.5,2022-03-26,170,413,3.61,5.23,0.96,0,0.38,0.72,0.64,7M 50S,7,Striker,77,43,NA,NA,11,10,0,142,0.84,22,0.13,6,0.04,9,0.9,1,0.1,0,0
Rafael Tobias,Bipolar,Light Heavyweight,https://www.ufc.com/athlete/rafael-tobias,Rafael Tobias,Bipolar,Active,"Lambari, Brazil",22,74,203.5,2026-03-07,52,143,2.77,5.81,2.4,1.6,0.35000000000000003,1,0,9M 23S,9,MMA,74.5,42,2,Chute Boxe Monstro,14,2,0,38,0.73,5,0.1,9,0.17,5,0.36,3,0.21,6,0.43
Andrew Todhunter,The Sniper,Welterweight,https://www.ufc.com/athlete/andrew-todhunter,Andrew Todhunter,The Sniper,Not Fighting,"Tulsa, United States",35,72,170,2026-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,72,40,NA,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,7,1
Duško Todorović,Thunder,Middleweight,https://www.ufc.com/athlete/dusko-todorovic,Duško Todorović,Thunder,Active,"Kotor, Montenegro",31,73,186,2019-08-27,400,693,4.73,4.4,1.77,0.35,0.48,0.43,0,7M 41S,47,MMA,74,41,2,NA,13,6,0,191,0.48,137,0.34,72,0.18,8,0.62,1,0.08,4,0.31
Tuco Tokkos,NA,Light Heavyweight,https://www.ufc.com/athlete/tuco-tokkos,Tuco Tokkos,NA,Not Fighting,"London, England",35,76,206,2022-06-09,122,293,2.59,3.7,2.87,0.64,0.46,0.33,0,9M 25S,25,Brazilian Jiu-Jitsu,76,42,NA,Kill Cliff FC,11,6,0,108,0.89,7,0.06,7,0.06,6,0.55,2,0.18,3,0.27
Puja Tomar,Cyclone,Women's Strawweight,https://www.ufc.com/athlete/puja-tomar,Puja Tomar,Cyclone,Active,"Budhana, India",32,64,116,2024-06-08,140,282,5.27,5.42,0,0,0.46,0.75,0.56,8M 51S,1,NA,59,35,NA,NA,9,6,0,128,0.91,4,0.03,8,0.06,6,0.67,3,0.33,0,0
Tyler Toner,Thunder,Featherweight,https://www.ufc.com/athlete/tyler-toner,Tyler Toner,Thunder,Not Fighting,"Denver, United States",40,68,146,2010-12-05,122,233,2.95,2.13,0,0.36,0.62,0.55,1.09,10M 20S,NA,NA,NA,NA,NA,NA,11,3,0,70,0.5700000000000001,24,0.2,28,0.23,0,0,0,0,0,0
James Toney,Lights Out,Heavyweight,https://www.ufc.com/athlete/james-toney,James Toney,Lights Out,Not Fighting,"Grand Rapids, United States",54,0,237,2010-08-29,NA,NA,0,2.41,0,0,0.27,NA,0,3M 19S,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandre Topuria,El Conquistador,Bantamweight,https://www.ufc.com/athlete/aleksandre-topuria,Aleksandre Topuria,El Conquistador,Active,Germany,29,67,135.5,2025-02-08,88,160,2.93,2.57,1.5,0,0.6900000000000001,1,0,15M 0S,9,Boxing,68,38,1,NA,7,1,0,79,0.9,6,0.07,3,0.03,3,0.43,2,0.29,2,0.29
Ilia Topuria,El Matador,Lightweight,https://www.ufc.com/athlete/ilia-topuria,Ilia Topuria,El Matador,Active,Germany,29,67,155,2020-10-10,502,1002,4.82,3.97,1.73,0.86,0.62,0.9500000000000001,1.15,10M 26S,21,Brazilian Jiu-Jitsu,69,37,5,Team Topuria,17,1,0,387,0.77,34,0.07,81,0.16,7,0.41000000000000003,2,0.12,8,0.47000000000000003
Ronys Torres,Jungle Boy,Lightweight,https://www.ufc.com/athlete/ronys-torres,Ronys Torres,Jungle Boy,Not Fighting,"Manaus, Brazil",47,67,155,2010-02-06,26,99,0.87,1.93,4,0.5,0.58,0.17,0,15M 0S,17,NA,NA,NA,NA,NA,18,3,0,13,0.5,8,0.31,5,0.19,0,0,0,0,0,0
Miguel Angel Torres,NA,Bantamweight,https://www.ufc.com/athlete/miguel-angel-torres,Miguel Angel Torres,NA,Not Fighting,"East Chicago, United States",42,69,135.5,2011-02-05,486,1128,3.98,1.86,0,1.6,0.74,0.18,0.49,10M 11S,5,NA,NA,NA,NA,NA,39,5,0,303,0.62,153,0.31,30,0.06,0,0,0,0,0,0
Jose Torres,Shorty,Flyweight,https://www.ufc.com/athlete/jose-torres,Jose Torres,Shorty,Not Fighting,"Chicago, United States",30,64,125,2018-08-04,51,138,4.37,9.84,1.28,0,0.5,0.75,0,5M 51S,3,NA,65,37,1,NA,8,1,0,37,0.73,9,0.18,5,0.1,4,0.5,2,0.25,2,0.25
Anthony Torres,The Crush,Welterweight,https://www.ufc.com/athlete/anthony-torres,Anthony Torres,The Crush,Not Fighting,"Waimanalo, United States",NA,70,170,2006-08-17,24,49,3.54,7.52,0,2.21,0.45,1,0,3M 24S,NA,NA,NA,NA,NA,NA,5,1,0,14,0.58,7,0.29,3,0.13,0,0,0,0,0,0
Alex Torres,Rolo,Featherweight,https://www.ufc.com/athlete/alex-torres,Alex Torres,Rolo,Not Fighting,Colombia,NA,70,145.5,2015-02-28,37,99,2.47,2.73,2,0,0.6900000000000001,0.5,0,15M 0S,9,NA,70,NA,NA,NA,2,2,0,26,0.7000000000000001,11,0.3,0,0,2,1,0,0,0,0
Desmond Torres,NA,Bantamweight,https://www.ufc.com/athlete/desmond-torres,Desmond Torres,NA,Not Fighting,"Honolulu, United States",26,NA,135,2026-06-29,22,34,4.8,11.78,0,0,0.49,1,0,4M 35S,7,NA,NA,NA,NA,NA,0,0,0,12,0.55,10,0.45,0,0,0,0,0,0,0,0
Manuel Torres,El Loco,Lightweight,https://www.ufc.com/athlete/manuel-torres,Manuel Torres,El Loco,Active,"Chihuahua, Mexico",31,70,156,2022-05-14,149,265,6.57,4.24,1.32,0.66,0.51,0.77,3.31,2M 50S,3,MMA,73.5,41,NA,NA,17,4,0,107,0.72,17,0.11,25,0.17,9,0.53,1,0.06,7,0.41000000000000003
Salim Touahri,Grizzly,Welterweight,https://www.ufc.com/athlete/salim-touahri,Salim Touahri,Grizzly,Not Fighting,"Krakow, Poland",33,70,170,2017-10-21,117,249,2.6,2.87,0,0,0.58,0.8300000000000001,0,15M 0S,3,NA,72,41,NA,NA,10,4,0,77,0.66,33,0.28,7,0.06,6,0.6,2,0.2,2,0.2
Dequan Townsend,The Tarantula,Middleweight,https://www.ufc.com/athlete/dequan-townsend,Dequan Townsend,The Tarantula,Not Fighting,"Lansing, United States",37,75,186,2019-06-29,60,172,1.23,3.92,0,0,0.39,0.47000000000000003,0,12M 14S,NA,Freestyle,79,43,NA,NA,21,12,0,36,0.6,21,0.35000000000000003,3,0.05,12,0.5700000000000001,4,0.19,5,0.24
Slim Trabelsi,NA,Heavyweight,https://www.ufc.com/athlete/slim-trabelsi,Slim Trabelsi,NA,Not Fighting,NA,NA,NA,NA,2026-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiago Trator,NA,Featherweight,https://www.ufc.com/athlete/tiago-trator,Tiago Trator,NA,Not Fighting,"Laranjal do Jari, Brazil",36,70,145.6,2014-07-26,177,497,3.69,4.23,0.63,0.31,0.6,0.33,0,12M 0S,18,NA,70,41,NA,Nova Uniao - Rio de Janeiro,20,6,2,137,0.77,39,0.22,1,0.01,7,0.35000000000000003,7,0.35000000000000003,6,0.3
Roberto Traven,NA,Heavyweight,https://www.ufc.com/athlete/roberto-traven,Roberto Traven,NA,Not Fighting,Brazil,54,74,214,1996-09-20,1,2,0.92,2.77,0,0,0.5700000000000001,NA,0,1M 5S,NA,NA,NA,NA,NA,NA,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Francisco Trevino,Sitkayan,Lightweight,https://www.ufc.com/athlete/francisco-trevino,Francisco Trevino,Sitkayan,Not Fighting,United States,41,69,160,2014-03-15,82,193,2.65,2.42,0.97,0,0.64,0.41000000000000003,0,10M 19S,9,NA,70,NA,NA,NA,12,2,0,56,0.68,20,0.24,6,0.07,5,0.42,4,0.33,3,0.25
Angelo Trevino,NA,Welterweight,https://www.ufc.com/athlete/angelo-trevino,Angelo Trevino,NA,Not Fighting,"San Mateo, United States",30,0,170.5,2026-06-25,40,73,5.19,3.9,0,0,0.47000000000000003,1,1.95,7M 42S,3,NA,NA,NA,NA,NA,7,2,0,23,0.58,1,0.03,16,0.4,0,0,0,0,0,0
Frank Trigg,Twinkle Toes,Welterweight,https://www.ufc.com/athlete/frank-trigg,Frank Trigg,Twinkle Toes,Not Fighting,"Rochester, United States",51,68,171,2003-11-21,160,342,2.79,1.9,2.35,0.78,0.5700000000000001,0.75,0.26,6M 26S,19,NA,NA,NA,NA,NA,19,8,0,70,0.44,36,0.23,54,0.34,0,0,0,0,0,0
Francisco Trinaldo,Massaranduba,Welterweight,https://www.ufc.com/athlete/francisco-trinaldo,Francisco Trinaldo,Massaranduba,Not Fighting,"Amarante, Brazil",44,69,170,2012-06-24,1009,2230,3.13,2.67,0.98,0.51,0.61,0.6,0.23,12M 23S,50,Jiu-Jitsu,70,40.5,16,Evolucao Thai - Curitiba,28,9,0,703,0.7000000000000001,168,0.17,138,0.14,9,0.32,14,0.5,5,0.18
Michael Trizano,The Lone Wolf,Featherweight,https://www.ufc.com/athlete/michael-trizano,Michael Trizano,The Lone Wolf,Not Fighting,"New York, United States",31,71,147.6,2018-07-06,302,564,3.63,4.4,0.36,0.54,0.51,0.73,0.54,11M 53S,3,MMA,71,40,NA,"Tiger Schulmann's MMA - Elmwood Park, NJ",11,3,0,248,0.8200000000000001,33,0.11,21,0.07,3,0.27,6,0.55,2,0.18
Antonio Trocoli,Malvado,Middleweight,https://www.ufc.com/athlete/antonio-trocoli,Antonio Trocoli,Malvado,Not Fighting,"Salvador, Brazil",35,77,186,2019-07-09,43,91,1.27,5.3,0.88,0.44,0.27,0.43,0,6M 47S,22,Muay Thai,80,44,NA,Eduardo Full House,12,7,0,36,0.84,7,0.16,0,0,3,0.25,4,0.33,5,0.42
Tor Troeng,The Hammer,Middleweight,https://www.ufc.com/athlete/tor-troeng,Tor Troeng,The Hammer,Not Fighting,Sweden,40,74,185,2013-04-06,56,120,1.16,3.26,0.62,0.31,0.32,0.67,0,12M 3S,26,NA,77,NA,NA,NA,16,7,1,25,0.45,23,0.41000000000000003,8,0.14,6,0.38,4,0.25,6,0.38
