name,wins,losses,draws,nc,height,weight,reach,stance,dob,s_lp_m,str_acc,s_ap_m,str_def,td_avg,td_acc,td_def,sub_avg
Richie Smullen,3,1,1,0,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",1.98,77%,2.26,65%,8.49,66%,0%,0
Devin Smyth,4,2,0,0,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995",2.6,68%,6.73,25%,4,26%,100%,0
Denis Sobolev,4,7,0,0,"6' 3""",216 lbs.,NA,Orthodox,"Aug 26, 1975",0,0%,5.45,33%,0,0%,0%,0
Peter Sobotta,17,7,1,0,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",2.14,40%,2.9,58%,1.53,32%,77%,0.5
Renato Sobral,37,11,0,0,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6
Rameau Thierry Sokoudjou,18,18,0,0,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,45%,2.61,56%,1.93,47%,78%,0.9
Axel Sola,11,1,1,0,"6' 0""",155 lbs.,"74""",Southpaw,"Sep 17, 1997",4.07,45%,5.29,61%,2.22,36%,0%,0
Alexander Soldatkin,14,4,0,0,"6' 2""",250 lbs.,"75""",Orthodox,"Jun 10, 1993",1.16,60%,1.35,26%,1.45,50%,50%,0
Joe Solecki,13,6,0,0,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",1.97,53%,1.85,50%,2.06,48%,14%,1.4
Chris Solomon,0,0,0,0,"5' 11""",155 lbs.,NA,NA,NA,0,0%,2.8,37%,0,0%,33%,0
Joe Son,0,4,0,0,"5' 4""",236 lbs.,NA,Orthodox,"Nov 22, 1970",0,0%,0,0%,0,0%,0%,0
Paul Song,2,2,0,0,NA,185 lbs.,NA,NA,"Jan 20, 1987",0,0%,0,0%,0,0%,0%,0
Song Kenan,22,9,0,0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",4.49,46%,5.82,51%,0.42,30%,73%,0
Song Yadong,23,9,1,1,"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997",4.34,43%,3.81,55%,0.82,41%,73%,0.2
YoungJae Song,10,1,1,0,"5' 8""",145 lbs.,"70""",Orthodox,"Jan 03, 1996",2.66,56%,2.2,52%,0,0%,50%,0.6
Hyeonjong Song,8,1,0,0,NA,135 lbs.,NA,NA,"Apr 23, 2002",0,0%,0,0%,0,0%,0%,0
Emrah Sonmez,14,5,0,0,"5' 10""",145 lbs.,"71""",Orthodox,"Jun 26, 1992",1.47,46%,1.73,48%,5,21%,0%,0
Chael Sonnen,29,15,1,0,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",3.08,43%,1.1,62%,3.81,59%,66%,0.4
Cody Sons,3,7,0,0,"5' 9""",205 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Jin Soo Son,9,4,0,0,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",5.1,36%,7.63,52%,1.5,25%,100%,0
Benardo Sopaj,13,3,0,0,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 25, 2000",4.39,58%,4.69,52%,2.43,60%,76%,0.8
Emiliano Sordi,16,7,0,0,"6' 2""",205 lbs.,NA,Orthodox,"Feb 15, 1991",4.79,50%,4.79,48%,0,0%,100%,8.3
Sean Soriano,14,8,0,0,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989",3.18,61%,2.14,56%,1.33,55%,52%,0
Punahele Soriano,13,4,0,0,"5' 11""",170 lbs.,"72""",Southpaw,"Nov 22, 1992",4.42,53%,3.31,47%,1.97,51%,48%,0.1
Hecher Sosa,15,1,0,0,"5' 9""",135 lbs.,"70""",Orthodox,"Aug 25, 1995",4.53,47%,2.5,61%,2,36%,69%,1
Dmitry Sosnovskiy,11,0,0,0,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989",2.95,70%,2.53,35%,3.16,66%,100%,3.2
Ben Sosoli,7,3,0,2,"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989",2.31,31%,4.3,47%,0,0%,0%,0
Krzysztof Soszynski,26,12,1,0,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",3.37,39%,3.13,58%,0.52,25%,71%,1
George Sotiropoulos,14,7,0,0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2.61,27%,2.52,67%,2.32,31%,53%,1.6
Greg Soto,9,4,0,0,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",3.21,63%,2.61,52%,1.49,27%,44%,1
Alex Soto,8,3,1,0,"5' 8""",135 lbs.,NA,Southpaw,"Feb 15, 1984",2.95,25%,5.02,59%,2.82,30%,0%,0
Joe Soto,18,7,0,0,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",3.36,41%,5.37,67%,0.85,21%,70%,1.9
Mario Soto,7,2,0,0,"6' 0""",145 lbs.,NA,NA,NA,1.43,23%,5.23,42%,0,0%,0%,0
Andre Soukhamthath,13,8,0,0,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",2.77,44%,4.31,49%,1.25,53%,58%,0.2
Mario Sousa,15,3,0,0,"6' 3""",185 lbs.,"79""",Orthodox,"Oct 20, 1996",2.82,50%,2.99,28%,0.52,25%,37%,0.5
Manoel Sousa,14,1,0,0,"5' 9""",155 lbs.,"70""",Orthodox,"Jun 04, 1997",4.15,45%,3.71,51%,0,0%,60%,1.6
Bobby Southworth,10,6,0,1,"6' 2""",205 lbs.,NA,Orthodox,"Dec 16, 1969",0.99,39%,1.38,65%,3.98,78%,64%,1.3
Jacare Souza,26,10,0,1,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.53,47%,2.83,62%,2.57,39%,57%,1.3
Edimilson Souza,15,5,0,0,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",4.65,44%,2.91,58%,0,0%,50%,0
Livinha Souza,14,4,0,0,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",1.75,45%,3.6,56%,2.54,45%,40%,1.4
Bruno Souza,10,3,0,0,"5' 10""",145 lbs.,"70""",Orthodox,"Mar 07, 1996",3.73,39%,5.3,45%,0.5,16%,60%,0
Jose Souza,9,1,0,0,"6' 3""",170 lbs.,"79""",Orthodox,"May 23, 2002",4.24,45%,4.86,49%,0,0%,0%,0
Ketlen Souza,17,6,0,0,"5' 3""",115 lbs.,"63""",Orthodox,"Aug 18, 1994",4.11,57%,3.89,53%,0.45,13%,53%,0.2
Heraldo Souza,9,2,1,0,"5' 11""",185 lbs.,"73""",Orthodox,"Dec 15, 1994",1.62,33%,1.62,50%,0,0%,0%,0
Charon Spain,14,26,0,0,"5' 9""",155 lbs.,NA,NA,"Mar 11, 1988",0,0%,0,0%,0,0%,0%,0
Chris Spang,6,3,0,0,"6' 2""",170 lbs.,NA,Orthodox,"Nov 26, 1987",1.83,36%,1.95,60%,0,0%,50%,0.9
Andreas Spang,9,3,0,0,"6' 1""",185 lbs.,NA,NA,"Nov 07, 1978",0,0%,0,0%,0,0%,0%,0
Ryan Spann,24,11,0,0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.11,39%,3.92,43%,1.21,34%,59%,1.7
Ron Sparks,8,3,0,0,"6' 5""",265 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Marina Spasic,7,1,0,0,NA,115 lbs.,NA,NA,"Jul 11, 1994",0,0%,0,0%,0,0%,0%,0
Tommy Speer,21,7,0,0,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,51%,5.12,35%,2.02,33%,33%,0
Patrick Speight,7,3,0,0,"6' 1""",170 lbs.,NA,Orthodox,NA,0,0%,0,0%,0,0%,0%,0
Sean Spencer,12,6,0,0,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987",4.24,32%,4.02,60%,0.14,33%,68%,0
Felicia Spencer,9,3,0,0,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",3.21,48%,4.54,45%,1.18,18%,27%,0.2
Sam Spengler,9,5,0,0,"5' 11""",185 lbs.,NA,Orthodox,"Apr 04, 1976",3.27,62%,3.27,54%,1.75,11%,75%,1.8
Nick Sperling,3,4,0,0,NA,135 lbs.,NA,NA,NA,1.4,25%,1.4,66%,0,0%,0%,0
Mario Sperry,13,4,0,0,"6' 2""",205 lbs.,NA,Orthodox,"Sep 28, 1966",2.81,52%,1.53,47%,2.09,42%,71%,1.4
Eric Spicely,12,6,0,0,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",3.71,45%,5.72,55%,1.31,20%,75%,1
Waachiim Spiritwolf,12,13,1,2,"5' 8""",170 lbs.,NA,NA,"Jan 01, 1976",10,100%,10,0%,0,0%,0%,0
Daniel Spitz,6,3,0,0,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",2.6,35%,5.3,46%,0.74,66%,0%,0
Serghei Spivac,18,6,0,0,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",3.57,47%,4.23,52%,3.82,59%,63%,0.5
Daniel Spohn,15,6,0,0,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984",2.42,49%,1.6,53%,0,0%,28%,2.5
Pete Spratt,25,23,0,0,"5' 9""",170 lbs.,NA,Orthodox,"Jan 09, 1971",1.63,48%,1.33,55%,0.3,100%,46%,0.3
Austin Springer,12,4,0,0,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",3.54,57%,3.15,41%,3.37,40%,100%,0.8
Georges St-Pierre,26,2,0,0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,53%,1.4,72%,4.16,74%,83%,1.1
Bobby Stack,8,3,0,0,"5' 9""",155 lbs.,NA,Orthodox,NA,1,20%,2.89,34%,7.48,45%,100%,0
Andreas Stahl,10,4,0,0,"5' 11""",170 lbs.,NA,Orthodox,"May 20, 1988",2.83,37%,4.74,57%,1.55,66%,80%,0
Ron Stallings,14,8,0,1,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,60%,3.26,51%,0,0%,71%,0
Cody Stamann,21,8,1,0,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",4.32,46%,3.91,60%,2.17,37%,76%,0
Cristina Stanciu,5,2,0,0,"5' 3""",115 lbs.,NA,Orthodox,"Mar 29, 1994",2.5,50%,3.07,52%,0.85,100%,40%,1.7
Brian Stann,12,6,0,0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",3.28,42%,2.65,59%,0.12,12%,60%,0.3
Josh Stansbury,4,8,0,0,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 19, 1984",3.22,54%,3.54,54%,0,0%,87%,1
Dion Staring,35,14,0,0,"6' 1""",235 lbs.,NA,Orthodox,"Jun 09, 1978",1.09,37%,5,47%,0,0%,33%,0
Lucas Stark,1,5,0,0,NA,155 lbs.,NA,NA,NA,1.6,25%,3.2,66%,12,100%,0%,0
Clifford Starks,13,3,0,0,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981",1.94,33%,2.49,58%,1.94,100%,60%,0
Kalib Starnes,17,11,1,0,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6
Laureano Staropoli,9,5,0,0,"6' 1""",185 lbs.,"71""",Orthodox,"Feb 27, 1993",3.31,34%,3.73,54%,0.83,26%,48%,0
Damian Stasiak,10,6,0,0,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.86,36%,3.1,52%,2.64,35%,43%,0.6
Adam Steele,0,1,0,0,NA,170 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Dominique Steele,14,9,0,0,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,49%,2.42,50%,2.95,42%,76%,0
Ricky Steele,6,0,0,0,"5' 9""",135 lbs.,"74""",Orthodox,"May 26, 1988",4.07,70%,2.93,50%,0,0%,91%,0
Kody Steele,8,1,0,0,"5' 9""",155 lbs.,"71""",Orthodox,"Apr 21, 1995",3.85,32%,6.2,52%,1.07,25%,100%,0.5
Eric Steenberg,5,1,0,0,NA,155 lbs.,NA,NA,"Jun 22, 1983",0,0%,0,0%,0,0%,0%,0
Steve Steinbeiss,9,4,0,0,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",3.92,55%,1.86,49%,0.44,50%,58%,0
Ray Steinbeiss,14,7,0,0,"5' 11""",170 lbs.,NA,Orthodox,"Sep 12, 1979",0,0%,0,100%,0,0%,0%,0
Dmitri Stepanov,0,1,0,0,"6' 3""",217 lbs.,NA,Orthodox,NA,0,0%,0,0%,0,0%,0%,0
Jeremy Stephens,29,23,0,1,"5' 9""",155 lbs.,"71""",Orthodox,"May 25, 1986",3.13,40%,3.25,57%,1.1,38%,61%,0.4
Aljamain Sterling,26,5,0,0,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 31, 1989",4.26,52%,2.15,59%,2.54,32%,44%,0.6
Marc Stevens,21,10,0,0,"5' 9""",155 lbs.,NA,NA,"May 28, 1985",0.45,26%,1.79,46%,0,0%,0%,0
Joe Stevenson,33,16,0,0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2
Maia Stevenson,6,5,0,0,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",1.57,54%,3.13,33%,3.91,100%,50%,0
Gable Steveson,3,0,0,0,NA,249 lbs.,NA,NA,"May 31, 2000",0,0%,0,0%,0,0%,0%,0
Luke Stewart,6,3,0,0,"5' 11""",170 lbs.,NA,Orthodox,NA,3.75,56%,2.34,53%,3.75,33%,50%,1.9
Darren Stewart,12,8,0,2,"6' 0""",205 lbs.,"74""",Orthodox,"Dec 30, 1990",3.05,45%,3.29,48%,1.75,45%,67%,0.1
Kyle Stewart,11,3,0,0,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.41,35%,2.42,43%,1.32,20%,60%,0
Alex Stiebling,19,11,1,1,"6' 2""",205 lbs.,NA,Southpaw,"Dec 26, 1976",1.77,42%,1.45,52%,0.35,66%,66%,0.7
Tyler Stinson,30,10,0,0,"6' 3""",170 lbs.,NA,NA,"Jan 17, 1986",2.8,23%,4.6,56%,0.5,100%,0%,0.5
Navajo Stirling,10,0,0,0,"6' 4""",205 lbs.,"79""",Orthodox,"Nov 07, 1997",6.24,54%,2.62,58%,0.86,26%,71%,0
Dan Stittgen,12,5,0,0,"6' 1""",170 lbs.,NA,Orthodox,"Nov 17, 1980",2.97,46%,4.42,37%,0.78,100%,100%,0
Lazar Stojadinovic,12,5,0,0,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",1.82,29%,1.97,59%,0,0%,0%,0
Denis Stojnic,13,3,0,1,"6' 0""",245 lbs.,NA,Orthodox,"Feb 02, 1980",1.51,23%,6.06,36%,0,0%,80%,1
Julija Stoliarenko,11,10,2,0,"5' 7""",125 lbs.,"66""",Orthodox,"Apr 08, 1993",2.74,38%,4.45,46%,0.78,20%,54%,1.4
Dustin Stoltzfus,16,8,0,0,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",3.3,45%,3.23,47%,2.08,37%,46%,1.1
Niklas Stolze,12,6,0,0,"6' 1""",155 lbs.,"74""",Switch,"Dec 28, 1992",2.12,48%,2.25,49%,0.66,100%,55%,0.7
Ken Stone,11,4,0,0,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",3.85,49%,2.9,48%,1.24,33%,60%,0.6
Ryan Stonitsch,8,1,0,0,"5' 9""",170 lbs.,NA,Southpaw,"Feb 03, 1977",2.53,36%,2.53,71%,0,0%,0%,0
George Stork,7,9,0,0,"5' 10""",185 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Rick Story,19,9,0,0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.8,41%,2.17,62%,2.53,48%,63%,0.9
Darko Stosic,13,4,0,0,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",2.61,45%,4.04,58%,3.42,50%,83%,0
Greg Stott,0,1,0,0,"5' 7""",220 lbs.,NA,Southpaw,NA,0,0%,0,0%,0,0%,0%,0
Curtis Stout,11,12,1,0,"6' 1""",185 lbs.,NA,Southpaw,"Nov 07, 1973",0.69,67%,3.2,29%,0,0%,20%,0
Sam Stout,20,12,1,0,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1
Tim Stout,12,10,0,0,"5' 11""",185 lbs.,NA,NA,"Feb 09, 1979",0,0%,0,0%,0,0%,0%,0
Jesse Strader,5,3,0,0,"5' 7""",135 lbs.,"70""",Orthodox,"May 29, 1991",5.03,51%,5.28,47%,3.87,57%,100%,0
Gennaro Strangis,0,1,0,0,NA,NA,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Dave Strasser,25,8,0,0,"5' 10""",170 lbs.,NA,Orthodox,"Jul 13, 1969",3.04,45%,1.88,59%,0.72,33%,33%,0
Daniel Straus,24,7,0,1,"5' 7""",145 lbs.,"71""",NA,"Jul 27, 1984",4.76,43%,2.99,57%,0.84,15%,81%,1.1
Gerald Strebendt,9,7,0,0,"5' 9""",155 lbs.,NA,Orthodox,"Mar 01, 1979",0,0%,4,38%,0,0%,0%,16.4
Sean Strickland,31,7,0,0,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.98,42%,4.53,60%,0.66,62%,68%,0.1
Mark Striegl,18,4,0,1,"5' 8""",145 lbs.,"70""",Southpaw,"Jun 23, 1988",1.4,45%,4.07,40%,0,0%,66%,0
Hans Stringer,22,8,3,0,"6' 3""",205 lbs.,NA,Orthodox,"Jul 06, 1987",3.16,61%,2.84,41%,2.4,36%,62%,0
Stefan Struve,33,13,0,0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7
Josh Stuart,1,4,0,0,"5' 9""",160 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Mike Stumpf,11,4,0,0,"5' 10""",170 lbs.,NA,NA,"Aug 01, 1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8
Kyle Sturgeon,0,1,0,0,"6' 3""",225 lbs.,NA,Switch,"Feb 01, 1963",0,0%,0,0%,0,0%,0%,0
Tatiana Suarez,13,1,0,0,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",2.86,60%,1.63,44%,4.52,45%,57%,0.7
Masanori Suda,22,11,3,0,"5' 9""",183 lbs.,NA,Orthodox,NA,1.8,50%,1.2,63%,0,0%,60%,0
Genki Sudo,15,4,2,0,"5' 9""",155 lbs.,NA,Orthodox,"Mar 08, 1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2
Lucasz Sudolski,8,1,0,0,"6' 4""",205 lbs.,"75""",Orthodox,"Jun 15, 1993",5.7,67%,4.89,28%,0,0%,100%,0
Daisuke Sugie,10,8,1,0,"5' 6""",160 lbs.,NA,Orthodox,"Oct 12, 1980",0,0%,0.22,80%,3.27,50%,0%,3.3
Takashi Sugiura,1,3,0,0,"5' 11""",225 lbs.,NA,Southpaw,"May 31, 1970",1.37,40%,2.08,53%,1.33,66%,0%,0
Naho Sugiyuma,12,5,0,0,"5' 1""",105 lbs.,NA,NA,"Feb 03, 1978",2.59,48%,2.45,71%,2.05,100%,66%,0
Sulangrangbo,10,4,0,0,"5' 9""",135 lbs.,"66""",Southpaw,"Jul 17, 2005",3.96,48%,3.2,62%,0,0%,72%,0
George Sullivan,17,7,0,1,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7
Amar Suloev,24,7,0,0,"5' 9""",183 lbs.,NA,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3
Magomed Sultanakhmedov,18,6,0,0,"6' 2""",185 lbs.,NA,Southpaw,"May 11, 1984",0,0%,2.4,42%,9,100%,0%,9
Justin Sumter,7,3,0,0,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",2.68,48%,7.64,34%,2.87,100%,0%,0
Sumudaerji,19,7,0,1,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",4.4,50%,2.29,63%,0.76,37%,73%,0.5
Rama Supandhi,8,4,0,0,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 07, 1991",2.2,42%,3.53,48%,1,11%,0%,0
Aji Susilo,6,4,0,0,"5' 10""",155 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Baisangur Susurkaev,12,0,0,0,"6' 2""",185 lbs.,"79""",Orthodox,"Jan 08, 2001",5.74,54%,4.45,58%,2.09,26%,100%,0.8
Louie Sutherland,11,5,0,0,"6' 3""",264 lbs.,"76""",Orthodox,"Feb 08, 1994",1.81,68%,2.03,30%,4.95,42%,0%,0
Jason Suttie,0,1,0,0,"6' 0""",210 lbs.,NA,Orthodox,"Aug 07, 1973",2.07,83%,4.97,36%,0,0%,0%,0
Joel Sutton,2,4,1,0,"5' 11""",205 lbs.,NA,Orthodox,"Jul 07, 1969",0,0%,0,0%,0,0%,0%,0
Chad Sutton,2,2,0,0,"6' 1""",185 lbs.,NA,NA,"Aug 07, 1982",0,0%,0,0%,0,0%,0%,0
Danilo Suzart,9,2,0,0,"6' 0""",260 lbs.,NA,Orthodox,"Dec 04, 1991",4.09,55%,11.73,51%,0,0%,0%,0
Takaya Suzuki,8,1,0,0,"5' 7""",125 lbs.,"68""",Southpaw,"Sep 08, 2004",7.83,47%,3.26,70%,3.26,100%,0%,0
Martin Svensson,15,6,0,0,"6' 1""",155 lbs.,NA,NA,"Apr 25, 1985",2.02,38%,5.91,38%,0,0%,0%,0
Daniel Swain,20,10,1,0,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 30, 1991",0.8,44%,3.2,40%,0,0%,0%,6
Cub Swanson,31,14,0,0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.84,51%,3.99,59%,1,50%,63%,0.4
Mike Swick,15,6,0,0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6
Floyd Sword,12,3,0,0,"6' 0""",185 lbs.,NA,Orthodox,"Aug 24, 1976",0.78,42%,1.57,40%,0,0%,33%,0
Oumar Sy,12,2,0,0,"6' 4""",205 lbs.,"83""",Orthodox,"Nov 21, 1995",3.41,48%,1.87,66%,2.45,35%,66%,0.3
Klaudia Sygula,8,2,0,0,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 30, 1998",7.27,48%,5.5,56%,0.41,12%,40%,0
Bentley Syler,5,1,0,0,"5' 4""",125 lbs.,NA,Orthodox,"Dec 22, 1982",1.3,18%,1.73,79%,0,0%,75%,0
Kevin Syler,10,1,0,0,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",5.6,69%,4.03,48%,1,40%,77%,2
Leo Sylvest,10,16,0,0,"5' 11""",205 lbs.,NA,Orthodox,"Sep 03, 1973",0,0%,6.58,27%,0,0%,0%,0
Tony Sylvester,11,3,0,0,"6' 1""",225 lbs.,NA,Southpaw,"Jan 27, 1978",0,0%,10.12,12%,0,0%,0%,0
Tim Sylvia,31,10,0,1,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1
Kevin Szaflarski,11,2,0,0,"6' 5""",260 lbs.,"77""",Orthodox,"Dec 30, 1994",1.13,28%,8.07,30%,0,0%,0%,0
Sebastian Szalay,10,2,0,0,"5' 6""",145 lbs.,"66""",Orthodox,"Feb 03, 1994",4.94,41%,2.2,65%,0.51,20%,84%,0
Bartosz Szewczyk,8,3,1,0,"6' 4""",205 lbs.,"73""",Orthodox,"Sep 18, 1997",2.7,33%,3.52,47%,0,0%,0%,0
Osamu Tachihikari,0,4,0,0,"6' 5""",300 lbs.,NA,Orthodox,"Sep 12, 1963",0,0%,0,0%,0,0%,0%,0
Amber Tackett,1,3,0,0,NA,115 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Eugenio Tadeu,2,3,0,1,"5' 8""",160 lbs.,NA,Orthodox,"Aug 17, 1963",0,0%,0,0%,0,0%,0%,0
Albert Tadevosyan,13,3,1,0,NA,170 lbs.,NA,NA,"Apr 12, 1992",0,0%,0,0%,0,0%,0%,0
Justin Tafa,7,5,0,1,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",4.05,54%,5.11,47%,0,0%,53%,0
Junior Tafa,7,6,0,0,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 21, 1996",3.53,52%,2.7,52%,0,0%,72%,0
Khalid Taha,13,5,0,1,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",2.64,32%,4.12,46%,0,0%,61%,0.2
Joe Taimanglo,23,7,1,0,"5' 4""",135 lbs.,NA,NA,"Jun 27, 1984",4.18,42%,4.55,59%,5.45,40%,100%,1.4
Tatsuro Taira,18,2,0,0,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000",2.87,54%,3.1,44%,3.57,43%,46%,1.3
Mairbek Taisumov,27,6,0,0,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",2.98,39%,3.03,64%,1.34,63%,88%,0
Taiyilake Nueraji,12,1,0,1,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 12, 2001",9.82,53%,5.01,58%,1.47,33%,100%,0
Ryo Tajima,11,3,0,0,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 14, 1999",3.13,39%,4.27,62%,3,42%,60%,0
Nobuhiko Takada,2,6,2,0,"6' 0""",220 lbs.,NA,Southpaw,"Apr 12, 1962",0.31,24%,1.92,39%,1.15,20%,0%,0
Yoshiki Takahashi,30,27,3,1,"5' 11""",199 lbs.,NA,Southpaw,"Mar 13, 1969",2.26,51%,6.47,44%,0,0%,66%,2.3
Yoko Takahashi,15,12,2,0,"5' 8""",150 lbs.,NA,NA,"Apr 20, 1973",5.11,54%,8.78,48%,0,0%,0%,0
Daiju Takase,12,15,2,0,"6' 0""",170 lbs.,NA,Southpaw,"Apr 20, 1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2
Hiroyuki Takaya,21,14,2,0,"5' 6""",139 lbs.,NA,Orthodox,"Jun 10, 1977",3.18,33%,3.16,60%,0.9,45%,66%,0
Yoshihiro Takayama,1,4,0,0,"6' 5""",280 lbs.,NA,Orthodox,"Sep 19, 1968",3.4,54%,5.69,29%,0.67,33%,55%,0
Makoto Takimoto,6,5,0,0,"5' 7""",205 lbs.,NA,Southpaw,"Dec 08, 1979",1.37,39%,1.71,55%,1.48,50%,25%,1.1
Oleg Taktarov,17,5,2,0,"6' 0""",210 lbs.,NA,Orthodox,"Aug 26, 1967",0,0%,0,0%,0,0%,0%,0
Payton Talbott,11,1,0,0,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",6.62,56%,3.41,46%,0.78,44%,77%,0.2
Nordine Taleb,15,7,0,0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.66,51%,2.62,66%,1.94,76%,73%,0
Murtaza Talha,7,2,0,0,"6' 0""",205 lbs.,"74""",Orthodox,"Jul 10, 1996",4.29,57%,7.09,31%,0,0%,100%,0
