date,fuel,grade,formulation,price
2017-06-26,gasoline,all,conventional,2.316
2017-06-26,gasoline,all,reformulated,2.583
2017-06-26,gasoline,regular,all,2.288
2017-06-26,gasoline,regular,conventional,2.201
2017-06-26,gasoline,regular,reformulated,2.473
2017-06-26,gasoline,midgrade,all,2.565
2017-06-26,gasoline,midgrade,conventional,2.468
2017-06-26,gasoline,midgrade,reformulated,2.753
2017-06-26,gasoline,premium,all,2.799
2017-06-26,gasoline,premium,conventional,2.735
2017-06-26,gasoline,premium,reformulated,2.916
2017-06-26,diesel,all,NA,2.465
2017-06-26,diesel,ultra_low_sulfur,NA,2.465
2017-07-03,gasoline,all,all,2.376
2017-07-03,gasoline,all,conventional,2.278
2017-07-03,gasoline,all,reformulated,2.574
2017-07-03,gasoline,regular,all,2.26
2017-07-03,gasoline,regular,conventional,2.163
2017-07-03,gasoline,regular,reformulated,2.464
2017-07-03,gasoline,midgrade,all,2.536
2017-07-03,gasoline,midgrade,conventional,2.43
2017-07-03,gasoline,midgrade,reformulated,2.742
2017-07-03,gasoline,premium,all,2.77
2017-07-03,gasoline,premium,conventional,2.696
2017-07-03,gasoline,premium,reformulated,2.907
2017-07-03,diesel,all,NA,2.472
2017-07-03,diesel,ultra_low_sulfur,NA,2.472
2017-07-10,gasoline,all,all,2.411
2017-07-10,gasoline,all,conventional,2.324
2017-07-10,gasoline,all,reformulated,2.588
2017-07-10,gasoline,regular,all,2.297
2017-07-10,gasoline,regular,conventional,2.21
2017-07-10,gasoline,regular,reformulated,2.481
2017-07-10,gasoline,midgrade,all,2.569
2017-07-10,gasoline,midgrade,conventional,2.475
2017-07-10,gasoline,midgrade,reformulated,2.749
2017-07-10,gasoline,premium,all,2.798
2017-07-10,gasoline,premium,conventional,2.736
2017-07-10,gasoline,premium,reformulated,2.912
2017-07-10,diesel,all,NA,2.481
2017-07-10,diesel,ultra_low_sulfur,NA,2.481
2017-07-17,gasoline,all,all,2.392
2017-07-17,gasoline,all,conventional,2.303
2017-07-17,gasoline,all,reformulated,2.574
2017-07-17,gasoline,regular,all,2.278
2017-07-17,gasoline,regular,conventional,2.188
2017-07-17,gasoline,regular,reformulated,2.466
2017-07-17,gasoline,midgrade,all,2.551
2017-07-17,gasoline,midgrade,conventional,2.455
2017-07-17,gasoline,midgrade,reformulated,2.736
2017-07-17,gasoline,premium,all,2.781
2017-07-17,gasoline,premium,conventional,2.719
2017-07-17,gasoline,premium,reformulated,2.898
2017-07-17,diesel,all,NA,2.491
2017-07-17,diesel,ultra_low_sulfur,NA,2.491
2017-07-24,gasoline,all,all,2.426
2017-07-24,gasoline,all,conventional,2.34
2017-07-24,gasoline,all,reformulated,2.601
2017-07-24,gasoline,regular,all,2.312
2017-07-24,gasoline,regular,conventional,2.224
2017-07-24,gasoline,regular,reformulated,2.495
2017-07-24,gasoline,midgrade,all,2.582
2017-07-24,gasoline,midgrade,conventional,2.492
2017-07-24,gasoline,midgrade,reformulated,2.757
2017-07-24,gasoline,premium,all,2.816
2017-07-24,gasoline,premium,conventional,2.76
2017-07-24,gasoline,premium,reformulated,2.92
2017-07-24,diesel,all,NA,2.507
2017-07-24,diesel,ultra_low_sulfur,NA,2.507
2017-07-31,gasoline,all,all,2.467
2017-07-31,gasoline,all,conventional,2.386
2017-07-31,gasoline,all,reformulated,2.631
2017-07-31,gasoline,regular,all,2.352
2017-07-31,gasoline,regular,conventional,2.269
2017-07-31,gasoline,regular,reformulated,2.526
2017-07-31,gasoline,midgrade,all,2.623
2017-07-31,gasoline,midgrade,conventional,2.538
2017-07-31,gasoline,midgrade,reformulated,2.787
2017-07-31,gasoline,premium,all,2.86
2017-07-31,gasoline,premium,conventional,2.81
2017-07-31,gasoline,premium,reformulated,2.952
2017-07-31,diesel,all,NA,2.531
2017-07-31,diesel,ultra_low_sulfur,NA,2.531
2017-08-07,gasoline,all,all,2.492
2017-08-07,gasoline,all,conventional,2.405
2017-08-07,gasoline,all,reformulated,2.668
2017-08-07,gasoline,regular,all,2.378
2017-08-07,gasoline,regular,conventional,2.29
2017-08-07,gasoline,regular,reformulated,2.564
2017-08-07,gasoline,midgrade,all,2.644
2017-08-07,gasoline,midgrade,conventional,2.553
2017-08-07,gasoline,midgrade,reformulated,2.821
2017-08-07,gasoline,premium,all,2.882
2017-08-07,gasoline,premium,conventional,2.825
2017-08-07,gasoline,premium,reformulated,2.987
2017-08-07,diesel,all,NA,2.581
2017-08-07,diesel,ultra_low_sulfur,NA,2.581
2017-08-14,gasoline,all,all,2.497
2017-08-14,gasoline,all,conventional,2.416
2017-08-14,gasoline,all,reformulated,2.664
2017-08-14,gasoline,regular,all,2.384
2017-08-14,gasoline,regular,conventional,2.301
2017-08-14,gasoline,regular,reformulated,2.558
2017-08-14,gasoline,midgrade,all,2.653
2017-08-14,gasoline,midgrade,conventional,2.565
2017-08-14,gasoline,midgrade,reformulated,2.823
2017-08-14,gasoline,premium,all,2.886
2017-08-14,gasoline,premium,conventional,2.834
2017-08-14,gasoline,premium,reformulated,2.983
2017-08-14,diesel,all,NA,2.598
2017-08-14,diesel,ultra_low_sulfur,NA,2.598
2017-08-21,gasoline,all,all,2.474
2017-08-21,gasoline,all,conventional,2.389
2017-08-21,gasoline,all,reformulated,2.649
2017-08-21,gasoline,regular,all,2.36
2017-08-21,gasoline,regular,conventional,2.273
2017-08-21,gasoline,regular,reformulated,2.543
2017-08-21,gasoline,midgrade,all,2.631
2017-08-21,gasoline,midgrade,conventional,2.539
2017-08-21,gasoline,midgrade,reformulated,2.811
2017-08-21,gasoline,premium,all,2.865
2017-08-21,gasoline,premium,conventional,2.81
2017-08-21,gasoline,premium,reformulated,2.968
2017-08-21,diesel,all,NA,2.596
2017-08-21,diesel,ultra_low_sulfur,NA,2.596
2017-08-28,gasoline,all,all,2.513
2017-08-28,gasoline,all,conventional,2.438
2017-08-28,gasoline,all,reformulated,2.665
2017-08-28,gasoline,regular,all,2.399
2017-08-28,gasoline,regular,conventional,2.322
2017-08-28,gasoline,regular,reformulated,2.561
2017-08-28,gasoline,midgrade,all,2.668
2017-08-28,gasoline,midgrade,conventional,2.588
2017-08-28,gasoline,midgrade,reformulated,2.825
2017-08-28,gasoline,premium,all,2.901
2017-08-28,gasoline,premium,conventional,2.859
2017-08-28,gasoline,premium,reformulated,2.981
2017-08-28,diesel,all,NA,2.605
2017-08-28,diesel,ultra_low_sulfur,NA,2.605
2017-09-04,gasoline,all,all,2.794
2017-09-04,gasoline,all,conventional,2.722
2017-09-04,gasoline,all,reformulated,2.939
2017-09-04,gasoline,regular,all,2.679
2017-09-04,gasoline,regular,conventional,2.604
2017-09-04,gasoline,regular,reformulated,2.835
2017-09-04,gasoline,midgrade,all,2.946
2017-09-04,gasoline,midgrade,conventional,2.875
2017-09-04,gasoline,midgrade,reformulated,3.085
2017-09-04,gasoline,premium,all,3.191
2017-09-04,gasoline,premium,conventional,3.153
2017-09-04,gasoline,premium,reformulated,3.262
2017-09-04,diesel,all,NA,2.758
2017-09-04,diesel,ultra_low_sulfur,NA,2.758
2017-09-11,gasoline,all,all,2.8
2017-09-11,gasoline,all,conventional,2.728
2017-09-11,gasoline,all,reformulated,2.946
2017-09-11,gasoline,regular,all,2.685
2017-09-11,gasoline,regular,conventional,2.61
2017-09-11,gasoline,regular,reformulated,2.842
2017-09-11,gasoline,midgrade,all,2.953
2017-09-11,gasoline,midgrade,conventional,2.88
2017-09-11,gasoline,midgrade,reformulated,3.092
2017-09-11,gasoline,premium,all,3.197
2017-09-11,gasoline,premium,conventional,3.158
2017-09-11,gasoline,premium,reformulated,3.268
2017-09-11,diesel,all,NA,2.802
2017-09-11,diesel,ultra_low_sulfur,NA,2.802
2017-09-18,gasoline,all,all,2.75
2017-09-18,gasoline,all,conventional,2.678
2017-09-18,gasoline,all,reformulated,2.897
2017-09-18,gasoline,regular,all,2.634
2017-09-18,gasoline,regular,conventional,2.559
2017-09-18,gasoline,regular,reformulated,2.791
2017-09-18,gasoline,midgrade,all,2.906
2017-09-18,gasoline,midgrade,conventional,2.831
2017-09-18,gasoline,midgrade,reformulated,3.05
2017-09-18,gasoline,premium,all,3.151
2017-09-18,gasoline,premium,conventional,3.112
2017-09-18,gasoline,premium,reformulated,3.224
2017-09-18,diesel,all,NA,2.791
2017-09-18,diesel,ultra_low_sulfur,NA,2.791
2017-09-25,gasoline,all,all,2.701
2017-09-25,gasoline,all,conventional,2.629
2017-09-25,gasoline,all,reformulated,2.846
2017-09-25,gasoline,regular,all,2.583
2017-09-25,gasoline,regular,conventional,2.508
2017-09-25,gasoline,regular,reformulated,2.74
2017-09-25,gasoline,midgrade,all,2.859
2017-09-25,gasoline,midgrade,conventional,2.785
2017-09-25,gasoline,midgrade,reformulated,3.001
2017-09-25,gasoline,premium,all,3.105
2017-09-25,gasoline,premium,conventional,3.069
2017-09-25,gasoline,premium,reformulated,3.171
2017-09-25,diesel,all,NA,2.788
2017-09-25,diesel,ultra_low_sulfur,NA,2.788
2017-10-02,gasoline,all,all,2.682
2017-10-02,gasoline,all,conventional,2.614
2017-10-02,gasoline,all,reformulated,2.82
2017-10-02,gasoline,regular,all,2.565
2017-10-02,gasoline,regular,conventional,2.493
2017-10-02,gasoline,regular,reformulated,2.715
2017-10-02,gasoline,midgrade,all,2.841
2017-10-02,gasoline,midgrade,conventional,2.772
2017-10-02,gasoline,midgrade,reformulated,2.975
2017-10-02,gasoline,premium,all,3.085
2017-10-02,gasoline,premium,conventional,3.055
2017-10-02,gasoline,premium,reformulated,3.142
2017-10-02,diesel,all,NA,2.792
2017-10-02,diesel,ultra_low_sulfur,NA,2.792
2017-10-09,gasoline,all,all,2.622
2017-10-09,gasoline,all,conventional,2.547
2017-10-09,gasoline,all,reformulated,2.774
2017-10-09,gasoline,regular,all,2.504
2017-10-09,gasoline,regular,conventional,2.426
2017-10-09,gasoline,regular,reformulated,2.668
2017-10-09,gasoline,midgrade,all,2.78
2017-10-09,gasoline,midgrade,conventional,2.702
2017-10-09,gasoline,midgrade,reformulated,2.932
2017-10-09,gasoline,premium,all,3.025
2017-10-09,gasoline,premium,conventional,2.986
2017-10-09,gasoline,premium,reformulated,3.098
2017-10-09,diesel,all,NA,2.776
2017-10-09,diesel,ultra_low_sulfur,NA,2.776
2017-10-16,gasoline,all,all,2.605
2017-10-16,gasoline,all,conventional,2.532
2017-10-16,gasoline,all,reformulated,2.754
2017-10-16,gasoline,regular,all,2.489
2017-10-16,gasoline,regular,conventional,2.413
2017-10-16,gasoline,regular,reformulated,2.648
2017-10-16,gasoline,midgrade,all,2.764
2017-10-16,gasoline,midgrade,conventional,2.687
2017-10-16,gasoline,midgrade,reformulated,2.913
2017-10-16,gasoline,premium,all,3.003
2017-10-16,gasoline,premium,conventional,2.964
2017-10-16,gasoline,premium,reformulated,3.077
2017-10-16,diesel,all,NA,2.787
2017-10-16,diesel,ultra_low_sulfur,NA,2.787
2017-10-23,gasoline,all,all,2.594
2017-10-23,gasoline,all,conventional,2.523
2017-10-23,gasoline,all,reformulated,2.739
2017-10-23,gasoline,regular,all,2.479
2017-10-23,gasoline,regular,conventional,2.406
2017-10-23,gasoline,regular,reformulated,2.632
2017-10-23,gasoline,midgrade,all,2.75
2017-10-23,gasoline,midgrade,conventional,2.672
2017-10-23,gasoline,midgrade,reformulated,2.902
2017-10-23,gasoline,premium,all,2.987
2017-10-23,gasoline,premium,conventional,2.946
2017-10-23,gasoline,premium,reformulated,3.064
2017-10-23,diesel,all,NA,2.797
2017-10-23,diesel,ultra_low_sulfur,NA,2.797
2017-10-30,gasoline,all,all,2.602
2017-10-30,gasoline,all,conventional,2.526
2017-10-30,gasoline,all,reformulated,2.758
2017-10-30,gasoline,regular,all,2.488
2017-10-30,gasoline,regular,conventional,2.41
2017-10-30,gasoline,regular,reformulated,2.652
2017-10-30,gasoline,midgrade,all,2.76
2017-10-30,gasoline,midgrade,conventional,2.679
2017-10-30,gasoline,midgrade,reformulated,2.918
2017-10-30,gasoline,premium,all,2.994
2017-10-30,gasoline,premium,conventional,2.947
2017-10-30,gasoline,premium,reformulated,3.081
2017-10-30,diesel,all,NA,2.819
2017-10-30,diesel,ultra_low_sulfur,NA,2.819
2017-11-06,gasoline,all,all,2.673
2017-11-06,gasoline,all,conventional,2.583
2017-11-06,gasoline,all,reformulated,2.858
2017-11-06,gasoline,regular,all,2.561
2017-11-06,gasoline,regular,conventional,2.468
2017-11-06,gasoline,regular,reformulated,2.754
2017-11-06,gasoline,midgrade,all,2.829
2017-11-06,gasoline,midgrade,conventional,2.732
2017-11-06,gasoline,midgrade,reformulated,3.018
2017-11-06,gasoline,premium,all,3.059
2017-11-06,gasoline,premium,conventional,2.999
2017-11-06,gasoline,premium,reformulated,3.17
2017-11-06,diesel,all,NA,2.882
2017-11-06,diesel,ultra_low_sulfur,NA,2.882
2017-11-13,gasoline,all,all,2.706
2017-11-13,gasoline,all,conventional,2.619
2017-11-13,gasoline,all,reformulated,2.881
2017-11-13,gasoline,regular,all,2.592
2017-11-13,gasoline,regular,conventional,2.504
2017-11-13,gasoline,regular,reformulated,2.777
2017-11-13,gasoline,midgrade,all,2.865
2017-11-13,gasoline,midgrade,conventional,2.771
2017-11-13,gasoline,midgrade,reformulated,3.046
2017-11-13,gasoline,premium,all,3.092
2017-11-13,gasoline,premium,conventional,3.037
2017-11-13,gasoline,premium,reformulated,3.194
2017-11-13,diesel,all,NA,2.915
2017-11-13,diesel,ultra_low_sulfur,NA,2.915
2017-11-20,gasoline,all,all,2.683
2017-11-20,gasoline,all,conventional,2.597
2017-11-20,gasoline,all,reformulated,2.858
2017-11-20,gasoline,regular,all,2.568
2017-11-20,gasoline,regular,conventional,2.48
2017-11-20,gasoline,regular,reformulated,2.753
2017-11-20,gasoline,midgrade,all,2.843
2017-11-20,gasoline,midgrade,conventional,2.75
2017-11-20,gasoline,midgrade,reformulated,3.022
2017-11-20,gasoline,premium,all,3.075
2017-11-20,gasoline,premium,conventional,3.021
2017-11-20,gasoline,premium,reformulated,3.174
2017-11-20,diesel,all,NA,2.912
2017-11-20,diesel,ultra_low_sulfur,NA,2.912
2017-11-27,gasoline,all,all,2.648
2017-11-27,gasoline,all,conventional,2.562
2017-11-27,gasoline,all,reformulated,2.825
2017-11-27,gasoline,regular,all,2.533
2017-11-27,gasoline,regular,conventional,2.444
2017-11-27,gasoline,regular,reformulated,2.719
2017-11-27,gasoline,midgrade,all,2.81
2017-11-27,gasoline,midgrade,conventional,2.717
2017-11-27,gasoline,midgrade,reformulated,2.99
2017-11-27,gasoline,premium,all,3.043
2017-11-27,gasoline,premium,conventional,2.988
2017-11-27,gasoline,premium,reformulated,3.146
2017-11-27,diesel,all,NA,2.926
2017-11-27,diesel,ultra_low_sulfur,NA,2.926
2017-12-04,gasoline,all,all,2.617
2017-12-04,gasoline,all,conventional,2.528
2017-12-04,gasoline,all,reformulated,2.797
2017-12-04,gasoline,regular,all,2.5
2017-12-04,gasoline,regular,conventional,2.41
2017-12-04,gasoline,regular,reformulated,2.689
2017-12-04,gasoline,midgrade,all,2.778
2017-12-04,gasoline,midgrade,conventional,2.683
2017-12-04,gasoline,midgrade,reformulated,2.962
2017-12-04,gasoline,premium,all,3.014
2017-12-04,gasoline,premium,conventional,2.957
2017-12-04,gasoline,premium,reformulated,3.122
2017-12-04,diesel,all,NA,2.922
2017-12-04,diesel,ultra_low_sulfur,NA,2.922
2017-12-11,gasoline,all,all,2.601
2017-12-11,gasoline,all,conventional,2.519
2017-12-11,gasoline,all,reformulated,2.769
2017-12-11,gasoline,regular,all,2.485
2017-12-11,gasoline,regular,conventional,2.401
2017-12-11,gasoline,regular,reformulated,2.661
2017-12-11,gasoline,midgrade,all,2.763
2017-12-11,gasoline,midgrade,conventional,2.675
2017-12-11,gasoline,midgrade,reformulated,2.933
2017-12-11,gasoline,premium,all,3
2017-12-11,gasoline,premium,conventional,2.949
2017-12-11,gasoline,premium,reformulated,3.095
2017-12-11,diesel,all,NA,2.91
2017-12-11,diesel,ultra_low_sulfur,NA,2.91
2017-12-18,gasoline,all,all,2.568
2017-12-18,gasoline,all,conventional,2.478
2017-12-18,gasoline,all,reformulated,2.75
2017-12-18,gasoline,regular,all,2.45
2017-12-18,gasoline,regular,conventional,2.358
2017-12-18,gasoline,regular,reformulated,2.642
2017-12-18,gasoline,midgrade,all,2.731
2017-12-18,gasoline,midgrade,conventional,2.636
2017-12-18,gasoline,midgrade,reformulated,2.914
2017-12-18,gasoline,premium,all,2.969
2017-12-18,gasoline,premium,conventional,2.912
2017-12-18,gasoline,premium,reformulated,3.076
2017-12-18,diesel,all,NA,2.901
2017-12-18,diesel,ultra_low_sulfur,NA,2.901
2017-12-25,gasoline,all,all,2.589
2017-12-25,gasoline,all,conventional,2.502
2017-12-25,gasoline,all,reformulated,2.765
2017-12-25,gasoline,regular,all,2.472
2017-12-25,gasoline,regular,conventional,2.384
2017-12-25,gasoline,regular,reformulated,2.658
2017-12-25,gasoline,midgrade,all,2.749
2017-12-25,gasoline,midgrade,conventional,2.655
2017-12-25,gasoline,midgrade,reformulated,2.931
2017-12-25,gasoline,premium,all,2.985
2017-12-25,gasoline,premium,conventional,2.929
2017-12-25,gasoline,premium,reformulated,3.09
2017-12-25,diesel,all,NA,2.903
2017-12-25,diesel,ultra_low_sulfur,NA,2.903
2018-01-01,gasoline,all,all,2.637
2018-01-01,gasoline,all,conventional,2.554
2018-01-01,gasoline,all,reformulated,2.804
2018-01-01,gasoline,regular,all,2.52
2018-01-01,gasoline,regular,conventional,2.436
2018-01-01,gasoline,regular,reformulated,2.697
2018-01-01,gasoline,midgrade,all,2.798
2018-01-01,gasoline,midgrade,conventional,2.711
2018-01-01,gasoline,midgrade,reformulated,2.965
2018-01-01,gasoline,premium,all,3.035
2018-01-01,gasoline,premium,conventional,2.983
2018-01-01,gasoline,premium,reformulated,3.129
2018-01-01,diesel,all,NA,2.973
2018-01-01,diesel,ultra_low_sulfur,NA,2.973
2018-01-08,gasoline,all,all,2.639
2018-01-08,gasoline,all,conventional,2.548
2018-01-08,gasoline,all,reformulated,2.824
2018-01-08,gasoline,regular,all,2.522
2018-01-08,gasoline,regular,conventional,2.429
2018-01-08,gasoline,regular,reformulated,2.716
2018-01-08,gasoline,midgrade,all,2.802
2018-01-08,gasoline,midgrade,conventional,2.705
2018-01-08,gasoline,midgrade,reformulated,2.989
2018-01-08,gasoline,premium,all,3.04
2018-01-08,gasoline,premium,conventional,2.981
2018-01-08,gasoline,premium,reformulated,3.15
2018-01-08,diesel,all,NA,2.996
2018-01-08,diesel,ultra_low_sulfur,NA,2.996
2018-01-15,gasoline,all,all,2.673
2018-01-15,gasoline,all,conventional,2.589
2018-01-15,gasoline,all,reformulated,2.843
2018-01-15,gasoline,regular,all,2.557
2018-01-15,gasoline,regular,conventional,2.473
2018-01-15,gasoline,regular,reformulated,2.735
2018-01-15,gasoline,midgrade,all,2.831
2018-01-15,gasoline,midgrade,conventional,2.74
2018-01-15,gasoline,midgrade,reformulated,3.009
2018-01-15,gasoline,premium,all,3.068
2018-01-15,gasoline,premium,conventional,3.013
2018-01-15,gasoline,premium,reformulated,3.169
2018-01-15,diesel,all,NA,3.028
2018-01-15,diesel,ultra_low_sulfur,NA,3.028
2018-01-22,gasoline,all,all,2.684
2018-01-22,gasoline,all,conventional,2.601
2018-01-22,gasoline,all,reformulated,2.854
2018-01-22,gasoline,regular,all,2.567
2018-01-22,gasoline,regular,conventional,2.482
2018-01-22,gasoline,regular,reformulated,2.744
2018-01-22,gasoline,midgrade,all,2.845
2018-01-22,gasoline,midgrade,conventional,2.754
2018-01-22,gasoline,midgrade,reformulated,3.022
2018-01-22,gasoline,premium,all,3.085
2018-01-22,gasoline,premium,conventional,3.031
2018-01-22,gasoline,premium,reformulated,3.184
2018-01-22,diesel,all,NA,3.025
2018-01-22,diesel,ultra_low_sulfur,NA,3.025
2018-01-29,gasoline,all,all,2.723
2018-01-29,gasoline,all,conventional,2.634
2018-01-29,gasoline,all,reformulated,2.905
2018-01-29,gasoline,regular,all,2.607
2018-01-29,gasoline,regular,conventional,2.516
2018-01-29,gasoline,regular,reformulated,2.797
2018-01-29,gasoline,midgrade,all,2.882
2018-01-29,gasoline,midgrade,conventional,2.784
2018-01-29,gasoline,midgrade,reformulated,3.07
2018-01-29,gasoline,premium,all,3.122
2018-01-29,gasoline,premium,conventional,3.064
2018-01-29,gasoline,premium,reformulated,3.229
2018-01-29,diesel,all,NA,3.07
2018-01-29,diesel,ultra_low_sulfur,NA,3.07
2018-02-05,gasoline,all,all,2.753
2018-02-05,gasoline,all,conventional,2.661
2018-02-05,gasoline,all,reformulated,2.94
2018-02-05,gasoline,regular,all,2.637
2018-02-05,gasoline,regular,conventional,2.544
2018-02-05,gasoline,regular,reformulated,2.832
2018-02-05,gasoline,midgrade,all,2.914
2018-02-05,gasoline,midgrade,conventional,2.813
2018-02-05,gasoline,midgrade,reformulated,3.109
2018-02-05,gasoline,premium,all,3.149
2018-02-05,gasoline,premium,conventional,3.089
2018-02-05,gasoline,premium,reformulated,3.262
2018-02-05,diesel,all,NA,3.086
2018-02-05,diesel,ultra_low_sulfur,NA,3.086
2018-02-12,gasoline,all,all,2.724
2018-02-12,gasoline,all,conventional,2.63
2018-02-12,gasoline,all,reformulated,2.915
2018-02-12,gasoline,regular,all,2.607
2018-02-12,gasoline,regular,conventional,2.511
2018-02-12,gasoline,regular,reformulated,2.806
2018-02-12,gasoline,midgrade,all,2.888
2018-02-12,gasoline,midgrade,conventional,2.785
2018-02-12,gasoline,midgrade,reformulated,3.086
2018-02-12,gasoline,premium,all,3.125
2018-02-12,gasoline,premium,conventional,3.063
2018-02-12,gasoline,premium,reformulated,3.239
2018-02-12,diesel,all,NA,3.063
2018-02-12,diesel,ultra_low_sulfur,NA,3.063
2018-02-19,gasoline,all,all,2.676
2018-02-19,gasoline,all,conventional,2.576
2018-02-19,gasoline,all,reformulated,2.881
2018-02-19,gasoline,regular,all,2.557
2018-02-19,gasoline,regular,conventional,2.455
2018-02-19,gasoline,regular,reformulated,2.77
2018-02-19,gasoline,midgrade,all,2.843
2018-02-19,gasoline,midgrade,conventional,2.732
2018-02-19,gasoline,midgrade,reformulated,3.056
2018-02-19,gasoline,premium,all,3.082
2018-02-19,gasoline,premium,conventional,3.013
2018-02-19,gasoline,premium,reformulated,3.21
2018-02-19,diesel,all,NA,3.027
2018-02-19,diesel,ultra_low_sulfur,NA,3.027
2018-02-26,gasoline,all,all,2.666
2018-02-26,gasoline,all,conventional,2.561
2018-02-26,gasoline,all,reformulated,2.88
2018-02-26,gasoline,regular,all,2.548
2018-02-26,gasoline,regular,conventional,2.442
2018-02-26,gasoline,regular,reformulated,2.77
2018-02-26,gasoline,midgrade,all,2.83
2018-02-26,gasoline,midgrade,conventional,2.713
2018-02-26,gasoline,midgrade,reformulated,3.055
2018-02-26,gasoline,premium,all,3.069
2018-02-26,gasoline,premium,conventional,2.996
2018-02-26,gasoline,premium,reformulated,3.205
2018-02-26,diesel,all,NA,3.007
2018-02-26,diesel,ultra_low_sulfur,NA,3.007
2018-03-05,gasoline,all,all,2.679
2018-03-05,gasoline,all,conventional,2.582
2018-03-05,gasoline,all,reformulated,2.877
2018-03-05,gasoline,regular,all,2.56
2018-03-05,gasoline,regular,conventional,2.462
2018-03-05,gasoline,regular,reformulated,2.767
2018-03-05,gasoline,midgrade,all,2.845
2018-03-05,gasoline,midgrade,conventional,2.738
2018-03-05,gasoline,midgrade,reformulated,3.053
2018-03-05,gasoline,premium,all,3.084
2018-03-05,gasoline,premium,conventional,3.02
2018-03-05,gasoline,premium,reformulated,3.204
2018-03-05,diesel,all,NA,2.992
2018-03-05,diesel,ultra_low_sulfur,NA,2.992
2018-03-12,gasoline,all,all,2.677
2018-03-12,gasoline,all,conventional,2.574
2018-03-12,gasoline,all,reformulated,2.887
2018-03-12,gasoline,regular,all,2.559
2018-03-12,gasoline,regular,conventional,2.455
2018-03-12,gasoline,regular,reformulated,2.777
2018-03-12,gasoline,midgrade,all,2.843
2018-03-12,gasoline,midgrade,conventional,2.728
2018-03-12,gasoline,midgrade,reformulated,3.065
2018-03-12,gasoline,premium,all,3.078
2018-03-12,gasoline,premium,conventional,3.007
2018-03-12,gasoline,premium,reformulated,3.21
2018-03-12,diesel,all,NA,2.976
2018-03-12,diesel,ultra_low_sulfur,NA,2.976
2018-03-19,gasoline,all,all,2.716
2018-03-19,gasoline,all,conventional,2.612
2018-03-19,gasoline,all,reformulated,2.926
2018-03-19,gasoline,regular,all,2.598
2018-03-19,gasoline,regular,conventional,2.494
2018-03-19,gasoline,regular,reformulated,2.817
2018-03-19,gasoline,midgrade,all,2.881
2018-03-19,gasoline,midgrade,conventional,2.765
2018-03-19,gasoline,midgrade,reformulated,3.105
2018-03-19,gasoline,premium,all,3.114
2018-03-19,gasoline,premium,conventional,3.043
2018-03-19,gasoline,premium,reformulated,3.247
2018-03-19,diesel,all,NA,2.972
2018-03-19,diesel,ultra_low_sulfur,NA,2.972
2018-03-26,gasoline,all,all,2.764
2018-03-26,gasoline,all,conventional,2.659
2018-03-26,gasoline,all,reformulated,2.979
2018-03-26,gasoline,regular,all,2.648
2018-03-26,gasoline,regular,conventional,2.541
2018-03-26,gasoline,regular,reformulated,2.871
2018-03-26,gasoline,midgrade,all,2.928
2018-03-26,gasoline,midgrade,conventional,2.81
2018-03-26,gasoline,midgrade,reformulated,3.157
2018-03-26,gasoline,premium,all,3.161
2018-03-26,gasoline,premium,conventional,3.086
2018-03-26,gasoline,premium,reformulated,3.299
2018-03-26,diesel,all,NA,3.01
2018-03-26,diesel,ultra_low_sulfur,NA,3.01
2018-04-02,gasoline,all,all,2.817
2018-04-02,gasoline,all,conventional,2.71
2018-04-02,gasoline,all,reformulated,3.033
2018-04-02,gasoline,regular,all,2.7
2018-04-02,gasoline,regular,conventional,2.592
2018-04-02,gasoline,regular,reformulated,2.927
2018-04-02,gasoline,midgrade,all,2.979
2018-04-02,gasoline,midgrade,conventional,2.863
2018-04-02,gasoline,midgrade,reformulated,3.205
2018-04-02,gasoline,premium,all,3.212
2018-04-02,gasoline,premium,conventional,3.14
2018-04-02,gasoline,premium,reformulated,3.345
2018-04-02,diesel,all,NA,3.042
2018-04-02,diesel,ultra_low_sulfur,NA,3.042
2018-04-09,gasoline,all,all,2.811
2018-04-09,gasoline,all,conventional,2.707
2018-04-09,gasoline,all,reformulated,3.024
2018-04-09,gasoline,regular,all,2.694
2018-04-09,gasoline,regular,conventional,2.587
2018-04-09,gasoline,regular,reformulated,2.918
2018-04-09,gasoline,midgrade,all,2.977
2018-04-09,gasoline,midgrade,conventional,2.864
2018-04-09,gasoline,midgrade,reformulated,3.196
2018-04-09,gasoline,premium,all,3.209
2018-04-09,gasoline,premium,conventional,3.14
2018-04-09,gasoline,premium,reformulated,3.338
2018-04-09,diesel,all,NA,3.043
2018-04-09,diesel,ultra_low_sulfur,NA,3.043
2018-04-16,gasoline,all,all,2.863
2018-04-16,gasoline,all,conventional,2.762
2018-04-16,gasoline,all,reformulated,3.068
2018-04-16,gasoline,regular,all,2.747
2018-04-16,gasoline,regular,conventional,2.644
2018-04-16,gasoline,regular,reformulated,2.963
2018-04-16,gasoline,midgrade,all,3.025
2018-04-16,gasoline,midgrade,conventional,2.915
2018-04-16,gasoline,midgrade,reformulated,3.238
2018-04-16,gasoline,premium,all,3.256
2018-04-16,gasoline,premium,conventional,3.189
2018-04-16,gasoline,premium,reformulated,3.381
2018-04-16,diesel,all,NA,3.104
2018-04-16,diesel,ultra_low_sulfur,NA,3.104
2018-04-23,gasoline,all,all,2.914
2018-04-23,gasoline,all,conventional,2.814
2018-04-23,gasoline,all,reformulated,3.119
