sex,race,ethnic_origin,age,year,quarter,n_persons,median_weekly_earn
Both Sexes,All Races,Hispanic or Latino,16 years and over,2012,1,15776000,567
Both Sexes,All Races,Hispanic or Latino,16 years and over,2012,2,16325000,576
Both Sexes,All Races,Hispanic or Latino,16 years and over,2012,3,16889000,556
Both Sexes,All Races,Hispanic or Latino,16 years and over,2012,4,16217000,571
Both Sexes,All Races,Hispanic or Latino,16 years and over,2013,1,16016000,575
Both Sexes,All Races,Hispanic or Latino,16 years and over,2013,2,16990000,572
Both Sexes,All Races,Hispanic or Latino,16 years and over,2013,3,17480000,587
Both Sexes,All Races,Hispanic or Latino,16 years and over,2013,4,16949000,576
Both Sexes,All Races,Hispanic or Latino,16 years and over,2014,1,16804000,593
Both Sexes,All Races,Hispanic or Latino,16 years and over,2014,2,17599000,583
Both Sexes,All Races,Hispanic or Latino,16 years and over,2014,3,17625000,598
Both Sexes,All Races,Hispanic or Latino,16 years and over,2014,4,17870000,600
Both Sexes,All Races,Hispanic or Latino,16 years and over,2015,1,18124000,590
Both Sexes,All Races,Hispanic or Latino,16 years and over,2015,2,18240000,601
Both Sexes,All Races,Hispanic or Latino,16 years and over,2015,3,18606000,602
Both Sexes,All Races,Hispanic or Latino,16 years and over,2015,4,18272000,624
Both Sexes,All Races,Hispanic or Latino,16 years and over,2016,1,18545000,612
Both Sexes,All Races,Hispanic or Latino,16 years and over,2016,2,18956000,618
Both Sexes,All Races,Hispanic or Latino,16 years and over,2016,3,19278000,632
Both Sexes,All Races,Hispanic or Latino,16 years and over,2016,4,19021000,646
Both Sexes,All Races,Hispanic or Latino,16 years and over,2017,1,18958000,649
Both Sexes,All Races,Hispanic or Latino,16 years and over,2017,2,19743000,657
Both Sexes,All Races,Hispanic or Latino,16 years and over,2017,3,20091000,655
Both Sexes,All Races,Hispanic or Latino,16 years and over,2017,4,19667000,657
Both Sexes,All Races,Hispanic or Latino,16 years and over,2018,1,19802000,675
Both Sexes,All Races,Hispanic or Latino,16 years and over,2018,2,20422000,674
Both Sexes,All Races,Hispanic or Latino,16 years and over,2018,3,20501000,689
Both Sexes,All Races,Hispanic or Latino,16 years and over,2018,4,20461000,684
Both Sexes,All Races,Hispanic or Latino,16 years and over,2019,1,20821000,696
Both Sexes,All Races,Hispanic or Latino,16 years and over,2019,2,21122000,696
Both Sexes,All Races,Hispanic or Latino,16 years and over,2019,3,21472000,718
Both Sexes,All Races,Hispanic or Latino,16 years and over,2019,4,21494000,712
Both Sexes,All Races,Hispanic or Latino,16 years and over,2020,1,21160000,721
Both Sexes,All Races,Hispanic or Latino,16 years and over,2020,2,18077000,786
Both Sexes,All Races,Hispanic or Latino,16 years and over,2020,3,19086000,785
Both Sexes,All Races,Hispanic or Latino,16 years and over,2020,4,19910000,742
Men,All Races,Hispanic or Latino,16 years and over,2010,1,8875000,589
Men,All Races,Hispanic or Latino,16 years and over,2010,2,9275000,542
Men,All Races,Hispanic or Latino,16 years and over,2010,3,9433000,539
Men,All Races,Hispanic or Latino,16 years and over,2010,4,9374000,567
Men,All Races,Hispanic or Latino,16 years and over,2011,1,8973000,570
Men,All Races,Hispanic or Latino,16 years and over,2011,2,9649000,586
Men,All Races,Hispanic or Latino,16 years and over,2011,3,9627000,562
Men,All Races,Hispanic or Latino,16 years and over,2011,4,9542000,562
Men,All Races,Hispanic or Latino,16 years and over,2012,1,9577000,584
Men,All Races,Hispanic or Latino,16 years and over,2012,2,9995000,600
Men,All Races,Hispanic or Latino,16 years and over,2012,3,10110000,586
Men,All Races,Hispanic or Latino,16 years and over,2012,4,9868000,599
Men,All Races,Hispanic or Latino,16 years and over,2013,1,9821000,593
Men,All Races,Hispanic or Latino,16 years and over,2013,2,10478000,583
Men,All Races,Hispanic or Latino,16 years and over,2013,3,10593000,609
Men,All Races,Hispanic or Latino,16 years and over,2013,4,10407000,594
Men,All Races,Hispanic or Latino,16 years and over,2014,1,10292000,610
Men,All Races,Hispanic or Latino,16 years and over,2014,2,10840000,609
Men,All Races,Hispanic or Latino,16 years and over,2014,3,10802000,617
Men,All Races,Hispanic or Latino,16 years and over,2014,4,11081000,631
Men,All Races,Hispanic or Latino,16 years and over,2015,1,10973000,612
Men,All Races,Hispanic or Latino,16 years and over,2015,2,11102000,619
Men,All Races,Hispanic or Latino,16 years and over,2015,3,11367000,624
Men,All Races,Hispanic or Latino,16 years and over,2015,4,11127000,679
Men,All Races,Hispanic or Latino,16 years and over,2016,1,11273000,641
Men,All Races,Hispanic or Latino,16 years and over,2016,2,11718000,652
Men,All Races,Hispanic or Latino,16 years and over,2016,3,11892000,667
Men,All Races,Hispanic or Latino,16 years and over,2016,4,11782000,685
Men,All Races,Hispanic or Latino,16 years and over,2017,1,11362000,692
Men,All Races,Hispanic or Latino,16 years and over,2017,2,12041000,686
Men,All Races,Hispanic or Latino,16 years and over,2017,3,12183000,698
Men,All Races,Hispanic or Latino,16 years and over,2017,4,11997000,688
Men,All Races,Hispanic or Latino,16 years and over,2018,1,11895000,723
Men,All Races,Hispanic or Latino,16 years and over,2018,2,12321000,704
Men,All Races,Hispanic or Latino,16 years and over,2018,3,12407000,722
Men,All Races,Hispanic or Latino,16 years and over,2018,4,12279000,736
Men,All Races,Hispanic or Latino,16 years and over,2019,1,12400000,728
Men,All Races,Hispanic or Latino,16 years and over,2019,2,12679000,746
Men,All Races,Hispanic or Latino,16 years and over,2019,3,12783000,757
Men,All Races,Hispanic or Latino,16 years and over,2019,4,12584000,761
Men,All Races,Hispanic or Latino,16 years and over,2020,1,12477000,763
Men,All Races,Hispanic or Latino,16 years and over,2020,2,10884000,841
Men,All Races,Hispanic or Latino,16 years and over,2020,3,11553000,823
Men,All Races,Hispanic or Latino,16 years and over,2020,4,11868000,769
Women,All Races,Hispanic or Latino,16 years and over,2010,1,5444000,504
Women,All Races,Hispanic or Latino,16 years and over,2010,2,5633000,514
Women,All Races,Hispanic or Latino,16 years and over,2010,3,5634000,503
Women,All Races,Hispanic or Latino,16 years and over,2010,4,5680000,510
Women,All Races,Hispanic or Latino,16 years and over,2011,1,5599000,515
Women,All Races,Hispanic or Latino,16 years and over,2011,2,5823000,524
Women,All Races,Hispanic or Latino,16 years and over,2011,3,5697000,522
Women,All Races,Hispanic or Latino,16 years and over,2011,4,5680000,508
Women,All Races,Hispanic or Latino,16 years and over,2012,1,6199000,525
Women,All Races,Hispanic or Latino,16 years and over,2012,2,6330000,525
Women,All Races,Hispanic or Latino,16 years and over,2012,3,6779000,513
Women,All Races,Hispanic or Latino,16 years and over,2012,4,6349000,519
Women,All Races,Hispanic or Latino,16 years and over,2013,1,6195000,531
Women,All Races,Hispanic or Latino,16 years and over,2013,2,6512000,549
Women,All Races,Hispanic or Latino,16 years and over,2013,3,6887000,553
Women,All Races,Hispanic or Latino,16 years and over,2013,4,6542000,531
Women,All Races,Hispanic or Latino,16 years and over,2014,1,6513000,565
Women,All Races,Hispanic or Latino,16 years and over,2014,2,6759000,532
Women,All Races,Hispanic or Latino,16 years and over,2014,3,6823000,553
Women,All Races,Hispanic or Latino,16 years and over,2014,4,6789000,544
Women,All Races,Hispanic or Latino,16 years and over,2015,1,7151000,547
Women,All Races,Hispanic or Latino,16 years and over,2015,2,7138000,572
Women,All Races,Hispanic or Latino,16 years and over,2015,3,7238000,568
Women,All Races,Hispanic or Latino,16 years and over,2015,4,7145000,570
Women,All Races,Hispanic or Latino,16 years and over,2016,1,7273000,574
Women,All Races,Hispanic or Latino,16 years and over,2016,2,7238000,581
Women,All Races,Hispanic or Latino,16 years and over,2016,3,7385000,593
Women,All Races,Hispanic or Latino,16 years and over,2016,4,7238000,595
Women,All Races,Hispanic or Latino,16 years and over,2017,1,7596000,596
Women,All Races,Hispanic or Latino,16 years and over,2017,2,7702000,612
Women,All Races,Hispanic or Latino,16 years and over,2017,3,7908000,597
Women,All Races,Hispanic or Latino,16 years and over,2017,4,7670000,608
Women,All Races,Hispanic or Latino,16 years and over,2018,1,7907000,615
Women,All Races,Hispanic or Latino,16 years and over,2018,2,8101000,621
Women,All Races,Hispanic or Latino,16 years and over,2018,3,8093000,621
Women,All Races,Hispanic or Latino,16 years and over,2018,4,8182000,610
Women,All Races,Hispanic or Latino,16 years and over,2019,1,8422000,631
Women,All Races,Hispanic or Latino,16 years and over,2019,2,8444000,621
Women,All Races,Hispanic or Latino,16 years and over,2019,3,8688000,661
Women,All Races,Hispanic or Latino,16 years and over,2019,4,8910000,654
Women,All Races,Hispanic or Latino,16 years and over,2020,1,8683000,678
Women,All Races,Hispanic or Latino,16 years and over,2020,2,7193000,717
Women,All Races,Hispanic or Latino,16 years and over,2020,3,7533000,722
Women,All Races,Hispanic or Latino,16 years and over,2020,4,8042000,706
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2010,1,1538000,390
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2010,2,1666000,401
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2010,3,1803000,389
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2010,4,1684000,396
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2011,1,1642000,408
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2011,2,1866000,412
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2011,3,1958000,414
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2011,4,1926000,405
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2012,1,1842000,410
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2012,2,2036000,403
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2012,3,2263000,402
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2012,4,1927000,426
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2013,1,1913000,415
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2013,2,2103000,415
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2013,3,2257000,416
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2013,4,2103000,419
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2014,1,1925000,421
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2014,2,2182000,420
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2014,3,2176000,441
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2014,4,2254000,433
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2015,1,2135000,433
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2015,2,2148000,444
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2015,3,2403000,457
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2015,4,2094000,473
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2016,1,2216000,480
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2016,2,2455000,476
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2016,3,2500000,488
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2016,4,2127000,500
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2017,1,2202000,483
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2017,2,2487000,490
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2017,3,2585000,490
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2017,4,2221000,513
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2018,1,2172000,513
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2018,2,2315000,504
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2018,3,2611000,513
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2018,4,2427000,545
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2019,1,2489000,554
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2019,2,2550000,533
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2019,3,2757000,546
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2019,4,2500000,566
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2020,1,2459000,559
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2020,2,1881000,582
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2020,3,2135000,579
Both Sexes,All Races,Hispanic or Latino,16 to 24 years,2020,4,2365000,590
Men,All Races,Hispanic or Latino,16 to 24 years,2010,1,970000,387
Men,All Races,Hispanic or Latino,16 to 24 years,2010,2,1068000,403
Men,All Races,Hispanic or Latino,16 to 24 years,2010,3,1136000,391
Men,All Races,Hispanic or Latino,16 to 24 years,2010,4,1029000,397
Men,All Races,Hispanic or Latino,16 to 24 years,2011,1,1059000,411
Men,All Races,Hispanic or Latino,16 to 24 years,2011,2,1231000,416
Men,All Races,Hispanic or Latino,16 to 24 years,2011,3,1321000,408
Men,All Races,Hispanic or Latino,16 to 24 years,2011,4,1222000,415
Men,All Races,Hispanic or Latino,16 to 24 years,2012,1,1175000,416
Men,All Races,Hispanic or Latino,16 to 24 years,2012,2,1242000,422
Men,All Races,Hispanic or Latino,16 to 24 years,2012,3,1376000,415
Men,All Races,Hispanic or Latino,16 to 24 years,2012,4,1184000,439
Men,All Races,Hispanic or Latino,16 to 24 years,2013,1,1208000,453
Men,All Races,Hispanic or Latino,16 to 24 years,2013,2,1334000,422
Men,All Races,Hispanic or Latino,16 to 24 years,2013,3,1381000,421
Men,All Races,Hispanic or Latino,16 to 24 years,2013,4,1289000,431
Men,All Races,Hispanic or Latino,16 to 24 years,2014,1,1249000,417
Men,All Races,Hispanic or Latino,16 to 24 years,2014,2,1359000,424
Men,All Races,Hispanic or Latino,16 to 24 years,2014,3,1284000,462
Men,All Races,Hispanic or Latino,16 to 24 years,2014,4,1415000,475
Men,All Races,Hispanic or Latino,16 to 24 years,2015,1,1322000,448
Men,All Races,Hispanic or Latino,16 to 24 years,2015,2,1276000,459
Men,All Races,Hispanic or Latino,16 to 24 years,2015,3,1463000,483
Men,All Races,Hispanic or Latino,16 to 24 years,2015,4,1260000,506
Men,All Races,Hispanic or Latino,16 to 24 years,2016,1,1281000,494
Men,All Races,Hispanic or Latino,16 to 24 years,2016,2,1510000,481
Men,All Races,Hispanic or Latino,16 to 24 years,2016,3,1497000,496
Men,All Races,Hispanic or Latino,16 to 24 years,2016,4,1316000,520
Men,All Races,Hispanic or Latino,16 to 24 years,2017,1,1314000,498
Men,All Races,Hispanic or Latino,16 to 24 years,2017,2,1511000,502
Men,All Races,Hispanic or Latino,16 to 24 years,2017,3,1493000,532
Men,All Races,Hispanic or Latino,16 to 24 years,2017,4,1323000,546
Men,All Races,Hispanic or Latino,16 to 24 years,2018,1,1304000,515
Men,All Races,Hispanic or Latino,16 to 24 years,2018,2,1401000,516
Men,All Races,Hispanic or Latino,16 to 24 years,2018,3,1538000,519
Men,All Races,Hispanic or Latino,16 to 24 years,2018,4,1386000,599
Men,All Races,Hispanic or Latino,16 to 24 years,2019,1,1445000,575
Men,All Races,Hispanic or Latino,16 to 24 years,2019,2,1475000,568
Men,All Races,Hispanic or Latino,16 to 24 years,2019,3,1596000,578
Men,All Races,Hispanic or Latino,16 to 24 years,2019,4,1431000,596
Men,All Races,Hispanic or Latino,16 to 24 years,2020,1,1363000,564
Men,All Races,Hispanic or Latino,16 to 24 years,2020,2,996000,594
Men,All Races,Hispanic or Latino,16 to 24 years,2020,3,1304000,605
Men,All Races,Hispanic or Latino,16 to 24 years,2020,4,1461000,606
Women,All Races,Hispanic or Latino,16 to 24 years,2010,1,568000,396
Women,All Races,Hispanic or Latino,16 to 24 years,2010,2,599000,395
Women,All Races,Hispanic or Latino,16 to 24 years,2010,3,667000,385
Women,All Races,Hispanic or Latino,16 to 24 years,2010,4,656000,393
Women,All Races,Hispanic or Latino,16 to 24 years,2011,1,583000,403
Women,All Races,Hispanic or Latino,16 to 24 years,2011,2,635000,404
Women,All Races,Hispanic or Latino,16 to 24 years,2011,3,637000,441
Women,All Races,Hispanic or Latino,16 to 24 years,2011,4,705000,370
Women,All Races,Hispanic or Latino,16 to 24 years,2012,1,667000,399
Women,All Races,Hispanic or Latino,16 to 24 years,2012,2,794000,381
Women,All Races,Hispanic or Latino,16 to 24 years,2012,3,887000,382
Women,All Races,Hispanic or Latino,16 to 24 years,2012,4,743000,412
Women,All Races,Hispanic or Latino,16 to 24 years,2013,1,704000,379
Women,All Races,Hispanic or Latino,16 to 24 years,2013,2,769000,406
Women,All Races,Hispanic or Latino,16 to 24 years,2013,3,876000,410
Women,All Races,Hispanic or Latino,16 to 24 years,2013,4,814000,407
Women,All Races,Hispanic or Latino,16 to 24 years,2014,1,677000,432
Women,All Races,Hispanic or Latino,16 to 24 years,2014,2,823000,414
Women,All Races,Hispanic or Latino,16 to 24 years,2014,3,892000,420
Women,All Races,Hispanic or Latino,16 to 24 years,2014,4,839000,393
Women,All Races,Hispanic or Latino,16 to 24 years,2015,1,814000,415
Women,All Races,Hispanic or Latino,16 to 24 years,2015,2,872000,430
Women,All Races,Hispanic or Latino,16 to 24 years,2015,3,940000,411
Women,All Races,Hispanic or Latino,16 to 24 years,2015,4,834000,423
Women,All Races,Hispanic or Latino,16 to 24 years,2016,1,935000,447
Women,All Races,Hispanic or Latino,16 to 24 years,2016,2,945000,461
Women,All Races,Hispanic or Latino,16 to 24 years,2016,3,1004000,476
Women,All Races,Hispanic or Latino,16 to 24 years,2016,4,811000,455
Women,All Races,Hispanic or Latino,16 to 24 years,2017,1,888000,459
Women,All Races,Hispanic or Latino,16 to 24 years,2017,2,977000,472
Women,All Races,Hispanic or Latino,16 to 24 years,2017,3,1091000,442
Women,All Races,Hispanic or Latino,16 to 24 years,2017,4,898000,477
Women,All Races,Hispanic or Latino,16 to 24 years,2018,1,868000,512
Women,All Races,Hispanic or Latino,16 to 24 years,2018,2,914000,483
Women,All Races,Hispanic or Latino,16 to 24 years,2018,3,1073000,502
Women,All Races,Hispanic or Latino,16 to 24 years,2018,4,1041000,490
Women,All Races,Hispanic or Latino,16 to 24 years,2019,1,1044000,520
Women,All Races,Hispanic or Latino,16 to 24 years,2019,2,1074000,508
Women,All Races,Hispanic or Latino,16 to 24 years,2019,3,1161000,519
Women,All Races,Hispanic or Latino,16 to 24 years,2019,4,1069000,522
Women,All Races,Hispanic or Latino,16 to 24 years,2020,1,1096000,552
Women,All Races,Hispanic or Latino,16 to 24 years,2020,2,885000,570
Women,All Races,Hispanic or Latino,16 to 24 years,2020,3,830000,522
Women,All Races,Hispanic or Latino,16 to 24 years,2020,4,904000,549
Both Sexes,All Races,Hispanic or Latino,25 years and over,2010,1,12781000,583
Both Sexes,All Races,Hispanic or Latino,25 years and over,2010,2,13242000,561
Both Sexes,All Races,Hispanic or Latino,25 years and over,2010,3,13264000,563
Both Sexes,All Races,Hispanic or Latino,25 years and over,2010,4,13369000,573
Both Sexes,All Races,Hispanic or Latino,25 years and over,2011,1,12930000,577
Both Sexes,All Races,Hispanic or Latino,25 years and over,2011,2,13606000,597
Both Sexes,All Races,Hispanic or Latino,25 years and over,2011,3,13367000,579
Both Sexes,All Races,Hispanic or Latino,25 years and over,2011,4,13295000,573
Both Sexes,All Races,Hispanic or Latino,25 years and over,2012,1,13934000,592
Both Sexes,All Races,Hispanic or Latino,25 years and over,2012,2,14289000,608
Both Sexes,All Races,Hispanic or Latino,25 years and over,2012,3,14626000,591
Both Sexes,All Races,Hispanic or Latino,25 years and over,2012,4,14290000,600
Both Sexes,All Races,Hispanic or Latino,25 years and over,2013,1,14103000,599
Both Sexes,All Races,Hispanic or Latino,25 years and over,2013,2,14887000,598
Both Sexes,All Races,Hispanic or Latino,25 years and over,2013,3,15223000,618
Both Sexes,All Races,Hispanic or Latino,25 years and over,2013,4,14845000,602
Both Sexes,All Races,Hispanic or Latino,25 years and over,2014,1,14879000,618
Both Sexes,All Races,Hispanic or Latino,25 years and over,2014,2,15417000,609
Both Sexes,All Races,Hispanic or Latino,25 years and over,2014,3,15449000,622
Both Sexes,All Races,Hispanic or Latino,25 years and over,2014,4,15617000,627
Both Sexes,All Races,Hispanic or Latino,25 years and over,2015,1,15989000,616
Both Sexes,All Races,Hispanic or Latino,25 years and over,2015,2,16092000,623
Both Sexes,All Races,Hispanic or Latino,25 years and over,2015,3,16203000,631
Both Sexes,All Races,Hispanic or Latino,25 years and over,2015,4,16178000,661
Both Sexes,All Races,Hispanic or Latino,25 years and over,2016,1,16329000,644
Both Sexes,All Races,Hispanic or Latino,25 years and over,2016,2,16501000,658
Both Sexes,All Races,Hispanic or Latino,25 years and over,2016,3,16777000,675
Both Sexes,All Races,Hispanic or Latino,25 years and over,2016,4,16894000,676
Both Sexes,All Races,Hispanic or Latino,25 years and over,2017,1,16756000,687
Both Sexes,All Races,Hispanic or Latino,25 years and over,2017,2,17256000,692
Both Sexes,All Races,Hispanic or Latino,25 years and over,2017,3,17507000,690
Both Sexes,All Races,Hispanic or Latino,25 years and over,2017,4,17447000,684
Both Sexes,All Races,Hispanic or Latino,25 years and over,2018,1,17630000,705
Both Sexes,All Races,Hispanic or Latino,25 years and over,2018,2,18108000,704
Both Sexes,All Races,Hispanic or Latino,25 years and over,2018,3,17890000,716
Both Sexes,All Races,Hispanic or Latino,25 years and over,2018,4,18034000,716
Both Sexes,All Races,Hispanic or Latino,25 years and over,2019,1,18332000,725
Both Sexes,All Races,Hispanic or Latino,25 years and over,2019,2,18573000,724
Both Sexes,All Races,Hispanic or Latino,25 years and over,2019,3,18715000,749
Both Sexes,All Races,Hispanic or Latino,25 years and over,2019,4,18994000,739
Both Sexes,All Races,Hispanic or Latino,25 years and over,2020,1,18701000,759
Both Sexes,All Races,Hispanic or Latino,25 years and over,2020,2,16196000,824
Both Sexes,All Races,Hispanic or Latino,25 years and over,2020,3,16951000,821
Both Sexes,All Races,Hispanic or Latino,25 years and over,2020,4,17545000,779
Men,All Races,Hispanic or Latino,25 years and over,2010,1,7905000,611
Men,All Races,Hispanic or Latino,25 years and over,2010,2,8207000,577
Men,All Races,Hispanic or Latino,25 years and over,2010,3,8297000,581
Men,All Races,Hispanic or Latino,25 years and over,2010,4,8346000,591
Men,All Races,Hispanic or Latino,25 years and over,2011,1,7914000,596
Men,All Races,Hispanic or Latino,25 years and over,2011,2,8418000,615
Men,All Races,Hispanic or Latino,25 years and over,2011,3,8306000,598
Men,All Races,Hispanic or Latino,25 years and over,2011,4,8320000,589
Men,All Races,Hispanic or Latino,25 years and over,2012,1,8402000,605
Men,All Races,Hispanic or Latino,25 years and over,2012,2,8753000,632
Men,All Races,Hispanic or Latino,25 years and over,2012,3,8734000,616
Men,All Races,Hispanic or Latino,25 years and over,2012,4,8684000,633
Men,All Races,Hispanic or Latino,25 years and over,2013,1,8613000,617
Men,All Races,Hispanic or Latino,25 years and over,2013,2,9144000,607
Men,All Races,Hispanic or Latino,25 years and over,2013,3,9211000,658
Men,All Races,Hispanic or Latino,25 years and over,2013,4,9118000,618
Men,All Races,Hispanic or Latino,25 years and over,2014,1,9043000,651
Men,All Races,Hispanic or Latino,25 years and over,2014,2,9481000,637
Men,All Races,Hispanic or Latino,25 years and over,2014,3,9518000,657
Men,All Races,Hispanic or Latino,25 years and over,2014,4,9666000,663
Men,All Races,Hispanic or Latino,25 years and over,2015,1,9651000,656
Men,All Races,Hispanic or Latino,25 years and over,2015,2,9826000,654
Men,All Races,Hispanic or Latino,25 years and over,2015,3,9904000,666
Men,All Races,Hispanic or Latino,25 years and over,2015,4,9867000,705
Men,All Races,Hispanic or Latino,25 years and over,2016,1,9992000,680
Men,All Races,Hispanic or Latino,25 years and over,2016,2,10208000,692
Men,All Races,Hispanic or Latino,25 years and over,2016,3,10396000,699
Men,All Races,Hispanic or Latino,25 years and over,2016,4,10466000,712
Men,All Races,Hispanic or Latino,25 years and over,2017,1,10047000,725
Men,All Races,Hispanic or Latino,25 years and over,2017,2,10531000,718
Men,All Races,Hispanic or Latino,25 years and over,2017,3,10690000,725
Men,All Races,Hispanic or Latino,25 years and over,2017,4,10674000,711
Men,All Races,Hispanic or Latino,25 years and over,2018,1,10591000,765
Men,All Races,Hispanic or Latino,25 years and over,2018,2,10920000,734
Men,All Races,Hispanic or Latino,25 years and over,2018,3,10869000,755
Men,All Races,Hispanic or Latino,25 years and over,2018,4,10893000,765
Men,All Races,Hispanic or Latino,25 years and over,2019,1,10955000,761
Men,All Races,Hispanic or Latino,25 years and over,2019,2,11203000,784
Men,All Races,Hispanic or Latino,25 years and over,2019,3,11187000,785
Men,All Races,Hispanic or Latino,25 years and over,2019,4,11153000,796
Men,All Races,Hispanic or Latino,25 years and over,2020,1,11113000,796
Men,All Races,Hispanic or Latino,25 years and over,2020,2,9888000,885
Men,All Races,Hispanic or Latino,25 years and over,2020,3,10248000,877
Men,All Races,Hispanic or Latino,25 years and over,2020,4,10407000,812
Women,All Races,Hispanic or Latino,25 years and over,2010,1,4876000,522
Women,All Races,Hispanic or Latino,25 years and over,2010,2,5035000,535
Women,All Races,Hispanic or Latino,25 years and over,2010,3,4967000,530
Women,All Races,Hispanic or Latino,25 years and over,2010,4,5024000,524
Women,All Races,Hispanic or Latino,25 years and over,2011,1,5016000,538
Women,All Races,Hispanic or Latino,25 years and over,2011,2,5188000,557
Women,All Races,Hispanic or Latino,25 years and over,2011,3,5060000,545
Women,All Races,Hispanic or Latino,25 years and over,2011,4,4975000,528
Women,All Races,Hispanic or Latino,25 years and over,2012,1,5532000,566
Women,All Races,Hispanic or Latino,25 years and over,2012,2,5536000,569
Women,All Races,Hispanic or Latino,25 years and over,2012,3,5892000,540
Women,All Races,Hispanic or Latino,25 years and over,2012,4,5606000,544
Women,All Races,Hispanic or Latino,25 years and over,2013,1,5490000,567
Women,All Races,Hispanic or Latino,25 years and over,2013,2,5743000,583
Women,All Races,Hispanic or Latino,25 years and over,2013,3,6012000,585
Women,All Races,Hispanic or Latino,25 years and over,2013,4,5728000,574
Women,All Races,Hispanic or Latino,25 years and over,2014,1,5836000,587
Women,All Races,Hispanic or Latino,25 years and over,2014,2,5936000,565
Women,All Races,Hispanic or Latino,25 years and over,2014,3,5931000,588
Women,All Races,Hispanic or Latino,25 years and over,2014,4,5951000,583
Women,All Races,Hispanic or Latino,25 years and over,2015,1,6337000,580
Women,All Races,Hispanic or Latino,25 years and over,2015,2,6266000,597
Women,All Races,Hispanic or Latino,25 years and over,2015,3,6299000,597
Women,All Races,Hispanic or Latino,25 years and over,2015,4,6311000,596
Women,All Races,Hispanic or Latino,25 years and over,2016,1,6338000,601
Women,All Races,Hispanic or Latino,25 years and over,2016,2,6294000,605
Women,All Races,Hispanic or Latino,25 years and over,2016,3,6381000,617
Women,All Races,Hispanic or Latino,25 years and over,2016,4,6428000,614
Women,All Races,Hispanic or Latino,25 years and over,2017,1,6709000,623
Women,All Races,Hispanic or Latino,25 years and over,2017,2,6725000,646
Women,All Races,Hispanic or Latino,25 years and over,2017,3,6817000,636
Women,All Races,Hispanic or Latino,25 years and over,2017,4,6773000,629
Women,All Races,Hispanic or Latino,25 years and over,2018,1,7039000,632
Women,All Races,Hispanic or Latino,25 years and over,2018,2,7187000,652
Women,All Races,Hispanic or Latino,25 years and over,2018,3,7021000,652
Women,All Races,Hispanic or Latino,25 years and over,2018,4,7141000,643
Women,All Races,Hispanic or Latino,25 years and over,2019,1,7378000,664
Women,All Races,Hispanic or Latino,25 years and over,2019,2,7369000,653
Women,All Races,Hispanic or Latino,25 years and over,2019,3,7528000,697
Women,All Races,Hispanic or Latino,25 years and over,2019,4,7841000,681
Women,All Races,Hispanic or Latino,25 years and over,2020,1,7587000,702
Women,All Races,Hispanic or Latino,25 years and over,2020,2,6308000,748
Women,All Races,Hispanic or Latino,25 years and over,2020,3,6702000,759
Women,All Races,Hispanic or Latino,25 years and over,2020,4,7138000,732
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2010,1,11213000,581
