industry,major_occupation,minor_occupation,race_gender,industry_total,employ_n,year
"Mining, quarrying, and oil and gas extraction","Management, professional, and related occupations",Professional and related occupations,Men,798000,130000,2015
"Mining, quarrying, and oil and gas extraction",Service occupations,Protective service occupations,Men,798000,2000,2015
"Mining, quarrying, and oil and gas extraction",Service occupations,"Service occupations, except protective",Men,798000,4000,2015
"Mining, quarrying, and oil and gas extraction",Sales and office occupations,Sales and related occupations,Men,798000,12000,2015
"Mining, quarrying, and oil and gas extraction",Sales and office occupations,Office and administrative support occupations,Men,798000,27000,2015
"Mining, quarrying, and oil and gas extraction","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,798000,1000,2015
"Mining, quarrying, and oil and gas extraction","Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,798000,284000,2015
"Mining, quarrying, and oil and gas extraction","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,798000,72000,2015
"Mining, quarrying, and oil and gas extraction","Production, transportation, and material moving occupations",Production occupations,Men,798000,60000,2015
"Mining, quarrying, and oil and gas extraction","Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,798000,98000,2015
Construction,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,9006000,1517000,2015
Construction,"Management, professional, and related occupations",Professional and related occupations,Men,9006000,199000,2015
Construction,Service occupations,Protective service occupations,Men,9006000,7000,2015
Construction,Service occupations,"Service occupations, except protective",Men,9006000,33000,2015
Construction,Sales and office occupations,Sales and related occupations,Men,9006000,71000,2015
Construction,Sales and office occupations,Office and administrative support occupations,Men,9006000,76000,2015
Construction,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,9006000,4000,2015
Construction,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,9006000,6191000,2015
Construction,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,9006000,524000,2015
Construction,"Production, transportation, and material moving occupations",Production occupations,Men,9006000,149000,2015
Construction,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,9006000,235000,2015
Manufacturing,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,10882000,1777000,2015
Manufacturing,"Management, professional, and related occupations",Professional and related occupations,Men,10882000,1674000,2015
Manufacturing,Service occupations,Protective service occupations,Men,10882000,22000,2015
Manufacturing,Service occupations,"Service occupations, except protective",Men,10882000,121000,2015
Manufacturing,Sales and office occupations,Sales and related occupations,Men,10882000,438000,2015
Manufacturing,Sales and office occupations,Office and administrative support occupations,Men,10882000,483000,2015
Manufacturing,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,10882000,27000,2015
Manufacturing,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,10882000,282000,2015
Manufacturing,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,10882000,650000,2015
Manufacturing,"Production, transportation, and material moving occupations",Production occupations,Men,10882000,4353000,2015
Manufacturing,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,10882000,1055000,2015
Durable goods,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,7325000,1180000,2015
Durable goods,"Management, professional, and related occupations",Professional and related occupations,Men,7325000,1294000,2015
Durable goods,Service occupations,Protective service occupations,Men,7325000,12000,2015
Durable goods,Service occupations,"Service occupations, except protective",Men,7325000,63000,2015
Durable goods,Sales and office occupations,Sales and related occupations,Men,7325000,270000,2015
Durable goods,Sales and office occupations,Office and administrative support occupations,Men,7325000,298000,2015
Durable goods,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,7325000,4000,2015
Durable goods,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,7325000,231000,2015
Durable goods,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,7325000,419000,2015
Durable goods,"Production, transportation, and material moving occupations",Production occupations,Men,7325000,2961000,2015
Durable goods,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,7325000,593000,2015
Nondurable goods,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,3556000,597000,2015
Nondurable goods,"Management, professional, and related occupations",Professional and related occupations,Men,3556000,379000,2015
Nondurable goods,Service occupations,Protective service occupations,Men,3556000,10000,2015
Nondurable goods,Service occupations,"Service occupations, except protective",Men,3556000,58000,2015
Nondurable goods,Sales and office occupations,Sales and related occupations,Men,3556000,167000,2015
Nondurable goods,Sales and office occupations,Office and administrative support occupations,Men,3556000,185000,2015
Nondurable goods,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,3556000,22000,2015
Nondurable goods,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,3556000,51000,2015
Nondurable goods,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,3556000,231000,2015
Nondurable goods,"Production, transportation, and material moving occupations",Production occupations,Men,3556000,1392000,2015
Nondurable goods,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,3556000,462000,2015
Wholesale and retail trade,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,11222000,837000,2015
Wholesale and retail trade,"Management, professional, and related occupations",Professional and related occupations,Men,11222000,505000,2015
Wholesale and retail trade,Service occupations,Protective service occupations,Men,11222000,51000,2015
Wholesale and retail trade,Service occupations,"Service occupations, except protective",Men,11222000,297000,2015
Wholesale and retail trade,Sales and office occupations,Sales and related occupations,Men,11222000,5171000,2015
Wholesale and retail trade,Sales and office occupations,Office and administrative support occupations,Men,11222000,1477000,2015
Wholesale and retail trade,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,11222000,32000,2015
Wholesale and retail trade,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,11222000,103000,2015
Wholesale and retail trade,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,11222000,744000,2015
Wholesale and retail trade,"Production, transportation, and material moving occupations",Production occupations,Men,11222000,380000,2015
Wholesale and retail trade,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,11222000,1626000,2015
Wholesale trade,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,2564000,335000,2015
Wholesale trade,"Management, professional, and related occupations",Professional and related occupations,Men,2564000,120000,2015
Wholesale trade,Service occupations,Protective service occupations,Men,2564000,5000,2015
Wholesale trade,Service occupations,"Service occupations, except protective",Men,2564000,30000,2015
Wholesale trade,Sales and office occupations,Sales and related occupations,Men,2564000,972000,2015
Wholesale trade,Sales and office occupations,Office and administrative support occupations,Men,2564000,251000,2015
Wholesale trade,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,2564000,26000,2015
Wholesale trade,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,2564000,28000,2015
Wholesale trade,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,2564000,128000,2015
Wholesale trade,"Production, transportation, and material moving occupations",Production occupations,Men,2564000,71000,2015
Wholesale trade,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,2564000,599000,2015
Retail trade,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,8659000,502000,2015
Retail trade,"Management, professional, and related occupations",Professional and related occupations,Men,8659000,385000,2015
Retail trade,Service occupations,Protective service occupations,Men,8659000,47000,2015
Retail trade,Service occupations,"Service occupations, except protective",Men,8659000,267000,2015
Retail trade,Sales and office occupations,Sales and related occupations,Men,8659000,4200000,2015
Retail trade,Sales and office occupations,Office and administrative support occupations,Men,8659000,1225000,2015
Retail trade,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,8659000,6000,2015
Retail trade,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,8659000,74000,2015
Retail trade,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,8659000,616000,2015
Retail trade,"Production, transportation, and material moving occupations",Production occupations,Men,8659000,309000,2015
Retail trade,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,8659000,1027000,2015
Transportation and utilities,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,5977000,546000,2015
Transportation and utilities,"Management, professional, and related occupations",Professional and related occupations,Men,5977000,277000,2015
Transportation and utilities,Service occupations,Protective service occupations,Men,5977000,22000,2015
Transportation and utilities,Service occupations,"Service occupations, except protective",Men,5977000,77000,2015
Transportation and utilities,Sales and office occupations,Sales and related occupations,Men,5977000,68000,2015
Transportation and utilities,Sales and office occupations,Office and administrative support occupations,Men,5977000,853000,2015
Transportation and utilities,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,5977000,4000,2015
Transportation and utilities,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,5977000,160000,2015
Transportation and utilities,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,5977000,488000,2015
Transportation and utilities,"Production, transportation, and material moving occupations",Production occupations,Men,5977000,290000,2015
Transportation and utilities,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,5977000,3193000,2015
Information,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,1819000,360000,2015
Information,"Management, professional, and related occupations",Professional and related occupations,Men,1819000,739000,2015
Information,Service occupations,Protective service occupations,Men,1819000,11000,2015
Information,Service occupations,"Service occupations, except protective",Men,1819000,38000,2015
Information,Sales and office occupations,Sales and related occupations,Men,1819000,186000,2015
Information,Sales and office occupations,Office and administrative support occupations,Men,1819000,141000,2015
Information,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,1819000,0,2015
Information,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,1819000,5000,2015
Information,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,1819000,280000,2015
Information,"Production, transportation, and material moving occupations",Production occupations,Men,1819000,31000,2015
Information,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,1819000,25000,2015
Financial activities,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,4742000,2157000,2015
Financial activities,"Management, professional, and related occupations",Professional and related occupations,Men,4742000,469000,2015
Financial activities,Service occupations,Protective service occupations,Men,4742000,26000,2015
Financial activities,Service occupations,"Service occupations, except protective",Men,4742000,219000,2015
Financial activities,Sales and office occupations,Sales and related occupations,Men,4742000,1084000,2015
Financial activities,Sales and office occupations,Office and administrative support occupations,Men,4742000,422000,2015
Financial activities,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,4742000,1000,2015
Financial activities,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,4742000,31000,2015
Financial activities,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,4742000,209000,2015
Financial activities,"Production, transportation, and material moving occupations",Production occupations,Men,4742000,24000,2015
Financial activities,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,4742000,99000,2015
Professional and business services,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,10259000,2464000,2015
Professional and business services,"Management, professional, and related occupations",Professional and related occupations,Men,10259000,3587000,2015
Professional and business services,Service occupations,Protective service occupations,Men,10259000,423000,2015
Professional and business services,Service occupations,"Service occupations, except protective",Men,10259000,1723000,2015
Professional and business services,Sales and office occupations,Sales and related occupations,Men,10259000,320000,2015
Professional and business services,Sales and office occupations,Office and administrative support occupations,Men,10259000,537000,2015
Professional and business services,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,10259000,7000,2015
Professional and business services,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,10259000,153000,2015
Professional and business services,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,10259000,277000,2015
Professional and business services,"Production, transportation, and material moving occupations",Production occupations,Men,10259000,277000,2015
Professional and business services,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,10259000,492000,2015
Education and health services,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,8553000,1071000,2015
Education and health services,"Management, professional, and related occupations",Professional and related occupations,Men,8553000,4972000,2015
Education and health services,Service occupations,Protective service occupations,Men,8553000,128000,2015
Education and health services,Service occupations,"Service occupations, except protective",Men,8553000,1371000,2015
Education and health services,Sales and office occupations,Sales and related occupations,Men,8553000,29000,2015
Education and health services,Sales and office occupations,Office and administrative support occupations,Men,8553000,397000,2015
Education and health services,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,8553000,0,2015
Education and health services,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,8553000,82000,2015
Education and health services,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,8553000,216000,2015
Education and health services,"Production, transportation, and material moving occupations",Production occupations,Men,8553000,72000,2015
Education and health services,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,8553000,214000,2015
Leisure and hospitality,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,6755000,1030000,2015
Leisure and hospitality,"Management, professional, and related occupations",Professional and related occupations,Men,6755000,505000,2015
Leisure and hospitality,Service occupations,Protective service occupations,Men,6755000,125000,2015
Leisure and hospitality,Service occupations,"Service occupations, except protective",Men,6755000,4127000,2015
Leisure and hospitality,Sales and office occupations,Sales and related occupations,Men,6755000,291000,2015
Leisure and hospitality,Sales and office occupations,Office and administrative support occupations,Men,6755000,201000,2015
Leisure and hospitality,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,6755000,3000,2015
Leisure and hospitality,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,6755000,37000,2015
Leisure and hospitality,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,6755000,107000,2015
Leisure and hospitality,"Production, transportation, and material moving occupations",Production occupations,Men,6755000,73000,2015
Leisure and hospitality,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,6755000,256000,2015
Other services,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,3500000,285000,2015
Other services,"Management, professional, and related occupations",Professional and related occupations,Men,3500000,589000,2015
Other services,Service occupations,Protective service occupations,Men,3500000,11000,2015
Other services,Service occupations,"Service occupations, except protective",Men,3500000,538000,2015
Other services,Sales and office occupations,Sales and related occupations,Men,3500000,269000,2015
Other services,Sales and office occupations,Office and administrative support occupations,Men,3500000,96000,2015
Other services,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,3500000,2000,2015
Other services,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,3500000,25000,2015
Other services,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,3500000,1119000,2015
Other services,"Production, transportation, and material moving occupations",Production occupations,Men,3500000,286000,2015
Other services,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,3500000,281000,2015
"Other services, except private households","Management, professional, and related occupations","Management, business, and financial operations occupations",Men,3443000,282000,2015
"Other services, except private households","Management, professional, and related occupations",Professional and related occupations,Men,3443000,589000,2015
"Other services, except private households",Service occupations,Protective service occupations,Men,3443000,11000,2015
"Other services, except private households",Service occupations,"Service occupations, except protective",Men,3443000,494000,2015
"Other services, except private households",Sales and office occupations,Sales and related occupations,Men,3443000,268000,2015
"Other services, except private households",Sales and office occupations,Office and administrative support occupations,Men,3443000,96000,2015
"Other services, except private households","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,3443000,2000,2015
"Other services, except private households","Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,3443000,24000,2015
"Other services, except private households","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,3443000,1119000,2015
"Other services, except private households","Production, transportation, and material moving occupations",Production occupations,Men,3443000,286000,2015
"Other services, except private households","Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,3443000,271000,2015
Private households,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,58000,3000,2015
Private households,"Management, professional, and related occupations",Professional and related occupations,Men,58000,0,2015
Private households,Service occupations,Protective service occupations,Men,58000,0,2015
Private households,Service occupations,"Service occupations, except protective",Men,58000,44000,2015
Private households,Sales and office occupations,Sales and related occupations,Men,58000,0,2015
Private households,Sales and office occupations,Office and administrative support occupations,Men,58000,0,2015
Private households,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,58000,0,2015
Private households,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,58000,1000,2015
Private households,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,58000,1000,2015
Private households,"Production, transportation, and material moving occupations",Production occupations,Men,58000,0,2015
Private households,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,58000,9000,2015
Public administration,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,3792000,612000,2015
Public administration,"Management, professional, and related occupations",Professional and related occupations,Men,3792000,821000,2015
Public administration,Service occupations,Protective service occupations,Men,3792000,1600000,2015
Public administration,Service occupations,"Service occupations, except protective",Men,3792000,156000,2015
Public administration,Sales and office occupations,Sales and related occupations,Men,3792000,14000,2015
Public administration,Sales and office occupations,Office and administrative support occupations,Men,3792000,259000,2015
Public administration,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,3792000,14000,2015
Public administration,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,3792000,77000,2015
Public administration,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,3792000,116000,2015
Public administration,"Production, transportation, and material moving occupations",Production occupations,Men,3792000,51000,2015
Public administration,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,3792000,72000,2015
NA,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,NA,NA,2015
NA,"Management, professional, and related occupations",Professional and related occupations,Men,NA,NA,2015
NA,Service occupations,Protective service occupations,Men,NA,NA,2015
NA,Service occupations,"Service occupations, except protective",Men,NA,NA,2015
NA,Sales and office occupations,Sales and related occupations,Men,NA,NA,2015
NA,Sales and office occupations,Office and administrative support occupations,Men,NA,NA,2015
NA,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,NA,NA,2015
NA,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,NA,NA,2015
NA,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,NA,NA,2015
NA,"Production, transportation, and material moving occupations",Production occupations,Men,NA,NA,2015
NA,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,NA,NA,2015
Women,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,NA,NA,2015
Women,"Management, professional, and related occupations",Professional and related occupations,Men,NA,NA,2015
Women,Service occupations,Protective service occupations,Men,NA,NA,2015
Women,Service occupations,"Service occupations, except protective",Men,NA,NA,2015
Women,Sales and office occupations,Sales and related occupations,Men,NA,NA,2015
Women,Sales and office occupations,Office and administrative support occupations,Men,NA,NA,2015
Women,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,NA,NA,2015
Women,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,NA,NA,2015
Women,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,NA,NA,2015
Women,"Production, transportation, and material moving occupations",Production occupations,Men,NA,NA,2015
Women,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,NA,NA,2015
Agriculture and related,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,597000,261000,2015
Agriculture and related,"Management, professional, and related occupations",Professional and related occupations,Women,597000,16000,2015
Agriculture and related,Service occupations,Protective service occupations,Women,597000,2000,2015
Agriculture and related,Service occupations,"Service occupations, except protective",Women,597000,33000,2015
Agriculture and related,Sales and office occupations,Sales and related occupations,Women,597000,9000,2015
Agriculture and related,Sales and office occupations,Office and administrative support occupations,Women,597000,76000,2015
Agriculture and related,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,597000,184000,2015
Agriculture and related,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,597000,0,2015
Agriculture and related,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,597000,0,2015
Agriculture and related,"Production, transportation, and material moving occupations",Production occupations,Women,597000,6000,2015
Agriculture and related,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,597000,9000,2015
"Mining, quarrying, and oil and gas extraction","Management, professional, and related occupations","Management, business, and financial operations occupations",Women,120000,42000,2015
"Mining, quarrying, and oil and gas extraction","Management, professional, and related occupations",Professional and related occupations,Women,120000,18000,2015
"Mining, quarrying, and oil and gas extraction",Service occupations,Protective service occupations,Women,120000,0,2015
"Mining, quarrying, and oil and gas extraction",Service occupations,"Service occupations, except protective",Women,120000,1000,2015
"Mining, quarrying, and oil and gas extraction",Sales and office occupations,Sales and related occupations,Women,120000,1000,2015
"Mining, quarrying, and oil and gas extraction",Sales and office occupations,Office and administrative support occupations,Women,120000,45000,2015
"Mining, quarrying, and oil and gas extraction","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,120000,0,2015
"Mining, quarrying, and oil and gas extraction","Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,120000,8000,2015
"Mining, quarrying, and oil and gas extraction","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,120000,1000,2015
"Mining, quarrying, and oil and gas extraction","Production, transportation, and material moving occupations",Production occupations,Women,120000,1000,2015
"Mining, quarrying, and oil and gas extraction","Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,120000,2000,2015
Construction,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,929000,244000,2015
Construction,"Management, professional, and related occupations",Professional and related occupations,Women,929000,38000,2015
Construction,Service occupations,Protective service occupations,Women,929000,3000,2015
Construction,Service occupations,"Service occupations, except protective",Women,929000,6000,2015
Construction,Sales and office occupations,Sales and related occupations,Women,929000,27000,2015
Construction,Sales and office occupations,Office and administrative support occupations,Women,929000,433000,2015
Construction,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,929000,0,2015
Construction,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,929000,155000,2015
Construction,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,929000,10000,2015
Construction,"Production, transportation, and material moving occupations",Production occupations,Women,929000,4000,2015
Construction,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,929000,9000,2015
Manufacturing,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,4456000,842000,2015
Manufacturing,"Management, professional, and related occupations",Professional and related occupations,Women,4456000,506000,2015
Manufacturing,Service occupations,Protective service occupations,Women,4456000,8000,2015
Manufacturing,Service occupations,"Service occupations, except protective",Women,4456000,72000,2015
Manufacturing,Sales and office occupations,Sales and related occupations,Women,4456000,225000,2015
Manufacturing,Sales and office occupations,Office and administrative support occupations,Women,4456000,798000,2015
Manufacturing,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,4456000,28000,2015
Manufacturing,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,4456000,12000,2015
Manufacturing,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,4456000,30000,2015
Manufacturing,"Production, transportation, and material moving occupations",Production occupations,Women,4456000,1719000,2015
Manufacturing,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,4456000,216000,2015
Durable goods,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,2384000,494000,2015
Durable goods,"Management, professional, and related occupations",Professional and related occupations,Women,2384000,271000,2015
Durable goods,Service occupations,Protective service occupations,Women,2384000,4000,2015
Durable goods,Service occupations,"Service occupations, except protective",Women,2384000,25000,2015
Durable goods,Sales and office occupations,Sales and related occupations,Women,2384000,87000,2015
Durable goods,Sales and office occupations,Office and administrative support occupations,Women,2384000,479000,2015
Durable goods,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,2384000,0,2015
Durable goods,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,2384000,8000,2015
Durable goods,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,2384000,17000,2015
Durable goods,"Production, transportation, and material moving occupations",Production occupations,Women,2384000,893000,2015
Durable goods,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,2384000,105000,2015
Nondurable goods,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,2073000,349000,2015
Nondurable goods,"Management, professional, and related occupations",Professional and related occupations,Women,2073000,235000,2015
Nondurable goods,Service occupations,Protective service occupations,Women,2073000,3000,2015
Nondurable goods,Service occupations,"Service occupations, except protective",Women,2073000,47000,2015
Nondurable goods,Sales and office occupations,Sales and related occupations,Women,2073000,138000,2015
Nondurable goods,Sales and office occupations,Office and administrative support occupations,Women,2073000,319000,2015
Nondurable goods,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,2073000,28000,2015
Nondurable goods,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,2073000,4000,2015
Nondurable goods,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,2073000,12000,2015
Nondurable goods,"Production, transportation, and material moving occupations",Production occupations,Women,2073000,826000,2015
Nondurable goods,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,2073000,110000,2015
Wholesale and retail trade,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,9098000,607000,2015
Wholesale and retail trade,"Management, professional, and related occupations",Professional and related occupations,Women,9098000,602000,2015
Wholesale and retail trade,Service occupations,Protective service occupations,Women,9098000,26000,2015
Wholesale and retail trade,Service occupations,"Service occupations, except protective",Women,9098000,398000,2015
Wholesale and retail trade,Sales and office occupations,Sales and related occupations,Women,9098000,5005000,2015
Wholesale and retail trade,Sales and office occupations,Office and administrative support occupations,Women,9098000,1843000,2015
Wholesale and retail trade,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,9098000,31000,2015
Wholesale and retail trade,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,9098000,3000,2015
Wholesale and retail trade,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,9098000,27000,2015
Wholesale and retail trade,"Production, transportation, and material moving occupations",Production occupations,Women,9098000,245000,2015
Wholesale and retail trade,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,9098000,311000,2015
Wholesale trade,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,1071000,196000,2015
Wholesale trade,"Management, professional, and related occupations",Professional and related occupations,Women,1071000,48000,2015
Wholesale trade,Service occupations,Protective service occupations,Women,1071000,1000,2015
Wholesale trade,Service occupations,"Service occupations, except protective",Women,1071000,14000,2015
Wholesale trade,Sales and office occupations,Sales and related occupations,Women,1071000,332000,2015
Wholesale trade,Sales and office occupations,Office and administrative support occupations,Women,1071000,340000,2015
Wholesale trade,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,1071000,26000,2015
Wholesale trade,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,1071000,1000,2015
Wholesale trade,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,1071000,2000,2015
Wholesale trade,"Production, transportation, and material moving occupations",Production occupations,Women,1071000,38000,2015
Wholesale trade,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,1071000,73000,2015
Retail trade,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,8027000,411000,2015
Retail trade,"Management, professional, and related occupations",Professional and related occupations,Women,8027000,554000,2015
Retail trade,Service occupations,Protective service occupations,Women,8027000,25000,2015
Retail trade,Service occupations,"Service occupations, except protective",Women,8027000,383000,2015
Retail trade,Sales and office occupations,Sales and related occupations,Women,8027000,4673000,2015
Retail trade,Sales and office occupations,Office and administrative support occupations,Women,8027000,1503000,2015
