season,place,gender,contestant,top_36,top_36_2,top_36_3,top_36_4,top_32,top_32_2,top_32_3,top_32_4,top_30,top_30_2,top_30_3,top_25,top_25_2,top_25_3,top_24,top_24_2,top_24_3,top_20,top_20_2,top_16,top_14,top_13,top_12,top_11,top_11_2,wildcard,comeback,top_10,top_9,top_9_2,top_8,top_8_2,top_7,top_7_2,top_6,top_6_2,top_5,top_5_2,top_4,top_4_2,top_3,finale
10,14-16,Female,Kendra Chantelle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not chosen,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,14-16,Male,Jovany Barreto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,14-16,Male,Robbie Rosen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,17–24,Female,Julie Zorrilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,17–24,Female,Lauren Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,17–24,Female,Rachel Zevita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,17–24,Female,Ta-Tynisa Wilson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,17–24,Male,Brett Loewenstern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,17–24,Male,Clint Jun Gamboa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,17–24,Male,Jordan Dorsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,17–24,Male,Tim Halperin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,Male,Phillip Phillips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,Safe,Safe,NA,Safe,NA,Safe,Safe,Safe,NA,Safe,NA,Safe,NA,Safe,NA
11,2,Female,Jessica Sanchez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,Safe,Safe,NA,Safe,NA,Judges' save[b],Safe,Safe,NA,Safe,NA,Safe,NA,Safe,NA
11,3,Male,Joshua Ledet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,NA,NA,NA,Bottom three,NA,Safe,NA,NA,NA,Safe,Safe,NA,Safe,NA,Bottom three,Safe,Safe,NA,Safe,NA,Safe,NA,Eliminated,NA
11,4,Female,Hollie Cavanagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,Safe,Bottom three,NA,Bottom three,NA,Safe,Bottom three,Bottom two,NA,Bottom two,NA,Eliminated,NA,NA,NA
11,5,Female,Skylar Laine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,Safe,Bottom three,NA,Safe,NA,Safe,Safe,Bottom three,NA,Eliminated,NA,NA,NA,NA,NA
11,6,Female,Elise Testone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,NA,NA,NA,Top 13 save[a],NA,Bottom three,NA,NA,NA,Safe,Safe,NA,Bottom three,NA,Bottom three,Bottom three,Eliminated,NA,NA,NA,NA,NA,NA,NA
11,7,Male,Colton Dixon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,Safe,Safe,NA,Safe,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA
11,8,Male,DeAndre Brackensick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,N/A,Safe,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,Bottom three,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,9,Male,Heejun Han,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,Bottom three,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Female,Erika Van Pelt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not chosen,Safe,NA,NA,NA,NA,NA,NA,NA,Bottom three,NA,Bottom three,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,Female,Shannon Magrane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,NA,NA,NA,Bottom two,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,12,Male,Jermaine Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,NA,NA,NA,Bottom two,NA,Disqualified[c],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,13,Male,Jeremy Rosado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,N/A,Safe,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,14-16,Female,Brielle Von Hugel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not chosen,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,14-16,Female,Jen Hirsh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not chosen,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,14-16,Male,Reed Grimm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,17–25,Female,Baylie Brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,17–25,Female,Chelsea Sorrell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,17–25,Female,Haley Johnsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,17–25,Female,Hallie Day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,17–25,Male,Aaron Marcellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,17–25,Male,Adam Brock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,17–25,Male,Chase Likens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,17–25,Male,Creighton Fraker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,17–25,Male,Eben Franckewitz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,Female,Candice Glover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Top three,Safe,NA,Safe,NA,Safe,NA,Top two,NA,Safe,NA,Bottom two,Safe,Safe,Winner
12,2,Female,Kree Harrison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Top three,Safe,NA,Safe,NA,Top three,NA,Top two,NA,Bottom two,NA,Safe,Safe,Safe,Runner-up
12,3,Female,Angie Miller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Top three,Safe,NA,Safe,NA,Top three,NA,Safe,NA,Safe,NA,Safe,Safe,Eliminated,NA
12,4,Female,Amber Holcomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,5th,Bottom three,NA,Safe,NA,Safe,NA,Bottom two,NA,Safe,NA,Bottom two,Eliminated,NA,NA
12,5,Female,Janelle Arthur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,6th,Safe,NA,Safe,NA,Bottom two,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA
12,6,Male,Lazaro Arbos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,Safe,NA,Bottom three,NA,Top three,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA
12,7,Male,Burnell Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,7th,Safe,NA,Bottom three,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,Male,Devin Velez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,9th,Bottom three,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,9,Male,Paul Jolley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,8th,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,10,Male,"Curtis Finch, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,11,Female,Aubrey Cleland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,12,Male,Charlie Askew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,13–20,Female,Adriana Latonio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,13–20,Female,Breanna Steer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,13–20,Female,Tenna Torres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,13–20,Female,Zoanette Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,13–20,Male,Cortez Shaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,13–20,Male,Elijah Liu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,13–20,Male,Nick Boddington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,13–20,Male,Vincent Powell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1,Male,Caleb Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,Safe,NA,Safe,Safe,Safe,NA,Safe,NA,NA,Safe,Safe,NA,Safe,Winner
13,2,Female,Jena Irene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,Safe,NA,NA,Safe,Bottom three,Safe,NA,NA,NA,Safe,Safe,NA,Safe,Safe,Safe,NA,Safe,NA,NA,Safe,Safe,NA,Safe,Runner-up
13,3,Male,Alex Preston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,Safe,NA,Safe,Safe,Safe,NA,Safe,NA,NA,Safe,Safe,NA,Eliminated,NA
13,4,Female,Jessica Meuse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,Safe,NA,Safe,Safe,Bottom two,NA,Bottom two,NA,NA,Safe,Eliminated,NA,NA,NA
13,5,Male,Sam Woolf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Safe,Safe,Bottom three,NA,NA,NA,Safe,Bottom three,NA,Judges' save[a],Safe,Safe,NA,Safe,NA,NA,Eliminated[b],NA,NA,NA,NA
13,6,Male,C.J. Harris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,Safe,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,Bottom three,NA,Bottom three,Bottom two,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA
13,7,Male,Dexter Roberts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Safe,Safe,Safe,NA,NA,NA,Bottom three,Safe,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,8,Female,Malaya Watson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Bottom three,Safe,Safe,NA,NA,NA,Safe,Safe,NA,Bottom three,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,Female,Majesty Rose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Safe,Safe,Bottom three,NA,NA,NA,Bottom three,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,10,Female,MK Nobilette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Bottom three,Bottom three,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,11,Male,Ben Briley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,12,Female,Emily Piriz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Immune,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,13,Female,Kristen O'Connor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,Safe,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,14–15,Female,Bria Anai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,14–15,Male,Spencer Lloyd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,16–20,Female,Briana Oakley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,16–20,Female,Marrialle Sellars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,16–20,Male,Emmanuel Zidor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,16–20,Male,George Lovett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,16–20,Male,Malcolm Allen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1,Male,Nick Fradiani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,Safe,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,Winner
14,2,Male,Clark Beckham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,Safe,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,Runner-up
14,3,Female,Jax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,Safe,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Eliminated,NA
14,4,Male,Rayvon Owen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,Safe,NA,NA,Safe,Safe,Bottom three,NA,NA,NA,Twitter's save,NA,Twitter's save,NA,Twitter's save,NA,Twitter's save,NA,Bottom two,NA,Eliminated,NA,NA,NA
14,5,Female,Tyanna Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,Safe,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA
14,6,Male,Quentin Alexander,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,Safe,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA
14,7,Female,Joey Cook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,Safe,NA,NA,Safe,Safe,Safe,NA,NA,NA,Safe,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,8,Male,Qaasim Middleton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,Safe,NA,NA,Safe,Judges' save[a],Safe,NA,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,9,Male,Daniel Seavey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,Safe,NA,NA,Safe,Safe,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10–11,Female,Adanna Duru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,Safe,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10–11,Female,Maddie Walker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,Safe,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,12,Female,Sarina-Joi Crowe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,Safe,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,13–16,Female,Alexis Gomez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,13–16,Female,Loren Lott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
