make,model,vehicle_year,chassis,extra,vehicle_class,origin_country,built_in,made_for,movie_title,movie_type,movie_year,movie_year_end,vehicle_url,movie_url
BMW,Z4,2003,E85,3.0i,Convertible,Germany,USA (United States of America),United States of America,Ticker,Short Movie,2002,NA,https://www.imcdb.org/vehicle_4286-BMW-Z4-E85-2003.html,https://www.imcdb.org/movie_340398-Ticker.html
BMW,Z4,2003,E85,3.0i,Convertible,Germany,USA (United States of America),United States of America,Hostage,Short Movie,2002,NA,https://www.imcdb.org/vehicle_8032-BMW-Z4-E85-2003.html,https://www.imcdb.org/movie_338111-Hostage.html
Borgward-Iso,Isocarro,1960,NA,'Motocarro',Three-wheeler,Italy,Spain,Spain,Plácido,Movie,1961,NA,https://www.imcdb.org/vehicle_220612-Borgward-Iso-Isocarro-1960.html,https://www.imcdb.org/movie_55310-Pl%C3%A1cido.html
Brabus,G-Klasse,NA,W463,NA,Off-road / SUV,Austria,Germany,NA,Larson - от чистого сердца,Music Video,2008,NA,https://www.imcdb.org/vehicle_1997654-Brabus-G-Klasse-W463.html,https://www.imcdb.org/movie_1004525578-Larson-%D0%BE%D1%82-%D1%87%D0%B8%D1%81%D1%82%D0%BE%D0%B3%D0%BE-%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B0.html
Bristol,KSW6G,1957,NA,Eastern Coachworks,Double-deck,United Kingdom,NA,Hong Kong (1932+),巴士奇遇結良緣 (Romance on the Bus),Movie,1978,NA,https://www.imcdb.org/vehicle_1261375-Bristol-KSW6G-1957.html,https://www.imcdb.org/movie_1004520435-Ba-si-kei-yu-git-leung-yun.html
Bristol,Lodekka FLF,1968,NA,Eastern Coachworks,Double-deck,United Kingdom,NA,NA,On the Buses,TV Series,1969,1973,https://www.imcdb.org/vehicle_478871-Bristol-Lodekka-FLF-1968.html,https://www.imcdb.org/movie_63936-On-the-Buses.html
Brough Superior,SS100,NA,NA,'Hermes',Road,United Kingdom,NA,NA,キノの旅 -the Beautiful World- the Animated Series (Kino no tabi : The Beautiful World: the Animated Series),Animation Series,2017,NA,https://www.imcdb.org/vehicle_1647533-Brough-Superior-SS100.html,https://www.imcdb.org/movie_6638842-%E3%82%AD%E3%83%8E%E3%81%AE%E6%97%85--the-Beautiful-World--the-Animated-Series.html
Brubaker,ARK II,NA,NA,Made for Movie,Simple truck,USA (United States of America),NA,NA,Ark II,TV Series,1976,1979,https://www.imcdb.org/vehicle_1541968-Brubaker-ARK-II.html,https://www.imcdb.org/movie_127989-Ark-II.html
Brush,Runabout,1910,NA,NA,Convertible,USA (United States of America),NA,NA,Ham and the Jitney Bus,Short Movie,1915,NA,https://www.imcdb.org/vehicle_1634968-Brush-Runabout-1910.html,https://www.imcdb.org/movie_243945-Ham-and-the-Jitney-Bus.html
Bugatti,EB 110 GT,1991,39005,Pre-production,Coupé,Italy,NA,NA,The Blue Factory,Documentary,2016,NA,https://www.imcdb.org/vehicle_1241720-Bugatti-EB-110-GT-39005-1991.html,https://www.imcdb.org/movie_6301490-The-Blue-Factory.html
Bugatti,Type 35 B,1927,NA,NA,Racecar,France,NA,NA,Prends la route,Movie,1936,NA,https://www.imcdb.org/vehicle_176801-Bugatti-Type-35-B-1927.html,https://www.imcdb.org/movie_194276-Prends-la-route.html
Bugatti,Veyron EB,2005,NA,16.4,Coupé,France,NA,NA,Gjiko feat. Skerdi: Si Bugatti,Music Video,2018,NA,https://www.imcdb.org/vehicle_1338144-Bugatti-Veyron-EB-2005.html,https://www.imcdb.org/movie_1004521062-Gjiko-feat-Skerdi--Si-Bugatti.html
Bugatti,Veyron EB,2006,NA,16.4,Coupé,France,NA,United States of America,National Lampoon's The Great American Run,Documentary,2008,NA,https://www.imcdb.org/vehicle_257218-Bugatti-Veyron-EB-2006.html,https://www.imcdb.org/movie_5895360-National-Lampoon-s-The-Great-American-Run.html
Buick,NA,1927,NA,as Jordan Playboy Roadster,Convertible,USA (United States of America),NA,NA,Dead of Night,Movie made for TV,1977,NA,https://www.imcdb.org/vehicle_429114-Buick-1927.html,https://www.imcdb.org/movie_75917-Dead-of-Night.html
Buick,Centurion,1973,NA,455 convertible,Convertible,USA (United States of America),NA,NA,Enid Is Sleeping,Movie,1990,NA,https://www.imcdb.org/vehicle_30460-Buick-Centurion-1973.html,https://www.imcdb.org/movie_99506-Enid-Is-Sleeping.html
Buick,Century,1955,68,Two-Door Tourback Sedan,Sedan,USA (United States of America),NA,NA,Highway Patrol,TV Series,1955,1959,https://www.imcdb.org/vehicle_281342-Buick-Century-68-1955.html,https://www.imcdb.org/movie_47739-Highway-Patrol.html
Buick,Century,1958,68,Two-Door Sedan,Sedan,USA (United States of America),NA,NA,Highway Patrol,TV Series,1955,1959,https://www.imcdb.org/vehicle_335373-Buick-Century-68-1958.html,https://www.imcdb.org/movie_47739-Highway-Patrol.html
Buick,Century,2003,NA,NA,Sedan,USA (United States of America),Canada,NA,Pouya: Energy,Music Video,2015,NA,https://www.imcdb.org/vehicle_1180640-Buick-Century-2003.html,https://www.imcdb.org/movie_1004519648-Pouya--Energy.html
Buick,Electra 225,1960,4829,Riviera,Sedan,USA (United States of America),NA,NA,Benoît Brisefer: Les taxis rouges,Movie,2014,NA,https://www.imcdb.org/vehicle_766200-Buick-Electra-225-4829-1960.html,https://www.imcdb.org/movie_2800356-Beno%C3%AEt-Brisefer--Les-taxis-rouges.html
Buick,Electra 225,1966,NA,Custom 4 door hardtop,Sedan,USA (United States of America),NA,NA,Crossing the Bridge,Movie,1992,NA,https://www.imcdb.org/vehicle_79693-Buick-Electra-225-1966.html,https://www.imcdb.org/movie_104030-Crossing-the-Bridge.html
Buick,Electra 225,1969,NA,Four-Door Hardtop,Sedan,USA (United States of America),NA,NA,Sir Mix-A-Lot: My Hooptie,Music Video,1990,NA,https://www.imcdb.org/vehicle_76338-Buick-Electra-225-1969.html,https://www.imcdb.org/movie_1003117805-Sir-Mix-A-Lot--My-Hooptie.html
Buick,Grand National,1987,NA,NA,Coupé,USA (United States of America),NA,NA,Juice WRLD Feat. Young Thug: Bad Boy,Music Video,2021,NA,https://www.imcdb.org/vehicle_1960612-Buick-Grand-National-1987.html,https://www.imcdb.org/movie_13847982-Juice-WRLD-Feat-Young-Thug--Bad-Boy.html
Buick,Master Six,1928,NA,NA,Convertible,USA (United States of America),NA,NA,Naš avto,Movie,1962,NA,https://www.imcdb.org/vehicle_1223294-Buick-Master-Six-1928.html,https://www.imcdb.org/movie_56272-Na%C5%A1-avto.html
Buick,Riviera,1965,NA,NA,Coupé,USA (United States of America),NA,NA,Buick Riviera,Movie,2008,NA,https://www.imcdb.org/vehicle_1174816-Buick-Riviera-1965.html,https://www.imcdb.org/movie_995712-Buick-Riviera.html
Buick,Roadmaster,1949,76-C,NA,Convertible,USA (United States of America),NA,NA,Rain Man,Movie,1988,NA,https://www.imcdb.org/vehicle_1934-Buick-Roadmaster-76-C-1949.html,https://www.imcdb.org/movie_95953-Rain-Man.html
Buick,Series 40,1935,46-C,Convertible Coupe,Convertible,USA (United States of America),NA,NA,The Big Steal,Movie,1949,NA,https://www.imcdb.org/vehicle_772821-Buick-Series-40-46-C-1935.html,https://www.imcdb.org/movie_41178-The-Big-Steal.html
Buick,Skylark,1972,NA,'Medusa',Coupé,USA (United States of America),NA,NA,Bellflower,Movie,2011,NA,https://www.imcdb.org/vehicle_590780-Buick-Skylark-1972.html,https://www.imcdb.org/movie_1242599-Bellflower.html
Buick,Special,1956,48,Two-Door Sedan,Sedan,USA (United States of America),NA,NA,Highway Patrol,TV Series,1955,1959,https://www.imcdb.org/vehicle_317533-Buick-Special-48-1956.html,https://www.imcdb.org/movie_47739-Highway-Patrol.html
Buick,Special,1957,48,Two-Door Sedan,Sedan,USA (United States of America),NA,NA,Highway Patrol,TV Series,1955,1959,https://www.imcdb.org/vehicle_317598-Buick-Special-48-1957.html,https://www.imcdb.org/movie_47739-Highway-Patrol.html
Buick,Special Deluxe,1969,43369,NA,Sedan,USA (United States of America),NA,NA,Them & Theirs: Annie's Skylark,Short Movie,2015,NA,https://www.imcdb.org/vehicle_1241753-Buick-Special-Deluxe-43369-1969.html,https://www.imcdb.org/movie_9578356-Them-%26-Theirs--Annie-s-Skylark.html
Büssing,8000,1950,NA,Schwalbennest,Simple truck,Germany,NA,NA,Fernfahrer,TV Series,1963,1967,https://www.imcdb.org/vehicle_35434-B%C3%BCssing-8000-1950.html,https://www.imcdb.org/movie_242199-Fernfahrer.html
Cadillac,Ambulance,1959,NA,Miller-Meteor Sentinel 'Ecto-1',Ambulance,USA (United States of America),NA,NA,Ghostbusters,Movie,1984,NA,https://www.imcdb.org/vehicle_1936-Cadillac-Ambulance-1959.html,https://www.imcdb.org/movie_87332-Ghostbusters.html
Cadillac,Ambulance,1959,NA,Miller-Meteor Sentinel 'Ecto-1A',Ambulance,USA (United States of America),NA,NA,Ghostbusters II,Movie,1989,NA,https://www.imcdb.org/vehicle_24706-Cadillac-Ambulance-1959.html,https://www.imcdb.org/movie_97428-Ghostbusters-II.html
Cadillac,Ambulance,1959,NA,Miller-Meteor Sentinel 'Ecto-1A',Ambulance,USA (United States of America),NA,NA,Ghostbusters: Afterlife,Movie,2021,NA,https://www.imcdb.org/vehicle_1226464-Cadillac-Ambulance-1959.html,https://www.imcdb.org/movie_4513678-Ghostbusters--Afterlife.html
Cadillac,Ambulance,1959,6890Z,Miller-Meteor Sentinel 'Ecto-1A',Ambulance,USA (United States of America),NA,NA,Ghostbusters: Frozen Empire,Movie,2024,NA,https://www.imcdb.org/vehicle_1840316-Cadillac-Ambulance-6890Z-1959.html,https://www.imcdb.org/movie_21235248-Ghostbusters--Frozen-Empire.html
Cadillac,Ambulance,1973,NA,Miller-Meteor Lifeliner,Ambulance,USA (United States of America),NA,NA,The Ambulance,Movie,1990,NA,https://www.imcdb.org/vehicle_381148-Cadillac-Ambulance-1973.html,https://www.imcdb.org/movie_99026-The-Ambulance.html
Cadillac,Coupe DeVille,1970,NA,NA,Coupé,USA (United States of America),NA,NA,Babas bilar,Movie,2006,NA,https://www.imcdb.org/vehicle_137974-Cadillac-Coupe-DeVille-1970.html,https://www.imcdb.org/movie_473609-Babas-bilar.html
Cadillac,CT6,NA,NA,Platinum 3.0TT,Sedan,USA (United States of America),NA,NA,4960 - The Flow of Life,Short Movie,2020,NA,https://www.imcdb.org/vehicle_1994391-Cadillac-CT6.html,https://www.imcdb.org/movie_15559538-4960-The-Flow-of-Life.html
Cadillac,DeVille Concours,1997,NA,NA,Sedan,USA (United States of America),NA,NA,드라이브 (Drive),Movie,2024,NA,https://www.imcdb.org/vehicle_1914325-Cadillac-DeVille-Concours-1997.html,https://www.imcdb.org/movie_32322546-Deulaibeu.html
Cadillac,DeVille Convertible,1964,6267F,NA,Convertible,USA (United States of America),NA,NA,Le corniaud,Movie,1965,NA,https://www.imcdb.org/vehicle_1948-Cadillac-DeVille-Convertible-6267F-1964.html,https://www.imcdb.org/movie_57967-Le-corniaud.html
Cadillac,DeVille Convertible,1968,68367F,NA,Convertible,USA (United States of America),NA,NA,Cadillac Girls,Movie,1993,NA,https://www.imcdb.org/vehicle_1747383-Cadillac-DeVille-Convertible-68367F-1968.html,https://www.imcdb.org/movie_106502-Cadillac-Girls.html
Cadillac,DeVille Convertible,1969,68367F,NA,Convertible,USA (United States of America),NA,NA,Joyride,Movie,2005,NA,https://www.imcdb.org/vehicle_147671-Cadillac-DeVille-Convertible-68367F-1969.html,https://www.imcdb.org/movie_430257-Joyride.html
Cadillac,DeVille Convertible,1970,68367F,NA,Convertible,USA (United States of America),NA,NA,Eskimo Callboy: MC Thunder,Music Video,2017,NA,https://www.imcdb.org/vehicle_1159334-Cadillac-DeVille-Convertible-68367F-1970.html,https://www.imcdb.org/movie_1004519473-Eskimo-Callboy--MC-Thunder.html
Cadillac,Eldorado,1954,NA,NA,Convertible,USA (United States of America),NA,NA,Non sono più Guaglione,Movie,1958,NA,https://www.imcdb.org/vehicle_1709431-Cadillac-Eldorado-1954.html,https://www.imcdb.org/movie_52009-Non-sono-pi%C3%B9-Guaglione.html
Cadillac,Electric Drive,1912,NA,1/3-scale Car J. Lockwood Co,Microcar,United Kingdom,NA,NA,The Smallest Car in the Largest City in the World,Short Movie,1913,NA,https://www.imcdb.org/vehicle_279779-Cadillac-Electric-Drive-1912.html,https://www.imcdb.org/movie_1530511-The-Smallest-Car-in-the-Largest-City-in-the-World.html
Cadillac,Escalade,2007,GMT926,NA,Off-road / SUV,USA (United States of America),NA,NA,Dolan's Cadillac,Movie,2009,NA,https://www.imcdb.org/vehicle_240213-Cadillac-Escalade-GMT926-2007.html,https://www.imcdb.org/movie_963965-Dolan-s-Cadillac.html
Cadillac,Escalade,2021,GMT1XL,NA,Off-road / SUV,USA (United States of America),NA,NA,Chromeo: Real Breezy,Music Video,2021,NA,https://www.imcdb.org/vehicle_1933720-Cadillac-Escalade-GMT1XL-2021.html,https://www.imcdb.org/movie_1004524826-Chromeo--Real-Breezy.html
Cadillac,Fleetwood 75,1957,NA,NA,Limousine,USA (United States of America),NA,NA,Black Cadillac,Movie,2003,NA,https://www.imcdb.org/vehicle_20175-Cadillac-Fleetwood-75-1957.html,https://www.imcdb.org/movie_313285-Black-Cadillac.html
Cadillac,Fleetwood 75,1969,NA,NA,Limousine,USA (United States of America),NA,NA,Payday,Movie,1973,NA,https://www.imcdb.org/vehicle_584234-Cadillac-Fleetwood-75-1969.html,https://www.imcdb.org/movie_69067-Payday.html
Cadillac,Fleetwood Eldorado,1972,NA,NA,Coupé,USA (United States of America),NA,NA,Highwaymen,Movie,2004,NA,https://www.imcdb.org/vehicle_5918-Cadillac-Fleetwood-Eldorado-1972.html,https://www.imcdb.org/movie_339147-Highwaymen.html
Cadillac,Funeral Coach,1968,NA,Superior Sovereign Landaulet,Funeral,USA (United States of America),NA,NA,Grand Theft Parsons,Movie,2003,NA,https://www.imcdb.org/vehicle_39103-Cadillac-Funeral-Coach-1968.html,https://www.imcdb.org/movie_338075-Grand-Theft-Parsons.html
Cadillac,Funeral Coach,1984,NA,S&S Victoria 'Ecto-1',Funeral,USA (United States of America),NA,NA,Ghostbusters,Movie,2016,NA,https://www.imcdb.org/vehicle_893685-Cadillac-Funeral-Coach-1984.html,https://www.imcdb.org/movie_1289401-Ghostbusters.html
Cadillac,M5 A1 Stuart,1942,NA,NA,Military armored vehicle,USA (United States of America),NA,NA,Tank Girl,Movie,1995,NA,https://www.imcdb.org/vehicle_930213-Cadillac-M5-A1-Stuart-1942.html,https://www.imcdb.org/movie_114614-Tank-Girl.html
Cadillac,Sedan DeVille,1972,NA,NA,Sedan,USA (United States of America),NA,NA,License to Drive,Movie,1988,NA,https://www.imcdb.org/vehicle_1224-Cadillac-Sedan-DeVille-1972.html,https://www.imcdb.org/movie_95519-License-to-Drive.html
Cadillac,Sedan DeVille Stretched Limousine,1982,NA,O'Gara Coachworks 'St. Moritz',Limousine,USA (United States of America),NA,NA,Sunset Limousine,Movie made for TV,1983,NA,https://www.imcdb.org/vehicle_1292825-Cadillac-Sedan-DeVille-Stretched-Limousine-1982.html,https://www.imcdb.org/movie_86389-Sunset-Limousine.html
Cadillac,Series 62,1959,NA,NA,Sedan,USA (United States of America),NA,NA,Wacky Taxi,Movie,1972,NA,https://www.imcdb.org/vehicle_830915-Cadillac-Series-62-1959.html,https://www.imcdb.org/movie_153620-Wacky-Taxi.html
Cadillac,Series 62 Convertible,1951,6267X,NA,Convertible,USA (United States of America),NA,NA,Coltrane in a Cadillac,TV Series,1993,NA,https://www.imcdb.org/vehicle_1718516-Cadillac-Series-62-Convertible-6267X-1951.html,https://www.imcdb.org/movie_105974-Coltrane-in-a-Cadillac.html
Cadillac,Series 62 Convertible,1953,6267X,NA,Convertible,USA (United States of America),NA,NA,Das Traumauto,Movie made for TV,1988,NA,https://www.imcdb.org/vehicle_1789812-Cadillac-Series-62-Convertible-6267X-1953.html,https://www.imcdb.org/movie_96300-Das-Traumauto.html
Cadillac,Series 62 Convertible,1954,NA,NA,Convertible,USA (United States of America),NA,NA,Coupe de Ville,Movie,1990,NA,https://www.imcdb.org/vehicle_10145-Cadillac-Series-62-Convertible-1954.html,https://www.imcdb.org/movie_99310-Coupe-de-Ville.html
Cadillac,Series 62 Convertible,1959,6267F,NA,Convertible,USA (United States of America),NA,NA,Pink Cadillac,Movie,1989,NA,https://www.imcdb.org/vehicle_1939-Cadillac-Series-62-Convertible-6267F-1959.html,https://www.imcdb.org/movie_98097-Pink-Cadillac.html
Cadillac,Series 62 Convertible,1959,6267F,NA,Convertible,USA (United States of America),NA,NA,Blue De Ville,Movie made for TV,1986,NA,https://www.imcdb.org/vehicle_61802-Cadillac-Series-62-Convertible-6267F-1959.html,https://www.imcdb.org/movie_90757-Blue-De-Ville.html
Cadillac,Series 62 Convertible,1959,6267F,NA,Convertible,USA (United States of America),NA,NA,Alfred Hitchcock Presents,TV Series,1985,1989,https://www.imcdb.org/vehicle_511195-Cadillac-Series-62-Convertible-6267F-1959.html,https://www.imcdb.org/movie_88476-Alfred-Hitchcock-Presents.html
Cadillac,Series 62 Convertible,1959,6267F,NA,Convertible,USA (United States of America),NA,NA,Sonny Spoon,TV Series,1988,NA,https://www.imcdb.org/vehicle_1935365-Cadillac-Series-62-Convertible-6267F-1959.html,https://www.imcdb.org/movie_94552-Sonny-Spoon.html
Cadillac,Series 62 Convertible,1960,6267F,NA,Convertible,USA (United States of America),NA,NA,Annie's Point,Movie made for TV,2005,NA,https://www.imcdb.org/vehicle_1702748-Cadillac-Series-62-Convertible-6267F-1960.html,https://www.imcdb.org/movie_441733-Annie-s-Point.html
Cadillac,Seville,1977,NA,NA,Sedan,USA (United States of America),NA,NA,Devin The Dude: Lacville '79,Music Video,2002,NA,https://www.imcdb.org/vehicle_338145-Cadillac-Seville-1977.html,https://www.imcdb.org/movie_1004511288-Devin-The-Dude--Lacville--79.html
Cadillac,Type 61,1922,NA,NA,Limousine,USA (United States of America),NA,NA,Limousine Love,Short Movie,1928,NA,https://www.imcdb.org/vehicle_30266-Cadillac-Type-61-1922.html,https://www.imcdb.org/movie_178706-Limousine-Love.html
CAIO,Alpha,1997,NA,Mercedes-Benz OF 1620,Single-deck,Brazil,NA,NA,Ônibus 174,Documentary,2002,NA,https://www.imcdb.org/vehicle_94809-CAIO-Alpha-1997.html,https://www.imcdb.org/movie_340468-%C3%94nibus-174.html
Camber,Patinho Feio,1967,NA,NA,Racecar,Brazil,NA,NA,O Fantástico Patinho Feio,Documentary,2018,NA,https://www.imcdb.org/vehicle_1262828-Camber-Patinho-Feio-1967.html,https://www.imcdb.org/movie_1004520453-O-Fant%C3%A1stico-Patinho-Feio.html
Caterpillar,D9,NA,NA,'Killdozer',Construction & Engineering vehicle,USA (United States of America),NA,NA,Killdozer,Movie made for TV,1974,NA,https://www.imcdb.org/vehicle_204029-Caterpillar-D9.html,https://www.imcdb.org/movie_71717-Killdozer.html
Caterpillar,RD-8,1935,NA,NA,Construction & Engineering vehicle,USA (United States of America),NA,NA,Earthworm Tractors,Movie,1936,NA,https://www.imcdb.org/vehicle_71335-Caterpillar-RD-8-1935.html,https://www.imcdb.org/movie_27562-Earthworm-Tractors.html
Chaju,64,NA,NA,NA,Simple truck,North Korea,NA,NA,억센나무 (Tough Tree),Movie,1991,NA,https://www.imcdb.org/vehicle_1139638-Chaju-64.html,https://www.imcdb.org/movie_1004519236-%C5%8Eksennamu.html
Chausson,APH 2-50,1949,AP 48,NA,Single-deck,France,NA,NA,Niedzielny poranek,Short Movie,1955,NA,https://www.imcdb.org/vehicle_216013-Chausson-APH-2-50-AP-48-1949.html,https://www.imcdb.org/movie_172877-Niedzielny-poranek.html
Chausson,APH 2-50,1949,AP 48,NA,Single-deck,France,NA,NA,Strachy na Lachy: Czerwony autobus,Music Video,2007,NA,https://www.imcdb.org/vehicle_629571-Chausson-APH-2-50-AP-48-1949.html,https://www.imcdb.org/movie_1004514586-Strachy-na-Lachy--Czerwony-autobus.html
Chausson,APH 47,1947,AP 3,NA,Single-deck,France,NA,NA,Niedzielny poranek,Short Movie,1955,NA,https://www.imcdb.org/vehicle_216023-Chausson-APH-47-AP-3-1947.html,https://www.imcdb.org/movie_172877-Niedzielny-poranek.html
Checker,Marathon,1964,A12-E,NA,Sedan,USA (United States of America),NA,NA,Der Checker,Non-fiction TV,2006,2012,https://www.imcdb.org/vehicle_372503-Checker-Marathon-A12-E-1964.html,https://www.imcdb.org/movie_1328943-Der-Checker.html
Checker,Taxicab,1962,A11,NA,Sedan,USA (United States of America),NA,NA,D.C. Cab,Movie,1983,NA,https://www.imcdb.org/vehicle_58703-Checker-Taxicab-A11-1962.html,https://www.imcdb.org/movie_85387-DC-Cab.html
Checker,Taxicab,1962,A11,NA,Sedan,USA (United States of America),NA,NA,Graveyard Shift,Movie,1987,NA,https://www.imcdb.org/vehicle_281902-Checker-Taxicab-A11-1962.html,https://www.imcdb.org/movie_93115-Graveyard-Shift.html
Checker,Taxicab,1970,A11,NA,Sedan,USA (United States of America),NA,NA,Maire Brennan: Big Yellow Taxi,Music Video,1994,NA,https://www.imcdb.org/vehicle_1277841-Checker-Taxicab-A11-1970.html,https://www.imcdb.org/movie_1004520559-Maire-Brennan--Big-Yellow-Taxi.html
Checker,Taxicab,1978,A11,NA,Sedan,USA (United States of America),NA,NA,Nattpass,Short Movie,1982,NA,https://www.imcdb.org/vehicle_1655811-Checker-Taxicab-A11-1978.html,https://www.imcdb.org/movie_11663838-Nattpass.html
Chevrolet,'Art Deco',1946,NA,NA,Single-deck,USA (United States of America),NA,NA,The Wayward Bus,Movie,1957,NA,https://www.imcdb.org/vehicle_1493289-Chevrolet--Art-Deco--1946.html,https://www.imcdb.org/movie_51182-The-Wayward-Bus.html
Chevrolet,Advance-Design,1952,NA,NA,Pick-up,USA (United States of America),NA,NA,Pieces of Easter,Movie,2013,NA,https://www.imcdb.org/vehicle_1464617-Chevrolet-Advance-Design-1952.html,https://www.imcdb.org/movie_2379460-Pieces-of-Easter.html
Chevrolet,B-Series,1980,NA,Blue Bird,School,USA (United States of America),NA,NA,Niwemang,Movie,2006,NA,https://www.imcdb.org/vehicle_120435-Chevrolet-B-Series-1980.html,https://www.imcdb.org/movie_847050-Niwemang.html
Chevrolet,Bel Air,1953,2434,Convertible,Convertible,USA (United States of America),NA,NA,The Talking Car,Short Movie,1953,NA,https://www.imcdb.org/vehicle_980666-Chevrolet-Bel-Air-2434-1953.html,https://www.imcdb.org/movie_260415-The-Talking-Car.html
Chevrolet,Bel Air,1955,NA,Custom-made Convertible,Convertible,USA (United States of America),NA,NA,El carro,Movie,2003,NA,https://www.imcdb.org/vehicle_579284-Chevrolet-Bel-Air-1955.html,https://www.imcdb.org/movie_387913-El-carro.html
Chevrolet,Bel Air,1959,1519,NA,Sedan,USA (United States of America),NA,Denmark,Olsen-banden overgiver sig aldrig,Movie,1979,NA,https://www.imcdb.org/vehicle_58209-Chevrolet-Bel-Air-1519-1959.html,https://www.imcdb.org/movie_79662-Olsen-banden-overgiver-sig-aldrig.html
